"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_AS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_AS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer_AS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer_AS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer_AS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_AS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment"
"","Cer_AS(d21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d21:1/22:3)+HCO2","718.59915","672.59365","654.58305","640.56745","624.57255","338.30705","322.31215","349.27535","348.29135","310.31215","331.26485","281.28555","279.26985","303.26985","10.0734984848485","10.3734984848485","908"
"","Cer_AS(d21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d21:1/23:2)+HCO2","734.63045","688.62495","670.61435","656.59865","640.60385","338.30705","322.31215","365.30665","364.32265","310.31215","347.29615","281.28555","279.26985","319.30115","11.3263590909091","11.6263590909091","1402"
"","Cer_AS(d21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d21:1/23:3)+HCO2","732.61475","686.60935","668.59865","654.58305","638.58815","338.30705","322.31215","363.29105","362.30705","310.31215","345.28045","281.28555","279.26985","317.28555","10.5313909090909","10.8313909090909","1290"
"","Cer_AS(d21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d21:1/24:2)+HCO2","748.64605","702.64055","684.63005","670.61435","654.61945","338.30705","322.31215","379.32235","378.33835","310.31215","361.31175","281.28555","279.26985","333.31685","11.7283893939394","12.0283893939394","790"
"","Cer_AS(d21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d21:1/24:3)+HCO2","746.63045","700.62495","682.61435","668.59865","652.60385","338.30705","322.31215","377.30665","376.32265","310.31215","359.29615","281.28555","279.26985","331.30115","10.9594772727273","11.2594772727273","525"
"","Cer_AS(d21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d21:1/24:4)+HCO2","744.61475","698.60935","680.59865","666.58305","650.58815","338.30705","322.31215","375.29105","374.30705","310.31215","357.28045","281.28555","279.26985","329.28555","10.0174166666667","10.3174166666667","1120"
"","Cer_AS(d21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d21:1/31:3)+HCO2","844.73995","798.73445","780.72395","766.70825","750.71335","338.30705","322.31215","475.41625","474.43225","310.31215","457.40565","281.28555","279.26985","429.41075","12.0117515151515","12.3117515151515","1639"
"","Cer_AS(d22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_AS(d22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_AS(d22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_AS(d22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_AS(d22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_AS(d22:1/20:0)+HCO2","710.63045","664.62495","646.61435","632.59865","616.60385","352.32265","336.32775","327.29105","326.30705","324.32775","309.28045","295.30115","293.28555","281.28555","10.7806166666667","11.0806166666667","1422"
"","Cer_AS(d22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_AS(d22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_AS(d22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_AS(d22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_AS(d22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_AS(d22:1/21:2)+HCO2","720.61475","674.60935","656.59865","642.58305","626.58815","352.32265","336.32775","337.27535","336.29135","324.32775","319.26485","295.30115","293.28555","291.26985","10.9162772727273","11.2162772727273","972"
"","Cer_AS(d22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_AS(d22:1/21:3)+HCO2","718.59915","672.59365","654.58305","640.56745","624.57255","352.32265","336.32775","335.25975","334.27565","324.32775","317.24915","295.30115","293.28555","289.25425","10.0734984848485","10.3734984848485","908"
"","Cer_AS(d22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_AS(d22:1/22:2)+HCO2","734.63045","688.62495","670.61435","656.59865","640.60385","352.32265","336.32775","351.29105","350.30705","324.32775","333.28045","295.30115","293.28555","305.28555","11.3263590909091","11.6263590909091","1402"
"","Cer_AS(d22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_AS(d22:1/22:3)+HCO2","732.61475","686.60935","668.59865","654.58305","638.58815","352.32265","336.32775","349.27535","348.29135","324.32775","331.26485","295.30115","293.28555","303.26985","10.5313909090909","10.8313909090909","1290"
"","Cer_AS(d22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_AS(d22:1/23:2)+HCO2","748.64605","702.64055","684.63005","670.61435","654.61945","352.32265","336.32775","365.30665","364.32265","324.32775","347.29615","295.30115","293.28555","319.30115","11.7283893939394","12.0283893939394","790"
"","Cer_AS(d22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_AS(d22:1/23:3)+HCO2","746.63045","700.62495","682.61435","668.59865","652.60385","352.32265","336.32775","363.29105","362.30705","324.32775","345.28045","295.30115","293.28555","317.28555","10.9594772727273","11.2594772727273","525"
"","Cer_AS(d22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_AS(d22:1/23:4)+HCO2","744.61475","698.60935","680.59865","666.58305","650.58815","352.32265","336.32775","361.27535","360.29135","324.32775","343.26485","295.30115","293.28555","315.26985","10.0174166666667","10.3174166666667","1120"
"","Cer_AS(d22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_AS(d22:1/30:3)+HCO2","844.73995","798.73445","780.72395","766.70825","750.71335","352.32265","336.32775","461.40055","460.41655","324.32775","443.39005","295.30115","293.28555","415.39505","12.0117515151515","12.3117515151515","1639"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","15.1321666666667","15.4321666666667","213"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","14.6627106060606","14.9627106060606","251"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","15.4023196969697","15.7023196969697","304"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","11.2433803030303","11.5433803030303","391"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","2.64635151515152","2.94635151515152","444"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","13.6292787878788","13.9292787878788","450"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","14.1708757575758","14.4708757575758","503"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","4.81551363636364","5.11551363636364","526"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","1.75567727272727","2.05567727272727","546"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","9.9882272727273","10.2882272727273","576"
"","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_AS(d22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_AS(d22:1/36:3)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","352.32265","336.32775","545.49455","544.51045","324.32775","527.48385","295.30115","293.28555","499.48895","9.06659848484848","9.36659848484848","649"
