"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Number of Scans","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Max Intensity","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Average m/z","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","1.41722878787879","1.71722878787879","1250"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","4.48123636363636","4.78123636363636","1334"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","5.53096212121212","5.83096212121212","1907"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","13.930646969697","14.230646969697","1971"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","15.0018878787879","15.3018878787879","2676"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","16.2897366666667","16.5897366666667","2700"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","4.71811212121212","5.01811212121212","2722"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","4.0664303030303","4.3664303030303","2807"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","8.80238787878788","9.10238787878788","3040"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","13.1360257575758","13.4360257575758","3415"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","1.84162121212121","2.14162121212121","3423"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","1.17546833333333","1.47546833333333","3619"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","5.02597727272727","5.32597727272727","3818"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","12.5570984848485","12.8570984848485","4235"
"","Cer_BS(d16:1/26:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d16:1/26:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d16:1/26:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d16:1/26:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d16:1/26:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d16:1/26:0)+HCO2","710.63045","664.62495","646.61435","312.25495","282.24445","235.20725","209.19165","10.7806166666667","11.0806166666667","1422"
"","Cer_BS(d16:1/27:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:1/27:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:1/27:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:1/27:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:1/27:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:1/27:2)+HCO2","720.61475","674.60935","656.59865","312.25495","282.24445","235.20725","209.19165","10.9162772727273","11.2162772727273","972"
"","Cer_BS(d16:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:1/27:3)+HCO2","718.59915","672.59365","654.58305","312.25495","282.24445","235.20725","209.19165","10.0734984848485","10.3734984848485","908"
"","Cer_BS(d16:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:1/28:2)+HCO2","734.63045","688.62495","670.61435","312.25495","282.24445","235.20725","209.19165","11.3263590909091","11.6263590909091","1402"
"","Cer_BS(d16:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:1/28:3)+HCO2","732.61475","686.60935","668.59865","312.25495","282.24445","235.20725","209.19165","10.5313909090909","10.8313909090909","1290"
"","Cer_BS(d16:1/29:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:1/29:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:1/29:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:1/29:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:1/29:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:1/29:2)+HCO2","748.64605","702.64055","684.63005","312.25495","282.24445","235.20725","209.19165","11.7283893939394","12.0283893939394","790"
"","Cer_BS(d16:1/29:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:1/29:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:1/29:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:1/29:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:1/29:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:1/29:3)+HCO2","746.63045","700.62495","682.61435","312.25495","282.24445","235.20725","209.19165","10.9594772727273","11.2594772727273","525"
"","Cer_BS(d16:1/29:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:1/29:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:1/29:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:1/29:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:1/29:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:1/29:4)+HCO2","744.61475","698.60935","680.59865","312.25495","282.24445","235.20725","209.19165","10.0174166666667","10.3174166666667","1120"
"","Cer_BS(d16:1/36:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:1/36:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:1/36:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:1/36:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:1/36:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:1/36:3)+HCO2","844.73995","798.73445","780.72395","312.25495","282.24445","235.20725","209.19165","12.0117515151515","12.3117515151515","1639"
"","Cer_BS(d17:1/25:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d17:1/25:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d17:1/25:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d17:1/25:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d17:1/25:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d17:1/25:0)+HCO2","710.63045","664.62495","646.61435","326.27065","296.26005","249.22295","223.20725","10.7806166666667","11.0806166666667","1422"
"","Cer_BS(d17:1/26:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:1/26:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:1/26:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:1/26:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:1/26:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:1/26:2)+HCO2","720.61475","674.60935","656.59865","326.27065","296.26005","249.22295","223.20725","10.9162772727273","11.2162772727273","972"
"","Cer_BS(d17:1/26:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:1/26:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:1/26:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:1/26:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:1/26:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:1/26:3)+HCO2","718.59915","672.59365","654.58305","326.27065","296.26005","249.22295","223.20725","10.0734984848485","10.3734984848485","908"
"","Cer_BS(d17:1/27:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:1/27:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:1/27:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:1/27:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:1/27:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:1/27:2)+HCO2","734.63045","688.62495","670.61435","326.27065","296.26005","249.22295","223.20725","11.3263590909091","11.6263590909091","1402"
"","Cer_BS(d17:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:1/27:3)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:1/27:3)+HCO2","732.61475","686.60935","668.59865","326.27065","296.26005","249.22295","223.20725","10.5313909090909","10.8313909090909","1290"
"","Cer_BS(d17:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:1/28:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:1/28:2)+HCO2","748.64605","702.64055","684.63005","326.27065","296.26005","249.22295","223.20725","11.7283893939394","12.0283893939394","790"
"","Cer_BS(d17:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:1/28:3)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:1/28:3)+HCO2","746.63045","700.62495","682.61435","326.27065","296.26005","249.22295","223.20725","10.9594772727273","11.2594772727273","525"
"","Cer_BS(d17:1/28:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:1/28:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:1/28:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:1/28:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:1/28:4)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:1/28:4)+HCO2","744.61475","698.60935","680.59865","326.27065","296.26005","249.22295","223.20725","10.0174166666667","10.3174166666667","1120"
"","Cer_BS(d17:1/35:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:1/35:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:1/35:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:1/35:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:1/35:3)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:1/35:3)+HCO2","844.73995","798.73445","780.72395","326.27065","296.26005","249.22295","223.20725","12.0117515151515","12.3117515151515","1639"
"","Cer_BS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BS(d18:1/24:0)+HCO2","710.63045","664.62495","646.61435","340.28625","310.27565","263.23855","237.22295","10.7806166666667","11.0806166666667","1422"
"","Cer_BS(d18:1/25:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:1/25:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:1/25:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:1/25:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:1/25:2)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:1/25:2)+HCO2","720.61475","674.60935","656.59865","340.28625","310.27565","263.23855","237.22295","10.9162772727273","11.2162772727273","972"
"","Cer_BS(d18:1/25:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:1/25:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:1/25:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:1/25:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:1/25:3)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:1/25:3)+HCO2","718.59915","672.59365","654.58305","340.28625","310.27565","263.23855","237.22295","10.0734984848485","10.3734984848485","908"
"","Cer_BS(d18:1/26:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:1/26:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:1/26:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:1/26:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:1/26:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:1/26:2)+HCO2","734.63045","688.62495","670.61435","340.28625","310.27565","263.23855","237.22295","11.3263590909091","11.6263590909091","1402"
