"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Number of Scans","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Max Intensity","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Average m/z","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_BS","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment"
"","Cer_BS(d20:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d20:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d20:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d20:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d20:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d20:2/24:1)+HCO2","734.63045","688.62495","688.62495","366.30195","334.27565","324.29135","263.23855","11.3263590909091","11.6263590909091","1402"
"","Cer_BS(d20:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d20:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d20:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d20:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d20:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d20:2/24:2)+HCO2","732.61475","686.60935","686.60935","366.30195","334.27565","324.29135","263.23855","10.5313909090909","10.8313909090909","1290"
"","Cer_BS(d20:2/25:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d20:2/25:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d20:2/25:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d20:2/25:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d20:2/25:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d20:2/25:1)+HCO2","748.64605","702.64055","702.64055","366.30195","334.27565","324.29135","263.23855","11.7283893939394","12.0283893939394","790"
"","Cer_BS(d20:2/25:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d20:2/25:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d20:2/25:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d20:2/25:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d20:2/25:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d20:2/25:2)+HCO2","746.63045","700.62495","700.62495","366.30195","334.27565","324.29135","263.23855","10.9594772727273","11.2594772727273","525"
"","Cer_BS(d20:2/25:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d20:2/25:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d20:2/25:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d20:2/25:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d20:2/25:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d20:2/25:3)+HCO2","744.61475","698.60935","698.60935","366.30195","334.27565","324.29135","263.23855","10.0174166666667","10.3174166666667","1120"
"","Cer_BS(d20:2/32:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d20:2/32:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d20:2/32:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d20:2/32:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d20:2/32:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d20:2/32:2)+HCO2","844.73995","798.73445","798.73445","366.30195","334.27565","324.29135","263.23855","12.0117515151515","12.3117515151515","1639"
"","Cer_BS(d21:2/22:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d21:2/22:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d21:2/22:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d21:2/22:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d21:2/22:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d21:2/22:1)+HCO2","720.61475","674.60935","674.60935","380.31755","348.29135","338.30705","277.25425","10.9162772727273","11.2162772727273","972"
"","Cer_BS(d21:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d21:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d21:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d21:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d21:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d21:2/22:2)+HCO2","718.59915","672.59365","672.59365","380.31755","348.29135","338.30705","277.25425","10.0734984848485","10.3734984848485","908"
"","Cer_BS(d21:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d21:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d21:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d21:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d21:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d21:2/23:1)+HCO2","734.63045","688.62495","688.62495","380.31755","348.29135","338.30705","277.25425","11.3263590909091","11.6263590909091","1402"
"","Cer_BS(d21:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d21:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d21:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d21:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d21:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d21:2/23:2)+HCO2","732.61475","686.60935","686.60935","380.31755","348.29135","338.30705","277.25425","10.5313909090909","10.8313909090909","1290"
"","Cer_BS(d21:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d21:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d21:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d21:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d21:2/24:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d21:2/24:1)+HCO2","748.64605","702.64055","702.64055","380.31755","348.29135","338.30705","277.25425","11.7283893939394","12.0283893939394","790"
"","Cer_BS(d21:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d21:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d21:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d21:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d21:2/24:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d21:2/24:2)+HCO2","746.63045","700.62495","700.62495","380.31755","348.29135","338.30705","277.25425","10.9594772727273","11.2594772727273","525"
"","Cer_BS(d21:2/24:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d21:2/24:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d21:2/24:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d21:2/24:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d21:2/24:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d21:2/24:3)+HCO2","744.61475","698.60935","698.60935","380.31755","348.29135","338.30705","277.25425","10.0174166666667","10.3174166666667","1120"
"","Cer_BS(d21:2/31:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d21:2/31:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d21:2/31:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d21:2/31:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d21:2/31:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d21:2/31:2)+HCO2","844.73995","798.73445","798.73445","380.31755","348.29135","338.30705","277.25425","12.0117515151515","12.3117515151515","1639"
"","Cer_BS(d22:2/21:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d22:2/21:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d22:2/21:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d22:2/21:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d22:2/21:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d22:2/21:1)+HCO2","720.61475","674.60935","674.60935","394.33325","362.30705","352.32265","291.26985","10.9162772727273","11.2162772727273","972"
"","Cer_BS(d22:2/21:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d22:2/21:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d22:2/21:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d22:2/21:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d22:2/21:2)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d22:2/21:2)+HCO2","718.59915","672.59365","672.59365","394.33325","362.30705","352.32265","291.26985","10.0734984848485","10.3734984848485","908"
"","Cer_BS(d22:2/22:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d22:2/22:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d22:2/22:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d22:2/22:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d22:2/22:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d22:2/22:1)+HCO2","734.63045","688.62495","688.62495","394.33325","362.30705","352.32265","291.26985","11.3263590909091","11.6263590909091","1402"
"","Cer_BS(d22:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d22:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d22:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d22:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d22:2/22:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d22:2/22:2)+HCO2","732.61475","686.60935","686.60935","394.33325","362.30705","352.32265","291.26985","10.5313909090909","10.8313909090909","1290"
"","Cer_BS(d22:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d22:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d22:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d22:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d22:2/23:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d22:2/23:1)+HCO2","748.64605","702.64055","702.64055","394.33325","362.30705","352.32265","291.26985","11.7283893939394","12.0283893939394","790"
"","Cer_BS(d22:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d22:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d22:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d22:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d22:2/23:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d22:2/23:2)+HCO2","746.63045","700.62495","700.62495","394.33325","362.30705","352.32265","291.26985","10.9594772727273","11.2594772727273","525"
"","Cer_BS(d22:2/23:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d22:2/23:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d22:2/23:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d22:2/23:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d22:2/23:3)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d22:2/23:3)+HCO2","744.61475","698.60935","698.60935","394.33325","362.30705","352.32265","291.26985","10.0174166666667","10.3174166666667","1120"
"","Cer_BS(d22:2/30:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d22:2/30:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d22:2/30:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d22:2/30:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d22:2/30:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d22:2/30:2)+HCO2","844.73995","798.73445","798.73445","394.33325","362.30705","352.32265","291.26985","12.0117515151515","12.3117515151515","1639"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","15.1321666666667","15.4321666666667","213"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","14.6627106060606","14.9627106060606","251"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","15.4023196969697","15.7023196969697","304"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","11.2433803030303","11.5433803030303","391"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","2.64635151515152","2.94635151515152","444"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","13.6292787878788","13.9292787878788","450"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","14.1708757575758","14.4708757575758","503"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","4.81551363636364","5.11551363636364","526"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","1.75567727272727","2.05567727272727","546"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","9.9882272727273","10.2882272727273","576"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","9.06659848484848","9.36659848484848","649"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","9.64110151515152","9.94110151515152","715"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","8.60265303030303","8.90265303030303","1072"
"","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_BS(d22:2/36:2)+HCO2",0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_BS(d22:2/36:2)+HCO2","928.83385","882.82835","882.82835","394.33325","362.30705","352.32265","291.26985","4.24555606060606","4.54555606060606","1098"
