Cer-BDS,[M+HCO2]-,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer-BDS(d17:0/34:1)+HCO2,836.7707,790.7653,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/34:2)+HCO2,834.7551,788.7496,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/35:0)+HCO2,852.802,806.7966,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/35:1)+HCO2,850.7864,804.7809,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/36:0)+HCO2,866.8177,820.8122,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/36:1)+HCO2,864.802,818.7966,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/36:2)+HCO2,862.7864,816.7809,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/38:0)+HCO2,894.849,848.8435,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/38:1)+HCO2,892.8333,846.8278,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/38:2)+HCO2,890.8177,844.8122,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/40:0)+HCO2,922.8802,876.8748,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/40:1)+HCO2,920.8646,874.8591,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/40:2)+HCO2,918.849,872.8435,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/42:0)+HCO2,950.9116,904.9061,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/42:1)+HCO2,948.8959,902.8904,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d17:0/42:2)+HCO2,946.8802,900.8748,328.2857,296.2595,286.2751,225.2224
Cer-BDS(d18:0/12:0)+HCO2,544.4577,498.4522,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/12:1)+HCO2,542.4421,496.4366,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/13:0)+HCO2,558.4734,512.4679,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/13:1)+HCO2,556.4577,510.4522,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/14:0)+HCO2,572.489,526.4835,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/14:1)+HCO2,570.4734,524.4679,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/15:0)+HCO2,586.5046,540.4992,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/15:1)+HCO2,584.489,538.4835,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/16:0)+HCO2,600.5203,554.5148,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/16:1)+HCO2,598.5046,552.4992,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/16:2)+HCO2,596.489,550.4835,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/17:0)+HCO2,614.5359,568.5305,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/18:0)+HCO2,628.5516,582.5461,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/18:1)+HCO2,626.5359,580.5305,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/18:2)+HCO2,624.5203,578.5148,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/19:0)+HCO2,642.5673,596.5618,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/19:1)+HCO2,640.5516,594.5461,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/20:0)+HCO2,656.5829,610.5775,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/20:1)+HCO2,654.5673,608.5618,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/20:2)+HCO2,652.5516,606.5461,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/21:0)+HCO2,670.5986,624.5931,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/21:1)+HCO2,668.5829,622.5775,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/22:0)+HCO2,684.6142,638.6088,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/22:1)+HCO2,682.5986,636.5931,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/22:2)+HCO2,680.5829,634.5775,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/23:0)+HCO2,698.6299,652.6244,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/23:1)+HCO2,696.6142,650.6088,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/24:0)+HCO2,712.6455,666.64,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/24:1)+HCO2,710.6299,664.6244,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/24:2)+HCO2,708.6142,662.6088,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/25:0)+HCO2,726.6611,680.6557,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/25:1)+HCO2,724.6455,678.64,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/26:0)+HCO2,740.6768,694.6713,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/26:1)+HCO2,738.6611,692.6557,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/26:2)+HCO2,736.6455,690.64,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/27:0)+HCO2,754.6924,708.687,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/27:1)+HCO2,752.6768,706.6713,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/28:0)+HCO2,768.7081,722.7026,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/28:1)+HCO2,766.6924,720.687,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/28:2)+HCO2,764.6768,718.6713,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/29:0)+HCO2,782.7238,736.7183,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/29:1)+HCO2,780.7081,734.7026,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/30:0)+HCO2,796.7394,750.7339,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/30:1)+HCO2,794.7238,748.7183,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/30:2)+HCO2,792.7081,746.7026,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/31:0)+HCO2,810.7551,764.7496,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/31:1)+HCO2,808.7394,762.7339,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/32:0)+HCO2,824.7707,778.7653,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/32:1)+HCO2,822.7551,776.7496,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/32:2)+HCO2,820.7394,774.7339,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/33:0)+HCO2,838.7864,792.7809,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/33:1)+HCO2,836.7707,790.7653,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/34:0)+HCO2,852.802,806.7966,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/34:1)+HCO2,850.7864,804.7809,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/34:2)+HCO2,848.7707,802.7653,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/35:0)+HCO2,866.8177,820.8122,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/35:1)+HCO2,864.802,818.7966,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/36:0)+HCO2,880.8333,834.8278,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/36:1)+HCO2,878.8177,832.8122,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/36:2)+HCO2,876.802,830.7966,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/38:0)+HCO2,908.8646,862.8591,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/38:1)+HCO2,906.849,860.8435,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/38:2)+HCO2,904.8333,858.8278,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/40:0)+HCO2,936.8959,890.8904,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/40:1)+HCO2,934.8802,888.8748,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/40:2)+HCO2,932.8646,886.8591,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/42:0)+HCO2,964.9272,918.9218,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/42:1)+HCO2,962.9116,916.9061,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d18:0/42:2)+HCO2,960.8959,914.8904,342.3014,310.2751,300.2908,239.2381
Cer-BDS(d19:0/12:0)+HCO2,558.4734,512.4679,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/12:1)+HCO2,556.4577,510.4522,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/13:0)+HCO2,572.489,526.4835,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/13:1)+HCO2,570.4734,524.4679,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/14:0)+HCO2,586.5046,540.4992,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/14:1)+HCO2,584.489,538.4835,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/15:0)+HCO2,600.5203,554.5148,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/15:1)+HCO2,598.5046,552.4992,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/16:0)+HCO2,614.5359,568.5305,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/16:1)+HCO2,612.5203,566.5148,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/16:2)+HCO2,610.5046,564.4992,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/17:0)+HCO2,628.5516,582.5461,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/18:0)+HCO2,642.5673,596.5618,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/18:1)+HCO2,640.5516,594.5461,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/18:2)+HCO2,638.5359,592.5305,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/19:0)+HCO2,656.5829,610.5775,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/19:1)+HCO2,654.5673,608.5618,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/20:0)+HCO2,670.5986,624.5931,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/20:1)+HCO2,668.5829,622.5775,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/20:2)+HCO2,666.5673,620.5618,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/21:0)+HCO2,684.6142,638.6088,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/21:1)+HCO2,682.5986,636.5931,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/22:0)+HCO2,698.6299,652.6244,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/22:1)+HCO2,696.6142,650.6088,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/22:2)+HCO2,694.5986,648.5931,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/23:0)+HCO2,712.6455,666.64,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/23:1)+HCO2,710.6299,664.6244,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/24:0)+HCO2,726.6611,680.6557,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/24:1)+HCO2,724.6455,678.64,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/24:2)+HCO2,722.6299,676.6244,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/25:0)+HCO2,740.6768,694.6713,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/25:1)+HCO2,738.6611,692.6557,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/26:0)+HCO2,754.6924,708.687,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/26:1)+HCO2,752.6768,706.6713,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/26:2)+HCO2,750.6611,704.6557,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/27:0)+HCO2,768.7081,722.7026,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/27:1)+HCO2,766.6924,720.687,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/28:0)+HCO2,782.7238,736.7183,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/28:1)+HCO2,780.7081,734.7026,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/28:2)+HCO2,778.6924,732.687,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/29:0)+HCO2,796.7394,750.7339,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/29:1)+HCO2,794.7238,748.7183,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/30:0)+HCO2,810.7551,764.7496,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/30:1)+HCO2,808.7394,762.7339,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/30:2)+HCO2,806.7238,760.7183,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/31:0)+HCO2,824.7707,778.7653,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/31:1)+HCO2,822.7551,776.7496,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/32:0)+HCO2,838.7864,792.7809,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/32:1)+HCO2,836.7707,790.7653,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/32:2)+HCO2,834.7551,788.7496,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/33:0)+HCO2,852.802,806.7966,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/33:1)+HCO2,850.7864,804.7809,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/34:0)+HCO2,866.8177,820.8122,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/34:1)+HCO2,864.802,818.7966,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/34:2)+HCO2,862.7864,816.7809,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/35:0)+HCO2,880.8333,834.8278,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/35:1)+HCO2,878.8177,832.8122,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/36:0)+HCO2,894.849,848.8435,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/36:1)+HCO2,892.8333,846.8278,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/36:2)+HCO2,890.8177,844.8122,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/38:0)+HCO2,922.8802,876.8748,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/38:1)+HCO2,920.8646,874.8591,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/38:2)+HCO2,918.849,872.8435,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/40:0)+HCO2,950.9116,904.9061,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/40:1)+HCO2,948.8959,902.8904,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/40:2)+HCO2,946.8802,900.8748,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/42:0)+HCO2,978.9429,932.9374,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/42:1)+HCO2,976.9272,930.9218,356.317,324.2908,314.3065,253.2537
Cer-BDS(d19:0/42:2)+HCO2,974.9116,928.9061,356.317,324.2908,314.3065,253.2537
Cer-BDS(d20:0/12:0)+HCO2,572.489,526.4835,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/12:1)+HCO2,570.4734,524.4679,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/13:0)+HCO2,586.5046,540.4992,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/13:1)+HCO2,584.489,538.4835,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/14:0)+HCO2,600.5203,554.5148,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/14:1)+HCO2,598.5046,552.4992,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/15:0)+HCO2,614.5359,568.5305,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/15:1)+HCO2,612.5203,566.5148,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/16:0)+HCO2,628.5516,582.5461,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/16:1)+HCO2,626.5359,580.5305,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/16:2)+HCO2,624.5203,578.5148,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/17:0)+HCO2,642.5673,596.5618,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/18:0)+HCO2,656.5829,610.5775,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/18:1)+HCO2,654.5673,608.5618,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/18:2)+HCO2,652.5516,606.5461,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/19:0)+HCO2,670.5986,624.5931,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/19:1)+HCO2,668.5829,622.5775,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/20:0)+HCO2,684.6142,638.6088,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/20:1)+HCO2,682.5986,636.5931,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/20:2)+HCO2,680.5829,634.5775,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/21:0)+HCO2,698.6299,652.6244,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/21:1)+HCO2,696.6142,650.6088,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/22:0)+HCO2,712.6455,666.64,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/22:1)+HCO2,710.6299,664.6244,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/22:2)+HCO2,708.6142,662.6088,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/23:0)+HCO2,726.6611,680.6557,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/23:1)+HCO2,724.6455,678.64,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/24:0)+HCO2,740.6768,694.6713,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/24:1)+HCO2,738.6611,692.6557,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/24:2)+HCO2,736.6455,690.64,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/25:0)+HCO2,754.6924,708.687,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/25:1)+HCO2,752.6768,706.6713,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/26:0)+HCO2,768.7081,722.7026,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/26:1)+HCO2,766.6924,720.687,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/26:2)+HCO2,764.6768,718.6713,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/27:0)+HCO2,782.7238,736.7183,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/27:1)+HCO2,780.7081,734.7026,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/28:0)+HCO2,796.7394,750.7339,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/28:1)+HCO2,794.7238,748.7183,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/28:2)+HCO2,792.7081,746.7026,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/29:0)+HCO2,810.7551,764.7496,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/29:1)+HCO2,808.7394,762.7339,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/30:0)+HCO2,824.7707,778.7653,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/30:1)+HCO2,822.7551,776.7496,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/30:2)+HCO2,820.7394,774.7339,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/31:0)+HCO2,838.7864,792.7809,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/31:1)+HCO2,836.7707,790.7653,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/32:0)+HCO2,852.802,806.7966,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/32:1)+HCO2,850.7864,804.7809,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/32:2)+HCO2,848.7707,802.7653,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/33:0)+HCO2,866.8177,820.8122,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/33:1)+HCO2,864.802,818.7966,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/34:0)+HCO2,880.8333,834.8278,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/34:1)+HCO2,878.8177,832.8122,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/34:2)+HCO2,876.802,830.7966,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/35:0)+HCO2,894.849,848.8435,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/35:1)+HCO2,892.8333,846.8278,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/36:0)+HCO2,908.8646,862.8591,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/36:1)+HCO2,906.849,860.8435,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/36:2)+HCO2,904.8333,858.8278,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/38:0)+HCO2,936.8959,890.8904,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/38:1)+HCO2,934.8802,888.8748,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/38:2)+HCO2,932.8646,886.8591,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/40:0)+HCO2,964.9272,918.9218,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/40:1)+HCO2,962.9116,916.9061,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/40:2)+HCO2,960.8959,914.8904,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/42:0)+HCO2,992.9585,946.9531,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/42:1)+HCO2,990.9429,944.9374,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d20:0/42:2)+HCO2,988.9272,942.9218,370.3327,338.3065,328.3221,267.2693
Cer-BDS(d21:0/12:0)+HCO2,586.5046,540.4992,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/12:1)+HCO2,584.489,538.4835,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/13:0)+HCO2,600.5203,554.5148,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/13:1)+HCO2,598.5046,552.4992,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/14:0)+HCO2,614.5359,568.5305,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/14:1)+HCO2,612.5203,566.5148,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/15:0)+HCO2,628.5516,582.5461,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/15:1)+HCO2,626.5359,580.5305,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/16:0)+HCO2,642.5673,596.5618,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/16:1)+HCO2,640.5516,594.5461,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/16:2)+HCO2,638.5359,592.5305,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/17:0)+HCO2,656.5829,610.5775,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/18:0)+HCO2,670.5986,624.5931,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/18:1)+HCO2,668.5829,622.5775,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/18:2)+HCO2,666.5673,620.5618,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/19:0)+HCO2,684.6142,638.6088,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/19:1)+HCO2,682.5986,636.5931,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/20:0)+HCO2,698.6299,652.6244,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/20:1)+HCO2,696.6142,650.6088,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/20:2)+HCO2,694.5986,648.5931,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/21:0)+HCO2,712.6455,666.64,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/21:1)+HCO2,710.6299,664.6244,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/22:0)+HCO2,726.6611,680.6557,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/22:1)+HCO2,724.6455,678.64,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/22:2)+HCO2,722.6299,676.6244,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/23:0)+HCO2,740.6768,694.6713,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/23:1)+HCO2,738.6611,692.6557,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/24:0)+HCO2,754.6924,708.687,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/24:1)+HCO2,752.6768,706.6713,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/24:2)+HCO2,750.6611,704.6557,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/25:0)+HCO2,768.7081,722.7026,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/25:1)+HCO2,766.6924,720.687,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/26:0)+HCO2,782.7238,736.7183,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/26:1)+HCO2,780.7081,734.7026,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/26:2)+HCO2,778.6924,732.687,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/27:0)+HCO2,796.7394,750.7339,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/27:1)+HCO2,794.7238,748.7183,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/28:0)+HCO2,810.7551,764.7496,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/28:1)+HCO2,808.7394,762.7339,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/28:2)+HCO2,806.7238,760.7183,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/29:0)+HCO2,824.7707,778.7653,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/29:1)+HCO2,822.7551,776.7496,384.3483,352.3221,342.3378,281.285
