Cer-AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-AS(d26:3/19:1)-H,700.6244,682.6138,668.5981,652.6033,404.3534,388.3585,311.2592,310.2751,376.3585,293.2486,347.3319,345.3163,265.2537
Cer-AS(d26:3/20:0)-H,716.6557,698.6451,684.6295,668.6345,404.3534,388.3585,327.2905,326.3065,376.3585,309.2799,347.3319,345.3163,281.285
Cer-AS(d26:3/20:1)-H,714.64,696.6295,682.6138,666.6189,404.3534,388.3585,325.2748,324.2908,376.3585,307.2643,347.3319,345.3163,279.2693
Cer-AS(d26:3/20:2)-H,712.6244,694.6138,680.5981,664.6033,404.3534,388.3585,323.2592,322.2751,376.3585,305.2486,347.3319,345.3163,277.2537
Cer-AS(d26:3/21:0)-H,730.6713,712.6608,698.6451,682.6502,404.3534,388.3585,341.3061,340.3221,376.3585,323.2956,347.3319,345.3163,295.3006
Cer-AS(d26:3/21:1)-H,728.6557,710.6451,696.6295,680.6345,404.3534,388.3585,339.2905,338.3065,376.3585,321.2799,347.3319,345.3163,293.285
Cer-AS(d26:3/22:0)-H,744.687,726.6764,712.6608,696.6658,404.3534,388.3585,355.3218,354.3378,376.3585,337.3112,347.3319,345.3163,309.3163
Cer-AS(d26:3/22:1)-H,742.6713,724.6608,710.6451,694.6502,404.3534,388.3585,353.3061,352.3221,376.3585,335.2956,347.3319,345.3163,307.3006
Cer-AS(d26:3/22:2)-H,740.6557,722.6451,708.6295,692.6345,404.3534,388.3585,351.2905,350.3065,376.3585,333.2799,347.3319,345.3163,305.285
Cer-AS(d26:3/23:0)-H,758.7026,740.6921,726.6764,710.6815,404.3534,388.3585,369.3374,368.3534,376.3585,351.3269,347.3319,345.3163,323.3319
Cer-AS(d26:3/23:1)-H,756.687,738.6764,724.6608,708.6658,404.3534,388.3585,367.3218,366.3378,376.3585,349.3112,347.3319,345.3163,321.3163
Cer-AS(d26:3/24:0)-H,772.7183,754.7077,740.6921,724.6971,404.3534,388.3585,383.3531,382.369,376.3585,365.3425,347.3319,345.3163,337.3476
Cer-AS(d26:3/24:1)-H,770.7026,752.6921,738.6764,722.6815,404.3534,388.3585,381.3374,380.3534,376.3585,363.3269,347.3319,345.3163,335.3319
Cer-AS(d26:3/24:2)-H,768.687,750.6764,736.6608,720.6658,404.3534,388.3585,379.3218,378.3378,376.3585,361.3112,347.3319,345.3163,333.3163
Cer-AS(d26:3/25:0)-H,786.7339,768.7234,754.7077,738.7128,404.3534,388.3585,397.3687,396.3847,376.3585,379.3582,347.3319,345.3163,351.3633
Cer-AS(d26:3/25:1)-H,784.7183,766.7077,752.6921,736.6971,404.3534,388.3585,395.3531,394.369,376.3585,377.3425,347.3319,345.3163,349.3476
Cer-AS(d26:3/26:0)-H,800.7496,782.739,768.7234,752.7285,404.3534,388.3585,411.3844,410.4004,376.3585,393.3738,347.3319,345.3163,365.3789
Cer-AS(d26:3/26:1)-H,798.7339,780.7234,766.7077,750.7128,404.3534,388.3585,409.3687,408.3847,376.3585,391.3582,347.3319,345.3163,363.3633
Cer-AS(d26:3/26:2)-H,796.7183,778.7077,764.6921,748.6971,404.3534,388.3585,407.3531,406.369,376.3585,389.3425,347.3319,345.3163,361.3476
Cer-AS(d26:3/27:0)-H,814.7653,796.7547,782.739,766.7441,404.3534,388.3585,425.4,424.416,376.3585,407.3895,347.3319,345.3163,379.3945
Cer-AS(d26:3/27:1)-H,812.7496,794.739,780.7234,764.7285,404.3534,388.3585,423.3844,422.4004,376.3585,405.3738,347.3319,345.3163,377.3789
Cer-AS(d26:3/28:0)-H,828.7809,810.7703,796.7547,780.7598,404.3534,388.3585,439.4157,438.4317,376.3585,421.4051,347.3319,345.3163,393.4102
Cer-AS(d26:3/28:1)-H,826.7653,808.7547,794.739,778.7441,404.3534,388.3585,437.4,436.416,376.3585,419.3895,347.3319,345.3163,391.3945
Cer-AS(d26:3/28:2)-H,824.7496,806.739,792.7234,776.7285,404.3534,388.3585,435.3844,434.4004,376.3585,417.3738,347.3319,345.3163,389.3789
Cer-AS(d26:3/29:0)-H,842.7966,824.7859,810.7703,794.7754,404.3534,388.3585,453.4313,452.4473,376.3585,435.4207,347.3319,345.3163,407.4258
Cer-AS(d26:3/29:1)-H,840.7809,822.7703,808.7547,792.7598,404.3534,388.3585,451.4157,450.4317,376.3585,433.4051,347.3319,345.3163,405.4102
Cer-AS(d26:3/30:0)-H,856.8122,838.8016,824.7859,808.7911,404.3534,388.3585,467.447,466.463,376.3585,449.4364,347.3319,345.3163,421.4415
Cer-AS(d26:3/30:1)-H,854.7966,836.7859,822.7703,806.7754,404.3534,388.3585,465.4313,464.4473,376.3585,447.4207,347.3319,345.3163,419.4258
Cer-AS(d26:3/30:2)-H,852.7809,834.7703,820.7547,804.7598,404.3534,388.3585,463.4157,462.4317,376.3585,445.4051,347.3319,345.3163,417.4102
Cer-AS(d26:3/31:0)-H,870.8278,852.8173,838.8016,822.8067,404.3534,388.3585,481.4626,480.4786,376.3585,463.4521,347.3319,345.3163,435.4572
Cer-AS(d26:3/31:1)-H,868.8122,850.8016,836.7859,820.7911,404.3534,388.3585,479.447,478.463,376.3585,461.4364,347.3319,345.3163,433.4415
Cer-AS(d26:3/32:0)-H,884.8435,866.8329,852.8173,836.8223,404.3534,388.3585,495.4783,494.4943,376.3585,477.4677,347.3319,345.3163,449.4728
Cer-AS(d26:3/32:1)-H,882.8278,864.8173,850.8016,834.8067,404.3534,388.3585,493.4626,492.4786,376.3585,475.4521,347.3319,345.3163,447.4572
Cer-AS(d26:3/32:2)-H,880.8122,862.8016,848.7859,832.7911,404.3534,388.3585,491.447,490.463,376.3585,473.4364,347.3319,345.3163,445.4415
Cer-AS(d26:3/33:0)-H,898.8591,880.8486,866.8329,850.838,404.3534,388.3585,509.4939,508.5099,376.3585,491.4834,347.3319,345.3163,463.4884
Cer-AS(d26:3/33:1)-H,896.8435,878.8329,864.8173,848.8223,404.3534,388.3585,507.4783,506.4943,376.3585,489.4677,347.3319,345.3163,461.4728
Cer-AS(d26:3/34:0)-H,912.8748,894.8642,880.8486,864.8536,404.3534,388.3585,523.5096,522.5256,376.3585,505.499,347.3319,345.3163,477.5041
Cer-AS(d26:3/34:1)-H,910.8591,892.8486,878.8329,862.838,404.3534,388.3585,521.494,520.5099,376.3585,503.4834,347.3319,345.3163,475.4884
Cer-AS(d26:3/34:2)-H,908.8435,890.8329,876.8173,860.8223,404.3534,388.3585,519.4783,518.4943,376.3585,501.4677,347.3319,345.3163,473.4728
Cer-AS(d26:3/35:0)-H,926.8904,908.8799,894.8642,878.8693,404.3534,388.3585,537.5252,536.5412,376.3585,519.5146,347.3319,345.3163,491.5197
Cer-AS(d26:3/35:1)-H,924.8748,906.8642,892.8486,876.8536,404.3534,388.3585,535.5096,534.5256,376.3585,517.499,347.3319,345.3163,489.5041
Cer-AS(d26:3/36:0)-H,940.9061,922.8955,908.8799,892.8849,404.3534,388.3585,551.5409,550.5569,376.3585,533.5303,347.3319,345.3163,505.5354
Cer-AS(d26:3/36:1)-H,938.8904,920.8799,906.8642,890.8693,404.3534,388.3585,549.5252,548.5412,376.3585,531.5146,347.3319,345.3163,503.5197
Cer-AS(d26:3/36:2)-H,936.8748,918.8642,904.8486,888.8536,404.3534,388.3585,547.5096,546.5256,376.3585,529.499,347.3319,345.3163,501.5041
Cer-AS(d26:3/38:0)-H,968.9374,950.9268,936.9112,920.9163,404.3534,388.3585,579.5722,578.5881,376.3585,561.5616,347.3319,345.3163,533.5667
Cer-AS(d26:3/38:1)-H,966.9218,948.9112,934.8955,918.9006,404.3534,388.3585,577.5565,576.5725,376.3585,559.546,347.3319,345.3163,531.551
Cer-AS(d26:3/38:2)-H,964.9061,946.8955,932.8799,916.8849,404.3534,388.3585,575.5409,574.5569,376.3585,557.5303,347.3319,345.3163,529.5354
Cer-AS(d26:3/40:0)-H,996.9687,978.9581,964.9424,948.9476,404.3534,388.3585,607.6035,606.6194,376.3585,589.5929,347.3319,345.3163,561.598
Cer-AS(d26:3/40:1)-H,994.9531,976.9424,962.9268,946.9319,404.3534,388.3585,605.5878,604.6038,376.3585,587.5773,347.3319,345.3163,559.5823
Cer-AS(d26:3/40:2)-H,992.9374,974.9268,960.9112,944.9163,404.3534,388.3585,603.5722,602.5881,376.3585,585.5616,347.3319,345.3163,557.5667
Cer-AS(d26:3/42:0)-H,1025,1006.989,992.9738,976.9788,404.3534,388.3585,635.6348,634.6508,376.3585,617.6242,347.3319,345.3163,589.6293
Cer-AS(d26:3/42:1)-H,1022.984,1004.974,990.9581,974.9632,404.3534,388.3585,633.6191,632.6351,376.3585,615.6086,347.3319,345.3163,587.6136
Cer-AS(d26:3/42:2)-H,1020.969,1002.958,988.9424,972.9476,404.3534,388.3585,631.6035,630.6194,376.3585,613.5929,347.3319,345.3163,585.598
Cer-AS(d27:1/12:0)-H,622.5775,604.5669,590.5512,574.5563,422.4004,406.4054,215.1653,214.1813,394.4054,197.1547,365.3789,363.3633,169.1598
Cer-AS(d27:1/12:1)-H,620.5618,602.5512,588.5356,572.5406,422.4004,406.4054,213.1496,212.1656,394.4054,195.1391,365.3789,363.3633,167.1441
Cer-AS(d27:1/13:0)-H,636.5931,618.5825,604.5669,588.572,422.4004,406.4054,229.1809,228.1969,394.4054,211.1704,365.3789,363.3633,183.1754
Cer-AS(d27:1/13:1)-H,634.5775,616.5669,602.5512,586.5563,422.4004,406.4054,227.1653,226.1813,394.4054,209.1547,365.3789,363.3633,181.1598
Cer-AS(d27:1/14:0)-H,650.6088,632.5981,618.5825,602.5876,422.4004,406.4054,243.1966,242.2126,394.4054,225.186,365.3789,363.3633,197.1911
Cer-AS(d27:1/14:1)-H,648.5931,630.5825,616.5669,600.572,422.4004,406.4054,241.1809,240.1969,394.4054,223.1704,365.3789,363.3633,195.1754
Cer-AS(d27:1/15:0)-H,664.6244,646.6138,632.5981,616.6033,422.4004,406.4054,257.2122,256.2282,394.4054,239.2017,365.3789,363.3633,211.2067
Cer-AS(d27:1/15:1)-H,662.6088,644.5981,630.5825,614.5876,422.4004,406.4054,255.1966,254.2126,394.4054,237.186,365.3789,363.3633,209.1911
Cer-AS(d27:1/16:0)-H,678.64,660.6295,646.6138,630.6189,422.4004,406.4054,271.2279,270.2439,394.4054,253.2173,365.3789,363.3633,225.2224
Cer-AS(d27:1/16:1)-H,676.6244,658.6138,644.5981,628.6033,422.4004,406.4054,269.2122,268.2282,394.4054,251.2017,365.3789,363.3633,223.2067
Cer-AS(d27:1/16:2)-H,674.6088,656.5981,642.5825,626.5876,422.4004,406.4054,267.1966,266.2126,394.4054,249.186,365.3789,363.3633,221.1911
Cer-AS(d27:1/17:0)-H,692.6557,674.6451,660.6295,644.6345,422.4004,406.4054,285.2435,284.2595,394.4054,267.233,365.3789,363.3633,239.238
Cer-AS(d27:1/18:0)-H,706.6713,688.6608,674.6451,658.6502,422.4004,406.4054,299.2592,298.2751,394.4054,281.2486,365.3789,363.3633,253.2537
Cer-AS(d27:1/18:1)-H,704.6557,686.6451,672.6295,656.6345,422.4004,406.4054,297.2435,296.2595,394.4054,279.233,365.3789,363.3633,251.238
Cer-AS(d27:1/18:2)-H,702.64,684.6295,670.6138,654.6189,422.4004,406.4054,295.2279,294.2439,394.4054,277.2173,365.3789,363.3633,249.2224
Cer-AS(d27:1/19:0)-H,720.687,702.6764,688.6608,672.6658,422.4004,406.4054,313.2748,312.2908,394.4054,295.2643,365.3789,363.3633,267.2693
Cer-AS(d27:1/19:1)-H,718.6713,700.6608,686.6451,670.6502,422.4004,406.4054,311.2592,310.2751,394.4054,293.2486,365.3789,363.3633,265.2537
Cer-AS(d27:1/20:0)-H,734.7026,716.6921,702.6764,686.6815,422.4004,406.4054,327.2905,326.3065,394.4054,309.2799,365.3789,363.3633,281.285
Cer-AS(d27:1/20:1)-H,732.687,714.6764,700.6608,684.6658,422.4004,406.4054,325.2748,324.2908,394.4054,307.2643,365.3789,363.3633,279.2693
Cer-AS(d27:1/20:2)-H,730.6713,712.6608,698.6451,682.6502,422.4004,406.4054,323.2592,322.2751,394.4054,305.2486,365.3789,363.3633,277.2537
Cer-AS(d27:1/21:0)-H,748.7183,730.7077,716.6921,700.6971,422.4004,406.4054,341.3061,340.3221,394.4054,323.2956,365.3789,363.3633,295.3006
Cer-AS(d27:1/21:1)-H,746.7026,728.6921,714.6764,698.6815,422.4004,406.4054,339.2905,338.3065,394.4054,321.2799,365.3789,363.3633,293.285
Cer-AS(d27:1/22:0)-H,762.7339,744.7234,730.7077,714.7128,422.4004,406.4054,355.3218,354.3378,394.4054,337.3112,365.3789,363.3633,309.3163
Cer-AS(d27:1/22:1)-H,760.7183,742.7077,728.6921,712.6971,422.4004,406.4054,353.3061,352.3221,394.4054,335.2956,365.3789,363.3633,307.3006
Cer-AS(d27:1/22:2)-H,758.7026,740.6921,726.6764,710.6815,422.4004,406.4054,351.2905,350.3065,394.4054,333.2799,365.3789,363.3633,305.285
Cer-AS(d27:1/23:0)-H,776.7496,758.739,744.7234,728.7285,422.4004,406.4054,369.3374,368.3534,394.4054,351.3269,365.3789,363.3633,323.3319
Cer-AS(d27:1/23:1)-H,774.7339,756.7234,742.7077,726.7128,422.4004,406.4054,367.3218,366.3378,394.4054,349.3112,365.3789,363.3633,321.3163
Cer-AS(d27:1/24:0)-H,790.7653,772.7547,758.739,742.7441,422.4004,406.4054,383.3531,382.369,394.4054,365.3425,365.3789,363.3633,337.3476
Cer-AS(d27:1/24:1)-H,788.7496,770.739,756.7234,740.7285,422.4004,406.4054,381.3374,380.3534,394.4054,363.3269,365.3789,363.3633,335.3319
Cer-AS(d27:1/24:2)-H,786.7339,768.7234,754.7077,738.7128,422.4004,406.4054,379.3218,378.3378,394.4054,361.3112,365.3789,363.3633,333.3163
Cer-AS(d27:1/25:0)-H,804.7809,786.7703,772.7547,756.7598,422.4004,406.4054,397.3687,396.3847,394.4054,379.3582,365.3789,363.3633,351.3633
Cer-AS(d27:1/25:1)-H,802.7653,784.7547,770.739,754.7441,422.4004,406.4054,395.3531,394.369,394.4054,377.3425,365.3789,363.3633,349.3476
Cer-AS(d27:1/26:0)-H,818.7966,800.7859,786.7703,770.7754,422.4004,406.4054,411.3844,410.4004,394.4054,393.3738,365.3789,363.3633,365.3789
Cer-AS(d27:1/26:1)-H,816.7809,798.7703,784.7547,768.7598,422.4004,406.4054,409.3687,408.3847,394.4054,391.3582,365.3789,363.3633,363.3633
Cer-AS(d27:1/26:2)-H,814.7653,796.7547,782.739,766.7441,422.4004,406.4054,407.3531,406.369,394.4054,389.3425,365.3789,363.3633,361.3476
Cer-AS(d27:1/27:0)-H,832.8122,814.8016,800.7859,784.7911,422.4004,406.4054,425.4,424.416,394.4054,407.3895,365.3789,363.3633,379.3945
Cer-AS(d27:1/27:1)-H,830.7966,812.7859,798.7703,782.7754,422.4004,406.4054,423.3844,422.4004,394.4054,405.3738,365.3789,363.3633,377.3789
Cer-AS(d27:1/28:0)-H,846.8278,828.8173,814.8016,798.8067,422.4004,406.4054,439.4157,438.4317,394.4054,421.4051,365.3789,363.3633,393.4102
Cer-AS(d27:1/28:1)-H,844.8122,826.8016,812.7859,796.7911,422.4004,406.4054,437.4,436.416,394.4054,419.3895,365.3789,363.3633,391.3945
Cer-AS(d27:1/28:2)-H,842.7966,824.7859,810.7703,794.7754,422.4004,406.4054,435.3844,434.4004,394.4054,417.3738,365.3789,363.3633,389.3789
Cer-AS(d27:1/29:0)-H,860.8435,842.8329,828.8173,812.8223,422.4004,406.4054,453.4313,452.4473,394.4054,435.4207,365.3789,363.3633,407.4258
Cer-AS(d27:1/29:1)-H,858.8278,840.8173,826.8016,810.8067,422.4004,406.4054,451.4157,450.4317,394.4054,433.4051,365.3789,363.3633,405.4102
Cer-AS(d27:1/30:0)-H,874.8591,856.8486,842.8329,826.838,422.4004,406.4054,467.447,466.463,394.4054,449.4364,365.3789,363.3633,421.4415
Cer-AS(d27:1/30:1)-H,872.8435,854.8329,840.8173,824.8223,422.4004,406.4054,465.4313,464.4473,394.4054,447.4207,365.3789,363.3633,419.4258
Cer-AS(d27:1/30:2)-H,870.8278,852.8173,838.8016,822.8067,422.4004,406.4054,463.4157,462.4317,394.4054,445.4051,365.3789,363.3633,417.4102
Cer-AS(d27:1/31:0)-H,888.8748,870.8642,856.8486,840.8536,422.4004,406.4054,481.4626,480.4786,394.4054,463.4521,365.3789,363.3633,435.4572
Cer-AS(d27:1/31:1)-H,886.8591,868.8486,854.8329,838.838,422.4004,406.4054,479.447,478.463,394.4054,461.4364,365.3789,363.3633,433.4415
Cer-AS(d27:1/32:0)-H,902.8904,884.8799,870.8642,854.8693,422.4004,406.4054,495.4783,494.4943,394.4054,477.4677,365.3789,363.3633,449.4728
Cer-AS(d27:1/32:1)-H,900.8748,882.8642,868.8486,852.8536,422.4004,406.4054,493.4626,492.4786,394.4054,475.4521,365.3789,363.3633,447.4572
Cer-AS(d27:1/32:2)-H,898.8591,880.8486,866.8329,850.838,422.4004,406.4054,491.447,490.463,394.4054,473.4364,365.3789,363.3633,445.4415
Cer-AS(d27:1/33:0)-H,916.9061,898.8955,884.8799,868.8849,422.4004,406.4054,509.4939,508.5099,394.4054,491.4834,365.3789,363.3633,463.4884
Cer-AS(d27:1/33:1)-H,914.8904,896.8799,882.8642,866.8693,422.4004,406.4054,507.4783,506.4943,394.4054,489.4677,365.3789,363.3633,461.4728
Cer-AS(d27:1/34:0)-H,930.9218,912.9112,898.8955,882.9006,422.4004,406.4054,523.5096,522.5256,394.4054,505.499,365.3789,363.3633,477.5041
Cer-AS(d27:1/34:1)-H,928.9061,910.8955,896.8799,880.8849,422.4004,406.4054,521.494,520.5099,394.4054,503.4834,365.3789,363.3633,475.4884
Cer-AS(d27:1/34:2)-H,926.8904,908.8799,894.8642,878.8693,422.4004,406.4054,519.4783,518.4943,394.4054,501.4677,365.3789,363.3633,473.4728
Cer-AS(d27:1/35:0)-H,944.9374,926.9268,912.9112,896.9163,422.4004,406.4054,537.5252,536.5412,394.4054,519.5146,365.3789,363.3633,491.5197
Cer-AS(d27:1/35:1)-H,942.9218,924.9112,910.8955,894.9006,422.4004,406.4054,535.5096,534.5256,394.4054,517.499,365.3789,363.3633,489.5041
Cer-AS(d27:1/36:0)-H,958.9531,940.9424,926.9268,910.9319,422.4004,406.4054,551.5409,550.5569,394.4054,533.5303,365.3789,363.3633,505.5354
Cer-AS(d27:1/36:1)-H,956.9374,938.9268,924.9112,908.9163,422.4004,406.4054,549.5252,548.5412,394.4054,531.5146,365.3789,363.3633,503.5197
Cer-AS(d27:1/36:2)-H,954.9218,936.9112,922.8955,906.9006,422.4004,406.4054,547.5096,546.5256,394.4054,529.499,365.3789,363.3633,501.5041
Cer-AS(d27:1/38:0)-H,986.9843,968.9738,954.9581,938.9632,422.4004,406.4054,579.5722,578.5881,394.4054,561.5616,365.3789,363.3633,533.5667
Cer-AS(d27:1/38:1)-H,984.9687,966.9581,952.9424,936.9476,422.4004,406.4054,577.5565,576.5725,394.4054,559.546,365.3789,363.3633,531.551
Cer-AS(d27:1/38:2)-H,982.9531,964.9424,950.9268,934.9319,422.4004,406.4054,575.5409,574.5569,394.4054,557.5303,365.3789,363.3633,529.5354
Cer-AS(d27:1/40:0)-H,1015.016,997.0051,982.9894,966.9945,422.4004,406.4054,607.6035,606.6194,394.4054,589.5929,365.3789,363.3633,561.598
Cer-AS(d27:1/40:1)-H,1013,994.9894,980.9738,964.9788,422.4004,406.4054,605.5878,604.6038,394.4054,587.5773,365.3789,363.3633,559.5823
Cer-AS(d27:1/40:2)-H,1010.984,992.9738,978.9581,962.9632,422.4004,406.4054,603.5722,602.5881,394.4054,585.5616,365.3789,363.3633,557.5667
Cer-AS(d27:1/42:0)-H,1043.047,1025.036,1011.021,995.0258,422.4004,406.4054,635.6348,634.6508,394.4054,617.6242,365.3789,363.3633,589.6293
Cer-AS(d27:1/42:1)-H,1041.031,1023.021,1009.005,993.0101,422.4004,406.4054,633.6191,632.6351,394.4054,615.6086,365.3789,363.3633,587.6136
Cer-AS(d27:1/42:2)-H,1039.016,1021.005,1006.989,990.9945,422.4004,406.4054,631.6035,630.6194,394.4054,613.5929,365.3789,363.3633,585.598
Cer-AS(d27:2/12:0)-H,620.5618,602.5512,588.5356,572.5406,420.3847,404.3898,215.1653,214.1813,392.3898,197.1547,363.3633,361.3476,169.1598
Cer-AS(d27:2/12:1)-H,618.5461,600.5356,586.5199,570.525,420.3847,404.3898,213.1496,212.1656,392.3898,195.1391,363.3633,361.3476,167.1441
Cer-AS(d27:2/13:0)-H,634.5775,616.5669,602.5512,586.5563,420.3847,404.3898,229.1809,228.1969,392.3898,211.1704,363.3633,361.3476,183.1754
Cer-AS(d27:2/13:1)-H,632.5618,614.5512,600.5356,584.5406,420.3847,404.3898,227.1653,226.1813,392.3898,209.1547,363.3633,361.3476,181.1598
Cer-AS(d27:2/14:0)-H,648.5931,630.5825,616.5669,600.572,420.3847,404.3898,243.1966,242.2126,392.3898,225.186,363.3633,361.3476,197.1911
Cer-AS(d27:2/14:1)-H,646.5775,628.5669,614.5512,598.5563,420.3847,404.3898,241.1809,240.1969,392.3898,223.1704,363.3633,361.3476,195.1754
Cer-AS(d27:2/15:0)-H,662.6088,644.5981,630.5825,614.5876,420.3847,404.3898,257.2122,256.2282,392.3898,239.2017,363.3633,361.3476,211.2067
Cer-AS(d27:2/15:1)-H,660.5931,642.5825,628.5669,612.572,420.3847,404.3898,255.1966,254.2126,392.3898,237.186,363.3633,361.3476,209.1911
Cer-AS(d27:2/16:0)-H,676.6244,658.6138,644.5981,628.6033,420.3847,404.3898,271.2279,270.2439,392.3898,253.2173,363.3633,361.3476,225.2224
Cer-AS(d27:2/16:1)-H,674.6088,656.5981,642.5825,626.5876,420.3847,404.3898,269.2122,268.2282,392.3898,251.2017,363.3633,361.3476,223.2067
Cer-AS(d27:2/16:2)-H,672.5931,654.5825,640.5669,624.572,420.3847,404.3898,267.1966,266.2126,392.3898,249.186,363.3633,361.3476,221.1911
Cer-AS(d27:2/17:0)-H,690.64,672.6295,658.6138,642.6189,420.3847,404.3898,285.2435,284.2595,392.3898,267.233,363.3633,361.3476,239.238
Cer-AS(d27:2/18:0)-H,704.6557,686.6451,672.6295,656.6345,420.3847,404.3898,299.2592,298.2751,392.3898,281.2486,363.3633,361.3476,253.2537
Cer-AS(d27:2/18:1)-H,702.64,684.6295,670.6138,654.6189,420.3847,404.3898,297.2435,296.2595,392.3898,279.233,363.3633,361.3476,251.238
Cer-AS(d27:2/18:2)-H,700.6244,682.6138,668.5981,652.6033,420.3847,404.3898,295.2279,294.2439,392.3898,277.2173,363.3633,361.3476,249.2224
Cer-AS(d27:2/19:0)-H,718.6713,700.6608,686.6451,670.6502,420.3847,404.3898,313.2748,312.2908,392.3898,295.2643,363.3633,361.3476,267.2693
Cer-AS(d27:2/19:1)-H,716.6557,698.6451,684.6295,668.6345,420.3847,404.3898,311.2592,310.2751,392.3898,293.2486,363.3633,361.3476,265.2537
Cer-AS(d27:2/20:0)-H,732.687,714.6764,700.6608,684.6658,420.3847,404.3898,327.2905,326.3065,392.3898,309.2799,363.3633,361.3476,281.285
Cer-AS(d27:2/20:1)-H,730.6713,712.6608,698.6451,682.6502,420.3847,404.3898,325.2748,324.2908,392.3898,307.2643,363.3633,361.3476,279.2693
Cer-AS(d27:2/20:2)-H,728.6557,710.6451,696.6295,680.6345,420.3847,404.3898,323.2592,322.2751,392.3898,305.2486,363.3633,361.3476,277.2537
Cer-AS(d27:2/21:0)-H,746.7026,728.6921,714.6764,698.6815,420.3847,404.3898,341.3061,340.3221,392.3898,323.2956,363.3633,361.3476,295.3006
Cer-AS(d27:2/21:1)-H,744.687,726.6764,712.6608,696.6658,420.3847,404.3898,339.2905,338.3065,392.3898,321.2799,363.3633,361.3476,293.285
Cer-AS(d27:2/22:0)-H,760.7183,742.7077,728.6921,712.6971,420.3847,404.3898,355.3218,354.3378,392.3898,337.3112,363.3633,361.3476,309.3163
Cer-AS(d27:2/22:1)-H,758.7026,740.6921,726.6764,710.6815,420.3847,404.3898,353.3061,352.3221,392.3898,335.2956,363.3633,361.3476,307.3006
Cer-AS(d27:2/22:2)-H,756.687,738.6764,724.6608,708.6658,420.3847,404.3898,351.2905,350.3065,392.3898,333.2799,363.3633,361.3476,305.285
Cer-AS(d27:2/23:0)-H,774.7339,756.7234,742.7077,726.7128,420.3847,404.3898,369.3374,368.3534,392.3898,351.3269,363.3633,361.3476,323.3319
Cer-AS(d27:2/23:1)-H,772.7183,754.7077,740.6921,724.6971,420.3847,404.3898,367.3218,366.3378,392.3898,349.3112,363.3633,361.3476,321.3163
Cer-AS(d27:2/24:0)-H,788.7496,770.739,756.7234,740.7285,420.3847,404.3898,383.3531,382.369,392.3898,365.3425,363.3633,361.3476,337.3476
Cer-AS(d27:2/24:1)-H,786.7339,768.7234,754.7077,738.7128,420.3847,404.3898,381.3374,380.3534,392.3898,363.3269,363.3633,361.3476,335.3319
Cer-AS(d27:2/24:2)-H,784.7183,766.7077,752.6921,736.6971,420.3847,404.3898,379.3218,378.3378,392.3898,361.3112,363.3633,361.3476,333.3163
Cer-AS(d27:2/25:0)-H,802.7653,784.7547,770.739,754.7441,420.3847,404.3898,397.3687,396.3847,392.3898,379.3582,363.3633,361.3476,351.3633
Cer-AS(d27:2/25:1)-H,800.7496,782.739,768.7234,752.7285,420.3847,404.3898,395.3531,394.369,392.3898,377.3425,363.3633,361.3476,349.3476
Cer-AS(d27:2/26:0)-H,816.7809,798.7703,784.7547,768.7598,420.3847,404.3898,411.3844,410.4004,392.3898,393.3738,363.3633,361.3476,365.3789
Cer-AS(d27:2/26:1)-H,814.7653,796.7547,782.739,766.7441,420.3847,404.3898,409.3687,408.3847,392.3898,391.3582,363.3633,361.3476,363.3633
Cer-AS(d27:2/26:2)-H,812.7496,794.739,780.7234,764.7285,420.3847,404.3898,407.3531,406.369,392.3898,389.3425,363.3633,361.3476,361.3476
Cer-AS(d27:2/27:0)-H,830.7966,812.7859,798.7703,782.7754,420.3847,404.3898,425.4,424.416,392.3898,407.3895,363.3633,361.3476,379.3945
Cer-AS(d27:2/27:1)-H,828.7809,810.7703,796.7547,780.7598,420.3847,404.3898,423.3844,422.4004,392.3898,405.3738,363.3633,361.3476,377.3789
Cer-AS(d27:2/28:0)-H,844.8122,826.8016,812.7859,796.7911,420.3847,404.3898,439.4157,438.4317,392.3898,421.4051,363.3633,361.3476,393.4102
Cer-AS(d27:2/28:1)-H,842.7966,824.7859,810.7703,794.7754,420.3847,404.3898,437.4,436.416,392.3898,419.3895,363.3633,361.3476,391.3945
Cer-AS(d27:2/28:2)-H,840.7809,822.7703,808.7547,792.7598,420.3847,404.3898,435.3844,434.4004,392.3898,417.3738,363.3633,361.3476,389.3789
