Cer-BDS,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer_BS(d18:3/27:5)-H,692.5618,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/27:6)-H,690.5461,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/27:7)-H,688.5305,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/28:0)-H,716.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/28:1)-H,714.64,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/28:2)-H,712.6244,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/28:3)-H,710.6088,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/28:4)-H,708.5931,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/28:5)-H,706.5775,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/28:6)-H,704.5618,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/28:7)-H,702.5461,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/29:0)-H,730.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/29:1)-H,728.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/29:2)-H,726.64,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/29:3)-H,724.6244,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/29:4)-H,722.6088,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/29:5)-H,720.5931,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/29:6)-H,718.5775,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/29:7)-H,716.5618,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/30:0)-H,744.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/30:1)-H,742.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/30:2)-H,740.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/30:3)-H,738.64,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/30:4)-H,736.6244,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/30:5)-H,734.6088,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/30:6)-H,732.5931,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/30:7)-H,730.5775,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/31:0)-H,758.7026,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/31:1)-H,756.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/31:2)-H,754.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/31:3)-H,752.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/31:4)-H,750.64,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/31:5)-H,748.6244,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/31:6)-H,746.6088,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/31:7)-H,744.5931,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/32:0)-H,772.7183,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/32:1)-H,770.7026,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/32:2)-H,768.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/32:3)-H,766.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/32:4)-H,764.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/32:5)-H,762.64,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/32:6)-H,760.6244,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/32:7)-H,758.6088,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/33:0)-H,786.7339,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/33:1)-H,784.7183,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/33:2)-H,782.7026,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/33:3)-H,780.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/33:4)-H,778.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/33:5)-H,776.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/33:6)-H,774.64,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/33:7)-H,772.6244,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/34:0)-H,800.7496,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/34:1)-H,798.7339,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/34:2)-H,796.7183,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/34:3)-H,794.7026,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/34:4)-H,792.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/34:5)-H,790.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/34:6)-H,788.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/34:7)-H,786.64,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:0)-H,814.7653,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:1)-H,812.7496,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:2)-H,810.7339,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:3)-H,808.7183,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:4)-H,806.7026,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:5)-H,804.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:6)-H,802.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:7)-H,800.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:0)-H,828.7809,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:1)-H,826.7653,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:2)-H,824.7496,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:3)-H,822.7339,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:4)-H,820.7183,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:5)-H,818.7026,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:6)-H,816.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:7)-H,814.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d19:3/14:0)-H,534.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/14:1)-H,532.4366,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/14:2)-H,530.421,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/14:3)-H,528.4053,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/15:0)-H,548.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/15:1)-H,546.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/15:2)-H,544.4366,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/15:3)-H,542.421,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:0)-H,562.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:1)-H,560.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:2)-H,558.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:3)-H,556.4366,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:4)-H,554.421,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:5)-H,552.4053,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/17:0)-H,576.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/17:1)-H,574.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/17:2)-H,572.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/17:3)-H,570.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:0)-H,590.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:1)-H,588.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:2)-H,586.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:3)-H,584.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:4)-H,582.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:5)-H,580.4366,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:0)-H,604.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:1)-H,602.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:2)-H,600.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:3)-H,598.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:4)-H,596.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:5)-H,594.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:0)-H,618.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:1)-H,616.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:2)-H,614.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:3)-H,612.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:4)-H,610.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:5)-H,608.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:6)-H,606.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:0)-H,632.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:1)-H,630.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:2)-H,628.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:3)-H,626.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:4)-H,624.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:5)-H,622.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:0)-H,646.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:1)-H,644.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:2)-H,642.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:3)-H,640.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:4)-H,638.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:5)-H,636.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:6)-H,634.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:7)-H,632.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:0)-H,660.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:1)-H,658.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:2)-H,656.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:3)-H,654.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:4)-H,652.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:5)-H,650.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:6)-H,648.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:0)-H,674.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:1)-H,672.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:2)-H,670.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:3)-H,668.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:4)-H,666.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:5)-H,664.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:6)-H,662.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:0)-H,688.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:1)-H,686.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:2)-H,684.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:3)-H,682.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:4)-H,680.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:5)-H,678.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:6)-H,676.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:0)-H,702.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:1)-H,700.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:2)-H,698.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:3)-H,696.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:4)-H,694.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:5)-H,692.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:6)-H,690.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:7)-H,688.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:0)-H,716.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:1)-H,714.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:2)-H,712.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:3)-H,710.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:4)-H,708.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:5)-H,706.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:6)-H,704.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:7)-H,702.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:0)-H,730.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:1)-H,728.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:2)-H,726.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:3)-H,724.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:4)-H,722.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:5)-H,720.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:6)-H,718.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:7)-H,716.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:0)-H,744.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:1)-H,742.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:2)-H,740.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:3)-H,738.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:4)-H,736.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:5)-H,734.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:6)-H,732.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:7)-H,730.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:0)-H,758.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:1)-H,756.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:2)-H,754.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:3)-H,752.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:4)-H,750.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:5)-H,748.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:6)-H,746.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:7)-H,744.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:0)-H,772.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:1)-H,770.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:2)-H,768.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:3)-H,766.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:4)-H,764.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:5)-H,762.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:6)-H,760.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:7)-H,758.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:0)-H,786.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:1)-H,784.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:2)-H,782.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:3)-H,780.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:4)-H,778.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:5)-H,776.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:6)-H,774.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:7)-H,772.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:0)-H,800.7496,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:1)-H,798.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:2)-H,796.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:3)-H,794.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:4)-H,792.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:5)-H,790.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:6)-H,788.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:7)-H,786.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:0)-H,814.7653,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:1)-H,812.7496,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:2)-H,810.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:3)-H,808.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:4)-H,806.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:5)-H,804.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:6)-H,802.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:7)-H,800.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:0)-H,828.7809,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:1)-H,826.7653,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:2)-H,824.7496,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:3)-H,822.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:4)-H,820.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:5)-H,818.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:6)-H,816.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:7)-H,814.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:0)-H,842.7966,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:1)-H,840.7809,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:2)-H,838.7653,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:3)-H,836.7496,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:4)-H,834.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:5)-H,832.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:6)-H,830.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:7)-H,828.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d20:3/14:0)-H,548.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/14:1)-H,546.4523,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/14:2)-H,544.4366,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/14:3)-H,542.421,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/15:0)-H,562.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/15:1)-H,560.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/15:2)-H,558.4523,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/15:3)-H,556.4366,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:0)-H,576.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:1)-H,574.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:2)-H,572.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:3)-H,570.4523,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:4)-H,568.4366,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:5)-H,566.421,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/17:0)-H,590.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/17:1)-H,588.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/17:2)-H,586.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/17:3)-H,584.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:0)-H,604.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:1)-H,602.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:2)-H,600.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:3)-H,598.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:4)-H,596.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:5)-H,594.4523,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:0)-H,618.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:1)-H,616.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:2)-H,614.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:3)-H,612.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:4)-H,610.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:5)-H,608.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:0)-H,632.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:1)-H,630.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:2)-H,628.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:3)-H,626.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:4)-H,624.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:5)-H,622.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:6)-H,620.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:0)-H,646.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:1)-H,644.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:2)-H,642.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:3)-H,640.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:4)-H,638.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:5)-H,636.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:0)-H,660.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:1)-H,658.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:2)-H,656.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:3)-H,654.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:4)-H,652.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:5)-H,650.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:6)-H,648.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:7)-H,646.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:0)-H,674.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:1)-H,672.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:2)-H,670.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:3)-H,668.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:4)-H,666.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:5)-H,664.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:6)-H,662.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:0)-H,688.6244,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:1)-H,686.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:2)-H,684.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:3)-H,682.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:4)-H,680.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:5)-H,678.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:6)-H,676.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:0)-H,702.64,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:1)-H,700.6244,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:2)-H,698.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:3)-H,696.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:4)-H,694.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:5)-H,692.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:6)-H,690.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:0)-H,716.6557,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:1)-H,714.64,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:2)-H,712.6244,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:3)-H,710.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:4)-H,708.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:5)-H,706.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:6)-H,704.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:7)-H,702.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:0)-H,730.6713,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:1)-H,728.6557,364.2857,332.2595,322.2751,261.2224
