Cer-BDS,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer-BDS(d26:0/33:1)-H,902.8904,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/34:0)-H,918.9218,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/34:1)-H,916.9061,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/34:2)-H,914.8904,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/35:0)-H,932.9374,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/35:1)-H,930.9218,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/36:0)-H,946.9531,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/36:1)-H,944.9374,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/36:2)-H,942.9218,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/38:0)-H,974.9843,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/38:1)-H,972.9687,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/38:2)-H,970.9531,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/40:0)-H,1003.016,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/40:1)-H,1001,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/40:2)-H,998.9843,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/42:0)-H,1031.047,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/42:1)-H,1029.031,454.4266,422.4004,412.416,351.3633
Cer-BDS(d26:0/42:2)-H,1027.016,454.4266,422.4004,412.416,351.3633
Cer-BDS(d27:0/12:0)-H,624.5931,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/12:1)-H,622.5775,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/13:0)-H,638.6088,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/13:1)-H,636.5931,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/14:0)-H,652.6244,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/14:1)-H,650.6088,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/15:0)-H,666.64,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/15:1)-H,664.6244,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/16:0)-H,680.6557,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/16:1)-H,678.64,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/16:2)-H,676.6244,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/17:0)-H,694.6713,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/18:0)-H,708.687,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/18:1)-H,706.6713,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/18:2)-H,704.6557,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/19:0)-H,722.7026,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/19:1)-H,720.687,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/20:0)-H,736.7183,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/20:1)-H,734.7026,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/20:2)-H,732.687,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/21:0)-H,750.7339,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/21:1)-H,748.7183,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/22:0)-H,764.7496,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/22:1)-H,762.7339,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/22:2)-H,760.7183,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/23:0)-H,778.7653,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/23:1)-H,776.7496,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/24:0)-H,792.7809,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/24:1)-H,790.7653,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/24:2)-H,788.7496,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/25:0)-H,806.7966,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/25:1)-H,804.7809,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/26:0)-H,820.8122,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/26:1)-H,818.7966,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/26:2)-H,816.7809,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/27:0)-H,834.8278,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/27:1)-H,832.8122,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/28:0)-H,848.8435,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/28:1)-H,846.8278,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/28:2)-H,844.8122,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/29:0)-H,862.8591,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/29:1)-H,860.8435,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/30:0)-H,876.8748,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/30:1)-H,874.8591,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/30:2)-H,872.8435,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/31:0)-H,890.8904,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/31:1)-H,888.8748,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/32:0)-H,904.9061,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/32:1)-H,902.8904,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/32:2)-H,900.8748,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/33:0)-H,918.9218,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/33:1)-H,916.9061,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/34:0)-H,932.9374,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/34:1)-H,930.9218,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/34:2)-H,928.9061,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/35:0)-H,946.9531,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/35:1)-H,944.9374,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/36:0)-H,960.9687,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/36:1)-H,958.9531,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/36:2)-H,956.9374,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/38:0)-H,989,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/38:1)-H,986.9843,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/38:2)-H,984.9687,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/40:0)-H,1017.031,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/40:1)-H,1015.016,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/40:2)-H,1013,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/42:0)-H,1045.063,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/42:1)-H,1043.047,468.4422,436.416,426.4317,365.3789
Cer-BDS(d27:0/42:2)-H,1041.031,468.4422,436.416,426.4317,365.3789
Cer-BDS(d28:0/12:0)-H,638.6088,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/12:1)-H,636.5931,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/13:0)-H,652.6244,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/13:1)-H,650.6088,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/14:0)-H,666.64,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/14:1)-H,664.6244,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/15:0)-H,680.6557,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/15:1)-H,678.64,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/16:0)-H,694.6713,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/16:1)-H,692.6557,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/16:2)-H,690.64,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/17:0)-H,708.687,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/18:0)-H,722.7026,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/18:1)-H,720.687,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/18:2)-H,718.6713,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/19:0)-H,736.7183,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/19:1)-H,734.7026,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/20:0)-H,750.7339,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/20:1)-H,748.7183,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/20:2)-H,746.7026,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/21:0)-H,764.7496,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/21:1)-H,762.7339,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/22:0)-H,778.7653,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/22:1)-H,776.7496,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/22:2)-H,774.7339,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/23:0)-H,792.7809,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/23:1)-H,790.7653,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/24:0)-H,806.7966,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/24:1)-H,804.7809,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/24:2)-H,802.7653,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/25:0)-H,820.8122,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/25:1)-H,818.7966,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/26:0)-H,834.8278,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/26:1)-H,832.8122,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/26:2)-H,830.7966,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/27:0)-H,848.8435,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/27:1)-H,846.8278,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/28:0)-H,862.8591,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/28:1)-H,860.8435,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/28:2)-H,858.8278,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/29:0)-H,876.8748,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/29:1)-H,874.8591,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/30:0)-H,890.8904,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/30:1)-H,888.8748,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/30:2)-H,886.8591,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/31:0)-H,904.9061,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/31:1)-H,902.8904,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/32:0)-H,918.9218,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/32:1)-H,916.9061,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/32:2)-H,914.8904,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/33:0)-H,932.9374,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/33:1)-H,930.9218,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/34:0)-H,946.9531,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/34:1)-H,944.9374,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/34:2)-H,942.9218,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/35:0)-H,960.9687,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/35:1)-H,958.9531,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/36:0)-H,974.9843,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/36:1)-H,972.9687,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/36:2)-H,970.9531,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/38:0)-H,1003.016,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/38:1)-H,1001,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/38:2)-H,998.9843,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/40:0)-H,1031.047,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/40:1)-H,1029.031,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/40:2)-H,1027.016,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/42:0)-H,1059.078,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/42:1)-H,1057.063,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d28:0/42:2)-H,1055.047,482.4579,450.4317,440.4473,379.3946
Cer-BDS(d29:0/12:0)-H,652.6244,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/12:1)-H,650.6088,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/13:0)-H,666.64,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/13:1)-H,664.6244,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/14:0)-H,680.6557,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/14:1)-H,678.64,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/15:0)-H,694.6713,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/15:1)-H,692.6557,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/16:0)-H,708.687,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/16:1)-H,706.6713,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/16:2)-H,704.6557,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/17:0)-H,722.7026,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/18:0)-H,736.7183,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/18:1)-H,734.7026,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/18:2)-H,732.687,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/19:0)-H,750.7339,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/19:1)-H,748.7183,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/20:0)-H,764.7496,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/20:1)-H,762.7339,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/20:2)-H,760.7183,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/21:0)-H,778.7653,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/21:1)-H,776.7496,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/22:0)-H,792.7809,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/22:1)-H,790.7653,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/22:2)-H,788.7496,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/23:0)-H,806.7966,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/23:1)-H,804.7809,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/24:0)-H,820.8122,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/24:1)-H,818.7966,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/24:2)-H,816.7809,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/25:0)-H,834.8278,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/25:1)-H,832.8122,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/26:0)-H,848.8435,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/26:1)-H,846.8278,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/26:2)-H,844.8122,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/27:0)-H,862.8591,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/27:1)-H,860.8435,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/28:0)-H,876.8748,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/28:1)-H,874.8591,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/28:2)-H,872.8435,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/29:0)-H,890.8904,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/29:1)-H,888.8748,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/30:0)-H,904.9061,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/30:1)-H,902.8904,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/30:2)-H,900.8748,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/31:0)-H,918.9218,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/31:1)-H,916.9061,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/32:0)-H,932.9374,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/32:1)-H,930.9218,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/32:2)-H,928.9061,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/33:0)-H,946.9531,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/33:1)-H,944.9374,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/34:0)-H,960.9687,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/34:1)-H,958.9531,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/34:2)-H,956.9374,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/35:0)-H,974.9843,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/35:1)-H,972.9687,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/36:0)-H,989,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/36:1)-H,986.9843,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/36:2)-H,984.9687,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/38:0)-H,1017.031,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/38:1)-H,1015.016,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/38:2)-H,1013,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/40:0)-H,1045.063,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/40:1)-H,1043.047,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/40:2)-H,1041.031,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/42:0)-H,1073.094,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/42:1)-H,1071.078,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/42:2)-H,1069.063,496.4735,464.4473,454.463,393.4102
Cer-BDS(d30:0/12:0)-H,666.64,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/12:1)-H,664.6244,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/13:0)-H,680.6557,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/13:1)-H,678.64,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/14:0)-H,694.6713,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/14:1)-H,692.6557,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/15:0)-H,708.687,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/15:1)-H,706.6713,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/16:0)-H,722.7026,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/16:1)-H,720.687,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/16:2)-H,718.6713,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/17:0)-H,736.7183,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/18:0)-H,750.7339,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/18:1)-H,748.7183,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/18:2)-H,746.7026,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/19:0)-H,764.7496,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/19:1)-H,762.7339,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/20:0)-H,778.7653,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/20:1)-H,776.7496,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/20:2)-H,774.7339,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/21:0)-H,792.7809,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/21:1)-H,790.7653,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/22:0)-H,806.7966,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/22:1)-H,804.7809,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/22:2)-H,802.7653,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/23:0)-H,820.8122,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/23:1)-H,818.7966,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/24:0)-H,834.8278,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/24:1)-H,832.8122,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/24:2)-H,830.7966,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/25:0)-H,848.8435,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/25:1)-H,846.8278,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/26:0)-H,862.8591,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/26:1)-H,860.8435,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/26:2)-H,858.8278,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/27:0)-H,876.8748,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/27:1)-H,874.8591,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/28:0)-H,890.8904,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/28:1)-H,888.8748,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/28:2)-H,886.8591,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/29:0)-H,904.9061,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/29:1)-H,902.8904,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/30:0)-H,918.9218,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/30:1)-H,916.9061,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/30:2)-H,914.8904,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/31:0)-H,932.9374,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/31:1)-H,930.9218,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/32:0)-H,946.9531,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/32:1)-H,944.9374,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/32:2)-H,942.9218,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/33:0)-H,960.9687,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/33:1)-H,958.9531,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/34:0)-H,974.9843,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/34:1)-H,972.9687,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/34:2)-H,970.9531,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/35:0)-H,989,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/35:1)-H,986.9843,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/36:0)-H,1003.016,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/36:1)-H,1001,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/36:2)-H,998.9843,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/38:0)-H,1031.047,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/38:1)-H,1029.031,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/38:2)-H,1027.016,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/40:0)-H,1059.078,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/40:1)-H,1057.063,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/40:2)-H,1055.047,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/42:0)-H,1087.109,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/42:1)-H,1085.094,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/42:2)-H,1083.078,510.4892,478.463,468.4786,407.4258
Cer_BS(d16:2/23:3)-H,614.5148,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/23:4)-H,612.4992,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/23:5)-H,610.4835,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/23:6)-H,608.4679,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:0)-H,634.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:1)-H,632.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:2)-H,630.5461,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:3)-H,628.5305,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:4)-H,626.5148,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:5)-H,624.4992,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:6)-H,622.4835,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:0)-H,648.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:1)-H,646.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:2)-H,644.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:3)-H,642.5461,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:4)-H,640.5305,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:5)-H,638.5148,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:6)-H,636.4992,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:0)-H,662.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:1)-H,660.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:2)-H,658.5775,310.2388,278.2126,268.2282,207.1754
