HexCer-NDS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NDS(d27:0/17:0)+H,842.7449,680.6921,662.6815,644.6709,410.4356,392.4251,270.2791,380.4251
HexCer-NDS(d27:0/18:0)+H,856.7606,694.7077,676.6971,658.6866,410.4356,392.4251,284.2948,380.4251
HexCer-NDS(d27:0/18:1)+H,854.7449,692.6921,674.6815,656.6709,410.4356,392.4251,282.2791,380.4251
HexCer-NDS(d27:0/18:2)+H,852.7292,690.6764,672.6658,654.6553,410.4356,392.4251,280.2635,380.4251
HexCer-NDS(d27:0/19:0)+H,870.7762,708.7234,690.7128,672.7022,410.4356,392.4251,298.3105,380.4251
HexCer-NDS(d27:0/19:1)+H,868.7606,706.7077,688.6971,670.6866,410.4356,392.4251,296.2948,380.4251
HexCer-NDS(d27:0/20:0)+H,884.7919,722.739,704.7285,686.7179,410.4356,392.4251,312.3261,380.4251
HexCer-NDS(d27:0/20:1)+H,882.7762,720.7234,702.7128,684.7022,410.4356,392.4251,310.3105,380.4251
HexCer-NDS(d27:0/20:2)+H,880.7606,718.7077,700.6971,682.6866,410.4356,392.4251,308.2948,380.4251
HexCer-NDS(d27:0/21:0)+H,898.8075,736.7546,718.7441,700.7335,410.4356,392.4251,326.3417,380.4251
HexCer-NDS(d27:0/21:1)+H,896.7919,734.739,716.7285,698.7179,410.4356,392.4251,324.3261,380.4251
HexCer-NDS(d27:0/22:0)+H,912.8231,750.7703,732.7598,714.7491,410.4356,392.4251,340.3574,380.4251
HexCer-NDS(d27:0/22:1)+H,910.8075,748.7546,730.7441,712.7335,410.4356,392.4251,338.3417,380.4251
HexCer-NDS(d27:0/22:2)+H,908.7919,746.739,728.7285,710.7179,410.4356,392.4251,336.3261,380.4251
HexCer-NDS(d27:0/23:0)+H,926.8388,764.7859,746.7754,728.7648,410.4356,392.4251,354.373,380.4251
HexCer-NDS(d27:0/23:1)+H,924.8231,762.7703,744.7598,726.7491,410.4356,392.4251,352.3574,380.4251
HexCer-NDS(d27:0/24:0)+H,940.8544,778.8016,760.791,742.7805,410.4356,392.4251,368.3887,380.4251
HexCer-NDS(d27:0/24:1)+H,938.8388,776.7859,758.7754,740.7648,410.4356,392.4251,366.373,380.4251
HexCer-NDS(d27:0/24:2)+H,936.8231,774.7703,756.7598,738.7491,410.4356,392.4251,364.3574,380.4251
HexCer-NDS(d27:0/25:0)+H,954.8701,792.8173,774.8067,756.7961,410.4356,392.4251,382.4044,380.4251
HexCer-NDS(d27:0/25:1)+H,952.8544,790.8016,772.791,754.7805,410.4356,392.4251,380.3887,380.4251
HexCer-NDS(d27:0/26:0)+H,968.8857,806.8329,788.8223,770.8118,410.4356,392.4251,396.42,380.4251
HexCer-NDS(d27:0/26:1)+H,966.8701,804.8173,786.8067,768.7961,410.4356,392.4251,394.4044,380.4251
HexCer-NDS(d27:0/26:2)+H,964.8544,802.8016,784.791,766.7805,410.4356,392.4251,392.3887,380.4251
HexCer-NDS(d27:0/27:0)+H,982.9014,820.8486,802.838,784.8274,410.4356,392.4251,410.4356,380.4251
HexCer-NDS(d27:0/27:1)+H,980.8857,818.8329,800.8223,782.8118,410.4356,392.4251,408.42,380.4251
HexCer-NDS(d27:0/28:0)+H,996.9171,834.8642,816.8536,798.8431,410.4356,392.4251,424.4513,380.4251
HexCer-NDS(d27:0/28:1)+H,994.9014,832.8486,814.838,796.8274,410.4356,392.4251,422.4356,380.4251
HexCer-NDS(d27:0/28:2)+H,992.8857,830.8329,812.8223,794.8118,410.4356,392.4251,420.42,380.4251
HexCer-NDS(d27:0/29:0)+H,1010.933,848.8799,830.8693,812.8587,410.4356,392.4251,438.4669,380.4251
HexCer-NDS(d27:0/29:1)+H,1008.917,846.8642,828.8536,810.8431,410.4356,392.4251,436.4513,380.4251
HexCer-NDS(d27:0/30:0)+H,1024.948,862.8955,844.8849,826.8744,410.4356,392.4251,452.4826,380.4251
HexCer-NDS(d27:0/30:1)+H,1022.933,860.8799,842.8693,824.8587,410.4356,392.4251,450.4669,380.4251
HexCer-NDS(d27:0/30:2)+H,1020.917,858.8642,840.8536,822.8431,410.4356,392.4251,448.4513,380.4251
HexCer-NDS(d27:0/31:0)+H,1038.964,876.9111,858.9006,840.89,410.4356,392.4251,466.4983,380.4251
HexCer-NDS(d27:0/31:1)+H,1036.948,874.8955,856.8849,838.8744,410.4356,392.4251,464.4826,380.4251
HexCer-NDS(d27:0/32:0)+H,1052.98,890.9268,872.9163,854.9056,410.4356,392.4251,480.5139,380.4251
HexCer-NDS(d27:0/32:1)+H,1050.964,888.9111,870.9006,852.89,410.4356,392.4251,478.4983,380.4251
HexCer-NDS(d27:0/32:2)+H,1048.948,886.8955,868.8849,850.8744,410.4356,392.4251,476.4826,380.4251
HexCer-NDS(d27:0/33:0)+H,1066.995,904.9424,886.9319,868.9213,410.4356,392.4251,494.5295,380.4251
HexCer-NDS(d27:0/33:1)+H,1064.98,902.9268,884.9163,866.9056,410.4356,392.4251,492.5139,380.4251
HexCer-NDS(d27:0/34:0)+H,1081.011,918.9581,900.9475,882.937,410.4356,392.4251,508.5452,380.4251
HexCer-NDS(d27:0/34:1)+H,1078.995,916.9424,898.9319,880.9213,410.4356,392.4251,506.5295,380.4251
HexCer-NDS(d27:0/34:2)+H,1076.98,914.9268,896.9163,878.9056,410.4356,392.4251,504.5139,380.4251
HexCer-NDS(d27:0/35:0)+H,1095.027,932.9738,914.9632,896.9526,410.4356,392.4251,522.5609,380.4251
HexCer-NDS(d27:0/35:1)+H,1093.011,930.9581,912.9475,894.937,410.4356,392.4251,520.5452,380.4251
HexCer-NDS(d27:0/36:0)+H,1109.042,946.9894,928.9788,910.9683,410.4356,392.4251,536.5765,380.4251
HexCer-NDS(d27:0/36:1)+H,1107.027,944.9738,926.9632,908.9526,410.4356,392.4251,534.5609,380.4251
HexCer-NDS(d27:0/36:2)+H,1105.011,942.9581,924.9475,906.937,410.4356,392.4251,532.5452,380.4251
HexCer-NDS(d27:0/38:0)+H,1137.073,975.0207,957.0101,938.9996,410.4356,392.4251,564.6078,380.4251
HexCer-NDS(d27:0/38:1)+H,1135.058,973.0051,954.9945,936.9839,410.4356,392.4251,562.5922,380.4251
HexCer-NDS(d27:0/38:2)+H,1133.042,970.9894,952.9788,934.9683,410.4356,392.4251,560.5765,380.4251
HexCer-NDS(d27:0/40:0)+H,1165.105,1003.052,985.0414,967.0309,410.4356,392.4251,592.6391,380.4251
HexCer-NDS(d27:0/40:1)+H,1163.089,1001.036,983.0258,965.0152,410.4356,392.4251,590.6235,380.4251
HexCer-NDS(d27:0/40:2)+H,1161.073,999.0207,981.0101,962.9996,410.4356,392.4251,588.6078,380.4251
HexCer-NDS(d27:0/42:0)+H,1193.136,1031.083,1013.073,995.0622,410.4356,392.4251,620.6704,380.4251
HexCer-NDS(d27:0/42:1)+H,1191.12,1029.068,1011.057,993.0465,410.4356,392.4251,618.6547,380.4251
HexCer-NDS(d27:0/42:2)+H,1189.105,1027.052,1009.041,991.0309,410.4356,392.4251,616.6391,380.4251
HexCer-NDS(d28:0/12:0)+H,786.6823,624.6295,606.6189,588.6083,424.4513,406.4407,200.2009,394.4407
HexCer-NDS(d28:0/12:1)+H,784.6666,622.6138,604.6032,586.5927,424.4513,406.4407,198.1853,394.4407
HexCer-NDS(d28:0/13:0)+H,800.6979,638.6451,620.6345,602.624,424.4513,406.4407,214.2166,394.4407
HexCer-NDS(d28:0/13:1)+H,798.6823,636.6295,618.6189,600.6083,424.4513,406.4407,212.2009,394.4407
HexCer-NDS(d28:0/14:0)+H,814.7136,652.6608,634.6502,616.6396,424.4513,406.4407,228.2322,394.4407
HexCer-NDS(d28:0/14:1)+H,812.6979,650.6451,632.6345,614.624,424.4513,406.4407,226.2166,394.4407
HexCer-NDS(d28:0/15:0)+H,828.7292,666.6764,648.6658,630.6553,424.4513,406.4407,242.2478,394.4407
HexCer-NDS(d28:0/15:1)+H,826.7136,664.6608,646.6502,628.6396,424.4513,406.4407,240.2322,394.4407
HexCer-NDS(d28:0/16:0)+H,842.7449,680.6921,662.6815,644.6709,424.4513,406.4407,256.2635,394.4407
HexCer-NDS(d28:0/16:1)+H,840.7292,678.6764,660.6658,642.6553,424.4513,406.4407,254.2478,394.4407
HexCer-NDS(d28:0/16:2)+H,838.7136,676.6608,658.6502,640.6396,424.4513,406.4407,252.2322,394.4407
HexCer-NDS(d28:0/17:0)+H,856.7606,694.7077,676.6971,658.6866,424.4513,406.4407,270.2791,394.4407
HexCer-NDS(d28:0/18:0)+H,870.7762,708.7234,690.7128,672.7022,424.4513,406.4407,284.2948,394.4407
HexCer-NDS(d28:0/18:1)+H,868.7606,706.7077,688.6971,670.6866,424.4513,406.4407,282.2791,394.4407
HexCer-NDS(d28:0/18:2)+H,866.7449,704.6921,686.6815,668.6709,424.4513,406.4407,280.2635,394.4407
HexCer-NDS(d28:0/19:0)+H,884.7919,722.739,704.7285,686.7179,424.4513,406.4407,298.3105,394.4407
HexCer-NDS(d28:0/19:1)+H,882.7762,720.7234,702.7128,684.7022,424.4513,406.4407,296.2948,394.4407
HexCer-NDS(d28:0/20:0)+H,898.8075,736.7546,718.7441,700.7335,424.4513,406.4407,312.3261,394.4407
HexCer-NDS(d28:0/20:1)+H,896.7919,734.739,716.7285,698.7179,424.4513,406.4407,310.3105,394.4407
HexCer-NDS(d28:0/20:2)+H,894.7762,732.7234,714.7128,696.7022,424.4513,406.4407,308.2948,394.4407
HexCer-NDS(d28:0/21:0)+H,912.8231,750.7703,732.7598,714.7491,424.4513,406.4407,326.3417,394.4407
HexCer-NDS(d28:0/21:1)+H,910.8075,748.7546,730.7441,712.7335,424.4513,406.4407,324.3261,394.4407
HexCer-NDS(d28:0/22:0)+H,926.8388,764.7859,746.7754,728.7648,424.4513,406.4407,340.3574,394.4407
HexCer-NDS(d28:0/22:1)+H,924.8231,762.7703,744.7598,726.7491,424.4513,406.4407,338.3417,394.4407
HexCer-NDS(d28:0/22:2)+H,922.8075,760.7546,742.7441,724.7335,424.4513,406.4407,336.3261,394.4407
HexCer-NDS(d28:0/23:0)+H,940.8544,778.8016,760.791,742.7805,424.4513,406.4407,354.373,394.4407
HexCer-NDS(d28:0/23:1)+H,938.8388,776.7859,758.7754,740.7648,424.4513,406.4407,352.3574,394.4407
HexCer-NDS(d28:0/24:0)+H,954.8701,792.8173,774.8067,756.7961,424.4513,406.4407,368.3887,394.4407
HexCer-NDS(d28:0/24:1)+H,952.8544,790.8016,772.791,754.7805,424.4513,406.4407,366.373,394.4407
HexCer-NDS(d28:0/24:2)+H,950.8388,788.7859,770.7754,752.7648,424.4513,406.4407,364.3574,394.4407
HexCer-NDS(d28:0/25:0)+H,968.8857,806.8329,788.8223,770.8118,424.4513,406.4407,382.4044,394.4407
HexCer-NDS(d28:0/25:1)+H,966.8701,804.8173,786.8067,768.7961,424.4513,406.4407,380.3887,394.4407
HexCer-NDS(d28:0/26:0)+H,982.9014,820.8486,802.838,784.8274,424.4513,406.4407,396.42,394.4407
HexCer-NDS(d28:0/26:1)+H,980.8857,818.8329,800.8223,782.8118,424.4513,406.4407,394.4044,394.4407
HexCer-NDS(d28:0/26:2)+H,978.8701,816.8173,798.8067,780.7961,424.4513,406.4407,392.3887,394.4407
HexCer-NDS(d28:0/27:0)+H,996.9171,834.8642,816.8536,798.8431,424.4513,406.4407,410.4356,394.4407
HexCer-NDS(d28:0/27:1)+H,994.9014,832.8486,814.838,796.8274,424.4513,406.4407,408.42,394.4407
HexCer-NDS(d28:0/28:0)+H,1010.933,848.8799,830.8693,812.8587,424.4513,406.4407,424.4513,394.4407
HexCer-NDS(d28:0/28:1)+H,1008.917,846.8642,828.8536,810.8431,424.4513,406.4407,422.4356,394.4407
HexCer-NDS(d28:0/28:2)+H,1006.901,844.8486,826.838,808.8274,424.4513,406.4407,420.42,394.4407
HexCer-NDS(d28:0/29:0)+H,1024.948,862.8955,844.8849,826.8744,424.4513,406.4407,438.4669,394.4407
HexCer-NDS(d28:0/29:1)+H,1022.933,860.8799,842.8693,824.8587,424.4513,406.4407,436.4513,394.4407
HexCer-NDS(d28:0/30:0)+H,1038.964,876.9111,858.9006,840.89,424.4513,406.4407,452.4826,394.4407
HexCer-NDS(d28:0/30:1)+H,1036.948,874.8955,856.8849,838.8744,424.4513,406.4407,450.4669,394.4407
HexCer-NDS(d28:0/30:2)+H,1034.933,872.8799,854.8693,836.8587,424.4513,406.4407,448.4513,394.4407
HexCer-NDS(d28:0/31:0)+H,1052.98,890.9268,872.9163,854.9056,424.4513,406.4407,466.4983,394.4407
HexCer-NDS(d28:0/31:1)+H,1050.964,888.9111,870.9006,852.89,424.4513,406.4407,464.4826,394.4407
HexCer-NDS(d28:0/32:0)+H,1066.995,904.9424,886.9319,868.9213,424.4513,406.4407,480.5139,394.4407
HexCer-NDS(d28:0/32:1)+H,1064.98,902.9268,884.9163,866.9056,424.4513,406.4407,478.4983,394.4407
HexCer-NDS(d28:0/32:2)+H,1062.964,900.9111,882.9006,864.89,424.4513,406.4407,476.4826,394.4407
HexCer-NDS(d28:0/33:0)+H,1081.011,918.9581,900.9475,882.937,424.4513,406.4407,494.5295,394.4407
HexCer-NDS(d28:0/33:1)+H,1078.995,916.9424,898.9319,880.9213,424.4513,406.4407,492.5139,394.4407
HexCer-NDS(d28:0/34:0)+H,1095.027,932.9738,914.9632,896.9526,424.4513,406.4407,508.5452,394.4407
HexCer-NDS(d28:0/34:1)+H,1093.011,930.9581,912.9475,894.937,424.4513,406.4407,506.5295,394.4407
HexCer-NDS(d28:0/34:2)+H,1090.995,928.9424,910.9319,892.9213,424.4513,406.4407,504.5139,394.4407
HexCer-NDS(d28:0/35:0)+H,1109.042,946.9894,928.9788,910.9683,424.4513,406.4407,522.5609,394.4407
HexCer-NDS(d28:0/35:1)+H,1107.027,944.9738,926.9632,908.9526,424.4513,406.4407,520.5452,394.4407
HexCer-NDS(d28:0/36:0)+H,1123.058,961.0051,942.9945,924.9839,424.4513,406.4407,536.5765,394.4407
HexCer-NDS(d28:0/36:1)+H,1121.042,958.9894,940.9788,922.9683,424.4513,406.4407,534.5609,394.4407
HexCer-NDS(d28:0/36:2)+H,1119.027,956.9738,938.9632,920.9526,424.4513,406.4407,532.5452,394.4407
HexCer-NDS(d28:0/38:0)+H,1151.089,989.0364,971.0258,953.0152,424.4513,406.4407,564.6078,394.4407
HexCer-NDS(d28:0/38:1)+H,1149.073,987.0207,969.0101,950.9996,424.4513,406.4407,562.5922,394.4407
HexCer-NDS(d28:0/38:2)+H,1147.058,985.0051,966.9945,948.9839,424.4513,406.4407,560.5765,394.4407
HexCer-NDS(d28:0/40:0)+H,1179.12,1017.068,999.0571,981.0465,424.4513,406.4407,592.6391,394.4407
HexCer-NDS(d28:0/40:1)+H,1177.105,1015.052,997.0414,979.0309,424.4513,406.4407,590.6235,394.4407
HexCer-NDS(d28:0/40:2)+H,1175.089,1013.036,995.0258,977.0152,424.4513,406.4407,588.6078,394.4407
HexCer-NDS(d28:0/42:0)+H,1207.152,1045.099,1027.088,1009.078,424.4513,406.4407,620.6704,394.4407
HexCer-NDS(d28:0/42:1)+H,1205.136,1043.083,1025.073,1007.062,424.4513,406.4407,618.6547,394.4407
HexCer-NDS(d28:0/42:2)+H,1203.12,1041.068,1023.057,1005.047,424.4513,406.4407,616.6391,394.4407
HexCer-NDS(d29:0/12:0)+H,800.6979,638.6451,620.6345,602.624,438.4669,420.4564,200.2009,408.4564
HexCer-NDS(d29:0/12:1)+H,798.6823,636.6295,618.6189,600.6083,438.4669,420.4564,198.1853,408.4564
HexCer-NDS(d29:0/13:0)+H,814.7136,652.6608,634.6502,616.6396,438.4669,420.4564,214.2166,408.4564
HexCer-NDS(d29:0/13:1)+H,812.6979,650.6451,632.6345,614.624,438.4669,420.4564,212.2009,408.4564
HexCer-NDS(d29:0/14:0)+H,828.7292,666.6764,648.6658,630.6553,438.4669,420.4564,228.2322,408.4564
HexCer-NDS(d29:0/14:1)+H,826.7136,664.6608,646.6502,628.6396,438.4669,420.4564,226.2166,408.4564
HexCer-NDS(d29:0/15:0)+H,842.7449,680.6921,662.6815,644.6709,438.4669,420.4564,242.2478,408.4564
HexCer-NDS(d29:0/15:1)+H,840.7292,678.6764,660.6658,642.6553,438.4669,420.4564,240.2322,408.4564
HexCer-NDS(d29:0/16:0)+H,856.7606,694.7077,676.6971,658.6866,438.4669,420.4564,256.2635,408.4564
HexCer-NDS(d29:0/16:1)+H,854.7449,692.6921,674.6815,656.6709,438.4669,420.4564,254.2478,408.4564
HexCer-NDS(d29:0/16:2)+H,852.7292,690.6764,672.6658,654.6553,438.4669,420.4564,252.2322,408.4564
HexCer-NDS(d29:0/17:0)+H,870.7762,708.7234,690.7128,672.7022,438.4669,420.4564,270.2791,408.4564
HexCer-NDS(d29:0/18:0)+H,884.7919,722.739,704.7285,686.7179,438.4669,420.4564,284.2948,408.4564
HexCer-NDS(d29:0/18:1)+H,882.7762,720.7234,702.7128,684.7022,438.4669,420.4564,282.2791,408.4564
HexCer-NDS(d29:0/18:2)+H,880.7606,718.7077,700.6971,682.6866,438.4669,420.4564,280.2635,408.4564
HexCer-NDS(d29:0/19:0)+H,898.8075,736.7546,718.7441,700.7335,438.4669,420.4564,298.3105,408.4564
HexCer-NDS(d29:0/19:1)+H,896.7919,734.739,716.7285,698.7179,438.4669,420.4564,296.2948,408.4564
HexCer-NDS(d29:0/20:0)+H,912.8231,750.7703,732.7598,714.7491,438.4669,420.4564,312.3261,408.4564
HexCer-NDS(d29:0/20:1)+H,910.8075,748.7546,730.7441,712.7335,438.4669,420.4564,310.3105,408.4564
HexCer-NDS(d29:0/20:2)+H,908.7919,746.739,728.7285,710.7179,438.4669,420.4564,308.2948,408.4564
HexCer-NDS(d29:0/21:0)+H,926.8388,764.7859,746.7754,728.7648,438.4669,420.4564,326.3417,408.4564
HexCer-NDS(d29:0/21:1)+H,924.8231,762.7703,744.7598,726.7491,438.4669,420.4564,324.3261,408.4564
HexCer-NDS(d29:0/22:0)+H,940.8544,778.8016,760.791,742.7805,438.4669,420.4564,340.3574,408.4564
HexCer-NDS(d29:0/22:1)+H,938.8388,776.7859,758.7754,740.7648,438.4669,420.4564,338.3417,408.4564
HexCer-NDS(d29:0/22:2)+H,936.8231,774.7703,756.7598,738.7491,438.4669,420.4564,336.3261,408.4564
HexCer-NDS(d29:0/23:0)+H,954.8701,792.8173,774.8067,756.7961,438.4669,420.4564,354.373,408.4564
HexCer-NDS(d29:0/23:1)+H,952.8544,790.8016,772.791,754.7805,438.4669,420.4564,352.3574,408.4564
HexCer-NDS(d29:0/24:0)+H,968.8857,806.8329,788.8223,770.8118,438.4669,420.4564,368.3887,408.4564
HexCer-NDS(d29:0/24:1)+H,966.8701,804.8173,786.8067,768.7961,438.4669,420.4564,366.373,408.4564
HexCer-NDS(d29:0/24:2)+H,964.8544,802.8016,784.791,766.7805,438.4669,420.4564,364.3574,408.4564
HexCer-NDS(d29:0/25:0)+H,982.9014,820.8486,802.838,784.8274,438.4669,420.4564,382.4044,408.4564
HexCer-NDS(d29:0/25:1)+H,980.8857,818.8329,800.8223,782.8118,438.4669,420.4564,380.3887,408.4564
HexCer-NDS(d29:0/26:0)+H,996.9171,834.8642,816.8536,798.8431,438.4669,420.4564,396.42,408.4564
HexCer-NDS(d29:0/26:1)+H,994.9014,832.8486,814.838,796.8274,438.4669,420.4564,394.4044,408.4564
HexCer-NDS(d29:0/26:2)+H,992.8857,830.8329,812.8223,794.8118,438.4669,420.4564,392.3887,408.4564
HexCer-NDS(d29:0/27:0)+H,1010.933,848.8799,830.8693,812.8587,438.4669,420.4564,410.4356,408.4564
HexCer-NDS(d29:0/27:1)+H,1008.917,846.8642,828.8536,810.8431,438.4669,420.4564,408.42,408.4564
HexCer-NDS(d29:0/28:0)+H,1024.948,862.8955,844.8849,826.8744,438.4669,420.4564,424.4513,408.4564
HexCer-NDS(d29:0/28:1)+H,1022.933,860.8799,842.8693,824.8587,438.4669,420.4564,422.4356,408.4564
HexCer-NDS(d29:0/28:2)+H,1020.917,858.8642,840.8536,822.8431,438.4669,420.4564,420.42,408.4564
HexCer-NDS(d29:0/29:0)+H,1038.964,876.9111,858.9006,840.89,438.4669,420.4564,438.4669,408.4564
HexCer-NDS(d29:0/29:1)+H,1036.948,874.8955,856.8849,838.8744,438.4669,420.4564,436.4513,408.4564
HexCer-NDS(d29:0/30:0)+H,1052.98,890.9268,872.9163,854.9056,438.4669,420.4564,452.4826,408.4564
HexCer-NDS(d29:0/30:1)+H,1050.964,888.9111,870.9006,852.89,438.4669,420.4564,450.4669,408.4564
HexCer-NDS(d29:0/30:2)+H,1048.948,886.8955,868.8849,850.8744,438.4669,420.4564,448.4513,408.4564
HexCer-NDS(d29:0/31:0)+H,1066.995,904.9424,886.9319,868.9213,438.4669,420.4564,466.4983,408.4564
HexCer-NDS(d29:0/31:1)+H,1064.98,902.9268,884.9163,866.9056,438.4669,420.4564,464.4826,408.4564
HexCer-NDS(d29:0/32:0)+H,1081.011,918.9581,900.9475,882.937,438.4669,420.4564,480.5139,408.4564
HexCer-NDS(d29:0/32:1)+H,1078.995,916.9424,898.9319,880.9213,438.4669,420.4564,478.4983,408.4564
HexCer-NDS(d29:0/32:2)+H,1076.98,914.9268,896.9163,878.9056,438.4669,420.4564,476.4826,408.4564
HexCer-NDS(d29:0/33:0)+H,1095.027,932.9738,914.9632,896.9526,438.4669,420.4564,494.5295,408.4564
HexCer-NDS(d29:0/33:1)+H,1093.011,930.9581,912.9475,894.937,438.4669,420.4564,492.5139,408.4564
HexCer-NDS(d29:0/34:0)+H,1109.042,946.9894,928.9788,910.9683,438.4669,420.4564,508.5452,408.4564
HexCer-NDS(d29:0/34:1)+H,1107.027,944.9738,926.9632,908.9526,438.4669,420.4564,506.5295,408.4564
HexCer-NDS(d29:0/34:2)+H,1105.011,942.9581,924.9475,906.937,438.4669,420.4564,504.5139,408.4564
HexCer-NDS(d29:0/35:0)+H,1123.058,961.0051,942.9945,924.9839,438.4669,420.4564,522.5609,408.4564
HexCer-NDS(d29:0/35:1)+H,1121.042,958.9894,940.9788,922.9683,438.4669,420.4564,520.5452,408.4564
HexCer-NDS(d29:0/36:0)+H,1137.073,975.0207,957.0101,938.9996,438.4669,420.4564,536.5765,408.4564
HexCer-NDS(d29:0/36:1)+H,1135.058,973.0051,954.9945,936.9839,438.4669,420.4564,534.5609,408.4564
HexCer-NDS(d29:0/36:2)+H,1133.042,970.9894,952.9788,934.9683,438.4669,420.4564,532.5452,408.4564
HexCer-NDS(d29:0/38:0)+H,1165.105,1003.052,985.0414,967.0309,438.4669,420.4564,564.6078,408.4564
HexCer-NDS(d29:0/38:1)+H,1163.089,1001.036,983.0258,965.0152,438.4669,420.4564,562.5922,408.4564
HexCer-NDS(d29:0/38:2)+H,1161.073,999.0207,981.0101,962.9996,438.4669,420.4564,560.5765,408.4564
HexCer-NDS(d29:0/40:0)+H,1193.136,1031.083,1013.073,995.0622,438.4669,420.4564,592.6391,408.4564
HexCer-NDS(d29:0/40:1)+H,1191.12,1029.068,1011.057,993.0465,438.4669,420.4564,590.6235,408.4564
HexCer-NDS(d29:0/40:2)+H,1189.105,1027.052,1009.041,991.0309,438.4669,420.4564,588.6078,408.4564
HexCer-NDS(d29:0/42:0)+H,1221.167,1059.115,1041.104,1023.093,438.4669,420.4564,620.6704,408.4564
HexCer-NDS(d29:0/42:1)+H,1219.152,1057.099,1039.088,1021.078,438.4669,420.4564,618.6547,408.4564
HexCer-NDS(d29:0/42:2)+H,1217.136,1055.083,1037.073,1019.062,438.4669,420.4564,616.6391,408.4564
HexCer-NDS(d30:0/12:0)+H,814.7136,652.6608,634.6502,616.6396,452.4826,434.472,200.2009,422.472
HexCer-NDS(d30:0/12:1)+H,812.6979,650.6451,632.6345,614.624,452.4826,434.472,198.1853,422.472
HexCer-NDS(d30:0/13:0)+H,828.7292,666.6764,648.6658,630.6553,452.4826,434.472,214.2166,422.472
HexCer-NDS(d30:0/13:1)+H,826.7136,664.6608,646.6502,628.6396,452.4826,434.472,212.2009,422.472
HexCer-NDS(d30:0/14:0)+H,842.7449,680.6921,662.6815,644.6709,452.4826,434.472,228.2322,422.472
HexCer-NDS(d30:0/14:1)+H,840.7292,678.6764,660.6658,642.6553,452.4826,434.472,226.2166,422.472
HexCer-NDS(d30:0/15:0)+H,856.7606,694.7077,676.6971,658.6866,452.4826,434.472,242.2478,422.472
HexCer-NDS(d30:0/15:1)+H,854.7449,692.6921,674.6815,656.6709,452.4826,434.472,240.2322,422.472
HexCer-NDS(d30:0/16:0)+H,870.7762,708.7234,690.7128,672.7022,452.4826,434.472,256.2635,422.472
HexCer-NDS(d30:0/16:1)+H,868.7606,706.7077,688.6971,670.6866,452.4826,434.472,254.2478,422.472
HexCer-NDS(d30:0/16:2)+H,866.7449,704.6921,686.6815,668.6709,452.4826,434.472,252.2322,422.472
HexCer-NDS(d30:0/17:0)+H,884.7919,722.739,704.7285,686.7179,452.4826,434.472,270.2791,422.472
HexCer-NDS(d30:0/18:0)+H,898.8075,736.7546,718.7441,700.7335,452.4826,434.472,284.2948,422.472
HexCer-NDS(d30:0/18:1)+H,896.7919,734.739,716.7285,698.7179,452.4826,434.472,282.2791,422.472
HexCer-NDS(d30:0/18:2)+H,894.7762,732.7234,714.7128,696.7022,452.4826,434.472,280.2635,422.472
HexCer-NDS(d30:0/19:0)+H,912.8231,750.7703,732.7598,714.7491,452.4826,434.472,298.3105,422.472
HexCer-NDS(d30:0/19:1)+H,910.8075,748.7546,730.7441,712.7335,452.4826,434.472,296.2948,422.472
HexCer-NDS(d30:0/20:0)+H,926.8388,764.7859,746.7754,728.7648,452.4826,434.472,312.3261,422.472
HexCer-NDS(d30:0/20:1)+H,924.8231,762.7703,744.7598,726.7491,452.4826,434.472,310.3105,422.472
HexCer-NDS(d30:0/20:2)+H,922.8075,760.7546,742.7441,724.7335,452.4826,434.472,308.2948,422.472
HexCer-NDS(d30:0/21:0)+H,940.8544,778.8016,760.791,742.7805,452.4826,434.472,326.3417,422.472
HexCer-NDS(d30:0/21:1)+H,938.8388,776.7859,758.7754,740.7648,452.4826,434.472,324.3261,422.472
HexCer-NDS(d30:0/22:0)+H,954.8701,792.8173,774.8067,756.7961,452.4826,434.472,340.3574,422.472
HexCer-NDS(d30:0/22:1)+H,952.8544,790.8016,772.791,754.7805,452.4826,434.472,338.3417,422.472
HexCer-NDS(d30:0/22:2)+H,950.8388,788.7859,770.7754,752.7648,452.4826,434.472,336.3261,422.472
HexCer-NDS(d30:0/23:0)+H,968.8857,806.8329,788.8223,770.8118,452.4826,434.472,354.373,422.472
HexCer-NDS(d30:0/23:1)+H,966.8701,804.8173,786.8067,768.7961,452.4826,434.472,352.3574,422.472
HexCer-NDS(d30:0/24:0)+H,982.9014,820.8486,802.838,784.8274,452.4826,434.472,368.3887,422.472
HexCer-NDS(d30:0/24:1)+H,980.8857,818.8329,800.8223,782.8118,452.4826,434.472,366.373,422.472
HexCer-NDS(d30:0/24:2)+H,978.8701,816.8173,798.8067,780.7961,452.4826,434.472,364.3574,422.472
HexCer-NDS(d30:0/25:0)+H,996.9171,834.8642,816.8536,798.8431,452.4826,434.472,382.4044,422.472
HexCer-NDS(d30:0/25:1)+H,994.9014,832.8486,814.838,796.8274,452.4826,434.472,380.3887,422.472
HexCer-NDS(d30:0/26:0)+H,1010.933,848.8799,830.8693,812.8587,452.4826,434.472,396.42,422.472
