PEtOH,[M-H]-,NL of SN1,NL of SN2,FA SN2,FA SN1,[C5H11O5P-H]-
PEtOH(22:2_24:4)-H,859.6222,541.3301,517.3301,359.2948,335.2948,181.0271
PEtOH(25:0_22:2)-H,881.7005,517.3303,563.4084,335.2948,381.373,181.0271
PEtOH(26:0_22:2)-H,895.7161,517.3302,577.424,335.2948,395.3887,181.0271
PEtOH(26:1_22:2)-H,893.7005,517.3303,575.4084,335.2948,393.373,181.0271
PEtOH(22:2_26:2)-H,891.6848,573.3928,517.3302,391.3574,335.2948,181.0271
PEtOH(22:2_26:4)-H,887.6535,569.3615,517.3301,387.3261,335.2948,181.0271
PEtOH(27:0_22:2)-H,909.7318,517.3303,591.4398,335.2948,409.4043,181.0271
PEtOH(22:3_22:3)-H,831.5909,515.3145,515.3145,333.2792,333.2792,181.0271
PEtOH(22:3_22:4)-H,829.5753,513.2989,515.3145,331.2635,333.2792,181.0271
PEtOH(22:3_22:5)-H,827.5596,511.2832,515.3145,329.2479,333.2792,181.0271
PEtOH(22:3_22:6)-H,825.544,509.2676,515.3145,327.2323,333.2792,181.0271
PEtOH(23:0_22:3)-H,851.6535,515.3145,535.3771,333.2792,353.3417,181.0271
PEtOH(24:0_22:3)-H,865.6693,515.3146,549.3928,333.2792,367.3574,181.0271
PEtOH(24:1_22:3)-H,863.6535,515.3145,547.3771,333.2792,365.3417,181.0271
PEtOH(24:2_22:3)-H,861.6378,515.3145,545.3614,333.2792,363.3261,181.0271
PEtOH(22:3_24:4)-H,857.6065,541.3301,515.3145,359.2948,333.2792,181.0271
PEtOH(25:0_22:3)-H,879.6848,515.3145,563.4084,333.2792,381.373,181.0271
PEtOH(26:0_22:3)-H,893.7005,515.3146,577.4241,333.2792,395.3887,181.0271
PEtOH(26:1_22:3)-H,891.6848,515.3145,575.4084,333.2792,393.373,181.0271
PEtOH(26:2_22:3)-H,889.6693,515.3146,573.3928,333.2792,391.3574,181.0271
PEtOH(22:3_26:4)-H,885.6378,569.3614,515.3145,387.3261,333.2792,181.0271
PEtOH(27:0_22:3)-H,907.7161,515.3146,591.4397,333.2792,409.4043,181.0271
PEtOH(22:4_22:4)-H,827.5596,513.2988,513.2988,331.2635,331.2635,181.0271
PEtOH(22:4_22:5)-H,825.544,511.2832,513.2989,329.2479,331.2635,181.0271
PEtOH(22:4_22:6)-H,823.5283,509.2675,513.2988,327.2323,331.2635,181.0271
PEtOH(23:0_22:4)-H,849.6378,513.2988,535.377,331.2635,353.3417,181.0271
PEtOH(24:0_22:4)-H,863.6535,513.2989,549.3927,331.2635,367.3574,181.0271
PEtOH(24:1_22:4)-H,861.6378,513.2988,547.377,331.2635,365.3417,181.0271
PEtOH(24:2_22:4)-H,859.6222,513.2989,545.3615,331.2635,363.3261,181.0271
PEtOH(22:4_24:4)-H,855.5909,541.3301,513.2988,359.2948,331.2635,181.0271
PEtOH(25:0_22:4)-H,877.6693,513.299,563.4084,331.2635,381.373,181.0271
PEtOH(26:0_22:4)-H,891.6848,513.2989,577.424,331.2635,395.3887,181.0271
PEtOH(26:1_22:4)-H,889.6693,513.299,575.4084,331.2635,393.373,181.0271
PEtOH(26:2_22:4)-H,887.6535,513.2989,573.3927,331.2635,391.3574,181.0271
PEtOH(22:4_26:4)-H,883.6222,569.3615,513.2989,387.3261,331.2635,181.0271
PEtOH(27:0_22:4)-H,905.7005,513.299,591.4397,331.2635,409.4043,181.0271
PEtOH(22:5_22:5)-H,823.5283,511.2832,511.2832,329.2479,329.2479,181.0271
PEtOH(22:5_22:6)-H,821.5127,509.2675,511.2832,327.2323,329.2479,181.0271
PEtOH(23:0_22:5)-H,847.6222,511.2832,535.3771,329.2479,353.3417,181.0271
PEtOH(24:0_22:5)-H,861.6378,511.2832,549.3926,329.2479,367.3574,181.0271
PEtOH(24:1_22:5)-H,859.6222,511.2832,547.3771,329.2479,365.3417,181.0271
PEtOH(24:2_22:5)-H,857.6065,511.2832,545.3614,329.2479,363.3261,181.0271
PEtOH(24:4_22:5)-H,853.5753,511.2832,541.3301,329.2479,359.2948,181.0271
PEtOH(25:0_22:5)-H,875.6535,511.2832,563.4084,329.2479,381.373,181.0271
PEtOH(26:0_22:5)-H,889.6693,511.2833,577.4241,329.2479,395.3887,181.0271
PEtOH(26:1_22:5)-H,887.6535,511.2832,575.4084,329.2479,393.373,181.0271
PEtOH(26:2_22:5)-H,885.6378,511.2832,573.3926,329.2479,391.3574,181.0271
PEtOH(26:4_22:5)-H,881.6065,511.2832,569.3614,329.2479,387.3261,181.0271
PEtOH(27:0_22:5)-H,903.6848,511.2833,591.4396,329.2479,409.4043,181.0271
PEtOH(22:6_22:6)-H,819.497,509.2675,509.2675,327.2323,327.2323,181.0271
PEtOH(23:0_22:6)-H,845.6065,509.2675,535.377,327.2323,353.3417,181.0271
PEtOH(24:0_22:6)-H,859.6222,509.2676,549.3927,327.2323,367.3574,181.0271
PEtOH(24:1_22:6)-H,857.6065,509.2675,547.377,327.2323,365.3417,181.0271
PEtOH(24:2_22:6)-H,855.5909,509.2675,545.3614,327.2323,363.3261,181.0271
PEtOH(24:4_22:6)-H,851.5596,509.2675,541.3301,327.2323,359.2948,181.0271
PEtOH(25:0_22:6)-H,873.6378,509.2675,563.4083,327.2323,381.373,181.0271
PEtOH(26:0_22:6)-H,887.6535,509.2676,577.424,327.2323,395.3887,181.0271
PEtOH(26:1_22:6)-H,885.6378,509.2675,575.4083,327.2323,393.373,181.0271
PEtOH(26:2_22:6)-H,883.6222,509.2676,573.3927,327.2323,391.3574,181.0271
PEtOH(26:4_22:6)-H,879.5909,509.2675,569.3614,327.2323,387.3261,181.0271
PEtOH(27:0_22:6)-H,901.6693,509.2677,591.4397,327.2323,409.4043,181.0271
PEtOH(23:0_23:0)-H,871.7161,535.3771,535.3771,353.3417,353.3417,181.0271
PEtOH(23:0_24:0)-H,885.7318,549.3928,535.3772,367.3574,353.3417,181.0271
PEtOH(23:0_24:1)-H,883.7161,547.3771,535.3771,365.3417,353.3417,181.0271
PEtOH(23:0_24:2)-H,881.7005,545.3615,535.3771,363.3261,353.3417,181.0271
PEtOH(23:0_24:4)-H,877.6693,541.3302,535.3771,359.2948,353.3417,181.0271
PEtOH(23:0_25:0)-H,899.7474,563.4084,535.3771,381.373,353.3417,181.0271
PEtOH(23:0_26:0)-H,913.7631,577.4241,535.3772,395.3887,353.3417,181.0271
PEtOH(23:0_26:1)-H,911.7474,575.4084,535.3771,393.373,353.3417,181.0271
PEtOH(23:0_26:2)-H,909.7318,573.3928,535.3772,391.3574,353.3417,181.0271
PEtOH(23:0_26:4)-H,905.7005,569.3615,535.3771,387.3261,353.3417,181.0271
PEtOH(23:0_27:0)-H,927.7787,591.4397,535.3771,409.4043,353.3417,181.0271
PEtOH(24:0_24:0)-H,899.7474,549.3928,549.3928,367.3574,367.3574,181.0271
PEtOH(24:0_24:1)-H,897.7318,547.3772,549.3928,365.3417,367.3574,181.0271
PEtOH(24:0_24:2)-H,895.7161,545.3615,549.3928,363.3261,367.3574,181.0271
PEtOH(24:0_24:4)-H,891.6848,541.3302,549.3928,359.2948,367.3574,181.0271
PEtOH(24:0_25:0)-H,913.7631,563.4085,549.3928,381.373,367.3574,181.0271
PEtOH(24:0_26:0)-H,927.7787,577.4241,549.3928,395.3887,367.3574,181.0271
PEtOH(24:0_26:1)-H,925.7631,575.4085,549.3928,393.373,367.3574,181.0271
PEtOH(24:0_26:2)-H,923.7474,573.3928,549.3928,391.3574,367.3574,181.0271
PEtOH(24:0_26:4)-H,919.7161,569.3615,549.3928,387.3261,367.3574,181.0271
PEtOH(24:0_27:0)-H,941.7943,591.4397,549.3928,409.4043,367.3574,181.0271
PEtOH(24:1_24:1)-H,895.7161,547.3771,547.3771,365.3417,365.3417,181.0271
PEtOH(24:1_24:2)-H,893.7005,545.3615,547.3771,363.3261,365.3417,181.0271
PEtOH(24:1_24:4)-H,889.6693,541.3302,547.3771,359.2948,365.3417,181.0271
PEtOH(25:0_24:1)-H,911.7474,547.3771,563.4084,365.3417,381.373,181.0271
PEtOH(26:0_24:1)-H,925.7631,547.3772,577.4241,365.3417,395.3887,181.0271
PEtOH(24:1_26:1)-H,923.7474,575.4084,547.3771,393.373,365.3417,181.0271
PEtOH(24:1_26:2)-H,921.7318,573.3928,547.3772,391.3574,365.3417,181.0271
PEtOH(24:1_26:4)-H,917.7005,569.3615,547.3771,387.3261,365.3417,181.0271
PEtOH(27:0_24:1)-H,939.7787,547.3771,591.4397,365.3417,409.4043,181.0271
PEtOH(24:2_24:2)-H,891.6848,545.3615,545.3615,363.3261,363.3261,181.0271
PEtOH(24:2_24:4)-H,887.6535,541.3301,545.3615,359.2948,363.3261,181.0271
PEtOH(25:0_24:2)-H,909.7318,545.3615,563.4084,363.3261,381.373,181.0271
PEtOH(26:0_24:2)-H,923.7474,545.3615,577.4241,363.3261,395.3887,181.0271
PEtOH(26:1_24:2)-H,921.7318,545.3615,575.4084,363.3261,393.373,181.0271
PEtOH(24:2_26:2)-H,919.7161,573.3928,545.3615,391.3574,363.3261,181.0271
PEtOH(24:2_26:4)-H,915.6848,569.3615,545.3615,387.3261,363.3261,181.0271
PEtOH(27:0_24:2)-H,937.7631,545.3616,591.4398,363.3261,409.4043,181.0271
PEtOH(24:4_24:4)-H,883.6222,541.3301,541.3301,359.2948,359.2948,181.0271
PEtOH(25:0_24:4)-H,905.7005,541.3303,563.4084,359.2948,381.373,181.0271
PEtOH(26:0_24:4)-H,919.7161,541.3302,577.424,359.2948,395.3887,181.0271
PEtOH(26:1_24:4)-H,917.7005,541.3303,575.4084,359.2948,393.373,181.0271
PEtOH(26:2_24:4)-H,915.6848,541.3302,573.3928,359.2948,391.3574,181.0271
PEtOH(24:4_26:4)-H,911.6535,569.3615,541.3301,387.3261,359.2948,181.0271
PEtOH(27:0_24:4)-H,933.7318,541.3303,591.4398,359.2948,409.4043,181.0271
PEtOH(25:0_25:0)-H,927.7787,563.4084,563.4084,381.373,381.373,181.0271
PEtOH(25:0_26:0)-H,941.7943,577.424,563.4084,395.3887,381.373,181.0271
PEtOH(25:0_26:1)-H,939.7787,575.4084,563.4084,393.373,381.373,181.0271
PEtOH(25:0_26:2)-H,937.7631,573.3928,563.4085,391.3574,381.373,181.0271
PEtOH(25:0_26:4)-H,933.7318,569.3615,563.4084,387.3261,381.373,181.0271
PEtOH(25:0_27:0)-H,955.81,591.4398,563.4084,409.4043,381.373,181.0271
PEtOH(26:0_26:0)-H,955.81,577.4241,577.4241,395.3887,395.3887,181.0271
PEtOH(26:0_26:1)-H,953.7943,575.4084,577.424,393.373,395.3887,181.0271
PEtOH(26:0_26:2)-H,951.7787,573.3928,577.4241,391.3574,395.3887,181.0271
PEtOH(26:0_26:4)-H,947.7474,569.3615,577.4241,387.3261,395.3887,181.0271
PEtOH(26:0_27:0)-H,969.8256,591.4397,577.4241,409.4043,395.3887,181.0271
PEtOH(26:1_26:1)-H,951.7787,575.4084,575.4084,393.373,393.373,181.0271
PEtOH(26:1_26:2)-H,949.7631,573.3928,575.4085,391.3574,393.373,181.0271
PEtOH(26:1_26:4)-H,945.7318,569.3615,575.4084,387.3261,393.373,181.0271
PEtOH(27:0_26:1)-H,967.81,575.4084,591.4398,393.373,409.4043,181.0271
PEtOH(26:2_26:2)-H,947.7474,573.3928,573.3928,391.3574,391.3574,181.0271
PEtOH(26:2_26:4)-H,943.7161,569.3615,573.3928,387.3261,391.3574,181.0271
PEtOH(27:0_26:2)-H,965.7943,573.3928,591.4397,391.3574,409.4043,181.0271
PEtOH(26:4_26:4)-H,939.6848,569.3615,569.3615,387.3261,387.3261,181.0271
PEtOH(27:0_26:4)-H,961.7631,569.3616,591.4398,387.3261,409.4043,181.0271
PEtOH(27:0_27:0)-H,983.8413,591.4398,591.4398,409.4043,409.4043,181.0271
