OxPC,[M+Na]+,Mna-PC,Mna-TrimethylAmine,Mna-NaPC,Mna-R1COOH&TrimethylAmine,Mna-R2COOH&TrimethylAmine,Mna-R1COOH,Mna-R2COOH,Mna-R2COONa
"OxPC(22:5_17:1(Ke,OH))+Na",872.54119,689.47515,813.467691,667.49321,483.211811,515.253301,542.28531,574.3268,552.34484
"OxPC(22:5_17:2(Ke,OH))+Na",870.52559,687.45955,811.452091,665.47761,481.196211,515.253301,540.26971,574.3268,552.34484
"OxPC(22:5_18:1(Ke,OH))+Na",886.55689,703.49085,827.483391,681.50891,497.227511,515.253301,556.30101,574.3268,552.34484
"OxPC(22:5_18:2(Ke,OH))+Na",884.54119,701.47515,825.467691,679.49321,495.211811,515.253301,554.28531,574.3268,552.34484
"OxPC(22:5_18:3(Ke,OH))+Na",882.52559,699.45955,823.452091,677.47761,493.196211,515.253301,552.26971,574.3268,552.34484
"OxPC(22:5_18:4(Ke,OH))+Na",880.50989,697.44385,821.436391,675.46191,491.180511,515.253301,550.25401,574.3268,552.34484
"OxPC(22:5_20:1(Ke,OH))+Na",914.58819,731.52215,855.514691,709.54021,525.258811,515.253301,584.33231,574.3268,552.34484
"OxPC(22:5_20:2(Ke,OH))+Na",912.57249,729.50645,853.498991,707.52451,523.243111,515.253301,582.31661,574.3268,552.34484
"OxPC(22:5_20:3(Ke,OH))+Na",910.55689,727.49085,851.483391,705.50891,521.227511,515.253301,580.30101,574.3268,552.34484
"OxPC(22:5_20:4(Ke,OH))+Na",908.54119,725.47515,849.467691,703.49321,519.211811,515.253301,578.28531,574.3268,552.34484
"OxPC(22:5_20:5(Ke,OH))+Na",906.52559,723.45955,847.452091,701.47761,517.196211,515.253301,576.26971,574.3268,552.34484
"OxPC(22:5_22:1(Ke,OH))+Na",942.61949,759.55345,883.545991,737.57151,553.290111,515.253301,612.36361,574.3268,552.34484
"OxPC(22:5_22:2(Ke,OH))+Na",940.60379,757.53775,881.530291,735.55581,551.274411,515.253301,610.34791,574.3268,552.34484
"OxPC(22:5_22:3(Ke,OH))+Na",938.58819,755.52215,879.514691,733.54021,549.258811,515.253301,608.33231,574.3268,552.34484
"OxPC(22:5_22:4(Ke,OH))+Na",936.57249,753.50645,877.498991,731.52451,547.243111,515.253301,606.31661,574.3268,552.34484
"OxPC(22:5_22:5(Ke,OH))+Na",934.55689,751.49085,875.483391,729.50891,545.227511,515.253301,604.30101,574.3268,552.34484
"OxPC(22:5_22:6(Ke,OH))+Na",932.54119,749.47515,873.467691,727.49321,543.211811,515.253301,602.28531,574.3268,552.34484
"OxPC(22:5_24:1(Ke,OH))+Na",970.65079,787.58475,911.577291,765.60281,581.321411,515.253301,640.39491,574.3268,552.34484
OxPC(22:4_14:1(OH))+Na,818.53068,635.46464,759.457181,613.4827,427.185651,517.268951,486.25915,576.34245,554.36049
OxPC(22:4_15:1(OH))+Na,832.54628,649.48024,773.472781,627.4983,441.201251,517.268951,500.27475,576.34245,554.36049
OxPC(22:4_16:1(OH))+Na,846.56198,663.49594,787.488481,641.514,455.216951,517.268951,514.29045,576.34245,554.36049
OxPC(22:4_17:1(OH))+Na,860.57758,677.51154,801.504081,655.5296,469.232551,517.268951,528.30605,576.34245,554.36049
OxPC(22:4_17:2(OH))+Na,858.56198,675.49594,799.488481,653.514,467.216951,517.268951,526.29045,576.34245,554.36049
OxPC(22:4_18:1(OH))+Na,874.59328,691.52724,815.519781,669.5453,483.248251,517.268951,542.32175,576.34245,554.36049
OxPC(22:4_18:3(OH))+Na,870.56198,687.49594,811.488481,665.514,479.216951,517.268951,538.29045,576.34245,554.36049
OxPC(22:4_18:4(OH))+Na,868.54628,685.48024,809.472781,663.4983,477.201251,517.268951,536.27475,576.34245,554.36049
OxPC(22:4_20:1(OH))+Na,902.62458,719.55854,843.551081,697.5766,511.279551,517.268951,570.35305,576.34245,554.36049
OxPC(22:4_20:2(OH))+Na,900.60888,717.54284,841.535381,695.5609,509.263851,517.268951,568.33735,576.34245,554.36049
OxPC(22:4_20:3(OH))+Na,898.59328,715.52724,839.519781,693.5453,507.248251,517.268951,566.32175,576.34245,554.36049
OxPC(22:4_20:5(OH))+Na,894.56198,711.49594,835.488481,689.514,503.216951,517.268951,562.29045,576.34245,554.36049
OxPC(22:4_22:1(OH))+Na,930.65588,747.58984,871.582381,725.6079,539.310851,517.268951,598.38435,576.34245,554.36049
OxPC(22:4_22:2(OH))+Na,928.64018,745.57414,869.566681,723.5922,537.295151,517.268951,596.36865,576.34245,554.36049
OxPC(22:4_22:3(OH))+Na,926.62458,743.55854,867.551081,721.5766,535.279551,517.268951,594.35305,576.34245,554.36049
OxPC(22:4_22:4(OH))+Na,924.60888,741.54284,865.535381,719.5609,533.263851,517.268951,592.33735,576.34245,554.36049
OxPC(22:4_22:5(OH))+Na,922.59328,739.52724,863.519781,717.5453,531.248251,517.268951,590.32175,576.34245,554.36049
OxPC(22:4_22:6(OH))+Na,920.57758,737.51154,861.504081,715.5296,529.232551,517.268951,588.30605,576.34245,554.36049
OxPC(22:4_24:1(OH))+Na,958.68718,775.62114,899.613681,753.6392,567.342151,517.268951,626.41565,576.34245,554.36049
OxPC(22:4_14:1(OO))+Na,834.5256,651.45956,775.452101,629.47762,443.180571,517.268951,502.25407,576.34245,554.36049
OxPC(22:4_15:1(OO))+Na,848.5412,665.47516,789.467701,643.49322,457.196171,517.268951,516.26967,576.34245,554.36049
OxPC(22:4_16:1(OO))+Na,862.5569,679.49086,803.483401,657.50892,471.211871,517.268951,530.28537,576.34245,554.36049
OxPC(22:4_17:1(OO))+Na,876.5725,693.50646,817.499001,671.52452,485.227471,517.268951,544.30097,576.34245,554.36049
OxPC(22:4_17:2(OO))+Na,874.5569,691.49086,815.483401,669.50892,483.211871,517.268951,542.28537,576.34245,554.36049
OxPC(22:4_18:1(OO))+Na,890.5882,707.52216,831.514701,685.54022,499.243171,517.268951,558.31667,576.34245,554.36049
OxPC(22:4_18:3(OO))+Na,886.5569,703.49086,827.483401,681.50892,495.211871,517.268951,554.28537,576.34245,554.36049
OxPC(22:4_18:4(OO))+Na,884.5412,701.47516,825.467701,679.49322,493.196171,517.268951,552.26967,576.34245,554.36049
OxPC(22:4_20:1(OO))+Na,918.6195,735.55346,859.546001,713.57152,527.274471,517.268951,586.34797,576.34245,554.36049
OxPC(22:4_20:2(OO))+Na,916.6038,733.53776,857.530301,711.55582,525.258771,517.268951,584.33227,576.34245,554.36049
OxPC(22:4_20:3(OO))+Na,914.5882,731.52216,855.514701,709.54022,523.243171,517.268951,582.31667,576.34245,554.36049
OxPC(22:4_20:5(OO))+Na,910.5569,727.49086,851.483401,705.50892,519.211871,517.268951,578.28537,576.34245,554.36049
OxPC(22:4_22:1(OO))+Na,946.6508,763.58476,887.577301,741.60282,555.305771,517.268951,614.37927,576.34245,554.36049
OxPC(22:4_22:2(OO))+Na,944.6351,761.56906,885.561601,739.58712,553.290071,517.268951,612.36357,576.34245,554.36049
OxPC(22:4_22:3(OO))+Na,942.6195,759.55346,883.546001,737.57152,551.274471,517.268951,610.34797,576.34245,554.36049
OxPC(22:4_22:4(OO))+Na,940.6038,757.53776,881.530301,735.55582,549.258771,517.268951,608.33227,576.34245,554.36049
OxPC(22:4_22:5(OO))+Na,938.5882,755.52216,879.514701,733.54022,547.243171,517.268951,606.31667,576.34245,554.36049
OxPC(22:4_22:6(OO))+Na,936.5725,753.50646,877.499001,731.52452,545.227471,517.268951,604.30097,576.34245,554.36049
OxPC(22:4_24:1(OO))+Na,974.6821,791.61606,915.608601,769.63412,583.337071,517.268951,642.41057,576.34245,554.36049
OxPC(22:4_14:1(OOO))+Na,850.52052,667.45448,791.447021,645.47254,459.175491,517.268951,518.24899,576.34245,554.36049
OxPC(22:4_15:1(OOO))+Na,864.53612,681.47008,805.462621,659.48814,473.191091,517.268951,532.26459,576.34245,554.36049
OxPC(22:4_16:1(OOO))+Na,878.55182,695.48578,819.478321,673.50384,487.206791,517.268951,546.28029,576.34245,554.36049
OxPC(22:4_17:1(OOO))+Na,892.56742,709.50138,833.493921,687.51944,501.222391,517.268951,560.29589,576.34245,554.36049
OxPC(22:4_17:2(OOO))+Na,890.55182,707.48578,831.478321,685.50384,499.206791,517.268951,558.28029,576.34245,554.36049
OxPC(22:4_18:1(OOO))+Na,906.58312,723.51708,847.509621,701.53514,515.238091,517.268951,574.31159,576.34245,554.36049
OxPC(22:4_18:2(OOO))+Na,904.56742,721.50138,845.493921,699.51944,513.222391,517.268951,572.29589,576.34245,554.36049
OxPC(22:4_18:3(OOO))+Na,902.55182,719.48578,843.478321,697.50384,511.206791,517.268951,570.28029,576.34245,554.36049
OxPC(22:4_18:4(OOO))+Na,900.53612,717.47008,841.462621,695.48814,509.191091,517.268951,568.26459,576.34245,554.36049
OxPC(22:4_20:1(OOO))+Na,934.61442,751.54838,875.540921,729.56644,543.269391,517.268951,602.34289,576.34245,554.36049
OxPC(22:4_20:2(OOO))+Na,932.59872,749.53268,873.525221,727.55074,541.253691,517.268951,600.32719,576.34245,554.36049
OxPC(22:4_20:3(OOO))+Na,930.58312,747.51708,871.509621,725.53514,539.238091,517.268951,598.31159,576.34245,554.36049
OxPC(22:4_20:4(OOO))+Na,928.56742,745.50138,869.493921,723.51944,537.222391,517.268951,596.29589,576.34245,554.36049
OxPC(22:4_20:5(OOO))+Na,926.55182,743.48578,867.478321,721.50384,535.206791,517.268951,594.28029,576.34245,554.36049
OxPC(22:4_22:1(OOO))+Na,962.64572,779.57968,903.572221,757.59774,571.300691,517.268951,630.37419,576.34245,554.36049
OxPC(22:4_22:2(OOO))+Na,960.63002,777.56398,901.556521,755.58204,569.284991,517.268951,628.35849,576.34245,554.36049
OxPC(22:4_22:3(OOO))+Na,958.61442,775.54838,899.540921,753.56644,567.269391,517.268951,626.34289,576.34245,554.36049
OxPC(22:4_22:4(OOO))+Na,956.59872,773.53268,897.525221,751.55074,565.253691,517.268951,624.32719,576.34245,554.36049
OxPC(22:4_22:5(OOO))+Na,954.58312,771.51708,895.509621,749.53514,563.238091,517.268951,622.31159,576.34245,554.36049
OxPC(22:4_22:6(OOO))+Na,952.56742,769.50138,893.493921,747.51944,561.222391,517.268951,620.29589,576.34245,554.36049
OxPC(22:4_24:1(OOO))+Na,990.67702,807.61098,931.603521,785.62904,599.331991,517.268951,658.40549,576.34245,554.36049
OxPC(22:4_14:1(OOOO))+Na,866.51544,683.4494,807.441941,661.46746,475.170411,517.268951,534.24391,576.34245,554.36049
OxPC(22:4_15:1(OOOO))+Na,880.53104,697.465,821.457541,675.48306,489.186011,517.268951,548.25951,576.34245,554.36049
OxPC(22:4_16:1(OOOO))+Na,894.54674,711.4807,835.473241,689.49876,503.201711,517.268951,562.27521,576.34245,554.36049
OxPC(22:4_17:1(OOOO))+Na,908.56234,725.4963,849.488841,703.51436,517.217311,517.268951,576.29081,576.34245,554.36049
OxPC(22:4_17:2(OOOO))+Na,906.54674,723.4807,847.473241,701.49876,515.201711,517.268951,574.27521,576.34245,554.36049
OxPC(22:4_18:1(OOOO))+Na,922.57804,739.512,863.504541,717.53006,531.233011,517.268951,590.30651,576.34245,554.36049
OxPC(22:4_18:2(OOOO))+Na,920.56234,737.4963,861.488841,715.51436,529.217311,517.268951,588.29081,576.34245,554.36049
OxPC(22:4_18:3(OOOO))+Na,918.54674,735.4807,859.473241,713.49876,527.201711,517.268951,586.27521,576.34245,554.36049
OxPC(22:4_18:4(OOOO))+Na,916.53104,733.465,857.457541,711.48306,525.186011,517.268951,584.25951,576.34245,554.36049
OxPC(22:4_20:1(OOOO))+Na,950.60934,767.5433,891.535841,745.56136,559.264311,517.268951,618.33781,576.34245,554.36049
OxPC(22:4_20:2(OOOO))+Na,948.59364,765.5276,889.520141,743.54566,557.248611,517.268951,616.32211,576.34245,554.36049
OxPC(22:4_20:3(OOOO))+Na,946.57804,763.512,887.504541,741.53006,555.233011,517.268951,614.30651,576.34245,554.36049
OxPC(22:4_20:4(OOOO))+Na,944.56234,761.4963,885.488841,739.51436,553.217311,517.268951,612.29081,576.34245,554.36049
OxPC(22:4_20:5(OOOO))+Na,942.54674,759.4807,883.473241,737.49876,551.201711,517.268951,610.27521,576.34245,554.36049
OxPC(22:4_22:1(OOOO))+Na,978.64064,795.5746,919.567141,773.59266,587.295611,517.268951,646.36911,576.34245,554.36049
OxPC(22:4_22:2(OOOO))+Na,976.62494,793.5589,917.551441,771.57696,585.279911,517.268951,644.35341,576.34245,554.36049
OxPC(22:4_22:3(OOOO))+Na,974.60934,791.5433,915.535841,769.56136,583.264311,517.268951,642.33781,576.34245,554.36049
OxPC(22:4_22:4(OOOO))+Na,972.59364,789.5276,913.520141,767.54566,581.248611,517.268951,640.32211,576.34245,554.36049
OxPC(22:4_22:5(OOOO))+Na,970.57804,787.512,911.504541,765.53006,579.233011,517.268951,638.30651,576.34245,554.36049
OxPC(22:4_22:6(OOOO))+Na,968.56234,785.4963,909.488841,763.51436,577.217311,517.268951,636.29081,576.34245,554.36049
OxPC(22:4_24:1(OOOO))+Na,1006.67194,823.6059,947.598441,801.62396,615.326911,517.268951,674.40041,576.34245,554.36049
OxPC(22:4_14:1(Ke))+Na,816.51502,633.44898,757.441521,611.46704,425.169991,517.268951,484.24349,576.34245,554.36049
OxPC(22:4_15:1(Ke))+Na,830.53062,647.46458,771.457121,625.48264,439.185591,517.268951,498.25909,576.34245,554.36049
OxPC(22:4_16:1(Ke))+Na,844.54632,661.48028,785.472821,639.49834,453.201291,517.268951,512.27479,576.34245,554.36049
OxPC(22:4_17:1(Ke))+Na,858.56192,675.49588,799.488421,653.51394,467.216891,517.268951,526.29039,576.34245,554.36049
OxPC(22:4_17:2(Ke))+Na,856.54632,673.48028,797.472821,651.49834,465.201291,517.268951,524.27479,576.34245,554.36049
OxPC(22:4_18:1(Ke))+Na,872.57762,689.51158,813.504121,667.52964,481.232591,517.268951,540.30609,576.34245,554.36049
OxPC(22:4_18:2(Ke))+Na,870.56192,687.49588,811.488421,665.51394,479.216891,517.268951,538.29039,576.34245,554.36049
OxPC(22:4_18:3(Ke))+Na,868.54632,685.48028,809.472821,663.49834,477.201291,517.268951,536.27479,576.34245,554.36049
OxPC(22:4_18:4(Ke))+Na,866.53062,683.46458,807.457121,661.48264,475.185591,517.268951,534.25909,576.34245,554.36049
OxPC(22:4_20:1(Ke))+Na,900.60892,717.54288,841.535421,695.56094,509.263891,517.268951,568.33739,576.34245,554.36049
OxPC(22:4_20:2(Ke))+Na,898.59322,715.52718,839.519721,693.54524,507.248191,517.268951,566.32169,576.34245,554.36049
OxPC(22:4_20:3(Ke))+Na,896.57762,713.51158,837.504121,691.52964,505.232591,517.268951,564.30609,576.34245,554.36049
OxPC(22:4_20:5(Ke))+Na,892.54632,709.48028,833.472821,687.49834,501.201291,517.268951,560.27479,576.34245,554.36049
OxPC(22:4_22:1(Ke))+Na,928.64022,745.57418,869.566721,723.59224,537.295191,517.268951,596.36869,576.34245,554.36049
OxPC(22:4_22:2(Ke))+Na,926.62452,743.55848,867.551021,721.57654,535.279491,517.268951,594.35299,576.34245,554.36049
OxPC(22:4_22:3(Ke))+Na,924.60892,741.54288,865.535421,719.56094,533.263891,517.268951,592.33739,576.34245,554.36049
OxPC(22:4_22:4(Ke))+Na,922.59322,739.52718,863.519721,717.54524,531.248191,517.268951,590.32169,576.34245,554.36049
OxPC(22:4_22:5(Ke))+Na,920.57762,737.51158,861.504121,715.52964,529.232591,517.268951,588.30609,576.34245,554.36049
OxPC(22:4_22:6(Ke))+Na,918.56192,735.49588,859.488421,713.51394,527.216891,517.268951,586.29039,576.34245,554.36049
OxPC(22:4_24:1(Ke))+Na,956.67152,773.60548,897.598021,751.62354,565.326491,517.268951,624.39999,576.34245,554.36049
"OxPC(22:4_14:1(Ke,OH))+Na",832.50994,649.4439,773.436441,627.46196,441.164911,517.268951,500.23841,576.34245,554.36049
"OxPC(22:4_15:1(Ke,OH))+Na",846.52554,663.4595,787.452041,641.47756,455.180511,517.268951,514.25401,576.34245,554.36049
"OxPC(22:4_16:1(Ke,OH))+Na",860.54124,677.4752,801.467741,655.49326,469.196211,517.268951,528.26971,576.34245,554.36049
"OxPC(22:4_17:1(Ke,OH))+Na",874.55684,691.4908,815.483341,669.50886,483.211811,517.268951,542.28531,576.34245,554.36049
"OxPC(22:4_17:2(Ke,OH))+Na",872.54124,689.4752,813.467741,667.49326,481.196211,517.268951,540.26971,576.34245,554.36049
"OxPC(22:4_18:1(Ke,OH))+Na",888.57254,705.5065,829.499041,683.52456,497.227511,517.268951,556.30101,576.34245,554.36049
"OxPC(22:4_18:2(Ke,OH))+Na",886.55684,703.4908,827.483341,681.50886,495.211811,517.268951,554.28531,576.34245,554.36049
"OxPC(22:4_18:3(Ke,OH))+Na",884.54124,701.4752,825.467741,679.49326,493.196211,517.268951,552.26971,576.34245,554.36049
"OxPC(22:4_18:4(Ke,OH))+Na",882.52554,699.4595,823.452041,677.47756,491.180511,517.268951,550.25401,576.34245,554.36049
"OxPC(22:4_20:1(Ke,OH))+Na",916.60384,733.5378,857.530341,711.55586,525.258811,517.268951,584.33231,576.34245,554.36049
"OxPC(22:4_20:2(Ke,OH))+Na",914.58814,731.5221,855.514641,709.54016,523.243111,517.268951,582.31661,576.34245,554.36049
"OxPC(22:4_20:3(Ke,OH))+Na",912.57254,729.5065,853.499041,707.52456,521.227511,517.268951,580.30101,576.34245,554.36049
"OxPC(22:4_20:4(Ke,OH))+Na",910.55684,727.4908,851.483341,705.50886,519.211811,517.268951,578.28531,576.34245,554.36049
"OxPC(22:4_20:5(Ke,OH))+Na",908.54124,725.4752,849.467741,703.49326,517.196211,517.268951,576.26971,576.34245,554.36049
"OxPC(22:4_22:1(Ke,OH))+Na",944.63514,761.5691,885.561641,739.58716,553.290111,517.268951,612.36361,576.34245,554.36049
"OxPC(22:4_22:2(Ke,OH))+Na",942.61944,759.5534,883.545941,737.57146,551.274411,517.268951,610.34791,576.34245,554.36049
"OxPC(22:4_22:3(Ke,OH))+Na",940.60384,757.5378,881.530341,735.55586,549.258811,517.268951,608.33231,576.34245,554.36049
"OxPC(22:4_22:4(Ke,OH))+Na",938.58814,755.5221,879.514641,733.54016,547.243111,517.268951,606.31661,576.34245,554.36049
"OxPC(22:4_22:5(Ke,OH))+Na",936.57254,753.5065,877.499041,731.52456,545.227511,517.268951,604.30101,576.34245,554.36049
"OxPC(22:4_22:6(Ke,OH))+Na",934.55684,751.4908,875.483341,729.50886,543.211811,517.268951,602.28531,576.34245,554.36049
"OxPC(22:4_24:1(Ke,OH))+Na",972.66644,789.6004,913.592941,767.61846,581.321411,517.268951,640.39491,576.34245,554.36049
OxPC(22:3_14:1(OH))+Na,820.54633,637.48029,761.472831,615.49835,427.185651,519.284601,486.25915,578.3581,556.37614
OxPC(22:3_15:1(OH))+Na,834.56193,651.49589,775.488431,629.51395,441.201251,519.284601,500.27475,578.3581,556.37614
OxPC(22:3_16:1(OH))+Na,848.57763,665.51159,789.504131,643.52965,455.216951,519.284601,514.29045,578.3581,556.37614
OxPC(22:3_17:1(OH))+Na,862.59323,679.52719,803.519731,657.54525,469.232551,519.284601,528.30605,578.3581,556.37614
OxPC(22:3_17:2(OH))+Na,860.57763,677.51159,801.504131,655.52965,467.216951,519.284601,526.29045,578.3581,556.37614
OxPC(22:3_18:1(OH))+Na,876.60893,693.54289,817.535431,671.56095,483.248251,519.284601,542.32175,578.3581,556.37614
OxPC(22:3_18:3(OH))+Na,872.57763,689.51159,813.504131,667.52965,479.216951,519.284601,538.29045,578.3581,556.37614
OxPC(22:3_18:4(OH))+Na,870.56193,687.49589,811.488431,665.51395,477.201251,519.284601,536.27475,578.3581,556.37614
OxPC(22:3_20:1(OH))+Na,904.64023,721.57419,845.566731,699.59225,511.279551,519.284601,570.35305,578.3581,556.37614
OxPC(22:3_20:2(OH))+Na,902.62453,719.55849,843.551031,697.57655,509.263851,519.284601,568.33735,578.3581,556.37614
OxPC(22:3_20:3(OH))+Na,900.60893,717.54289,841.535431,695.56095,507.248251,519.284601,566.32175,578.3581,556.37614
OxPC(22:3_20:5(OH))+Na,896.57763,713.51159,837.504131,691.52965,503.216951,519.284601,562.29045,578.3581,556.37614
OxPC(22:3_22:1(OH))+Na,932.67153,749.60549,873.598031,727.62355,539.310851,519.284601,598.38435,578.3581,556.37614
OxPC(22:3_22:2(OH))+Na,930.65583,747.58979,871.582331,725.60785,537.295151,519.284601,596.36865,578.3581,556.37614
OxPC(22:3_22:3(OH))+Na,928.64023,745.57419,869.566731,723.59225,535.279551,519.284601,594.35305,578.3581,556.37614
OxPC(22:3_22:4(OH))+Na,926.62453,743.55849,867.551031,721.57655,533.263851,519.284601,592.33735,578.3581,556.37614
OxPC(22:3_22:5(OH))+Na,924.60893,741.54289,865.535431,719.56095,531.248251,519.284601,590.32175,578.3581,556.37614
OxPC(22:3_22:6(OH))+Na,922.59323,739.52719,863.519731,717.54525,529.232551,519.284601,588.30605,578.3581,556.37614
OxPC(22:3_24:1(OH))+Na,960.70283,777.63679,901.629331,755.65485,567.342151,519.284601,626.41565,578.3581,556.37614
OxPC(22:3_14:1(OO))+Na,836.54125,653.47521,777.467751,631.49327,443.180571,519.284601,502.25407,578.3581,556.37614
OxPC(22:3_15:1(OO))+Na,850.55685,667.49081,791.483351,645.50887,457.196171,519.284601,516.26967,578.3581,556.37614
OxPC(22:3_16:1(OO))+Na,864.57255,681.50651,805.499051,659.52457,471.211871,519.284601,530.28537,578.3581,556.37614
OxPC(22:3_17:1(OO))+Na,878.58815,695.52211,819.514651,673.54017,485.227471,519.284601,544.30097,578.3581,556.37614
OxPC(22:3_17:2(OO))+Na,876.57255,693.50651,817.499051,671.52457,483.211871,519.284601,542.28537,578.3581,556.37614
OxPC(22:3_18:1(OO))+Na,892.60385,709.53781,833.530351,687.55587,499.243171,519.284601,558.31667,578.3581,556.37614
OxPC(22:3_18:3(OO))+Na,888.57255,705.50651,829.499051,683.52457,495.211871,519.284601,554.28537,578.3581,556.37614
OxPC(22:3_18:4(OO))+Na,886.55685,703.49081,827.483351,681.50887,493.196171,519.284601,552.26967,578.3581,556.37614
OxPC(22:3_20:1(OO))+Na,920.63515,737.56911,861.561651,715.58717,527.274471,519.284601,586.34797,578.3581,556.37614
OxPC(22:3_20:2(OO))+Na,918.61945,735.55341,859.545951,713.57147,525.258771,519.284601,584.33227,578.3581,556.37614
OxPC(22:3_20:3(OO))+Na,916.60385,733.53781,857.530351,711.55587,523.243171,519.284601,582.31667,578.3581,556.37614
OxPC(22:3_20:5(OO))+Na,912.57255,729.50651,853.499051,707.52457,519.211871,519.284601,578.28537,578.3581,556.37614
OxPC(22:3_22:1(OO))+Na,948.66645,765.60041,889.592951,743.61847,555.305771,519.284601,614.37927,578.3581,556.37614
OxPC(22:3_22:2(OO))+Na,946.65075,763.58471,887.577251,741.60277,553.290071,519.284601,612.36357,578.3581,556.37614
OxPC(22:3_22:3(OO))+Na,944.63515,761.56911,885.561651,739.58717,551.274471,519.284601,610.34797,578.3581,556.37614
OxPC(22:3_22:4(OO))+Na,942.61945,759.55341,883.545951,737.57147,549.258771,519.284601,608.33227,578.3581,556.37614
OxPC(22:3_22:5(OO))+Na,940.60385,757.53781,881.530351,735.55587,547.243171,519.284601,606.31667,578.3581,556.37614
OxPC(22:3_22:6(OO))+Na,938.58815,755.52211,879.514651,733.54017,545.227471,519.284601,604.30097,578.3581,556.37614
OxPC(22:3_24:1(OO))+Na,976.69775,793.63171,917.624251,771.64977,583.337071,519.284601,642.41057,578.3581,556.37614
OxPC(22:3_14:1(OOO))+Na,852.53617,669.47013,793.462671,647.48819,459.175491,519.284601,518.24899,578.3581,556.37614
OxPC(22:3_15:1(OOO))+Na,866.55177,683.48573,807.478271,661.50379,473.191091,519.284601,532.26459,578.3581,556.37614
OxPC(22:3_16:1(OOO))+Na,880.56747,697.50143,821.493971,675.51949,487.206791,519.284601,546.28029,578.3581,556.37614
OxPC(22:3_17:1(OOO))+Na,894.58307,711.51703,835.509571,689.53509,501.222391,519.284601,560.29589,578.3581,556.37614
OxPC(22:3_17:2(OOO))+Na,892.56747,709.50143,833.493971,687.51949,499.206791,519.284601,558.28029,578.3581,556.37614
OxPC(22:3_18:1(OOO))+Na,908.59877,725.53273,849.525271,703.55079,515.238091,519.284601,574.31159,578.3581,556.37614
OxPC(22:3_18:2(OOO))+Na,906.58307,723.51703,847.509571,701.53509,513.222391,519.284601,572.29589,578.3581,556.37614
OxPC(22:3_18:3(OOO))+Na,904.56747,721.50143,845.493971,699.51949,511.206791,519.284601,570.28029,578.3581,556.37614
OxPC(22:3_18:4(OOO))+Na,902.55177,719.48573,843.478271,697.50379,509.191091,519.284601,568.26459,578.3581,556.37614
OxPC(22:3_20:1(OOO))+Na,936.63007,753.56403,877.556571,731.58209,543.269391,519.284601,602.34289,578.3581,556.37614
OxPC(22:3_20:2(OOO))+Na,934.61437,751.54833,875.540871,729.56639,541.253691,519.284601,600.32719,578.3581,556.37614
OxPC(22:3_20:3(OOO))+Na,932.59877,749.53273,873.525271,727.55079,539.238091,519.284601,598.31159,578.3581,556.37614
OxPC(22:3_20:4(OOO))+Na,930.58307,747.51703,871.509571,725.53509,537.222391,519.284601,596.29589,578.3581,556.37614
OxPC(22:3_20:5(OOO))+Na,928.56747,745.50143,869.493971,723.51949,535.206791,519.284601,594.28029,578.3581,556.37614
OxPC(22:3_22:1(OOO))+Na,964.66137,781.59533,905.587871,759.61339,571.300691,519.284601,630.37419,578.3581,556.37614
OxPC(22:3_22:2(OOO))+Na,962.64567,779.57963,903.572171,757.59769,569.284991,519.284601,628.35849,578.3581,556.37614
OxPC(22:3_22:3(OOO))+Na,960.63007,777.56403,901.556571,755.58209,567.269391,519.284601,626.34289,578.3581,556.37614
OxPC(22:3_22:4(OOO))+Na,958.61437,775.54833,899.540871,753.56639,565.253691,519.284601,624.32719,578.3581,556.37614
OxPC(22:3_22:5(OOO))+Na,956.59877,773.53273,897.525271,751.55079,563.238091,519.284601,622.31159,578.3581,556.37614
OxPC(22:3_22:6(OOO))+Na,954.58307,771.51703,895.509571,749.53509,561.222391,519.284601,620.29589,578.3581,556.37614
OxPC(22:3_24:1(OOO))+Na,992.69267,809.62663,933.619171,787.64469,599.331991,519.284601,658.40549,578.3581,556.37614
OxPC(22:3_14:1(OOOO))+Na,868.53109,685.46505,809.457591,663.48311,475.170411,519.284601,534.24391,578.3581,556.37614
OxPC(22:3_15:1(OOOO))+Na,882.54669,699.48065,823.473191,677.49871,489.186011,519.284601,548.25951,578.3581,556.37614
OxPC(22:3_16:1(OOOO))+Na,896.56239,713.49635,837.488891,691.51441,503.201711,519.284601,562.27521,578.3581,556.37614
OxPC(22:3_17:1(OOOO))+Na,910.57799,727.51195,851.504491,705.53001,517.217311,519.284601,576.29081,578.3581,556.37614
OxPC(22:3_17:2(OOOO))+Na,908.56239,725.49635,849.488891,703.51441,515.201711,519.284601,574.27521,578.3581,556.37614
OxPC(22:3_18:1(OOOO))+Na,924.59369,741.52765,865.520191,719.54571,531.233011,519.284601,590.30651,578.3581,556.37614
OxPC(22:3_18:2(OOOO))+Na,922.57799,739.51195,863.504491,717.53001,529.217311,519.284601,588.29081,578.3581,556.37614
OxPC(22:3_18:3(OOOO))+Na,920.56239,737.49635,861.488891,715.51441,527.201711,519.284601,586.27521,578.3581,556.37614
OxPC(22:3_18:4(OOOO))+Na,918.54669,735.48065,859.473191,713.49871,525.186011,519.284601,584.25951,578.3581,556.37614
OxPC(22:3_20:1(OOOO))+Na,952.62499,769.55895,893.551491,747.57701,559.264311,519.284601,618.33781,578.3581,556.37614
