OxPC,[M+Na]+,Mna-PC,Mna-TrimethylAmine,Mna-NaPC,Mna-R1COOH&TrimethylAmine,Mna-R2COOH&TrimethylAmine,Mna-R1COOH,Mna-R2COOH,Mna-R2COONa
OxPC(17:1_18:5(CHO))+Na,800.4837,617.41766,741.410201,595.43572,473.169971,453.237651,532.24347,512.31115,490.32919
OxPC(17:1_19:4(CHO))+Na,816.515,633.44896,757.441501,611.46702,489.201271,453.237651,548.27477,512.31115,490.32919
OxPC(17:1_19:5(CHO))+Na,814.49935,631.43331,755.425851,609.45137,487.185621,453.237651,546.25912,512.31115,490.32919
OxPC(17:1_3:0(COOH))+Na,616.32211,433.25607,557.248611,411.27413,289.008381,453.237651,348.08188,512.31115,490.32919
OxPC(17:1_4:0(COOH))+Na,630.33776,447.27172,571.264261,425.28978,303.024031,453.237651,362.09753,512.31115,490.32919
OxPC(17:1_5:0(COOH))+Na,644.35341,461.28737,585.279911,439.30543,317.039681,453.237651,376.11318,512.31115,490.32919
OxPC(17:1_6:0(COOH))+Na,658.36906,475.30302,599.295561,453.32108,331.055331,453.237651,390.12883,512.31115,490.32919
OxPC(17:1_7:0(COOH))+Na,672.38471,489.31867,613.311211,467.33673,345.070981,453.237651,404.14448,512.31115,490.32919
OxPC(17:1_8:0(COOH))+Na,686.40036,503.33432,627.326861,481.35238,359.086631,453.237651,418.16013,512.31115,490.32919
OxPC(17:1_9:0(COOH))+Na,700.41601,517.34997,641.342511,495.36803,373.102281,453.237651,432.17578,512.31115,490.32919
OxPC(17:1_10:0(COOH))+Na,714.43166,531.36562,655.358161,509.38368,387.117931,453.237651,446.19143,512.31115,490.32919
OxPC(17:1_11:0(COOH))+Na,728.44731,545.38127,669.373811,523.39933,401.133581,453.237651,460.20708,512.31115,490.32919
OxPC(17:1_12:0(COOH))+Na,742.46296,559.39692,683.389461,537.41498,415.149231,453.237651,474.22273,512.31115,490.32919
OxPC(17:1_13:0(COOH))+Na,756.47861,573.41257,697.405111,551.43063,429.164881,453.237651,488.23838,512.31115,490.32919
OxPC(17:1_14:0(COOH))+Na,770.49426,587.42822,711.420761,565.44628,443.180531,453.237651,502.25403,512.31115,490.32919
OxPC(17:1_15:0(COOH))+Na,784.50991,601.44387,725.436411,579.46193,457.196181,453.237651,516.26968,512.31115,490.32919
OxPC(17:1_6:1(COOH))+Na,656.35342,473.28738,597.279921,451.30544,329.039691,453.237651,388.11319,512.31115,490.32919
OxPC(17:1_7:1(COOH))+Na,670.36907,487.30303,611.295571,465.32109,343.055341,453.237651,402.12884,512.31115,490.32919
OxPC(17:1_8:1(COOH))+Na,684.38472,501.31868,625.311221,479.33674,357.070991,453.237651,416.14449,512.31115,490.32919
OxPC(17:1_9:1(COOH))+Na,698.40037,515.33433,639.326871,493.35239,371.086641,453.237651,430.16014,512.31115,490.32919
OxPC(17:1_9:2(COOH))+Na,696.38472,513.31868,637.311221,491.33674,369.070991,453.237651,428.14449,512.31115,490.32919
OxPC(17:1_10:1(COOH))+Na,712.41602,529.34998,653.342521,507.36804,385.102291,453.237651,444.17579,512.31115,490.32919
OxPC(17:1_10:2(COOH))+Na,710.40037,527.33433,651.326871,505.35239,383.086641,453.237651,442.16014,512.31115,490.32919
OxPC(17:1_11:1(COOH))+Na,726.43167,543.36563,667.358171,521.38369,399.117941,453.237651,458.19144,512.31115,490.32919
OxPC(17:1_11:2(COOH))+Na,724.41602,541.34998,665.342521,519.36804,397.102291,453.237651,456.17579,512.31115,490.32919
OxPC(17:1_12:1(COOH))+Na,740.44732,557.38128,681.373821,535.39934,413.133591,453.237651,472.20709,512.31115,490.32919
OxPC(17:1_12:2(COOH))+Na,738.43167,555.36563,679.358171,533.38369,411.117941,453.237651,470.19144,512.31115,490.32919
OxPC(17:1_12:3(COOH))+Na,736.41602,553.34998,677.342521,531.36804,409.102291,453.237651,468.17579,512.31115,490.32919
OxPC(17:1_13:1(COOH))+Na,754.46297,571.39693,695.389471,549.41499,427.149241,453.237651,486.22274,512.31115,490.32919
OxPC(17:1_13:2(COOH))+Na,752.44732,569.38128,693.373821,547.39934,425.133591,453.237651,484.20709,512.31115,490.32919
OxPC(17:1_13:3(COOH))+Na,750.43167,567.36563,691.358171,545.38369,423.117941,453.237651,482.19144,512.31115,490.32919
OxPC(17:1_14:1(COOH))+Na,768.47862,585.41258,709.405121,563.43064,441.164891,453.237651,500.23839,512.31115,490.32919
OxPC(17:1_14:2(COOH))+Na,766.46297,583.39693,707.389471,561.41499,439.149241,453.237651,498.22274,512.31115,490.32919
OxPC(17:1_14:3(COOH))+Na,764.44732,581.38128,705.373821,559.39934,437.133591,453.237651,496.20709,512.31115,490.32919
OxPC(17:1_15:1(COOH))+Na,782.49427,599.42823,723.420771,577.44629,455.180541,453.237651,514.25404,512.31115,490.32919
OxPC(17:1_15:2(COOH))+Na,780.47862,597.41258,721.405121,575.43064,453.164891,453.237651,512.23839,512.31115,490.32919
OxPC(17:1_15:3(COOH))+Na,778.46297,595.39693,719.389471,573.41499,451.149241,453.237651,510.22274,512.31115,490.32919
OxPC(17:1_15:4(COOH))+Na,776.44732,593.38128,717.373821,571.39934,449.133591,453.237651,508.20709,512.31115,490.32919
OxPC(17:1_16:1(COOH))+Na,796.50992,613.44388,737.436421,591.46194,469.196191,453.237651,528.26969,512.31115,490.32919
OxPC(17:1_16:2(COOH))+Na,794.49427,611.42823,735.420771,589.44629,467.180541,453.237651,526.25404,512.31115,490.32919
OxPC(17:1_16:3(COOH))+Na,792.47862,609.41258,733.405121,587.43064,465.164891,453.237651,524.23839,512.31115,490.32919
OxPC(17:1_16:4(COOH))+Na,790.46297,607.39693,731.389471,585.41499,463.149241,453.237651,522.22274,512.31115,490.32919
OxPC(17:1_17:4(COOH))+Na,804.47862,621.41258,745.405121,599.43064,477.164891,453.237651,536.23839,512.31115,490.32919
OxPC(17:1_18:4(COOH))+Na,818.49427,635.42823,759.420771,613.44629,491.180541,453.237651,550.25404,512.31115,490.32919
OxPC(17:1_18:5(COOH))+Na,816.47862,633.41258,757.405121,611.43064,489.164891,453.237651,548.23839,512.31115,490.32919
OxPC(17:1_19:4(COOH))+Na,832.50992,649.44388,773.436421,627.46194,505.196191,453.237651,564.26969,512.31115,490.32919
OxPC(17:1_19:5(COOH))+Na,830.49427,647.42823,771.420771,625.44629,503.180541,453.237651,562.25404,512.31115,490.32919
OxPC(17:1_3:0(CHO))+Na,600.32719,417.26115,541.253691,395.27921,273.013461,453.237651,332.08696,512.31115,490.32919
OxPC(17:1_4:0(CHO))+Na,614.34284,431.2768,555.269341,409.29486,287.029111,453.237651,346.10261,512.31115,490.32919
OxPC(17:0_5:0(CHO))+Na,630.37414,447.3081,571.300641,425.32616,301.044761,455.253301,360.11826,514.3268,492.34484
OxPC(17:0_6:0(CHO))+Na,644.38979,461.32375,585.316291,439.34181,315.060411,455.253301,374.13391,514.3268,492.34484
OxPC(17:0_7:0(CHO))+Na,658.40544,475.3394,599.331941,453.35746,329.076061,455.253301,388.14956,514.3268,492.34484
OxPC(17:0_8:0(CHO))+Na,672.42109,489.35505,613.347591,467.37311,343.091711,455.253301,402.16521,514.3268,492.34484
OxPC(17:0_9:0(CHO))+Na,686.43674,503.3707,627.363241,481.38876,357.107361,455.253301,416.18086,514.3268,492.34484
OxPC(17:0_10:0(CHO))+Na,700.45239,517.38635,641.378891,495.40441,371.123011,455.253301,430.19651,514.3268,492.34484
OxPC(17:0_11:0(CHO))+Na,714.46804,531.402,655.394541,509.42006,385.138661,455.253301,444.21216,514.3268,492.34484
OxPC(17:0_12:0(CHO))+Na,728.48369,545.41765,669.410191,523.43571,399.154311,455.253301,458.22781,514.3268,492.34484
OxPC(17:0_13:0(CHO))+Na,742.49934,559.4333,683.425841,537.45136,413.169961,455.253301,472.24346,514.3268,492.34484
OxPC(17:0_14:0(CHO))+Na,756.51499,573.44895,697.441491,551.46701,427.185611,455.253301,486.25911,514.3268,492.34484
OxPC(17:0_15:0(CHO))+Na,770.53064,587.4646,711.457141,565.48266,441.201261,455.253301,500.27476,514.3268,492.34484
OxPC(17:0_6:1(CHO))+Na,642.37415,459.30811,583.300651,437.32617,313.044771,455.253301,372.11827,514.3268,492.34484
OxPC(17:0_7:1(CHO))+Na,656.3898,473.32376,597.316301,451.34182,327.060421,455.253301,386.13392,514.3268,492.34484
OxPC(17:0_8:1(CHO))+Na,670.40545,487.33941,611.331951,465.35747,341.076071,455.253301,400.14957,514.3268,492.34484
OxPC(17:0_9:1(CHO))+Na,684.4211,501.35506,625.347601,479.37312,355.091721,455.253301,414.16522,514.3268,492.34484
OxPC(17:0_9:2(CHO))+Na,682.40545,499.33941,623.331951,477.35747,353.076071,455.253301,412.14957,514.3268,492.34484
OxPC(17:0_10:1(CHO))+Na,698.43675,515.37071,639.363251,493.38877,369.107371,455.253301,428.18087,514.3268,492.34484
OxPC(17:0_10:2(CHO))+Na,696.4211,513.35506,637.347601,491.37312,367.091721,455.253301,426.16522,514.3268,492.34484
OxPC(17:0_11:1(CHO))+Na,712.4524,529.38636,653.378901,507.40442,383.123021,455.253301,442.19652,514.3268,492.34484
OxPC(17:0_11:2(CHO))+Na,710.43675,527.37071,651.363251,505.38877,381.107371,455.253301,440.18087,514.3268,492.34484
OxPC(17:0_12:1(CHO))+Na,726.46805,543.40201,667.394551,521.42007,397.138671,455.253301,456.21217,514.3268,492.34484
OxPC(17:0_12:2(CHO))+Na,724.4524,541.38636,665.378901,519.40442,395.123021,455.253301,454.19652,514.3268,492.34484
OxPC(17:0_12:3(CHO))+Na,722.43675,539.37071,663.363251,517.38877,393.107371,455.253301,452.18087,514.3268,492.34484
OxPC(17:0_13:1(CHO))+Na,740.4837,557.41766,681.410201,535.43572,411.154321,455.253301,470.22782,514.3268,492.34484
OxPC(17:0_13:2(CHO))+Na,738.46805,555.40201,679.394551,533.42007,409.138671,455.253301,468.21217,514.3268,492.34484
OxPC(17:0_13:3(CHO))+Na,736.4524,553.38636,677.378901,531.40442,407.123021,455.253301,466.19652,514.3268,492.34484
OxPC(17:0_14:1(CHO))+Na,754.49935,571.43331,695.425851,549.45137,425.169971,455.253301,484.24347,514.3268,492.34484
OxPC(17:0_14:2(CHO))+Na,752.4837,569.41766,693.410201,547.43572,423.154321,455.253301,482.22782,514.3268,492.34484
OxPC(17:0_14:3(CHO))+Na,750.46805,567.40201,691.394551,545.42007,421.138671,455.253301,480.21217,514.3268,492.34484
OxPC(17:0_15:1(CHO))+Na,768.515,585.44896,709.441501,563.46702,439.185621,455.253301,498.25912,514.3268,492.34484
OxPC(17:0_15:2(CHO))+Na,766.49935,583.43331,707.425851,561.45137,437.169971,455.253301,496.24347,514.3268,492.34484
OxPC(17:0_15:3(CHO))+Na,764.4837,581.41766,705.410201,559.43572,435.154321,455.253301,494.22782,514.3268,492.34484
OxPC(17:0_15:4(CHO))+Na,762.46805,579.40201,703.394551,557.42007,433.138671,455.253301,492.21217,514.3268,492.34484
OxPC(17:0_16:1(CHO))+Na,782.53065,599.46461,723.457151,577.48267,453.201271,455.253301,512.27477,514.3268,492.34484
OxPC(17:0_16:2(CHO))+Na,780.515,597.44896,721.441501,575.46702,451.185621,455.253301,510.25912,514.3268,492.34484
OxPC(17:0_16:3(CHO))+Na,778.49935,595.43331,719.425851,573.45137,449.169971,455.253301,508.24347,514.3268,492.34484
OxPC(17:0_16:4(CHO))+Na,776.4837,593.41766,717.410201,571.43572,447.154321,455.253301,506.22782,514.3268,492.34484
OxPC(17:0_17:4(CHO))+Na,790.49935,607.43331,731.425851,585.45137,461.169971,455.253301,520.24347,514.3268,492.34484
OxPC(17:0_18:4(CHO))+Na,804.515,621.44896,745.441501,599.46702,475.185621,455.253301,534.25912,514.3268,492.34484
OxPC(17:0_18:5(CHO))+Na,802.49935,619.43331,743.425851,597.45137,473.169971,455.253301,532.24347,514.3268,492.34484
OxPC(17:0_19:4(CHO))+Na,818.53065,635.46461,759.457151,613.48267,489.201271,455.253301,548.27477,514.3268,492.34484
OxPC(17:0_19:5(CHO))+Na,816.515,633.44896,757.441501,611.46702,487.185621,455.253301,546.25912,514.3268,492.34484
OxPC(17:0_3:0(COOH))+Na,618.33776,435.27172,559.264261,413.28978,289.008381,455.253301,348.08188,514.3268,492.34484
OxPC(17:0_4:0(COOH))+Na,632.35341,449.28737,573.279911,427.30543,303.024031,455.253301,362.09753,514.3268,492.34484
OxPC(17:0_5:0(COOH))+Na,646.36906,463.30302,587.295561,441.32108,317.039681,455.253301,376.11318,514.3268,492.34484
OxPC(17:0_6:0(COOH))+Na,660.38471,477.31867,601.311211,455.33673,331.055331,455.253301,390.12883,514.3268,492.34484
OxPC(17:0_7:0(COOH))+Na,674.40036,491.33432,615.326861,469.35238,345.070981,455.253301,404.14448,514.3268,492.34484
OxPC(17:0_8:0(COOH))+Na,688.41601,505.34997,629.342511,483.36803,359.086631,455.253301,418.16013,514.3268,492.34484
OxPC(17:0_9:0(COOH))+Na,702.43166,519.36562,643.358161,497.38368,373.102281,455.253301,432.17578,514.3268,492.34484
OxPC(17:0_10:0(COOH))+Na,716.44731,533.38127,657.373811,511.39933,387.117931,455.253301,446.19143,514.3268,492.34484
OxPC(17:0_11:0(COOH))+Na,730.46296,547.39692,671.389461,525.41498,401.133581,455.253301,460.20708,514.3268,492.34484
OxPC(17:0_12:0(COOH))+Na,744.47861,561.41257,685.405111,539.43063,415.149231,455.253301,474.22273,514.3268,492.34484
OxPC(17:0_13:0(COOH))+Na,758.49426,575.42822,699.420761,553.44628,429.164881,455.253301,488.23838,514.3268,492.34484
OxPC(17:0_14:0(COOH))+Na,772.50991,589.44387,713.436411,567.46193,443.180531,455.253301,502.25403,514.3268,492.34484
OxPC(17:0_15:0(COOH))+Na,786.52556,603.45952,727.452061,581.47758,457.196181,455.253301,516.26968,514.3268,492.34484
OxPC(17:0_6:1(COOH))+Na,658.36907,475.30303,599.295571,453.32109,329.039691,455.253301,388.11319,514.3268,492.34484
OxPC(17:0_7:1(COOH))+Na,672.38472,489.31868,613.311221,467.33674,343.055341,455.253301,402.12884,514.3268,492.34484
OxPC(17:0_8:1(COOH))+Na,686.40037,503.33433,627.326871,481.35239,357.070991,455.253301,416.14449,514.3268,492.34484
OxPC(17:0_9:1(COOH))+Na,700.41602,517.34998,641.342521,495.36804,371.086641,455.253301,430.16014,514.3268,492.34484
OxPC(17:0_9:2(COOH))+Na,698.40037,515.33433,639.326871,493.35239,369.070991,455.253301,428.14449,514.3268,492.34484
OxPC(17:0_10:1(COOH))+Na,714.43167,531.36563,655.358171,509.38369,385.102291,455.253301,444.17579,514.3268,492.34484
OxPC(17:0_10:2(COOH))+Na,712.41602,529.34998,653.342521,507.36804,383.086641,455.253301,442.16014,514.3268,492.34484
OxPC(17:0_11:1(COOH))+Na,728.44732,545.38128,669.373821,523.39934,399.117941,455.253301,458.19144,514.3268,492.34484
OxPC(17:0_11:2(COOH))+Na,726.43167,543.36563,667.358171,521.38369,397.102291,455.253301,456.17579,514.3268,492.34484
OxPC(17:0_12:1(COOH))+Na,742.46297,559.39693,683.389471,537.41499,413.133591,455.253301,472.20709,514.3268,492.34484
OxPC(17:0_12:2(COOH))+Na,740.44732,557.38128,681.373821,535.39934,411.117941,455.253301,470.19144,514.3268,492.34484
OxPC(17:0_12:3(COOH))+Na,738.43167,555.36563,679.358171,533.38369,409.102291,455.253301,468.17579,514.3268,492.34484
OxPC(17:0_13:1(COOH))+Na,756.47862,573.41258,697.405121,551.43064,427.149241,455.253301,486.22274,514.3268,492.34484
OxPC(17:0_13:2(COOH))+Na,754.46297,571.39693,695.389471,549.41499,425.133591,455.253301,484.20709,514.3268,492.34484
OxPC(17:0_13:3(COOH))+Na,752.44732,569.38128,693.373821,547.39934,423.117941,455.253301,482.19144,514.3268,492.34484
OxPC(17:0_14:1(COOH))+Na,770.49427,587.42823,711.420771,565.44629,441.164891,455.253301,500.23839,514.3268,492.34484
OxPC(17:0_14:2(COOH))+Na,768.47862,585.41258,709.405121,563.43064,439.149241,455.253301,498.22274,514.3268,492.34484
OxPC(17:0_14:3(COOH))+Na,766.46297,583.39693,707.389471,561.41499,437.133591,455.253301,496.20709,514.3268,492.34484
OxPC(17:0_15:1(COOH))+Na,784.50992,601.44388,725.436421,579.46194,455.180541,455.253301,514.25404,514.3268,492.34484
OxPC(17:0_15:2(COOH))+Na,782.49427,599.42823,723.420771,577.44629,453.164891,455.253301,512.23839,514.3268,492.34484
OxPC(17:0_15:3(COOH))+Na,780.47862,597.41258,721.405121,575.43064,451.149241,455.253301,510.22274,514.3268,492.34484
OxPC(17:0_15:4(COOH))+Na,778.46297,595.39693,719.389471,573.41499,449.133591,455.253301,508.20709,514.3268,492.34484
OxPC(17:0_16:1(COOH))+Na,798.52557,615.45953,739.452071,593.47759,469.196191,455.253301,528.26969,514.3268,492.34484
OxPC(17:0_16:2(COOH))+Na,796.50992,613.44388,737.436421,591.46194,467.180541,455.253301,526.25404,514.3268,492.34484
OxPC(17:0_16:3(COOH))+Na,794.49427,611.42823,735.420771,589.44629,465.164891,455.253301,524.23839,514.3268,492.34484
OxPC(17:0_16:4(COOH))+Na,792.47862,609.41258,733.405121,587.43064,463.149241,455.253301,522.22274,514.3268,492.34484
OxPC(17:0_17:4(COOH))+Na,806.49427,623.42823,747.420771,601.44629,477.164891,455.253301,536.23839,514.3268,492.34484
OxPC(17:0_18:4(COOH))+Na,820.50992,637.44388,761.436421,615.46194,491.180541,455.253301,550.25404,514.3268,492.34484
OxPC(17:0_18:5(COOH))+Na,818.49427,635.42823,759.420771,613.44629,489.164891,455.253301,548.23839,514.3268,492.34484
OxPC(17:0_19:4(COOH))+Na,834.52557,651.45953,775.452071,629.47759,505.196191,455.253301,564.26969,514.3268,492.34484
OxPC(17:0_19:5(COOH))+Na,832.50992,649.44388,773.436421,627.46194,503.180541,455.253301,562.25404,514.3268,492.34484
OxPC(17:0_3:0(CHO))+Na,602.34284,419.2768,543.269341,397.29486,273.013461,455.253301,332.08696,514.3268,492.34484
OxPC(17:0_4:0(CHO))+Na,616.35849,433.29245,557.284991,411.31051,287.029111,455.253301,346.10261,514.3268,492.34484
OxPC(18:4_3:0(CHO))+Na,608.29589,425.22985,549.222391,403.24791,273.013461,461.206351,332.08696,520.27985,498.29789
OxPC(18:4_4:0(CHO))+Na,622.31154,439.2455,563.238041,417.26356,287.029111,461.206351,346.10261,520.27985,498.29789
OxPC(18:4_5:0(CHO))+Na,636.32719,453.26115,577.253691,431.27921,301.044761,461.206351,360.11826,520.27985,498.29789
OxPC(18:4_6:0(CHO))+Na,650.34284,467.2768,591.269341,445.29486,315.060411,461.206351,374.13391,520.27985,498.29789
OxPC(18:4_7:0(CHO))+Na,664.35849,481.29245,605.284991,459.31051,329.076061,461.206351,388.14956,520.27985,498.29789
OxPC(18:4_8:0(CHO))+Na,678.37414,495.3081,619.300641,473.32616,343.091711,461.206351,402.16521,520.27985,498.29789
OxPC(18:4_9:0(CHO))+Na,692.38979,509.32375,633.316291,487.34181,357.107361,461.206351,416.18086,520.27985,498.29789
OxPC(18:4_10:0(CHO))+Na,706.40544,523.3394,647.331941,501.35746,371.123011,461.206351,430.19651,520.27985,498.29789
OxPC(18:4_11:0(CHO))+Na,720.42109,537.35505,661.347591,515.37311,385.138661,461.206351,444.21216,520.27985,498.29789
OxPC(18:4_12:0(CHO))+Na,734.43674,551.3707,675.363241,529.38876,399.154311,461.206351,458.22781,520.27985,498.29789
OxPC(18:4_13:0(CHO))+Na,748.45239,565.38635,689.378891,543.40441,413.169961,461.206351,472.24346,520.27985,498.29789
OxPC(18:4_14:0(CHO))+Na,762.46804,579.402,703.394541,557.42006,427.185611,461.206351,486.25911,520.27985,498.29789
OxPC(18:4_15:0(CHO))+Na,776.48369,593.41765,717.410191,571.43571,441.201261,461.206351,500.27476,520.27985,498.29789
OxPC(18:4_6:1(CHO))+Na,648.3272,465.26116,589.253701,443.27922,313.044771,461.206351,372.11827,520.27985,498.29789
OxPC(18:4_7:1(CHO))+Na,662.34285,479.27681,603.269351,457.29487,327.060421,461.206351,386.13392,520.27985,498.29789
OxPC(18:4_8:1(CHO))+Na,676.3585,493.29246,617.285001,471.31052,341.076071,461.206351,400.14957,520.27985,498.29789
OxPC(18:4_9:1(CHO))+Na,690.37415,507.30811,631.300651,485.32617,355.091721,461.206351,414.16522,520.27985,498.29789
OxPC(18:4_9:2(CHO))+Na,688.3585,505.29246,629.285001,483.31052,353.076071,461.206351,412.14957,520.27985,498.29789
OxPC(18:4_10:1(CHO))+Na,704.3898,521.32376,645.316301,499.34182,369.107371,461.206351,428.18087,520.27985,498.29789
OxPC(18:4_10:2(CHO))+Na,702.37415,519.30811,643.300651,497.32617,367.091721,461.206351,426.16522,520.27985,498.29789
OxPC(18:4_11:1(CHO))+Na,718.40545,535.33941,659.331951,513.35747,383.123021,461.206351,442.19652,520.27985,498.29789
OxPC(18:4_11:2(CHO))+Na,716.3898,533.32376,657.316301,511.34182,381.107371,461.206351,440.18087,520.27985,498.29789
OxPC(18:4_12:1(CHO))+Na,732.4211,549.35506,673.347601,527.37312,397.138671,461.206351,456.21217,520.27985,498.29789
OxPC(18:4_12:2(CHO))+Na,730.40545,547.33941,671.331951,525.35747,395.123021,461.206351,454.19652,520.27985,498.29789
OxPC(18:4_12:3(CHO))+Na,728.3898,545.32376,669.316301,523.34182,393.107371,461.206351,452.18087,520.27985,498.29789
OxPC(18:4_13:1(CHO))+Na,746.43675,563.37071,687.363251,541.38877,411.154321,461.206351,470.22782,520.27985,498.29789
OxPC(18:4_13:2(CHO))+Na,744.4211,561.35506,685.347601,539.37312,409.138671,461.206351,468.21217,520.27985,498.29789
OxPC(18:4_13:3(CHO))+Na,742.40545,559.33941,683.331951,537.35747,407.123021,461.206351,466.19652,520.27985,498.29789
OxPC(18:4_14:1(CHO))+Na,760.4524,577.38636,701.378901,555.40442,425.169971,461.206351,484.24347,520.27985,498.29789
OxPC(18:4_14:2(CHO))+Na,758.43675,575.37071,699.363251,553.38877,423.154321,461.206351,482.22782,520.27985,498.29789
OxPC(18:4_14:3(CHO))+Na,756.4211,573.35506,697.347601,551.37312,421.138671,461.206351,480.21217,520.27985,498.29789
OxPC(18:4_15:1(CHO))+Na,774.46805,591.40201,715.394551,569.42007,439.185621,461.206351,498.25912,520.27985,498.29789
OxPC(18:4_15:2(CHO))+Na,772.4524,589.38636,713.378901,567.40442,437.169971,461.206351,496.24347,520.27985,498.29789
OxPC(18:4_15:3(CHO))+Na,770.43675,587.37071,711.363251,565.38877,435.154321,461.206351,494.22782,520.27985,498.29789
OxPC(18:4_15:4(CHO))+Na,768.4211,585.35506,709.347601,563.37312,433.138671,461.206351,492.21217,520.27985,498.29789
OxPC(18:4_16:1(CHO))+Na,788.4837,605.41766,729.410201,583.43572,453.201271,461.206351,512.27477,520.27985,498.29789
OxPC(18:4_16:2(CHO))+Na,786.46805,603.40201,727.394551,581.42007,451.185621,461.206351,510.25912,520.27985,498.29789
OxPC(18:4_16:3(CHO))+Na,784.4524,601.38636,725.378901,579.40442,449.169971,461.206351,508.24347,520.27985,498.29789
OxPC(18:4_16:4(CHO))+Na,782.43675,599.37071,723.363251,577.38877,447.154321,461.206351,506.22782,520.27985,498.29789
OxPC(18:4_17:4(CHO))+Na,796.4524,613.38636,737.378901,591.40442,461.169971,461.206351,520.24347,520.27985,498.29789
OxPC(18:4_18:4(CHO))+Na,810.46805,627.40201,751.394551,605.42007,475.185621,461.206351,534.25912,520.27985,498.29789
OxPC(18:4_18:5(CHO))+Na,808.4524,625.38636,749.378901,603.40442,473.169971,461.206351,532.24347,520.27985,498.29789
OxPC(18:4_19:4(CHO))+Na,824.4837,641.41766,765.410201,619.43572,489.201271,461.206351,548.27477,520.27985,498.29789
OxPC(18:4_19:5(CHO))+Na,822.46805,639.40201,763.394551,617.42007,487.185621,461.206351,546.25912,520.27985,498.29789
OxPC(18:4_3:0(COOH))+Na,624.29081,441.22477,565.217311,419.24283,289.008381,461.206351,348.08188,520.27985,498.29789
OxPC(18:4_4:0(COOH))+Na,638.30646,455.24042,579.232961,433.25848,303.024031,461.206351,362.09753,520.27985,498.29789
OxPC(18:4_5:0(COOH))+Na,652.32211,469.25607,593.248611,447.27413,317.039681,461.206351,376.11318,520.27985,498.29789
OxPC(18:4_6:0(COOH))+Na,666.33776,483.27172,607.264261,461.28978,331.055331,461.206351,390.12883,520.27985,498.29789
OxPC(18:4_7:0(COOH))+Na,680.35341,497.28737,621.279911,475.30543,345.070981,461.206351,404.14448,520.27985,498.29789
OxPC(18:4_8:0(COOH))+Na,694.36906,511.30302,635.295561,489.32108,359.086631,461.206351,418.16013,520.27985,498.29789
OxPC(18:4_9:0(COOH))+Na,708.38471,525.31867,649.311211,503.33673,373.102281,461.206351,432.17578,520.27985,498.29789
OxPC(18:4_10:0(COOH))+Na,722.40036,539.33432,663.326861,517.35238,387.117931,461.206351,446.19143,520.27985,498.29789
OxPC(18:4_11:0(COOH))+Na,736.41601,553.34997,677.342511,531.36803,401.133581,461.206351,460.20708,520.27985,498.29789
OxPC(18:4_12:0(COOH))+Na,750.43166,567.36562,691.358161,545.38368,415.149231,461.206351,474.22273,520.27985,498.29789
OxPC(18:4_13:0(COOH))+Na,764.44731,581.38127,705.373811,559.39933,429.164881,461.206351,488.23838,520.27985,498.29789
OxPC(18:4_14:0(COOH))+Na,778.46296,595.39692,719.389461,573.41498,443.180531,461.206351,502.25403,520.27985,498.29789
OxPC(18:4_15:0(COOH))+Na,792.47861,609.41257,733.405111,587.43063,457.196181,461.206351,516.26968,520.27985,498.29789
OxPC(18:4_6:1(COOH))+Na,664.32212,481.25608,605.248621,459.27414,329.039691,461.206351,388.11319,520.27985,498.29789
OxPC(18:4_7:1(COOH))+Na,678.33777,495.27173,619.264271,473.28979,343.055341,461.206351,402.12884,520.27985,498.29789
OxPC(18:4_8:1(COOH))+Na,692.35342,509.28738,633.279921,487.30544,357.070991,461.206351,416.14449,520.27985,498.29789
OxPC(18:4_9:1(COOH))+Na,706.36907,523.30303,647.295571,501.32109,371.086641,461.206351,430.16014,520.27985,498.29789
OxPC(18:4_9:2(COOH))+Na,704.35342,521.28738,645.279921,499.30544,369.070991,461.206351,428.14449,520.27985,498.29789
OxPC(18:4_10:1(COOH))+Na,720.38472,537.31868,661.311221,515.33674,385.102291,461.206351,444.17579,520.27985,498.29789
OxPC(18:4_10:2(COOH))+Na,718.36907,535.30303,659.295571,513.32109,383.086641,461.206351,442.16014,520.27985,498.29789
OxPC(18:4_11:1(COOH))+Na,734.40037,551.33433,675.326871,529.35239,399.117941,461.206351,458.19144,520.27985,498.29789
OxPC(18:4_11:2(COOH))+Na,732.38472,549.31868,673.311221,527.33674,397.102291,461.206351,456.17579,520.27985,498.29789
OxPC(18:4_12:1(COOH))+Na,748.41602,565.34998,689.342521,543.36804,413.133591,461.206351,472.20709,520.27985,498.29789
OxPC(18:4_12:2(COOH))+Na,746.40037,563.33433,687.326871,541.35239,411.117941,461.206351,470.19144,520.27985,498.29789
OxPC(18:4_12:3(COOH))+Na,744.38472,561.31868,685.311221,539.33674,409.102291,461.206351,468.17579,520.27985,498.29789
OxPC(18:4_13:1(COOH))+Na,762.43167,579.36563,703.358171,557.38369,427.149241,461.206351,486.22274,520.27985,498.29789
OxPC(18:4_13:2(COOH))+Na,760.41602,577.34998,701.342521,555.36804,425.133591,461.206351,484.20709,520.27985,498.29789
OxPC(18:4_13:3(COOH))+Na,758.40037,575.33433,699.326871,553.35239,423.117941,461.206351,482.19144,520.27985,498.29789
OxPC(18:4_14:1(COOH))+Na,776.44732,593.38128,717.373821,571.39934,441.164891,461.206351,500.23839,520.27985,498.29789
