CL,[M+NH4]+,(sn1+sn2)+,(sn1'+sn2')+
CL(34:0)(40:4)+NH4,1503.0998,579.5346872,655.5659872
CL(34:0)(40:5)+NH4,1501.0842,579.5346872,653.5503872
CL(34:0)(40:6)+NH4,1499.0685,579.5346872,651.5346872
CL(34:0)(40:7)+NH4,1497.0529,579.5346872,649.5190872
CL(34:0)(40:8)+NH4,1495.0373,579.5346872,647.5034872
CL(34:0)(40:9)+NH4,1493.0216,579.5346872,645.4877872
CL(34:0)(42:0)+NH4,1539.1937,579.5346872,691.6598872
CL(34:0)(42:1)+NH4,1537.178,579.5346872,689.6441872
CL(34:0)(42:10)+NH4,1519.0373,579.5346872,671.5034872
CL(34:0)(42:2)+NH4,1535.1624,579.5346872,687.6285872
CL(34:0)(42:3)+NH4,1533.1467,579.5346872,685.6128872
CL(34:0)(42:4)+NH4,1531.1311,579.5346872,683.5972872
CL(34:0)(42:5)+NH4,1529.1154,579.5346872,681.5815872
CL(34:0)(42:6)+NH4,1527.0998,579.5346872,679.5659872
CL(34:0)(42:7)+NH4,1525.0842,579.5346872,677.5503872
CL(34:0)(42:8)+NH4,1523.0685,579.5346872,675.5346872
CL(34:0)(42:9)+NH4,1521.0529,579.5346872,673.5190872
CL(34:0)(44:0)+NH4,1567.2249,579.5346872,719.6910872
CL(34:0)(44:10)+NH4,1547.0685,579.5346872,699.5346872
CL(34:0)(44:11)+NH4,1545.0529,579.5346872,697.5190872
CL(34:0)(44:12)+NH4,1543.0373,579.5346872,695.5034872
CL(34:0)(44:5)+NH4,1557.1467,579.5346872,709.6128872
CL(34:0)(44:6)+NH4,1555.1311,579.5346872,707.5972872
CL(34:0)(46:12)+NH4,1571.0674,579.5346872,723.5335872
CL(34:0)(48:12)+NH4,1599.0987,579.5346872,751.5648872
CL(34:1)(34:1)+NH4,1423.0373,577.5190872,577.5190872
CL(34:1)(34:2)+NH4,1421.0217,577.5190872,575.5034872
CL(34:1)(34:3)+NH4,1419.006,577.5190872,573.4877872
CL(34:1)(34:4)+NH4,1416.9904,577.5190872,571.4721872
CL(34:1)(36:0)+NH4,1453.0842,577.5190872,607.5659872
CL(34:1)(36:1)+NH4,1451.0686,577.5190872,605.5503872
CL(34:1)(36:2)+NH4,1449.0529,577.5190872,603.5346872
CL(34:1)(36:3)+NH4,1447.0373,577.5190872,601.5190872
CL(34:1)(36:4)+NH4,1445.0217,577.5190872,599.5034872
CL(34:1)(36:5)+NH4,1443.006,577.5190872,597.4877872
CL(34:1)(36:6)+NH4,1440.9904,577.5190872,595.4721872
CL(34:1)(38:0)+NH4,1481.1155,577.5190872,635.5972872
CL(34:1)(38:1)+NH4,1479.0998,577.5190872,633.5815872
CL(34:1)(38:2)+NH4,1477.0842,577.5190872,631.5659872
CL(34:1)(38:3)+NH4,1475.0686,577.5190872,629.5503872
CL(34:1)(38:4)+NH4,1473.0529,577.5190872,627.5346872
CL(34:1)(38:5)+NH4,1471.0373,577.5190872,625.5190872
CL(34:1)(38:6)+NH4,1469.0217,577.5190872,623.5034872
CL(34:1)(38:7)+NH4,1467.006,577.5190872,621.4877872
CL(34:1)(40:0)+NH4,1509.1468,577.5190872,663.6285872
CL(34:1)(40:1)+NH4,1507.1311,577.5190872,661.6128872
CL(34:1)(40:2)+NH4,1505.1155,577.5190872,659.5972872
CL(34:1)(40:3)+NH4,1503.0998,577.5190872,657.5815872
CL(34:1)(40:4)+NH4,1501.0842,577.5190872,655.5659872
CL(34:1)(40:5)+NH4,1499.0686,577.5190872,653.5503872
CL(34:1)(40:6)+NH4,1497.0529,577.5190872,651.5346872
CL(34:1)(40:7)+NH4,1495.0373,577.5190872,649.5190872
CL(34:1)(40:8)+NH4,1493.0217,577.5190872,647.5034872
CL(34:1)(40:9)+NH4,1491.006,577.5190872,645.4877872
CL(34:1)(42:0)+NH4,1537.1781,577.5190872,691.6598872
CL(34:1)(42:1)+NH4,1535.1624,577.5190872,689.6441872
CL(34:1)(42:10)+NH4,1517.0217,577.5190872,671.5034872
CL(34:1)(42:2)+NH4,1533.1468,577.5190872,687.6285872
CL(34:1)(42:3)+NH4,1531.1311,577.5190872,685.6128872
CL(34:1)(42:4)+NH4,1529.1155,577.5190872,683.5972872
CL(34:1)(42:5)+NH4,1527.0998,577.5190872,681.5815872
CL(34:1)(42:6)+NH4,1525.0842,577.5190872,679.5659872
CL(34:1)(42:7)+NH4,1523.0686,577.5190872,677.5503872
CL(34:1)(42:8)+NH4,1521.0529,577.5190872,675.5346872
CL(34:1)(42:9)+NH4,1519.0373,577.5190872,673.5190872
CL(34:1)(44:0)+NH4,1565.2093,577.5190872,719.6910872
CL(34:1)(44:10)+NH4,1545.0529,577.5190872,699.5346872
CL(34:1)(44:11)+NH4,1543.0373,577.5190872,697.5190872
CL(34:1)(44:12)+NH4,1541.0217,577.5190872,695.5034872
CL(34:1)(44:5)+NH4,1555.1311,577.5190872,709.6128872
CL(34:1)(44:6)+NH4,1553.1155,577.5190872,707.5972872
CL(34:1)(46:12)+NH4,1569.0518,577.5190872,723.5335872
CL(34:1)(48:12)+NH4,1597.0831,577.5190872,751.5648872
CL(34:2)(34:2)+NH4,1419.0061,575.5034872,575.5034872
CL(34:2)(34:3)+NH4,1416.9904,575.5034872,573.4877872
CL(34:2)(34:4)+NH4,1414.9748,575.5034872,571.4721872
CL(34:2)(36:0)+NH4,1451.0686,575.5034872,607.5659872
CL(34:2)(36:1)+NH4,1449.053,575.5034872,605.5503872
CL(34:2)(36:2)+NH4,1447.0373,575.5034872,603.5346872
CL(34:2)(36:3)+NH4,1445.0217,575.5034872,601.5190872
CL(34:2)(36:4)+NH4,1443.0061,575.5034872,599.5034872
CL(34:2)(36:5)+NH4,1440.9904,575.5034872,597.4877872
CL(34:2)(36:6)+NH4,1438.9748,575.5034872,595.4721872
CL(34:2)(38:0)+NH4,1479.0999,575.5034872,635.5972872
CL(34:2)(38:1)+NH4,1477.0842,575.5034872,633.5815872
CL(34:2)(38:2)+NH4,1475.0686,575.5034872,631.5659872
CL(34:2)(38:3)+NH4,1473.053,575.5034872,629.5503872
CL(34:2)(38:4)+NH4,1471.0373,575.5034872,627.5346872
CL(34:2)(38:5)+NH4,1469.0217,575.5034872,625.5190872
CL(34:2)(38:6)+NH4,1467.0061,575.5034872,623.5034872
CL(34:2)(38:7)+NH4,1464.9904,575.5034872,621.4877872
CL(34:2)(40:0)+NH4,1507.1312,575.5034872,663.6285872
CL(34:2)(40:1)+NH4,1505.1155,575.5034872,661.6128872
CL(34:2)(40:2)+NH4,1503.0999,575.5034872,659.5972872
CL(34:2)(40:3)+NH4,1501.0842,575.5034872,657.5815872
CL(34:2)(40:4)+NH4,1499.0686,575.5034872,655.5659872
CL(34:2)(40:5)+NH4,1497.053,575.5034872,653.5503872
CL(34:2)(40:6)+NH4,1495.0373,575.5034872,651.5346872
CL(34:2)(40:7)+NH4,1493.0217,575.5034872,649.5190872
CL(34:2)(40:8)+NH4,1491.0061,575.5034872,647.5034872
CL(34:2)(40:9)+NH4,1488.9904,575.5034872,645.4877872
CL(34:2)(42:0)+NH4,1535.1625,575.5034872,691.6598872
CL(34:2)(42:1)+NH4,1533.1468,575.5034872,689.6441872
CL(34:2)(42:10)+NH4,1515.0061,575.5034872,671.5034872
CL(34:2)(42:2)+NH4,1531.1312,575.5034872,687.6285872
CL(34:2)(42:3)+NH4,1529.1155,575.5034872,685.6128872
CL(34:2)(42:4)+NH4,1527.0999,575.5034872,683.5972872
CL(34:2)(42:5)+NH4,1525.0842,575.5034872,681.5815872
CL(34:2)(42:6)+NH4,1523.0686,575.5034872,679.5659872
CL(34:2)(42:7)+NH4,1521.053,575.5034872,677.5503872
CL(34:2)(42:8)+NH4,1519.0373,575.5034872,675.5346872
CL(34:2)(42:9)+NH4,1517.0217,575.5034872,673.5190872
CL(34:2)(44:0)+NH4,1563.1937,575.5034872,719.6910872
CL(34:2)(44:10)+NH4,1543.0373,575.5034872,699.5346872
CL(34:2)(44:11)+NH4,1541.0217,575.5034872,697.5190872
CL(34:2)(44:12)+NH4,1539.0061,575.5034872,695.5034872
CL(34:2)(44:5)+NH4,1553.1155,575.5034872,709.6128872
CL(34:2)(44:6)+NH4,1551.0999,575.5034872,707.5972872
CL(34:2)(46:12)+NH4,1567.0362,575.5034872,723.5335872
CL(34:2)(48:12)+NH4,1595.0675,575.5034872,751.5648872
CL(34:3)(34:3)+NH4,1414.9747,573.4877872,573.4877872
CL(34:3)(34:4)+NH4,1412.9591,573.4877872,571.4721872
CL(34:3)(36:0)+NH4,1449.0529,573.4877872,607.5659872
CL(34:3)(36:1)+NH4,1447.0373,573.4877872,605.5503872
CL(34:3)(36:2)+NH4,1445.0216,573.4877872,603.5346872
CL(34:3)(36:3)+NH4,1443.006,573.4877872,601.5190872
CL(34:3)(36:4)+NH4,1440.9904,573.4877872,599.5034872
CL(34:3)(36:5)+NH4,1438.9747,573.4877872,597.4877872
CL(34:3)(36:6)+NH4,1436.9591,573.4877872,595.4721872
CL(34:3)(38:0)+NH4,1477.0842,573.4877872,635.5972872
CL(34:3)(38:1)+NH4,1475.0685,573.4877872,633.5815872
CL(34:3)(38:2)+NH4,1473.0529,573.4877872,631.5659872
CL(34:3)(38:3)+NH4,1471.0373,573.4877872,629.5503872
CL(34:3)(38:4)+NH4,1469.0216,573.4877872,627.5346872
CL(34:3)(38:5)+NH4,1467.006,573.4877872,625.5190872
CL(34:3)(38:6)+NH4,1464.9904,573.4877872,623.5034872
CL(34:3)(38:7)+NH4,1462.9747,573.4877872,621.4877872
CL(34:3)(40:0)+NH4,1505.1155,573.4877872,663.6285872
CL(34:3)(40:1)+NH4,1503.0998,573.4877872,661.6128872
CL(34:3)(40:2)+NH4,1501.0842,573.4877872,659.5972872
CL(34:3)(40:3)+NH4,1499.0685,573.4877872,657.5815872
CL(34:3)(40:4)+NH4,1497.0529,573.4877872,655.5659872
CL(34:3)(40:5)+NH4,1495.0373,573.4877872,653.5503872
CL(34:3)(40:6)+NH4,1493.0216,573.4877872,651.5346872
CL(34:3)(40:7)+NH4,1491.006,573.4877872,649.5190872
CL(34:3)(40:8)+NH4,1488.9904,573.4877872,647.5034872
CL(34:3)(40:9)+NH4,1486.9747,573.4877872,645.4877872
CL(34:3)(42:0)+NH4,1533.1468,573.4877872,691.6598872
CL(34:3)(42:1)+NH4,1531.1311,573.4877872,689.6441872
CL(34:3)(42:10)+NH4,1512.9904,573.4877872,671.5034872
CL(34:3)(42:2)+NH4,1529.1155,573.4877872,687.6285872
CL(34:3)(42:3)+NH4,1527.0998,573.4877872,685.6128872
CL(34:3)(42:4)+NH4,1525.0842,573.4877872,683.5972872
CL(34:3)(42:5)+NH4,1523.0685,573.4877872,681.5815872
CL(34:3)(42:6)+NH4,1521.0529,573.4877872,679.5659872
CL(34:3)(42:7)+NH4,1519.0373,573.4877872,677.5503872
CL(34:3)(42:8)+NH4,1517.0216,573.4877872,675.5346872
CL(34:3)(42:9)+NH4,1515.006,573.4877872,673.5190872
CL(34:3)(44:0)+NH4,1561.178,573.4877872,719.6910872
CL(34:3)(44:10)+NH4,1541.0216,573.4877872,699.5346872
CL(34:3)(44:11)+NH4,1539.006,573.4877872,697.5190872
CL(34:3)(44:12)+NH4,1536.9904,573.4877872,695.5034872
CL(34:3)(44:5)+NH4,1551.0998,573.4877872,709.6128872
CL(34:3)(44:6)+NH4,1549.0842,573.4877872,707.5972872
CL(34:3)(46:12)+NH4,1565.0205,573.4877872,723.5335872
CL(34:3)(48:12)+NH4,1593.0518,573.4877872,751.5648872
CL(34:4)(34:4)+NH4,1410.9435,571.4721872,571.4721872
CL(34:4)(36:0)+NH4,1447.0373,571.4721872,607.5659872
CL(34:4)(36:1)+NH4,1445.0217,571.4721872,605.5503872
CL(34:4)(36:2)+NH4,1443.006,571.4721872,603.5346872
CL(34:4)(36:3)+NH4,1440.9904,571.4721872,601.5190872
CL(34:4)(36:4)+NH4,1438.9748,571.4721872,599.5034872
CL(34:4)(36:5)+NH4,1436.9591,571.4721872,597.4877872
CL(34:4)(36:6)+NH4,1434.9435,571.4721872,595.4721872
CL(34:4)(38:0)+NH4,1475.0686,571.4721872,635.5972872
CL(34:4)(38:1)+NH4,1473.0529,571.4721872,633.5815872
CL(34:4)(38:2)+NH4,1471.0373,571.4721872,631.5659872
CL(34:4)(38:3)+NH4,1469.0217,571.4721872,629.5503872
CL(34:4)(38:4)+NH4,1467.006,571.4721872,627.5346872
CL(34:4)(38:5)+NH4,1464.9904,571.4721872,625.5190872
CL(34:4)(38:6)+NH4,1462.9748,571.4721872,623.5034872
CL(34:4)(38:7)+NH4,1460.9591,571.4721872,621.4877872
CL(34:4)(40:0)+NH4,1503.0999,571.4721872,663.6285872
CL(34:4)(40:1)+NH4,1501.0842,571.4721872,661.6128872
CL(34:4)(40:2)+NH4,1499.0686,571.4721872,659.5972872
CL(34:4)(40:3)+NH4,1497.0529,571.4721872,657.5815872
CL(34:4)(40:4)+NH4,1495.0373,571.4721872,655.5659872
CL(34:4)(40:5)+NH4,1493.0217,571.4721872,653.5503872
CL(34:4)(40:6)+NH4,1491.006,571.4721872,651.5346872
CL(34:4)(40:7)+NH4,1488.9904,571.4721872,649.5190872
CL(34:4)(40:8)+NH4,1486.9748,571.4721872,647.5034872
CL(34:4)(40:9)+NH4,1484.9591,571.4721872,645.4877872
CL(34:4)(42:0)+NH4,1531.1312,571.4721872,691.6598872
CL(34:4)(42:1)+NH4,1529.1155,571.4721872,689.6441872
CL(34:4)(42:10)+NH4,1510.9748,571.4721872,671.5034872
CL(34:4)(42:2)+NH4,1527.0999,571.4721872,687.6285872
CL(34:4)(42:3)+NH4,1525.0842,571.4721872,685.6128872
CL(34:4)(42:4)+NH4,1523.0686,571.4721872,683.5972872
CL(34:4)(42:5)+NH4,1521.0529,571.4721872,681.5815872
CL(34:4)(42:6)+NH4,1519.0373,571.4721872,679.5659872
CL(34:4)(42:7)+NH4,1517.0217,571.4721872,677.5503872
CL(34:4)(42:8)+NH4,1515.006,571.4721872,675.5346872
CL(34:4)(42:9)+NH4,1512.9904,571.4721872,673.5190872
CL(34:4)(44:0)+NH4,1559.1624,571.4721872,719.6910872
CL(34:4)(44:10)+NH4,1539.006,571.4721872,699.5346872
CL(34:4)(44:11)+NH4,1536.9904,571.4721872,697.5190872
CL(34:4)(44:12)+NH4,1534.9748,571.4721872,695.5034872
CL(34:4)(44:5)+NH4,1549.0842,571.4721872,709.6128872
CL(34:4)(44:6)+NH4,1547.0686,571.4721872,707.5972872
CL(34:4)(46:12)+NH4,1563.0049,571.4721872,723.5335872
CL(34:4)(48:12)+NH4,1591.0362,571.4721872,751.5648872
CL(36:0)(36:0)+NH4,1483.1311,607.5659872,607.5659872
CL(36:0)(36:1)+NH4,1481.1155,607.5659872,605.5503872
CL(36:0)(36:2)+NH4,1479.0998,607.5659872,603.5346872
CL(36:0)(36:3)+NH4,1477.0842,607.5659872,601.5190872
CL(36:0)(36:4)+NH4,1475.0686,607.5659872,599.5034872
CL(36:0)(36:5)+NH4,1473.0529,607.5659872,597.4877872
CL(36:0)(36:6)+NH4,1471.0373,607.5659872,595.4721872
CL(36:0)(38:0)+NH4,1511.1624,607.5659872,635.5972872
CL(36:0)(38:1)+NH4,1509.1467,607.5659872,633.5815872
CL(36:0)(38:2)+NH4,1507.1311,607.5659872,631.5659872
CL(36:0)(38:3)+NH4,1505.1155,607.5659872,629.5503872
CL(36:0)(38:4)+NH4,1503.0998,607.5659872,627.5346872
CL(36:0)(38:5)+NH4,1501.0842,607.5659872,625.5190872
CL(36:0)(38:6)+NH4,1499.0686,607.5659872,623.5034872
CL(36:0)(38:7)+NH4,1497.0529,607.5659872,621.4877872
CL(36:0)(40:0)+NH4,1539.1937,607.5659872,663.6285872
CL(36:0)(40:1)+NH4,1537.178,607.5659872,661.6128872
CL(36:0)(40:2)+NH4,1535.1624,607.5659872,659.5972872
CL(36:0)(40:3)+NH4,1533.1467,607.5659872,657.5815872
CL(36:0)(40:4)+NH4,1531.1311,607.5659872,655.5659872
CL(36:0)(40:5)+NH4,1529.1155,607.5659872,653.5503872
CL(36:0)(40:6)+NH4,1527.0998,607.5659872,651.5346872
CL(36:0)(40:7)+NH4,1525.0842,607.5659872,649.5190872
CL(36:0)(40:8)+NH4,1523.0686,607.5659872,647.5034872
CL(36:0)(40:9)+NH4,1521.0529,607.5659872,645.4877872
CL(36:0)(42:0)+NH4,1567.225,607.5659872,691.6598872
CL(36:0)(42:1)+NH4,1565.2093,607.5659872,689.6441872
CL(36:0)(42:10)+NH4,1547.0686,607.5659872,671.5034872
CL(36:0)(42:2)+NH4,1563.1937,607.5659872,687.6285872
CL(36:0)(42:3)+NH4,1561.178,607.5659872,685.6128872
CL(36:0)(42:4)+NH4,1559.1624,607.5659872,683.5972872
CL(36:0)(42:5)+NH4,1557.1467,607.5659872,681.5815872
CL(36:0)(42:6)+NH4,1555.1311,607.5659872,679.5659872
CL(36:0)(42:7)+NH4,1553.1155,607.5659872,677.5503872
CL(36:0)(42:8)+NH4,1551.0998,607.5659872,675.5346872
CL(36:0)(42:9)+NH4,1549.0842,607.5659872,673.5190872
CL(36:0)(44:0)+NH4,1595.2562,607.5659872,719.6910872
CL(36:0)(44:10)+NH4,1575.0998,607.5659872,699.5346872
CL(36:0)(44:11)+NH4,1573.0842,607.5659872,697.5190872
CL(36:0)(44:12)+NH4,1571.0686,607.5659872,695.5034872
CL(36:0)(44:5)+NH4,1585.178,607.5659872,709.6128872
CL(36:0)(44:6)+NH4,1583.1624,607.5659872,707.5972872
CL(36:0)(46:12)+NH4,1599.0987,607.5659872,723.5335872
CL(36:0)(48:12)+NH4,1627.13,607.5659872,751.5648872
CL(36:1)(36:1)+NH4,1479.0999,605.5503872,605.5503872
CL(36:1)(36:2)+NH4,1477.0842,605.5503872,603.5346872
CL(36:1)(36:3)+NH4,1475.0686,605.5503872,601.5190872
CL(36:1)(36:4)+NH4,1473.053,605.5503872,599.5034872
CL(36:1)(36:5)+NH4,1471.0373,605.5503872,597.4877872
CL(36:1)(36:6)+NH4,1469.0217,605.5503872,595.4721872
CL(36:1)(38:0)+NH4,1509.1468,605.5503872,635.5972872
CL(36:1)(38:1)+NH4,1507.1311,605.5503872,633.5815872
CL(36:1)(38:2)+NH4,1505.1155,605.5503872,631.5659872
CL(36:1)(38:3)+NH4,1503.0999,605.5503872,629.5503872
CL(36:1)(38:4)+NH4,1501.0842,605.5503872,627.5346872
CL(36:1)(38:5)+NH4,1499.0686,605.5503872,625.5190872
CL(36:1)(38:6)+NH4,1497.053,605.5503872,623.5034872
CL(36:1)(38:7)+NH4,1495.0373,605.5503872,621.4877872
CL(36:1)(40:0)+NH4,1537.1781,605.5503872,663.6285872
CL(36:1)(40:1)+NH4,1535.1624,605.5503872,661.6128872
CL(36:1)(40:2)+NH4,1533.1468,605.5503872,659.5972872
CL(36:1)(40:3)+NH4,1531.1311,605.5503872,657.5815872
CL(36:1)(40:4)+NH4,1529.1155,605.5503872,655.5659872
CL(36:1)(40:5)+NH4,1527.0999,605.5503872,653.5503872
CL(36:1)(40:6)+NH4,1525.0842,605.5503872,651.5346872
CL(36:1)(40:7)+NH4,1523.0686,605.5503872,649.5190872
CL(36:1)(40:8)+NH4,1521.053,605.5503872,647.5034872
CL(36:1)(40:9)+NH4,1519.0373,605.5503872,645.4877872
CL(36:1)(42:0)+NH4,1565.2094,605.5503872,691.6598872
CL(36:1)(42:1)+NH4,1563.1937,605.5503872,689.6441872
CL(36:1)(42:10)+NH4,1545.053,605.5503872,671.5034872
CL(36:1)(42:2)+NH4,1561.1781,605.5503872,687.6285872
CL(36:1)(42:3)+NH4,1559.1624,605.5503872,685.6128872
CL(36:1)(42:4)+NH4,1557.1468,605.5503872,683.5972872
CL(36:1)(42:5)+NH4,1555.1311,605.5503872,681.5815872
CL(36:1)(42:6)+NH4,1553.1155,605.5503872,679.5659872
CL(36:1)(42:7)+NH4,1551.0999,605.5503872,677.5503872
CL(36:1)(42:8)+NH4,1549.0842,605.5503872,675.5346872
CL(36:1)(42:9)+NH4,1547.0686,605.5503872,673.5190872
CL(36:1)(44:0)+NH4,1593.2406,605.5503872,719.6910872
CL(36:1)(44:10)+NH4,1573.0842,605.5503872,699.5346872
CL(36:1)(44:11)+NH4,1571.0686,605.5503872,697.5190872
CL(36:1)(44:12)+NH4,1569.053,605.5503872,695.5034872
CL(36:1)(44:5)+NH4,1583.1624,605.5503872,709.6128872
CL(36:1)(44:6)+NH4,1581.1468,605.5503872,707.5972872
CL(36:1)(46:12)+NH4,1597.0831,605.5503872,723.5335872
CL(36:1)(48:12)+NH4,1625.1144,605.5503872,751.5648872
CL(36:2)(36:2)+NH4,1475.0685,603.5346872,603.5346872
CL(36:2)(36:3)+NH4,1473.0529,603.5346872,601.5190872
CL(36:2)(36:4)+NH4,1471.0373,603.5346872,599.5034872
CL(36:2)(36:5)+NH4,1469.0216,603.5346872,597.4877872
CL(36:2)(36:6)+NH4,1467.006,603.5346872,595.4721872
CL(36:2)(38:0)+NH4,1507.1311,603.5346872,635.5972872
CL(36:2)(38:1)+NH4,1505.1154,603.5346872,633.5815872
CL(36:2)(38:2)+NH4,1503.0998,603.5346872,631.5659872
CL(36:2)(38:3)+NH4,1501.0842,603.5346872,629.5503872
CL(36:2)(38:4)+NH4,1499.0685,603.5346872,627.5346872
CL(36:2)(38:5)+NH4,1497.0529,603.5346872,625.5190872
CL(36:2)(38:6)+NH4,1495.0373,603.5346872,623.5034872
CL(36:2)(38:7)+NH4,1493.0216,603.5346872,621.4877872
CL(36:2)(40:0)+NH4,1535.1624,603.5346872,663.6285872
CL(36:2)(40:1)+NH4,1533.1467,603.5346872,661.6128872
CL(36:2)(40:2)+NH4,1531.1311,603.5346872,659.5972872
CL(36:2)(40:3)+NH4,1529.1154,603.5346872,657.5815872
CL(36:2)(40:4)+NH4,1527.0998,603.5346872,655.5659872
CL(36:2)(40:5)+NH4,1525.0842,603.5346872,653.5503872
CL(36:2)(40:6)+NH4,1523.0685,603.5346872,651.5346872
CL(36:2)(40:7)+NH4,1521.0529,603.5346872,649.5190872
CL(36:2)(40:8)+NH4,1519.0373,603.5346872,647.5034872
CL(36:2)(40:9)+NH4,1517.0216,603.5346872,645.4877872
CL(36:2)(42:0)+NH4,1563.1937,603.5346872,691.6598872
CL(36:2)(42:1)+NH4,1561.178,603.5346872,689.6441872
CL(36:2)(42:10)+NH4,1543.0373,603.5346872,671.5034872
CL(36:2)(42:2)+NH4,1559.1624,603.5346872,687.6285872
CL(36:2)(42:3)+NH4,1557.1467,603.5346872,685.6128872
CL(36:2)(42:4)+NH4,1555.1311,603.5346872,683.5972872
CL(36:2)(42:5)+NH4,1553.1154,603.5346872,681.5815872
CL(36:2)(42:6)+NH4,1551.0998,603.5346872,679.5659872
CL(36:2)(42:7)+NH4,1549.0842,603.5346872,677.5503872
CL(36:2)(42:8)+NH4,1547.0685,603.5346872,675.5346872
CL(36:2)(42:9)+NH4,1545.0529,603.5346872,673.5190872
CL(36:2)(44:0)+NH4,1591.2249,603.5346872,719.6910872
CL(36:2)(44:10)+NH4,1571.0685,603.5346872,699.5346872
CL(36:2)(44:11)+NH4,1569.0529,603.5346872,697.5190872
CL(36:2)(44:12)+NH4,1567.0373,603.5346872,695.5034872
CL(36:2)(44:5)+NH4,1581.1467,603.5346872,709.6128872
CL(36:2)(44:6)+NH4,1579.1311,603.5346872,707.5972872
CL(36:2)(46:12)+NH4,1595.0674,603.5346872,723.5335872
CL(36:2)(48:12)+NH4,1623.0987,603.5346872,751.5648872
CL(36:3)(36:3)+NH4,1471.0373,601.5190872,601.5190872
CL(36:3)(36:4)+NH4,1469.0217,601.5190872,599.5034872
CL(36:3)(36:5)+NH4,1467.006,601.5190872,597.4877872
CL(36:3)(36:6)+NH4,1464.9904,601.5190872,595.4721872
CL(36:3)(38:0)+NH4,1505.1155,601.5190872,635.5972872
CL(36:3)(38:1)+NH4,1503.0998,601.5190872,633.5815872
CL(36:3)(38:2)+NH4,1501.0842,601.5190872,631.5659872
CL(36:3)(38:3)+NH4,1499.0686,601.5190872,629.5503872
CL(36:3)(38:4)+NH4,1497.0529,601.5190872,627.5346872
CL(36:3)(38:5)+NH4,1495.0373,601.5190872,625.5190872
CL(36:3)(38:6)+NH4,1493.0217,601.5190872,623.5034872
CL(36:3)(38:7)+NH4,1491.006,601.5190872,621.4877872
CL(36:3)(40:0)+NH4,1533.1468,601.5190872,663.6285872
CL(36:3)(40:1)+NH4,1531.1311,601.5190872,661.6128872
CL(36:3)(40:2)+NH4,1529.1155,601.5190872,659.5972872
CL(36:3)(40:3)+NH4,1527.0998,601.5190872,657.5815872
CL(36:3)(40:4)+NH4,1525.0842,601.5190872,655.5659872
CL(36:3)(40:5)+NH4,1523.0686,601.5190872,653.5503872
CL(36:3)(40:6)+NH4,1521.0529,601.5190872,651.5346872
CL(36:3)(40:7)+NH4,1519.0373,601.5190872,649.5190872
CL(36:3)(40:8)+NH4,1517.0217,601.5190872,647.5034872
CL(36:3)(40:9)+NH4,1515.006,601.5190872,645.4877872
CL(36:3)(42:0)+NH4,1561.1781,601.5190872,691.6598872
CL(36:3)(42:1)+NH4,1559.1624,601.5190872,689.6441872
CL(36:3)(42:10)+NH4,1541.0217,601.5190872,671.5034872
CL(36:3)(42:2)+NH4,1557.1468,601.5190872,687.6285872
CL(36:3)(42:3)+NH4,1555.1311,601.5190872,685.6128872
CL(36:3)(42:4)+NH4,1553.1155,601.5190872,683.5972872
CL(36:3)(42:5)+NH4,1551.0998,601.5190872,681.5815872
CL(36:3)(42:6)+NH4,1549.0842,601.5190872,679.5659872
CL(36:3)(42:7)+NH4,1547.0686,601.5190872,677.5503872
CL(36:3)(42:8)+NH4,1545.0529,601.5190872,675.5346872
CL(36:3)(42:9)+NH4,1543.0373,601.5190872,673.5190872
CL(36:3)(44:0)+NH4,1589.2093,601.5190872,719.6910872
CL(36:3)(44:10)+NH4,1569.0529,601.5190872,699.5346872
CL(36:3)(44:11)+NH4,1567.0373,601.5190872,697.5190872
CL(36:3)(44:12)+NH4,1565.0217,601.5190872,695.5034872
CL(36:3)(44:5)+NH4,1579.1311,601.5190872,709.6128872
CL(36:3)(44:6)+NH4,1577.1155,601.5190872,707.5972872
CL(36:3)(46:12)+NH4,1593.0518,601.5190872,723.5335872
CL(36:3)(48:12)+NH4,1621.0831,601.5190872,751.5648872
CL(36:4)(36:4)+NH4,1467.0061,599.5034872,599.5034872
CL(36:4)(36:5)+NH4,1464.9904,599.5034872,597.4877872
CL(36:4)(36:6)+NH4,1462.9748,599.5034872,595.4721872
CL(36:4)(38:0)+NH4,1503.0999,599.5034872,635.5972872
CL(36:4)(38:1)+NH4,1501.0842,599.5034872,633.5815872
CL(36:4)(38:2)+NH4,1499.0686,599.5034872,631.5659872
CL(36:4)(38:3)+NH4,1497.053,599.5034872,629.5503872
CL(36:4)(38:4)+NH4,1495.0373,599.5034872,627.5346872
CL(36:4)(38:5)+NH4,1493.0217,599.5034872,625.5190872
CL(36:4)(38:6)+NH4,1491.0061,599.5034872,623.5034872
CL(36:4)(38:7)+NH4,1488.9904,599.5034872,621.4877872
CL(36:4)(40:0)+NH4,1531.1312,599.5034872,663.6285872
CL(36:4)(40:1)+NH4,1529.1155,599.5034872,661.6128872
CL(36:4)(40:2)+NH4,1527.0999,599.5034872,659.5972872
CL(36:4)(40:3)+NH4,1525.0842,599.5034872,657.5815872
CL(36:4)(40:4)+NH4,1523.0686,599.5034872,655.5659872
CL(36:4)(40:5)+NH4,1521.053,599.5034872,653.5503872
CL(36:4)(40:6)+NH4,1519.0373,599.5034872,651.5346872
CL(36:4)(40:7)+NH4,1517.0217,599.5034872,649.5190872
