OxPC,[M+H]+,M+H-PC,PC_head
OxPC(25:4(KeKe))+H,656.35585,473.28979,184.07332
OxPC(25:4(KeKeO))+H,672.35077,489.28471,184.07332
OxPC(25:4(KeOKeO))+H,688.34573,505.27967,184.07332
OxPC(25:4(OKe))+H,658.37151,475.30545,184.07332
OxPC(25:4(OKeO))+H,674.36643,491.30037,184.07332
OxPC(25:4(OOKeO))+H,690.36135,507.29529,184.07332
OxPC(25:4(OOOKeO))+H,706.35631,523.29025,184.07332
OxPC(25:4(OOOOKeO))+H,722.35123,539.28517,184.07332
OxPC(25:5(Ke))+H,640.36095,457.29489,184.07332
OxPC(25:5(KeKe))+H,654.34019,471.27413,184.07332
OxPC(25:5(KeKeO))+H,670.33511,487.26905,184.07332
OxPC(25:5(KeOKeO))+H,686.33003,503.26397,184.07332
OxPC(25:5(OKe))+H,656.35585,473.28979,184.07332
OxPC(25:5(OKeO))+H,672.35077,489.28471,184.07332
OxPC(25:5(OOKeO))+H,688.34569,505.27963,184.07332
OxPC(25:5(OOOKeO))+H,704.34061,521.27455,184.07332
OxPC(25:5(OOOOKeO))+H,720.33553,537.26947,184.07332
OxPC(25:6(Ke))+H,638.34529,455.27923,184.07332
OxPC(25:6(KeKe))+H,652.32453,469.25847,184.07332
OxPC(25:6(KeKeO))+H,668.31945,485.25339,184.07332
OxPC(25:6(KeOKeO))+H,684.31437,501.24831,184.07332
OxPC(25:6(OKe))+H,654.34019,471.27413,184.07332
OxPC(25:6(OKeO))+H,670.33511,487.26905,184.07332
OxPC(25:6(OOOKe))+H,686.33003,503.26397,184.07332
OxPC(25:6(OOOKeO))+H,702.32495,519.25889,184.07332
OxPC(25:6(OOOOKeO))+H,718.31987,535.25381,184.07332
OxPC(26:0(Ke))+H,664.45484,481.38878,184.07332
OxPC(26:0(KeKe))+H,678.4341,495.36804,184.07332
OxPC(26:0(KeKeO))+H,694.42902,511.36296,184.07332
OxPC(26:0(KeO))+H,680.44976,497.3837,184.07332
OxPC(26:0(KeOKeO))+H,710.42394,527.35788,184.07332
OxPC(26:1(Ke))+H,662.4392,479.37314,184.07332
OxPC(26:1(KeKe))+H,676.41848,493.35242,184.07332
OxPC(26:1(KeKeO))+H,692.4134,509.34734,184.07332
OxPC(26:1(KeO))+H,678.43412,495.36806,184.07332
OxPC(26:1(KeOKeO))+H,708.40832,525.34226,184.07332
OxPC(26:1(O))+H,664.45488,481.38882,184.07332
OxPC(26:1(OKeO))+H,694.42906,511.363,184.07332
OxPC(26:1(OO))+H,680.4498,497.38374,184.07332
OxPC(26:1(OOKeO))+H,710.42398,527.35792,184.07332
OxPC(26:1(OOO))+H,696.44472,513.37866,184.07332
OxPC(26:1(OOOKeO))+H,726.4189,543.35284,184.07332
OxPC(26:1(OOOO))+H,712.43964,529.37358,184.07332
OxPC(26:1(OOOOKeO))+H,742.41382,559.34776,184.07332
OxPC(26:2(Ke))+H,660.42355,477.35749,184.07332
OxPC(26:2(KeKe))+H,674.40284,491.33678,184.07332
OxPC(26:2(KeKeO))+H,690.39776,507.3317,184.07332
OxPC(26:2(KeOKeO))+H,706.39268,523.32662,184.07332
OxPC(26:2(O))+H,662.4392,479.37314,184.07332
OxPC(26:2(OKe))+H,676.41846,493.3524,184.07332
OxPC(26:2(OO))+H,678.43412,495.36806,184.07332
OxPC(26:2(OOKe))+H,692.41338,509.34732,184.07332
OxPC(26:2(OOKeO))+H,708.4083,525.34224,184.07332
OxPC(26:2(OOO))+H,694.42902,511.36296,184.07332
OxPC(26:2(OOOKeO))+H,724.40326,541.3372,184.07332
OxPC(26:2(OOOO))+H,710.42394,527.35788,184.07332
OxPC(26:2(OOOOKeO))+H,740.39818,557.33212,184.07332
OxPC(26:3(Ke))+H,658.4079,475.34184,184.07332
OxPC(26:3(KeKe))+H,672.38719,489.32113,184.07332
OxPC(26:3(KeKeO))+H,688.38211,505.31605,184.07332
OxPC(26:3(KeO))+H,674.40282,491.33676,184.07332
OxPC(26:3(KeOKeO))+H,704.37703,521.31097,184.07332
OxPC(26:3(O))+H,660.42358,477.35752,184.07332
OxPC(26:3(OO))+H,676.4185,493.35244,184.07332
OxPC(26:3(OOKe))+H,690.39774,507.33168,184.07332
OxPC(26:3(OOKeO))+H,706.39266,523.3266,184.07332
OxPC(26:3(OOO))+H,692.41342,509.34736,184.07332
OxPC(26:3(OOOKeO))+H,722.38761,539.32155,184.07332
OxPC(26:3(OOOO))+H,708.40834,525.34228,184.07332
OxPC(26:3(OOOOKeO))+H,738.38253,555.31647,184.07332
OxPC(26:4(Ke))+H,656.39225,473.32619,184.07332
OxPC(26:4(KeKe))+H,670.3715,487.30544,184.07332
OxPC(26:4(KeKeO))+H,686.36642,503.30036,184.07332
OxPC(26:4(KeOKeO))+H,702.36138,519.29532,184.07332
OxPC(26:4(O))+H,658.40788,475.34182,184.07332
OxPC(26:4(OKe))+H,672.38716,489.3211,184.07332
OxPC(26:4(OKeO))+H,688.38208,505.31602,184.07332
OxPC(26:4(OO))+H,674.4028,491.33674,184.07332
OxPC(26:4(OOKeO))+H,704.377,521.31094,184.07332
OxPC(26:4(OOO))+H,690.39772,507.33166,184.07332
OxPC(26:4(OOOKeO))+H,720.37196,537.3059,184.07332
OxPC(26:4(OOOO))+H,706.39264,523.32658,184.07332
OxPC(26:4(OOOOKeO))+H,736.36688,553.30082,184.07332
OxPC(26:5(Ke))+H,654.3766,471.31054,184.07332
OxPC(26:5(KeKe))+H,668.35586,485.2898,184.07332
OxPC(26:5(KeO))+H,670.37152,487.30546,184.07332
OxPC(26:5(KeOKe))+H,684.35076,501.2847,184.07332
OxPC(26:5(KeOKeO))+H,700.34568,517.27962,184.07332
OxPC(26:5(OKeO))+H,686.36644,503.30038,184.07332
OxPC(26:5(OOOKe))+H,702.36134,519.29528,184.07332
OxPC(26:5(OOOKeO))+H,718.35626,535.2902,184.07332
OxPC(26:5(OOOOKeO))+H,734.35118,551.28512,184.07332
OxPC(26:6(Ke))+H,652.36095,469.29489,184.07332
OxPC(26:6(KeKe))+H,666.34024,483.27418,184.07332
OxPC(26:6(KeKeO))+H,682.33516,499.2691,184.07332
OxPC(26:6(KeO))+H,668.35587,485.28981,184.07332
OxPC(26:6(KeOKeO))+H,698.33008,515.26402,184.07332
OxPC(26:6(OKeO))+H,684.35082,501.28476,184.07332
OxPC(26:6(OOKeO))+H,700.34574,517.27968,184.07332
OxPC(26:6(OOOKeO))+H,716.34066,533.2746,184.07332
OxPC(26:6(OOOOKeO))+H,732.33558,549.26952,184.07332
OxPC(27:0(Ke))+H,678.47049,495.40443,184.07332
OxPC(27:0(KeKe))+H,692.44975,509.38369,184.07332
OxPC(27:0(KeKeO))+H,708.44467,525.37861,184.07332
OxPC(27:0(KeO))+H,694.46541,511.39935,184.07332
OxPC(27:0(KeOKeO))+H,724.43959,541.37353,184.07332
OxPC(27:1(Ke))+H,676.45485,493.38879,184.07332
OxPC(27:1(KeKe))+H,690.43413,507.36807,184.07332
OxPC(27:1(KeKeO))+H,706.42905,523.36299,184.07332
OxPC(27:1(KeO))+H,692.44977,509.38371,184.07332
OxPC(27:1(KeOKeO))+H,722.42397,539.35791,184.07332
OxPC(27:1(O))+H,678.47048,495.40442,184.07332
OxPC(27:1(OKeO))+H,708.44471,525.37865,184.07332
OxPC(27:1(OO))+H,694.4654,511.39934,184.07332
OxPC(27:1(OOO))+H,710.46032,527.39426,184.07332
OxPC(27:1(OOOKe))+H,724.43963,541.37357,184.07332
OxPC(27:1(OOOKeO))+H,740.43455,557.36849,184.07332
OxPC(27:1(OOOO))+H,726.45524,543.38918,184.07332
OxPC(27:1(OOOOKeO))+H,756.42947,573.36341,184.07332
OxPC(27:2(Ke))+H,674.4392,491.37314,184.07332
OxPC(27:2(KeKe))+H,688.41849,505.35243,184.07332
OxPC(27:2(KeKeO))+H,704.41341,521.34735,184.07332
OxPC(27:2(KeOKeO))+H,720.40833,537.34227,184.07332
OxPC(27:2(O))+H,676.45488,493.38882,184.07332
OxPC(27:2(OKe))+H,690.43411,507.36805,184.07332
OxPC(27:2(OKeO))+H,706.42903,523.36297,184.07332
OxPC(27:2(OO))+H,692.4498,509.38374,184.07332
OxPC(27:2(OOKeO))+H,722.42395,539.35789,184.07332
OxPC(27:2(OOO))+H,708.44472,525.37866,184.07332
OxPC(27:2(OOOKeO))+H,738.41891,555.35285,184.07332
OxPC(27:2(OOOO))+H,724.43964,541.37358,184.07332
OxPC(27:2(OOOOKeO))+H,754.41383,571.34777,184.07332
OxPC(27:3(Ke))+H,672.42355,489.35749,184.07332
OxPC(27:3(KeKe))+H,686.40284,503.33678,184.07332
OxPC(27:3(KeKeO))+H,702.39776,519.3317,184.07332
OxPC(27:3(KeO))+H,688.41847,505.35241,184.07332
OxPC(27:3(KeOKeO))+H,718.39268,535.32662,184.07332
OxPC(27:3(OKeO))+H,704.41339,521.34733,184.07332
OxPC(27:3(OOKeO))+H,720.40831,537.34225,184.07332
OxPC(27:3(OOOKeO))+H,736.40326,553.3372,184.07332
OxPC(27:3(OOOOKeO))+H,752.39818,569.33212,184.07332
OxPC(27:4(Ke))+H,670.4079,487.34184,184.07332
OxPC(27:4(KeKe))+H,684.38715,501.32109,184.07332
OxPC(27:4(KeKeO))+H,700.38207,517.31601,184.07332
OxPC(27:4(KeOKeO))+H,716.37703,533.31097,184.07332
OxPC(27:4(OKe))+H,686.40281,503.33675,184.07332
OxPC(27:4(OKeO))+H,702.39773,519.33167,184.07332
OxPC(27:4(OOKeO))+H,718.39265,535.32659,184.07332
OxPC(27:4(OOOKeO))+H,734.38761,551.32155,184.07332
OxPC(27:4(OOOOKeO))+H,750.38253,567.31647,184.07332
OxPC(27:5(Ke))+H,668.39225,485.32619,184.07332
OxPC(27:5(KeKe))+H,682.37151,499.30545,184.07332
OxPC(27:5(KeKeO))+H,698.36643,515.30037,184.07332
OxPC(27:5(KeO))+H,684.38717,501.32111,184.07332
OxPC(27:5(KeOKeO))+H,714.36138,531.29532,184.07332
OxPC(27:5(OKeO))+H,700.38209,517.31603,184.07332
OxPC(27:5(OOKeO))+H,716.37701,533.31095,184.07332
OxPC(27:5(OOOKeO))+H,732.37196,549.3059,184.07332
OxPC(27:5(OOOOKeO))+H,748.36688,565.30082,184.07332
OxPC(27:6(Ke))+H,666.3766,483.31054,184.07332
OxPC(27:6(KeKe))+H,680.35584,497.28978,184.07332
OxPC(27:6(KeKeO))+H,696.35076,513.2847,184.07332
OxPC(27:6(KeOKeO))+H,712.34568,529.27962,184.07332
OxPC(27:6(OKe))+H,682.3715,499.30544,184.07332
OxPC(27:6(OKeO))+H,698.36642,515.30036,184.07332
OxPC(27:6(OOKeO))+H,714.36134,531.29528,184.07332
OxPC(27:6(OOOKeO))+H,730.35626,547.2902,184.07332
OxPC(27:6(OOOOKeO))+H,746.35118,563.28512,184.07332
OxPC(27:7(KeKe))+H,678.34022,495.27416,184.07332
OxPC(27:7(KeKeO))+H,694.33514,511.26908,184.07332
OxPC(27:7(KeOKeO))+H,710.33006,527.264,184.07332
OxPC(28:0(Ke))+H,692.48614,509.42008,184.07332
OxPC(28:0(KeKe))+H,706.4654,523.39934,184.07332
OxPC(28:0(KeKeO))+H,722.46032,539.39426,184.07332
OxPC(28:0(KeO))+H,708.48106,525.415,184.07332
OxPC(28:0(KeOKeO))+H,738.45524,555.38918,184.07332
OxPC(28:1(Ke))+H,690.4705,507.40444,184.07332
OxPC(28:1(KeKe))+H,704.44978,521.38372,184.07332
OxPC(28:1(KeKeO))+H,720.4447,537.37864,184.07332
OxPC(28:1(KeO))+H,706.46542,523.39936,184.07332
OxPC(28:1(KeOKeO))+H,736.43962,553.37356,184.07332
OxPC(28:1(O))+H,692.48618,509.42012,184.07332
OxPC(28:1(OKeO))+H,722.46036,539.3943,184.07332
OxPC(28:1(OO))+H,708.4811,525.41504,184.07332
OxPC(28:1(OOKeO))+H,738.45528,555.38922,184.07332
OxPC(28:1(OOO))+H,724.47602,541.40996,184.07332
OxPC(28:1(OOOKeO))+H,754.4502,571.38414,184.07332
OxPC(28:1(OOOO))+H,740.47094,557.40488,184.07332
OxPC(28:1(OOOOKeO))+H,770.44512,587.37906,184.07332
OxPC(28:2(Ke))+H,688.45485,505.38879,184.07332
OxPC(28:2(KeKe))+H,702.43416,519.3681,184.07332
OxPC(28:2(KeOKe))+H,718.42906,535.363,184.07332
OxPC(28:2(KeOKeO))+H,734.424,551.35794,184.07332
OxPC(28:2(O))+H,690.4705,507.40444,184.07332
OxPC(28:2(OKe))+H,704.44976,521.3837,184.07332
OxPC(28:2(OKeO))+H,720.44468,537.37862,184.07332
OxPC(28:2(OO))+H,706.46542,523.39936,184.07332
OxPC(28:2(OOKeO))+H,736.4396,553.37354,184.07332
OxPC(28:2(OOO))+H,722.46032,539.39426,184.07332
OxPC(28:2(OOOKeO))+H,752.43458,569.36852,184.07332
OxPC(28:2(OOOO))+H,738.45524,555.38918,184.07332
OxPC(28:2(OOOOKeO))+H,768.4295,585.36344,184.07332
OxPC(28:2(OOOOO))+H,754.45024,571.38418,184.07332
OxPC(28:2(OOOOOO))+H,770.44516,587.3791,184.07332
OxPC(28:2(OOOOOOO))+H,786.44008,603.37402,184.07332
OxPC(28:2(OOOOOOOO))+H,802.435,619.36894,184.07332
OxPC(28:3(Ke))+H,686.4392,503.37314,184.07332
OxPC(28:3(KeKe))+H,700.41849,517.35243,184.07332
OxPC(28:3(KeKeO))+H,716.41341,533.34735,184.07332
OxPC(28:3(KeO))+H,702.43412,519.36806,184.07332
OxPC(28:3(KeOKeO))+H,732.40833,549.34227,184.07332
OxPC(28:3(O))+H,688.45488,505.38882,184.07332
OxPC(28:3(OKeO))+H,718.42904,535.36298,184.07332
OxPC(28:3(OO))+H,704.4498,521.38374,184.07332
OxPC(28:3(OOKeO))+H,734.42396,551.3579,184.07332
OxPC(28:3(OOO))+H,720.44472,537.37866,184.07332
OxPC(28:3(OOOKeO))+H,750.41891,567.35285,184.07332
OxPC(28:3(OOOO))+H,736.43964,553.37358,184.07332
OxPC(28:3(OOOOKeO))+H,766.41383,583.34777,184.07332
OxPC(28:4(Ke))+H,684.42355,501.35749,184.07332
OxPC(28:4(KeKe))+H,698.4028,515.33674,184.07332
OxPC(28:4(KeKeO))+H,714.39772,531.33166,184.07332
OxPC(28:4(KeOKeO))+H,730.39268,547.32662,184.07332
OxPC(28:4(O))+H,686.4392,503.37314,184.07332
OxPC(28:4(OKe))+H,700.41846,517.3524,184.07332
OxPC(28:4(OO))+H,702.43412,519.36806,184.07332
OxPC(28:4(OOKe))+H,716.41338,533.34732,184.07332
OxPC(28:4(OOKeO))+H,732.4083,549.34224,184.07332
OxPC(28:4(OOO))+H,718.42902,535.36296,184.07332
OxPC(28:4(OOOKeO))+H,748.40326,565.3372,184.07332
OxPC(28:4(OOOO))+H,734.42394,551.35788,184.07332
OxPC(28:4(OOOOKeO))+H,764.39818,581.33212,184.07332
OxPC(28:5(Ke))+H,682.4079,499.34184,184.07332
OxPC(28:5(KeKe))+H,696.38716,513.3211,184.07332
OxPC(28:5(KeKeO))+H,712.38208,529.31602,184.07332
OxPC(28:5(KeO))+H,698.40282,515.33676,184.07332
OxPC(28:5(KeOKeO))+H,728.37703,545.31097,184.07332
OxPC(28:5(O))+H,684.42358,501.35752,184.07332
OxPC(28:5(OO))+H,700.4185,517.35244,184.07332
OxPC(28:5(OOKe))+H,714.39774,531.33168,184.07332
OxPC(28:5(OOKeO))+H,730.39266,547.3266,184.07332
OxPC(28:5(OOO))+H,716.41342,533.34736,184.07332
OxPC(28:5(OOOKeO))+H,746.38761,563.32155,184.07332
OxPC(28:5(OOOO))+H,732.40834,549.34228,184.07332
OxPC(28:5(OOOOKeO))+H,762.38253,579.31647,184.07332
OxPC(28:6(Ke))+H,680.39225,497.32619,184.07332
OxPC(28:6(KeKe))+H,694.37149,511.30543,184.07332
OxPC(28:6(KeOKe))+H,710.36641,527.30035,184.07332
OxPC(28:6(KeOKeO))+H,726.36133,543.29527,184.07332
OxPC(28:6(OKe))+H,696.38715,513.32109,184.07332
OxPC(28:6(OKeO))+H,712.38207,529.31601,184.07332
OxPC(28:6(OOKeO))+H,728.37699,545.31093,184.07332
OxPC(28:6(OOOKeO))+H,744.37191,561.30585,184.07332
OxPC(28:6(OOOOKeO))+H,760.36683,577.30077,184.07332
OxPC(28:7(Ke))+H,678.3766,495.31054,184.07332
OxPC(28:7(KeKe))+H,692.35584,509.28978,184.07332
OxPC(28:7(KeKeO))+H,708.35076,525.2847,184.07332
OxPC(28:7(KeOKeO))+H,724.34568,541.27962,184.07332
OxPC(28:7(OKe))+H,694.3715,511.30544,184.07332
OxPC(28:7(OKeO))+H,710.36642,527.30036,184.07332
OxPC(28:7(OOOKe))+H,726.36134,543.29528,184.07332
OxPC(28:7(OOOKeO))+H,742.35626,559.2902,184.07332
OxPC(28:7(OOOOKeO))+H,758.35118,575.28512,184.07332
OxPC(29:0(Ke))+H,706.50179,523.43573,184.07332
OxPC(29:0(KeKe))+H,720.48105,537.41499,184.07332
OxPC(29:0(KeKeO))+H,736.47597,553.40991,184.07332
OxPC(29:0(KeO))+H,722.49671,539.43065,184.07332
OxPC(29:0(KeOKeO))+H,752.47089,569.40483,184.07332
OxPC(29:1(Ke))+H,704.48615,521.42009,184.07332
OxPC(29:1(KeKe))+H,718.46543,535.39937,184.07332
OxPC(29:1(KeKeO))+H,734.46035,551.39429,184.07332
OxPC(29:1(KeO))+H,720.48107,537.41501,184.07332
OxPC(29:1(KeOKeO))+H,750.45527,567.38921,184.07332
OxPC(29:1(O))+H,706.50178,523.43572,184.07332
OxPC(29:1(OKeO))+H,736.47601,553.40995,184.07332
OxPC(29:1(OO))+H,722.4967,539.43064,184.07332
OxPC(29:1(OOKeO))+H,752.47093,569.40487,184.07332
OxPC(29:1(OOO))+H,738.49162,555.42556,184.07332
OxPC(29:1(OOOKeO))+H,768.46585,585.39979,184.07332
OxPC(29:1(OOOO))+H,754.48654,571.42048,184.07332
OxPC(29:1(OOOOKeO))+H,784.46077,601.39471,184.07332
OxPC(29:2(Ke))+H,702.4705,519.40444,184.07332
OxPC(29:2(KeKe))+H,716.44976,533.3837,184.07332
OxPC(29:2(KeKeO))+H,732.44468,549.37862,184.07332
OxPC(29:2(KeOKeO))+H,748.4396,565.37354,184.07332
OxPC(29:2(O))+H,704.48618,521.42012,184.07332
OxPC(29:2(OKe))+H,718.46541,535.39935,184.07332
OxPC(29:2(OO))+H,720.4811,537.41504,184.07332
OxPC(29:2(OOKe))+H,734.46033,551.39427,184.07332
OxPC(29:2(OOKeO))+H,750.45525,567.38919,184.07332
OxPC(29:2(OOO))+H,736.47602,553.40996,184.07332
OxPC(29:2(OOOKeO))+H,766.45018,583.38412,184.07332
OxPC(29:2(OOOO))+H,752.47094,569.40488,184.07332
OxPC(29:2(OOOOKeO))+H,782.4451,599.37904,184.07332
OxPC(29:2(OOOOO))+H,768.46584,585.39978,184.07332
OxPC(29:2(OOOOOO))+H,784.46076,601.3947,184.07332
OxPC(29:2(OOOOOOO))+H,800.45568,617.38962,184.07332
OxPC(29:2(OOOOOOOO))+H,816.4506,633.38454,184.07332
OxPC(29:3(Ke))+H,700.45485,517.38879,184.07332
OxPC(29:3(KeKe))+H,714.43414,531.36808,184.07332
OxPC(29:3(KeKeO))+H,730.42906,547.363,184.07332
OxPC(29:3(KeO))+H,716.44977,533.38371,184.07332
OxPC(29:3(KeOKeO))+H,746.42398,563.35792,184.07332
OxPC(29:3(OKeO))+H,732.44469,549.37863,184.07332
OxPC(29:3(OOKeO))+H,748.43961,565.37355,184.07332
OxPC(29:3(OOOKeO))+H,764.43456,581.3685,184.07332
OxPC(29:3(OOOOKeO))+H,780.42948,597.36342,184.07332
OxPC(29:4(Ke))+H,698.4392,515.37314,184.07332
OxPC(29:4(KeKe))+H,712.41845,529.35239,184.07332
OxPC(29:4(KeKeO))+H,728.41337,545.34731,184.07332
OxPC(29:4(KeOKeO))+H,744.40833,561.34227,184.07332
OxPC(29:4(OKe))+H,714.43411,531.36805,184.07332
OxPC(29:4(OKeO))+H,730.42903,547.36297,184.07332
OxPC(29:4(OOKeO))+H,746.42395,563.35789,184.07332
OxPC(29:4(OOOKeO))+H,762.41891,579.35285,184.07332
OxPC(29:4(OOOOKeO))+H,778.41383,595.34777,184.07332
OxPC(29:5(Ke))+H,696.42355,513.35749,184.07332
OxPC(29:5(KeKe))+H,710.40281,527.33675,184.07332
OxPC(29:5(KeKeO))+H,726.39773,543.33167,184.07332
OxPC(29:5(KeO))+H,712.41847,529.35241,184.07332
OxPC(29:5(KeOKeO))+H,742.39268,559.32662,184.07332
OxPC(29:5(OKeO))+H,728.41339,545.34733,184.07332
OxPC(29:5(OOKeO))+H,744.40831,561.34225,184.07332
OxPC(29:5(OOOKeO))+H,760.40326,577.3372,184.07332
OxPC(29:5(OOOOKeO))+H,776.39818,593.33212,184.07332
OxPC(29:6(Ke))+H,694.4079,511.34184,184.07332
OxPC(29:6(KeKe))+H,708.38716,525.3211,184.07332
OxPC(29:6(KeO))+H,710.40282,527.33676,184.07332
OxPC(29:6(KeOKe))+H,724.38206,541.316,184.07332
OxPC(29:6(KeOKeO))+H,740.37698,557.31092,184.07332
OxPC(29:6(OOKe))+H,726.39774,543.33168,184.07332
OxPC(29:6(OOOKe))+H,742.39264,559.32658,184.07332
OxPC(29:6(OOOKeO))+H,758.38756,575.3215,184.07332
OxPC(29:6(OOOOKeO))+H,774.38248,591.31642,184.07332
OxPC(29:7(Ke))+H,692.39225,509.32619,184.07332
OxPC(29:7(KeKe))+H,706.37154,523.30548,184.07332
OxPC(29:7(KeKeO))+H,722.36646,539.3004,184.07332
OxPC(29:7(KeO))+H,708.38717,525.32111,184.07332
OxPC(29:7(KeOKeO))+H,738.36138,555.29532,184.07332
OxPC(29:7(OKeO))+H,724.38212,541.31606,184.07332
OxPC(29:7(OOOKe))+H,740.37704,557.31098,184.07332
OxPC(29:7(OOOKeO))+H,756.37196,573.3059,184.07332
OxPC(29:7(OOOOKeO))+H,772.36688,589.30082,184.07332
OxPC(30:0(Ke))+H,720.51744,537.45138,184.07332
OxPC(30:0(KeKe))+H,734.4967,551.43064,184.07332
OxPC(30:0(KeKeO))+H,750.49162,567.42556,184.07332
OxPC(30:0(KeO))+H,736.51236,553.4463,184.07332
OxPC(30:0(KeOKeO))+H,766.48654,583.42048,184.07332
OxPC(30:1(Ke))+H,718.5018,535.43574,184.07332
OxPC(30:1(KeKe))+H,732.48103,549.41497,184.07332
OxPC(30:1(KeKeO))+H,748.47595,565.40989,184.07332
OxPC(30:1(KeOKeO))+H,764.47087,581.40481,184.07332
OxPC(30:1(O))+H,720.51748,537.45142,184.07332
OxPC(30:1(OKe))+H,734.49669,551.43063,184.07332
OxPC(30:1(OKeO))+H,750.49161,567.42555,184.07332
OxPC(30:1(OO))+H,736.5124,553.44634,184.07332
OxPC(30:1(OOKeO))+H,766.48653,583.42047,184.07332
OxPC(30:1(OOO))+H,752.50732,569.44126,184.07332
OxPC(30:1(OOOKeO))+H,782.48145,599.41539,184.07332
OxPC(30:1(OOOO))+H,768.50224,585.43618,184.07332
OxPC(30:1(OOOOKeO))+H,798.47637,615.41031,184.07332
OxPC(30:2(Ke))+H,716.48615,533.42009,184.07332
OxPC(30:2(KeKe))+H,730.46546,547.3994,184.07332
OxPC(30:2(KeOKe))+H,746.46036,563.3943,184.07332
OxPC(30:2(KeOKeO))+H,762.4553,579.38924,184.07332
OxPC(30:2(O))+H,718.5018,535.43574,184.07332
OxPC(30:2(OKe))+H,732.48106,549.415,184.07332
OxPC(30:2(OKeO))+H,748.47598,565.40992,184.07332
OxPC(30:2(OO))+H,734.49672,551.43066,184.07332
OxPC(30:2(OOKeO))+H,764.4709,581.40484,184.07332
OxPC(30:2(OOO))+H,750.49162,567.42556,184.07332
OxPC(30:2(OOOKeO))+H,780.46588,597.39982,184.07332
OxPC(30:2(OOOO))+H,766.48654,583.42048,184.07332
OxPC(30:2(OOOOKeO))+H,796.4608,613.39474,184.07332
OxPC(30:2(OOOOO))+H,782.48154,599.41548,184.07332
OxPC(30:2(OOOOOO))+H,798.47646,615.4104,184.07332
OxPC(30:2(OOOOOOO))+H,814.47138,631.40532,184.07332
OxPC(30:2(OOOOOOOO))+H,830.4663,647.40024,184.07332
OxPC(30:3(Ke))+H,714.4705,531.40444,184.07332
OxPC(30:3(KeKe))+H,728.44979,545.38373,184.07332
OxPC(30:3(KeKeO))+H,744.44471,561.37865,184.07332
OxPC(30:3(KeO))+H,730.46542,547.39936,184.07332
OxPC(30:3(KeOKeO))+H,760.43963,577.37357,184.07332
OxPC(30:3(O))+H,716.48618,533.42012,184.07332
OxPC(30:3(OKeO))+H,746.46034,563.39428,184.07332
OxPC(30:3(OO))+H,732.4811,549.41504,184.07332
OxPC(30:3(OOKeO))+H,762.45526,579.3892,184.07332
OxPC(30:3(OOO))+H,748.47602,565.40996,184.07332
OxPC(30:3(OOOKeO))+H,778.45021,595.38415,184.07332
OxPC(30:3(OOOO))+H,764.47094,581.40488,184.07332
OxPC(30:3(OOOOKeO))+H,794.44513,611.37907,184.07332
OxPC(30:4(Ke))+H,712.45485,529.38879,184.07332
OxPC(30:4(KeKe))+H,726.4341,543.36804,184.07332
OxPC(30:4(KeKeO))+H,742.42902,559.36296,184.07332
OxPC(30:4(KeOKeO))+H,758.42398,575.35792,184.07332
OxPC(30:4(O))+H,714.4705,531.40444,184.07332
OxPC(30:4(OKe))+H,728.44976,545.3837,184.07332
OxPC(30:4(OKeO))+H,744.44468,561.37862,184.07332
OxPC(30:4(OO))+H,730.46542,547.39936,184.07332
OxPC(30:4(OOKeO))+H,760.4396,577.37354,184.07332
OxPC(30:4(OOO))+H,746.46032,563.39426,184.07332
OxPC(30:4(OOOKeO))+H,776.43456,593.3685,184.07332
OxPC(30:4(OOOO))+H,762.45524,579.38918,184.07332
OxPC(30:4(OOOOKeO))+H,792.42948,609.36342,184.07332
OxPC(30:5(Ke))+H,710.4392,527.37314,184.07332
OxPC(30:5(KeKe))+H,724.41846,541.3524,184.07332
OxPC(30:5(KeKeO))+H,740.41338,557.34732,184.07332
OxPC(30:5(KeO))+H,726.43412,543.36806,184.07332
OxPC(30:5(KeOKeO))+H,756.40833,573.34227,184.07332
OxPC(30:5(O))+H,712.45488,529.38882,184.07332
OxPC(30:5(OKeO))+H,742.42904,559.36298,184.07332
OxPC(30:5(OO))+H,728.4498,545.38374,184.07332
OxPC(30:5(OOKeO))+H,758.42396,575.3579,184.07332
OxPC(30:5(OOO))+H,744.44472,561.37866,184.07332
OxPC(30:5(OOOKeO))+H,774.41891,591.35285,184.07332
OxPC(30:5(OOOO))+H,760.43964,577.37358,184.07332
OxPC(30:5(OOOOKeO))+H,790.41383,607.34777,184.07332
OxPC(30:6(Ke))+H,708.42355,525.35749,184.07332
OxPC(30:6(KeKe))+H,722.40281,539.33675,184.07332
OxPC(30:6(KeKeO))+H,738.39773,555.33167,184.07332
OxPC(30:6(KeO))+H,724.41847,541.35241,184.07332
OxPC(30:6(KeOKeO))+H,754.39268,571.32662,184.07332
OxPC(30:6(O))+H,710.43918,527.37312,184.07332
OxPC(30:6(OKeO))+H,740.41339,557.34733,184.07332
OxPC(30:6(OO))+H,726.4341,543.36804,184.07332
OxPC(30:6(OOKeO))+H,756.40831,573.34225,184.07332
OxPC(30:6(OOO))+H,742.42902,559.36296,184.07332
OxPC(30:6(OOOKeO))+H,772.40326,589.3372,184.07332
OxPC(30:6(OOOO))+H,758.42394,575.35788,184.07332
OxPC(30:6(OOOOKeO))+H,788.39818,605.33212,184.07332
OxPC(30:7(Ke))+H,706.4079,523.34184,184.07332
