OxPC,[M+H]+,M+H-PC,PC_head
OxPC(34:6(OOO))+H,798.49162,615.42556,184.07332
OxPC(34:6(OOOKeO))+H,828.46588,645.39982,184.07332
OxPC(34:6(OOOO))+H,814.48654,631.42048,184.07332
OxPC(34:6(OOOOKeO))+H,844.4608,661.39474,184.07332
OxPC(34:6(OOOOO))+H,830.48154,647.41548,184.07332
OxPC(34:6(OOOOOO))+H,846.47646,663.4104,184.07332
OxPC(34:6(OOOOOOO))+H,862.47138,679.40532,184.07332
OxPC(34:6(OOOOOOOO))+H,878.4663,695.40024,184.07332
OxPC(34:7(Ke))+H,762.4705,579.40444,184.07332
OxPC(34:7(KeKe))+H,776.44976,593.3837,184.07332
OxPC(34:7(KeKeO))+H,792.44468,609.37862,184.07332
OxPC(34:7(KeO))+H,778.46542,595.39936,184.07332
OxPC(34:7(KeOKeO))+H,808.43963,625.37357,184.07332
OxPC(34:7(OKeO))+H,794.46034,611.39428,184.07332
OxPC(34:7(OOKeO))+H,810.45526,627.3892,184.07332
OxPC(34:7(OOOKeO))+H,826.45021,643.38415,184.07332
OxPC(34:7(OOOOKeO))+H,842.44513,659.37907,184.07332
OxPC(34:8(Ke))+H,760.45485,577.38879,184.07332
OxPC(34:8(KeKe))+H,774.43409,591.36803,184.07332
OxPC(34:8(KeKeO))+H,790.42901,607.36295,184.07332
OxPC(34:8(KeOKeO))+H,806.42393,623.35787,184.07332
OxPC(34:8(OKe))+H,776.44975,593.38369,184.07332
OxPC(34:8(OKeO))+H,792.44467,609.37861,184.07332
OxPC(34:8(OOKeO))+H,808.43959,625.37353,184.07332
OxPC(34:8(OOOKeO))+H,824.43451,641.36845,184.07332
OxPC(34:8(OOOOKeO))+H,840.42943,657.36337,184.07332
OxPC(34:9(Ke))+H,758.4392,575.37314,184.07332
OxPC(34:9(KeKe))+H,772.41844,589.35238,184.07332
OxPC(34:9(KeKeO))+H,788.41336,605.3473,184.07332
OxPC(34:9(KeOKeO))+H,804.40828,621.34222,184.07332
OxPC(34:9(OKe))+H,774.4341,591.36804,184.07332
OxPC(34:9(OKeO))+H,790.42902,607.36296,184.07332
OxPC(34:9(OOKeO))+H,806.42394,623.35788,184.07332
OxPC(34:9(OOOKeO))+H,822.41886,639.3528,184.07332
OxPC(34:9(OOOOKeO))+H,838.41378,655.34772,184.07332
OxPC(35:0(Ke))+H,790.59569,607.52963,184.07332
OxPC(35:0(KeO))+H,806.59061,623.52455,184.07332
OxPC(35:1(Ke))+H,788.58005,605.51399,184.07332
OxPC(35:1(KeKe))+H,802.55933,619.49327,184.07332
OxPC(35:1(KeKeO))+H,818.55425,635.48819,184.07332
OxPC(35:1(KeO))+H,804.57497,621.50891,184.07332
OxPC(35:1(KeOKeO))+H,834.54917,651.48311,184.07332
OxPC(35:1(O))+H,790.59573,607.52967,184.07332
OxPC(35:1(OKeO))+H,820.56991,637.50385,184.07332
OxPC(35:1(OO))+H,806.59065,623.52459,184.07332
OxPC(35:1(OOKeO))+H,836.56483,653.49877,184.07332
OxPC(35:1(OOO))+H,822.58557,639.51951,184.07332
OxPC(35:1(OOOKeO))+H,852.55975,669.49369,184.07332
OxPC(35:1(OOOO))+H,838.58049,655.51443,184.07332
OxPC(35:1(OOOOKeO))+H,868.55467,685.48861,184.07332
OxPC(35:2(Ke))+H,786.5644,603.49834,184.07332
OxPC(35:2(KeKe))+H,800.54366,617.4776,184.07332
OxPC(35:2(KeKeO))+H,816.53858,633.47252,184.07332
OxPC(35:2(KeO))+H,802.55932,619.49326,184.07332
OxPC(35:2(KeOKeO))+H,832.5335,649.46744,184.07332
OxPC(35:2(O))+H,788.58005,605.51399,184.07332
OxPC(35:2(OKeO))+H,818.55424,635.48818,184.07332
OxPC(35:2(OO))+H,804.57497,621.50891,184.07332
OxPC(35:2(OOKeO))+H,834.54916,651.4831,184.07332
OxPC(35:2(OOO))+H,820.56987,637.50381,184.07332
OxPC(35:2(OOOKeO))+H,850.54408,667.47802,184.07332
OxPC(35:2(OOOO))+H,836.56479,653.49873,184.07332
OxPC(35:2(OOOOKeO))+H,866.539,683.47294,184.07332
OxPC(35:2(OOOOO))+H,852.55974,669.49368,184.07332
OxPC(35:2(OOOOOO))+H,868.55466,685.4886,184.07332
OxPC(35:2(OOOOOOO))+H,884.54958,701.48352,184.07332
OxPC(35:2(OOOOOOOO))+H,900.5445,717.47844,184.07332
OxPC(35:3(Ke))+H,784.54875,601.48269,184.07332
OxPC(35:3(KeKe))+H,798.52796,615.4619,184.07332
OxPC(35:3(KeKeO))+H,814.52288,631.45682,184.07332
OxPC(35:3(KeOKeO))+H,830.5178,647.45174,184.07332
OxPC(35:3(O))+H,786.5644,603.49834,184.07332
OxPC(35:3(OKe))+H,800.54364,617.47758,184.07332
OxPC(35:3(OKeO))+H,816.53856,633.4725,184.07332
OxPC(35:3(OO))+H,802.55932,619.49326,184.07332
OxPC(35:3(OOO))+H,818.55427,635.48821,184.07332
OxPC(35:3(OOOKe))+H,832.53346,649.4674,184.07332
OxPC(35:3(OOOKeO))+H,848.52838,665.46232,184.07332
OxPC(35:3(OOOO))+H,834.54919,651.48313,184.07332
OxPC(35:3(OOOOKeO))+H,864.5233,681.45724,184.07332
OxPC(35:3(OOOOO))+H,850.54406,667.478,184.07332
OxPC(35:3(OOOOOO))+H,866.53898,683.47292,184.07332
OxPC(35:3(OOOOOOO))+H,882.53388,699.46782,184.07332
OxPC(35:3(OOOOOOOO))+H,898.5288,715.46274,184.07332
OxPC(35:4(Ke))+H,782.5331,599.46704,184.07332
OxPC(35:4(KeKe))+H,796.51235,613.44629,184.07332
OxPC(35:4(KeKeO))+H,812.50727,629.44121,184.07332
OxPC(35:4(KeOKeO))+H,828.5022,645.43614,184.07332
OxPC(35:4(O))+H,784.54875,601.48269,184.07332
OxPC(35:4(OKe))+H,798.52801,615.46195,184.07332
OxPC(35:4(OKeO))+H,814.52293,631.45687,184.07332
OxPC(35:4(OO))+H,800.54367,617.47761,184.07332
OxPC(35:4(OOKeO))+H,830.51785,647.45179,184.07332
OxPC(35:4(OOO))+H,816.53857,633.47251,184.07332
OxPC(35:4(OOOKeO))+H,846.51278,663.44672,184.07332
OxPC(35:4(OOOO))+H,832.53349,649.46743,184.07332
OxPC(35:4(OOOOKeO))+H,862.5077,679.44164,184.07332
OxPC(35:4(OOOOO))+H,848.52846,665.4624,184.07332
OxPC(35:4(OOOOOO))+H,864.52338,681.45732,184.07332
OxPC(35:4(OOOOOOO))+H,880.51828,697.45222,184.07332
OxPC(35:4(OOOOOOOO))+H,896.5132,713.44714,184.07332
OxPC(35:5(Ke))+H,780.51745,597.45139,184.07332
OxPC(35:5(KeKe))+H,794.49668,611.43062,184.07332
OxPC(35:5(KeKeO))+H,810.4916,627.42554,184.07332
OxPC(35:5(KeOKeO))+H,826.4865,643.42044,184.07332
OxPC(35:5(KeOO))+H,812.50726,629.4412,184.07332
OxPC(35:5(KeOOO))+H,828.50218,645.43612,184.07332
OxPC(35:5(O))+H,782.5331,599.46704,184.07332
OxPC(35:5(OKe))+H,796.51234,613.44628,184.07332
OxPC(35:5(OO))+H,798.52802,615.46196,184.07332
OxPC(35:5(OOO))+H,814.52297,631.45691,184.07332
OxPC(35:5(OOOKeO))+H,844.49708,661.43102,184.07332
OxPC(35:5(OOOO))+H,830.51789,647.45183,184.07332
OxPC(35:5(OOOOKeO))+H,860.492,677.42594,184.07332
OxPC(35:5(OOOOO))+H,846.51276,663.4467,184.07332
OxPC(35:5(OOOOOO))+H,862.50768,679.44162,184.07332
OxPC(35:5(OOOOOOO))+H,878.50258,695.43652,184.07332
OxPC(35:5(OOOOOOOO))+H,894.4975,711.43144,184.07332
OxPC(35:6(Ke))+H,778.5018,595.43574,184.07332
OxPC(35:6(KeKe))+H,792.48106,609.415,184.07332
OxPC(35:6(KeKeO))+H,808.47598,625.40992,184.07332
OxPC(35:6(KeO))+H,794.49672,611.43066,184.07332
OxPC(35:6(KeOKeO))+H,824.4709,641.40484,184.07332
OxPC(35:6(O))+H,780.51743,597.45137,184.07332
OxPC(35:6(OKeO))+H,810.49164,627.42558,184.07332
OxPC(35:6(OO))+H,796.51235,613.44629,184.07332
OxPC(35:6(OOKeO))+H,826.48656,643.4205,184.07332
OxPC(35:6(OOO))+H,812.50727,629.44121,184.07332
OxPC(35:6(OOOKeO))+H,842.48148,659.41542,184.07332
OxPC(35:6(OOOO))+H,828.50219,645.43613,184.07332
OxPC(35:6(OOOOKeO))+H,858.4764,675.41034,184.07332
OxPC(35:6(OOOOO))+H,844.49714,661.43108,184.07332
OxPC(35:6(OOOOOO))+H,860.49206,677.426,184.07332
OxPC(35:6(OOOOOOO))+H,876.48698,693.42092,184.07332
OxPC(35:6(OOOOOOOO))+H,892.4819,709.41584,184.07332
OxPC(35:7(Ke))+H,776.48615,593.42009,184.07332
OxPC(35:7(KeKe))+H,790.46541,607.39935,184.07332
OxPC(35:7(KeKeO))+H,806.46033,623.39427,184.07332
OxPC(35:7(KeO))+H,792.48107,609.41501,184.07332
OxPC(35:7(KeOKeO))+H,822.45528,639.38922,184.07332
OxPC(35:7(OKeO))+H,808.47599,625.40993,184.07332
OxPC(35:7(OOKeO))+H,824.47091,641.40485,184.07332
OxPC(35:7(OOOKeO))+H,840.46586,657.3998,184.07332
OxPC(35:7(OOOOKeO))+H,856.46078,673.39472,184.07332
OxPC(35:8(Ke))+H,774.4705,591.40444,184.07332
OxPC(35:8(KeKe))+H,788.44976,605.3837,184.07332
OxPC(35:8(KeOKe))+H,804.44466,621.3786,184.07332
OxPC(35:8(KeOKeO))+H,820.43958,637.37352,184.07332
OxPC(35:8(OKe))+H,790.46542,607.39936,184.07332
OxPC(35:8(OKeO))+H,806.46034,623.39428,184.07332
OxPC(35:8(OOOKe))+H,822.45524,639.38918,184.07332
OxPC(35:8(OOOKeO))+H,838.45016,655.3841,184.07332
OxPC(35:8(OOOOKeO))+H,854.44508,671.37902,184.07332
OxPC(35:9(Ke))+H,772.45485,589.38879,184.07332
OxPC(35:9(KeKe))+H,786.43414,603.36808,184.07332
OxPC(35:9(KeKeO))+H,802.42906,619.363,184.07332
OxPC(35:9(KeO))+H,788.44977,605.38371,184.07332
OxPC(35:9(KeOKeO))+H,818.42398,635.35792,184.07332
OxPC(35:9(OKeO))+H,804.44472,621.37866,184.07332
OxPC(35:9(OOKeO))+H,820.43964,637.37358,184.07332
OxPC(35:9(OOOKeO))+H,836.43456,653.3685,184.07332
OxPC(35:9(OOOOKeO))+H,852.42948,669.36342,184.07332
OxPC(36:0(Ke))+H,804.61134,621.54528,184.07332
OxPC(36:0(KeO))+H,820.60626,637.5402,184.07332
OxPC(36:1(Ke))+H,802.5957,619.52964,184.07332
OxPC(36:1(KeKe))+H,816.57498,633.50892,184.07332
OxPC(36:1(KeKeO))+H,832.5699,649.50384,184.07332
OxPC(36:1(KeO))+H,818.59062,635.52456,184.07332
OxPC(36:1(KeOKeO))+H,848.56482,665.49876,184.07332
OxPC(36:1(O))+H,804.61138,621.54532,184.07332
OxPC(36:1(OKeO))+H,834.58556,651.5195,184.07332
OxPC(36:1(OO))+H,820.6063,637.54024,184.07332
OxPC(36:1(OOKeO))+H,850.58048,667.51442,184.07332
OxPC(36:1(OOO))+H,836.60122,653.53516,184.07332
OxPC(36:1(OOOKeO))+H,866.5754,683.50934,184.07332
OxPC(36:1(OOOO))+H,852.59614,669.53008,184.07332
OxPC(36:1(OOOOKeO))+H,882.57032,699.50426,184.07332
OxPC(36:10(KeKe))+H,798.43412,615.36806,184.07332
OxPC(36:10(KeKeO))+H,814.42904,631.36298,184.07332
OxPC(36:10(KeOKeO))+H,830.42396,647.3579,184.07332
OxPC(36:2(Ke))+H,800.58005,617.51399,184.07332
OxPC(36:2(KeKe))+H,814.55936,631.4933,184.07332
OxPC(36:2(KeO))+H,816.57497,633.50891,184.07332
OxPC(36:2(KeOKe))+H,830.55426,647.4882,184.07332
OxPC(36:2(KeOKeO))+H,846.5492,663.48314,184.07332
OxPC(36:2(O))+H,802.5957,619.52964,184.07332
OxPC(36:2(OKeO))+H,832.56994,649.50388,184.07332
OxPC(36:2(OO))+H,818.59062,635.52456,184.07332
OxPC(36:2(OOKeO))+H,848.56486,665.4988,184.07332
OxPC(36:2(OOO))+H,834.58557,651.51951,184.07332
OxPC(36:2(OOOKeO))+H,864.55978,681.49372,184.07332
OxPC(36:2(OOOO))+H,850.58049,667.51443,184.07332
OxPC(36:2(OOOOKeO))+H,880.5547,697.48864,184.07332
OxPC(36:2(OOOOO))+H,866.57544,683.50938,184.07332
OxPC(36:2(OOOOOO))+H,882.57036,699.5043,184.07332
OxPC(36:2(OOOOOOO))+H,898.56528,715.49922,184.07332
OxPC(36:2(OOOOOOOO))+H,914.5602,731.49414,184.07332
OxPC(36:3(Ke))+H,798.5644,615.49834,184.07332
OxPC(36:3(KeKe))+H,812.54366,629.4776,184.07332
OxPC(36:3(KeKeO))+H,828.53858,645.47252,184.07332
OxPC(36:3(KeO))+H,814.55932,631.49326,184.07332
OxPC(36:3(KeOKeO))+H,844.5335,661.46744,184.07332
OxPC(36:3(O))+H,800.58005,617.51399,184.07332
OxPC(36:3(OO))+H,816.57497,633.50891,184.07332
OxPC(36:3(OOKe))+H,830.55426,647.4882,184.07332
OxPC(36:3(OOO))+H,832.56987,649.50381,184.07332
OxPC(36:3(OOOKe))+H,846.54916,663.4831,184.07332
OxPC(36:3(OOOKeO))+H,862.54408,679.47802,184.07332
OxPC(36:3(OOOO))+H,848.56479,665.49873,184.07332
OxPC(36:3(OOOOKeO))+H,878.539,695.47294,184.07332
OxPC(36:3(OOOOO))+H,864.55976,681.4937,184.07332
OxPC(36:3(OOOOOO))+H,880.55468,697.48862,184.07332
OxPC(36:3(OOOOOOO))+H,896.54958,713.48352,184.07332
OxPC(36:3(OOOOOOOO))+H,912.5445,729.47844,184.07332
OxPC(36:4(Ke))+H,796.54875,613.48269,184.07332
OxPC(36:4(KeKe))+H,810.52806,627.462,184.07332
OxPC(36:4(KeOKe))+H,826.52296,643.4569,184.07332
OxPC(36:4(KeOKeO))+H,842.5179,659.45184,184.07332
OxPC(36:4(O))+H,798.5644,615.49834,184.07332
OxPC(36:4(OKe))+H,812.54364,629.47758,184.07332
OxPC(36:4(OKeO))+H,828.53856,645.4725,184.07332
OxPC(36:4(OO))+H,814.55932,631.49326,184.07332
OxPC(36:4(OOKeO))+H,844.53348,661.46742,184.07332
OxPC(36:4(OOO))+H,830.55427,647.48821,184.07332
OxPC(36:4(OOOKe))+H,844.53356,661.4675,184.07332
OxPC(36:4(OOOKeO))+H,860.52848,677.46242,184.07332
OxPC(36:4(OOOO))+H,846.54919,663.48313,184.07332
OxPC(36:4(OOOOKeO))+H,876.5234,693.45734,184.07332
OxPC(36:4(OOOOO))+H,862.54406,679.478,184.07332
OxPC(36:4(OOOOOO))+H,878.53898,695.47292,184.07332
OxPC(36:4(OOOOOOO))+H,894.53398,711.46792,184.07332
OxPC(36:4(OOOOOOOO))+H,910.5289,727.46284,184.07332
OxPC(36:5(Ke))+H,794.5331,611.46704,184.07332
OxPC(36:5(KeKe))+H,808.51238,625.44632,184.07332
OxPC(36:5(KeO))+H,810.52802,627.46196,184.07332
OxPC(36:5(KeOKe))+H,824.50726,641.4412,184.07332
OxPC(36:5(KeOKeO))+H,840.5022,657.43614,184.07332
OxPC(36:5(KeOO))+H,826.52296,643.4569,184.07332
OxPC(36:5(O))+H,796.54875,613.48269,184.07332
OxPC(36:5(OO))+H,812.54367,629.47761,184.07332
OxPC(36:5(OOO))+H,828.53857,645.47251,184.07332
OxPC(36:5(OOOKe))+H,842.51786,659.4518,184.07332
OxPC(36:5(OOOKeO))+H,858.51278,675.44672,184.07332
OxPC(36:5(OOOO))+H,844.53349,661.46743,184.07332
OxPC(36:5(OOOOKeO))+H,874.5077,691.44164,184.07332
OxPC(36:5(OOOOO))+H,860.52846,677.4624,184.07332
OxPC(36:5(OOOOOO))+H,876.52338,693.45732,184.07332
OxPC(36:5(OOOOOOO))+H,892.51828,709.45222,184.07332
OxPC(36:5(OOOOOOOO))+H,908.5132,725.44714,184.07332
OxPC(36:6(Ke))+H,792.51745,609.45139,184.07332
OxPC(36:6(KeKe))+H,806.49671,623.43065,184.07332
OxPC(36:6(KeOKe))+H,822.49161,639.42555,184.07332
OxPC(36:6(KeOKeO))+H,838.4866,655.42054,184.07332
OxPC(36:6(O))+H,794.5331,611.46704,184.07332
OxPC(36:6(OKe))+H,808.51237,625.44631,184.07332
OxPC(36:6(OKeO))+H,824.50729,641.44123,184.07332
OxPC(36:6(OO))+H,810.52802,627.46196,184.07332
OxPC(36:6(OOKeO))+H,840.50221,657.43615,184.07332
OxPC(36:6(OOO))+H,826.52297,643.45691,184.07332
OxPC(36:6(OOOKeO))+H,856.49718,673.43112,184.07332
OxPC(36:6(OOOO))+H,842.51789,659.45183,184.07332
OxPC(36:6(OOOOKeO))+H,872.4921,689.42604,184.07332
OxPC(36:6(OOOOO))+H,858.51276,675.4467,184.07332
OxPC(36:6(OOOOOO))+H,874.50768,691.44162,184.07332
OxPC(36:6(OOOOOOO))+H,890.50268,707.43662,184.07332
OxPC(36:6(OOOOOOOO))+H,906.4976,723.43154,184.07332
OxPC(36:7(Ke))+H,790.5018,607.43574,184.07332
OxPC(36:7(KeKe))+H,804.48106,621.415,184.07332
OxPC(36:7(KeKeO))+H,820.47598,637.40992,184.07332
OxPC(36:7(KeO))+H,806.49672,623.43066,184.07332
OxPC(36:7(KeOKeO))+H,836.4709,653.40484,184.07332
OxPC(36:7(O))+H,792.51743,609.45137,184.07332
OxPC(36:7(OKeO))+H,822.49164,639.42558,184.07332
OxPC(36:7(OO))+H,808.51235,625.44629,184.07332
OxPC(36:7(OOKeO))+H,838.48656,655.4205,184.07332
OxPC(36:7(OOO))+H,824.50727,641.44121,184.07332
OxPC(36:7(OOOKeO))+H,854.48148,671.41542,184.07332
OxPC(36:7(OOOO))+H,840.50219,657.43613,184.07332
OxPC(36:7(OOOOKeO))+H,870.4764,687.41034,184.07332
OxPC(36:7(OOOOO))+H,856.49714,673.43108,184.07332
OxPC(36:7(OOOOOO))+H,872.49206,689.426,184.07332
OxPC(36:7(OOOOOOO))+H,888.48698,705.42092,184.07332
OxPC(36:7(OOOOOOOO))+H,904.4819,721.41584,184.07332
OxPC(36:8(Ke))+H,788.48615,605.42009,184.07332
OxPC(36:8(KeKe))+H,802.46541,619.39935,184.07332
OxPC(36:8(KeKeO))+H,818.46033,635.39427,184.07332
OxPC(36:8(KeO))+H,804.48107,621.41501,184.07332
OxPC(36:8(KeOKeO))+H,834.45528,651.38922,184.07332
OxPC(36:8(O))+H,790.50178,607.43572,184.07332
OxPC(36:8(OKeO))+H,820.47599,637.40993,184.07332
OxPC(36:8(OO))+H,806.4967,623.43064,184.07332
OxPC(36:8(OOKeO))+H,836.47091,653.40485,184.07332
OxPC(36:8(OOO))+H,822.49162,639.42556,184.07332
OxPC(36:8(OOOKeO))+H,852.46586,669.3998,184.07332
OxPC(36:8(OOOO))+H,838.48654,655.42048,184.07332
OxPC(36:8(OOOOKeO))+H,868.46078,685.39472,184.07332
OxPC(36:8(OOOOO))+H,854.48144,671.41538,184.07332
OxPC(36:8(OOOOOO))+H,870.47636,687.4103,184.07332
OxPC(36:8(OOOOOOO))+H,886.47128,703.40522,184.07332
OxPC(36:8(OOOOOOOO))+H,902.4662,719.40014,184.07332
OxPC(36:9(Ke))+H,786.4705,603.40444,184.07332
OxPC(36:9(KeKe))+H,800.44974,617.38368,184.07332
OxPC(36:9(KeKeO))+H,816.44466,633.3786,184.07332
OxPC(36:9(KeOKeO))+H,832.43958,649.37352,184.07332
OxPC(36:9(OKe))+H,802.4654,619.39934,184.07332
OxPC(36:9(OKeO))+H,818.46032,635.39426,184.07332
OxPC(36:9(OOKeO))+H,834.45524,651.38918,184.07332
OxPC(36:9(OOOKeO))+H,850.45016,667.3841,184.07332
OxPC(36:9(OOOOKeO))+H,866.44508,683.37902,184.07332
OxPC(37:0(Ke))+H,818.62699,635.56093,184.07332
OxPC(37:0(KeO))+H,834.62191,651.55585,184.07332
OxPC(37:1(Ke))+H,816.61135,633.54529,184.07332
OxPC(37:1(KeKe))+H,830.59063,647.52457,184.07332
OxPC(37:1(KeKeO))+H,846.58555,663.51949,184.07332
OxPC(37:1(KeO))+H,832.60627,649.54021,184.07332
OxPC(37:1(KeOKeO))+H,862.58047,679.51441,184.07332
OxPC(37:1(O))+H,818.62703,635.56097,184.07332
OxPC(37:1(OKeO))+H,848.60121,665.53515,184.07332
OxPC(37:1(OO))+H,834.62195,651.55589,184.07332
OxPC(37:1(OOKeO))+H,864.59613,681.53007,184.07332
OxPC(37:1(OOO))+H,850.61687,667.55081,184.07332
OxPC(37:1(OOOKeO))+H,880.59105,697.52499,184.07332
OxPC(37:1(OOOO))+H,866.61179,683.54573,184.07332
OxPC(37:1(OOOOKeO))+H,896.58597,713.51991,184.07332
OxPC(37:10(Ke))+H,798.4705,615.40444,184.07332
OxPC(37:10(KeKe))+H,812.44974,629.38368,184.07332
OxPC(37:10(KeKeO))+H,828.44466,645.3786,184.07332
OxPC(37:10(KeOKeO))+H,844.43958,661.37352,184.07332
OxPC(37:10(OKe))+H,814.4654,631.39934,184.07332
OxPC(37:10(OKeO))+H,830.46032,647.39426,184.07332
OxPC(37:10(OOKeO))+H,846.45524,663.38918,184.07332
OxPC(37:10(OOOKeO))+H,862.45016,679.3841,184.07332
OxPC(37:10(OOOOKeO))+H,878.44508,695.37902,184.07332
OxPC(37:2(Ke))+H,814.5957,631.52964,184.07332
OxPC(37:2(KeKe))+H,828.57496,645.5089,184.07332
OxPC(37:2(KeKeO))+H,844.56988,661.50382,184.07332
OxPC(37:2(KeO))+H,830.59062,647.52456,184.07332
OxPC(37:2(KeOKeO))+H,860.5648,677.49874,184.07332
OxPC(37:2(O))+H,816.61135,633.54529,184.07332
OxPC(37:2(OKeO))+H,846.58554,663.51948,184.07332
OxPC(37:2(OO))+H,832.60627,649.54021,184.07332
OxPC(37:2(OOKeO))+H,862.58046,679.5144,184.07332
OxPC(37:2(OOO))+H,848.60122,665.53516,184.07332
OxPC(37:2(OOOKeO))+H,878.57538,695.50932,184.07332
OxPC(37:2(OOOO))+H,864.59614,681.53008,184.07332
OxPC(37:2(OOOOKeO))+H,894.5703,711.50424,184.07332
OxPC(37:2(OOOOO))+H,880.59104,697.52498,184.07332
OxPC(37:2(OOOOOO))+H,896.58596,713.5199,184.07332
OxPC(37:2(OOOOOOO))+H,912.58088,729.51482,184.07332
OxPC(37:2(OOOOOOOO))+H,928.5758,745.50974,184.07332
OxPC(37:3(Ke))+H,812.58005,629.51399,184.07332
OxPC(37:3(KeKe))+H,826.55926,643.4932,184.07332
OxPC(37:3(KeKeO))+H,842.55418,659.48812,184.07332
OxPC(37:3(KeOKeO))+H,858.5491,675.48304,184.07332
OxPC(37:3(O))+H,814.59568,631.52962,184.07332
OxPC(37:3(OKe))+H,828.57492,645.50886,184.07332
OxPC(37:3(OKeO))+H,844.56984,661.50378,184.07332
OxPC(37:3(OO))+H,830.5906,647.52454,184.07332
OxPC(37:3(OOKeO))+H,860.56476,677.4987,184.07332
OxPC(37:3(OOO))+H,846.58552,663.51946,184.07332
OxPC(37:3(OOOKeO))+H,876.55968,693.49362,184.07332
OxPC(37:3(OOOO))+H,862.58044,679.51438,184.07332
OxPC(37:3(OOOOKeO))+H,892.5546,709.48854,184.07332
OxPC(37:3(OOOOO))+H,878.57534,695.50928,184.07332
OxPC(37:3(OOOOOO))+H,894.57026,711.5042,184.07332
OxPC(37:3(OOOOOOO))+H,910.56518,727.49912,184.07332
OxPC(37:3(OOOOOOOO))+H,926.5601,743.49404,184.07332
OxPC(37:4(Ke))+H,810.5644,627.49834,184.07332
OxPC(37:4(KeKe))+H,824.54366,641.4776,184.07332
OxPC(37:4(KeKeO))+H,840.53858,657.47252,184.07332
OxPC(37:4(KeO))+H,826.55932,643.49326,184.07332
OxPC(37:4(KeOKeO))+H,856.5335,673.46744,184.07332
OxPC(37:4(O))+H,812.58005,629.51399,184.07332
OxPC(37:4(OKeO))+H,842.55424,659.48818,184.07332
OxPC(37:4(OO))+H,828.57497,645.50891,184.07332
OxPC(37:4(OOKeO))+H,858.54916,675.4831,184.07332
OxPC(37:4(OOO))+H,844.56992,661.50386,184.07332
OxPC(37:4(OOOKeO))+H,874.54408,691.47802,184.07332
OxPC(37:4(OOOO))+H,860.56484,677.49878,184.07332
OxPC(37:4(OOOOKeO))+H,890.539,707.47294,184.07332
OxPC(37:4(OOOOO))+H,876.55974,693.49368,184.07332
OxPC(37:4(OOOOOO))+H,892.55466,709.4886,184.07332
OxPC(37:4(OOOOOOO))+H,908.54958,725.48352,184.07332
OxPC(37:4(OOOOOOOO))+H,924.5445,741.47844,184.07332
OxPC(37:5(Ke))+H,808.54875,625.48269,184.07332
OxPC(37:5(KeKe))+H,822.52798,639.46192,184.07332
OxPC(37:5(KeKeO))+H,838.5229,655.45684,184.07332
OxPC(37:5(KeOKeO))+H,854.5178,671.45174,184.07332
OxPC(37:5(KeOO))+H,840.53856,657.4725,184.07332
OxPC(37:5(O))+H,810.5644,627.49834,184.07332
OxPC(37:5(OKe))+H,824.54364,641.47758,184.07332
OxPC(37:5(OO))+H,826.55932,643.49326,184.07332
OxPC(37:5(OOO))+H,842.55422,659.48816,184.07332
OxPC(37:5(OOOKe))+H,856.53346,673.4674,184.07332
OxPC(37:5(OOOKeO))+H,872.52838,689.46232,184.07332
OxPC(37:5(OOOO))+H,858.54914,675.48308,184.07332
OxPC(37:5(OOOOKeO))+H,888.5233,705.45724,184.07332
OxPC(37:5(OOOOO))+H,874.54406,691.478,184.07332
OxPC(37:5(OOOOOO))+H,890.53898,707.47292,184.07332
OxPC(37:5(OOOOOOO))+H,906.53388,723.46782,184.07332
OxPC(37:5(OOOOOOOO))+H,922.5288,739.46274,184.07332
OxPC(37:6(Ke))+H,806.5331,623.46704,184.07332
OxPC(37:6(KeKe))+H,820.51238,637.44632,184.07332
OxPC(37:6(KeKeO))+H,836.5073,653.44124,184.07332
OxPC(37:6(KeO))+H,822.52802,639.46196,184.07332
OxPC(37:6(KeOKeO))+H,852.5022,669.43614,184.07332
OxPC(37:6(KeOO))+H,838.52296,655.4569,184.07332
OxPC(37:6(O))+H,808.54875,625.48269,184.07332
OxPC(37:6(OO))+H,824.54367,641.47761,184.07332
OxPC(37:6(OOO))+H,840.53862,657.47256,184.07332
OxPC(37:6(OOOKe))+H,854.51786,671.4518,184.07332
OxPC(37:6(OOOKeO))+H,870.51278,687.44672,184.07332
OxPC(37:6(OOOO))+H,856.53354,673.46748,184.07332
OxPC(37:6(OOOOKeO))+H,886.5077,703.44164,184.07332
OxPC(37:6(OOOOO))+H,872.52846,689.4624,184.07332
OxPC(37:6(OOOOOO))+H,888.52338,705.45732,184.07332
OxPC(37:6(OOOOOOO))+H,904.51828,721.45222,184.07332
OxPC(37:6(OOOOOOOO))+H,920.5132,737.44714,184.07332
OxPC(37:7(Ke))+H,804.51745,621.45139,184.07332
OxPC(37:7(KeKe))+H,818.49666,635.4306,184.07332
OxPC(37:7(KeKeO))+H,834.49158,651.42552,184.07332
OxPC(37:7(KeOKeO))+H,850.4865,667.42044,184.07332
OxPC(37:7(O))+H,806.53308,623.46702,184.07332
OxPC(37:7(OKe))+H,820.51237,637.44631,184.07332
OxPC(37:7(OKeO))+H,836.50729,653.44123,184.07332
OxPC(37:7(OO))+H,822.528,639.46194,184.07332
OxPC(37:7(OOO))+H,838.52292,655.45686,184.07332
OxPC(37:7(OOOKe))+H,852.50216,669.4361,184.07332
OxPC(37:7(OOOKeO))+H,868.49708,685.43102,184.07332
