PC,[M+H]+,MH-PC,MH-tail1&TrimethylAmine,MH-tail2&TrimethylAmine,MH-Tail1,MH-Tail2,LPC_T1_H,LPC_T2_H,RCOO+58_T1,RCOO+58_T2,PC Head
PC(14:1_19:0)+H,746.56954,563.5035,461.302711,389.208811,520.37621,448.28231,466.29289,538.38679,283.22683,355.32073,184.07332
PC(14:1_20:0)+H,760.58514,577.5191,475.318311,389.208811,534.39181,448.28231,466.29289,552.40239,283.22683,369.33633,184.07332
PC(14:1_20:1)+H,758.56954,575.5035,473.302711,389.208811,532.37621,448.28231,466.29289,550.38679,283.22683,367.32073,184.07332
PC(14:1_20:2)+H,756.55384,573.4878,471.287011,389.208811,530.36051,448.28231,466.29289,548.37109,283.22683,365.30503,184.07332
PC(14:1_20:3)+H,754.53824,571.4722,469.271411,389.208811,528.34491,448.28231,466.29289,546.35549,283.22683,363.28943,184.07332
PC(14:1_20:4)+H,752.52254,569.4565,467.255711,389.208811,526.32921,448.28231,466.29289,544.33979,283.22683,361.27373,184.07332
PC(14:1_20:5)+H,750.50694,567.4409,465.240111,389.208811,524.31361,448.28231,466.29289,542.32419,283.22683,359.25813,184.07332
PC(14:1_21:0)+H,774.60084,591.5348,489.334011,389.208811,548.40751,448.28231,466.29289,566.41809,283.22683,383.35203,184.07332
PC(14:1_22:0)+H,788.61644,605.5504,503.349611,389.208811,562.42311,448.28231,466.29289,580.43369,283.22683,397.36763,184.07332
PC(14:1_22:1)+H,786.60084,603.5348,501.334011,389.208811,560.40751,448.28231,466.29289,578.41809,283.22683,395.35203,184.07332
PC(14:1_22:2)+H,784.58514,601.5191,499.318311,389.208811,558.39181,448.28231,466.29289,576.40239,283.22683,393.33633,184.07332
PC(14:1_22:3)+H,782.56954,599.5035,497.302711,389.208811,556.37621,448.28231,466.29289,574.38679,283.22683,391.32073,184.07332
PC(14:1_22:4)+H,780.55384,597.4878,495.287011,389.208811,554.36051,448.28231,466.29289,572.37109,283.22683,389.30503,184.07332
PC(14:1_22:5)+H,778.53824,595.4722,493.271411,389.208811,552.34491,448.28231,466.29289,570.35549,283.22683,387.28943,184.07332
PC(14:1_22:6)+H,776.52254,593.4565,491.255711,389.208811,550.32921,448.28231,466.29289,568.33979,283.22683,385.27373,184.07332
PC(14:1_23:0)+H,802.63214,619.5661,517.365311,389.208811,576.43881,448.28231,466.29289,594.44939,283.22683,411.38333,184.07332
PC(14:1_24:0)+H,816.64774,633.5817,531.380911,389.208811,590.45441,448.28231,466.29289,608.46499,283.22683,425.39893,184.07332
PC(14:1_24:1)+H,814.63214,631.5661,529.365311,389.208811,588.43881,448.28231,466.29289,606.44939,283.22683,423.38333,184.07332
PC(14:1_25:0)+H,830.66344,647.5974,545.396611,389.208811,604.47011,448.28231,466.29289,622.48069,283.22683,439.41463,184.07332
PC(14:1_26:0)+H,844.67904,661.613,559.412211,389.208811,618.48571,448.28231,466.29289,636.49629,283.22683,453.43023,184.07332
PC(15:0_15:0)+H,706.53824,523.4722,405.240111,405.240111,464.31361,464.31361,482.32419,482.32419,299.25813,299.25813,184.07332
PC(15:0_15:1)+H,704.52254,521.4565,403.224411,405.240111,462.29791,464.31361,482.32419,480.30849,299.25813,297.24243,184.07332
PC(15:0_16:0)+H,720.55384,537.4878,419.255711,405.240111,478.32921,464.31361,482.32419,496.33979,299.25813,313.27373,184.07332
PC(15:0_16:1)+H,718.53824,535.4722,417.240111,405.240111,476.31361,464.31361,482.32419,494.32419,299.25813,311.25813,184.07332
PC(15:0_17:0)+H,734.56954,551.5035,433.271411,405.240111,492.34491,464.31361,482.32419,510.35549,299.25813,327.28943,184.07332
PC(15:0_17:1)+H,732.55384,549.4878,431.255711,405.240111,490.32921,464.31361,482.32419,508.33979,299.25813,325.27373,184.07332
PC(15:0_17:2)+H,730.53824,547.4722,429.240111,405.240111,488.31361,464.31361,482.32419,506.32419,299.25813,323.25813,184.07332
PC(15:0_18:0)+H,748.58514,565.5191,447.287011,405.240111,506.36051,464.31361,482.32419,524.37109,299.25813,341.30503,184.07332
PC(15:0_18:1)+H,746.56954,563.5035,445.271411,405.240111,504.34491,464.31361,482.32419,522.35549,299.25813,339.28943,184.07332
PC(15:0_18:2)+H,744.55384,561.4878,443.255711,405.240111,502.32921,464.31361,482.32419,520.33979,299.25813,337.27373,184.07332
PC(15:0_18:3)+H,742.53824,559.4722,441.240111,405.240111,500.31361,464.31361,482.32419,518.32419,299.25813,335.25813,184.07332
PC(15:0_18:4)+H,740.52254,557.4565,439.224411,405.240111,498.29791,464.31361,482.32419,516.30849,299.25813,333.24243,184.07332
PC(15:0_19:0)+H,762.60084,579.5348,461.302711,405.240111,520.37621,464.31361,482.32419,538.38679,299.25813,355.32073,184.07332
PC(15:0_20:0)+H,776.61644,593.5504,475.318311,405.240111,534.39181,464.31361,482.32419,552.40239,299.25813,369.33633,184.07332
PC(15:0_20:1)+H,774.60084,591.5348,473.302711,405.240111,532.37621,464.31361,482.32419,550.38679,299.25813,367.32073,184.07332
PC(15:0_20:2)+H,772.58514,589.5191,471.287011,405.240111,530.36051,464.31361,482.32419,548.37109,299.25813,365.30503,184.07332
PC(15:0_20:3)+H,770.56954,587.5035,469.271411,405.240111,528.34491,464.31361,482.32419,546.35549,299.25813,363.28943,184.07332
PC(15:0_20:4)+H,768.55384,585.4878,467.255711,405.240111,526.32921,464.31361,482.32419,544.33979,299.25813,361.27373,184.07332
PC(15:0_20:5)+H,766.53824,583.4722,465.240111,405.240111,524.31361,464.31361,482.32419,542.32419,299.25813,359.25813,184.07332
PC(15:0_21:0)+H,790.63214,607.5661,489.334011,405.240111,548.40751,464.31361,482.32419,566.41809,299.25813,383.35203,184.07332
PC(15:0_22:0)+H,804.64774,621.5817,503.349611,405.240111,562.42311,464.31361,482.32419,580.43369,299.25813,397.36763,184.07332
PC(15:0_22:1)+H,802.63214,619.5661,501.334011,405.240111,560.40751,464.31361,482.32419,578.41809,299.25813,395.35203,184.07332
PC(15:0_22:2)+H,800.61644,617.5504,499.318311,405.240111,558.39181,464.31361,482.32419,576.40239,299.25813,393.33633,184.07332
PC(15:0_22:3)+H,798.60084,615.5348,497.302711,405.240111,556.37621,464.31361,482.32419,574.38679,299.25813,391.32073,184.07332
PC(15:0_22:4)+H,796.58514,613.5191,495.287011,405.240111,554.36051,464.31361,482.32419,572.37109,299.25813,389.30503,184.07332
PC(15:0_22:5)+H,794.56954,611.5035,493.271411,405.240111,552.34491,464.31361,482.32419,570.35549,299.25813,387.28943,184.07332
PC(15:0_22:6)+H,792.55384,609.4878,491.255711,405.240111,550.32921,464.31361,482.32419,568.33979,299.25813,385.27373,184.07332
PC(15:0_23:0)+H,818.66344,635.5974,517.365311,405.240111,576.43881,464.31361,482.32419,594.44939,299.25813,411.38333,184.07332
PC(15:0_24:0)+H,832.67904,649.613,531.380911,405.240111,590.45441,464.31361,482.32419,608.46499,299.25813,425.39893,184.07332
PC(15:0_24:1)+H,830.66344,647.5974,529.365311,405.240111,588.43881,464.31361,482.32419,606.44939,299.25813,423.38333,184.07332
PC(15:0_25:0)+H,846.69474,663.6287,545.396611,405.240111,604.47011,464.31361,482.32419,622.48069,299.25813,439.41463,184.07332
PC(15:0_26:0)+H,860.71034,677.6443,559.412211,405.240111,618.48571,464.31361,482.32419,636.49629,299.25813,453.43023,184.07332
PC(15:1_15:1)+H,702.50684,519.4408,403.224411,403.224411,462.29791,462.29791,480.30849,480.30849,297.24243,297.24243,184.07332
PC(15:1_16:0)+H,718.53814,535.4721,419.255711,403.224411,478.32921,462.29791,480.30849,496.33979,297.24243,313.27373,184.07332
PC(15:1_16:1)+H,716.52254,533.4565,417.240111,403.224411,476.31361,462.29791,480.30849,494.32419,297.24243,311.25813,184.07332
PC(15:1_17:0)+H,732.55384,549.4878,433.271411,403.224411,492.34491,462.29791,480.30849,510.35549,297.24243,327.28943,184.07332
PC(15:1_17:1)+H,730.53814,547.4721,431.255711,403.224411,490.32921,462.29791,480.30849,508.33979,297.24243,325.27373,184.07332
PC(15:1_17:2)+H,728.52254,545.4565,429.240111,403.224411,488.31361,462.29791,480.30849,506.32419,297.24243,323.25813,184.07332
PC(15:1_18:0)+H,746.56944,563.5034,447.287011,403.224411,506.36051,462.29791,480.30849,524.37109,297.24243,341.30503,184.07332
PC(15:1_18:1)+H,744.55384,561.4878,445.271411,403.224411,504.34491,462.29791,480.30849,522.35549,297.24243,339.28943,184.07332
PC(15:1_18:2)+H,742.53814,559.4721,443.255711,403.224411,502.32921,462.29791,480.30849,520.33979,297.24243,337.27373,184.07332
PC(15:1_18:3)+H,740.52254,557.4565,441.240111,403.224411,500.31361,462.29791,480.30849,518.32419,297.24243,335.25813,184.07332
PC(15:1_18:4)+H,738.50684,555.4408,439.224411,403.224411,498.29791,462.29791,480.30849,516.30849,297.24243,333.24243,184.07332
PC(15:1_19:0)+H,760.58514,577.5191,461.302711,403.224411,520.37621,462.29791,480.30849,538.38679,297.24243,355.32073,184.07332
PC(15:1_20:0)+H,774.60074,591.5347,475.318311,403.224411,534.39181,462.29791,480.30849,552.40239,297.24243,369.33633,184.07332
PC(15:1_20:1)+H,772.58514,589.5191,473.302711,403.224411,532.37621,462.29791,480.30849,550.38679,297.24243,367.32073,184.07332
PC(15:1_20:2)+H,770.56944,587.5034,471.287011,403.224411,530.36051,462.29791,480.30849,548.37109,297.24243,365.30503,184.07332
PC(15:1_20:3)+H,768.55384,585.4878,469.271411,403.224411,528.34491,462.29791,480.30849,546.35549,297.24243,363.28943,184.07332
PC(15:1_20:4)+H,766.53814,583.4721,467.255711,403.224411,526.32921,462.29791,480.30849,544.33979,297.24243,361.27373,184.07332
PC(15:1_20:5)+H,764.52254,581.4565,465.240111,403.224411,524.31361,462.29791,480.30849,542.32419,297.24243,359.25813,184.07332
PC(15:1_21:0)+H,788.61644,605.5504,489.334011,403.224411,548.40751,462.29791,480.30849,566.41809,297.24243,383.35203,184.07332
PC(15:1_22:0)+H,802.63204,619.566,503.349611,403.224411,562.42311,462.29791,480.30849,580.43369,297.24243,397.36763,184.07332
PC(15:1_22:1)+H,800.61644,617.5504,501.334011,403.224411,560.40751,462.29791,480.30849,578.41809,297.24243,395.35203,184.07332
PC(15:1_22:2)+H,798.60074,615.5347,499.318311,403.224411,558.39181,462.29791,480.30849,576.40239,297.24243,393.33633,184.07332
PC(15:1_22:3)+H,796.58514,613.5191,497.302711,403.224411,556.37621,462.29791,480.30849,574.38679,297.24243,391.32073,184.07332
PC(15:1_22:4)+H,794.56944,611.5034,495.287011,403.224411,554.36051,462.29791,480.30849,572.37109,297.24243,389.30503,184.07332
PC(15:1_22:5)+H,792.55384,609.4878,493.271411,403.224411,552.34491,462.29791,480.30849,570.35549,297.24243,387.28943,184.07332
PC(15:1_22:6)+H,790.53814,607.4721,491.255711,403.224411,550.32921,462.29791,480.30849,568.33979,297.24243,385.27373,184.07332
PC(15:1_23:0)+H,816.64774,633.5817,517.365311,403.224411,576.43881,462.29791,480.30849,594.44939,297.24243,411.38333,184.07332
PC(15:1_24:0)+H,830.66334,647.5973,531.380911,403.224411,590.45441,462.29791,480.30849,608.46499,297.24243,425.39893,184.07332
PC(15:1_24:1)+H,828.64774,645.5817,529.365311,403.224411,588.43881,462.29791,480.30849,606.44939,297.24243,423.38333,184.07332
PC(15:1_25:0)+H,844.67904,661.613,545.396611,403.224411,604.47011,462.29791,480.30849,622.48069,297.24243,439.41463,184.07332
PC(15:1_26:0)+H,858.69464,675.6286,559.412211,403.224411,618.48571,462.29791,480.30849,636.49629,297.24243,453.43023,184.07332
PC(16:0_16:0)+H,734.56944,551.5034,419.255711,419.255711,478.32921,478.32921,496.33979,496.33979,313.27373,313.27373,184.07332
PC(16:0_16:1)+H,732.55384,549.4878,417.240111,419.255711,476.31361,478.32921,496.33979,494.32419,313.27373,311.25813,184.07332
PC(16:0_17:0)+H,748.58514,565.5191,433.271411,419.255711,492.34491,478.32921,496.33979,510.35549,313.27373,327.28943,184.07332
PC(16:0_17:1)+H,746.56944,563.5034,431.255711,419.255711,490.32921,478.32921,496.33979,508.33979,313.27373,325.27373,184.07332
PC(16:0_17:2)+H,744.55384,561.4878,429.240111,419.255711,488.31361,478.32921,496.33979,506.32419,313.27373,323.25813,184.07332
PC(16:0_18:0)+H,762.60074,579.5347,447.287011,419.255711,506.36051,478.32921,496.33979,524.37109,313.27373,341.30503,184.07332
PC(16:0_18:1)+H,760.58514,577.5191,445.271411,419.255711,504.34491,478.32921,496.33979,522.35549,313.27373,339.28943,184.07332
PC(16:0_18:2)+H,758.56944,575.5034,443.255711,419.255711,502.32921,478.32921,496.33979,520.33979,313.27373,337.27373,184.07332
PC(16:0_18:3)+H,756.55384,573.4878,441.240111,419.255711,500.31361,478.32921,496.33979,518.32419,313.27373,335.25813,184.07332
PC(16:0_18:4)+H,754.53814,571.4721,439.224411,419.255711,498.29791,478.32921,496.33979,516.30849,313.27373,333.24243,184.07332
PC(16:0_19:0)+H,776.61644,593.5504,461.302711,419.255711,520.37621,478.32921,496.33979,538.38679,313.27373,355.32073,184.07332
PC(16:0_20:0)+H,790.63204,607.566,475.318311,419.255711,534.39181,478.32921,496.33979,552.40239,313.27373,369.33633,184.07332
PC(16:0_20:1)+H,788.61644,605.5504,473.302711,419.255711,532.37621,478.32921,496.33979,550.38679,313.27373,367.32073,184.07332
PC(16:0_20:2)+H,786.60074,603.5347,471.287011,419.255711,530.36051,478.32921,496.33979,548.37109,313.27373,365.30503,184.07332
PC(16:0_20:3)+H,784.58514,601.5191,469.271411,419.255711,528.34491,478.32921,496.33979,546.35549,313.27373,363.28943,184.07332
PC(16:0_20:4)+H,782.56944,599.5034,467.255711,419.255711,526.32921,478.32921,496.33979,544.33979,313.27373,361.27373,184.07332
PC(16:0_20:5)+H,780.55384,597.4878,465.240111,419.255711,524.31361,478.32921,496.33979,542.32419,313.27373,359.25813,184.07332
PC(16:0_21:0)+H,804.64774,621.5817,489.334011,419.255711,548.40751,478.32921,496.33979,566.41809,313.27373,383.35203,184.07332
PC(16:0_22:0)+H,818.66334,635.5973,503.349611,419.255711,562.42311,478.32921,496.33979,580.43369,313.27373,397.36763,184.07332
PC(16:0_22:1)+H,816.64774,633.5817,501.334011,419.255711,560.40751,478.32921,496.33979,578.41809,313.27373,395.35203,184.07332
PC(16:0_22:2)+H,814.63204,631.566,499.318311,419.255711,558.39181,478.32921,496.33979,576.40239,313.27373,393.33633,184.07332
PC(16:0_22:3)+H,812.61644,629.5504,497.302711,419.255711,556.37621,478.32921,496.33979,574.38679,313.27373,391.32073,184.07332
PC(16:0_22:4)+H,810.60074,627.5347,495.287011,419.255711,554.36051,478.32921,496.33979,572.37109,313.27373,389.30503,184.07332
PC(16:0_22:5)+H,808.58514,625.5191,493.271411,419.255711,552.34491,478.32921,496.33979,570.35549,313.27373,387.28943,184.07332
PC(16:0_22:6)+H,806.56944,623.5034,491.255711,419.255711,550.32921,478.32921,496.33979,568.33979,313.27373,385.27373,184.07332
PC(16:0_23:0)+H,832.67904,649.613,517.365311,419.255711,576.43881,478.32921,496.33979,594.44939,313.27373,411.38333,184.07332
PC(16:0_24:0)+H,846.69464,663.6286,531.380911,419.255711,590.45441,478.32921,496.33979,608.46499,313.27373,425.39893,184.07332
PC(16:0_24:1)+H,844.67904,661.613,529.365311,419.255711,588.43881,478.32921,496.33979,606.44939,313.27373,423.38333,184.07332
PC(16:0_25:0)+H,860.71034,677.6443,545.396611,419.255711,604.47011,478.32921,496.33979,622.48069,313.27373,439.41463,184.07332
PC(16:0_26:0)+H,874.72594,691.6599,559.412211,419.255711,618.48571,478.32921,496.33979,636.49629,313.27373,453.43023,184.07332
PC(16:1_16:1)+H,730.53824,547.4722,417.240111,417.240111,476.31361,476.31361,494.32419,494.32419,311.25813,311.25813,184.07332
PC(16:1_17:0)+H,746.56954,563.5035,433.271411,417.240111,492.34491,476.31361,494.32419,510.35549,311.25813,327.28943,184.07332
PC(16:1_17:1)+H,744.55384,561.4878,431.255711,417.240111,490.32921,476.31361,494.32419,508.33979,311.25813,325.27373,184.07332
PC(16:1_17:2)+H,742.53824,559.4722,429.240111,417.240111,488.31361,476.31361,494.32419,506.32419,311.25813,323.25813,184.07332
PC(16:1_18:0)+H,760.58514,577.5191,447.287011,417.240111,506.36051,476.31361,494.32419,524.37109,311.25813,341.30503,184.07332
PC(16:1_18:1)+H,758.56954,575.5035,445.271411,417.240111,504.34491,476.31361,494.32419,522.35549,311.25813,339.28943,184.07332
PC(16:1_18:2)+H,756.55384,573.4878,443.255711,417.240111,502.32921,476.31361,494.32419,520.33979,311.25813,337.27373,184.07332
PC(16:1_18:3)+H,754.53824,571.4722,441.240111,417.240111,500.31361,476.31361,494.32419,518.32419,311.25813,335.25813,184.07332
PC(16:1_18:4)+H,752.52254,569.4565,439.224411,417.240111,498.29791,476.31361,494.32419,516.30849,311.25813,333.24243,184.07332
PC(16:1_19:0)+H,774.60084,591.5348,461.302711,417.240111,520.37621,476.31361,494.32419,538.38679,311.25813,355.32073,184.07332
PC(16:1_20:0)+H,788.61644,605.5504,475.318311,417.240111,534.39181,476.31361,494.32419,552.40239,311.25813,369.33633,184.07332
PC(16:1_20:1)+H,786.60084,603.5348,473.302711,417.240111,532.37621,476.31361,494.32419,550.38679,311.25813,367.32073,184.07332
PC(16:1_20:2)+H,784.58514,601.5191,471.287011,417.240111,530.36051,476.31361,494.32419,548.37109,311.25813,365.30503,184.07332
PC(16:1_20:3)+H,782.56954,599.5035,469.271411,417.240111,528.34491,476.31361,494.32419,546.35549,311.25813,363.28943,184.07332
PC(16:1_20:4)+H,780.55384,597.4878,467.255711,417.240111,526.32921,476.31361,494.32419,544.33979,311.25813,361.27373,184.07332
PC(16:1_20:5)+H,778.53824,595.4722,465.240111,417.240111,524.31361,476.31361,494.32419,542.32419,311.25813,359.25813,184.07332
PC(16:1_21:0)+H,802.63214,619.5661,489.334011,417.240111,548.40751,476.31361,494.32419,566.41809,311.25813,383.35203,184.07332
PC(16:1_22:0)+H,816.64774,633.5817,503.349611,417.240111,562.42311,476.31361,494.32419,580.43369,311.25813,397.36763,184.07332
PC(16:1_22:1)+H,814.63214,631.5661,501.334011,417.240111,560.40751,476.31361,494.32419,578.41809,311.25813,395.35203,184.07332
PC(16:1_22:2)+H,812.61644,629.5504,499.318311,417.240111,558.39181,476.31361,494.32419,576.40239,311.25813,393.33633,184.07332
PC(16:1_22:3)+H,810.60084,627.5348,497.302711,417.240111,556.37621,476.31361,494.32419,574.38679,311.25813,391.32073,184.07332
PC(16:1_22:4)+H,808.58514,625.5191,495.287011,417.240111,554.36051,476.31361,494.32419,572.37109,311.25813,389.30503,184.07332
PC(16:1_22:5)+H,806.56954,623.5035,493.271411,417.240111,552.34491,476.31361,494.32419,570.35549,311.25813,387.28943,184.07332
PC(16:1_22:6)+H,804.55384,621.4878,491.255711,417.240111,550.32921,476.31361,494.32419,568.33979,311.25813,385.27373,184.07332
PC(16:1_23:0)+H,830.66344,647.5974,517.365311,417.240111,576.43881,476.31361,494.32419,594.44939,311.25813,411.38333,184.07332
PC(16:1_24:0)+H,844.67904,661.613,531.380911,417.240111,590.45441,476.31361,494.32419,608.46499,311.25813,425.39893,184.07332
PC(16:1_24:1)+H,842.66344,659.5974,529.365311,417.240111,588.43881,476.31361,494.32419,606.44939,311.25813,423.38333,184.07332
PC(16:1_25:0)+H,858.69474,675.6287,545.396611,417.240111,604.47011,476.31361,494.32419,622.48069,311.25813,439.41463,184.07332
PC(16:1_26:0)+H,872.71034,689.6443,559.412211,417.240111,618.48571,476.31361,494.32419,636.49629,311.25813,453.43023,184.07332
PC(17:0_17:0)+H,762.60084,579.5348,433.271411,433.271411,492.34491,492.34491,510.35549,510.35549,327.28943,327.28943,184.07332
PC(17:0_17:1)+H,760.58514,577.5191,431.255711,433.271411,490.32921,492.34491,510.35549,508.33979,327.28943,325.27373,184.07332
PC(17:0_17:2)+H,758.56954,575.5035,429.240111,433.271411,488.31361,492.34491,510.35549,506.32419,327.28943,323.25813,184.07332
PC(17:0_18:0)+H,776.61644,593.5504,447.287011,433.271411,506.36051,492.34491,510.35549,524.37109,327.28943,341.30503,184.07332
PC(17:0_18:1)+H,774.60084,591.5348,445.271411,433.271411,504.34491,492.34491,510.35549,522.35549,327.28943,339.28943,184.07332
PC(17:0_18:2)+H,772.58514,589.5191,443.255711,433.271411,502.32921,492.34491,510.35549,520.33979,327.28943,337.27373,184.07332
PC(17:0_18:3)+H,770.56954,587.5035,441.240111,433.271411,500.31361,492.34491,510.35549,518.32419,327.28943,335.25813,184.07332
PC(17:0_18:4)+H,768.55384,585.4878,439.224411,433.271411,498.29791,492.34491,510.35549,516.30849,327.28943,333.24243,184.07332
PC(17:0_19:0)+H,790.63214,607.5661,461.302711,433.271411,520.37621,492.34491,510.35549,538.38679,327.28943,355.32073,184.07332
PC(17:0_20:0)+H,804.64774,621.5817,475.318311,433.271411,534.39181,492.34491,510.35549,552.40239,327.28943,369.33633,184.07332
PC(17:0_20:1)+H,802.63214,619.5661,473.302711,433.271411,532.37621,492.34491,510.35549,550.38679,327.28943,367.32073,184.07332
PC(17:0_20:2)+H,800.61644,617.5504,471.287011,433.271411,530.36051,492.34491,510.35549,548.37109,327.28943,365.30503,184.07332
PC(17:0_20:3)+H,798.60084,615.5348,469.271411,433.271411,528.34491,492.34491,510.35549,546.35549,327.28943,363.28943,184.07332
PC(17:0_20:4)+H,796.58514,613.5191,467.255711,433.271411,526.32921,492.34491,510.35549,544.33979,327.28943,361.27373,184.07332
PC(17:0_20:5)+H,794.56954,611.5035,465.240111,433.271411,524.31361,492.34491,510.35549,542.32419,327.28943,359.25813,184.07332
PC(17:0_21:0)+H,818.66344,635.5974,489.334011,433.271411,548.40751,492.34491,510.35549,566.41809,327.28943,383.35203,184.07332
PC(17:0_22:0)+H,832.67904,649.613,503.349611,433.271411,562.42311,492.34491,510.35549,580.43369,327.28943,397.36763,184.07332
PC(17:0_22:1)+H,830.66344,647.5974,501.334011,433.271411,560.40751,492.34491,510.35549,578.41809,327.28943,395.35203,184.07332
PC(17:0_22:2)+H,828.64774,645.5817,499.318311,433.271411,558.39181,492.34491,510.35549,576.40239,327.28943,393.33633,184.07332
PC(17:0_22:3)+H,826.63214,643.5661,497.302711,433.271411,556.37621,492.34491,510.35549,574.38679,327.28943,391.32073,184.07332
PC(17:0_22:4)+H,824.61644,641.5504,495.287011,433.271411,554.36051,492.34491,510.35549,572.37109,327.28943,389.30503,184.07332
PC(17:0_22:5)+H,822.60084,639.5348,493.271411,433.271411,552.34491,492.34491,510.35549,570.35549,327.28943,387.28943,184.07332
PC(17:0_22:6)+H,820.58514,637.5191,491.255711,433.271411,550.32921,492.34491,510.35549,568.33979,327.28943,385.27373,184.07332
PC(17:0_23:0)+H,846.69474,663.6287,517.365311,433.271411,576.43881,492.34491,510.35549,594.44939,327.28943,411.38333,184.07332
PC(17:0_24:0)+H,860.71034,677.6443,531.380911,433.271411,590.45441,492.34491,510.35549,608.46499,327.28943,425.39893,184.07332
PC(17:0_24:1)+H,858.69474,675.6287,529.365311,433.271411,588.43881,492.34491,510.35549,606.44939,327.28943,423.38333,184.07332
PC(17:0_25:0)+H,874.72604,691.66,545.396611,433.271411,604.47011,492.34491,510.35549,622.48069,327.28943,439.41463,184.07332
PC(17:0_26:0)+H,888.74164,705.6756,559.412211,433.271411,618.48571,492.34491,510.35549,636.49629,327.28943,453.43023,184.07332
PC(17:1_17:1)+H,758.56944,575.5034,431.255711,431.255711,490.32921,490.32921,508.33979,508.33979,325.27373,325.27373,184.07332
PC(17:1_17:2)+H,756.55384,573.4878,429.240111,431.255711,488.31361,490.32921,508.33979,506.32419,325.27373,323.25813,184.07332
PC(17:1_18:0)+H,774.60074,591.5347,447.287011,431.255711,506.36051,490.32921,508.33979,524.37109,325.27373,341.30503,184.07332
PC(17:1_18:1)+H,772.58514,589.5191,445.271411,431.255711,504.34491,490.32921,508.33979,522.35549,325.27373,339.28943,184.07332
PC(17:1_18:2)+H,770.56944,587.5034,443.255711,431.255711,502.32921,490.32921,508.33979,520.33979,325.27373,337.27373,184.07332
PC(17:1_18:3)+H,768.55384,585.4878,441.240111,431.255711,500.31361,490.32921,508.33979,518.32419,325.27373,335.25813,184.07332
PC(17:1_18:4)+H,766.53814,583.4721,439.224411,431.255711,498.29791,490.32921,508.33979,516.30849,325.27373,333.24243,184.07332
PC(17:1_19:0)+H,788.61644,605.5504,461.302711,431.255711,520.37621,490.32921,508.33979,538.38679,325.27373,355.32073,184.07332
PC(17:1_20:0)+H,802.63204,619.566,475.318311,431.255711,534.39181,490.32921,508.33979,552.40239,325.27373,369.33633,184.07332
PC(17:1_20:1)+H,800.61644,617.5504,473.302711,431.255711,532.37621,490.32921,508.33979,550.38679,325.27373,367.32073,184.07332
PC(17:1_20:2)+H,798.60074,615.5347,471.287011,431.255711,530.36051,490.32921,508.33979,548.37109,325.27373,365.30503,184.07332
PC(17:1_20:3)+H,796.58514,613.5191,469.271411,431.255711,528.34491,490.32921,508.33979,546.35549,325.27373,363.28943,184.07332
PC(17:1_20:4)+H,794.56944,611.5034,467.255711,431.255711,526.32921,490.32921,508.33979,544.33979,325.27373,361.27373,184.07332
PC(17:1_20:5)+H,792.55384,609.4878,465.240111,431.255711,524.31361,490.32921,508.33979,542.32419,325.27373,359.25813,184.07332
PC(17:1_21:0)+H,816.64774,633.5817,489.334011,431.255711,548.40751,490.32921,508.33979,566.41809,325.27373,383.35203,184.07332
PC(17:1_22:0)+H,830.66334,647.5973,503.349611,431.255711,562.42311,490.32921,508.33979,580.43369,325.27373,397.36763,184.07332
PC(17:1_22:1)+H,828.64774,645.5817,501.334011,431.255711,560.40751,490.32921,508.33979,578.41809,325.27373,395.35203,184.07332
PC(17:1_22:2)+H,826.63204,643.566,499.318311,431.255711,558.39181,490.32921,508.33979,576.40239,325.27373,393.33633,184.07332
PC(17:1_22:3)+H,824.61644,641.5504,497.302711,431.255711,556.37621,490.32921,508.33979,574.38679,325.27373,391.32073,184.07332
PC(17:1_22:4)+H,822.60074,639.5347,495.287011,431.255711,554.36051,490.32921,508.33979,572.37109,325.27373,389.30503,184.07332
PC(17:1_22:5)+H,820.58514,637.5191,493.271411,431.255711,552.34491,490.32921,508.33979,570.35549,325.27373,387.28943,184.07332
PC(17:1_22:6)+H,818.56944,635.5034,491.255711,431.255711,550.32921,490.32921,508.33979,568.33979,325.27373,385.27373,184.07332
PC(17:1_23:0)+H,844.67904,661.613,517.365311,431.255711,576.43881,490.32921,508.33979,594.44939,325.27373,411.38333,184.07332
PC(17:1_24:0)+H,858.69464,675.6286,531.380911,431.255711,590.45441,490.32921,508.33979,608.46499,325.27373,425.39893,184.07332
PC(17:1_24:1)+H,856.67904,673.613,529.365311,431.255711,588.43881,490.32921,508.33979,606.44939,325.27373,423.38333,184.07332
PC(17:1_25:0)+H,872.71034,689.6443,545.396611,431.255711,604.47011,490.32921,508.33979,622.48069,325.27373,439.41463,184.07332
PC(17:1_26:0)+H,886.72594,703.6599,559.412211,431.255711,618.48571,490.32921,508.33979,636.49629,325.27373,453.43023,184.07332
PC(17:2_17:2)+H,754.53824,571.4722,429.240111,429.240111,488.31361,488.31361,506.32419,506.32419,323.25813,323.25813,184.07332
PC(17:2_18:0)+H,772.58514,589.5191,447.287011,429.240111,506.36051,488.31361,506.32419,524.37109,323.25813,341.30503,184.07332
PC(17:2_18:1)+H,770.56954,587.5035,445.271411,429.240111,504.34491,488.31361,506.32419,522.35549,323.25813,339.28943,184.07332
PC(17:2_18:2)+H,768.55384,585.4878,443.255711,429.240111,502.32921,488.31361,506.32419,520.33979,323.25813,337.27373,184.07332
