PC,[M+H]+,MH-PC,MH-tail1&TrimethylAmine,MH-tail2&TrimethylAmine,MH-Tail1,MH-Tail2,LPC_T1_H,LPC_T2_H,RCOO+58_T1,RCOO+58_T2,PC Head
PC(20:2_22:2)+H,866.66334,683.5973,499.318311,471.287011,558.39181,530.36051,548.37109,576.40239,365.30503,393.33633,184.07332
PC(20:2_22:3)+H,864.64774,681.5817,497.302711,471.287011,556.37621,530.36051,548.37109,574.38679,365.30503,391.32073,184.07332
PC(20:2_22:4)+H,862.63204,679.566,495.287011,471.287011,554.36051,530.36051,548.37109,572.37109,365.30503,389.30503,184.07332
PC(20:2_22:5)+H,860.61644,677.5504,493.271411,471.287011,552.34491,530.36051,548.37109,570.35549,365.30503,387.28943,184.07332
PC(20:2_22:6)+H,858.60074,675.5347,491.255711,471.287011,550.32921,530.36051,548.37109,568.33979,365.30503,385.27373,184.07332
PC(20:2_23:0)+H,884.71034,701.6443,517.365311,471.287011,576.43881,530.36051,548.37109,594.44939,365.30503,411.38333,184.07332
PC(20:2_24:0)+H,898.72594,715.6599,531.380911,471.287011,590.45441,530.36051,548.37109,608.46499,365.30503,425.39893,184.07332
PC(20:2_24:1)+H,896.71034,713.6443,529.365311,471.287011,588.43881,530.36051,548.37109,606.44939,365.30503,423.38333,184.07332
PC(20:2_25:0)+H,912.74164,729.6756,545.396611,471.287011,604.47011,530.36051,548.37109,622.48069,365.30503,439.41463,184.07332
PC(20:2_26:0)+H,926.75724,743.6912,559.412211,471.287011,618.48571,530.36051,548.37109,636.49629,365.30503,453.43023,184.07332
PC(20:3_20:3)+H,834.60084,651.5348,469.271411,469.271411,528.34491,528.34491,546.35549,546.35549,363.28943,363.28943,184.07332
PC(20:3_20:4)+H,832.58514,649.5191,467.255711,469.271411,526.32921,528.34491,546.35549,544.33979,363.28943,361.27373,184.07332
PC(20:3_20:5)+H,830.56954,647.5035,465.240111,469.271411,524.31361,528.34491,546.35549,542.32419,363.28943,359.25813,184.07332
PC(20:3_21:0)+H,854.66344,671.5974,489.334011,469.271411,548.40751,528.34491,546.35549,566.41809,363.28943,383.35203,184.07332
PC(20:3_22:0)+H,868.67904,685.613,503.349611,469.271411,562.42311,528.34491,546.35549,580.43369,363.28943,397.36763,184.07332
PC(20:3_22:1)+H,866.66344,683.5974,501.334011,469.271411,560.40751,528.34491,546.35549,578.41809,363.28943,395.35203,184.07332
PC(20:3_22:2)+H,864.64774,681.5817,499.318311,469.271411,558.39181,528.34491,546.35549,576.40239,363.28943,393.33633,184.07332
PC(20:3_22:3)+H,862.63214,679.5661,497.302711,469.271411,556.37621,528.34491,546.35549,574.38679,363.28943,391.32073,184.07332
PC(20:3_22:4)+H,860.61644,677.5504,495.287011,469.271411,554.36051,528.34491,546.35549,572.37109,363.28943,389.30503,184.07332
PC(20:3_22:5)+H,858.60084,675.5348,493.271411,469.271411,552.34491,528.34491,546.35549,570.35549,363.28943,387.28943,184.07332
PC(20:3_22:6)+H,856.58514,673.5191,491.255711,469.271411,550.32921,528.34491,546.35549,568.33979,363.28943,385.27373,184.07332
PC(20:3_23:0)+H,882.69474,699.6287,517.365311,469.271411,576.43881,528.34491,546.35549,594.44939,363.28943,411.38333,184.07332
PC(20:3_24:0)+H,896.71034,713.6443,531.380911,469.271411,590.45441,528.34491,546.35549,608.46499,363.28943,425.39893,184.07332
PC(20:3_24:1)+H,894.69474,711.6287,529.365311,469.271411,588.43881,528.34491,546.35549,606.44939,363.28943,423.38333,184.07332
PC(20:3_25:0)+H,910.72604,727.66,545.396611,469.271411,604.47011,528.34491,546.35549,622.48069,363.28943,439.41463,184.07332
PC(20:3_26:0)+H,924.74164,741.6756,559.412211,469.271411,618.48571,528.34491,546.35549,636.49629,363.28943,453.43023,184.07332
PC(20:4_20:4)+H,830.56944,647.5034,467.255711,467.255711,526.32921,526.32921,544.33979,544.33979,361.27373,361.27373,184.07332
PC(20:4_20:5)+H,828.55384,645.4878,465.240111,467.255711,524.31361,526.32921,544.33979,542.32419,361.27373,359.25813,184.07332
PC(20:4_21:0)+H,852.64774,669.5817,489.334011,467.255711,548.40751,526.32921,544.33979,566.41809,361.27373,383.35203,184.07332
PC(20:4_22:0)+H,866.66334,683.5973,503.349611,467.255711,562.42311,526.32921,544.33979,580.43369,361.27373,397.36763,184.07332
PC(20:4_22:1)+H,864.64774,681.5817,501.334011,467.255711,560.40751,526.32921,544.33979,578.41809,361.27373,395.35203,184.07332
PC(20:4_22:2)+H,862.63204,679.566,499.318311,467.255711,558.39181,526.32921,544.33979,576.40239,361.27373,393.33633,184.07332
PC(20:4_22:3)+H,860.61644,677.5504,497.302711,467.255711,556.37621,526.32921,544.33979,574.38679,361.27373,391.32073,184.07332
PC(20:4_22:4)+H,858.60074,675.5347,495.287011,467.255711,554.36051,526.32921,544.33979,572.37109,361.27373,389.30503,184.07332
PC(20:4_22:5)+H,856.58514,673.5191,493.271411,467.255711,552.34491,526.32921,544.33979,570.35549,361.27373,387.28943,184.07332
PC(20:4_22:6)+H,854.56944,671.5034,491.255711,467.255711,550.32921,526.32921,544.33979,568.33979,361.27373,385.27373,184.07332
PC(20:4_23:0)+H,880.67904,697.613,517.365311,467.255711,576.43881,526.32921,544.33979,594.44939,361.27373,411.38333,184.07332
PC(20:4_24:0)+H,894.69464,711.6286,531.380911,467.255711,590.45441,526.32921,544.33979,608.46499,361.27373,425.39893,184.07332
PC(20:4_24:1)+H,892.67904,709.613,529.365311,467.255711,588.43881,526.32921,544.33979,606.44939,361.27373,423.38333,184.07332
PC(20:4_25:0)+H,908.71034,725.6443,545.396611,467.255711,604.47011,526.32921,544.33979,622.48069,361.27373,439.41463,184.07332
PC(20:4_26:0)+H,922.72594,739.6599,559.412211,467.255711,618.48571,526.32921,544.33979,636.49629,361.27373,453.43023,184.07332
PC(20:5_20:5)+H,826.53824,643.4722,465.240111,465.240111,524.31361,524.31361,542.32419,542.32419,359.25813,359.25813,184.07332
PC(20:5_21:0)+H,850.63214,667.5661,489.334011,465.240111,548.40751,524.31361,542.32419,566.41809,359.25813,383.35203,184.07332
PC(20:5_22:0)+H,864.64774,681.5817,503.349611,465.240111,562.42311,524.31361,542.32419,580.43369,359.25813,397.36763,184.07332
PC(20:5_22:1)+H,862.63214,679.5661,501.334011,465.240111,560.40751,524.31361,542.32419,578.41809,359.25813,395.35203,184.07332
PC(20:5_22:2)+H,860.61644,677.5504,499.318311,465.240111,558.39181,524.31361,542.32419,576.40239,359.25813,393.33633,184.07332
PC(20:5_22:3)+H,858.60084,675.5348,497.302711,465.240111,556.37621,524.31361,542.32419,574.38679,359.25813,391.32073,184.07332
PC(20:5_22:4)+H,856.58514,673.5191,495.287011,465.240111,554.36051,524.31361,542.32419,572.37109,359.25813,389.30503,184.07332
PC(20:5_22:5)+H,854.56954,671.5035,493.271411,465.240111,552.34491,524.31361,542.32419,570.35549,359.25813,387.28943,184.07332
PC(20:5_22:6)+H,852.55384,669.4878,491.255711,465.240111,550.32921,524.31361,542.32419,568.33979,359.25813,385.27373,184.07332
PC(20:5_23:0)+H,878.66344,695.5974,517.365311,465.240111,576.43881,524.31361,542.32419,594.44939,359.25813,411.38333,184.07332
PC(20:5_24:0)+H,892.67904,709.613,531.380911,465.240111,590.45441,524.31361,542.32419,608.46499,359.25813,425.39893,184.07332
PC(20:5_24:1)+H,890.66344,707.5974,529.365311,465.240111,588.43881,524.31361,542.32419,606.44939,359.25813,423.38333,184.07332
PC(20:5_25:0)+H,906.69474,723.6287,545.396611,465.240111,604.47011,524.31361,542.32419,622.48069,359.25813,439.41463,184.07332
PC(20:5_26:0)+H,920.71034,737.6443,559.412211,465.240111,618.48571,524.31361,542.32419,636.49629,359.25813,453.43023,184.07332
PC(21:0_21:0)+H,874.72604,691.66,489.334011,489.334011,548.40751,548.40751,566.41809,566.41809,383.35203,383.35203,184.07332
PC(21:0_22:0)+H,888.74164,705.6756,503.349611,489.334011,562.42311,548.40751,566.41809,580.43369,383.35203,397.36763,184.07332
PC(21:0_22:1)+H,886.72604,703.66,501.334011,489.334011,560.40751,548.40751,566.41809,578.41809,383.35203,395.35203,184.07332
PC(21:0_22:2)+H,884.71034,701.6443,499.318311,489.334011,558.39181,548.40751,566.41809,576.40239,383.35203,393.33633,184.07332
PC(21:0_22:3)+H,882.69474,699.6287,497.302711,489.334011,556.37621,548.40751,566.41809,574.38679,383.35203,391.32073,184.07332
PC(21:0_22:4)+H,880.67904,697.613,495.287011,489.334011,554.36051,548.40751,566.41809,572.37109,383.35203,389.30503,184.07332
PC(21:0_22:5)+H,878.66344,695.5974,493.271411,489.334011,552.34491,548.40751,566.41809,570.35549,383.35203,387.28943,184.07332
PC(21:0_22:6)+H,876.64774,693.5817,491.255711,489.334011,550.32921,548.40751,566.41809,568.33979,383.35203,385.27373,184.07332
PC(21:0_23:0)+H,902.75734,719.6913,517.365311,489.334011,576.43881,548.40751,566.41809,594.44939,383.35203,411.38333,184.07332
PC(21:0_24:0)+H,916.77294,733.7069,531.380911,489.334011,590.45441,548.40751,566.41809,608.46499,383.35203,425.39893,184.07332
PC(21:0_24:1)+H,914.75734,731.6913,529.365311,489.334011,588.43881,548.40751,566.41809,606.44939,383.35203,423.38333,184.07332
PC(21:0_25:0)+H,930.78864,747.7226,545.396611,489.334011,604.47011,548.40751,566.41809,622.48069,383.35203,439.41463,184.07332
PC(21:0_26:0)+H,944.80424,761.7382,559.412211,489.334011,618.48571,548.40751,566.41809,636.49629,383.35203,453.43023,184.07332
PC(22:0_22:0)+H,902.75724,719.6912,503.349611,503.349611,562.42311,562.42311,580.43369,580.43369,397.36763,397.36763,184.07332
PC(22:0_22:1)+H,900.74164,717.6756,501.334011,503.349611,560.40751,562.42311,580.43369,578.41809,397.36763,395.35203,184.07332
PC(22:0_22:2)+H,898.72594,715.6599,499.318311,503.349611,558.39181,562.42311,580.43369,576.40239,397.36763,393.33633,184.07332
PC(22:0_22:3)+H,896.71034,713.6443,497.302711,503.349611,556.37621,562.42311,580.43369,574.38679,397.36763,391.32073,184.07332
PC(22:0_22:4)+H,894.69464,711.6286,495.287011,503.349611,554.36051,562.42311,580.43369,572.37109,397.36763,389.30503,184.07332
PC(22:0_22:5)+H,892.67904,709.613,493.271411,503.349611,552.34491,562.42311,580.43369,570.35549,397.36763,387.28943,184.07332
PC(22:0_22:6)+H,890.66334,707.5973,491.255711,503.349611,550.32921,562.42311,580.43369,568.33979,397.36763,385.27373,184.07332
PC(22:0_23:0)+H,916.77294,733.7069,517.365311,503.349611,576.43881,562.42311,580.43369,594.44939,397.36763,411.38333,184.07332
PC(22:0_24:0)+H,930.78854,747.7225,531.380911,503.349611,590.45441,562.42311,580.43369,608.46499,397.36763,425.39893,184.07332
PC(22:0_24:1)+H,928.77294,745.7069,529.365311,503.349611,588.43881,562.42311,580.43369,606.44939,397.36763,423.38333,184.07332
PC(22:0_25:0)+H,944.80424,761.7382,545.396611,503.349611,604.47011,562.42311,580.43369,622.48069,397.36763,439.41463,184.07332
PC(22:0_26:0)+H,958.81984,775.7538,559.412211,503.349611,618.48571,562.42311,580.43369,636.49629,397.36763,453.43023,184.07332
PC(22:1_22:1)+H,898.72604,715.66,501.334011,501.334011,560.40751,560.40751,578.41809,578.41809,395.35203,395.35203,184.07332
PC(22:1_22:2)+H,896.71034,713.6443,499.318311,501.334011,558.39181,560.40751,578.41809,576.40239,395.35203,393.33633,184.07332
PC(22:1_22:3)+H,894.69474,711.6287,497.302711,501.334011,556.37621,560.40751,578.41809,574.38679,395.35203,391.32073,184.07332
PC(22:1_22:4)+H,892.67904,709.613,495.287011,501.334011,554.36051,560.40751,578.41809,572.37109,395.35203,389.30503,184.07332
PC(22:1_22:5)+H,890.66344,707.5974,493.271411,501.334011,552.34491,560.40751,578.41809,570.35549,395.35203,387.28943,184.07332
PC(22:1_22:6)+H,888.64774,705.5817,491.255711,501.334011,550.32921,560.40751,578.41809,568.33979,395.35203,385.27373,184.07332
PC(22:1_23:0)+H,914.75734,731.6913,517.365311,501.334011,576.43881,560.40751,578.41809,594.44939,395.35203,411.38333,184.07332
PC(22:1_24:0)+H,928.77294,745.7069,531.380911,501.334011,590.45441,560.40751,578.41809,608.46499,395.35203,425.39893,184.07332
PC(22:1_24:1)+H,926.75734,743.6913,529.365311,501.334011,588.43881,560.40751,578.41809,606.44939,395.35203,423.38333,184.07332
PC(22:1_25:0)+H,942.78864,759.7226,545.396611,501.334011,604.47011,560.40751,578.41809,622.48069,395.35203,439.41463,184.07332
PC(22:1_26:0)+H,956.80424,773.7382,559.412211,501.334011,618.48571,560.40751,578.41809,636.49629,395.35203,453.43023,184.07332
PC(22:2_22:2)+H,894.69464,711.6286,499.318311,499.318311,558.39181,558.39181,576.40239,576.40239,393.33633,393.33633,184.07332
PC(22:2_22:3)+H,892.67904,709.613,497.302711,499.318311,556.37621,558.39181,576.40239,574.38679,393.33633,391.32073,184.07332
PC(22:2_22:4)+H,890.66334,707.5973,495.287011,499.318311,554.36051,558.39181,576.40239,572.37109,393.33633,389.30503,184.07332
PC(22:2_22:5)+H,888.64774,705.5817,493.271411,499.318311,552.34491,558.39181,576.40239,570.35549,393.33633,387.28943,184.07332
PC(22:2_22:6)+H,886.63204,703.566,491.255711,499.318311,550.32921,558.39181,576.40239,568.33979,393.33633,385.27373,184.07332
PC(22:2_23:0)+H,912.74164,729.6756,517.365311,499.318311,576.43881,558.39181,576.40239,594.44939,393.33633,411.38333,184.07332
PC(22:2_24:0)+H,926.75724,743.6912,531.380911,499.318311,590.45441,558.39181,576.40239,608.46499,393.33633,425.39893,184.07332
PC(22:2_24:1)+H,924.74164,741.6756,529.365311,499.318311,588.43881,558.39181,576.40239,606.44939,393.33633,423.38333,184.07332
PC(22:2_25:0)+H,940.77294,757.7069,545.396611,499.318311,604.47011,558.39181,576.40239,622.48069,393.33633,439.41463,184.07332
PC(22:2_26:0)+H,954.78854,771.7225,559.412211,499.318311,618.48571,558.39181,576.40239,636.49629,393.33633,453.43023,184.07332
PC(22:3_22:3)+H,890.66344,707.5974,497.302711,497.302711,556.37621,556.37621,574.38679,574.38679,391.32073,391.32073,184.07332
PC(22:3_22:4)+H,888.64774,705.5817,495.287011,497.302711,554.36051,556.37621,574.38679,572.37109,391.32073,389.30503,184.07332
PC(22:3_22:5)+H,886.63214,703.5661,493.271411,497.302711,552.34491,556.37621,574.38679,570.35549,391.32073,387.28943,184.07332
PC(22:3_22:6)+H,884.61644,701.5504,491.255711,497.302711,550.32921,556.37621,574.38679,568.33979,391.32073,385.27373,184.07332
PC(22:3_23:0)+H,910.72604,727.66,517.365311,497.302711,576.43881,556.37621,574.38679,594.44939,391.32073,411.38333,184.07332
PC(22:3_24:0)+H,924.74164,741.6756,531.380911,497.302711,590.45441,556.37621,574.38679,608.46499,391.32073,425.39893,184.07332
PC(22:3_24:1)+H,922.72604,739.66,529.365311,497.302711,588.43881,556.37621,574.38679,606.44939,391.32073,423.38333,184.07332
PC(22:3_25:0)+H,938.75734,755.6913,545.396611,497.302711,604.47011,556.37621,574.38679,622.48069,391.32073,439.41463,184.07332
PC(22:3_26:0)+H,952.77294,769.7069,559.412211,497.302711,618.48571,556.37621,574.38679,636.49629,391.32073,453.43023,184.07332
PC(22:4_22:4)+H,886.63204,703.566,495.287011,495.287011,554.36051,554.36051,572.37109,572.37109,389.30503,389.30503,184.07332
PC(22:4_22:5)+H,884.61644,701.5504,493.271411,495.287011,552.34491,554.36051,572.37109,570.35549,389.30503,387.28943,184.07332
PC(22:4_22:6)+H,882.60074,699.5347,491.255711,495.287011,550.32921,554.36051,572.37109,568.33979,389.30503,385.27373,184.07332
PC(22:4_23:0)+H,908.71034,725.6443,517.365311,495.287011,576.43881,554.36051,572.37109,594.44939,389.30503,411.38333,184.07332
PC(22:4_24:0)+H,922.72594,739.6599,531.380911,495.287011,590.45441,554.36051,572.37109,608.46499,389.30503,425.39893,184.07332
PC(22:4_24:1)+H,920.71034,737.6443,529.365311,495.287011,588.43881,554.36051,572.37109,606.44939,389.30503,423.38333,184.07332
PC(22:4_25:0)+H,936.74164,753.6756,545.396611,495.287011,604.47011,554.36051,572.37109,622.48069,389.30503,439.41463,184.07332
PC(22:4_26:0)+H,950.75724,767.6912,559.412211,495.287011,618.48571,554.36051,572.37109,636.49629,389.30503,453.43023,184.07332
PC(22:5_22:5)+H,882.60084,699.5348,493.271411,493.271411,552.34491,552.34491,570.35549,570.35549,387.28943,387.28943,184.07332
PC(22:5_22:6)+H,880.58514,697.5191,491.255711,493.271411,550.32921,552.34491,570.35549,568.33979,387.28943,385.27373,184.07332
PC(22:5_23:0)+H,906.69474,723.6287,517.365311,493.271411,576.43881,552.34491,570.35549,594.44939,387.28943,411.38333,184.07332
PC(22:5_24:0)+H,920.71034,737.6443,531.380911,493.271411,590.45441,552.34491,570.35549,608.46499,387.28943,425.39893,184.07332
PC(22:5_24:1)+H,918.69474,735.6287,529.365311,493.271411,588.43881,552.34491,570.35549,606.44939,387.28943,423.38333,184.07332
PC(22:5_25:0)+H,934.72604,751.66,545.396611,493.271411,604.47011,552.34491,570.35549,622.48069,387.28943,439.41463,184.07332
PC(22:5_26:0)+H,948.74164,765.6756,559.412211,493.271411,618.48571,552.34491,570.35549,636.49629,387.28943,453.43023,184.07332
PC(22:6_22:6)+H,878.56944,695.5034,491.255711,491.255711,550.32921,550.32921,568.33979,568.33979,385.27373,385.27373,184.07332
PC(22:6_23:0)+H,904.67904,721.613,517.365311,491.255711,576.43881,550.32921,568.33979,594.44939,385.27373,411.38333,184.07332
PC(22:6_24:0)+H,918.69464,735.6286,531.380911,491.255711,590.45441,550.32921,568.33979,608.46499,385.27373,425.39893,184.07332
PC(22:6_24:1)+H,916.67904,733.613,529.365311,491.255711,588.43881,550.32921,568.33979,606.44939,385.27373,423.38333,184.07332
PC(22:6_25:0)+H,932.71034,749.6443,545.396611,491.255711,604.47011,550.32921,568.33979,622.48069,385.27373,439.41463,184.07332
PC(22:6_26:0)+H,946.72594,763.6599,559.412211,491.255711,618.48571,550.32921,568.33979,636.49629,385.27373,453.43023,184.07332
PC(23:0_23:0)+H,930.78864,747.7226,517.365311,517.365311,576.43881,576.43881,594.44939,594.44939,411.38333,411.38333,184.07332
PC(23:0_24:0)+H,944.80424,761.7382,531.380911,517.365311,590.45441,576.43881,594.44939,608.46499,411.38333,425.39893,184.07332
PC(23:0_24:1)+H,942.78864,759.7226,529.365311,517.365311,588.43881,576.43881,594.44939,606.44939,411.38333,423.38333,184.07332
PC(23:0_25:0)+H,958.81994,775.7539,545.396611,517.365311,604.47011,576.43881,594.44939,622.48069,411.38333,439.41463,184.07332
PC(23:0_26:0)+H,972.83554,789.7695,559.412211,517.365311,618.48571,576.43881,594.44939,636.49629,411.38333,453.43023,184.07332
PC(24:0_24:0)+H,958.81984,775.7538,531.380911,531.380911,590.45441,590.45441,608.46499,608.46499,425.39893,425.39893,184.07332
PC(24:0_24:1)+H,956.80424,773.7382,529.365311,531.380911,588.43881,590.45441,608.46499,606.44939,425.39893,423.38333,184.07332
PC(24:0_25:0)+H,972.83554,789.7695,545.396611,531.380911,604.47011,590.45441,608.46499,622.48069,425.39893,439.41463,184.07332
PC(24:0_26:0)+H,986.85114,803.7851,559.412211,531.380911,618.48571,590.45441,608.46499,636.49629,425.39893,453.43023,184.07332
PC(24:1_24:1)+H,954.78864,771.7226,529.365311,529.365311,588.43881,588.43881,606.44939,606.44939,423.38333,423.38333,184.07332
PC(24:1_25:0)+H,970.81994,787.7539,545.396611,529.365311,604.47011,588.43881,606.44939,622.48069,423.38333,439.41463,184.07332
PC(24:1_26:0)+H,984.83554,801.7695,559.412211,529.365311,618.48571,588.43881,606.44939,636.49629,423.38333,453.43023,184.07332
PC(25:0_25:0)+H,986.85124,803.7852,545.396611,545.396611,604.47011,604.47011,622.48069,622.48069,439.41463,439.41463,184.07332
PC(25:0_26:0)+H,1000.86684,817.8008,559.412211,545.396611,618.48571,604.47011,622.48069,636.49629,439.41463,453.43023,184.07332
PC(26:0_26:0)+H,1014.88244,831.8164,559.412211,559.412211,618.48571,618.48571,636.49629,636.49629,453.43023,453.43023,184.07332
SPLASH_PC(15:0_18:1(d7))+H,753.61343,570.54739,452.315301,405.240111,511.3888,464.31361,482.32419,529.39938,299.25813,346.33332,184.07332
