SQDG,[M-H]-,SQMG_SN1-H2O-H,SQMG_SN2-H2O-H,M-FA1-FA2-Glycerol+2H2O-H,sn1,sn2
SQDG(P-18:0_18:1)-H,831.56558,547.29422,549.30986,225.0069,267.26935,265.25371
SQDG(P-18:0_18:2)-H,829.54998,545.27862,549.3099,225.0069,267.26939,263.23811
SQDG(P-18:0_18:3)-H,827.53428,543.26292,549.30984,225.0069,267.26933,261.22241
SQDG(P-18:0_18:4)-H,825.51868,541.24732,549.30988,225.0069,267.26937,259.20681
SQDG(P-18:0_19:0)-H,847.59692,563.32556,549.30992,225.0069,267.26941,281.28505
SQDG(P-18:0_2:0)-H,609.33088,325.05952,549.30976,225.0069,267.26925,43.01901
SQDG(P-18:0_20:0)-H,861.61254,577.34118,549.3099,225.0069,267.26939,295.30067
SQDG(P-18:0_20:1)-H,859.59692,575.32556,549.30992,225.0069,267.26941,293.28505
SQDG(P-18:0_20:2)-H,857.58128,573.30992,549.30992,225.0069,267.26941,291.26941
SQDG(P-18:0_20:3)-H,855.56558,571.29422,549.30986,225.0069,267.26935,289.25371
SQDG(P-18:0_20:4)-H,853.54998,569.27862,549.3099,225.0069,267.26939,287.23811
SQDG(P-18:0_20:5)-H,851.53428,567.26292,549.30984,225.0069,267.26933,285.22241
SQDG(P-18:0_21:0)-H,875.62823,591.35687,549.30995,225.0069,267.26944,309.31636
SQDG(P-18:0_22:0)-H,889.64388,605.37252,549.30996,225.0069,267.26945,323.33201
SQDG(P-18:0_22:1)-H,887.62823,603.35687,549.30995,225.0069,267.26944,321.31636
SQDG(P-18:0_22:2)-H,885.61254,601.34118,549.3099,225.0069,267.26939,319.30067
SQDG(P-18:0_22:4)-H,881.58128,597.30992,549.30992,225.0069,267.26941,315.26941
SQDG(P-18:0_22:5)-H,879.56558,595.29422,549.30986,225.0069,267.26935,313.25371
SQDG(P-18:0_22:6)-H,877.54998,593.27862,549.3099,225.0069,267.26939,311.23811
SQDG(P-18:0_23:0)-H,903.65954,619.38818,549.30998,225.0069,267.26947,337.34767
SQDG(P-18:0_24:0)-H,917.67518,633.40382,549.30998,225.0069,267.26947,351.36331
SQDG(P-18:0_24:1)-H,915.65954,631.38818,549.30998,225.0069,267.26947,349.34767
SQDG(P-18:0_24:4)-H,909.61254,625.34118,549.3099,225.0069,267.26939,343.30067
SQDG(P-18:0_25:0)-H,931.69078,647.41942,549.30994,225.0069,267.26943,365.37891
SQDG(P-18:0_26:0)-H,945.70648,661.43512,549.31,225.0069,267.26949,379.39461
SQDG(P-18:0_26:1)-H,943.69078,659.41942,549.30994,225.0069,267.26943,377.37891
SQDG(P-18:0_26:2)-H,941.67518,657.40382,549.30998,225.0069,267.26947,375.36331
SQDG(P-18:0_3:0)-H,623.34648,339.07512,549.30972,225.0069,267.26921,57.03461
SQDG(P-18:0_4:0)-H,637.36218,353.09082,549.30978,225.0069,267.26927,71.05031
SQDG(P-18:0_5:0)-H,651.37778,367.10642,549.30974,225.0069,267.26923,85.06591
SQDG(P-18:0_6:0)-H,665.39348,381.12212,549.3098,225.0069,267.26929,99.08161
SQDG(P-18:0_7:0)-H,679.40911,395.13775,549.30979,225.0069,267.26928,113.09724
SQDG(P-18:0_8:0)-H,693.42474,409.15338,549.30978,225.0069,267.26927,127.11287
SQDG(P-18:0_9:0)-H,707.44042,423.16906,549.30982,225.0069,267.26931,141.12855
SQDG(P-20:0_10:0)-H,749.48738,437.18474,577.34114,225.0069,295.30063,155.14423
SQDG(P-20:0_11:0)-H,763.50304,451.2004,577.34116,225.0069,295.30065,169.15989
SQDG(P-20:0_12:0)-H,777.51868,465.21604,577.34116,225.0069,295.30065,183.17553
SQDG(P-20:0_13:0)-H,791.53428,479.23164,577.34112,225.0069,295.30061,197.19113
SQDG(P-20:0_14:0)-H,805.54998,493.24734,577.34118,225.0069,295.30067,211.20683
SQDG(P-20:0_14:1)-H,803.53428,491.23164,577.34112,225.0069,295.30061,209.19113
SQDG(P-20:0_15:0)-H,819.56558,507.26294,577.34114,225.0069,295.30063,225.22243
SQDG(P-20:0_15:1)-H,817.54998,505.24734,577.34118,225.0069,295.30067,223.20683
SQDG(P-20:0_16:0)-H,833.58128,521.27864,577.3412,225.0069,295.30069,239.23813
SQDG(P-20:0_16:1)-H,831.56558,519.26294,577.34114,225.0069,295.30063,237.22243
SQDG(P-20:0_17:0)-H,847.59692,535.29428,577.3412,225.0069,295.30069,253.25377
SQDG(P-20:0_17:1)-H,845.58128,533.27864,577.3412,225.0069,295.30069,251.23813
SQDG(P-20:0_17:2)-H,843.56558,531.26294,577.34114,225.0069,295.30063,249.22243
SQDG(P-20:0_18:0)-H,861.61254,549.3099,577.34118,225.0069,295.30067,267.26939
SQDG(P-20:0_18:1)-H,859.59692,547.29428,577.3412,225.0069,295.30069,265.25377
SQDG(P-20:0_18:2)-H,857.58128,545.27864,577.3412,225.0069,295.30069,263.23813
SQDG(P-20:0_18:3)-H,855.56558,543.26294,577.34114,225.0069,295.30063,261.22243
SQDG(P-20:0_18:4)-H,853.54998,541.24734,577.34118,225.0069,295.30067,259.20683
SQDG(P-20:0_19:0)-H,875.62823,563.32559,577.34123,225.0069,295.30072,281.28508
SQDG(P-20:0_2:0)-H,637.36218,325.05954,577.34106,225.0069,295.30055,43.01903
SQDG(P-20:0_20:0)-H,889.64388,577.34124,577.34124,225.0069,295.30073,295.30073
SQDG(P-20:0_20:1)-H,887.62823,575.32559,577.34123,225.0069,295.30072,293.28508
SQDG(P-20:0_20:2)-H,885.61254,573.3099,577.34118,225.0069,295.30067,291.26939
SQDG(P-20:0_20:3)-H,883.59692,571.29428,577.3412,225.0069,295.30069,289.25377
SQDG(P-20:0_20:4)-H,881.58128,569.27864,577.3412,225.0069,295.30069,287.23813
SQDG(P-20:0_20:5)-H,879.56558,567.26294,577.34114,225.0069,295.30063,285.22243
SQDG(P-20:0_21:0)-H,903.65954,591.3569,577.34126,225.0069,295.30075,309.31639
SQDG(P-20:0_22:0)-H,917.67518,605.37254,577.34126,225.0069,295.30075,323.33203
SQDG(P-20:0_22:1)-H,915.65954,603.3569,577.34126,225.0069,295.30075,321.31639
SQDG(P-20:0_22:2)-H,913.64388,601.34124,577.34124,225.0069,295.30073,319.30073
SQDG(P-20:0_22:4)-H,909.61254,597.3099,577.34118,225.0069,295.30067,315.26939
SQDG(P-20:0_22:5)-H,907.59692,595.29428,577.3412,225.0069,295.30069,313.25377
SQDG(P-20:0_22:6)-H,905.58128,593.27864,577.3412,225.0069,295.30069,311.23813
SQDG(P-20:0_23:0)-H,931.69078,619.38814,577.34122,225.0069,295.30071,337.34763
SQDG(P-20:0_24:0)-H,945.70648,633.40384,577.34128,225.0069,295.30077,351.36333
SQDG(P-20:0_24:1)-H,943.69078,631.38814,577.34122,225.0069,295.30071,349.34763
SQDG(P-20:0_24:4)-H,937.64388,625.34124,577.34124,225.0069,295.30073,343.30073
SQDG(P-20:0_25:0)-H,959.72208,647.41944,577.34124,225.0069,295.30073,365.37893
SQDG(P-20:0_26:0)-H,973.73778,661.43514,577.3413,225.0069,295.30079,379.39463
SQDG(P-20:0_26:1)-H,971.72208,659.41944,577.34124,225.0069,295.30073,377.37893
SQDG(P-20:0_26:2)-H,969.70648,657.40384,577.34128,225.0069,295.30077,375.36333
SQDG(P-20:0_3:0)-H,651.37778,339.07514,577.34102,225.0069,295.30051,57.03463
SQDG(P-20:0_4:0)-H,665.39348,353.09084,577.34108,225.0069,295.30057,71.05033
SQDG(P-20:0_5:0)-H,679.40911,367.10647,577.34107,225.0069,295.30056,85.06596
SQDG(P-20:0_6:0)-H,693.42474,381.1221,577.34106,225.0069,295.30055,99.08159
SQDG(P-20:0_7:0)-H,707.44042,395.13778,577.3411,225.0069,295.30059,113.09727
SQDG(P-20:0_8:0)-H,721.45605,409.15341,577.34109,225.0069,295.30058,127.1129
SQDG(P-20:0_9:0)-H,735.47173,423.16909,577.34113,225.0069,295.30062,141.12858
