HBMP,[M+NH4]+,[M-SN3-H3O4P]+,[SN2+C3H4O2+H]+,[SN3+C3H4O2+H]+,[SN1+C3H4O2+H]+
HBMP(12:0_18:3_14:0)+NH4,916.6642,517.4257,335.2581,285.2424,257.2112
HBMP(12:0_18:3_14:1)+NH4,914.6486,517.4257,335.2581,283.2268,257.2112
HBMP(12:0_18:3_16:0)+NH4,944.6956,517.4257,335.2581,313.2737,257.2112
HBMP(12:0_18:3_16:1)+NH4,942.6799,517.4257,335.2581,311.2581,257.2112
HBMP(12:0_18:3_16:2)+NH4,940.6642,517.4257,335.2581,309.2424,257.2112
HBMP(12:0_18:3_16:3)+NH4,938.6486,517.4257,335.2581,307.2268,257.2112
HBMP(12:0_18:3_16:4)+NH4,936.633,517.4257,335.2581,305.2112,257.2112
HBMP(12:0_18:3_18:0)+NH4,972.7269,517.4257,335.2581,341.3051,257.2112
HBMP(12:0_18:3_18:1)+NH4,970.7112,517.4257,335.2581,339.2894,257.2112
HBMP(12:0_18:3_18:2)+NH4,968.6956,517.4257,335.2581,337.2737,257.2112
HBMP(12:0_18:3_18:3)+NH4,966.6799,517.4257,335.2581,335.2581,257.2112
HBMP(12:0_18:3_18:4)+NH4,964.6642,517.4257,335.2581,333.2424,257.2112
HBMP(12:0_18:3_18:5)+NH4,962.6486,517.4257,335.2581,331.2268,257.2112
HBMP(12:0_18:3_20:0)+NH4,1000.758,517.4257,335.2581,369.3363,257.2112
HBMP(12:0_18:3_20:1)+NH4,998.7425,517.4257,335.2581,367.3207,257.2112
HBMP(12:0_18:3_20:2)+NH4,996.7269,517.4257,335.2581,365.3051,257.2112
HBMP(12:0_18:3_20:3)+NH4,994.7112,517.4257,335.2581,363.2894,257.2112
HBMP(12:0_18:3_20:4)+NH4,992.6956,517.4257,335.2581,361.2737,257.2112
HBMP(12:0_18:3_20:5)+NH4,990.6799,517.4257,335.2581,359.2581,257.2112
HBMP(12:0_18:3_22:0)+NH4,1028.789,517.4257,335.2581,397.3676,257.2112
HBMP(12:0_18:3_22:1)+NH4,1026.774,517.4257,335.2581,395.352,257.2112
HBMP(12:0_18:3_22:2)+NH4,1024.758,517.4257,335.2581,393.3363,257.2112
HBMP(12:0_18:3_22:3)+NH4,1022.742,517.4257,335.2581,391.3207,257.2112
HBMP(12:0_18:3_22:4)+NH4,1020.727,517.4257,335.2581,389.3051,257.2112
HBMP(12:0_18:3_22:5)+NH4,1018.711,517.4257,335.2581,387.2894,257.2112
HBMP(12:0_18:3_22:6)+NH4,1016.696,517.4257,335.2581,385.2737,257.2112
HBMP(12:0_18:4_12:0)+NH4,886.6173,515.41,333.2424,257.2112,257.2112
HBMP(12:0_18:4_14:0)+NH4,914.6486,515.41,333.2424,285.2424,257.2112
HBMP(12:0_18:4_14:1)+NH4,912.633,515.41,333.2424,283.2268,257.2112
HBMP(12:0_18:4_16:0)+NH4,942.6799,515.41,333.2424,313.2737,257.2112
HBMP(12:0_18:4_16:1)+NH4,940.6642,515.41,333.2424,311.2581,257.2112
HBMP(12:0_18:4_16:2)+NH4,938.6486,515.41,333.2424,309.2424,257.2112
HBMP(12:0_18:4_16:3)+NH4,936.633,515.41,333.2424,307.2268,257.2112
HBMP(12:0_18:4_16:4)+NH4,934.6173,515.41,333.2424,305.2112,257.2112
HBMP(12:0_18:4_18:0)+NH4,970.7112,515.41,333.2424,341.3051,257.2112
HBMP(12:0_18:4_18:1)+NH4,968.6956,515.41,333.2424,339.2894,257.2112
HBMP(12:0_18:4_18:2)+NH4,966.6799,515.41,333.2424,337.2737,257.2112
HBMP(12:0_18:4_18:3)+NH4,964.6642,515.41,333.2424,335.2581,257.2112
HBMP(12:0_18:4_18:4)+NH4,962.6486,515.41,333.2424,333.2424,257.2112
HBMP(12:0_18:4_18:5)+NH4,960.633,515.41,333.2424,331.2268,257.2112
HBMP(12:0_18:4_20:0)+NH4,998.7425,515.41,333.2424,369.3363,257.2112
HBMP(12:0_18:4_20:1)+NH4,996.7269,515.41,333.2424,367.3207,257.2112
HBMP(12:0_18:4_20:2)+NH4,994.7112,515.41,333.2424,365.3051,257.2112
HBMP(12:0_18:4_20:3)+NH4,992.6956,515.41,333.2424,363.2894,257.2112
HBMP(12:0_18:4_20:4)+NH4,990.6799,515.41,333.2424,361.2737,257.2112
HBMP(12:0_18:4_20:5)+NH4,988.6642,515.41,333.2424,359.2581,257.2112
HBMP(12:0_18:4_22:0)+NH4,1026.774,515.41,333.2424,397.3676,257.2112
HBMP(12:0_18:4_22:1)+NH4,1024.758,515.41,333.2424,395.352,257.2112
HBMP(12:0_18:4_22:2)+NH4,1022.742,515.41,333.2424,393.3363,257.2112
HBMP(12:0_18:4_22:3)+NH4,1020.727,515.41,333.2424,391.3207,257.2112
HBMP(12:0_18:4_22:4)+NH4,1018.711,515.41,333.2424,389.3051,257.2112
HBMP(12:0_18:4_22:5)+NH4,1016.696,515.41,333.2424,387.2894,257.2112
HBMP(12:0_18:4_22:6)+NH4,1014.68,515.41,333.2424,385.2737,257.2112
HBMP(12:0_18:5_12:0)+NH4,884.6017,513.3943,331.2268,257.2112,257.2112
HBMP(12:0_18:5_14:0)+NH4,912.633,513.3943,331.2268,285.2424,257.2112
HBMP(12:0_18:5_14:1)+NH4,910.6173,513.3943,331.2268,283.2268,257.2112
HBMP(12:0_18:5_16:0)+NH4,940.6642,513.3943,331.2268,313.2737,257.2112
HBMP(12:0_18:5_16:1)+NH4,938.6486,513.3943,331.2268,311.2581,257.2112
HBMP(12:0_18:5_16:2)+NH4,936.633,513.3943,331.2268,309.2424,257.2112
HBMP(12:0_18:5_16:3)+NH4,934.6173,513.3943,331.2268,307.2268,257.2112
HBMP(12:0_18:5_16:4)+NH4,932.6017,513.3943,331.2268,305.2112,257.2112
HBMP(12:0_18:5_18:0)+NH4,968.6956,513.3943,331.2268,341.3051,257.2112
HBMP(12:0_18:5_18:1)+NH4,966.6799,513.3943,331.2268,339.2894,257.2112
HBMP(12:0_18:5_18:2)+NH4,964.6642,513.3943,331.2268,337.2737,257.2112
HBMP(12:0_18:5_18:3)+NH4,962.6486,513.3943,331.2268,335.2581,257.2112
HBMP(12:0_18:5_18:4)+NH4,960.633,513.3943,331.2268,333.2424,257.2112
HBMP(12:0_18:5_18:5)+NH4,958.6173,513.3943,331.2268,331.2268,257.2112
HBMP(12:0_18:5_20:0)+NH4,996.7269,513.3943,331.2268,369.3363,257.2112
HBMP(12:0_18:5_20:1)+NH4,994.7112,513.3943,331.2268,367.3207,257.2112
HBMP(12:0_18:5_20:2)+NH4,992.6956,513.3943,331.2268,365.3051,257.2112
HBMP(12:0_18:5_20:3)+NH4,990.6799,513.3943,331.2268,363.2894,257.2112
HBMP(12:0_18:5_20:4)+NH4,988.6642,513.3943,331.2268,361.2737,257.2112
HBMP(12:0_18:5_20:5)+NH4,986.6486,513.3943,331.2268,359.2581,257.2112
HBMP(12:0_18:5_22:0)+NH4,1024.758,513.3943,331.2268,397.3676,257.2112
HBMP(12:0_18:5_22:1)+NH4,1022.742,513.3943,331.2268,395.352,257.2112
HBMP(12:0_18:5_22:2)+NH4,1020.727,513.3943,331.2268,393.3363,257.2112
HBMP(12:0_18:5_22:3)+NH4,1018.711,513.3943,331.2268,391.3207,257.2112
HBMP(12:0_18:5_22:4)+NH4,1016.696,513.3943,331.2268,389.3051,257.2112
HBMP(12:0_18:5_22:5)+NH4,1014.68,513.3943,331.2268,387.2894,257.2112
HBMP(12:0_18:5_22:6)+NH4,1012.664,513.3943,331.2268,385.2737,257.2112
HBMP(12:0_20:0_12:0)+NH4,922.7112,551.5039,369.3363,257.2112,257.2112
HBMP(12:0_20:0_14:0)+NH4,950.7425,551.5039,369.3363,285.2424,257.2112
HBMP(12:0_20:0_14:1)+NH4,948.7269,551.5039,369.3363,283.2268,257.2112
HBMP(12:0_20:0_16:0)+NH4,978.7738,551.5039,369.3363,313.2737,257.2112
HBMP(12:0_20:0_16:1)+NH4,976.7582,551.5039,369.3363,311.2581,257.2112
HBMP(12:0_20:0_16:2)+NH4,974.7425,551.5039,369.3363,309.2424,257.2112
HBMP(12:0_20:0_16:3)+NH4,972.7269,551.5039,369.3363,307.2268,257.2112
HBMP(12:0_20:0_16:4)+NH4,970.7112,551.5039,369.3363,305.2112,257.2112
HBMP(12:0_20:0_18:0)+NH4,1006.805,551.5039,369.3363,341.3051,257.2112
HBMP(12:0_20:0_18:1)+NH4,1004.789,551.5039,369.3363,339.2894,257.2112
HBMP(12:0_20:0_18:2)+NH4,1002.774,551.5039,369.3363,337.2737,257.2112
HBMP(12:0_20:0_18:3)+NH4,1000.758,551.5039,369.3363,335.2581,257.2112
HBMP(12:0_20:0_18:4)+NH4,998.7425,551.5039,369.3363,333.2424,257.2112
HBMP(12:0_20:0_18:5)+NH4,996.7269,551.5039,369.3363,331.2268,257.2112
HBMP(12:0_20:0_20:0)+NH4,1034.836,551.5039,369.3363,369.3363,257.2112
HBMP(12:0_20:0_20:1)+NH4,1032.821,551.5039,369.3363,367.3207,257.2112
HBMP(12:0_20:0_20:2)+NH4,1030.805,551.5039,369.3363,365.3051,257.2112
HBMP(12:0_20:0_20:3)+NH4,1028.789,551.5039,369.3363,363.2894,257.2112
HBMP(12:0_20:0_20:4)+NH4,1026.774,551.5039,369.3363,361.2737,257.2112
HBMP(12:0_20:0_20:5)+NH4,1024.758,551.5039,369.3363,359.2581,257.2112
HBMP(12:0_20:0_22:0)+NH4,1062.868,551.5039,369.3363,397.3676,257.2112
HBMP(12:0_20:0_22:1)+NH4,1060.852,551.5039,369.3363,395.352,257.2112
HBMP(12:0_20:0_22:2)+NH4,1058.836,551.5039,369.3363,393.3363,257.2112
HBMP(12:0_20:0_22:3)+NH4,1056.821,551.5039,369.3363,391.3207,257.2112
HBMP(12:0_20:0_22:4)+NH4,1054.805,551.5039,369.3363,389.3051,257.2112
HBMP(12:0_20:0_22:5)+NH4,1052.789,551.5039,369.3363,387.2894,257.2112
HBMP(12:0_20:0_22:6)+NH4,1050.774,551.5039,369.3363,385.2737,257.2112
HBMP(12:0_20:1_12:0)+NH4,920.6956,549.4883,367.3207,257.2112,257.2112
HBMP(12:0_20:1_14:0)+NH4,948.7269,549.4883,367.3207,285.2424,257.2112
HBMP(12:0_20:1_14:1)+NH4,946.7112,549.4883,367.3207,283.2268,257.2112
HBMP(12:0_20:1_16:0)+NH4,976.7582,549.4883,367.3207,313.2737,257.2112
HBMP(12:0_20:1_16:1)+NH4,974.7425,549.4883,367.3207,311.2581,257.2112
HBMP(12:0_20:1_16:2)+NH4,972.7269,549.4883,367.3207,309.2424,257.2112
HBMP(12:0_20:1_16:3)+NH4,970.7112,549.4883,367.3207,307.2268,257.2112
HBMP(12:0_20:1_16:4)+NH4,968.6956,549.4883,367.3207,305.2112,257.2112
HBMP(12:0_20:1_18:0)+NH4,1004.789,549.4883,367.3207,341.3051,257.2112
HBMP(12:0_20:1_18:1)+NH4,1002.774,549.4883,367.3207,339.2894,257.2112
HBMP(12:0_20:1_18:2)+NH4,1000.758,549.4883,367.3207,337.2737,257.2112
HBMP(12:0_20:1_18:3)+NH4,998.7425,549.4883,367.3207,335.2581,257.2112
HBMP(12:0_20:1_18:4)+NH4,996.7269,549.4883,367.3207,333.2424,257.2112
HBMP(12:0_20:1_18:5)+NH4,994.7112,549.4883,367.3207,331.2268,257.2112
HBMP(12:0_20:1_20:0)+NH4,1032.821,549.4883,367.3207,369.3363,257.2112
HBMP(12:0_20:1_20:1)+NH4,1030.805,549.4883,367.3207,367.3207,257.2112
HBMP(12:0_20:1_20:2)+NH4,1028.789,549.4883,367.3207,365.3051,257.2112
HBMP(12:0_20:1_20:3)+NH4,1026.774,549.4883,367.3207,363.2894,257.2112
HBMP(12:0_20:1_20:4)+NH4,1024.758,549.4883,367.3207,361.2737,257.2112
HBMP(12:0_20:1_20:5)+NH4,1022.742,549.4883,367.3207,359.2581,257.2112
HBMP(12:0_20:1_22:0)+NH4,1060.852,549.4883,367.3207,397.3676,257.2112
HBMP(12:0_20:1_22:1)+NH4,1058.836,549.4883,367.3207,395.352,257.2112
HBMP(12:0_20:1_22:2)+NH4,1056.821,549.4883,367.3207,393.3363,257.2112
HBMP(12:0_20:1_22:3)+NH4,1054.805,549.4883,367.3207,391.3207,257.2112
HBMP(12:0_20:1_22:4)+NH4,1052.789,549.4883,367.3207,389.3051,257.2112
HBMP(12:0_20:1_22:5)+NH4,1050.774,549.4883,367.3207,387.2894,257.2112
HBMP(12:0_20:1_22:6)+NH4,1048.758,549.4883,367.3207,385.2737,257.2112
HBMP(12:0_20:2_12:0)+NH4,918.6799,547.4726,365.3051,257.2112,257.2112
HBMP(12:0_20:2_14:0)+NH4,946.7112,547.4726,365.3051,285.2424,257.2112
HBMP(12:0_20:2_14:1)+NH4,944.6956,547.4726,365.3051,283.2268,257.2112
HBMP(12:0_20:2_16:0)+NH4,974.7425,547.4726,365.3051,313.2737,257.2112
HBMP(12:0_20:2_16:1)+NH4,972.7269,547.4726,365.3051,311.2581,257.2112
HBMP(12:0_20:2_16:2)+NH4,970.7112,547.4726,365.3051,309.2424,257.2112
HBMP(12:0_20:2_16:3)+NH4,968.6956,547.4726,365.3051,307.2268,257.2112
HBMP(12:0_20:2_16:4)+NH4,966.6799,547.4726,365.3051,305.2112,257.2112
HBMP(12:0_20:2_18:0)+NH4,1002.774,547.4726,365.3051,341.3051,257.2112
HBMP(12:0_20:2_18:1)+NH4,1000.758,547.4726,365.3051,339.2894,257.2112
HBMP(12:0_20:2_18:2)+NH4,998.7425,547.4726,365.3051,337.2737,257.2112
HBMP(12:0_20:2_18:3)+NH4,996.7269,547.4726,365.3051,335.2581,257.2112
HBMP(12:0_20:2_18:4)+NH4,994.7112,547.4726,365.3051,333.2424,257.2112
HBMP(12:0_20:2_18:5)+NH4,992.6956,547.4726,365.3051,331.2268,257.2112
HBMP(12:0_20:2_20:0)+NH4,1030.805,547.4726,365.3051,369.3363,257.2112
HBMP(12:0_20:2_20:1)+NH4,1028.789,547.4726,365.3051,367.3207,257.2112
HBMP(12:0_20:2_20:2)+NH4,1026.774,547.4726,365.3051,365.3051,257.2112
HBMP(12:0_20:2_20:3)+NH4,1024.758,547.4726,365.3051,363.2894,257.2112
HBMP(12:0_20:2_20:4)+NH4,1022.742,547.4726,365.3051,361.2737,257.2112
HBMP(12:0_20:2_20:5)+NH4,1020.727,547.4726,365.3051,359.2581,257.2112
HBMP(12:0_20:2_22:0)+NH4,1058.836,547.4726,365.3051,397.3676,257.2112
HBMP(12:0_20:2_22:1)+NH4,1056.821,547.4726,365.3051,395.352,257.2112
HBMP(12:0_20:2_22:2)+NH4,1054.805,547.4726,365.3051,393.3363,257.2112
HBMP(12:0_20:2_22:3)+NH4,1052.789,547.4726,365.3051,391.3207,257.2112
HBMP(12:0_20:2_22:4)+NH4,1050.774,547.4726,365.3051,389.3051,257.2112
HBMP(12:0_20:2_22:5)+NH4,1048.758,547.4726,365.3051,387.2894,257.2112
HBMP(12:0_20:2_22:6)+NH4,1046.743,547.4726,365.3051,385.2737,257.2112
HBMP(12:0_20:3_12:0)+NH4,916.6642,545.457,363.2894,257.2112,257.2112
HBMP(12:0_20:3_14:0)+NH4,944.6956,545.457,363.2894,285.2424,257.2112
HBMP(12:0_20:3_14:1)+NH4,942.6799,545.457,363.2894,283.2268,257.2112
HBMP(12:0_20:3_16:0)+NH4,972.7269,545.457,363.2894,313.2737,257.2112
HBMP(12:0_20:3_16:1)+NH4,970.7112,545.457,363.2894,311.2581,257.2112
HBMP(12:0_20:3_16:2)+NH4,968.6956,545.457,363.2894,309.2424,257.2112
HBMP(12:0_20:3_16:3)+NH4,966.6799,545.457,363.2894,307.2268,257.2112
HBMP(12:0_20:3_16:4)+NH4,964.6642,545.457,363.2894,305.2112,257.2112
HBMP(12:0_20:3_18:0)+NH4,1000.758,545.457,363.2894,341.3051,257.2112
HBMP(12:0_20:3_18:1)+NH4,998.7425,545.457,363.2894,339.2894,257.2112
HBMP(12:0_20:3_18:2)+NH4,996.7269,545.457,363.2894,337.2737,257.2112
HBMP(12:0_20:3_18:3)+NH4,994.7112,545.457,363.2894,335.2581,257.2112
HBMP(12:0_20:3_18:4)+NH4,992.6956,545.457,363.2894,333.2424,257.2112
HBMP(12:0_20:3_18:5)+NH4,990.6799,545.457,363.2894,331.2268,257.2112
HBMP(12:0_20:3_20:0)+NH4,1028.789,545.457,363.2894,369.3363,257.2112
HBMP(12:0_20:3_20:1)+NH4,1026.774,545.457,363.2894,367.3207,257.2112
HBMP(12:0_20:3_20:2)+NH4,1024.758,545.457,363.2894,365.3051,257.2112
HBMP(12:0_20:3_20:3)+NH4,1022.742,545.457,363.2894,363.2894,257.2112
HBMP(12:0_20:3_20:4)+NH4,1020.727,545.457,363.2894,361.2737,257.2112
HBMP(12:0_20:3_20:5)+NH4,1018.711,545.457,363.2894,359.2581,257.2112
HBMP(12:0_20:3_22:0)+NH4,1056.821,545.457,363.2894,397.3676,257.2112
HBMP(12:0_20:3_22:1)+NH4,1054.805,545.457,363.2894,395.352,257.2112
HBMP(12:0_20:3_22:2)+NH4,1052.789,545.457,363.2894,393.3363,257.2112
HBMP(12:0_20:3_22:3)+NH4,1050.774,545.457,363.2894,391.3207,257.2112
HBMP(12:0_20:3_22:4)+NH4,1048.758,545.457,363.2894,389.3051,257.2112
HBMP(12:0_20:3_22:5)+NH4,1046.743,545.457,363.2894,387.2894,257.2112
HBMP(12:0_20:3_22:6)+NH4,1044.727,545.457,363.2894,385.2737,257.2112
HBMP(12:0_20:4_12:0)+NH4,914.6486,543.4413,361.2737,257.2112,257.2112
HBMP(12:0_20:4_14:0)+NH4,942.6799,543.4413,361.2737,285.2424,257.2112
HBMP(12:0_20:4_14:1)+NH4,940.6642,543.4413,361.2737,283.2268,257.2112
HBMP(12:0_20:4_16:0)+NH4,970.7112,543.4413,361.2737,313.2737,257.2112
HBMP(12:0_20:4_16:1)+NH4,968.6956,543.4413,361.2737,311.2581,257.2112
HBMP(12:0_20:4_16:2)+NH4,966.6799,543.4413,361.2737,309.2424,257.2112
HBMP(12:0_20:4_16:3)+NH4,964.6642,543.4413,361.2737,307.2268,257.2112
HBMP(12:0_20:4_16:4)+NH4,962.6486,543.4413,361.2737,305.2112,257.2112
HBMP(12:0_20:4_18:0)+NH4,998.7425,543.4413,361.2737,341.3051,257.2112
HBMP(12:0_20:4_18:1)+NH4,996.7269,543.4413,361.2737,339.2894,257.2112
HBMP(12:0_20:4_18:2)+NH4,994.7112,543.4413,361.2737,337.2737,257.2112
HBMP(12:0_20:4_18:3)+NH4,992.6956,543.4413,361.2737,335.2581,257.2112
HBMP(12:0_20:4_18:4)+NH4,990.6799,543.4413,361.2737,333.2424,257.2112
HBMP(12:0_20:4_18:5)+NH4,988.6642,543.4413,361.2737,331.2268,257.2112
HBMP(12:0_20:4_20:0)+NH4,1026.774,543.4413,361.2737,369.3363,257.2112
HBMP(12:0_20:4_20:1)+NH4,1024.758,543.4413,361.2737,367.3207,257.2112
HBMP(12:0_20:4_20:2)+NH4,1022.742,543.4413,361.2737,365.3051,257.2112
HBMP(12:0_20:4_20:3)+NH4,1020.727,543.4413,361.2737,363.2894,257.2112
HBMP(12:0_20:4_20:4)+NH4,1018.711,543.4413,361.2737,361.2737,257.2112
HBMP(12:0_20:4_20:5)+NH4,1016.696,543.4413,361.2737,359.2581,257.2112
HBMP(12:0_20:4_22:0)+NH4,1054.805,543.4413,361.2737,397.3676,257.2112
HBMP(12:0_20:4_22:1)+NH4,1052.789,543.4413,361.2737,395.352,257.2112
HBMP(12:0_20:4_22:2)+NH4,1050.774,543.4413,361.2737,393.3363,257.2112
HBMP(12:0_20:4_22:3)+NH4,1048.758,543.4413,361.2737,391.3207,257.2112
HBMP(12:0_20:4_22:4)+NH4,1046.743,543.4413,361.2737,389.3051,257.2112
HBMP(12:0_20:4_22:5)+NH4,1044.727,543.4413,361.2737,387.2894,257.2112
HBMP(12:0_20:4_22:6)+NH4,1042.711,543.4413,361.2737,385.2737,257.2112
HBMP(12:0_20:5_12:0)+NH4,912.633,541.4257,359.2581,257.2112,257.2112
HBMP(12:0_20:5_14:0)+NH4,940.6642,541.4257,359.2581,285.2424,257.2112
HBMP(12:0_20:5_14:1)+NH4,938.6486,541.4257,359.2581,283.2268,257.2112
HBMP(12:0_20:5_16:0)+NH4,968.6956,541.4257,359.2581,313.2737,257.2112
HBMP(12:0_20:5_16:1)+NH4,966.6799,541.4257,359.2581,311.2581,257.2112
HBMP(12:0_20:5_16:2)+NH4,964.6642,541.4257,359.2581,309.2424,257.2112
HBMP(12:0_20:5_16:3)+NH4,962.6486,541.4257,359.2581,307.2268,257.2112
HBMP(12:0_20:5_16:4)+NH4,960.633,541.4257,359.2581,305.2112,257.2112
HBMP(12:0_20:5_18:0)+NH4,996.7269,541.4257,359.2581,341.3051,257.2112
HBMP(12:0_20:5_18:1)+NH4,994.7112,541.4257,359.2581,339.2894,257.2112
HBMP(12:0_20:5_18:2)+NH4,992.6956,541.4257,359.2581,337.2737,257.2112
HBMP(12:0_20:5_18:3)+NH4,990.6799,541.4257,359.2581,335.2581,257.2112
HBMP(12:0_20:5_18:4)+NH4,988.6642,541.4257,359.2581,333.2424,257.2112
HBMP(12:0_20:5_18:5)+NH4,986.6486,541.4257,359.2581,331.2268,257.2112
HBMP(12:0_20:5_20:0)+NH4,1024.758,541.4257,359.2581,369.3363,257.2112
HBMP(12:0_20:5_20:1)+NH4,1022.742,541.4257,359.2581,367.3207,257.2112
HBMP(12:0_20:5_20:2)+NH4,1020.727,541.4257,359.2581,365.3051,257.2112
HBMP(12:0_20:5_20:3)+NH4,1018.711,541.4257,359.2581,363.2894,257.2112
HBMP(12:0_20:5_20:4)+NH4,1016.696,541.4257,359.2581,361.2737,257.2112
HBMP(12:0_20:5_20:5)+NH4,1014.68,541.4257,359.2581,359.2581,257.2112
HBMP(12:0_20:5_22:0)+NH4,1052.789,541.4257,359.2581,397.3676,257.2112
HBMP(12:0_20:5_22:1)+NH4,1050.774,541.4257,359.2581,395.352,257.2112
HBMP(12:0_20:5_22:2)+NH4,1048.758,541.4257,359.2581,393.3363,257.2112
HBMP(12:0_20:5_22:3)+NH4,1046.743,541.4257,359.2581,391.3207,257.2112
HBMP(12:0_20:5_22:4)+NH4,1044.727,541.4257,359.2581,389.3051,257.2112
HBMP(12:0_20:5_22:5)+NH4,1042.711,541.4257,359.2581,387.2894,257.2112
HBMP(12:0_20:5_22:6)+NH4,1040.696,541.4257,359.2581,385.2737,257.2112
HBMP(12:0_22:0_12:0)+NH4,950.7425,579.5352,397.3676,257.2112,257.2112
HBMP(12:0_22:0_14:0)+NH4,978.7738,579.5352,397.3676,285.2424,257.2112
HBMP(12:0_22:0_14:1)+NH4,976.7582,579.5352,397.3676,283.2268,257.2112
HBMP(12:0_22:0_16:0)+NH4,1006.805,579.5352,397.3676,313.2737,257.2112
HBMP(12:0_22:0_16:1)+NH4,1004.789,579.5352,397.3676,311.2581,257.2112
HBMP(12:0_22:0_16:2)+NH4,1002.774,579.5352,397.3676,309.2424,257.2112
HBMP(12:0_22:0_16:3)+NH4,1000.758,579.5352,397.3676,307.2268,257.2112
HBMP(12:0_22:0_16:4)+NH4,998.7425,579.5352,397.3676,305.2112,257.2112
HBMP(12:0_22:0_18:0)+NH4,1034.836,579.5352,397.3676,341.3051,257.2112
HBMP(12:0_22:0_18:1)+NH4,1032.821,579.5352,397.3676,339.2894,257.2112
HBMP(12:0_22:0_18:2)+NH4,1030.805,579.5352,397.3676,337.2737,257.2112
HBMP(12:0_22:0_18:3)+NH4,1028.789,579.5352,397.3676,335.2581,257.2112
HBMP(12:0_22:0_18:4)+NH4,1026.774,579.5352,397.3676,333.2424,257.2112
HBMP(12:0_22:0_18:5)+NH4,1024.758,579.5352,397.3676,331.2268,257.2112
HBMP(12:0_22:0_20:0)+NH4,1062.868,579.5352,397.3676,369.3363,257.2112
HBMP(12:0_22:0_20:1)+NH4,1060.852,579.5352,397.3676,367.3207,257.2112
HBMP(12:0_22:0_20:2)+NH4,1058.836,579.5352,397.3676,365.3051,257.2112
HBMP(12:0_22:0_20:3)+NH4,1056.821,579.5352,397.3676,363.2894,257.2112
HBMP(12:0_22:0_20:4)+NH4,1054.805,579.5352,397.3676,361.2737,257.2112
HBMP(12:0_22:0_20:5)+NH4,1052.789,579.5352,397.3676,359.2581,257.2112
HBMP(12:0_22:0_22:0)+NH4,1090.899,579.5352,397.3676,397.3676,257.2112
HBMP(12:0_22:0_22:1)+NH4,1088.883,579.5352,397.3676,395.352,257.2112
HBMP(12:0_22:0_22:2)+NH4,1086.868,579.5352,397.3676,393.3363,257.2112
HBMP(12:0_22:0_22:3)+NH4,1084.852,579.5352,397.3676,391.3207,257.2112
HBMP(12:0_22:0_22:4)+NH4,1082.836,579.5352,397.3676,389.3051,257.2112
HBMP(12:0_22:0_22:5)+NH4,1080.821,579.5352,397.3676,387.2894,257.2112
HBMP(12:0_22:0_22:6)+NH4,1078.805,579.5352,397.3676,385.2737,257.2112
HBMP(12:0_22:1_12:0)+NH4,948.7269,577.5196,395.352,257.2112,257.2112
HBMP(12:0_22:1_14:0)+NH4,976.7582,577.5196,395.352,285.2424,257.2112
HBMP(12:0_22:1_14:1)+NH4,974.7425,577.5196,395.352,283.2268,257.2112
HBMP(12:0_22:1_16:0)+NH4,1004.789,577.5196,395.352,313.2737,257.2112
HBMP(12:0_22:1_16:1)+NH4,1002.774,577.5196,395.352,311.2581,257.2112
HBMP(12:0_22:1_16:2)+NH4,1000.758,577.5196,395.352,309.2424,257.2112
HBMP(12:0_22:1_16:3)+NH4,998.7425,577.5196,395.352,307.2268,257.2112
HBMP(12:0_22:1_16:4)+NH4,996.7269,577.5196,395.352,305.2112,257.2112
HBMP(12:0_22:1_18:0)+NH4,1032.821,577.5196,395.352,341.3051,257.2112
HBMP(12:0_22:1_18:1)+NH4,1030.805,577.5196,395.352,339.2894,257.2112
HBMP(12:0_22:1_18:2)+NH4,1028.789,577.5196,395.352,337.2737,257.2112
HBMP(12:0_22:1_18:3)+NH4,1026.774,577.5196,395.352,335.2581,257.2112
HBMP(12:0_22:1_18:4)+NH4,1024.758,577.5196,395.352,333.2424,257.2112
HBMP(12:0_22:1_18:5)+NH4,1022.742,577.5196,395.352,331.2268,257.2112
HBMP(12:0_22:1_20:0)+NH4,1060.852,577.5196,395.352,369.3363,257.2112
HBMP(12:0_22:1_20:1)+NH4,1058.836,577.5196,395.352,367.3207,257.2112
HBMP(12:0_22:1_20:2)+NH4,1056.821,577.5196,395.352,365.3051,257.2112
HBMP(12:0_22:1_20:3)+NH4,1054.805,577.5196,395.352,363.2894,257.2112
HBMP(12:0_22:1_20:4)+NH4,1052.789,577.5196,395.352,361.2737,257.2112
HBMP(12:0_22:1_20:5)+NH4,1050.774,577.5196,395.352,359.2581,257.2112
HBMP(12:0_22:1_22:0)+NH4,1088.883,577.5196,395.352,397.3676,257.2112
HBMP(12:0_22:1_22:1)+NH4,1086.868,577.5196,395.352,395.352,257.2112
HBMP(12:0_22:1_22:2)+NH4,1084.852,577.5196,395.352,393.3363,257.2112
HBMP(12:0_22:1_22:3)+NH4,1082.836,577.5196,395.352,391.3207,257.2112
HBMP(12:0_22:1_22:4)+NH4,1080.821,577.5196,395.352,389.3051,257.2112
HBMP(12:0_22:1_22:5)+NH4,1078.805,577.5196,395.352,387.2894,257.2112
HBMP(12:0_22:1_22:6)+NH4,1076.789,577.5196,395.352,385.2737,257.2112
HBMP(12:0_22:2_12:0)+NH4,946.7112,575.5039,393.3363,257.2112,257.2112
HBMP(12:0_22:2_14:0)+NH4,974.7425,575.5039,393.3363,285.2424,257.2112
