FAHFA,[M-H]-,[HFA-H]-,[HFA-H-H2O]-,[FA-H]-
FAHFA(17:0/18:2)-H,547.4732,295.2279,277.2173,269.2486
FAHFA(17:0/18:3)-H,545.4575,293.2122,275.2017,269.2486
FAHFA(17:0/19:0)-H,565.5201,313.2748,295.2643,269.2486
FAHFA(17:0/19:1)-H,563.5045,311.2592,293.2486,269.2486
FAHFA(17:0/19:2)-H,561.4888,309.2435,291.2329,269.2486
FAHFA(17:0/20:0)-H,579.5358,327.2905,309.2799,269.2486
FAHFA(17:0/20:1)-H,577.5201,325.2748,307.2643,269.2486
FAHFA(17:0/20:2)-H,575.5045,323.2592,305.2486,269.2486
FAHFA(17:0/20:3)-H,573.4888,321.2435,303.2329,269.2486
FAHFA(17:0/20:4)-H,571.4732,319.2279,301.2173,269.2486
FAHFA(17:0/21:0)-H,593.5515,341.3061,323.2956,269.2486
FAHFA(17:0/21:1)-H,591.5358,339.2905,321.2799,269.2486
FAHFA(17:0/21:2)-H,589.5201,337.2748,319.2643,269.2486
FAHFA(17:0/22:0)-H,607.5671,355.3218,337.3112,269.2486
FAHFA(17:0/22:1)-H,605.5515,353.3061,335.2956,269.2486
FAHFA(17:0/22:2)-H,603.5358,351.2905,333.2799,269.2486
FAHFA(17:0/22:3)-H,601.5201,349.2748,331.2643,269.2486
FAHFA(17:0/22:4)-H,599.5045,347.2592,329.2486,269.2486
FAHFA(17:0/22:5)-H,597.4888,345.2435,327.2329,269.2486
FAHFA(17:0/23:0)-H,621.5827,369.3374,351.3268,269.2486
FAHFA(17:0/24:0)-H,635.5984,383.3531,365.3425,269.2486
FAHFA(17:0/24:1)-H,633.5827,381.3374,363.3268,269.2486
FAHFA(17:0/24:2)-H,631.5671,379.3218,361.3112,269.2486
FAHFA(17:0/24:4)-H,627.5358,375.2905,357.2799,269.2486
FAHFA(17:0/25:0)-H,649.614,397.3687,379.3582,269.2486
FAHFA(17:0/26:0)-H,663.6297,411.3844,393.3738,269.2486
FAHFA(17:0/26:1)-H,661.614,409.3687,391.3582,269.2486
FAHFA(17:0/26:2)-H,659.5984,407.3531,389.3425,269.2486
FAHFA(17:0/26:4)-H,655.5671,403.3218,385.3112,269.2486
FAHFA(17:0/27:0)-H,677.6453,425.4,407.3894,269.2486
FAHFA(17:1/2:0)-H,325.2384,75.00877,56.9982,267.2329
FAHFA(17:1/3:0)-H,339.2541,89.02442,71.01385,267.2329
FAHFA(17:1/4:0)-H,353.2697,103.0401,85.0295,267.2329
FAHFA(17:1/5:0)-H,367.2854,117.0557,99.04515,267.2329
FAHFA(17:1/6:0)-H,381.301,131.0714,113.0608,267.2329
FAHFA(17:1/7:0)-H,395.3167,145.087,127.0764,267.2329
FAHFA(17:1/8:0)-H,409.3323,159.1027,141.0921,267.2329
FAHFA(17:1/9:0)-H,423.348,173.1183,155.1078,267.2329
FAHFA(17:1/10:0)-H,437.3636,187.134,169.1234,267.2329
FAHFA(17:1/11:0)-H,451.3793,201.1496,183.1391,267.2329
FAHFA(17:1/12:0)-H,465.3949,215.1653,197.1547,267.2329
FAHFA(17:1/13:0)-H,479.4106,229.1809,211.1703,267.2329
FAHFA(17:1/13:1)-H,477.3949,227.1653,209.1547,267.2329
FAHFA(17:1/14:0)-H,493.4262,243.1966,225.186,267.2329
FAHFA(17:1/14:1)-H,491.4106,241.1809,223.1703,267.2329
FAHFA(17:1/15:0)-H,507.4419,257.2122,239.2016,267.2329
FAHFA(17:1/15:1)-H,505.4262,255.1966,237.186,267.2329
FAHFA(17:1/16:0)-H,521.4575,271.2279,253.2173,267.2329
FAHFA(17:1/16:1)-H,519.4419,269.2122,251.2016,267.2329
FAHFA(17:1/16:2)-H,517.4262,267.1966,249.186,267.2329
FAHFA(17:1/16:3)-H,515.4106,265.1809,247.1703,267.2329
FAHFA(17:1/17:0)-H,535.4732,285.2435,267.2329,267.2329
FAHFA(17:1/17:1)-H,533.4575,283.2279,265.2173,267.2329
FAHFA(17:1/17:2)-H,531.4419,281.2122,263.2017,267.2329
FAHFA(17:1/18:0)-H,549.4888,299.2592,281.2486,267.2329
FAHFA(17:1/18:1)-H,547.4732,297.2435,279.2329,267.2329
FAHFA(17:1/18:2)-H,545.4575,295.2279,277.2173,267.2329
FAHFA(17:1/18:3)-H,543.4419,293.2122,275.2017,267.2329
FAHFA(17:1/19:0)-H,563.5045,313.2748,295.2643,267.2329
FAHFA(17:1/19:1)-H,561.4888,311.2592,293.2486,267.2329
FAHFA(17:1/19:2)-H,559.4732,309.2435,291.2329,267.2329
FAHFA(17:1/20:0)-H,577.5201,327.2905,309.2799,267.2329
FAHFA(17:1/20:1)-H,575.5045,325.2748,307.2643,267.2329
FAHFA(17:1/20:2)-H,573.4888,323.2592,305.2486,267.2329
FAHFA(17:1/20:3)-H,571.4732,321.2435,303.2329,267.2329
FAHFA(17:1/20:4)-H,569.4575,319.2279,301.2173,267.2329
FAHFA(17:1/21:0)-H,591.5358,341.3061,323.2956,267.2329
FAHFA(17:1/21:1)-H,589.5201,339.2905,321.2799,267.2329
FAHFA(17:1/21:2)-H,587.5045,337.2748,319.2643,267.2329
FAHFA(17:1/22:0)-H,605.5515,355.3218,337.3112,267.2329
FAHFA(17:1/22:1)-H,603.5358,353.3061,335.2956,267.2329
FAHFA(17:1/22:2)-H,601.5201,351.2905,333.2799,267.2329
FAHFA(17:1/22:3)-H,599.5045,349.2748,331.2643,267.2329
FAHFA(17:1/22:4)-H,597.4888,347.2592,329.2486,267.2329
FAHFA(17:1/22:5)-H,595.4732,345.2435,327.2329,267.2329
FAHFA(17:1/23:0)-H,619.5671,369.3374,351.3268,267.2329
FAHFA(17:1/24:0)-H,633.5827,383.3531,365.3425,267.2329
FAHFA(17:1/24:1)-H,631.5671,381.3374,363.3268,267.2329
FAHFA(17:1/24:2)-H,629.5515,379.3218,361.3112,267.2329
FAHFA(17:1/24:4)-H,625.5201,375.2905,357.2799,267.2329
FAHFA(17:1/25:0)-H,647.5984,397.3687,379.3582,267.2329
FAHFA(17:1/26:0)-H,661.614,411.3844,393.3738,267.2329
FAHFA(17:1/26:1)-H,659.5984,409.3687,391.3582,267.2329
FAHFA(17:1/26:2)-H,657.5827,407.3531,389.3425,267.2329
FAHFA(17:1/26:4)-H,653.5515,403.3218,385.3112,267.2329
FAHFA(17:1/27:0)-H,675.6297,425.4,407.3894,267.2329
FAHFA(17:2/2:0)-H,323.2228,75.00877,56.9982,265.2173
FAHFA(17:2/3:0)-H,337.2384,89.02442,71.01385,265.2173
FAHFA(17:2/4:0)-H,351.2541,103.0401,85.0295,265.2173
FAHFA(17:2/5:0)-H,365.2697,117.0557,99.04515,265.2173
FAHFA(17:2/6:0)-H,379.2854,131.0714,113.0608,265.2173
FAHFA(17:2/7:0)-H,393.301,145.087,127.0764,265.2173
FAHFA(17:2/8:0)-H,407.3167,159.1027,141.0921,265.2173
FAHFA(17:2/9:0)-H,421.3323,173.1183,155.1078,265.2173
FAHFA(17:2/10:0)-H,435.348,187.134,169.1234,265.2173
FAHFA(17:2/11:0)-H,449.3636,201.1496,183.1391,265.2173
FAHFA(17:2/12:0)-H,463.3793,215.1653,197.1547,265.2173
FAHFA(17:2/13:0)-H,477.3949,229.1809,211.1703,265.2173
FAHFA(17:2/13:1)-H,475.3793,227.1653,209.1547,265.2173
FAHFA(17:2/14:0)-H,491.4106,243.1966,225.186,265.2173
FAHFA(17:2/14:1)-H,489.3949,241.1809,223.1703,265.2173
FAHFA(17:2/15:0)-H,505.4262,257.2122,239.2016,265.2173
FAHFA(17:2/15:1)-H,503.4106,255.1966,237.186,265.2173
FAHFA(17:2/16:0)-H,519.4419,271.2279,253.2173,265.2173
FAHFA(17:2/16:1)-H,517.4262,269.2122,251.2016,265.2173
FAHFA(17:2/16:2)-H,515.4106,267.1966,249.186,265.2173
FAHFA(17:2/16:3)-H,513.395,265.1809,247.1703,265.2173
FAHFA(17:2/17:0)-H,533.4575,285.2435,267.2329,265.2173
FAHFA(17:2/17:1)-H,531.4419,283.2279,265.2173,265.2173
FAHFA(17:2/17:2)-H,529.4262,281.2122,263.2017,265.2173
FAHFA(17:2/18:0)-H,547.4732,299.2592,281.2486,265.2173
FAHFA(17:2/18:1)-H,545.4575,297.2435,279.2329,265.2173
FAHFA(17:2/18:2)-H,543.4419,295.2279,277.2173,265.2173
FAHFA(17:2/18:3)-H,541.4262,293.2122,275.2017,265.2173
FAHFA(17:2/19:0)-H,561.4888,313.2748,295.2643,265.2173
FAHFA(17:2/19:1)-H,559.4732,311.2592,293.2486,265.2173
FAHFA(17:2/19:2)-H,557.4575,309.2435,291.2329,265.2173
FAHFA(17:2/20:0)-H,575.5045,327.2905,309.2799,265.2173
FAHFA(17:2/20:1)-H,573.4888,325.2748,307.2643,265.2173
FAHFA(17:2/20:2)-H,571.4732,323.2592,305.2486,265.2173
FAHFA(17:2/20:3)-H,569.4575,321.2435,303.2329,265.2173
FAHFA(17:2/20:4)-H,567.4419,319.2279,301.2173,265.2173
FAHFA(17:2/21:0)-H,589.5201,341.3061,323.2956,265.2173
FAHFA(17:2/21:1)-H,587.5045,339.2905,321.2799,265.2173
FAHFA(17:2/21:2)-H,585.4888,337.2748,319.2643,265.2173
FAHFA(17:2/22:0)-H,603.5358,355.3218,337.3112,265.2173
FAHFA(17:2/22:1)-H,601.5201,353.3061,335.2956,265.2173
FAHFA(17:2/22:2)-H,599.5045,351.2905,333.2799,265.2173
FAHFA(17:2/22:3)-H,597.4888,349.2748,331.2643,265.2173
FAHFA(17:2/22:4)-H,595.4732,347.2592,329.2486,265.2173
FAHFA(17:2/22:5)-H,593.4575,345.2435,327.2329,265.2173
FAHFA(17:2/23:0)-H,617.5515,369.3374,351.3268,265.2173
FAHFA(17:2/24:0)-H,631.5671,383.3531,365.3425,265.2173
FAHFA(17:2/24:1)-H,629.5515,381.3374,363.3268,265.2173
FAHFA(17:2/24:2)-H,627.5358,379.3218,361.3112,265.2173
FAHFA(17:2/24:4)-H,623.5045,375.2905,357.2799,265.2173
FAHFA(17:2/25:0)-H,645.5827,397.3687,379.3582,265.2173
FAHFA(17:2/26:0)-H,659.5984,411.3844,393.3738,265.2173
FAHFA(17:2/26:1)-H,657.5827,409.3687,391.3582,265.2173
FAHFA(17:2/26:2)-H,655.5671,407.3531,389.3425,265.2173
FAHFA(17:2/26:4)-H,651.5358,403.3218,385.3112,265.2173
FAHFA(17:2/27:0)-H,673.614,425.4,407.3894,265.2173
FAHFA(18:0/2:0)-H,341.2697,75.00877,56.9982,283.2643
FAHFA(18:0/3:0)-H,355.2854,89.02442,71.01385,283.2643
FAHFA(18:0/4:0)-H,369.301,103.0401,85.0295,283.2643
FAHFA(18:0/5:0)-H,383.3167,117.0557,99.04515,283.2643
FAHFA(18:0/6:0)-H,397.3323,131.0714,113.0608,283.2643
FAHFA(18:0/7:0)-H,411.348,145.087,127.0764,283.2643
FAHFA(18:0/8:0)-H,425.3636,159.1027,141.0921,283.2643
FAHFA(18:0/9:0)-H,439.3793,173.1183,155.1078,283.2643
FAHFA(18:0/10:0)-H,453.3949,187.134,169.1234,283.2643
FAHFA(18:0/11:0)-H,467.4106,201.1496,183.1391,283.2643
FAHFA(18:0/12:0)-H,481.4262,215.1653,197.1547,283.2643
FAHFA(18:0/13:0)-H,495.4419,229.1809,211.1703,283.2643
FAHFA(18:0/13:1)-H,493.4262,227.1653,209.1547,283.2643
FAHFA(18:0/14:0)-H,509.4575,243.1966,225.186,283.2643
FAHFA(18:0/14:1)-H,507.4419,241.1809,223.1703,283.2643
FAHFA(18:0/15:0)-H,523.4732,257.2122,239.2016,283.2643
FAHFA(18:0/15:1)-H,521.4575,255.1966,237.186,283.2643
FAHFA(18:0/16:0)-H,537.4888,271.2279,253.2173,283.2643
FAHFA(18:0/16:1)-H,535.4732,269.2122,251.2016,283.2643
FAHFA(18:0/16:2)-H,533.4575,267.1966,249.186,283.2643
FAHFA(18:0/16:3)-H,531.4419,265.1809,247.1703,283.2643
FAHFA(18:0/17:0)-H,551.5045,285.2435,267.2329,283.2643
FAHFA(18:0/17:1)-H,549.4888,283.2279,265.2173,283.2643
FAHFA(18:0/17:2)-H,547.4732,281.2122,263.2017,283.2643
FAHFA(18:0/18:0)-H,565.5201,299.2592,281.2486,283.2643
FAHFA(18:0/18:1)-H,563.5045,297.2435,279.2329,283.2643
FAHFA(18:0/18:2)-H,561.4888,295.2279,277.2173,283.2643
FAHFA(18:0/18:3)-H,559.4732,293.2122,275.2017,283.2643
FAHFA(18:0/19:0)-H,579.5358,313.2748,295.2643,283.2643
FAHFA(18:0/19:1)-H,577.5201,311.2592,293.2486,283.2643
FAHFA(18:0/19:2)-H,575.5045,309.2435,291.2329,283.2643
FAHFA(18:0/20:0)-H,593.5515,327.2905,309.2799,283.2643
FAHFA(18:0/20:1)-H,591.5358,325.2748,307.2643,283.2643
FAHFA(18:0/20:2)-H,589.5201,323.2592,305.2486,283.2643
FAHFA(18:0/20:3)-H,587.5045,321.2435,303.2329,283.2643
FAHFA(18:0/20:4)-H,585.4888,319.2279,301.2173,283.2643
FAHFA(18:0/21:0)-H,607.5671,341.3061,323.2956,283.2643
FAHFA(18:0/21:1)-H,605.5515,339.2905,321.2799,283.2643
FAHFA(18:0/21:2)-H,603.5358,337.2748,319.2643,283.2643
FAHFA(18:0/22:0)-H,621.5827,355.3218,337.3112,283.2643
FAHFA(18:0/22:1)-H,619.5671,353.3061,335.2956,283.2643
FAHFA(18:0/22:2)-H,617.5515,351.2905,333.2799,283.2643
FAHFA(18:0/22:3)-H,615.5358,349.2748,331.2643,283.2643
FAHFA(18:0/22:4)-H,613.5201,347.2592,329.2486,283.2643
FAHFA(18:0/22:5)-H,611.5045,345.2435,327.2329,283.2643
FAHFA(18:0/23:0)-H,635.5984,369.3374,351.3268,283.2643
FAHFA(18:0/24:0)-H,649.614,383.3531,365.3425,283.2643
FAHFA(18:0/24:1)-H,647.5984,381.3374,363.3268,283.2643
FAHFA(18:0/24:2)-H,645.5827,379.3218,361.3112,283.2643
FAHFA(18:0/24:4)-H,641.5515,375.2905,357.2799,283.2643
FAHFA(18:0/25:0)-H,663.6297,397.3687,379.3582,283.2643
FAHFA(18:0/26:0)-H,677.6453,411.3844,393.3738,283.2643
FAHFA(18:0/26:1)-H,675.6297,409.3687,391.3582,283.2643
FAHFA(18:0/26:2)-H,673.614,407.3531,389.3425,283.2643
FAHFA(18:0/26:4)-H,669.5827,403.3218,385.3112,283.2643
FAHFA(18:0/27:0)-H,691.6609,425.4,407.3894,283.2643
FAHFA(18:1/2:0)-H,339.2541,75.00877,56.9982,281.2486
FAHFA(18:1/3:0)-H,353.2697,89.02442,71.01385,281.2486
FAHFA(18:1/4:0)-H,367.2854,103.0401,85.0295,281.2486
FAHFA(18:1/5:0)-H,381.301,117.0557,99.04515,281.2486
FAHFA(18:1/6:0)-H,395.3167,131.0714,113.0608,281.2486
FAHFA(18:1/7:0)-H,409.3323,145.087,127.0764,281.2486
FAHFA(18:1/8:0)-H,423.348,159.1027,141.0921,281.2486
FAHFA(18:1/9:0)-H,437.3636,173.1183,155.1078,281.2486
FAHFA(18:1/10:0)-H,451.3793,187.134,169.1234,281.2486
FAHFA(18:1/11:0)-H,465.3949,201.1496,183.1391,281.2486
FAHFA(18:1/12:0)-H,479.4106,215.1653,197.1547,281.2486
FAHFA(18:1/13:0)-H,493.4262,229.1809,211.1703,281.2486
FAHFA(18:1/13:1)-H,491.4106,227.1653,209.1547,281.2486
FAHFA(18:1/14:0)-H,507.4419,243.1966,225.186,281.2486
FAHFA(18:1/14:1)-H,505.4262,241.1809,223.1703,281.2486
FAHFA(18:1/15:0)-H,521.4575,257.2122,239.2016,281.2486
FAHFA(18:1/15:1)-H,519.4419,255.1966,237.186,281.2486
FAHFA(18:1/16:0)-H,535.4732,271.2279,253.2173,281.2486
FAHFA(18:1/16:1)-H,533.4575,269.2122,251.2016,281.2486
FAHFA(18:1/16:2)-H,531.4419,267.1966,249.186,281.2486
FAHFA(18:1/16:3)-H,529.4262,265.1809,247.1703,281.2486
FAHFA(18:1/17:0)-H,549.4888,285.2435,267.2329,281.2486
FAHFA(18:1/17:1)-H,547.4732,283.2279,265.2173,281.2486
FAHFA(18:1/17:2)-H,545.4575,281.2122,263.2017,281.2486
FAHFA(18:1/18:0)-H,563.5045,299.2592,281.2486,281.2486
FAHFA(18:1/18:1)-H,561.4888,297.2435,279.2329,281.2486
FAHFA(18:1/18:2)-H,559.4732,295.2279,277.2173,281.2486
FAHFA(18:1/18:3)-H,557.4575,293.2122,275.2017,281.2486
FAHFA(18:1/19:0)-H,577.5201,313.2748,295.2643,281.2486
FAHFA(18:1/19:1)-H,575.5045,311.2592,293.2486,281.2486
FAHFA(18:1/19:2)-H,573.4888,309.2435,291.2329,281.2486
FAHFA(18:1/20:0)-H,591.5358,327.2905,309.2799,281.2486
FAHFA(18:1/20:1)-H,589.5201,325.2748,307.2643,281.2486
FAHFA(18:1/20:2)-H,587.5045,323.2592,305.2486,281.2486
FAHFA(18:1/20:3)-H,585.4888,321.2435,303.2329,281.2486
FAHFA(18:1/20:4)-H,583.4732,319.2279,301.2173,281.2486
FAHFA(18:1/21:0)-H,605.5515,341.3061,323.2956,281.2486
FAHFA(18:1/21:1)-H,603.5358,339.2905,321.2799,281.2486
FAHFA(18:1/21:2)-H,601.5201,337.2748,319.2643,281.2486
FAHFA(18:1/22:0)-H,619.5671,355.3218,337.3112,281.2486
FAHFA(18:1/22:1)-H,617.5515,353.3061,335.2956,281.2486
FAHFA(18:1/22:2)-H,615.5358,351.2905,333.2799,281.2486
FAHFA(18:1/22:3)-H,613.5201,349.2748,331.2643,281.2486
FAHFA(18:1/22:4)-H,611.5045,347.2592,329.2486,281.2486
FAHFA(18:1/22:5)-H,609.4888,345.2435,327.2329,281.2486
FAHFA(18:1/23:0)-H,633.5827,369.3374,351.3268,281.2486
FAHFA(18:1/24:0)-H,647.5984,383.3531,365.3425,281.2486
FAHFA(18:1/24:1)-H,645.5827,381.3374,363.3268,281.2486
FAHFA(18:1/24:2)-H,643.5671,379.3218,361.3112,281.2486
FAHFA(18:1/24:4)-H,639.5358,375.2905,357.2799,281.2486
FAHFA(18:1/25:0)-H,661.614,397.3687,379.3582,281.2486
FAHFA(18:1/26:0)-H,675.6297,411.3844,393.3738,281.2486
FAHFA(18:1/26:1)-H,673.614,409.3687,391.3582,281.2486
FAHFA(18:1/26:2)-H,671.5984,407.3531,389.3425,281.2486
FAHFA(18:1/26:4)-H,667.5671,403.3218,385.3112,281.2486
FAHFA(18:1/27:0)-H,689.6453,425.4,407.3894,281.2486
FAHFA(18:2/2:0)-H,337.2384,75.00877,56.9982,279.2329
FAHFA(18:2/3:0)-H,351.2541,89.02442,71.01385,279.2329
FAHFA(18:2/4:0)-H,365.2697,103.0401,85.0295,279.2329
FAHFA(18:2/5:0)-H,379.2854,117.0557,99.04515,279.2329
FAHFA(18:2/6:0)-H,393.301,131.0714,113.0608,279.2329
FAHFA(18:2/7:0)-H,407.3167,145.087,127.0764,279.2329
FAHFA(18:2/8:0)-H,421.3323,159.1027,141.0921,279.2329
FAHFA(18:2/9:0)-H,435.348,173.1183,155.1078,279.2329
FAHFA(18:2/10:0)-H,449.3636,187.134,169.1234,279.2329
FAHFA(18:2/11:0)-H,463.3793,201.1496,183.1391,279.2329
FAHFA(18:2/12:0)-H,477.3949,215.1653,197.1547,279.2329
FAHFA(18:2/13:0)-H,491.4106,229.1809,211.1703,279.2329
FAHFA(18:2/13:1)-H,489.3949,227.1653,209.1547,279.2329
FAHFA(18:2/14:0)-H,505.4262,243.1966,225.186,279.2329
FAHFA(18:2/14:1)-H,503.4106,241.1809,223.1703,279.2329
FAHFA(18:2/15:0)-H,519.4419,257.2122,239.2016,279.2329
FAHFA(18:2/15:1)-H,517.4262,255.1966,237.186,279.2329
FAHFA(18:2/16:0)-H,533.4575,271.2279,253.2173,279.2329
FAHFA(18:2/16:1)-H,531.4419,269.2122,251.2016,279.2329
FAHFA(18:2/16:2)-H,529.4262,267.1966,249.186,279.2329
FAHFA(18:2/16:3)-H,527.4106,265.1809,247.1703,279.2329
FAHFA(18:2/17:0)-H,547.4732,285.2435,267.2329,279.2329
FAHFA(18:2/17:1)-H,545.4575,283.2279,265.2173,279.2329
FAHFA(18:2/17:2)-H,543.4419,281.2122,263.2017,279.2329
FAHFA(18:2/18:0)-H,561.4888,299.2592,281.2486,279.2329
FAHFA(18:2/18:1)-H,559.4732,297.2435,279.2329,279.2329
FAHFA(18:2/18:2)-H,557.4575,295.2279,277.2173,279.2329
FAHFA(18:2/18:3)-H,555.4419,293.2122,275.2017,279.2329
FAHFA(18:2/19:0)-H,575.5045,313.2748,295.2643,279.2329
FAHFA(18:2/19:1)-H,573.4888,311.2592,293.2486,279.2329
FAHFA(18:2/19:2)-H,571.4732,309.2435,291.2329,279.2329
FAHFA(18:2/20:0)-H,589.5201,327.2905,309.2799,279.2329
FAHFA(18:2/20:1)-H,587.5045,325.2748,307.2643,279.2329
FAHFA(18:2/20:2)-H,585.4888,323.2592,305.2486,279.2329
FAHFA(18:2/20:3)-H,583.4732,321.2435,303.2329,279.2329
FAHFA(18:2/20:4)-H,581.4575,319.2279,301.2173,279.2329
FAHFA(18:2/21:0)-H,603.5358,341.3061,323.2956,279.2329
FAHFA(18:2/21:1)-H,601.5201,339.2905,321.2799,279.2329
FAHFA(18:2/21:2)-H,599.5045,337.2748,319.2643,279.2329
FAHFA(18:2/22:0)-H,617.5515,355.3218,337.3112,279.2329
FAHFA(18:2/22:1)-H,615.5358,353.3061,335.2956,279.2329
FAHFA(18:2/22:2)-H,613.5201,351.2905,333.2799,279.2329
FAHFA(18:2/22:3)-H,611.5045,349.2748,331.2643,279.2329
FAHFA(18:2/22:4)-H,609.4888,347.2592,329.2486,279.2329
FAHFA(18:2/22:5)-H,607.4732,345.2435,327.2329,279.2329
FAHFA(18:2/23:0)-H,631.5671,369.3374,351.3268,279.2329
FAHFA(18:2/24:0)-H,645.5827,383.3531,365.3425,279.2329
FAHFA(18:2/24:1)-H,643.5671,381.3374,363.3268,279.2329
FAHFA(18:2/24:2)-H,641.5515,379.3218,361.3112,279.2329
FAHFA(18:2/24:4)-H,637.5201,375.2905,357.2799,279.2329
FAHFA(18:2/25:0)-H,659.5984,397.3687,379.3582,279.2329
FAHFA(18:2/26:0)-H,673.614,411.3844,393.3738,279.2329
FAHFA(18:2/26:1)-H,671.5984,409.3687,391.3582,279.2329
FAHFA(18:2/26:2)-H,669.5827,407.3531,389.3425,279.2329
FAHFA(18:2/26:4)-H,665.5515,403.3218,385.3112,279.2329
FAHFA(18:2/27:0)-H,687.6297,425.4,407.3894,279.2329
FAHFA(18:3/2:0)-H,335.2228,75.00877,56.9982,277.2173
FAHFA(18:3/3:0)-H,349.2384,89.02442,71.01385,277.2173
FAHFA(18:3/4:0)-H,363.2541,103.0401,85.0295,277.2173
FAHFA(18:3/5:0)-H,377.2697,117.0557,99.04515,277.2173
FAHFA(18:3/6:0)-H,391.2854,131.0714,113.0608,277.2173
FAHFA(18:3/7:0)-H,405.301,145.087,127.0764,277.2173
FAHFA(18:3/8:0)-H,419.3167,159.1027,141.0921,277.2173
FAHFA(18:3/9:0)-H,433.3323,173.1183,155.1078,277.2173
FAHFA(18:3/10:0)-H,447.348,187.134,169.1234,277.2173
FAHFA(18:3/11:0)-H,461.3636,201.1496,183.1391,277.2173
FAHFA(18:3/12:0)-H,475.3793,215.1653,197.1547,277.2173
FAHFA(18:3/13:0)-H,489.3949,229.1809,211.1703,277.2173
FAHFA(18:3/13:1)-H,487.3793,227.1653,209.1547,277.2173
FAHFA(18:3/14:0)-H,503.4106,243.1966,225.186,277.2173
FAHFA(18:3/14:1)-H,501.3949,241.1809,223.1703,277.2173
FAHFA(18:3/15:0)-H,517.4262,257.2122,239.2016,277.2173
FAHFA(18:3/15:1)-H,515.4106,255.1966,237.186,277.2173
FAHFA(18:3/16:0)-H,531.4419,271.2279,253.2173,277.2173
FAHFA(18:3/16:1)-H,529.4262,269.2122,251.2016,277.2173
FAHFA(18:3/16:2)-H,527.4106,267.1966,249.186,277.2173
FAHFA(18:3/16:3)-H,525.395,265.1809,247.1703,277.2173
FAHFA(18:3/17:0)-H,545.4575,285.2435,267.2329,277.2173
FAHFA(18:3/17:1)-H,543.4419,283.2279,265.2173,277.2173
FAHFA(18:3/17:2)-H,541.4262,281.2122,263.2017,277.2173
FAHFA(18:3/18:0)-H,559.4732,299.2592,281.2486,277.2173
FAHFA(18:3/18:1)-H,557.4575,297.2435,279.2329,277.2173
FAHFA(18:3/18:2)-H,555.4419,295.2279,277.2173,277.2173
FAHFA(18:3/18:3)-H,553.4262,293.2122,275.2017,277.2173
FAHFA(18:3/19:0)-H,573.4888,313.2748,295.2643,277.2173
FAHFA(18:3/19:1)-H,571.4732,311.2592,293.2486,277.2173
FAHFA(18:3/19:2)-H,569.4575,309.2435,291.2329,277.2173
FAHFA(18:3/20:0)-H,587.5045,327.2905,309.2799,277.2173
FAHFA(18:3/20:1)-H,585.4888,325.2748,307.2643,277.2173
FAHFA(18:3/20:2)-H,583.4732,323.2592,305.2486,277.2173
FAHFA(18:3/20:3)-H,581.4575,321.2435,303.2329,277.2173
FAHFA(18:3/20:4)-H,579.4419,319.2279,301.2173,277.2173
FAHFA(18:3/21:0)-H,601.5201,341.3061,323.2956,277.2173
FAHFA(18:3/21:1)-H,599.5045,339.2905,321.2799,277.2173
FAHFA(18:3/21:2)-H,597.4888,337.2748,319.2643,277.2173
FAHFA(18:3/22:0)-H,615.5358,355.3218,337.3112,277.2173
FAHFA(18:3/22:1)-H,613.5201,353.3061,335.2956,277.2173
FAHFA(18:3/22:2)-H,611.5045,351.2905,333.2799,277.2173
FAHFA(18:3/22:3)-H,609.4888,349.2748,331.2643,277.2173
FAHFA(18:3/22:4)-H,607.4732,347.2592,329.2486,277.2173
FAHFA(18:3/22:5)-H,605.4575,345.2435,327.2329,277.2173
FAHFA(18:3/23:0)-H,629.5515,369.3374,351.3268,277.2173
FAHFA(18:3/24:0)-H,643.5671,383.3531,365.3425,277.2173
FAHFA(18:3/24:1)-H,641.5515,381.3374,363.3268,277.2173
FAHFA(18:3/24:2)-H,639.5358,379.3218,361.3112,277.2173
FAHFA(18:3/24:4)-H,635.5045,375.2905,357.2799,277.2173
FAHFA(18:3/25:0)-H,657.5827,397.3687,379.3582,277.2173
FAHFA(18:3/26:0)-H,671.5984,411.3844,393.3738,277.2173
FAHFA(18:3/26:1)-H,669.5827,409.3687,391.3582,277.2173
FAHFA(18:3/26:2)-H,667.5671,407.3531,389.3425,277.2173
FAHFA(18:3/26:4)-H,663.5358,403.3218,385.3112,277.2173
FAHFA(18:3/27:0)-H,685.614,425.4,407.3894,277.2173
FAHFA(18:4/2:0)-H,333.2071,75.00877,56.9982,275.2017
FAHFA(18:4/3:0)-H,347.2228,89.02442,71.01385,275.2017
FAHFA(18:4/4:0)-H,361.2384,103.0401,85.0295,275.2017
FAHFA(18:4/5:0)-H,375.2541,117.0557,99.04515,275.2017
FAHFA(18:4/6:0)-H,389.2697,131.0714,113.0608,275.2017
FAHFA(18:4/7:0)-H,403.2854,145.087,127.0764,275.2017
FAHFA(18:4/8:0)-H,417.301,159.1027,141.0921,275.2017
FAHFA(18:4/9:0)-H,431.3167,173.1183,155.1078,275.2017
FAHFA(18:4/10:0)-H,445.3323,187.134,169.1234,275.2017
FAHFA(18:4/11:0)-H,459.348,201.1496,183.1391,275.2017
FAHFA(18:4/12:0)-H,473.3636,215.1653,197.1547,275.2017
FAHFA(18:4/13:0)-H,487.3793,229.1809,211.1703,275.2017
