DGDG,[M+C2H3O2]-,[M-H]-,NL of SN1+HCOOH,NL of SN2+HCOOH,NL of SN1+HCOOH+H2O,NL of SN2+HCOOH+H2O,C15H27O13,C15H25O12,C15H23O11,SN2,SN1
DGDG(4:0_27:0)+C2H3O2,937.61,877.5889,807.547,485.1873,789.5364,467.1767,415.1457,397.1352,379.1246,409.4043,87.04458
DGDG(5:0_5:0)+C2H3O2,643.2813,583.2602,499.2027,499.2027,481.1922,481.1922,415.1457,397.1352,379.1246,101.0602,101.0602
DGDG(5:0_6:0)+C2H3O2,657.297,597.2759,513.2184,499.2027,495.2078,481.1922,415.1457,397.1352,379.1246,115.0759,101.0602
DGDG(5:0_7:0)+C2H3O2,671.3126,611.2915,527.234,499.2027,509.2234,481.1922,415.1457,397.1352,379.1246,129.0915,101.0602
DGDG(5:0_8:0)+C2H3O2,685.3283,625.3071,541.2497,499.2028,523.2391,481.1922,415.1457,397.1352,379.1246,143.1071,101.0602
DGDG(5:0_9:0)+C2H3O2,699.3439,639.3228,555.2653,499.2028,537.2548,481.1922,415.1457,397.1352,379.1246,157.1228,101.0602
DGDG(5:0_10:0)+C2H3O2,713.3596,653.3384,569.2809,499.2028,551.2704,481.1922,415.1457,397.1352,379.1246,171.1384,101.0602
DGDG(5:0_11:0)+C2H3O2,727.3752,667.3541,583.2966,499.2028,565.2861,481.1922,415.1457,397.1352,379.1246,185.1541,101.0602
DGDG(5:0_12:0)+C2H3O2,741.3909,681.3698,597.3123,499.2028,579.3017,481.1922,415.1457,397.1352,379.1246,199.1697,101.0602
DGDG(5:0_13:0)+C2H3O2,755.4066,695.3854,611.3279,499.2028,593.3174,481.1922,415.1457,397.1352,379.1246,213.1853,101.0602
DGDG(5:0_13:1)+C2H3O2,753.3909,693.3698,609.3123,499.2028,591.3017,481.1922,415.1457,397.1352,379.1246,211.1697,101.0602
DGDG(5:0_14:0)+C2H3O2,769.4222,709.4011,625.3436,499.2028,607.333,481.1923,415.1457,397.1352,379.1246,227.201,101.0602
DGDG(5:0_14:1)+C2H3O2,767.4066,707.3854,623.3279,499.2028,605.3174,481.1922,415.1457,397.1352,379.1246,225.1853,101.0602
DGDG(5:0_15:0)+C2H3O2,783.4378,723.4167,639.3592,499.2028,621.3486,481.1923,415.1457,397.1352,379.1246,241.2166,101.0602
DGDG(5:0_15:1)+C2H3O2,781.4222,721.4011,637.3436,499.2028,619.333,481.1923,415.1457,397.1352,379.1246,239.201,101.0602
DGDG(5:0_16:0)+C2H3O2,797.4535,737.4324,653.3749,499.2028,635.3643,481.1923,415.1457,397.1352,379.1246,255.2323,101.0602
DGDG(5:0_16:1)+C2H3O2,795.4378,735.4167,651.3592,499.2028,633.3486,481.1923,415.1457,397.1352,379.1246,253.2166,101.0602
DGDG(5:0_16:2)+C2H3O2,793.4222,733.4011,649.3436,499.2028,631.333,481.1923,415.1457,397.1352,379.1246,251.201,101.0602
DGDG(5:0_16:3)+C2H3O2,791.4066,731.3854,647.3279,499.2028,629.3174,481.1922,415.1457,397.1352,379.1246,249.1853,101.0602
DGDG(5:0_16:4)+C2H3O2,789.3909,729.3698,645.3123,499.2028,627.3017,481.1922,415.1457,397.1352,379.1246,247.1697,101.0602
DGDG(5:0_17:0)+C2H3O2,811.4691,751.448,667.3905,499.2029,649.3799,481.1923,415.1457,397.1352,379.1246,269.2479,101.0602
DGDG(5:0_17:1)+C2H3O2,809.4535,749.4324,665.3749,499.2028,647.3643,481.1923,415.1457,397.1352,379.1246,267.2323,101.0602
DGDG(5:0_17:2)+C2H3O2,807.4378,747.4167,663.3592,499.2028,645.3486,481.1923,415.1457,397.1352,379.1246,265.2166,101.0602
DGDG(5:0_18:0)+C2H3O2,825.4848,765.4636,681.4062,499.2029,663.3956,481.1923,415.1457,397.1352,379.1246,283.2635,101.0602
DGDG(5:0_18:1)+C2H3O2,823.4691,763.448,679.3905,499.2029,661.3799,481.1923,415.1457,397.1352,379.1246,281.2479,101.0602
DGDG(5:0_18:2)+C2H3O2,821.4535,761.4324,677.3749,499.2028,659.3643,481.1923,415.1457,397.1352,379.1246,279.2323,101.0602
DGDG(5:0_18:3)+C2H3O2,819.4378,759.4167,675.3592,499.2028,657.3486,481.1923,415.1457,397.1352,379.1246,277.2166,101.0602
DGDG(5:0_18:4)+C2H3O2,817.4222,757.4011,673.3436,499.2028,655.333,481.1923,415.1457,397.1352,379.1246,275.201,101.0602
DGDG(5:0_18:5)+C2H3O2,815.4066,755.3854,671.3279,499.2028,653.3174,481.1922,415.1457,397.1352,379.1246,273.1853,101.0602
DGDG(5:0_19:0)+C2H3O2,839.5004,779.4793,695.4218,499.2029,677.4113,481.1923,415.1457,397.1352,379.1246,297.2792,101.0602
DGDG(5:0_19:1)+C2H3O2,837.4848,777.4636,693.4062,499.2029,675.3956,481.1923,415.1457,397.1352,379.1246,295.2635,101.0602
DGDG(5:0_19:2)+C2H3O2,835.4691,775.448,691.3905,499.2029,673.3799,481.1923,415.1457,397.1352,379.1246,293.2479,101.0602
DGDG(5:0_20:0)+C2H3O2,853.5161,793.4949,709.4375,499.2029,691.4269,481.1923,415.1457,397.1352,379.1246,311.2948,101.0602
DGDG(5:0_20:1)+C2H3O2,851.5004,791.4793,707.4218,499.2029,689.4113,481.1923,415.1457,397.1352,379.1246,309.2792,101.0602
DGDG(5:0_20:2)+C2H3O2,849.4848,789.4636,705.4062,499.2029,687.3956,481.1923,415.1457,397.1352,379.1246,307.2635,101.0602
DGDG(5:0_20:3)+C2H3O2,847.4691,787.448,703.3905,499.2029,685.3799,481.1923,415.1457,397.1352,379.1246,305.2479,101.0602
DGDG(5:0_20:4)+C2H3O2,845.4535,785.4324,701.3749,499.2028,683.3643,481.1923,415.1457,397.1352,379.1246,303.2323,101.0602
DGDG(5:0_20:5)+C2H3O2,843.4378,783.4167,699.3592,499.2028,681.3486,481.1923,415.1457,397.1352,379.1246,301.2166,101.0602
DGDG(5:0_21:0)+C2H3O2,867.5317,807.5106,723.4531,499.2029,705.4426,481.1923,415.1457,397.1352,379.1246,325.3105,101.0602
DGDG(5:0_21:1)+C2H3O2,865.5161,805.4949,721.4375,499.2029,703.4269,481.1923,415.1457,397.1352,379.1246,323.2948,101.0602
DGDG(5:0_21:2)+C2H3O2,863.5004,803.4793,719.4218,499.2029,701.4113,481.1923,415.1457,397.1352,379.1246,321.2792,101.0602
DGDG(5:0_22:0)+C2H3O2,881.5474,821.5262,737.4688,499.2029,719.4582,481.1923,415.1457,397.1352,379.1246,339.3261,101.0602
DGDG(5:0_22:1)+C2H3O2,879.5317,819.5106,735.4531,499.2029,717.4426,481.1923,415.1457,397.1352,379.1246,337.3105,101.0602
DGDG(5:0_22:2)+C2H3O2,877.5161,817.4949,733.4375,499.2029,715.4269,481.1923,415.1457,397.1352,379.1246,335.2948,101.0602
DGDG(5:0_22:3)+C2H3O2,875.5004,815.4793,731.4218,499.2029,713.4113,481.1923,415.1457,397.1352,379.1246,333.2792,101.0602
DGDG(5:0_22:4)+C2H3O2,873.4848,813.4636,729.4062,499.2029,711.3956,481.1923,415.1457,397.1352,379.1246,331.2635,101.0602
DGDG(5:0_22:5)+C2H3O2,871.4691,811.448,727.3905,499.2029,709.3799,481.1923,415.1457,397.1352,379.1246,329.2479,101.0602
DGDG(5:0_22:6)+C2H3O2,869.4535,809.4324,725.3749,499.2028,707.3643,481.1923,415.1457,397.1352,379.1246,327.2323,101.0602
DGDG(5:0_23:0)+C2H3O2,895.563,835.5419,751.4844,499.2029,733.4739,481.1924,415.1457,397.1352,379.1246,353.3417,101.0602
DGDG(5:0_24:0)+C2H3O2,909.5787,849.5576,765.5001,499.2029,747.4895,481.1924,415.1457,397.1352,379.1246,367.3574,101.0602
DGDG(5:0_24:1)+C2H3O2,907.563,847.5419,763.4844,499.2029,745.4739,481.1924,415.1457,397.1352,379.1246,365.3417,101.0602
DGDG(5:0_24:2)+C2H3O2,905.5474,845.5262,761.4688,499.2029,743.4582,481.1923,415.1457,397.1352,379.1246,363.3261,101.0602
DGDG(5:0_24:4)+C2H3O2,901.5161,841.4949,757.4375,499.2029,739.4269,481.1923,415.1457,397.1352,379.1246,359.2948,101.0602
DGDG(5:0_25:0)+C2H3O2,923.5944,863.5732,779.5157,499.2029,761.5052,481.1924,415.1457,397.1352,379.1246,381.373,101.0602
DGDG(5:0_26:0)+C2H3O2,937.61,877.5889,793.5314,499.2029,775.5208,481.1924,415.1457,397.1352,379.1246,395.3887,101.0602
DGDG(5:0_26:1)+C2H3O2,935.5944,875.5732,791.5157,499.2029,773.5052,481.1924,415.1457,397.1352,379.1246,393.373,101.0602
DGDG(5:0_26:2)+C2H3O2,933.5787,873.5576,789.5001,499.2029,771.4895,481.1924,415.1457,397.1352,379.1246,391.3574,101.0602
DGDG(5:0_26:4)+C2H3O2,929.5474,869.5262,785.4688,499.2029,767.4582,481.1923,415.1457,397.1352,379.1246,387.3261,101.0602
DGDG(5:0_27:0)+C2H3O2,951.6256,891.6045,807.547,499.2029,789.5364,481.1924,415.1457,397.1352,379.1246,409.4043,101.0602
DGDG(6:0_6:0)+C2H3O2,671.3126,611.2915,513.2184,513.2184,495.2078,495.2078,415.1457,397.1352,379.1246,115.0759,115.0759
DGDG(6:0_7:0)+C2H3O2,685.3283,625.3071,527.234,513.2184,509.2235,495.2078,415.1457,397.1352,379.1246,129.0915,115.0759
DGDG(6:0_8:0)+C2H3O2,699.3439,639.3228,541.2497,513.2184,523.2391,495.2079,415.1457,397.1352,379.1246,143.1071,115.0759
DGDG(6:0_9:0)+C2H3O2,713.3596,653.3384,555.2653,513.2184,537.2548,495.2079,415.1457,397.1352,379.1246,157.1228,115.0759
DGDG(6:0_10:0)+C2H3O2,727.3752,667.3541,569.281,513.2184,551.2704,495.2079,415.1457,397.1352,379.1246,171.1384,115.0759
DGDG(6:0_11:0)+C2H3O2,741.3909,681.3698,583.2966,513.2184,565.2861,495.2079,415.1457,397.1352,379.1246,185.1541,115.0759
DGDG(6:0_12:0)+C2H3O2,755.4066,695.3854,597.3123,513.2184,579.3017,495.2079,415.1457,397.1352,379.1246,199.1697,115.0759
DGDG(6:0_13:0)+C2H3O2,769.4222,709.4011,611.3279,513.2184,593.3174,495.2079,415.1457,397.1352,379.1246,213.1853,115.0759
DGDG(6:0_13:1)+C2H3O2,767.4066,707.3854,609.3123,513.2184,591.3017,495.2079,415.1457,397.1352,379.1246,211.1697,115.0759
DGDG(6:0_14:0)+C2H3O2,783.4378,723.4167,625.3436,513.2184,607.333,495.2079,415.1457,397.1352,379.1246,227.201,115.0759
DGDG(6:0_14:1)+C2H3O2,781.4222,721.4011,623.3279,513.2184,605.3174,495.2079,415.1457,397.1352,379.1246,225.1853,115.0759
DGDG(6:0_15:0)+C2H3O2,797.4535,737.4324,639.3593,513.2184,621.3487,495.2079,415.1457,397.1352,379.1246,241.2166,115.0759
DGDG(6:0_15:1)+C2H3O2,795.4378,735.4167,637.3436,513.2184,619.333,495.2079,415.1457,397.1352,379.1246,239.201,115.0759
DGDG(6:0_16:0)+C2H3O2,811.4691,751.448,653.3749,513.2185,635.3643,495.2079,415.1457,397.1352,379.1246,255.2323,115.0759
DGDG(6:0_16:1)+C2H3O2,809.4535,749.4324,651.3593,513.2184,633.3487,495.2079,415.1457,397.1352,379.1246,253.2166,115.0759
DGDG(6:0_16:2)+C2H3O2,807.4378,747.4167,649.3436,513.2184,631.333,495.2079,415.1457,397.1352,379.1246,251.201,115.0759
DGDG(6:0_16:3)+C2H3O2,805.4222,745.4011,647.3279,513.2184,629.3174,495.2079,415.1457,397.1352,379.1246,249.1853,115.0759
DGDG(6:0_16:4)+C2H3O2,803.4066,743.3854,645.3123,513.2184,627.3017,495.2079,415.1457,397.1352,379.1246,247.1697,115.0759
DGDG(6:0_17:0)+C2H3O2,825.4848,765.4636,667.3905,513.2185,649.3799,495.2079,415.1457,397.1352,379.1246,269.2479,115.0759
DGDG(6:0_17:1)+C2H3O2,823.4691,763.448,665.3749,513.2185,647.3643,495.2079,415.1457,397.1352,379.1246,267.2323,115.0759
DGDG(6:0_17:2)+C2H3O2,821.4535,761.4324,663.3593,513.2184,645.3487,495.2079,415.1457,397.1352,379.1246,265.2166,115.0759
DGDG(6:0_18:0)+C2H3O2,839.5004,779.4793,681.4062,513.2185,663.3956,495.2079,415.1457,397.1352,379.1246,283.2635,115.0759
DGDG(6:0_18:1)+C2H3O2,837.4848,777.4636,679.3905,513.2185,661.3799,495.2079,415.1457,397.1352,379.1246,281.2479,115.0759
DGDG(6:0_18:2)+C2H3O2,835.4691,775.448,677.3749,513.2185,659.3643,495.2079,415.1457,397.1352,379.1246,279.2323,115.0759
DGDG(6:0_18:3)+C2H3O2,833.4535,773.4324,675.3593,513.2184,657.3487,495.2079,415.1457,397.1352,379.1246,277.2166,115.0759
DGDG(6:0_18:4)+C2H3O2,831.4378,771.4167,673.3436,513.2184,655.333,495.2079,415.1457,397.1352,379.1246,275.201,115.0759
DGDG(6:0_18:5)+C2H3O2,829.4222,769.4011,671.3279,513.2184,653.3174,495.2079,415.1457,397.1352,379.1246,273.1853,115.0759
DGDG(6:0_19:0)+C2H3O2,853.5161,793.4949,695.4218,513.2185,677.4113,495.2079,415.1457,397.1352,379.1246,297.2792,115.0759
DGDG(6:0_19:1)+C2H3O2,851.5004,791.4793,693.4062,513.2185,675.3956,495.2079,415.1457,397.1352,379.1246,295.2635,115.0759
DGDG(6:0_19:2)+C2H3O2,849.4848,789.4636,691.3905,513.2185,673.3799,495.2079,415.1457,397.1352,379.1246,293.2479,115.0759
DGDG(6:0_20:0)+C2H3O2,867.5317,807.5106,709.4375,513.2185,691.4269,495.2079,415.1457,397.1352,379.1246,311.2948,115.0759
DGDG(6:0_20:1)+C2H3O2,865.5161,805.4949,707.4218,513.2185,689.4113,495.2079,415.1457,397.1352,379.1246,309.2792,115.0759
DGDG(6:0_20:2)+C2H3O2,863.5004,803.4793,705.4062,513.2185,687.3956,495.2079,415.1457,397.1352,379.1246,307.2635,115.0759
DGDG(6:0_20:3)+C2H3O2,861.4848,801.4636,703.3905,513.2185,685.3799,495.2079,415.1457,397.1352,379.1246,305.2479,115.0759
DGDG(6:0_20:4)+C2H3O2,859.4691,799.448,701.3749,513.2185,683.3643,495.2079,415.1457,397.1352,379.1246,303.2323,115.0759
DGDG(6:0_20:5)+C2H3O2,857.4535,797.4324,699.3593,513.2184,681.3487,495.2079,415.1457,397.1352,379.1246,301.2166,115.0759
DGDG(6:0_21:0)+C2H3O2,881.5474,821.5262,723.4531,513.2185,705.4426,495.208,415.1457,397.1352,379.1246,325.3105,115.0759
DGDG(6:0_21:1)+C2H3O2,879.5317,819.5106,721.4375,513.2185,703.4269,495.2079,415.1457,397.1352,379.1246,323.2948,115.0759
DGDG(6:0_21:2)+C2H3O2,877.5161,817.4949,719.4218,513.2185,701.4113,495.2079,415.1457,397.1352,379.1246,321.2792,115.0759
DGDG(6:0_22:0)+C2H3O2,895.563,835.5419,737.4688,513.2186,719.4582,495.208,415.1457,397.1352,379.1246,339.3261,115.0759
DGDG(6:0_22:1)+C2H3O2,893.5474,833.5262,735.4531,513.2185,717.4426,495.208,415.1457,397.1352,379.1246,337.3105,115.0759
DGDG(6:0_22:2)+C2H3O2,891.5317,831.5106,733.4375,513.2185,715.4269,495.2079,415.1457,397.1352,379.1246,335.2948,115.0759
DGDG(6:0_22:3)+C2H3O2,889.5161,829.4949,731.4218,513.2185,713.4113,495.2079,415.1457,397.1352,379.1246,333.2792,115.0759
DGDG(6:0_22:4)+C2H3O2,887.5004,827.4793,729.4062,513.2185,711.3956,495.2079,415.1457,397.1352,379.1246,331.2635,115.0759
DGDG(6:0_22:5)+C2H3O2,885.4848,825.4636,727.3905,513.2185,709.3799,495.2079,415.1457,397.1352,379.1246,329.2479,115.0759
DGDG(6:0_22:6)+C2H3O2,883.4691,823.448,725.3749,513.2185,707.3643,495.2079,415.1457,397.1352,379.1246,327.2323,115.0759
DGDG(6:0_23:0)+C2H3O2,909.5787,849.5576,751.4844,513.2186,733.4739,495.208,415.1457,397.1352,379.1246,353.3417,115.0759
DGDG(6:0_24:0)+C2H3O2,923.5944,863.5732,765.5001,513.2186,747.4895,495.208,415.1457,397.1352,379.1246,367.3574,115.0759
DGDG(6:0_24:1)+C2H3O2,921.5787,861.5576,763.4844,513.2186,745.4739,495.208,415.1457,397.1352,379.1246,365.3417,115.0759
DGDG(6:0_24:2)+C2H3O2,919.563,859.5419,761.4688,513.2186,743.4582,495.208,415.1457,397.1352,379.1246,363.3261,115.0759
DGDG(6:0_24:4)+C2H3O2,915.5317,855.5106,757.4375,513.2185,739.4269,495.2079,415.1457,397.1352,379.1246,359.2948,115.0759
DGDG(6:0_25:0)+C2H3O2,937.61,877.5889,779.5157,513.2186,761.5052,495.208,415.1457,397.1352,379.1246,381.373,115.0759
DGDG(6:0_26:0)+C2H3O2,951.6256,891.6045,793.5314,513.2186,775.5208,495.208,415.1457,397.1352,379.1246,395.3887,115.0759
DGDG(6:0_26:1)+C2H3O2,949.61,889.5889,791.5157,513.2186,773.5052,495.208,415.1457,397.1352,379.1246,393.373,115.0759
DGDG(6:0_26:2)+C2H3O2,947.5944,887.5732,789.5001,513.2186,771.4895,495.208,415.1457,397.1352,379.1246,391.3574,115.0759
DGDG(6:0_26:4)+C2H3O2,943.563,883.5419,785.4688,513.2186,767.4582,495.208,415.1457,397.1352,379.1246,387.3261,115.0759
DGDG(6:0_27:0)+C2H3O2,965.6413,905.6202,807.5471,513.2186,789.5365,495.208,415.1457,397.1352,379.1246,409.4043,115.0759
DGDG(7:0_7:0)+C2H3O2,699.3439,639.3228,527.2341,527.2341,509.2235,509.2235,415.1457,397.1352,379.1246,129.0915,129.0915
DGDG(7:0_8:0)+C2H3O2,713.3596,653.3384,541.2497,527.2341,523.2391,509.2235,415.1457,397.1352,379.1246,143.1071,129.0915
DGDG(7:0_9:0)+C2H3O2,727.3752,667.3541,555.2653,527.2341,537.2548,509.2235,415.1457,397.1352,379.1246,157.1228,129.0915
DGDG(7:0_10:0)+C2H3O2,741.3909,681.3698,569.281,527.2341,551.2704,509.2235,415.1457,397.1352,379.1246,171.1384,129.0915
DGDG(7:0_11:0)+C2H3O2,755.4066,695.3854,583.2966,527.2341,565.2861,509.2235,415.1457,397.1352,379.1246,185.1541,129.0915
DGDG(7:0_12:0)+C2H3O2,769.4222,709.4011,597.3123,527.2341,579.3018,509.2235,415.1457,397.1352,379.1246,199.1697,129.0915
DGDG(7:0_13:0)+C2H3O2,783.4378,723.4167,611.3279,527.2341,593.3174,509.2235,415.1457,397.1352,379.1246,213.1853,129.0915
DGDG(7:0_13:1)+C2H3O2,781.4222,721.4011,609.3123,527.2341,591.3018,509.2235,415.1457,397.1352,379.1246,211.1697,129.0915
DGDG(7:0_14:0)+C2H3O2,797.4535,737.4324,625.3436,527.2341,607.333,509.2235,415.1457,397.1352,379.1246,227.201,129.0915
DGDG(7:0_14:1)+C2H3O2,795.4378,735.4167,623.3279,527.2341,605.3174,509.2235,415.1457,397.1352,379.1246,225.1853,129.0915
DGDG(7:0_15:0)+C2H3O2,811.4691,751.448,639.3593,527.2341,621.3487,509.2236,415.1457,397.1352,379.1246,241.2166,129.0915
DGDG(7:0_15:1)+C2H3O2,809.4535,749.4324,637.3436,527.2341,619.333,509.2235,415.1457,397.1352,379.1246,239.201,129.0915
DGDG(7:0_16:0)+C2H3O2,825.4848,765.4636,653.3749,527.2341,635.3643,509.2236,415.1457,397.1352,379.1246,255.2323,129.0915
DGDG(7:0_16:1)+C2H3O2,823.4691,763.448,651.3593,527.2341,633.3487,509.2236,415.1457,397.1352,379.1246,253.2166,129.0915
DGDG(7:0_16:2)+C2H3O2,821.4535,761.4324,649.3436,527.2341,631.333,509.2235,415.1457,397.1352,379.1246,251.201,129.0915
DGDG(7:0_16:3)+C2H3O2,819.4378,759.4167,647.3279,527.2341,629.3174,509.2235,415.1457,397.1352,379.1246,249.1853,129.0915
DGDG(7:0_16:4)+C2H3O2,817.4222,757.4011,645.3123,527.2341,627.3018,509.2235,415.1457,397.1352,379.1246,247.1697,129.0915
DGDG(7:0_17:0)+C2H3O2,839.5004,779.4793,667.3906,527.2341,649.38,509.2236,415.1457,397.1352,379.1246,269.2479,129.0915
DGDG(7:0_17:1)+C2H3O2,837.4848,777.4636,665.3749,527.2341,647.3643,509.2236,415.1457,397.1352,379.1246,267.2323,129.0915
DGDG(7:0_17:2)+C2H3O2,835.4691,775.448,663.3593,527.2341,645.3487,509.2236,415.1457,397.1352,379.1246,265.2166,129.0915
DGDG(7:0_18:0)+C2H3O2,853.5161,793.4949,681.4062,527.2341,663.3956,509.2236,415.1457,397.1352,379.1246,283.2635,129.0915
DGDG(7:0_18:1)+C2H3O2,851.5004,791.4793,679.3906,527.2341,661.38,509.2236,415.1457,397.1352,379.1246,281.2479,129.0915
DGDG(7:0_18:2)+C2H3O2,849.4848,789.4636,677.3749,527.2341,659.3643,509.2236,415.1457,397.1352,379.1246,279.2323,129.0915
DGDG(7:0_18:3)+C2H3O2,847.4691,787.448,675.3593,527.2341,657.3487,509.2236,415.1457,397.1352,379.1246,277.2166,129.0915
DGDG(7:0_18:4)+C2H3O2,845.4535,785.4324,673.3436,527.2341,655.333,509.2235,415.1457,397.1352,379.1246,275.201,129.0915
DGDG(7:0_18:5)+C2H3O2,843.4378,783.4167,671.3279,527.2341,653.3174,509.2235,415.1457,397.1352,379.1246,273.1853,129.0915
DGDG(7:0_19:0)+C2H3O2,867.5317,807.5106,695.4218,527.2341,677.4113,509.2236,415.1457,397.1352,379.1246,297.2792,129.0915
DGDG(7:0_19:1)+C2H3O2,865.5161,805.4949,693.4062,527.2341,675.3956,509.2236,415.1457,397.1352,379.1246,295.2635,129.0915
DGDG(7:0_19:2)+C2H3O2,863.5004,803.4793,691.3906,527.2341,673.38,509.2236,415.1457,397.1352,379.1246,293.2479,129.0915
DGDG(7:0_20:0)+C2H3O2,881.5474,821.5262,709.4375,527.2342,691.4269,509.2236,415.1457,397.1352,379.1246,311.2948,129.0915
DGDG(7:0_20:1)+C2H3O2,879.5317,819.5106,707.4218,527.2341,689.4113,509.2236,415.1457,397.1352,379.1246,309.2792,129.0915
DGDG(7:0_20:2)+C2H3O2,877.5161,817.4949,705.4062,527.2341,687.3956,509.2236,415.1457,397.1352,379.1246,307.2635,129.0915
DGDG(7:0_20:3)+C2H3O2,875.5004,815.4793,703.3906,527.2341,685.38,509.2236,415.1457,397.1352,379.1246,305.2479,129.0915
DGDG(7:0_20:4)+C2H3O2,873.4848,813.4636,701.3749,527.2341,683.3643,509.2236,415.1457,397.1352,379.1246,303.2323,129.0915
DGDG(7:0_20:5)+C2H3O2,871.4691,811.448,699.3593,527.2341,681.3487,509.2236,415.1457,397.1352,379.1246,301.2166,129.0915
DGDG(7:0_21:0)+C2H3O2,895.563,835.5419,723.4531,527.2342,705.4426,509.2236,415.1457,397.1352,379.1246,325.3105,129.0915
DGDG(7:0_21:1)+C2H3O2,893.5474,833.5262,721.4375,527.2342,703.4269,509.2236,415.1457,397.1352,379.1246,323.2948,129.0915
DGDG(7:0_21:2)+C2H3O2,891.5317,831.5106,719.4218,527.2341,701.4113,509.2236,415.1457,397.1352,379.1246,321.2792,129.0915
DGDG(7:0_22:0)+C2H3O2,909.5787,849.5576,737.4688,527.2342,719.4583,509.2236,415.1457,397.1352,379.1246,339.3261,129.0915
DGDG(7:0_22:1)+C2H3O2,907.563,847.5419,735.4531,527.2342,717.4426,509.2236,415.1457,397.1352,379.1246,337.3105,129.0915
DGDG(7:0_22:2)+C2H3O2,905.5474,845.5262,733.4375,527.2342,715.4269,509.2236,415.1457,397.1352,379.1246,335.2948,129.0915
DGDG(7:0_22:3)+C2H3O2,903.5317,843.5106,731.4218,527.2341,713.4113,509.2236,415.1457,397.1352,379.1246,333.2792,129.0915
DGDG(7:0_22:4)+C2H3O2,901.5161,841.4949,729.4062,527.2341,711.3956,509.2236,415.1457,397.1352,379.1246,331.2635,129.0915
DGDG(7:0_22:5)+C2H3O2,899.5004,839.4793,727.3906,527.2341,709.38,509.2236,415.1457,397.1352,379.1246,329.2479,129.0915
DGDG(7:0_22:6)+C2H3O2,897.4848,837.4636,725.3749,527.2341,707.3643,509.2236,415.1457,397.1352,379.1246,327.2323,129.0915
DGDG(7:0_23:0)+C2H3O2,923.5944,863.5732,751.4844,527.2342,733.4739,509.2236,415.1457,397.1352,379.1246,353.3417,129.0915
DGDG(7:0_24:0)+C2H3O2,937.61,877.5889,765.5001,527.2342,747.4895,509.2237,415.1457,397.1352,379.1246,367.3574,129.0915
DGDG(7:0_24:1)+C2H3O2,935.5944,875.5732,763.4844,527.2342,745.4739,509.2236,415.1457,397.1352,379.1246,365.3417,129.0915
DGDG(7:0_24:2)+C2H3O2,933.5787,873.5576,761.4688,527.2342,743.4583,509.2236,415.1457,397.1352,379.1246,363.3261,129.0915
DGDG(7:0_24:4)+C2H3O2,929.5474,869.5262,757.4375,527.2342,739.4269,509.2236,415.1457,397.1352,379.1246,359.2948,129.0915
DGDG(7:0_25:0)+C2H3O2,951.6256,891.6045,779.5157,527.2342,761.5052,509.2237,415.1457,397.1352,379.1246,381.373,129.0915
DGDG(7:0_26:0)+C2H3O2,965.6413,905.6202,793.5314,527.2343,775.5208,509.2237,415.1457,397.1352,379.1246,395.3887,129.0915
DGDG(7:0_26:1)+C2H3O2,963.6256,903.6045,791.5157,527.2342,773.5052,509.2237,415.1457,397.1352,379.1246,393.373,129.0915
DGDG(7:0_26:2)+C2H3O2,961.61,901.5889,789.5001,527.2342,771.4895,509.2237,415.1457,397.1352,379.1246,391.3574,129.0915
DGDG(7:0_26:4)+C2H3O2,957.5787,897.5576,785.4688,527.2342,767.4583,509.2236,415.1457,397.1352,379.1246,387.3261,129.0915
DGDG(7:0_27:0)+C2H3O2,979.6569,919.6358,807.5471,527.2343,789.5365,509.2237,415.1457,397.1352,379.1246,409.4043,129.0915
DGDG(8:0_8:0)+C2H3O2,727.3752,667.3541,541.2497,541.2497,523.2391,523.2391,415.1457,397.1352,379.1246,143.1071,143.1071
DGDG(8:0_9:0)+C2H3O2,741.3909,681.3698,555.2653,541.2497,537.2548,523.2391,415.1457,397.1352,379.1246,157.1228,143.1071
DGDG(8:0_10:0)+C2H3O2,755.4066,695.3854,569.281,541.2497,551.2704,523.2391,415.1457,397.1352,379.1246,171.1384,143.1071
DGDG(8:0_11:0)+C2H3O2,769.4222,709.4011,583.2966,541.2498,565.2861,523.2392,415.1457,397.1352,379.1246,185.1541,143.1071
DGDG(8:0_12:0)+C2H3O2,783.4378,723.4167,597.3123,541.2498,579.3018,523.2392,415.1457,397.1352,379.1246,199.1697,143.1071
DGDG(8:0_13:0)+C2H3O2,797.4535,737.4324,611.3279,541.2498,593.3174,523.2392,415.1457,397.1352,379.1246,213.1853,143.1071
DGDG(8:0_13:1)+C2H3O2,795.4378,735.4167,609.3123,541.2498,591.3018,523.2392,415.1457,397.1352,379.1246,211.1697,143.1071
DGDG(8:0_14:0)+C2H3O2,811.4691,751.448,625.3436,541.2498,607.3331,523.2392,415.1457,397.1352,379.1246,227.201,143.1071
DGDG(8:0_14:1)+C2H3O2,809.4535,749.4324,623.3279,541.2498,605.3174,523.2392,415.1457,397.1352,379.1246,225.1853,143.1071
DGDG(8:0_15:0)+C2H3O2,825.4848,765.4636,639.3593,541.2498,621.3487,523.2392,415.1457,397.1352,379.1246,241.2166,143.1071
DGDG(8:0_15:1)+C2H3O2,823.4691,763.448,637.3436,541.2498,619.3331,523.2392,415.1457,397.1352,379.1246,239.201,143.1071
