SM,[M+H]+,MH-PC,MH-N(CH3)3,Mprev-H2O,MH-PC-Tail,d(MH-Tail),PC Head,CH2CHN(CH3)3
SM(d15:1/19:0)+H,703.57487,520.50883,644.50133,502.49817,222.221545,278.284185,184.07332,86.09648
SM(d15:1/20:0)+H,717.59047,534.52443,658.51693,516.51377,222.221545,292.299785,184.07332,86.09648
SM(d15:1/20:1)+H,715.57487,532.50883,656.50133,514.49817,222.221545,290.284185,184.07332,86.09648
SM(d15:1/20:2)+H,713.55917,530.49313,654.48563,512.48247,222.221545,288.268485,184.07332,86.09648
SM(d15:1/20:3)+H,711.54357,528.47753,652.47003,510.46687,222.221545,286.252885,184.07332,86.09648
SM(d15:1/20:4)+H,709.52787,526.46183,650.45433,508.45117,222.221545,284.237185,184.07332,86.09648
SM(d15:1/20:5)+H,707.51227,524.44623,648.43873,506.43557,222.221545,282.221585,184.07332,86.09648
SM(d15:1/21:0)+H,731.60617,548.54013,672.53263,530.52947,222.221545,306.315485,184.07332,86.09648
SM(d15:1/22:0)+H,745.62177,562.55573,686.54823,544.54507,222.221545,320.331085,184.07332,86.09648
SM(d15:1/22:1)+H,743.60617,560.54013,684.53263,542.52947,222.221545,318.315485,184.07332,86.09648
SM(d15:1/22:2)+H,741.59047,558.52443,682.51693,540.51377,222.221545,316.299785,184.07332,86.09648
SM(d15:1/22:3)+H,739.57487,556.50883,680.50133,538.49817,222.221545,314.284185,184.07332,86.09648
SM(d15:1/22:4)+H,737.55917,554.49313,678.48563,536.48247,222.221545,312.268485,184.07332,86.09648
SM(d15:1/22:5)+H,735.54357,552.47753,676.47003,534.46687,222.221545,310.252885,184.07332,86.09648
SM(d15:1/22:6)+H,733.52787,550.46183,674.45433,532.45117,222.221545,308.237185,184.07332,86.09648
SM(d15:1/23:0)+H,759.63747,576.57143,700.56393,558.56077,222.221545,334.346785,184.07332,86.09648
SM(d15:1/24:0)+H,773.65307,590.58703,714.57953,572.57637,222.221545,348.362385,184.07332,86.09648
SM(d15:1/24:1)+H,771.63747,588.57143,712.56393,570.56077,222.221545,346.346785,184.07332,86.09648
SM(d15:1/25:0)+H,787.66877,604.60273,728.59523,586.59207,222.221545,362.378085,184.07332,86.09648
SM(d15:1/26:0)+H,801.68437,618.61833,742.61083,600.60767,222.221545,376.393685,184.07332,86.09648
SM(d15:1/8:0)+H,549.40267,366.33663,490.32913,348.32597,222.221545,124.111985,184.07332,86.09648
SM(d16:0/10:0)+H,593.46527,410.39923,534.39173,392.38857,238.252845,152.143285,184.07332,86.09648
SM(d16:0/12:0)+H,621.49657,438.43053,562.42303,420.41987,238.252845,180.174585,184.07332,86.09648
SM(d16:0/13:0)+H,635.51227,452.44623,576.43873,434.43557,238.252845,194.190285,184.07332,86.09648
SM(d16:0/14:0)+H,649.52787,466.46183,590.45433,448.45117,238.252845,208.205885,184.07332,86.09648
SM(d16:0/14:1)+H,647.51227,464.44623,588.43873,446.43557,238.252845,206.190285,184.07332,86.09648
SM(d16:0/15:0)+H,663.54357,480.47753,604.47003,462.46687,238.252845,222.221585,184.07332,86.09648
SM(d16:0/15:1)+H,661.52787,478.46183,602.45433,460.45117,238.252845,220.205885,184.07332,86.09648
SM(d16:0/16:0)+H,677.55917,494.49313,618.48563,476.48247,238.252845,236.237185,184.07332,86.09648
SM(d16:0/16:1)+H,675.54357,492.47753,616.47003,474.46687,238.252845,234.221585,184.07332,86.09648
SM(d16:0/17:0)+H,691.57487,508.50883,632.50133,490.49817,238.252845,250.252885,184.07332,86.09648
SM(d16:0/17:1)+H,689.55917,506.49313,630.48563,488.48247,238.252845,248.237185,184.07332,86.09648
SM(d16:0/17:2)+H,687.54357,504.47753,628.47003,486.46687,238.252845,246.221585,184.07332,86.09648
SM(d16:0/18:0)+H,705.59047,522.52443,646.51693,504.51377,238.252845,264.268485,184.07332,86.09648
SM(d16:0/18:1)+H,703.57487,520.50883,644.50133,502.49817,238.252845,262.252885,184.07332,86.09648
SM(d16:0/18:2)+H,701.55917,518.49313,642.48563,500.48247,238.252845,260.237185,184.07332,86.09648
SM(d16:0/18:3)+H,699.54357,516.47753,640.47003,498.46687,238.252845,258.221585,184.07332,86.09648
SM(d16:0/18:4)+H,697.52787,514.46183,638.45433,496.45117,238.252845,256.205885,184.07332,86.09648
SM(d16:0/19:0)+H,719.60617,536.54013,660.53263,518.52947,238.252845,278.284185,184.07332,86.09648
SM(d16:0/20:0)+H,733.62177,550.55573,674.54823,532.54507,238.252845,292.299785,184.07332,86.09648
SM(d16:0/20:1)+H,731.60617,548.54013,672.53263,530.52947,238.252845,290.284185,184.07332,86.09648
SM(d16:0/20:2)+H,729.59047,546.52443,670.51693,528.51377,238.252845,288.268485,184.07332,86.09648
SM(d16:0/20:3)+H,727.57487,544.50883,668.50133,526.49817,238.252845,286.252885,184.07332,86.09648
SM(d16:0/20:4)+H,725.55917,542.49313,666.48563,524.48247,238.252845,284.237185,184.07332,86.09648
SM(d16:0/20:5)+H,723.54357,540.47753,664.47003,522.46687,238.252845,282.221585,184.07332,86.09648
SM(d16:0/21:0)+H,747.63747,564.57143,688.56393,546.56077,238.252845,306.315485,184.07332,86.09648
SM(d16:0/22:0)+H,761.65307,578.58703,702.57953,560.57637,238.252845,320.331085,184.07332,86.09648
SM(d16:0/22:1)+H,759.63747,576.57143,700.56393,558.56077,238.252845,318.315485,184.07332,86.09648
SM(d16:0/22:2)+H,757.62177,574.55573,698.54823,556.54507,238.252845,316.299785,184.07332,86.09648
SM(d16:0/22:3)+H,755.60617,572.54013,696.53263,554.52947,238.252845,314.284185,184.07332,86.09648
SM(d16:0/22:4)+H,753.59047,570.52443,694.51693,552.51377,238.252845,312.268485,184.07332,86.09648
SM(d16:0/22:5)+H,751.57487,568.50883,692.50133,550.49817,238.252845,310.252885,184.07332,86.09648
SM(d16:0/22:6)+H,749.55917,566.49313,690.48563,548.48247,238.252845,308.237185,184.07332,86.09648
SM(d16:0/23:0)+H,775.66877,592.60273,716.59523,574.59207,238.252845,334.346785,184.07332,86.09648
SM(d16:0/24:0)+H,789.68437,606.61833,730.61083,588.60767,238.252845,348.362385,184.07332,86.09648
SM(d16:0/24:1)+H,787.66877,604.60273,728.59523,586.59207,238.252845,346.346785,184.07332,86.09648
SM(d16:0/25:0)+H,803.70007,620.63403,744.62653,602.62337,238.252845,362.378085,184.07332,86.09648
SM(d16:0/26:0)+H,817.71567,634.64963,758.64213,616.63897,238.252845,376.393685,184.07332,86.09648
SM(d16:0/8:0)+H,565.43397,382.36793,506.36043,364.35727,238.252845,124.111985,184.07332,86.09648
SM(d16:1/10:0)+H,591.44967,408.38363,532.37613,390.37297,236.237245,152.143285,184.07332,86.09648
SM(d16:1/12:0)+H,619.48097,436.41493,560.40743,418.40427,236.237245,180.174585,184.07332,86.09648
SM(d16:1/13:0)+H,633.49667,450.43063,574.42313,432.41997,236.237245,194.190285,184.07332,86.09648
SM(d16:1/14:0)+H,647.51227,464.44623,588.43873,446.43557,236.237245,208.205885,184.07332,86.09648
SM(d16:1/14:1)+H,645.49667,462.43063,586.42313,444.41997,236.237245,206.190285,184.07332,86.09648
SM(d16:1/15:0)+H,661.52797,478.46193,602.45443,460.45127,236.237245,222.221585,184.07332,86.09648
SM(d16:1/15:1)+H,659.51227,476.44623,600.43873,458.43557,236.237245,220.205885,184.07332,86.09648
SM(d16:1/16:0)+H,675.54357,492.47753,616.47003,474.46687,236.237245,236.237185,184.07332,86.09648
SM(d16:1/16:1)+H,673.52797,490.46193,614.45443,472.45127,236.237245,234.221585,184.07332,86.09648
SM(d16:1/17:0)+H,689.55927,506.49323,630.48573,488.48257,236.237245,250.252885,184.07332,86.09648
SM(d16:1/17:1)+H,687.54357,504.47753,628.47003,486.46687,236.237245,248.237185,184.07332,86.09648
SM(d16:1/17:2)+H,685.52797,502.46193,626.45443,484.45127,236.237245,246.221585,184.07332,86.09648
SM(d16:1/18:0)+H,703.57487,520.50883,644.50133,502.49817,236.237245,264.268485,184.07332,86.09648
SM(d16:1/18:1)+H,701.55927,518.49323,642.48573,500.48257,236.237245,262.252885,184.07332,86.09648
SM(d16:1/18:2)+H,699.54357,516.47753,640.47003,498.46687,236.237245,260.237185,184.07332,86.09648
SM(d16:1/18:3)+H,697.52797,514.46193,638.45443,496.45127,236.237245,258.221585,184.07332,86.09648
SM(d16:1/18:4)+H,695.51227,512.44623,636.43873,494.43557,236.237245,256.205885,184.07332,86.09648
SM(d16:1/19:0)+H,717.59057,534.52453,658.51703,516.51387,236.237245,278.284185,184.07332,86.09648
SM(d16:1/20:0)+H,731.60617,548.54013,672.53263,530.52947,236.237245,292.299785,184.07332,86.09648
SM(d16:1/20:1)+H,729.59057,546.52453,670.51703,528.51387,236.237245,290.284185,184.07332,86.09648
SM(d16:1/20:2)+H,727.57487,544.50883,668.50133,526.49817,236.237245,288.268485,184.07332,86.09648
SM(d16:1/20:3)+H,725.55927,542.49323,666.48573,524.48257,236.237245,286.252885,184.07332,86.09648
SM(d16:1/20:4)+H,723.54357,540.47753,664.47003,522.46687,236.237245,284.237185,184.07332,86.09648
SM(d16:1/20:5)+H,721.52797,538.46193,662.45443,520.45127,236.237245,282.221585,184.07332,86.09648
SM(d16:1/21:0)+H,745.62187,562.55583,686.54833,544.54517,236.237245,306.315485,184.07332,86.09648
SM(d16:1/22:0)+H,759.63747,576.57143,700.56393,558.56077,236.237245,320.331085,184.07332,86.09648
SM(d16:1/22:1)+H,757.62187,574.55583,698.54833,556.54517,236.237245,318.315485,184.07332,86.09648
SM(d16:1/22:2)+H,755.60617,572.54013,696.53263,554.52947,236.237245,316.299785,184.07332,86.09648
SM(d16:1/22:3)+H,753.59057,570.52453,694.51703,552.51387,236.237245,314.284185,184.07332,86.09648
SM(d16:1/22:4)+H,751.57487,568.50883,692.50133,550.49817,236.237245,312.268485,184.07332,86.09648
SM(d16:1/22:5)+H,749.55927,566.49323,690.48573,548.48257,236.237245,310.252885,184.07332,86.09648
SM(d16:1/22:6)+H,747.54357,564.47753,688.47003,546.46687,236.237245,308.237185,184.07332,86.09648
SM(d16:1/23:0)+H,773.65317,590.58713,714.57963,572.57647,236.237245,334.346785,184.07332,86.09648
SM(d16:1/24:0)+H,787.66877,604.60273,728.59523,586.59207,236.237245,348.362385,184.07332,86.09648
SM(d16:1/24:1)+H,785.65317,602.58713,726.57963,584.57647,236.237245,346.346785,184.07332,86.09648
SM(d16:1/25:0)+H,801.68447,618.61843,742.61093,600.60777,236.237245,362.378085,184.07332,86.09648
SM(d16:1/26:0)+H,815.70007,632.63403,756.62653,614.62337,236.237245,376.393685,184.07332,86.09648
SM(d16:1/8:0)+H,563.41837,380.35233,504.34483,362.34167,236.237245,124.111985,184.07332,86.09648
SM(d17:0/10:0)+H,607.48097,424.41493,548.40743,406.40427,252.268545,152.143285,184.07332,86.09648
SM(d17:0/12:0)+H,635.51227,452.44623,576.43873,434.43557,252.268545,180.174585,184.07332,86.09648
SM(d17:0/13:0)+H,649.52797,466.46193,590.45443,448.45127,252.268545,194.190285,184.07332,86.09648
SM(d17:0/14:0)+H,663.54357,480.47753,604.47003,462.46687,252.268545,208.205885,184.07332,86.09648
SM(d17:0/14:1)+H,661.52797,478.46193,602.45443,460.45127,252.268545,206.190285,184.07332,86.09648
SM(d17:0/15:0)+H,677.55927,494.49323,618.48573,476.48257,252.268545,222.221585,184.07332,86.09648
SM(d17:0/15:1)+H,675.54357,492.47753,616.47003,474.46687,252.268545,220.205885,184.07332,86.09648
SM(d17:0/16:0)+H,691.57487,508.50883,632.50133,490.49817,252.268545,236.237185,184.07332,86.09648
SM(d17:0/16:1)+H,689.55927,506.49323,630.48573,488.48257,252.268545,234.221585,184.07332,86.09648
SM(d17:0/17:0)+H,705.59057,522.52453,646.51703,504.51387,252.268545,250.252885,184.07332,86.09648
SM(d17:0/17:1)+H,703.57487,520.50883,644.50133,502.49817,252.268545,248.237185,184.07332,86.09648
SM(d17:0/17:2)+H,701.55927,518.49323,642.48573,500.48257,252.268545,246.221585,184.07332,86.09648
SM(d17:0/18:0)+H,719.60617,536.54013,660.53263,518.52947,252.268545,264.268485,184.07332,86.09648
SM(d17:0/18:1)+H,717.59057,534.52453,658.51703,516.51387,252.268545,262.252885,184.07332,86.09648
SM(d17:0/18:2)+H,715.57487,532.50883,656.50133,514.49817,252.268545,260.237185,184.07332,86.09648
SM(d17:0/18:3)+H,713.55927,530.49323,654.48573,512.48257,252.268545,258.221585,184.07332,86.09648
SM(d17:0/18:4)+H,711.54357,528.47753,652.47003,510.46687,252.268545,256.205885,184.07332,86.09648
SM(d17:0/19:0)+H,733.62187,550.55583,674.54833,532.54517,252.268545,278.284185,184.07332,86.09648
SM(d17:0/20:0)+H,747.63747,564.57143,688.56393,546.56077,252.268545,292.299785,184.07332,86.09648
SM(d17:0/20:1)+H,745.62187,562.55583,686.54833,544.54517,252.268545,290.284185,184.07332,86.09648
SM(d17:0/20:2)+H,743.60617,560.54013,684.53263,542.52947,252.268545,288.268485,184.07332,86.09648
SM(d17:0/20:3)+H,741.59057,558.52453,682.51703,540.51387,252.268545,286.252885,184.07332,86.09648
SM(d17:0/20:4)+H,739.57487,556.50883,680.50133,538.49817,252.268545,284.237185,184.07332,86.09648
SM(d17:0/20:5)+H,737.55927,554.49323,678.48573,536.48257,252.268545,282.221585,184.07332,86.09648
SM(d17:0/21:0)+H,761.65317,578.58713,702.57963,560.57647,252.268545,306.315485,184.07332,86.09648
SM(d17:0/22:0)+H,775.66877,592.60273,716.59523,574.59207,252.268545,320.331085,184.07332,86.09648
SM(d17:0/22:1)+H,773.65317,590.58713,714.57963,572.57647,252.268545,318.315485,184.07332,86.09648
SM(d17:0/22:2)+H,771.63747,588.57143,712.56393,570.56077,252.268545,316.299785,184.07332,86.09648
SM(d17:0/22:3)+H,769.62187,586.55583,710.54833,568.54517,252.268545,314.284185,184.07332,86.09648
SM(d17:0/22:4)+H,767.60617,584.54013,708.53263,566.52947,252.268545,312.268485,184.07332,86.09648
SM(d17:0/22:5)+H,765.59057,582.52453,706.51703,564.51387,252.268545,310.252885,184.07332,86.09648
SM(d17:0/22:6)+H,763.57487,580.50883,704.50133,562.49817,252.268545,308.237185,184.07332,86.09648
SM(d17:0/23:0)+H,789.68447,606.61843,730.61093,588.60777,252.268545,334.346785,184.07332,86.09648
SM(d17:0/24:0)+H,803.70007,620.63403,744.62653,602.62337,252.268545,348.362385,184.07332,86.09648
SM(d17:0/24:1)+H,801.68447,618.61843,742.61093,600.60777,252.268545,346.346785,184.07332,86.09648
SM(d17:0/25:0)+H,817.71577,634.64973,758.64223,616.63907,252.268545,362.378085,184.07332,86.09648
SM(d17:0/26:0)+H,831.73137,648.66533,772.65783,630.65467,252.268545,376.393685,184.07332,86.09648
SM(d17:0/8:0)+H,579.44967,396.38363,520.37613,378.37297,252.268545,124.111985,184.07332,86.09648
SM(d17:1/10:0)+H,605.46527,422.39923,546.39173,404.38857,250.252845,152.143285,184.07332,86.09648
SM(d17:1/12:0)+H,633.49657,450.43053,574.42303,432.41987,250.252845,180.174585,184.07332,86.09648
SM(d17:1/13:0)+H,647.51227,464.44623,588.43873,446.43557,250.252845,194.190285,184.07332,86.09648
SM(d17:1/14:0)+H,661.52787,478.46183,602.45433,460.45117,250.252845,208.205885,184.07332,86.09648
SM(d17:1/14:1)+H,659.51227,476.44623,600.43873,458.43557,250.252845,206.190285,184.07332,86.09648
SM(d17:1/15:0)+H,675.54357,492.47753,616.47003,474.46687,250.252845,222.221585,184.07332,86.09648
SM(d17:1/15:1)+H,673.52787,490.46183,614.45433,472.45117,250.252845,220.205885,184.07332,86.09648
SM(d17:1/16:0)+H,689.55917,506.49313,630.48563,488.48247,250.252845,236.237185,184.07332,86.09648
SM(d17:1/16:1)+H,687.54357,504.47753,628.47003,486.46687,250.252845,234.221585,184.07332,86.09648
SM(d17:1/17:0)+H,703.57487,520.50883,644.50133,502.49817,250.252845,250.252885,184.07332,86.09648
SM(d17:1/17:1)+H,701.55917,518.49313,642.48563,500.48247,250.252845,248.237185,184.07332,86.09648
SM(d17:1/17:2)+H,699.54357,516.47753,640.47003,498.46687,250.252845,246.221585,184.07332,86.09648
SM(d17:1/18:0)+H,717.59047,534.52443,658.51693,516.51377,250.252845,264.268485,184.07332,86.09648
SM(d17:1/18:1)+H,715.57487,532.50883,656.50133,514.49817,250.252845,262.252885,184.07332,86.09648
SM(d17:1/18:2)+H,713.55917,530.49313,654.48563,512.48247,250.252845,260.237185,184.07332,86.09648
SM(d17:1/18:3)+H,711.54357,528.47753,652.47003,510.46687,250.252845,258.221585,184.07332,86.09648
SM(d17:1/18:4)+H,709.52787,526.46183,650.45433,508.45117,250.252845,256.205885,184.07332,86.09648
SM(d17:1/19:0)+H,731.60617,548.54013,672.53263,530.52947,250.252845,278.284185,184.07332,86.09648
SM(d17:1/20:0)+H,745.62177,562.55573,686.54823,544.54507,250.252845,292.299785,184.07332,86.09648
SM(d17:1/20:1)+H,743.60617,560.54013,684.53263,542.52947,250.252845,290.284185,184.07332,86.09648
SM(d17:1/20:2)+H,741.59047,558.52443,682.51693,540.51377,250.252845,288.268485,184.07332,86.09648
SM(d17:1/20:3)+H,739.57487,556.50883,680.50133,538.49817,250.252845,286.252885,184.07332,86.09648
SM(d17:1/20:4)+H,737.55917,554.49313,678.48563,536.48247,250.252845,284.237185,184.07332,86.09648
SM(d17:1/20:5)+H,735.54357,552.47753,676.47003,534.46687,250.252845,282.221585,184.07332,86.09648
SM(d17:1/21:0)+H,759.63747,576.57143,700.56393,558.56077,250.252845,306.315485,184.07332,86.09648
SM(d17:1/22:0)+H,773.65307,590.58703,714.57953,572.57637,250.252845,320.331085,184.07332,86.09648
SM(d17:1/22:1)+H,771.63747,588.57143,712.56393,570.56077,250.252845,318.315485,184.07332,86.09648
SM(d17:1/22:2)+H,769.62177,586.55573,710.54823,568.54507,250.252845,316.299785,184.07332,86.09648
SM(d17:1/22:3)+H,767.60617,584.54013,708.53263,566.52947,250.252845,314.284185,184.07332,86.09648
SM(d17:1/22:4)+H,765.59047,582.52443,706.51693,564.51377,250.252845,312.268485,184.07332,86.09648
SM(d17:1/22:5)+H,763.57487,580.50883,704.50133,562.49817,250.252845,310.252885,184.07332,86.09648
SM(d17:1/22:6)+H,761.55917,578.49313,702.48563,560.48247,250.252845,308.237185,184.07332,86.09648
SM(d17:1/23:0)+H,787.66877,604.60273,728.59523,586.59207,250.252845,334.346785,184.07332,86.09648
SM(d17:1/24:0)+H,801.68437,618.61833,742.61083,600.60767,250.252845,348.362385,184.07332,86.09648
SM(d17:1/24:1)+H,799.66877,616.60273,740.59523,598.59207,250.252845,346.346785,184.07332,86.09648
SM(d17:1/25:0)+H,815.70007,632.63403,756.62653,614.62337,250.252845,362.378085,184.07332,86.09648
SM(d17:1/26:0)+H,829.71567,646.64963,770.64213,628.63897,250.252845,376.393685,184.07332,86.09648
SM(d17:1/8:0)+H,577.43397,394.36793,518.36043,376.35727,250.252845,124.111985,184.07332,86.09648
SM(d17:2/10:0)+H,603.44967,420.38363,544.37613,402.37297,248.237245,152.143285,184.07332,86.09648
SM(d17:2/12:0)+H,631.48097,448.41493,572.40743,430.40427,248.237245,180.174585,184.07332,86.09648
SM(d17:2/13:0)+H,645.49667,462.43063,586.42313,444.41997,248.237245,194.190285,184.07332,86.09648
SM(d17:2/14:0)+H,659.51227,476.44623,600.43873,458.43557,248.237245,208.205885,184.07332,86.09648
SM(d17:2/14:1)+H,657.49667,474.43063,598.42313,456.41997,248.237245,206.190285,184.07332,86.09648
SM(d17:2/15:0)+H,673.52797,490.46193,614.45443,472.45127,248.237245,222.221585,184.07332,86.09648
SM(d17:2/15:1)+H,671.51227,488.44623,612.43873,470.43557,248.237245,220.205885,184.07332,86.09648
SM(d17:2/16:0)+H,687.54357,504.47753,628.47003,486.46687,248.237245,236.237185,184.07332,86.09648
SM(d17:2/16:1)+H,685.52797,502.46193,626.45443,484.45127,248.237245,234.221585,184.07332,86.09648
SM(d17:2/17:0)+H,701.55927,518.49323,642.48573,500.48257,248.237245,250.252885,184.07332,86.09648
SM(d17:2/17:1)+H,699.54357,516.47753,640.47003,498.46687,248.237245,248.237185,184.07332,86.09648
SM(d17:2/17:2)+H,697.52797,514.46193,638.45443,496.45127,248.237245,246.221585,184.07332,86.09648
SM(d17:2/18:0)+H,715.57487,532.50883,656.50133,514.49817,248.237245,264.268485,184.07332,86.09648
SM(d17:2/18:1)+H,713.55927,530.49323,654.48573,512.48257,248.237245,262.252885,184.07332,86.09648
SM(d17:2/18:2)+H,711.54357,528.47753,652.47003,510.46687,248.237245,260.237185,184.07332,86.09648
SM(d17:2/18:3)+H,709.52797,526.46193,650.45443,508.45127,248.237245,258.221585,184.07332,86.09648
SM(d17:2/18:4)+H,707.51227,524.44623,648.43873,506.43557,248.237245,256.205885,184.07332,86.09648
SM(d17:2/19:0)+H,729.59057,546.52453,670.51703,528.51387,248.237245,278.284185,184.07332,86.09648
SM(d17:2/20:0)+H,743.60617,560.54013,684.53263,542.52947,248.237245,292.299785,184.07332,86.09648
SM(d17:2/20:1)+H,741.59057,558.52453,682.51703,540.51387,248.237245,290.284185,184.07332,86.09648
SM(d17:2/20:2)+H,739.57487,556.50883,680.50133,538.49817,248.237245,288.268485,184.07332,86.09648
SM(d17:2/20:3)+H,737.55927,554.49323,678.48573,536.48257,248.237245,286.252885,184.07332,86.09648
SM(d17:2/20:4)+H,735.54357,552.47753,676.47003,534.46687,248.237245,284.237185,184.07332,86.09648
SM(d17:2/20:5)+H,733.52797,550.46193,674.45443,532.45127,248.237245,282.221585,184.07332,86.09648
SM(d17:2/21:0)+H,757.62187,574.55583,698.54833,556.54517,248.237245,306.315485,184.07332,86.09648
SM(d17:2/22:0)+H,771.63747,588.57143,712.56393,570.56077,248.237245,320.331085,184.07332,86.09648
SM(d17:2/22:1)+H,769.62187,586.55583,710.54833,568.54517,248.237245,318.315485,184.07332,86.09648
SM(d17:2/22:2)+H,767.60617,584.54013,708.53263,566.52947,248.237245,316.299785,184.07332,86.09648
SM(d17:2/22:3)+H,765.59057,582.52453,706.51703,564.51387,248.237245,314.284185,184.07332,86.09648
SM(d17:2/22:4)+H,763.57487,580.50883,704.50133,562.49817,248.237245,312.268485,184.07332,86.09648
SM(d17:2/22:5)+H,761.55927,578.49323,702.48573,560.48257,248.237245,310.252885,184.07332,86.09648
SM(d17:2/22:6)+H,759.54357,576.47753,700.47003,558.46687,248.237245,308.237185,184.07332,86.09648
SM(d17:2/23:0)+H,785.65317,602.58713,726.57963,584.57647,248.237245,334.346785,184.07332,86.09648
SM(d17:2/24:0)+H,799.66877,616.60273,740.59523,598.59207,248.237245,348.362385,184.07332,86.09648
SM(d17:2/24:1)+H,797.65317,614.58713,738.57963,596.57647,248.237245,346.346785,184.07332,86.09648
SM(d17:2/25:0)+H,813.68447,630.61843,754.61093,612.60777,248.237245,362.378085,184.07332,86.09648
SM(d17:2/26:0)+H,827.70007,644.63403,768.62653,626.62337,248.237245,376.393685,184.07332,86.09648
SM(d17:2/8:0)+H,575.41837,392.35233,516.34483,374.34167,248.237245,124.111985,184.07332,86.09648
SM(d18:0/10:0)+H,621.49657,438.43053,562.42303,420.41987,266.284145,152.143285,184.07332,86.09648
SM(d18:0/12:0)+H,649.52787,466.46183,590.45433,448.45117,266.284145,180.174585,184.07332,86.09648
SM(d18:0/13:0)+H,663.54357,480.47753,604.47003,462.46687,266.284145,194.190285,184.07332,86.09648
SM(d18:0/14:0)+H,677.55917,494.49313,618.48563,476.48247,266.284145,208.205885,184.07332,86.09648
SM(d18:0/14:1)+H,675.54357,492.47753,616.47003,474.46687,266.284145,206.190285,184.07332,86.09648
SM(d18:0/15:0)+H,691.57487,508.50883,632.50133,490.49817,266.284145,222.221585,184.07332,86.09648
SM(d18:0/15:1)+H,689.55917,506.49313,630.48563,488.48247,266.284145,220.205885,184.07332,86.09648
SM(d18:0/16:0)+H,705.59047,522.52443,646.51693,504.51377,266.284145,236.237185,184.07332,86.09648
SM(d18:0/16:1)+H,703.57487,520.50883,644.50133,502.49817,266.284145,234.221585,184.07332,86.09648
SM(d18:0/17:0)+H,719.60617,536.54013,660.53263,518.52947,266.284145,250.252885,184.07332,86.09648
SM(d18:0/17:1)+H,717.59047,534.52443,658.51693,516.51377,266.284145,248.237185,184.07332,86.09648
SM(d18:0/17:2)+H,715.57487,532.50883,656.50133,514.49817,266.284145,246.221585,184.07332,86.09648
SM(d18:0/18:0)+H,733.62177,550.55573,674.54823,532.54507,266.284145,264.268485,184.07332,86.09648
SM(d18:0/18:1)+H,731.60617,548.54013,672.53263,530.52947,266.284145,262.252885,184.07332,86.09648
SM(d18:0/18:2)+H,729.59047,546.52443,670.51693,528.51377,266.284145,260.237185,184.07332,86.09648
SM(d18:0/18:3)+H,727.57487,544.50883,668.50133,526.49817,266.284145,258.221585,184.07332,86.09648
SM(d18:0/18:4)+H,725.55917,542.49313,666.48563,524.48247,266.284145,256.205885,184.07332,86.09648
SM(d18:0/19:0)+H,747.63747,564.57143,688.56393,546.56077,266.284145,278.284185,184.07332,86.09648
SM(d18:0/20:0)+H,761.65307,578.58703,702.57953,560.57637,266.284145,292.299785,184.07332,86.09648
SM(d18:0/20:1)+H,759.63747,576.57143,700.56393,558.56077,266.284145,290.284185,184.07332,86.09648
SM(d18:0/20:2)+H,757.62177,574.55573,698.54823,556.54507,266.284145,288.268485,184.07332,86.09648
SM(d18:0/20:3)+H,755.60617,572.54013,696.53263,554.52947,266.284145,286.252885,184.07332,86.09648
SM(d18:0/20:4)+H,753.59047,570.52443,694.51693,552.51377,266.284145,284.237185,184.07332,86.09648
SM(d18:0/20:5)+H,751.57487,568.50883,692.50133,550.49817,266.284145,282.221585,184.07332,86.09648
SM(d18:0/21:0)+H,775.66877,592.60273,716.59523,574.59207,266.284145,306.315485,184.07332,86.09648
SM(d18:0/22:0)+H,789.68437,606.61833,730.61083,588.60767,266.284145,320.331085,184.07332,86.09648
SM(d18:0/22:1)+H,787.66877,604.60273,728.59523,586.59207,266.284145,318.315485,184.07332,86.09648
SM(d18:0/22:2)+H,785.65307,602.58703,726.57953,584.57637,266.284145,316.299785,184.07332,86.09648
SM(d18:0/22:3)+H,783.63747,600.57143,724.56393,582.56077,266.284145,314.284185,184.07332,86.09648
SM(d18:0/22:4)+H,781.62177,598.55573,722.54823,580.54507,266.284145,312.268485,184.07332,86.09648
SM(d18:0/22:5)+H,779.60617,596.54013,720.53263,578.52947,266.284145,310.252885,184.07332,86.09648
SM(d18:0/22:6)+H,777.59047,594.52443,718.51693,576.51377,266.284145,308.237185,184.07332,86.09648
SM(d18:0/23:0)+H,803.70007,620.63403,744.62653,602.62337,266.284145,334.346785,184.07332,86.09648
SM(d18:0/24:0)+H,817.71567,634.64963,758.64213,616.63897,266.284145,348.362385,184.07332,86.09648
SM(d18:0/24:1)+H,815.70007,632.63403,756.62653,614.62337,266.284145,346.346785,184.07332,86.09648
SM(d18:0/25:0)+H,831.73137,648.66533,772.65783,630.65467,266.284145,362.378085,184.07332,86.09648
SM(d18:0/26:0)+H,845.74697,662.68093,786.67343,644.67027,266.284145,376.393685,184.07332,86.09648
SM(d18:0/8:0)+H,593.46527,410.39923,534.39173,392.38857,266.284145,124.111985,184.07332,86.09648
SM(d18:1/10:0)+H,619.48097,436.41493,560.40743,418.40427,264.268545,152.143285,184.07332,86.09648
SM(d18:1/12:0)+H,647.51227,464.44623,588.43873,446.43557,264.268545,180.174585,184.07332,86.09648
SM(d18:1/13:0)+H,661.52797,478.46193,602.45443,460.45127,264.268545,194.190285,184.07332,86.09648
SM(d18:1/14:0)+H,675.54357,492.47753,616.47003,474.46687,264.268545,208.205885,184.07332,86.09648
