SM,[M+H]+,MH-PC,MH-N(CH3)3,Mprev-H2O,MH-PC-Tail,d(MH-Tail),PC Head,CH2CHN(CH3)3
SM(d22:1/18:4)+H,779.60617,596.54013,720.53263,578.52947,320.331145,256.205885,184.07332,86.09648
SM(d22:1/19:0)+H,801.68447,618.61843,742.61093,600.60777,320.331145,278.284185,184.07332,86.09648
SM(d22:1/20:0)+H,815.70007,632.63403,756.62653,614.62337,320.331145,292.299785,184.07332,86.09648
SM(d22:1/20:1)+H,813.68447,630.61843,754.61093,612.60777,320.331145,290.284185,184.07332,86.09648
SM(d22:1/20:2)+H,811.66877,628.60273,752.59523,610.59207,320.331145,288.268485,184.07332,86.09648
SM(d22:1/20:3)+H,809.65317,626.58713,750.57963,608.57647,320.331145,286.252885,184.07332,86.09648
SM(d22:1/20:4)+H,807.63747,624.57143,748.56393,606.56077,320.331145,284.237185,184.07332,86.09648
SM(d22:1/20:5)+H,805.62187,622.55583,746.54833,604.54517,320.331145,282.221585,184.07332,86.09648
SM(d22:1/21:0)+H,829.71577,646.64973,770.64223,628.63907,320.331145,306.315485,184.07332,86.09648
SM(d22:1/22:0)+H,843.73137,660.66533,784.65783,642.65467,320.331145,320.331085,184.07332,86.09648
SM(d22:1/22:1)+H,841.71577,658.64973,782.64223,640.63907,320.331145,318.315485,184.07332,86.09648
SM(d22:1/22:2)+H,839.70007,656.63403,780.62653,638.62337,320.331145,316.299785,184.07332,86.09648
SM(d22:1/22:3)+H,837.68447,654.61843,778.61093,636.60777,320.331145,314.284185,184.07332,86.09648
SM(d22:1/22:4)+H,835.66877,652.60273,776.59523,634.59207,320.331145,312.268485,184.07332,86.09648
SM(d22:1/22:5)+H,833.65317,650.58713,774.57963,632.57647,320.331145,310.252885,184.07332,86.09648
SM(d22:1/22:6)+H,831.63747,648.57143,772.56393,630.56077,320.331145,308.237185,184.07332,86.09648
SM(d22:1/23:0)+H,857.74707,674.68103,798.67353,656.67037,320.331145,334.346785,184.07332,86.09648
SM(d22:1/24:0)+H,871.76267,688.69663,812.68913,670.68597,320.331145,348.362385,184.07332,86.09648
SM(d22:1/24:1)+H,869.74707,686.68103,810.67353,668.67037,320.331145,346.346785,184.07332,86.09648
SM(d22:1/25:0)+H,885.77837,702.71233,826.70483,684.70167,320.331145,362.378085,184.07332,86.09648
SM(d22:1/26:0)+H,899.79397,716.72793,840.72043,698.71727,320.331145,376.393685,184.07332,86.09648
SM(d22:1/8:0)+H,647.51227,464.44623,588.43873,446.43557,320.331145,124.111985,184.07332,86.09648
SM(d22:2/10:0)+H,673.52787,490.46183,614.45433,472.45117,318.315445,152.143285,184.07332,86.09648
SM(d22:2/12:0)+H,701.55917,518.49313,642.48563,500.48247,318.315445,180.174585,184.07332,86.09648
SM(d22:2/13:0)+H,715.57487,532.50883,656.50133,514.49817,318.315445,194.190285,184.07332,86.09648
SM(d22:2/14:0)+H,729.59047,546.52443,670.51693,528.51377,318.315445,208.205885,184.07332,86.09648
SM(d22:2/14:1)+H,727.57487,544.50883,668.50133,526.49817,318.315445,206.190285,184.07332,86.09648
SM(d22:2/15:0)+H,743.60617,560.54013,684.53263,542.52947,318.315445,222.221585,184.07332,86.09648
SM(d22:2/15:1)+H,741.59047,558.52443,682.51693,540.51377,318.315445,220.205885,184.07332,86.09648
SM(d22:2/16:0)+H,757.62177,574.55573,698.54823,556.54507,318.315445,236.237185,184.07332,86.09648
SM(d22:2/16:1)+H,755.60617,572.54013,696.53263,554.52947,318.315445,234.221585,184.07332,86.09648
SM(d22:2/17:0)+H,771.63747,588.57143,712.56393,570.56077,318.315445,250.252885,184.07332,86.09648
SM(d22:2/17:1)+H,769.62177,586.55573,710.54823,568.54507,318.315445,248.237185,184.07332,86.09648
SM(d22:2/17:2)+H,767.60617,584.54013,708.53263,566.52947,318.315445,246.221585,184.07332,86.09648
SM(d22:2/18:0)+H,785.65307,602.58703,726.57953,584.57637,318.315445,264.268485,184.07332,86.09648
SM(d22:2/18:1)+H,783.63747,600.57143,724.56393,582.56077,318.315445,262.252885,184.07332,86.09648
SM(d22:2/18:2)+H,781.62177,598.55573,722.54823,580.54507,318.315445,260.237185,184.07332,86.09648
SM(d22:2/18:3)+H,779.60617,596.54013,720.53263,578.52947,318.315445,258.221585,184.07332,86.09648
SM(d22:2/18:4)+H,777.59047,594.52443,718.51693,576.51377,318.315445,256.205885,184.07332,86.09648
SM(d22:2/19:0)+H,799.66877,616.60273,740.59523,598.59207,318.315445,278.284185,184.07332,86.09648
SM(d22:2/20:0)+H,813.68437,630.61833,754.61083,612.60767,318.315445,292.299785,184.07332,86.09648
SM(d22:2/20:1)+H,811.66877,628.60273,752.59523,610.59207,318.315445,290.284185,184.07332,86.09648
SM(d22:2/20:2)+H,809.65307,626.58703,750.57953,608.57637,318.315445,288.268485,184.07332,86.09648
SM(d22:2/20:3)+H,807.63747,624.57143,748.56393,606.56077,318.315445,286.252885,184.07332,86.09648
SM(d22:2/20:4)+H,805.62177,622.55573,746.54823,604.54507,318.315445,284.237185,184.07332,86.09648
SM(d22:2/20:5)+H,803.60617,620.54013,744.53263,602.52947,318.315445,282.221585,184.07332,86.09648
SM(d22:2/21:0)+H,827.70007,644.63403,768.62653,626.62337,318.315445,306.315485,184.07332,86.09648
SM(d22:2/22:0)+H,841.71567,658.64963,782.64213,640.63897,318.315445,320.331085,184.07332,86.09648
SM(d22:2/22:1)+H,839.70007,656.63403,780.62653,638.62337,318.315445,318.315485,184.07332,86.09648
SM(d22:2/22:2)+H,837.68437,654.61833,778.61083,636.60767,318.315445,316.299785,184.07332,86.09648
SM(d22:2/22:3)+H,835.66877,652.60273,776.59523,634.59207,318.315445,314.284185,184.07332,86.09648
SM(d22:2/22:4)+H,833.65307,650.58703,774.57953,632.57637,318.315445,312.268485,184.07332,86.09648
SM(d22:2/22:5)+H,831.63747,648.57143,772.56393,630.56077,318.315445,310.252885,184.07332,86.09648
SM(d22:2/22:6)+H,829.62177,646.55573,770.54823,628.54507,318.315445,308.237185,184.07332,86.09648
SM(d22:2/23:0)+H,855.73137,672.66533,796.65783,654.65467,318.315445,334.346785,184.07332,86.09648
SM(d22:2/24:0)+H,869.74697,686.68093,810.67343,668.67027,318.315445,348.362385,184.07332,86.09648
SM(d22:2/24:1)+H,867.73137,684.66533,808.65783,666.65467,318.315445,346.346785,184.07332,86.09648
SM(d22:2/25:0)+H,883.76267,700.69663,824.68913,682.68597,318.315445,362.378085,184.07332,86.09648
SM(d22:2/26:0)+H,897.77827,714.71223,838.70473,696.70157,318.315445,376.393685,184.07332,86.09648
SM(d22:2/8:0)+H,645.49657,462.43053,586.42303,444.41987,318.315445,124.111985,184.07332,86.09648
SM(d22:3/10:0)+H,671.51227,488.44623,612.43873,470.43557,316.299845,152.143285,184.07332,86.09648
SM(d22:3/12:0)+H,699.54357,516.47753,640.47003,498.46687,316.299845,180.174585,184.07332,86.09648
SM(d22:3/13:0)+H,713.55927,530.49323,654.48573,512.48257,316.299845,194.190285,184.07332,86.09648
SM(d22:3/14:0)+H,727.57487,544.50883,668.50133,526.49817,316.299845,208.205885,184.07332,86.09648
SM(d22:3/14:1)+H,725.55927,542.49323,666.48573,524.48257,316.299845,206.190285,184.07332,86.09648
SM(d22:3/15:0)+H,741.59057,558.52453,682.51703,540.51387,316.299845,222.221585,184.07332,86.09648
SM(d22:3/15:1)+H,739.57487,556.50883,680.50133,538.49817,316.299845,220.205885,184.07332,86.09648
SM(d22:3/16:0)+H,755.60617,572.54013,696.53263,554.52947,316.299845,236.237185,184.07332,86.09648
SM(d22:3/16:1)+H,753.59057,570.52453,694.51703,552.51387,316.299845,234.221585,184.07332,86.09648
SM(d22:3/17:0)+H,769.62187,586.55583,710.54833,568.54517,316.299845,250.252885,184.07332,86.09648
SM(d22:3/17:1)+H,767.60617,584.54013,708.53263,566.52947,316.299845,248.237185,184.07332,86.09648
SM(d22:3/17:2)+H,765.59057,582.52453,706.51703,564.51387,316.299845,246.221585,184.07332,86.09648
SM(d22:3/18:0)+H,783.63747,600.57143,724.56393,582.56077,316.299845,264.268485,184.07332,86.09648
SM(d22:3/18:1)+H,781.62187,598.55583,722.54833,580.54517,316.299845,262.252885,184.07332,86.09648
SM(d22:3/18:2)+H,779.60617,596.54013,720.53263,578.52947,316.299845,260.237185,184.07332,86.09648
SM(d22:3/18:3)+H,777.59057,594.52453,718.51703,576.51387,316.299845,258.221585,184.07332,86.09648
SM(d22:3/18:4)+H,775.57487,592.50883,716.50133,574.49817,316.299845,256.205885,184.07332,86.09648
SM(d22:3/19:0)+H,797.65317,614.58713,738.57963,596.57647,316.299845,278.284185,184.07332,86.09648
SM(d22:3/20:0)+H,811.66877,628.60273,752.59523,610.59207,316.299845,292.299785,184.07332,86.09648
SM(d22:3/20:1)+H,809.65317,626.58713,750.57963,608.57647,316.299845,290.284185,184.07332,86.09648
SM(d22:3/20:2)+H,807.63747,624.57143,748.56393,606.56077,316.299845,288.268485,184.07332,86.09648
SM(d22:3/20:3)+H,805.62187,622.55583,746.54833,604.54517,316.299845,286.252885,184.07332,86.09648
SM(d22:3/20:4)+H,803.60617,620.54013,744.53263,602.52947,316.299845,284.237185,184.07332,86.09648
SM(d22:3/20:5)+H,801.59057,618.52453,742.51703,600.51387,316.299845,282.221585,184.07332,86.09648
SM(d22:3/21:0)+H,825.68447,642.61843,766.61093,624.60777,316.299845,306.315485,184.07332,86.09648
SM(d22:3/22:0)+H,839.70007,656.63403,780.62653,638.62337,316.299845,320.331085,184.07332,86.09648
SM(d22:3/22:1)+H,837.68447,654.61843,778.61093,636.60777,316.299845,318.315485,184.07332,86.09648
SM(d22:3/22:2)+H,835.66877,652.60273,776.59523,634.59207,316.299845,316.299785,184.07332,86.09648
SM(d22:3/22:3)+H,833.65317,650.58713,774.57963,632.57647,316.299845,314.284185,184.07332,86.09648
SM(d22:3/22:4)+H,831.63747,648.57143,772.56393,630.56077,316.299845,312.268485,184.07332,86.09648
SM(d22:3/22:5)+H,829.62187,646.55583,770.54833,628.54517,316.299845,310.252885,184.07332,86.09648
SM(d22:3/22:6)+H,827.60617,644.54013,768.53263,626.52947,316.299845,308.237185,184.07332,86.09648
SM(d22:3/23:0)+H,853.71577,670.64973,794.64223,652.63907,316.299845,334.346785,184.07332,86.09648
SM(d22:3/24:0)+H,867.73137,684.66533,808.65783,666.65467,316.299845,348.362385,184.07332,86.09648
SM(d22:3/24:1)+H,865.71577,682.64973,806.64223,664.63907,316.299845,346.346785,184.07332,86.09648
SM(d22:3/25:0)+H,881.74707,698.68103,822.67353,680.67037,316.299845,362.378085,184.07332,86.09648
SM(d22:3/26:0)+H,895.76267,712.69663,836.68913,694.68597,316.299845,376.393685,184.07332,86.09648
SM(d22:3/8:0)+H,643.48097,460.41493,584.40743,442.40427,316.299845,124.111985,184.07332,86.09648
SM(d22:4/10:0)+H,669.49657,486.43053,610.42303,468.41987,314.284145,152.143285,184.07332,86.09648
SM(d22:4/12:0)+H,697.52787,514.46183,638.45433,496.45117,314.284145,180.174585,184.07332,86.09648
SM(d22:4/13:0)+H,711.54357,528.47753,652.47003,510.46687,314.284145,194.190285,184.07332,86.09648
SM(d22:4/14:0)+H,725.55917,542.49313,666.48563,524.48247,314.284145,208.205885,184.07332,86.09648
SM(d22:4/14:1)+H,723.54357,540.47753,664.47003,522.46687,314.284145,206.190285,184.07332,86.09648
SM(d22:4/15:0)+H,739.57487,556.50883,680.50133,538.49817,314.284145,222.221585,184.07332,86.09648
SM(d22:4/15:1)+H,737.55917,554.49313,678.48563,536.48247,314.284145,220.205885,184.07332,86.09648
SM(d22:4/16:0)+H,753.59047,570.52443,694.51693,552.51377,314.284145,236.237185,184.07332,86.09648
SM(d22:4/16:1)+H,751.57487,568.50883,692.50133,550.49817,314.284145,234.221585,184.07332,86.09648
SM(d22:4/17:0)+H,767.60617,584.54013,708.53263,566.52947,314.284145,250.252885,184.07332,86.09648
SM(d22:4/17:1)+H,765.59047,582.52443,706.51693,564.51377,314.284145,248.237185,184.07332,86.09648
SM(d22:4/17:2)+H,763.57487,580.50883,704.50133,562.49817,314.284145,246.221585,184.07332,86.09648
SM(d22:4/18:0)+H,781.62177,598.55573,722.54823,580.54507,314.284145,264.268485,184.07332,86.09648
SM(d22:4/18:1)+H,779.60617,596.54013,720.53263,578.52947,314.284145,262.252885,184.07332,86.09648
SM(d22:4/18:2)+H,777.59047,594.52443,718.51693,576.51377,314.284145,260.237185,184.07332,86.09648
SM(d22:4/18:3)+H,775.57487,592.50883,716.50133,574.49817,314.284145,258.221585,184.07332,86.09648
SM(d22:4/18:4)+H,773.55917,590.49313,714.48563,572.48247,314.284145,256.205885,184.07332,86.09648
SM(d22:4/19:0)+H,795.63747,612.57143,736.56393,594.56077,314.284145,278.284185,184.07332,86.09648
SM(d22:4/20:0)+H,809.65307,626.58703,750.57953,608.57637,314.284145,292.299785,184.07332,86.09648
SM(d22:4/20:1)+H,807.63747,624.57143,748.56393,606.56077,314.284145,290.284185,184.07332,86.09648
SM(d22:4/20:2)+H,805.62177,622.55573,746.54823,604.54507,314.284145,288.268485,184.07332,86.09648
SM(d22:4/20:3)+H,803.60617,620.54013,744.53263,602.52947,314.284145,286.252885,184.07332,86.09648
SM(d22:4/20:4)+H,801.59047,618.52443,742.51693,600.51377,314.284145,284.237185,184.07332,86.09648
SM(d22:4/20:5)+H,799.57487,616.50883,740.50133,598.49817,314.284145,282.221585,184.07332,86.09648
SM(d22:4/21:0)+H,823.66877,640.60273,764.59523,622.59207,314.284145,306.315485,184.07332,86.09648
SM(d22:4/22:0)+H,837.68437,654.61833,778.61083,636.60767,314.284145,320.331085,184.07332,86.09648
SM(d22:4/22:1)+H,835.66877,652.60273,776.59523,634.59207,314.284145,318.315485,184.07332,86.09648
SM(d22:4/22:2)+H,833.65307,650.58703,774.57953,632.57637,314.284145,316.299785,184.07332,86.09648
SM(d22:4/22:3)+H,831.63747,648.57143,772.56393,630.56077,314.284145,314.284185,184.07332,86.09648
SM(d22:4/22:4)+H,829.62177,646.55573,770.54823,628.54507,314.284145,312.268485,184.07332,86.09648
SM(d22:4/22:5)+H,827.60617,644.54013,768.53263,626.52947,314.284145,310.252885,184.07332,86.09648
SM(d22:4/22:6)+H,825.59047,642.52443,766.51693,624.51377,314.284145,308.237185,184.07332,86.09648
SM(d22:4/23:0)+H,851.70007,668.63403,792.62653,650.62337,314.284145,334.346785,184.07332,86.09648
SM(d22:4/24:0)+H,865.71567,682.64963,806.64213,664.63897,314.284145,348.362385,184.07332,86.09648
SM(d22:4/24:1)+H,863.70007,680.63403,804.62653,662.62337,314.284145,346.346785,184.07332,86.09648
SM(d22:4/25:0)+H,879.73137,696.66533,820.65783,678.65467,314.284145,362.378085,184.07332,86.09648
SM(d22:4/26:0)+H,893.74697,710.68093,834.67343,692.67027,314.284145,376.393685,184.07332,86.09648
SM(d22:4/8:0)+H,641.46527,458.39923,582.39173,440.38857,314.284145,124.111985,184.07332,86.09648
SM(d22:5/10:0)+H,667.48097,484.41493,608.40743,466.40427,312.268545,152.143285,184.07332,86.09648
SM(d22:5/12:0)+H,695.51227,512.44623,636.43873,494.43557,312.268545,180.174585,184.07332,86.09648
SM(d22:5/13:0)+H,709.52797,526.46193,650.45443,508.45127,312.268545,194.190285,184.07332,86.09648
SM(d22:5/14:0)+H,723.54357,540.47753,664.47003,522.46687,312.268545,208.205885,184.07332,86.09648
SM(d22:5/14:1)+H,721.52797,538.46193,662.45443,520.45127,312.268545,206.190285,184.07332,86.09648
SM(d22:5/15:0)+H,737.55927,554.49323,678.48573,536.48257,312.268545,222.221585,184.07332,86.09648
SM(d22:5/15:1)+H,735.54357,552.47753,676.47003,534.46687,312.268545,220.205885,184.07332,86.09648
SM(d22:5/16:0)+H,751.57487,568.50883,692.50133,550.49817,312.268545,236.237185,184.07332,86.09648
SM(d22:5/16:1)+H,749.55927,566.49323,690.48573,548.48257,312.268545,234.221585,184.07332,86.09648
SM(d22:5/17:0)+H,765.59057,582.52453,706.51703,564.51387,312.268545,250.252885,184.07332,86.09648
SM(d22:5/17:1)+H,763.57487,580.50883,704.50133,562.49817,312.268545,248.237185,184.07332,86.09648
SM(d22:5/17:2)+H,761.55927,578.49323,702.48573,560.48257,312.268545,246.221585,184.07332,86.09648
SM(d22:5/18:0)+H,779.60617,596.54013,720.53263,578.52947,312.268545,264.268485,184.07332,86.09648
SM(d22:5/18:1)+H,777.59057,594.52453,718.51703,576.51387,312.268545,262.252885,184.07332,86.09648
SM(d22:5/18:2)+H,775.57487,592.50883,716.50133,574.49817,312.268545,260.237185,184.07332,86.09648
SM(d22:5/18:3)+H,773.55927,590.49323,714.48573,572.48257,312.268545,258.221585,184.07332,86.09648
SM(d22:5/18:4)+H,771.54357,588.47753,712.47003,570.46687,312.268545,256.205885,184.07332,86.09648
SM(d22:5/19:0)+H,793.62187,610.55583,734.54833,592.54517,312.268545,278.284185,184.07332,86.09648
SM(d22:5/20:0)+H,807.63747,624.57143,748.56393,606.56077,312.268545,292.299785,184.07332,86.09648
SM(d22:5/20:1)+H,805.62187,622.55583,746.54833,604.54517,312.268545,290.284185,184.07332,86.09648
SM(d22:5/20:2)+H,803.60617,620.54013,744.53263,602.52947,312.268545,288.268485,184.07332,86.09648
SM(d22:5/20:3)+H,801.59057,618.52453,742.51703,600.51387,312.268545,286.252885,184.07332,86.09648
SM(d22:5/20:4)+H,799.57487,616.50883,740.50133,598.49817,312.268545,284.237185,184.07332,86.09648
SM(d22:5/20:5)+H,797.55927,614.49323,738.48573,596.48257,312.268545,282.221585,184.07332,86.09648
SM(d22:5/21:0)+H,821.65317,638.58713,762.57963,620.57647,312.268545,306.315485,184.07332,86.09648
SM(d22:5/22:0)+H,835.66877,652.60273,776.59523,634.59207,312.268545,320.331085,184.07332,86.09648
SM(d22:5/22:1)+H,833.65317,650.58713,774.57963,632.57647,312.268545,318.315485,184.07332,86.09648
SM(d22:5/22:2)+H,831.63747,648.57143,772.56393,630.56077,312.268545,316.299785,184.07332,86.09648
SM(d22:5/22:3)+H,829.62187,646.55583,770.54833,628.54517,312.268545,314.284185,184.07332,86.09648
SM(d22:5/22:4)+H,827.60617,644.54013,768.53263,626.52947,312.268545,312.268485,184.07332,86.09648
SM(d22:5/22:5)+H,825.59057,642.52453,766.51703,624.51387,312.268545,310.252885,184.07332,86.09648
SM(d22:5/22:6)+H,823.57487,640.50883,764.50133,622.49817,312.268545,308.237185,184.07332,86.09648
SM(d22:5/23:0)+H,849.68447,666.61843,790.61093,648.60777,312.268545,334.346785,184.07332,86.09648
SM(d22:5/24:0)+H,863.70007,680.63403,804.62653,662.62337,312.268545,348.362385,184.07332,86.09648
SM(d22:5/24:1)+H,861.68447,678.61843,802.61093,660.60777,312.268545,346.346785,184.07332,86.09648
SM(d22:5/25:0)+H,877.71577,694.64973,818.64223,676.63907,312.268545,362.378085,184.07332,86.09648
SM(d22:5/26:0)+H,891.73137,708.66533,832.65783,690.65467,312.268545,376.393685,184.07332,86.09648
SM(d22:5/8:0)+H,639.44967,456.38363,580.37613,438.37297,312.268545,124.111985,184.07332,86.09648
SM(d22:6/10:0)+H,665.46527,482.39923,606.39173,464.38857,310.252845,152.143285,184.07332,86.09648
SM(d22:6/12:0)+H,693.49657,510.43053,634.42303,492.41987,310.252845,180.174585,184.07332,86.09648
SM(d22:6/13:0)+H,707.51227,524.44623,648.43873,506.43557,310.252845,194.190285,184.07332,86.09648
SM(d22:6/14:0)+H,721.52787,538.46183,662.45433,520.45117,310.252845,208.205885,184.07332,86.09648
SM(d22:6/14:1)+H,719.51227,536.44623,660.43873,518.43557,310.252845,206.190285,184.07332,86.09648
SM(d22:6/15:0)+H,735.54357,552.47753,676.47003,534.46687,310.252845,222.221585,184.07332,86.09648
SM(d22:6/15:1)+H,733.52787,550.46183,674.45433,532.45117,310.252845,220.205885,184.07332,86.09648
SM(d22:6/16:0)+H,749.55917,566.49313,690.48563,548.48247,310.252845,236.237185,184.07332,86.09648
SM(d22:6/16:1)+H,747.54357,564.47753,688.47003,546.46687,310.252845,234.221585,184.07332,86.09648
SM(d22:6/17:0)+H,763.57487,580.50883,704.50133,562.49817,310.252845,250.252885,184.07332,86.09648
SM(d22:6/17:1)+H,761.55917,578.49313,702.48563,560.48247,310.252845,248.237185,184.07332,86.09648
SM(d22:6/17:2)+H,759.54357,576.47753,700.47003,558.46687,310.252845,246.221585,184.07332,86.09648
SM(d22:6/18:0)+H,777.59047,594.52443,718.51693,576.51377,310.252845,264.268485,184.07332,86.09648
SM(d22:6/18:1)+H,775.57487,592.50883,716.50133,574.49817,310.252845,262.252885,184.07332,86.09648
SM(d22:6/18:2)+H,773.55917,590.49313,714.48563,572.48247,310.252845,260.237185,184.07332,86.09648
SM(d22:6/18:3)+H,771.54357,588.47753,712.47003,570.46687,310.252845,258.221585,184.07332,86.09648
SM(d22:6/18:4)+H,769.52787,586.46183,710.45433,568.45117,310.252845,256.205885,184.07332,86.09648
SM(d22:6/19:0)+H,791.60617,608.54013,732.53263,590.52947,310.252845,278.284185,184.07332,86.09648
SM(d22:6/20:0)+H,805.62177,622.55573,746.54823,604.54507,310.252845,292.299785,184.07332,86.09648
SM(d22:6/20:1)+H,803.60617,620.54013,744.53263,602.52947,310.252845,290.284185,184.07332,86.09648
SM(d22:6/20:2)+H,801.59047,618.52443,742.51693,600.51377,310.252845,288.268485,184.07332,86.09648
SM(d22:6/20:3)+H,799.57487,616.50883,740.50133,598.49817,310.252845,286.252885,184.07332,86.09648
SM(d22:6/20:4)+H,797.55917,614.49313,738.48563,596.48247,310.252845,284.237185,184.07332,86.09648
SM(d22:6/20:5)+H,795.54357,612.47753,736.47003,594.46687,310.252845,282.221585,184.07332,86.09648
SM(d22:6/21:0)+H,819.63747,636.57143,760.56393,618.56077,310.252845,306.315485,184.07332,86.09648
SM(d22:6/22:0)+H,833.65307,650.58703,774.57953,632.57637,310.252845,320.331085,184.07332,86.09648
SM(d22:6/22:1)+H,831.63747,648.57143,772.56393,630.56077,310.252845,318.315485,184.07332,86.09648
SM(d22:6/22:2)+H,829.62177,646.55573,770.54823,628.54507,310.252845,316.299785,184.07332,86.09648
SM(d22:6/22:3)+H,827.60617,644.54013,768.53263,626.52947,310.252845,314.284185,184.07332,86.09648
SM(d22:6/22:4)+H,825.59047,642.52443,766.51693,624.51377,310.252845,312.268485,184.07332,86.09648
SM(d22:6/22:5)+H,823.57487,640.50883,764.50133,622.49817,310.252845,310.252885,184.07332,86.09648
SM(d22:6/22:6)+H,821.55917,638.49313,762.48563,620.48247,310.252845,308.237185,184.07332,86.09648
SM(d22:6/23:0)+H,847.66877,664.60273,788.59523,646.59207,310.252845,334.346785,184.07332,86.09648
SM(d22:6/24:0)+H,861.68437,678.61833,802.61083,660.60767,310.252845,348.362385,184.07332,86.09648
SM(d22:6/24:1)+H,859.66877,676.60273,800.59523,658.59207,310.252845,346.346785,184.07332,86.09648
SM(d22:6/25:0)+H,875.70007,692.63403,816.62653,674.62337,310.252845,362.378085,184.07332,86.09648
SM(d22:6/26:0)+H,889.71567,706.64963,830.64213,688.63897,310.252845,376.393685,184.07332,86.09648
SM(d22:6/8:0)+H,637.43397,454.36793,578.36043,436.35727,310.252845,124.111985,184.07332,86.09648
SM(d23:0/10:0)+H,691.57487,508.50883,632.50133,490.49817,336.362445,152.143285,184.07332,86.09648
SM(d23:0/12:0)+H,719.60617,536.54013,660.53263,518.52947,336.362445,180.174585,184.07332,86.09648
SM(d23:0/13:0)+H,733.62187,550.55583,674.54833,532.54517,336.362445,194.190285,184.07332,86.09648
SM(d23:0/14:0)+H,747.63747,564.57143,688.56393,546.56077,336.362445,208.205885,184.07332,86.09648
SM(d23:0/14:1)+H,745.62187,562.55583,686.54833,544.54517,336.362445,206.190285,184.07332,86.09648
SM(d23:0/15:0)+H,761.65317,578.58713,702.57963,560.57647,336.362445,222.221585,184.07332,86.09648
SM(d23:0/15:1)+H,759.63747,576.57143,700.56393,558.56077,336.362445,220.205885,184.07332,86.09648
SM(d23:0/16:0)+H,775.66877,592.60273,716.59523,574.59207,336.362445,236.237185,184.07332,86.09648
SM(d23:0/16:1)+H,773.65317,590.58713,714.57963,572.57647,336.362445,234.221585,184.07332,86.09648
SM(d23:0/17:0)+H,789.68447,606.61843,730.61093,588.60777,336.362445,250.252885,184.07332,86.09648
SM(d23:0/17:1)+H,787.66877,604.60273,728.59523,586.59207,336.362445,248.237185,184.07332,86.09648
SM(d23:0/17:2)+H,785.65317,602.58713,726.57963,584.57647,336.362445,246.221585,184.07332,86.09648
SM(d23:0/18:0)+H,803.70007,620.63403,744.62653,602.62337,336.362445,264.268485,184.07332,86.09648
SM(d23:0/18:1)+H,801.68447,618.61843,742.61093,600.60777,336.362445,262.252885,184.07332,86.09648
SM(d23:0/18:2)+H,799.66877,616.60273,740.59523,598.59207,336.362445,260.237185,184.07332,86.09648
SM(d23:0/18:3)+H,797.65317,614.58713,738.57963,596.57647,336.362445,258.221585,184.07332,86.09648
SM(d23:0/18:4)+H,795.63747,612.57143,736.56393,594.56077,336.362445,256.205885,184.07332,86.09648
SM(d23:0/19:0)+H,817.71577,634.64973,758.64223,616.63907,336.362445,278.284185,184.07332,86.09648
SM(d23:0/20:0)+H,831.73137,648.66533,772.65783,630.65467,336.362445,292.299785,184.07332,86.09648
SM(d23:0/20:1)+H,829.71577,646.64973,770.64223,628.63907,336.362445,290.284185,184.07332,86.09648
SM(d23:0/20:2)+H,827.70007,644.63403,768.62653,626.62337,336.362445,288.268485,184.07332,86.09648
SM(d23:0/20:3)+H,825.68447,642.61843,766.61093,624.60777,336.362445,286.252885,184.07332,86.09648
SM(d23:0/20:4)+H,823.66877,640.60273,764.59523,622.59207,336.362445,284.237185,184.07332,86.09648
SM(d23:0/20:5)+H,821.65317,638.58713,762.57963,620.57647,336.362445,282.221585,184.07332,86.09648
SM(d23:0/21:0)+H,845.74707,662.68103,786.67353,644.67037,336.362445,306.315485,184.07332,86.09648
SM(d23:0/22:0)+H,859.76267,676.69663,800.68913,658.68597,336.362445,320.331085,184.07332,86.09648
SM(d23:0/22:1)+H,857.74707,674.68103,798.67353,656.67037,336.362445,318.315485,184.07332,86.09648
SM(d23:0/22:2)+H,855.73137,672.66533,796.65783,654.65467,336.362445,316.299785,184.07332,86.09648
SM(d23:0/22:3)+H,853.71577,670.64973,794.64223,652.63907,336.362445,314.284185,184.07332,86.09648
SM(d23:0/22:4)+H,851.70007,668.63403,792.62653,650.62337,336.362445,312.268485,184.07332,86.09648
SM(d23:0/22:5)+H,849.68447,666.61843,790.61093,648.60777,336.362445,310.252885,184.07332,86.09648
SM(d23:0/22:6)+H,847.66877,664.60273,788.59523,646.59207,336.362445,308.237185,184.07332,86.09648
SM(d23:0/23:0)+H,873.77837,690.71233,814.70483,672.70167,336.362445,334.346785,184.07332,86.09648
SM(d23:0/24:0)+H,887.79397,704.72793,828.72043,686.71727,336.362445,348.362385,184.07332,86.09648
SM(d23:0/24:1)+H,885.77837,702.71233,826.70483,684.70167,336.362445,346.346785,184.07332,86.09648
SM(d23:0/25:0)+H,901.80967,718.74363,842.73613,700.73297,336.362445,362.378085,184.07332,86.09648
SM(d23:0/26:0)+H,915.82527,732.75923,856.75173,714.74857,336.362445,376.393685,184.07332,86.09648
SM(d23:0/8:0)+H,663.54357,480.47753,604.47003,462.46687,336.362445,124.111985,184.07332,86.09648
SM(d24:0/10:0)+H,705.59047,522.52443,646.51693,504.51377,350.378045,152.143285,184.07332,86.09648
SM(d24:0/12:0)+H,733.62177,550.55573,674.54823,532.54507,350.378045,180.174585,184.07332,86.09648
SM(d24:0/13:0)+H,747.63747,564.57143,688.56393,546.56077,350.378045,194.190285,184.07332,86.09648
