Cer-NP,[M+C2H3O2]-,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer-NP(t26:1/35:1)+C2H3O2,988.9272,928.9061,910.8955,892.8849,574.5558,562.5558,562.5558,544.5452,377.3414,519.5146,365.3414,518.5301,335.3308
Cer-NP(t26:1/36:0)+C2H3O2,1004.958,944.9374,926.9268,908.9163,590.5871,578.5871,578.5871,560.5765,377.3414,535.546,365.3414,534.5614,335.3308
Cer-NP(t26:1/36:1)+C2H3O2,1002.943,942.9218,924.9112,906.9006,588.5714,576.5714,576.5714,558.5609,377.3414,533.5303,365.3414,532.5457,335.3308
Cer-NP(t26:1/36:2)+C2H3O2,1000.927,940.9061,922.8955,904.8849,586.5558,574.5558,574.5558,556.5452,377.3414,531.5146,365.3414,530.5301,335.3308
Cer-NP(t26:1/38:0)+C2H3O2,1032.99,972.9687,954.9581,936.9476,618.6183,606.6183,606.6183,588.6078,377.3414,563.5773,365.3414,562.5927,335.3308
Cer-NP(t26:1/38:1)+C2H3O2,1030.974,970.9531,952.9424,934.9319,616.6027,604.6027,604.6027,586.5922,377.3414,561.5616,365.3414,560.577,335.3308
Cer-NP(t26:1/38:2)+C2H3O2,1028.958,968.9374,950.9268,932.9163,614.5871,602.5871,602.5871,584.5765,377.3414,559.546,365.3414,558.5614,335.3308
Cer-NP(t26:1/40:0)+C2H3O2,1061.021,1001,982.9894,964.9788,646.6497,634.6497,634.6497,616.6391,377.3414,591.6086,365.3414,590.624,335.3308
Cer-NP(t26:1/40:1)+C2H3O2,1059.005,998.9843,980.9738,962.9632,644.634,632.634,632.634,614.6235,377.3414,589.5929,365.3414,588.6083,335.3308
Cer-NP(t26:1/40:2)+C2H3O2,1056.99,996.9687,978.9581,960.9476,642.6183,630.6183,630.6183,612.6078,377.3414,587.5773,365.3414,586.5927,335.3308
Cer-NP(t26:1/42:0)+C2H3O2,1089.052,1029.031,1011.021,993.0101,674.681,662.681,662.681,644.6704,377.3414,619.6398,365.3414,618.6553,335.3308
Cer-NP(t26:1/42:1)+C2H3O2,1087.037,1027.016,1009.005,990.9945,672.6653,660.6653,660.6653,642.6547,377.3414,617.6242,365.3414,616.6396,335.3308
Cer-NP(t26:1/42:2)+C2H3O2,1085.021,1025,1006.989,988.9788,670.6497,658.6497,658.6497,640.6391,377.3414,615.6086,365.3414,614.624,335.3308
Cer-NP(t26:2/12:0)+C2H3O2,666.5673,606.5461,588.5356,570.525,254.2115,242.2115,242.2115,224.2009,375.3258,199.1704,363.3258,198.1858,333.3152
Cer-NP(t26:2/12:1)+C2H3O2,664.5516,604.5305,586.5199,568.5093,252.1958,240.1958,240.1958,222.1853,375.3258,197.1547,363.3258,196.1701,333.3152
Cer-NP(t26:2/13:0)+C2H3O2,680.5829,620.5618,602.5512,584.5406,268.2271,256.2271,256.2271,238.2166,375.3258,213.186,363.3258,212.2014,333.3152
Cer-NP(t26:2/13:1)+C2H3O2,678.5673,618.5461,600.5356,582.525,266.2115,254.2115,254.2115,236.2009,375.3258,211.1704,363.3258,210.1858,333.3152
Cer-NP(t26:2/14:0)+C2H3O2,694.5986,634.5775,616.5669,598.5563,282.2428,270.2428,270.2428,252.2322,375.3258,227.2017,363.3258,226.2171,333.3152
Cer-NP(t26:2/14:1)+C2H3O2,692.5829,632.5618,614.5512,596.5406,280.2271,268.2271,268.2271,250.2166,375.3258,225.186,363.3258,224.2014,333.3152
Cer-NP(t26:2/15:0)+C2H3O2,708.6142,648.5931,630.5825,612.572,296.2584,284.2584,284.2584,266.2479,375.3258,241.2173,363.3258,240.2327,333.3152
Cer-NP(t26:2/15:1)+C2H3O2,706.5986,646.5775,628.5669,610.5563,294.2428,282.2428,282.2428,264.2322,375.3258,239.2017,363.3258,238.2171,333.3152
Cer-NP(t26:2/16:0)+C2H3O2,722.6299,662.6088,644.5981,626.5876,310.2741,298.2741,298.2741,280.2635,375.3258,255.233,363.3258,254.2484,333.3152
Cer-NP(t26:2/16:1)+C2H3O2,720.6142,660.5931,642.5825,624.572,308.2584,296.2584,296.2584,278.2479,375.3258,253.2173,363.3258,252.2327,333.3152
Cer-NP(t26:2/16:2)+C2H3O2,718.5986,658.5775,640.5669,622.5563,306.2428,294.2428,294.2428,276.2322,375.3258,251.2017,363.3258,250.2171,333.3152
Cer-NP(t26:2/17:0)+C2H3O2,736.6455,676.6244,658.6138,640.6033,324.2897,312.2897,312.2897,294.2791,375.3258,269.2486,363.3258,268.264,333.3152
Cer-NP(t26:2/18:0)+C2H3O2,750.6612,690.64,672.6295,654.6189,338.3054,326.3054,326.3054,308.2948,375.3258,283.2643,363.3258,282.2797,333.3152
Cer-NP(t26:2/18:1)+C2H3O2,748.6455,688.6244,670.6138,652.6033,336.2897,324.2897,324.2897,306.2791,375.3258,281.2486,363.3258,280.264,333.3152
Cer-NP(t26:2/18:2)+C2H3O2,746.6299,686.6088,668.5981,650.5876,334.2741,322.2741,322.2741,304.2635,375.3258,279.233,363.3258,278.2484,333.3152
Cer-NP(t26:2/19:0)+C2H3O2,764.6768,704.6557,686.6451,668.6345,352.321,340.321,340.321,322.3105,375.3258,297.2799,363.3258,296.2953,333.3152
Cer-NP(t26:2/19:1)+C2H3O2,762.6612,702.64,684.6295,666.6189,350.3054,338.3054,338.3054,320.2948,375.3258,295.2643,363.3258,294.2797,333.3152
Cer-NP(t26:2/20:0)+C2H3O2,778.6924,718.6713,700.6608,682.6502,366.3367,354.3367,354.3367,336.3261,375.3258,311.2956,363.3258,310.311,333.3152
Cer-NP(t26:2/20:1)+C2H3O2,776.6768,716.6557,698.6451,680.6345,364.321,352.321,352.321,334.3105,375.3258,309.2799,363.3258,308.2953,333.3152
Cer-NP(t26:2/20:2)+C2H3O2,774.6612,714.64,696.6295,678.6189,362.3054,350.3054,350.3054,332.2948,375.3258,307.2643,363.3258,306.2797,333.3152
Cer-NP(t26:2/21:0)+C2H3O2,792.7081,732.687,714.6764,696.6658,380.3523,368.3523,368.3523,350.3417,375.3258,325.3112,363.3258,324.3266,333.3152
Cer-NP(t26:2/21:1)+C2H3O2,790.6924,730.6713,712.6608,694.6502,378.3367,366.3367,366.3367,348.3261,375.3258,323.2956,363.3258,322.311,333.3152
Cer-NP(t26:2/22:0)+C2H3O2,806.7238,746.7026,728.6921,710.6815,394.368,382.368,382.368,364.3574,375.3258,339.3269,363.3258,338.3423,333.3152
Cer-NP(t26:2/22:1)+C2H3O2,804.7081,744.687,726.6764,708.6658,392.3523,380.3523,380.3523,362.3417,375.3258,337.3112,363.3258,336.3266,333.3152
Cer-NP(t26:2/22:2)+C2H3O2,802.6924,742.6713,724.6608,706.6502,390.3367,378.3367,378.3367,360.3261,375.3258,335.2956,363.3258,334.311,333.3152
Cer-NP(t26:2/23:0)+C2H3O2,820.7394,760.7183,742.7077,724.6971,408.3836,396.3836,396.3836,378.373,375.3258,353.3425,363.3258,352.3579,333.3152
Cer-NP(t26:2/23:1)+C2H3O2,818.7238,758.7026,740.6921,722.6815,406.368,394.368,394.368,376.3574,375.3258,351.3269,363.3258,350.3423,333.3152
Cer-NP(t26:2/24:0)+C2H3O2,834.7551,774.7339,756.7234,738.7128,422.3993,410.3993,410.3993,392.3887,375.3258,367.3582,363.3258,366.3736,333.3152
Cer-NP(t26:2/24:1)+C2H3O2,832.7394,772.7183,754.7077,736.6971,420.3836,408.3836,408.3836,390.373,375.3258,365.3425,363.3258,364.3579,333.3152
Cer-NP(t26:2/24:2)+C2H3O2,830.7238,770.7026,752.6921,734.6815,418.368,406.368,406.368,388.3574,375.3258,363.3269,363.3258,362.3423,333.3152
Cer-NP(t26:2/25:0)+C2H3O2,848.7707,788.7496,770.739,752.7285,436.4149,424.4149,424.4149,406.4044,375.3258,381.3738,363.3258,380.3893,333.3152
Cer-NP(t26:2/25:1)+C2H3O2,846.7551,786.7339,768.7234,750.7128,434.3993,422.3993,422.3993,404.3887,375.3258,379.3582,363.3258,378.3736,333.3152
Cer-NP(t26:2/26:0)+C2H3O2,862.7864,802.7653,784.7547,766.7441,450.4306,438.4306,438.4306,420.42,375.3258,395.3895,363.3258,394.4049,333.3152
Cer-NP(t26:2/26:1)+C2H3O2,860.7707,800.7496,782.739,764.7285,448.4149,436.4149,436.4149,418.4044,375.3258,393.3738,363.3258,392.3893,333.3152
Cer-NP(t26:2/26:2)+C2H3O2,858.7551,798.7339,780.7234,762.7128,446.3993,434.3993,434.3993,416.3887,375.3258,391.3582,363.3258,390.3736,333.3152
Cer-NP(t26:2/27:0)+C2H3O2,876.802,816.7809,798.7703,780.7598,464.4462,452.4462,452.4462,434.4356,375.3258,409.4051,363.3258,408.4205,333.3152
Cer-NP(t26:2/27:1)+C2H3O2,874.7864,814.7653,796.7547,778.7441,462.4306,450.4306,450.4306,432.42,375.3258,407.3895,363.3258,406.4049,333.3152
Cer-NP(t26:2/28:0)+C2H3O2,890.8177,830.7966,812.7859,794.7754,478.4619,466.4619,466.4619,448.4513,375.3258,423.4207,363.3258,422.4362,333.3152
Cer-NP(t26:2/28:1)+C2H3O2,888.802,828.7809,810.7703,792.7598,476.4462,464.4462,464.4462,446.4356,375.3258,421.4051,363.3258,420.4205,333.3152
Cer-NP(t26:2/28:2)+C2H3O2,886.7864,826.7653,808.7547,790.7441,474.4306,462.4306,462.4306,444.42,375.3258,419.3895,363.3258,418.4049,333.3152
Cer-NP(t26:2/29:0)+C2H3O2,904.8333,844.8122,826.8016,808.7911,492.4775,480.4775,480.4775,462.4669,375.3258,437.4364,363.3258,436.4518,333.3152
Cer-NP(t26:2/29:1)+C2H3O2,902.8177,842.7966,824.7859,806.7754,490.4619,478.4619,478.4619,460.4513,375.3258,435.4207,363.3258,434.4362,333.3152
Cer-NP(t26:2/30:0)+C2H3O2,918.849,858.8278,840.8173,822.8067,506.4932,494.4932,494.4932,476.4826,375.3258,451.4521,363.3258,450.4675,333.3152
Cer-NP(t26:2/30:1)+C2H3O2,916.8333,856.8122,838.8016,820.7911,504.4775,492.4775,492.4775,474.4669,375.3258,449.4364,363.3258,448.4518,333.3152
Cer-NP(t26:2/30:2)+C2H3O2,914.8177,854.7966,836.7859,818.7754,502.4619,490.4619,490.4619,472.4513,375.3258,447.4207,363.3258,446.4362,333.3152
Cer-NP(t26:2/31:0)+C2H3O2,932.8646,872.8435,854.8329,836.8223,520.5089,508.5088,508.5088,490.4983,375.3258,465.4677,363.3258,464.4832,333.3152
Cer-NP(t26:2/31:1)+C2H3O2,930.849,870.8278,852.8173,834.8067,518.4932,506.4932,506.4932,488.4826,375.3258,463.4521,363.3258,462.4675,333.3152
Cer-NP(t26:2/32:0)+C2H3O2,946.8802,886.8591,868.8486,850.838,534.5245,522.5245,522.5245,504.5139,375.3258,479.4834,363.3258,478.4988,333.3152
Cer-NP(t26:2/32:1)+C2H3O2,944.8646,884.8435,866.8329,848.8223,532.5089,520.5089,520.5089,502.4983,375.3258,477.4677,363.3258,476.4832,333.3152
Cer-NP(t26:2/32:2)+C2H3O2,942.849,882.8278,864.8173,846.8067,530.4932,518.4932,518.4932,500.4826,375.3258,475.4521,363.3258,474.4675,333.3152
Cer-NP(t26:2/33:0)+C2H3O2,960.8959,900.8748,882.8642,864.8536,548.5401,536.5401,536.5401,518.5295,375.3258,493.499,363.3258,492.5144,333.3152
Cer-NP(t26:2/33:1)+C2H3O2,958.8802,898.8591,880.8486,862.838,546.5245,534.5245,534.5245,516.5139,375.3258,491.4834,363.3258,490.4988,333.3152
Cer-NP(t26:2/34:0)+C2H3O2,974.9116,914.8904,896.8799,878.8693,562.5558,550.5558,550.5558,532.5452,375.3258,507.5146,363.3258,506.5301,333.3152
Cer-NP(t26:2/34:1)+C2H3O2,972.8959,912.8748,894.8642,876.8536,560.5401,548.5401,548.5401,530.5295,375.3258,505.499,363.3258,504.5144,333.3152
Cer-NP(t26:2/34:2)+C2H3O2,970.8802,910.8591,892.8486,874.838,558.5245,546.5245,546.5245,528.5139,375.3258,503.4834,363.3258,502.4988,333.3152
Cer-NP(t26:2/35:0)+C2H3O2,988.9272,928.9061,910.8955,892.8849,576.5714,564.5714,564.5714,546.5609,375.3258,521.5303,363.3258,520.5457,333.3152
Cer-NP(t26:2/35:1)+C2H3O2,986.9116,926.8904,908.8799,890.8693,574.5558,562.5558,562.5558,544.5452,375.3258,519.5146,363.3258,518.5301,333.3152
Cer-NP(t26:2/36:0)+C2H3O2,1002.943,942.9218,924.9112,906.9006,590.5871,578.5871,578.5871,560.5765,375.3258,535.546,363.3258,534.5614,333.3152
Cer-NP(t26:2/36:1)+C2H3O2,1000.927,940.9061,922.8955,904.8849,588.5714,576.5714,576.5714,558.5609,375.3258,533.5303,363.3258,532.5457,333.3152
Cer-NP(t26:2/36:2)+C2H3O2,998.9116,938.8904,920.8799,902.8693,586.5558,574.5558,574.5558,556.5452,375.3258,531.5146,363.3258,530.5301,333.3152
Cer-NP(t26:2/38:0)+C2H3O2,1030.974,970.9531,952.9424,934.9319,618.6183,606.6183,606.6183,588.6078,375.3258,563.5773,363.3258,562.5927,333.3152
Cer-NP(t26:2/38:1)+C2H3O2,1028.958,968.9374,950.9268,932.9163,616.6027,604.6027,604.6027,586.5922,375.3258,561.5616,363.3258,560.577,333.3152
Cer-NP(t26:2/38:2)+C2H3O2,1026.943,966.9218,948.9112,930.9006,614.5871,602.5871,602.5871,584.5765,375.3258,559.546,363.3258,558.5614,333.3152
Cer-NP(t26:2/40:0)+C2H3O2,1059.005,998.9843,980.9738,962.9632,646.6497,634.6497,634.6497,616.6391,375.3258,591.6086,363.3258,590.624,333.3152
Cer-NP(t26:2/40:1)+C2H3O2,1056.99,996.9687,978.9581,960.9476,644.634,632.634,632.634,614.6235,375.3258,589.5929,363.3258,588.6083,333.3152
Cer-NP(t26:2/40:2)+C2H3O2,1054.974,994.9531,976.9424,958.9319,642.6183,630.6183,630.6183,612.6078,375.3258,587.5773,363.3258,586.5927,333.3152
Cer-NP(t26:2/42:0)+C2H3O2,1087.037,1027.016,1009.005,990.9945,674.681,662.681,662.681,644.6704,375.3258,619.6398,363.3258,618.6553,333.3152
Cer-NP(t26:2/42:1)+C2H3O2,1085.021,1025,1006.989,988.9788,672.6653,660.6653,660.6653,642.6547,375.3258,617.6242,363.3258,616.6396,333.3152
Cer-NP(t26:2/42:2)+C2H3O2,1083.005,1022.984,1004.974,986.9632,670.6497,658.6497,658.6497,640.6391,375.3258,615.6086,363.3258,614.624,333.3152
Cer-NP(t27:0/12:0)+C2H3O2,684.6142,624.5931,606.5825,588.572,254.2115,242.2115,242.2115,224.2009,393.3727,199.1704,381.3727,198.1858,351.3622
Cer-NP(t27:0/12:1)+C2H3O2,682.5986,622.5775,604.5669,586.5563,252.1958,240.1958,240.1958,222.1853,393.3727,197.1547,381.3727,196.1701,351.3622
Cer-NP(t27:0/13:0)+C2H3O2,698.6299,638.6088,620.5981,602.5876,268.2271,256.2271,256.2271,238.2166,393.3727,213.186,381.3727,212.2014,351.3622
Cer-NP(t27:0/13:1)+C2H3O2,696.6142,636.5931,618.5825,600.572,266.2115,254.2115,254.2115,236.2009,393.3727,211.1704,381.3727,210.1858,351.3622
Cer-NP(t27:0/14:0)+C2H3O2,712.6455,652.6244,634.6138,616.6033,282.2428,270.2428,270.2428,252.2322,393.3727,227.2017,381.3727,226.2171,351.3622
Cer-NP(t27:0/14:1)+C2H3O2,710.6299,650.6088,632.5981,614.5876,280.2271,268.2271,268.2271,250.2166,393.3727,225.186,381.3727,224.2014,351.3622
Cer-NP(t27:0/15:0)+C2H3O2,726.6612,666.64,648.6295,630.6189,296.2584,284.2584,284.2584,266.2479,393.3727,241.2173,381.3727,240.2327,351.3622
Cer-NP(t27:0/15:1)+C2H3O2,724.6455,664.6244,646.6138,628.6033,294.2428,282.2428,282.2428,264.2322,393.3727,239.2017,381.3727,238.2171,351.3622
Cer-NP(t27:0/16:0)+C2H3O2,740.6768,680.6557,662.6451,644.6345,310.2741,298.2741,298.2741,280.2635,393.3727,255.233,381.3727,254.2484,351.3622
Cer-NP(t27:0/16:1)+C2H3O2,738.6612,678.64,660.6295,642.6189,308.2584,296.2584,296.2584,278.2479,393.3727,253.2173,381.3727,252.2327,351.3622
Cer-NP(t27:0/16:2)+C2H3O2,736.6455,676.6244,658.6138,640.6033,306.2428,294.2428,294.2428,276.2322,393.3727,251.2017,381.3727,250.2171,351.3622
Cer-NP(t27:0/17:0)+C2H3O2,754.6924,694.6713,676.6608,658.6502,324.2897,312.2897,312.2897,294.2791,393.3727,269.2486,381.3727,268.264,351.3622
Cer-NP(t27:0/18:0)+C2H3O2,768.7081,708.687,690.6764,672.6658,338.3054,326.3054,326.3054,308.2948,393.3727,283.2643,381.3727,282.2797,351.3622
Cer-NP(t27:0/18:1)+C2H3O2,766.6924,706.6713,688.6608,670.6502,336.2897,324.2897,324.2897,306.2791,393.3727,281.2486,381.3727,280.264,351.3622
Cer-NP(t27:0/18:2)+C2H3O2,764.6768,704.6557,686.6451,668.6345,334.2741,322.2741,322.2741,304.2635,393.3727,279.233,381.3727,278.2484,351.3622
Cer-NP(t27:0/19:0)+C2H3O2,782.7238,722.7026,704.6921,686.6815,352.321,340.321,340.321,322.3105,393.3727,297.2799,381.3727,296.2953,351.3622
Cer-NP(t27:0/19:1)+C2H3O2,780.7081,720.687,702.6764,684.6658,350.3054,338.3054,338.3054,320.2948,393.3727,295.2643,381.3727,294.2797,351.3622
Cer-NP(t27:0/20:0)+C2H3O2,796.7394,736.7183,718.7077,700.6971,366.3367,354.3367,354.3367,336.3261,393.3727,311.2956,381.3727,310.311,351.3622
Cer-NP(t27:0/20:1)+C2H3O2,794.7238,734.7026,716.6921,698.6815,364.321,352.321,352.321,334.3105,393.3727,309.2799,381.3727,308.2953,351.3622
Cer-NP(t27:0/20:2)+C2H3O2,792.7081,732.687,714.6764,696.6658,362.3054,350.3054,350.3054,332.2948,393.3727,307.2643,381.3727,306.2797,351.3622
Cer-NP(t27:0/21:0)+C2H3O2,810.7551,750.7339,732.7234,714.7128,380.3523,368.3523,368.3523,350.3417,393.3727,325.3112,381.3727,324.3266,351.3622
Cer-NP(t27:0/21:1)+C2H3O2,808.7394,748.7183,730.7077,712.6971,378.3367,366.3367,366.3367,348.3261,393.3727,323.2956,381.3727,322.311,351.3622
Cer-NP(t27:0/22:0)+C2H3O2,824.7707,764.7496,746.739,728.7285,394.368,382.368,382.368,364.3574,393.3727,339.3269,381.3727,338.3423,351.3622
Cer-NP(t27:0/22:1)+C2H3O2,822.7551,762.7339,744.7234,726.7128,392.3523,380.3523,380.3523,362.3417,393.3727,337.3112,381.3727,336.3266,351.3622
Cer-NP(t27:0/22:2)+C2H3O2,820.7394,760.7183,742.7077,724.6971,390.3367,378.3367,378.3367,360.3261,393.3727,335.2956,381.3727,334.311,351.3622
Cer-NP(t27:0/23:0)+C2H3O2,838.7864,778.7653,760.7547,742.7441,408.3836,396.3836,396.3836,378.373,393.3727,353.3425,381.3727,352.3579,351.3622
Cer-NP(t27:0/23:1)+C2H3O2,836.7707,776.7496,758.739,740.7285,406.368,394.368,394.368,376.3574,393.3727,351.3269,381.3727,350.3423,351.3622
Cer-NP(t27:0/24:0)+C2H3O2,852.802,792.7809,774.7703,756.7598,422.3993,410.3993,410.3993,392.3887,393.3727,367.3582,381.3727,366.3736,351.3622
Cer-NP(t27:0/24:1)+C2H3O2,850.7864,790.7653,772.7547,754.7441,420.3836,408.3836,408.3836,390.373,393.3727,365.3425,381.3727,364.3579,351.3622
Cer-NP(t27:0/24:2)+C2H3O2,848.7707,788.7496,770.739,752.7285,418.368,406.368,406.368,388.3574,393.3727,363.3269,381.3727,362.3423,351.3622
Cer-NP(t27:0/25:0)+C2H3O2,866.8177,806.7966,788.7859,770.7754,436.4149,424.4149,424.4149,406.4044,393.3727,381.3738,381.3727,380.3893,351.3622
Cer-NP(t27:0/25:1)+C2H3O2,864.802,804.7809,786.7703,768.7598,434.3993,422.3993,422.3993,404.3887,393.3727,379.3582,381.3727,378.3736,351.3622
Cer-NP(t27:0/26:0)+C2H3O2,880.8333,820.8122,802.8016,784.7911,450.4306,438.4306,438.4306,420.42,393.3727,395.3895,381.3727,394.4049,351.3622
Cer-NP(t27:0/26:1)+C2H3O2,878.8177,818.7966,800.7859,782.7754,448.4149,436.4149,436.4149,418.4044,393.3727,393.3738,381.3727,392.3893,351.3622
Cer-NP(t27:0/26:2)+C2H3O2,876.802,816.7809,798.7703,780.7598,446.3993,434.3993,434.3993,416.3887,393.3727,391.3582,381.3727,390.3736,351.3622
Cer-NP(t27:0/27:0)+C2H3O2,894.849,834.8278,816.8173,798.8067,464.4462,452.4462,452.4462,434.4356,393.3727,409.4051,381.3727,408.4205,351.3622
Cer-NP(t27:0/27:1)+C2H3O2,892.8333,832.8122,814.8016,796.7911,462.4306,450.4306,450.4306,432.42,393.3727,407.3895,381.3727,406.4049,351.3622
Cer-NP(t27:0/28:0)+C2H3O2,908.8646,848.8435,830.8329,812.8223,478.4619,466.4619,466.4619,448.4513,393.3727,423.4207,381.3727,422.4362,351.3622
Cer-NP(t27:0/28:1)+C2H3O2,906.849,846.8278,828.8173,810.8067,476.4462,464.4462,464.4462,446.4356,393.3727,421.4051,381.3727,420.4205,351.3622
Cer-NP(t27:0/28:2)+C2H3O2,904.8333,844.8122,826.8016,808.7911,474.4306,462.4306,462.4306,444.42,393.3727,419.3895,381.3727,418.4049,351.3622
Cer-NP(t27:0/29:0)+C2H3O2,922.8802,862.8591,844.8486,826.838,492.4775,480.4775,480.4775,462.4669,393.3727,437.4364,381.3727,436.4518,351.3622
Cer-NP(t27:0/29:1)+C2H3O2,920.8646,860.8435,842.8329,824.8223,490.4619,478.4619,478.4619,460.4513,393.3727,435.4207,381.3727,434.4362,351.3622
Cer-NP(t27:0/30:0)+C2H3O2,936.8959,876.8748,858.8642,840.8536,506.4932,494.4932,494.4932,476.4826,393.3727,451.4521,381.3727,450.4675,351.3622
Cer-NP(t27:0/30:1)+C2H3O2,934.8802,874.8591,856.8486,838.838,504.4775,492.4775,492.4775,474.4669,393.3727,449.4364,381.3727,448.4518,351.3622
Cer-NP(t27:0/30:2)+C2H3O2,932.8646,872.8435,854.8329,836.8223,502.4619,490.4619,490.4619,472.4513,393.3727,447.4207,381.3727,446.4362,351.3622
Cer-NP(t27:0/31:0)+C2H3O2,950.9116,890.8904,872.8799,854.8693,520.5089,508.5088,508.5088,490.4983,393.3727,465.4677,381.3727,464.4832,351.3622
Cer-NP(t27:0/31:1)+C2H3O2,948.8959,888.8748,870.8642,852.8536,518.4932,506.4932,506.4932,488.4826,393.3727,463.4521,381.3727,462.4675,351.3622
Cer-NP(t27:0/32:0)+C2H3O2,964.9272,904.9061,886.8955,868.8849,534.5245,522.5245,522.5245,504.5139,393.3727,479.4834,381.3727,478.4988,351.3622
Cer-NP(t27:0/32:1)+C2H3O2,962.9116,902.8904,884.8799,866.8693,532.5089,520.5089,520.5089,502.4983,393.3727,477.4677,381.3727,476.4832,351.3622
Cer-NP(t27:0/32:2)+C2H3O2,960.8959,900.8748,882.8642,864.8536,530.4932,518.4932,518.4932,500.4826,393.3727,475.4521,381.3727,474.4675,351.3622
Cer-NP(t27:0/33:0)+C2H3O2,978.9429,918.9218,900.9112,882.9006,548.5401,536.5401,536.5401,518.5295,393.3727,493.499,381.3727,492.5144,351.3622
Cer-NP(t27:0/33:1)+C2H3O2,976.9272,916.9061,898.8955,880.8849,546.5245,534.5245,534.5245,516.5139,393.3727,491.4834,381.3727,490.4988,351.3622
Cer-NP(t27:0/34:0)+C2H3O2,992.9585,932.9374,914.9268,896.9163,562.5558,550.5558,550.5558,532.5452,393.3727,507.5146,381.3727,506.5301,351.3622
Cer-NP(t27:0/34:1)+C2H3O2,990.9429,930.9218,912.9112,894.9006,560.5401,548.5401,548.5401,530.5295,393.3727,505.499,381.3727,504.5144,351.3622
Cer-NP(t27:0/34:2)+C2H3O2,988.9272,928.9061,910.8955,892.8849,558.5245,546.5245,546.5245,528.5139,393.3727,503.4834,381.3727,502.4988,351.3622
Cer-NP(t27:0/35:0)+C2H3O2,1006.974,946.9531,928.9424,910.9319,576.5714,564.5714,564.5714,546.5609,393.3727,521.5303,381.3727,520.5457,351.3622
Cer-NP(t27:0/35:1)+C2H3O2,1004.958,944.9374,926.9268,908.9163,574.5558,562.5558,562.5558,544.5452,393.3727,519.5146,381.3727,518.5301,351.3622
Cer-NP(t27:0/36:0)+C2H3O2,1020.99,960.9687,942.9581,924.9476,590.5871,578.5871,578.5871,560.5765,393.3727,535.546,381.3727,534.5614,351.3622
Cer-NP(t27:0/36:1)+C2H3O2,1018.974,958.9531,940.9424,922.9319,588.5714,576.5714,576.5714,558.5609,393.3727,533.5303,381.3727,532.5457,351.3622
Cer-NP(t27:0/36:2)+C2H3O2,1016.958,956.9374,938.9268,920.9163,586.5558,574.5558,574.5558,556.5452,393.3727,531.5146,381.3727,530.5301,351.3622
Cer-NP(t27:0/38:0)+C2H3O2,1049.021,989,970.9894,952.9788,618.6183,606.6183,606.6183,588.6078,393.3727,563.5773,381.3727,562.5927,351.3622
Cer-NP(t27:0/38:1)+C2H3O2,1047.005,986.9843,968.9738,950.9632,616.6027,604.6027,604.6027,586.5922,393.3727,561.5616,381.3727,560.577,351.3622
Cer-NP(t27:0/38:2)+C2H3O2,1044.99,984.9687,966.9581,948.9476,614.5871,602.5871,602.5871,584.5765,393.3727,559.546,381.3727,558.5614,351.3622
Cer-NP(t27:0/40:0)+C2H3O2,1077.052,1017.031,999.0207,981.0101,646.6497,634.6497,634.6497,616.6391,393.3727,591.6086,381.3727,590.624,351.3622
Cer-NP(t27:0/40:1)+C2H3O2,1075.037,1015.016,997.0051,978.9945,644.634,632.634,632.634,614.6235,393.3727,589.5929,381.3727,588.6083,351.3622
Cer-NP(t27:0/40:2)+C2H3O2,1073.021,1013,994.9894,976.9788,642.6183,630.6183,630.6183,612.6078,393.3727,587.5773,381.3727,586.5927,351.3622
Cer-NP(t27:0/42:0)+C2H3O2,1105.084,1045.063,1027.052,1009.041,674.681,662.681,662.681,644.6704,393.3727,619.6398,381.3727,618.6553,351.3622
Cer-NP(t27:0/42:1)+C2H3O2,1103.068,1043.047,1025.036,1007.026,672.6653,660.6653,660.6653,642.6547,393.3727,617.6242,381.3727,616.6396,351.3622
Cer-NP(t27:0/42:2)+C2H3O2,1101.052,1041.031,1023.021,1005.01,670.6497,658.6497,658.6497,640.6391,393.3727,615.6086,381.3727,614.624,351.3622
Cer-NP(t27:1/12:0)+C2H3O2,682.5986,622.5775,604.5669,586.5563,254.2115,242.2115,242.2115,224.2009,391.3571,199.1704,379.3571,198.1858,349.3465
Cer-NP(t27:1/12:1)+C2H3O2,680.5829,620.5618,602.5512,584.5406,252.1958,240.1958,240.1958,222.1853,391.3571,197.1547,379.3571,196.1701,349.3465
Cer-NP(t27:1/13:0)+C2H3O2,696.6142,636.5931,618.5825,600.572,268.2271,256.2271,256.2271,238.2166,391.3571,213.186,379.3571,212.2014,349.3465
Cer-NP(t27:1/13:1)+C2H3O2,694.5986,634.5775,616.5669,598.5563,266.2115,254.2115,254.2115,236.2009,391.3571,211.1704,379.3571,210.1858,349.3465
Cer-NP(t27:1/14:0)+C2H3O2,710.6299,650.6088,632.5981,614.5876,282.2428,270.2428,270.2428,252.2322,391.3571,227.2017,379.3571,226.2171,349.3465
