OxPC,[M+H]+,M+H-PC,M+H-R1COOH,M+H-R2COOH,M+H-R1CO,M+H-R2CO,PC_head
OxPC(20:2_24:1(OO)),928.7002,745.63414,620.42865,530.36053,638.43923,548.37111,184.07332
OxPC(20:2_14:1(OOO)),804.53862,621.47256,496.26707,530.36053,514.27765,548.37111,184.07332
OxPC(20:2_15:1(OOO)),818.55422,635.48816,510.28267,530.36053,528.29325,548.37111,184.07332
OxPC(20:2_16:1(OOO)),832.56992,649.50386,524.29837,530.36053,542.30895,548.37111,184.07332
OxPC(20:2_17:1(OOO)),846.58552,663.51946,538.31397,530.36053,556.32455,548.37111,184.07332
OxPC(20:2_17:2(OOO)),844.56992,661.50386,536.29837,530.36053,554.30895,548.37111,184.07332
OxPC(20:2_18:1(OOO)),860.60122,677.53516,552.32967,530.36053,570.34025,548.37111,184.07332
OxPC(20:2_18:2(OOO)),858.58552,675.51946,550.31397,530.36053,568.32455,548.37111,184.07332
OxPC(20:2_18:3(OOO)),856.56992,673.50386,548.29837,530.36053,566.30895,548.37111,184.07332
OxPC(20:2_18:4(OOO)),854.55422,671.48816,546.28267,530.36053,564.29325,548.37111,184.07332
OxPC(20:2_20:1(OOO)),888.63252,705.56646,580.36097,530.36053,598.37155,548.37111,184.07332
OxPC(20:2_20:2(OOO)),886.61682,703.55076,578.34527,530.36053,596.35585,548.37111,184.07332
OxPC(20:2_20:3(OOO)),884.60122,701.53516,576.32967,530.36053,594.34025,548.37111,184.07332
OxPC(20:2_20:4(OOO)),882.58552,699.51946,574.31397,530.36053,592.32455,548.37111,184.07332
OxPC(20:2_20:5(OOO)),880.56992,697.50386,572.29837,530.36053,590.30895,548.37111,184.07332
OxPC(20:2_22:1(OOO)),916.66382,733.59776,608.39227,530.36053,626.40285,548.37111,184.07332
OxPC(20:2_22:2(OOO)),914.64812,731.58206,606.37657,530.36053,624.38715,548.37111,184.07332
OxPC(20:2_22:3(OOO)),912.63252,729.56646,604.36097,530.36053,622.37155,548.37111,184.07332
OxPC(20:2_22:4(OOO)),910.61682,727.55076,602.34527,530.36053,620.35585,548.37111,184.07332
OxPC(20:2_22:5(OOO)),908.60122,725.53516,600.32967,530.36053,618.34025,548.37111,184.07332
OxPC(20:2_22:6(OOO)),906.58552,723.51946,598.31397,530.36053,616.32455,548.37111,184.07332
OxPC(20:2_24:1(OOO)),944.69512,761.62906,636.42357,530.36053,654.43415,548.37111,184.07332
OxPC(20:2_14:1(OOOO)),820.53354,637.46748,512.26199,530.36053,530.27257,548.37111,184.07332
OxPC(20:2_15:1(OOOO)),834.54914,651.48308,526.27759,530.36053,544.28817,548.37111,184.07332
OxPC(20:2_16:1(OOOO)),848.56484,665.49878,540.29329,530.36053,558.30387,548.37111,184.07332
OxPC(20:2_17:1(OOOO)),862.58044,679.51438,554.30889,530.36053,572.31947,548.37111,184.07332
OxPC(20:2_17:2(OOOO)),860.56484,677.49878,552.29329,530.36053,570.30387,548.37111,184.07332
OxPC(20:2_18:1(OOOO)),876.59614,693.53008,568.32459,530.36053,586.33517,548.37111,184.07332
OxPC(20:2_18:2(OOOO)),874.58044,691.51438,566.30889,530.36053,584.31947,548.37111,184.07332
OxPC(20:2_18:3(OOOO)),872.56484,689.49878,564.29329,530.36053,582.30387,548.37111,184.07332
OxPC(20:2_18:4(OOOO)),870.54914,687.48308,562.27759,530.36053,580.28817,548.37111,184.07332
OxPC(20:2_20:1(OOOO)),904.62744,721.56138,596.35589,530.36053,614.36647,548.37111,184.07332
OxPC(20:2_20:2(OOOO)),902.61174,719.54568,594.34019,530.36053,612.35077,548.37111,184.07332
OxPC(20:2_20:3(OOOO)),900.59614,717.53008,592.32459,530.36053,610.33517,548.37111,184.07332
OxPC(20:2_20:4(OOOO)),898.58044,715.51438,590.30889,530.36053,608.31947,548.37111,184.07332
OxPC(20:2_20:5(OOOO)),896.56484,713.49878,588.29329,530.36053,606.30387,548.37111,184.07332
OxPC(20:2_22:1(OOOO)),932.65874,749.59268,624.38719,530.36053,642.39777,548.37111,184.07332
OxPC(20:2_22:2(OOOO)),930.64304,747.57698,622.37149,530.36053,640.38207,548.37111,184.07332
OxPC(20:2_22:3(OOOO)),928.62744,745.56138,620.35589,530.36053,638.36647,548.37111,184.07332
OxPC(20:2_22:4(OOOO)),926.61174,743.54568,618.34019,530.36053,636.35077,548.37111,184.07332
OxPC(20:2_22:5(OOOO)),924.59614,741.53008,616.32459,530.36053,634.33517,548.37111,184.07332
OxPC(20:2_22:6(OOOO)),922.58044,739.51438,614.30889,530.36053,632.31947,548.37111,184.07332
OxPC(20:2_24:1(OOOO)),960.69004,777.62398,652.41849,530.36053,670.42907,548.37111,184.07332
OxPC(20:2_14:1(Ke)),770.53312,587.46706,462.26157,530.36053,480.27215,548.37111,184.07332
OxPC(20:2_15:1(Ke)),784.54872,601.48266,476.27717,530.36053,494.28775,548.37111,184.07332
OxPC(20:2_16:1(Ke)),798.56442,615.49836,490.29287,530.36053,508.30345,548.37111,184.07332
OxPC(20:2_17:1(Ke)),812.58002,629.51396,504.30847,530.36053,522.31905,548.37111,184.07332
OxPC(20:2_17:2(Ke)),810.56442,627.49836,502.29287,530.36053,520.30345,548.37111,184.07332
OxPC(20:2_18:1(Ke)),826.59572,643.52966,518.32417,530.36053,536.33475,548.37111,184.07332
OxPC(20:2_18:2(Ke)),824.58002,641.51396,516.30847,530.36053,534.31905,548.37111,184.07332
OxPC(20:2_18:3(Ke)),822.56442,639.49836,514.29287,530.36053,532.30345,548.37111,184.07332
OxPC(20:2_18:4(Ke)),820.54872,637.48266,512.27717,530.36053,530.28775,548.37111,184.07332
OxPC(20:2_20:1(Ke)),854.62702,671.56096,546.35547,530.36053,564.36605,548.37111,184.07332
OxPC(20:2_20:2(Ke)),852.61132,669.54526,544.33977,530.36053,562.35035,548.37111,184.07332
OxPC(20:2_20:3(Ke)),850.59572,667.52966,542.32417,530.36053,560.33475,548.37111,184.07332
OxPC(20:2_20:5(Ke)),846.56442,663.49836,538.29287,530.36053,556.30345,548.37111,184.07332
OxPC(20:2_22:1(Ke)),882.65832,699.59226,574.38677,530.36053,592.39735,548.37111,184.07332
OxPC(20:2_22:2(Ke)),880.64262,697.57656,572.37107,530.36053,590.38165,548.37111,184.07332
OxPC(20:2_22:3(Ke)),878.62702,695.56096,570.35547,530.36053,588.36605,548.37111,184.07332
OxPC(20:2_22:4(Ke)),876.61132,693.54526,568.33977,530.36053,586.35035,548.37111,184.07332
OxPC(20:2_22:5(Ke)),874.59572,691.52966,566.32417,530.36053,584.33475,548.37111,184.07332
OxPC(20:2_22:6(Ke)),872.58002,689.51396,564.30847,530.36053,582.31905,548.37111,184.07332
OxPC(20:2_24:1(Ke)),910.68962,727.62356,602.41807,530.36053,620.42865,548.37111,184.07332
"OxPC(20:2_14:1(Ke,OH))",786.52804,603.46198,478.25649,530.36053,496.26707,548.37111,184.07332
"OxPC(20:2_15:1(Ke,OH))",800.54364,617.47758,492.27209,530.36053,510.28267,548.37111,184.07332
"OxPC(20:2_16:1(Ke,OH))",814.55934,631.49328,506.28779,530.36053,524.29837,548.37111,184.07332
"OxPC(20:2_17:1(Ke,OH))",828.57494,645.50888,520.30339,530.36053,538.31397,548.37111,184.07332
"OxPC(20:2_17:2(Ke,OH))",826.55934,643.49328,518.28779,530.36053,536.29837,548.37111,184.07332
"OxPC(20:2_18:1(Ke,OH))",842.59064,659.52458,534.31909,530.36053,552.32967,548.37111,184.07332
"OxPC(20:2_18:2(Ke,OH))",840.57494,657.50888,532.30339,530.36053,550.31397,548.37111,184.07332
"OxPC(20:2_18:3(Ke,OH))",838.55934,655.49328,530.28779,530.36053,548.29837,548.37111,184.07332
"OxPC(20:2_18:4(Ke,OH))",836.54364,653.47758,528.27209,530.36053,546.28267,548.37111,184.07332
"OxPC(20:2_20:1(Ke,OH))",870.62194,687.55588,562.35039,530.36053,580.36097,548.37111,184.07332
"OxPC(20:2_20:2(Ke,OH))",868.60624,685.54018,560.33469,530.36053,578.34527,548.37111,184.07332
"OxPC(20:2_20:3(Ke,OH))",866.59064,683.52458,558.31909,530.36053,576.32967,548.37111,184.07332
"OxPC(20:2_20:4(Ke,OH))",864.57494,681.50888,556.30339,530.36053,574.31397,548.37111,184.07332
"OxPC(20:2_20:5(Ke,OH))",862.55934,679.49328,554.28779,530.36053,572.29837,548.37111,184.07332
"OxPC(20:2_22:1(Ke,OH))",898.65324,715.58718,590.38169,530.36053,608.39227,548.37111,184.07332
"OxPC(20:2_22:2(Ke,OH))",896.63754,713.57148,588.36599,530.36053,606.37657,548.37111,184.07332
"OxPC(20:2_22:3(Ke,OH))",894.62194,711.55588,586.35039,530.36053,604.36097,548.37111,184.07332
"OxPC(20:2_22:4(Ke,OH))",892.60624,709.54018,584.33469,530.36053,602.34527,548.37111,184.07332
"OxPC(20:2_22:5(Ke,OH))",890.59064,707.52458,582.31909,530.36053,600.32967,548.37111,184.07332
"OxPC(20:2_22:6(Ke,OH))",888.57494,705.50888,580.30339,530.36053,598.31397,548.37111,184.07332
"OxPC(20:2_24:1(Ke,OH))",926.68454,743.61848,618.41299,530.36053,636.42357,548.37111,184.07332
OxPC(20:1_14:1(OH)),774.56443,591.49837,464.27723,532.37618,482.28781,550.38676,184.07332
OxPC(20:1_15:1(OH)),788.58003,605.51397,478.29283,532.37618,496.30341,550.38676,184.07332
OxPC(20:1_16:1(OH)),802.59573,619.52967,492.30853,532.37618,510.31911,550.38676,184.07332
OxPC(20:1_17:1(OH)),816.61133,633.54527,506.32413,532.37618,524.33471,550.38676,184.07332
OxPC(20:1_17:2(OH)),814.59573,631.52967,504.30853,532.37618,522.31911,550.38676,184.07332
OxPC(20:1_18:1(OH)),830.62703,647.56097,520.33983,532.37618,538.35041,550.38676,184.07332
OxPC(20:1_18:3(OH)),826.59573,643.52967,516.30853,532.37618,534.31911,550.38676,184.07332
OxPC(20:1_18:4(OH)),824.58003,641.51397,514.29283,532.37618,532.30341,550.38676,184.07332
OxPC(20:1_20:1(OH)),858.65833,675.59227,548.37113,532.37618,566.38171,550.38676,184.07332
OxPC(20:1_20:2(OH)),856.64263,673.57657,546.35543,532.37618,564.36601,550.38676,184.07332
OxPC(20:1_20:3(OH)),854.62703,671.56097,544.33983,532.37618,562.35041,550.38676,184.07332
OxPC(20:1_20:5(OH)),850.59573,667.52967,540.30853,532.37618,558.31911,550.38676,184.07332
OxPC(20:1_22:1(OH)),886.68963,703.62357,576.40243,532.37618,594.41301,550.38676,184.07332
OxPC(20:1_22:2(OH)),884.67393,701.60787,574.38673,532.37618,592.39731,550.38676,184.07332
OxPC(20:1_22:3(OH)),882.65833,699.59227,572.37113,532.37618,590.38171,550.38676,184.07332
OxPC(20:1_22:4(OH)),880.64263,697.57657,570.35543,532.37618,588.36601,550.38676,184.07332
OxPC(20:1_22:5(OH)),878.62703,695.56097,568.33983,532.37618,586.35041,550.38676,184.07332
OxPC(20:1_22:6(OH)),876.61133,693.54527,566.32413,532.37618,584.33471,550.38676,184.07332
OxPC(20:1_24:1(OH)),914.72093,731.65487,604.43373,532.37618,622.44431,550.38676,184.07332
OxPC(20:1_14:1(OO)),790.55935,607.49329,480.27215,532.37618,498.28273,550.38676,184.07332
OxPC(20:1_15:1(OO)),804.57495,621.50889,494.28775,532.37618,512.29833,550.38676,184.07332
OxPC(20:1_16:1(OO)),818.59065,635.52459,508.30345,532.37618,526.31403,550.38676,184.07332
OxPC(20:1_17:1(OO)),832.60625,649.54019,522.31905,532.37618,540.32963,550.38676,184.07332
OxPC(20:1_17:2(OO)),830.59065,647.52459,520.30345,532.37618,538.31403,550.38676,184.07332
OxPC(20:1_18:1(OO)),846.62195,663.55589,536.33475,532.37618,554.34533,550.38676,184.07332
OxPC(20:1_18:3(OO)),842.59065,659.52459,532.30345,532.37618,550.31403,550.38676,184.07332
OxPC(20:1_18:4(OO)),840.57495,657.50889,530.28775,532.37618,548.29833,550.38676,184.07332
OxPC(20:1_20:1(OO)),874.65325,691.58719,564.36605,532.37618,582.37663,550.38676,184.07332
OxPC(20:1_20:2(OO)),872.63755,689.57149,562.35035,532.37618,580.36093,550.38676,184.07332
OxPC(20:1_20:3(OO)),870.62195,687.55589,560.33475,532.37618,578.34533,550.38676,184.07332
OxPC(20:1_20:5(OO)),866.59065,683.52459,556.30345,532.37618,574.31403,550.38676,184.07332
OxPC(20:1_22:1(OO)),902.68455,719.61849,592.39735,532.37618,610.40793,550.38676,184.07332
OxPC(20:1_22:2(OO)),900.66885,717.60279,590.38165,532.37618,608.39223,550.38676,184.07332
OxPC(20:1_22:3(OO)),898.65325,715.58719,588.36605,532.37618,606.37663,550.38676,184.07332
OxPC(20:1_22:4(OO)),896.63755,713.57149,586.35035,532.37618,604.36093,550.38676,184.07332
OxPC(20:1_22:5(OO)),894.62195,711.55589,584.33475,532.37618,602.34533,550.38676,184.07332
OxPC(20:1_22:6(OO)),892.60625,709.54019,582.31905,532.37618,600.32963,550.38676,184.07332
OxPC(20:1_24:1(OO)),930.71585,747.64979,620.42865,532.37618,638.43923,550.38676,184.07332
OxPC(20:1_14:1(OOO)),806.55427,623.48821,496.26707,532.37618,514.27765,550.38676,184.07332
OxPC(20:1_15:1(OOO)),820.56987,637.50381,510.28267,532.37618,528.29325,550.38676,184.07332
OxPC(20:1_16:1(OOO)),834.58557,651.51951,524.29837,532.37618,542.30895,550.38676,184.07332
OxPC(20:1_17:1(OOO)),848.60117,665.53511,538.31397,532.37618,556.32455,550.38676,184.07332
OxPC(20:1_17:2(OOO)),846.58557,663.51951,536.29837,532.37618,554.30895,550.38676,184.07332
OxPC(20:1_18:1(OOO)),862.61687,679.55081,552.32967,532.37618,570.34025,550.38676,184.07332
OxPC(20:1_18:2(OOO)),860.60117,677.53511,550.31397,532.37618,568.32455,550.38676,184.07332
OxPC(20:1_18:3(OOO)),858.58557,675.51951,548.29837,532.37618,566.30895,550.38676,184.07332
OxPC(20:1_18:4(OOO)),856.56987,673.50381,546.28267,532.37618,564.29325,550.38676,184.07332
OxPC(20:1_20:1(OOO)),890.64817,707.58211,580.36097,532.37618,598.37155,550.38676,184.07332
OxPC(20:1_20:2(OOO)),888.63247,705.56641,578.34527,532.37618,596.35585,550.38676,184.07332
OxPC(20:1_20:3(OOO)),886.61687,703.55081,576.32967,532.37618,594.34025,550.38676,184.07332
OxPC(20:1_20:4(OOO)),884.60117,701.53511,574.31397,532.37618,592.32455,550.38676,184.07332
OxPC(20:1_20:5(OOO)),882.58557,699.51951,572.29837,532.37618,590.30895,550.38676,184.07332
OxPC(20:1_22:1(OOO)),918.67947,735.61341,608.39227,532.37618,626.40285,550.38676,184.07332
OxPC(20:1_22:2(OOO)),916.66377,733.59771,606.37657,532.37618,624.38715,550.38676,184.07332
OxPC(20:1_22:3(OOO)),914.64817,731.58211,604.36097,532.37618,622.37155,550.38676,184.07332
OxPC(20:1_22:4(OOO)),912.63247,729.56641,602.34527,532.37618,620.35585,550.38676,184.07332
OxPC(20:1_22:5(OOO)),910.61687,727.55081,600.32967,532.37618,618.34025,550.38676,184.07332
OxPC(20:1_22:6(OOO)),908.60117,725.53511,598.31397,532.37618,616.32455,550.38676,184.07332
OxPC(20:1_24:1(OOO)),946.71077,763.64471,636.42357,532.37618,654.43415,550.38676,184.07332
OxPC(20:1_14:1(OOOO)),822.54919,639.48313,512.26199,532.37618,530.27257,550.38676,184.07332
OxPC(20:1_15:1(OOOO)),836.56479,653.49873,526.27759,532.37618,544.28817,550.38676,184.07332
OxPC(20:1_16:1(OOOO)),850.58049,667.51443,540.29329,532.37618,558.30387,550.38676,184.07332
OxPC(20:1_17:1(OOOO)),864.59609,681.53003,554.30889,532.37618,572.31947,550.38676,184.07332
OxPC(20:1_17:2(OOOO)),862.58049,679.51443,552.29329,532.37618,570.30387,550.38676,184.07332
OxPC(20:1_18:1(OOOO)),878.61179,695.54573,568.32459,532.37618,586.33517,550.38676,184.07332
OxPC(20:1_18:2(OOOO)),876.59609,693.53003,566.30889,532.37618,584.31947,550.38676,184.07332
OxPC(20:1_18:3(OOOO)),874.58049,691.51443,564.29329,532.37618,582.30387,550.38676,184.07332
OxPC(20:1_18:4(OOOO)),872.56479,689.49873,562.27759,532.37618,580.28817,550.38676,184.07332
OxPC(20:1_20:1(OOOO)),906.64309,723.57703,596.35589,532.37618,614.36647,550.38676,184.07332
OxPC(20:1_20:2(OOOO)),904.62739,721.56133,594.34019,532.37618,612.35077,550.38676,184.07332
OxPC(20:1_20:3(OOOO)),902.61179,719.54573,592.32459,532.37618,610.33517,550.38676,184.07332
OxPC(20:1_20:4(OOOO)),900.59609,717.53003,590.30889,532.37618,608.31947,550.38676,184.07332
OxPC(20:1_20:5(OOOO)),898.58049,715.51443,588.29329,532.37618,606.30387,550.38676,184.07332
OxPC(20:1_22:1(OOOO)),934.67439,751.60833,624.38719,532.37618,642.39777,550.38676,184.07332
OxPC(20:1_22:2(OOOO)),932.65869,749.59263,622.37149,532.37618,640.38207,550.38676,184.07332
OxPC(20:1_22:3(OOOO)),930.64309,747.57703,620.35589,532.37618,638.36647,550.38676,184.07332
OxPC(20:1_22:4(OOOO)),928.62739,745.56133,618.34019,532.37618,636.35077,550.38676,184.07332
OxPC(20:1_22:5(OOOO)),926.61179,743.54573,616.32459,532.37618,634.33517,550.38676,184.07332
OxPC(20:1_22:6(OOOO)),924.59609,741.53003,614.30889,532.37618,632.31947,550.38676,184.07332
OxPC(20:1_24:1(OOOO)),962.70569,779.63963,652.41849,532.37618,670.42907,550.38676,184.07332
OxPC(20:1_14:1(Ke)),772.54877,589.48271,462.26157,532.37618,480.27215,550.38676,184.07332
OxPC(20:1_15:1(Ke)),786.56437,603.49831,476.27717,532.37618,494.28775,550.38676,184.07332
OxPC(20:1_16:1(Ke)),800.58007,617.51401,490.29287,532.37618,508.30345,550.38676,184.07332
OxPC(20:1_17:1(Ke)),814.59567,631.52961,504.30847,532.37618,522.31905,550.38676,184.07332
OxPC(20:1_17:2(Ke)),812.58007,629.51401,502.29287,532.37618,520.30345,550.38676,184.07332
OxPC(20:1_18:1(Ke)),828.61137,645.54531,518.32417,532.37618,536.33475,550.38676,184.07332
OxPC(20:1_18:2(Ke)),826.59567,643.52961,516.30847,532.37618,534.31905,550.38676,184.07332
OxPC(20:1_18:3(Ke)),824.58007,641.51401,514.29287,532.37618,532.30345,550.38676,184.07332
OxPC(20:1_18:4(Ke)),822.56437,639.49831,512.27717,532.37618,530.28775,550.38676,184.07332
OxPC(20:1_20:1(Ke)),856.64267,673.57661,546.35547,532.37618,564.36605,550.38676,184.07332
OxPC(20:1_20:2(Ke)),854.62697,671.56091,544.33977,532.37618,562.35035,550.38676,184.07332
OxPC(20:1_20:3(Ke)),852.61137,669.54531,542.32417,532.37618,560.33475,550.38676,184.07332
OxPC(20:1_20:5(Ke)),848.58007,665.51401,538.29287,532.37618,556.30345,550.38676,184.07332
OxPC(20:1_22:1(Ke)),884.67397,701.60791,574.38677,532.37618,592.39735,550.38676,184.07332
OxPC(20:1_22:2(Ke)),882.65827,699.59221,572.37107,532.37618,590.38165,550.38676,184.07332
OxPC(20:1_22:3(Ke)),880.64267,697.57661,570.35547,532.37618,588.36605,550.38676,184.07332
OxPC(20:1_22:4(Ke)),878.62697,695.56091,568.33977,532.37618,586.35035,550.38676,184.07332
OxPC(20:1_22:5(Ke)),876.61137,693.54531,566.32417,532.37618,584.33475,550.38676,184.07332
OxPC(20:1_22:6(Ke)),874.59567,691.52961,564.30847,532.37618,582.31905,550.38676,184.07332
OxPC(20:1_24:1(Ke)),912.70527,729.63921,602.41807,532.37618,620.42865,550.38676,184.07332
"OxPC(20:1_14:1(Ke,OH))",788.54369,605.47763,478.25649,532.37618,496.26707,550.38676,184.07332
"OxPC(20:1_15:1(Ke,OH))",802.55929,619.49323,492.27209,532.37618,510.28267,550.38676,184.07332
"OxPC(20:1_16:1(Ke,OH))",816.57499,633.50893,506.28779,532.37618,524.29837,550.38676,184.07332
"OxPC(20:1_17:1(Ke,OH))",830.59059,647.52453,520.30339,532.37618,538.31397,550.38676,184.07332
"OxPC(20:1_17:2(Ke,OH))",828.57499,645.50893,518.28779,532.37618,536.29837,550.38676,184.07332
"OxPC(20:1_18:1(Ke,OH))",844.60629,661.54023,534.31909,532.37618,552.32967,550.38676,184.07332
"OxPC(20:1_18:2(Ke,OH))",842.59059,659.52453,532.30339,532.37618,550.31397,550.38676,184.07332
"OxPC(20:1_18:3(Ke,OH))",840.57499,657.50893,530.28779,532.37618,548.29837,550.38676,184.07332
"OxPC(20:1_18:4(Ke,OH))",838.55929,655.49323,528.27209,532.37618,546.28267,550.38676,184.07332
"OxPC(20:1_20:1(Ke,OH))",872.63759,689.57153,562.35039,532.37618,580.36097,550.38676,184.07332
"OxPC(20:1_20:2(Ke,OH))",870.62189,687.55583,560.33469,532.37618,578.34527,550.38676,184.07332
"OxPC(20:1_20:3(Ke,OH))",868.60629,685.54023,558.31909,532.37618,576.32967,550.38676,184.07332
"OxPC(20:1_20:4(Ke,OH))",866.59059,683.52453,556.30339,532.37618,574.31397,550.38676,184.07332
"OxPC(20:1_20:5(Ke,OH))",864.57499,681.50893,554.28779,532.37618,572.29837,550.38676,184.07332
"OxPC(20:1_22:1(Ke,OH))",900.66889,717.60283,590.38169,532.37618,608.39227,550.38676,184.07332
"OxPC(20:1_22:2(Ke,OH))",898.65319,715.58713,588.36599,532.37618,606.37657,550.38676,184.07332
"OxPC(20:1_22:3(Ke,OH))",896.63759,713.57153,586.35039,532.37618,604.36097,550.38676,184.07332
"OxPC(20:1_22:4(Ke,OH))",894.62189,711.55583,584.33469,532.37618,602.34527,550.38676,184.07332
"OxPC(20:1_22:5(Ke,OH))",892.60629,709.54023,582.31909,532.37618,600.32967,550.38676,184.07332
"OxPC(20:1_22:6(Ke,OH))",890.59059,707.52453,580.30339,532.37618,598.31397,550.38676,184.07332
"OxPC(20:1_24:1(Ke,OH))",928.70019,745.63413,618.41299,532.37618,636.42357,550.38676,184.07332
OxPC(20:0_14:1(OH)),776.58008,593.51402,464.27723,534.39183,482.28781,552.40241,184.07332
OxPC(20:0_15:1(OH)),790.59568,607.52962,478.29283,534.39183,496.30341,552.40241,184.07332
OxPC(20:0_16:1(OH)),804.61138,621.54532,492.30853,534.39183,510.31911,552.40241,184.07332
OxPC(20:0_17:1(OH)),818.62698,635.56092,506.32413,534.39183,524.33471,552.40241,184.07332
OxPC(20:0_17:2(OH)),816.61138,633.54532,504.30853,534.39183,522.31911,552.40241,184.07332
OxPC(20:0_18:1(OH)),832.64268,649.57662,520.33983,534.39183,538.35041,552.40241,184.07332
OxPC(20:0_18:3(OH)),828.61138,645.54532,516.30853,534.39183,534.31911,552.40241,184.07332
OxPC(20:0_18:4(OH)),826.59568,643.52962,514.29283,534.39183,532.30341,552.40241,184.07332
OxPC(20:0_20:1(OH)),860.67398,677.60792,548.37113,534.39183,566.38171,552.40241,184.07332
OxPC(20:0_20:2(OH)),858.65828,675.59222,546.35543,534.39183,564.36601,552.40241,184.07332
OxPC(20:0_20:3(OH)),856.64268,673.57662,544.33983,534.39183,562.35041,552.40241,184.07332
OxPC(20:0_20:5(OH)),852.61138,669.54532,540.30853,534.39183,558.31911,552.40241,184.07332
OxPC(20:0_22:1(OH)),888.70528,705.63922,576.40243,534.39183,594.41301,552.40241,184.07332
OxPC(20:0_22:2(OH)),886.68958,703.62352,574.38673,534.39183,592.39731,552.40241,184.07332
OxPC(20:0_22:3(OH)),884.67398,701.60792,572.37113,534.39183,590.38171,552.40241,184.07332
OxPC(20:0_22:4(OH)),882.65828,699.59222,570.35543,534.39183,588.36601,552.40241,184.07332
OxPC(20:0_22:5(OH)),880.64268,697.57662,568.33983,534.39183,586.35041,552.40241,184.07332
OxPC(20:0_22:6(OH)),878.62698,695.56092,566.32413,534.39183,584.33471,552.40241,184.07332
OxPC(20:0_24:1(OH)),916.73658,733.67052,604.43373,534.39183,622.44431,552.40241,184.07332
OxPC(20:0_14:1(OO)),792.575,609.50894,480.27215,534.39183,498.28273,552.40241,184.07332
OxPC(20:0_15:1(OO)),806.5906,623.52454,494.28775,534.39183,512.29833,552.40241,184.07332
OxPC(20:0_16:1(OO)),820.6063,637.54024,508.30345,534.39183,526.31403,552.40241,184.07332
OxPC(20:0_17:1(OO)),834.6219,651.55584,522.31905,534.39183,540.32963,552.40241,184.07332
OxPC(20:0_17:2(OO)),832.6063,649.54024,520.30345,534.39183,538.31403,552.40241,184.07332
OxPC(20:0_18:1(OO)),848.6376,665.57154,536.33475,534.39183,554.34533,552.40241,184.07332
OxPC(20:0_18:3(OO)),844.6063,661.54024,532.30345,534.39183,550.31403,552.40241,184.07332
OxPC(20:0_18:4(OO)),842.5906,659.52454,530.28775,534.39183,548.29833,552.40241,184.07332
OxPC(20:0_20:1(OO)),876.6689,693.60284,564.36605,534.39183,582.37663,552.40241,184.07332
OxPC(20:0_20:2(OO)),874.6532,691.58714,562.35035,534.39183,580.36093,552.40241,184.07332
