Ac3PIM2,[M-H]-,M-sn1,M-sn2,M-sn3,M-sn1+H2O,M-sn2+H2O,M-sn3+H2O,M-C6H10O5,M-sn1-sn2,M-sn1-sn2-C3H5O,sn1 FA,sn2 FA,sn3 FA
Ac3PIM2(16:0_methyl-18:0_16:1)-H,1411.884622,1155.644542,1113.597622,1157.660182,1173.655102,1131.608182,1175.670742,1249.831802,857.3575417,801.3313317,255.23226,297.27918,253.21662
Ac3PIM2(16:0_methyl-18:0_17:1)-H,1425.900272,1169.660192,1127.613272,1157.660192,1187.670752,1145.623832,1175.670752,1263.847452,871.3731918,815.3469818,255.23226,297.27918,267.23226
Ac3PIM2(16:0_methyl-18:0_18:1)-H,1439.915922,1183.675842,1141.628922,1157.660202,1201.686402,1159.639482,1175.670762,1277.863102,885.3888418,829.3626318,255.23226,297.27918,281.2479
Ac3PIM2(16:0_methyl-18:0_18:2)-H,1437.900272,1181.660192,1139.613272,1157.660192,1199.670752,1157.623832,1175.670752,1275.847452,883.3731918,827.3469818,255.23226,297.27918,279.23226
Ac3PIM2(16:0_methyl-18:0_methyl-18:0)-H,1455.947222,1199.707142,1157.660222,1157.660222,1217.717702,1175.670782,1175.670782,1293.894402,901.420142,845.393932,255.23226,297.27918,297.27918
Ac3PIM2(17:0_14:0_14:0)-H,1329.806371,1059.550651,1101.597571,1101.597571,1077.561211,1119.608131,1119.608131,1167.753551,831.3418514,775.3156414,269.2479,227.20098,227.20098
Ac3PIM2(17:0_14:0_15:0)-H,1343.822021,1073.566301,1115.613221,1101.597581,1091.576861,1133.623781,1119.608141,1181.769201,845.3575014,789.3312914,269.2479,227.20098,241.21662
Ac3PIM2(17:0_14:0_16:0)-H,1357.837672,1087.581952,1129.628872,1101.597592,1105.592512,1147.639432,1119.608152,1195.784852,859.3731515,803.3469415,269.2479,227.20098,255.23226
Ac3PIM2(17:0_14:0_17:0)-H,1371.853322,1101.597602,1143.644522,1101.597602,1119.608162,1161.655082,1119.608162,1209.800502,873.3888016,817.3625916,269.2479,227.20098,269.2479
Ac3PIM2(17:0_14:0_18:0)-H,1385.868972,1115.613252,1157.660172,1101.597612,1133.623812,1175.670732,1119.608172,1223.816152,887.4044516,831.3782416,269.2479,227.20098,283.26354
Ac3PIM2(17:0_14:0_19:0)-H,1399.884622,1129.628902,1171.675822,1101.597622,1147.639462,1189.686382,1119.608182,1237.831802,901.4201017,845.3938917,269.2479,227.20098,297.27918
Ac3PIM2(17:0_14:0_20:0)-H,1413.900272,1143.644552,1185.691472,1101.597632,1161.655112,1203.702032,1119.608192,1251.847452,915.4357518,859.4095418,269.2479,227.20098,311.29482
Ac3PIM2(17:0_14:0_16:1)-H,1355.822021,1085.566301,1127.613221,1101.597581,1103.576861,1145.623781,1119.608141,1193.769201,857.3575014,801.3312914,269.2479,227.20098,253.21662
Ac3PIM2(17:0_14:0_17:1)-H,1369.837672,1099.581952,1141.628872,1101.597592,1117.592512,1159.639432,1119.608152,1207.784852,871.3731515,815.3469415,269.2479,227.20098,267.23226
Ac3PIM2(17:0_14:0_18:1)-H,1383.853322,1113.597602,1155.644522,1101.597602,1131.608162,1173.655082,1119.608162,1221.800502,885.3888016,829.3625916,269.2479,227.20098,281.2479
Ac3PIM2(17:0_14:0_18:2)-H,1381.837672,1111.581952,1153.628872,1101.597592,1129.592512,1171.639432,1119.608152,1219.784852,883.3731515,827.3469415,269.2479,227.20098,279.23226
Ac3PIM2(17:0_14:0_methyl-18:0)-H,1399.884622,1129.628902,1171.675822,1101.597622,1147.639462,1189.686382,1119.608182,1237.831802,901.4201017,845.3938917,269.2479,227.20098,297.27918
Ac3PIM2(17:0_15:0_14:0)-H,1343.822021,1073.566301,1101.597581,1115.613221,1091.576861,1119.608141,1133.623781,1181.769201,831.3418614,775.3156514,269.2479,241.21662,227.20098
Ac3PIM2(17:0_15:0_15:0)-H,1357.837672,1087.581952,1115.613232,1115.613232,1105.592512,1133.623792,1133.623792,1195.784852,845.3575115,789.3313015,269.2479,241.21662,241.21662
Ac3PIM2(17:0_15:0_16:0)-H,1371.853322,1101.597602,1129.628882,1115.613242,1119.608162,1147.639442,1133.623802,1209.800502,859.3731616,803.3469516,269.2479,241.21662,255.23226
Ac3PIM2(17:0_15:0_17:0)-H,1385.868972,1115.613252,1143.644532,1115.613252,1133.623812,1161.655092,1133.623812,1223.816152,873.3888116,817.3626016,269.2479,241.21662,269.2479
Ac3PIM2(17:0_15:0_18:0)-H,1399.884622,1129.628902,1157.660182,1115.613262,1147.639462,1175.670742,1133.623822,1237.831802,887.4044617,831.3782517,269.2479,241.21662,283.26354
Ac3PIM2(17:0_15:0_19:0)-H,1413.900272,1143.644552,1171.675832,1115.613272,1161.655112,1189.686392,1133.623832,1251.847452,901.4201118,845.3939018,269.2479,241.21662,297.27918
Ac3PIM2(17:0_15:0_20:0)-H,1427.915922,1157.660202,1185.691482,1115.613282,1175.670762,1203.702042,1133.623842,1265.863102,915.4357618,859.4095518,269.2479,241.21662,311.29482
Ac3PIM2(17:0_15:0_16:1)-H,1369.837672,1099.581952,1127.613232,1115.613232,1117.592512,1145.623792,1133.623792,1207.784852,857.3575115,801.3313015,269.2479,241.21662,253.21662
Ac3PIM2(17:0_15:0_17:1)-H,1383.853322,1113.597602,1141.628882,1115.613242,1131.608162,1159.639442,1133.623802,1221.800502,871.3731616,815.3469516,269.2479,241.21662,267.23226
Ac3PIM2(17:0_15:0_18:1)-H,1397.868972,1127.613252,1155.644532,1115.613252,1145.623812,1173.655092,1133.623812,1235.816152,885.3888116,829.3626016,269.2479,241.21662,281.2479
Ac3PIM2(17:0_15:0_18:2)-H,1395.853322,1125.597602,1153.628882,1115.613242,1143.608162,1171.639442,1133.623802,1233.800502,883.3731616,827.3469516,269.2479,241.21662,279.23226
Ac3PIM2(17:0_15:0_methyl-18:0)-H,1413.900272,1143.644552,1171.675832,1115.613272,1161.655112,1189.686392,1133.623832,1251.847452,901.4201118,845.3939018,269.2479,241.21662,297.27918
Ac3PIM2(17:0_16:0_14:0)-H,1357.837672,1087.581952,1101.597592,1129.628872,1105.592512,1119.608152,1147.639432,1195.784852,831.3418715,775.3156615,269.2479,255.23226,227.20098
Ac3PIM2(17:0_16:0_15:0)-H,1371.853322,1101.597602,1115.613242,1129.628882,1119.608162,1133.623802,1147.639442,1209.800502,845.3575216,789.3313116,269.2479,255.23226,241.21662
Ac3PIM2(17:0_16:0_16:0)-H,1385.868972,1115.613252,1129.628892,1129.628892,1133.623812,1147.639452,1147.639452,1223.816152,859.3731716,803.3469616,269.2479,255.23226,255.23226
Ac3PIM2(17:0_16:0_17:0)-H,1399.884622,1129.628902,1143.644542,1129.628902,1147.639462,1161.655102,1147.639462,1237.831802,873.3888217,817.3626117,269.2479,255.23226,269.2479
Ac3PIM2(17:0_16:0_18:0)-H,1413.900272,1143.644552,1157.660192,1129.628912,1161.655112,1175.670752,1147.639472,1251.847452,887.4044718,831.3782618,269.2479,255.23226,283.26354
Ac3PIM2(17:0_16:0_19:0)-H,1427.915922,1157.660202,1171.675842,1129.628922,1175.670762,1189.686402,1147.639482,1265.863102,901.4201218,845.3939118,269.2479,255.23226,297.27918
Ac3PIM2(17:0_16:0_20:0)-H,1441.931572,1171.675852,1185.691492,1129.628932,1189.686412,1203.702052,1147.639492,1279.878752,915.4357719,859.4095619,269.2479,255.23226,311.29482
Ac3PIM2(17:0_16:0_16:1)-H,1383.853322,1113.597602,1127.613242,1129.628882,1131.608162,1145.623802,1147.639442,1221.800502,857.3575216,801.3313116,269.2479,255.23226,253.21662
Ac3PIM2(17:0_16:0_17:1)-H,1397.868972,1127.613252,1141.628892,1129.628892,1145.623812,1159.639452,1147.639452,1235.816152,871.3731716,815.3469616,269.2479,255.23226,267.23226
Ac3PIM2(17:0_16:0_18:1)-H,1411.884622,1141.628902,1155.644542,1129.628902,1159.639462,1173.655102,1147.639462,1249.831802,885.3888217,829.3626117,269.2479,255.23226,281.2479
Ac3PIM2(17:0_16:0_18:2)-H,1409.868972,1139.613252,1153.628892,1129.628892,1157.623812,1171.639452,1147.639452,1247.816152,883.3731716,827.3469616,269.2479,255.23226,279.23226
Ac3PIM2(17:0_16:0_methyl-18:0)-H,1427.915922,1157.660202,1171.675842,1129.628922,1175.670762,1189.686402,1147.639482,1265.863102,901.4201218,845.3939118,269.2479,255.23226,297.27918
Ac3PIM2(17:0_17:0_14:0)-H,1371.853322,1101.597602,1101.597602,1143.644522,1119.608162,1119.608162,1161.655082,1209.800502,831.3418816,775.3156716,269.2479,269.2479,227.20098
Ac3PIM2(17:0_17:0_15:0)-H,1385.868972,1115.613252,1115.613252,1143.644532,1133.623812,1133.623812,1161.655092,1223.816152,845.3575316,789.3313216,269.2479,269.2479,241.21662
Ac3PIM2(17:0_17:0_16:0)-H,1399.884622,1129.628902,1129.628902,1143.644542,1147.639462,1147.639462,1161.655102,1237.831802,859.3731817,803.3469717,269.2479,269.2479,255.23226
Ac3PIM2(17:0_17:0_17:0)-H,1413.900272,1143.644552,1143.644552,1143.644552,1161.655112,1161.655112,1161.655112,1251.847452,873.3888318,817.3626218,269.2479,269.2479,269.2479
Ac3PIM2(17:0_17:0_18:0)-H,1427.915922,1157.660202,1157.660202,1143.644562,1175.670762,1175.670762,1161.655122,1265.863102,887.4044818,831.3782718,269.2479,269.2479,283.26354
Ac3PIM2(17:0_17:0_19:0)-H,1441.931572,1171.675852,1171.675852,1143.644572,1189.686412,1189.686412,1161.655132,1279.878752,901.4201319,845.3939219,269.2479,269.2479,297.27918
Ac3PIM2(17:0_17:0_20:0)-H,1455.947222,1185.691502,1185.691502,1143.644582,1203.702062,1203.702062,1161.655142,1293.894402,915.435782,859.409572,269.2479,269.2479,311.29482
Ac3PIM2(17:0_17:0_16:1)-H,1397.868972,1127.613252,1127.613252,1143.644532,1145.623812,1145.623812,1161.655092,1235.816152,857.3575316,801.3313216,269.2479,269.2479,253.21662
Ac3PIM2(17:0_17:0_17:1)-H,1411.884622,1141.628902,1141.628902,1143.644542,1159.639462,1159.639462,1161.655102,1249.831802,871.3731817,815.3469717,269.2479,269.2479,267.23226
Ac3PIM2(17:0_17:0_18:1)-H,1425.900272,1155.644552,1155.644552,1143.644552,1173.655112,1173.655112,1161.655112,1263.847452,885.3888318,829.3626218,269.2479,269.2479,281.2479
Ac3PIM2(17:0_17:0_18:2)-H,1423.884622,1153.628902,1153.628902,1143.644542,1171.639462,1171.639462,1161.655102,1261.831802,883.3731817,827.3469717,269.2479,269.2479,279.23226
Ac3PIM2(17:0_17:0_methyl-18:0)-H,1441.931572,1171.675852,1171.675852,1143.644572,1189.686412,1189.686412,1161.655132,1279.878752,901.4201319,845.3939219,269.2479,269.2479,297.27918
Ac3PIM2(17:0_18:0_14:0)-H,1385.868972,1115.613252,1101.597612,1157.660172,1133.623812,1119.608172,1175.670732,1223.816152,831.3418916,775.3156816,269.2479,283.26354,227.20098
Ac3PIM2(17:0_18:0_15:0)-H,1399.884622,1129.628902,1115.613262,1157.660182,1147.639462,1133.623822,1175.670742,1237.831802,845.3575417,789.3313317,269.2479,283.26354,241.21662
Ac3PIM2(17:0_18:0_16:0)-H,1413.900272,1143.644552,1129.628912,1157.660192,1161.655112,1147.639472,1175.670752,1251.847452,859.3731918,803.3469818,269.2479,283.26354,255.23226
Ac3PIM2(17:0_18:0_17:0)-H,1427.915922,1157.660202,1143.644562,1157.660202,1175.670762,1161.655122,1175.670762,1265.863102,873.3888418,817.3626318,269.2479,283.26354,269.2479
Ac3PIM2(17:0_18:0_18:0)-H,1441.931572,1171.675852,1157.660212,1157.660212,1189.686412,1175.670772,1175.670772,1279.878752,887.4044919,831.3782819,269.2479,283.26354,283.26354
Ac3PIM2(17:0_18:0_19:0)-H,1455.947222,1185.691502,1171.675862,1157.660222,1203.702062,1189.686422,1175.670782,1293.894402,901.420142,845.393932,269.2479,283.26354,297.27918
Ac3PIM2(17:0_18:0_20:0)-H,1469.962872,1199.707152,1185.691512,1157.660232,1217.717712,1203.702072,1175.670792,1307.910052,915.435792,859.409582,269.2479,283.26354,311.29482
Ac3PIM2(17:0_18:0_16:1)-H,1411.884622,1141.628902,1127.613262,1157.660182,1159.639462,1145.623822,1175.670742,1249.831802,857.3575417,801.3313317,269.2479,283.26354,253.21662
Ac3PIM2(17:0_18:0_17:1)-H,1425.900272,1155.644552,1141.628912,1157.660192,1173.655112,1159.639472,1175.670752,1263.847452,871.3731918,815.3469818,269.2479,283.26354,267.23226
Ac3PIM2(17:0_18:0_18:1)-H,1439.915922,1169.660202,1155.644562,1157.660202,1187.670762,1173.655122,1175.670762,1277.863102,885.3888418,829.3626318,269.2479,283.26354,281.2479
Ac3PIM2(17:0_18:0_18:2)-H,1437.900272,1167.644552,1153.628912,1157.660192,1185.655112,1171.639472,1175.670752,1275.847452,883.3731918,827.3469818,269.2479,283.26354,279.23226
Ac3PIM2(17:0_18:0_methyl-18:0)-H,1455.947222,1185.691502,1171.675862,1157.660222,1203.702062,1189.686422,1175.670782,1293.894402,901.420142,845.393932,269.2479,283.26354,297.27918
Ac3PIM2(17:0_19:0_14:0)-H,1399.884622,1129.628902,1101.597622,1171.675822,1147.639462,1119.608182,1189.686382,1237.831802,831.3419017,775.3156917,269.2479,297.27918,227.20098
Ac3PIM2(17:0_19:0_15:0)-H,1413.900272,1143.644552,1115.613272,1171.675832,1161.655112,1133.623832,1189.686392,1251.847452,845.3575518,789.3313418,269.2479,297.27918,241.21662
Ac3PIM2(17:0_19:0_16:0)-H,1427.915922,1157.660202,1129.628922,1171.675842,1175.670762,1147.639482,1189.686402,1265.863102,859.3732018,803.3469918,269.2479,297.27918,255.23226
Ac3PIM2(17:0_19:0_17:0)-H,1441.931572,1171.675852,1143.644572,1171.675852,1189.686412,1161.655132,1189.686412,1279.878752,873.3888519,817.3626419,269.2479,297.27918,269.2479
Ac3PIM2(17:0_19:0_18:0)-H,1455.947222,1185.691502,1157.660222,1171.675862,1203.702062,1175.670782,1189.686422,1293.894402,887.404502,831.378292,269.2479,297.27918,283.26354
Ac3PIM2(17:0_19:0_19:0)-H,1469.962872,1199.707152,1171.675872,1171.675872,1217.717712,1189.686432,1189.686432,1307.910052,901.420152,845.393942,269.2479,297.27918,297.27918
Ac3PIM2(17:0_19:0_20:0)-H,1483.978522,1213.722802,1185.691522,1171.675882,1231.733362,1203.702082,1189.686442,1321.925702,915.4358021,859.4095921,269.2479,297.27918,311.29482
Ac3PIM2(17:0_19:0_16:1)-H,1425.900272,1155.644552,1127.613272,1171.675832,1173.655112,1145.623832,1189.686392,1263.847452,857.3575518,801.3313418,269.2479,297.27918,253.21662
Ac3PIM2(17:0_19:0_17:1)-H,1439.915922,1169.660202,1141.628922,1171.675842,1187.670762,1159.639482,1189.686402,1277.863102,871.3732018,815.3469918,269.2479,297.27918,267.23226
Ac3PIM2(17:0_19:0_18:1)-H,1453.931572,1183.675852,1155.644572,1171.675852,1201.686412,1173.655132,1189.686412,1291.878752,885.3888519,829.3626419,269.2479,297.27918,281.2479
Ac3PIM2(17:0_19:0_18:2)-H,1451.915922,1181.660202,1153.628922,1171.675842,1199.670762,1171.639482,1189.686402,1289.863102,883.3732018,827.3469918,269.2479,297.27918,279.23226
Ac3PIM2(17:0_19:0_methyl-18:0)-H,1469.962872,1199.707152,1171.675872,1171.675872,1217.717712,1189.686432,1189.686432,1307.910052,901.420152,845.393942,269.2479,297.27918,297.27918
Ac3PIM2(17:0_20:0_14:0)-H,1413.900272,1143.644552,1101.597632,1185.691472,1161.655112,1119.608192,1203.702032,1251.847452,831.3419118,775.3157018,269.2479,311.29482,227.20098
Ac3PIM2(17:0_20:0_15:0)-H,1427.915922,1157.660202,1115.613282,1185.691482,1175.670762,1133.623842,1203.702042,1265.863102,845.3575618,789.3313518,269.2479,311.29482,241.21662
Ac3PIM2(17:0_20:0_16:0)-H,1441.931572,1171.675852,1129.628932,1185.691492,1189.686412,1147.639492,1203.702052,1279.878752,859.3732119,803.3470019,269.2479,311.29482,255.23226
Ac3PIM2(17:0_20:0_17:0)-H,1455.947222,1185.691502,1143.644582,1185.691502,1203.702062,1161.655142,1203.702062,1293.894402,873.388862,817.362652,269.2479,311.29482,269.2479
Ac3PIM2(17:0_20:0_18:0)-H,1469.962872,1199.707152,1157.660232,1185.691512,1217.717712,1175.670792,1203.702072,1307.910052,887.404512,831.378302,269.2479,311.29482,283.26354
Ac3PIM2(17:0_20:0_19:0)-H,1483.978522,1213.722802,1171.675882,1185.691522,1231.733362,1189.686442,1203.702082,1321.925702,901.4201621,845.3939521,269.2479,311.29482,297.27918
Ac3PIM2(17:0_20:0_20:0)-H,1497.994172,1227.738452,1185.691532,1185.691532,1245.749012,1203.702092,1203.702092,1335.941352,915.4358121,859.4096021,269.2479,311.29482,311.29482
Ac3PIM2(17:0_20:0_16:1)-H,1439.915922,1169.660202,1127.613282,1185.691482,1187.670762,1145.623842,1203.702042,1277.863102,857.3575618,801.3313518,269.2479,311.29482,253.21662
Ac3PIM2(17:0_20:0_17:1)-H,1453.931572,1183.675852,1141.628932,1185.691492,1201.686412,1159.639492,1203.702052,1291.878752,871.3732119,815.3470019,269.2479,311.29482,267.23226
Ac3PIM2(17:0_20:0_18:1)-H,1467.947222,1197.691502,1155.644582,1185.691502,1215.702062,1173.655142,1203.702062,1305.894402,885.388862,829.362652,269.2479,311.29482,281.2479
Ac3PIM2(17:0_20:0_18:2)-H,1465.931572,1195.675852,1153.628932,1185.691492,1213.686412,1171.639492,1203.702052,1303.878752,883.3732119,827.3470019,269.2479,311.29482,279.23226
Ac3PIM2(17:0_20:0_methyl-18:0)-H,1483.978522,1213.722802,1171.675882,1185.691522,1231.733362,1189.686442,1203.702082,1321.925702,901.4201621,845.3939521,269.2479,311.29482,297.27918
Ac3PIM2(17:0_16:1_14:0)-H,1355.822021,1085.566301,1101.597581,1127.613221,1103.576861,1119.608141,1145.623781,1193.769201,831.3418614,775.3156514,269.2479,253.21662,227.20098
Ac3PIM2(17:0_16:1_15:0)-H,1369.837672,1099.581952,1115.613232,1127.613232,1117.592512,1133.623792,1145.623792,1207.784852,845.3575115,789.3313015,269.2479,253.21662,241.21662
Ac3PIM2(17:0_16:1_16:0)-H,1383.853322,1113.597602,1129.628882,1127.613242,1131.608162,1147.639442,1145.623802,1221.800502,859.3731616,803.3469516,269.2479,253.21662,255.23226
Ac3PIM2(17:0_16:1_17:0)-H,1397.868972,1127.613252,1143.644532,1127.613252,1145.623812,1161.655092,1145.623812,1235.816152,873.3888116,817.3626016,269.2479,253.21662,269.2479
Ac3PIM2(17:0_16:1_18:0)-H,1411.884622,1141.628902,1157.660182,1127.613262,1159.639462,1175.670742,1145.623822,1249.831802,887.4044617,831.3782517,269.2479,253.21662,283.26354
Ac3PIM2(17:0_16:1_19:0)-H,1425.900272,1155.644552,1171.675832,1127.613272,1173.655112,1189.686392,1145.623832,1263.847452,901.4201118,845.3939018,269.2479,253.21662,297.27918
Ac3PIM2(17:0_16:1_20:0)-H,1439.915922,1169.660202,1185.691482,1127.613282,1187.670762,1203.702042,1145.623842,1277.863102,915.4357618,859.4095518,269.2479,253.21662,311.29482
Ac3PIM2(17:0_16:1_16:1)-H,1381.837672,1111.581952,1127.613232,1127.613232,1129.592512,1145.623792,1145.623792,1219.784852,857.3575115,801.3313015,269.2479,253.21662,253.21662
Ac3PIM2(17:0_16:1_17:1)-H,1395.853322,1125.597602,1141.628882,1127.613242,1143.608162,1159.639442,1145.623802,1233.800502,871.3731616,815.3469516,269.2479,253.21662,267.23226
Ac3PIM2(17:0_16:1_18:1)-H,1409.868972,1139.613252,1155.644532,1127.613252,1157.623812,1173.655092,1145.623812,1247.816152,885.3888116,829.3626016,269.2479,253.21662,281.2479
Ac3PIM2(17:0_16:1_18:2)-H,1407.853322,1137.597602,1153.628882,1127.613242,1155.608162,1171.639442,1145.623802,1245.800502,883.3731616,827.3469516,269.2479,253.21662,279.23226
Ac3PIM2(17:0_16:1_methyl-18:0)-H,1425.900272,1155.644552,1171.675832,1127.613272,1173.655112,1189.686392,1145.623832,1263.847452,901.4201118,845.3939018,269.2479,253.21662,297.27918
Ac3PIM2(17:0_17:1_14:0)-H,1369.837672,1099.581952,1101.597592,1141.628872,1117.592512,1119.608152,1159.639432,1207.784852,831.3418715,775.3156615,269.2479,267.23226,227.20098
Ac3PIM2(17:0_17:1_15:0)-H,1383.853322,1113.597602,1115.613242,1141.628882,1131.608162,1133.623802,1159.639442,1221.800502,845.3575216,789.3313116,269.2479,267.23226,241.21662
Ac3PIM2(17:0_17:1_16:0)-H,1397.868972,1127.613252,1129.628892,1141.628892,1145.623812,1147.639452,1159.639452,1235.816152,859.3731716,803.3469616,269.2479,267.23226,255.23226
Ac3PIM2(17:0_17:1_17:0)-H,1411.884622,1141.628902,1143.644542,1141.628902,1159.639462,1161.655102,1159.639462,1249.831802,873.3888217,817.3626117,269.2479,267.23226,269.2479
Ac3PIM2(17:0_17:1_18:0)-H,1425.900272,1155.644552,1157.660192,1141.628912,1173.655112,1175.670752,1159.639472,1263.847452,887.4044718,831.3782618,269.2479,267.23226,283.26354
Ac3PIM2(17:0_17:1_19:0)-H,1439.915922,1169.660202,1171.675842,1141.628922,1187.670762,1189.686402,1159.639482,1277.863102,901.4201218,845.3939118,269.2479,267.23226,297.27918
Ac3PIM2(17:0_17:1_20:0)-H,1453.931572,1183.675852,1185.691492,1141.628932,1201.686412,1203.702052,1159.639492,1291.878752,915.4357719,859.4095619,269.2479,267.23226,311.29482
Ac3PIM2(17:0_17:1_16:1)-H,1395.853322,1125.597602,1127.613242,1141.628882,1143.608162,1145.623802,1159.639442,1233.800502,857.3575216,801.3313116,269.2479,267.23226,253.21662
Ac3PIM2(17:0_17:1_17:1)-H,1409.868972,1139.613252,1141.628892,1141.628892,1157.623812,1159.639452,1159.639452,1247.816152,871.3731716,815.3469616,269.2479,267.23226,267.23226
Ac3PIM2(17:0_17:1_18:1)-H,1423.884622,1153.628902,1155.644542,1141.628902,1171.639462,1173.655102,1159.639462,1261.831802,885.3888217,829.3626117,269.2479,267.23226,281.2479
Ac3PIM2(17:0_17:1_18:2)-H,1421.868972,1151.613252,1153.628892,1141.628892,1169.623812,1171.639452,1159.639452,1259.816152,883.3731716,827.3469616,269.2479,267.23226,279.23226
Ac3PIM2(17:0_17:1_methyl-18:0)-H,1439.915922,1169.660202,1171.675842,1141.628922,1187.670762,1189.686402,1159.639482,1277.863102,901.4201218,845.3939118,269.2479,267.23226,297.27918
Ac3PIM2(17:0_18:1_14:0)-H,1383.853322,1113.597602,1101.597602,1155.644522,1131.608162,1119.608162,1173.655082,1221.800502,831.3418816,775.3156716,269.2479,281.2479,227.20098
Ac3PIM2(17:0_18:1_15:0)-H,1397.868972,1127.613252,1115.613252,1155.644532,1145.623812,1133.623812,1173.655092,1235.816152,845.3575316,789.3313216,269.2479,281.2479,241.21662
Ac3PIM2(17:0_18:1_16:0)-H,1411.884622,1141.628902,1129.628902,1155.644542,1159.639462,1147.639462,1173.655102,1249.831802,859.3731817,803.3469717,269.2479,281.2479,255.23226
Ac3PIM2(17:0_18:1_17:0)-H,1425.900272,1155.644552,1143.644552,1155.644552,1173.655112,1161.655112,1173.655112,1263.847452,873.3888318,817.3626218,269.2479,281.2479,269.2479
Ac3PIM2(17:0_18:1_18:0)-H,1439.915922,1169.660202,1157.660202,1155.644562,1187.670762,1175.670762,1173.655122,1277.863102,887.4044818,831.3782718,269.2479,281.2479,283.26354
Ac3PIM2(17:0_18:1_19:0)-H,1453.931572,1183.675852,1171.675852,1155.644572,1201.686412,1189.686412,1173.655132,1291.878752,901.4201319,845.3939219,269.2479,281.2479,297.27918
Ac3PIM2(17:0_18:1_20:0)-H,1467.947222,1197.691502,1185.691502,1155.644582,1215.702062,1203.702062,1173.655142,1305.894402,915.435782,859.409572,269.2479,281.2479,311.29482
Ac3PIM2(17:0_18:1_16:1)-H,1409.868972,1139.613252,1127.613252,1155.644532,1157.623812,1145.623812,1173.655092,1247.816152,857.3575316,801.3313216,269.2479,281.2479,253.21662
Ac3PIM2(17:0_18:1_17:1)-H,1423.884622,1153.628902,1141.628902,1155.644542,1171.639462,1159.639462,1173.655102,1261.831802,871.3731817,815.3469717,269.2479,281.2479,267.23226
Ac3PIM2(17:0_18:1_18:1)-H,1437.900272,1167.644552,1155.644552,1155.644552,1185.655112,1173.655112,1173.655112,1275.847452,885.3888318,829.3626218,269.2479,281.2479,281.2479
Ac3PIM2(17:0_18:1_18:2)-H,1435.884622,1165.628902,1153.628902,1155.644542,1183.639462,1171.639462,1173.655102,1273.831802,883.3731817,827.3469717,269.2479,281.2479,279.23226
Ac3PIM2(17:0_18:1_methyl-18:0)-H,1453.931572,1183.675852,1171.675852,1155.644572,1201.686412,1189.686412,1173.655132,1291.878752,901.4201319,845.3939219,269.2479,281.2479,297.27918
Ac3PIM2(17:0_18:2_14:0)-H,1381.837672,1111.581952,1101.597592,1153.628872,1129.592512,1119.608152,1171.639432,1219.784852,831.3418715,775.3156615,269.2479,279.23226,227.20098
Ac3PIM2(17:0_18:2_15:0)-H,1395.853322,1125.597602,1115.613242,1153.628882,1143.608162,1133.623802,1171.639442,1233.800502,845.3575216,789.3313116,269.2479,279.23226,241.21662
Ac3PIM2(17:0_18:2_16:0)-H,1409.868972,1139.613252,1129.628892,1153.628892,1157.623812,1147.639452,1171.639452,1247.816152,859.3731716,803.3469616,269.2479,279.23226,255.23226
Ac3PIM2(17:0_18:2_17:0)-H,1423.884622,1153.628902,1143.644542,1153.628902,1171.639462,1161.655102,1171.639462,1261.831802,873.3888217,817.3626117,269.2479,279.23226,269.2479
Ac3PIM2(17:0_18:2_18:0)-H,1437.900272,1167.644552,1157.660192,1153.628912,1185.655112,1175.670752,1171.639472,1275.847452,887.4044718,831.3782618,269.2479,279.23226,283.26354
Ac3PIM2(17:0_18:2_19:0)-H,1451.915922,1181.660202,1171.675842,1153.628922,1199.670762,1189.686402,1171.639482,1289.863102,901.4201218,845.3939118,269.2479,279.23226,297.27918
Ac3PIM2(17:0_18:2_20:0)-H,1465.931572,1195.675852,1185.691492,1153.628932,1213.686412,1203.702052,1171.639492,1303.878752,915.4357719,859.4095619,269.2479,279.23226,311.29482
Ac3PIM2(17:0_18:2_16:1)-H,1407.853322,1137.597602,1127.613242,1153.628882,1155.608162,1145.623802,1171.639442,1245.800502,857.3575216,801.3313116,269.2479,279.23226,253.21662
Ac3PIM2(17:0_18:2_17:1)-H,1421.868972,1151.613252,1141.628892,1153.628892,1169.623812,1159.639452,1171.639452,1259.816152,871.3731716,815.3469616,269.2479,279.23226,267.23226
Ac3PIM2(17:0_18:2_18:1)-H,1435.884622,1165.628902,1155.644542,1153.628902,1183.639462,1173.655102,1171.639462,1273.831802,885.3888217,829.3626117,269.2479,279.23226,281.2479
Ac3PIM2(17:0_18:2_18:2)-H,1433.868972,1163.613252,1153.628892,1153.628892,1181.623812,1171.639452,1171.639452,1271.816152,883.3731716,827.3469616,269.2479,279.23226,279.23226
Ac3PIM2(17:0_18:2_methyl-18:0)-H,1451.915922,1181.660202,1171.675842,1153.628922,1199.670762,1189.686402,1171.639482,1289.863102,901.4201218,845.3939118,269.2479,279.23226,297.27918
Ac3PIM2(17:0_methyl-18:0_14:0)-H,1399.884622,1129.628902,1101.597622,1171.675822,1147.639462,1119.608182,1189.686382,1237.831802,831.3419017,775.3156917,269.2479,297.27918,227.20098
Ac3PIM2(17:0_methyl-18:0_15:0)-H,1413.900272,1143.644552,1115.613272,1171.675832,1161.655112,1133.623832,1189.686392,1251.847452,845.3575518,789.3313418,269.2479,297.27918,241.21662
