OxCL,[M+NH4]+,(sn1+sn2)+,(sn1'+sn2')+
OxCL((40:4(OOOH))_(42:10))+NH4,1643.0535,703.5509,671.5035
OxCL((40:4(OOOH))_(42:10(OH)))+NH4,1659.0484,703.5509,687.4984
OxCL((40:4(OOOH))_(42:10(OOH)))+NH4,1675.0433,703.5509,703.4933
OxCL((40:4(OOOH))_(42:10(OOOH)))+NH4,1691.0383,703.5509,719.4883
OxCL((40:4(OOOH))_(42:10(OOOOH)))+NH4,1707.0332,703.5509,735.4832
OxCL((40:4(OOOH))_(42:10(OOOOOH)))+NH4,1723.0281,703.5509,751.4781
OxCL((40:4(OOOH))_(42:10(OOOOOOH)))+NH4,1739.023,703.5509,767.473
OxCL((40:4(OOOH))_(42:10(OOOOOOOOH)))+NH4,1771.0129,703.5509,799.4629
OxCL((40:4(OOOH))_(42:4(OH)))+NH4,1671.1424,703.5509,699.5924
OxCL((40:4(OOOH))_(42:6))+NH4,1651.1161,703.5509,679.5661
OxCL((40:4(OOOH))_(42:6(OH)))+NH4,1667.1111,703.5509,695.5611
OxCL((40:4(OOOH))_(42:6(OOH)))+NH4,1683.106,703.5509,711.556
OxCL((40:4(OOOH))_(42:6(OOH)))+NH4,1683.106,703.5509,711.556
OxCL((40:4(OOOH))_(42:6(OOOH)))+NH4,1699.1009,703.5509,727.5509
OxCL((40:4(OOOH))_(42:6(OOOOH)))+NH4,1715.0958,703.5509,743.5458
OxCL((40:4(OOOH))_(42:6(OOOOOH)))+NH4,1731.0907,703.5509,759.5407
OxCL((40:4(OOOH))_(42:7))+NH4,1649.1005,703.5509,677.5505
OxCL((40:4(OOOH))_(42:7(OH)))+NH4,1665.0954,703.5509,693.5454
OxCL((40:4(OOOH))_(42:7(OOH)))+NH4,1681.0903,703.5509,709.5403
OxCL((40:4(OOOH))_(42:7(OOH)))+NH4,1681.0903,703.5509,709.5403
OxCL((40:4(OOOH))_(42:7(OOOH)))+NH4,1697.0852,703.5509,725.5352
OxCL((40:4(OOOH))_(42:7(OOOOH)))+NH4,1713.0802,703.5509,741.5302
OxCL((40:4(OOOH))_(42:7(OOOOOH)))+NH4,1729.0751,703.5509,757.5251
OxCL((40:4(OOOH))_(42:8))+NH4,1647.0848,703.5509,675.5348
OxCL((40:4(OOOH))_(42:8(OH)))+NH4,1663.0797,703.5509,691.5297
OxCL((40:4(OOOH))_(42:8(OOH)))+NH4,1679.0747,703.5509,707.5247
OxCL((40:4(OOOH))_(42:8(OOOH)))+NH4,1695.0696,703.5509,723.5196
OxCL((40:4(OOOH))_(42:8(OOOOH)))+NH4,1711.0645,703.5509,739.5145
OxCL((40:4(OOOH))_(42:8(OOOOOH)))+NH4,1727.0594,703.5509,755.5094
OxCL((40:4(OOOH))_(42:8(OOOOOOH)))+NH4,1743.0543,703.5509,771.5043
OxCL((40:4(OOOH))_(42:8(OOOOOOOOH)))+NH4,1775.0442,703.5509,803.4942
OxCL((40:4(OOOH))_(42:9))+NH4,1645.0692,703.5509,673.5192
OxCL((40:4(OOOH))_(42:9(OH)))+NH4,1661.0641,703.5509,689.5141
OxCL((40:4(OOOH))_(42:9(OH)))+NH4,1661.0641,703.5509,689.5141
OxCL((40:4(OOOH))_(42:9(OOH)))+NH4,1677.059,703.5509,705.509
OxCL((40:4(OOOH))_(42:9(OOOH)))+NH4,1693.0539,703.5509,721.5039
OxCL((40:4(OOOH))_(42:9(OOOOH)))+NH4,1709.0488,703.5509,737.4988
OxCL((40:4(OOOH))_(42:9(OOOOOH)))+NH4,1725.0438,703.5509,753.4938
OxCL((40:4(OOOH))_(42:9(OOOOOOH)))+NH4,1741.0387,703.5509,769.4887
OxCL((40:4(OOOH))_(42:9(OOOOOOOOH)))+NH4,1773.0285,703.5509,801.4785
OxCL((40:4(OOOH))_(44:10))+NH4,1671.0848,703.5509,699.5348
OxCL((40:4(OOOH))_(44:10(OH)))+NH4,1687.0797,703.5509,715.5297
OxCL((40:4(OOOH))_(44:10(OOH)))+NH4,1703.0747,703.5509,731.5247
OxCL((40:4(OOOH))_(44:10(OOOH)))+NH4,1719.0696,703.5509,747.5196
OxCL((40:4(OOOH))_(44:10(OOOOH)))+NH4,1735.0645,703.5509,763.5145
OxCL((40:4(OOOH))_(44:10(OOOOOH)))+NH4,1751.0594,703.5509,779.5094
OxCL((40:4(OOOH))_(44:10(OOOOOOH)))+NH4,1767.0543,703.5509,795.5043
OxCL((40:4(OOOH))_(44:10(OOOOOOOOH)))+NH4,1799.0442,703.5509,827.4942
OxCL((40:4(OOOH))_(44:11))+NH4,1669.0692,703.5509,697.5192
OxCL((40:4(OOOH))_(44:11(OH)))+NH4,1685.0641,703.5509,713.5141
OxCL((40:4(OOOH))_(44:11(OH)))+NH4,1685.0641,703.5509,713.5141
OxCL((40:4(OOOH))_(44:11(OOH)))+NH4,1701.059,703.5509,729.509
OxCL((40:4(OOOH))_(44:11(OOOH)))+NH4,1717.0539,703.5509,745.5039
OxCL((40:4(OOOH))_(44:11(OOOOH)))+NH4,1733.0488,703.5509,761.4988
OxCL((40:4(OOOH))_(44:11(OOOOOH)))+NH4,1749.0438,703.5509,777.4938
OxCL((40:4(OOOH))_(44:11(OOOOOOH)))+NH4,1765.0387,703.5509,793.4887
OxCL((40:4(OOOH))_(44:11(OOOOOOOOH)))+NH4,1797.0285,703.5509,825.4785
OxCL((40:4(OOOH))_(44:12))+NH4,1667.0535,703.5509,695.5035
OxCL((40:4(OOOH))_(44:12(OH)))+NH4,1683.0484,703.5509,711.4984
OxCL((40:4(OOOH))_(44:12(OOH)))+NH4,1699.0433,703.5509,727.4933
OxCL((40:4(OOOH))_(44:12(OOOH)))+NH4,1715.0383,703.5509,743.4883
OxCL((40:4(OOOH))_(44:12(OOOOH)))+NH4,1731.0332,703.5509,759.4832
OxCL((40:4(OOOH))_(44:12(OOOOOH)))+NH4,1747.0281,703.5509,775.4781
OxCL((40:4(OOOH))_(44:12(OOOOOOH)))+NH4,1763.023,703.5509,791.473
OxCL((40:4(OOOH))_(44:12(OOOOOOOOH)))+NH4,1795.0129,703.5509,823.4629
OxCL((40:4(OOOH))_(44:6(OOH)))+NH4,1711.1373,703.5509,739.5873
OxCL((40:4(OOOH))_(44:8(OH)))+NH4,1691.1111,703.5509,719.5611
OxCL((40:4(OOOH))_(44:8(OOH)))+NH4,1707.106,703.5509,735.556
OxCL((40:4(OOOH))_(44:8(OOOH)))+NH4,1723.1009,703.5509,751.5509
OxCL((40:4(OOOH))_(44:8(OOOOOH)))+NH4,1755.0907,703.5509,783.5407
OxCL((40:4(OOOH))_(44:9(OH)))+NH4,1689.0954,703.5509,717.5454
OxCL((40:4(OOOH))_(44:9(OOH)))+NH4,1705.0903,703.5509,733.5403
OxCL((40:4(OOOH))_(44:9(OOOH)))+NH4,1721.0852,703.5509,749.5352
OxCL((40:4(OOOH))_(44:9(OOOOOH)))+NH4,1753.0751,703.5509,781.5251
OxCL((40:4(OOOOH))_(40:4(OOOOH)))+NH4,1707.0907,719.5458,719.5458
OxCL((40:4(OOOOH))_(40:5))+NH4,1641.0954,719.5458,653.5505
OxCL((40:4(OOOOH))_(40:5(OH)))+NH4,1657.0903,719.5458,669.5454
OxCL((40:4(OOOOH))_(40:5(OOH)))+NH4,1673.0852,719.5458,685.5403
OxCL((40:4(OOOOH))_(40:5(OOH)))+NH4,1673.0852,719.5458,685.5403
OxCL((40:4(OOOOH))_(40:5(OOOH)))+NH4,1689.0801,719.5458,701.5352
OxCL((40:4(OOOOH))_(40:5(OOOOH)))+NH4,1705.0751,719.5458,717.5302
OxCL((40:4(OOOOH))_(40:5(OOOOOH)))+NH4,1721.07,719.5458,733.5251
OxCL((40:4(OOOOH))_(40:6))+NH4,1639.0797,719.5458,651.5348
OxCL((40:4(OOOOH))_(40:6(OH)))+NH4,1655.0746,719.5458,667.5297
OxCL((40:4(OOOOH))_(40:6(OOH)))+NH4,1671.0696,719.5458,683.5247
OxCL((40:4(OOOOH))_(40:6(OOOH)))+NH4,1687.0645,719.5458,699.5196
OxCL((40:4(OOOOH))_(40:6(OOOOH)))+NH4,1703.0594,719.5458,715.5145
OxCL((40:4(OOOOH))_(40:6(OOOOOH)))+NH4,1719.0543,719.5458,731.5094
OxCL((40:4(OOOOH))_(40:6(OOOOOOH)))+NH4,1735.0492,719.5458,747.5043
OxCL((40:4(OOOOH))_(40:6(OOOOOOOOH)))+NH4,1767.0391,719.5458,779.4942
OxCL((40:4(OOOOH))_(40:7))+NH4,1637.0641,719.5458,649.5192
OxCL((40:4(OOOOH))_(40:7(OH)))+NH4,1653.059,719.5458,665.5141
OxCL((40:4(OOOOH))_(40:7(OH)))+NH4,1653.059,719.5458,665.5141
OxCL((40:4(OOOOH))_(40:7(OOH)))+NH4,1669.0539,719.5458,681.509
OxCL((40:4(OOOOH))_(40:7(OOOH)))+NH4,1685.0488,719.5458,697.5039
OxCL((40:4(OOOOH))_(40:7(OOOOH)))+NH4,1701.0437,719.5458,713.4988
OxCL((40:4(OOOOH))_(40:7(OOOOOH)))+NH4,1717.0387,719.5458,729.4938
OxCL((40:4(OOOOH))_(40:7(OOOOOOH)))+NH4,1733.0336,719.5458,745.4887
OxCL((40:4(OOOOH))_(40:7(OOOOOOOOH)))+NH4,1765.0234,719.5458,777.4785
OxCL((40:4(OOOOH))_(40:8))+NH4,1635.0484,719.5458,647.5035
OxCL((40:4(OOOOH))_(40:8(OH)))+NH4,1651.0433,719.5458,663.4984
OxCL((40:4(OOOOH))_(40:8(OH)))+NH4,1651.0433,719.5458,663.4984
OxCL((40:4(OOOOH))_(40:8(OOH)))+NH4,1667.0382,719.5458,679.4933
OxCL((40:4(OOOOH))_(40:8(OOOH)))+NH4,1683.0332,719.5458,695.4883
OxCL((40:4(OOOOH))_(40:8(OOOH)))+NH4,1683.0332,719.5458,695.4883
OxCL((40:4(OOOOH))_(40:8(OOOOH)))+NH4,1699.0281,719.5458,711.4832
OxCL((40:4(OOOOH))_(40:8(OOOOOH)))+NH4,1715.023,719.5458,727.4781
OxCL((40:4(OOOOH))_(40:8(OOOOOOH)))+NH4,1731.0179,719.5458,743.473
OxCL((40:4(OOOOH))_(40:8(OOOOOOH)))+NH4,1731.0179,719.5458,743.473
OxCL((40:4(OOOOH))_(40:8(OOOOOOOOH)))+NH4,1763.0078,719.5458,775.4629
OxCL((40:4(OOOOH))_(40:8(OOOOOOOOH)))+NH4,1763.0078,719.5458,775.4629
OxCL((40:4(OOOOH))_(40:9))+NH4,1633.0327,719.5458,645.4878
OxCL((40:4(OOOOH))_(40:9(OH)))+NH4,1649.0277,719.5458,661.4828
OxCL((40:4(OOOOH))_(40:9(OOH)))+NH4,1665.0226,719.5458,677.4777
OxCL((40:4(OOOOH))_(40:9(OOOH)))+NH4,1681.0175,719.5458,693.4726
OxCL((40:4(OOOOH))_(40:9(OOOH)))+NH4,1681.0175,719.5458,693.4726
OxCL((40:4(OOOOH))_(40:9(OOOOH)))+NH4,1697.0124,719.5458,709.4675
OxCL((40:4(OOOOH))_(40:9(OOOOH)))+NH4,1697.0124,719.5458,709.4675
OxCL((40:4(OOOOH))_(40:9(OOOOOH)))+NH4,1713.0073,719.5458,725.4624
OxCL((40:4(OOOOH))_(40:9(OOOOOOH)))+NH4,1729.0023,719.5458,741.4574
OxCL((40:4(OOOOH))_(40:9(OOOOOOOOH)))+NH4,1760.9921,719.5458,773.4472
OxCL((40:4(OOOOH))_(42:10))+NH4,1659.0484,719.5458,671.5035
OxCL((40:4(OOOOH))_(42:10(OH)))+NH4,1675.0433,719.5458,687.4984
OxCL((40:4(OOOOH))_(42:10(OOH)))+NH4,1691.0382,719.5458,703.4933
OxCL((40:4(OOOOH))_(42:10(OOOH)))+NH4,1707.0332,719.5458,719.4883
OxCL((40:4(OOOOH))_(42:10(OOOOH)))+NH4,1723.0281,719.5458,735.4832
OxCL((40:4(OOOOH))_(42:10(OOOOOH)))+NH4,1739.023,719.5458,751.4781
OxCL((40:4(OOOOH))_(42:10(OOOOOOH)))+NH4,1755.0179,719.5458,767.473
OxCL((40:4(OOOOH))_(42:10(OOOOOOOOH)))+NH4,1787.0078,719.5458,799.4629
OxCL((40:4(OOOOH))_(42:4(OH)))+NH4,1687.1373,719.5458,699.5924
OxCL((40:4(OOOOH))_(42:6))+NH4,1667.111,719.5458,679.5661
OxCL((40:4(OOOOH))_(42:6(OH)))+NH4,1683.106,719.5458,695.5611
OxCL((40:4(OOOOH))_(42:6(OOH)))+NH4,1699.1009,719.5458,711.556
OxCL((40:4(OOOOH))_(42:6(OOH)))+NH4,1699.1009,719.5458,711.556
OxCL((40:4(OOOOH))_(42:6(OOOH)))+NH4,1715.0958,719.5458,727.5509
OxCL((40:4(OOOOH))_(42:6(OOOOH)))+NH4,1731.0907,719.5458,743.5458
OxCL((40:4(OOOOH))_(42:6(OOOOOH)))+NH4,1747.0856,719.5458,759.5407
OxCL((40:4(OOOOH))_(42:7))+NH4,1665.0954,719.5458,677.5505
OxCL((40:4(OOOOH))_(42:7(OH)))+NH4,1681.0903,719.5458,693.5454
OxCL((40:4(OOOOH))_(42:7(OOH)))+NH4,1697.0852,719.5458,709.5403
OxCL((40:4(OOOOH))_(42:7(OOH)))+NH4,1697.0852,719.5458,709.5403
OxCL((40:4(OOOOH))_(42:7(OOOH)))+NH4,1713.0801,719.5458,725.5352
OxCL((40:4(OOOOH))_(42:7(OOOOH)))+NH4,1729.0751,719.5458,741.5302
OxCL((40:4(OOOOH))_(42:7(OOOOOH)))+NH4,1745.07,719.5458,757.5251
OxCL((40:4(OOOOH))_(42:8))+NH4,1663.0797,719.5458,675.5348
OxCL((40:4(OOOOH))_(42:8(OH)))+NH4,1679.0746,719.5458,691.5297
OxCL((40:4(OOOOH))_(42:8(OOH)))+NH4,1695.0696,719.5458,707.5247
OxCL((40:4(OOOOH))_(42:8(OOOH)))+NH4,1711.0645,719.5458,723.5196
OxCL((40:4(OOOOH))_(42:8(OOOOH)))+NH4,1727.0594,719.5458,739.5145
OxCL((40:4(OOOOH))_(42:8(OOOOOH)))+NH4,1743.0543,719.5458,755.5094
OxCL((40:4(OOOOH))_(42:8(OOOOOOH)))+NH4,1759.0492,719.5458,771.5043
OxCL((40:4(OOOOH))_(42:8(OOOOOOOOH)))+NH4,1791.0391,719.5458,803.4942
OxCL((40:4(OOOOH))_(42:9))+NH4,1661.0641,719.5458,673.5192
OxCL((40:4(OOOOH))_(42:9(OH)))+NH4,1677.059,719.5458,689.5141
OxCL((40:4(OOOOH))_(42:9(OH)))+NH4,1677.059,719.5458,689.5141
OxCL((40:4(OOOOH))_(42:9(OOH)))+NH4,1693.0539,719.5458,705.509
OxCL((40:4(OOOOH))_(42:9(OOOH)))+NH4,1709.0488,719.5458,721.5039
OxCL((40:4(OOOOH))_(42:9(OOOOH)))+NH4,1725.0437,719.5458,737.4988
OxCL((40:4(OOOOH))_(42:9(OOOOOH)))+NH4,1741.0387,719.5458,753.4938
OxCL((40:4(OOOOH))_(42:9(OOOOOOH)))+NH4,1757.0336,719.5458,769.4887
OxCL((40:4(OOOOH))_(42:9(OOOOOOOOH)))+NH4,1789.0234,719.5458,801.4785
OxCL((40:4(OOOOH))_(44:10))+NH4,1687.0797,719.5458,699.5348
OxCL((40:4(OOOOH))_(44:10(OH)))+NH4,1703.0746,719.5458,715.5297
OxCL((40:4(OOOOH))_(44:10(OOH)))+NH4,1719.0696,719.5458,731.5247
OxCL((40:4(OOOOH))_(44:10(OOOH)))+NH4,1735.0645,719.5458,747.5196
OxCL((40:4(OOOOH))_(44:10(OOOOH)))+NH4,1751.0594,719.5458,763.5145
OxCL((40:4(OOOOH))_(44:10(OOOOOH)))+NH4,1767.0543,719.5458,779.5094
OxCL((40:4(OOOOH))_(44:10(OOOOOOH)))+NH4,1783.0492,719.5458,795.5043
OxCL((40:4(OOOOH))_(44:10(OOOOOOOOH)))+NH4,1815.0391,719.5458,827.4942
OxCL((40:4(OOOOH))_(44:11))+NH4,1685.0641,719.5458,697.5192
OxCL((40:4(OOOOH))_(44:11(OH)))+NH4,1701.059,719.5458,713.5141
OxCL((40:4(OOOOH))_(44:11(OH)))+NH4,1701.059,719.5458,713.5141
OxCL((40:4(OOOOH))_(44:11(OOH)))+NH4,1717.0539,719.5458,729.509
OxCL((40:4(OOOOH))_(44:11(OOOH)))+NH4,1733.0488,719.5458,745.5039
OxCL((40:4(OOOOH))_(44:11(OOOOH)))+NH4,1749.0437,719.5458,761.4988
OxCL((40:4(OOOOH))_(44:11(OOOOOH)))+NH4,1765.0387,719.5458,777.4938
OxCL((40:4(OOOOH))_(44:11(OOOOOOH)))+NH4,1781.0336,719.5458,793.4887
OxCL((40:4(OOOOH))_(44:11(OOOOOOOOH)))+NH4,1813.0234,719.5458,825.4785
OxCL((40:4(OOOOH))_(44:12))+NH4,1683.0484,719.5458,695.5035
OxCL((40:4(OOOOH))_(44:12(OH)))+NH4,1699.0433,719.5458,711.4984
OxCL((40:4(OOOOH))_(44:12(OOH)))+NH4,1715.0382,719.5458,727.4933
OxCL((40:4(OOOOH))_(44:12(OOOH)))+NH4,1731.0332,719.5458,743.4883
OxCL((40:4(OOOOH))_(44:12(OOOOH)))+NH4,1747.0281,719.5458,759.4832
OxCL((40:4(OOOOH))_(44:12(OOOOOH)))+NH4,1763.023,719.5458,775.4781
OxCL((40:4(OOOOH))_(44:12(OOOOOOH)))+NH4,1779.0179,719.5458,791.473
OxCL((40:4(OOOOH))_(44:12(OOOOOOOOH)))+NH4,1811.0078,719.5458,823.4629
OxCL((40:4(OOOOH))_(44:6(OOH)))+NH4,1727.1322,719.5458,739.5873
OxCL((40:4(OOOOH))_(44:8(OH)))+NH4,1707.106,719.5458,719.5611
OxCL((40:4(OOOOH))_(44:8(OOH)))+NH4,1723.1009,719.5458,735.556
OxCL((40:4(OOOOH))_(44:8(OOOH)))+NH4,1739.0958,719.5458,751.5509
OxCL((40:4(OOOOH))_(44:8(OOOOOH)))+NH4,1771.0856,719.5458,783.5407
OxCL((40:4(OOOOH))_(44:9(OH)))+NH4,1705.0903,719.5458,717.5454
OxCL((40:4(OOOOH))_(44:9(OOH)))+NH4,1721.0852,719.5458,733.5403
OxCL((40:4(OOOOH))_(44:9(OOOH)))+NH4,1737.0801,719.5458,749.5352
OxCL((40:4(OOOOH))_(44:9(OOOOOH)))+NH4,1769.07,719.5458,781.5251
OxCL((40:5)_(40:5(OH)))+NH4,1591.095,653.5505,669.5454
OxCL((40:5)_(40:5(OOH)))+NH4,1607.0899,653.5505,685.5403
OxCL((40:5)_(40:5(OOH)))+NH4,1607.0899,653.5505,685.5403
OxCL((40:5)_(40:5(OOOH)))+NH4,1623.0848,653.5505,701.5352
OxCL((40:5)_(40:5(OOOOH)))+NH4,1639.0798,653.5505,717.5302
OxCL((40:5)_(40:5(OOOOOH)))+NH4,1655.0747,653.5505,733.5251
OxCL((40:5)_(40:6(OH)))+NH4,1589.0793,653.5505,667.5297
OxCL((40:5)_(40:6(OOH)))+NH4,1605.0743,653.5505,683.5247
OxCL((40:5)_(40:6(OOOH)))+NH4,1621.0692,653.5505,699.5196
OxCL((40:5)_(40:6(OOOOH)))+NH4,1637.0641,653.5505,715.5145
OxCL((40:5)_(40:6(OOOOOH)))+NH4,1653.059,653.5505,731.5094
OxCL((40:5)_(40:6(OOOOOOH)))+NH4,1669.0539,653.5505,747.5043
OxCL((40:5)_(40:6(OOOOOOOOH)))+NH4,1701.0438,653.5505,779.4942
OxCL((40:5)_(40:7(OH)))+NH4,1587.0637,653.5505,665.5141
OxCL((40:5)_(40:7(OH)))+NH4,1587.0637,653.5505,665.5141
OxCL((40:5)_(40:7(OOH)))+NH4,1603.0586,653.5505,681.509
OxCL((40:5)_(40:7(OOOH)))+NH4,1619.0535,653.5505,697.5039
OxCL((40:5)_(40:7(OOOOH)))+NH4,1635.0484,653.5505,713.4988
OxCL((40:5)_(40:7(OOOOOH)))+NH4,1651.0434,653.5505,729.4938
OxCL((40:5)_(40:7(OOOOOOH)))+NH4,1667.0383,653.5505,745.4887
OxCL((40:5)_(40:7(OOOOOOOOH)))+NH4,1699.0281,653.5505,777.4785
OxCL((40:5)_(40:8(OH)))+NH4,1585.048,653.5505,663.4984
OxCL((40:5)_(40:8(OH)))+NH4,1585.048,653.5505,663.4984
OxCL((40:5)_(40:8(OOH)))+NH4,1601.0429,653.5505,679.4933
OxCL((40:5)_(40:8(OOOH)))+NH4,1617.0379,653.5505,695.4883
OxCL((40:5)_(40:8(OOOH)))+NH4,1617.0379,653.5505,695.4883
OxCL((40:5)_(40:8(OOOOH)))+NH4,1633.0328,653.5505,711.4832
OxCL((40:5)_(40:8(OOOOOH)))+NH4,1649.0277,653.5505,727.4781
OxCL((40:5)_(40:8(OOOOOOH)))+NH4,1665.0226,653.5505,743.473
OxCL((40:5)_(40:8(OOOOOOH)))+NH4,1665.0226,653.5505,743.473
OxCL((40:5)_(40:8(OOOOOOOOH)))+NH4,1697.0125,653.5505,775.4629
OxCL((40:5)_(40:8(OOOOOOOOH)))+NH4,1697.0125,653.5505,775.4629
OxCL((40:5)_(40:9(OH)))+NH4,1583.0324,653.5505,661.4828
OxCL((40:5)_(40:9(OOH)))+NH4,1599.0273,653.5505,677.4777
OxCL((40:5)_(40:9(OOOH)))+NH4,1615.0222,653.5505,693.4726
OxCL((40:5)_(40:9(OOOH)))+NH4,1615.0222,653.5505,693.4726
OxCL((40:5)_(40:9(OOOOH)))+NH4,1631.0171,653.5505,709.4675
OxCL((40:5)_(40:9(OOOOH)))+NH4,1631.0171,653.5505,709.4675
OxCL((40:5)_(40:9(OOOOOH)))+NH4,1647.012,653.5505,725.4624
OxCL((40:5)_(40:9(OOOOOOH)))+NH4,1663.007,653.5505,741.4574
OxCL((40:5)_(40:9(OOOOOOOOH)))+NH4,1694.9968,653.5505,773.4472
OxCL((40:5)_(42:10(OH)))+NH4,1609.048,653.5505,687.4984
OxCL((40:5)_(42:10(OOH)))+NH4,1625.0429,653.5505,703.4933
OxCL((40:5)_(42:10(OOOH)))+NH4,1641.0379,653.5505,719.4883
OxCL((40:5)_(42:10(OOOOH)))+NH4,1657.0328,653.5505,735.4832
OxCL((40:5)_(42:10(OOOOOH)))+NH4,1673.0277,653.5505,751.4781
OxCL((40:5)_(42:10(OOOOOOH)))+NH4,1689.0226,653.5505,767.473
OxCL((40:5)_(42:10(OOOOOOOOH)))+NH4,1721.0125,653.5505,799.4629
OxCL((40:5)_(42:4(OH)))+NH4,1621.142,653.5505,699.5924
OxCL((40:5)_(42:6(OH)))+NH4,1617.1107,653.5505,695.5611
OxCL((40:5)_(42:6(OOH)))+NH4,1633.1056,653.5505,711.556
OxCL((40:5)_(42:6(OOH)))+NH4,1633.1056,653.5505,711.556
OxCL((40:5)_(42:6(OOOH)))+NH4,1649.1005,653.5505,727.5509
OxCL((40:5)_(42:6(OOOOH)))+NH4,1665.0954,653.5505,743.5458
OxCL((40:5)_(42:6(OOOOOH)))+NH4,1681.0903,653.5505,759.5407
OxCL((40:5)_(42:7(OH)))+NH4,1615.095,653.5505,693.5454
OxCL((40:5)_(42:7(OOH)))+NH4,1631.0899,653.5505,709.5403
OxCL((40:5)_(42:7(OOH)))+NH4,1631.0899,653.5505,709.5403
OxCL((40:5)_(42:7(OOOH)))+NH4,1647.0848,653.5505,725.5352
OxCL((40:5)_(42:7(OOOOH)))+NH4,1663.0798,653.5505,741.5302
OxCL((40:5)_(42:7(OOOOOH)))+NH4,1679.0747,653.5505,757.5251
OxCL((40:5)_(42:8(OH)))+NH4,1613.0793,653.5505,691.5297
OxCL((40:5)_(42:8(OOH)))+NH4,1629.0743,653.5505,707.5247
OxCL((40:5)_(42:8(OOOH)))+NH4,1645.0692,653.5505,723.5196
OxCL((40:5)_(42:8(OOOOH)))+NH4,1661.0641,653.5505,739.5145
OxCL((40:5)_(42:8(OOOOOH)))+NH4,1677.059,653.5505,755.5094
OxCL((40:5)_(42:8(OOOOOOH)))+NH4,1693.0539,653.5505,771.5043
OxCL((40:5)_(42:8(OOOOOOOOH)))+NH4,1725.0438,653.5505,803.4942
OxCL((40:5)_(42:9(OH)))+NH4,1611.0637,653.5505,689.5141
OxCL((40:5)_(42:9(OH)))+NH4,1611.0637,653.5505,689.5141
OxCL((40:5)_(42:9(OOH)))+NH4,1627.0586,653.5505,705.509
OxCL((40:5)_(42:9(OOOH)))+NH4,1643.0535,653.5505,721.5039
OxCL((40:5)_(42:9(OOOOH)))+NH4,1659.0484,653.5505,737.4988
OxCL((40:5)_(42:9(OOOOOH)))+NH4,1675.0434,653.5505,753.4938
OxCL((40:5)_(42:9(OOOOOOH)))+NH4,1691.0383,653.5505,769.4887
OxCL((40:5)_(42:9(OOOOOOOOH)))+NH4,1723.0281,653.5505,801.4785
OxCL((40:5)_(44:10(OH)))+NH4,1637.0793,653.5505,715.5297
OxCL((40:5)_(44:10(OOH)))+NH4,1653.0743,653.5505,731.5247
OxCL((40:5)_(44:10(OOOH)))+NH4,1669.0692,653.5505,747.5196
OxCL((40:5)_(44:10(OOOOH)))+NH4,1685.0641,653.5505,763.5145
OxCL((40:5)_(44:10(OOOOOH)))+NH4,1701.059,653.5505,779.5094
OxCL((40:5)_(44:10(OOOOOOH)))+NH4,1717.0539,653.5505,795.5043
OxCL((40:5)_(44:10(OOOOOOOOH)))+NH4,1749.0438,653.5505,827.4942
OxCL((40:5)_(44:11(OH)))+NH4,1635.0637,653.5505,713.5141
OxCL((40:5)_(44:11(OH)))+NH4,1635.0637,653.5505,713.5141
OxCL((40:5)_(44:11(OOH)))+NH4,1651.0586,653.5505,729.509
OxCL((40:5)_(44:11(OOOH)))+NH4,1667.0535,653.5505,745.5039
OxCL((40:5)_(44:11(OOOOH)))+NH4,1683.0484,653.5505,761.4988
OxCL((40:5)_(44:11(OOOOOH)))+NH4,1699.0434,653.5505,777.4938
OxCL((40:5)_(44:11(OOOOOOH)))+NH4,1715.0383,653.5505,793.4887
OxCL((40:5)_(44:11(OOOOOOOOH)))+NH4,1747.0281,653.5505,825.4785
OxCL((40:5)_(44:12(OH)))+NH4,1633.048,653.5505,711.4984
OxCL((40:5)_(44:12(OOH)))+NH4,1649.0429,653.5505,727.4933
OxCL((40:5)_(44:12(OOOH)))+NH4,1665.0379,653.5505,743.4883
OxCL((40:5)_(44:12(OOOOH)))+NH4,1681.0328,653.5505,759.4832
OxCL((40:5)_(44:12(OOOOOH)))+NH4,1697.0277,653.5505,775.4781
OxCL((40:5)_(44:12(OOOOOOH)))+NH4,1713.0226,653.5505,791.473
OxCL((40:5)_(44:12(OOOOOOOOH)))+NH4,1745.0125,653.5505,823.4629
OxCL((40:5)_(44:6(OOH)))+NH4,1661.1369,653.5505,739.5873
OxCL((40:5)_(44:8(OH)))+NH4,1641.1107,653.5505,719.5611
OxCL((40:5)_(44:8(OOH)))+NH4,1657.1056,653.5505,735.556
OxCL((40:5)_(44:8(OOOH)))+NH4,1673.1005,653.5505,751.5509
OxCL((40:5)_(44:8(OOOOOH)))+NH4,1705.0903,653.5505,783.5407
OxCL((40:5)_(44:9(OH)))+NH4,1639.095,653.5505,717.5454
OxCL((40:5)_(44:9(OOH)))+NH4,1655.0899,653.5505,733.5403
OxCL((40:5)_(44:9(OOOH)))+NH4,1671.0848,653.5505,749.5352
OxCL((40:5)_(44:9(OOOOOH)))+NH4,1703.0747,653.5505,781.5251
OxCL((40:5(OH))_(40:5(OH)))+NH4,1607.0899,669.5454,669.5454
OxCL((40:5(OH))_(40:5(OOH)))+NH4,1623.0848,669.5454,685.5403
OxCL((40:5(OH))_(40:5(OOH)))+NH4,1623.0848,669.5454,685.5403
OxCL((40:5(OH))_(40:5(OOOH)))+NH4,1639.0797,669.5454,701.5352
