OxCL,[M+NH4]+,(sn1+sn2)+,(sn1'+sn2')+
OxCL((32:0)_(32:1(OH)))+NH4,1384.9854,551.5035,565.4828
OxCL((32:0)_(32:1(OOH)))+NH4,1400.9803,551.5035,581.4777
OxCL((32:0)_(32:2(OH)))+NH4,1382.9697,551.5035,563.4671
OxCL((32:0)_(32:2(OOH)))+NH4,1398.9646,551.5035,579.462
OxCL((32:0)_(32:2(OOOH)))+NH4,1414.9595,551.5035,595.4569
OxCL((32:0)_(32:2(OOOOH)))+NH4,1430.9545,551.5035,611.4519
OxCL((32:0)_(34:1(OH)))+NH4,1413.0167,551.5035,593.5141
OxCL((32:0)_(34:1(OOH)))+NH4,1429.0116,551.5035,609.509
OxCL((32:0)_(34:2(OH)))+NH4,1411.001,551.5035,591.4984
OxCL((32:0)_(34:2(OH)))+NH4,1411.001,551.5035,591.4984
OxCL((32:0)_(34:2(OOH)))+NH4,1426.9959,551.5035,607.4933
OxCL((32:0)_(34:2(OOOH)))+NH4,1442.9909,551.5035,623.4883
OxCL((32:0)_(34:2(OOOH)))+NH4,1442.9909,551.5035,623.4883
OxCL((32:0)_(34:2(OOOOH)))+NH4,1458.9858,551.5035,639.4832
OxCL((32:0)_(34:3(OH)))+NH4,1408.9854,551.5035,589.4828
OxCL((32:0)_(34:3(OOH)))+NH4,1424.9803,551.5035,605.4777
OxCL((32:0)_(34:3(OOOH)))+NH4,1440.9752,551.5035,621.4726
OxCL((32:0)_(34:3(OOOH)))+NH4,1440.9752,551.5035,621.4726
OxCL((32:0)_(34:3(OOOOH)))+NH4,1456.9701,551.5035,637.4675
OxCL((32:0)_(34:3(OOOOH)))+NH4,1456.9701,551.5035,637.4675
OxCL((32:0)_(34:3(OOOOOH)))+NH4,1472.965,551.5035,653.4624
OxCL((32:0)_(34:3(OOOOOOH)))+NH4,1488.96,551.5035,669.4574
OxCL((32:0)_(34:4(OH)))+NH4,1406.9697,551.5035,587.4671
OxCL((32:0)_(34:4(OOH)))+NH4,1422.9646,551.5035,603.462
OxCL((32:0)_(34:4(OOOH)))+NH4,1438.9595,551.5035,619.4569
OxCL((32:0)_(34:4(OOOOH)))+NH4,1454.9545,551.5035,635.4519
OxCL((32:0)_(34:4(OOOOOH)))+NH4,1470.9494,551.5035,651.4468
OxCL((32:0)_(34:4(OOOOOOH)))+NH4,1486.9443,551.5035,667.4417
OxCL((32:0)_(36:2(OH)))+NH4,1439.0323,551.5035,619.5297
OxCL((32:0)_(36:2(OOH)))+NH4,1455.0273,551.5035,635.5247
OxCL((32:0)_(36:2(OOOH)))+NH4,1471.0222,551.5035,651.5196
OxCL((32:0)_(36:2(OOOOH)))+NH4,1487.0171,551.5035,667.5145
OxCL((32:0)_(36:3(OH)))+NH4,1437.0167,551.5035,617.5141
OxCL((32:0)_(36:3(OH)))+NH4,1437.0167,551.5035,617.5141
OxCL((32:0)_(36:3(OOH)))+NH4,1453.0116,551.5035,633.509
OxCL((32:0)_(36:3(OOOH)))+NH4,1469.0065,551.5035,649.5039
OxCL((32:0)_(36:3(OOOOH)))+NH4,1485.0014,551.5035,665.4988
OxCL((32:0)_(36:3(OOOOOH)))+NH4,1500.9964,551.5035,681.4938
OxCL((32:0)_(36:3(OOOOOOH)))+NH4,1516.9913,551.5035,697.4887
OxCL((32:0)_(36:4(OH)))+NH4,1435.001,551.5035,615.4984
OxCL((32:0)_(36:4(OH)))+NH4,1435.001,551.5035,615.4984
OxCL((32:0)_(36:4(OOH)))+NH4,1450.9959,551.5035,631.4933
OxCL((32:0)_(36:4(OOOH)))+NH4,1466.9909,551.5035,647.4883
OxCL((32:0)_(36:4(OOOH)))+NH4,1466.9909,551.5035,647.4883
OxCL((32:0)_(36:4(OOOOH)))+NH4,1482.9858,551.5035,663.4832
OxCL((32:0)_(36:4(OOOOOH)))+NH4,1498.9807,551.5035,679.4781
OxCL((32:0)_(36:4(OOOOOOH)))+NH4,1514.9756,551.5035,695.473
OxCL((32:0)_(36:4(OOOOOOH)))+NH4,1514.9756,551.5035,695.473
OxCL((32:0)_(36:4(OOOOOOOOH)))+NH4,1546.9655,551.5035,727.4629
OxCL((32:0)_(36:5(OH)))+NH4,1432.9854,551.5035,613.4828
OxCL((32:0)_(36:5(OOH)))+NH4,1448.9803,551.5035,629.4777
OxCL((32:0)_(36:5(OOOH)))+NH4,1464.9752,551.5035,645.4726
OxCL((32:0)_(36:5(OOOH)))+NH4,1464.9752,551.5035,645.4726
OxCL((32:0)_(36:5(OOOOH)))+NH4,1480.9701,551.5035,661.4675
OxCL((32:0)_(36:5(OOOOH)))+NH4,1480.9701,551.5035,661.4675
OxCL((32:0)_(36:5(OOOOOH)))+NH4,1496.965,551.5035,677.4624
OxCL((32:0)_(36:5(OOOOOOH)))+NH4,1512.96,551.5035,693.4574
OxCL((32:0)_(36:5(OOOOOOOOH)))+NH4,1544.9498,551.5035,725.4472
OxCL((32:0)_(36:6(OH)))+NH4,1430.9697,551.5035,611.4671
OxCL((32:0)_(36:6(OOH)))+NH4,1446.9646,551.5035,627.462
OxCL((32:0)_(36:6(OOOH)))+NH4,1462.9595,551.5035,643.4569
OxCL((32:0)_(36:6(OOOOH)))+NH4,1478.9545,551.5035,659.4519
OxCL((32:0)_(36:6(OOOOOH)))+NH4,1494.9494,551.5035,675.4468
OxCL((32:0)_(36:6(OOOOOOH)))+NH4,1510.9443,551.5035,691.4417
OxCL((32:0)_(36:6(OOOOOOOOH)))+NH4,1542.9341,551.5035,723.4315
OxCL((32:0)_(38:2(OH)))+NH4,1467.0637,551.5035,647.5611
OxCL((32:0)_(38:2(OOH)))+NH4,1483.0586,551.5035,663.556
OxCL((32:0)_(38:3(OH)))+NH4,1465.048,551.5035,645.5454
OxCL((32:0)_(38:3(OOH)))+NH4,1481.0429,551.5035,661.5403
OxCL((32:0)_(38:3(OOOOH)))+NH4,1513.0328,551.5035,693.5302
OxCL((32:0)_(38:4(OH)))+NH4,1463.0323,551.5035,643.5297
OxCL((32:0)_(38:4(OOH)))+NH4,1479.0273,551.5035,659.5247
OxCL((32:0)_(38:4(OOOH)))+NH4,1495.0222,551.5035,675.5196
OxCL((32:0)_(38:4(OOOOH)))+NH4,1511.0171,551.5035,691.5145
OxCL((32:0)_(38:4(OOOOOH)))+NH4,1527.012,551.5035,707.5094
OxCL((32:0)_(38:4(OOOOOOH)))+NH4,1543.0069,551.5035,723.5043
OxCL((32:0)_(38:5(OH)))+NH4,1461.0167,551.5035,641.5141
OxCL((32:0)_(38:5(OH)))+NH4,1461.0167,551.5035,641.5141
OxCL((32:0)_(38:5(OOH)))+NH4,1477.0116,551.5035,657.509
OxCL((32:0)_(38:5(OOOH)))+NH4,1493.0065,551.5035,673.5039
OxCL((32:0)_(38:5(OOOOH)))+NH4,1509.0014,551.5035,689.4988
OxCL((32:0)_(38:5(OOOOOH)))+NH4,1524.9964,551.5035,705.4938
OxCL((32:0)_(38:5(OOOOOOH)))+NH4,1540.9913,551.5035,721.4887
OxCL((32:0)_(38:5(OOOOOOOOH)))+NH4,1572.9811,551.5035,753.4785
OxCL((32:0)_(38:6(OH)))+NH4,1459.001,551.5035,639.4984
OxCL((32:0)_(38:6(OH)))+NH4,1459.001,551.5035,639.4984
OxCL((32:0)_(38:6(OOH)))+NH4,1474.9959,551.5035,655.4933
OxCL((32:0)_(38:6(OOOH)))+NH4,1490.9909,551.5035,671.4883
OxCL((32:0)_(38:6(OOOH)))+NH4,1490.9909,551.5035,671.4883
OxCL((32:0)_(38:6(OOOOH)))+NH4,1506.9858,551.5035,687.4832
OxCL((32:0)_(38:6(OOOOOH)))+NH4,1522.9807,551.5035,703.4781
OxCL((32:0)_(38:6(OOOOOOH)))+NH4,1538.9756,551.5035,719.473
OxCL((32:0)_(38:6(OOOOOOH)))+NH4,1538.9756,551.5035,719.473
OxCL((32:0)_(38:6(OOOOOOOOH)))+NH4,1570.9655,551.5035,751.4629
OxCL((32:0)_(38:6(OOOOOOOOH)))+NH4,1570.9655,551.5035,751.4629
OxCL((32:0)_(38:7(OH)))+NH4,1456.9854,551.5035,637.4828
OxCL((32:0)_(38:7(OOH)))+NH4,1472.9803,551.5035,653.4777
OxCL((32:0)_(38:7(OOOH)))+NH4,1488.9752,551.5035,669.4726
OxCL((32:0)_(38:7(OOOH)))+NH4,1488.9752,551.5035,669.4726
OxCL((32:0)_(38:7(OOOOH)))+NH4,1504.9701,551.5035,685.4675
OxCL((32:0)_(38:7(OOOOH)))+NH4,1504.9701,551.5035,685.4675
OxCL((32:0)_(38:7(OOOOOH)))+NH4,1520.965,551.5035,701.4624
OxCL((32:0)_(38:7(OOOOOOH)))+NH4,1536.96,551.5035,717.4574
OxCL((32:0)_(38:7(OOOOOOOOH)))+NH4,1568.9498,551.5035,749.4472
OxCL((32:0)_(40:4(OH)))+NH4,1491.0637,551.5035,671.5611
OxCL((32:0)_(40:4(OOH)))+NH4,1507.0586,551.5035,687.556
OxCL((32:0)_(40:4(OOH)))+NH4,1507.0586,551.5035,687.556
OxCL((32:0)_(40:4(OOOH)))+NH4,1523.0535,551.5035,703.5509
OxCL((32:0)_(40:4(OOOOH)))+NH4,1539.0484,551.5035,719.5458
OxCL((32:0)_(40:5(OH)))+NH4,1489.048,551.5035,669.5454
OxCL((32:0)_(40:5(OOH)))+NH4,1505.0429,551.5035,685.5403
OxCL((32:0)_(40:5(OOH)))+NH4,1505.0429,551.5035,685.5403
OxCL((32:0)_(40:5(OOOH)))+NH4,1521.0378,551.5035,701.5352
OxCL((32:0)_(40:5(OOOOH)))+NH4,1537.0328,551.5035,717.5302
OxCL((32:0)_(40:5(OOOOOH)))+NH4,1553.0277,551.5035,733.5251
OxCL((32:0)_(40:6(OH)))+NH4,1487.0323,551.5035,667.5297
OxCL((32:0)_(40:6(OOH)))+NH4,1503.0273,551.5035,683.5247
OxCL((32:0)_(40:6(OOOH)))+NH4,1519.0222,551.5035,699.5196
OxCL((32:0)_(40:6(OOOOH)))+NH4,1535.0171,551.5035,715.5145
OxCL((32:0)_(40:6(OOOOOH)))+NH4,1551.012,551.5035,731.5094
OxCL((32:0)_(40:6(OOOOOOH)))+NH4,1567.0069,551.5035,747.5043
OxCL((32:0)_(40:6(OOOOOOOOH)))+NH4,1598.9968,551.5035,779.4942
OxCL((32:0)_(40:7(OH)))+NH4,1485.0167,551.5035,665.5141
OxCL((32:0)_(40:7(OH)))+NH4,1485.0167,551.5035,665.5141
OxCL((32:0)_(40:7(OOH)))+NH4,1501.0116,551.5035,681.509
OxCL((32:0)_(40:7(OOOH)))+NH4,1517.0065,551.5035,697.5039
OxCL((32:0)_(40:7(OOOOH)))+NH4,1533.0014,551.5035,713.4988
OxCL((32:0)_(40:7(OOOOOH)))+NH4,1548.9964,551.5035,729.4938
OxCL((32:0)_(40:7(OOOOOOH)))+NH4,1564.9913,551.5035,745.4887
OxCL((32:0)_(40:7(OOOOOOOOH)))+NH4,1596.9811,551.5035,777.4785
OxCL((32:0)_(40:8(OH)))+NH4,1483.001,551.5035,663.4984
OxCL((32:0)_(40:8(OH)))+NH4,1483.001,551.5035,663.4984
OxCL((32:0)_(40:8(OOH)))+NH4,1498.9959,551.5035,679.4933
OxCL((32:0)_(40:8(OOOH)))+NH4,1514.9909,551.5035,695.4883
OxCL((32:0)_(40:8(OOOH)))+NH4,1514.9909,551.5035,695.4883
OxCL((32:0)_(40:8(OOOOH)))+NH4,1530.9858,551.5035,711.4832
OxCL((32:0)_(40:8(OOOOOH)))+NH4,1546.9807,551.5035,727.4781
OxCL((32:0)_(40:8(OOOOOOH)))+NH4,1562.9756,551.5035,743.473
OxCL((32:0)_(40:8(OOOOOOH)))+NH4,1562.9756,551.5035,743.473
OxCL((32:0)_(40:8(OOOOOOOOH)))+NH4,1594.9655,551.5035,775.4629
OxCL((32:0)_(40:8(OOOOOOOOH)))+NH4,1594.9655,551.5035,775.4629
OxCL((32:0)_(40:9(OH)))+NH4,1480.9854,551.5035,661.4828
OxCL((32:0)_(40:9(OOH)))+NH4,1496.9803,551.5035,677.4777
OxCL((32:0)_(40:9(OOOH)))+NH4,1512.9752,551.5035,693.4726
OxCL((32:0)_(40:9(OOOH)))+NH4,1512.9752,551.5035,693.4726
OxCL((32:0)_(40:9(OOOOH)))+NH4,1528.9701,551.5035,709.4675
OxCL((32:0)_(40:9(OOOOH)))+NH4,1528.9701,551.5035,709.4675
OxCL((32:0)_(40:9(OOOOOH)))+NH4,1544.965,551.5035,725.4624
OxCL((32:0)_(40:9(OOOOOOH)))+NH4,1560.96,551.5035,741.4574
OxCL((32:0)_(40:9(OOOOOOOOH)))+NH4,1592.9498,551.5035,773.4472
OxCL((32:0)_(42:10(OH)))+NH4,1507.001,551.5035,687.4984
OxCL((32:0)_(42:10(OOH)))+NH4,1522.9959,551.5035,703.4933
OxCL((32:0)_(42:10(OOOH)))+NH4,1538.9909,551.5035,719.4883
OxCL((32:0)_(42:10(OOOOH)))+NH4,1554.9858,551.5035,735.4832
OxCL((32:0)_(42:10(OOOOOH)))+NH4,1570.9807,551.5035,751.4781
OxCL((32:0)_(42:10(OOOOOOH)))+NH4,1586.9756,551.5035,767.473
OxCL((32:0)_(42:10(OOOOOOOOH)))+NH4,1618.9655,551.5035,799.4629
OxCL((32:0)_(42:4(OH)))+NH4,1519.095,551.5035,699.5924
OxCL((32:0)_(42:6(OH)))+NH4,1515.0637,551.5035,695.5611
OxCL((32:0)_(42:6(OOH)))+NH4,1531.0586,551.5035,711.556
OxCL((32:0)_(42:6(OOH)))+NH4,1531.0586,551.5035,711.556
OxCL((32:0)_(42:6(OOOH)))+NH4,1547.0535,551.5035,727.5509
OxCL((32:0)_(42:6(OOOOH)))+NH4,1563.0484,551.5035,743.5458
OxCL((32:0)_(42:6(OOOOOH)))+NH4,1579.0433,551.5035,759.5407
OxCL((32:0)_(42:7(OH)))+NH4,1513.048,551.5035,693.5454
OxCL((32:0)_(42:7(OOH)))+NH4,1529.0429,551.5035,709.5403
OxCL((32:0)_(42:7(OOH)))+NH4,1529.0429,551.5035,709.5403
OxCL((32:0)_(42:7(OOOH)))+NH4,1545.0378,551.5035,725.5352
OxCL((32:0)_(42:7(OOOOH)))+NH4,1561.0328,551.5035,741.5302
OxCL((32:0)_(42:7(OOOOOH)))+NH4,1577.0277,551.5035,757.5251
OxCL((32:0)_(42:8(OH)))+NH4,1511.0323,551.5035,691.5297
OxCL((32:0)_(42:8(OOH)))+NH4,1527.0273,551.5035,707.5247
OxCL((32:0)_(42:8(OOOH)))+NH4,1543.0222,551.5035,723.5196
OxCL((32:0)_(42:8(OOOOH)))+NH4,1559.0171,551.5035,739.5145
OxCL((32:0)_(42:8(OOOOOH)))+NH4,1575.012,551.5035,755.5094
OxCL((32:0)_(42:8(OOOOOOH)))+NH4,1591.0069,551.5035,771.5043
OxCL((32:0)_(42:8(OOOOOOOOH)))+NH4,1622.9968,551.5035,803.4942
OxCL((32:0)_(42:9(OH)))+NH4,1509.0167,551.5035,689.5141
OxCL((32:0)_(42:9(OH)))+NH4,1509.0167,551.5035,689.5141
OxCL((32:0)_(42:9(OOH)))+NH4,1525.0116,551.5035,705.509
OxCL((32:0)_(42:9(OOOH)))+NH4,1541.0065,551.5035,721.5039
OxCL((32:0)_(42:9(OOOOH)))+NH4,1557.0014,551.5035,737.4988
OxCL((32:0)_(42:9(OOOOOH)))+NH4,1572.9964,551.5035,753.4938
OxCL((32:0)_(42:9(OOOOOOH)))+NH4,1588.9913,551.5035,769.4887
OxCL((32:0)_(42:9(OOOOOOOOH)))+NH4,1620.9811,551.5035,801.4785
OxCL((32:0)_(44:10(OH)))+NH4,1535.0323,551.5035,715.5297
OxCL((32:0)_(44:10(OOH)))+NH4,1551.0273,551.5035,731.5247
OxCL((32:0)_(44:10(OOOH)))+NH4,1567.0222,551.5035,747.5196
OxCL((32:0)_(44:10(OOOOH)))+NH4,1583.0171,551.5035,763.5145
OxCL((32:0)_(44:10(OOOOOH)))+NH4,1599.012,551.5035,779.5094
OxCL((32:0)_(44:10(OOOOOOH)))+NH4,1615.0069,551.5035,795.5043
OxCL((32:0)_(44:10(OOOOOOOOH)))+NH4,1646.9968,551.5035,827.4942
OxCL((32:0)_(44:11(OH)))+NH4,1533.0167,551.5035,713.5141
OxCL((32:0)_(44:11(OH)))+NH4,1533.0167,551.5035,713.5141
OxCL((32:0)_(44:11(OOH)))+NH4,1549.0116,551.5035,729.509
OxCL((32:0)_(44:11(OOOH)))+NH4,1565.0065,551.5035,745.5039
OxCL((32:0)_(44:11(OOOOH)))+NH4,1581.0014,551.5035,761.4988
OxCL((32:0)_(44:11(OOOOOH)))+NH4,1596.9964,551.5035,777.4938
OxCL((32:0)_(44:11(OOOOOOH)))+NH4,1612.9913,551.5035,793.4887
OxCL((32:0)_(44:11(OOOOOOOOH)))+NH4,1644.9811,551.5035,825.4785
OxCL((32:0)_(44:12(OH)))+NH4,1531.001,551.5035,711.4984
OxCL((32:0)_(44:12(OOH)))+NH4,1546.9959,551.5035,727.4933
OxCL((32:0)_(44:12(OOOH)))+NH4,1562.9909,551.5035,743.4883
OxCL((32:0)_(44:12(OOOOH)))+NH4,1578.9858,551.5035,759.4832
OxCL((32:0)_(44:12(OOOOOH)))+NH4,1594.9807,551.5035,775.4781
OxCL((32:0)_(44:12(OOOOOOH)))+NH4,1610.9756,551.5035,791.473
OxCL((32:0)_(44:12(OOOOOOOOH)))+NH4,1642.9655,551.5035,823.4629
OxCL((32:0)_(44:6(OOH)))+NH4,1559.0899,551.5035,739.5873
OxCL((32:0)_(44:8(OH)))+NH4,1539.0637,551.5035,719.5611
OxCL((32:0)_(44:8(OOH)))+NH4,1555.0586,551.5035,735.556
OxCL((32:0)_(44:8(OOOH)))+NH4,1571.0535,551.5035,751.5509
OxCL((32:0)_(44:8(OOOOOH)))+NH4,1603.0433,551.5035,783.5407
OxCL((32:0)_(44:9(OH)))+NH4,1537.048,551.5035,717.5454
OxCL((32:0)_(44:9(OOH)))+NH4,1553.0429,551.5035,733.5403
OxCL((32:0)_(44:9(OOOH)))+NH4,1569.0378,551.5035,749.5352
OxCL((32:0)_(44:9(OOOOOH)))+NH4,1601.0277,551.5035,781.5251
OxCL((32:1)_(32:1(OH)))+NH4,1382.9697,549.4878,565.4828
OxCL((32:1)_(32:1(OOH)))+NH4,1398.9646,549.4878,581.4777
OxCL((32:1)_(32:2(OH)))+NH4,1380.954,549.4878,563.4671
OxCL((32:1)_(32:2(OOH)))+NH4,1396.9489,549.4878,579.462
OxCL((32:1)_(32:2(OOOH)))+NH4,1412.9438,549.4878,595.4569
OxCL((32:1)_(32:2(OOOOH)))+NH4,1428.9388,549.4878,611.4519
OxCL((32:1)_(34:1(OH)))+NH4,1411.001,549.4878,593.5141
OxCL((32:1)_(34:1(OOH)))+NH4,1426.9959,549.4878,609.509
OxCL((32:1)_(34:2(OH)))+NH4,1408.9853,549.4878,591.4984
OxCL((32:1)_(34:2(OH)))+NH4,1408.9853,549.4878,591.4984
OxCL((32:1)_(34:2(OOH)))+NH4,1424.9802,549.4878,607.4933
OxCL((32:1)_(34:2(OOOH)))+NH4,1440.9752,549.4878,623.4883
OxCL((32:1)_(34:2(OOOH)))+NH4,1440.9752,549.4878,623.4883
OxCL((32:1)_(34:2(OOOOH)))+NH4,1456.9701,549.4878,639.4832
OxCL((32:1)_(34:3(OH)))+NH4,1406.9697,549.4878,589.4828
OxCL((32:1)_(34:3(OOH)))+NH4,1422.9646,549.4878,605.4777
OxCL((32:1)_(34:3(OOOH)))+NH4,1438.9595,549.4878,621.4726
OxCL((32:1)_(34:3(OOOH)))+NH4,1438.9595,549.4878,621.4726
OxCL((32:1)_(34:3(OOOOH)))+NH4,1454.9544,549.4878,637.4675
OxCL((32:1)_(34:3(OOOOH)))+NH4,1454.9544,549.4878,637.4675
OxCL((32:1)_(34:3(OOOOOH)))+NH4,1470.9493,549.4878,653.4624
OxCL((32:1)_(34:3(OOOOOOH)))+NH4,1486.9443,549.4878,669.4574
OxCL((32:1)_(34:4(OH)))+NH4,1404.954,549.4878,587.4671
OxCL((32:1)_(34:4(OOH)))+NH4,1420.9489,549.4878,603.462
OxCL((32:1)_(34:4(OOOH)))+NH4,1436.9438,549.4878,619.4569
OxCL((32:1)_(34:4(OOOOH)))+NH4,1452.9388,549.4878,635.4519
OxCL((32:1)_(34:4(OOOOOH)))+NH4,1468.9337,549.4878,651.4468
OxCL((32:1)_(34:4(OOOOOOH)))+NH4,1484.9286,549.4878,667.4417
OxCL((32:1)_(36:2(OH)))+NH4,1437.0166,549.4878,619.5297
OxCL((32:1)_(36:2(OOH)))+NH4,1453.0116,549.4878,635.5247
OxCL((32:1)_(36:2(OOOH)))+NH4,1469.0065,549.4878,651.5196
OxCL((32:1)_(36:2(OOOOH)))+NH4,1485.0014,549.4878,667.5145
OxCL((32:1)_(36:3(OH)))+NH4,1435.001,549.4878,617.5141
OxCL((32:1)_(36:3(OH)))+NH4,1435.001,549.4878,617.5141
OxCL((32:1)_(36:3(OOH)))+NH4,1450.9959,549.4878,633.509
OxCL((32:1)_(36:3(OOOH)))+NH4,1466.9908,549.4878,649.5039
OxCL((32:1)_(36:3(OOOOH)))+NH4,1482.9857,549.4878,665.4988
OxCL((32:1)_(36:3(OOOOOH)))+NH4,1498.9807,549.4878,681.4938
OxCL((32:1)_(36:3(OOOOOOH)))+NH4,1514.9756,549.4878,697.4887
OxCL((32:1)_(36:4(OH)))+NH4,1432.9853,549.4878,615.4984
OxCL((32:1)_(36:4(OH)))+NH4,1432.9853,549.4878,615.4984
OxCL((32:1)_(36:4(OOH)))+NH4,1448.9802,549.4878,631.4933
OxCL((32:1)_(36:4(OOOH)))+NH4,1464.9752,549.4878,647.4883
OxCL((32:1)_(36:4(OOOH)))+NH4,1464.9752,549.4878,647.4883
OxCL((32:1)_(36:4(OOOOH)))+NH4,1480.9701,549.4878,663.4832
OxCL((32:1)_(36:4(OOOOOH)))+NH4,1496.965,549.4878,679.4781
OxCL((32:1)_(36:4(OOOOOOH)))+NH4,1512.9599,549.4878,695.473
OxCL((32:1)_(36:4(OOOOOOH)))+NH4,1512.9599,549.4878,695.473
OxCL((32:1)_(36:4(OOOOOOOOH)))+NH4,1544.9498,549.4878,727.4629
OxCL((32:1)_(36:5(OH)))+NH4,1430.9697,549.4878,613.4828
OxCL((32:1)_(36:5(OOH)))+NH4,1446.9646,549.4878,629.4777
OxCL((32:1)_(36:5(OOOH)))+NH4,1462.9595,549.4878,645.4726
OxCL((32:1)_(36:5(OOOH)))+NH4,1462.9595,549.4878,645.4726
OxCL((32:1)_(36:5(OOOOH)))+NH4,1478.9544,549.4878,661.4675
OxCL((32:1)_(36:5(OOOOH)))+NH4,1478.9544,549.4878,661.4675
OxCL((32:1)_(36:5(OOOOOH)))+NH4,1494.9493,549.4878,677.4624
OxCL((32:1)_(36:5(OOOOOOH)))+NH4,1510.9443,549.4878,693.4574
OxCL((32:1)_(36:5(OOOOOOOOH)))+NH4,1542.9341,549.4878,725.4472
OxCL((32:1)_(36:6(OH)))+NH4,1428.954,549.4878,611.4671
OxCL((32:1)_(36:6(OOH)))+NH4,1444.9489,549.4878,627.462
OxCL((32:1)_(36:6(OOOH)))+NH4,1460.9438,549.4878,643.4569
OxCL((32:1)_(36:6(OOOOH)))+NH4,1476.9388,549.4878,659.4519
OxCL((32:1)_(36:6(OOOOOH)))+NH4,1492.9337,549.4878,675.4468
OxCL((32:1)_(36:6(OOOOOOH)))+NH4,1508.9286,549.4878,691.4417
OxCL((32:1)_(36:6(OOOOOOOOH)))+NH4,1540.9184,549.4878,723.4315
OxCL((32:1)_(38:2(OH)))+NH4,1465.048,549.4878,647.5611
OxCL((32:1)_(38:2(OOH)))+NH4,1481.0429,549.4878,663.556
OxCL((32:1)_(38:3(OH)))+NH4,1463.0323,549.4878,645.5454
OxCL((32:1)_(38:3(OOH)))+NH4,1479.0272,549.4878,661.5403
OxCL((32:1)_(38:3(OOOOH)))+NH4,1511.0171,549.4878,693.5302
OxCL((32:1)_(38:4(OH)))+NH4,1461.0166,549.4878,643.5297
OxCL((32:1)_(38:4(OOH)))+NH4,1477.0116,549.4878,659.5247
OxCL((32:1)_(38:4(OOOH)))+NH4,1493.0065,549.4878,675.5196
OxCL((32:1)_(38:4(OOOOH)))+NH4,1509.0014,549.4878,691.5145
OxCL((32:1)_(38:4(OOOOOH)))+NH4,1524.9963,549.4878,707.5094
OxCL((32:1)_(38:4(OOOOOOH)))+NH4,1540.9912,549.4878,723.5043
OxCL((32:1)_(38:5(OH)))+NH4,1459.001,549.4878,641.5141
OxCL((32:1)_(38:5(OH)))+NH4,1459.001,549.4878,641.5141
OxCL((32:1)_(38:5(OOH)))+NH4,1474.9959,549.4878,657.509
OxCL((32:1)_(38:5(OOOH)))+NH4,1490.9908,549.4878,673.5039
OxCL((32:1)_(38:5(OOOOH)))+NH4,1506.9857,549.4878,689.4988
OxCL((32:1)_(38:5(OOOOOH)))+NH4,1522.9807,549.4878,705.4938
OxCL((32:1)_(38:5(OOOOOOH)))+NH4,1538.9756,549.4878,721.4887
OxCL((32:1)_(38:5(OOOOOOOOH)))+NH4,1570.9654,549.4878,753.4785
OxCL((32:1)_(38:6(OH)))+NH4,1456.9853,549.4878,639.4984
OxCL((32:1)_(38:6(OH)))+NH4,1456.9853,549.4878,639.4984
OxCL((32:1)_(38:6(OOH)))+NH4,1472.9802,549.4878,655.4933
OxCL((32:1)_(38:6(OOOH)))+NH4,1488.9752,549.4878,671.4883
OxCL((32:1)_(38:6(OOOH)))+NH4,1488.9752,549.4878,671.4883
OxCL((32:1)_(38:6(OOOOH)))+NH4,1504.9701,549.4878,687.4832
OxCL((32:1)_(38:6(OOOOOH)))+NH4,1520.965,549.4878,703.4781
OxCL((32:1)_(38:6(OOOOOOH)))+NH4,1536.9599,549.4878,719.473
OxCL((32:1)_(38:6(OOOOOOH)))+NH4,1536.9599,549.4878,719.473
OxCL((32:1)_(38:6(OOOOOOOOH)))+NH4,1568.9498,549.4878,751.4629
OxCL((32:1)_(38:6(OOOOOOOOH)))+NH4,1568.9498,549.4878,751.4629
OxCL((32:1)_(38:7(OH)))+NH4,1454.9697,549.4878,637.4828
OxCL((32:1)_(38:7(OOH)))+NH4,1470.9646,549.4878,653.4777
OxCL((32:1)_(38:7(OOOH)))+NH4,1486.9595,549.4878,669.4726
OxCL((32:1)_(38:7(OOOH)))+NH4,1486.9595,549.4878,669.4726
OxCL((32:1)_(38:7(OOOOH)))+NH4,1502.9544,549.4878,685.4675
OxCL((32:1)_(38:7(OOOOH)))+NH4,1502.9544,549.4878,685.4675
OxCL((32:1)_(38:7(OOOOOH)))+NH4,1518.9493,549.4878,701.4624
OxCL((32:1)_(38:7(OOOOOOH)))+NH4,1534.9443,549.4878,717.4574
OxCL((32:1)_(38:7(OOOOOOOOH)))+NH4,1566.9341,549.4878,749.4472
OxCL((32:1)_(40:4(OH)))+NH4,1489.048,549.4878,671.5611
OxCL((32:1)_(40:4(OOH)))+NH4,1505.0429,549.4878,687.556
OxCL((32:1)_(40:4(OOH)))+NH4,1505.0429,549.4878,687.556
OxCL((32:1)_(40:4(OOOH)))+NH4,1521.0378,549.4878,703.5509
OxCL((32:1)_(40:4(OOOOH)))+NH4,1537.0327,549.4878,719.5458
OxCL((32:1)_(40:5(OH)))+NH4,1487.0323,549.4878,669.5454
OxCL((32:1)_(40:5(OOH)))+NH4,1503.0272,549.4878,685.5403
OxCL((32:1)_(40:5(OOH)))+NH4,1503.0272,549.4878,685.5403
OxCL((32:1)_(40:5(OOOH)))+NH4,1519.0221,549.4878,701.5352
OxCL((32:1)_(40:5(OOOOH)))+NH4,1535.0171,549.4878,717.5302
