"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPC","[M+H]+","M+H-PC","PC_head","RT_min","RT_max","Comment","RT at Max Intensity","OxPC","[M+H]+","M+H-PC","PC_head","RT_min","RT_max","Comment","Number of Scans","OxPC","[M+H]+","M+H-PC","PC_head","RT_min","RT_max","Comment","Max Intensity","OxPC","[M+H]+","M+H-PC","PC_head","RT_min","RT_max","Comment","Average m/z","OxPC","[M+H]+","M+H-PC","PC_head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPC","[M+H]+","M+H-PC","PC_head","RT_min","RT_max","Comment"
"","OxPC(38:2(Ke))+H","1","0","1","7.28486944444444","7.58486944444444","996","","OxPC(38:2(Ke))+H"," 7.465267","0.000000"," 7.465267","7.28486944444444","7.58486944444444","996","","OxPC(38:2(Ke))+H","1","0","1","7.28486944444444","7.58486944444444","996","","OxPC(38:2(Ke))+H","170996.900","   0.000","1150359.0000","7.28486944444444","7.58486944444444","996","","OxPC(38:2(Ke))+H","828.6122","  0.0000","184.0736","7.28486944444444","7.58486944444444","996","","OxPC(38:2(Ke))+H","828.61135","645.54529","184.07332","7.28486944444444","7.58486944444444","996"
"","OxPC(38:2(Ke))+H","0","0","1","5.44522424242424","5.74522424242424","10621","","OxPC(38:2(Ke))+H"," 0.000000","0.000000"," 5.576565","5.44522424242424","5.74522424242424","10621","","OxPC(38:2(Ke))+H","0","0","1","5.44522424242424","5.74522424242424","10621","","OxPC(38:2(Ke))+H","     0.000","   0.000","  35852.8900","5.44522424242424","5.74522424242424","10621","","OxPC(38:2(Ke))+H","  0.0000","  0.0000","184.0737","5.44522424242424","5.74522424242424","10621","","OxPC(38:2(Ke))+H","828.61135","645.54529","184.07332","5.44522424242424","5.74522424242424","10621"
"","OxPC(38:2(Ke))+H","0","0","1","5.47937222222222","5.77937222222222","17520","","OxPC(38:2(Ke))+H"," 0.000000","0.000000"," 5.576565","5.47937222222222","5.77937222222222","17520","","OxPC(38:2(Ke))+H","0","0","1","5.47937222222222","5.77937222222222","17520","","OxPC(38:2(Ke))+H","     0.000","   0.000","  35852.8900","5.47937222222222","5.77937222222222","17520","","OxPC(38:2(Ke))+H","  0.0000","  0.0000","184.0737","5.47937222222222","5.77937222222222","17520","","OxPC(38:2(Ke))+H","828.61135","645.54529","184.07332","5.47937222222222","5.77937222222222","17520"
"","OxPC(38:3(O))+H","1","0","1","7.28486944444444","7.58486944444444","996","","OxPC(38:3(O))+H"," 7.465267","0.000000"," 7.465267","7.28486944444444","7.58486944444444","996","","OxPC(38:3(O))+H","1","0","1","7.28486944444444","7.58486944444444","996","","OxPC(38:3(O))+H","170996.900","   0.000","1150359.0000","7.28486944444444","7.58486944444444","996","","OxPC(38:3(O))+H","828.6122","  0.0000","184.0736","7.28486944444444","7.58486944444444","996","","OxPC(38:3(O))+H","828.61133","645.54527","184.07332","7.28486944444444","7.58486944444444","996"
"","OxPC(38:3(O))+H","0","0","1","5.44522424242424","5.74522424242424","10621","","OxPC(38:3(O))+H"," 0.000000","0.000000"," 5.576565","5.44522424242424","5.74522424242424","10621","","OxPC(38:3(O))+H","0","0","1","5.44522424242424","5.74522424242424","10621","","OxPC(38:3(O))+H","     0.000","   0.000","  35852.8900","5.44522424242424","5.74522424242424","10621","","OxPC(38:3(O))+H","  0.0000","  0.0000","184.0737","5.44522424242424","5.74522424242424","10621","","OxPC(38:3(O))+H","828.61133","645.54527","184.07332","5.44522424242424","5.74522424242424","10621"
"","OxPC(38:3(O))+H","0","0","1","5.47937222222222","5.77937222222222","17520","","OxPC(38:3(O))+H"," 0.000000","0.000000"," 5.576565","5.47937222222222","5.77937222222222","17520","","OxPC(38:3(O))+H","0","0","1","5.47937222222222","5.77937222222222","17520","","OxPC(38:3(O))+H","     0.000","   0.000","  35852.8900","5.47937222222222","5.77937222222222","17520","","OxPC(38:3(O))+H","  0.0000","  0.0000","184.0737","5.47937222222222","5.77937222222222","17520","","OxPC(38:3(O))+H","828.61133","645.54527","184.07332","5.47937222222222","5.77937222222222","17520"
"","OxPC(39:3(OOOKeO))+H","0","0","1","6.61006388888889","6.91006388888889","123","","OxPC(39:3(OOOKeO))+H"," 0.000000","0.000000"," 6.790980","6.61006388888889","6.91006388888889","123","","OxPC(39:3(OOOKeO))+H","0","0","1","6.61006388888889","6.91006388888889","123","","OxPC(39:3(OOOKeO))+H","     0.000","   0.000","   1591.6980","6.61006388888889","6.91006388888889","123","","OxPC(39:3(OOOKeO))+H","  0.0000","  0.0000","184.0735","6.61006388888889","6.91006388888889","123","","OxPC(39:3(OOOKeO))+H","904.59098","721.52492","184.07332","6.61006388888889","6.91006388888889","123"
"","OxPC(39:4(OOOKeO))+H","0","0","1","5.66719861111111","5.96719861111111","1072","","OxPC(39:4(OOOKeO))+H"," 0.000000","0.000000"," 5.681646","5.66719861111111","5.96719861111111","1072","","OxPC(39:4(OOOKeO))+H","0","0","1","5.66719861111111","5.96719861111111","1072","","OxPC(39:4(OOOKeO))+H","     0.000","   0.000","   1433.7230","5.66719861111111","5.96719861111111","1072","","OxPC(39:4(OOOKeO))+H","  0.0000","  0.0000","184.0735","5.66719861111111","5.96719861111111","1072","","OxPC(39:4(OOOKeO))+H","902.57538","719.50932","184.07332","5.66719861111111","5.96719861111111","1072"
"","OxPC(39:4(OOOKeO))+H","0","0","1","5.50178194444444","5.80178194444444","11283","","OxPC(39:4(OOOKeO))+H"," 0.000000","0.000000"," 5.681646","5.50178194444444","5.80178194444444","11283","","OxPC(39:4(OOOKeO))+H","0","0","1","5.50178194444444","5.80178194444444","11283","","OxPC(39:4(OOOKeO))+H","     0.000","   0.000","   1433.7230","5.50178194444444","5.80178194444444","11283","","OxPC(39:4(OOOKeO))+H","  0.0000","  0.0000","184.0735","5.50178194444444","5.80178194444444","11283","","OxPC(39:4(OOOKeO))+H","902.57538","719.50932","184.07332","5.50178194444444","5.80178194444444","11283"
"","OxPC(39:4(OOOOO))+H","0","0","1","6.61006388888889","6.91006388888889","123","","OxPC(39:4(OOOOO))+H"," 0.000000","0.000000"," 6.790980","6.61006388888889","6.91006388888889","123","","OxPC(39:4(OOOOO))+H","0","0","1","6.61006388888889","6.91006388888889","123","","OxPC(39:4(OOOOO))+H","     0.000","   0.000","   1591.6980","6.61006388888889","6.91006388888889","123","","OxPC(39:4(OOOOO))+H","  0.0000","  0.0000","184.0735","6.61006388888889","6.91006388888889","123","","OxPC(39:4(OOOOO))+H","904.59104","721.52498","184.07332","6.61006388888889","6.91006388888889","123"
"","OxPC(39:5(OOOKeO))+H","0","0","1","5.05591944444444","5.35591944444444","1159","","OxPC(39:5(OOOKeO))+H"," 0.000000","0.000000"," 5.241697","5.05591944444444","5.35591944444444","1159","","OxPC(39:5(OOOKeO))+H","0","0","1","5.05591944444444","5.35591944444444","1159","","OxPC(39:5(OOOKeO))+H","     0.000","   0.000","   2466.5910","5.05591944444444","5.35591944444444","1159","","OxPC(39:5(OOOKeO))+H","  0.0000","  0.0000","184.0738","5.05591944444444","5.35591944444444","1159","","OxPC(39:5(OOOKeO))+H","900.55968","717.49362","184.07332","5.05591944444444","5.35591944444444","1159"
"","OxPC(39:5(OOOOO))+H","0","0","1","5.66719861111111","5.96719861111111","1072","","OxPC(39:5(OOOOO))+H"," 0.000000","0.000000"," 5.681646","5.66719861111111","5.96719861111111","1072","","OxPC(39:5(OOOOO))+H","0","0","1","5.66719861111111","5.96719861111111","1072","","OxPC(39:5(OOOOO))+H","     0.000","   0.000","   1433.7230","5.66719861111111","5.96719861111111","1072","","OxPC(39:5(OOOOO))+H","  0.0000","  0.0000","184.0735","5.66719861111111","5.96719861111111","1072","","OxPC(39:5(OOOOO))+H","902.57534","719.50928","184.07332","5.66719861111111","5.96719861111111","1072"
"","OxPC(39:5(OOOOO))+H","0","0","1","5.50178194444444","5.80178194444444","11283","","OxPC(39:5(OOOOO))+H"," 0.000000","0.000000"," 5.681646","5.50178194444444","5.80178194444444","11283","","OxPC(39:5(OOOOO))+H","0","0","1","5.50178194444444","5.80178194444444","11283","","OxPC(39:5(OOOOO))+H","     0.000","   0.000","   1433.7230","5.50178194444444","5.80178194444444","11283","","OxPC(39:5(OOOOO))+H","  0.0000","  0.0000","184.0735","5.50178194444444","5.80178194444444","11283","","OxPC(39:5(OOOOO))+H","902.57534","719.50928","184.07332","5.50178194444444","5.80178194444444","11283"
"","OxPC(39:6(OOOOO))+H","0","0","1","5.05591944444444","5.35591944444444","1159","","OxPC(39:6(OOOOO))+H"," 0.000000","0.000000"," 5.241697","5.05591944444444","5.35591944444444","1159","","OxPC(39:6(OOOOO))+H","0","0","1","5.05591944444444","5.35591944444444","1159","","OxPC(39:6(OOOOO))+H","     0.000","   0.000","   2466.5910","5.05591944444444","5.35591944444444","1159","","OxPC(39:6(OOOOO))+H","  0.0000","  0.0000","184.0738","5.05591944444444","5.35591944444444","1159","","OxPC(39:6(OOOOO))+H","900.55974","717.49368","184.07332","5.05591944444444","5.35591944444444","1159"
"","OxPC(40:4(Ke))+H","0","0","1","4.85873611111111","5.15873611111111","14708","","OxPC(40:4(Ke))+H"," 0.000000","0.000000"," 5.109774","4.85873611111111","5.15873611111111","14708","","OxPC(40:4(Ke))+H","0","0","1","4.85873611111111","5.15873611111111","14708","","OxPC(40:4(Ke))+H","     0.000","   0.000","  59865.3000","4.85873611111111","5.15873611111111","14708","","OxPC(40:4(Ke))+H","  0.0000","  0.0000","184.0739","4.85873611111111","5.15873611111111","14708","","OxPC(40:4(Ke))+H","852.61135","669.54529","184.07332","4.85873611111111","5.15873611111111","14708"
"","OxPC(40:4(KeOKe))+H","0","0","1","4.88902083333333","5.18902083333333","806","","OxPC(40:4(KeOKe))+H"," 0.000000","0.000000"," 5.038081","4.88902083333333","5.18902083333333","806","","OxPC(40:4(KeOKe))+H","0","0","1","4.88902083333333","5.18902083333333","806","","OxPC(40:4(KeOKe))+H","     0.000","   0.000","  36175.0900","4.88902083333333","5.18902083333333","806","","OxPC(40:4(KeOKe))+H","  0.0000","  0.0000","184.0738","4.88902083333333","5.18902083333333","806","","OxPC(40:4(KeOKe))+H","882.58556","699.5195","184.07332","4.88902083333333","5.18902083333333","806"
"","OxPC(40:5(KeOO))+H","0","0","1","4.88902083333333","5.18902083333333","806","","OxPC(40:5(KeOO))+H"," 0.000000","0.000000"," 5.038081","4.88902083333333","5.18902083333333","806","","OxPC(40:5(KeOO))+H","0","0","1","4.88902083333333","5.18902083333333","806","","OxPC(40:5(KeOO))+H","     0.000","   0.000","  36175.0900","4.88902083333333","5.18902083333333","806","","OxPC(40:5(KeOO))+H","  0.0000","  0.0000","184.0738","4.88902083333333","5.18902083333333","806","","OxPC(40:5(KeOO))+H","882.58556","699.5195","184.07332","4.88902083333333","5.18902083333333","806"
"","OxPC(40:5(O))+H","0","0","1","4.85873611111111","5.15873611111111","14708","","OxPC(40:5(O))+H"," 0.000000","0.000000"," 5.109774","4.85873611111111","5.15873611111111","14708","","OxPC(40:5(O))+H","0","0","1","4.85873611111111","5.15873611111111","14708","","OxPC(40:5(O))+H","     0.000","   0.000","  59865.3000","4.85873611111111","5.15873611111111","14708","","OxPC(40:5(O))+H","  0.0000","  0.0000","184.0739","4.85873611111111","5.15873611111111","14708","","OxPC(40:5(O))+H","852.61135","669.54529","184.07332","4.85873611111111","5.15873611111111","14708"
"","OxPC(40:6(OOO))+H","0","0","1","4.88902083333333","5.18902083333333","806","","OxPC(40:6(OOO))+H"," 0.000000","0.000000"," 5.038081","4.88902083333333","5.18902083333333","806","","OxPC(40:6(OOO))+H","0","0","1","4.88902083333333","5.18902083333333","806","","OxPC(40:6(OOO))+H","     0.000","   0.000","  36175.0900","4.88902083333333","5.18902083333333","806","","OxPC(40:6(OOO))+H","  0.0000","  0.0000","184.0738","4.88902083333333","5.18902083333333","806","","OxPC(40:6(OOO))+H","882.58552","699.51946","184.07332","4.88902083333333","5.18902083333333","806"
"","OxPC(46:1(Ke))+H","0","0","1","11.9983458333333","12.2983458333333","620","","OxPC(46:1(Ke))+H"," 0.000000","0.000000","12.254260","11.9983458333333","12.2983458333333","620","","OxPC(46:1(Ke))+H","0","0","1","11.9983458333333","12.2983458333333","620","","OxPC(46:1(Ke))+H","     0.000","   0.000","   4333.8190","11.9983458333333","12.2983458333333","620","","OxPC(46:1(Ke))+H","  0.0000","  0.0000","184.0739","11.9983458333333","12.2983458333333","620","","OxPC(46:1(Ke))+H","942.75222","759.68616","184.07332","11.9983458333333","12.2983458333333","620"
"","OxPC(46:1(O))+H","0","0","1","12.4749939393939","12.7749939393939","239","","OxPC(46:1(O))+H"," 0.000000","0.000000","12.574980","12.4749939393939","12.7749939393939","239","","OxPC(46:1(O))+H","0","0","2","12.4749939393939","12.7749939393939","239","","OxPC(46:1(O))+H","     0.000","   0.000","   1766.0160","12.4749939393939","12.7749939393939","239","","OxPC(46:1(O))+H","  0.0000","  0.0000","184.0738","12.4749939393939","12.7749939393939","239","","OxPC(46:1(O))+H","944.76788","761.70182","184.07332","12.4749939393939","12.7749939393939","239"
"","OxPC(46:2(O))+H","0","0","1","11.9983458333333","12.2983458333333","620","","OxPC(46:2(O))+H"," 0.000000","0.000000","12.254260","11.9983458333333","12.2983458333333","620","","OxPC(46:2(O))+H","0","0","1","11.9983458333333","12.2983458333333","620","","OxPC(46:2(O))+H","     0.000","   0.000","   4333.8190","11.9983458333333","12.2983458333333","620","","OxPC(46:2(O))+H","  0.0000","  0.0000","184.0739","11.9983458333333","12.2983458333333","620","","OxPC(46:2(O))+H","942.75223","759.68617","184.07332","11.9983458333333","12.2983458333333","620"
"","OxPC(48:1(Ke))+H","0","0","1","12.7796097222222","13.0796097222222","571","","OxPC(48:1(Ke))+H"," 0.000000","0.000000","12.964120","12.7796097222222","13.0796097222222","571","","OxPC(48:1(Ke))+H","0","0","1","12.7796097222222","13.0796097222222","571","","OxPC(48:1(Ke))+H","     0.000","   0.000","  14954.3100","12.7796097222222","13.0796097222222","571","","OxPC(48:1(Ke))+H","  0.0000","  0.0000","184.0736","12.7796097222222","13.0796097222222","571","","OxPC(48:1(Ke))+H","970.78352","787.71746","184.07332","12.7796097222222","13.0796097222222","571"
"","OxPC(48:2(Ke))+H","1","0","1","12.2565486111111","12.5565486111111","769","","OxPC(48:2(Ke))+H","12.373970","0.000000","12.373970","12.2565486111111","12.5565486111111","769","","OxPC(48:2(Ke))+H","1","0","1","12.2565486111111","12.5565486111111","769","","OxPC(48:2(Ke))+H"," 16695.090","   0.000"," 212876.3000","12.2565486111111","12.5565486111111","769","","OxPC(48:2(Ke))+H","968.7719","  0.0000","184.0739","12.2565486111111","12.5565486111111","769","","OxPC(48:2(Ke))+H","968.76787","785.70181","184.07332","12.2565486111111","12.5565486111111","769"
"","OxPC(48:2(O))+H","0","0","1","12.7796097222222","13.0796097222222","571","","OxPC(48:2(O))+H"," 0.000000","0.000000","12.964120","12.7796097222222","13.0796097222222","571","","OxPC(48:2(O))+H","0","0","1","12.7796097222222","13.0796097222222","571","","OxPC(48:2(O))+H","     0.000","   0.000","  14954.3100","12.7796097222222","13.0796097222222","571","","OxPC(48:2(O))+H","  0.0000","  0.0000","184.0736","12.7796097222222","13.0796097222222","571","","OxPC(48:2(O))+H","970.78353","787.71747","184.07332","12.7796097222222","13.0796097222222","571"
"","OxPC(48:3(O))+H","1","0","1","12.2565486111111","12.5565486111111","769","","OxPC(48:3(O))+H","12.373970","0.000000","12.373970","12.2565486111111","12.5565486111111","769","","OxPC(48:3(O))+H","1","0","1","12.2565486111111","12.5565486111111","769","","OxPC(48:3(O))+H"," 16695.090","   0.000"," 212876.3000","12.2565486111111","12.5565486111111","769","","OxPC(48:3(O))+H","968.7719","  0.0000","184.0739","12.2565486111111","12.5565486111111","769","","OxPC(48:3(O))+H","968.76788","785.70182","184.07332","12.2565486111111","12.5565486111111","769"
