"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","RT at Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Number of Scans","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Average m/z","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment"
"","SM(37:1)+H","1","1","0","1","1","1","1","7.81398472222222","8.11398472222222","279","","SM(37:1)+H"," 7.996903"," 7.996903"," 0.000000"," 7.996903"," 7.996903"," 7.996903"," 7.996903","7.81398472222222","8.11398472222222","279","","SM(37:1)+H","2","1","0","1","1","2","2","7.81398472222222","8.11398472222222","279","","SM(37:1)+H","  199332.90","   1262.7900","      0.0","   1262.7900","  1458.2420","1.247976e+07"," 110336.300","7.81398472222222","8.11398472222222","279","","SM(37:1)+H","745.6233","562.5575","  0.0000","562.5575","544.5460","184.0735","86.09651","7.81398472222222","8.11398472222222","279","","SM(37:1)+H","745.62187","562.55583","686.54833","562.55575","544.54517","184.07332","86.09648","7.81398472222222","8.11398472222222","279"
"","SM(37:1)+H","1","0","0","0","1","1","1","7.59972777777778","7.89972777777778","1071","","SM(37:1)+H"," 7.769315"," 0.000000"," 0.000000"," 0.000000"," 7.769315"," 7.769315"," 7.769315","7.59972777777778","7.89972777777778","1071","","SM(37:1)+H","1","0","0","0","1","1","1","7.59972777777778","7.89972777777778","1071","","SM(37:1)+H","   66409.00","      0.0000","      0.0","      0.0000","  1094.0890","1.526082e+06","  12775.630","7.59972777777778","7.89972777777778","1071","","SM(37:1)+H","745.6233","  0.0000","  0.0000","  0.0000","544.5460","184.0736","86.09660","7.59972777777778","7.89972777777778","1071","","SM(37:1)+H","745.62187","562.55583","686.54833","562.55575","544.54517","184.07332","86.09648","7.59972777777778","7.89972777777778","1071"
"","SM(38:0)+H","1","0","0","0","0","1","1","8.79695","9.09695","826","","SM(38:0)+H"," 8.950597"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 8.950597"," 8.950597","8.79695","9.09695","826","","SM(38:0)+H","2","0","0","0","0","2","2","8.79695","9.09695","826","","SM(38:0)+H","  110627.30","      0.0000","      0.0","      0.0000","     0.0000","2.096005e+06","  14071.860","8.79695","9.09695","826","","SM(38:0)+H","761.6541","  0.0000","  0.0000","  0.0000","  0.0000","184.0737","86.09657","8.79695","9.09695","826","","SM(38:0)+H","761.65307","578.58703","702.57953","578.58695","560.57637","184.07332","86.09648","8.79695","9.09695","826"
"","SM(38:0)+H","1","0","0","0","0","1","1","8.80259305555556","9.10259305555556","12677","","SM(38:0)+H"," 8.950597"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 8.950597"," 8.950597","8.80259305555556","9.10259305555556","12677","","SM(38:0)+H","2","0","0","0","0","2","2","8.80259305555556","9.10259305555556","12677","","SM(38:0)+H","  110627.30","      0.0000","      0.0","      0.0000","     0.0000","2.096005e+06","  14071.860","8.80259305555556","9.10259305555556","12677","","SM(38:0)+H","761.6541","  0.0000","  0.0000","  0.0000","  0.0000","184.0737","86.09657","8.80259305555556","9.10259305555556","12677","","SM(38:0)+H","761.65307","578.58703","702.57953","578.58695","560.57637","184.07332","86.09648","8.80259305555556","9.10259305555556","12677"
"","SM(38:1)+H","1","1","0","1","1","1","1","8.38228472222222","8.68228472222222","67","","SM(38:1)+H"," 8.589641"," 8.589641"," 0.000000"," 8.589641"," 8.589641"," 8.589641"," 8.589641","8.38228472222222","8.68228472222222","67","","SM(38:1)+H","2","2","0","2","2","2","2","8.38228472222222","8.68228472222222","67","","SM(38:1)+H"," 1617538.00","   8574.1710","      0.0","   8574.1710"," 25081.8300","4.634443e+07"," 441899.900","8.38228472222222","8.68228472222222","67","","SM(38:1)+H","759.6376","576.5720","  0.0000","576.5720","558.5613","184.0732","86.09642","8.38228472222222","8.68228472222222","67","","SM(38:1)+H","759.63747","576.57143","700.56393","576.57135","558.56077","184.07332","86.09648","8.38228472222222","8.68228472222222","67"
"","SM(38:2)+H","1","1","0","1","1","1","1","7.34455416666667","7.64455416666667","166","","SM(38:2)+H"," 7.495662"," 7.495662"," 0.000000"," 7.495662"," 7.495662"," 7.495662"," 7.495662","7.34455416666667","7.64455416666667","166","","SM(38:2)+H","2","1","0","1","2","2","2","7.34455416666667","7.64455416666667","166","","SM(38:2)+H","  674253.00","   6812.9490","      0.0","   6812.9490"," 12287.3800","2.182261e+07"," 188414.600","7.34455416666667","7.64455416666667","166","","SM(38:2)+H","757.6222","574.5558","  0.0000","574.5558","556.5456","184.0734","86.09646","7.34455416666667","7.64455416666667","166","","SM(38:2)+H","757.62187","574.55583","698.54833","574.55575","556.54517","184.07332","86.09648","7.34455416666667","7.64455416666667","166"
"","SM(38:5)+H","1","1","1","1","0","1","1","6.08087777777778","6.38087777777778","970","","SM(38:5)+H"," 6.235854"," 6.235854"," 6.235854"," 6.235854"," 0.000000"," 6.235854"," 6.235854","6.08087777777778","6.38087777777778","970","","SM(38:5)+H","1","1","1","1","0","1","1","6.08087777777778","6.38087777777778","970","","SM(38:5)+H","  392838.90"," 310335.0000"," 392210.3"," 310335.0000","     0.0000","1.703438e+04","  93833.910","6.08087777777778","6.38087777777778","970","","SM(38:5)+H","751.5735","568.5072","692.5001","568.5072","  0.0000","184.0736","86.09655","6.08087777777778","6.38087777777778","970","","SM(38:5)+H","751.57487","568.50883","692.50133","568.50875","550.49817","184.07332","86.09648","6.08087777777778","6.38087777777778","970"
"","SM(39:1)+H","1","1","0","1","1","1","1","8.92801111111111","9.22801111111111","156","","SM(39:1)+H"," 9.108276"," 9.108276"," 0.000000"," 9.108276"," 9.108276"," 9.108276"," 9.108276","8.92801111111111","9.22801111111111","156","","SM(39:1)+H","1","1","0","1","1","1","1","8.92801111111111","9.22801111111111","156","","SM(39:1)+H","  724316.00","   1879.2030","      0.0","   1879.2030","  9117.2940","2.086333e+07"," 185390.800","8.92801111111111","9.22801111111111","156","","SM(39:1)+H","773.6526","590.5872","  0.0000","590.5872","572.5761","184.0731","86.09634","8.92801111111111","9.22801111111111","156","","SM(39:1)+H","773.65317","590.58713","714.57963","590.58705","572.57647","184.07332","86.09648","8.92801111111111","9.22801111111111","156"
"","SM(39:2)+H","1","0","0","0","1","1","1","7.9415","8.2415","471","","SM(39:2)+H"," 8.130595"," 0.000000"," 0.000000"," 0.000000"," 8.130595"," 8.130595"," 8.130595","7.9415","8.2415","471","","SM(39:2)+H","1","0","0","0","1","1","1","7.9415","8.2415","471","","SM(39:2)+H","  156101.30","      0.0000","      0.0","      0.0000","  1325.2610","5.074831e+06","  41245.700","7.9415","8.2415","471","","SM(39:2)+H","771.6377","  0.0000","  0.0000","  0.0000","570.5615","184.0734","86.09647","7.9415","8.2415","471","","SM(39:2)+H","771.63747","588.57143","712.56393","588.57135","570.56077","184.07332","86.09648","7.9415","8.2415","471"
"","SM(40:0)+H","1","0","0","0","0","1","1","9.83774305555555","10.1377430555555","641","","SM(40:0)+H"," 9.970926"," 9.970926"," 0.000000"," 9.970926"," 0.000000"," 9.970926"," 9.970926","9.83774305555555","10.1377430555555","641","","SM(40:0)+H","2","1","0","1","0","2","2","9.83774305555555","10.1377430555555","641","","SM(40:0)+H","  143872.40","    834.8074","      0.0","    834.8074","     0.0000","2.875774e+06","  28838.520","9.83774305555555","10.1377430555555","641","","SM(40:0)+H","789.6857","606.6199","  0.0000","606.6199","  0.0000","184.0737","86.09659","9.83774305555555","10.1377430555555","641","","SM(40:0)+H","789.68437","606.61833","730.61083","606.61825","588.60767","184.07332","86.09648","9.83774305555555","10.1377430555555","641"
"","SM(40:1)+H","1","1","0","1","1","1","1","9.45189583333333","9.75189583333333","38","","SM(40:1)+H"," 9.670409"," 9.670409"," 0.000000"," 9.670409"," 9.670409"," 9.670409"," 9.670409","9.45189583333333","9.75189583333333","38","","SM(40:1)+H","2","2","0","2","2","2","2","9.45189583333333","9.75189583333333","38","","SM(40:1)+H"," 2708392.00","  14323.8200","      0.0","  14323.8200"," 38928.0200","9.183153e+07"," 883518.100","9.45189583333333","9.75189583333333","38","","SM(40:1)+H","787.6686","604.6017","  0.0000","604.6017","586.5917","184.0731","86.09637","9.45189583333333","9.75189583333333","38","","SM(40:1)+H","787.66877","604.60273","728.59523","604.60265","586.59207","184.07332","86.09648","9.45189583333333","9.75189583333333","38"
"","SM(40:1)+H","1","1","0","1","1","1","1","9.269875","9.569875","12674","","SM(40:1)+H"," 9.546973"," 9.546973"," 0.000000"," 9.546973"," 9.546973"," 9.546973"," 9.546973","9.269875","9.569875","12674","","SM(40:1)+H","2","1","0","1","1","2","2","9.269875","9.569875","12674","","SM(40:1)+H"," 1239771.00","   5718.9730","      0.0","   5718.9730"," 17228.1600","4.086636e+07"," 486576.400","9.269875","9.569875","12674","","SM(40:1)+H","787.6696","604.6015","  0.0000","604.6015","586.5919","184.0735","86.09651","9.269875","9.569875","12674","","SM(40:1)+H","787.66877","604.60273","728.59523","604.60265","586.59207","184.07332","86.09648","9.269875","9.569875","12674"
"","SM(40:2)+H","1","1","0","1","1","1","1","8.49541527777778","8.79541527777778","71","","SM(40:2)+H"," 8.645359"," 8.645359"," 0.000000"," 8.645359"," 8.645359"," 8.645359"," 8.645359","8.49541527777778","8.79541527777778","71","","SM(40:2)+H","4","3","0","3","4","4","4","8.49541527777778","8.79541527777778","71","","SM(40:2)+H"," 2727073.00","   5739.4620","      0.0","   5739.4620"," 34254.2100","8.676488e+07"," 982715.300","8.49541527777778","8.79541527777778","71","","SM(40:2)+H","785.6533","602.5873","  0.0000","602.5873","584.5766","184.0733","86.09643","8.49541527777778","8.79541527777778","71","","SM(40:2)+H","785.65317","602.58713","726.57963","602.58705","584.57647","184.07332","86.09648","8.49541527777778","8.79541527777778","71"
"","SM(40:2)+H","1","1","0","1","1","1","1","8.3025375","8.6025375","110","","SM(40:2)+H"," 8.528730"," 8.528730"," 0.000000"," 8.528730"," 8.528730"," 8.528730"," 8.528730","8.3025375","8.6025375","110","","SM(40:2)+H","3","1","0","1","3","3","3","8.3025375","8.6025375","110","","SM(40:2)+H","  558385.60","   3618.9650","      0.0","   3618.9650"," 10484.4700","1.568560e+07"," 210819.400","8.3025375","8.6025375","110","","SM(40:2)+H","785.6542","602.5882","  0.0000","602.5882","584.5773","184.0735","86.09653","8.3025375","8.6025375","110","","SM(40:2)+H","785.65317","602.58713","726.57963","602.58705","584.57647","184.07332","86.09648","8.3025375","8.6025375","110"
"","SM(40:3)+H","1","0","0","0","1","1","1","7.31566388888889","7.61566388888889","412","","SM(40:3)+H"," 7.485303"," 0.000000"," 0.000000"," 0.000000"," 7.607160"," 7.485303"," 7.485303","7.31566388888889","7.61566388888889","412","","SM(40:3)+H","2","0","0","0","2","2","2","7.31566388888889","7.61566388888889","412","","SM(40:3)+H","  192137.80","      0.0000","      0.0","      0.0000","  3056.7550","6.017458e+06"," 120634.500","7.31566388888889","7.61566388888889","412","","SM(40:3)+H","783.6388","  0.0000","  0.0000","  0.0000","582.5619","184.0736","86.09653","7.31566388888889","7.61566388888889","412","","SM(40:3)+H","783.63747","600.57143","724.56393","600.57135","582.56077","184.07332","86.09648","7.31566388888889","7.61566388888889","412"
"","SM(40:4)+H","1","1","1","1","0","1","1","8.35855694444444","8.65855694444444","827","","SM(40:4)+H"," 8.570277"," 8.570277"," 8.570277"," 8.570277"," 0.000000"," 8.570277"," 8.570277","8.35855694444444","8.65855694444444","827","","SM(40:4)+H","1","1","1","1","0","1","1","8.35855694444444","8.65855694444444","827","","SM(40:4)+H","  232178.50"," 167342.8000"," 254647.2"," 167342.8000","     0.0000","4.593111e+03","  56459.260","8.35855694444444","8.65855694444444","827","","SM(40:4)+H","781.6208","598.5547","722.5474","598.5547","  0.0000","184.0736","86.09661","8.35855694444444","8.65855694444444","827","","SM(40:4)+H","781.62177","598.55573","722.54823","598.55565","580.54507","184.07332","86.09648","8.35855694444444","8.65855694444444","827"
"","SM(40:4)+H","1","0","0","0","0","1","1","6.29123611111111","6.59123611111111","1402","","SM(40:4)+H"," 6.490044"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 6.358022"," 6.358022","6.29123611111111","6.59123611111111","1402","","SM(40:4)+H","1","0","0","0","0","2","2","6.29123611111111","6.59123611111111","1402","","SM(40:4)+H","   18938.64","      0.0000","      0.0","      0.0000","     0.0000","6.200601e+07"," 830738.200","6.29123611111111","6.59123611111111","1402","","SM(40:4)+H","781.6190","  0.0000","  0.0000","  0.0000","  0.0000","184.0732","86.09641","6.29123611111111","6.59123611111111","1402","","SM(40:4)+H","781.62177","598.55573","722.54823","598.55565","580.54507","184.07332","86.09648","6.29123611111111","6.59123611111111","1402"
"","SM(40:4)+H","1","0","0","0","0","1","1","6.50836944444445","6.80836944444445","2550","","SM(40:4)+H"," 6.693660"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 6.693660"," 6.693660","6.50836944444445","6.80836944444445","2550","","SM(40:4)+H","1","0","0","0","0","1","1","6.50836944444445","6.80836944444445","2550","","SM(40:4)+H","   14295.06","      0.0000","      0.0","      0.0000","     0.0000","5.109598e+05","  77774.410","6.50836944444445","6.80836944444445","2550","","SM(40:4)+H","781.6239","  0.0000","  0.0000","  0.0000","  0.0000","184.0737","86.09660","6.50836944444445","6.80836944444445","2550","","SM(40:4)+H","781.62177","598.55573","722.54823","598.55565","580.54507","184.07332","86.09648","6.50836944444445","6.80836944444445","2550"
"","SM(40:5)+H","0","0","0","0","0","1","1","5.59525138888889","5.89525138888889","3749","","SM(40:5)+H"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 5.645234"," 5.645234","5.59525138888889","5.89525138888889","3749","","SM(40:5)+H","0","0","0","0","0","1","1","5.59525138888889","5.89525138888889","3749","","SM(40:5)+H","       0.00","      0.0000","      0.0","      0.0000","     0.0000","7.932386e+04","  23900.710","5.59525138888889","5.89525138888889","3749","","SM(40:5)+H","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0737","86.09660","5.59525138888889","5.89525138888889","3749","","SM(40:5)+H","779.60617","596.54013","720.53263","596.54005","578.52947","184.07332","86.09648","5.59525138888889","5.89525138888889","3749"
"","SM(40:5)+H","0","0","0","0","0","1","1","5.43631666666667","5.73631666666667","17358","","SM(40:5)+H"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 5.645234"," 5.445906","5.43631666666667","5.73631666666667","17358","","SM(40:5)+H","0","0","0","0","0","2","2","5.43631666666667","5.73631666666667","17358","","SM(40:5)+H","       0.00","      0.0000","      0.0","      0.0000","     0.0000","7.932386e+04","  35776.850","5.43631666666667","5.73631666666667","17358","","SM(40:5)+H","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","86.09659","5.43631666666667","5.73631666666667","17358","","SM(40:5)+H","779.60617","596.54013","720.53263","596.54005","578.52947","184.07332","86.09648","5.43631666666667","5.73631666666667","17358"
"","SM(41:0)+H","1","0","0","0","0","1","1","10.3053569444444","10.6053569444444","1220","","SM(41:0)+H","10.517430"," 0.000000"," 0.000000"," 0.000000"," 0.000000","10.517430","10.517430","10.3053569444444","10.6053569444444","1220","","SM(41:0)+H","1","0","0","0","0","1","1","10.3053569444444","10.6053569444444","1220","","SM(41:0)+H","   34499.02","      0.0000","      0.0","      0.0000","     0.0000","6.556593e+05","   4780.199","10.3053569444444","10.6053569444444","1220","","SM(41:0)+H","803.7006","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","86.09658","10.3053569444444","10.6053569444444","1220","","SM(41:0)+H","803.70007","620.63403","744.62653","620.63395","602.62337","184.07332","86.09648","10.3053569444444","10.6053569444444","1220"
"","SM(41:1)+H","1","1","0","1","1","1","1","9.9505958333333","10.2505958333333","83","","SM(41:1)+H","10.128260","10.128260"," 0.000000","10.128260","10.128260","10.128260","10.128260","9.9505958333333","10.2505958333333","83","","SM(41:1)+H","2","1","0","1","2","2","2","9.9505958333333","10.2505958333333","83","","SM(41:1)+H"," 1614663.00","   8167.6810","      0.0","   8167.6810"," 12014.2200","5.120121e+07"," 523753.500","9.9505958333333","10.2505958333333","83","","SM(41:1)+H","801.6850","618.6181","  0.0000","618.6181","600.6078","184.0734","86.09648","9.9505958333333","10.2505958333333","83","","SM(41:1)+H","801.68437","618.61833","742.61083","618.61825","600.60767","184.07332","86.09648","9.9505958333333","10.2505958333333","83"
"","SM(41:1)+H","1","0","0","0","0","1","1","9.7509125","10.0509125","489","","SM(41:1)+H"," 9.875475"," 0.000000"," 0.000000"," 0.000000"," 9.875475"," 9.875475"," 9.875475","9.7509125","10.0509125","489","","SM(41:1)+H","2","0","0","0","2","2","2","9.7509125","10.0509125","489","","SM(41:1)+H","  128083.80","      0.0000","      0.0","      0.0000","   812.1495","2.775406e+06","  23583.360","9.7509125","10.0509125","489","","SM(41:1)+H","801.6862","  0.0000","  0.0000","  0.0000","600.6081","184.0737","86.09663","9.7509125","10.0509125","489","","SM(41:1)+H","801.68437","618.61833","742.61083","618.61825","600.60767","184.07332","86.09648","9.7509125","10.0509125","489"
"","SM(41:2)+H","1","1","0","1","1","1","1","9.03790972222222","9.33790972222222","132","","SM(41:2)+H"," 9.161263"," 9.161263"," 0.000000"," 9.161263"," 9.161263"," 9.161263"," 9.161263","9.03790972222222","9.33790972222222","132","","SM(41:2)+H","3","2","0","2","3","3","3","9.03790972222222","9.33790972222222","132","","SM(41:2)+H","  749775.30","   5686.1320","      0.0","   5686.1320"," 12294.7400","2.495406e+07"," 245784.100","9.03790972222222","9.33790972222222","132","","SM(41:2)+H","799.6701","616.6040","  0.0000","616.6040","598.5930","184.0735","86.09655","9.03790972222222","9.33790972222222","132","","SM(41:2)+H","799.66877","616.60273","740.59523","616.60265","598.59207","184.07332","86.09648","9.03790972222222","9.33790972222222","132"
"","SM(41:2)+H","1","1","0","1","1","1","1","8.86752222222222","9.16752222222222","232","","SM(41:2)+H"," 9.161263"," 9.161263"," 0.000000"," 9.161263"," 9.161263"," 9.161263"," 9.161263","8.86752222222222","9.16752222222222","232","","SM(41:2)+H","2","1","0","1","2","2","2","8.86752222222222","9.16752222222222","232","","SM(41:2)+H","  749775.30","   5686.1320","      0.0","   5686.1320"," 12294.7400","2.495406e+07"," 245784.100","8.86752222222222","9.16752222222222","232","","SM(41:2)+H","799.6705","616.6042","  0.0000","616.6042","598.5933","184.0736","86.09659","8.86752222222222","9.16752222222222","232","","SM(41:2)+H","799.66877","616.60273","740.59523","616.60265","598.59207","184.07332","86.09648","8.86752222222222","9.16752222222222","232"
"","SM(41:3)+H","1","0","0","0","1","1","1","7.88973472222222","8.18973472222222","509","","SM(41:3)+H"," 8.063611"," 0.000000"," 0.000000"," 0.000000"," 8.063611"," 8.063611"," 8.063611","7.88973472222222","8.18973472222222","509","","SM(41:3)+H","1","0","0","0","1","1","1","7.88973472222222","8.18973472222222","509","","SM(41:3)+H","  187567.90","      0.0000","      0.0","      0.0000","  4549.7830","5.603981e+06","  57146.730","7.88973472222222","8.18973472222222","509","","SM(41:3)+H","797.6542","  0.0000","  0.0000","  0.0000","596.5768","184.0735","86.09654","7.88973472222222","8.18973472222222","509","","SM(41:3)+H","797.65317","614.58713","738.57963","614.58705","596.57647","184.07332","86.09648","7.88973472222222","8.18973472222222","509"
"","SM(41:4)+H","1","1","1","1","0","1","1","8.92801111111111","9.22801111111111","893","","SM(41:4)+H"," 9.113464"," 9.113464"," 9.113464"," 9.113464"," 0.000000"," 9.113464"," 9.113464","8.92801111111111","9.22801111111111","893","","SM(41:4)+H","1","1","1","1","0","1","1","8.92801111111111","9.22801111111111","893","","SM(41:4)+H","  358489.90"," 251478.4000"," 371545.0"," 251478.4000","     0.0000","9.692268e+03","  87419.240","8.92801111111111","9.22801111111111","893","","SM(41:4)+H","795.6354","612.5693","736.5618","612.5693","  0.0000","184.0734","86.09647","8.92801111111111","9.22801111111111","893","","SM(41:4)+H","795.63747","612.57143","736.56393","612.57135","594.56077","184.07332","86.09648","8.92801111111111","9.22801111111111","893"
"","SM(42:1)+H","1","1","0","1","1","1","1","10.4113458333333","10.7113458333333","56","","SM(42:1)+H","10.605660","10.605660"," 0.000000","10.605660","10.605660","10.605660","10.605660","10.4113458333333","10.7113458333333","56","","SM(42:1)+H","2","2","0","2","2","2","2","10.4113458333333","10.7113458333333","56","","SM(42:1)+H"," 2258908.00","  10699.8900","      0.0","  10699.8900"," 34580.5900","7.111887e+07"," 760681.600","10.4113458333333","10.7113458333333","56","","SM(42:1)+H","815.7004","632.6327","  0.0000","632.6327","614.6239","184.0733","86.09644","10.4113458333333","10.7113458333333","56","","SM(42:1)+H","815.70007","632.63403","756.62653","632.63395","614.62337","184.07332","86.09648","10.4113458333333","10.7113458333333","56"
"","SM(42:1)+H","1","1","0","1","0","1","1","9.75355416666667","10.0535541666667","536","","SM(42:1)+H"," 9.960580"," 9.960580"," 0.000000"," 9.960580"," 0.000000"," 9.960580"," 9.960580","9.75355416666667","10.0535541666667","536","","SM(42:1)+H","1","1","0","1","0","1","1","9.75355416666667","10.0535541666667","536","","SM(42:1)+H","  138899.40","   1568.9460","      0.0","   1568.9460","     0.0000","2.898483e+06","  24453.780","9.75355416666667","10.0535541666667","536","","SM(42:1)+H","815.7015","632.6360","  0.0000","632.6360","  0.0000","184.0737","86.09663","9.75355416666667","10.0535541666667","536","","SM(42:1)+H","815.70007","632.63403","756.62653","632.63395","614.62337","184.07332","86.09648","9.75355416666667","10.0535541666667","536"
"","SM(42:1)+H","1","1","0","1","1","1","1","10.224875","10.524875","9104","","SM(42:1)+H","10.481080","10.481080"," 0.000000","10.481080","10.481080","10.481080","10.481080","10.224875","10.524875","9104","","SM(42:1)+H","2","1","0","1","2","2","2","10.224875","10.524875","9104","","SM(42:1)+H","  348025.00","   1457.2020","      0.0","   1457.2020","  4921.5180","1.049136e+07","  95220.180","10.224875","10.524875","9104","","SM(42:1)+H","815.7014","632.6323","  0.0000","632.6323","614.6237","184.0736","86.09657","10.224875","10.524875","9104","","SM(42:1)+H","815.70007","632.63403","756.62653","632.63395","614.62337","184.07332","86.09648","10.224875","10.524875","9104"
"","SM(42:2)+H","1","1","0","1","1","1","1","9.37188472222222","9.67188472222222","36","","SM(42:2)+H"," 9.577485"," 9.577485"," 0.000000"," 9.577485"," 9.577485"," 9.577485"," 9.577485","9.37188472222222","9.67188472222222","36","","SM(42:2)+H","2","2","0","2","2","2","2","9.37188472222222","9.67188472222222","36","","SM(42:2)+H"," 3061842.00","  21068.1500","      0.0","  21068.1500"," 48084.7400","9.877166e+07","1014226.000","9.37188472222222","9.67188472222222","36","","SM(42:2)+H","813.6851","630.6190","  0.0000","630.6190","612.6080","184.0734","86.09649","9.37188472222222","9.67188472222222","36","","SM(42:2)+H","813.68447","630.61843","754.61093","630.61835","612.60777","184.07332","86.09648","9.37188472222222","9.67188472222222","36"
"","SM(42:2)+H","1","1","0","1","1","1","1","9.18300138888889","9.48300138888889","12657","","SM(42:2)+H"," 9.453085"," 9.453085"," 0.000000"," 9.453085"," 9.453085"," 9.453085"," 9.453085","9.18300138888889","9.48300138888889","12657","","SM(42:2)+H","2","1","0","1","2","2","2","9.18300138888889","9.48300138888889","12657","","SM(42:2)+H","  460938.80","   1087.5250","      0.0","   1087.5250","  7017.5880","1.452577e+07"," 146257.300","9.18300138888889","9.48300138888889","12657","","SM(42:2)+H","813.6853","630.6187","  0.0000","630.6187","612.6091","184.0734","86.09653","9.18300138888889","9.48300138888889","12657","","SM(42:2)+H","813.68447","630.61843","754.61093","630.61835","612.60777","184.07332","86.09648","9.18300138888889","9.48300138888889","12657"
"","SM(42:3)+H","1","1","0","1","1","1","1","8.4289125","8.7289125","55","","SM(42:3)+H"," 8.614890"," 8.614890"," 0.000000"," 8.614890"," 8.614890"," 8.614890"," 8.614890","8.4289125","8.7289125","55","","SM(42:3)+H","2","2","0","2","2","2","2","8.4289125","8.7289125","55","","SM(42:3)+H"," 2723873.00","  13243.7100","      0.0","  13243.7100"," 44880.7700","8.743163e+07","1103053.000","8.4289125","8.7289125","55","","SM(42:3)+H","811.6689","628.6030","  0.0000","628.6030","610.5923","184.0733","86.09642","8.4289125","8.7289125","55","","SM(42:3)+H","811.66877","628.60273","752.59523","628.60265","610.59207","184.07332","86.09648","8.4289125","8.7289125","55"
"","SM(42:4)+H","1","0","0","0","1","1","1","7.46288333333333","7.76288333333333","245","","SM(42:4)+H"," 7.684298"," 0.000000"," 0.000000"," 0.000000"," 7.556676"," 7.684298"," 7.684298","7.46288333333333","7.76288333333333","245","","SM(42:4)+H","3","0","0","0","3","3","3","7.46288333333333","7.76288333333333","245","","SM(42:4)+H","  188890.60","      0.0000","      0.0","      0.0000","  3983.5650","5.894613e+06"," 150180.600","7.46288333333333","7.76288333333333","245","","SM(42:4)+H","809.6533","  0.0000","  0.0000","  0.0000","608.5774","184.0736","86.09655","7.46288333333333","7.76288333333333","245","","SM(42:4)+H","809.65317","626.58713","750.57963","626.58705","608.57647","184.07332","86.09648","7.46288333333333","7.76288333333333","245"
"","SM(42:4)+H","1","1","1","1","0","1","1","9.46230277777778","9.76230277777778","392","","SM(42:4)+H"," 9.619062"," 9.619062"," 9.619062"," 9.619062"," 9.619062"," 9.619062"," 9.619062","9.46230277777778","9.76230277777778","392","","SM(42:4)+H","2","2","2","2","1","2","2","9.46230277777778","9.76230277777778","392","","SM(42:4)+H"," 1222883.00"," 885782.5000","1300853.0"," 885782.5000","   721.0988","1.506499e+04"," 327161.600","9.46230277777778","9.76230277777778","392","","SM(42:4)+H","809.6515","626.5854","750.5779","626.5854","608.5769","184.0736","86.09653","9.46230277777778","9.76230277777778","392","","SM(42:4)+H","809.65317","626.58713","750.57963","626.58705","608.57647","184.07332","86.09648","9.46230277777778","9.76230277777778","392"
"","SM(42:5)+H","1","1","1","1","0","1","1","8.52499027777778","8.82499027777778","722","","SM(42:5)+H"," 8.691811"," 8.691811"," 8.691811"," 8.691811"," 8.691811"," 8.691811"," 8.691811","8.52499027777778","8.82499027777778","722","","SM(42:5)+H","1","1","1","1","1","1","1","8.52499027777778","8.82499027777778","722","","SM(42:5)+H","  596620.20"," 453585.7000"," 577894.1"," 453585.7000","   662.0997","2.059422e+04"," 149839.400","8.52499027777778","8.82499027777778","722","","SM(42:5)+H","807.6358","624.5697","748.5623","624.5697","606.5593","184.0736","86.09653","8.52499027777778","8.82499027777778","722","","SM(42:5)+H","807.63747","624.57143","748.56393","624.57135","606.56077","184.07332","86.09648","8.52499027777778","8.82499027777778","722"
