"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment"
"","Plasmanyl-PC(40:5)+H","1","0","1","8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H"," 8.635628"," 0.000000"," 8.635628","8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H","1","0","1","8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H"," 139926.900","     0.0000","1.173138e+06","8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H","822.6382","  0.0000","184.0736","8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H","822.6371576","639.5711176","184.07332","8.44821111111111","8.74821111111111","15912"
"","Plasmanyl-PC(40:6)+H","1","1","1","7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H"," 7.240901"," 7.240901"," 7.240901","7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H","2","2","2","7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H"," 573556.300","  3934.4130","5.458812e+06","7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H","820.6221","637.5567","184.0736","7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H","820.6214576","637.5554176","184.07332","7.04958888888889","7.34958888888889","350"
"","Plasmanyl-PC(40:6)+H","1","1","1","7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H"," 7.831657"," 7.831657"," 7.831657","7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H","2","1","2","7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H"," 529630.800","  4065.6240","4.983184e+06","7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H","820.6222","637.5560","184.0735","7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H","820.6214576","637.5554176","184.07332","7.70598472222222","8.00598472222222","362"
"","Plasmanyl-PC(40:7)+H","1","1","1","6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H"," 6.698848"," 6.698848"," 6.698848","6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H","2","1","2","6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H"," 543304.900","  2761.1780","5.260954e+06","6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H","818.6066","635.5417","184.0736","6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","6.58227083333333","6.88227083333333","285"
"","Plasmanyl-PC(40:7)+H","1","1","1","7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H"," 7.653140"," 7.653140"," 7.653140","7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H","1","1","1","7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H"," 374542.800","  1404.8080","3.291629e+06","7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H","818.6066","635.5386","184.0735","7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","7.49127777777778","7.79127777777778","655"
"","Plasmanyl-PC(40:7)+H","1","1","1","8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H"," 8.223536"," 8.223536"," 8.223536","8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H","1","1","1","8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H"," 424407.500","141653.7000","1.650241e+04","8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H","818.6049","635.5386","184.0738","8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","8.0459625","8.3459625","729"
"","Plasmanyl-PC(40:7)+H","1","0","1","6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H"," 6.816227"," 0.000000"," 6.816227","6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H","1","0","1","6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H"," 202462.000","     0.0000","1.854485e+06","6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H","818.6065","  0.0000","184.0736","6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","6.77690555555556","7.07690555555556","9107"
"","Plasmanyl-PC(42:4)+H","1","0","1","10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H","10.169120"," 0.000000","10.169120","10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H","2","0","2","10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H"," 232295.800","     0.0000","1.828055e+06","10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H","852.6847","  0.0000","184.0735","10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H","852.6840576","669.6180176","184.07332","10.0560958333333","10.3560958333333","539"
"","Plasmanyl-PC(42:4)+H","1","0","1","9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H"," 9.494848"," 0.000000"," 9.494848","9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H","1","0","1","9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H"," 257093.700","     0.0000","1.859899e+06","9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H","852.6838","  0.0000","184.0734","9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H","852.6840576","669.6180176","184.07332","9.34173194444444","9.64173194444444","841"
"","Plasmanyl-PC(42:5)+H","1","0","1","9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H"," 9.257429"," 9.257429"," 9.257429","9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H","2","1","2","9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H"," 407577.300","   883.9432","3.078825e+06","9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H","850.6697","667.6052","184.0736","9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H","850.6684576","667.6024176","184.07332","9.03840555555555","9.33840555555555","284"
"","Plasmanyl-PC(42:6)+H","1","0","1","8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H"," 8.254720"," 8.254720"," 8.254720","8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H","1","1","1","8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H"," 322443.900","   854.1054","2.647892e+06","8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H","848.6537","665.5889","184.0736","8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H","848.6527576","665.5867176","184.07332","8.13996527777778","8.43996527777778","400"
"","Plasmanyl-PC(42:6)+H","1","0","1","8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H"," 9.009154"," 0.000000"," 9.009154","8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H","1","0","1","8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H"," 215088.500","     0.0000","1.735368e+06","8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H","848.6546","  0.0000","184.0738","8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H","848.6527576","665.5867176","184.07332","8.85701805555556","9.15701805555556","858"
"","Plasmanyl-PC(44:4)+H","0","0","1","12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H"," 0.000000"," 0.000000","12.468000","12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H","0","0","1","12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H","      0.000","     0.0000","1.994133e+03","12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H","  0.0000","  0.0000","184.0733","12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H","880.7153576","697.6493176","184.07332","12.2886694444444","12.5886694444444","207"
"","Plasmanyl-PC(44:4)+H","1","0","1","10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H","10.496610"," 0.000000","10.496610","10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H","1","0","1","10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H"," 160879.500","     0.0000","1.032370e+06","10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H","880.7163","  0.0000","184.0736","10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H","880.7153576","697.6493176","184.07332","10.3590166666667","10.6590166666667","1064"
"","Plasmanyl-PC(44:4)+H","1","0","1","10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H","11.086140"," 0.000000","11.086140","10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H","1","0","1","10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H"," 117063.800","     0.0000","8.055673e+05","10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H","880.7156","  0.0000","184.0735","10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H","880.7153576","697.6493176","184.07332","10.9399888888889","11.2399888888889","1536"
"","Plasmanyl-PC(44:5)+H","1","1","1","9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H","10.189940","10.189940","10.189940","9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H","2","2","2","9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H"," 643928.900","  4330.0710","4.477021e+06","9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H","878.6999","695.6336","184.0734","9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H","878.6997576","695.6337176","184.07332","9.9701444444444","10.2701444444444","237"
"","Plasmanyl-PC(44:5)+H","1","0","1","9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H"," 9.718561"," 0.000000"," 9.718561","9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H","1","0","1","9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H"," 169899.800","     0.0000","1.169257e+06","9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H","878.7010","  0.0000","184.0737","9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H","878.6997576","695.6337176","184.07332","9.54670416666667","9.84670416666667","1145"
"","Plasmanyl-PC(44:6)+H","1","1","1","9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H"," 9.267788"," 9.267788"," 9.267788","9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H","2","1","2","9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H"," 564024.900","  2974.6380","4.915008e+06","9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H","876.6853","693.6177","184.0736","9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H","876.6840576","693.6180176","184.07332","9.14550138888889","9.44550138888889","336"
"","Plasmanyl-PC(44:6)+H","1","0","1","9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H"," 9.389597"," 0.000000"," 9.389597","9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H","2","0","2","9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H"," 155345.400","     0.0000","1.251741e+06","9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H","876.6858","  0.0000","184.0737","9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H","876.6840576","693.6180176","184.07332","9.33652361111111","9.63652361111111","1002"
"","Plasmanyl-PC(44:7)+H","1","0","1","8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H"," 9.145217"," 0.000000"," 9.145217","8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H","1","0","1","8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H"," 153690.300","     0.0000","1.138078e+06","8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H","874.6705","  0.0000","184.0738","8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H","874.6684576","691.6024176","184.07332","8.97856111111111","9.27856111111111","1167"
"","Plasmanyl-PC(46:6)+H","1","0","1","9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H","10.118430"," 0.000000","10.118430","9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H","1","0","1","9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H"," 160968.700","     0.0000","1.064288e+06","9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H","904.7162","  0.0000","184.0735","9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H","904.7153576","721.6493176","184.07332","9.9906791666667","10.2906791666667","1319"
"","Plasmanyl-PC(46:6)+H","1","0","1","9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H","10.118430"," 0.000000","10.118430","9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H","1","0","1","9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H"," 160968.700","     0.0000","1.064288e+06","9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H","904.7162","  0.0000","184.0735","9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H","904.7153576","721.6493176","184.07332","9.955225","10.255225","12793"
"","Plasmanyl-PC(46:8)+H","1","1","1","9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H","10.143080","10.143080","10.143080","9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H","1","1","1","9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H"," 243576.200"," 72777.8600","1.418863e+03","9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H","900.6824","717.6164","184.0736","9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H","900.6841576","717.6181176","184.07332","9.9672833333333","10.2672833333333","1477"
