row ID,row m/z,row retention time,All identity elements,negIEB_DD_1.mzXML Peak height,neg_DD_1.mzXML Peak height,negIEB_DD_2_noDrift.mzXML Peak height,neg_DD_2.mzXML Peak height,negIEB_DD_4_usedDD3.mzXML Peak height,neg_DD_3.mzXML Peak height,neg_DD_5.mzXML Peak height,negIEB_DD_5.mzXML Peak height,negIEB_DD_3_noDrift.mzXML Peak height,neg_DD_4.mzXML Peak height,neg_DD_6.mzXML Peak height,
357,598.8536487926136,1.9407060606060604,,521879.71279761905,462053.9613095238,309644.19642857136,359241.2901785714,377196.53720238095,312975.8742559523,259199.4650297619,368108.12946428574,409394.5148809523,319930.1339285714,291169.90327380947,
358,829.6453469016335,8.475786363636363,,521672.8645833333,534524.8444940476,419434.9404761905,452421.55803571426,453830.15625,467927.8675595238,465716.8035714285,391386.22470238095,534617.3422619047,435724.4025297619,405929.2857142856,
359,706.5614124644886,9.420283333333332,,516443.13206845237,577380.1348586308,445111.69642857136,538173.1796875,490382.42113095237,505510.90773809515,520345.29761904763,446091.3005952381,527313.9866071428,530202.2686011904,485802.31622023805,
360,666.8414611816406,2.8321787878787883,,514509.9769345238,693329.0535714285,409701.14880952385,519868.00297619036,528655.4866071428,403075.0275297619,301036.0930059524,437985.5059523809,571168.3095238096,369210.290922619,309336.4910714286,
361,894.5487532182174,6.185256060606061,,514319.34784226184,478543.11672247015,645313.125,470069.4205729167,646054.6994047618,450631.4244791666,441702.35732886894,571190.0327380953,663301.9702380951,417243.13188244053,445917.1525297619,
362,442.89432040127843,13.213357575757577,,511420.09523809527,487704.1644345238,524520.2760416666,519305.2760416667,587133.4538690476,512166.0126488095,482962.0632440476,546328.8958333334,550720.6830357143,510804.9069940476,514704.69642857136,
363,238.858492937955,0.267280303030303,,510395.55003720237,516231.98242187494,88048.72879464286,494026.65969122027,81229.92671130951,979060.4205729166,1283028.5225074405,3331223.0,2049474.8257068451,590066.0078124999,1102489.8136160714,
364,314.0834540451015,6.872465151515152,,506752.1413690475,594764.4427083334,505373.74851190473,566887.3095238095,769264.25,562806.6919642858,687854.875,559170.8125,722076.625,552814.9375,581115.0535714286,
365,328.0992237437855,0.2018863636363636,,505144.24999999994,448524.08630952373,525596.6726190476,510308.8266369048,436225.3601190476,546393.443452381,529774.3357514881,465854.66369047615,419170.2351190476,556693.3452380953,562007.1742931547,
366,692.6211658824574,10.484901515151517,,504859.5654761904,482658.2165178571,468544.2351190476,462316.3991815476,512773.4672619048,421700.1008184523,435354.64025297615,469129.6681547619,507730.2247023809,450014.64211309527,412550.0011160715,
367,843.6611866344105,8.830751515151515,,504710.8556547619,644247.8125,404246.4508928571,556037.1257440476,473888.162202381,507484.11718749994,497055.65141369036,422583.14136904763,477620.6607142857,446170.2366071427,462637.318452381,
368,1064.8111960671165,15.285048484848483,,504411.3080357143,410611.9553571428,462902.1979166666,441337.2291666667,451603.7276785714,456192.2373511904,446316.7276785713,457839.5133928571,444358.58035714284,458463.36458333326,447636.1473214285,
369,328.0991197065874,1.2689287878787878,,502619.003720238,526324.4166666666,646644.9672619047,580690.2671130951,549861.9568452381,546241.890625,591325.519345238,558016.919642857,479055.77827380947,547040.263392857,560336.8333333334,
370,927.6798373135654,10.384654545454545,,500197.3009672618,506856.9029017856,370385.35119047615,443159.61532738095,411122.54613095237,383131.2896205356,471968.17559523805,386492.09375,414293.45238095237,410143.05319940473,399686.7992931547,
371,328.09932361949575,14.800842424242425,,498880.8872767857,586079.3584449404,588097.0126488095,603759.5438988095,632964.2574404761,574022.6190476189,597570.1748511904,583534.0416666665,636180.2648809523,548889.9036458333,564071.509672619,
372,310.93127025257456,13.545557575757577,,496378.806547619,440862.15624999994,392853.90476190473,406091.1294642857,445362.8839285714,380880.09374999994,401651.6800595238,380013.85119047615,485671.23660714284,423101.87351190473,380591.2946428571,
373,328.09915438565343,6.062259090909091,,495551.55803571426,574089.329985119,707491.425595238,583934.5026041666,799943.8779761904,567973.0904017858,641181.5889136904,752391.0386904761,758627.8541666665,516769.9272693452,584309.7912946428,
374,446.9061931263317,13.550325757575758,,493655.52380952373,464061.67559523816,443057.85119047615,422265.56994047615,404392.08779761894,382511.88318452373,432843.8154761905,371807.0952380952,519624.16517857136,482833.74553571426,401687.8958333333,
375,514.8936157226562,2.783287878787879,,491976.76339285704,435361.8854166666,407785.9047619048,436506.7916666666,407676.9702380952,421009.5863095238,456739.8035714286,408916.23809523805,420070.70535714284,485010.19345238095,463310.119047619,
376,705.5775701349431,9.737936363636363,,484465.7604166667,470470.7659970238,421447.23958333326,468288.8701636905,481311.2410714285,433079.5174851191,415254.9088541666,450413.78125,501268.4032738095,438783.6063988095,409061.66815476184,
377,285.03159401633525,1.0640575757575756,,484077.9248511904,401234.5026041666,398178.17410714284,403670.6071428571,391634.64136904763,418286.0416666667,393415.5691964286,420326.5193452381,385085.2217261905,425993.55059523816,416443.8497023809,
378,264.9343192360618,14.171996969696972,,479042.2581845238,532574.3020833333,503265.06547619036,462855.8563988095,488445.85119047604,455005.07998511894,449554.76711309515,493774.40178571426,515148.41815476195,451706.57663690473,455574.62686011905,
379,650.3659556995739,1.6720666666666666,,478770.35328311013,460057.077985491,542625.8333333334,499295.0550130209,696814.8452380953,470464.0479910714,462429.343656994,726105.1726190476,705254.8958333333,510299.6761067709,783071.5625,
380,378.9186983975497,1.5280893939393936,,476739.0930059524,365349.2473958334,372537.8831845238,367686.5755208333,371411.3586309523,357207.92782738095,352368.9283854167,415995.7209821428,361148.07663690473,428538.7606026786,381222.60156249994,
381,598.8534823330966,1.5215954545454542,,476236.9166666667,337371.95907738095,246601.13169642855,289068.88876488095,295578.75223214284,253309.69940476186,210846.912016369,265740.2046130952,349355.7708333333,298300.35546875,232518.91164434524,
382,316.8745935613459,0.24641060606060605,,476066.16666666657,362314.5243675595,1462481.7602306546,741136.0141369046,802061.9215029761,921866.2342819939,860904.771763393,831742.3852306547,827330.337797619,753376.4888392857,1082932.3994605655,
383,235.926193930886,0.20534999999999998,,472557.78720238095,258495.69419642858,214839.97098214287,244279.70014880953,179130.70907738092,237196.3697916667,236266.75967261902,169423.46875,187357.85267857145,380922.1860119047,221465.91666666666,
384,326.90330200195314,1.0704303030303028,,472502.9702380952,152281.046875,102197.73046874999,112018.63411458333,115566.98995535713,114398.37351190476,104542.59151785713,98929.20647321429,158298.63802083334,176886.93601190476,105040.6800595238,
385,271.01604355852857,9.716243939393939,,469473.11309523805,567147.375,545774.75,575590.5625,930578.4375,536087.75,585623.9375,547688.9895833334,905737.4375,481433.65624999994,575384.375,
386,666.8411803158847,0.5755909090909092,,468477.10714285704,444779.10342261905,609176.5818452381,537378.3861607142,299025.28125,523669.8891369046,577524.7254464285,446181.7202380952,302847.9375,526913.409970238,573125.1205357142,
387,264.9344087080522,13.210631818181817,,465663.44494047615,453215.6607142857,426629.1703869048,427807.46502976184,505153.80803571426,560956.5625,402391.8489583333,495927.20535714284,482110.1502976191,422956.41071428574,420392.8258928571,
388,285.0316019429789,0.8281075757575759,,465165.1666666666,398533.89099702373,386657.92187499994,428178.1257440476,383476.26934523805,403008.17410714284,422049.47619047615,430004.53125,303554.56473214284,461021.4851190476,425823.9903273809,
389,786.8441772460938,4.939131818181818,,464895.3348214285,444048.4181547619,549759.5513392857,473444.181547619,512455.22916666657,473770.45833333326,524229.1264880952,572208.4925595238,514264.7507440475,504932.2477678571,530302.6681547619,
390,1061.6795820756392,0.9732772727272728,,463510.42299107136,497680.7704613095,606573.6108630951,546026.1636904762,692266.7247023811,489488.7079613094,458403.25427827385,765144.9077380953,552786.9546130951,474572.8051525297,511885.4877232143,
391,928.8361580985774,11.393380303030304,,462477.9910714285,473121.7410714285,580601.7232142857,530435.1875,542986.5208333334,537760.625,566944.4389880951,528609.3586309523,548681.6904761904,496764.37202380947,552416.6160714286,
392,300.0678992153199,0.03356818181818182,,461359.31101190473,558605.0446428572,485105.35267857136,481886.8154761905,342061.8125,472654.4226190476,395904.1413690477,398924.27529761905,336826.3125,598797.7723214285,389737.7648809523,
393,524.2784701954234,0.6823621212121213,,461347.94903273805,471720.0885416666,470896.1755952381,462418.6802455356,455169.0923549107,444796.9932570684,424464.6217447916,719365.912202381,518539.15625,744150.9375,717306.625,
394,750.6242564808239,11.152556060606061,,461110.10286458326,446430.80096726184,483580.03125,418581.46912202385,500450.7232142857,391903.1675967262,427397.08816964284,480332.4761904761,508105.0133928571,425609.61625744053,400564.2872023809,
395,762.5091913396662,6.130480303030303,,459593.39862351184,450228.3979724702,741417.7589285714,463766.5558035715,809924.8035714285,458877.50483630947,429531.8618861607,751122.9583333334,775212.4494047618,464890.4832589286,421355.78534226184,
396,462.87845779187757,0.8100757575757577,,458845.8136160714,265323.09375,166199.76153273805,167052.3753720238,151258.5513392857,265900.9375,163084.55496651784,213765.7276785714,179437.5625,242429.8943452381,160579.08607700892,
397,536.8841192072088,14.407692424242423,,456246.59374999994,477351.07589285716,453377.8601190476,429313.3526785714,481891.9449404761,417778.5744047619,409512.89211309527,471123.53720238083,505015.831845238,426266.3749999999,395650.7232142857,
398,285.03153136282253,4.929030303030303,,455035.3869047619,497277.41889880947,430136.4791666666,534181.7321428572,499662.28869047615,469347.8452380952,473384.09226190473,472304.17113095237,408319.2194940476,532678.4375,449573.66889880947,
399,696.6524935635654,11.570816666666666,,447594.3247767857,381295.7994791666,448845.1101190475,386059.5327380952,458809.28273809527,375044.16108630947,352614.60937499994,452827.79464285704,460557.4598214286,415501.12872023805,378445.3175223213,
400,271.0159440474077,6.58890909090909,,446696.57886904763,395877.8980654762,406000.88988095237,445725.5446428571,461620.53571428574,410235.28720238095,448542.2633928571,443690.09970238095,443831.7514880952,425334.73214285704,454405.20833333326,
401,829.6453441273082,8.27615303030303,,446128.4389880952,432721.1566220238,348727.6443452381,449419.53273809515,443595.16964285704,394586.46316964284,407009.13988095225,310147.7098214286,472796.96726190473,377898.12723214284,404836.01153273805,
402,708.6525767933239,11.521271212121212,,444548.9298735119,398342.1223958333,470067.86904761905,418237.00623139873,505957.1220238095,391031.38206845237,401071.5944010416,498485.30208333326,491939.7008928571,426360.497953869,374615.4633556547,
403,672.8601823286576,4.933104545454546,,443692.07924107136,365753.69531249994,409176.80877976184,383252.69866071426,408525.5714285714,375593.24851190473,357998.02269345237,369651.2604166666,343541.7135416666,392433.7215401786,394739.7083333333,
404,285.03162037242544,14.164677272727271,,442141.93601190473,418631.5744047619,322749.86904761905,385447.0520833333,378443.4330357142,394068.0171130952,381167.1488095238,385549.91220238095,371578.95238095237,383431.48809523805,367607.2886904762,
405,316.8743924227628,1.2596651515151516,,439087.65606398805,173483.88504464284,108637.93452380951,148488.5982142857,128157.02046130953,139814.3062686012,127375.09951636904,120850.04092261904,176815.94903273808,209514.20572916666,134010.92708333334,
406,666.8412669788707,1.5695651515151512,,436583.3206845238,304278.11253720237,227062.04687499997,244129.5089285714,265104.9233630952,228613.27678571426,200674.4895833333,231789.75744047615,325785.8526785714,261444.22991071432,225321.14732142852,
407,925.6641068892045,9.338657575757576,,436245.7077752976,413707.1860119047,389214.23660714284,424681.9877232143,400190.93303571426,411633.2135416667,425396.7438616071,381121.25595238095,395040.8913690476,396490.81436011905,392028.3638392857,
408,724.8733575994319,13.555950000000001,,435617.8303571428,417011.55133928574,456205.22916666657,418925.30952380947,434008.25148809527,358480.7775297619,424321.4732142857,416532.5877976191,498554.23809523805,409128.89136904763,357339.7410714286,
409,394.8906014578683,2.8400333333333334,,432962.98363095237,610998.0744047619,268238.4449404762,428205.8995535713,346024.88095238095,307790.2135416666,0,308997.15625,401096.6398809523,279602.73139880947,260945.296875,
410,504.93694374778056,4.926451515151515,,432898.546875,447741.6156063988,431673.71875,433761.15066964284,418875.5550595238,395249.2663690476,459740.1772693452,401243.6666666666,387525.0133928571,479325.72358630947,456556.33630952373,
411,368.96181557395244,4.929030303030303,,431806.5959821428,401895.005766369,384993.40848214284,418126.23139880947,383166.55803571426,374780.7354910714,425956.9795386905,402063.7604166666,401038.3697916667,431759.80859375,437877.92931547615,
412,378.9188201904297,13.212851515151515,,431317.3169642857,430985.77901785704,469679.47098214284,469734.56473214284,553241.4791666666,563095.1875,428571.95238095237,561203.125,559112.3392857143,483415.6488095238,449779.3973214286,
413,233.8903350830078,2.8233015151515155,,430529.74181547615,659806.7291666665,469680.25744047615,585049.9791666666,546370.8437499999,522854.3571428572,438025.2775297619,539485.0982142857,548953.8452380953,446958.83928571426,439064.61086309527,
414,598.8534074263139,1.2784196969696966,,429219.9791666666,237344.07626488092,185598.4895833333,222832.73976934524,227035.7224702381,223643.87853422615,186127.63913690476,207922.4174107143,249794.64508928568,284943.51395089284,202100.18452380953,
415,462.87863714044744,1.9397984848484848,,425824.03124999994,402779.80208333326,269739.7529761905,297204.61830357136,338466.54761904763,283192.6525297619,238750.7619047619,307903.60119047615,348401.84226190473,288540.0349702381,237621.2306547619,
416,717.520116632635,3.381131818181818,,425641.9021577381,372822.1733630952,474155.1130952381,381705.7998511905,458455.53125,361631.3802083334,409888.7511160714,465150.019345238,457836.40327380947,423813.14062499994,432872.2196800595,
417,233.89043079723012,1.2596651515151516,,424393.11011904763,562833.7827380951,394896.02976190473,489308.00595238095,411606.65625,468238.92708333326,387640.82142857136,378972.18154761905,416333.11160714284,456227.7336309523,408151.5386904762,
418,328.0990836403587,0.6126606060606061,,422383.3407738095,466671.96279761905,564897.4151785715,471147.31770833326,473604.9241071429,502684.68526785716,515838.0327380952,480245.18154761905,404313.54389880947,475316.38988095237,508415.71875,
419,514.8941151012074,14.903834848484848,,417524.03348214284,407312.1309523809,411708.70535714284,401359.6279761904,411631.43601190473,377201.67113095237,387002.046875,369318.0416666666,425906.9300595238,412936.65401785716,360838.6651785714,
420,792.861386385831,5.683306060606061,,417128.9382440476,400030.7447916667,668574.2232142857,447079.2044270833,610473.1875,434082.10788690473,521355.61160714284,621338.3244047619,595083.5386904761,437931.3895089285,534896.7358630953,
421,980.7709295099431,11.861460606060605,,417011.38913690473,414832.30877976184,382850.83928571426,403250.15550595237,390455.15625,397028.21502976195,407060.6845238095,386735.3839285715,384701.95684523805,401788.18377976184,403943.2046130952,
422,812.5824057839134,6.878657575757575,,416775.9947916666,484641.0461309523,304610.1458333333,428515.86383928574,441054.7886904761,433601.1391369047,329960.7827380952,275635.08407738095,495579.0163690475,358797.015625,362411.2105654761,
423,204.969970703125,13.213927272727274,,414385.75148809527,433455.484375,411546.67559523805,417217.62276785704,493802.0565476191,416459.51190476184,384988.9248511904,468432.8110119047,444506.53869047604,402310.18452380947,398708.7931547618,
424,290.9473405317827,4.929030303030303,,413586.8058035715,351589.8351934523,403603.9196428571,425444.95256696426,449064.625,421531.0639880952,444227.3333333333,458772.1145833333,397260.7678571428,419914.69884672615,389764.0807291667,
425,666.8414426279741,1.8374227272727273,,412780.80264136905,328573.4389880952,238429.734375,249184.64620535716,276947.4375,229485.96875,199532.92410714287,255419.1875,319483.21875,252470.20535714284,205210.02046130947,
426,442.8942390429727,13.538345454545457,,408903.0059523809,355053.27083333326,290052.46875,228236.15625,355120.30952380947,332264.8125,356452.65625,305454.65625,401237.74851190473,370315.3876488095,317159.71875,
427,300.0678045099432,5.758469696969698,,400348.5014880952,246823.83556547613,266773.0431547619,271340.62425595237,269422.57589285716,274614.52306547615,236217.6058407738,271931.2901785714,276263.83184523805,282629.8370535714,308899.2935267856,
428,238.8584624612418,0.4045516666666667,,398693.0494791666,233656.8835565476,404788.28125,262887.0504092262,179449.8119419643,293682.4375,0,275766.7358630952,324906.78125,432821.875,315254.375,
429,986.7588140314275,11.393489393939396,,397793.24590773805,408843.8467261905,366807.9285714286,400376.6160714286,375001.1592261904,380465.8943452381,384066.2938988095,382582.76934523805,383255.05505952373,402536.9977678571,379506.24627976195,
430,452.8496502449216,0.4395863636363638,,394177.1168154762,261052.05431547618,396432.9095982142,295936.1748511905,246224.81212797613,289900.3366815476,320338.71875,266457.3229166666,344947.8776041666,359154.86904761894,300942.34375,
431,204.97018016468394,14.169104545454546,,393593.6428571428,439132.14955357136,420556.47916666657,395038.1875,447653.400297619,384196.77566964284,395414.90848214284,429781.1041666666,438027.4017857143,422364.0625,395446.75595238095,
432,210.88429537686434,2.7678560606060603,,391526.87351190473,1052991.4791666665,333704.2425595238,769033.8526785714,437934.6428571428,616869.2648809522,413679.6696428571,432810.5907738095,450244.49851190473,470362.99702380947,427045.0989583334,
433,918.5487920587713,5.867237878787879,,389760.6530877976,400342.9652157738,552934.4776785715,411918.0824962798,509008.5505952381,401874.73251488095,419497.1527157738,528837.9836309523,507289.9032738095,401476.41294642864,415959.4085751488,
434,446.9061473499645,13.213927272727274,,387599.9014136904,378048.4947916667,372875.7604166666,382142.87946428556,481964.09970238095,368012.2901785714,365670.8545386904,459555.57142857136,451883.67336309515,371670.5598958333,385931.06473214284,
435,291.6287772438743,13.549710606060609,,387168.0267857143,366094.6324404762,330757.2529761904,349321.66815476184,354109.0714285714,332793.62648809515,337171.06324404763,333762.18005952373,384838.9166666666,359017.1860119048,324452.5632440476,
436,242.94400163130328,13.926051515151515,,386636.1056547619,391238.2916666667,382986.4479166666,405228.1488095238,424810.55952380947,398845.3794642857,366494.4866071429,402640.0342261904,434865.34226190473,387499.6436011905,382611.57589285704,
437,900.7079023881392,10.98105909090909,,386505.5809151785,452233.4118303571,458779.0520833333,435752.04055059515,443447.9300595238,378418.2507440476,393892.6372767857,451387.40922619036,468465.3720238095,394467.73883928574,367028.017485119,
438,316.8743261163885,1.0791969696969697,,383472.9222470238,117346.76218377976,132508.35611979163,203410.203125,140454.3865327381,116929.39955357142,116590.5827752976,139303.4497767857,199109.84858630953,283948.90625,124968.93284970237,
439,242.94401827725497,14.411821212121213,,382432.03125,377880.4538690476,405666.5133928571,373837.6175595238,413054.02827380947,357477.91443452385,355513.7552083333,411024.38839285716,402480.5863095238,363463.3586309523,353700.03497023805,
440,650.8690363896358,1.8956393939393938,,381236.9821428571,365447.75,456406.8660714285,397171.12202380947,419814.2782738095,389166.52976190473,399071.2380952381,438350.65625,437144.96428571426,415907.9776785714,412990.20684523805,
441,650.8692155317826,14.899683333333336,,380611.85714285716,402151.5580357142,397835.21428571426,376449.3467261904,416436.8943452381,356680.01934523816,411494.5803571429,388736.7574404762,422325.31696428574,404969.64955357136,353706.64955357136,
442,650.8688354492188,1.5626393939393937,,375405.1761532738,369815.9864211309,420974.6770833334,408920.48000372027,386371.6949404762,397172.5926339286,442736.0825892857,378491.0342261904,389544.8013392857,409148.15848214284,431034.71800595237,
443,1064.8111738725142,14.781377272727271,,375072.9791666666,297269.03869047615,323830.07738095237,313644.12499999994,321759.55059523805,321231.07142857136,328157.17559523805,315094.89880952373,302648.11904761905,330884.8571428571,333943.7953869048,
444,928.836034601385,2.7963515151515153,,373887.32068452373,356469.2864583333,650440.8422619047,424444.5491071428,638272.3571428572,466176.77976190473,539147.5014880951,666535.4642857143,601850.4732142856,494446.53124999994,562834.7812499999,
445,650.8688049316406,14.166928787878788,,370580.3936011905,420114.96874999994,432696.65327380947,419638.4657738095,460817.2589285715,410918.9769345238,388292.64285714284,409796.48214285716,443219.3482142857,387754.74553571426,392064.9025297619,
446,758.5928594415838,9.462034848484848,,369656.6279761905,386305.98883928574,289849.7708333333,382865.09002976184,307469.0223214286,357282.37723214284,371601.21875,292628.2619047619,323484.57886904763,336269.47023809527,334319.6290922619,
447,536.8843245072799,1.921162121212121,,369604.3035714286,471124.99851190473,489936.9925595238,422492.634672619,466849.2038690476,437440.603422619,394555.75520833326,452014.8035714286,438329.08928571426,423784.50148809527,412410.86681547615,
448,233.89042413701452,1.5762574074074072,,368435.0863095238,0,335388.15625,0,345041.9776785714,424361.15625,368926.75,357661.9032738095,344693.33333333326,397860.21130952373,342275.875,
449,595.4952198375355,2.882260606060606,,366350.6644345238,372839.4107142857,389277.40327380947,400076.1473214286,388719.64285714284,372216.7008928571,353479.35863095237,389216.3348214285,393745.1770833333,384464.3660714285,374139.3958333333,
450,928.835693359375,13.779278787878786,,366031.5892857142,368869.0327380952,356378.1785714286,342013.43898809527,373317.12351190473,355277.23586309515,365420.6011904762,379264.33928571426,413965.23363095237,360442.8452380952,372986.03720238095,
451,316.9478732022372,1.506221212121212,,365599.1726190476,418184.80357142846,605954.5558035714,441079.38392857136,514876.3742559523,431703.02343749994,418872.4122023809,616837.425595238,474426.54241071426,417479.5677083333,434784.3854166667,
452,242.9441382668235,14.168563636363638,,363928.6778273809,371867.9122023809,394456.82738095237,344009.0818452381,426536.2961309523,344875.9441964285,347723.6599702381,389432.2857142857,402348.36458333326,365310.6569940476,343222.2492559523,
453,1083.6639329434126,0.7536030303030302,,362541.0906808036,381907.4246651785,654351.625,395716.44452194934,402076.0982142857,656439.125,6560.98486328125,651044.1681547619,581679.4375,708361.4375,373504.9914899554,
454,634.3339566317471,1.007328787878788,,358857.1095610119,368467.9635416666,443141.47581845237,365572.0433407738,486090.3869047619,346321.7730654762,332767.08947172615,463027.3541666666,450144.44084821426,339741.97265625,341811.5790550595,
455,593.4795227050781,2.4413303030303024,,357548.5104166666,382292.8333333333,409001.86904761905,376525.93303571426,398245.8348214285,384591.3928571428,347486.54613095237,405167.93303571426,409257.24404761905,381866.9821428571,384187.1056547619,
456,271.01595930619675,7.765224242424242,,356775.42485119053,413785.2931547619,365282.38392857136,391090.31845238095,420591.0535714286,384678.6622023809,424437.9300595238,393855.39285714284,416552.25148809515,369752.46726190473,390186.8586309523,
457,724.8735656738281,1.9234984848484848,,355604.3837425595,361289.9092261905,506916.3936011905,415908.74441964284,506793.8050595238,448939.4055059523,415637.9884672619,510275.9181547619,464667.67410714284,419176.77678571426,459851.1276041667,
458,812.5461481267756,5.59529696969697,,354168.2462797619,415363.16201636905,513531.12202380947,386331.1722470238,520082.55208333326,401374.85305059515,372056.0653831845,523907.18898809515,529223.3764880953,383910.7116815476,387042.7017299107,
459,913.664267800071,9.916713636363635,,353239.93694196426,382341.3738839285,326243.10119047615,373794.28311011905,341236.2514880952,342587.7961309524,354278.2686011905,342627.23363095237,351052.01636904763,330343.40029761905,347689.64434523805,
460,326.9032537286932,4.927015151515151,,350927.1194196428,846986.0628720237,284914.13467261905,531731.6908482143,408567.2180059523,417623.34747023805,300385.9386160714,396392.4188988095,390647.1432291666,349118.6586681548,391059.0472470238,
461,264.9345148259943,1.9459954545454545,,349186.0565476191,440128.21279761905,416229.19717261905,351912.5476190476,490815.79166666657,370438.6748511904,352651.3489583334,480538.67261904763,321326.59374999994,363731.1421130952,353052.71205357136,
462,514.8936545632102,1.2760621212121213,,348330.8973214285,295913.1969866071,310563.7213541666,320797.4479166666,354845.39490327373,307124.9047619048,316400.9142485119,346679.43898809527,308797.3257068452,364728.1412760417,327061.40476190473,
463,204.97008583762428,13.924225757575757,,348118.98511904763,342967.37723214284,338037.40029761894,346836.5602678571,403009.17559523805,340828.50595238095,315829.1726190476,361724.9494047619,448857.7113095238,333664.5691964286,331487.9278273809,
464,233.8902948552912,4.107363636363637,,347831.5416666666,751964.519345238,456410.4255952381,612677.8854166667,500549.4717261905,575540.7678571427,501682.2351190476,512223.81994047615,478398.6785714286,434394.41220238095,475055.3184523809,
465,233.89040305397728,5.680365151515151,,346838.7604166667,777849.5952380951,521562.6845238096,699204.3095238095,547549.3586309524,610892.9910714286,522008.5520833333,535043.0788690477,508646.462797619,481974.5848214286,522381.4851190476,
466,732.5773870294744,9.519866666666667,,345783.2581845238,306805.5513392857,285522.1934523809,296725.17671130947,321445.29464285716,264040.84300595237,289412.3402157738,283689.5885416666,325499.9910714285,295496.5122767857,264892.7730654762,
467,656.8858462144228,0.41526060606060605,,342347.19959077373,681222.0625,677355.0625,457782.25930059527,573356.052641369,378046.7838541666,401138.42113095237,647888.4657738096,585422.2038690476,393446.1802455357,368403.72061011905,
468,899.6482571688565,9.41825303030303,,341819.2903645833,356234.21186755947,249262.4590773809,337915.20907738095,295491.0014880952,323834.2842261904,320510.77976190473,258624.54092261902,310331.1391369048,320791.62090773805,311383.2745535714,
469,462.878681529652,0.2092863636363636,,341348.22172619053,195381.41564360118,362192.76413690473,257614.1830357143,284825.4067150298,245612.87797619044,291718.50595238095,310903.3608630952,316271.640625,309505.2738095238,311051.91973586305,
470,692.621054354581,10.324009090909092,,341290.60342261905,562364.1875,390613.37351190473,382331.1339285714,410650.9285714286,359583.0457589285,381551.14378720237,391637.66369047615,434846.7976190476,374344.9194568452,353490.51599702385,
471,328.0990839177912,0.8188151515151515,,340778.0997023809,318292.8917410715,384143.9532180059,297187.9151785714,374627.66815476195,419036.75,348027.56845238095,444624.6488095238,306129.4873511905,334702.4520089286,351213.05431547615,
472,677.5459816672585,8.670745454545454,,340702.0714285714,327263.7667410714,231615.19568452376,309687.23288690473,281919.2232142857,273662.77976190473,276026.5825892856,250985.89136904766,319065.69940476184,272037.8311011905,267350.60230654763,
473,204.97005393288353,14.411998484848484,,337937.2738095238,330495.7611607142,352788.2507440476,319727.693452381,382994.2946428571,319796.6421130952,301511.2477678571,386443.9880952381,398910.6488095238,349193.5260416666,299289.5691964286,
474,557.458085493608,4.462025757575757,,337838.5245535714,320649.7477678571,386208.3229166666,354094.53050595237,382180.5535714286,324910.0491071428,344669.5952380952,383618.3943452381,364421.46875,349314.5915178571,331922.6748511905,
475,300.06781283291906,1.7612530303030303,,336730.8883928571,234129.40848214287,211980.66592261905,223925.2034970238,204560.59970238095,233277.6525297619,190718.45275297618,201137.18154761905,179062.25446428568,231681.17075892858,216667.77232142855,
476,431.087475617949,10.529016666666667,,336584.3556547619,56975.56622023809,12149.025390625,64166.2109375,35939.18359375,76725.20126488095,37926.76953125,44130.58203125,31263.810546875,159578.3407738095,48305.05859375,
477,780.6345880681819,10.815560606060608,,336239.2682291666,286672.24609375,296579.4642857142,262462.9068080357,313491.8779761904,247127.59728422618,263328.4168526786,300003.1488095238,307445.3526785714,298925.7743675595,266212.69521949405,
478,224.80435897364762,1.9550378787878786,,335957.7001488095,327481.85639880947,234683.79427083337,345485.5915178571,483897.89434523805,333851.921875,311959.1168154762,547404.4791666666,502180.27529761905,399419.90625,401933.46875,
479,369.1744113078261,0.320805,,334543.4195498511,544173.4375,591614.5,550288.875,563647.625,537590.25,0,525528.7578125,538496.0625,549715.9375,549228.3125,
480,394.89066938920456,4.107078787878788,,332561.79538690473,707809.494047619,366234.7708333333,539436.1815476189,421216.4270833333,426076.31845238095,305521.9665178571,415232.6354166666,524136.12351190473,334565.0446428571,304405.5505952381,
481,1008.8018993030895,12.483757575757577,,331656.12983630947,308746.68638392864,365624.47619047615,323366.15234374994,400418.52529761905,323944.71874999994,316265.9771205357,371530.1636904762,390090.74553571426,321247.9853050595,305518.9378720238,
482,378.9187857887962,14.166354545454546,,331474.2273065476,333214.5416666667,357608.8110119047,330347.22470238095,365167.06845238095,322323.50706845237,304568.37425595237,349363.38244047615,369261.73809523805,343612.9434523809,323764.3218005952,
483,592.3630898215554,1.078628787878788,,330259.96716889873,318415.8831845238,404109.04873511905,344134.7894345238,498646.7552083333,291823.9313616071,310342.8426339285,489163.5788690476,533117.8422619047,324684.4479166666,303860.0130208334,
484,838.5979947176846,6.924783333333334,,329511.18452380947,362148.4925595238,251377.68601190476,273223.1793154762,328318.4776785714,271857.59709821426,262282.2124255952,244112.10416666666,348654.18898809527,274093.0,215694.31547619047,
485,859.6925567626953,10.21212878787879,,327938.4278273809,321436.9209449405,360884.125,313460.8108258929,365445.50148809527,309900.94540550595,349542.9895833333,347403.6994047619,373167.14434523805,430131.84375,430710.84375,
486,852.5771012739701,6.6089242424242425,,327393.2224702381,358999.7120535714,259692.2819940476,338232.5699404762,308770.6458333333,287097.3415178571,292715.08928571426,257459.54315476192,346436.3541666667,285692.7537202381,297539.73660714284,
