SM,[M+C2H3O2]-,[M-CH3]-,Sph-C-H,[C4H11NO4P]-,[PO3]-
SM(d28:1/33:0)+C2H3O2,1140.003,1065.967,589.4713,168.0431,78.95905
SM(d28:1/33:1)+C2H3O2,1137.988,1063.951,589.4713,168.0431,78.95905
SM(d28:1/34:0)+C2H3O2,1154.019,1079.982,589.4713,168.0431,78.95905
SM(d28:1/34:1)+C2H3O2,1152.003,1077.967,589.4713,168.0431,78.95905
SM(d28:1/34:2)+C2H3O2,1149.988,1075.951,589.4713,168.0431,78.95905
SM(d28:1/35:0)+C2H3O2,1168.035,1093.998,589.4713,168.0431,78.95905
SM(d28:1/35:1)+C2H3O2,1166.019,1091.982,589.4713,168.0431,78.95905
SM(d28:1/36:0)+C2H3O2,1182.05,1108.014,589.4713,168.0431,78.95905
SM(d28:1/36:1)+C2H3O2,1180.035,1105.998,589.4713,168.0431,78.95905
SM(d28:1/36:2)+C2H3O2,1178.019,1103.982,589.4713,168.0431,78.95905
SM(d28:1/38:0)+C2H3O2,1210.082,1136.045,589.4713,168.0431,78.95905
SM(d28:1/38:1)+C2H3O2,1208.066,1134.029,589.4713,168.0431,78.95905
SM(d28:1/38:2)+C2H3O2,1206.05,1132.014,589.4713,168.0431,78.95905
SM(d28:1/40:0)+C2H3O2,1238.113,1164.076,589.4713,168.0431,78.95905
SM(d28:1/40:1)+C2H3O2,1236.097,1162.061,589.4713,168.0431,78.95905
SM(d28:1/40:2)+C2H3O2,1234.082,1160.045,589.4713,168.0431,78.95905
SM(d28:1/42:0)+C2H3O2,1266.144,1192.108,589.4713,168.0431,78.95905
SM(d28:1/42:1)+C2H3O2,1264.129,1190.092,589.4713,168.0431,78.95905
SM(d28:1/42:2)+C2H3O2,1262.113,1188.076,589.4713,168.0431,78.95905
SM(d28:2/12:0)+C2H3O2,843.6591,769.6224,587.4554,168.0431,78.95905
SM(d28:2/12:1)+C2H3O2,841.6435,767.6067,587.4554,168.0431,78.95905
SM(d28:2/13:0)+C2H3O2,857.6748,783.638,587.4554,168.0431,78.95905
SM(d28:2/13:1)+C2H3O2,855.6591,781.6224,587.4554,168.0431,78.95905
SM(d28:2/14:0)+C2H3O2,871.6904,797.6536,587.4554,168.0431,78.95905
SM(d28:2/14:1)+C2H3O2,869.6748,795.638,587.4554,168.0431,78.95905
SM(d28:2/15:0)+C2H3O2,885.7061,811.6693,587.4554,168.0431,78.95905
SM(d28:2/15:1)+C2H3O2,883.6904,809.6536,587.4554,168.0431,78.95905
SM(d28:2/16:0)+C2H3O2,899.7217,825.6849,587.4554,168.0431,78.95905
SM(d28:2/16:1)+C2H3O2,897.7061,823.6693,587.4554,168.0431,78.95905
SM(d28:2/16:2)+C2H3O2,895.6904,821.6536,587.4554,168.0431,78.95905
SM(d28:2/17:0)+C2H3O2,913.7374,839.7006,587.4554,168.0431,78.95905
SM(d28:2/18:0)+C2H3O2,927.7531,853.7162,587.4554,168.0431,78.95905
SM(d28:2/18:1)+C2H3O2,925.7374,851.7006,587.4554,168.0431,78.95905
SM(d28:2/18:2)+C2H3O2,923.7217,849.6849,587.4554,168.0431,78.95905
SM(d28:2/19:0)+C2H3O2,941.7687,867.7319,587.4554,168.0431,78.95905
SM(d28:2/19:1)+C2H3O2,939.7531,865.7162,587.4554,168.0431,78.95905
SM(d28:2/20:0)+C2H3O2,955.7843,881.7476,587.4554,168.0431,78.95905
SM(d28:2/20:1)+C2H3O2,953.7687,879.7319,587.4554,168.0431,78.95905
SM(d28:2/20:2)+C2H3O2,951.7531,877.7162,587.4554,168.0431,78.95905
SM(d28:2/21:0)+C2H3O2,969.8,895.7632,587.4555,168.0431,78.95905
SM(d28:2/21:1)+C2H3O2,967.7843,893.7476,587.4554,168.0431,78.95905
SM(d28:2/22:0)+C2H3O2,983.8156,909.7789,587.4555,168.0431,78.95905
SM(d28:2/22:1)+C2H3O2,981.8,907.7632,587.4555,168.0431,78.95905
SM(d28:2/22:2)+C2H3O2,979.7843,905.7476,587.4554,168.0431,78.95905
SM(d28:2/23:0)+C2H3O2,997.8313,923.7945,587.4555,168.0431,78.95905
SM(d28:2/23:1)+C2H3O2,995.8156,921.7789,587.4555,168.0431,78.95905
SM(d28:2/24:0)+C2H3O2,1011.847,937.8101,587.4555,168.0431,78.95905
SM(d28:2/24:1)+C2H3O2,1009.831,935.7945,587.4555,168.0431,78.95905
SM(d28:2/24:2)+C2H3O2,1007.816,933.7789,587.4555,168.0431,78.95905
SM(d28:2/25:0)+C2H3O2,1025.863,951.8258,587.4555,168.0431,78.95905
SM(d28:2/25:1)+C2H3O2,1023.847,949.8101,587.4555,168.0431,78.95905
SM(d28:2/26:0)+C2H3O2,1039.878,965.8414,587.4555,168.0431,78.95905
SM(d28:2/26:1)+C2H3O2,1037.863,963.8258,587.4555,168.0431,78.95905
SM(d28:2/26:2)+C2H3O2,1035.847,961.8101,587.4555,168.0431,78.95905
SM(d28:2/27:0)+C2H3O2,1053.894,979.8571,587.4556,168.0431,78.95905
SM(d28:2/27:1)+C2H3O2,1051.878,977.8414,587.4555,168.0431,78.95905
SM(d28:2/28:0)+C2H3O2,1067.91,993.8727,587.4556,168.0431,78.95905
SM(d28:2/28:1)+C2H3O2,1065.894,991.8571,587.4556,168.0431,78.95905
SM(d28:2/28:2)+C2H3O2,1063.878,989.8414,587.4555,168.0431,78.95905
SM(d28:2/29:0)+C2H3O2,1081.925,1007.888,587.4556,168.0431,78.95905
SM(d28:2/29:1)+C2H3O2,1079.91,1005.873,587.4556,168.0431,78.95905
SM(d28:2/30:0)+C2H3O2,1095.941,1021.904,587.4556,168.0431,78.95905
SM(d28:2/30:1)+C2H3O2,1093.925,1019.888,587.4556,168.0431,78.95905
SM(d28:2/30:2)+C2H3O2,1091.91,1017.873,587.4556,168.0431,78.95905
SM(d28:2/31:0)+C2H3O2,1109.956,1035.92,587.4556,168.0431,78.95905
SM(d28:2/31:1)+C2H3O2,1107.941,1033.904,587.4556,168.0431,78.95905
SM(d28:2/32:0)+C2H3O2,1123.972,1049.935,587.4556,168.0431,78.95905
SM(d28:2/32:1)+C2H3O2,1121.956,1047.92,587.4556,168.0431,78.95905
SM(d28:2/32:2)+C2H3O2,1119.941,1045.904,587.4556,168.0431,78.95905
SM(d28:2/33:0)+C2H3O2,1137.988,1063.951,587.4556,168.0431,78.95905
SM(d28:2/33:1)+C2H3O2,1135.972,1061.935,587.4556,168.0431,78.95905
SM(d28:2/34:0)+C2H3O2,1152.003,1077.967,587.4556,168.0431,78.95905
SM(d28:2/34:1)+C2H3O2,1149.988,1075.951,587.4556,168.0431,78.95905
SM(d28:2/34:2)+C2H3O2,1147.972,1073.935,587.4556,168.0431,78.95905
SM(d28:2/35:0)+C2H3O2,1166.019,1091.982,587.4556,168.0431,78.95905
SM(d28:2/35:1)+C2H3O2,1164.003,1089.967,587.4556,168.0431,78.95905
SM(d28:2/36:0)+C2H3O2,1180.035,1105.998,587.4556,168.0431,78.95905
SM(d28:2/36:1)+C2H3O2,1178.019,1103.982,587.4556,168.0431,78.95905
SM(d28:2/36:2)+C2H3O2,1176.003,1101.967,587.4556,168.0431,78.95905
SM(d28:2/38:0)+C2H3O2,1208.066,1134.029,587.4556,168.0431,78.95905
SM(d28:2/38:1)+C2H3O2,1206.05,1132.014,587.4556,168.0431,78.95905
SM(d28:2/38:2)+C2H3O2,1204.035,1129.998,587.4556,168.0431,78.95905
SM(d28:2/40:0)+C2H3O2,1236.097,1162.061,587.4557,168.0431,78.95905
SM(d28:2/40:1)+C2H3O2,1234.082,1160.045,587.4557,168.0431,78.95905
SM(d28:2/40:2)+C2H3O2,1232.066,1158.029,587.4556,168.0431,78.95905
SM(d28:2/42:0)+C2H3O2,1264.129,1190.092,587.4557,168.0431,78.95905
SM(d28:2/42:1)+C2H3O2,1262.113,1188.076,587.4557,168.0431,78.95905
SM(d28:2/42:2)+C2H3O2,1260.097,1186.061,587.4557,168.0431,78.95905
SM(d28:3/12:0)+C2H3O2,841.6435,767.6067,585.4398,168.0431,78.95905
SM(d28:3/12:1)+C2H3O2,839.6278,765.5911,585.4398,168.0431,78.95905
SM(d28:3/13:0)+C2H3O2,855.6591,781.6224,585.4398,168.0431,78.95905
SM(d28:3/13:1)+C2H3O2,853.6435,779.6067,585.4398,168.0431,78.95905
SM(d28:3/14:0)+C2H3O2,869.6748,795.638,585.4398,168.0431,78.95905
SM(d28:3/14:1)+C2H3O2,867.6591,793.6224,585.4398,168.0431,78.95905
SM(d28:3/15:0)+C2H3O2,883.6904,809.6536,585.4398,168.0431,78.95905
SM(d28:3/15:1)+C2H3O2,881.6748,807.638,585.4398,168.0431,78.95905
SM(d28:3/16:0)+C2H3O2,897.7061,823.6693,585.4398,168.0431,78.95905
SM(d28:3/16:1)+C2H3O2,895.6904,821.6536,585.4398,168.0431,78.95905
SM(d28:3/16:2)+C2H3O2,893.6748,819.638,585.4398,168.0431,78.95905
SM(d28:3/17:0)+C2H3O2,911.7217,837.6849,585.4398,168.0431,78.95905
SM(d28:3/18:0)+C2H3O2,925.7374,851.7006,585.4398,168.0431,78.95905
SM(d28:3/18:1)+C2H3O2,923.7217,849.6849,585.4398,168.0431,78.95905
SM(d28:3/18:2)+C2H3O2,921.7061,847.6693,585.4398,168.0431,78.95905
SM(d28:3/19:0)+C2H3O2,939.7531,865.7162,585.4398,168.0431,78.95905
SM(d28:3/19:1)+C2H3O2,937.7374,863.7006,585.4398,168.0431,78.95905
SM(d28:3/20:0)+C2H3O2,953.7687,879.7319,585.4398,168.0431,78.95905
SM(d28:3/20:1)+C2H3O2,951.7531,877.7162,585.4398,168.0431,78.95905
SM(d28:3/20:2)+C2H3O2,949.7374,875.7006,585.4398,168.0431,78.95905
SM(d28:3/21:0)+C2H3O2,967.7843,893.7476,585.4398,168.0431,78.95905
SM(d28:3/21:1)+C2H3O2,965.7687,891.7319,585.4398,168.0431,78.95905
SM(d28:3/22:0)+C2H3O2,981.8,907.7632,585.4398,168.0431,78.95905
SM(d28:3/22:1)+C2H3O2,979.7843,905.7476,585.4398,168.0431,78.95905
SM(d28:3/22:2)+C2H3O2,977.7687,903.7319,585.4398,168.0431,78.95905
SM(d28:3/23:0)+C2H3O2,995.8156,921.7789,585.4399,168.0431,78.95905
SM(d28:3/23:1)+C2H3O2,993.8,919.7632,585.4398,168.0431,78.95905
SM(d28:3/24:0)+C2H3O2,1009.831,935.7945,585.4399,168.0431,78.95905
SM(d28:3/24:1)+C2H3O2,1007.816,933.7789,585.4399,168.0431,78.95905
SM(d28:3/24:2)+C2H3O2,1005.8,931.7632,585.4398,168.0431,78.95905
SM(d28:3/25:0)+C2H3O2,1023.847,949.8101,585.4399,168.0431,78.95905
SM(d28:3/25:1)+C2H3O2,1021.831,947.7945,585.4399,168.0431,78.95905
SM(d28:3/26:0)+C2H3O2,1037.863,963.8258,585.4399,168.0431,78.95905
SM(d28:3/26:1)+C2H3O2,1035.847,961.8101,585.4399,168.0431,78.95905
SM(d28:3/26:2)+C2H3O2,1033.831,959.7945,585.4399,168.0431,78.95905
SM(d28:3/27:0)+C2H3O2,1051.878,977.8414,585.4399,168.0431,78.95905
SM(d28:3/27:1)+C2H3O2,1049.863,975.8258,585.4399,168.0431,78.95905
SM(d28:3/28:0)+C2H3O2,1065.894,991.8571,585.4399,168.0431,78.95905
SM(d28:3/28:1)+C2H3O2,1063.878,989.8414,585.4399,168.0431,78.95905
SM(d28:3/28:2)+C2H3O2,1061.863,987.8258,585.4399,168.0431,78.95905
SM(d28:3/29:0)+C2H3O2,1079.91,1005.873,585.4399,168.0431,78.95905
SM(d28:3/29:1)+C2H3O2,1077.894,1003.857,585.4399,168.0431,78.95905
SM(d28:3/30:0)+C2H3O2,1093.925,1019.888,585.4399,168.0431,78.95905
SM(d28:3/30:1)+C2H3O2,1091.91,1017.873,585.4399,168.0431,78.95905
SM(d28:3/30:2)+C2H3O2,1089.894,1015.857,585.4399,168.0431,78.95905
SM(d28:3/31:0)+C2H3O2,1107.941,1033.904,585.4399,168.0431,78.95905
SM(d28:3/31:1)+C2H3O2,1105.925,1031.888,585.4399,168.0431,78.95905
SM(d28:3/32:0)+C2H3O2,1121.956,1047.92,585.4399,168.0431,78.95905
SM(d28:3/32:1)+C2H3O2,1119.941,1045.904,585.4399,168.0431,78.95905
SM(d28:3/32:2)+C2H3O2,1117.925,1043.888,585.4399,168.0431,78.95905
SM(d28:3/33:0)+C2H3O2,1135.972,1061.935,585.4399,168.0431,78.95905
SM(d28:3/33:1)+C2H3O2,1133.956,1059.92,585.4399,168.0431,78.95905
SM(d28:3/34:0)+C2H3O2,1149.988,1075.951,585.4399,168.0431,78.95905
SM(d28:3/34:1)+C2H3O2,1147.972,1073.935,585.4399,168.0431,78.95905
SM(d28:3/34:2)+C2H3O2,1145.956,1071.92,585.4399,168.0431,78.95905
SM(d28:3/35:0)+C2H3O2,1164.003,1089.967,585.4399,168.0431,78.95905
SM(d28:3/35:1)+C2H3O2,1161.988,1087.951,585.4399,168.0431,78.95905
SM(d28:3/36:0)+C2H3O2,1178.019,1103.982,585.44,168.0431,78.95905
SM(d28:3/36:1)+C2H3O2,1176.003,1101.967,585.4399,168.0431,78.95905
SM(d28:3/36:2)+C2H3O2,1173.988,1099.951,585.4399,168.0431,78.95905
SM(d28:3/38:0)+C2H3O2,1206.05,1132.014,585.44,168.0431,78.95905
SM(d28:3/38:1)+C2H3O2,1204.035,1129.998,585.44,168.0431,78.95905
SM(d28:3/38:2)+C2H3O2,1202.019,1127.982,585.44,168.0431,78.95905
SM(d28:3/40:0)+C2H3O2,1234.082,1160.045,585.44,168.0431,78.95905
SM(d28:3/40:1)+C2H3O2,1232.066,1158.029,585.44,168.0431,78.95905
SM(d28:3/40:2)+C2H3O2,1230.05,1156.014,585.44,168.0431,78.95905
SM(d28:3/42:0)+C2H3O2,1262.113,1188.076,585.4401,168.0431,78.95905
SM(d28:3/42:1)+C2H3O2,1260.097,1186.061,585.44,168.0431,78.95905
SM(d28:3/42:2)+C2H3O2,1258.082,1184.045,585.44,168.0431,78.95905
SM(d29:0/12:0)+C2H3O2,861.7061,787.6693,605.5023,168.0431,78.95905
SM(d29:0/12:1)+C2H3O2,859.6904,785.6536,605.5023,168.0431,78.95905
SM(d29:0/13:0)+C2H3O2,875.7217,801.6849,605.5024,168.0431,78.95905
SM(d29:0/13:1)+C2H3O2,873.7061,799.6693,605.5023,168.0431,78.95905
SM(d29:0/14:0)+C2H3O2,889.7374,815.7006,605.5024,168.0431,78.95905
SM(d29:0/14:1)+C2H3O2,887.7217,813.6849,605.5024,168.0431,78.95905
SM(d29:0/15:0)+C2H3O2,903.7531,829.7162,605.5024,168.0431,78.95905
SM(d29:0/15:1)+C2H3O2,901.7374,827.7006,605.5024,168.0431,78.95905
SM(d29:0/16:0)+C2H3O2,917.7687,843.7319,605.5024,168.0431,78.95905
SM(d29:0/16:1)+C2H3O2,915.7531,841.7162,605.5024,168.0431,78.95905
SM(d29:0/16:2)+C2H3O2,913.7374,839.7006,605.5024,168.0431,78.95905
SM(d29:0/17:0)+C2H3O2,931.7843,857.7476,605.5024,168.0431,78.95905
SM(d29:0/18:0)+C2H3O2,945.8,871.7632,605.5024,168.0431,78.95905
SM(d29:0/18:1)+C2H3O2,943.7843,869.7476,605.5024,168.0431,78.95905
SM(d29:0/18:2)+C2H3O2,941.7687,867.7319,605.5024,168.0431,78.95905
SM(d29:0/19:0)+C2H3O2,959.8156,885.7789,605.5024,168.0431,78.95905
SM(d29:0/19:1)+C2H3O2,957.8,883.7632,605.5024,168.0431,78.95905
SM(d29:0/20:0)+C2H3O2,973.8313,899.7945,605.5024,168.0431,78.95905
SM(d29:0/20:1)+C2H3O2,971.8156,897.7789,605.5024,168.0431,78.95905
SM(d29:0/20:2)+C2H3O2,969.8,895.7632,605.5024,168.0431,78.95905
SM(d29:0/21:0)+C2H3O2,987.8469,913.8101,605.5024,168.0431,78.95905
SM(d29:0/21:1)+C2H3O2,985.8313,911.7945,605.5024,168.0431,78.95905
SM(d29:0/22:0)+C2H3O2,1001.863,927.8258,605.5024,168.0431,78.95905
SM(d29:0/22:1)+C2H3O2,999.8469,925.8101,605.5024,168.0431,78.95905
SM(d29:0/22:2)+C2H3O2,997.8313,923.7945,605.5024,168.0431,78.95905
SM(d29:0/23:0)+C2H3O2,1015.878,941.8414,605.5024,168.0431,78.95905
SM(d29:0/23:1)+C2H3O2,1013.863,939.8258,605.5024,168.0431,78.95905
SM(d29:0/24:0)+C2H3O2,1029.894,955.8571,605.5024,168.0431,78.95905
SM(d29:0/24:1)+C2H3O2,1027.878,953.8414,605.5024,168.0431,78.95905
SM(d29:0/24:2)+C2H3O2,1025.863,951.8258,605.5024,168.0431,78.95905
SM(d29:0/25:0)+C2H3O2,1043.91,969.8727,605.5024,168.0431,78.95905
SM(d29:0/25:1)+C2H3O2,1041.894,967.8571,605.5024,168.0431,78.95905
SM(d29:0/26:0)+C2H3O2,1057.925,983.8884,605.5025,168.0431,78.95905
SM(d29:0/26:1)+C2H3O2,1055.91,981.8727,605.5024,168.0431,78.95905
SM(d29:0/26:2)+C2H3O2,1053.894,979.8571,605.5024,168.0431,78.95905
SM(d29:0/27:0)+C2H3O2,1071.941,997.9041,605.5025,168.0431,78.95905
SM(d29:0/27:1)+C2H3O2,1069.925,995.8884,605.5025,168.0431,78.95905
SM(d29:0/28:0)+C2H3O2,1085.956,1011.92,605.5025,168.0431,78.95905
SM(d29:0/28:1)+C2H3O2,1083.941,1009.904,605.5025,168.0431,78.95905
SM(d29:0/28:2)+C2H3O2,1081.925,1007.888,605.5025,168.0431,78.95905
SM(d29:0/29:0)+C2H3O2,1099.972,1025.935,605.5025,168.0431,78.95905
SM(d29:0/29:1)+C2H3O2,1097.956,1023.92,605.5025,168.0431,78.95905
SM(d29:0/30:0)+C2H3O2,1113.988,1039.951,605.5025,168.0431,78.95905
SM(d29:0/30:1)+C2H3O2,1111.972,1037.935,605.5025,168.0431,78.95905
SM(d29:0/30:2)+C2H3O2,1109.956,1035.92,605.5025,168.0431,78.95905
SM(d29:0/31:0)+C2H3O2,1128.003,1053.967,605.5025,168.0431,78.95905
SM(d29:0/31:1)+C2H3O2,1125.988,1051.951,605.5025,168.0431,78.95905
SM(d29:0/32:0)+C2H3O2,1142.019,1067.982,605.5026,168.0431,78.95905
SM(d29:0/32:1)+C2H3O2,1140.003,1065.967,605.5025,168.0431,78.95905
SM(d29:0/32:2)+C2H3O2,1137.988,1063.951,605.5025,168.0431,78.95905
SM(d29:0/33:0)+C2H3O2,1156.035,1081.998,605.5026,168.0431,78.95905
SM(d29:0/33:1)+C2H3O2,1154.019,1079.982,605.5026,168.0431,78.95905
SM(d29:0/34:0)+C2H3O2,1170.05,1096.014,605.5026,168.0431,78.95905
SM(d29:0/34:1)+C2H3O2,1168.035,1093.998,605.5026,168.0431,78.95905
SM(d29:0/34:2)+C2H3O2,1166.019,1091.982,605.5026,168.0431,78.95905
SM(d29:0/35:0)+C2H3O2,1184.066,1110.029,605.5026,168.0431,78.95905
SM(d29:0/35:1)+C2H3O2,1182.05,1108.014,605.5026,168.0431,78.95905
SM(d29:0/36:0)+C2H3O2,1198.082,1124.045,605.5026,168.0431,78.95905
SM(d29:0/36:1)+C2H3O2,1196.066,1122.029,605.5026,168.0431,78.95905
SM(d29:0/36:2)+C2H3O2,1194.05,1120.014,605.5026,168.0431,78.95905
SM(d29:0/38:0)+C2H3O2,1226.113,1152.076,605.5026,168.0431,78.95905
SM(d29:0/38:1)+C2H3O2,1224.097,1150.061,605.5026,168.0431,78.95905
SM(d29:0/38:2)+C2H3O2,1222.082,1148.045,605.5026,168.0431,78.95905
SM(d29:0/40:0)+C2H3O2,1254.144,1180.108,605.5026,168.0431,78.95905
SM(d29:0/40:1)+C2H3O2,1252.129,1178.092,605.5026,168.0431,78.95905
SM(d29:0/40:2)+C2H3O2,1250.113,1176.076,605.5026,168.0431,78.95905
SM(d29:0/42:0)+C2H3O2,1282.176,1208.139,605.5026,168.0431,78.95905
SM(d29:0/42:1)+C2H3O2,1280.16,1206.123,605.5026,168.0431,78.95905
SM(d29:0/42:2)+C2H3O2,1278.144,1204.108,605.5026,168.0431,78.95905
SM(d29:1/12:0)+C2H3O2,859.6904,785.6536,603.4867,168.0431,78.95905
SM(d29:1/12:1)+C2H3O2,857.6748,783.638,603.4867,168.0431,78.95905
SM(d29:1/13:0)+C2H3O2,873.7061,799.6693,603.4867,168.0431,78.95905
SM(d29:1/13:1)+C2H3O2,871.6904,797.6536,603.4867,168.0431,78.95905
SM(d29:1/14:0)+C2H3O2,887.7217,813.6849,603.4867,168.0431,78.95905
SM(d29:1/14:1)+C2H3O2,885.7061,811.6693,603.4867,168.0431,78.95905
SM(d29:1/15:0)+C2H3O2,901.7374,827.7006,603.4867,168.0431,78.95905
SM(d29:1/15:1)+C2H3O2,899.7217,825.6849,603.4867,168.0431,78.95905
SM(d29:1/16:0)+C2H3O2,915.7531,841.7162,603.4868,168.0431,78.95905
SM(d29:1/16:1)+C2H3O2,913.7374,839.7006,603.4867,168.0431,78.95905
SM(d29:1/16:2)+C2H3O2,911.7217,837.6849,603.4867,168.0431,78.95905
SM(d29:1/17:0)+C2H3O2,929.7687,855.7319,603.4868,168.0431,78.95905
SM(d29:1/18:0)+C2H3O2,943.7843,869.7476,603.4868,168.0431,78.95905
SM(d29:1/18:1)+C2H3O2,941.7687,867.7319,603.4868,168.0431,78.95905
SM(d29:1/18:2)+C2H3O2,939.7531,865.7162,603.4868,168.0431,78.95905
SM(d29:1/19:0)+C2H3O2,957.8,883.7632,603.4868,168.0431,78.95905
SM(d29:1/19:1)+C2H3O2,955.7843,881.7476,603.4868,168.0431,78.95905
SM(d29:1/20:0)+C2H3O2,971.8156,897.7789,603.4868,168.0431,78.95905
SM(d29:1/20:1)+C2H3O2,969.8,895.7632,603.4868,168.0431,78.95905
SM(d29:1/20:2)+C2H3O2,967.7843,893.7476,603.4868,168.0431,78.95905
SM(d29:1/21:0)+C2H3O2,985.8313,911.7945,603.4868,168.0431,78.95905
SM(d29:1/21:1)+C2H3O2,983.8156,909.7789,603.4868,168.0431,78.95905
SM(d29:1/22:0)+C2H3O2,999.8469,925.8101,603.4868,168.0431,78.95905
SM(d29:1/22:1)+C2H3O2,997.8313,923.7945,603.4868,168.0431,78.95905
SM(d29:1/22:2)+C2H3O2,995.8156,921.7789,603.4868,168.0431,78.95905
SM(d29:1/23:0)+C2H3O2,1013.863,939.8258,603.4868,168.0431,78.95905
SM(d29:1/23:1)+C2H3O2,1011.847,937.8101,603.4868,168.0431,78.95905
SM(d29:1/24:0)+C2H3O2,1027.878,953.8414,603.4868,168.0431,78.95905
SM(d29:1/24:1)+C2H3O2,1025.863,951.8258,603.4868,168.0431,78.95905
SM(d29:1/24:2)+C2H3O2,1023.847,949.8101,603.4868,168.0431,78.95905
SM(d29:1/25:0)+C2H3O2,1041.894,967.8571,603.4868,168.0431,78.95905
SM(d29:1/25:1)+C2H3O2,1039.878,965.8414,603.4868,168.0431,78.95905
SM(d29:1/26:0)+C2H3O2,1055.91,981.8727,603.4868,168.0431,78.95905
SM(d29:1/26:1)+C2H3O2,1053.894,979.8571,603.4868,168.0431,78.95905
SM(d29:1/26:2)+C2H3O2,1051.878,977.8414,603.4868,168.0431,78.95905
SM(d29:1/27:0)+C2H3O2,1069.925,995.8884,603.4868,168.0431,78.95905
SM(d29:1/27:1)+C2H3O2,1067.91,993.8727,603.4868,168.0431,78.95905
SM(d29:1/28:0)+C2H3O2,1083.941,1009.904,603.4869,168.0431,78.95905
SM(d29:1/28:1)+C2H3O2,1081.925,1007.888,603.4868,168.0431,78.95905
SM(d29:1/28:2)+C2H3O2,1079.91,1005.873,603.4868,168.0431,78.95905
SM(d29:1/29:0)+C2H3O2,1097.956,1023.92,603.4869,168.0431,78.95905
SM(d29:1/29:1)+C2H3O2,1095.941,1021.904,603.4869,168.0431,78.95905
SM(d29:1/30:0)+C2H3O2,1111.972,1037.935,603.4869,168.0431,78.95905
SM(d29:1/30:1)+C2H3O2,1109.956,1035.92,603.4869,168.0431,78.95905
SM(d29:1/30:2)+C2H3O2,1107.941,1033.904,603.4869,168.0431,78.95905
SM(d29:1/31:0)+C2H3O2,1125.988,1051.951,603.4869,168.0431,78.95905
SM(d29:1/31:1)+C2H3O2,1123.972,1049.935,603.4869,168.0431,78.95905
SM(d29:1/32:0)+C2H3O2,1140.003,1065.967,603.4869,168.0431,78.95905
SM(d29:1/32:1)+C2H3O2,1137.988,1063.951,603.4869,168.0431,78.95905
SM(d29:1/32:2)+C2H3O2,1135.972,1061.935,603.4869,168.0431,78.95905
SM(d29:1/33:0)+C2H3O2,1154.019,1079.982,603.4869,168.0431,78.95905
SM(d29:1/33:1)+C2H3O2,1152.003,1077.967,603.4869,168.0431,78.95905
SM(d29:1/34:0)+C2H3O2,1168.035,1093.998,603.4869,168.0431,78.95905
SM(d29:1/34:1)+C2H3O2,1166.019,1091.982,603.4869,168.0431,78.95905
SM(d29:1/34:2)+C2H3O2,1164.003,1089.967,603.4869,168.0431,78.95905
SM(d29:1/35:0)+C2H3O2,1182.05,1108.014,603.4869,168.0431,78.95905
SM(d29:1/35:1)+C2H3O2,1180.035,1105.998,603.4869,168.0431,78.95905
SM(d29:1/36:0)+C2H3O2,1196.066,1122.029,603.4869,168.0431,78.95905
SM(d29:1/36:1)+C2H3O2,1194.05,1120.014,603.4869,168.0431,78.95905
SM(d29:1/36:2)+C2H3O2,1192.035,1117.998,603.4869,168.0431,78.95905
SM(d29:1/38:0)+C2H3O2,1224.097,1150.061,603.4869,168.0431,78.95905
SM(d29:1/38:1)+C2H3O2,1222.082,1148.045,603.4869,168.0431,78.95905
SM(d29:1/38:2)+C2H3O2,1220.066,1146.029,603.4869,168.0431,78.95905
SM(d29:1/40:0)+C2H3O2,1252.129,1178.092,603.487,168.0431,78.95905
SM(d29:1/40:1)+C2H3O2,1250.113,1176.076,603.4869,168.0431,78.95905
SM(d29:1/40:2)+C2H3O2,1248.097,1174.061,603.4869,168.0431,78.95905
SM(d29:1/42:0)+C2H3O2,1280.16,1206.123,603.487,168.0431,78.95905
SM(d29:1/42:1)+C2H3O2,1278.144,1204.108,603.487,168.0431,78.95905
SM(d29:1/42:2)+C2H3O2,1276.129,1202.092,603.487,168.0431,78.95905
SM(d29:2/12:0)+C2H3O2,857.6748,783.638,601.4711,168.0431,78.95905
SM(d29:2/12:1)+C2H3O2,855.6591,781.6224,601.471,168.0431,78.95905
SM(d29:2/13:0)+C2H3O2,871.6904,797.6536,601.4711,168.0431,78.95905
SM(d29:2/13:1)+C2H3O2,869.6748,795.638,601.4711,168.0431,78.95905
SM(d29:2/14:0)+C2H3O2,885.7061,811.6693,601.4711,168.0431,78.95905
SM(d29:2/14:1)+C2H3O2,883.6904,809.6536,601.4711,168.0431,78.95905
SM(d29:2/15:0)+C2H3O2,899.7217,825.6849,601.4711,168.0431,78.95905
SM(d29:2/15:1)+C2H3O2,897.7061,823.6693,601.4711,168.0431,78.95905
SM(d29:2/16:0)+C2H3O2,913.7374,839.7006,601.4711,168.0431,78.95905
SM(d29:2/16:1)+C2H3O2,911.7217,837.6849,601.4711,168.0431,78.95905
SM(d29:2/16:2)+C2H3O2,909.7061,835.6693,601.4711,168.0431,78.95905
SM(d29:2/17:0)+C2H3O2,927.7531,853.7162,601.4711,168.0431,78.95905
SM(d29:2/18:0)+C2H3O2,941.7687,867.7319,601.4711,168.0431,78.95905
SM(d29:2/18:1)+C2H3O2,939.7531,865.7162,601.4711,168.0431,78.95905
SM(d29:2/18:2)+C2H3O2,937.7374,863.7006,601.4711,168.0431,78.95905
