Plasmanyl-TG,[M+NH4],NL R2COOH,NL R3COOH
plasmanyl-TG(O-16:0_16:1_19:0)+NH4,850.82235,579.57105,535.50845
plasmanyl-TG(O-16:0_16:1_20:0)+NH4,864.83795,593.58665,535.50845
plasmanyl-TG(O-16:0_16:1_20:1)+NH4,862.82235,591.57105,535.50845
plasmanyl-TG(O-16:0_16:1_20:2)+NH4,860.80665,589.55535,535.50845
plasmanyl-TG(O-16:0_16:1_20:3)+NH4,858.79105,587.53975,535.50845
plasmanyl-TG(O-16:0_16:1_20:4)+NH4,856.77535,585.52405,535.50845
plasmanyl-TG(O-16:0_16:1_20:5)+NH4,854.75975,583.50845,535.50845
plasmanyl-TG(O-16:0_16:1_21:0)+NH4,878.85365,607.60235,535.50845
plasmanyl-TG(O-16:0_16:1_22:0)+NH4,892.86925,621.61795,535.50845
plasmanyl-TG(O-16:0_16:1_22:1)+NH4,890.85365,619.60235,535.50845
plasmanyl-TG(O-16:0_16:1_22:2)+NH4,888.83795,617.58665,535.50845
plasmanyl-TG(O-16:0_16:1_22:3)+NH4,886.82235,615.57105,535.50845
plasmanyl-TG(O-16:0_16:1_22:4)+NH4,884.80665,613.55535,535.50845
plasmanyl-TG(O-16:0_16:1_22:5)+NH4,882.79105,611.53975,535.50845
plasmanyl-TG(O-16:0_16:1_22:6)+NH4,880.77535,609.52405,535.50845
plasmanyl-TG(O-16:0_16:1_23:0)+NH4,906.88495,635.63365,535.50845
plasmanyl-TG(O-16:0_16:1_24:0)+NH4,920.90055,649.64925,535.50845
plasmanyl-TG(O-16:0_16:1_24:1)+NH4,918.88495,647.63365,535.50845
plasmanyl-TG(O-16:0_16:1_25:0)+NH4,934.91625,663.66495,535.50845
plasmanyl-TG(O-16:0_16:1_26:0)+NH4,948.93185,677.68055,535.50845
plasmanyl-TG(O-16:0_17:0_17:0)+NH4,838.82235,551.53975,551.53975
plasmanyl-TG(O-16:0_17:0_17:1)+NH4,836.80665,549.52405,551.53975
plasmanyl-TG(O-16:0_17:0_17:2)+NH4,834.79105,547.50845,551.53975
plasmanyl-TG(O-16:0_17:0_18:0)+NH4,852.83795,565.55535,551.53975
plasmanyl-TG(O-16:0_17:0_18:1)+NH4,850.82235,563.53975,551.53975
plasmanyl-TG(O-16:0_17:0_18:2)+NH4,848.80665,561.52405,551.53975
plasmanyl-TG(O-16:0_17:0_18:3)+NH4,846.79105,559.50845,551.53975
plasmanyl-TG(O-16:0_17:0_18:4)+NH4,844.77535,557.49275,551.53975
plasmanyl-TG(O-16:0_17:0_19:0)+NH4,866.85365,579.57105,551.53975
plasmanyl-TG(O-16:0_17:0_20:0)+NH4,880.86925,593.58665,551.53975
plasmanyl-TG(O-16:0_17:0_20:1)+NH4,878.85365,591.57105,551.53975
plasmanyl-TG(O-16:0_17:0_20:2)+NH4,876.83795,589.55535,551.53975
plasmanyl-TG(O-16:0_17:0_20:3)+NH4,874.82235,587.53975,551.53975
plasmanyl-TG(O-16:0_17:0_20:4)+NH4,872.80665,585.52405,551.53975
plasmanyl-TG(O-16:0_17:0_20:5)+NH4,870.79105,583.50845,551.53975
plasmanyl-TG(O-16:0_17:0_21:0)+NH4,894.88495,607.60235,551.53975
plasmanyl-TG(O-16:0_17:0_22:0)+NH4,908.90055,621.61795,551.53975
plasmanyl-TG(O-16:0_17:0_22:1)+NH4,906.88495,619.60235,551.53975
plasmanyl-TG(O-16:0_17:0_22:2)+NH4,904.86925,617.58665,551.53975
plasmanyl-TG(O-16:0_17:0_22:3)+NH4,902.85365,615.57105,551.53975
plasmanyl-TG(O-16:0_17:0_22:4)+NH4,900.83795,613.55535,551.53975
plasmanyl-TG(O-16:0_17:0_22:5)+NH4,898.82235,611.53975,551.53975
plasmanyl-TG(O-16:0_17:0_22:6)+NH4,896.80665,609.52405,551.53975
plasmanyl-TG(O-16:0_17:0_23:0)+NH4,922.91625,635.63365,551.53975
plasmanyl-TG(O-16:0_17:0_24:0)+NH4,936.93185,649.64925,551.53975
plasmanyl-TG(O-16:0_17:0_24:1)+NH4,934.91625,647.63365,551.53975
plasmanyl-TG(O-16:0_17:0_25:0)+NH4,950.94755,663.66495,551.53975
plasmanyl-TG(O-16:0_17:0_26:0)+NH4,964.96315,677.68055,551.53975
plasmanyl-TG(O-16:0_17:1_17:1)+NH4,834.79095,549.52405,549.52405
plasmanyl-TG(O-16:0_17:1_17:2)+NH4,832.77535,547.50845,549.52405
plasmanyl-TG(O-16:0_17:1_18:0)+NH4,850.82225,565.55535,549.52405
plasmanyl-TG(O-16:0_17:1_18:1)+NH4,848.80665,563.53975,549.52405
plasmanyl-TG(O-16:0_17:1_18:2)+NH4,846.79095,561.52405,549.52405
plasmanyl-TG(O-16:0_17:1_18:3)+NH4,844.77535,559.50845,549.52405
plasmanyl-TG(O-16:0_17:1_18:4)+NH4,842.75965,557.49275,549.52405
plasmanyl-TG(O-16:0_17:1_19:0)+NH4,864.83795,579.57105,549.52405
plasmanyl-TG(O-16:0_17:1_20:0)+NH4,878.85355,593.58665,549.52405
plasmanyl-TG(O-16:0_17:1_20:1)+NH4,876.83795,591.57105,549.52405
plasmanyl-TG(O-16:0_17:1_20:2)+NH4,874.82225,589.55535,549.52405
plasmanyl-TG(O-16:0_17:1_20:3)+NH4,872.80665,587.53975,549.52405
plasmanyl-TG(O-16:0_17:1_20:4)+NH4,870.79095,585.52405,549.52405
plasmanyl-TG(O-16:0_17:1_20:5)+NH4,868.77535,583.50845,549.52405
plasmanyl-TG(O-16:0_17:1_21:0)+NH4,892.86925,607.60235,549.52405
plasmanyl-TG(O-16:0_17:1_22:0)+NH4,906.88485,621.61795,549.52405
plasmanyl-TG(O-16:0_17:1_22:1)+NH4,904.86925,619.60235,549.52405
plasmanyl-TG(O-16:0_17:1_22:2)+NH4,902.85355,617.58665,549.52405
plasmanyl-TG(O-16:0_17:1_22:3)+NH4,900.83795,615.57105,549.52405
plasmanyl-TG(O-16:0_17:1_22:4)+NH4,898.82225,613.55535,549.52405
plasmanyl-TG(O-16:0_17:1_22:5)+NH4,896.80665,611.53975,549.52405
plasmanyl-TG(O-16:0_17:1_22:6)+NH4,894.79095,609.52405,549.52405
plasmanyl-TG(O-16:0_17:1_23:0)+NH4,920.90055,635.63365,549.52405
plasmanyl-TG(O-16:0_17:1_24:0)+NH4,934.91615,649.64925,549.52405
plasmanyl-TG(O-16:0_17:1_24:1)+NH4,932.90055,647.63365,549.52405
plasmanyl-TG(O-16:0_17:1_25:0)+NH4,948.93185,663.66495,549.52405
plasmanyl-TG(O-16:0_17:1_26:0)+NH4,962.94745,677.68055,549.52405
plasmanyl-TG(O-16:0_17:2_17:2)+NH4,830.75975,547.50845,547.50845
plasmanyl-TG(O-16:0_17:2_18:0)+NH4,848.80665,565.55535,547.50845
plasmanyl-TG(O-16:0_17:2_18:1)+NH4,846.79105,563.53975,547.50845
plasmanyl-TG(O-16:0_17:2_18:2)+NH4,844.77535,561.52405,547.50845
plasmanyl-TG(O-16:0_17:2_18:3)+NH4,842.75975,559.50845,547.50845
plasmanyl-TG(O-16:0_17:2_18:4)+NH4,840.74405,557.49275,547.50845
plasmanyl-TG(O-16:0_17:2_19:0)+NH4,862.82235,579.57105,547.50845
plasmanyl-TG(O-16:0_17:2_20:0)+NH4,876.83795,593.58665,547.50845
plasmanyl-TG(O-16:0_17:2_20:1)+NH4,874.82235,591.57105,547.50845
plasmanyl-TG(O-16:0_17:2_20:2)+NH4,872.80665,589.55535,547.50845
plasmanyl-TG(O-16:0_17:2_20:3)+NH4,870.79105,587.53975,547.50845
plasmanyl-TG(O-16:0_17:2_20:4)+NH4,868.77535,585.52405,547.50845
plasmanyl-TG(O-16:0_17:2_20:5)+NH4,866.75975,583.50845,547.50845
plasmanyl-TG(O-16:0_17:2_21:0)+NH4,890.85365,607.60235,547.50845
plasmanyl-TG(O-16:0_17:2_22:0)+NH4,904.86925,621.61795,547.50845
plasmanyl-TG(O-16:0_17:2_22:1)+NH4,902.85365,619.60235,547.50845
plasmanyl-TG(O-16:0_17:2_22:2)+NH4,900.83795,617.58665,547.50845
plasmanyl-TG(O-16:0_17:2_22:3)+NH4,898.82235,615.57105,547.50845
plasmanyl-TG(O-16:0_17:2_22:4)+NH4,896.80665,613.55535,547.50845
plasmanyl-TG(O-16:0_17:2_22:5)+NH4,894.79105,611.53975,547.50845
plasmanyl-TG(O-16:0_17:2_22:6)+NH4,892.77535,609.52405,547.50845
plasmanyl-TG(O-16:0_17:2_23:0)+NH4,918.88495,635.63365,547.50845
plasmanyl-TG(O-16:0_17:2_24:0)+NH4,932.90055,649.64925,547.50845
plasmanyl-TG(O-16:0_17:2_24:1)+NH4,930.88495,647.63365,547.50845
plasmanyl-TG(O-16:0_17:2_25:0)+NH4,946.91625,663.66495,547.50845
plasmanyl-TG(O-16:0_17:2_26:0)+NH4,960.93185,677.68055,547.50845
plasmanyl-TG(O-16:0_18:0_18:0)+NH4,866.85355,565.55535,565.55535
plasmanyl-TG(O-16:0_18:0_18:1)+NH4,864.83795,563.53975,565.55535
plasmanyl-TG(O-16:0_18:0_18:2)+NH4,862.82225,561.52405,565.55535
plasmanyl-TG(O-16:0_18:0_18:3)+NH4,860.80665,559.50845,565.55535
plasmanyl-TG(O-16:0_18:0_18:4)+NH4,858.79095,557.49275,565.55535
plasmanyl-TG(O-16:0_18:0_19:0)+NH4,880.86925,579.57105,565.55535
plasmanyl-TG(O-16:0_18:0_20:0)+NH4,894.88485,593.58665,565.55535
plasmanyl-TG(O-16:0_18:0_20:1)+NH4,892.86925,591.57105,565.55535
plasmanyl-TG(O-16:0_18:0_20:2)+NH4,890.85355,589.55535,565.55535
plasmanyl-TG(O-16:0_18:0_20:3)+NH4,888.83795,587.53975,565.55535
plasmanyl-TG(O-16:0_18:0_20:4)+NH4,886.82225,585.52405,565.55535
plasmanyl-TG(O-16:0_18:0_20:5)+NH4,884.80665,583.50845,565.55535
plasmanyl-TG(O-16:0_18:0_21:0)+NH4,908.90055,607.60235,565.55535
plasmanyl-TG(O-16:0_18:0_22:0)+NH4,922.91615,621.61795,565.55535
plasmanyl-TG(O-16:0_18:0_22:1)+NH4,920.90055,619.60235,565.55535
plasmanyl-TG(O-16:0_18:0_22:2)+NH4,918.88485,617.58665,565.55535
plasmanyl-TG(O-16:0_18:0_22:3)+NH4,916.86925,615.57105,565.55535
plasmanyl-TG(O-16:0_18:0_22:4)+NH4,914.85355,613.55535,565.55535
plasmanyl-TG(O-16:0_18:0_22:5)+NH4,912.83795,611.53975,565.55535
plasmanyl-TG(O-16:0_18:0_22:6)+NH4,910.82225,609.52405,565.55535
plasmanyl-TG(O-16:0_18:0_23:0)+NH4,936.93185,635.63365,565.55535
plasmanyl-TG(O-16:0_18:0_24:0)+NH4,950.94745,649.64925,565.55535
plasmanyl-TG(O-16:0_18:0_24:1)+NH4,948.93185,647.63365,565.55535
plasmanyl-TG(O-16:0_18:0_25:0)+NH4,964.96315,663.66495,565.55535
plasmanyl-TG(O-16:0_18:0_26:0)+NH4,978.97875,677.68055,565.55535
plasmanyl-TG(O-16:0_18:1_18:1)+NH4,862.82235,563.53975,563.53975
plasmanyl-TG(O-16:0_18:1_18:2)+NH4,860.80665,561.52405,563.53975
plasmanyl-TG(O-16:0_18:1_18:3)+NH4,858.79105,559.50845,563.53975
plasmanyl-TG(O-16:0_18:1_18:4)+NH4,856.77535,557.49275,563.53975
plasmanyl-TG(O-16:0_18:1_19:0)+NH4,878.85365,579.57105,563.53975
plasmanyl-TG(O-16:0_18:1_20:0)+NH4,892.86925,593.58665,563.53975
plasmanyl-TG(O-16:0_18:1_20:1)+NH4,890.85365,591.57105,563.53975
plasmanyl-TG(O-16:0_18:1_20:2)+NH4,888.83795,589.55535,563.53975
plasmanyl-TG(O-16:0_18:1_20:3)+NH4,886.82235,587.53975,563.53975
plasmanyl-TG(O-16:0_18:1_20:4)+NH4,884.80665,585.52405,563.53975
plasmanyl-TG(O-16:0_18:1_20:5)+NH4,882.79105,583.50845,563.53975
plasmanyl-TG(O-16:0_18:1_21:0)+NH4,906.88495,607.60235,563.53975
plasmanyl-TG(O-16:0_18:1_22:0)+NH4,920.90055,621.61795,563.53975
plasmanyl-TG(O-16:0_18:1_22:1)+NH4,918.88495,619.60235,563.53975
plasmanyl-TG(O-16:0_18:1_22:2)+NH4,916.86925,617.58665,563.53975
plasmanyl-TG(O-16:0_18:1_22:3)+NH4,914.85365,615.57105,563.53975
plasmanyl-TG(O-16:0_18:1_22:4)+NH4,912.83795,613.55535,563.53975
plasmanyl-TG(O-16:0_18:1_22:5)+NH4,910.82235,611.53975,563.53975
plasmanyl-TG(O-16:0_18:1_22:6)+NH4,908.80665,609.52405,563.53975
plasmanyl-TG(O-16:0_18:1_23:0)+NH4,934.91625,635.63365,563.53975
plasmanyl-TG(O-16:0_18:1_24:0)+NH4,948.93185,649.64925,563.53975
plasmanyl-TG(O-16:0_18:1_24:1)+NH4,946.91625,647.63365,563.53975
plasmanyl-TG(O-16:0_18:1_25:0)+NH4,962.94755,663.66495,563.53975
plasmanyl-TG(O-16:0_18:1_26:0)+NH4,976.96315,677.68055,563.53975
plasmanyl-TG(O-16:0_18:2_18:2)+NH4,858.79095,561.52405,561.52405
plasmanyl-TG(O-16:0_18:2_18:3)+NH4,856.77535,559.50845,561.52405
plasmanyl-TG(O-16:0_18:2_18:4)+NH4,854.75965,557.49275,561.52405
plasmanyl-TG(O-16:0_18:2_19:0)+NH4,876.83795,579.57105,561.52405
plasmanyl-TG(O-16:0_18:2_20:0)+NH4,890.85355,593.58665,561.52405
plasmanyl-TG(O-16:0_18:2_20:1)+NH4,888.83795,591.57105,561.52405
plasmanyl-TG(O-16:0_18:2_20:2)+NH4,886.82225,589.55535,561.52405
plasmanyl-TG(O-16:0_18:2_20:3)+NH4,884.80665,587.53975,561.52405
plasmanyl-TG(O-16:0_18:2_20:4)+NH4,882.79095,585.52405,561.52405
plasmanyl-TG(O-16:0_18:2_20:5)+NH4,880.77535,583.50845,561.52405
plasmanyl-TG(O-16:0_18:2_21:0)+NH4,904.86925,607.60235,561.52405
plasmanyl-TG(O-16:0_18:2_22:0)+NH4,918.88485,621.61795,561.52405
plasmanyl-TG(O-16:0_18:2_22:1)+NH4,916.86925,619.60235,561.52405
plasmanyl-TG(O-16:0_18:2_22:2)+NH4,914.85355,617.58665,561.52405
plasmanyl-TG(O-16:0_18:2_22:3)+NH4,912.83795,615.57105,561.52405
plasmanyl-TG(O-16:0_18:2_22:4)+NH4,910.82225,613.55535,561.52405
plasmanyl-TG(O-16:0_18:2_22:5)+NH4,908.80665,611.53975,561.52405
plasmanyl-TG(O-16:0_18:2_22:6)+NH4,906.79095,609.52405,561.52405
plasmanyl-TG(O-16:0_18:2_23:0)+NH4,932.90055,635.63365,561.52405
plasmanyl-TG(O-16:0_18:2_24:0)+NH4,946.91615,649.64925,561.52405
plasmanyl-TG(O-16:0_18:2_24:1)+NH4,944.90055,647.63365,561.52405
plasmanyl-TG(O-16:0_18:2_25:0)+NH4,960.93185,663.66495,561.52405
plasmanyl-TG(O-16:0_18:2_26:0)+NH4,974.94745,677.68055,561.52405
plasmanyl-TG(O-16:0_18:3_18:3)+NH4,854.75975,559.50845,559.50845
plasmanyl-TG(O-16:0_18:3_18:4)+NH4,852.74405,557.49275,559.50845
plasmanyl-TG(O-16:0_18:3_19:0)+NH4,874.82235,579.57105,559.50845
plasmanyl-TG(O-16:0_18:3_20:0)+NH4,888.83795,593.58665,559.50845
plasmanyl-TG(O-16:0_18:3_20:1)+NH4,886.82235,591.57105,559.50845
plasmanyl-TG(O-16:0_18:3_20:2)+NH4,884.80665,589.55535,559.50845
plasmanyl-TG(O-16:0_18:3_20:3)+NH4,882.79105,587.53975,559.50845
plasmanyl-TG(O-16:0_18:3_20:4)+NH4,880.77535,585.52405,559.50845
plasmanyl-TG(O-16:0_18:3_20:5)+NH4,878.75975,583.50845,559.50845
plasmanyl-TG(O-16:0_18:3_21:0)+NH4,902.85365,607.60235,559.50845
plasmanyl-TG(O-16:0_18:3_22:0)+NH4,916.86925,621.61795,559.50845
plasmanyl-TG(O-16:0_18:3_22:1)+NH4,914.85365,619.60235,559.50845
plasmanyl-TG(O-16:0_18:3_22:2)+NH4,912.83795,617.58665,559.50845
plasmanyl-TG(O-16:0_18:3_22:3)+NH4,910.82235,615.57105,559.50845
plasmanyl-TG(O-16:0_18:3_22:4)+NH4,908.80665,613.55535,559.50845
plasmanyl-TG(O-16:0_18:3_22:5)+NH4,906.79105,611.53975,559.50845
plasmanyl-TG(O-16:0_18:3_22:6)+NH4,904.77535,609.52405,559.50845
plasmanyl-TG(O-16:0_18:3_23:0)+NH4,930.88495,635.63365,559.50845
plasmanyl-TG(O-16:0_18:3_24:0)+NH4,944.90055,649.64925,559.50845
plasmanyl-TG(O-16:0_18:3_24:1)+NH4,942.88495,647.63365,559.50845
plasmanyl-TG(O-16:0_18:3_25:0)+NH4,958.91625,663.66495,559.50845
plasmanyl-TG(O-16:0_18:3_26:0)+NH4,972.93185,677.68055,559.50845
plasmanyl-TG(O-16:0_18:4_18:4)+NH4,850.72835,557.49275,557.49275
plasmanyl-TG(O-16:0_18:4_19:0)+NH4,872.80665,579.57105,557.49275
plasmanyl-TG(O-16:0_18:4_20:0)+NH4,886.82225,593.58665,557.49275
plasmanyl-TG(O-16:0_18:4_20:1)+NH4,884.80665,591.57105,557.49275
plasmanyl-TG(O-16:0_18:4_20:2)+NH4,882.79095,589.55535,557.49275
plasmanyl-TG(O-16:0_18:4_20:3)+NH4,880.77535,587.53975,557.49275
plasmanyl-TG(O-16:0_18:4_20:4)+NH4,878.75965,585.52405,557.49275
plasmanyl-TG(O-16:0_18:4_20:5)+NH4,876.74405,583.50845,557.49275
plasmanyl-TG(O-16:0_18:4_21:0)+NH4,900.83795,607.60235,557.49275
plasmanyl-TG(O-16:0_18:4_22:0)+NH4,914.85355,621.61795,557.49275
plasmanyl-TG(O-16:0_18:4_22:1)+NH4,912.83795,619.60235,557.49275
plasmanyl-TG(O-16:0_18:4_22:2)+NH4,910.82225,617.58665,557.49275
plasmanyl-TG(O-16:0_18:4_22:3)+NH4,908.80665,615.57105,557.49275
plasmanyl-TG(O-16:0_18:4_22:4)+NH4,906.79095,613.55535,557.49275
plasmanyl-TG(O-16:0_18:4_22:5)+NH4,904.77535,611.53975,557.49275
plasmanyl-TG(O-16:0_18:4_22:6)+NH4,902.75965,609.52405,557.49275
plasmanyl-TG(O-16:0_18:4_23:0)+NH4,928.86925,635.63365,557.49275
plasmanyl-TG(O-16:0_18:4_24:0)+NH4,942.88485,649.64925,557.49275
plasmanyl-TG(O-16:0_18:4_24:1)+NH4,940.86925,647.63365,557.49275
plasmanyl-TG(O-16:0_18:4_25:0)+NH4,956.90055,663.66495,557.49275
plasmanyl-TG(O-16:0_18:4_26:0)+NH4,970.91615,677.68055,557.49275
plasmanyl-TG(O-16:0_19:0_19:0)+NH4,894.88495,579.57105,579.57105
plasmanyl-TG(O-16:0_19:0_20:0)+NH4,908.90055,593.58665,579.57105
plasmanyl-TG(O-16:0_19:0_20:1)+NH4,906.88495,591.57105,579.57105
plasmanyl-TG(O-16:0_19:0_20:2)+NH4,904.86925,589.55535,579.57105
plasmanyl-TG(O-16:0_19:0_20:3)+NH4,902.85365,587.53975,579.57105
plasmanyl-TG(O-16:0_19:0_20:4)+NH4,900.83795,585.52405,579.57105
plasmanyl-TG(O-16:0_19:0_20:5)+NH4,898.82235,583.50845,579.57105
plasmanyl-TG(O-16:0_19:0_21:0)+NH4,922.91625,607.60235,579.57105
plasmanyl-TG(O-16:0_19:0_22:0)+NH4,936.93185,621.61795,579.57105
plasmanyl-TG(O-16:0_19:0_22:1)+NH4,934.91625,619.60235,579.57105
plasmanyl-TG(O-16:0_19:0_22:2)+NH4,932.90055,617.58665,579.57105
plasmanyl-TG(O-16:0_19:0_22:3)+NH4,930.88495,615.57105,579.57105
plasmanyl-TG(O-16:0_19:0_22:4)+NH4,928.86925,613.55535,579.57105
plasmanyl-TG(O-16:0_19:0_22:5)+NH4,926.85365,611.53975,579.57105
plasmanyl-TG(O-16:0_19:0_22:6)+NH4,924.83795,609.52405,579.57105
plasmanyl-TG(O-16:0_19:0_23:0)+NH4,950.94755,635.63365,579.57105
plasmanyl-TG(O-16:0_19:0_24:0)+NH4,964.96315,649.64925,579.57105
plasmanyl-TG(O-16:0_19:0_24:1)+NH4,962.94755,647.63365,579.57105
plasmanyl-TG(O-16:0_19:0_25:0)+NH4,978.97885,663.66495,579.57105
plasmanyl-TG(O-16:0_19:0_26:0)+NH4,992.99445,677.68055,579.57105
plasmanyl-TG(O-16:0_20:0_20:0)+NH4,922.91615,593.58665,593.58665
plasmanyl-TG(O-16:0_20:0_20:1)+NH4,920.90055,591.57105,593.58665
plasmanyl-TG(O-16:0_20:0_20:2)+NH4,918.88485,589.55535,593.58665
plasmanyl-TG(O-16:0_20:0_20:3)+NH4,916.86925,587.53975,593.58665
plasmanyl-TG(O-16:0_20:0_20:4)+NH4,914.85355,585.52405,593.58665
plasmanyl-TG(O-16:0_20:0_20:5)+NH4,912.83795,583.50845,593.58665
plasmanyl-TG(O-16:0_20:0_21:0)+NH4,936.93185,607.60235,593.58665
plasmanyl-TG(O-16:0_20:0_22:0)+NH4,950.94745,621.61795,593.58665
plasmanyl-TG(O-16:0_20:0_22:1)+NH4,948.93185,619.60235,593.58665
plasmanyl-TG(O-16:0_20:0_22:2)+NH4,946.91615,617.58665,593.58665
plasmanyl-TG(O-16:0_20:0_22:3)+NH4,944.90055,615.57105,593.58665
plasmanyl-TG(O-16:0_20:0_22:4)+NH4,942.88485,613.55535,593.58665
plasmanyl-TG(O-16:0_20:0_22:5)+NH4,940.86925,611.53975,593.58665
plasmanyl-TG(O-16:0_20:0_22:6)+NH4,938.85355,609.52405,593.58665
plasmanyl-TG(O-16:0_20:0_23:0)+NH4,964.96315,635.63365,593.58665
plasmanyl-TG(O-16:0_20:0_24:0)+NH4,978.97875,649.64925,593.58665
plasmanyl-TG(O-16:0_20:0_24:1)+NH4,976.96315,647.63365,593.58665
plasmanyl-TG(O-16:0_20:0_25:0)+NH4,992.99445,663.66495,593.58665
plasmanyl-TG(O-16:0_20:0_26:0)+NH4,1007.01005,677.68055,593.58665
plasmanyl-TG(O-16:0_20:1_20:1)+NH4,918.88495,591.57105,591.57105
plasmanyl-TG(O-16:0_20:1_20:2)+NH4,916.86925,589.55535,591.57105
plasmanyl-TG(O-16:0_20:1_20:3)+NH4,914.85365,587.53975,591.57105
plasmanyl-TG(O-16:0_20:1_20:4)+NH4,912.83795,585.52405,591.57105
plasmanyl-TG(O-16:0_20:1_20:5)+NH4,910.82235,583.50845,591.57105
plasmanyl-TG(O-16:0_20:1_21:0)+NH4,934.91625,607.60235,591.57105
plasmanyl-TG(O-16:0_20:1_22:0)+NH4,948.93185,621.61795,591.57105
plasmanyl-TG(O-16:0_20:1_22:1)+NH4,946.91625,619.60235,591.57105
plasmanyl-TG(O-16:0_20:1_22:2)+NH4,944.90055,617.58665,591.57105
plasmanyl-TG(O-16:0_20:1_22:3)+NH4,942.88495,615.57105,591.57105
plasmanyl-TG(O-16:0_20:1_22:4)+NH4,940.86925,613.55535,591.57105
plasmanyl-TG(O-16:0_20:1_22:5)+NH4,938.85365,611.53975,591.57105
plasmanyl-TG(O-16:0_20:1_22:6)+NH4,936.83795,609.52405,591.57105
plasmanyl-TG(O-16:0_20:1_23:0)+NH4,962.94755,635.63365,591.57105
plasmanyl-TG(O-16:0_20:1_24:0)+NH4,976.96315,649.64925,591.57105
plasmanyl-TG(O-16:0_20:1_24:1)+NH4,974.94755,647.63365,591.57105
plasmanyl-TG(O-16:0_20:1_25:0)+NH4,990.97885,663.66495,591.57105
plasmanyl-TG(O-16:0_20:1_26:0)+NH4,1004.99445,677.68055,591.57105
plasmanyl-TG(O-16:0_20:2_20:2)+NH4,914.85355,589.55535,589.55535
plasmanyl-TG(O-16:0_20:2_20:3)+NH4,912.83795,587.53975,589.55535
plasmanyl-TG(O-16:0_20:2_20:4)+NH4,910.82225,585.52405,589.55535
plasmanyl-TG(O-16:0_20:2_20:5)+NH4,908.80665,583.50845,589.55535
plasmanyl-TG(O-16:0_20:2_21:0)+NH4,932.90055,607.60235,589.55535
plasmanyl-TG(O-16:0_20:2_22:0)+NH4,946.91615,621.61795,589.55535
plasmanyl-TG(O-16:0_20:2_22:1)+NH4,944.90055,619.60235,589.55535
plasmanyl-TG(O-16:0_20:2_22:2)+NH4,942.88485,617.58665,589.55535
plasmanyl-TG(O-16:0_20:2_22:3)+NH4,940.86925,615.57105,589.55535
plasmanyl-TG(O-16:0_20:2_22:4)+NH4,938.85355,613.55535,589.55535
plasmanyl-TG(O-16:0_20:2_22:5)+NH4,936.83795,611.53975,589.55535
plasmanyl-TG(O-16:0_20:2_22:6)+NH4,934.82225,609.52405,589.55535
plasmanyl-TG(O-16:0_20:2_23:0)+NH4,960.93185,635.63365,589.55535
plasmanyl-TG(O-16:0_20:2_24:0)+NH4,974.94745,649.64925,589.55535
plasmanyl-TG(O-16:0_20:2_24:1)+NH4,972.93185,647.63365,589.55535
plasmanyl-TG(O-16:0_20:2_25:0)+NH4,988.96315,663.66495,589.55535
plasmanyl-TG(O-16:0_20:2_26:0)+NH4,1002.97875,677.68055,589.55535
plasmanyl-TG(O-16:0_20:3_20:3)+NH4,910.82235,587.53975,587.53975
plasmanyl-TG(O-16:0_20:3_20:4)+NH4,908.80665,585.52405,587.53975
plasmanyl-TG(O-16:0_20:3_20:5)+NH4,906.79105,583.50845,587.53975
plasmanyl-TG(O-16:0_20:3_21:0)+NH4,930.88495,607.60235,587.53975
plasmanyl-TG(O-16:0_20:3_22:0)+NH4,944.90055,621.61795,587.53975
plasmanyl-TG(O-16:0_20:3_22:1)+NH4,942.88495,619.60235,587.53975
plasmanyl-TG(O-16:0_20:3_22:2)+NH4,940.86925,617.58665,587.53975
plasmanyl-TG(O-16:0_20:3_22:3)+NH4,938.85365,615.57105,587.53975
plasmanyl-TG(O-16:0_20:3_22:4)+NH4,936.83795,613.55535,587.53975
plasmanyl-TG(O-16:0_20:3_22:5)+NH4,934.82235,611.53975,587.53975
plasmanyl-TG(O-16:0_20:3_22:6)+NH4,932.80665,609.52405,587.53975
plasmanyl-TG(O-16:0_20:3_23:0)+NH4,958.91625,635.63365,587.53975
plasmanyl-TG(O-16:0_20:3_24:0)+NH4,972.93185,649.64925,587.53975
plasmanyl-TG(O-16:0_20:3_24:1)+NH4,970.91625,647.63365,587.53975
plasmanyl-TG(O-16:0_20:3_25:0)+NH4,986.94755,663.66495,587.53975
plasmanyl-TG(O-16:0_20:3_26:0)+NH4,1000.96315,677.68055,587.53975
plasmanyl-TG(O-16:0_20:4_20:4)+NH4,906.79095,585.52405,585.52405
plasmanyl-TG(O-16:0_20:4_20:5)+NH4,904.77535,583.50845,585.52405
plasmanyl-TG(O-16:0_20:4_21:0)+NH4,928.86925,607.60235,585.52405
plasmanyl-TG(O-16:0_20:4_22:0)+NH4,942.88485,621.61795,585.52405
plasmanyl-TG(O-16:0_20:4_22:1)+NH4,940.86925,619.60235,585.52405
plasmanyl-TG(O-16:0_20:4_22:2)+NH4,938.85355,617.58665,585.52405
plasmanyl-TG(O-16:0_20:4_22:3)+NH4,936.83795,615.57105,585.52405
plasmanyl-TG(O-16:0_20:4_22:4)+NH4,934.82225,613.55535,585.52405
plasmanyl-TG(O-16:0_20:4_22:5)+NH4,932.80665,611.53975,585.52405
plasmanyl-TG(O-16:0_20:4_22:6)+NH4,930.79095,609.52405,585.52405
plasmanyl-TG(O-16:0_20:4_23:0)+NH4,956.90055,635.63365,585.52405
