PMeOH,[M+NH4]+,[M-CH5O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-112+H]+,[M-SN2-112+H]+,SN2-H2O,SN1-H2O,[C4H9O5P+H]+
PMeOH(21:0_22:3)+NH4,828.64762,699.6285,485.3028,477.3341,391.3208,383.3521,317.2837,309.315,169.026
PMeOH(21:0_22:4)+NH4,826.63202,697.6129,483.2872,477.3341,389.3052,383.3521,315.2681,309.315,169.026
PMeOH(21:0_22:5)+NH4,824.61652,695.5974,481.2716,477.3341,387.2896,383.3522,313.2524,309.315,169.026
PMeOH(21:0_22:6)+NH4,822.60072,693.5816,479.2559,477.3341,385.2739,383.3521,311.2368,309.315,169.026
PMeOH(21:0_23:0)+NH4,848.71032,719.6912,505.3655,477.3342,411.3835,383.3522,337.3463,309.315,169.026
PMeOH(21:0_24:0)+NH4,862.72592,733.7068,519.3811,477.3342,425.3991,383.3522,351.3619,309.315,169.026
PMeOH(21:0_24:1)+NH4,860.71032,731.6912,517.3655,477.3342,423.3835,383.3522,349.3463,309.315,169.026
PMeOH(21:0_24:2)+NH4,858.69462,729.6755,515.3498,477.3341,421.3678,383.3522,347.3306,309.315,169.026
PMeOH(21:0_24:4)+NH4,854.66332,725.6442,511.3185,477.3341,417.3365,383.3521,343.2993,309.315,169.026
PMeOH(21:0_25:0)+NH4,876.74162,747.7225,533.3968,477.3342,439.4148,383.3523,365.3776,309.315,169.026
PMeOH(21:0_26:0)+NH4,890.75732,761.7382,547.4124,477.3342,453.4304,383.3522,379.3932,309.315,169.026
PMeOH(21:0_26:1)+NH4,888.74162,759.7225,545.3968,477.3342,451.4148,383.3523,377.3776,309.315,169.026
PMeOH(21:0_26:2)+NH4,886.72592,757.7068,543.3811,477.3342,449.3991,383.3522,375.3619,309.315,169.026
PMeOH(21:0_26:4)+NH4,882.69462,753.6755,539.3498,477.3341,445.3678,383.3522,371.3306,309.315,169.026
PMeOH(21:0_27:0)+NH4,904.77292,775.7538,561.4281,477.3343,467.4461,383.3523,393.4088,309.315,169.026
PMeOH(21:1_21:1)+NH4,816.64762,687.6285,475.3184,475.3184,381.3365,381.3365,307.2993,307.2993,169.026
PMeOH(21:1_21:2)+NH4,814.63202,685.6129,473.3028,475.3185,379.3209,381.3365,305.2837,307.2993,169.026
PMeOH(22:0_21:1)+NH4,832.67902,703.6599,475.3185,491.3497,381.3365,397.3677,307.2993,323.3306,169.026
PMeOH(21:1_22:1)+NH4,830.66332,701.6442,489.3341,475.3185,395.3521,381.3365,321.315,307.2993,169.026
PMeOH(21:1_22:2)+NH4,828.64762,699.6285,487.3184,475.3184,393.3365,381.3365,319.2993,307.2993,169.026
PMeOH(21:1_22:3)+NH4,826.63202,697.6129,485.3028,475.3185,391.3209,381.3365,317.2837,307.2993,169.026
PMeOH(21:1_22:4)+NH4,824.61652,695.5974,483.2872,475.3185,389.3052,381.3365,315.2681,307.2993,169.026
PMeOH(21:1_22:5)+NH4,822.60072,693.5816,481.2715,475.3185,387.2896,381.3365,313.2524,307.2993,169.026
PMeOH(21:1_22:6)+NH4,820.58512,691.566,479.2559,475.3185,385.274,381.3365,311.2368,307.2993,169.026
PMeOH(23:0_21:1)+NH4,846.69462,717.6755,475.3185,505.3654,381.3365,411.3835,307.2993,337.3463,169.026
PMeOH(24:0_21:1)+NH4,860.71032,731.6912,475.3186,519.3811,381.3366,425.3991,307.2993,351.3619,169.026
PMeOH(21:1_24:1)+NH4,858.69462,729.6755,517.3654,475.3185,423.3835,381.3365,349.3463,307.2993,169.026
PMeOH(21:1_24:2)+NH4,856.67902,727.6599,515.3497,475.3185,421.3677,381.3365,347.3306,307.2993,169.026
PMeOH(21:1_24:4)+NH4,852.64762,723.6285,511.3184,475.3184,417.3365,381.3365,343.2993,307.2993,169.026
PMeOH(25:0_21:1)+NH4,874.72592,745.7068,475.3185,533.3967,381.3365,439.4148,307.2993,365.3776,169.026
PMeOH(26:0_21:1)+NH4,888.74162,759.7225,475.3186,547.4124,381.3366,453.4305,307.2993,379.3932,169.026
PMeOH(21:1_26:1)+NH4,886.72592,757.7068,545.3967,475.3185,451.4148,381.3365,377.3776,307.2993,169.026
PMeOH(21:1_26:2)+NH4,884.71032,755.6912,543.3811,475.3186,449.3991,381.3366,375.3619,307.2993,169.026
PMeOH(21:1_26:4)+NH4,880.67902,751.6599,539.3497,475.3185,445.3677,381.3365,371.3306,307.2993,169.026
PMeOH(27:0_21:1)+NH4,902.75732,773.7382,475.3185,561.428,381.3366,467.446,307.2993,393.4088,169.026
PMeOH(21:2_21:2)+NH4,812.61652,683.5974,473.3029,473.3029,379.3209,379.3209,305.2837,305.2837,169.026
PMeOH(22:0_21:2)+NH4,830.66332,701.6442,473.3029,491.3498,379.3209,397.3678,305.2837,323.3306,169.026
PMeOH(22:1_21:2)+NH4,828.64762,699.6285,473.3028,489.3341,379.3208,395.3521,305.2837,321.315,169.026
PMeOH(21:2_22:2)+NH4,826.63202,697.6129,487.3185,473.3028,393.3365,379.3209,319.2993,305.2837,169.026
PMeOH(21:2_22:3)+NH4,824.61652,695.5974,485.3029,473.3029,391.3209,379.3209,317.2837,305.2837,169.026
PMeOH(21:2_22:4)+NH4,822.60072,693.5816,483.2872,473.3028,389.3052,379.3208,315.2681,305.2837,169.026
PMeOH(21:2_22:5)+NH4,820.58512,691.566,481.2716,473.3029,387.2896,379.3209,313.2524,305.2837,169.026
PMeOH(21:2_22:6)+NH4,818.56952,689.5504,479.2559,473.3028,385.2739,379.3208,311.2368,305.2837,169.026
PMeOH(23:0_21:2)+NH4,844.67902,715.6599,473.3028,505.3654,379.3208,411.3834,305.2837,337.3463,169.026
PMeOH(24:0_21:2)+NH4,858.69462,729.6755,473.3029,519.381,379.3209,425.3991,305.2837,351.3619,169.026
PMeOH(24:1_21:2)+NH4,856.67902,727.6599,473.3028,517.3654,379.3208,423.3834,305.2837,349.3463,169.026
PMeOH(21:2_24:2)+NH4,854.66332,725.6442,515.3498,473.3029,421.3678,379.3209,347.3306,305.2837,169.026
PMeOH(21:2_24:4)+NH4,850.63202,721.6129,511.3185,473.3028,417.3365,379.3209,343.2993,305.2837,169.026
PMeOH(25:0_21:2)+NH4,872.71032,743.6912,473.3029,533.3968,379.321,439.4148,305.2837,365.3776,169.026
PMeOH(26:0_21:2)+NH4,886.72592,757.7068,473.3029,547.4124,379.3209,453.4304,305.2837,379.3932,169.026
PMeOH(26:1_21:2)+NH4,884.71032,755.6912,473.3029,545.3968,379.321,451.4148,305.2837,377.3776,169.026
PMeOH(21:2_26:2)+NH4,882.69462,753.6755,543.381,473.3029,449.3991,379.3209,375.3619,305.2837,169.026
PMeOH(21:2_26:4)+NH4,878.66332,749.6442,539.3498,473.3029,445.3678,379.3209,371.3306,305.2837,169.026
PMeOH(27:0_21:2)+NH4,900.74162,771.7225,473.3029,561.428,379.321,467.4461,305.2837,393.4088,169.026
PMeOH(22:0_22:0)+NH4,848.71032,719.6912,491.3499,491.3499,397.3679,397.3679,323.3306,323.3306,169.026
PMeOH(22:0_22:1)+NH4,846.69462,717.6755,489.3341,491.3498,395.3522,397.3678,321.315,323.3306,169.026
PMeOH(22:0_22:2)+NH4,844.67902,715.6599,487.3185,491.3497,393.3365,397.3677,319.2993,323.3306,169.026
PMeOH(22:0_22:3)+NH4,842.66332,713.6442,485.3029,491.3498,391.3209,397.3678,317.2837,323.3306,169.026
PMeOH(22:0_22:4)+NH4,840.64762,711.6285,483.2871,491.3497,389.3052,397.3677,315.2681,323.3306,169.026
PMeOH(22:0_22:5)+NH4,838.63202,709.6129,481.2715,491.3498,387.2896,397.3678,313.2524,323.3306,169.026
PMeOH(22:0_22:6)+NH4,836.61652,707.5974,479.256,491.3498,385.274,397.3678,311.2368,323.3306,169.026
PMeOH(22:0_23:0)+NH4,862.72592,733.7068,505.3654,491.3498,411.3835,397.3678,337.3463,323.3306,169.026
PMeOH(22:0_24:0)+NH4,876.74162,747.7225,519.3812,491.3499,425.3992,397.3679,351.3619,323.3306,169.026
PMeOH(22:0_24:1)+NH4,874.72592,745.7068,517.3655,491.3498,423.3835,397.3678,349.3463,323.3306,169.026
PMeOH(22:0_24:2)+NH4,872.71032,743.6912,515.3499,491.3499,421.3679,397.3679,347.3306,323.3306,169.026
PMeOH(22:0_24:4)+NH4,868.67902,739.6599,511.3185,491.3497,417.3365,397.3677,343.2993,323.3306,169.026
PMeOH(22:0_25:0)+NH4,890.75732,761.7382,533.3967,491.3498,439.4148,397.3679,365.3776,323.3306,169.026
PMeOH(22:0_26:0)+NH4,904.77292,775.7538,547.4125,491.3499,453.4305,397.3679,379.3932,323.3306,169.026
PMeOH(22:0_26:1)+NH4,902.75732,773.7382,545.3967,491.3498,451.4148,397.3679,377.3776,323.3306,169.026
PMeOH(22:0_26:2)+NH4,900.74162,771.7225,543.3812,491.3499,449.3992,397.3679,375.3619,323.3306,169.026
PMeOH(22:0_26:4)+NH4,896.71032,767.6912,539.3499,491.3499,445.3679,397.3679,371.3306,323.3306,169.026
PMeOH(22:0_27:0)+NH4,918.78852,789.7694,561.428,491.3499,467.4461,397.3679,393.4088,323.3306,169.026
PMeOH(22:1_22:1)+NH4,844.67902,715.6599,489.3341,489.3341,395.3521,395.3521,321.315,321.315,169.026
PMeOH(22:1_22:2)+NH4,842.66332,713.6442,487.3185,489.3341,393.3365,395.3521,319.2993,321.315,169.026
PMeOH(22:1_22:3)+NH4,840.64762,711.6285,485.3028,489.3341,391.3208,395.3521,317.2837,321.315,169.026
PMeOH(22:1_22:4)+NH4,838.63202,709.6129,483.2872,489.3341,389.3052,395.3521,315.2681,321.315,169.026
PMeOH(22:1_22:5)+NH4,836.61652,707.5974,481.2716,489.3341,387.2896,395.3522,313.2524,321.315,169.026
PMeOH(22:1_22:6)+NH4,834.60072,705.5816,479.2559,489.3341,385.2739,395.3521,311.2368,321.315,169.026
PMeOH(23:0_22:1)+NH4,860.71032,731.6912,489.3342,505.3655,395.3522,411.3835,321.315,337.3463,169.026
PMeOH(24:0_22:1)+NH4,874.72592,745.7068,489.3342,519.3811,395.3522,425.3991,321.315,351.3619,169.026
PMeOH(22:1_24:1)+NH4,872.71032,743.6912,517.3655,489.3342,423.3835,395.3522,349.3463,321.315,169.026
PMeOH(22:1_24:2)+NH4,870.69462,741.6755,515.3498,489.3341,421.3678,395.3522,347.3306,321.315,169.026
PMeOH(22:1_24:4)+NH4,866.66332,737.6442,511.3185,489.3341,417.3365,395.3521,343.2993,321.315,169.026
PMeOH(25:0_22:1)+NH4,888.74162,759.7225,489.3342,533.3968,395.3523,439.4148,321.315,365.3776,169.026
PMeOH(26:0_22:1)+NH4,902.75732,773.7382,489.3342,547.4124,395.3522,453.4304,321.315,379.3932,169.026
PMeOH(22:1_26:1)+NH4,900.74162,771.7225,545.3968,489.3342,451.4148,395.3523,377.3776,321.315,169.026
PMeOH(22:1_26:2)+NH4,898.72592,769.7068,543.3811,489.3342,449.3991,395.3522,375.3619,321.315,169.026
PMeOH(22:1_26:4)+NH4,894.69462,765.6755,539.3498,489.3341,445.3678,395.3522,371.3306,321.315,169.026
PMeOH(27:0_22:1)+NH4,916.77292,787.7538,489.3343,561.4281,395.3523,467.4461,321.315,393.4088,169.026
PMeOH(22:2_22:2)+NH4,840.64762,711.6285,487.3184,487.3184,393.3365,393.3365,319.2993,319.2993,169.026
PMeOH(22:2_22:3)+NH4,838.63202,709.6129,485.3028,487.3185,391.3209,393.3365,317.2837,319.2993,169.026
PMeOH(22:2_22:4)+NH4,836.61652,707.5974,483.2872,487.3185,389.3052,393.3365,315.2681,319.2993,169.026
PMeOH(22:2_22:5)+NH4,834.60072,705.5816,481.2715,487.3185,387.2896,393.3365,313.2524,319.2993,169.026
PMeOH(22:2_22:6)+NH4,832.58512,703.566,479.2559,487.3185,385.274,393.3365,311.2368,319.2993,169.026
PMeOH(23:0_22:2)+NH4,858.69462,729.6755,487.3185,505.3654,393.3365,411.3835,319.2993,337.3463,169.026
PMeOH(24:0_22:2)+NH4,872.71032,743.6912,487.3186,519.3811,393.3366,425.3991,319.2993,351.3619,169.026
PMeOH(24:1_22:2)+NH4,870.69462,741.6755,487.3185,517.3654,393.3365,423.3835,319.2993,349.3463,169.026
PMeOH(22:2_24:2)+NH4,868.67902,739.6599,515.3497,487.3185,421.3677,393.3365,347.3306,319.2993,169.026
PMeOH(22:2_24:4)+NH4,864.64762,735.6285,511.3184,487.3184,417.3365,393.3365,343.2993,319.2993,169.026
PMeOH(25:0_22:2)+NH4,886.72592,757.7068,487.3185,533.3967,393.3365,439.4148,319.2993,365.3776,169.026
PMeOH(26:0_22:2)+NH4,900.74162,771.7225,487.3186,547.4124,393.3366,453.4305,319.2993,379.3932,169.026
PMeOH(26:1_22:2)+NH4,898.72592,769.7068,487.3185,545.3967,393.3365,451.4148,319.2993,377.3776,169.026
PMeOH(22:2_26:2)+NH4,896.71032,767.6912,543.3811,487.3186,449.3991,393.3366,375.3619,319.2993,169.026
PMeOH(22:2_26:4)+NH4,892.67902,763.6599,539.3497,487.3185,445.3677,393.3365,371.3306,319.2993,169.026
PMeOH(27:0_22:2)+NH4,914.75732,785.7382,487.3185,561.428,393.3366,467.446,319.2993,393.4088,169.026
PMeOH(22:3_22:3)+NH4,836.61652,707.5974,485.3029,485.3029,391.3209,391.3209,317.2837,317.2837,169.026
PMeOH(22:3_22:4)+NH4,834.60072,705.5816,483.2872,485.3028,389.3052,391.3208,315.2681,317.2837,169.026
PMeOH(22:3_22:5)+NH4,832.58512,703.566,481.2716,485.3029,387.2896,391.3209,313.2524,317.2837,169.026
PMeOH(22:3_22:6)+NH4,830.56952,701.5504,479.2559,485.3028,385.2739,391.3208,311.2368,317.2837,169.026
PMeOH(23:0_22:3)+NH4,856.67902,727.6599,485.3028,505.3654,391.3208,411.3834,317.2837,337.3463,169.026
PMeOH(24:0_22:3)+NH4,870.69462,741.6755,485.3029,519.381,391.3209,425.3991,317.2837,351.3619,169.026
PMeOH(24:1_22:3)+NH4,868.67902,739.6599,485.3028,517.3654,391.3208,423.3834,317.2837,349.3463,169.026
PMeOH(24:2_22:3)+NH4,866.66332,737.6442,485.3029,515.3498,391.3209,421.3678,317.2837,347.3306,169.026
PMeOH(22:3_24:4)+NH4,862.63202,733.6129,511.3185,485.3028,417.3365,391.3209,343.2993,317.2837,169.026
PMeOH(25:0_22:3)+NH4,884.71032,755.6912,485.3029,533.3968,391.321,439.4148,317.2837,365.3776,169.026
PMeOH(26:0_22:3)+NH4,898.72592,769.7068,485.3029,547.4124,391.3209,453.4304,317.2837,379.3932,169.026
PMeOH(26:1_22:3)+NH4,896.71032,767.6912,485.3029,545.3968,391.321,451.4148,317.2837,377.3776,169.026
PMeOH(26:2_22:3)+NH4,894.69462,765.6755,485.3029,543.381,391.3209,449.3991,317.2837,375.3619,169.026
PMeOH(22:3_26:4)+NH4,890.66332,761.6442,539.3498,485.3029,445.3678,391.3209,371.3306,317.2837,169.026
PMeOH(27:0_22:3)+NH4,912.74162,783.7225,485.3029,561.428,391.321,467.4461,317.2837,393.4088,169.026
PMeOH(22:4_22:4)+NH4,832.58512,703.566,483.2872,483.2872,389.3052,389.3052,315.2681,315.2681,169.026
PMeOH(22:4_22:5)+NH4,830.56952,701.5504,481.2715,483.2871,387.2895,389.3052,313.2524,315.2681,169.026
PMeOH(22:4_22:6)+NH4,828.55382,699.5347,479.2559,483.2872,385.2739,389.3052,311.2368,315.2681,169.026
PMeOH(23:0_22:4)+NH4,854.66332,725.6442,483.2872,505.3654,389.3052,411.3834,315.2681,337.3463,169.026
PMeOH(24:0_22:4)+NH4,868.67902,739.6599,483.2872,519.381,389.3052,425.399,315.2681,351.3619,169.026
PMeOH(24:1_22:4)+NH4,866.66332,737.6442,483.2872,517.3654,389.3052,423.3834,315.2681,349.3463,169.026
PMeOH(24:2_22:4)+NH4,864.64762,735.6285,483.2871,515.3497,389.3052,421.3677,315.2681,347.3306,169.026
PMeOH(22:4_24:4)+NH4,860.61652,731.5974,511.3185,483.2872,417.3365,389.3052,343.2993,315.2681,169.026
PMeOH(25:0_22:4)+NH4,882.69462,753.6755,483.2872,533.3967,389.3052,439.4147,315.2681,365.3776,169.026
PMeOH(26:0_22:4)+NH4,896.71032,767.6912,483.2873,547.4124,389.3053,453.4304,315.2681,379.3932,169.026
PMeOH(26:1_22:4)+NH4,894.69462,765.6755,483.2872,545.3967,389.3052,451.4147,315.2681,377.3776,169.026
PMeOH(26:2_22:4)+NH4,892.67902,763.6599,483.2872,543.381,389.3052,449.399,315.2681,375.3619,169.026
PMeOH(22:4_26:4)+NH4,888.64762,759.6285,539.3497,483.2871,445.3677,389.3052,371.3306,315.2681,169.026
PMeOH(27:0_22:4)+NH4,910.72592,781.7068,483.2873,561.428,389.3053,467.446,315.2681,393.4088,169.026
PMeOH(22:5_22:5)+NH4,828.55382,699.5347,481.2715,481.2715,387.2896,387.2896,313.2524,313.2524,169.026
PMeOH(22:5_22:6)+NH4,826.53812,697.519,479.2559,481.2715,385.2739,387.2895,311.2368,313.2524,169.026
PMeOH(23:0_22:5)+NH4,852.64762,723.6285,481.2715,505.3654,387.2895,411.3834,313.2524,337.3463,169.026
PMeOH(24:0_22:5)+NH4,866.66332,737.6442,481.2716,519.381,387.2896,425.3991,313.2524,351.3619,169.026
PMeOH(24:1_22:5)+NH4,864.64762,735.6285,481.2715,517.3654,387.2895,423.3834,313.2524,349.3463,169.026
PMeOH(24:2_22:5)+NH4,862.63202,733.6129,481.2715,515.3497,387.2896,421.3678,313.2524,347.3306,169.026
PMeOH(24:4_22:5)+NH4,858.60072,729.5816,481.2715,511.3185,387.2896,417.3365,313.2524,343.2993,169.026
PMeOH(25:0_22:5)+NH4,880.67902,751.6599,481.2715,533.3967,387.2896,439.4147,313.2524,365.3776,169.026
PMeOH(26:0_22:5)+NH4,894.69462,765.6755,481.2716,547.4124,387.2896,453.4304,313.2524,379.3932,169.026
PMeOH(26:1_22:5)+NH4,892.67902,763.6599,481.2715,545.3967,387.2896,451.4147,313.2524,377.3776,169.026
PMeOH(26:2_22:5)+NH4,890.66332,761.6442,481.2716,543.381,387.2896,449.3991,313.2524,375.3619,169.026
PMeOH(26:4_22:5)+NH4,886.63202,757.6129,481.2715,539.3497,387.2896,445.3678,313.2524,371.3306,169.026
PMeOH(27:0_22:5)+NH4,908.71032,779.6912,481.2716,561.428,387.2897,467.4461,313.2524,393.4088,169.026
PMeOH(22:6_22:6)+NH4,824.52252,695.5034,479.2558,479.2558,385.2738,385.2738,311.2368,311.2368,169.026
PMeOH(23:0_22:6)+NH4,850.63202,721.6129,479.2559,505.3654,385.2739,411.3834,311.2368,337.3463,169.026
PMeOH(24:0_22:6)+NH4,864.64762,735.6285,479.2559,519.381,385.2739,425.399,311.2368,351.3619,169.026
PMeOH(24:1_22:6)+NH4,862.63202,733.6129,479.2559,517.3654,385.2739,423.3834,311.2368,349.3463,169.026
PMeOH(24:2_22:6)+NH4,860.61652,731.5974,479.256,515.3498,385.274,421.3678,311.2368,347.3306,169.026
PMeOH(24:4_22:6)+NH4,856.58512,727.566,479.2559,511.3185,385.274,417.3365,311.2368,343.2993,169.026
PMeOH(25:0_22:6)+NH4,878.66332,749.6442,479.2559,533.3967,385.274,439.4147,311.2368,365.3776,169.026
PMeOH(26:0_22:6)+NH4,892.67902,763.6599,479.2559,547.4123,385.2739,453.4303,311.2368,379.3932,169.026
PMeOH(26:1_22:6)+NH4,890.66332,761.6442,479.2559,545.3967,385.274,451.4147,311.2368,377.3776,169.026
PMeOH(26:2_22:6)+NH4,888.64762,759.6285,479.2559,543.381,385.2739,449.399,311.2368,375.3619,169.026
PMeOH(26:4_22:6)+NH4,884.61652,755.5974,479.256,539.3498,385.274,445.3678,311.2368,371.3306,169.026
PMeOH(27:0_22:6)+NH4,906.69462,777.6755,479.256,561.428,385.274,467.446,311.2368,393.4088,169.026
PMeOH(23:0_23:0)+NH4,876.74162,747.7225,505.3655,505.3655,411.3835,411.3835,337.3463,337.3463,169.026
PMeOH(23:0_24:0)+NH4,890.75732,761.7382,519.3811,505.3655,425.3991,411.3835,351.3619,337.3463,169.026
PMeOH(23:0_24:1)+NH4,888.74162,759.7225,517.3655,505.3655,423.3835,411.3835,349.3463,337.3463,169.026
PMeOH(23:0_24:2)+NH4,886.72592,757.7068,515.3498,505.3654,421.3678,411.3835,347.3306,337.3463,169.026
PMeOH(23:0_24:4)+NH4,882.69462,753.6755,511.3185,505.3654,417.3365,411.3835,343.2993,337.3463,169.026
PMeOH(23:0_25:0)+NH4,904.77292,775.7538,533.3968,505.3655,439.4148,411.3835,365.3776,337.3463,169.026
PMeOH(23:0_26:0)+NH4,918.78852,789.7694,547.4124,505.3655,453.4304,411.3835,379.3932,337.3463,169.026
PMeOH(23:0_26:1)+NH4,916.77292,787.7538,545.3968,505.3655,451.4148,411.3835,377.3776,337.3463,169.026
PMeOH(23:0_26:2)+NH4,914.75732,785.7382,543.3811,505.3655,449.3991,411.3835,375.3619,337.3463,169.026
PMeOH(23:0_26:4)+NH4,910.72592,781.7068,539.3498,505.3654,445.3678,411.3835,371.3306,337.3463,169.026
PMeOH(23:0_27:0)+NH4,932.80432,803.7852,561.4281,505.3655,467.4461,411.3836,393.4088,337.3463,169.026
PMeOH(24:0_24:0)+NH4,904.77292,775.7538,519.3812,519.3812,425.3992,425.3992,351.3619,351.3619,169.026
PMeOH(24:0_24:1)+NH4,902.75732,773.7382,517.3655,519.3811,423.3835,425.3991,349.3463,351.3619,169.026
PMeOH(24:0_24:2)+NH4,900.74162,771.7225,515.3499,519.3812,421.3679,425.3992,347.3306,351.3619,169.026
PMeOH(24:0_24:4)+NH4,896.71032,767.6912,511.3186,519.3811,417.3366,425.3991,343.2993,351.3619,169.026
PMeOH(24:0_25:0)+NH4,918.78852,789.7694,533.3968,519.3811,439.4148,425.3991,365.3776,351.3619,169.026
PMeOH(24:0_26:0)+NH4,932.80432,803.7852,547.4125,519.3812,453.4305,425.3992,379.3932,351.3619,169.026
PMeOH(24:0_26:1)+NH4,930.78852,801.7694,545.3968,519.3811,451.4148,425.3991,377.3776,351.3619,169.026
PMeOH(24:0_26:2)+NH4,928.77292,799.7538,543.3812,519.3812,449.3992,425.3992,375.3619,351.3619,169.026
PMeOH(24:0_26:4)+NH4,924.74162,795.7225,539.3499,519.3812,445.3679,425.3992,371.3306,351.3619,169.026
PMeOH(24:0_27:0)+NH4,946.81982,817.8007,561.428,519.3812,467.4461,425.3992,393.4088,351.3619,169.026
PMeOH(24:1_24:1)+NH4,900.74162,771.7225,517.3655,517.3655,423.3835,423.3835,349.3463,349.3463,169.026
PMeOH(24:1_24:2)+NH4,898.72592,769.7068,515.3498,517.3655,421.3678,423.3835,347.3306,349.3463,169.026
PMeOH(24:1_24:4)+NH4,894.69462,765.6755,511.3185,517.3654,417.3365,423.3835,343.2993,349.3463,169.026
PMeOH(25:0_24:1)+NH4,916.77292,787.7538,517.3655,533.3968,423.3835,439.4148,349.3463,365.3776,169.026
PMeOH(26:0_24:1)+NH4,930.78852,801.7694,517.3655,547.4124,423.3835,453.4304,349.3463,379.3932,169.026
PMeOH(24:1_26:1)+NH4,928.77292,799.7538,545.3968,517.3655,451.4148,423.3835,377.3776,349.3463,169.026
PMeOH(24:1_26:2)+NH4,926.75732,797.7382,543.3811,517.3655,449.3991,423.3835,375.3619,349.3463,169.026
PMeOH(24:1_26:4)+NH4,922.72592,793.7068,539.3498,517.3655,445.3678,423.3835,371.3306,349.3463,169.026
PMeOH(27:0_24:1)+NH4,944.80432,815.7852,517.3655,561.4281,423.3836,467.4461,349.3463,393.4088,169.026
PMeOH(24:2_24:2)+NH4,896.71032,767.6912,515.3499,515.3499,421.3679,421.3679,347.3306,347.3306,169.026
PMeOH(24:2_24:4)+NH4,892.67902,763.6599,511.3185,515.3497,417.3365,421.3677,343.2993,347.3306,169.026
PMeOH(25:0_24:2)+NH4,914.75732,785.7382,515.3499,533.3967,421.3679,439.4148,347.3306,365.3776,169.026
PMeOH(26:0_24:2)+NH4,928.77292,799.7538,515.3499,547.4125,421.3679,453.4305,347.3306,379.3932,169.026
PMeOH(26:1_24:2)+NH4,926.75732,797.7382,515.3499,545.3967,421.3679,451.4148,347.3306,377.3776,169.026
PMeOH(24:2_26:2)+NH4,924.74162,795.7225,543.3812,515.3499,449.3992,421.3679,375.3619,347.3306,169.026
PMeOH(24:2_26:4)+NH4,920.71032,791.6912,539.3499,515.3499,445.3679,421.3679,371.3306,347.3306,169.026
PMeOH(27:0_24:2)+NH4,942.78852,813.7694,515.3499,561.428,421.3679,467.4461,347.3306,393.4088,169.026
PMeOH(24:4_24:4)+NH4,888.64762,759.6285,511.3184,511.3184,417.3365,417.3365,343.2993,343.2993,169.026
PMeOH(25:0_24:4)+NH4,910.72592,781.7068,511.3185,533.3967,417.3365,439.4148,343.2993,365.3776,169.026
PMeOH(26:0_24:4)+NH4,924.74162,795.7225,511.3186,547.4124,417.3366,453.4305,343.2993,379.3932,169.026
PMeOH(26:1_24:4)+NH4,922.72592,793.7068,511.3185,545.3967,417.3365,451.4148,343.2993,377.3776,169.026
PMeOH(26:2_24:4)+NH4,920.71032,791.6912,511.3186,543.3811,417.3366,449.3991,343.2993,375.3619,169.026
PMeOH(24:4_26:4)+NH4,916.67902,787.6599,539.3497,511.3185,445.3677,417.3365,371.3306,343.2993,169.026
PMeOH(27:0_24:4)+NH4,938.75732,809.7382,511.3185,561.428,417.3366,467.446,343.2993,393.4088,169.026
PMeOH(25:0_25:0)+NH4,932.80432,803.7852,533.3969,533.3969,439.4149,439.4149,365.3776,365.3776,169.026
PMeOH(25:0_26:0)+NH4,946.81982,817.8007,547.4124,533.3968,453.4305,439.4148,379.3932,365.3776,169.026
PMeOH(25:0_26:1)+NH4,944.80432,815.7852,545.3969,533.3969,451.4149,439.4149,377.3776,365.3776,169.026
PMeOH(25:0_26:2)+NH4,942.78852,813.7694,543.3811,533.3968,449.3991,439.4148,375.3619,365.3776,169.026
PMeOH(25:0_26:4)+NH4,938.75732,809.7382,539.3499,533.3967,445.3679,439.4148,371.3306,365.3776,169.026
PMeOH(25:0_27:0)+NH4,960.83542,831.8163,561.428,533.3967,467.446,439.4148,393.4088,365.3776,169.026
PMeOH(26:0_26:0)+NH4,960.83542,831.8163,547.4124,547.4124,453.4304,453.4304,379.3932,379.3932,169.026
PMeOH(26:0_26:1)+NH4,958.81982,829.8007,545.3968,547.4124,451.4148,453.4305,377.3776,379.3932,169.026
PMeOH(26:0_26:2)+NH4,956.80432,827.7852,543.3812,547.4125,449.3992,453.4305,375.3619,379.3932,169.026
PMeOH(26:0_26:4)+NH4,952.77292,823.7538,539.3499,547.4125,445.3679,453.4305,371.3306,379.3932,169.026
PMeOH(26:0_27:0)+NH4,974.85112,845.832,561.4281,547.4125,467.4461,453.4305,393.4088,379.3932,169.026
PMeOH(26:1_26:1)+NH4,956.80432,827.7852,545.3969,545.3969,451.4149,451.4149,377.3776,377.3776,169.026
PMeOH(26:1_26:2)+NH4,954.78852,825.7694,543.3811,545.3968,449.3991,451.4148,375.3619,377.3776,169.026
PMeOH(26:1_26:4)+NH4,950.75732,821.7382,539.3499,545.3967,445.3679,451.4148,371.3306,377.3776,169.026
PMeOH(27:0_26:1)+NH4,972.83542,843.8163,545.3967,561.428,451.4148,467.446,377.3776,393.4088,169.026
PMeOH(26:2_26:2)+NH4,952.77292,823.7538,543.3812,543.3812,449.3992,449.3992,375.3619,375.3619,169.026
PMeOH(26:2_26:4)+NH4,948.74162,819.7225,539.3499,543.3812,445.3679,449.3992,371.3306,375.3619,169.026
PMeOH(27:0_26:2)+NH4,970.81982,841.8007,543.3812,561.428,449.3992,467.4461,375.3619,393.4088,169.026
