GlcCer_NDS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
GlcCer_NDS(d17:0/35:4)+H,946.80695,784.75405,766.74355,748.73295,270.27855,252.26805,514.49765,240.26805
GlcCer_NDS(d17:0/36:0)+H,968.88515,806.83235,788.82175,770.81125,270.27855,252.26805,536.57595,240.26805
GlcCer_NDS(d17:0/36:1)+H,966.86955,804.81675,786.80615,768.79555,270.27855,252.26805,534.56035,240.26805
GlcCer_NDS(d17:0/36:2)+H,964.85385,802.80105,784.79045,766.77995,270.27855,252.26805,532.54465,240.26805
GlcCer_NDS(d17:0/36:3)+H,962.83825,800.78535,782.77485,764.76425,270.27855,252.26805,530.52895,240.26805
GlcCer_NDS(d17:0/36:4)+H,960.82255,798.76975,780.75925,762.74855,270.27855,252.26805,528.51335,240.26805
GlcCer_NDS(d18:0/14:0)+H,674.55655,512.50375,494.49315,476.48255,284.29425,266.28365,228.23165,254.28365
GlcCer_NDS(d18:0/14:1)+H,672.54085,510.48805,492.47745,474.46695,284.29425,266.28365,226.21605,254.28365
GlcCer_NDS(d18:0/14:2)+H,670.52525,508.47245,490.46185,472.45125,284.29425,266.28365,224.20035,254.28365
GlcCer_NDS(d18:0/14:3)+H,668.50955,506.45675,488.44615,470.43565,284.29425,266.28365,222.18475,254.28365
GlcCer_NDS(d18:0/15:0)+H,688.57225,526.51935,508.50875,490.49825,284.29425,266.28365,242.24725,254.28365
GlcCer_NDS(d18:0/15:1)+H,686.55655,524.50375,506.49315,488.48255,284.29425,266.28365,240.23165,254.28365
GlcCer_NDS(d18:0/15:2)+H,684.54085,522.48805,504.47745,486.46695,284.29425,266.28365,238.21605,254.28365
GlcCer_NDS(d18:0/15:3)+H,682.52525,520.47245,502.46185,484.45125,284.29425,266.28365,236.20035,254.28365
GlcCer_NDS(d18:0/16:0)+H,702.58785,540.53505,522.52445,504.51385,284.29425,266.28365,256.26295,254.28365
GlcCer_NDS(d18:0/16:1)+H,700.57225,538.51935,520.50875,502.49825,284.29425,266.28365,254.24725,254.28365
GlcCer_NDS(d18:0/16:2)+H,698.55655,536.50375,518.49315,500.48255,284.29425,266.28365,252.23165,254.28365
GlcCer_NDS(d18:0/16:3)+H,696.54085,534.48805,516.47745,498.46695,284.29425,266.28365,250.21605,254.28365
GlcCer_NDS(d18:0/16:4)+H,694.52525,532.47245,514.46185,496.45125,284.29425,266.28365,248.20035,254.28365
GlcCer_NDS(d18:0/17:0)+H,716.60355,554.55065,536.54005,518.52955,284.29425,266.28365,270.27855,254.28365
GlcCer_NDS(d18:0/17:1)+H,714.58785,552.53505,534.52445,516.51385,284.29425,266.28365,268.26295,254.28365
GlcCer_NDS(d18:0/17:2)+H,712.57225,550.51935,532.50875,514.49825,284.29425,266.28365,266.24735,254.28365
GlcCer_NDS(d18:0/17:3)+H,710.55655,548.50375,530.49315,512.48255,284.29425,266.28365,264.23165,254.28365
GlcCer_NDS(d18:0/18:0)+H,730.61915,568.56625,550.55575,532.54515,284.29425,266.28365,284.29425,254.28365
GlcCer_NDS(d18:0/18:1)+H,728.60355,566.55065,548.54005,530.52955,284.29425,266.28365,282.27855,254.28365
GlcCer_NDS(d18:0/18:2)+H,726.58785,564.53505,546.52445,528.51385,284.29425,266.28365,280.26295,254.28365
GlcCer_NDS(d18:0/18:3)+H,724.57225,562.51935,544.50875,526.49825,284.29425,266.28365,278.24735,254.28365
GlcCer_NDS(d18:0/18:4)+H,722.55655,560.50375,542.49315,524.48255,284.29425,266.28365,276.23165,254.28365
GlcCer_NDS(d18:0/19:0)+H,744.63475,582.58195,564.57145,546.56075,284.29425,266.28365,298.30995,254.28365
GlcCer_NDS(d18:0/19:1)+H,742.61915,580.56625,562.55575,544.54515,284.29425,266.28365,296.29425,254.28365
GlcCer_NDS(d18:0/19:2)+H,740.60355,578.55065,560.54005,542.52955,284.29425,266.28365,294.27855,254.28365
GlcCer_NDS(d18:0/19:3)+H,738.58785,576.53505,558.52445,540.51385,284.29425,266.28365,292.26295,254.28365
GlcCer_NDS(d18:0/19:4)+H,736.57225,574.51935,556.50875,538.49825,284.29425,266.28365,290.24735,254.28365
GlcCer_NDS(d18:0/20:0)+H,758.65045,596.59755,578.58705,560.57645,284.29425,266.28365,312.32555,254.28365
GlcCer_NDS(d18:0/20:1)+H,756.63475,594.58195,576.57145,558.56075,284.29425,266.28365,310.30995,254.28365
GlcCer_NDS(d18:0/20:2)+H,754.61915,592.56625,574.55575,556.54515,284.29425,266.28365,308.29425,254.28365
GlcCer_NDS(d18:0/20:3)+H,752.60355,590.55065,572.54005,554.52955,284.29425,266.28365,306.27855,254.28365
GlcCer_NDS(d18:0/20:4)+H,750.58785,588.53505,570.52445,552.51385,284.29425,266.28365,304.26295,254.28365
GlcCer_NDS(d18:0/21:0)+H,772.66605,610.61325,592.60265,574.59215,284.29425,266.28365,326.34115,254.28365
GlcCer_NDS(d18:0/21:1)+H,770.65045,608.59755,590.58705,572.57645,284.29425,266.28365,324.32555,254.28365
GlcCer_NDS(d18:0/21:2)+H,768.63475,606.58195,588.57145,570.56075,284.29425,266.28365,322.30995,254.28365
GlcCer_NDS(d18:0/21:3)+H,766.61915,604.56625,586.55575,568.54515,284.29425,266.28365,320.29425,254.28365
GlcCer_NDS(d18:0/21:4)+H,764.60355,602.55065,584.54005,566.52955,284.29425,266.28365,318.27855,254.28365
GlcCer_NDS(d18:0/22:0)+H,786.68175,624.62895,606.61835,588.60775,284.29425,266.28365,340.35685,254.28365
GlcCer_NDS(d18:0/22:1)+H,784.66605,622.61325,604.60265,586.59215,284.29425,266.28365,338.34115,254.28365
GlcCer_NDS(d18:0/22:2)+H,782.65045,620.59755,602.58705,584.57645,284.29425,266.28365,336.32555,254.28365
GlcCer_NDS(d18:0/22:3)+H,780.63475,618.58195,600.57145,582.56075,284.29425,266.28365,334.30995,254.28365
GlcCer_NDS(d18:0/22:4)+H,778.61915,616.56625,598.55575,580.54515,284.29425,266.28365,332.29425,254.28365
GlcCer_NDS(d18:0/23:0)+H,800.69735,638.64455,620.63395,602.62345,284.29425,266.28365,354.37245,254.28365
GlcCer_NDS(d18:0/23:1)+H,798.68175,636.62895,618.61835,600.60775,284.29425,266.28365,352.35685,254.28365
GlcCer_NDS(d18:0/23:2)+H,796.66605,634.61325,616.60265,598.59215,284.29425,266.28365,350.34115,254.28365
GlcCer_NDS(d18:0/23:3)+H,794.65045,632.59755,614.58705,596.57645,284.29425,266.28365,348.32555,254.28365
GlcCer_NDS(d18:0/23:4)+H,792.63475,630.58195,612.57145,594.56075,284.29425,266.28365,346.30995,254.28365
GlcCer_NDS(d18:0/24:0)+H,814.71305,652.66025,634.64965,616.63905,284.29425,266.28365,368.38815,254.28365
GlcCer_NDS(d18:0/24:1)+H,812.69735,650.64455,632.63395,614.62345,284.29425,266.28365,366.37245,254.28365
GlcCer_NDS(d18:0/24:2)+H,810.68175,648.62895,630.61835,612.60775,284.29425,266.28365,364.35685,254.28365
GlcCer_NDS(d18:0/24:3)+H,808.66605,646.61325,628.60265,610.59215,284.29425,266.28365,362.34115,254.28365
GlcCer_NDS(d18:0/24:4)+H,806.65045,644.59755,626.58705,608.57645,284.29425,266.28365,360.32555,254.28365
GlcCer_NDS(d18:0/25:0)+H,828.72865,666.67585,648.66525,630.65475,284.29425,266.28365,382.40385,254.28365
GlcCer_NDS(d18:0/25:1)+H,826.71305,664.66025,646.64965,628.63905,284.29425,266.28365,380.38815,254.28365
GlcCer_NDS(d18:0/25:2)+H,824.69735,662.64455,644.63395,626.62345,284.29425,266.28365,378.37245,254.28365
GlcCer_NDS(d18:0/25:3)+H,822.68175,660.62895,642.61835,624.60775,284.29425,266.28365,376.35685,254.28365
GlcCer_NDS(d18:0/25:4)+H,820.66605,658.61325,640.60265,622.59215,284.29425,266.28365,374.34115,254.28365
GlcCer_NDS(d18:0/26:0)+H,842.74435,680.69155,662.68095,644.67035,284.29425,266.28365,396.41945,254.28365
GlcCer_NDS(d18:0/26:1)+H,840.72865,678.67585,660.66525,642.65475,284.29425,266.28365,394.40385,254.28365
GlcCer_NDS(d18:0/26:2)+H,838.71305,676.66025,658.64965,640.63905,284.29425,266.28365,392.38815,254.28365
GlcCer_NDS(d18:0/26:3)+H,836.69735,674.64455,656.63395,638.62345,284.29425,266.28365,390.37245,254.28365
GlcCer_NDS(d18:0/26:4)+H,834.68175,672.62895,654.61835,636.60775,284.29425,266.28365,388.35685,254.28365
GlcCer_NDS(d18:0/27:0)+H,856.76005,694.70715,676.69655,658.68605,284.29425,266.28365,410.43505,254.28365
GlcCer_NDS(d18:0/27:1)+H,854.74435,692.69155,674.68095,656.67035,284.29425,266.28365,408.41945,254.28365
GlcCer_NDS(d18:0/27:2)+H,852.72865,690.67585,672.66525,654.65475,284.29425,266.28365,406.40385,254.28365
GlcCer_NDS(d18:0/27:3)+H,850.71305,688.66025,670.64965,652.63905,284.29425,266.28365,404.38815,254.28365
GlcCer_NDS(d18:0/27:4)+H,848.69735,686.64455,668.63395,650.62345,284.29425,266.28365,402.37245,254.28365
GlcCer_NDS(d18:0/28:0)+H,870.77565,708.72285,690.71225,672.70165,284.29425,266.28365,424.45075,254.28365
GlcCer_NDS(d18:0/28:1)+H,868.76005,706.70715,688.69655,670.68605,284.29425,266.28365,422.43505,254.28365
GlcCer_NDS(d18:0/28:2)+H,866.74435,704.69155,686.68095,668.67035,284.29425,266.28365,420.41945,254.28365
GlcCer_NDS(d18:0/28:3)+H,864.72865,702.67585,684.66525,666.65475,284.29425,266.28365,418.40385,254.28365
GlcCer_NDS(d18:0/28:4)+H,862.71305,700.66025,682.64965,664.63905,284.29425,266.28365,416.38815,254.28365
GlcCer_NDS(d18:0/29:0)+H,884.79135,722.73845,704.72795,686.71735,284.29425,266.28365,438.46635,254.28365
GlcCer_NDS(d18:0/29:1)+H,882.77565,720.72285,702.71225,684.70165,284.29425,266.28365,436.45075,254.28365
GlcCer_NDS(d18:0/29:2)+H,880.76005,718.70715,700.69655,682.68605,284.29425,266.28365,434.43505,254.28365
GlcCer_NDS(d18:0/29:3)+H,878.74435,716.69155,698.68095,680.67035,284.29425,266.28365,432.41945,254.28365
GlcCer_NDS(d18:0/29:4)+H,876.72865,714.67585,696.66525,678.65475,284.29425,266.28365,430.40385,254.28365
GlcCer_NDS(d18:0/30:0)+H,898.80695,736.75405,718.74355,700.73295,284.29425,266.28365,452.48205,254.28365
GlcCer_NDS(d18:0/30:1)+H,896.79135,734.73845,716.72795,698.71735,284.29425,266.28365,450.46635,254.28365
GlcCer_NDS(d18:0/30:2)+H,894.77565,732.72285,714.71225,696.70165,284.29425,266.28365,448.45075,254.28365
GlcCer_NDS(d18:0/30:3)+H,892.76005,730.70715,712.69655,694.68605,284.29425,266.28365,446.43505,254.28365
GlcCer_NDS(d18:0/30:4)+H,890.74435,728.69155,710.68095,692.67035,284.29425,266.28365,444.41945,254.28365
GlcCer_NDS(d18:0/31:0)+H,912.82255,750.76975,732.75925,714.74855,284.29425,266.28365,466.49775,254.28365
GlcCer_NDS(d18:0/31:1)+H,910.80695,748.75405,730.74355,712.73295,284.29425,266.28365,464.48205,254.28365
GlcCer_NDS(d18:0/31:2)+H,908.79135,746.73845,728.72795,710.71735,284.29425,266.28365,462.46635,254.28365
GlcCer_NDS(d18:0/31:3)+H,906.77565,744.72285,726.71225,708.70165,284.29425,266.28365,460.45075,254.28365
GlcCer_NDS(d18:0/31:4)+H,904.76005,742.70715,724.69655,706.68605,284.29425,266.28365,458.43505,254.28365
GlcCer_NDS(d18:0/32:0)+H,926.83825,764.78535,746.77485,728.76425,284.29425,266.28365,480.51335,254.28365
GlcCer_NDS(d18:0/32:1)+H,924.82255,762.76975,744.75925,726.74855,284.29425,266.28365,478.49775,254.28365
GlcCer_NDS(d18:0/32:2)+H,922.80695,760.75405,742.74355,724.73295,284.29425,266.28365,476.48205,254.28365
GlcCer_NDS(d18:0/32:3)+H,920.79135,758.73845,740.72795,722.71735,284.29425,266.28365,474.46635,254.28365
GlcCer_NDS(d18:0/32:4)+H,918.77565,756.72285,738.71225,720.70165,284.29425,266.28365,472.45075,254.28365
GlcCer_NDS(d18:0/33:0)+H,940.85385,778.80105,760.79045,742.77995,284.29425,266.28365,494.52895,254.28365
GlcCer_NDS(d18:0/33:1)+H,938.83825,776.78535,758.77485,740.76425,284.29425,266.28365,492.51335,254.28365
GlcCer_NDS(d18:0/33:2)+H,936.82255,774.76975,756.75925,738.74855,284.29425,266.28365,490.49775,254.28365
GlcCer_NDS(d18:0/33:3)+H,934.80695,772.75405,754.74355,736.73295,284.29425,266.28365,488.48205,254.28365
GlcCer_NDS(d18:0/33:4)+H,932.79135,770.73845,752.72795,734.71735,284.29425,266.28365,486.46635,254.28365
GlcCer_NDS(d18:0/34:0)+H,954.86955,792.81675,774.80615,756.79555,284.29425,266.28365,508.54465,254.28365
GlcCer_NDS(d18:0/34:1)+H,952.85385,790.80105,772.79045,754.77995,284.29425,266.28365,506.52895,254.28365
GlcCer_NDS(d18:0/34:2)+H,950.83825,788.78535,770.77485,752.76425,284.29425,266.28365,504.51335,254.28365
GlcCer_NDS(d18:0/34:3)+H,948.82255,786.76975,768.75925,750.74855,284.29425,266.28365,502.49775,254.28365
GlcCer_NDS(d18:0/34:4)+H,946.80695,784.75405,766.74355,748.73295,284.29425,266.28365,500.48205,254.28365
GlcCer_NDS(d18:0/35:0)+H,968.88515,806.83235,788.82175,770.81125,284.29425,266.28365,522.56035,254.28365
GlcCer_NDS(d18:0/35:1)+H,966.86955,804.81675,786.80615,768.79555,284.29425,266.28365,520.54465,254.28365
GlcCer_NDS(d18:0/35:2)+H,964.85385,802.80105,784.79045,766.77995,284.29425,266.28365,518.52895,254.28365
GlcCer_NDS(d18:0/35:3)+H,962.83825,800.78535,782.77485,764.76425,284.29425,266.28365,516.51335,254.28365
GlcCer_NDS(d18:0/35:4)+H,960.82255,798.76975,780.75925,762.74855,284.29425,266.28365,514.49765,254.28365
GlcCer_NDS(d18:0/36:0)+H,982.90085,820.84805,802.83745,784.82685,284.29425,266.28365,536.57595,254.28365
GlcCer_NDS(d18:0/36:1)+H,980.88515,818.83235,800.82175,782.81125,284.29425,266.28365,534.56035,254.28365
GlcCer_NDS(d18:0/36:2)+H,978.86955,816.81675,798.80615,780.79555,284.29425,266.28365,532.54465,254.28365
GlcCer_NDS(d18:0/36:3)+H,976.85385,814.80105,796.79045,778.77995,284.29425,266.28365,530.52895,254.28365
GlcCer_NDS(d18:0/36:4)+H,974.83825,812.78535,794.77485,776.76425,284.29425,266.28365,528.51335,254.28365
GlcCer_NDS(d19:0/14:0)+H,688.57225,526.51935,508.50875,490.49825,298.30995,280.29935,228.23165,268.29935
GlcCer_NDS(d19:0/14:1)+H,686.55655,524.50375,506.49315,488.48255,298.30995,280.29935,226.21605,268.29935
GlcCer_NDS(d19:0/14:2)+H,684.54085,522.48805,504.47745,486.46695,298.30995,280.29935,224.20035,268.29935
GlcCer_NDS(d19:0/14:3)+H,682.52525,520.47245,502.46185,484.45125,298.30995,280.29935,222.18475,268.29935
GlcCer_NDS(d19:0/15:0)+H,702.58785,540.53505,522.52445,504.51385,298.30995,280.29935,242.24725,268.29935
GlcCer_NDS(d19:0/15:1)+H,700.57225,538.51935,520.50875,502.49825,298.30995,280.29935,240.23165,268.29935
GlcCer_NDS(d19:0/15:2)+H,698.55655,536.50375,518.49315,500.48255,298.30995,280.29935,238.21605,268.29935
GlcCer_NDS(d19:0/15:3)+H,696.54085,534.48805,516.47745,498.46695,298.30995,280.29935,236.20035,268.29935
GlcCer_NDS(d19:0/16:0)+H,716.60355,554.55065,536.54005,518.52955,298.30995,280.29935,256.26295,268.29935
GlcCer_NDS(d19:0/16:1)+H,714.58785,552.53505,534.52445,516.51385,298.30995,280.29935,254.24725,268.29935
GlcCer_NDS(d19:0/16:2)+H,712.57225,550.51935,532.50875,514.49825,298.30995,280.29935,252.23165,268.29935
GlcCer_NDS(d19:0/16:3)+H,710.55655,548.50375,530.49315,512.48255,298.30995,280.29935,250.21605,268.29935
GlcCer_NDS(d19:0/16:4)+H,708.54085,546.48805,528.47745,510.46695,298.30995,280.29935,248.20035,268.29935
GlcCer_NDS(d19:0/17:0)+H,730.61915,568.56625,550.55575,532.54515,298.30995,280.29935,270.27855,268.29935
GlcCer_NDS(d19:0/17:1)+H,728.60355,566.55065,548.54005,530.52955,298.30995,280.29935,268.26295,268.29935
GlcCer_NDS(d19:0/17:2)+H,726.58785,564.53505,546.52445,528.51385,298.30995,280.29935,266.24735,268.29935
GlcCer_NDS(d19:0/17:3)+H,724.57225,562.51935,544.50875,526.49825,298.30995,280.29935,264.23165,268.29935
GlcCer_NDS(d19:0/18:0)+H,744.63475,582.58195,564.57145,546.56075,298.30995,280.29935,284.29425,268.29935
GlcCer_NDS(d19:0/18:1)+H,742.61915,580.56625,562.55575,544.54515,298.30995,280.29935,282.27855,268.29935
GlcCer_NDS(d19:0/18:2)+H,740.60355,578.55065,560.54005,542.52955,298.30995,280.29935,280.26295,268.29935
GlcCer_NDS(d19:0/18:3)+H,738.58785,576.53505,558.52445,540.51385,298.30995,280.29935,278.24735,268.29935
GlcCer_NDS(d19:0/18:4)+H,736.57225,574.51935,556.50875,538.49825,298.30995,280.29935,276.23165,268.29935
GlcCer_NDS(d19:0/19:0)+H,758.65045,596.59755,578.58705,560.57645,298.30995,280.29935,298.30995,268.29935
GlcCer_NDS(d19:0/19:1)+H,756.63475,594.58195,576.57145,558.56075,298.30995,280.29935,296.29425,268.29935
GlcCer_NDS(d19:0/19:2)+H,754.61915,592.56625,574.55575,556.54515,298.30995,280.29935,294.27855,268.29935
GlcCer_NDS(d19:0/19:3)+H,752.60355,590.55065,572.54005,554.52955,298.30995,280.29935,292.26295,268.29935
GlcCer_NDS(d19:0/19:4)+H,750.58785,588.53505,570.52445,552.51385,298.30995,280.29935,290.24735,268.29935
GlcCer_NDS(d19:0/20:0)+H,772.66605,610.61325,592.60265,574.59215,298.30995,280.29935,312.32555,268.29935
GlcCer_NDS(d19:0/20:1)+H,770.65045,608.59755,590.58705,572.57645,298.30995,280.29935,310.30995,268.29935
GlcCer_NDS(d19:0/20:2)+H,768.63475,606.58195,588.57145,570.56075,298.30995,280.29935,308.29425,268.29935
GlcCer_NDS(d19:0/20:3)+H,766.61915,604.56625,586.55575,568.54515,298.30995,280.29935,306.27855,268.29935
GlcCer_NDS(d19:0/20:4)+H,764.60355,602.55065,584.54005,566.52955,298.30995,280.29935,304.26295,268.29935
GlcCer_NDS(d19:0/21:0)+H,786.68175,624.62895,606.61835,588.60775,298.30995,280.29935,326.34115,268.29935
GlcCer_NDS(d19:0/21:1)+H,784.66605,622.61325,604.60265,586.59215,298.30995,280.29935,324.32555,268.29935
GlcCer_NDS(d19:0/21:2)+H,782.65045,620.59755,602.58705,584.57645,298.30995,280.29935,322.30995,268.29935
GlcCer_NDS(d19:0/21:3)+H,780.63475,618.58195,600.57145,582.56075,298.30995,280.29935,320.29425,268.29935
GlcCer_NDS(d19:0/21:4)+H,778.61915,616.56625,598.55575,580.54515,298.30995,280.29935,318.27855,268.29935
GlcCer_NDS(d19:0/22:0)+H,800.69735,638.64455,620.63395,602.62345,298.30995,280.29935,340.35685,268.29935
GlcCer_NDS(d19:0/22:1)+H,798.68175,636.62895,618.61835,600.60775,298.30995,280.29935,338.34115,268.29935
GlcCer_NDS(d19:0/22:2)+H,796.66605,634.61325,616.60265,598.59215,298.30995,280.29935,336.32555,268.29935
GlcCer_NDS(d19:0/22:3)+H,794.65045,632.59755,614.58705,596.57645,298.30995,280.29935,334.30995,268.29935
GlcCer_NDS(d19:0/22:4)+H,792.63475,630.58195,612.57145,594.56075,298.30995,280.29935,332.29425,268.29935
GlcCer_NDS(d19:0/23:0)+H,814.71305,652.66025,634.64965,616.63905,298.30995,280.29935,354.37245,268.29935
GlcCer_NDS(d19:0/23:1)+H,812.69735,650.64455,632.63395,614.62345,298.30995,280.29935,352.35685,268.29935
GlcCer_NDS(d19:0/23:2)+H,810.68175,648.62895,630.61835,612.60775,298.30995,280.29935,350.34115,268.29935
GlcCer_NDS(d19:0/23:3)+H,808.66605,646.61325,628.60265,610.59215,298.30995,280.29935,348.32555,268.29935
GlcCer_NDS(d19:0/23:4)+H,806.65045,644.59755,626.58705,608.57645,298.30995,280.29935,346.30995,268.29935
GlcCer_NDS(d19:0/24:0)+H,828.72865,666.67585,648.66525,630.65475,298.30995,280.29935,368.38815,268.29935
GlcCer_NDS(d19:0/24:1)+H,826.71305,664.66025,646.64965,628.63905,298.30995,280.29935,366.37245,268.29935
GlcCer_NDS(d19:0/24:2)+H,824.69735,662.64455,644.63395,626.62345,298.30995,280.29935,364.35685,268.29935
GlcCer_NDS(d19:0/24:3)+H,822.68175,660.62895,642.61835,624.60775,298.30995,280.29935,362.34115,268.29935
GlcCer_NDS(d19:0/24:4)+H,820.66605,658.61325,640.60265,622.59215,298.30995,280.29935,360.32555,268.29935
GlcCer_NDS(d19:0/25:0)+H,842.74435,680.69155,662.68095,644.67035,298.30995,280.29935,382.40385,268.29935
GlcCer_NDS(d19:0/25:1)+H,840.72865,678.67585,660.66525,642.65475,298.30995,280.29935,380.38815,268.29935
GlcCer_NDS(d19:0/25:2)+H,838.71305,676.66025,658.64965,640.63905,298.30995,280.29935,378.37245,268.29935
GlcCer_NDS(d19:0/25:3)+H,836.69735,674.64455,656.63395,638.62345,298.30995,280.29935,376.35685,268.29935
GlcCer_NDS(d19:0/25:4)+H,834.68175,672.62895,654.61835,636.60775,298.30995,280.29935,374.34115,268.29935
GlcCer_NDS(d19:0/26:0)+H,856.76005,694.70715,676.69655,658.68605,298.30995,280.29935,396.41945,268.29935
GlcCer_NDS(d19:0/26:1)+H,854.74435,692.69155,674.68095,656.67035,298.30995,280.29935,394.40385,268.29935
GlcCer_NDS(d19:0/26:2)+H,852.72865,690.67585,672.66525,654.65475,298.30995,280.29935,392.38815,268.29935
GlcCer_NDS(d19:0/26:3)+H,850.71305,688.66025,670.64965,652.63905,298.30995,280.29935,390.37245,268.29935
GlcCer_NDS(d19:0/26:4)+H,848.69735,686.64455,668.63395,650.62345,298.30995,280.29935,388.35685,268.29935
GlcCer_NDS(d19:0/27:0)+H,870.77565,708.72285,690.71225,672.70165,298.30995,280.29935,410.43505,268.29935
GlcCer_NDS(d19:0/27:1)+H,868.76005,706.70715,688.69655,670.68605,298.30995,280.29935,408.41945,268.29935
GlcCer_NDS(d19:0/27:2)+H,866.74435,704.69155,686.68095,668.67035,298.30995,280.29935,406.40385,268.29935
GlcCer_NDS(d19:0/27:3)+H,864.72865,702.67585,684.66525,666.65475,298.30995,280.29935,404.38815,268.29935
GlcCer_NDS(d19:0/27:4)+H,862.71305,700.66025,682.64965,664.63905,298.30995,280.29935,402.37245,268.29935
GlcCer_NDS(d19:0/28:0)+H,884.79135,722.73845,704.72795,686.71735,298.30995,280.29935,424.45075,268.29935
GlcCer_NDS(d19:0/28:1)+H,882.77565,720.72285,702.71225,684.70165,298.30995,280.29935,422.43505,268.29935
GlcCer_NDS(d19:0/28:2)+H,880.76005,718.70715,700.69655,682.68605,298.30995,280.29935,420.41945,268.29935
GlcCer_NDS(d19:0/28:3)+H,878.74435,716.69155,698.68095,680.67035,298.30995,280.29935,418.40385,268.29935
GlcCer_NDS(d19:0/28:4)+H,876.72865,714.67585,696.66525,678.65475,298.30995,280.29935,416.38815,268.29935
GlcCer_NDS(d19:0/29:0)+H,898.80695,736.75405,718.74355,700.73295,298.30995,280.29935,438.46635,268.29935
GlcCer_NDS(d19:0/29:1)+H,896.79135,734.73845,716.72795,698.71735,298.30995,280.29935,436.45075,268.29935
GlcCer_NDS(d19:0/29:2)+H,894.77565,732.72285,714.71225,696.70165,298.30995,280.29935,434.43505,268.29935
GlcCer_NDS(d19:0/29:3)+H,892.76005,730.70715,712.69655,694.68605,298.30995,280.29935,432.41945,268.29935
GlcCer_NDS(d19:0/29:4)+H,890.74435,728.69155,710.68095,692.67035,298.30995,280.29935,430.40385,268.29935
GlcCer_NDS(d19:0/30:0)+H,912.82255,750.76975,732.75925,714.74855,298.30995,280.29935,452.48205,268.29935
GlcCer_NDS(d19:0/30:1)+H,910.80695,748.75405,730.74355,712.73295,298.30995,280.29935,450.46635,268.29935
GlcCer_NDS(d19:0/30:2)+H,908.79135,746.73845,728.72795,710.71735,298.30995,280.29935,448.45075,268.29935
GlcCer_NDS(d19:0/30:3)+H,906.77565,744.72285,726.71225,708.70165,298.30995,280.29935,446.43505,268.29935
GlcCer_NDS(d19:0/30:4)+H,904.76005,742.70715,724.69655,706.68605,298.30995,280.29935,444.41945,268.29935
GlcCer_NDS(d19:0/31:0)+H,926.83825,764.78535,746.77485,728.76425,298.30995,280.29935,466.49775,268.29935
GlcCer_NDS(d19:0/31:1)+H,924.82255,762.76975,744.75925,726.74855,298.30995,280.29935,464.48205,268.29935
GlcCer_NDS(d19:0/31:2)+H,922.80695,760.75405,742.74355,724.73295,298.30995,280.29935,462.46635,268.29935
GlcCer_NDS(d19:0/31:3)+H,920.79135,758.73845,740.72795,722.71735,298.30995,280.29935,460.45075,268.29935
GlcCer_NDS(d19:0/31:4)+H,918.77565,756.72285,738.71225,720.70165,298.30995,280.29935,458.43505,268.29935
GlcCer_NDS(d19:0/32:0)+H,940.85385,778.80105,760.79045,742.77995,298.30995,280.29935,480.51335,268.29935
GlcCer_NDS(d19:0/32:1)+H,938.83825,776.78535,758.77485,740.76425,298.30995,280.29935,478.49775,268.29935
GlcCer_NDS(d19:0/32:2)+H,936.82255,774.76975,756.75925,738.74855,298.30995,280.29935,476.48205,268.29935
GlcCer_NDS(d19:0/32:3)+H,934.80695,772.75405,754.74355,736.73295,298.30995,280.29935,474.46635,268.29935
GlcCer_NDS(d19:0/32:4)+H,932.79135,770.73845,752.72795,734.71735,298.30995,280.29935,472.45075,268.29935
GlcCer_NDS(d19:0/33:0)+H,954.86955,792.81675,774.80615,756.79555,298.30995,280.29935,494.52895,268.29935
GlcCer_NDS(d19:0/33:1)+H,952.85385,790.80105,772.79045,754.77995,298.30995,280.29935,492.51335,268.29935
GlcCer_NDS(d19:0/33:2)+H,950.83825,788.78535,770.77485,752.76425,298.30995,280.29935,490.49775,268.29935
GlcCer_NDS(d19:0/33:3)+H,948.82255,786.76975,768.75925,750.74855,298.30995,280.29935,488.48205,268.29935
GlcCer_NDS(d19:0/33:4)+H,946.80695,784.75405,766.74355,748.73295,298.30995,280.29935,486.46635,268.29935
GlcCer_NDS(d19:0/34:0)+H,968.88515,806.83235,788.82175,770.81125,298.30995,280.29935,508.54465,268.29935
GlcCer_NDS(d19:0/34:1)+H,966.86955,804.81675,786.80615,768.79555,298.30995,280.29935,506.52895,268.29935
GlcCer_NDS(d19:0/34:2)+H,964.85385,802.80105,784.79045,766.77995,298.30995,280.29935,504.51335,268.29935
GlcCer_NDS(d19:0/34:3)+H,962.83825,800.78535,782.77485,764.76425,298.30995,280.29935,502.49775,268.29935
GlcCer_NDS(d19:0/34:4)+H,960.82255,798.76975,780.75925,762.74855,298.30995,280.29935,500.48205,268.29935
GlcCer_NDS(d19:0/35:0)+H,982.90085,820.84805,802.83745,784.82685,298.30995,280.29935,522.56035,268.29935
GlcCer_NDS(d19:0/35:1)+H,980.88515,818.83235,800.82175,782.81125,298.30995,280.29935,520.54465,268.29935
GlcCer_NDS(d19:0/35:2)+H,978.86955,816.81675,798.80615,780.79555,298.30995,280.29935,518.52895,268.29935
