Ac4PIM2,[M-H]-,M-sn1,M-sn2,M-sn3,M-sn4,M-sn1-sn2,M-sn3-sn4,M-sn1-sn2-C3H5O,M-sn3-sn4-C3H5O
Ac4PIM2(14:0_15:0_15:0_17:1)-H,1566.020387,1337.811587,1323.795947,1323.795947,1297.780307,1095.587147,1055.555867,1039.560937,999.5296569
Ac4PIM2(14:0_15:0_15:0_18:1)-H,1580.036037,1351.827237,1337.811597,1337.811597,1297.780317,1109.602797,1055.555877,1053.576587,999.529667
Ac4PIM2(14:0_15:0_15:0_18:2)-H,1578.020387,1349.811587,1335.795947,1335.795947,1297.780307,1107.587147,1055.555867,1051.560937,999.5296569
Ac4PIM2(14:0_15:0_15:0_methyl-18:0)-H,1596.067337,1367.858537,1353.842897,1353.842897,1297.780337,1125.634097,1055.555897,1069.607887,999.5296871
Ac4PIM2(14:0_15:0_16:0_14:0)-H,1540.004737,1311.795937,1297.780297,1283.764657,1311.795937,1069.571497,1055.555857,1013.545287,999.5296468
Ac4PIM2(14:0_15:0_16:0_15:0)-H,1554.020387,1325.811587,1311.795947,1297.780307,1311.795947,1083.587147,1055.555867,1027.560937,999.5296569
Ac4PIM2(14:0_15:0_16:0_16:0)-H,1568.036037,1339.827237,1325.811597,1311.795957,1311.795957,1097.602797,1055.555877,1041.576587,999.529667
Ac4PIM2(14:0_15:0_16:0_17:0)-H,1582.051687,1353.842887,1339.827247,1325.811607,1311.795967,1111.618447,1055.555887,1055.592237,999.529677
Ac4PIM2(14:0_15:0_16:0_18:0)-H,1596.067337,1367.858537,1353.842897,1339.827257,1311.795977,1125.634097,1055.555897,1069.607887,999.5296871
Ac4PIM2(14:0_15:0_16:0_19:0)-H,1610.082987,1381.874187,1367.858547,1353.842907,1311.795987,1139.649747,1055.555907,1083.623537,999.5296972
Ac4PIM2(14:0_15:0_16:0_20:0)-H,1624.098637,1395.889837,1381.874197,1367.858557,1311.795997,1153.665397,1055.555917,1097.639187,999.5297072
Ac4PIM2(14:0_15:0_16:0_16:1)-H,1566.020387,1337.811587,1323.795947,1309.780307,1311.795947,1095.587147,1055.555867,1039.560937,999.5296569
Ac4PIM2(14:0_15:0_16:0_17:1)-H,1580.036037,1351.827237,1337.811597,1323.795957,1311.795957,1109.602797,1055.555877,1053.576587,999.529667
Ac4PIM2(14:0_15:0_16:0_18:1)-H,1594.051687,1365.842887,1351.827247,1337.811607,1311.795967,1123.618447,1055.555887,1067.592237,999.529677
Ac4PIM2(14:0_15:0_16:0_18:2)-H,1592.036037,1363.827237,1349.811597,1335.795957,1311.795957,1121.602797,1055.555877,1065.576587,999.529667
Ac4PIM2(14:0_15:0_16:0_methyl-18:0)-H,1610.082987,1381.874187,1367.858547,1353.842907,1311.795987,1139.649747,1055.555907,1083.623537,999.5296972
Ac4PIM2(14:0_15:0_17:0_14:0)-H,1554.020387,1325.811587,1311.795947,1283.764667,1325.811587,1083.587147,1055.555867,1027.560937,999.5296569
Ac4PIM2(14:0_15:0_17:0_15:0)-H,1568.036037,1339.827237,1325.811597,1297.780317,1325.811597,1097.602797,1055.555877,1041.576587,999.529667
Ac4PIM2(14:0_15:0_17:0_16:0)-H,1582.051687,1353.842887,1339.827247,1311.795967,1325.811607,1111.618447,1055.555887,1055.592237,999.529677
Ac4PIM2(14:0_15:0_17:0_17:0)-H,1596.067337,1367.858537,1353.842897,1325.811617,1325.811617,1125.634097,1055.555897,1069.607887,999.5296871
Ac4PIM2(14:0_15:0_17:0_18:0)-H,1610.082987,1381.874187,1367.858547,1339.827267,1325.811627,1139.649747,1055.555907,1083.623537,999.5296972
Ac4PIM2(14:0_15:0_17:0_19:0)-H,1624.098637,1395.889837,1381.874197,1353.842917,1325.811637,1153.665397,1055.555917,1097.639187,999.5297072
Ac4PIM2(14:0_15:0_17:0_20:0)-H,1638.114287,1409.905487,1395.889847,1367.858567,1325.811647,1167.681047,1055.555927,1111.654837,999.5297173
Ac4PIM2(14:0_15:0_17:0_16:1)-H,1580.036037,1351.827237,1337.811597,1309.780317,1325.811597,1109.602797,1055.555877,1053.576587,999.529667
Ac4PIM2(14:0_15:0_17:0_17:1)-H,1594.051687,1365.842887,1351.827247,1323.795967,1325.811607,1123.618447,1055.555887,1067.592237,999.529677
Ac4PIM2(14:0_15:0_17:0_18:1)-H,1608.067337,1379.858537,1365.842897,1337.811617,1325.811617,1137.634097,1055.555897,1081.607887,999.5296871
Ac4PIM2(14:0_15:0_17:0_18:2)-H,1606.051687,1377.842887,1363.827247,1335.795967,1325.811607,1135.618447,1055.555887,1079.592237,999.529677
Ac4PIM2(14:0_15:0_17:0_methyl-18:0)-H,1624.098637,1395.889837,1381.874197,1353.842917,1325.811637,1153.665397,1055.555917,1097.639187,999.5297072
Ac4PIM2(14:0_15:0_18:0_14:0)-H,1568.036037,1339.827237,1325.811597,1283.764677,1339.827237,1097.602797,1055.555877,1041.576587,999.529667
Ac4PIM2(14:0_15:0_18:0_15:0)-H,1582.051687,1353.842887,1339.827247,1297.780327,1339.827247,1111.618447,1055.555887,1055.592237,999.529677
Ac4PIM2(14:0_15:0_18:0_16:0)-H,1596.067337,1367.858537,1353.842897,1311.795977,1339.827257,1125.634097,1055.555897,1069.607887,999.5296871
Ac4PIM2(14:0_15:0_18:0_17:0)-H,1610.082987,1381.874187,1367.858547,1325.811627,1339.827267,1139.649747,1055.555907,1083.623537,999.5296972
Ac4PIM2(14:0_15:0_18:0_18:0)-H,1624.098637,1395.889837,1381.874197,1339.827277,1339.827277,1153.665397,1055.555917,1097.639187,999.5297072
Ac4PIM2(14:0_15:0_18:0_19:0)-H,1638.114287,1409.905487,1395.889847,1353.842927,1339.827287,1167.681047,1055.555927,1111.654837,999.5297173
Ac4PIM2(14:0_15:0_18:0_20:0)-H,1652.129937,1423.921137,1409.905497,1367.858577,1339.827297,1181.696697,1055.555937,1125.670487,999.5297273
Ac4PIM2(14:0_15:0_18:0_16:1)-H,1594.051687,1365.842887,1351.827247,1309.780327,1339.827247,1123.618447,1055.555887,1067.592237,999.529677
Ac4PIM2(14:0_15:0_18:0_17:1)-H,1608.067337,1379.858537,1365.842897,1323.795977,1339.827257,1137.634097,1055.555897,1081.607887,999.5296871
Ac4PIM2(14:0_15:0_18:0_18:1)-H,1622.082987,1393.874187,1379.858547,1337.811627,1339.827267,1151.649747,1055.555907,1095.623537,999.5296972
Ac4PIM2(14:0_15:0_18:0_18:2)-H,1620.067337,1391.858537,1377.842897,1335.795977,1339.827257,1149.634097,1055.555897,1093.607887,999.5296871
Ac4PIM2(14:0_15:0_18:0_methyl-18:0)-H,1638.114287,1409.905487,1395.889847,1353.842927,1339.827287,1167.681047,1055.555927,1111.654837,999.5297173
Ac4PIM2(14:0_15:0_19:0_14:0)-H,1582.051687,1353.842887,1339.827247,1283.764687,1353.842887,1111.618447,1055.555887,1055.592237,999.529677
Ac4PIM2(14:0_15:0_19:0_15:0)-H,1596.067337,1367.858537,1353.842897,1297.780337,1353.842897,1125.634097,1055.555897,1069.607887,999.5296871
Ac4PIM2(14:0_15:0_19:0_16:0)-H,1610.082987,1381.874187,1367.858547,1311.795987,1353.842907,1139.649747,1055.555907,1083.623537,999.5296972
Ac4PIM2(14:0_15:0_19:0_17:0)-H,1624.098637,1395.889837,1381.874197,1325.811637,1353.842917,1153.665397,1055.555917,1097.639187,999.5297072
Ac4PIM2(14:0_15:0_19:0_18:0)-H,1638.114287,1409.905487,1395.889847,1339.827287,1353.842927,1167.681047,1055.555927,1111.654837,999.5297173
Ac4PIM2(14:0_15:0_19:0_19:0)-H,1652.129937,1423.921137,1409.905497,1353.842937,1353.842937,1181.696697,1055.555937,1125.670487,999.5297273
Ac4PIM2(14:0_15:0_19:0_20:0)-H,1666.145587,1437.936787,1423.921147,1367.858587,1353.842947,1195.712347,1055.555947,1139.686137,999.5297374
Ac4PIM2(14:0_15:0_19:0_16:1)-H,1608.067337,1379.858537,1365.842897,1309.780337,1353.842897,1137.634097,1055.555897,1081.607887,999.5296871
Ac4PIM2(14:0_15:0_19:0_17:1)-H,1622.082987,1393.874187,1379.858547,1323.795987,1353.842907,1151.649747,1055.555907,1095.623537,999.5296972
Ac4PIM2(14:0_15:0_19:0_18:1)-H,1636.098637,1407.889837,1393.874197,1337.811637,1353.842917,1165.665397,1055.555917,1109.639187,999.5297072
Ac4PIM2(14:0_15:0_19:0_18:2)-H,1634.082987,1405.874187,1391.858547,1335.795987,1353.842907,1163.649747,1055.555907,1107.623537,999.5296972
Ac4PIM2(14:0_15:0_19:0_methyl-18:0)-H,1652.129937,1423.921137,1409.905497,1353.842937,1353.842937,1181.696697,1055.555937,1125.670487,999.5297273
Ac4PIM2(14:0_15:0_20:0_14:0)-H,1596.067337,1367.858537,1353.842897,1283.764697,1367.858537,1125.634097,1055.555897,1069.607887,999.5296871
Ac4PIM2(14:0_15:0_20:0_15:0)-H,1610.082987,1381.874187,1367.858547,1297.780347,1367.858547,1139.649747,1055.555907,1083.623537,999.5296972
Ac4PIM2(14:0_15:0_20:0_16:0)-H,1624.098637,1395.889837,1381.874197,1311.795997,1367.858557,1153.665397,1055.555917,1097.639187,999.5297072
Ac4PIM2(14:0_15:0_20:0_17:0)-H,1638.114287,1409.905487,1395.889847,1325.811647,1367.858567,1167.681047,1055.555927,1111.654837,999.5297173
Ac4PIM2(14:0_15:0_20:0_18:0)-H,1652.129937,1423.921137,1409.905497,1339.827297,1367.858577,1181.696697,1055.555937,1125.670487,999.5297273
Ac4PIM2(14:0_15:0_20:0_19:0)-H,1666.145587,1437.936787,1423.921147,1353.842947,1367.858587,1195.712347,1055.555947,1139.686137,999.5297374
Ac4PIM2(14:0_15:0_20:0_20:0)-H,1680.161237,1451.952437,1437.936797,1367.858597,1367.858597,1209.727997,1055.555957,1153.701787,999.5297475
Ac4PIM2(14:0_15:0_20:0_16:1)-H,1622.082987,1393.874187,1379.858547,1309.780347,1367.858547,1151.649747,1055.555907,1095.623537,999.5296972
Ac4PIM2(14:0_15:0_20:0_17:1)-H,1636.098637,1407.889837,1393.874197,1323.795997,1367.858557,1165.665397,1055.555917,1109.639187,999.5297072
Ac4PIM2(14:0_15:0_20:0_18:1)-H,1650.114287,1421.905487,1407.889847,1337.811647,1367.858567,1179.681047,1055.555927,1123.654837,999.5297173
Ac4PIM2(14:0_15:0_20:0_18:2)-H,1648.098637,1419.889837,1405.874197,1335.795997,1367.858557,1177.665397,1055.555917,1121.639187,999.5297072
Ac4PIM2(14:0_15:0_20:0_methyl-18:0)-H,1666.145587,1437.936787,1423.921147,1353.842947,1367.858587,1195.712347,1055.555947,1139.686137,999.5297374
Ac4PIM2(14:0_15:0_16:1_14:0)-H,1537.989087,1309.780287,1295.764647,1283.764647,1309.780287,1067.555847,1055.555847,1011.529637,999.5296368
Ac4PIM2(14:0_15:0_16:1_15:0)-H,1552.004737,1323.795937,1309.780297,1297.780297,1309.780297,1081.571497,1055.555857,1025.545287,999.5296468
Ac4PIM2(14:0_15:0_16:1_16:0)-H,1566.020387,1337.811587,1323.795947,1311.795947,1309.780307,1095.587147,1055.555867,1039.560937,999.5296569
Ac4PIM2(14:0_15:0_16:1_17:0)-H,1580.036037,1351.827237,1337.811597,1325.811597,1309.780317,1109.602797,1055.555877,1053.576587,999.529667
Ac4PIM2(14:0_15:0_16:1_18:0)-H,1594.051687,1365.842887,1351.827247,1339.827247,1309.780327,1123.618447,1055.555887,1067.592237,999.529677
Ac4PIM2(14:0_15:0_16:1_19:0)-H,1608.067337,1379.858537,1365.842897,1353.842897,1309.780337,1137.634097,1055.555897,1081.607887,999.5296871
Ac4PIM2(14:0_15:0_16:1_20:0)-H,1622.082987,1393.874187,1379.858547,1367.858547,1309.780347,1151.649747,1055.555907,1095.623537,999.5296972
Ac4PIM2(14:0_15:0_16:1_16:1)-H,1564.004737,1335.795937,1321.780297,1309.780297,1309.780297,1093.571497,1055.555857,1037.545287,999.5296468
Ac4PIM2(14:0_15:0_16:1_17:1)-H,1578.020387,1349.811587,1335.795947,1323.795947,1309.780307,1107.587147,1055.555867,1051.560937,999.5296569
Ac4PIM2(14:0_15:0_16:1_18:1)-H,1592.036037,1363.827237,1349.811597,1337.811597,1309.780317,1121.602797,1055.555877,1065.576587,999.529667
Ac4PIM2(14:0_15:0_16:1_18:2)-H,1590.020387,1361.811587,1347.795947,1335.795947,1309.780307,1119.587147,1055.555867,1063.560937,999.5296569
Ac4PIM2(14:0_15:0_16:1_methyl-18:0)-H,1608.067337,1379.858537,1365.842897,1353.842897,1309.780337,1137.634097,1055.555897,1081.607887,999.5296871
Ac4PIM2(14:0_15:0_17:1_14:0)-H,1552.004737,1323.795937,1309.780297,1283.764657,1323.795937,1081.571497,1055.555857,1025.545287,999.5296468
Ac4PIM2(14:0_15:0_17:1_15:0)-H,1566.020387,1337.811587,1323.795947,1297.780307,1323.795947,1095.587147,1055.555867,1039.560937,999.5296569
Ac4PIM2(14:0_15:0_17:1_16:0)-H,1580.036037,1351.827237,1337.811597,1311.795957,1323.795957,1109.602797,1055.555877,1053.576587,999.529667
Ac4PIM2(14:0_15:0_17:1_17:0)-H,1594.051687,1365.842887,1351.827247,1325.811607,1323.795967,1123.618447,1055.555887,1067.592237,999.529677
Ac4PIM2(14:0_15:0_17:1_18:0)-H,1608.067337,1379.858537,1365.842897,1339.827257,1323.795977,1137.634097,1055.555897,1081.607887,999.5296871
Ac4PIM2(14:0_15:0_17:1_19:0)-H,1622.082987,1393.874187,1379.858547,1353.842907,1323.795987,1151.649747,1055.555907,1095.623537,999.5296972
Ac4PIM2(14:0_15:0_17:1_20:0)-H,1636.098637,1407.889837,1393.874197,1367.858557,1323.795997,1165.665397,1055.555917,1109.639187,999.5297072
Ac4PIM2(14:0_15:0_17:1_16:1)-H,1578.020387,1349.811587,1335.795947,1309.780307,1323.795947,1107.587147,1055.555867,1051.560937,999.5296569
Ac4PIM2(14:0_15:0_17:1_17:1)-H,1592.036037,1363.827237,1349.811597,1323.795957,1323.795957,1121.602797,1055.555877,1065.576587,999.529667
Ac4PIM2(14:0_15:0_17:1_18:1)-H,1606.051687,1377.842887,1363.827247,1337.811607,1323.795967,1135.618447,1055.555887,1079.592237,999.529677
Ac4PIM2(14:0_15:0_17:1_18:2)-H,1604.036037,1375.827237,1361.811597,1335.795957,1323.795957,1133.602797,1055.555877,1077.576587,999.529667
Ac4PIM2(14:0_15:0_17:1_methyl-18:0)-H,1622.082987,1393.874187,1379.858547,1353.842907,1323.795987,1151.649747,1055.555907,1095.623537,999.5296972
Ac4PIM2(14:0_15:0_18:1_14:0)-H,1566.020387,1337.811587,1323.795947,1283.764667,1337.811587,1095.587147,1055.555867,1039.560937,999.5296569
Ac4PIM2(14:0_15:0_18:1_15:0)-H,1580.036037,1351.827237,1337.811597,1297.780317,1337.811597,1109.602797,1055.555877,1053.576587,999.529667
Ac4PIM2(14:0_15:0_18:1_16:0)-H,1594.051687,1365.842887,1351.827247,1311.795967,1337.811607,1123.618447,1055.555887,1067.592237,999.529677
Ac4PIM2(14:0_15:0_18:1_17:0)-H,1608.067337,1379.858537,1365.842897,1325.811617,1337.811617,1137.634097,1055.555897,1081.607887,999.5296871
Ac4PIM2(14:0_15:0_18:1_18:0)-H,1622.082987,1393.874187,1379.858547,1339.827267,1337.811627,1151.649747,1055.555907,1095.623537,999.5296972
Ac4PIM2(14:0_15:0_18:1_19:0)-H,1636.098637,1407.889837,1393.874197,1353.842917,1337.811637,1165.665397,1055.555917,1109.639187,999.5297072
Ac4PIM2(14:0_15:0_18:1_20:0)-H,1650.114287,1421.905487,1407.889847,1367.858567,1337.811647,1179.681047,1055.555927,1123.654837,999.5297173
Ac4PIM2(14:0_15:0_18:1_16:1)-H,1592.036037,1363.827237,1349.811597,1309.780317,1337.811597,1121.602797,1055.555877,1065.576587,999.529667
Ac4PIM2(14:0_15:0_18:1_17:1)-H,1606.051687,1377.842887,1363.827247,1323.795967,1337.811607,1135.618447,1055.555887,1079.592237,999.529677
Ac4PIM2(14:0_15:0_18:1_18:1)-H,1620.067337,1391.858537,1377.842897,1337.811617,1337.811617,1149.634097,1055.555897,1093.607887,999.5296871
Ac4PIM2(14:0_15:0_18:1_18:2)-H,1618.051687,1389.842887,1375.827247,1335.795967,1337.811607,1147.618447,1055.555887,1091.592237,999.529677
Ac4PIM2(14:0_15:0_18:1_methyl-18:0)-H,1636.098637,1407.889837,1393.874197,1353.842917,1337.811637,1165.665397,1055.555917,1109.639187,999.5297072
Ac4PIM2(14:0_15:0_18:2_14:0)-H,1564.004737,1335.795937,1321.780297,1283.764657,1335.795937,1093.571497,1055.555857,1037.545287,999.5296468
Ac4PIM2(14:0_15:0_18:2_15:0)-H,1578.020387,1349.811587,1335.795947,1297.780307,1335.795947,1107.587147,1055.555867,1051.560937,999.5296569
Ac4PIM2(14:0_15:0_18:2_16:0)-H,1592.036037,1363.827237,1349.811597,1311.795957,1335.795957,1121.602797,1055.555877,1065.576587,999.529667
Ac4PIM2(14:0_15:0_18:2_17:0)-H,1606.051687,1377.842887,1363.827247,1325.811607,1335.795967,1135.618447,1055.555887,1079.592237,999.529677
Ac4PIM2(14:0_15:0_18:2_18:0)-H,1620.067337,1391.858537,1377.842897,1339.827257,1335.795977,1149.634097,1055.555897,1093.607887,999.5296871
Ac4PIM2(14:0_15:0_18:2_19:0)-H,1634.082987,1405.874187,1391.858547,1353.842907,1335.795987,1163.649747,1055.555907,1107.623537,999.5296972
Ac4PIM2(14:0_15:0_18:2_20:0)-H,1648.098637,1419.889837,1405.874197,1367.858557,1335.795997,1177.665397,1055.555917,1121.639187,999.5297072
Ac4PIM2(14:0_15:0_18:2_16:1)-H,1590.020387,1361.811587,1347.795947,1309.780307,1335.795947,1119.587147,1055.555867,1063.560937,999.5296569
Ac4PIM2(14:0_15:0_18:2_17:1)-H,1604.036037,1375.827237,1361.811597,1323.795957,1335.795957,1133.602797,1055.555877,1077.576587,999.529667
Ac4PIM2(14:0_15:0_18:2_18:1)-H,1618.051687,1389.842887,1375.827247,1337.811607,1335.795967,1147.618447,1055.555887,1091.592237,999.529677
Ac4PIM2(14:0_15:0_18:2_18:2)-H,1616.036037,1387.827237,1373.811597,1335.795957,1335.795957,1145.602797,1055.555877,1089.576587,999.529667
Ac4PIM2(14:0_15:0_18:2_methyl-18:0)-H,1634.082987,1405.874187,1391.858547,1353.842907,1335.795987,1163.649747,1055.555907,1107.623537,999.5296972
Ac4PIM2(14:0_15:0_methyl-18:0_14:0)-H,1582.051687,1353.842887,1339.827247,1283.764687,1353.842887,1111.618447,1055.555887,1055.592237,999.529677
Ac4PIM2(14:0_15:0_methyl-18:0_15:0)-H,1596.067337,1367.858537,1353.842897,1297.780337,1353.842897,1125.634097,1055.555897,1069.607887,999.5296871
Ac4PIM2(14:0_15:0_methyl-18:0_16:0)-H,1610.082987,1381.874187,1367.858547,1311.795987,1353.842907,1139.649747,1055.555907,1083.623537,999.5296972
Ac4PIM2(14:0_15:0_methyl-18:0_17:0)-H,1624.098637,1395.889837,1381.874197,1325.811637,1353.842917,1153.665397,1055.555917,1097.639187,999.5297072
Ac4PIM2(14:0_15:0_methyl-18:0_18:0)-H,1638.114287,1409.905487,1395.889847,1339.827287,1353.842927,1167.681047,1055.555927,1111.654837,999.5297173
Ac4PIM2(14:0_15:0_methyl-18:0_19:0)-H,1652.129937,1423.921137,1409.905497,1353.842937,1353.842937,1181.696697,1055.555937,1125.670487,999.5297273
Ac4PIM2(14:0_15:0_methyl-18:0_20:0)-H,1666.145587,1437.936787,1423.921147,1367.858587,1353.842947,1195.712347,1055.555947,1139.686137,999.5297374
Ac4PIM2(14:0_15:0_methyl-18:0_16:1)-H,1608.067337,1379.858537,1365.842897,1309.780337,1353.842897,1137.634097,1055.555897,1081.607887,999.5296871
Ac4PIM2(14:0_15:0_methyl-18:0_17:1)-H,1622.082987,1393.874187,1379.858547,1323.795987,1353.842907,1151.649747,1055.555907,1095.623537,999.5296972
Ac4PIM2(14:0_15:0_methyl-18:0_18:1)-H,1636.098637,1407.889837,1393.874197,1337.811637,1353.842917,1165.665397,1055.555917,1109.639187,999.5297072
Ac4PIM2(14:0_15:0_methyl-18:0_18:2)-H,1634.082987,1405.874187,1391.858547,1335.795987,1353.842907,1163.649747,1055.555907,1107.623537,999.5296972
Ac4PIM2(14:0_15:0_methyl-18:0_methyl-18:0)-H,1652.129937,1423.921137,1409.905497,1353.842937,1353.842937,1181.696697,1055.555937,1125.670487,999.5297273
Ac4PIM2(14:0_16:0_14:0_14:0)-H,1525.989087,1297.780287,1269.749007,1297.780287,1297.780287,1041.540207,1069.571487,985.5139968,1013.545277
Ac4PIM2(14:0_16:0_14:0_15:0)-H,1540.004737,1311.795937,1283.764657,1311.795937,1297.780297,1055.555857,1069.571497,999.5296468,1013.545287
Ac4PIM2(14:0_16:0_14:0_16:0)-H,1554.020387,1325.811587,1297.780307,1325.811587,1297.780307,1069.571507,1069.571507,1013.545297,1013.545297
Ac4PIM2(14:0_16:0_14:0_17:0)-H,1568.036037,1339.827237,1311.795957,1339.827237,1297.780317,1083.587157,1069.571517,1027.560947,1013.545307
Ac4PIM2(14:0_16:0_14:0_18:0)-H,1582.051687,1353.842887,1325.811607,1353.842887,1297.780327,1097.602807,1069.571527,1041.576597,1013.545317
Ac4PIM2(14:0_16:0_14:0_19:0)-H,1596.067337,1367.858537,1339.827257,1367.858537,1297.780337,1111.618457,1069.571537,1055.592247,1013.545327
Ac4PIM2(14:0_16:0_14:0_20:0)-H,1610.082987,1381.874187,1353.842907,1381.874187,1297.780347,1125.634107,1069.571547,1069.607897,1013.545337
Ac4PIM2(14:0_16:0_14:0_16:1)-H,1552.004737,1323.795937,1295.764657,1323.795937,1297.780297,1067.555857,1069.571497,1011.529647,1013.545287
Ac4PIM2(14:0_16:0_14:0_17:1)-H,1566.020387,1337.811587,1309.780307,1337.811587,1297.780307,1081.571507,1069.571507,1025.545297,1013.545297
Ac4PIM2(14:0_16:0_14:0_18:1)-H,1580.036037,1351.827237,1323.795957,1351.827237,1297.780317,1095.587157,1069.571517,1039.560947,1013.545307
Ac4PIM2(14:0_16:0_14:0_18:2)-H,1578.020387,1349.811587,1321.780307,1349.811587,1297.780307,1093.571507,1069.571507,1037.545297,1013.545297
Ac4PIM2(14:0_16:0_14:0_methyl-18:0)-H,1596.067337,1367.858537,1339.827257,1367.858537,1297.780337,1111.618457,1069.571537,1055.592247,1013.545327
Ac4PIM2(14:0_16:0_15:0_14:0)-H,1540.004737,1311.795937,1283.764657,1297.780297,1311.795937,1055.555857,1069.571497,999.5296468,1013.545287
Ac4PIM2(14:0_16:0_15:0_15:0)-H,1554.020387,1325.811587,1297.780307,1311.795947,1311.795947,1069.571507,1069.571507,1013.545297,1013.545297
Ac4PIM2(14:0_16:0_15:0_16:0)-H,1568.036037,1339.827237,1311.795957,1325.811597,1311.795957,1083.587157,1069.571517,1027.560947,1013.545307
Ac4PIM2(14:0_16:0_15:0_17:0)-H,1582.051687,1353.842887,1325.811607,1339.827247,1311.795967,1097.602807,1069.571527,1041.576597,1013.545317
Ac4PIM2(14:0_16:0_15:0_18:0)-H,1596.067337,1367.858537,1339.827257,1353.842897,1311.795977,1111.618457,1069.571537,1055.592247,1013.545327
Ac4PIM2(14:0_16:0_15:0_19:0)-H,1610.082987,1381.874187,1353.842907,1367.858547,1311.795987,1125.634107,1069.571547,1069.607897,1013.545337
Ac4PIM2(14:0_16:0_15:0_20:0)-H,1624.098637,1395.889837,1367.858557,1381.874197,1311.795997,1139.649757,1069.571557,1083.623547,1013.545347
Ac4PIM2(14:0_16:0_15:0_16:1)-H,1566.020387,1337.811587,1309.780307,1323.795947,1311.795947,1081.571507,1069.571507,1025.545297,1013.545297
Ac4PIM2(14:0_16:0_15:0_17:1)-H,1580.036037,1351.827237,1323.795957,1337.811597,1311.795957,1095.587157,1069.571517,1039.560947,1013.545307
Ac4PIM2(14:0_16:0_15:0_18:1)-H,1594.051687,1365.842887,1337.811607,1351.827247,1311.795967,1109.602807,1069.571527,1053.576597,1013.545317
Ac4PIM2(14:0_16:0_15:0_18:2)-H,1592.036037,1363.827237,1335.795957,1349.811597,1311.795957,1107.587157,1069.571517,1051.560947,1013.545307
Ac4PIM2(14:0_16:0_15:0_methyl-18:0)-H,1610.082987,1381.874187,1353.842907,1367.858547,1311.795987,1125.634107,1069.571547,1069.607897,1013.545337
Ac4PIM2(14:0_16:0_16:0_14:0)-H,1554.020387,1325.811587,1297.780307,1297.780307,1325.811587,1069.571507,1069.571507,1013.545297,1013.545297
Ac4PIM2(14:0_16:0_16:0_15:0)-H,1568.036037,1339.827237,1311.795957,1311.795957,1325.811597,1083.587157,1069.571517,1027.560947,1013.545307
Ac4PIM2(14:0_16:0_16:0_16:0)-H,1582.051687,1353.842887,1325.811607,1325.811607,1325.811607,1097.602807,1069.571527,1041.576597,1013.545317
Ac4PIM2(14:0_16:0_16:0_17:0)-H,1596.067337,1367.858537,1339.827257,1339.827257,1325.811617,1111.618457,1069.571537,1055.592247,1013.545327
Ac4PIM2(14:0_16:0_16:0_18:0)-H,1610.082987,1381.874187,1353.842907,1353.842907,1325.811627,1125.634107,1069.571547,1069.607897,1013.545337
Ac4PIM2(14:0_16:0_16:0_19:0)-H,1624.098637,1395.889837,1367.858557,1367.858557,1325.811637,1139.649757,1069.571557,1083.623547,1013.545347
Ac4PIM2(14:0_16:0_16:0_20:0)-H,1638.114287,1409.905487,1381.874207,1381.874207,1325.811647,1153.665407,1069.571567,1097.639197,1013.545357
Ac4PIM2(14:0_16:0_16:0_16:1)-H,1580.036037,1351.827237,1323.795957,1323.795957,1325.811597,1095.587157,1069.571517,1039.560947,1013.545307
Ac4PIM2(14:0_16:0_16:0_17:1)-H,1594.051687,1365.842887,1337.811607,1337.811607,1325.811607,1109.602807,1069.571527,1053.576597,1013.545317
Ac4PIM2(14:0_16:0_16:0_18:1)-H,1608.067337,1379.858537,1351.827257,1351.827257,1325.811617,1123.618457,1069.571537,1067.592247,1013.545327
