Cer_NS,[M+HCO2]-,[M-H]-,[M-CO-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[FA+NCCO-3H]-,[FA+NCCO-3H]-,[Sph-N-O-5H]-,[FA+N-H]-,[Sph-NCC-3H]-,[FA-3H]-
Cer_NS(d19:1/22:2)+HCO2,676.58857,630.58319,600.57259,598.55689,582.56199,376.32221,360.32731,277.25423,334.31211,251.2386,317.28561
Cer_NS(d19:1/22:3)+HCO2,674.57291,628.56753,598.55693,596.54123,580.54633,374.30655,358.31165,277.25423,332.29645,251.2386,315.26995
Cer_NS(d19:1/22:4)+HCO2,672.55725,626.55187,596.54127,594.52557,578.53067,372.29089,356.29599,277.25423,330.28079,251.2386,313.25429
Cer_NS(d19:1/23:0)+HCO2,694.63555,648.63017,618.61957,616.60387,600.60897,394.36919,378.37429,277.25423,352.35909,251.2386,335.33259
Cer_NS(d19:1/23:1)+HCO2,692.61989,646.61451,616.60391,614.58821,598.59331,392.35353,376.35863,277.25423,350.34343,251.2386,333.31693
Cer_NS(d19:1/23:2)+HCO2,690.60423,644.59885,614.58825,612.57255,596.57765,390.33787,374.34297,277.25423,348.32777,251.2386,331.30127
Cer_NS(d19:1/23:3)+HCO2,688.58857,642.58319,612.57259,610.55689,594.56199,388.32221,372.32731,277.25423,346.31211,251.2386,329.28561
Cer_NS(d19:1/23:4)+HCO2,686.57291,640.56753,610.55693,608.54123,592.54633,386.30655,370.31165,277.25423,344.29645,251.2386,327.26995
Cer_NS(d19:1/24:0)+HCO2,708.65121,662.64583,632.63523,630.61953,614.62463,408.38485,392.38995,277.25423,366.37475,251.2386,349.34825
Cer_NS(d19:1/24:1)+HCO2,706.63555,660.63017,630.61957,628.60387,612.60897,406.36919,390.37429,277.25423,364.35909,251.2386,347.33259
Cer_NS(d19:1/24:2)+HCO2,704.61989,658.61451,628.60391,626.58821,610.59331,404.35353,388.35863,277.25423,362.34343,251.2386,345.31693
Cer_NS(d19:1/24:3)+HCO2,702.60423,656.59885,626.58825,624.57255,608.57765,402.33787,386.34297,277.25423,360.32777,251.2386,343.30127
Cer_NS(d19:1/24:4)+HCO2,700.58857,654.58319,624.57259,622.55689,606.56199,400.32221,384.32731,277.25423,358.31211,251.2386,341.28561
Cer_NS(d19:1/25:0)+HCO2,722.66687,676.66149,646.65089,644.63519,628.64029,422.40051,406.40561,277.25423,380.39041,251.2386,363.36391
Cer_NS(d19:1/25:1)+HCO2,720.65121,674.64583,644.63523,642.61953,626.62463,420.38485,404.38995,277.25423,378.37475,251.2386,361.34825
Cer_NS(d19:1/25:2)+HCO2,718.63555,672.63017,642.61957,640.60387,624.60897,418.36919,402.37429,277.25423,376.35909,251.2386,359.33259
Cer_NS(d19:1/25:3)+HCO2,716.61989,670.61451,640.60391,638.58821,622.59331,416.35353,400.35863,277.25423,374.34343,251.2386,357.31693
Cer_NS(d19:1/25:4)+HCO2,714.60423,668.59885,638.58825,636.57255,620.57765,414.33787,398.34297,277.25423,372.32777,251.2386,355.30127
Cer_NS(d19:1/26:0)+HCO2,736.68253,690.67715,660.66655,658.65085,642.65595,436.41617,420.42127,277.25423,394.40607,251.2386,377.37957
Cer_NS(d19:1/26:1)+HCO2,734.66687,688.66149,658.65089,656.63519,640.64029,434.40051,418.40561,277.25423,392.39041,251.2386,375.36391
Cer_NS(d19:1/26:2)+HCO2,732.65121,686.64583,656.63523,654.61953,638.62463,432.38485,416.38995,277.25423,390.37475,251.2386,373.34825
Cer_NS(d19:1/26:3)+HCO2,730.63555,684.63017,654.61957,652.60387,636.60897,430.36919,414.37429,277.25423,388.35909,251.2386,371.33259
Cer_NS(d19:1/26:4)+HCO2,728.61989,682.61451,652.60391,650.58821,634.59331,428.35353,412.35863,277.25423,386.34343,251.2386,369.31693
Cer_NS(d19:1/27:0)+HCO2,750.69819,704.69281,674.68221,672.66651,656.67161,450.43183,434.43693,277.25423,408.42173,251.2386,391.39523
Cer_NS(d19:1/27:1)+HCO2,748.68253,702.67715,672.66655,670.65085,654.65595,448.41617,432.42127,277.25423,406.40607,251.2386,389.37957
Cer_NS(d19:1/27:2)+HCO2,746.66687,700.66149,670.65089,668.63519,652.64029,446.40051,430.40561,277.25423,404.39041,251.2386,387.36391
Cer_NS(d19:1/27:3)+HCO2,744.65121,698.64583,668.63523,666.61953,650.62463,444.38485,428.38995,277.25423,402.37475,251.2386,385.34825
Cer_NS(d19:1/27:4)+HCO2,742.63555,696.63017,666.61957,664.60387,648.60897,442.36919,426.37429,277.25423,400.35909,251.2386,383.33259
Cer_NS(d19:1/28:0)+HCO2,764.71385,718.70847,688.69787,686.68217,670.68727,464.44749,448.45259,277.25423,422.43739,251.2386,405.41089
Cer_NS(d19:1/28:1)+HCO2,762.69819,716.69281,686.68221,684.66651,668.67161,462.43183,446.43693,277.25423,420.42173,251.2386,403.39523
Cer_NS(d19:1/28:2)+HCO2,760.68253,714.67715,684.66655,682.65085,666.65595,460.41617,444.42127,277.25423,418.40607,251.2386,401.37957
Cer_NS(d19:1/28:3)+HCO2,758.66687,712.66149,682.65089,680.63519,664.64029,458.40051,442.40561,277.25423,416.39041,251.2386,399.36391
Cer_NS(d19:1/28:4)+HCO2,756.65121,710.64583,680.63523,678.61953,662.62463,456.38485,440.38995,277.25423,414.37475,251.2386,397.34825
Cer_NS(d19:1/29:0)+HCO2,778.72951,732.72413,702.71353,700.69783,684.70293,478.46315,462.46825,277.25423,436.45305,251.2386,419.42655
Cer_NS(d19:1/29:1)+HCO2,776.71385,730.70847,700.69787,698.68217,682.68727,476.44749,460.45259,277.25423,434.43739,251.2386,417.41089
Cer_NS(d19:1/29:2)+HCO2,774.69819,728.69281,698.68221,696.66651,680.67161,474.43183,458.43693,277.25423,432.42173,251.2386,415.39523
Cer_NS(d19:1/29:3)+HCO2,772.68253,726.67715,696.66655,694.65085,678.65595,472.41617,456.42127,277.25423,430.40607,251.2386,413.37957
Cer_NS(d19:1/29:4)+HCO2,770.66687,724.66149,694.65089,692.63519,676.64029,470.40051,454.40561,277.25423,428.39041,251.2386,411.36391
Cer_NS(d19:1/30:0)+HCO2,792.74517,746.73979,716.72919,714.71349,698.71859,492.47881,476.48391,277.25423,450.46871,251.2386,433.44221
Cer_NS(d19:1/30:1)+HCO2,790.72951,744.72413,714.71353,712.69783,696.70293,490.46315,474.46825,277.25423,448.45305,251.2386,431.42655
Cer_NS(d19:1/30:2)+HCO2,788.71385,742.70847,712.69787,710.68217,694.68727,488.44749,472.45259,277.25423,446.43739,251.2386,429.41089
Cer_NS(d19:1/30:3)+HCO2,786.69819,740.69281,710.68221,708.66651,692.67161,486.43183,470.43693,277.25423,444.42173,251.2386,427.39523
Cer_NS(d19:1/30:4)+HCO2,784.68253,738.67715,708.66655,706.65085,690.65595,484.41617,468.42127,277.25423,442.40607,251.2386,425.37957
Cer_NS(d19:1/31:0)+HCO2,806.76083,760.75545,730.74485,728.72915,712.73425,506.49447,490.49957,277.25423,464.48437,251.2386,447.45787
Cer_NS(d19:1/31:1)+HCO2,804.74517,758.73979,728.72919,726.71349,710.71859,504.47881,488.48391,277.25423,462.46871,251.2386,445.44221
Cer_NS(d19:1/31:2)+HCO2,802.72951,756.72413,726.71353,724.69783,708.70293,502.46315,486.46825,277.25423,460.45305,251.2386,443.42655
Cer_NS(d19:1/31:3)+HCO2,800.71385,754.70847,724.69787,722.68217,706.68727,500.44749,484.45259,277.25423,458.43739,251.2386,441.41089
Cer_NS(d19:1/31:4)+HCO2,798.69819,752.69281,722.68221,720.66651,704.67161,498.43183,482.43693,277.25423,456.42173,251.2386,439.39523
Cer_NS(d19:1/32:0)+HCO2,820.77649,774.77111,744.76051,742.74481,726.74991,520.51013,504.51523,277.25423,478.50003,251.2386,461.47353
Cer_NS(d19:1/32:1)+HCO2,818.76083,772.75545,742.74485,740.72915,724.73425,518.49447,502.49957,277.25423,476.48437,251.2386,459.45787
Cer_NS(d19:1/32:2)+HCO2,816.74517,770.73979,740.72919,738.71349,722.71859,516.47881,500.48391,277.25423,474.46871,251.2386,457.44221
Cer_NS(d19:1/32:3)+HCO2,814.72951,768.72413,738.71353,736.69783,720.70293,514.46315,498.46825,277.25423,472.45305,251.2386,455.42655
Cer_NS(d19:1/32:4)+HCO2,812.71385,766.70847,736.69787,734.68217,718.68727,512.44749,496.45259,277.25423,470.43739,251.2386,453.41089
Cer_NS(d19:1/33:0)+HCO2,834.79215,788.78677,758.77617,756.76047,740.76557,534.52579,518.53089,277.25423,492.51569,251.2386,475.48919
Cer_NS(d19:1/33:1)+HCO2,832.77649,786.77111,756.76051,754.74481,738.74991,532.51013,516.51523,277.25423,490.50003,251.2386,473.47353
Cer_NS(d19:1/33:2)+HCO2,830.76083,784.75545,754.74485,752.72915,736.73425,530.49447,514.49957,277.25423,488.48437,251.2386,471.45787
Cer_NS(d19:1/33:3)+HCO2,828.74517,782.73979,752.72919,750.71349,734.71859,528.47881,512.48391,277.25423,486.46871,251.2386,469.44221
Cer_NS(d19:1/33:4)+HCO2,826.72951,780.72413,750.71353,748.69783,732.70293,526.46315,510.46825,277.25423,484.45305,251.2386,467.42655
Cer_NS(d19:1/34:0)+HCO2,848.80781,802.80243,772.79183,770.77613,754.78123,548.54145,532.54655,277.25423,506.53135,251.2386,489.50485
Cer_NS(d19:1/34:1)+HCO2,846.79215,800.78677,770.77617,768.76047,752.76557,546.52579,530.53089,277.25423,504.51569,251.2386,487.48919
Cer_NS(d19:1/34:2)+HCO2,844.77649,798.77111,768.76051,766.74481,750.74991,544.51013,528.51523,277.25423,502.50003,251.2386,485.47353
Cer_NS(d19:1/34:3)+HCO2,842.76083,796.75545,766.74485,764.72915,748.73425,542.49447,526.49957,277.25423,500.48437,251.2386,483.45787
Cer_NS(d19:1/34:4)+HCO2,840.74517,794.73979,764.72919,762.71349,746.71859,540.47881,524.48391,277.25423,498.46871,251.2386,481.44221
Cer_NS(d19:1/35:0)+HCO2,862.82347,816.81809,786.80749,784.79179,768.79689,562.55711,546.56221,277.25423,520.54701,251.2386,503.52051
Cer_NS(d19:1/35:1)+HCO2,860.80781,814.80243,784.79183,782.77613,766.78123,560.54145,544.54655,277.25423,518.53135,251.2386,501.50485
Cer_NS(d19:1/35:2)+HCO2,858.79215,812.78677,782.77617,780.76047,764.76557,558.52579,542.53089,277.25423,516.51569,251.2386,499.48919
Cer_NS(d19:1/35:3)+HCO2,856.77649,810.77111,780.76051,778.74481,762.74991,556.51013,540.51523,277.25423,514.50003,251.2386,497.47353
Cer_NS(d19:1/35:4)+HCO2,854.76083,808.75545,778.74485,776.72915,760.73425,554.49447,538.49957,277.25423,512.48437,251.2386,495.45787
Cer_NS(d19:1/36:0)+HCO2,876.83913,830.83375,800.82315,798.80745,782.81255,576.57277,560.57787,277.25423,534.56267,251.2386,517.53617
Cer_NS(d19:1/36:1)+HCO2,874.82347,828.81809,798.80749,796.79179,780.79689,574.55711,558.56221,277.25423,532.54701,251.2386,515.52051
Cer_NS(d19:1/36:2)+HCO2,872.80781,826.80243,796.79183,794.77613,778.78123,572.54145,556.54655,277.25423,530.53135,251.2386,513.50485
Cer_NS(d19:1/36:3)+HCO2,870.79215,824.78677,794.77617,792.76047,776.76557,570.52579,554.53089,277.25423,528.51569,251.2386,511.48919
Cer_NS(d19:1/36:4)+HCO2,868.77649,822.77111,792.76051,790.74481,774.74991,568.51013,552.51523,277.25423,526.50003,251.2386,509.47353
Cer_NS(d20:1/14:0)+HCO2,582.51027,536.50489,506.49429,504.47859,488.48369,268.22825,252.23335,291.26989,226.21815,265.25426,209.19165
Cer_NS(d20:1/14:1)+HCO2,580.49461,534.48923,504.47863,502.46293,486.46803,266.21259,250.21769,291.26989,224.20249,265.25426,207.17599
Cer_NS(d20:1/14:2)+HCO2,578.47895,532.47357,502.46297,500.44727,484.45237,264.19693,248.20203,291.26989,222.18683,265.25426,205.16033
Cer_NS(d20:1/14:3)+HCO2,576.46329,530.45791,500.44731,498.43161,482.43671,262.18127,246.18637,291.26989,220.17117,265.25426,203.14467
Cer_NS(d20:1/15:0)+HCO2,596.52593,550.52055,520.50995,518.49425,502.49935,282.24391,266.24901,291.26989,240.23381,265.25426,223.20731
Cer_NS(d20:1/15:1)+HCO2,594.51027,548.50489,518.49429,516.47859,500.48369,280.22825,264.23335,291.26989,238.21815,265.25426,221.19165
Cer_NS(d20:1/15:2)+HCO2,592.49461,546.48923,516.47863,514.46293,498.46803,278.21259,262.21769,291.26989,236.20249,265.25426,219.17599
Cer_NS(d20:1/15:3)+HCO2,590.47895,544.47357,514.46297,512.44727,496.45237,276.19693,260.20203,291.26989,234.18683,265.25426,217.16033
Cer_NS(d20:1/16:0)+HCO2,610.54159,564.53621,534.52561,532.50991,516.51501,296.25957,280.26467,291.26989,254.24947,265.25426,237.22297
Cer_NS(d20:1/16:1)+HCO2,608.52593,562.52055,532.50995,530.49425,514.49935,294.24391,278.24901,291.26989,252.23381,265.25426,235.20731
Cer_NS(d20:1/16:2)+HCO2,606.51027,560.50489,530.49429,528.47859,512.48369,292.22825,276.23335,291.26989,250.21815,265.25426,233.19165
Cer_NS(d20:1/16:3)+HCO2,604.49461,558.48923,528.47863,526.46293,510.46803,290.21259,274.21769,291.26989,248.20249,265.25426,231.17599
Cer_NS(d20:1/16:4)+HCO2,602.47895,556.47357,526.46297,524.44727,508.45237,288.19693,272.20203,291.26989,246.18683,265.25426,229.16033
Cer_NS(d20:1/17:0)+HCO2,624.55725,578.55187,548.54127,546.52557,530.53067,310.27523,294.28033,291.26989,268.26513,265.25426,251.23863
Cer_NS(d20:1/17:1)+HCO2,622.54159,576.53621,546.52561,544.50991,528.51501,308.25957,292.26467,291.26989,266.24947,265.25426,249.22297
Cer_NS(d20:1/17:2)+HCO2,620.52593,574.52055,544.50995,542.49425,526.49935,306.24391,290.24901,291.26989,264.23381,265.25426,247.20731
Cer_NS(d20:1/17:3)+HCO2,618.51027,572.50489,542.49429,540.47859,524.48369,304.22825,288.23335,291.26989,262.21815,265.25426,245.19165
Cer_NS(d20:1/18:0)+HCO2,638.57291,592.56753,562.55693,560.54123,544.54633,324.29089,308.29599,291.26989,282.28079,265.25426,265.25429
Cer_NS(d20:1/18:1)+HCO2,636.55725,590.55187,560.54127,558.52557,542.53067,322.27523,306.28033,291.26989,280.26513,265.25426,263.23863
Cer_NS(d20:1/18:2)+HCO2,634.54159,588.53621,558.52561,556.50991,540.51501,320.25957,304.26467,291.26989,278.24947,265.25426,261.22297
Cer_NS(d20:1/18:3)+HCO2,632.52593,586.52055,556.50995,554.49425,538.49935,318.24391,302.24901,291.26989,276.23381,265.25426,259.20731
Cer_NS(d20:1/18:4)+HCO2,630.51027,584.50489,554.49429,552.47859,536.48369,316.22825,300.23335,291.26989,274.21815,265.25426,257.19165
Cer_NS(d20:1/19:0)+HCO2,652.58857,606.58319,576.57259,574.55689,558.56199,338.30655,322.31165,291.26989,296.29645,265.25426,279.26995
Cer_NS(d20:1/19:1)+HCO2,650.57291,604.56753,574.55693,572.54123,556.54633,336.29089,320.29599,291.26989,294.28079,265.25426,277.25429
Cer_NS(d20:1/19:2)+HCO2,648.55725,602.55187,572.54127,570.52557,554.53067,334.27523,318.28033,291.26989,292.26513,265.25426,275.23863
Cer_NS(d20:1/19:3)+HCO2,646.54159,600.53621,570.52561,568.50991,552.51501,332.25957,316.26467,291.26989,290.24947,265.25426,273.22297
Cer_NS(d20:1/19:4)+HCO2,644.52593,598.52055,568.50995,566.49425,550.49935,330.24391,314.24901,291.26989,288.23381,265.25426,271.20731
Cer_NS(d20:1/20:0)+HCO2,666.60423,620.59885,590.58825,588.57255,572.57765,352.32221,336.32731,291.26989,310.31211,265.25426,293.28561
Cer_NS(d20:1/20:1)+HCO2,664.58857,618.58319,588.57259,586.55689,570.56199,350.30655,334.31165,291.26989,308.29645,265.25426,291.26995
Cer_NS(d20:1/20:2)+HCO2,662.57291,616.56753,586.55693,584.54123,568.54633,348.29089,332.29599,291.26989,306.28079,265.25426,289.25429
Cer_NS(d20:1/20:3)+HCO2,660.55725,614.55187,584.54127,582.52557,566.53067,346.27523,330.28033,291.26989,304.26513,265.25426,287.23863
Cer_NS(d20:1/20:4)+HCO2,658.54159,612.53621,582.52561,580.50991,564.51501,344.25957,328.26467,291.26989,302.24947,265.25426,285.22297
Cer_NS(d20:1/21:0)+HCO2,680.61989,634.61451,604.60391,602.58821,586.59331,366.33787,350.34297,291.26989,324.32777,265.25426,307.30127
Cer_NS(d20:1/21:1)+HCO2,678.60423,632.59885,602.58825,600.57255,584.57765,364.32221,348.32731,291.26989,322.31211,265.25426,305.28561
Cer_NS(d20:1/21:2)+HCO2,676.58857,630.58319,600.57259,598.55689,582.56199,362.30655,346.31165,291.26989,320.29645,265.25426,303.26995
Cer_NS(d20:1/21:3)+HCO2,674.57291,628.56753,598.55693,596.54123,580.54633,360.29089,344.29599,291.26989,318.28079,265.25426,301.25429
Cer_NS(d20:1/21:4)+HCO2,672.55725,626.55187,596.54127,594.52557,578.53067,358.27523,342.28033,291.26989,316.26513,265.25426,299.23863
Cer_NS(d20:1/22:0)+HCO2,694.63555,648.63017,618.61957,616.60387,600.60897,380.35353,364.35863,291.26989,338.34343,265.25426,321.31693
Cer_NS(d20:1/22:1)+HCO2,692.61989,646.61451,616.60391,614.58821,598.59331,378.33787,362.34297,291.26989,336.32777,265.25426,319.30127
Cer_NS(d20:1/22:2)+HCO2,690.60423,644.59885,614.58825,612.57255,596.57765,376.32221,360.32731,291.26989,334.31211,265.25426,317.28561
Cer_NS(d20:1/22:3)+HCO2,688.58857,642.58319,612.57259,610.55689,594.56199,374.30655,358.31165,291.26989,332.29645,265.25426,315.26995
Cer_NS(d20:1/22:4)+HCO2,686.57291,640.56753,610.55693,608.54123,592.54633,372.29089,356.29599,291.26989,330.28079,265.25426,313.25429
Cer_NS(d20:1/23:0)+HCO2,708.65121,662.64583,632.63523,630.61953,614.62463,394.36919,378.37429,291.26989,352.35909,265.25426,335.33259
Cer_NS(d20:1/23:1)+HCO2,706.63555,660.63017,630.61957,628.60387,612.60897,392.35353,376.35863,291.26989,350.34343,265.25426,333.31693
Cer_NS(d20:1/23:2)+HCO2,704.61989,658.61451,628.60391,626.58821,610.59331,390.33787,374.34297,291.26989,348.32777,265.25426,331.30127
Cer_NS(d20:1/23:3)+HCO2,702.60423,656.59885,626.58825,624.57255,608.57765,388.32221,372.32731,291.26989,346.31211,265.25426,329.28561
Cer_NS(d20:1/23:4)+HCO2,700.58857,654.58319,624.57259,622.55689,606.56199,386.30655,370.31165,291.26989,344.29645,265.25426,327.26995
Cer_NS(d20:1/24:0)+HCO2,722.66687,676.66149,646.65089,644.63519,628.64029,408.38485,392.38995,291.26989,366.37475,265.25426,349.34825
Cer_NS(d20:1/24:1)+HCO2,720.65121,674.64583,644.63523,642.61953,626.62463,406.36919,390.37429,291.26989,364.35909,265.25426,347.33259
Cer_NS(d20:1/24:2)+HCO2,718.63555,672.63017,642.61957,640.60387,624.60897,404.35353,388.35863,291.26989,362.34343,265.25426,345.31693
Cer_NS(d20:1/24:3)+HCO2,716.61989,670.61451,640.60391,638.58821,622.59331,402.33787,386.34297,291.26989,360.32777,265.25426,343.30127
Cer_NS(d20:1/24:4)+HCO2,714.60423,668.59885,638.58825,636.57255,620.57765,400.32221,384.32731,291.26989,358.31211,265.25426,341.28561
Cer_NS(d20:1/25:0)+HCO2,736.68253,690.67715,660.66655,658.65085,642.65595,422.40051,406.40561,291.26989,380.39041,265.25426,363.36391
Cer_NS(d20:1/25:1)+HCO2,734.66687,688.66149,658.65089,656.63519,640.64029,420.38485,404.38995,291.26989,378.37475,265.25426,361.34825
Cer_NS(d20:1/25:2)+HCO2,732.65121,686.64583,656.63523,654.61953,638.62463,418.36919,402.37429,291.26989,376.35909,265.25426,359.33259
Cer_NS(d20:1/25:3)+HCO2,730.63555,684.63017,654.61957,652.60387,636.60897,416.35353,400.35863,291.26989,374.34343,265.25426,357.31693
Cer_NS(d20:1/25:4)+HCO2,728.61989,682.61451,652.60391,650.58821,634.59331,414.33787,398.34297,291.26989,372.32777,265.25426,355.30127
Cer_NS(d20:1/26:0)+HCO2,750.69819,704.69281,674.68221,672.66651,656.67161,436.41617,420.42127,291.26989,394.40607,265.25426,377.37957
Cer_NS(d20:1/26:1)+HCO2,748.68253,702.67715,672.66655,670.65085,654.65595,434.40051,418.40561,291.26989,392.39041,265.25426,375.36391
Cer_NS(d20:1/26:2)+HCO2,746.66687,700.66149,670.65089,668.63519,652.64029,432.38485,416.38995,291.26989,390.37475,265.25426,373.34825
Cer_NS(d20:1/26:3)+HCO2,744.65121,698.64583,668.63523,666.61953,650.62463,430.36919,414.37429,291.26989,388.35909,265.25426,371.33259
Cer_NS(d20:1/26:4)+HCO2,742.63555,696.63017,666.61957,664.60387,648.60897,428.35353,412.35863,291.26989,386.34343,265.25426,369.31693
Cer_NS(d20:1/27:0)+HCO2,764.71385,718.70847,688.69787,686.68217,670.68727,450.43183,434.43693,291.26989,408.42173,265.25426,391.39523
Cer_NS(d20:1/27:1)+HCO2,762.69819,716.69281,686.68221,684.66651,668.67161,448.41617,432.42127,291.26989,406.40607,265.25426,389.37957
Cer_NS(d20:1/27:2)+HCO2,760.68253,714.67715,684.66655,682.65085,666.65595,446.40051,430.40561,291.26989,404.39041,265.25426,387.36391
Cer_NS(d20:1/27:3)+HCO2,758.66687,712.66149,682.65089,680.63519,664.64029,444.38485,428.38995,291.26989,402.37475,265.25426,385.34825
Cer_NS(d20:1/27:4)+HCO2,756.65121,710.64583,680.63523,678.61953,662.62463,442.36919,426.37429,291.26989,400.35909,265.25426,383.33259
Cer_NS(d20:1/28:0)+HCO2,778.72951,732.72413,702.71353,700.69783,684.70293,464.44749,448.45259,291.26989,422.43739,265.25426,405.41089
Cer_NS(d20:1/28:1)+HCO2,776.71385,730.70847,700.69787,698.68217,682.68727,462.43183,446.43693,291.26989,420.42173,265.25426,403.39523
Cer_NS(d20:1/28:2)+HCO2,774.69819,728.69281,698.68221,696.66651,680.67161,460.41617,444.42127,291.26989,418.40607,265.25426,401.37957
Cer_NS(d20:1/28:3)+HCO2,772.68253,726.67715,696.66655,694.65085,678.65595,458.40051,442.40561,291.26989,416.39041,265.25426,399.36391
Cer_NS(d20:1/28:4)+HCO2,770.66687,724.66149,694.65089,692.63519,676.64029,456.38485,440.38995,291.26989,414.37475,265.25426,397.34825
Cer_NS(d20:1/29:0)+HCO2,792.74517,746.73979,716.72919,714.71349,698.71859,478.46315,462.46825,291.26989,436.45305,265.25426,419.42655
Cer_NS(d20:1/29:1)+HCO2,790.72951,744.72413,714.71353,712.69783,696.70293,476.44749,460.45259,291.26989,434.43739,265.25426,417.41089
Cer_NS(d20:1/29:2)+HCO2,788.71385,742.70847,712.69787,710.68217,694.68727,474.43183,458.43693,291.26989,432.42173,265.25426,415.39523
Cer_NS(d20:1/29:3)+HCO2,786.69819,740.69281,710.68221,708.66651,692.67161,472.41617,456.42127,291.26989,430.40607,265.25426,413.37957
Cer_NS(d20:1/29:4)+HCO2,784.68253,738.67715,708.66655,706.65085,690.65595,470.40051,454.40561,291.26989,428.39041,265.25426,411.36391
Cer_NS(d20:1/30:0)+HCO2,806.76083,760.75545,730.74485,728.72915,712.73425,492.47881,476.48391,291.26989,450.46871,265.25426,433.44221
Cer_NS(d20:1/30:1)+HCO2,804.74517,758.73979,728.72919,726.71349,710.71859,490.46315,474.46825,291.26989,448.45305,265.25426,431.42655
Cer_NS(d20:1/30:2)+HCO2,802.72951,756.72413,726.71353,724.69783,708.70293,488.44749,472.45259,291.26989,446.43739,265.25426,429.41089
Cer_NS(d20:1/30:3)+HCO2,800.71385,754.70847,724.69787,722.68217,706.68727,486.43183,470.43693,291.26989,444.42173,265.25426,427.39523
Cer_NS(d20:1/30:4)+HCO2,798.69819,752.69281,722.68221,720.66651,704.67161,484.41617,468.42127,291.26989,442.40607,265.25426,425.37957
Cer_NS(d20:1/31:0)+HCO2,820.77649,774.77111,744.76051,742.74481,726.74991,506.49447,490.49957,291.26989,464.48437,265.25426,447.45787
Cer_NS(d20:1/31:1)+HCO2,818.76083,772.75545,742.74485,740.72915,724.73425,504.47881,488.48391,291.26989,462.46871,265.25426,445.44221
Cer_NS(d20:1/31:2)+HCO2,816.74517,770.73979,740.72919,738.71349,722.71859,502.46315,486.46825,291.26989,460.45305,265.25426,443.42655
Cer_NS(d20:1/31:3)+HCO2,814.72951,768.72413,738.71353,736.69783,720.70293,500.44749,484.45259,291.26989,458.43739,265.25426,441.41089
Cer_NS(d20:1/31:4)+HCO2,812.71385,766.70847,736.69787,734.68217,718.68727,498.43183,482.43693,291.26989,456.42173,265.25426,439.39523
Cer_NS(d20:1/32:0)+HCO2,834.79215,788.78677,758.77617,756.76047,740.76557,520.51013,504.51523,291.26989,478.50003,265.25426,461.47353
Cer_NS(d20:1/32:1)+HCO2,832.77649,786.77111,756.76051,754.74481,738.74991,518.49447,502.49957,291.26989,476.48437,265.25426,459.45787
Cer_NS(d20:1/32:2)+HCO2,830.76083,784.75545,754.74485,752.72915,736.73425,516.47881,500.48391,291.26989,474.46871,265.25426,457.44221
Cer_NS(d20:1/32:3)+HCO2,828.74517,782.73979,752.72919,750.71349,734.71859,514.46315,498.46825,291.26989,472.45305,265.25426,455.42655
Cer_NS(d20:1/32:4)+HCO2,826.72951,780.72413,750.71353,748.69783,732.70293,512.44749,496.45259,291.26989,470.43739,265.25426,453.41089
Cer_NS(d20:1/33:0)+HCO2,848.80781,802.80243,772.79183,770.77613,754.78123,534.52579,518.53089,291.26989,492.51569,265.25426,475.48919
Cer_NS(d20:1/33:1)+HCO2,846.79215,800.78677,770.77617,768.76047,752.76557,532.51013,516.51523,291.26989,490.50003,265.25426,473.47353
Cer_NS(d20:1/33:2)+HCO2,844.77649,798.77111,768.76051,766.74481,750.74991,530.49447,514.49957,291.26989,488.48437,265.25426,471.45787
Cer_NS(d20:1/33:3)+HCO2,842.76083,796.75545,766.74485,764.72915,748.73425,528.47881,512.48391,291.26989,486.46871,265.25426,469.44221
Cer_NS(d20:1/33:4)+HCO2,840.74517,794.73979,764.72919,762.71349,746.71859,526.46315,510.46825,291.26989,484.45305,265.25426,467.42655
Cer_NS(d20:1/34:0)+HCO2,862.82347,816.81809,786.80749,784.79179,768.79689,548.54145,532.54655,291.26989,506.53135,265.25426,489.50485
Cer_NS(d20:1/34:1)+HCO2,860.80781,814.80243,784.79183,782.77613,766.78123,546.52579,530.53089,291.26989,504.51569,265.25426,487.48919
Cer_NS(d20:1/34:2)+HCO2,858.79215,812.78677,782.77617,780.76047,764.76557,544.51013,528.51523,291.26989,502.50003,265.25426,485.47353
Cer_NS(d20:1/34:3)+HCO2,856.77649,810.77111,780.76051,778.74481,762.74991,542.49447,526.49957,291.26989,500.48437,265.25426,483.45787
Cer_NS(d20:1/34:4)+HCO2,854.76083,808.75545,778.74485,776.72915,760.73425,540.47881,524.48391,291.26989,498.46871,265.25426,481.44221
Cer_NS(d20:1/35:0)+HCO2,876.83913,830.83375,800.82315,798.80745,782.81255,562.55711,546.56221,291.26989,520.54701,265.25426,503.52051
Cer_NS(d20:1/35:1)+HCO2,874.82347,828.81809,798.80749,796.79179,780.79689,560.54145,544.54655,291.26989,518.53135,265.25426,501.50485
Cer_NS(d20:1/35:2)+HCO2,872.80781,826.80243,796.79183,794.77613,778.78123,558.52579,542.53089,291.26989,516.51569,265.25426,499.48919
Cer_NS(d20:1/35:3)+HCO2,870.79215,824.78677,794.77617,792.76047,776.76557,556.51013,540.51523,291.26989,514.50003,265.25426,497.47353
Cer_NS(d20:1/35:4)+HCO2,868.77649,822.77111,792.76051,790.74481,774.74991,554.49447,538.49957,291.26989,512.48437,265.25426,495.45787
