PE,[M+H]+,NL_head,NL_T1RCO,NL_T2RCO,T1_RCO+,T2_RCO+,head
PE(16:0_17:2)+H,702.50688,561.48777,323.25812,313.27372,239.23695,249.22135,142.02639
PE(16:0_18:0)+H,720.55378,579.53467,341.30502,313.27372,239.23695,267.26825,142.02639
PE(16:0_18:1)+H,718.53818,577.51907,339.28942,313.27372,239.23695,265.25265,142.02639
PE(16:0_18:2)+H,716.52248,575.50337,337.27372,313.27372,239.23695,263.23695,142.02639
PE(16:0_18:3)+H,714.50688,573.48777,335.25812,313.27372,239.23695,261.22135,142.02639
PE(16:0_18:4)+H,712.49118,571.47207,333.24242,313.27372,239.23695,259.20565,142.02639
PE(16:0_19:0)+H,734.56948,593.55037,355.32072,313.27372,239.23695,281.28395,142.02639
PE(16:0_20:0)+H,748.58508,607.56597,369.33632,313.27372,239.23695,295.29955,142.02639
PE(16:0_20:1)+H,746.56948,605.55037,367.32072,313.27372,239.23695,293.28395,142.02639
PE(16:0_20:2)+H,744.55378,603.53467,365.30502,313.27372,239.23695,291.26825,142.02639
PE(16:0_20:3)+H,742.53818,601.51907,363.28942,313.27372,239.23695,289.25265,142.02639
PE(16:0_20:4)+H,740.52248,599.50337,361.27372,313.27372,239.23695,287.23695,142.02639
PE(16:0_20:5)+H,738.50688,597.48777,359.25812,313.27372,239.23695,285.22135,142.02639
PE(16:0_21:0)+H,762.60078,621.58167,383.35202,313.27372,239.23695,309.31525,142.02639
PE(16:0_22:0)+H,776.61638,635.59727,397.36762,313.27372,239.23695,323.33085,142.02639
PE(16:0_22:1)+H,774.60078,633.58167,395.35202,313.27372,239.23695,321.31525,142.02639
PE(16:0_22:2)+H,772.58508,631.56597,393.33632,313.27372,239.23695,319.29955,142.02639
PE(16:0_22:3)+H,770.56948,629.55037,391.32072,313.27372,239.23695,317.28395,142.02639
PE(16:0_22:4)+H,768.55378,627.53467,389.30502,313.27372,239.23695,315.26825,142.02639
PE(16:0_22:5)+H,766.53818,625.51907,387.28942,313.27372,239.23695,313.25265,142.02639
PE(16:0_22:6)+H,764.52248,623.50337,385.27372,313.27372,239.23695,311.23695,142.02639
PE(16:0_23:0)+H,790.63208,649.61297,411.38332,313.27372,239.23695,337.34655,142.02639
PE(16:0_24:0)+H,804.64768,663.62857,425.39892,313.27372,239.23695,351.36215,142.02639
PE(16:0_24:1)+H,802.63208,661.61297,423.38332,313.27372,239.23695,349.34655,142.02639
PE(16:0_25:0)+H,818.66338,677.64427,439.41462,313.27372,239.23695,365.37785,142.02639
PE(16:0_26:0)+H,832.67898,691.65987,453.43022,313.27372,239.23695,379.39345,142.02639
PE(16:1_16:1)+H,688.49128,547.47217,311.25812,311.25812,237.22135,237.22135,142.02639
PE(16:1_17:0)+H,704.52258,563.50347,327.28942,311.25812,237.22135,253.25265,142.02639
PE(16:1_17:1)+H,702.50688,561.48777,325.27372,311.25812,237.22135,251.23695,142.02639
PE(16:1_17:2)+H,700.49128,559.47217,323.25812,311.25812,237.22135,249.22135,142.02639
PE(16:1_18:0)+H,718.53818,577.51907,341.30502,311.25812,237.22135,267.26825,142.02639
PE(16:1_18:1)+H,716.52258,575.50347,339.28942,311.25812,237.22135,265.25265,142.02639
PE(16:1_18:2)+H,714.50688,573.48777,337.27372,311.25812,237.22135,263.23695,142.02639
PE(16:1_18:3)+H,712.49128,571.47217,335.25812,311.25812,237.22135,261.22135,142.02639
PE(16:1_18:4)+H,710.47558,569.45647,333.24242,311.25812,237.22135,259.20565,142.02639
PE(16:1_19:0)+H,732.55388,591.53477,355.32072,311.25812,237.22135,281.28395,142.02639
PE(16:1_20:0)+H,746.56948,605.55037,369.33632,311.25812,237.22135,295.29955,142.02639
PE(16:1_20:1)+H,744.55388,603.53477,367.32072,311.25812,237.22135,293.28395,142.02639
PE(16:1_20:2)+H,742.53818,601.51907,365.30502,311.25812,237.22135,291.26825,142.02639
PE(16:1_20:3)+H,740.52258,599.50347,363.28942,311.25812,237.22135,289.25265,142.02639
PE(16:1_20:4)+H,738.50688,597.48777,361.27372,311.25812,237.22135,287.23695,142.02639
PE(16:1_20:5)+H,736.49128,595.47217,359.25812,311.25812,237.22135,285.22135,142.02639
PE(16:1_21:0)+H,760.58518,619.56607,383.35202,311.25812,237.22135,309.31525,142.02639
PE(16:1_22:0)+H,774.60078,633.58167,397.36762,311.25812,237.22135,323.33085,142.02639
PE(16:1_22:1)+H,772.58518,631.56607,395.35202,311.25812,237.22135,321.31525,142.02639
PE(16:1_22:2)+H,770.56948,629.55037,393.33632,311.25812,237.22135,319.29955,142.02639
PE(16:1_22:3)+H,768.55388,627.53477,391.32072,311.25812,237.22135,317.28395,142.02639
PE(16:1_22:4)+H,766.53818,625.51907,389.30502,311.25812,237.22135,315.26825,142.02639
PE(16:1_22:5)+H,764.52258,623.50347,387.28942,311.25812,237.22135,313.25265,142.02639
PE(16:1_22:6)+H,762.50688,621.48777,385.27372,311.25812,237.22135,311.23695,142.02639
PE(16:1_23:0)+H,788.61648,647.59737,411.38332,311.25812,237.22135,337.34655,142.02639
PE(16:1_24:0)+H,802.63208,661.61297,425.39892,311.25812,237.22135,351.36215,142.02639
PE(16:1_24:1)+H,800.61648,659.59737,423.38332,311.25812,237.22135,349.34655,142.02639
PE(16:1_25:0)+H,816.64778,675.62867,439.41462,311.25812,237.22135,365.37785,142.02639
PE(16:1_26:0)+H,830.66338,689.64427,453.43022,311.25812,237.22135,379.39345,142.02639
PE(17:0_17:0)+H,720.55388,579.53477,327.28942,327.28942,253.25265,253.25265,142.02639
PE(17:0_17:1)+H,718.53818,577.51907,325.27372,327.28942,253.25265,251.23695,142.02639
PE(17:0_17:2)+H,716.52258,575.50347,323.25812,327.28942,253.25265,249.22135,142.02639
PE(17:0_18:0)+H,734.56948,593.55037,341.30502,327.28942,253.25265,267.26825,142.02639
PE(17:0_18:1)+H,732.55388,591.53477,339.28942,327.28942,253.25265,265.25265,142.02639
PE(17:0_18:2)+H,730.53818,589.51907,337.27372,327.28942,253.25265,263.23695,142.02639
PE(17:0_18:3)+H,728.52258,587.50347,335.25812,327.28942,253.25265,261.22135,142.02639
PE(17:0_18:4)+H,726.50688,585.48777,333.24242,327.28942,253.25265,259.20565,142.02639
PE(17:0_19:0)+H,748.58518,607.56607,355.32072,327.28942,253.25265,281.28395,142.02639
PE(17:0_20:0)+H,762.60078,621.58167,369.33632,327.28942,253.25265,295.29955,142.02639
PE(17:0_20:1)+H,760.58518,619.56607,367.32072,327.28942,253.25265,293.28395,142.02639
PE(17:0_20:2)+H,758.56948,617.55037,365.30502,327.28942,253.25265,291.26825,142.02639
PE(17:0_20:3)+H,756.55388,615.53477,363.28942,327.28942,253.25265,289.25265,142.02639
PE(17:0_20:4)+H,754.53818,613.51907,361.27372,327.28942,253.25265,287.23695,142.02639
PE(17:0_20:5)+H,752.52258,611.50347,359.25812,327.28942,253.25265,285.22135,142.02639
PE(17:0_21:0)+H,776.61648,635.59737,383.35202,327.28942,253.25265,309.31525,142.02639
PE(17:0_22:0)+H,790.63208,649.61297,397.36762,327.28942,253.25265,323.33085,142.02639
PE(17:0_22:1)+H,788.61648,647.59737,395.35202,327.28942,253.25265,321.31525,142.02639
PE(17:0_22:2)+H,786.60078,645.58167,393.33632,327.28942,253.25265,319.29955,142.02639
PE(17:0_22:3)+H,784.58518,643.56607,391.32072,327.28942,253.25265,317.28395,142.02639
PE(17:0_22:4)+H,782.56948,641.55037,389.30502,327.28942,253.25265,315.26825,142.02639
PE(17:0_22:5)+H,780.55388,639.53477,387.28942,327.28942,253.25265,313.25265,142.02639
PE(17:0_22:6)+H,778.53818,637.51907,385.27372,327.28942,253.25265,311.23695,142.02639
PE(17:0_23:0)+H,804.64778,663.62867,411.38332,327.28942,253.25265,337.34655,142.02639
PE(17:0_24:0)+H,818.66338,677.64427,425.39892,327.28942,253.25265,351.36215,142.02639
PE(17:0_24:1)+H,816.64778,675.62867,423.38332,327.28942,253.25265,349.34655,142.02639
PE(17:0_25:0)+H,832.67908,691.65997,439.41462,327.28942,253.25265,365.37785,142.02639
PE(17:0_26:0)+H,846.69468,705.67557,453.43022,327.28942,253.25265,379.39345,142.02639
PE(17:1_17:1)+H,716.52248,575.50337,325.27372,325.27372,251.23695,251.23695,142.02639
PE(17:1_17:2)+H,714.50688,573.48777,323.25812,325.27372,251.23695,249.22135,142.02639
PE(17:1_18:0)+H,732.55378,591.53467,341.30502,325.27372,251.23695,267.26825,142.02639
PE(17:1_18:1)+H,730.53818,589.51907,339.28942,325.27372,251.23695,265.25265,142.02639
PE(17:1_18:2)+H,728.52248,587.50337,337.27372,325.27372,251.23695,263.23695,142.02639
PE(17:1_18:3)+H,726.50688,585.48777,335.25812,325.27372,251.23695,261.22135,142.02639
PE(17:1_18:4)+H,724.49118,583.47207,333.24242,325.27372,251.23695,259.20565,142.02639
PE(17:1_19:0)+H,746.56948,605.55037,355.32072,325.27372,251.23695,281.28395,142.02639
PE(17:1_20:0)+H,760.58508,619.56597,369.33632,325.27372,251.23695,295.29955,142.02639
PE(17:1_20:1)+H,758.56948,617.55037,367.32072,325.27372,251.23695,293.28395,142.02639
PE(17:1_20:2)+H,756.55378,615.53467,365.30502,325.27372,251.23695,291.26825,142.02639
PE(17:1_20:3)+H,754.53818,613.51907,363.28942,325.27372,251.23695,289.25265,142.02639
PE(17:1_20:4)+H,752.52248,611.50337,361.27372,325.27372,251.23695,287.23695,142.02639
PE(17:1_20:5)+H,750.50688,609.48777,359.25812,325.27372,251.23695,285.22135,142.02639
PE(17:1_21:0)+H,774.60078,633.58167,383.35202,325.27372,251.23695,309.31525,142.02639
PE(17:1_22:0)+H,788.61638,647.59727,397.36762,325.27372,251.23695,323.33085,142.02639
PE(17:1_22:1)+H,786.60078,645.58167,395.35202,325.27372,251.23695,321.31525,142.02639
PE(17:1_22:2)+H,784.58508,643.56597,393.33632,325.27372,251.23695,319.29955,142.02639
PE(17:1_22:3)+H,782.56948,641.55037,391.32072,325.27372,251.23695,317.28395,142.02639
PE(17:1_22:4)+H,780.55378,639.53467,389.30502,325.27372,251.23695,315.26825,142.02639
PE(17:1_22:5)+H,778.53818,637.51907,387.28942,325.27372,251.23695,313.25265,142.02639
PE(17:1_22:6)+H,776.52248,635.50337,385.27372,325.27372,251.23695,311.23695,142.02639
PE(17:1_23:0)+H,802.63208,661.61297,411.38332,325.27372,251.23695,337.34655,142.02639
PE(17:1_24:0)+H,816.64768,675.62857,425.39892,325.27372,251.23695,351.36215,142.02639
PE(17:1_24:1)+H,814.63208,673.61297,423.38332,325.27372,251.23695,349.34655,142.02639
PE(17:1_25:0)+H,830.66338,689.64427,439.41462,325.27372,251.23695,365.37785,142.02639
PE(17:1_26:0)+H,844.67898,703.65987,453.43022,325.27372,251.23695,379.39345,142.02639
PE(17:2_17:2)+H,712.49128,571.47217,323.25812,323.25812,249.22135,249.22135,142.02639
PE(17:2_18:0)+H,730.53818,589.51907,341.30502,323.25812,249.22135,267.26825,142.02639
PE(17:2_18:1)+H,728.52258,587.50347,339.28942,323.25812,249.22135,265.25265,142.02639
PE(17:2_18:2)+H,726.50688,585.48777,337.27372,323.25812,249.22135,263.23695,142.02639
PE(17:2_18:3)+H,724.49128,583.47217,335.25812,323.25812,249.22135,261.22135,142.02639
PE(17:2_18:4)+H,722.47558,581.45647,333.24242,323.25812,249.22135,259.20565,142.02639
PE(17:2_19:0)+H,744.55388,603.53477,355.32072,323.25812,249.22135,281.28395,142.02639
PE(17:2_20:0)+H,758.56948,617.55037,369.33632,323.25812,249.22135,295.29955,142.02639
PE(17:2_20:1)+H,756.55388,615.53477,367.32072,323.25812,249.22135,293.28395,142.02639
PE(17:2_20:2)+H,754.53818,613.51907,365.30502,323.25812,249.22135,291.26825,142.02639
PE(17:2_20:3)+H,752.52258,611.50347,363.28942,323.25812,249.22135,289.25265,142.02639
PE(17:2_20:4)+H,750.50688,609.48777,361.27372,323.25812,249.22135,287.23695,142.02639
PE(17:2_20:5)+H,748.49128,607.47217,359.25812,323.25812,249.22135,285.22135,142.02639
PE(17:2_21:0)+H,772.58518,631.56607,383.35202,323.25812,249.22135,309.31525,142.02639
PE(17:2_22:0)+H,786.60078,645.58167,397.36762,323.25812,249.22135,323.33085,142.02639
PE(17:2_22:1)+H,784.58518,643.56607,395.35202,323.25812,249.22135,321.31525,142.02639
PE(17:2_22:2)+H,782.56948,641.55037,393.33632,323.25812,249.22135,319.29955,142.02639
PE(17:2_22:3)+H,780.55388,639.53477,391.32072,323.25812,249.22135,317.28395,142.02639
PE(17:2_22:4)+H,778.53818,637.51907,389.30502,323.25812,249.22135,315.26825,142.02639
PE(17:2_22:5)+H,776.52258,635.50347,387.28942,323.25812,249.22135,313.25265,142.02639
PE(17:2_22:6)+H,774.50688,633.48777,385.27372,323.25812,249.22135,311.23695,142.02639
PE(17:2_23:0)+H,800.61648,659.59737,411.38332,323.25812,249.22135,337.34655,142.02639
PE(17:2_24:0)+H,814.63208,673.61297,425.39892,323.25812,249.22135,351.36215,142.02639
PE(17:2_24:1)+H,812.61648,671.59737,423.38332,323.25812,249.22135,349.34655,142.02639
PE(17:2_25:0)+H,828.64778,687.62867,439.41462,323.25812,249.22135,365.37785,142.02639
PE(17:2_26:0)+H,842.66338,701.64427,453.43022,323.25812,249.22135,379.39345,142.02639
PE(18:0_18:0)+H,748.58508,607.56597,341.30502,341.30502,267.26825,267.26825,142.02639
PE(18:0_18:1)+H,746.56948,605.55037,339.28942,341.30502,267.26825,265.25265,142.02639
PE(18:0_18:2)+H,744.55378,603.53467,337.27372,341.30502,267.26825,263.23695,142.02639
PE(18:0_18:3)+H,742.53818,601.51907,335.25812,341.30502,267.26825,261.22135,142.02639
PE(18:0_18:4)+H,740.52248,599.50337,333.24242,341.30502,267.26825,259.20565,142.02639
PE(18:0_19:0)+H,762.60078,621.58167,355.32072,341.30502,267.26825,281.28395,142.02639
PE(18:0_20:0)+H,776.61638,635.59727,369.33632,341.30502,267.26825,295.29955,142.02639
PE(18:0_20:1)+H,774.60078,633.58167,367.32072,341.30502,267.26825,293.28395,142.02639
PE(18:0_20:2)+H,772.58508,631.56597,365.30502,341.30502,267.26825,291.26825,142.02639
PE(18:0_20:3)+H,770.56948,629.55037,363.28942,341.30502,267.26825,289.25265,142.02639
PE(18:0_20:4)+H,768.55378,627.53467,361.27372,341.30502,267.26825,287.23695,142.02639
PE(18:0_20:5)+H,766.53818,625.51907,359.25812,341.30502,267.26825,285.22135,142.02639
PE(18:0_21:0)+H,790.63208,649.61297,383.35202,341.30502,267.26825,309.31525,142.02639
PE(18:0_22:0)+H,804.64768,663.62857,397.36762,341.30502,267.26825,323.33085,142.02639
PE(18:0_22:1)+H,802.63208,661.61297,395.35202,341.30502,267.26825,321.31525,142.02639
PE(18:0_22:2)+H,800.61638,659.59727,393.33632,341.30502,267.26825,319.29955,142.02639
PE(18:0_22:3)+H,798.60078,657.58167,391.32072,341.30502,267.26825,317.28395,142.02639
PE(18:0_22:4)+H,796.58508,655.56597,389.30502,341.30502,267.26825,315.26825,142.02639
PE(18:0_22:5)+H,794.56948,653.55037,387.28942,341.30502,267.26825,313.25265,142.02639
PE(18:0_22:6)+H,792.55378,651.53467,385.27372,341.30502,267.26825,311.23695,142.02639
PE(18:0_23:0)+H,818.66338,677.64427,411.38332,341.30502,267.26825,337.34655,142.02639
PE(18:0_24:0)+H,832.67898,691.65987,425.39892,341.30502,267.26825,351.36215,142.02639
PE(18:0_24:1)+H,830.66338,689.64427,423.38332,341.30502,267.26825,349.34655,142.02639
PE(18:0_25:0)+H,846.69468,705.67557,439.41462,341.30502,267.26825,365.37785,142.02639
PE(18:0_26:0)+H,860.71028,719.69117,453.43022,341.30502,267.26825,379.39345,142.02639
PE(18:1_18:1)+H,744.55388,603.53477,339.28942,339.28942,265.25265,265.25265,142.02639
PE(18:1_18:2)+H,742.53818,601.51907,337.27372,339.28942,265.25265,263.23695,142.02639
PE(18:1_18:3)+H,740.52258,599.50347,335.25812,339.28942,265.25265,261.22135,142.02639
PE(18:1_18:4)+H,738.50688,597.48777,333.24242,339.28942,265.25265,259.20565,142.02639
PE(18:1_19:0)+H,760.58518,619.56607,355.32072,339.28942,265.25265,281.28395,142.02639
PE(18:1_20:0)+H,774.60078,633.58167,369.33632,339.28942,265.25265,295.29955,142.02639
PE(18:1_20:1)+H,772.58518,631.56607,367.32072,339.28942,265.25265,293.28395,142.02639
PE(18:1_20:2)+H,770.56948,629.55037,365.30502,339.28942,265.25265,291.26825,142.02639
PE(18:1_20:3)+H,768.55388,627.53477,363.28942,339.28942,265.25265,289.25265,142.02639
PE(18:1_20:4)+H,766.53818,625.51907,361.27372,339.28942,265.25265,287.23695,142.02639
PE(18:1_20:5)+H,764.52258,623.50347,359.25812,339.28942,265.25265,285.22135,142.02639
PE(18:1_21:0)+H,788.61648,647.59737,383.35202,339.28942,265.25265,309.31525,142.02639
PE(18:1_22:0)+H,802.63208,661.61297,397.36762,339.28942,265.25265,323.33085,142.02639
PE(18:1_22:1)+H,800.61648,659.59737,395.35202,339.28942,265.25265,321.31525,142.02639
PE(18:1_22:2)+H,798.60078,657.58167,393.33632,339.28942,265.25265,319.29955,142.02639
PE(18:1_22:3)+H,796.58518,655.56607,391.32072,339.28942,265.25265,317.28395,142.02639
PE(18:1_22:4)+H,794.56948,653.55037,389.30502,339.28942,265.25265,315.26825,142.02639
PE(18:1_22:5)+H,792.55388,651.53477,387.28942,339.28942,265.25265,313.25265,142.02639
PE(18:1_22:6)+H,790.53818,649.51907,385.27372,339.28942,265.25265,311.23695,142.02639
PE(18:1_23:0)+H,816.64778,675.62867,411.38332,339.28942,265.25265,337.34655,142.02639
PE(18:1_24:0)+H,830.66338,689.64427,425.39892,339.28942,265.25265,351.36215,142.02639
PE(18:1_24:1)+H,828.64778,687.62867,423.38332,339.28942,265.25265,349.34655,142.02639
PE(18:1_25:0)+H,844.67908,703.65997,439.41462,339.28942,265.25265,365.37785,142.02639
PE(18:1_26:0)+H,858.69468,717.67557,453.43022,339.28942,265.25265,379.39345,142.02639
PE(18:2_18:2)+H,740.52248,599.50337,337.27372,337.27372,263.23695,263.23695,142.02639
PE(18:2_18:3)+H,738.50688,597.48777,335.25812,337.27372,263.23695,261.22135,142.02639
PE(18:2_18:4)+H,736.49118,595.47207,333.24242,337.27372,263.23695,259.20565,142.02639
PE(18:2_19:0)+H,758.56948,617.55037,355.32072,337.27372,263.23695,281.28395,142.02639
PE(18:2_20:0)+H,772.58508,631.56597,369.33632,337.27372,263.23695,295.29955,142.02639
PE(18:2_20:1)+H,770.56948,629.55037,367.32072,337.27372,263.23695,293.28395,142.02639
PE(18:2_20:2)+H,768.55378,627.53467,365.30502,337.27372,263.23695,291.26825,142.02639
PE(18:2_20:3)+H,766.53818,625.51907,363.28942,337.27372,263.23695,289.25265,142.02639
PE(18:2_20:4)+H,764.52248,623.50337,361.27372,337.27372,263.23695,287.23695,142.02639
PE(18:2_20:5)+H,762.50688,621.48777,359.25812,337.27372,263.23695,285.22135,142.02639
PE(18:2_21:0)+H,786.60078,645.58167,383.35202,337.27372,263.23695,309.31525,142.02639
PE(18:2_22:0)+H,800.61638,659.59727,397.36762,337.27372,263.23695,323.33085,142.02639
PE(18:2_22:1)+H,798.60078,657.58167,395.35202,337.27372,263.23695,321.31525,142.02639
PE(18:2_22:2)+H,796.58508,655.56597,393.33632,337.27372,263.23695,319.29955,142.02639
PE(18:2_22:3)+H,794.56948,653.55037,391.32072,337.27372,263.23695,317.28395,142.02639
PE(18:2_22:4)+H,792.55378,651.53467,389.30502,337.27372,263.23695,315.26825,142.02639
PE(18:2_22:5)+H,790.53818,649.51907,387.28942,337.27372,263.23695,313.25265,142.02639
PE(18:2_22:6)+H,788.52248,647.50337,385.27372,337.27372,263.23695,311.23695,142.02639
PE(18:2_23:0)+H,814.63208,673.61297,411.38332,337.27372,263.23695,337.34655,142.02639
PE(18:2_24:0)+H,828.64768,687.62857,425.39892,337.27372,263.23695,351.36215,142.02639
PE(18:2_24:1)+H,826.63208,685.61297,423.38332,337.27372,263.23695,349.34655,142.02639
PE(18:2_25:0)+H,842.66338,701.64427,439.41462,337.27372,263.23695,365.37785,142.02639
PE(18:2_26:0)+H,856.67898,715.65987,453.43022,337.27372,263.23695,379.39345,142.02639
PE(18:3_18:3)+H,736.49128,595.47217,335.25812,335.25812,261.22135,261.22135,142.02639
PE(18:3_18:4)+H,734.47558,593.45647,333.24242,335.25812,261.22135,259.20565,142.02639
PE(18:3_19:0)+H,756.55388,615.53477,355.32072,335.25812,261.22135,281.28395,142.02639
PE(18:3_20:0)+H,770.56948,629.55037,369.33632,335.25812,261.22135,295.29955,142.02639
PE(18:3_20:1)+H,768.55388,627.53477,367.32072,335.25812,261.22135,293.28395,142.02639
PE(18:3_20:2)+H,766.53818,625.51907,365.30502,335.25812,261.22135,291.26825,142.02639
PE(18:3_20:3)+H,764.52258,623.50347,363.28942,335.25812,261.22135,289.25265,142.02639
PE(18:3_20:4)+H,762.50688,621.48777,361.27372,335.25812,261.22135,287.23695,142.02639
PE(18:3_20:5)+H,760.49128,619.47217,359.25812,335.25812,261.22135,285.22135,142.02639
PE(18:3_21:0)+H,784.58518,643.56607,383.35202,335.25812,261.22135,309.31525,142.02639
PE(18:3_22:0)+H,798.60078,657.58167,397.36762,335.25812,261.22135,323.33085,142.02639
PE(18:3_22:1)+H,796.58518,655.56607,395.35202,335.25812,261.22135,321.31525,142.02639
PE(18:3_22:2)+H,794.56948,653.55037,393.33632,335.25812,261.22135,319.29955,142.02639
PE(18:3_22:3)+H,792.55388,651.53477,391.32072,335.25812,261.22135,317.28395,142.02639
PE(18:3_22:4)+H,790.53818,649.51907,389.30502,335.25812,261.22135,315.26825,142.02639
PE(18:3_22:5)+H,788.52258,647.50347,387.28942,335.25812,261.22135,313.25265,142.02639
PE(18:3_22:6)+H,786.50688,645.48777,385.27372,335.25812,261.22135,311.23695,142.02639
PE(18:3_23:0)+H,812.61648,671.59737,411.38332,335.25812,261.22135,337.34655,142.02639
PE(18:3_24:0)+H,826.63208,685.61297,425.39892,335.25812,261.22135,351.36215,142.02639
PE(18:3_24:1)+H,824.61648,683.59737,423.38332,335.25812,261.22135,349.34655,142.02639
PE(18:3_25:0)+H,840.64778,699.62867,439.41462,335.25812,261.22135,365.37785,142.02639
PE(18:3_26:0)+H,854.66338,713.64427,453.43022,335.25812,261.22135,379.39345,142.02639
PE(18:4_18:4)+H,732.45988,591.44077,333.24242,333.24242,259.20565,259.20565,142.02639
PE(18:4_19:0)+H,754.53818,613.51907,355.32072,333.24242,259.20565,281.28395,142.02639
PE(18:4_20:0)+H,768.55378,627.53467,369.33632,333.24242,259.20565,295.29955,142.02639
PE(18:4_20:1)+H,766.53818,625.51907,367.32072,333.24242,259.20565,293.28395,142.02639
PE(18:4_20:2)+H,764.52248,623.50337,365.30502,333.24242,259.20565,291.26825,142.02639
PE(18:4_20:3)+H,762.50688,621.48777,363.28942,333.24242,259.20565,289.25265,142.02639
PE(18:4_20:4)+H,760.49118,619.47207,361.27372,333.24242,259.20565,287.23695,142.02639
PE(18:4_20:5)+H,758.47558,617.45647,359.25812,333.24242,259.20565,285.22135,142.02639
PE(18:4_21:0)+H,782.56948,641.55037,383.35202,333.24242,259.20565,309.31525,142.02639
PE(18:4_22:0)+H,796.58508,655.56597,397.36762,333.24242,259.20565,323.33085,142.02639
PE(18:4_22:1)+H,794.56948,653.55037,395.35202,333.24242,259.20565,321.31525,142.02639
PE(18:4_22:2)+H,792.55378,651.53467,393.33632,333.24242,259.20565,319.29955,142.02639
PE(18:4_22:3)+H,790.53818,649.51907,391.32072,333.24242,259.20565,317.28395,142.02639
PE(18:4_22:4)+H,788.52248,647.50337,389.30502,333.24242,259.20565,315.26825,142.02639
PE(18:4_22:5)+H,786.50688,645.48777,387.28942,333.24242,259.20565,313.25265,142.02639
PE(18:4_22:6)+H,784.49118,643.47207,385.27372,333.24242,259.20565,311.23695,142.02639
PE(18:4_23:0)+H,810.60078,669.58167,411.38332,333.24242,259.20565,337.34655,142.02639
PE(18:4_24:0)+H,824.61638,683.59727,425.39892,333.24242,259.20565,351.36215,142.02639
PE(18:4_24:1)+H,822.60078,681.58167,423.38332,333.24242,259.20565,349.34655,142.02639
PE(18:4_25:0)+H,838.63208,697.61297,439.41462,333.24242,259.20565,365.37785,142.02639
PE(18:4_26:0)+H,852.64768,711.62857,453.43022,333.24242,259.20565,379.39345,142.02639
PE(19:0_19:0)+H,776.61648,635.59737,355.32072,355.32072,281.28395,281.28395,142.02639
PE(19:0_20:0)+H,790.63208,649.61297,369.33632,355.32072,281.28395,295.29955,142.02639
PE(19:0_20:1)+H,788.61648,647.59737,367.32072,355.32072,281.28395,293.28395,142.02639
PE(19:0_20:2)+H,786.60078,645.58167,365.30502,355.32072,281.28395,291.26825,142.02639
PE(19:0_20:3)+H,784.58518,643.56607,363.28942,355.32072,281.28395,289.25265,142.02639
PE(19:0_20:4)+H,782.56948,641.55037,361.27372,355.32072,281.28395,287.23695,142.02639
PE(19:0_20:5)+H,780.55388,639.53477,359.25812,355.32072,281.28395,285.22135,142.02639
PE(19:0_21:0)+H,804.64778,663.62867,383.35202,355.32072,281.28395,309.31525,142.02639
PE(19:0_22:0)+H,818.66338,677.64427,397.36762,355.32072,281.28395,323.33085,142.02639
PE(19:0_22:1)+H,816.64778,675.62867,395.35202,355.32072,281.28395,321.31525,142.02639
PE(19:0_22:2)+H,814.63208,673.61297,393.33632,355.32072,281.28395,319.29955,142.02639
PE(19:0_22:3)+H,812.61648,671.59737,391.32072,355.32072,281.28395,317.28395,142.02639
PE(19:0_22:4)+H,810.60078,669.58167,389.30502,355.32072,281.28395,315.26825,142.02639
PE(19:0_22:5)+H,808.58518,667.56607,387.28942,355.32072,281.28395,313.25265,142.02639
PE(19:0_22:6)+H,806.56948,665.55037,385.27372,355.32072,281.28395,311.23695,142.02639
PE(19:0_23:0)+H,832.67908,691.65997,411.38332,355.32072,281.28395,337.34655,142.02639
PE(19:0_24:0)+H,846.69468,705.67557,425.39892,355.32072,281.28395,351.36215,142.02639
PE(19:0_24:1)+H,844.67908,703.65997,423.38332,355.32072,281.28395,349.34655,142.02639
PE(19:0_25:0)+H,860.71038,719.69127,439.41462,355.32072,281.28395,365.37785,142.02639
PE(19:0_26:0)+H,874.72598,733.70687,453.43022,355.32072,281.28395,379.39345,142.02639
PE(20:0_20:0)+H,804.64768,663.62857,369.33632,369.33632,295.29955,295.29955,142.02639
PE(20:0_20:1)+H,802.63208,661.61297,367.32072,369.33632,295.29955,293.28395,142.02639
PE(20:0_20:2)+H,800.61638,659.59727,365.30502,369.33632,295.29955,291.26825,142.02639
PE(20:0_20:3)+H,798.60078,657.58167,363.28942,369.33632,295.29955,289.25265,142.02639
PE(20:0_20:4)+H,796.58508,655.56597,361.27372,369.33632,295.29955,287.23695,142.02639
PE(20:0_20:5)+H,794.56948,653.55037,359.25812,369.33632,295.29955,285.22135,142.02639
PE(20:0_21:0)+H,818.66338,677.64427,383.35202,369.33632,295.29955,309.31525,142.02639
PE(20:0_22:0)+H,832.67898,691.65987,397.36762,369.33632,295.29955,323.33085,142.02639
PE(20:0_22:1)+H,830.66338,689.64427,395.35202,369.33632,295.29955,321.31525,142.02639
PE(20:0_22:2)+H,828.64768,687.62857,393.33632,369.33632,295.29955,319.29955,142.02639
PE(20:0_22:3)+H,826.63208,685.61297,391.32072,369.33632,295.29955,317.28395,142.02639
PE(20:0_22:4)+H,824.61638,683.59727,389.30502,369.33632,295.29955,315.26825,142.02639
PE(20:0_22:5)+H,822.60078,681.58167,387.28942,369.33632,295.29955,313.25265,142.02639
