Cer_BDS,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer_BDS(d16:0/14:0)-H,498.45275,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/14:1)-H,496.43715,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/14:2)-H,494.42145,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/14:3)-H,492.40585,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/15:0)-H,512.46845,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/15:1)-H,510.45275,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/15:2)-H,508.43715,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/15:3)-H,506.42145,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/16:0)-H,526.48405,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/16:1)-H,524.46845,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/16:2)-H,522.45285,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/16:3)-H,520.43715,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/16:4)-H,518.42155,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/17:0)-H,540.49975,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/17:1)-H,538.48405,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/17:2)-H,536.46845,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/17:3)-H,534.45285,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/18:0)-H,554.51535,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/18:1)-H,552.49975,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/18:2)-H,550.48405,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/18:3)-H,548.46845,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/18:4)-H,546.45285,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/19:0)-H,568.53105,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/19:1)-H,566.51535,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/19:2)-H,564.49975,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/19:3)-H,562.48405,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/19:4)-H,560.46845,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/20:0)-H,582.54665,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/20:1)-H,580.53105,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/20:2)-H,578.51535,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/20:3)-H,576.49975,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/20:4)-H,574.48405,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/21:0)-H,596.56235,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/21:1)-H,594.54665,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/21:2)-H,592.53105,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/21:3)-H,590.51535,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/21:4)-H,588.49975,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/22:0)-H,610.57805,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/22:1)-H,608.56235,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/22:2)-H,606.54665,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/22:3)-H,604.53105,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/22:4)-H,602.51535,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/23:0)-H,624.59365,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/23:1)-H,622.57805,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/23:2)-H,620.56235,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/23:3)-H,618.54665,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/23:4)-H,616.53105,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/24:0)-H,638.60935,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/24:1)-H,636.59365,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/24:2)-H,634.57805,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/24:3)-H,632.56235,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/24:4)-H,630.54665,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/25:0)-H,652.62495,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/25:1)-H,650.60935,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/25:2)-H,648.59365,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/25:3)-H,646.57805,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/25:4)-H,644.56235,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/26:0)-H,666.64055,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/26:1)-H,664.62495,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/26:2)-H,662.60935,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/26:3)-H,660.59365,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/26:4)-H,658.57805,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/27:0)-H,680.65625,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/27:1)-H,678.64055,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/27:2)-H,676.62495,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/27:3)-H,674.60935,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/27:4)-H,672.59365,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/28:0)-H,694.67185,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/28:1)-H,692.65625,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/28:2)-H,690.64055,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/28:3)-H,688.62495,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/28:4)-H,686.60935,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/29:0)-H,708.68755,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/29:1)-H,706.67185,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/29:2)-H,704.65625,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/29:3)-H,702.64055,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/29:4)-H,700.62495,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/30:0)-H,722.70315,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/30:1)-H,720.68755,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/30:2)-H,718.67185,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/30:3)-H,716.65625,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/30:4)-H,714.64055,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/31:0)-H,736.71885,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/31:1)-H,734.70315,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/31:2)-H,732.68755,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/31:3)-H,730.67185,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/31:4)-H,728.65625,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/32:0)-H,750.73445,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/32:1)-H,748.71885,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/32:2)-H,746.70315,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/32:3)-H,744.68755,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/32:4)-H,742.67185,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/33:0)-H,764.75015,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/33:1)-H,762.73445,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/33:2)-H,760.71885,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/33:3)-H,758.70315,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/33:4)-H,756.68755,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/34:0)-H,778.76585,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/34:1)-H,776.75015,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/34:2)-H,774.73445,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/34:3)-H,772.71885,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/34:4)-H,770.70315,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/35:0)-H,792.78145,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/35:1)-H,790.76585,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/35:2)-H,788.75015,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/35:3)-H,786.73445,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/35:4)-H,784.71885,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/36:0)-H,806.79715,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/36:1)-H,804.78145,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/36:2)-H,802.76585,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/36:3)-H,800.75015,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d16:0/36:4)-H,798.73445,314.27065,282.24445,272.26005,211.20735
Cer_BDS(d17:0/14:0)-H,512.46845,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/14:1)-H,510.45275,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/14:2)-H,508.43715,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/14:3)-H,506.42145,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/15:0)-H,526.48405,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/15:1)-H,524.46845,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/15:2)-H,522.45285,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/15:3)-H,520.43715,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/16:0)-H,540.49975,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/16:1)-H,538.48405,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/16:2)-H,536.46845,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/16:3)-H,534.45285,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/16:4)-H,532.43715,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/17:0)-H,554.51535,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/17:1)-H,552.49975,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/17:2)-H,550.48405,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/17:3)-H,548.46845,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/18:0)-H,568.53105,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/18:1)-H,566.51535,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/18:2)-H,564.49975,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/18:3)-H,562.48405,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/18:4)-H,560.46845,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/19:0)-H,582.54665,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/19:1)-H,580.53105,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/19:2)-H,578.51535,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/19:3)-H,576.49975,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/19:4)-H,574.48405,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/20:0)-H,596.56235,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/20:1)-H,594.54665,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/20:2)-H,592.53105,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/20:3)-H,590.51535,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/20:4)-H,588.49975,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/21:0)-H,610.57805,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/21:1)-H,608.56235,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/21:2)-H,606.54665,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/21:3)-H,604.53105,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/21:4)-H,602.51535,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/22:0)-H,624.59365,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/22:1)-H,622.57805,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/22:2)-H,620.56235,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/22:3)-H,618.54665,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/22:4)-H,616.53105,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/23:0)-H,638.60935,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/23:1)-H,636.59365,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/23:2)-H,634.57805,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/23:3)-H,632.56235,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/23:4)-H,630.54665,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/24:0)-H,652.62495,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/24:1)-H,650.60935,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/24:2)-H,648.59365,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/24:3)-H,646.57805,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/24:4)-H,644.56235,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/25:0)-H,666.64055,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/25:1)-H,664.62495,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/25:2)-H,662.60935,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/25:3)-H,660.59365,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/25:4)-H,658.57805,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/26:0)-H,680.65625,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/26:1)-H,678.64055,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/26:2)-H,676.62495,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/26:3)-H,674.60935,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/26:4)-H,672.59365,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/27:0)-H,694.67185,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/27:1)-H,692.65625,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/27:2)-H,690.64055,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/27:3)-H,688.62495,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/27:4)-H,686.60935,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/28:0)-H,708.68755,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/28:1)-H,706.67185,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/28:2)-H,704.65625,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/28:3)-H,702.64055,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/28:4)-H,700.62495,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/29:0)-H,722.70315,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/29:1)-H,720.68755,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/29:2)-H,718.67185,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/29:3)-H,716.65625,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/29:4)-H,714.64055,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/30:0)-H,736.71885,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/30:1)-H,734.70315,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/30:2)-H,732.68755,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/30:3)-H,730.67185,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/30:4)-H,728.65625,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/31:0)-H,750.73445,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/31:1)-H,748.71885,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/31:2)-H,746.70315,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/31:3)-H,744.68755,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/31:4)-H,742.67185,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/32:0)-H,764.75015,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/32:1)-H,762.73445,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/32:2)-H,760.71885,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/32:3)-H,758.70315,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/32:4)-H,756.68755,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/33:0)-H,778.76585,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/33:1)-H,776.75015,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/33:2)-H,774.73445,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/33:3)-H,772.71885,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/33:4)-H,770.70315,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/34:0)-H,792.78145,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/34:1)-H,790.76585,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/34:2)-H,788.75015,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/34:3)-H,786.73445,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/34:4)-H,784.71885,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/35:0)-H,806.79715,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/35:1)-H,804.78145,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/35:2)-H,802.76585,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/35:3)-H,800.75015,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/35:4)-H,798.73445,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/36:0)-H,820.81275,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/36:1)-H,818.79715,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/36:2)-H,816.78145,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/36:3)-H,814.76585,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d17:0/36:4)-H,812.75015,328.28625,296.26005,286.27565,225.22295
Cer_BDS(d18:0/14:0)-H,526.48405,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/14:1)-H,524.46845,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/14:2)-H,522.45285,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/14:3)-H,520.43715,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/15:0)-H,540.49975,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/15:1)-H,538.48405,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/15:2)-H,536.46845,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/15:3)-H,534.45285,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/16:0)-H,554.51535,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/16:1)-H,552.49975,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/16:2)-H,550.48405,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/16:3)-H,548.46845,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/16:4)-H,546.45285,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/17:0)-H,568.53105,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/17:1)-H,566.51535,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/17:2)-H,564.49975,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/17:3)-H,562.48405,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/18:0)-H,582.54665,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/18:1)-H,580.53105,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/18:2)-H,578.51535,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/18:3)-H,576.49975,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/18:4)-H,574.48405,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/19:0)-H,596.56235,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/19:1)-H,594.54665,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/19:2)-H,592.53105,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/19:3)-H,590.51535,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/19:4)-H,588.49975,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/20:0)-H,610.57805,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/20:1)-H,608.56235,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/20:2)-H,606.54665,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/20:3)-H,604.53105,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/20:4)-H,602.51535,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/21:0)-H,624.59365,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/21:1)-H,622.57805,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/21:2)-H,620.56235,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/21:3)-H,618.54665,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/21:4)-H,616.53105,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/22:0)-H,638.60935,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/22:1)-H,636.59365,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/22:2)-H,634.57805,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/22:3)-H,632.56235,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/22:4)-H,630.54665,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/23:0)-H,652.62495,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/23:1)-H,650.60935,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/23:2)-H,648.59365,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/23:3)-H,646.57805,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/23:4)-H,644.56235,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/24:0)-H,666.64055,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/24:1)-H,664.62495,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/24:2)-H,662.60935,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/24:3)-H,660.59365,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/24:4)-H,658.57805,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/25:0)-H,680.65625,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/25:1)-H,678.64055,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/25:2)-H,676.62495,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/25:3)-H,674.60935,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/25:4)-H,672.59365,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/26:0)-H,694.67185,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/26:1)-H,692.65625,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/26:2)-H,690.64055,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/26:3)-H,688.62495,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/26:4)-H,686.60935,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/27:0)-H,708.68755,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/27:1)-H,706.67185,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/27:2)-H,704.65625,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/27:3)-H,702.64055,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/27:4)-H,700.62495,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/28:0)-H,722.70315,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/28:1)-H,720.68755,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/28:2)-H,718.67185,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/28:3)-H,716.65625,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/28:4)-H,714.64055,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/29:0)-H,736.71885,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/29:1)-H,734.70315,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/29:2)-H,732.68755,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/29:3)-H,730.67185,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/29:4)-H,728.65625,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/30:0)-H,750.73445,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/30:1)-H,748.71885,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/30:2)-H,746.70315,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/30:3)-H,744.68755,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/30:4)-H,742.67185,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/31:0)-H,764.75015,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/31:1)-H,762.73445,342.30195,310.27565,300.29135,239.23865
Cer_BDS(d18:0/31:2)-H,760.71885,342.30195,310.27565,300.29135,239.23865
