Cer-NS,[M+H]+,[M-H2O+H]+,[M-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
Cer-NS(d24:2/40:1)+H,954.9576,936.947,918.9364,364.3574,346.3468,590.6235,334.3468
Cer-NS(d24:2/40:2)+H,952.9419,934.9313,916.9208,364.3574,346.3468,588.6078,334.3468
Cer-NS(d24:2/42:0)+H,985.0045,966.994,948.9834,364.3574,346.3468,620.6704,334.3468
Cer-NS(d24:2/42:1)+H,982.9889,964.9783,946.9677,364.3574,346.3468,618.6547,334.3468
Cer-NS(d24:2/42:2)+H,980.9732,962.9626,944.9521,364.3574,346.3468,616.6391,334.3468
Cer-NS(d24:3/12:0)+H,562.5193,544.5088,526.4982,362.3417,344.3312,200.2009,332.3312
Cer-NS(d24:3/12:1)+H,560.5037,542.4932,524.4826,362.3417,344.3312,198.1853,332.3312
Cer-NS(d24:3/13:0)+H,576.535,558.5245,540.5139,362.3417,344.3312,214.2166,332.3312
Cer-NS(d24:3/13:1)+H,574.5193,556.5088,538.4982,362.3417,344.3312,212.2009,332.3312
Cer-NS(d24:3/14:0)+H,590.5507,572.5401,554.5295,362.3417,344.3312,228.2322,332.3312
Cer-NS(d24:3/14:1)+H,588.535,570.5245,552.5139,362.3417,344.3312,226.2166,332.3312
Cer-NS(d24:3/15:0)+H,604.5663,586.5557,568.5452,362.3417,344.3312,242.2478,332.3312
Cer-NS(d24:3/15:1)+H,602.5507,584.5401,566.5295,362.3417,344.3312,240.2322,332.3312
Cer-NS(d24:3/16:0)+H,618.582,600.5714,582.5609,362.3417,344.3312,256.2635,332.3312
Cer-NS(d24:3/16:1)+H,616.5663,598.5557,580.5452,362.3417,344.3312,254.2478,332.3312
Cer-NS(d24:3/16:2)+H,614.5507,596.5401,578.5295,362.3417,344.3312,252.2322,332.3312
Cer-NS(d24:3/17:0)+H,632.5976,614.587,596.5765,362.3417,344.3312,270.2791,332.3312
Cer-NS(d24:3/18:0)+H,646.6133,628.6027,610.5921,362.3417,344.3312,284.2948,332.3312
Cer-NS(d24:3/18:1)+H,644.5976,626.587,608.5765,362.3417,344.3312,282.2791,332.3312
Cer-NS(d24:3/18:2)+H,642.582,624.5714,606.5609,362.3417,344.3312,280.2635,332.3312
Cer-NS(d24:3/19:0)+H,660.6289,642.6183,624.6078,362.3417,344.3312,298.3105,332.3312
Cer-NS(d24:3/19:1)+H,658.6133,640.6027,622.5921,362.3417,344.3312,296.2948,332.3312
Cer-NS(d24:3/20:0)+H,674.6446,656.634,638.6234,362.3417,344.3312,312.3261,332.3312
Cer-NS(d24:3/20:1)+H,672.6289,654.6183,636.6078,362.3417,344.3312,310.3105,332.3312
Cer-NS(d24:3/20:2)+H,670.6133,652.6027,634.5921,362.3417,344.3312,308.2948,332.3312
Cer-NS(d24:3/21:0)+H,688.6602,670.6497,652.6391,362.3417,344.3312,326.3417,332.3312
Cer-NS(d24:3/21:1)+H,686.6446,668.634,650.6234,362.3417,344.3312,324.3261,332.3312
Cer-NS(d24:3/22:0)+H,702.6758,684.6653,666.6547,362.3417,344.3312,340.3574,332.3312
Cer-NS(d24:3/22:1)+H,700.6602,682.6497,664.6391,362.3417,344.3312,338.3417,332.3312
Cer-NS(d24:3/22:2)+H,698.6446,680.634,662.6234,362.3417,344.3312,336.3261,332.3312
Cer-NS(d24:3/23:0)+H,716.6915,698.681,680.6704,362.3417,344.3312,354.373,332.3312
Cer-NS(d24:3/23:1)+H,714.6758,696.6653,678.6547,362.3417,344.3312,352.3574,332.3312
Cer-NS(d24:3/24:0)+H,730.7072,712.6966,694.686,362.3417,344.3312,368.3887,332.3312
Cer-NS(d24:3/24:1)+H,728.6915,710.681,692.6704,362.3417,344.3312,366.373,332.3312
Cer-NS(d24:3/24:2)+H,726.6758,708.6653,690.6547,362.3417,344.3312,364.3574,332.3312
Cer-NS(d24:3/25:0)+H,744.7228,726.7123,708.7017,362.3417,344.3312,382.4044,332.3312
Cer-NS(d24:3/25:1)+H,742.7072,724.6966,706.686,362.3417,344.3312,380.3887,332.3312
Cer-NS(d24:3/26:0)+H,758.7385,740.7279,722.7173,362.3417,344.3312,396.42,332.3312
Cer-NS(d24:3/26:1)+H,756.7228,738.7123,720.7017,362.3417,344.3312,394.4044,332.3312
Cer-NS(d24:3/26:2)+H,754.7072,736.6966,718.686,362.3417,344.3312,392.3887,332.3312
Cer-NS(d24:3/27:0)+H,772.7542,754.7435,736.733,362.3417,344.3312,410.4356,332.3312
Cer-NS(d24:3/27:1)+H,770.7385,752.7279,734.7173,362.3417,344.3312,408.42,332.3312
Cer-NS(d24:3/28:0)+H,786.7698,768.7592,750.7487,362.3417,344.3312,424.4513,332.3312
Cer-NS(d24:3/28:1)+H,784.7542,766.7435,748.733,362.3417,344.3312,422.4356,332.3312
Cer-NS(d24:3/28:2)+H,782.7385,764.7279,746.7173,362.3417,344.3312,420.42,332.3312
Cer-NS(d24:3/29:0)+H,800.7854,782.7748,764.7643,362.3417,344.3312,438.4669,332.3312
Cer-NS(d24:3/29:1)+H,798.7698,780.7592,762.7487,362.3417,344.3312,436.4513,332.3312
Cer-NS(d24:3/30:0)+H,814.8011,796.7905,778.7799,362.3417,344.3312,452.4826,332.3312
Cer-NS(d24:3/30:1)+H,812.7854,794.7748,776.7643,362.3417,344.3312,450.4669,332.3312
Cer-NS(d24:3/30:2)+H,810.7698,792.7592,774.7487,362.3417,344.3312,448.4513,332.3312
Cer-NS(d24:3/31:0)+H,828.8167,810.8062,792.7956,362.3417,344.3312,466.4983,332.3312
Cer-NS(d24:3/31:1)+H,826.8011,808.7905,790.7799,362.3417,344.3312,464.4826,332.3312
Cer-NS(d24:3/32:0)+H,842.8324,824.8218,806.8112,362.3417,344.3312,480.5139,332.3312
Cer-NS(d24:3/32:1)+H,840.8167,822.8062,804.7956,362.3417,344.3312,478.4983,332.3312
Cer-NS(d24:3/32:2)+H,838.8011,820.7905,802.7799,362.3417,344.3312,476.4826,332.3312
Cer-NS(d24:3/33:0)+H,856.848,838.8375,820.8269,362.3417,344.3312,494.5295,332.3312
Cer-NS(d24:3/33:1)+H,854.8324,836.8218,818.8112,362.3417,344.3312,492.5139,332.3312
Cer-NS(d24:3/34:0)+H,870.8636,852.8531,834.8425,362.3417,344.3312,508.5452,332.3312
Cer-NS(d24:3/34:1)+H,868.848,850.8375,832.8269,362.3417,344.3312,506.5295,332.3312
Cer-NS(d24:3/34:2)+H,866.8324,848.8218,830.8112,362.3417,344.3312,504.5139,332.3312
Cer-NS(d24:3/35:0)+H,884.8793,866.8688,848.8582,362.3417,344.3312,522.5609,332.3312
Cer-NS(d24:3/35:1)+H,882.8636,864.8531,846.8425,362.3417,344.3312,520.5452,332.3312
Cer-NS(d24:3/36:0)+H,898.895,880.8844,862.8738,362.3417,344.3312,536.5765,332.3312
Cer-NS(d24:3/36:1)+H,896.8793,878.8688,860.8582,362.3417,344.3312,534.5609,332.3312
Cer-NS(d24:3/36:2)+H,894.8636,876.8531,858.8425,362.3417,344.3312,532.5452,332.3312
Cer-NS(d24:3/38:0)+H,926.9263,908.9157,890.9052,362.3417,344.3312,564.6078,332.3312
Cer-NS(d24:3/38:1)+H,924.9106,906.9,888.8895,362.3417,344.3312,562.5922,332.3312
Cer-NS(d24:3/38:2)+H,922.895,904.8844,886.8738,362.3417,344.3312,560.5765,332.3312
Cer-NS(d24:3/40:0)+H,954.9576,936.947,918.9364,362.3417,344.3312,592.6391,332.3312
Cer-NS(d24:3/40:1)+H,952.9419,934.9313,916.9208,362.3417,344.3312,590.6235,332.3312
Cer-NS(d24:3/40:2)+H,950.9263,932.9157,914.9052,362.3417,344.3312,588.6078,332.3312
Cer-NS(d24:3/42:0)+H,982.9889,964.9783,946.9677,362.3417,344.3312,620.6704,332.3312
Cer-NS(d24:3/42:1)+H,980.9732,962.9626,944.9521,362.3417,344.3312,618.6547,332.3312
Cer-NS(d24:3/42:2)+H,978.9576,960.947,942.9364,362.3417,344.3312,616.6391,332.3312
Cer-NS(d25:1/12:0)+H,580.5663,562.5557,544.5452,380.3887,362.3781,200.2009,350.3781
Cer-NS(d25:1/12:1)+H,578.5507,560.5401,542.5295,380.3887,362.3781,198.1853,350.3781
Cer-NS(d25:1/13:0)+H,594.582,576.5714,558.5609,380.3887,362.3781,214.2166,350.3781
Cer-NS(d25:1/13:1)+H,592.5663,574.5557,556.5452,380.3887,362.3781,212.2009,350.3781
Cer-NS(d25:1/14:0)+H,608.5976,590.587,572.5765,380.3887,362.3781,228.2322,350.3781
Cer-NS(d25:1/14:1)+H,606.582,588.5714,570.5609,380.3887,362.3781,226.2166,350.3781
Cer-NS(d25:1/15:0)+H,622.6133,604.6027,586.5921,380.3887,362.3781,242.2478,350.3781
Cer-NS(d25:1/15:1)+H,620.5976,602.587,584.5765,380.3887,362.3781,240.2322,350.3781
Cer-NS(d25:1/16:0)+H,636.6289,618.6183,600.6078,380.3887,362.3781,256.2635,350.3781
Cer-NS(d25:1/16:1)+H,634.6133,616.6027,598.5921,380.3887,362.3781,254.2478,350.3781
Cer-NS(d25:1/16:2)+H,632.5976,614.587,596.5765,380.3887,362.3781,252.2322,350.3781
Cer-NS(d25:1/17:0)+H,650.6446,632.634,614.6234,380.3887,362.3781,270.2791,350.3781
Cer-NS(d25:1/18:0)+H,664.6602,646.6497,628.6391,380.3887,362.3781,284.2948,350.3781
Cer-NS(d25:1/18:1)+H,662.6446,644.634,626.6234,380.3887,362.3781,282.2791,350.3781
Cer-NS(d25:1/18:2)+H,660.6289,642.6183,624.6078,380.3887,362.3781,280.2635,350.3781
Cer-NS(d25:1/19:0)+H,678.6758,660.6653,642.6547,380.3887,362.3781,298.3105,350.3781
Cer-NS(d25:1/19:1)+H,676.6602,658.6497,640.6391,380.3887,362.3781,296.2948,350.3781
Cer-NS(d25:1/20:0)+H,692.6915,674.681,656.6704,380.3887,362.3781,312.3261,350.3781
Cer-NS(d25:1/20:1)+H,690.6758,672.6653,654.6547,380.3887,362.3781,310.3105,350.3781
Cer-NS(d25:1/20:2)+H,688.6602,670.6497,652.6391,380.3887,362.3781,308.2948,350.3781
Cer-NS(d25:1/21:0)+H,706.7072,688.6966,670.686,380.3887,362.3781,326.3417,350.3781
Cer-NS(d25:1/21:1)+H,704.6915,686.681,668.6704,380.3887,362.3781,324.3261,350.3781
Cer-NS(d25:1/22:0)+H,720.7228,702.7123,684.7017,380.3887,362.3781,340.3574,350.3781
Cer-NS(d25:1/22:1)+H,718.7072,700.6966,682.686,380.3887,362.3781,338.3417,350.3781
Cer-NS(d25:1/22:2)+H,716.6915,698.681,680.6704,380.3887,362.3781,336.3261,350.3781
Cer-NS(d25:1/23:0)+H,734.7385,716.7279,698.7173,380.3887,362.3781,354.373,350.3781
Cer-NS(d25:1/23:1)+H,732.7228,714.7123,696.7017,380.3887,362.3781,352.3574,350.3781
Cer-NS(d25:1/24:0)+H,748.7542,730.7435,712.733,380.3887,362.3781,368.3887,350.3781
Cer-NS(d25:1/24:1)+H,746.7385,728.7279,710.7173,380.3887,362.3781,366.373,350.3781
Cer-NS(d25:1/24:2)+H,744.7228,726.7123,708.7017,380.3887,362.3781,364.3574,350.3781
Cer-NS(d25:1/25:0)+H,762.7698,744.7592,726.7487,380.3887,362.3781,382.4044,350.3781
Cer-NS(d25:1/25:1)+H,760.7542,742.7435,724.733,380.3887,362.3781,380.3887,350.3781
Cer-NS(d25:1/26:0)+H,776.7854,758.7748,740.7643,380.3887,362.3781,396.42,350.3781
Cer-NS(d25:1/26:1)+H,774.7698,756.7592,738.7487,380.3887,362.3781,394.4044,350.3781
Cer-NS(d25:1/26:2)+H,772.7542,754.7435,736.733,380.3887,362.3781,392.3887,350.3781
Cer-NS(d25:1/27:0)+H,790.8011,772.7905,754.7799,380.3887,362.3781,410.4356,350.3781
Cer-NS(d25:1/27:1)+H,788.7854,770.7748,752.7643,380.3887,362.3781,408.42,350.3781
Cer-NS(d25:1/28:0)+H,804.8167,786.8062,768.7956,380.3887,362.3781,424.4513,350.3781
Cer-NS(d25:1/28:1)+H,802.8011,784.7905,766.7799,380.3887,362.3781,422.4356,350.3781
Cer-NS(d25:1/28:2)+H,800.7854,782.7748,764.7643,380.3887,362.3781,420.42,350.3781
Cer-NS(d25:1/29:0)+H,818.8324,800.8218,782.8112,380.3887,362.3781,438.4669,350.3781
Cer-NS(d25:1/29:1)+H,816.8167,798.8062,780.7956,380.3887,362.3781,436.4513,350.3781
Cer-NS(d25:1/30:0)+H,832.848,814.8375,796.8269,380.3887,362.3781,452.4826,350.3781
Cer-NS(d25:1/30:1)+H,830.8324,812.8218,794.8112,380.3887,362.3781,450.4669,350.3781
Cer-NS(d25:1/30:2)+H,828.8167,810.8062,792.7956,380.3887,362.3781,448.4513,350.3781
Cer-NS(d25:1/31:0)+H,846.8636,828.8531,810.8425,380.3887,362.3781,466.4983,350.3781
Cer-NS(d25:1/31:1)+H,844.848,826.8375,808.8269,380.3887,362.3781,464.4826,350.3781
Cer-NS(d25:1/32:0)+H,860.8793,842.8688,824.8582,380.3887,362.3781,480.5139,350.3781
Cer-NS(d25:1/32:1)+H,858.8636,840.8531,822.8425,380.3887,362.3781,478.4983,350.3781
Cer-NS(d25:1/32:2)+H,856.848,838.8375,820.8269,380.3887,362.3781,476.4826,350.3781
Cer-NS(d25:1/33:0)+H,874.895,856.8844,838.8738,380.3887,362.3781,494.5295,350.3781
Cer-NS(d25:1/33:1)+H,872.8793,854.8688,836.8582,380.3887,362.3781,492.5139,350.3781
Cer-NS(d25:1/34:0)+H,888.9106,870.9,852.8895,380.3887,362.3781,508.5452,350.3781
Cer-NS(d25:1/34:1)+H,886.895,868.8844,850.8738,380.3887,362.3781,506.5295,350.3781
Cer-NS(d25:1/34:2)+H,884.8793,866.8688,848.8582,380.3887,362.3781,504.5139,350.3781
Cer-NS(d25:1/35:0)+H,902.9263,884.9157,866.9052,380.3887,362.3781,522.5609,350.3781
Cer-NS(d25:1/35:1)+H,900.9106,882.9,864.8895,380.3887,362.3781,520.5452,350.3781
Cer-NS(d25:1/36:0)+H,916.9419,898.9313,880.9208,380.3887,362.3781,536.5765,350.3781
Cer-NS(d25:1/36:1)+H,914.9263,896.9157,878.9052,380.3887,362.3781,534.5609,350.3781
Cer-NS(d25:1/36:2)+H,912.9106,894.9,876.8895,380.3887,362.3781,532.5452,350.3781
Cer-NS(d25:1/38:0)+H,944.9732,926.9626,908.9521,380.3887,362.3781,564.6078,350.3781
Cer-NS(d25:1/38:1)+H,942.9576,924.947,906.9364,380.3887,362.3781,562.5922,350.3781
Cer-NS(d25:1/38:2)+H,940.9419,922.9313,904.9208,380.3887,362.3781,560.5765,350.3781
Cer-NS(d25:1/40:0)+H,973.0045,954.994,936.9834,380.3887,362.3781,592.6391,350.3781
Cer-NS(d25:1/40:1)+H,970.9889,952.9783,934.9677,380.3887,362.3781,590.6235,350.3781
Cer-NS(d25:1/40:2)+H,968.9732,950.9626,932.9521,380.3887,362.3781,588.6078,350.3781
Cer-NS(d25:1/42:0)+H,1001.036,983.0253,965.0147,380.3887,362.3781,620.6704,350.3781
Cer-NS(d25:1/42:1)+H,999.0201,981.0096,962.999,380.3887,362.3781,618.6547,350.3781
Cer-NS(d25:1/42:2)+H,997.0045,978.994,960.9834,380.3887,362.3781,616.6391,350.3781
Cer-NS(d25:2/12:0)+H,578.5507,560.5401,542.5295,378.373,360.3625,200.2009,348.3625
Cer-NS(d25:2/12:1)+H,576.535,558.5245,540.5139,378.373,360.3625,198.1853,348.3625
Cer-NS(d25:2/13:0)+H,592.5663,574.5557,556.5452,378.373,360.3625,214.2166,348.3625
Cer-NS(d25:2/13:1)+H,590.5507,572.5401,554.5295,378.373,360.3625,212.2009,348.3625
Cer-NS(d25:2/14:0)+H,606.582,588.5714,570.5609,378.373,360.3625,228.2322,348.3625
Cer-NS(d25:2/14:1)+H,604.5663,586.5557,568.5452,378.373,360.3625,226.2166,348.3625
Cer-NS(d25:2/15:0)+H,620.5976,602.587,584.5765,378.373,360.3625,242.2478,348.3625
Cer-NS(d25:2/15:1)+H,618.582,600.5714,582.5609,378.373,360.3625,240.2322,348.3625
Cer-NS(d25:2/16:0)+H,634.6133,616.6027,598.5921,378.373,360.3625,256.2635,348.3625
Cer-NS(d25:2/16:1)+H,632.5976,614.587,596.5765,378.373,360.3625,254.2478,348.3625
Cer-NS(d25:2/16:2)+H,630.582,612.5714,594.5609,378.373,360.3625,252.2322,348.3625
Cer-NS(d25:2/17:0)+H,648.6289,630.6183,612.6078,378.373,360.3625,270.2791,348.3625
Cer-NS(d25:2/18:0)+H,662.6446,644.634,626.6234,378.373,360.3625,284.2948,348.3625
Cer-NS(d25:2/18:1)+H,660.6289,642.6183,624.6078,378.373,360.3625,282.2791,348.3625
Cer-NS(d25:2/18:2)+H,658.6133,640.6027,622.5921,378.373,360.3625,280.2635,348.3625
Cer-NS(d25:2/19:0)+H,676.6602,658.6497,640.6391,378.373,360.3625,298.3105,348.3625
Cer-NS(d25:2/19:1)+H,674.6446,656.634,638.6234,378.373,360.3625,296.2948,348.3625
Cer-NS(d25:2/20:0)+H,690.6758,672.6653,654.6547,378.373,360.3625,312.3261,348.3625
Cer-NS(d25:2/20:1)+H,688.6602,670.6497,652.6391,378.373,360.3625,310.3105,348.3625
Cer-NS(d25:2/20:2)+H,686.6446,668.634,650.6234,378.373,360.3625,308.2948,348.3625
Cer-NS(d25:2/21:0)+H,704.6915,686.681,668.6704,378.373,360.3625,326.3417,348.3625
Cer-NS(d25:2/21:1)+H,702.6758,684.6653,666.6547,378.373,360.3625,324.3261,348.3625
Cer-NS(d25:2/22:0)+H,718.7072,700.6966,682.686,378.373,360.3625,340.3574,348.3625
Cer-NS(d25:2/22:1)+H,716.6915,698.681,680.6704,378.373,360.3625,338.3417,348.3625
Cer-NS(d25:2/22:2)+H,714.6758,696.6653,678.6547,378.373,360.3625,336.3261,348.3625
Cer-NS(d25:2/23:0)+H,732.7228,714.7123,696.7017,378.373,360.3625,354.373,348.3625
Cer-NS(d25:2/23:1)+H,730.7072,712.6966,694.686,378.373,360.3625,352.3574,348.3625
Cer-NS(d25:2/24:0)+H,746.7385,728.7279,710.7173,378.373,360.3625,368.3887,348.3625
Cer-NS(d25:2/24:1)+H,744.7228,726.7123,708.7017,378.373,360.3625,366.373,348.3625
Cer-NS(d25:2/24:2)+H,742.7072,724.6966,706.686,378.373,360.3625,364.3574,348.3625
Cer-NS(d25:2/25:0)+H,760.7542,742.7435,724.733,378.373,360.3625,382.4044,348.3625
Cer-NS(d25:2/25:1)+H,758.7385,740.7279,722.7173,378.373,360.3625,380.3887,348.3625
Cer-NS(d25:2/26:0)+H,774.7698,756.7592,738.7487,378.373,360.3625,396.42,348.3625
Cer-NS(d25:2/26:1)+H,772.7542,754.7435,736.733,378.373,360.3625,394.4044,348.3625
Cer-NS(d25:2/26:2)+H,770.7385,752.7279,734.7173,378.373,360.3625,392.3887,348.3625
Cer-NS(d25:2/27:0)+H,788.7854,770.7748,752.7643,378.373,360.3625,410.4356,348.3625
Cer-NS(d25:2/27:1)+H,786.7698,768.7592,750.7487,378.373,360.3625,408.42,348.3625
Cer-NS(d25:2/28:0)+H,802.8011,784.7905,766.7799,378.373,360.3625,424.4513,348.3625
Cer-NS(d25:2/28:1)+H,800.7854,782.7748,764.7643,378.373,360.3625,422.4356,348.3625
Cer-NS(d25:2/28:2)+H,798.7698,780.7592,762.7487,378.373,360.3625,420.42,348.3625
Cer-NS(d25:2/29:0)+H,816.8167,798.8062,780.7956,378.373,360.3625,438.4669,348.3625
Cer-NS(d25:2/29:1)+H,814.8011,796.7905,778.7799,378.373,360.3625,436.4513,348.3625
Cer-NS(d25:2/30:0)+H,830.8324,812.8218,794.8112,378.373,360.3625,452.4826,348.3625
Cer-NS(d25:2/30:1)+H,828.8167,810.8062,792.7956,378.373,360.3625,450.4669,348.3625
Cer-NS(d25:2/30:2)+H,826.8011,808.7905,790.7799,378.373,360.3625,448.4513,348.3625
Cer-NS(d25:2/31:0)+H,844.848,826.8375,808.8269,378.373,360.3625,466.4983,348.3625
Cer-NS(d25:2/31:1)+H,842.8324,824.8218,806.8112,378.373,360.3625,464.4826,348.3625
Cer-NS(d25:2/32:0)+H,858.8636,840.8531,822.8425,378.373,360.3625,480.5139,348.3625
Cer-NS(d25:2/32:1)+H,856.848,838.8375,820.8269,378.373,360.3625,478.4983,348.3625
Cer-NS(d25:2/32:2)+H,854.8324,836.8218,818.8112,378.373,360.3625,476.4826,348.3625
Cer-NS(d25:2/33:0)+H,872.8793,854.8688,836.8582,378.373,360.3625,494.5295,348.3625
Cer-NS(d25:2/33:1)+H,870.8636,852.8531,834.8425,378.373,360.3625,492.5139,348.3625
Cer-NS(d25:2/34:0)+H,886.895,868.8844,850.8738,378.373,360.3625,508.5452,348.3625
Cer-NS(d25:2/34:1)+H,884.8793,866.8688,848.8582,378.373,360.3625,506.5295,348.3625
Cer-NS(d25:2/34:2)+H,882.8636,864.8531,846.8425,378.373,360.3625,504.5139,348.3625
Cer-NS(d25:2/35:0)+H,900.9106,882.9,864.8895,378.373,360.3625,522.5609,348.3625
Cer-NS(d25:2/35:1)+H,898.895,880.8844,862.8738,378.373,360.3625,520.5452,348.3625
Cer-NS(d25:2/36:0)+H,914.9263,896.9157,878.9052,378.373,360.3625,536.5765,348.3625
Cer-NS(d25:2/36:1)+H,912.9106,894.9,876.8895,378.373,360.3625,534.5609,348.3625
Cer-NS(d25:2/36:2)+H,910.895,892.8844,874.8738,378.373,360.3625,532.5452,348.3625
Cer-NS(d25:2/38:0)+H,942.9576,924.947,906.9364,378.373,360.3625,564.6078,348.3625
Cer-NS(d25:2/38:1)+H,940.9419,922.9313,904.9208,378.373,360.3625,562.5922,348.3625
Cer-NS(d25:2/38:2)+H,938.9263,920.9157,902.9052,378.373,360.3625,560.5765,348.3625
Cer-NS(d25:2/40:0)+H,970.9889,952.9783,934.9677,378.373,360.3625,592.6391,348.3625
Cer-NS(d25:2/40:1)+H,968.9732,950.9626,932.9521,378.373,360.3625,590.6235,348.3625
Cer-NS(d25:2/40:2)+H,966.9576,948.947,930.9364,378.373,360.3625,588.6078,348.3625
Cer-NS(d25:2/42:0)+H,999.0201,981.0096,962.999,378.373,360.3625,620.6704,348.3625
Cer-NS(d25:2/42:1)+H,997.0045,978.994,960.9834,378.373,360.3625,618.6547,348.3625
Cer-NS(d25:2/42:2)+H,994.9889,976.9783,958.9677,378.373,360.3625,616.6391,348.3625
Cer-NS(d25:3/12:0)+H,576.535,558.5245,540.5139,376.3574,358.3468,200.2009,346.3468
Cer-NS(d25:3/12:1)+H,574.5193,556.5088,538.4982,376.3574,358.3468,198.1853,346.3468
Cer-NS(d25:3/13:0)+H,590.5507,572.5401,554.5295,376.3574,358.3468,214.2166,346.3468
Cer-NS(d25:3/13:1)+H,588.535,570.5245,552.5139,376.3574,358.3468,212.2009,346.3468
Cer-NS(d25:3/14:0)+H,604.5663,586.5557,568.5452,376.3574,358.3468,228.2322,346.3468
Cer-NS(d25:3/14:1)+H,602.5507,584.5401,566.5295,376.3574,358.3468,226.2166,346.3468
Cer-NS(d25:3/15:0)+H,618.582,600.5714,582.5609,376.3574,358.3468,242.2478,346.3468
Cer-NS(d25:3/15:1)+H,616.5663,598.5557,580.5452,376.3574,358.3468,240.2322,346.3468
Cer-NS(d25:3/16:0)+H,632.5976,614.587,596.5765,376.3574,358.3468,256.2635,346.3468
Cer-NS(d25:3/16:1)+H,630.582,612.5714,594.5609,376.3574,358.3468,254.2478,346.3468
Cer-NS(d25:3/16:2)+H,628.5663,610.5557,592.5452,376.3574,358.3468,252.2322,346.3468
Cer-NS(d25:3/17:0)+H,646.6133,628.6027,610.5921,376.3574,358.3468,270.2791,346.3468
Cer-NS(d25:3/18:0)+H,660.6289,642.6183,624.6078,376.3574,358.3468,284.2948,346.3468
Cer-NS(d25:3/18:1)+H,658.6133,640.6027,622.5921,376.3574,358.3468,282.2791,346.3468
Cer-NS(d25:3/18:2)+H,656.5976,638.587,620.5765,376.3574,358.3468,280.2635,346.3468
Cer-NS(d25:3/19:0)+H,674.6446,656.634,638.6234,376.3574,358.3468,298.3105,346.3468
Cer-NS(d25:3/19:1)+H,672.6289,654.6183,636.6078,376.3574,358.3468,296.2948,346.3468
Cer-NS(d25:3/20:0)+H,688.6602,670.6497,652.6391,376.3574,358.3468,312.3261,346.3468
Cer-NS(d25:3/20:1)+H,686.6446,668.634,650.6234,376.3574,358.3468,310.3105,346.3468
Cer-NS(d25:3/20:2)+H,684.6289,666.6183,648.6078,376.3574,358.3468,308.2948,346.3468
Cer-NS(d25:3/21:0)+H,702.6758,684.6653,666.6547,376.3574,358.3468,326.3417,346.3468
Cer-NS(d25:3/21:1)+H,700.6602,682.6497,664.6391,376.3574,358.3468,324.3261,346.3468
Cer-NS(d25:3/22:0)+H,716.6915,698.681,680.6704,376.3574,358.3468,340.3574,346.3468
Cer-NS(d25:3/22:1)+H,714.6758,696.6653,678.6547,376.3574,358.3468,338.3417,346.3468
Cer-NS(d25:3/22:2)+H,712.6602,694.6497,676.6391,376.3574,358.3468,336.3261,346.3468
Cer-NS(d25:3/23:0)+H,730.7072,712.6966,694.686,376.3574,358.3468,354.373,346.3468
Cer-NS(d25:3/23:1)+H,728.6915,710.681,692.6704,376.3574,358.3468,352.3574,346.3468
Cer-NS(d25:3/24:0)+H,744.7228,726.7123,708.7017,376.3574,358.3468,368.3887,346.3468
Cer-NS(d25:3/24:1)+H,742.7072,724.6966,706.686,376.3574,358.3468,366.373,346.3468
Cer-NS(d25:3/24:2)+H,740.6915,722.681,704.6704,376.3574,358.3468,364.3574,346.3468
Cer-NS(d25:3/25:0)+H,758.7385,740.7279,722.7173,376.3574,358.3468,382.4044,346.3468
Cer-NS(d25:3/25:1)+H,756.7228,738.7123,720.7017,376.3574,358.3468,380.3887,346.3468
Cer-NS(d25:3/26:0)+H,772.7542,754.7435,736.733,376.3574,358.3468,396.42,346.3468
Cer-NS(d25:3/26:1)+H,770.7385,752.7279,734.7173,376.3574,358.3468,394.4044,346.3468
Cer-NS(d25:3/26:2)+H,768.7228,750.7123,732.7017,376.3574,358.3468,392.3887,346.3468
Cer-NS(d25:3/27:0)+H,786.7698,768.7592,750.7487,376.3574,358.3468,410.4356,346.3468
Cer-NS(d25:3/27:1)+H,784.7542,766.7435,748.733,376.3574,358.3468,408.42,346.3468
Cer-NS(d25:3/28:0)+H,800.7854,782.7748,764.7643,376.3574,358.3468,424.4513,346.3468
Cer-NS(d25:3/28:1)+H,798.7698,780.7592,762.7487,376.3574,358.3468,422.4356,346.3468
Cer-NS(d25:3/28:2)+H,796.7542,778.7435,760.733,376.3574,358.3468,420.42,346.3468
Cer-NS(d25:3/29:0)+H,814.8011,796.7905,778.7799,376.3574,358.3468,438.4669,346.3468
Cer-NS(d25:3/29:1)+H,812.7854,794.7748,776.7643,376.3574,358.3468,436.4513,346.3468
Cer-NS(d25:3/30:0)+H,828.8167,810.8062,792.7956,376.3574,358.3468,452.4826,346.3468
Cer-NS(d25:3/30:1)+H,826.8011,808.7905,790.7799,376.3574,358.3468,450.4669,346.3468
Cer-NS(d25:3/30:2)+H,824.7854,806.7748,788.7643,376.3574,358.3468,448.4513,346.3468
Cer-NS(d25:3/31:0)+H,842.8324,824.8218,806.8112,376.3574,358.3468,466.4983,346.3468
Cer-NS(d25:3/31:1)+H,840.8167,822.8062,804.7956,376.3574,358.3468,464.4826,346.3468
Cer-NS(d25:3/32:0)+H,856.848,838.8375,820.8269,376.3574,358.3468,480.5139,346.3468
Cer-NS(d25:3/32:1)+H,854.8324,836.8218,818.8112,376.3574,358.3468,478.4983,346.3468
