Cer_NP,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer_NP(t21:0/30:0)-H,792.78145,774.77085,756.76035,506.49375,494.49375,494.49375,476.48315,309.27935,451.45265,297.27935,450.46805,267.26875
Cer_NP(t21:0/30:1)-H,790.76585,772.75525,754.74465,504.47805,492.47805,492.47805,474.46745,309.27935,449.43695,297.27935,448.45235,267.26875
Cer_NP(t21:0/30:2)-H,788.75015,770.73955,752.72905,502.46245,490.46245,490.46245,472.45185,309.27935,447.42125,297.27935,446.43675,267.26875
Cer_NP(t21:0/30:3)-H,786.73445,768.72395,750.71335,500.44675,488.44675,488.44675,470.43615,309.27935,445.40565,297.27935,444.42105,267.26875
Cer_NP(t21:0/30:4)-H,784.71885,766.70825,748.69765,498.43115,486.43115,486.43115,468.42055,309.27935,443.39005,297.27935,442.40545,267.26875
Cer_NP(t21:0/31:0)-H,806.79715,788.78645,770.77595,520.50945,508.50935,508.50935,490.49885,309.27935,465.46825,297.27935,464.48375,267.26875
Cer_NP(t21:0/31:1)-H,804.78145,786.77085,768.76035,518.49375,506.49375,506.49375,488.48315,309.27935,463.45265,297.27935,462.46805,267.26875
Cer_NP(t21:0/31:2)-H,802.76585,784.75525,766.74465,516.47805,504.47805,504.47805,486.46745,309.27935,461.43695,297.27935,460.45235,267.26875
Cer_NP(t21:0/31:3)-H,800.75015,782.73955,764.72905,514.46245,502.46245,502.46245,484.45185,309.27935,459.42125,297.27935,458.43675,267.26875
Cer_NP(t21:0/31:4)-H,798.73445,780.72395,762.71335,512.44675,500.44675,500.44675,482.43615,309.27935,457.40565,297.27935,456.42105,267.26875
Cer_NP(t21:0/32:0)-H,820.81275,802.80215,784.79165,534.52505,522.52505,522.52505,504.51445,309.27935,479.48395,297.27935,478.49935,267.26875
Cer_NP(t21:0/32:1)-H,818.79715,800.78645,782.77595,532.50945,520.50945,520.50945,502.49885,309.27935,477.46825,297.27935,476.48375,267.26875
Cer_NP(t21:0/32:2)-H,816.78145,798.77085,780.76035,530.49375,518.49375,518.49375,500.48315,309.27935,475.45265,297.27935,474.46805,267.26875
Cer_NP(t21:0/32:3)-H,814.76585,796.75525,778.74465,528.47805,516.47805,516.47805,498.46745,309.27935,473.43695,297.27935,472.45235,267.26875
Cer_NP(t21:0/32:4)-H,812.75015,794.73955,776.72905,526.46245,514.46245,514.46245,496.45185,309.27935,471.42125,297.27935,470.43675,267.26875
Cer_NP(t21:0/33:0)-H,834.82835,816.81785,798.80725,548.54065,536.54065,536.54065,518.53005,309.27935,493.49955,297.27935,492.51495,267.26875
Cer_NP(t21:0/33:1)-H,832.81275,814.80215,796.79165,546.52505,534.52505,534.52505,516.51445,309.27935,491.48395,297.27935,490.49935,267.26875
Cer_NP(t21:0/33:2)-H,830.79715,812.78645,794.77595,544.50945,532.50945,532.50945,514.49875,309.27935,489.46825,297.27935,488.48375,267.26875
Cer_NP(t21:0/33:3)-H,828.78145,810.77085,792.76035,542.49375,530.49375,530.49375,512.48315,309.27935,487.45265,297.27935,486.46805,267.26875
Cer_NP(t21:0/33:4)-H,826.76585,808.75525,790.74465,540.47805,528.47805,528.47805,510.46745,309.27935,485.43695,297.27935,484.45235,267.26875
Cer_NP(t21:0/34:0)-H,848.84405,830.83345,812.82285,562.55635,550.55635,550.55635,532.54575,309.27935,507.51515,297.27935,506.53065,267.26875
Cer_NP(t21:0/34:1)-H,846.82835,828.81785,810.80725,560.54065,548.54065,548.54065,530.53005,309.27935,505.49955,297.27935,504.51495,267.26875
Cer_NP(t21:0/34:2)-H,844.81275,826.80215,808.79165,558.52505,546.52505,546.52505,528.51445,309.27935,503.48395,297.27935,502.49935,267.26875
Cer_NP(t21:0/34:3)-H,842.79715,824.78645,806.77595,556.50945,544.50945,544.50945,526.49875,309.27935,501.46825,297.27935,500.48375,267.26875
Cer_NP(t21:0/34:4)-H,840.78145,822.77085,804.76035,554.49375,542.49375,542.49375,524.48315,309.27935,499.45265,297.27935,498.46805,267.26875
Cer_NP(t21:0/35:0)-H,862.85965,844.84915,826.83855,576.57195,564.57195,564.57195,546.56145,309.27935,521.53085,297.27935,520.54625,267.26875
Cer_NP(t21:0/35:1)-H,860.84405,842.83345,824.82285,574.55635,562.55635,562.55635,544.54575,309.27935,519.51515,297.27935,518.53065,267.26875
Cer_NP(t21:0/35:2)-H,858.82835,840.81785,822.80725,572.54065,560.54065,560.54065,542.53005,309.27935,517.49955,297.27935,516.51505,267.26875
Cer_NP(t21:0/35:3)-H,856.81275,838.80215,820.79165,570.52505,558.52505,558.52505,540.51445,309.27935,515.48385,297.27935,514.49935,267.26875
Cer_NP(t21:0/35:4)-H,854.79715,836.78645,818.77595,568.50945,556.50945,556.50945,538.49875,309.27935,513.46825,297.27935,512.48375,267.26875
Cer_NP(t21:0/36:0)-H,876.87535,858.86475,840.85415,590.58765,578.58765,578.58765,560.57705,309.27935,535.54655,297.27935,534.56195,267.26875
Cer_NP(t21:0/36:1)-H,874.85965,856.84915,838.83855,588.57195,576.57195,576.57195,558.56145,309.27935,533.53085,297.27935,532.54625,267.26875
Cer_NP(t21:0/36:2)-H,872.84405,854.83345,836.82285,586.55635,574.55635,574.55635,556.54575,309.27935,531.51515,297.27935,530.53065,267.26875
Cer_NP(t21:0/36:3)-H,870.82835,852.81785,834.80725,584.54065,572.54065,572.54065,554.53005,309.27935,529.49955,297.27935,528.51505,267.26875
Cer_NP(t21:0/36:4)-H,868.81275,850.80215,832.79165,582.52505,570.52505,570.52505,552.51445,309.27935,527.48385,297.27935,526.49935,267.26875
Cer_NP(t22:0/14:0)-H,582.54665,564.53615,546.52555,282.24335,270.24335,270.24335,252.23275,323.29505,227.20225,311.29505,226.21765,281.28445
Cer_NP(t22:0/14:1)-H,580.53105,562.52045,544.50985,280.22765,268.22765,268.22765,250.21715,323.29505,225.18655,311.29505,224.20195,281.28445
Cer_NP(t22:0/14:2)-H,578.51535,560.50485,542.49425,278.21205,266.21205,266.21205,248.20145,323.29505,223.17095,311.29505,222.18635,281.28445
Cer_NP(t22:0/14:3)-H,576.49975,558.48915,540.47855,276.19635,264.19635,264.19635,246.18585,323.29505,221.15525,311.29505,220.17065,281.28445
Cer_NP(t22:0/15:0)-H,596.56235,578.55175,560.54115,296.25895,284.25895,284.25895,266.24845,323.29505,241.21785,311.29505,240.23325,281.28445
Cer_NP(t22:0/15:1)-H,594.54665,576.53615,558.52555,294.24335,282.24335,282.24335,264.23275,323.29505,239.20225,311.29505,238.21765,281.28445
Cer_NP(t22:0/15:2)-H,592.53105,574.52045,556.50985,292.22765,280.22765,280.22765,262.21715,323.29505,237.18655,311.29505,236.20195,281.28445
Cer_NP(t22:0/15:3)-H,590.51535,572.50485,554.49425,290.21205,278.21205,278.21205,260.20145,323.29505,235.17095,311.29505,234.18635,281.28445
Cer_NP(t22:0/16:0)-H,610.57805,592.56745,574.55685,310.27465,298.27465,298.27465,280.26405,323.29505,255.23355,311.29505,254.24895,281.28445
Cer_NP(t22:0/16:1)-H,608.56235,590.55175,572.54115,308.25895,296.25895,296.25895,278.24845,323.29505,253.21785,311.29505,252.23325,281.28445
Cer_NP(t22:0/16:2)-H,606.54665,588.53615,570.52555,306.24335,294.24335,294.24335,276.23275,323.29505,251.20225,311.29505,250.21765,281.28445
Cer_NP(t22:0/16:3)-H,604.53105,586.52045,568.50985,304.22765,292.22765,292.22765,274.21715,323.29505,249.18655,311.29505,248.20195,281.28445
Cer_NP(t22:0/16:4)-H,602.51535,584.50485,566.49425,302.21205,290.21205,290.21205,272.20145,323.29505,247.17095,311.29505,246.18635,281.28445
Cer_NP(t22:0/17:0)-H,624.59365,606.58305,588.57255,324.29025,312.29025,312.29025,294.27965,323.29505,269.24915,311.29505,268.26455,281.28445
Cer_NP(t22:0/17:1)-H,622.57805,604.56745,586.55685,322.27465,310.27465,310.27465,292.26405,323.29505,267.23355,311.29505,266.24895,281.28445
Cer_NP(t22:0/17:2)-H,620.56235,602.55175,584.54115,320.25895,308.25895,308.25895,290.24845,323.29505,265.21785,311.29505,264.23325,281.28445
Cer_NP(t22:0/17:3)-H,618.54665,600.53615,582.52555,318.24335,306.24335,306.24335,288.23275,323.29505,263.20225,311.29505,262.21765,281.28445
Cer_NP(t22:0/18:0)-H,638.60935,620.59865,602.58815,338.30595,326.30595,326.30595,308.29535,323.29505,283.26485,311.29505,282.28025,281.28445
Cer_NP(t22:0/18:1)-H,636.59365,618.58305,600.57255,336.29025,324.29025,324.29025,306.27965,323.29505,281.24915,311.29505,280.26455,281.28445
Cer_NP(t22:0/18:2)-H,634.57805,616.56745,598.55685,334.27465,322.27465,322.27465,304.26405,323.29505,279.23355,311.29505,278.24895,281.28445
Cer_NP(t22:0/18:3)-H,632.56235,614.55175,596.54115,332.25895,320.25895,320.25895,302.24845,323.29505,277.21785,311.29505,276.23325,281.28445
Cer_NP(t22:0/18:4)-H,630.54665,612.53615,594.52555,330.24335,318.24335,318.24335,300.23275,323.29505,275.20225,311.29505,274.21765,281.28445
Cer_NP(t22:0/19:0)-H,652.62495,634.61435,616.60385,352.32155,340.32155,340.32155,322.31105,323.29505,297.28045,311.29505,296.29585,281.28445
Cer_NP(t22:0/19:1)-H,650.60935,632.59865,614.58815,350.30595,338.30595,338.30595,320.29535,323.29505,295.26485,311.29505,294.28025,281.28445
Cer_NP(t22:0/19:2)-H,648.59365,630.58305,612.57255,348.29025,336.29025,336.29025,318.27965,323.29505,293.24915,311.29505,292.26455,281.28445
Cer_NP(t22:0/19:3)-H,646.57805,628.56745,610.55685,346.27465,334.27465,334.27465,316.26405,323.29505,291.23355,311.29505,290.24895,281.28445
Cer_NP(t22:0/19:4)-H,644.56235,626.55175,608.54115,344.25895,332.25895,332.25895,314.24845,323.29505,289.21785,311.29505,288.23325,281.28445
Cer_NP(t22:0/20:0)-H,666.64055,648.63005,630.61945,366.33725,354.33725,354.33725,336.32665,323.29505,311.29615,311.29505,310.31155,281.28445
Cer_NP(t22:0/20:1)-H,664.62495,646.61435,628.60385,364.32155,352.32155,352.32155,334.31105,323.29505,309.28045,311.29505,308.29585,281.28445
Cer_NP(t22:0/20:2)-H,662.60935,644.59865,626.58815,362.30595,350.30595,350.30595,332.29535,323.29505,307.26485,311.29505,306.28025,281.28445
Cer_NP(t22:0/20:3)-H,660.59365,642.58305,624.57255,360.29025,348.29025,348.29025,330.27965,323.29505,305.24915,311.29505,304.26455,281.28445
Cer_NP(t22:0/20:4)-H,658.57805,640.56745,622.55685,358.27465,346.27465,346.27465,328.26405,323.29505,303.23355,311.29505,302.24895,281.28445
Cer_NP(t22:0/21:0)-H,680.65625,662.64565,644.63505,380.35285,368.35285,368.35285,350.34225,323.29505,325.31175,311.29505,324.32715,281.28445
Cer_NP(t22:0/21:1)-H,678.64055,660.63005,642.61945,378.33725,366.33725,366.33725,348.32665,323.29505,323.29615,311.29505,322.31155,281.28445
Cer_NP(t22:0/21:2)-H,676.62495,658.61435,640.60385,376.32155,364.32155,364.32155,346.31105,323.29505,321.28045,311.29505,320.29585,281.28445
Cer_NP(t22:0/21:3)-H,674.60935,656.59865,638.58815,374.30595,362.30595,362.30595,344.29535,323.29505,319.26485,311.29505,318.28025,281.28445
Cer_NP(t22:0/21:4)-H,672.59365,654.58305,636.57255,372.29025,360.29025,360.29025,342.27965,323.29505,317.24915,311.29505,316.26455,281.28445
Cer_NP(t22:0/22:0)-H,694.67185,676.66135,658.65075,394.36855,382.36855,382.36855,364.35795,323.29505,339.32745,311.29505,338.34285,281.28445
Cer_NP(t22:0/22:1)-H,692.65625,674.64565,656.63505,392.35285,380.35285,380.35285,362.34225,323.29505,337.31175,311.29505,336.32715,281.28445
Cer_NP(t22:0/22:2)-H,690.64055,672.63005,654.61945,390.33725,378.33725,378.33725,360.32665,323.29505,335.29615,311.29505,334.31155,281.28445
Cer_NP(t22:0/22:3)-H,688.62495,670.61435,652.60385,388.32155,376.32155,376.32155,358.31105,323.29505,333.28045,311.29505,332.29585,281.28445
Cer_NP(t22:0/22:4)-H,686.60935,668.59865,650.58815,386.30595,374.30595,374.30595,356.29535,323.29505,331.26485,311.29505,330.28025,281.28445
Cer_NP(t22:0/23:0)-H,708.68755,690.67695,672.66635,408.38415,396.38415,396.38415,378.37355,323.29505,353.34305,311.29505,352.35845,281.28445
Cer_NP(t22:0/23:1)-H,706.67185,688.66135,670.65075,406.36855,394.36855,394.36855,376.35795,323.29505,351.32745,311.29505,350.34285,281.28445
Cer_NP(t22:0/23:2)-H,704.65625,686.64565,668.63505,404.35285,392.35285,392.35285,374.34225,323.29505,349.31175,311.29505,348.32715,281.28445
Cer_NP(t22:0/23:3)-H,702.64055,684.63005,666.61945,402.33725,390.33725,390.33725,372.32665,323.29505,347.29615,311.29505,346.31155,281.28445
Cer_NP(t22:0/23:4)-H,700.62495,682.61435,664.60385,400.32155,388.32155,388.32155,370.31105,323.29505,345.28045,311.29505,344.29585,281.28445
Cer_NP(t22:0/24:0)-H,722.70315,704.69265,686.68205,422.39985,410.39985,410.39985,392.38925,323.29505,367.35875,311.29505,366.37415,281.28445
Cer_NP(t22:0/24:1)-H,720.68755,702.67695,684.66635,420.38415,408.38415,408.38415,390.37355,323.29505,365.34305,311.29505,364.35845,281.28445
Cer_NP(t22:0/24:2)-H,718.67185,700.66135,682.65075,418.36855,406.36855,406.36855,388.35795,323.29505,363.32745,311.29505,362.34285,281.28445
Cer_NP(t22:0/24:3)-H,716.65625,698.64565,680.63505,416.35285,404.35285,404.35285,386.34225,323.29505,361.31175,311.29505,360.32715,281.28445
Cer_NP(t22:0/24:4)-H,714.64055,696.63005,678.61945,414.33725,402.33725,402.33725,384.32665,323.29505,359.29615,311.29505,358.31155,281.28445
Cer_NP(t22:0/25:0)-H,736.71885,718.70825,700.69765,436.41545,424.41545,424.41545,406.40495,323.29505,381.37435,311.29505,380.38985,281.28445
Cer_NP(t22:0/25:1)-H,734.70315,716.69265,698.68205,434.39985,422.39985,422.39985,404.38925,323.29505,379.35875,311.29505,378.37415,281.28445
Cer_NP(t22:0/25:2)-H,732.68755,714.67695,696.66635,432.38415,420.38415,420.38415,402.37355,323.29505,377.34305,311.29505,376.35845,281.28445
Cer_NP(t22:0/25:3)-H,730.67185,712.66135,694.65075,430.36855,418.36855,418.36855,400.35795,323.29505,375.32745,311.29505,374.34285,281.28445
Cer_NP(t22:0/25:4)-H,728.65625,710.64565,692.63505,428.35285,416.35285,416.35285,398.34225,323.29505,373.31175,311.29505,372.32715,281.28445
Cer_NP(t22:0/26:0)-H,750.73445,732.72395,714.71335,450.43115,438.43115,438.43115,420.42055,323.29505,395.39005,311.29505,394.40545,281.28445
Cer_NP(t22:0/26:1)-H,748.71885,730.70825,712.69765,448.41545,436.41545,436.41545,418.40495,323.29505,393.37435,311.29505,392.38985,281.28445
Cer_NP(t22:0/26:2)-H,746.70315,728.69265,710.68205,446.39985,434.39985,434.39985,416.38925,323.29505,391.35875,311.29505,390.37415,281.28445
Cer_NP(t22:0/26:3)-H,744.68755,726.67695,708.66635,444.38415,432.38415,432.38415,414.37355,323.29505,389.34305,311.29505,388.35845,281.28445
Cer_NP(t22:0/26:4)-H,742.67185,724.66135,706.65075,442.36855,430.36855,430.36855,412.35795,323.29505,387.32745,311.29505,386.34285,281.28445
Cer_NP(t22:0/27:0)-H,764.75015,746.73955,728.72905,464.44675,452.44675,452.44675,434.43615,323.29505,409.40565,311.29505,408.42105,281.28445
Cer_NP(t22:0/27:1)-H,762.73445,744.72395,726.71335,462.43115,450.43115,450.43115,432.42055,323.29505,407.39005,311.29505,406.40545,281.28445
Cer_NP(t22:0/27:2)-H,760.71885,742.70825,724.69765,460.41545,448.41545,448.41545,430.40495,323.29505,405.37435,311.29505,404.38985,281.28445
Cer_NP(t22:0/27:3)-H,758.70315,740.69265,722.68205,458.39985,446.39985,446.39985,428.38925,323.29505,403.35875,311.29505,402.37415,281.28445
Cer_NP(t22:0/27:4)-H,756.68755,738.67695,720.66635,456.38415,444.38415,444.38415,426.37355,323.29505,401.34305,311.29505,400.35845,281.28445
Cer_NP(t22:0/28:0)-H,778.76585,760.75525,742.74465,478.46245,466.46245,466.46245,448.45185,323.29505,423.42125,311.29505,422.43675,281.28445
Cer_NP(t22:0/28:1)-H,776.75015,758.73955,740.72905,476.44675,464.44675,464.44675,446.43615,323.29505,421.40565,311.29505,420.42105,281.28445
Cer_NP(t22:0/28:2)-H,774.73445,756.72395,738.71335,474.43115,462.43115,462.43115,444.42055,323.29505,419.39005,311.29505,418.40545,281.28445
Cer_NP(t22:0/28:3)-H,772.71885,754.70825,736.69765,472.41545,460.41545,460.41545,442.40495,323.29505,417.37435,311.29505,416.38985,281.28445
Cer_NP(t22:0/28:4)-H,770.70315,752.69265,734.68205,470.39985,458.39985,458.39985,440.38925,323.29505,415.35875,311.29505,414.37415,281.28445
Cer_NP(t22:0/29:0)-H,792.78145,774.77085,756.76035,492.47805,480.47805,480.47805,462.46745,323.29505,437.43695,311.29505,436.45235,281.28445
Cer_NP(t22:0/29:1)-H,790.76585,772.75525,754.74465,490.46245,478.46245,478.46245,460.45185,323.29505,435.42125,311.29505,434.43675,281.28445
Cer_NP(t22:0/29:2)-H,788.75015,770.73955,752.72905,488.44675,476.44675,476.44675,458.43615,323.29505,433.40565,311.29505,432.42105,281.28445
Cer_NP(t22:0/29:3)-H,786.73445,768.72395,750.71335,486.43115,474.43115,474.43115,456.42055,323.29505,431.39005,311.29505,430.40545,281.28445
Cer_NP(t22:0/29:4)-H,784.71885,766.70825,748.69765,484.41545,472.41545,472.41545,454.40495,323.29505,429.37435,311.29505,428.38985,281.28445
Cer_NP(t22:0/30:0)-H,806.79715,788.78645,770.77595,506.49375,494.49375,494.49375,476.48315,323.29505,451.45265,311.29505,450.46805,281.28445
Cer_NP(t22:0/30:1)-H,804.78145,786.77085,768.76035,504.47805,492.47805,492.47805,474.46745,323.29505,449.43695,311.29505,448.45235,281.28445
Cer_NP(t22:0/30:2)-H,802.76585,784.75525,766.74465,502.46245,490.46245,490.46245,472.45185,323.29505,447.42125,311.29505,446.43675,281.28445
Cer_NP(t22:0/30:3)-H,800.75015,782.73955,764.72905,500.44675,488.44675,488.44675,470.43615,323.29505,445.40565,311.29505,444.42105,281.28445
Cer_NP(t22:0/30:4)-H,798.73445,780.72395,762.71335,498.43115,486.43115,486.43115,468.42055,323.29505,443.39005,311.29505,442.40545,281.28445
Cer_NP(t22:0/31:0)-H,820.81275,802.80215,784.79165,520.50945,508.50935,508.50935,490.49885,323.29505,465.46825,311.29505,464.48375,281.28445
Cer_NP(t22:0/31:1)-H,818.79715,800.78645,782.77595,518.49375,506.49375,506.49375,488.48315,323.29505,463.45265,311.29505,462.46805,281.28445
Cer_NP(t22:0/31:2)-H,816.78145,798.77085,780.76035,516.47805,504.47805,504.47805,486.46745,323.29505,461.43695,311.29505,460.45235,281.28445
Cer_NP(t22:0/31:3)-H,814.76585,796.75525,778.74465,514.46245,502.46245,502.46245,484.45185,323.29505,459.42125,311.29505,458.43675,281.28445
Cer_NP(t22:0/31:4)-H,812.75015,794.73955,776.72905,512.44675,500.44675,500.44675,482.43615,323.29505,457.40565,311.29505,456.42105,281.28445
Cer_NP(t22:0/32:0)-H,834.82835,816.81785,798.80725,534.52505,522.52505,522.52505,504.51445,323.29505,479.48395,311.29505,478.49935,281.28445
Cer_NP(t22:0/32:1)-H,832.81275,814.80215,796.79165,532.50945,520.50945,520.50945,502.49885,323.29505,477.46825,311.29505,476.48375,281.28445
Cer_NP(t22:0/32:2)-H,830.79715,812.78645,794.77595,530.49375,518.49375,518.49375,500.48315,323.29505,475.45265,311.29505,474.46805,281.28445
Cer_NP(t22:0/32:3)-H,828.78145,810.77085,792.76035,528.47805,516.47805,516.47805,498.46745,323.29505,473.43695,311.29505,472.45235,281.28445
Cer_NP(t22:0/32:4)-H,826.76585,808.75525,790.74465,526.46245,514.46245,514.46245,496.45185,323.29505,471.42125,311.29505,470.43675,281.28445
Cer_NP(t22:0/33:0)-H,848.84405,830.83345,812.82285,548.54065,536.54065,536.54065,518.53005,323.29505,493.49955,311.29505,492.51495,281.28445
Cer_NP(t22:0/33:1)-H,846.82835,828.81785,810.80725,546.52505,534.52505,534.52505,516.51445,323.29505,491.48395,311.29505,490.49935,281.28445
Cer_NP(t22:0/33:2)-H,844.81275,826.80215,808.79165,544.50945,532.50945,532.50945,514.49875,323.29505,489.46825,311.29505,488.48375,281.28445
Cer_NP(t22:0/33:3)-H,842.79715,824.78645,806.77595,542.49375,530.49375,530.49375,512.48315,323.29505,487.45265,311.29505,486.46805,281.28445
Cer_NP(t22:0/33:4)-H,840.78145,822.77085,804.76035,540.47805,528.47805,528.47805,510.46745,323.29505,485.43695,311.29505,484.45235,281.28445
Cer_NP(t22:0/34:0)-H,862.85965,844.84915,826.83855,562.55635,550.55635,550.55635,532.54575,323.29505,507.51515,311.29505,506.53065,281.28445
Cer_NP(t22:0/34:1)-H,860.84405,842.83345,824.82285,560.54065,548.54065,548.54065,530.53005,323.29505,505.49955,311.29505,504.51495,281.28445
Cer_NP(t22:0/34:2)-H,858.82835,840.81785,822.80725,558.52505,546.52505,546.52505,528.51445,323.29505,503.48395,311.29505,502.49935,281.28445
Cer_NP(t22:0/34:3)-H,856.81275,838.80215,820.79165,556.50945,544.50945,544.50945,526.49875,323.29505,501.46825,311.29505,500.48375,281.28445
Cer_NP(t22:0/34:4)-H,854.79715,836.78645,818.77595,554.49375,542.49375,542.49375,524.48315,323.29505,499.45265,311.29505,498.46805,281.28445
Cer_NP(t22:0/35:0)-H,876.87535,858.86475,840.85415,576.57195,564.57195,564.57195,546.56145,323.29505,521.53085,311.29505,520.54625,281.28445
Cer_NP(t22:0/35:1)-H,874.85965,856.84915,838.83855,574.55635,562.55635,562.55635,544.54575,323.29505,519.51515,311.29505,518.53065,281.28445
Cer_NP(t22:0/35:2)-H,872.84405,854.83345,836.82285,572.54065,560.54065,560.54065,542.53005,323.29505,517.49955,311.29505,516.51505,281.28445
Cer_NP(t22:0/35:3)-H,870.82835,852.81785,834.80725,570.52505,558.52505,558.52505,540.51445,323.29505,515.48385,311.29505,514.49935,281.28445
Cer_NP(t22:0/35:4)-H,868.81275,850.80215,832.79165,568.50945,556.50945,556.50945,538.49875,323.29505,513.46825,311.29505,512.48375,281.28445
Cer_NP(t22:0/36:0)-H,890.89095,872.88045,854.86985,590.58765,578.58765,578.58765,560.57705,323.29505,535.54655,311.29505,534.56195,281.28445
Cer_NP(t22:0/36:1)-H,888.87535,870.86475,852.85415,588.57195,576.57195,576.57195,558.56145,323.29505,533.53085,311.29505,532.54625,281.28445
Cer_NP(t22:0/36:2)-H,886.85965,868.84915,850.83855,586.55635,574.55635,574.55635,556.54575,323.29505,531.51515,311.29505,530.53065,281.28445
