AcylGlcADG,[M-H]-,[FA2-H]-,[FA3-H]-,[FA1-H]-
AcylGlcADG(16:4_20:4_18:4)-H,1041.667,303.233,275.2017,247.1704
AcylGlcADG(16:4_20:4_18:5)-H,1039.652,303.233,273.186,247.1704
AcylGlcADG(16:4_20:4_20:0)-H,1077.761,303.233,311.2956,247.1704
AcylGlcADG(16:4_20:4_20:1)-H,1075.745,303.233,309.2799,247.1704
AcylGlcADG(16:4_20:4_20:2)-H,1073.73,303.233,307.2643,247.1704
AcylGlcADG(16:4_20:4_20:3)-H,1071.714,303.233,305.2486,247.1704
AcylGlcADG(16:4_20:4_20:4)-H,1069.699,303.233,303.233,247.1704
AcylGlcADG(16:4_20:4_20:5)-H,1067.683,303.233,301.2173,247.1704
AcylGlcADG(16:4_20:4_22:0)-H,1105.792,303.233,339.3269,247.1704
AcylGlcADG(16:4_20:4_22:1)-H,1103.777,303.233,337.3112,247.1704
AcylGlcADG(16:4_20:4_22:2)-H,1101.761,303.233,335.2956,247.1704
AcylGlcADG(16:4_20:4_22:3)-H,1099.745,303.233,333.2799,247.1704
AcylGlcADG(16:4_20:4_22:4)-H,1097.73,303.233,331.2643,247.1704
AcylGlcADG(16:4_20:4_22:5)-H,1095.714,303.233,329.2486,247.1704
AcylGlcADG(16:4_20:4_22:6)-H,1093.699,303.233,327.233,247.1704
AcylGlcADG(16:4_20:5_12:0)-H,963.6203,301.2173,199.1704,247.1704
AcylGlcADG(16:4_20:5_14:0)-H,991.6516,301.2173,227.2017,247.1704
AcylGlcADG(16:4_20:5_14:1)-H,989.6359,301.2173,225.186,247.1704
AcylGlcADG(16:4_20:5_16:0)-H,1019.683,301.2173,255.233,247.1704
AcylGlcADG(16:4_20:5_16:1)-H,1017.667,301.2173,253.2173,247.1704
AcylGlcADG(16:4_20:5_16:2)-H,1015.652,301.2173,251.2017,247.1704
AcylGlcADG(16:4_20:5_16:3)-H,1013.636,301.2173,249.186,247.1704
AcylGlcADG(16:4_20:5_16:4)-H,1011.62,301.2173,247.1704,247.1704
AcylGlcADG(16:4_20:5_18:0)-H,1047.714,301.2173,283.2643,247.1704
AcylGlcADG(16:4_20:5_18:1)-H,1045.699,301.2173,281.2486,247.1704
AcylGlcADG(16:4_20:5_18:2)-H,1043.683,301.2173,279.233,247.1704
AcylGlcADG(16:4_20:5_18:3)-H,1041.667,301.2173,277.2173,247.1704
AcylGlcADG(16:4_20:5_18:4)-H,1039.652,301.2173,275.2017,247.1704
AcylGlcADG(16:4_20:5_18:5)-H,1037.636,301.2173,273.186,247.1704
AcylGlcADG(16:4_20:5_20:0)-H,1075.745,301.2173,311.2956,247.1704
AcylGlcADG(16:4_20:5_20:1)-H,1073.73,301.2173,309.2799,247.1704
AcylGlcADG(16:4_20:5_20:2)-H,1071.714,301.2173,307.2643,247.1704
AcylGlcADG(16:4_20:5_20:3)-H,1069.699,301.2173,305.2486,247.1704
AcylGlcADG(16:4_20:5_20:4)-H,1067.683,301.2173,303.233,247.1704
AcylGlcADG(16:4_20:5_20:5)-H,1065.667,301.2173,301.2173,247.1704
AcylGlcADG(16:4_20:5_22:0)-H,1103.777,301.2173,339.3269,247.1704
AcylGlcADG(16:4_20:5_22:1)-H,1101.761,301.2173,337.3112,247.1704
AcylGlcADG(16:4_20:5_22:2)-H,1099.745,301.2173,335.2956,247.1704
AcylGlcADG(16:4_20:5_22:3)-H,1097.73,301.2173,333.2799,247.1704
AcylGlcADG(16:4_20:5_22:4)-H,1095.714,301.2173,331.2643,247.1704
AcylGlcADG(16:4_20:5_22:5)-H,1093.699,301.2173,329.2486,247.1704
AcylGlcADG(16:4_20:5_22:6)-H,1091.683,301.2173,327.233,247.1704
AcylGlcADG(16:4_22:0_12:0)-H,1001.73,339.3269,199.1704,247.1704
AcylGlcADG(16:4_22:0_14:0)-H,1029.761,339.3269,227.2017,247.1704
AcylGlcADG(16:4_22:0_14:1)-H,1027.745,339.3269,225.186,247.1704
AcylGlcADG(16:4_22:0_16:0)-H,1057.792,339.3269,255.233,247.1704
AcylGlcADG(16:4_22:0_16:1)-H,1055.777,339.3269,253.2173,247.1704
AcylGlcADG(16:4_22:0_16:2)-H,1053.761,339.3269,251.2017,247.1704
AcylGlcADG(16:4_22:0_16:3)-H,1051.745,339.3269,249.186,247.1704
AcylGlcADG(16:4_22:0_16:4)-H,1049.73,339.3269,247.1704,247.1704
AcylGlcADG(16:4_22:0_18:0)-H,1085.824,339.3269,283.2643,247.1704
AcylGlcADG(16:4_22:0_18:1)-H,1083.808,339.3269,281.2486,247.1704
AcylGlcADG(16:4_22:0_18:2)-H,1081.792,339.3269,279.233,247.1704
AcylGlcADG(16:4_22:0_18:3)-H,1079.777,339.3269,277.2173,247.1704
AcylGlcADG(16:4_22:0_18:4)-H,1077.761,339.3269,275.2017,247.1704
AcylGlcADG(16:4_22:0_18:5)-H,1075.745,339.3269,273.186,247.1704
AcylGlcADG(16:4_22:0_20:0)-H,1113.855,339.3269,311.2956,247.1704
AcylGlcADG(16:4_22:0_20:1)-H,1111.839,339.3269,309.2799,247.1704
AcylGlcADG(16:4_22:0_20:2)-H,1109.824,339.3269,307.2643,247.1704
AcylGlcADG(16:4_22:0_20:3)-H,1107.808,339.3269,305.2486,247.1704
AcylGlcADG(16:4_22:0_20:4)-H,1105.792,339.3269,303.233,247.1704
AcylGlcADG(16:4_22:0_20:5)-H,1103.777,339.3269,301.2173,247.1704
AcylGlcADG(16:4_22:0_22:0)-H,1141.886,339.3269,339.3269,247.1704
AcylGlcADG(16:4_22:0_22:1)-H,1139.871,339.3269,337.3112,247.1704
AcylGlcADG(16:4_22:0_22:2)-H,1137.855,339.3269,335.2956,247.1704
AcylGlcADG(16:4_22:0_22:3)-H,1135.839,339.3269,333.2799,247.1704
AcylGlcADG(16:4_22:0_22:4)-H,1133.824,339.3269,331.2643,247.1704
AcylGlcADG(16:4_22:0_22:5)-H,1131.808,339.3269,329.2486,247.1704
AcylGlcADG(16:4_22:0_22:6)-H,1129.792,339.3269,327.233,247.1704
AcylGlcADG(16:4_22:1_12:0)-H,999.7142,337.3112,199.1704,247.1704
AcylGlcADG(16:4_22:1_14:0)-H,1027.745,337.3112,227.2017,247.1704
AcylGlcADG(16:4_22:1_14:1)-H,1025.73,337.3112,225.186,247.1704
AcylGlcADG(16:4_22:1_16:0)-H,1055.777,337.3112,255.233,247.1704
AcylGlcADG(16:4_22:1_16:1)-H,1053.761,337.3112,253.2173,247.1704
AcylGlcADG(16:4_22:1_16:2)-H,1051.745,337.3112,251.2017,247.1704
AcylGlcADG(16:4_22:1_16:3)-H,1049.73,337.3112,249.186,247.1704
AcylGlcADG(16:4_22:1_16:4)-H,1047.714,337.3112,247.1704,247.1704
AcylGlcADG(16:4_22:1_18:0)-H,1083.808,337.3112,283.2643,247.1704
AcylGlcADG(16:4_22:1_18:1)-H,1081.792,337.3112,281.2486,247.1704
AcylGlcADG(16:4_22:1_18:2)-H,1079.777,337.3112,279.233,247.1704
AcylGlcADG(16:4_22:1_18:3)-H,1077.761,337.3112,277.2173,247.1704
AcylGlcADG(16:4_22:1_18:4)-H,1075.745,337.3112,275.2017,247.1704
AcylGlcADG(16:4_22:1_18:5)-H,1073.73,337.3112,273.186,247.1704
AcylGlcADG(16:4_22:1_20:0)-H,1111.839,337.3112,311.2956,247.1704
AcylGlcADG(16:4_22:1_20:1)-H,1109.824,337.3112,309.2799,247.1704
