Cer_AP,[M-H]-,[FA+NC(C)CO-H]-,[FA+O-H]-,[FA-CO-3H]-,[Sph-NC(CO)CO-H]-
Cer_AP(t16:2/15:0)-H,524.43205,312.25385,257.21275,211.20725,193.15925
Cer_AP(t16:2/15:1)-H,522.41635,310.23825,255.19715,209.19165,193.15925
Cer_AP(t16:2/15:2)-H,520.40075,308.22255,253.18145,207.17595,193.15925
Cer_AP(t16:2/15:3)-H,518.38505,306.20695,251.16585,205.16035,193.15925
Cer_AP(t16:2/16:0)-H,538.44765,326.26955,271.22845,225.22295,193.15925
Cer_AP(t16:2/16:1)-H,536.43205,324.25385,269.21275,223.20725,193.15925
Cer_AP(t16:2/16:2)-H,534.41635,322.23825,267.19715,221.19165,193.15925
Cer_AP(t16:2/16:3)-H,532.40075,320.22255,265.18145,219.17595,193.15925
Cer_AP(t16:2/16:4)-H,530.38505,318.20695,263.16585,217.16035,193.15925
Cer_AP(t16:2/17:0)-H,552.46335,340.28515,285.24405,239.23855,193.15925
Cer_AP(t16:2/17:1)-H,550.44765,338.26955,283.22845,237.22295,193.15925
Cer_AP(t16:2/17:2)-H,548.43205,336.25385,281.21275,235.20725,193.15925
Cer_AP(t16:2/17:3)-H,546.41635,334.23825,279.19715,233.19165,193.15925
Cer_AP(t16:2/18:0)-H,566.47905,354.30085,299.25975,253.25425,193.15925
Cer_AP(t16:2/18:1)-H,564.46335,352.28515,297.24405,251.23855,193.15925
Cer_AP(t16:2/18:2)-H,562.44765,350.26955,295.22845,249.22295,193.15925
Cer_AP(t16:2/18:3)-H,560.43205,348.25385,293.21275,247.20725,193.15925
Cer_AP(t16:2/18:4)-H,558.41635,346.23825,291.19715,245.19165,193.15925
Cer_AP(t16:2/19:0)-H,580.49465,368.31645,313.27535,267.26985,193.15925
Cer_AP(t16:2/19:1)-H,578.47905,366.30085,311.25975,265.25425,193.15925
Cer_AP(t16:2/19:2)-H,576.46335,364.28515,309.24405,263.23855,193.15925
Cer_AP(t16:2/19:3)-H,574.44765,362.26955,307.22845,261.22295,193.15925
Cer_AP(t16:2/19:4)-H,572.43205,360.25385,305.21275,259.20725,193.15925
Cer_AP(t16:2/20:0)-H,594.51035,382.33215,327.29105,281.28555,193.15925
Cer_AP(t16:2/20:1)-H,592.49465,380.31645,325.27535,279.26985,193.15925
Cer_AP(t16:2/20:2)-H,590.47905,378.30085,323.25975,277.25425,193.15925
Cer_AP(t16:2/20:3)-H,588.46335,376.28515,321.24405,275.23855,193.15925
Cer_AP(t16:2/20:4)-H,586.44765,374.26955,319.22845,273.22295,193.15925
Cer_AP(t16:2/21:0)-H,608.52595,396.34775,341.30665,295.30115,193.15925
Cer_AP(t16:2/21:1)-H,606.51035,394.33215,339.29105,293.28555,193.15925
Cer_AP(t16:2/21:2)-H,604.49465,392.31645,337.27535,291.26985,193.15925
Cer_AP(t16:2/21:3)-H,602.47905,390.30085,335.25975,289.25425,193.15925
Cer_AP(t16:2/21:4)-H,600.46335,388.28515,333.24405,287.23855,193.15925
Cer_AP(t16:2/22:0)-H,622.54165,410.36345,355.32235,309.31685,193.15925
Cer_AP(t16:2/22:1)-H,620.52595,408.34775,353.30665,307.30115,193.15925
Cer_AP(t16:2/22:2)-H,618.51035,406.33215,351.29105,305.28555,193.15925
Cer_AP(t16:2/22:3)-H,616.49465,404.31645,349.27535,303.26985,193.15925
Cer_AP(t16:2/22:4)-H,614.47905,402.30085,347.25975,301.25425,193.15925
Cer_AP(t16:2/23:0)-H,636.55725,424.37905,369.33795,323.33245,193.15925
Cer_AP(t16:2/23:1)-H,634.54165,422.36345,367.32235,321.31685,193.15925
Cer_AP(t16:2/23:2)-H,632.52595,420.34775,365.30665,319.30115,193.15925
Cer_AP(t16:2/23:3)-H,630.51035,418.33215,363.29105,317.28555,193.15925
Cer_AP(t16:2/23:4)-H,628.49465,416.31645,361.27535,315.26985,193.15925
Cer_AP(t16:2/24:0)-H,650.57285,438.39475,383.35365,337.34815,193.15925
Cer_AP(t16:2/24:1)-H,648.55725,436.37905,381.33795,335.33245,193.15925
Cer_AP(t16:2/24:2)-H,646.54165,434.36345,379.32235,333.31685,193.15925
Cer_AP(t16:2/24:3)-H,644.52595,432.34775,377.30665,331.30115,193.15925
Cer_AP(t16:2/24:4)-H,642.51035,430.33215,375.29105,329.28555,193.15925
Cer_AP(t16:2/25:0)-H,664.58855,452.41045,397.36925,351.36385,193.15925
Cer_AP(t16:2/25:1)-H,662.57285,450.39475,395.35365,349.34815,193.15925
Cer_AP(t16:2/25:2)-H,660.55725,448.37905,393.33795,347.33245,193.15925
Cer_AP(t16:2/25:3)-H,658.54165,446.36345,391.32235,345.31685,193.15925
Cer_AP(t16:2/25:4)-H,656.52595,444.34775,389.30665,343.30115,193.15925
Cer_AP(t16:2/26:0)-H,678.60415,466.42605,411.38495,365.37945,193.15925
Cer_AP(t16:2/26:1)-H,676.58855,464.41045,409.36925,363.36385,193.15925
Cer_AP(t16:2/26:2)-H,674.57285,462.39475,407.35365,361.34815,193.15925
Cer_AP(t16:2/26:3)-H,672.55725,460.37905,405.33795,359.33245,193.15925
Cer_AP(t16:2/26:4)-H,670.54165,458.36345,403.32235,357.31685,193.15925
Cer_AP(t16:2/27:0)-H,692.61985,480.44165,425.40055,379.39505,193.15925
Cer_AP(t16:2/27:1)-H,690.60415,478.42605,423.38495,377.37945,193.15925
Cer_AP(t16:2/27:2)-H,688.58855,476.41045,421.36925,375.36385,193.15925
Cer_AP(t16:2/27:3)-H,686.57285,474.39475,419.35365,373.34815,193.15925
Cer_AP(t16:2/27:4)-H,684.55725,472.37905,417.33795,371.33245,193.15925
Cer_AP(t16:2/28:0)-H,706.63545,494.45735,439.41625,393.41075,193.15925
Cer_AP(t16:2/28:1)-H,704.61985,492.44165,437.40055,391.39505,193.15925
Cer_AP(t16:2/28:2)-H,702.60415,490.42605,435.38495,389.37945,193.15925
Cer_AP(t16:2/28:3)-H,700.58855,488.41045,433.36925,387.36385,193.15925
Cer_AP(t16:2/28:4)-H,698.57285,486.39475,431.35365,385.34815,193.15925
Cer_AP(t16:2/29:0)-H,720.65115,508.47295,453.43185,407.42635,193.15925
Cer_AP(t16:2/29:1)-H,718.63545,506.45735,451.41625,405.41075,193.15925
Cer_AP(t16:2/29:2)-H,716.61985,504.44165,449.40055,403.39505,193.15925
Cer_AP(t16:2/29:3)-H,714.60415,502.42605,447.38495,401.37945,193.15925
Cer_AP(t16:2/29:4)-H,712.58855,500.41045,445.36925,399.36385,193.15925
Cer_AP(t16:2/30:0)-H,734.66685,522.48865,467.44755,421.44205,193.15925
Cer_AP(t16:2/30:1)-H,732.65115,520.47295,465.43185,419.42635,193.15925
Cer_AP(t16:2/30:2)-H,730.63545,518.45735,463.41625,417.41075,193.15925
Cer_AP(t16:2/30:3)-H,728.61985,516.44175,461.40055,415.39505,193.15925
Cer_AP(t16:2/30:4)-H,726.60415,514.42605,459.38495,413.37945,193.15925
Cer_AP(t16:2/31:0)-H,748.68245,536.50425,481.46315,435.45775,193.15925
Cer_AP(t16:2/31:1)-H,746.66685,534.48865,479.44755,433.44205,193.15925
Cer_AP(t16:2/31:2)-H,744.65115,532.47295,477.43185,431.42635,193.15925
Cer_AP(t16:2/31:3)-H,742.63545,530.45735,475.41625,429.41075,193.15925
Cer_AP(t16:2/31:4)-H,740.61985,528.44175,473.40055,427.39505,193.15925
Cer_AP(t16:2/32:0)-H,762.69815,550.51995,495.47885,449.47335,193.15925
Cer_AP(t16:2/32:1)-H,760.68245,548.50425,493.46315,447.45775,193.15925
Cer_AP(t16:2/32:2)-H,758.66685,546.48865,491.44755,445.44205,193.15925
Cer_AP(t16:2/32:3)-H,756.65115,544.47295,489.43185,443.42635,193.15925
Cer_AP(t16:2/32:4)-H,754.63545,542.45735,487.41625,441.41075,193.15925
Cer_AP(t16:2/33:0)-H,776.71375,564.53555,509.49445,463.48895,193.15925
Cer_AP(t16:2/33:1)-H,774.69815,562.51995,507.47885,461.47335,193.15925
Cer_AP(t16:2/33:2)-H,772.68245,560.50425,505.46315,459.45775,193.15925
Cer_AP(t16:2/33:3)-H,770.66685,558.48865,503.44755,457.44205,193.15925
Cer_AP(t16:2/33:4)-H,768.65115,556.47295,501.43185,455.42635,193.15925
Cer_AP(t16:2/34:0)-H,790.72945,578.55125,523.51015,477.50465,193.15925
Cer_AP(t16:2/34:1)-H,788.71375,576.53555,521.49455,475.48895,193.15925
Cer_AP(t16:2/34:2)-H,786.69815,574.51995,519.47885,473.47335,193.15925
Cer_AP(t16:2/34:3)-H,784.68245,572.50425,517.46315,471.45775,193.15925
Cer_AP(t16:2/34:4)-H,782.66685,570.48865,515.44755,469.44205,193.15925
Cer_AP(t16:2/35:0)-H,804.74505,592.56685,537.52575,491.52025,193.15925
Cer_AP(t16:2/35:1)-H,802.72945,590.55125,535.51015,489.50465,193.15925
Cer_AP(t16:2/35:2)-H,800.71375,588.53555,533.49455,487.48895,193.15925
Cer_AP(t16:2/35:3)-H,798.69815,586.51995,531.47885,485.47335,193.15925
Cer_AP(t16:2/35:4)-H,796.68245,584.50425,529.46315,483.45775,193.15925
Cer_AP(t16:2/36:0)-H,818.76065,606.58255,551.54145,505.53595,193.15925
Cer_AP(t16:2/36:1)-H,816.74505,604.56685,549.52575,503.52025,193.15925
Cer_AP(t16:2/36:2)-H,814.72945,602.55125,547.51015,501.50465,193.15925
Cer_AP(t16:2/36:3)-H,812.71375,600.53555,545.49455,499.48895,193.15925
Cer_AP(t16:2/36:4)-H,810.69815,598.51995,543.47885,497.47335,193.15925
Cer_AP(t17:2/14:0)-H,524.43205,298.23825,243.19715,197.19165,207.17485
Cer_AP(t17:2/14:1)-H,522.41635,296.22255,241.18145,195.17595,207.17485
Cer_AP(t17:2/14:2)-H,520.40075,294.20695,239.16585,193.16035,207.17485
Cer_AP(t17:2/14:3)-H,518.38505,292.19125,237.15015,191.14465,207.17485
Cer_AP(t17:2/15:0)-H,538.44765,312.25385,257.21275,211.20725,207.17485
Cer_AP(t17:2/15:1)-H,536.43205,310.23825,255.19715,209.19165,207.17485
Cer_AP(t17:2/15:2)-H,534.41635,308.22255,253.18145,207.17595,207.17485
Cer_AP(t17:2/15:3)-H,532.40075,306.20695,251.16585,205.16035,207.17485
Cer_AP(t17:2/16:0)-H,552.46335,326.26955,271.22845,225.22295,207.17485
Cer_AP(t17:2/16:1)-H,550.44765,324.25385,269.21275,223.20725,207.17485
Cer_AP(t17:2/16:2)-H,548.43205,322.23825,267.19715,221.19165,207.17485
Cer_AP(t17:2/16:3)-H,546.41635,320.22255,265.18145,219.17595,207.17485
Cer_AP(t17:2/16:4)-H,544.40075,318.20695,263.16585,217.16035,207.17485
Cer_AP(t17:2/17:0)-H,566.47905,340.28515,285.24405,239.23855,207.17485
Cer_AP(t17:2/17:1)-H,564.46335,338.26955,283.22845,237.22295,207.17485
Cer_AP(t17:2/17:2)-H,562.44765,336.25385,281.21275,235.20725,207.17485
Cer_AP(t17:2/17:3)-H,560.43205,334.23825,279.19715,233.19165,207.17485
Cer_AP(t17:2/18:0)-H,580.49465,354.30085,299.25975,253.25425,207.17485
Cer_AP(t17:2/18:1)-H,578.47905,352.28515,297.24405,251.23855,207.17485
Cer_AP(t17:2/18:2)-H,576.46335,350.26955,295.22845,249.22295,207.17485
Cer_AP(t17:2/18:3)-H,574.44765,348.25385,293.21275,247.20725,207.17485
Cer_AP(t17:2/18:4)-H,572.43205,346.23825,291.19715,245.19165,207.17485
Cer_AP(t17:2/19:0)-H,594.51035,368.31645,313.27535,267.26985,207.17485
Cer_AP(t17:2/19:1)-H,592.49465,366.30085,311.25975,265.25425,207.17485
Cer_AP(t17:2/19:2)-H,590.47905,364.28515,309.24405,263.23855,207.17485
Cer_AP(t17:2/19:3)-H,588.46335,362.26955,307.22845,261.22295,207.17485
Cer_AP(t17:2/19:4)-H,586.44765,360.25385,305.21275,259.20725,207.17485
Cer_AP(t17:2/20:0)-H,608.52595,382.33215,327.29105,281.28555,207.17485
Cer_AP(t17:2/20:1)-H,606.51035,380.31645,325.27535,279.26985,207.17485
Cer_AP(t17:2/20:2)-H,604.49465,378.30085,323.25975,277.25425,207.17485
Cer_AP(t17:2/20:3)-H,602.47905,376.28515,321.24405,275.23855,207.17485
Cer_AP(t17:2/20:4)-H,600.46335,374.26955,319.22845,273.22295,207.17485
Cer_AP(t17:2/21:0)-H,622.54165,396.34775,341.30665,295.30115,207.17485
Cer_AP(t17:2/21:1)-H,620.52595,394.33215,339.29105,293.28555,207.17485
Cer_AP(t17:2/21:2)-H,618.51035,392.31645,337.27535,291.26985,207.17485
Cer_AP(t17:2/21:3)-H,616.49465,390.30085,335.25975,289.25425,207.17485
Cer_AP(t17:2/21:4)-H,614.47905,388.28515,333.24405,287.23855,207.17485
Cer_AP(t17:2/22:0)-H,636.55725,410.36345,355.32235,309.31685,207.17485
Cer_AP(t17:2/22:1)-H,634.54165,408.34775,353.30665,307.30115,207.17485
Cer_AP(t17:2/22:2)-H,632.52595,406.33215,351.29105,305.28555,207.17485
Cer_AP(t17:2/22:3)-H,630.51035,404.31645,349.27535,303.26985,207.17485
Cer_AP(t17:2/22:4)-H,628.49465,402.30085,347.25975,301.25425,207.17485
Cer_AP(t17:2/23:0)-H,650.57285,424.37905,369.33795,323.33245,207.17485
Cer_AP(t17:2/23:1)-H,648.55725,422.36345,367.32235,321.31685,207.17485
Cer_AP(t17:2/23:2)-H,646.54165,420.34775,365.30665,319.30115,207.17485
Cer_AP(t17:2/23:3)-H,644.52595,418.33215,363.29105,317.28555,207.17485
Cer_AP(t17:2/23:4)-H,642.51035,416.31645,361.27535,315.26985,207.17485
Cer_AP(t17:2/24:0)-H,664.58855,438.39475,383.35365,337.34815,207.17485
Cer_AP(t17:2/24:1)-H,662.57285,436.37905,381.33795,335.33245,207.17485
Cer_AP(t17:2/24:2)-H,660.55725,434.36345,379.32235,333.31685,207.17485
Cer_AP(t17:2/24:3)-H,658.54165,432.34775,377.30665,331.30115,207.17485
Cer_AP(t17:2/24:4)-H,656.52595,430.33215,375.29105,329.28555,207.17485
Cer_AP(t17:2/25:0)-H,678.60415,452.41045,397.36925,351.36385,207.17485
Cer_AP(t17:2/25:1)-H,676.58855,450.39475,395.35365,349.34815,207.17485
Cer_AP(t17:2/25:2)-H,674.57285,448.37905,393.33795,347.33245,207.17485
Cer_AP(t17:2/25:3)-H,672.55725,446.36345,391.32235,345.31685,207.17485
Cer_AP(t17:2/25:4)-H,670.54165,444.34775,389.30665,343.30115,207.17485
Cer_AP(t17:2/26:0)-H,692.61985,466.42605,411.38495,365.37945,207.17485
Cer_AP(t17:2/26:1)-H,690.60415,464.41045,409.36925,363.36385,207.17485
Cer_AP(t17:2/26:2)-H,688.58855,462.39475,407.35365,361.34815,207.17485
Cer_AP(t17:2/26:3)-H,686.57285,460.37905,405.33795,359.33245,207.17485
Cer_AP(t17:2/26:4)-H,684.55725,458.36345,403.32235,357.31685,207.17485
Cer_AP(t17:2/27:0)-H,706.63545,480.44165,425.40055,379.39505,207.17485
Cer_AP(t17:2/27:1)-H,704.61985,478.42605,423.38495,377.37945,207.17485
Cer_AP(t17:2/27:2)-H,702.60415,476.41045,421.36925,375.36385,207.17485
Cer_AP(t17:2/27:3)-H,700.58855,474.39475,419.35365,373.34815,207.17485
Cer_AP(t17:2/27:4)-H,698.57285,472.37905,417.33795,371.33245,207.17485
Cer_AP(t17:2/28:0)-H,720.65115,494.45735,439.41625,393.41075,207.17485
Cer_AP(t17:2/28:1)-H,718.63545,492.44165,437.40055,391.39505,207.17485
Cer_AP(t17:2/28:2)-H,716.61985,490.42605,435.38495,389.37945,207.17485
Cer_AP(t17:2/28:3)-H,714.60415,488.41045,433.36925,387.36385,207.17485
Cer_AP(t17:2/28:4)-H,712.58855,486.39475,431.35365,385.34815,207.17485
Cer_AP(t17:2/29:0)-H,734.66685,508.47295,453.43185,407.42635,207.17485
Cer_AP(t17:2/29:1)-H,732.65115,506.45735,451.41625,405.41075,207.17485
Cer_AP(t17:2/29:2)-H,730.63545,504.44165,449.40055,403.39505,207.17485
Cer_AP(t17:2/29:3)-H,728.61985,502.42605,447.38495,401.37945,207.17485
Cer_AP(t17:2/29:4)-H,726.60415,500.41045,445.36925,399.36385,207.17485
Cer_AP(t17:2/30:0)-H,748.68245,522.48865,467.44755,421.44205,207.17485
Cer_AP(t17:2/30:1)-H,746.66685,520.47295,465.43185,419.42635,207.17485
Cer_AP(t17:2/30:2)-H,744.65115,518.45735,463.41625,417.41075,207.17485
Cer_AP(t17:2/30:3)-H,742.63545,516.44175,461.40055,415.39505,207.17485
Cer_AP(t17:2/30:4)-H,740.61985,514.42605,459.38495,413.37945,207.17485
Cer_AP(t17:2/31:0)-H,762.69815,536.50425,481.46315,435.45775,207.17485
Cer_AP(t17:2/31:1)-H,760.68245,534.48865,479.44755,433.44205,207.17485
Cer_AP(t17:2/31:2)-H,758.66685,532.47295,477.43185,431.42635,207.17485
Cer_AP(t17:2/31:3)-H,756.65115,530.45735,475.41625,429.41075,207.17485
Cer_AP(t17:2/31:4)-H,754.63545,528.44175,473.40055,427.39505,207.17485
Cer_AP(t17:2/32:0)-H,776.71375,550.51995,495.47885,449.47335,207.17485
Cer_AP(t17:2/32:1)-H,774.69815,548.50425,493.46315,447.45775,207.17485
Cer_AP(t17:2/32:2)-H,772.68245,546.48865,491.44755,445.44205,207.17485
Cer_AP(t17:2/32:3)-H,770.66685,544.47295,489.43185,443.42635,207.17485
Cer_AP(t17:2/32:4)-H,768.65115,542.45735,487.41625,441.41075,207.17485
Cer_AP(t17:2/33:0)-H,790.72945,564.53555,509.49445,463.48895,207.17485
Cer_AP(t17:2/33:1)-H,788.71375,562.51995,507.47885,461.47335,207.17485
Cer_AP(t17:2/33:2)-H,786.69815,560.50425,505.46315,459.45775,207.17485
Cer_AP(t17:2/33:3)-H,784.68245,558.48865,503.44755,457.44205,207.17485
Cer_AP(t17:2/33:4)-H,782.66685,556.47295,501.43185,455.42635,207.17485
Cer_AP(t17:2/34:0)-H,804.74505,578.55125,523.51015,477.50465,207.17485
Cer_AP(t17:2/34:1)-H,802.72945,576.53555,521.49455,475.48895,207.17485
Cer_AP(t17:2/34:2)-H,800.71375,574.51995,519.47885,473.47335,207.17485
Cer_AP(t17:2/34:3)-H,798.69815,572.50425,517.46315,471.45775,207.17485
Cer_AP(t17:2/34:4)-H,796.68245,570.48865,515.44755,469.44205,207.17485
Cer_AP(t17:2/35:0)-H,818.76065,592.56685,537.52575,491.52025,207.17485
Cer_AP(t17:2/35:1)-H,816.74505,590.55125,535.51015,489.50465,207.17485
Cer_AP(t17:2/35:2)-H,814.72945,588.53555,533.49455,487.48895,207.17485
Cer_AP(t17:2/35:3)-H,812.71375,586.51995,531.47885,485.47335,207.17485
Cer_AP(t17:2/35:4)-H,810.69815,584.50425,529.46315,483.45775,207.17485
Cer_AP(t17:2/36:0)-H,832.77635,606.58255,551.54145,505.53595,207.17485
Cer_AP(t17:2/36:1)-H,830.76065,604.56685,549.52575,503.52025,207.17485
Cer_AP(t17:2/36:2)-H,828.74505,602.55125,547.51015,501.50465,207.17485
Cer_AP(t17:2/36:3)-H,826.72945,600.53555,545.49455,499.48895,207.17485
Cer_AP(t17:2/36:4)-H,824.71375,598.51995,543.47885,497.47335,207.17485
Cer_AP(t18:2/14:0)-H,538.44765,298.23825,243.19715,197.19165,221.19055
Cer_AP(t18:2/14:1)-H,536.43205,296.22255,241.18145,195.17595,221.19055
Cer_AP(t18:2/14:2)-H,534.41635,294.20695,239.16585,193.16035,221.19055
Cer_AP(t18:2/14:3)-H,532.40075,292.19125,237.15015,191.14465,221.19055
Cer_AP(t18:2/15:0)-H,552.46335,312.25385,257.21275,211.20725,221.19055
Cer_AP(t18:2/15:1)-H,550.44765,310.23825,255.19715,209.19165,221.19055
Cer_AP(t18:2/15:2)-H,548.43205,308.22255,253.18145,207.17595,221.19055
Cer_AP(t18:2/15:3)-H,546.41635,306.20695,251.16585,205.16035,221.19055
Cer_AP(t18:2/16:0)-H,566.47905,326.26955,271.22845,225.22295,221.19055
Cer_AP(t18:2/16:1)-H,564.46335,324.25385,269.21275,223.20725,221.19055
Cer_AP(t18:2/16:2)-H,562.44765,322.23825,267.19715,221.19165,221.19055
Cer_AP(t18:2/16:3)-H,560.43205,320.22255,265.18145,219.17595,221.19055
Cer_AP(t18:2/16:4)-H,558.41635,318.20695,263.16585,217.16035,221.19055
Cer_AP(t18:2/17:0)-H,580.49465,340.28515,285.24405,239.23855,221.19055
Cer_AP(t18:2/17:1)-H,578.47905,338.26955,283.22845,237.22295,221.19055
Cer_AP(t18:2/17:2)-H,576.46335,336.25385,281.21275,235.20725,221.19055
Cer_AP(t18:2/17:3)-H,574.44765,334.23825,279.19715,233.19165,221.19055
Cer_AP(t18:2/18:0)-H,594.51035,354.30085,299.25975,253.25425,221.19055
Cer_AP(t18:2/18:1)-H,592.49465,352.28515,297.24405,251.23855,221.19055
Cer_AP(t18:2/18:2)-H,590.47905,350.26955,295.22845,249.22295,221.19055
Cer_AP(t18:2/18:3)-H,588.46335,348.25385,293.21275,247.20725,221.19055
Cer_AP(t18:2/18:4)-H,586.44765,346.23825,291.19715,245.19165,221.19055
Cer_AP(t18:2/19:0)-H,608.52595,368.31645,313.27535,267.26985,221.19055
Cer_AP(t18:2/19:1)-H,606.51035,366.30085,311.25975,265.25425,221.19055
Cer_AP(t18:2/19:2)-H,604.49465,364.28515,309.24405,263.23855,221.19055
Cer_AP(t18:2/19:3)-H,602.47905,362.26955,307.22845,261.22295,221.19055
Cer_AP(t18:2/19:4)-H,600.46335,360.25385,305.21275,259.20725,221.19055
Cer_AP(t18:2/20:0)-H,622.54165,382.33215,327.29105,281.28555,221.19055
Cer_AP(t18:2/20:1)-H,620.52595,380.31645,325.27535,279.26985,221.19055
Cer_AP(t18:2/20:2)-H,618.51035,378.30085,323.25975,277.25425,221.19055
Cer_AP(t18:2/20:3)-H,616.49465,376.28515,321.24405,275.23855,221.19055
Cer_AP(t18:2/20:4)-H,614.47905,374.26955,319.22845,273.22295,221.19055
Cer_AP(t18:2/21:0)-H,636.55725,396.34775,341.30665,295.30115,221.19055
Cer_AP(t18:2/21:1)-H,634.54165,394.33215,339.29105,293.28555,221.19055
Cer_AP(t18:2/21:2)-H,632.52595,392.31645,337.27535,291.26985,221.19055
Cer_AP(t18:2/21:3)-H,630.51035,390.30085,335.25975,289.25425,221.19055
Cer_AP(t18:2/21:4)-H,628.49465,388.28515,333.24405,287.23855,221.19055
Cer_AP(t18:2/22:0)-H,650.57285,410.36345,355.32235,309.31685,221.19055
Cer_AP(t18:2/22:1)-H,648.55725,408.34775,353.30665,307.30115,221.19055
Cer_AP(t18:2/22:2)-H,646.54165,406.33215,351.29105,305.28555,221.19055
Cer_AP(t18:2/22:3)-H,644.52595,404.31645,349.27535,303.26985,221.19055
Cer_AP(t18:2/22:4)-H,642.51035,402.30085,347.25975,301.25425,221.19055
Cer_AP(t18:2/23:0)-H,664.58855,424.37905,369.33795,323.33245,221.19055
Cer_AP(t18:2/23:1)-H,662.57285,422.36345,367.32235,321.31685,221.19055
Cer_AP(t18:2/23:2)-H,660.55725,420.34775,365.30665,319.30115,221.19055
Cer_AP(t18:2/23:3)-H,658.54165,418.33215,363.29105,317.28555,221.19055
Cer_AP(t18:2/23:4)-H,656.52595,416.31645,361.27535,315.26985,221.19055
Cer_AP(t18:2/24:0)-H,678.60415,438.39475,383.35365,337.34815,221.19055
Cer_AP(t18:2/24:1)-H,676.58855,436.37905,381.33795,335.33245,221.19055
Cer_AP(t18:2/24:2)-H,674.57285,434.36345,379.32235,333.31685,221.19055
Cer_AP(t18:2/24:3)-H,672.55725,432.34775,377.30665,331.30115,221.19055
Cer_AP(t18:2/24:4)-H,670.54165,430.33215,375.29105,329.28555,221.19055
Cer_AP(t18:2/25:0)-H,692.61985,452.41045,397.36925,351.36385,221.19055
Cer_AP(t18:2/25:1)-H,690.60415,450.39475,395.35365,349.34815,221.19055
Cer_AP(t18:2/25:2)-H,688.58855,448.37905,393.33795,347.33245,221.19055
Cer_AP(t18:2/25:3)-H,686.57285,446.36345,391.32235,345.31685,221.19055
Cer_AP(t18:2/25:4)-H,684.55725,444.34775,389.30665,343.30115,221.19055
Cer_AP(t18:2/26:0)-H,706.63545,466.42605,411.38495,365.37945,221.19055
Cer_AP(t18:2/26:1)-H,704.61985,464.41045,409.36925,363.36385,221.19055
Cer_AP(t18:2/26:2)-H,702.60415,462.39475,407.35365,361.34815,221.19055
Cer_AP(t18:2/26:3)-H,700.58855,460.37905,405.33795,359.33245,221.19055
Cer_AP(t18:2/26:4)-H,698.57285,458.36345,403.32235,357.31685,221.19055
Cer_AP(t18:2/27:0)-H,720.65115,480.44165,425.40055,379.39505,221.19055
Cer_AP(t18:2/27:1)-H,718.63545,478.42605,423.38495,377.37945,221.19055
Cer_AP(t18:2/27:2)-H,716.61985,476.41045,421.36925,375.36385,221.19055
Cer_AP(t18:2/27:3)-H,714.60415,474.39475,419.35365,373.34815,221.19055
Cer_AP(t18:2/27:4)-H,712.58855,472.37905,417.33795,371.33245,221.19055
Cer_AP(t18:2/28:0)-H,734.66685,494.45735,439.41625,393.41075,221.19055
Cer_AP(t18:2/28:1)-H,732.65115,492.44165,437.40055,391.39505,221.19055
Cer_AP(t18:2/28:2)-H,730.63545,490.42605,435.38495,389.37945,221.19055
Cer_AP(t18:2/28:3)-H,728.61985,488.41045,433.36925,387.36385,221.19055
Cer_AP(t18:2/28:4)-H,726.60415,486.39475,431.35365,385.34815,221.19055
Cer_AP(t18:2/29:0)-H,748.68245,508.47295,453.43185,407.42635,221.19055
Cer_AP(t18:2/29:1)-H,746.66685,506.45735,451.41625,405.41075,221.19055
Cer_AP(t18:2/29:2)-H,744.65115,504.44165,449.40055,403.39505,221.19055
Cer_AP(t18:2/29:3)-H,742.63545,502.42605,447.38495,401.37945,221.19055
Cer_AP(t18:2/29:4)-H,740.61985,500.41045,445.36925,399.36385,221.19055
Cer_AP(t18:2/30:0)-H,762.69815,522.48865,467.44755,421.44205,221.19055
Cer_AP(t18:2/30:1)-H,760.68245,520.47295,465.43185,419.42635,221.19055
Cer_AP(t18:2/30:2)-H,758.66685,518.45735,463.41625,417.41075,221.19055
Cer_AP(t18:2/30:3)-H,756.65115,516.44175,461.40055,415.39505,221.19055
Cer_AP(t18:2/30:4)-H,754.63545,514.42605,459.38495,413.37945,221.19055
Cer_AP(t18:2/31:0)-H,776.71375,536.50425,481.46315,435.45775,221.19055
Cer_AP(t18:2/31:1)-H,774.69815,534.48865,479.44755,433.44205,221.19055
Cer_AP(t18:2/31:2)-H,772.68245,532.47295,477.43185,431.42635,221.19055
Cer_AP(t18:2/31:3)-H,770.66685,530.45735,475.41625,429.41075,221.19055
Cer_AP(t18:2/31:4)-H,768.65115,528.44175,473.40055,427.39505,221.19055
Cer_AP(t18:2/32:0)-H,790.72945,550.51995,495.47885,449.47335,221.19055
Cer_AP(t18:2/32:1)-H,788.71375,548.50425,493.46315,447.45775,221.19055
Cer_AP(t18:2/32:2)-H,786.69815,546.48865,491.44755,445.44205,221.19055
Cer_AP(t18:2/32:3)-H,784.68245,544.47295,489.43185,443.42635,221.19055
Cer_AP(t18:2/32:4)-H,782.66685,542.45735,487.41625,441.41075,221.19055
Cer_AP(t18:2/33:0)-H,804.74505,564.53555,509.49445,463.48895,221.19055
Cer_AP(t18:2/33:1)-H,802.72945,562.51995,507.47885,461.47335,221.19055
Cer_AP(t18:2/33:2)-H,800.71375,560.50425,505.46315,459.45775,221.19055
Cer_AP(t18:2/33:3)-H,798.69815,558.48865,503.44755,457.44205,221.19055
