Cer_EODS,[M+HCO2]-,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[FAA-H]-,[EFA-H]-,[Sph-C2H8NO]-
Cer_EODS(d20:0/16:2/O-19:4)+HCO2,896.73485,850.72945,616.53105,330.24445,304.22875,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-20:0)+HCO2,918.81315,872.80765,638.60935,352.32265,326.30705,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-20:1)+HCO2,916.79745,870.79195,636.59365,350.30705,324.29135,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-20:2)+HCO2,914.78185,868.77635,634.57805,348.29135,322.27565,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-20:3)+HCO2,912.76615,866.76065,632.56235,346.27565,320.26005,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-20:4)+HCO2,910.75055,864.74505,630.54665,344.26005,318.24445,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-21:0)+HCO2,932.82875,886.82335,652.62495,366.33835,340.32265,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-21:1)+HCO2,930.81315,884.80765,650.60935,364.32265,338.30705,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-21:2)+HCO2,928.79745,882.79195,648.59365,362.30705,336.29135,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-21:3)+HCO2,926.78185,880.77635,646.57805,360.29135,334.27565,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-21:4)+HCO2,924.76615,878.76065,644.56235,358.27565,332.26005,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-22:0)+HCO2,946.84445,900.83895,666.64055,380.35395,354.33835,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-22:1)+HCO2,944.82875,898.82335,664.62495,378.33835,352.32265,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-22:2)+HCO2,942.81315,896.80765,662.60935,376.32265,350.30705,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-22:3)+HCO2,940.79745,894.79195,660.59365,374.30705,348.29135,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-22:4)+HCO2,938.78185,892.77635,658.57805,372.29135,346.27565,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-23:0)+HCO2,960.86015,914.85465,680.65625,394.36955,368.35395,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-23:1)+HCO2,958.84445,912.83895,678.64055,392.35395,366.33835,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-23:2)+HCO2,956.82875,910.82335,676.62495,390.33835,364.32265,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-23:3)+HCO2,954.81315,908.80765,674.60935,388.32265,362.30705,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-23:4)+HCO2,952.79745,906.79195,672.59365,386.30705,360.29135,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-24:0)+HCO2,974.87575,928.87025,694.67185,408.38525,382.36955,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-24:1)+HCO2,972.86015,926.85465,692.65625,406.36955,380.35395,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-24:2)+HCO2,970.84445,924.83895,690.64055,404.35395,378.33835,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-24:3)+HCO2,968.82875,922.82335,688.62495,402.33835,376.32265,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-24:4)+HCO2,966.81315,920.80765,686.60935,400.32265,374.30705,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-25:0)+HCO2,988.89135,942.88595,708.68755,422.40095,396.38525,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-25:1)+HCO2,986.87575,940.87025,706.67185,420.38525,394.36955,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-25:2)+HCO2,984.86015,938.85465,704.65625,418.36955,392.35395,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-25:3)+HCO2,982.84445,936.83895,702.64055,416.35395,390.33835,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-25:4)+HCO2,980.82875,934.82335,700.62495,414.33835,388.32265,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-26:0)+HCO2,1002.90655,956.90155,722.70315,436.41655,410.40095,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-26:1)+HCO2,1000.89155,954.88595,720.68755,434.40095,408.38525,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-26:2)+HCO2,998.87575,952.87025,718.67185,432.38525,406.36955,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-26:3)+HCO2,996.86015,950.85465,716.65625,430.36955,404.35395,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-26:4)+HCO2,994.84445,948.83895,714.64055,428.35395,402.33835,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-27:0)+HCO2,1016.92255,970.91725,736.71885,450.43225,424.41655,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-27:1)+HCO2,1014.90655,968.90155,734.70315,448.41655,422.40095,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-27:2)+HCO2,1012.89155,966.88595,732.68755,446.40095,420.38525,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-27:3)+HCO2,1010.87555,964.87025,730.67185,444.38525,418.36955,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-27:4)+HCO2,1008.86055,962.85465,728.65625,442.36955,416.35395,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-28:0)+HCO2,1030.93855,984.93285,750.73445,464.44785,438.43225,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-28:1)+HCO2,1028.92255,982.91725,748.71885,462.43225,436.41655,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-28:2)+HCO2,1026.90655,980.90155,746.70315,460.41655,434.40095,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-28:3)+HCO2,1024.89155,978.88595,744.68755,458.40095,432.38525,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-28:4)+HCO2,1022.87555,976.87025,742.67185,456.38525,430.36955,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-29:0)+HCO2,1044.95355,998.94845,764.75015,478.46355,452.44785,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-29:1)+HCO2,1042.93855,996.93285,762.73445,476.44785,450.43225,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-29:2)+HCO2,1040.92255,994.91725,760.71885,474.43225,448.41655,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-29:3)+HCO2,1038.90655,992.90155,758.70315,472.41655,446.40095,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-29:4)+HCO2,1036.89155,990.88595,756.68755,470.40095,444.38525,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-30:0)+HCO2,1058.96955,1012.96455,778.76585,492.47915,466.46355,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-30:1)+HCO2,1056.95355,1010.94855,776.75015,490.46355,464.44785,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-30:2)+HCO2,1054.93855,1008.93255,774.73445,488.44785,462.43225,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-30:3)+HCO2,1052.92255,1006.91755,772.71885,486.43225,460.41655,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-30:4)+HCO2,1050.90655,1004.90155,770.70315,484.41655,458.40095,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-31:0)+HCO2,1072.98555,1026.97955,792.78145,506.49485,480.47915,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-31:1)+HCO2,1070.96955,1024.96455,790.76585,504.47915,478.46355,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-31:2)+HCO2,1068.95355,1022.94855,788.75015,502.46355,476.44785,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-31:3)+HCO2,1066.93855,1020.93255,786.73445,500.44785,474.43225,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-31:4)+HCO2,1064.92255,1018.91755,784.71885,498.43225,472.41655,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-32:0)+HCO2,1087.00055,1040.99555,806.79715,520.51045,494.49485,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-32:1)+HCO2,1084.98555,1038.97955,804.78145,518.49485,492.47915,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-32:2)+HCO2,1082.96955,1036.96455,802.76585,516.47915,490.46355,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-32:3)+HCO2,1080.95355,1034.94855,800.75015,514.46355,488.44785,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-32:4)+HCO2,1078.93855,1032.93255,798.73445,512.44785,486.43225,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-33:0)+HCO2,1101.01655,1055.01155,820.81275,534.52615,508.51045,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-33:1)+HCO2,1099.00055,1052.99555,818.79715,532.51045,506.49485,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-33:2)+HCO2,1096.98555,1050.97955,816.78145,530.49485,504.47915,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-33:3)+HCO2,1094.96955,1048.96455,814.76585,528.47915,502.46355,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-33:4)+HCO2,1092.95355,1046.94855,812.75015,526.46355,500.44785,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-34:0)+HCO2,1115.03255,1069.02655,834.82835,548.54175,522.52615,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-34:1)+HCO2,1113.01655,1067.01155,832.81275,546.52615,520.51045,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-34:2)+HCO2,1111.00055,1064.99555,830.79715,544.51045,518.49485,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-34:3)+HCO2,1108.98555,1062.97955,828.78145,542.49485,516.47915,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-34:4)+HCO2,1106.96955,1060.96455,826.76585,540.47915,514.46355,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-35:0)+HCO2,1129.04755,1083.04255,848.84405,562.55745,536.54175,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-35:1)+HCO2,1127.03255,1081.02655,846.82835,560.54175,534.52615,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-35:2)+HCO2,1125.01655,1079.01155,844.81275,558.52615,532.51045,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-35:3)+HCO2,1123.00055,1076.99555,842.79715,556.51045,530.49485,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-35:4)+HCO2,1120.98555,1074.97955,840.78145,554.49485,528.47915,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-36:0)+HCO2,1143.06355,1097.05755,862.85965,576.57305,550.55745,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-36:1)+HCO2,1141.04755,1095.04255,860.84405,574.55745,548.54175,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-36:2)+HCO2,1139.03255,1093.02655,858.82835,572.54175,546.52615,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-36:3)+HCO2,1137.01655,1091.01155,856.81275,570.52615,544.51045,251.20225,267.26985
Cer_EODS(d20:0/16:2/O-36:4)+HCO2,1135.00055,1088.99555,854.79715,568.51045,542.49485,251.20225,267.26985
Cer_EODS(d20:0/18:0/O-16:0)+HCO2,894.81315,848.80765,582.54665,296.26005,270.24445,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-16:1)+HCO2,892.79745,846.79195,580.53105,294.24445,268.22875,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-16:2)+HCO2,890.78185,844.77635,578.51535,292.22875,266.21315,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-16:3)+HCO2,888.76615,842.76065,576.49975,290.21315,264.19745,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-16:4)+HCO2,886.75055,840.74505,574.48405,288.19745,262.18185,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-17:0)+HCO2,908.82875,862.82335,596.56235,310.27565,284.26005,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-17:1)+HCO2,906.81315,860.80765,594.54665,308.26005,282.24445,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-17:2)+HCO2,904.79745,858.79195,592.53105,306.24445,280.22875,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-17:3)+HCO2,902.78185,856.77635,590.51535,304.22875,278.21315,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-18:0)+HCO2,922.84445,876.83895,610.57805,324.29135,298.27565,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-18:1)+HCO2,920.82875,874.82335,608.56235,322.27565,296.26005,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-18:2)+HCO2,918.81315,872.80765,606.54665,320.26005,294.24445,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-18:3)+HCO2,916.79745,870.79195,604.53105,318.24445,292.22875,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-18:4)+HCO2,914.78185,868.77635,602.51535,316.22875,290.21315,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-19:0)+HCO2,936.86015,890.85465,624.59365,338.30705,312.29135,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-19:1)+HCO2,934.84445,888.83895,622.57805,336.29135,310.27565,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-19:2)+HCO2,932.82875,886.82335,620.56235,334.27565,308.26005,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-19:3)+HCO2,930.81315,884.80765,618.54665,332.26005,306.24445,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-19:4)+HCO2,928.79745,882.79195,616.53105,330.24445,304.22875,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-20:0)+HCO2,950.87575,904.87025,638.60935,352.32265,326.30705,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-20:1)+HCO2,948.86015,902.85465,636.59365,350.30705,324.29135,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-20:2)+HCO2,946.84445,900.83895,634.57805,348.29135,322.27565,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-20:3)+HCO2,944.82875,898.82335,632.56235,346.27565,320.26005,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-20:4)+HCO2,942.81315,896.80765,630.54665,344.26005,318.24445,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-21:0)+HCO2,964.89135,918.88595,652.62495,366.33835,340.32265,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-21:1)+HCO2,962.87575,916.87025,650.60935,364.32265,338.30705,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-21:2)+HCO2,960.86015,914.85465,648.59365,362.30705,336.29135,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-21:3)+HCO2,958.84445,912.83895,646.57805,360.29135,334.27565,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-21:4)+HCO2,956.82875,910.82335,644.56235,358.27565,332.26005,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-22:0)+HCO2,978.90705,932.90155,666.64055,380.35395,354.33835,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-22:1)+HCO2,976.89135,930.88595,664.62495,378.33835,352.32265,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-22:2)+HCO2,974.87575,928.87025,662.60935,376.32265,350.30705,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-22:3)+HCO2,972.86015,926.85465,660.59365,374.30705,348.29135,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-22:4)+HCO2,970.84445,924.83895,658.57805,372.29135,346.27565,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-23:0)+HCO2,992.92265,946.91725,680.65625,394.36955,368.35395,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-23:1)+HCO2,990.90705,944.90155,678.64055,392.35395,366.33835,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-23:2)+HCO2,988.89135,942.88595,676.62495,390.33835,364.32265,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-23:3)+HCO2,986.87575,940.87025,674.60935,388.32265,362.30705,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-23:4)+HCO2,984.86015,938.85465,672.59365,386.30705,360.29135,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-24:0)+HCO2,1006.93855,960.93285,694.67185,408.38525,382.36955,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-24:1)+HCO2,1004.92255,958.91725,692.65625,406.36955,380.35395,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-24:2)+HCO2,1002.90655,956.90155,690.64055,404.35395,378.33835,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-24:3)+HCO2,1000.89155,954.88595,688.62495,402.33835,376.32265,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-24:4)+HCO2,998.87575,952.87025,686.60935,400.32265,374.30705,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-25:0)+HCO2,1020.95355,974.94845,708.68755,422.40095,396.38525,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-25:1)+HCO2,1018.93855,972.93285,706.67185,420.38525,394.36955,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-25:2)+HCO2,1016.92255,970.91725,704.65625,418.36955,392.35395,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-25:3)+HCO2,1014.90655,968.90155,702.64055,416.35395,390.33835,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-25:4)+HCO2,1012.89155,966.88595,700.62495,414.33835,388.32265,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-26:0)+HCO2,1034.96955,988.96415,722.70315,436.41655,410.40095,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-26:1)+HCO2,1032.95355,986.94845,720.68755,434.40095,408.38525,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-26:2)+HCO2,1030.93855,984.93285,718.67185,432.38525,406.36955,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-26:3)+HCO2,1028.92255,982.91725,716.65625,430.36955,404.35395,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-26:4)+HCO2,1026.90655,980.90155,714.64055,428.35395,402.33835,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-27:0)+HCO2,1048.98555,1002.97955,736.71885,450.43225,424.41655,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-27:1)+HCO2,1046.96955,1000.96455,734.70315,448.41655,422.40095,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-27:2)+HCO2,1044.95355,998.94845,732.68755,446.40095,420.38525,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-27:3)+HCO2,1042.93855,996.93285,730.67185,444.38525,418.36955,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-27:4)+HCO2,1040.92255,994.91725,728.65625,442.36955,416.35395,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-28:0)+HCO2,1063.00055,1016.99555,750.73445,464.44785,438.43225,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-28:1)+HCO2,1060.98555,1014.97955,748.71885,462.43225,436.41655,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-28:2)+HCO2,1058.96955,1012.96455,746.70315,460.41655,434.40095,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-28:3)+HCO2,1056.95355,1010.94855,744.68755,458.40095,432.38525,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-28:4)+HCO2,1054.93855,1008.93255,742.67185,456.38525,430.36955,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-29:0)+HCO2,1077.01655,1031.01155,764.75015,478.46355,452.44785,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-29:1)+HCO2,1075.00055,1028.99555,762.73445,476.44785,450.43225,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-29:2)+HCO2,1072.98555,1026.97955,760.71885,474.43225,448.41655,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-29:3)+HCO2,1070.96955,1024.96455,758.70315,472.41655,446.40095,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-29:4)+HCO2,1068.95355,1022.94855,756.68755,470.40095,444.38525,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-30:0)+HCO2,1091.03255,1045.02655,778.76585,492.47915,466.46355,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-30:1)+HCO2,1089.01655,1043.01155,776.75015,490.46355,464.44785,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-30:2)+HCO2,1087.00055,1040.99555,774.73445,488.44785,462.43225,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-30:3)+HCO2,1084.98555,1038.97955,772.71885,486.43225,460.41655,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-30:4)+HCO2,1082.96955,1036.96455,770.70315,484.41655,458.40095,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-31:0)+HCO2,1105.04755,1059.04255,792.78145,506.49485,480.47915,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-31:1)+HCO2,1103.03255,1057.02655,790.76585,504.47915,478.46355,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-31:2)+HCO2,1101.01655,1055.01155,788.75015,502.46355,476.44785,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-31:3)+HCO2,1099.00055,1052.99555,786.73445,500.44785,474.43225,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-31:4)+HCO2,1096.98555,1050.97955,784.71885,498.43225,472.41655,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-32:0)+HCO2,1119.06355,1073.05755,806.79715,520.51045,494.49485,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-32:1)+HCO2,1117.04755,1071.04255,804.78145,518.49485,492.47915,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-32:2)+HCO2,1115.03255,1069.02655,802.76585,516.47915,490.46355,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-32:3)+HCO2,1113.01655,1067.01155,800.75015,514.46355,488.44785,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-32:4)+HCO2,1111.00055,1064.99555,798.73445,512.44785,486.43225,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-33:0)+HCO2,1133.07955,1087.07355,820.81275,534.52615,508.51045,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-33:1)+HCO2,1131.06355,1085.05755,818.79715,532.51045,506.49485,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-33:2)+HCO2,1129.04755,1083.04255,816.78145,530.49485,504.47915,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-33:3)+HCO2,1127.03255,1081.02655,814.76585,528.47915,502.46355,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-33:4)+HCO2,1125.01655,1079.01155,812.75015,526.46355,500.44785,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-34:0)+HCO2,1147.09455,1101.08955,834.82835,548.54175,522.52615,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-34:1)+HCO2,1145.07955,1099.07355,832.81275,546.52615,520.51045,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-34:2)+HCO2,1143.06355,1097.05755,830.79715,544.51045,518.49485,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-34:3)+HCO2,1141.04755,1095.04255,828.78145,542.49485,516.47915,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-34:4)+HCO2,1139.03255,1093.02655,826.76585,540.47915,514.46355,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-35:0)+HCO2,1161.11055,1115.10455,848.84405,562.55745,536.54175,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-35:1)+HCO2,1159.09455,1113.08955,846.82835,560.54175,534.52615,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-35:2)+HCO2,1157.07955,1111.07355,844.81275,558.52615,532.51045,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-35:3)+HCO2,1155.06355,1109.05755,842.79715,556.51045,530.49485,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-35:4)+HCO2,1153.04755,1107.04255,840.78145,554.49485,528.47915,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-36:0)+HCO2,1175.12655,1129.12055,862.85965,576.57305,550.55745,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-36:1)+HCO2,1173.11055,1127.10455,860.84405,574.55745,548.54175,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-36:2)+HCO2,1171.09455,1125.08955,858.82835,572.54175,546.52615,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-36:3)+HCO2,1169.07955,1123.07355,856.81275,570.52615,544.51045,283.26485,267.26985
Cer_EODS(d20:0/18:0/O-36:4)+HCO2,1167.06355,1121.05755,854.79715,568.51045,542.49485,283.26485,267.26985
Cer_EODS(d20:0/18:1/O-16:0)+HCO2,892.79745,846.79195,582.54665,296.26005,270.24445,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-16:1)+HCO2,890.78185,844.77635,580.53105,294.24445,268.22875,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-16:2)+HCO2,888.76615,842.76065,578.51535,292.22875,266.21315,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-16:3)+HCO2,886.75055,840.74505,576.49975,290.21315,264.19745,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-16:4)+HCO2,884.73485,838.72945,574.48405,288.19745,262.18185,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-17:0)+HCO2,906.81315,860.80765,596.56235,310.27565,284.26005,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-17:1)+HCO2,904.79745,858.79195,594.54665,308.26005,282.24445,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-17:2)+HCO2,902.78185,856.77635,592.53105,306.24445,280.22875,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-17:3)+HCO2,900.76615,854.76065,590.51535,304.22875,278.21315,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-18:0)+HCO2,920.82875,874.82335,610.57805,324.29135,298.27565,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-18:1)+HCO2,918.81315,872.80765,608.56235,322.27565,296.26005,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-18:2)+HCO2,916.79745,870.79195,606.54665,320.26005,294.24445,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-18:3)+HCO2,914.78185,868.77635,604.53105,318.24445,292.22875,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-18:4)+HCO2,912.76615,866.76065,602.51535,316.22875,290.21315,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-19:0)+HCO2,934.84445,888.83895,624.59365,338.30705,312.29135,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-19:1)+HCO2,932.82875,886.82335,622.57805,336.29135,310.27565,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-19:2)+HCO2,930.81315,884.80765,620.56235,334.27565,308.26005,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-19:3)+HCO2,928.79745,882.79195,618.54665,332.26005,306.24445,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-19:4)+HCO2,926.78185,880.77635,616.53105,330.24445,304.22875,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-20:0)+HCO2,948.86015,902.85465,638.60935,352.32265,326.30705,281.24915,267.26985
Cer_EODS(d20:0/18:1/O-20:1)+HCO2,946.84445,900.83895,636.59365,350.30705,324.29135,281.24915,267.26985
