PE,[M-H]-,NL_T1Ketene&serene,NL_T2Ketene&serene,NL_T1RCOOH,NL_T2RCOOH,T1_RCOO-,T2_RCOO-, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-,EthanolaminePhosphate,EthanolaminePhosphate_NLH2O
PE(14:1_15:0)-H,646.44542,438.26265,422.23135,420.25209,404.22079,225.18605,241.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_15:1)-H,644.42972,436.24695,422.23135,418.23639,404.22079,225.18605,239.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_16:0)-H,660.46102,452.27825,422.23135,434.26769,404.22079,225.18605,255.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_16:1)-H,658.44542,450.26265,422.23135,432.25209,404.22079,225.18605,253.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_17:0)-H,674.47672,466.29395,422.23135,448.28339,404.22079,225.18605,269.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_17:1)-H,672.46102,464.27825,422.23135,446.26769,404.22079,225.18605,267.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_17:2)-H,670.44542,462.26265,422.23135,444.25209,404.22079,225.18605,265.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_18:0)-H,688.49232,480.30955,422.23135,462.29899,404.22079,225.18605,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_18:1)-H,686.47672,478.29395,422.23135,460.28339,404.22079,225.18605,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_18:2)-H,684.46102,476.27825,422.23135,458.26769,404.22079,225.18605,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_18:3)-H,682.44542,474.26265,422.23135,456.25209,404.22079,225.18605,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_18:4)-H,680.42972,472.24695,422.23135,454.23639,404.22079,225.18605,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_19:0)-H,702.50802,494.32525,422.23135,476.31469,404.22079,225.18605,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_20:0)-H,716.52362,508.34085,422.23135,490.33029,404.22079,225.18605,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_20:1)-H,714.50802,506.32525,422.23135,488.31469,404.22079,225.18605,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_20:2)-H,712.49232,504.30955,422.23135,486.29899,404.22079,225.18605,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_20:3)-H,710.47672,502.29395,422.23135,484.28339,404.22079,225.18605,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_20:4)-H,708.46102,500.27825,422.23135,482.26769,404.22079,225.18605,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_20:5)-H,706.44542,498.26265,422.23135,480.25209,404.22079,225.18605,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_21:0)-H,730.53932,522.35655,422.23135,504.34599,404.22079,225.18605,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_22:0)-H,744.55492,536.37215,422.23135,518.36159,404.22079,225.18605,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_22:1)-H,742.53932,534.35655,422.23135,516.34599,404.22079,225.18605,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_22:2)-H,740.52362,532.34085,422.23135,514.33029,404.22079,225.18605,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_22:3)-H,738.50802,530.32525,422.23135,512.31469,404.22079,225.18605,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_22:4)-H,736.49232,528.30955,422.23135,510.29899,404.22079,225.18605,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_22:5)-H,734.47672,526.29395,422.23135,508.28339,404.22079,225.18605,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_22:6)-H,732.46102,524.27825,422.23135,506.26769,404.22079,225.18605,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_23:0)-H,758.57062,550.38785,422.23135,532.37729,404.22079,225.18605,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_24:0)-H,772.58622,564.40345,422.23135,546.39289,404.22079,225.18605,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_24:1)-H,770.57062,562.38785,422.23135,544.37729,404.22079,225.18605,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_25:0)-H,786.60192,578.41915,422.23135,560.40859,404.22079,225.18605,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(14:1_26:0)-H,800.61752,592.43475,422.23135,574.42419,404.22079,225.18605,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_15:0)-H,662.47672,438.26265,438.26265,420.25209,420.25209,241.21735,241.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_15:1)-H,660.46102,436.24695,438.26265,418.23639,420.25209,241.21735,239.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_16:0)-H,676.49232,452.27825,438.26265,434.26769,420.25209,241.21735,255.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_16:1)-H,674.47672,450.26265,438.26265,432.25209,420.25209,241.21735,253.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_17:0)-H,690.50802,466.29395,438.26265,448.28339,420.25209,241.21735,269.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_17:1)-H,688.49232,464.27825,438.26265,446.26769,420.25209,241.21735,267.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_17:2)-H,686.47672,462.26265,438.26265,444.25209,420.25209,241.21735,265.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_18:0)-H,704.52362,480.30955,438.26265,462.29899,420.25209,241.21735,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_18:1)-H,702.50802,478.29395,438.26265,460.28339,420.25209,241.21735,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_18:2)-H,700.49232,476.27825,438.26265,458.26769,420.25209,241.21735,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_18:3)-H,698.47672,474.26265,438.26265,456.25209,420.25209,241.21735,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_18:4)-H,696.46102,472.24695,438.26265,454.23639,420.25209,241.21735,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_19:0)-H,718.53932,494.32525,438.26265,476.31469,420.25209,241.21735,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_20:0)-H,732.55492,508.34085,438.26265,490.33029,420.25209,241.21735,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_20:1)-H,730.53932,506.32525,438.26265,488.31469,420.25209,241.21735,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_20:2)-H,728.52362,504.30955,438.26265,486.29899,420.25209,241.21735,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_20:3)-H,726.50802,502.29395,438.26265,484.28339,420.25209,241.21735,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_20:4)-H,724.49232,500.27825,438.26265,482.26769,420.25209,241.21735,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_20:5)-H,722.47672,498.26265,438.26265,480.25209,420.25209,241.21735,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_21:0)-H,746.57062,522.35655,438.26265,504.34599,420.25209,241.21735,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_22:0)-H,760.58622,536.37215,438.26265,518.36159,420.25209,241.21735,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_22:1)-H,758.57062,534.35655,438.26265,516.34599,420.25209,241.21735,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_22:2)-H,756.55492,532.34085,438.26265,514.33029,420.25209,241.21735,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_22:3)-H,754.53932,530.32525,438.26265,512.31469,420.25209,241.21735,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_22:4)-H,752.52362,528.30955,438.26265,510.29899,420.25209,241.21735,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_22:5)-H,750.50802,526.29395,438.26265,508.28339,420.25209,241.21735,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_22:6)-H,748.49232,524.27825,438.26265,506.26769,420.25209,241.21735,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_23:0)-H,774.60192,550.38785,438.26265,532.37729,420.25209,241.21735,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_24:0)-H,788.61752,564.40345,438.26265,546.39289,420.25209,241.21735,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_24:1)-H,786.60192,562.38785,438.26265,544.37729,420.25209,241.21735,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_25:0)-H,802.63322,578.41915,438.26265,560.40859,420.25209,241.21735,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:0_26:0)-H,816.64882,592.43475,438.26265,574.42419,420.25209,241.21735,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_15:1)-H,658.44532,436.24695,436.24695,418.23639,418.23639,239.20165,239.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_16:0)-H,674.47662,452.27825,436.24695,434.26769,418.23639,239.20165,255.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_16:1)-H,672.46102,450.26265,436.24695,432.25209,418.23639,239.20165,253.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_17:0)-H,688.49232,466.29395,436.24695,448.28339,418.23639,239.20165,269.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_17:1)-H,686.47662,464.27825,436.24695,446.26769,418.23639,239.20165,267.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_17:2)-H,684.46102,462.26265,436.24695,444.25209,418.23639,239.20165,265.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_18:0)-H,702.50792,480.30955,436.24695,462.29899,418.23639,239.20165,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_18:1)-H,700.49232,478.29395,436.24695,460.28339,418.23639,239.20165,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_18:2)-H,698.47662,476.27825,436.24695,458.26769,418.23639,239.20165,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_18:3)-H,696.46102,474.26265,436.24695,456.25209,418.23639,239.20165,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_18:4)-H,694.44532,472.24695,436.24695,454.23639,418.23639,239.20165,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_19:0)-H,716.52362,494.32525,436.24695,476.31469,418.23639,239.20165,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_20:0)-H,730.53922,508.34085,436.24695,490.33029,418.23639,239.20165,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_20:1)-H,728.52362,506.32525,436.24695,488.31469,418.23639,239.20165,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_20:2)-H,726.50792,504.30955,436.24695,486.29899,418.23639,239.20165,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_20:3)-H,724.49232,502.29395,436.24695,484.28339,418.23639,239.20165,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_20:4)-H,722.47662,500.27825,436.24695,482.26769,418.23639,239.20165,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_20:5)-H,720.46102,498.26265,436.24695,480.25209,418.23639,239.20165,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_21:0)-H,744.55492,522.35655,436.24695,504.34599,418.23639,239.20165,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_22:0)-H,758.57052,536.37215,436.24695,518.36159,418.23639,239.20165,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_22:1)-H,756.55492,534.35655,436.24695,516.34599,418.23639,239.20165,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_22:2)-H,754.53922,532.34085,436.24695,514.33029,418.23639,239.20165,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_22:3)-H,752.52362,530.32525,436.24695,512.31469,418.23639,239.20165,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_22:4)-H,750.50792,528.30955,436.24695,510.29899,418.23639,239.20165,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_22:5)-H,748.49232,526.29395,436.24695,508.28339,418.23639,239.20165,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_22:6)-H,746.47662,524.27825,436.24695,506.26769,418.23639,239.20165,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_23:0)-H,772.58622,550.38785,436.24695,532.37729,418.23639,239.20165,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_24:0)-H,786.60182,564.40345,436.24695,546.39289,418.23639,239.20165,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_24:1)-H,784.58622,562.38785,436.24695,544.37729,418.23639,239.20165,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_25:0)-H,800.61752,578.41915,436.24695,560.40859,418.23639,239.20165,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(15:1_26:0)-H,814.63312,592.43475,436.24695,574.42419,418.23639,239.20165,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_16:0)-H,690.50792,452.27825,452.27825,434.26769,434.26769,255.23295,255.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_16:1)-H,688.49232,450.26265,452.27825,432.25209,434.26769,255.23295,253.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_17:0)-H,704.52362,466.29395,452.27825,448.28339,434.26769,255.23295,269.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_17:1)-H,702.50792,464.27825,452.27825,446.26769,434.26769,255.23295,267.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_17:2)-H,700.49232,462.26265,452.27825,444.25209,434.26769,255.23295,265.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_18:0)-H,718.53922,480.30955,452.27825,462.29899,434.26769,255.23295,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_18:1)-H,716.52362,478.29395,452.27825,460.28339,434.26769,255.23295,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_18:2)-H,714.50792,476.27825,452.27825,458.26769,434.26769,255.23295,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_18:3)-H,712.49232,474.26265,452.27825,456.25209,434.26769,255.23295,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_18:4)-H,710.47662,472.24695,452.27825,454.23639,434.26769,255.23295,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_19:0)-H,732.55492,494.32525,452.27825,476.31469,434.26769,255.23295,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_20:0)-H,746.57052,508.34085,452.27825,490.33029,434.26769,255.23295,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_20:1)-H,744.55492,506.32525,452.27825,488.31469,434.26769,255.23295,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_20:2)-H,742.53922,504.30955,452.27825,486.29899,434.26769,255.23295,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_20:3)-H,740.52362,502.29395,452.27825,484.28339,434.26769,255.23295,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_20:4)-H,738.50792,500.27825,452.27825,482.26769,434.26769,255.23295,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_20:5)-H,736.49232,498.26265,452.27825,480.25209,434.26769,255.23295,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_21:0)-H,760.58622,522.35655,452.27825,504.34599,434.26769,255.23295,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_22:0)-H,774.60182,536.37215,452.27825,518.36159,434.26769,255.23295,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_22:1)-H,772.58622,534.35655,452.27825,516.34599,434.26769,255.23295,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_22:2)-H,770.57052,532.34085,452.27825,514.33029,434.26769,255.23295,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_22:3)-H,768.55492,530.32525,452.27825,512.31469,434.26769,255.23295,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_22:4)-H,766.53922,528.30955,452.27825,510.29899,434.26769,255.23295,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_22:5)-H,764.52362,526.29395,452.27825,508.28339,434.26769,255.23295,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_22:6)-H,762.50792,524.27825,452.27825,506.26769,434.26769,255.23295,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_23:0)-H,788.61752,550.38785,452.27825,532.37729,434.26769,255.23295,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_24:0)-H,802.63312,564.40345,452.27825,546.39289,434.26769,255.23295,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_24:1)-H,800.61752,562.38785,452.27825,544.37729,434.26769,255.23295,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_25:0)-H,816.64882,578.41915,452.27825,560.40859,434.26769,255.23295,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:0_26:0)-H,830.66442,592.43475,452.27825,574.42419,434.26769,255.23295,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_16:1)-H,686.47672,450.26265,450.26265,432.25209,432.25209,253.21735,253.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_17:0)-H,702.50802,466.29395,450.26265,448.28339,432.25209,253.21735,269.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_17:1)-H,700.49232,464.27825,450.26265,446.26769,432.25209,253.21735,267.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_17:2)-H,698.47672,462.26265,450.26265,444.25209,432.25209,253.21735,265.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_18:0)-H,716.52362,480.30955,450.26265,462.29899,432.25209,253.21735,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_18:1)-H,714.50802,478.29395,450.26265,460.28339,432.25209,253.21735,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_18:2)-H,712.49232,476.27825,450.26265,458.26769,432.25209,253.21735,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_18:3)-H,710.47672,474.26265,450.26265,456.25209,432.25209,253.21735,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_18:4)-H,708.46102,472.24695,450.26265,454.23639,432.25209,253.21735,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_19:0)-H,730.53932,494.32525,450.26265,476.31469,432.25209,253.21735,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_20:0)-H,744.55492,508.34085,450.26265,490.33029,432.25209,253.21735,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_20:1)-H,742.53932,506.32525,450.26265,488.31469,432.25209,253.21735,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_20:2)-H,740.52362,504.30955,450.26265,486.29899,432.25209,253.21735,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_20:3)-H,738.50802,502.29395,450.26265,484.28339,432.25209,253.21735,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_20:4)-H,736.49232,500.27825,450.26265,482.26769,432.25209,253.21735,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_20:5)-H,734.47672,498.26265,450.26265,480.25209,432.25209,253.21735,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_21:0)-H,758.57062,522.35655,450.26265,504.34599,432.25209,253.21735,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_22:0)-H,772.58622,536.37215,450.26265,518.36159,432.25209,253.21735,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_22:1)-H,770.57062,534.35655,450.26265,516.34599,432.25209,253.21735,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_22:2)-H,768.55492,532.34085,450.26265,514.33029,432.25209,253.21735,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_22:3)-H,766.53932,530.32525,450.26265,512.31469,432.25209,253.21735,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_22:4)-H,764.52362,528.30955,450.26265,510.29899,432.25209,253.21735,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_22:5)-H,762.50802,526.29395,450.26265,508.28339,432.25209,253.21735,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_22:6)-H,760.49232,524.27825,450.26265,506.26769,432.25209,253.21735,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_23:0)-H,786.60192,550.38785,450.26265,532.37729,432.25209,253.21735,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_24:0)-H,800.61752,564.40345,450.26265,546.39289,432.25209,253.21735,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_24:1)-H,798.60192,562.38785,450.26265,544.37729,432.25209,253.21735,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_25:0)-H,814.63322,578.41915,450.26265,560.40859,432.25209,253.21735,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(16:1_26:0)-H,828.64882,592.43475,450.26265,574.42419,432.25209,253.21735,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_17:0)-H,718.53932,466.29395,466.29395,448.28339,448.28339,269.24865,269.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_17:1)-H,716.52362,464.27825,466.29395,446.26769,448.28339,269.24865,267.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_17:2)-H,714.50802,462.26265,466.29395,444.25209,448.28339,269.24865,265.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_18:0)-H,732.55492,480.30955,466.29395,462.29899,448.28339,269.24865,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_18:1)-H,730.53932,478.29395,466.29395,460.28339,448.28339,269.24865,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_18:2)-H,728.52362,476.27825,466.29395,458.26769,448.28339,269.24865,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_18:3)-H,726.50802,474.26265,466.29395,456.25209,448.28339,269.24865,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_18:4)-H,724.49232,472.24695,466.29395,454.23639,448.28339,269.24865,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_19:0)-H,746.57062,494.32525,466.29395,476.31469,448.28339,269.24865,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_20:0)-H,760.58622,508.34085,466.29395,490.33029,448.28339,269.24865,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_20:1)-H,758.57062,506.32525,466.29395,488.31469,448.28339,269.24865,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_20:2)-H,756.55492,504.30955,466.29395,486.29899,448.28339,269.24865,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_20:3)-H,754.53932,502.29395,466.29395,484.28339,448.28339,269.24865,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_20:4)-H,752.52362,500.27825,466.29395,482.26769,448.28339,269.24865,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_20:5)-H,750.50802,498.26265,466.29395,480.25209,448.28339,269.24865,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_21:0)-H,774.60192,522.35655,466.29395,504.34599,448.28339,269.24865,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_22:0)-H,788.61752,536.37215,466.29395,518.36159,448.28339,269.24865,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_22:1)-H,786.60192,534.35655,466.29395,516.34599,448.28339,269.24865,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_22:2)-H,784.58622,532.34085,466.29395,514.33029,448.28339,269.24865,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_22:3)-H,782.57062,530.32525,466.29395,512.31469,448.28339,269.24865,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_22:4)-H,780.55492,528.30955,466.29395,510.29899,448.28339,269.24865,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_22:5)-H,778.53932,526.29395,466.29395,508.28339,448.28339,269.24865,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_22:6)-H,776.52362,524.27825,466.29395,506.26769,448.28339,269.24865,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_23:0)-H,802.63322,550.38785,466.29395,532.37729,448.28339,269.24865,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_24:0)-H,816.64882,564.40345,466.29395,546.39289,448.28339,269.24865,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_24:1)-H,814.63322,562.38785,466.29395,544.37729,448.28339,269.24865,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_25:0)-H,830.66452,578.41915,466.29395,560.40859,448.28339,269.24865,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:0_26:0)-H,844.68012,592.43475,466.29395,574.42419,448.28339,269.24865,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_17:1)-H,714.50792,464.27825,464.27825,446.26769,446.26769,267.23295,267.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_17:2)-H,712.49232,462.26265,464.27825,444.25209,446.26769,267.23295,265.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_18:0)-H,730.53922,480.30955,464.27825,462.29899,446.26769,267.23295,283.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_18:1)-H,728.52362,478.29395,464.27825,460.28339,446.26769,267.23295,281.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(17:1_18:2)-H,726.50792,476.27825,464.27825,458.26769,446.26769,267.23295,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
