PE,[M-H]-,NL_T1Ketene&serene,NL_T2Ketene&serene,NL_T1RCOOH,NL_T2RCOOH,T1_RCOO-,T2_RCOO-, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-,EthanolaminePhosphate,EthanolaminePhosphate_NLH2O
PE(20:0_20:4)-H,794.57052,500.27825,508.34085,482.26769,490.33029,311.29555,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:5)-H,792.55492,498.26265,508.34085,480.25209,490.33029,311.29555,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_21:0)-H,816.64882,522.35655,508.34085,504.34599,490.33029,311.29555,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:0)-H,830.66442,536.37215,508.34085,518.36159,490.33029,311.29555,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:1)-H,828.64882,534.35655,508.34085,516.34599,490.33029,311.29555,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:2)-H,826.63312,532.34085,508.34085,514.33029,490.33029,311.29555,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:3)-H,824.61752,530.32525,508.34085,512.31469,490.33029,311.29555,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:4)-H,822.60182,528.30955,508.34085,510.29899,490.33029,311.29555,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:5)-H,820.58622,526.29395,508.34085,508.28339,490.33029,311.29555,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:6)-H,818.57052,524.27825,508.34085,506.26769,490.33029,311.29555,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_23:0)-H,844.68012,550.38785,508.34085,532.37729,490.33029,311.29555,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_24:0)-H,858.69572,564.40345,508.34085,546.39289,490.33029,311.29555,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_24:1)-H,856.68012,562.38785,508.34085,544.37729,490.33029,311.29555,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_25:0)-H,872.71142,578.41915,508.34085,560.40859,490.33029,311.29555,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_26:0)-H,886.72702,592.43475,508.34085,574.42419,490.33029,311.29555,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:1)-H,798.60192,506.32525,506.32525,488.31469,488.31469,309.27995,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:2)-H,796.58622,504.30955,506.32525,486.29899,488.31469,309.27995,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:3)-H,794.57062,502.29395,506.32525,484.28339,488.31469,309.27995,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:4)-H,792.55492,500.27825,506.32525,482.26769,488.31469,309.27995,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:5)-H,790.53932,498.26265,506.32525,480.25209,488.31469,309.27995,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_21:0)-H,814.63322,522.35655,506.32525,504.34599,488.31469,309.27995,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:0)-H,828.64882,536.37215,506.32525,518.36159,488.31469,309.27995,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:1)-H,826.63322,534.35655,506.32525,516.34599,488.31469,309.27995,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:2)-H,824.61752,532.34085,506.32525,514.33029,488.31469,309.27995,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:3)-H,822.60192,530.32525,506.32525,512.31469,488.31469,309.27995,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:4)-H,820.58622,528.30955,506.32525,510.29899,488.31469,309.27995,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:5)-H,818.57062,526.29395,506.32525,508.28339,488.31469,309.27995,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:6)-H,816.55492,524.27825,506.32525,506.26769,488.31469,309.27995,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_23:0)-H,842.66452,550.38785,506.32525,532.37729,488.31469,309.27995,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_24:0)-H,856.68012,564.40345,506.32525,546.39289,488.31469,309.27995,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_24:1)-H,854.66452,562.38785,506.32525,544.37729,488.31469,309.27995,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_25:0)-H,870.69582,578.41915,506.32525,560.40859,488.31469,309.27995,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_26:0)-H,884.71142,592.43475,506.32525,574.42419,488.31469,309.27995,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_20:2)-H,794.57052,504.30955,504.30955,486.29899,486.29899,307.26425,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_20:3)-H,792.55492,502.29395,504.30955,484.28339,486.29899,307.26425,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_20:4)-H,790.53922,500.27825,504.30955,482.26769,486.29899,307.26425,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_20:5)-H,788.52362,498.26265,504.30955,480.25209,486.29899,307.26425,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_21:0)-H,812.61752,522.35655,504.30955,504.34599,486.29899,307.26425,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:0)-H,826.63312,536.37215,504.30955,518.36159,486.29899,307.26425,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:1)-H,824.61752,534.35655,504.30955,516.34599,486.29899,307.26425,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:2)-H,822.60182,532.34085,504.30955,514.33029,486.29899,307.26425,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:3)-H,820.58622,530.32525,504.30955,512.31469,486.29899,307.26425,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:4)-H,818.57052,528.30955,504.30955,510.29899,486.29899,307.26425,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:5)-H,816.55492,526.29395,504.30955,508.28339,486.29899,307.26425,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:6)-H,814.53922,524.27825,504.30955,506.26769,486.29899,307.26425,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_23:0)-H,840.64882,550.38785,504.30955,532.37729,486.29899,307.26425,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_24:0)-H,854.66442,564.40345,504.30955,546.39289,486.29899,307.26425,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_24:1)-H,852.64882,562.38785,504.30955,544.37729,486.29899,307.26425,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_25:0)-H,868.68012,578.41915,504.30955,560.40859,486.29899,307.26425,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_26:0)-H,882.69572,592.43475,504.30955,574.42419,486.29899,307.26425,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_20:3)-H,790.53932,502.29395,502.29395,484.28339,484.28339,305.24865,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_20:4)-H,788.52362,500.27825,502.29395,482.26769,484.28339,305.24865,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_20:5)-H,786.50802,498.26265,502.29395,480.25209,484.28339,305.24865,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_21:0)-H,810.60192,522.35655,502.29395,504.34599,484.28339,305.24865,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:0)-H,824.61752,536.37215,502.29395,518.36159,484.28339,305.24865,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:1)-H,822.60192,534.35655,502.29395,516.34599,484.28339,305.24865,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:2)-H,820.58622,532.34085,502.29395,514.33029,484.28339,305.24865,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:3)-H,818.57062,530.32525,502.29395,512.31469,484.28339,305.24865,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:4)-H,816.55492,528.30955,502.29395,510.29899,484.28339,305.24865,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:5)-H,814.53932,526.29395,502.29395,508.28339,484.28339,305.24865,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:6)-H,812.52362,524.27825,502.29395,506.26769,484.28339,305.24865,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_23:0)-H,838.63322,550.38785,502.29395,532.37729,484.28339,305.24865,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_24:0)-H,852.64882,564.40345,502.29395,546.39289,484.28339,305.24865,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_24:1)-H,850.63322,562.38785,502.29395,544.37729,484.28339,305.24865,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_25:0)-H,866.66452,578.41915,502.29395,560.40859,484.28339,305.24865,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_26:0)-H,880.68012,592.43475,502.29395,574.42419,484.28339,305.24865,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_20:4)-H,786.50792,500.27825,500.27825,482.26769,482.26769,303.23295,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_20:5)-H,784.49232,498.26265,500.27825,480.25209,482.26769,303.23295,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_21:0)-H,808.58622,522.35655,500.27825,504.34599,482.26769,303.23295,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:0)-H,822.60182,536.37215,500.27825,518.36159,482.26769,303.23295,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:1)-H,820.58622,534.35655,500.27825,516.34599,482.26769,303.23295,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:2)-H,818.57052,532.34085,500.27825,514.33029,482.26769,303.23295,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:3)-H,816.55492,530.32525,500.27825,512.31469,482.26769,303.23295,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:4)-H,814.53922,528.30955,500.27825,510.29899,482.26769,303.23295,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:5)-H,812.52362,526.29395,500.27825,508.28339,482.26769,303.23295,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:6)-H,810.50792,524.27825,500.27825,506.26769,482.26769,303.23295,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_23:0)-H,836.61752,550.38785,500.27825,532.37729,482.26769,303.23295,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_24:0)-H,850.63312,564.40345,500.27825,546.39289,482.26769,303.23295,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_24:1)-H,848.61752,562.38785,500.27825,544.37729,482.26769,303.23295,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_25:0)-H,864.64882,578.41915,500.27825,560.40859,482.26769,303.23295,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_26:0)-H,878.66442,592.43475,500.27825,574.42419,482.26769,303.23295,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_20:5)-H,782.47672,498.26265,498.26265,480.25209,480.25209,301.21735,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_21:0)-H,806.57062,522.35655,498.26265,504.34599,480.25209,301.21735,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:0)-H,820.58622,536.37215,498.26265,518.36159,480.25209,301.21735,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:1)-H,818.57062,534.35655,498.26265,516.34599,480.25209,301.21735,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:2)-H,816.55492,532.34085,498.26265,514.33029,480.25209,301.21735,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:3)-H,814.53932,530.32525,498.26265,512.31469,480.25209,301.21735,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:4)-H,812.52362,528.30955,498.26265,510.29899,480.25209,301.21735,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:5)-H,810.50802,526.29395,498.26265,508.28339,480.25209,301.21735,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:6)-H,808.49232,524.27825,498.26265,506.26769,480.25209,301.21735,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_23:0)-H,834.60192,550.38785,498.26265,532.37729,480.25209,301.21735,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_24:0)-H,848.61752,564.40345,498.26265,546.39289,480.25209,301.21735,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_24:1)-H,846.60192,562.38785,498.26265,544.37729,480.25209,301.21735,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_25:0)-H,862.63322,578.41915,498.26265,560.40859,480.25209,301.21735,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_26:0)-H,876.64882,592.43475,498.26265,574.42419,480.25209,301.21735,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_21:0)-H,830.66452,522.35655,522.35655,504.34599,504.34599,325.31125,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_22:0)-H,844.68012,536.37215,522.35655,518.36159,504.34599,325.31125,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_22:1)-H,842.66452,534.35655,522.35655,516.34599,504.34599,325.31125,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_22:2)-H,840.64882,532.34085,522.35655,514.33029,504.34599,325.31125,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_22:3)-H,838.63322,530.32525,522.35655,512.31469,504.34599,325.31125,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_22:4)-H,836.61752,528.30955,522.35655,510.29899,504.34599,325.31125,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_22:5)-H,834.60192,526.29395,522.35655,508.28339,504.34599,325.31125,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_22:6)-H,832.58622,524.27825,522.35655,506.26769,504.34599,325.31125,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_23:0)-H,858.69582,550.38785,522.35655,532.37729,504.34599,325.31125,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_24:0)-H,872.71142,564.40345,522.35655,546.39289,504.34599,325.31125,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_24:1)-H,870.69582,562.38785,522.35655,544.37729,504.34599,325.31125,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_25:0)-H,886.72712,578.41915,522.35655,560.40859,504.34599,325.31125,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(21:0_26:0)-H,900.74272,592.43475,522.35655,574.42419,504.34599,325.31125,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_22:0)-H,858.69572,536.37215,536.37215,518.36159,518.36159,339.32685,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_22:1)-H,856.68012,534.35655,536.37215,516.34599,518.36159,339.32685,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_22:2)-H,854.66442,532.34085,536.37215,514.33029,518.36159,339.32685,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_22:3)-H,852.64882,530.32525,536.37215,512.31469,518.36159,339.32685,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_22:4)-H,850.63312,528.30955,536.37215,510.29899,518.36159,339.32685,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_22:5)-H,848.61752,526.29395,536.37215,508.28339,518.36159,339.32685,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_22:6)-H,846.60182,524.27825,536.37215,506.26769,518.36159,339.32685,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_23:0)-H,872.71142,550.38785,536.37215,532.37729,518.36159,339.32685,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_24:0)-H,886.72702,564.40345,536.37215,546.39289,518.36159,339.32685,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_24:1)-H,884.71142,562.38785,536.37215,544.37729,518.36159,339.32685,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_25:0)-H,900.74272,578.41915,536.37215,560.40859,518.36159,339.32685,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:0_26:0)-H,914.75832,592.43475,536.37215,574.42419,518.36159,339.32685,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_22:1)-H,854.66452,534.35655,534.35655,516.34599,516.34599,337.31125,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_22:2)-H,852.64882,532.34085,534.35655,514.33029,516.34599,337.31125,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_22:3)-H,850.63322,530.32525,534.35655,512.31469,516.34599,337.31125,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_22:4)-H,848.61752,528.30955,534.35655,510.29899,516.34599,337.31125,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_22:5)-H,846.60192,526.29395,534.35655,508.28339,516.34599,337.31125,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_22:6)-H,844.58622,524.27825,534.35655,506.26769,516.34599,337.31125,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_23:0)-H,870.69582,550.38785,534.35655,532.37729,516.34599,337.31125,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_24:0)-H,884.71142,564.40345,534.35655,546.39289,516.34599,337.31125,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_24:1)-H,882.69582,562.38785,534.35655,544.37729,516.34599,337.31125,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_25:0)-H,898.72712,578.41915,534.35655,560.40859,516.34599,337.31125,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:1_26:0)-H,912.74272,592.43475,534.35655,574.42419,516.34599,337.31125,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_22:2)-H,850.63312,532.34085,532.34085,514.33029,514.33029,335.29555,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_22:3)-H,848.61752,530.32525,532.34085,512.31469,514.33029,335.29555,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_22:4)-H,846.60182,528.30955,532.34085,510.29899,514.33029,335.29555,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_22:5)-H,844.58622,526.29395,532.34085,508.28339,514.33029,335.29555,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_22:6)-H,842.57052,524.27825,532.34085,506.26769,514.33029,335.29555,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_23:0)-H,868.68012,550.38785,532.34085,532.37729,514.33029,335.29555,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_24:0)-H,882.69572,564.40345,532.34085,546.39289,514.33029,335.29555,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_24:1)-H,880.68012,562.38785,532.34085,544.37729,514.33029,335.29555,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_25:0)-H,896.71142,578.41915,532.34085,560.40859,514.33029,335.29555,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:2_26:0)-H,910.72702,592.43475,532.34085,574.42419,514.33029,335.29555,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_22:3)-H,846.60192,530.32525,530.32525,512.31469,512.31469,333.27995,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_22:4)-H,844.58622,528.30955,530.32525,510.29899,512.31469,333.27995,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_22:5)-H,842.57062,526.29395,530.32525,508.28339,512.31469,333.27995,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_22:6)-H,840.55492,524.27825,530.32525,506.26769,512.31469,333.27995,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_23:0)-H,866.66452,550.38785,530.32525,532.37729,512.31469,333.27995,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_24:0)-H,880.68012,564.40345,530.32525,546.39289,512.31469,333.27995,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_24:1)-H,878.66452,562.38785,530.32525,544.37729,512.31469,333.27995,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_25:0)-H,894.69582,578.41915,530.32525,560.40859,512.31469,333.27995,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:3_26:0)-H,908.71142,592.43475,530.32525,574.42419,512.31469,333.27995,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:4_22:4)-H,842.57052,528.30955,528.30955,510.29899,510.29899,331.26425,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:4_22:5)-H,840.55492,526.29395,528.30955,508.28339,510.29899,331.26425,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:4_22:6)-H,838.53922,524.27825,528.30955,506.26769,510.29899,331.26425,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:4_23:0)-H,864.64882,550.38785,528.30955,532.37729,510.29899,331.26425,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:4_24:0)-H,878.66442,564.40345,528.30955,546.39289,510.29899,331.26425,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:4_24:1)-H,876.64882,562.38785,528.30955,544.37729,510.29899,331.26425,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:4_25:0)-H,892.68012,578.41915,528.30955,560.40859,510.29899,331.26425,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:4_26:0)-H,906.69572,592.43475,528.30955,574.42419,510.29899,331.26425,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:5_22:5)-H,838.53932,526.29395,526.29395,508.28339,508.28339,329.24865,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:5_22:6)-H,836.52362,524.27825,526.29395,506.26769,508.28339,329.24865,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:5_23:0)-H,862.63322,550.38785,526.29395,532.37729,508.28339,329.24865,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:5_24:0)-H,876.64882,564.40345,526.29395,546.39289,508.28339,329.24865,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:5_24:1)-H,874.63322,562.38785,526.29395,544.37729,508.28339,329.24865,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:5_25:0)-H,890.66452,578.41915,526.29395,560.40859,508.28339,329.24865,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:5_26:0)-H,904.68012,592.43475,526.29395,574.42419,508.28339,329.24865,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:6_22:6)-H,834.50792,524.27825,524.27825,506.26769,506.26769,327.23295,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:6_23:0)-H,860.61752,550.38785,524.27825,532.37729,506.26769,327.23295,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:6_24:0)-H,874.63312,564.40345,524.27825,546.39289,506.26769,327.23295,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:6_24:1)-H,872.61752,562.38785,524.27825,544.37729,506.26769,327.23295,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:6_25:0)-H,888.64882,578.41915,524.27825,560.40859,506.26769,327.23295,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(22:6_26:0)-H,902.66442,592.43475,524.27825,574.42419,506.26769,327.23295,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(23:0_23:0)-H,886.72712,550.38785,550.38785,532.37729,532.37729,353.34255,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(23:0_24:0)-H,900.74272,564.40345,550.38785,546.39289,532.37729,353.34255,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(23:0_24:1)-H,898.72712,562.38785,550.38785,544.37729,532.37729,353.34255,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(23:0_25:0)-H,914.75842,578.41915,550.38785,560.40859,532.37729,353.34255,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(23:0_26:0)-H,928.77402,592.43475,550.38785,574.42419,532.37729,353.34255,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(24:0_24:0)-H,914.75832,564.40345,564.40345,546.39289,546.39289,367.35815,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(24:0_24:1)-H,912.74272,562.38785,564.40345,544.37729,546.39289,367.35815,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(24:0_25:0)-H,928.77402,578.41915,564.40345,560.40859,546.39289,367.35815,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(24:0_26:0)-H,942.78962,592.43475,564.40345,574.42419,546.39289,367.35815,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(24:1_24:1)-H,910.72712,562.38785,562.38785,544.37729,544.37729,365.34255,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(24:1_25:0)-H,926.75842,578.41915,562.38785,560.40859,544.37729,365.34255,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(24:1_26:0)-H,940.77402,592.43475,562.38785,574.42419,544.37729,365.34255,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(25:0_25:0)-H,942.78972,578.41915,578.41915,560.40859,560.40859,381.37385,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(25:0_26:0)-H,956.80532,592.43475,578.41915,574.42419,560.40859,381.37385,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(26:0_26:0)-H,970.82092,592.43475,592.43475,574.42419,574.42419,395.38945,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
SPLASH_PE(15:0_18:1(d7))-H,709.55191,485.33784,438.26265,467.32728,420.25209,241.21735,288.29254,152.99586,96.96964,78.95852,140.01128,122.0007
