PE,[M+Na]+,PreCursor -43,PreCursor -141,M+Na-43-SN1-H acyl loss,M+Na-43-SN2-H acyl loss,phosphoethanolamine+Na
PE(15:1_22:6)+Na,770.4731178,727.4309178,629.4540235,487.2221378,399.1908378,164.00888
PE(15:1_23:0)+Na,796.5827178,753.5405178,655.5636235,513.3317378,399.1908378,164.00888
PE(15:1_24:0)+Na,810.5983178,767.5561178,669.5792235,527.3473378,399.1908378,164.00888
PE(15:1_24:1)+Na,808.5827178,765.5405178,667.5636235,525.3317378,399.1908378,164.00888
PE(15:1_25:0)+Na,824.6140178,781.5718178,683.5949235,541.3630378,399.1908378,164.00888
PE(15:1_26:0)+Na,838.6296178,795.5874178,697.6105235,555.3786378,399.1908378,164.00888
PE(16:0_16:0)+Na,714.5044178,671.4622178,573.4853235,415.2221378,415.2221378,164.00888
PE(16:0_16:1)+Na,712.4888178,669.4466178,571.4697235,413.2065378,415.2221378,164.00888
PE(16:0_17:0)+Na,728.5201178,685.4779178,587.5010235,429.2378378,415.2221378,164.00888
PE(16:0_17:1)+Na,726.5044178,683.4622178,585.4853235,427.2221378,415.2221378,164.00888
PE(16:0_17:2)+Na,724.4888178,681.4466178,583.4697235,425.2065378,415.2221378,164.00888
PE(16:0_18:0)+Na,742.5357178,699.4935178,601.5166235,443.2534378,415.2221378,164.00888
PE(16:0_18:1)+Na,740.5201178,697.4779178,599.5010235,441.2378378,415.2221378,164.00888
PE(16:0_18:2)+Na,738.5044178,695.4622178,597.4853235,439.2221378,415.2221378,164.00888
PE(16:0_18:3)+Na,736.4888178,693.4466178,595.4697235,437.2065378,415.2221378,164.00888
PE(16:0_18:4)+Na,734.4731178,691.4309178,593.4540235,435.1908378,415.2221378,164.00888
PE(16:0_19:0)+Na,756.5514178,713.5092178,615.5323235,457.2691378,415.2221378,164.00888
PE(16:0_20:0)+Na,770.5670178,727.5248178,629.5479235,471.2847378,415.2221378,164.00888
PE(16:0_20:1)+Na,768.5514178,725.5092178,627.5323235,469.2691378,415.2221378,164.00888
PE(16:0_20:2)+Na,766.5357178,723.4935178,625.5166235,467.2534378,415.2221378,164.00888
PE(16:0_20:3)+Na,764.5201178,721.4779178,623.5010235,465.2378378,415.2221378,164.00888
PE(16:0_20:4)+Na,762.5044178,719.4622178,621.4853235,463.2221378,415.2221378,164.00888
PE(16:0_20:5)+Na,760.4888178,717.4466178,619.4697235,461.2065378,415.2221378,164.00888
PE(16:0_21:0)+Na,784.5827178,741.5405178,643.5636235,485.3004378,415.2221378,164.00888
PE(16:0_22:0)+Na,798.5983178,755.5561178,657.5792235,499.3160378,415.2221378,164.00888
PE(16:0_22:1)+Na,796.5827178,753.5405178,655.5636235,497.3004378,415.2221378,164.00888
PE(16:0_22:2)+Na,794.5670178,751.5248178,653.5479235,495.2847378,415.2221378,164.00888
PE(16:0_22:3)+Na,792.5514178,749.5092178,651.5323235,493.2691378,415.2221378,164.00888
PE(16:0_22:4)+Na,790.5357178,747.4935178,649.5166235,491.2534378,415.2221378,164.00888
PE(16:0_22:5)+Na,788.5201178,745.4779178,647.5010235,489.2378378,415.2221378,164.00888
PE(16:0_22:6)+Na,786.5044178,743.4622178,645.4853235,487.2221378,415.2221378,164.00888
PE(16:0_23:0)+Na,812.6140178,769.5718178,671.5949235,513.3317378,415.2221378,164.00888
PE(16:0_24:0)+Na,826.6296178,783.5874178,685.6105235,527.3473378,415.2221378,164.00888
PE(16:0_24:1)+Na,824.6140178,781.5718178,683.5949235,525.3317378,415.2221378,164.00888
PE(16:0_25:0)+Na,840.6453178,797.6031178,699.6262235,541.3630378,415.2221378,164.00888
PE(16:0_26:0)+Na,854.6609178,811.6187178,713.6418235,555.3786378,415.2221378,164.00888
PE(16:1_16:1)+Na,710.4732178,667.4310178,569.4541235,413.2065378,413.2065378,164.00888
PE(16:1_17:0)+Na,726.5045178,683.4623178,585.4854235,429.2378378,413.2065378,164.00888
PE(16:1_17:1)+Na,724.4888178,681.4466178,583.4697235,427.2221378,413.2065378,164.00888
PE(16:1_17:2)+Na,722.4732178,679.4310178,581.4541235,425.2065378,413.2065378,164.00888
PE(16:1_18:0)+Na,740.5201178,697.4779178,599.5010235,443.2534378,413.2065378,164.00888
PE(16:1_18:1)+Na,738.5045178,695.4623178,597.4854235,441.2378378,413.2065378,164.00888
PE(16:1_18:2)+Na,736.4888178,693.4466178,595.4697235,439.2221378,413.2065378,164.00888
PE(16:1_18:3)+Na,734.4732178,691.4310178,593.4541235,437.2065378,413.2065378,164.00888
PE(16:1_18:4)+Na,732.4575178,689.4153178,591.4384235,435.1908378,413.2065378,164.00888
PE(16:1_19:0)+Na,754.5358178,711.4936178,613.5167235,457.2691378,413.2065378,164.00888
PE(16:1_20:0)+Na,768.5514178,725.5092178,627.5323235,471.2847378,413.2065378,164.00888
PE(16:1_20:1)+Na,766.5358178,723.4936178,625.5167235,469.2691378,413.2065378,164.00888
PE(16:1_20:2)+Na,764.5201178,721.4779178,623.5010235,467.2534378,413.2065378,164.00888
PE(16:1_20:3)+Na,762.5045178,719.4623178,621.4854235,465.2378378,413.2065378,164.00888
PE(16:1_20:4)+Na,760.4888178,717.4466178,619.4697235,463.2221378,413.2065378,164.00888
PE(16:1_20:5)+Na,758.4732178,715.4310178,617.4541235,461.2065378,413.2065378,164.00888
PE(16:1_21:0)+Na,782.5671178,739.5249178,641.5480235,485.3004378,413.2065378,164.00888
PE(16:1_22:0)+Na,796.5827178,753.5405178,655.5636235,499.3160378,413.2065378,164.00888
PE(16:1_22:1)+Na,794.5671178,751.5249178,653.5480235,497.3004378,413.2065378,164.00888
PE(16:1_22:2)+Na,792.5514178,749.5092178,651.5323235,495.2847378,413.2065378,164.00888
PE(16:1_22:3)+Na,790.5358178,747.4936178,649.5167235,493.2691378,413.2065378,164.00888
PE(16:1_22:4)+Na,788.5201178,745.4779178,647.5010235,491.2534378,413.2065378,164.00888
PE(16:1_22:5)+Na,786.5045178,743.4623178,645.4854235,489.2378378,413.2065378,164.00888
PE(16:1_22:6)+Na,784.4888178,741.4466178,643.4697235,487.2221378,413.2065378,164.00888
PE(16:1_23:0)+Na,810.5984178,767.5562178,669.5793235,513.3317378,413.2065378,164.00888
PE(16:1_24:0)+Na,824.6140178,781.5718178,683.5949235,527.3473378,413.2065378,164.00888
PE(16:1_24:1)+Na,822.5984178,779.5562178,681.5793235,525.3317378,413.2065378,164.00888
PE(16:1_25:0)+Na,838.6297178,795.5875178,697.6106235,541.3630378,413.2065378,164.00888
PE(16:1_26:0)+Na,852.6453178,809.6031178,711.6262235,555.3786378,413.2065378,164.00888
PE(17:0_17:0)+Na,742.5358178,699.4936178,601.5167235,429.2378378,429.2378378,164.00888
PE(17:0_17:1)+Na,740.5201178,697.4779178,599.5010235,427.2221378,429.2378378,164.00888
PE(17:0_17:2)+Na,738.5045178,695.4623178,597.4854235,425.2065378,429.2378378,164.00888
PE(17:0_18:0)+Na,756.5514178,713.5092178,615.5323235,443.2534378,429.2378378,164.00888
PE(17:0_18:1)+Na,754.5358178,711.4936178,613.5167235,441.2378378,429.2378378,164.00888
PE(17:0_18:2)+Na,752.5201178,709.4779178,611.5010235,439.2221378,429.2378378,164.00888
PE(17:0_18:3)+Na,750.5045178,707.4623178,609.4854235,437.2065378,429.2378378,164.00888
PE(17:0_18:4)+Na,748.4888178,705.4466178,607.4697235,435.1908378,429.2378378,164.00888
PE(17:0_19:0)+Na,770.5671178,727.5249178,629.5480235,457.2691378,429.2378378,164.00888
PE(17:0_20:0)+Na,784.5827178,741.5405178,643.5636235,471.2847378,429.2378378,164.00888
PE(17:0_20:1)+Na,782.5671178,739.5249178,641.5480235,469.2691378,429.2378378,164.00888
PE(17:0_20:2)+Na,780.5514178,737.5092178,639.5323235,467.2534378,429.2378378,164.00888
PE(17:0_20:3)+Na,778.5358178,735.4936178,637.5167235,465.2378378,429.2378378,164.00888
PE(17:0_20:4)+Na,776.5201178,733.4779178,635.5010235,463.2221378,429.2378378,164.00888
PE(17:0_20:5)+Na,774.5045178,731.4623178,633.4854235,461.2065378,429.2378378,164.00888
PE(17:0_21:0)+Na,798.5984178,755.5562178,657.5793235,485.3004378,429.2378378,164.00888
PE(17:0_22:0)+Na,812.6140178,769.5718178,671.5949235,499.3160378,429.2378378,164.00888
PE(17:0_22:1)+Na,810.5984178,767.5562178,669.5793235,497.3004378,429.2378378,164.00888
PE(17:0_22:2)+Na,808.5827178,765.5405178,667.5636235,495.2847378,429.2378378,164.00888
PE(17:0_22:3)+Na,806.5671178,763.5249178,665.5480235,493.2691378,429.2378378,164.00888
PE(17:0_22:4)+Na,804.5514178,761.5092178,663.5323235,491.2534378,429.2378378,164.00888
PE(17:0_22:5)+Na,802.5358178,759.4936178,661.5167235,489.2378378,429.2378378,164.00888
PE(17:0_22:6)+Na,800.5201178,757.4779178,659.5010235,487.2221378,429.2378378,164.00888
PE(17:0_23:0)+Na,826.6297178,783.5875178,685.6106235,513.3317378,429.2378378,164.00888
PE(17:0_24:0)+Na,840.6453178,797.6031178,699.6262235,527.3473378,429.2378378,164.00888
PE(17:0_24:1)+Na,838.6297178,795.5875178,697.6106235,525.3317378,429.2378378,164.00888
PE(17:0_25:0)+Na,854.6610178,811.6188178,713.6419235,541.3630378,429.2378378,164.00888
PE(17:0_26:0)+Na,868.6766178,825.6344178,727.6575235,555.3786378,429.2378378,164.00888
PE(17:1_17:1)+Na,738.5044178,695.4622178,597.4853235,427.2221378,427.2221378,164.00888
PE(17:1_17:2)+Na,736.4888178,693.4466178,595.4697235,425.2065378,427.2221378,164.00888
PE(17:1_18:0)+Na,754.5357178,711.4935178,613.5166235,443.2534378,427.2221378,164.00888
PE(17:1_18:1)+Na,752.5201178,709.4779178,611.5010235,441.2378378,427.2221378,164.00888
PE(17:1_18:2)+Na,750.5044178,707.4622178,609.4853235,439.2221378,427.2221378,164.00888
PE(17:1_18:3)+Na,748.4888178,705.4466178,607.4697235,437.2065378,427.2221378,164.00888
PE(17:1_18:4)+Na,746.4731178,703.4309178,605.4540235,435.1908378,427.2221378,164.00888
PE(17:1_19:0)+Na,768.5514178,725.5092178,627.5323235,457.2691378,427.2221378,164.00888
PE(17:1_20:0)+Na,782.5670178,739.5248178,641.5479235,471.2847378,427.2221378,164.00888
PE(17:1_20:1)+Na,780.5514178,737.5092178,639.5323235,469.2691378,427.2221378,164.00888
PE(17:1_20:2)+Na,778.5357178,735.4935178,637.5166235,467.2534378,427.2221378,164.00888
PE(17:1_20:3)+Na,776.5201178,733.4779178,635.5010235,465.2378378,427.2221378,164.00888
PE(17:1_20:4)+Na,774.5044178,731.4622178,633.4853235,463.2221378,427.2221378,164.00888
PE(17:1_20:5)+Na,772.4888178,729.4466178,631.4697235,461.2065378,427.2221378,164.00888
PE(17:1_21:0)+Na,796.5827178,753.5405178,655.5636235,485.3004378,427.2221378,164.00888
PE(17:1_22:0)+Na,810.5983178,767.5561178,669.5792235,499.3160378,427.2221378,164.00888
PE(17:1_22:1)+Na,808.5827178,765.5405178,667.5636235,497.3004378,427.2221378,164.00888
PE(17:1_22:2)+Na,806.5670178,763.5248178,665.5479235,495.2847378,427.2221378,164.00888
PE(17:1_22:3)+Na,804.5514178,761.5092178,663.5323235,493.2691378,427.2221378,164.00888
PE(17:1_22:4)+Na,802.5357178,759.4935178,661.5166235,491.2534378,427.2221378,164.00888
PE(17:1_22:5)+Na,800.5201178,757.4779178,659.5010235,489.2378378,427.2221378,164.00888
PE(17:1_22:6)+Na,798.5044178,755.4622178,657.4853235,487.2221378,427.2221378,164.00888
PE(17:1_23:0)+Na,824.6140178,781.5718178,683.5949235,513.3317378,427.2221378,164.00888
PE(17:1_24:0)+Na,838.6296178,795.5874178,697.6105235,527.3473378,427.2221378,164.00888
PE(17:1_24:1)+Na,836.6140178,793.5718178,695.5949235,525.3317378,427.2221378,164.00888
PE(17:1_25:0)+Na,852.6453178,809.6031178,711.6262235,541.3630378,427.2221378,164.00888
PE(17:1_26:0)+Na,866.6609178,823.6187178,725.6418235,555.3786378,427.2221378,164.00888
PE(17:2_17:2)+Na,734.4732178,691.4310178,593.4541235,425.2065378,425.2065378,164.00888
PE(17:2_18:0)+Na,752.5201178,709.4779178,611.5010235,443.2534378,425.2065378,164.00888
PE(17:2_18:1)+Na,750.5045178,707.4623178,609.4854235,441.2378378,425.2065378,164.00888
PE(17:2_18:2)+Na,748.4888178,705.4466178,607.4697235,439.2221378,425.2065378,164.00888
PE(17:2_18:3)+Na,746.4732178,703.4310178,605.4541235,437.2065378,425.2065378,164.00888
PE(17:2_18:4)+Na,744.4575178,701.4153178,603.4384235,435.1908378,425.2065378,164.00888
PE(17:2_19:0)+Na,766.5358178,723.4936178,625.5167235,457.2691378,425.2065378,164.00888
PE(17:2_20:0)+Na,780.5514178,737.5092178,639.5323235,471.2847378,425.2065378,164.00888
PE(17:2_20:1)+Na,778.5358178,735.4936178,637.5167235,469.2691378,425.2065378,164.00888
PE(17:2_20:2)+Na,776.5201178,733.4779178,635.5010235,467.2534378,425.2065378,164.00888
PE(17:2_20:3)+Na,774.5045178,731.4623178,633.4854235,465.2378378,425.2065378,164.00888
PE(17:2_20:4)+Na,772.4888178,729.4466178,631.4697235,463.2221378,425.2065378,164.00888
PE(17:2_20:5)+Na,770.4732178,727.4310178,629.4541235,461.2065378,425.2065378,164.00888
PE(17:2_21:0)+Na,794.5671178,751.5249178,653.5480235,485.3004378,425.2065378,164.00888
PE(17:2_22:0)+Na,808.5827178,765.5405178,667.5636235,499.3160378,425.2065378,164.00888
PE(17:2_22:1)+Na,806.5671178,763.5249178,665.5480235,497.3004378,425.2065378,164.00888
PE(17:2_22:2)+Na,804.5514178,761.5092178,663.5323235,495.2847378,425.2065378,164.00888
PE(17:2_22:3)+Na,802.5358178,759.4936178,661.5167235,493.2691378,425.2065378,164.00888
PE(17:2_22:4)+Na,800.5201178,757.4779178,659.5010235,491.2534378,425.2065378,164.00888
PE(17:2_22:5)+Na,798.5045178,755.4623178,657.4854235,489.2378378,425.2065378,164.00888
PE(17:2_22:6)+Na,796.4888178,753.4466178,655.4697235,487.2221378,425.2065378,164.00888
PE(17:2_23:0)+Na,822.5984178,779.5562178,681.5793235,513.3317378,425.2065378,164.00888
PE(17:2_24:0)+Na,836.6140178,793.5718178,695.5949235,527.3473378,425.2065378,164.00888
PE(17:2_24:1)+Na,834.5984178,791.5562178,693.5793235,525.3317378,425.2065378,164.00888
PE(17:2_25:0)+Na,850.6297178,807.5875178,709.6106235,541.3630378,425.2065378,164.00888
PE(17:2_26:0)+Na,864.6453178,821.6031178,723.6262235,555.3786378,425.2065378,164.00888
PE(18:0_18:0)+Na,770.5670178,727.5248178,629.5479235,443.2534378,443.2534378,164.00888
PE(18:0_18:1)+Na,768.5514178,725.5092178,627.5323235,441.2378378,443.2534378,164.00888
PE(18:0_18:2)+Na,766.5357178,723.4935178,625.5166235,439.2221378,443.2534378,164.00888
PE(18:0_18:3)+Na,764.5201178,721.4779178,623.5010235,437.2065378,443.2534378,164.00888
PE(18:0_18:4)+Na,762.5044178,719.4622178,621.4853235,435.1908378,443.2534378,164.00888
PE(18:0_19:0)+Na,784.5827178,741.5405178,643.5636235,457.2691378,443.2534378,164.00888
PE(18:0_20:0)+Na,798.5983178,755.5561178,657.5792235,471.2847378,443.2534378,164.00888
PE(18:0_20:1)+Na,796.5827178,753.5405178,655.5636235,469.2691378,443.2534378,164.00888
PE(18:0_20:2)+Na,794.5670178,751.5248178,653.5479235,467.2534378,443.2534378,164.00888
PE(18:0_20:3)+Na,792.5514178,749.5092178,651.5323235,465.2378378,443.2534378,164.00888
PE(18:0_20:4)+Na,790.5357178,747.4935178,649.5166235,463.2221378,443.2534378,164.00888
PE(18:0_20:5)+Na,788.5201178,745.4779178,647.5010235,461.2065378,443.2534378,164.00888
PE(18:0_21:0)+Na,812.6140178,769.5718178,671.5949235,485.3004378,443.2534378,164.00888
PE(18:0_22:0)+Na,826.6296178,783.5874178,685.6105235,499.3160378,443.2534378,164.00888
PE(18:0_22:1)+Na,824.6140178,781.5718178,683.5949235,497.3004378,443.2534378,164.00888
PE(18:0_22:2)+Na,822.5983178,779.5561178,681.5792235,495.2847378,443.2534378,164.00888
PE(18:0_22:3)+Na,820.5827178,777.5405178,679.5636235,493.2691378,443.2534378,164.00888
PE(18:0_22:4)+Na,818.5670178,775.5248178,677.5479235,491.2534378,443.2534378,164.00888
PE(18:0_22:5)+Na,816.5514178,773.5092178,675.5323235,489.2378378,443.2534378,164.00888
PE(18:0_22:6)+Na,814.5357178,771.4935178,673.5166235,487.2221378,443.2534378,164.00888
PE(18:0_23:0)+Na,840.6453178,797.6031178,699.6262235,513.3317378,443.2534378,164.00888
PE(18:0_24:0)+Na,854.6609178,811.6187178,713.6418235,527.3473378,443.2534378,164.00888
PE(18:0_24:1)+Na,852.6453178,809.6031178,711.6262235,525.3317378,443.2534378,164.00888
PE(18:0_25:0)+Na,868.6766178,825.6344178,727.6575235,541.3630378,443.2534378,164.00888
PE(18:0_26:0)+Na,882.6922178,839.6500178,741.6731235,555.3786378,443.2534378,164.00888
PE(18:1_18:1)+Na,766.5358178,723.4936178,625.5167235,441.2378378,441.2378378,164.00888
PE(18:1_18:2)+Na,764.5201178,721.4779178,623.5010235,439.2221378,441.2378378,164.00888
PE(18:1_18:3)+Na,762.5045178,719.4623178,621.4854235,437.2065378,441.2378378,164.00888
PE(18:1_18:4)+Na,760.4888178,717.4466178,619.4697235,435.1908378,441.2378378,164.00888
PE(18:1_19:0)+Na,782.5671178,739.5249178,641.5480235,457.2691378,441.2378378,164.00888
PE(18:1_20:0)+Na,796.5827178,753.5405178,655.5636235,471.2847378,441.2378378,164.00888
PE(18:1_20:1)+Na,794.5671178,751.5249178,653.5480235,469.2691378,441.2378378,164.00888
PE(18:1_20:2)+Na,792.5514178,749.5092178,651.5323235,467.2534378,441.2378378,164.00888
PE(18:1_20:3)+Na,790.5358178,747.4936178,649.5167235,465.2378378,441.2378378,164.00888
PE(18:1_20:4)+Na,788.5201178,745.4779178,647.5010235,463.2221378,441.2378378,164.00888
PE(18:1_20:5)+Na,786.5045178,743.4623178,645.4854235,461.2065378,441.2378378,164.00888
PE(18:1_21:0)+Na,810.5984178,767.5562178,669.5793235,485.3004378,441.2378378,164.00888
PE(18:1_22:0)+Na,824.6140178,781.5718178,683.5949235,499.3160378,441.2378378,164.00888
PE(18:1_22:1)+Na,822.5984178,779.5562178,681.5793235,497.3004378,441.2378378,164.00888
PE(18:1_22:2)+Na,820.5827178,777.5405178,679.5636235,495.2847378,441.2378378,164.00888
PE(18:1_22:3)+Na,818.5671178,775.5249178,677.5480235,493.2691378,441.2378378,164.00888
PE(18:1_22:4)+Na,816.5514178,773.5092178,675.5323235,491.2534378,441.2378378,164.00888
PE(18:1_22:5)+Na,814.5358178,771.4936178,673.5167235,489.2378378,441.2378378,164.00888
PE(18:1_22:6)+Na,812.5201178,769.4779178,671.5010235,487.2221378,441.2378378,164.00888
PE(18:1_23:0)+Na,838.6297178,795.5875178,697.6106235,513.3317378,441.2378378,164.00888
PE(18:1_24:0)+Na,852.6453178,809.6031178,711.6262235,527.3473378,441.2378378,164.00888
PE(18:1_24:1)+Na,850.6297178,807.5875178,709.6106235,525.3317378,441.2378378,164.00888
PE(18:1_25:0)+Na,866.6610178,823.6188178,725.6419235,541.3630378,441.2378378,164.00888
PE(18:1_26:0)+Na,880.6766178,837.6344178,739.6575235,555.3786378,441.2378378,164.00888
PE(18:2_18:2)+Na,762.5044178,719.4622178,621.4853235,439.2221378,439.2221378,164.00888
PE(18:2_18:3)+Na,760.4888178,717.4466178,619.4697235,437.2065378,439.2221378,164.00888
PE(18:2_18:4)+Na,758.4731178,715.4309178,617.4540235,435.1908378,439.2221378,164.00888
PE(18:2_19:0)+Na,780.5514178,737.5092178,639.5323235,457.2691378,439.2221378,164.00888
PE(18:2_20:0)+Na,794.5670178,751.5248178,653.5479235,471.2847378,439.2221378,164.00888
PE(18:2_20:1)+Na,792.5514178,749.5092178,651.5323235,469.2691378,439.2221378,164.00888
PE(18:2_20:2)+Na,790.5357178,747.4935178,649.5166235,467.2534378,439.2221378,164.00888
PE(18:2_20:3)+Na,788.5201178,745.4779178,647.5010235,465.2378378,439.2221378,164.00888
PE(18:2_20:4)+Na,786.5044178,743.4622178,645.4853235,463.2221378,439.2221378,164.00888
PE(18:2_20:5)+Na,784.4888178,741.4466178,643.4697235,461.2065378,439.2221378,164.00888
PE(18:2_21:0)+Na,808.5827178,765.5405178,667.5636235,485.3004378,439.2221378,164.00888
PE(18:2_22:0)+Na,822.5983178,779.5561178,681.5792235,499.3160378,439.2221378,164.00888
PE(18:2_22:1)+Na,820.5827178,777.5405178,679.5636235,497.3004378,439.2221378,164.00888
PE(18:2_22:2)+Na,818.5670178,775.5248178,677.5479235,495.2847378,439.2221378,164.00888
PE(18:2_22:3)+Na,816.5514178,773.5092178,675.5323235,493.2691378,439.2221378,164.00888
PE(18:2_22:4)+Na,814.5357178,771.4935178,673.5166235,491.2534378,439.2221378,164.00888
PE(18:2_22:5)+Na,812.5201178,769.4779178,671.5010235,489.2378378,439.2221378,164.00888
PE(18:2_22:6)+Na,810.5044178,767.4622178,669.4853235,487.2221378,439.2221378,164.00888
PE(18:2_23:0)+Na,836.6140178,793.5718178,695.5949235,513.3317378,439.2221378,164.00888
PE(18:2_24:0)+Na,850.6296178,807.5874178,709.6105235,527.3473378,439.2221378,164.00888
PE(18:2_24:1)+Na,848.6140178,805.5718178,707.5949235,525.3317378,439.2221378,164.00888
PE(18:2_25:0)+Na,864.6453178,821.6031178,723.6262235,541.3630378,439.2221378,164.00888
PE(18:2_26:0)+Na,878.6609178,835.6187178,737.6418235,555.3786378,439.2221378,164.00888
PE(18:3_18:3)+Na,758.4732178,715.4310178,617.4541235,437.2065378,437.2065378,164.00888
PE(18:3_18:4)+Na,756.4575178,713.4153178,615.4384235,435.1908378,437.2065378,164.00888
PE(18:3_19:0)+Na,778.5358178,735.4936178,637.5167235,457.2691378,437.2065378,164.00888
PE(18:3_20:0)+Na,792.5514178,749.5092178,651.5323235,471.2847378,437.2065378,164.00888
PE(18:3_20:1)+Na,790.5358178,747.4936178,649.5167235,469.2691378,437.2065378,164.00888
PE(18:3_20:2)+Na,788.5201178,745.4779178,647.5010235,467.2534378,437.2065378,164.00888
PE(18:3_20:3)+Na,786.5045178,743.4623178,645.4854235,465.2378378,437.2065378,164.00888
PE(18:3_20:4)+Na,784.4888178,741.4466178,643.4697235,463.2221378,437.2065378,164.00888
PE(18:3_20:5)+Na,782.4732178,739.4310178,641.4541235,461.2065378,437.2065378,164.00888
PE(18:3_21:0)+Na,806.5671178,763.5249178,665.5480235,485.3004378,437.2065378,164.00888
PE(18:3_22:0)+Na,820.5827178,777.5405178,679.5636235,499.3160378,437.2065378,164.00888
PE(18:3_22:1)+Na,818.5671178,775.5249178,677.5480235,497.3004378,437.2065378,164.00888
PE(18:3_22:2)+Na,816.5514178,773.5092178,675.5323235,495.2847378,437.2065378,164.00888
PE(18:3_22:3)+Na,814.5358178,771.4936178,673.5167235,493.2691378,437.2065378,164.00888
PE(18:3_22:4)+Na,812.5201178,769.4779178,671.5010235,491.2534378,437.2065378,164.00888
PE(18:3_22:5)+Na,810.5045178,767.4623178,669.4854235,489.2378378,437.2065378,164.00888
PE(18:3_22:6)+Na,808.4888178,765.4466178,667.4697235,487.2221378,437.2065378,164.00888
PE(18:3_23:0)+Na,834.5984178,791.5562178,693.5793235,513.3317378,437.2065378,164.00888
PE(18:3_24:0)+Na,848.6140178,805.5718178,707.5949235,527.3473378,437.2065378,164.00888
PE(18:3_24:1)+Na,846.5984178,803.5562178,705.5793235,525.3317378,437.2065378,164.00888
PE(18:3_25:0)+Na,862.6297178,819.5875178,721.6106235,541.3630378,437.2065378,164.00888
PE(18:3_26:0)+Na,876.6453178,833.6031178,735.6262235,555.3786378,437.2065378,164.00888
PE(18:4_18:4)+Na,754.4418178,711.3996178,613.4227235,435.1908378,435.1908378,164.00888
PE(18:4_19:0)+Na,776.5201178,733.4779178,635.5010235,457.2691378,435.1908378,164.00888
PE(18:4_20:0)+Na,790.5357178,747.4935178,649.5166235,471.2847378,435.1908378,164.00888
PE(18:4_20:1)+Na,788.5201178,745.4779178,647.5010235,469.2691378,435.1908378,164.00888
PE(18:4_20:2)+Na,786.5044178,743.4622178,645.4853235,467.2534378,435.1908378,164.00888
PE(18:4_20:3)+Na,784.4888178,741.4466178,643.4697235,465.2378378,435.1908378,164.00888
PE(18:4_20:4)+Na,782.4731178,739.4309178,641.4540235,463.2221378,435.1908378,164.00888
PE(18:4_20:5)+Na,780.4575178,737.4153178,639.4384235,461.2065378,435.1908378,164.00888
PE(18:4_21:0)+Na,804.5514178,761.5092178,663.5323235,485.3004378,435.1908378,164.00888
PE(18:4_22:0)+Na,818.5670178,775.5248178,677.5479235,499.3160378,435.1908378,164.00888
PE(18:4_22:1)+Na,816.5514178,773.5092178,675.5323235,497.3004378,435.1908378,164.00888
PE(18:4_22:2)+Na,814.5357178,771.4935178,673.5166235,495.2847378,435.1908378,164.00888
PE(18:4_22:3)+Na,812.5201178,769.4779178,671.5010235,493.2691378,435.1908378,164.00888
PE(18:4_22:4)+Na,810.5044178,767.4622178,669.4853235,491.2534378,435.1908378,164.00888
PE(18:4_22:5)+Na,808.4888178,765.4466178,667.4697235,489.2378378,435.1908378,164.00888
PE(18:4_22:6)+Na,806.4731178,763.4309178,665.4540235,487.2221378,435.1908378,164.00888
PE(18:4_23:0)+Na,832.5827178,789.5405178,691.5636235,513.3317378,435.1908378,164.00888
PE(18:4_24:0)+Na,846.5983178,803.5561178,705.5792235,527.3473378,435.1908378,164.00888
PE(18:4_24:1)+Na,844.5827178,801.5405178,703.5636235,525.3317378,435.1908378,164.00888
PE(18:4_25:0)+Na,860.6140178,817.5718178,719.5949235,541.3630378,435.1908378,164.00888
PE(18:4_26:0)+Na,874.6296178,831.5874178,733.6105235,555.3786378,435.1908378,164.00888
PE(19:0_19:0)+Na,798.5984178,755.5562178,657.5793235,457.2691378,457.2691378,164.00888
PE(19:0_20:0)+Na,812.6140178,769.5718178,671.5949235,471.2847378,457.2691378,164.00888
PE(19:0_20:1)+Na,810.5984178,767.5562178,669.5793235,469.2691378,457.2691378,164.00888
PE(19:0_20:2)+Na,808.5827178,765.5405178,667.5636235,467.2534378,457.2691378,164.00888
PE(19:0_20:3)+Na,806.5671178,763.5249178,665.5480235,465.2378378,457.2691378,164.00888
PE(19:0_20:4)+Na,804.5514178,761.5092178,663.5323235,463.2221378,457.2691378,164.00888
PE(19:0_20:5)+Na,802.5358178,759.4936178,661.5167235,461.2065378,457.2691378,164.00888
PE(19:0_21:0)+Na,826.6297178,783.5875178,685.6106235,485.3004378,457.2691378,164.00888
PE(19:0_22:0)+Na,840.6453178,797.6031178,699.6262235,499.3160378,457.2691378,164.00888
PE(19:0_22:1)+Na,838.6297178,795.5875178,697.6106235,497.3004378,457.2691378,164.00888
PE(19:0_22:2)+Na,836.6140178,793.5718178,695.5949235,495.2847378,457.2691378,164.00888
PE(19:0_22:3)+Na,834.5984178,791.5562178,693.5793235,493.2691378,457.2691378,164.00888
PE(19:0_22:4)+Na,832.5827178,789.5405178,691.5636235,491.2534378,457.2691378,164.00888
PE(19:0_22:5)+Na,830.5671178,787.5249178,689.5480235,489.2378378,457.2691378,164.00888
PE(19:0_22:6)+Na,828.5514178,785.5092178,687.5323235,487.2221378,457.2691378,164.00888
PE(19:0_23:0)+Na,854.6610178,811.6188178,713.6419235,513.3317378,457.2691378,164.00888
PE(19:0_24:0)+Na,868.6766178,825.6344178,727.6575235,527.3473378,457.2691378,164.00888
