ether-TG,[M+NH4],NL R2COOH,NL R3COOH,RCO_2,RCO_3,RCO2+74.0368,RCO3+74.0368,RCO2+74-H2O,RCO3+74-H2O
plasmanyl-TG(O-18:0_15:0_22:2)+NH4,904.86925,645.61795,551.53975,225.22134,319.29954,299.2581364,393.3363364,281.2475714,375.3257714
plasmanyl-TG(O-18:0_15:0_22:3)+NH4,902.85365,643.60235,551.53975,225.22134,317.28394,299.2581364,391.3207364,281.2475714,373.3101714
plasmanyl-TG(O-18:0_15:0_22:4)+NH4,900.83795,641.58665,551.53975,225.22134,315.26824,299.2581364,389.3050364,281.2475714,371.2944714
plasmanyl-TG(O-18:0_15:0_22:5)+NH4,898.82235,639.57105,551.53975,225.22134,313.25264,299.2581364,387.2894364,281.2475714,369.2788714
plasmanyl-TG(O-18:0_15:0_22:6)+NH4,896.80665,637.55535,551.53975,225.22134,311.23694,299.2581364,385.2737364,281.2475714,367.2631714
plasmanyl-TG(O-18:0_15:0_23:0)+NH4,922.91625,663.66495,551.53975,225.22134,337.34654,299.2581364,411.3833364,281.2475714,393.3727714
plasmanyl-TG(O-18:0_15:0_24:0)+NH4,936.93185,677.68055,551.53975,225.22134,351.36214,299.2581364,425.3989364,281.2475714,407.3883714
plasmanyl-TG(O-18:0_15:0_24:1)+NH4,934.91625,675.66495,551.53975,225.22134,349.34654,299.2581364,423.3833364,281.2475714,405.3727714
plasmanyl-TG(O-18:0_15:0_25:0)+NH4,950.94755,691.69625,551.53975,225.22134,365.37784,299.2581364,439.4146364,281.2475714,421.4040714
plasmanyl-TG(O-18:0_15:0_26:0)+NH4,964.96315,705.71185,551.53975,225.22134,379.39344,299.2581364,453.4302364,281.2475714,435.4196714
plasmanyl-TG(O-18:0_15:1_15:1)+NH4,806.75965,549.52405,549.52405,223.20564,223.20564,297.2424364,297.2424364,279.2318714,279.2318714
plasmanyl-TG(O-18:0_15:1_16:0)+NH4,822.79095,565.55535,549.52405,223.20564,239.23694,297.2424364,313.2737364,279.2318714,295.2631714
plasmanyl-TG(O-18:0_15:1_16:1)+NH4,820.77535,563.53975,549.52405,223.20564,237.22134,297.2424364,311.2581364,279.2318714,293.2475714
plasmanyl-TG(O-18:0_15:1_17:0)+NH4,836.80665,579.57105,549.52405,223.20564,253.25264,297.2424364,327.2894364,279.2318714,309.2788714
plasmanyl-TG(O-18:0_15:1_17:1)+NH4,834.79095,577.55535,549.52405,223.20564,251.23694,297.2424364,325.2737364,279.2318714,307.2631714
plasmanyl-TG(O-18:0_15:1_17:2)+NH4,832.77535,575.53975,549.52405,223.20564,249.22134,297.2424364,323.2581364,279.2318714,305.2475714
plasmanyl-TG(O-18:0_15:1_18:0)+NH4,850.82225,593.58665,549.52405,223.20564,267.26824,297.2424364,341.3050364,279.2318714,323.2944714
plasmanyl-TG(O-18:0_15:1_18:1)+NH4,848.80665,591.57105,549.52405,223.20564,265.25264,297.2424364,339.2894364,279.2318714,321.2788714
plasmanyl-TG(O-18:0_15:1_18:2)+NH4,846.79095,589.55535,549.52405,223.20564,263.23694,297.2424364,337.2737364,279.2318714,319.2631714
plasmanyl-TG(O-18:0_15:1_18:3)+NH4,844.77535,587.53975,549.52405,223.20564,261.22134,297.2424364,335.2581364,279.2318714,317.2475714
plasmanyl-TG(O-18:0_15:1_18:4)+NH4,842.75965,585.52405,549.52405,223.20564,259.20564,297.2424364,333.2424364,279.2318714,315.2318714
plasmanyl-TG(O-18:0_15:1_19:0)+NH4,864.83795,607.60235,549.52405,223.20564,281.28394,297.2424364,355.3207364,279.2318714,337.3101714
plasmanyl-TG(O-18:0_15:1_20:0)+NH4,878.85355,621.61795,549.52405,223.20564,295.29954,297.2424364,369.3363364,279.2318714,351.3257714
plasmanyl-TG(O-18:0_15:1_20:1)+NH4,876.83795,619.60235,549.52405,223.20564,293.28394,297.2424364,367.3207364,279.2318714,349.3101714
plasmanyl-TG(O-18:0_15:1_20:2)+NH4,874.82225,617.58665,549.52405,223.20564,291.26824,297.2424364,365.3050364,279.2318714,347.2944714
plasmanyl-TG(O-18:0_15:1_20:3)+NH4,872.80665,615.57105,549.52405,223.20564,289.25264,297.2424364,363.2894364,279.2318714,345.2788714
plasmanyl-TG(O-18:0_15:1_20:4)+NH4,870.79095,613.55535,549.52405,223.20564,287.23694,297.2424364,361.2737364,279.2318714,343.2631714
plasmanyl-TG(O-18:0_15:1_20:5)+NH4,868.77535,611.53975,549.52405,223.20564,285.22134,297.2424364,359.2581364,279.2318714,341.2475714
plasmanyl-TG(O-18:0_15:1_21:0)+NH4,892.86925,635.63365,549.52405,223.20564,309.31524,297.2424364,383.3520364,279.2318714,365.3414714
plasmanyl-TG(O-18:0_15:1_22:0)+NH4,906.88485,649.64925,549.52405,223.20564,323.33084,297.2424364,397.3676364,279.2318714,379.3570714
plasmanyl-TG(O-18:0_15:1_22:1)+NH4,904.86925,647.63365,549.52405,223.20564,321.31524,297.2424364,395.3520364,279.2318714,377.3414714
plasmanyl-TG(O-18:0_15:1_22:2)+NH4,902.85355,645.61795,549.52405,223.20564,319.29954,297.2424364,393.3363364,279.2318714,375.3257714
plasmanyl-TG(O-18:0_15:1_22:3)+NH4,900.83795,643.60235,549.52405,223.20564,317.28394,297.2424364,391.3207364,279.2318714,373.3101714
plasmanyl-TG(O-18:0_15:1_22:4)+NH4,898.82225,641.58665,549.52405,223.20564,315.26824,297.2424364,389.3050364,279.2318714,371.2944714
plasmanyl-TG(O-18:0_15:1_22:5)+NH4,896.80665,639.57105,549.52405,223.20564,313.25264,297.2424364,387.2894364,279.2318714,369.2788714
plasmanyl-TG(O-18:0_15:1_22:6)+NH4,894.79095,637.55535,549.52405,223.20564,311.23694,297.2424364,385.2737364,279.2318714,367.2631714
plasmanyl-TG(O-18:0_15:1_23:0)+NH4,920.90055,663.66495,549.52405,223.20564,337.34654,297.2424364,411.3833364,279.2318714,393.3727714
plasmanyl-TG(O-18:0_15:1_24:0)+NH4,934.91615,677.68055,549.52405,223.20564,351.36214,297.2424364,425.3989364,279.2318714,407.3883714
plasmanyl-TG(O-18:0_15:1_24:1)+NH4,932.90055,675.66495,549.52405,223.20564,349.34654,297.2424364,423.3833364,279.2318714,405.3727714
plasmanyl-TG(O-18:0_15:1_25:0)+NH4,948.93185,691.69625,549.52405,223.20564,365.37784,297.2424364,439.4146364,279.2318714,421.4040714
plasmanyl-TG(O-18:0_15:1_26:0)+NH4,962.94745,705.71185,549.52405,223.20564,379.39344,297.2424364,453.4302364,279.2318714,435.4196714
plasmanyl-TG(O-18:0_16:0_16:0)+NH4,838.82225,565.55535,565.55535,239.23694,239.23694,313.2737364,313.2737364,295.2631714,295.2631714
plasmanyl-TG(O-18:0_16:0_16:1)+NH4,836.80665,563.53975,565.55535,239.23694,237.22134,313.2737364,311.2581364,295.2631714,293.2475714
plasmanyl-TG(O-18:0_16:0_17:0)+NH4,852.83795,579.57105,565.55535,239.23694,253.25264,313.2737364,327.2894364,295.2631714,309.2788714
plasmanyl-TG(O-18:0_16:0_17:1)+NH4,850.82225,577.55535,565.55535,239.23694,251.23694,313.2737364,325.2737364,295.2631714,307.2631714
plasmanyl-TG(O-18:0_16:0_17:2)+NH4,848.80665,575.53975,565.55535,239.23694,249.22134,313.2737364,323.2581364,295.2631714,305.2475714
plasmanyl-TG(O-18:0_16:0_18:0)+NH4,866.85355,593.58665,565.55535,239.23694,267.26824,313.2737364,341.3050364,295.2631714,323.2944714
plasmanyl-TG(O-18:0_16:0_18:1)+NH4,864.83795,591.57105,565.55535,239.23694,265.25264,313.2737364,339.2894364,295.2631714,321.2788714
plasmanyl-TG(O-18:0_16:0_18:2)+NH4,862.82225,589.55535,565.55535,239.23694,263.23694,313.2737364,337.2737364,295.2631714,319.2631714
plasmanyl-TG(O-18:0_16:0_18:3)+NH4,860.80665,587.53975,565.55535,239.23694,261.22134,313.2737364,335.2581364,295.2631714,317.2475714
plasmanyl-TG(O-18:0_16:0_18:4)+NH4,858.79095,585.52405,565.55535,239.23694,259.20564,313.2737364,333.2424364,295.2631714,315.2318714
plasmanyl-TG(O-18:0_16:0_19:0)+NH4,880.86925,607.60235,565.55535,239.23694,281.28394,313.2737364,355.3207364,295.2631714,337.3101714
plasmanyl-TG(O-18:0_16:0_20:0)+NH4,894.88485,621.61795,565.55535,239.23694,295.29954,313.2737364,369.3363364,295.2631714,351.3257714
plasmanyl-TG(O-18:0_16:0_20:1)+NH4,892.86925,619.60235,565.55535,239.23694,293.28394,313.2737364,367.3207364,295.2631714,349.3101714
plasmanyl-TG(O-18:0_16:0_20:2)+NH4,890.85355,617.58665,565.55535,239.23694,291.26824,313.2737364,365.3050364,295.2631714,347.2944714
plasmanyl-TG(O-18:0_16:0_20:3)+NH4,888.83795,615.57105,565.55535,239.23694,289.25264,313.2737364,363.2894364,295.2631714,345.2788714
plasmanyl-TG(O-18:0_16:0_20:4)+NH4,886.82225,613.55535,565.55535,239.23694,287.23694,313.2737364,361.2737364,295.2631714,343.2631714
plasmanyl-TG(O-18:0_16:0_20:5)+NH4,884.80665,611.53975,565.55535,239.23694,285.22134,313.2737364,359.2581364,295.2631714,341.2475714
plasmanyl-TG(O-18:0_16:0_21:0)+NH4,908.90055,635.63365,565.55535,239.23694,309.31524,313.2737364,383.3520364,295.2631714,365.3414714
plasmanyl-TG(O-18:0_16:0_22:0)+NH4,922.91615,649.64925,565.55535,239.23694,323.33084,313.2737364,397.3676364,295.2631714,379.3570714
plasmanyl-TG(O-18:0_16:0_22:1)+NH4,920.90055,647.63365,565.55535,239.23694,321.31524,313.2737364,395.3520364,295.2631714,377.3414714
plasmanyl-TG(O-18:0_16:0_22:2)+NH4,918.88485,645.61795,565.55535,239.23694,319.29954,313.2737364,393.3363364,295.2631714,375.3257714
plasmanyl-TG(O-18:0_16:0_22:3)+NH4,916.86925,643.60235,565.55535,239.23694,317.28394,313.2737364,391.3207364,295.2631714,373.3101714
plasmanyl-TG(O-18:0_16:0_22:4)+NH4,914.85355,641.58665,565.55535,239.23694,315.26824,313.2737364,389.3050364,295.2631714,371.2944714
plasmanyl-TG(O-18:0_16:0_22:5)+NH4,912.83795,639.57105,565.55535,239.23694,313.25264,313.2737364,387.2894364,295.2631714,369.2788714
plasmanyl-TG(O-18:0_16:0_22:6)+NH4,910.82225,637.55535,565.55535,239.23694,311.23694,313.2737364,385.2737364,295.2631714,367.2631714
plasmanyl-TG(O-18:0_16:0_23:0)+NH4,936.93185,663.66495,565.55535,239.23694,337.34654,313.2737364,411.3833364,295.2631714,393.3727714
plasmanyl-TG(O-18:0_16:0_24:0)+NH4,950.94745,677.68055,565.55535,239.23694,351.36214,313.2737364,425.3989364,295.2631714,407.3883714
plasmanyl-TG(O-18:0_16:0_24:1)+NH4,948.93185,675.66495,565.55535,239.23694,349.34654,313.2737364,423.3833364,295.2631714,405.3727714
plasmanyl-TG(O-18:0_16:0_25:0)+NH4,964.96315,691.69625,565.55535,239.23694,365.37784,313.2737364,439.4146364,295.2631714,421.4040714
plasmanyl-TG(O-18:0_16:0_26:0)+NH4,978.97875,705.71185,565.55535,239.23694,379.39344,313.2737364,453.4302364,295.2631714,435.4196714
plasmanyl-TG(O-18:0_16:1_16:1)+NH4,834.79105,563.53975,563.53975,237.22134,237.22134,311.2581364,311.2581364,293.2475714,293.2475714
plasmanyl-TG(O-18:0_16:1_17:0)+NH4,850.82235,579.57105,563.53975,237.22134,253.25264,311.2581364,327.2894364,293.2475714,309.2788714
plasmanyl-TG(O-18:0_16:1_17:1)+NH4,848.80665,577.55535,563.53975,237.22134,251.23694,311.2581364,325.2737364,293.2475714,307.2631714
plasmanyl-TG(O-18:0_16:1_17:2)+NH4,846.79105,575.53975,563.53975,237.22134,249.22134,311.2581364,323.2581364,293.2475714,305.2475714
plasmanyl-TG(O-18:0_16:1_18:0)+NH4,864.83795,593.58665,563.53975,237.22134,267.26824,311.2581364,341.3050364,293.2475714,323.2944714
plasmanyl-TG(O-18:0_16:1_18:1)+NH4,862.82235,591.57105,563.53975,237.22134,265.25264,311.2581364,339.2894364,293.2475714,321.2788714
plasmanyl-TG(O-18:0_16:1_18:2)+NH4,860.80665,589.55535,563.53975,237.22134,263.23694,311.2581364,337.2737364,293.2475714,319.2631714
plasmanyl-TG(O-18:0_16:1_18:3)+NH4,858.79105,587.53975,563.53975,237.22134,261.22134,311.2581364,335.2581364,293.2475714,317.2475714
plasmanyl-TG(O-18:0_16:1_18:4)+NH4,856.77535,585.52405,563.53975,237.22134,259.20564,311.2581364,333.2424364,293.2475714,315.2318714
plasmanyl-TG(O-18:0_16:1_19:0)+NH4,878.85365,607.60235,563.53975,237.22134,281.28394,311.2581364,355.3207364,293.2475714,337.3101714
plasmanyl-TG(O-18:0_16:1_20:0)+NH4,892.86925,621.61795,563.53975,237.22134,295.29954,311.2581364,369.3363364,293.2475714,351.3257714
plasmanyl-TG(O-18:0_16:1_20:1)+NH4,890.85365,619.60235,563.53975,237.22134,293.28394,311.2581364,367.3207364,293.2475714,349.3101714
plasmanyl-TG(O-18:0_16:1_20:2)+NH4,888.83795,617.58665,563.53975,237.22134,291.26824,311.2581364,365.3050364,293.2475714,347.2944714
plasmanyl-TG(O-18:0_16:1_20:3)+NH4,886.82235,615.57105,563.53975,237.22134,289.25264,311.2581364,363.2894364,293.2475714,345.2788714
plasmanyl-TG(O-18:0_16:1_20:4)+NH4,884.80665,613.55535,563.53975,237.22134,287.23694,311.2581364,361.2737364,293.2475714,343.2631714
plasmanyl-TG(O-18:0_16:1_20:5)+NH4,882.79105,611.53975,563.53975,237.22134,285.22134,311.2581364,359.2581364,293.2475714,341.2475714
plasmanyl-TG(O-18:0_16:1_21:0)+NH4,906.88495,635.63365,563.53975,237.22134,309.31524,311.2581364,383.3520364,293.2475714,365.3414714
plasmanyl-TG(O-18:0_16:1_22:0)+NH4,920.90055,649.64925,563.53975,237.22134,323.33084,311.2581364,397.3676364,293.2475714,379.3570714
plasmanyl-TG(O-18:0_16:1_22:1)+NH4,918.88495,647.63365,563.53975,237.22134,321.31524,311.2581364,395.3520364,293.2475714,377.3414714
plasmanyl-TG(O-18:0_16:1_22:2)+NH4,916.86925,645.61795,563.53975,237.22134,319.29954,311.2581364,393.3363364,293.2475714,375.3257714
plasmanyl-TG(O-18:0_16:1_22:3)+NH4,914.85365,643.60235,563.53975,237.22134,317.28394,311.2581364,391.3207364,293.2475714,373.3101714
plasmanyl-TG(O-18:0_16:1_22:4)+NH4,912.83795,641.58665,563.53975,237.22134,315.26824,311.2581364,389.3050364,293.2475714,371.2944714
plasmanyl-TG(O-18:0_16:1_22:5)+NH4,910.82235,639.57105,563.53975,237.22134,313.25264,311.2581364,387.2894364,293.2475714,369.2788714
plasmanyl-TG(O-18:0_16:1_22:6)+NH4,908.80665,637.55535,563.53975,237.22134,311.23694,311.2581364,385.2737364,293.2475714,367.2631714
plasmanyl-TG(O-18:0_16:1_23:0)+NH4,934.91625,663.66495,563.53975,237.22134,337.34654,311.2581364,411.3833364,293.2475714,393.3727714
plasmanyl-TG(O-18:0_16:1_24:0)+NH4,948.93185,677.68055,563.53975,237.22134,351.36214,311.2581364,425.3989364,293.2475714,407.3883714
plasmanyl-TG(O-18:0_16:1_24:1)+NH4,946.91625,675.66495,563.53975,237.22134,349.34654,311.2581364,423.3833364,293.2475714,405.3727714
plasmanyl-TG(O-18:0_16:1_25:0)+NH4,962.94755,691.69625,563.53975,237.22134,365.37784,311.2581364,439.4146364,293.2475714,421.4040714
plasmanyl-TG(O-18:0_16:1_26:0)+NH4,976.96315,705.71185,563.53975,237.22134,379.39344,311.2581364,453.4302364,293.2475714,435.4196714
plasmanyl-TG(O-18:0_17:0_17:0)+NH4,866.85365,579.57105,579.57105,253.25264,253.25264,327.2894364,327.2894364,309.2788714,309.2788714
plasmanyl-TG(O-18:0_17:0_17:1)+NH4,864.83795,577.55535,579.57105,253.25264,251.23694,327.2894364,325.2737364,309.2788714,307.2631714
plasmanyl-TG(O-18:0_17:0_17:2)+NH4,862.82235,575.53975,579.57105,253.25264,249.22134,327.2894364,323.2581364,309.2788714,305.2475714
plasmanyl-TG(O-18:0_17:0_18:0)+NH4,880.86925,593.58665,579.57105,253.25264,267.26824,327.2894364,341.3050364,309.2788714,323.2944714
plasmanyl-TG(O-18:0_17:0_18:1)+NH4,878.85365,591.57105,579.57105,253.25264,265.25264,327.2894364,339.2894364,309.2788714,321.2788714
plasmanyl-TG(O-18:0_17:0_18:2)+NH4,876.83795,589.55535,579.57105,253.25264,263.23694,327.2894364,337.2737364,309.2788714,319.2631714
plasmanyl-TG(O-18:0_17:0_18:3)+NH4,874.82235,587.53975,579.57105,253.25264,261.22134,327.2894364,335.2581364,309.2788714,317.2475714
plasmanyl-TG(O-18:0_17:0_18:4)+NH4,872.80665,585.52405,579.57105,253.25264,259.20564,327.2894364,333.2424364,309.2788714,315.2318714
plasmanyl-TG(O-18:0_17:0_19:0)+NH4,894.88495,607.60235,579.57105,253.25264,281.28394,327.2894364,355.3207364,309.2788714,337.3101714
plasmanyl-TG(O-18:0_17:0_20:0)+NH4,908.90055,621.61795,579.57105,253.25264,295.29954,327.2894364,369.3363364,309.2788714,351.3257714
plasmanyl-TG(O-18:0_17:0_20:1)+NH4,906.88495,619.60235,579.57105,253.25264,293.28394,327.2894364,367.3207364,309.2788714,349.3101714
plasmanyl-TG(O-18:0_17:0_20:2)+NH4,904.86925,617.58665,579.57105,253.25264,291.26824,327.2894364,365.3050364,309.2788714,347.2944714
plasmanyl-TG(O-18:0_17:0_20:3)+NH4,902.85365,615.57105,579.57105,253.25264,289.25264,327.2894364,363.2894364,309.2788714,345.2788714
plasmanyl-TG(O-18:0_17:0_20:4)+NH4,900.83795,613.55535,579.57105,253.25264,287.23694,327.2894364,361.2737364,309.2788714,343.2631714
plasmanyl-TG(O-18:0_17:0_20:5)+NH4,898.82235,611.53975,579.57105,253.25264,285.22134,327.2894364,359.2581364,309.2788714,341.2475714
plasmanyl-TG(O-18:0_17:0_21:0)+NH4,922.91625,635.63365,579.57105,253.25264,309.31524,327.2894364,383.3520364,309.2788714,365.3414714
plasmanyl-TG(O-18:0_17:0_22:0)+NH4,936.93185,649.64925,579.57105,253.25264,323.33084,327.2894364,397.3676364,309.2788714,379.3570714
plasmanyl-TG(O-18:0_17:0_22:1)+NH4,934.91625,647.63365,579.57105,253.25264,321.31524,327.2894364,395.3520364,309.2788714,377.3414714
plasmanyl-TG(O-18:0_17:0_22:2)+NH4,932.90055,645.61795,579.57105,253.25264,319.29954,327.2894364,393.3363364,309.2788714,375.3257714
plasmanyl-TG(O-18:0_17:0_22:3)+NH4,930.88495,643.60235,579.57105,253.25264,317.28394,327.2894364,391.3207364,309.2788714,373.3101714
plasmanyl-TG(O-18:0_17:0_22:4)+NH4,928.86925,641.58665,579.57105,253.25264,315.26824,327.2894364,389.3050364,309.2788714,371.2944714
plasmanyl-TG(O-18:0_17:0_22:5)+NH4,926.85365,639.57105,579.57105,253.25264,313.25264,327.2894364,387.2894364,309.2788714,369.2788714
plasmanyl-TG(O-18:0_17:0_22:6)+NH4,924.83795,637.55535,579.57105,253.25264,311.23694,327.2894364,385.2737364,309.2788714,367.2631714
plasmanyl-TG(O-18:0_17:0_23:0)+NH4,950.94755,663.66495,579.57105,253.25264,337.34654,327.2894364,411.3833364,309.2788714,393.3727714
plasmanyl-TG(O-18:0_17:0_24:0)+NH4,964.96315,677.68055,579.57105,253.25264,351.36214,327.2894364,425.3989364,309.2788714,407.3883714
plasmanyl-TG(O-18:0_17:0_24:1)+NH4,962.94755,675.66495,579.57105,253.25264,349.34654,327.2894364,423.3833364,309.2788714,405.3727714
plasmanyl-TG(O-18:0_17:0_25:0)+NH4,978.97885,691.69625,579.57105,253.25264,365.37784,327.2894364,439.4146364,309.2788714,421.4040714
plasmanyl-TG(O-18:0_17:0_26:0)+NH4,992.99445,705.71185,579.57105,253.25264,379.39344,327.2894364,453.4302364,309.2788714,435.4196714
plasmanyl-TG(O-18:0_17:1_17:1)+NH4,862.82225,577.55535,577.55535,251.23694,251.23694,325.2737364,325.2737364,307.2631714,307.2631714
plasmanyl-TG(O-18:0_17:1_17:2)+NH4,860.80665,575.53975,577.55535,251.23694,249.22134,325.2737364,323.2581364,307.2631714,305.2475714
plasmanyl-TG(O-18:0_17:1_18:0)+NH4,878.85355,593.58665,577.55535,251.23694,267.26824,325.2737364,341.3050364,307.2631714,323.2944714
plasmanyl-TG(O-18:0_17:1_18:1)+NH4,876.83795,591.57105,577.55535,251.23694,265.25264,325.2737364,339.2894364,307.2631714,321.2788714
plasmanyl-TG(O-18:0_17:1_18:2)+NH4,874.82225,589.55535,577.55535,251.23694,263.23694,325.2737364,337.2737364,307.2631714,319.2631714
plasmanyl-TG(O-18:0_17:1_18:3)+NH4,872.80665,587.53975,577.55535,251.23694,261.22134,325.2737364,335.2581364,307.2631714,317.2475714
plasmanyl-TG(O-18:0_17:1_18:4)+NH4,870.79095,585.52405,577.55535,251.23694,259.20564,325.2737364,333.2424364,307.2631714,315.2318714
plasmanyl-TG(O-18:0_17:1_19:0)+NH4,892.86925,607.60235,577.55535,251.23694,281.28394,325.2737364,355.3207364,307.2631714,337.3101714
plasmanyl-TG(O-18:0_17:1_20:0)+NH4,906.88485,621.61795,577.55535,251.23694,295.29954,325.2737364,369.3363364,307.2631714,351.3257714
plasmanyl-TG(O-18:0_17:1_20:1)+NH4,904.86925,619.60235,577.55535,251.23694,293.28394,325.2737364,367.3207364,307.2631714,349.3101714
plasmanyl-TG(O-18:0_17:1_20:2)+NH4,902.85355,617.58665,577.55535,251.23694,291.26824,325.2737364,365.3050364,307.2631714,347.2944714
plasmanyl-TG(O-18:0_17:1_20:3)+NH4,900.83795,615.57105,577.55535,251.23694,289.25264,325.2737364,363.2894364,307.2631714,345.2788714
plasmanyl-TG(O-18:0_17:1_20:4)+NH4,898.82225,613.55535,577.55535,251.23694,287.23694,325.2737364,361.2737364,307.2631714,343.2631714
plasmanyl-TG(O-18:0_17:1_20:5)+NH4,896.80665,611.53975,577.55535,251.23694,285.22134,325.2737364,359.2581364,307.2631714,341.2475714
plasmanyl-TG(O-18:0_17:1_21:0)+NH4,920.90055,635.63365,577.55535,251.23694,309.31524,325.2737364,383.3520364,307.2631714,365.3414714
plasmanyl-TG(O-18:0_17:1_22:0)+NH4,934.91615,649.64925,577.55535,251.23694,323.33084,325.2737364,397.3676364,307.2631714,379.3570714
plasmanyl-TG(O-18:0_17:1_22:1)+NH4,932.90055,647.63365,577.55535,251.23694,321.31524,325.2737364,395.3520364,307.2631714,377.3414714
plasmanyl-TG(O-18:0_17:1_22:2)+NH4,930.88485,645.61795,577.55535,251.23694,319.29954,325.2737364,393.3363364,307.2631714,375.3257714
plasmanyl-TG(O-18:0_17:1_22:3)+NH4,928.86925,643.60235,577.55535,251.23694,317.28394,325.2737364,391.3207364,307.2631714,373.3101714
plasmanyl-TG(O-18:0_17:1_22:4)+NH4,926.85355,641.58665,577.55535,251.23694,315.26824,325.2737364,389.3050364,307.2631714,371.2944714
plasmanyl-TG(O-18:0_17:1_22:5)+NH4,924.83795,639.57105,577.55535,251.23694,313.25264,325.2737364,387.2894364,307.2631714,369.2788714
plasmanyl-TG(O-18:0_17:1_22:6)+NH4,922.82225,637.55535,577.55535,251.23694,311.23694,325.2737364,385.2737364,307.2631714,367.2631714
plasmanyl-TG(O-18:0_17:1_23:0)+NH4,948.93185,663.66495,577.55535,251.23694,337.34654,325.2737364,411.3833364,307.2631714,393.3727714
plasmanyl-TG(O-18:0_17:1_24:0)+NH4,962.94745,677.68055,577.55535,251.23694,351.36214,325.2737364,425.3989364,307.2631714,407.3883714
plasmanyl-TG(O-18:0_17:1_24:1)+NH4,960.93185,675.66495,577.55535,251.23694,349.34654,325.2737364,423.3833364,307.2631714,405.3727714
plasmanyl-TG(O-18:0_17:1_25:0)+NH4,976.96315,691.69625,577.55535,251.23694,365.37784,325.2737364,439.4146364,307.2631714,421.4040714
plasmanyl-TG(O-18:0_17:1_26:0)+NH4,990.97875,705.71185,577.55535,251.23694,379.39344,325.2737364,453.4302364,307.2631714,435.4196714
plasmanyl-TG(O-18:0_17:2_17:2)+NH4,858.79105,575.53975,575.53975,249.22134,249.22134,323.2581364,323.2581364,305.2475714,305.2475714
plasmanyl-TG(O-18:0_17:2_18:0)+NH4,876.83795,593.58665,575.53975,249.22134,267.26824,323.2581364,341.3050364,305.2475714,323.2944714
plasmanyl-TG(O-18:0_17:2_18:1)+NH4,874.82235,591.57105,575.53975,249.22134,265.25264,323.2581364,339.2894364,305.2475714,321.2788714
plasmanyl-TG(O-18:0_17:2_18:2)+NH4,872.80665,589.55535,575.53975,249.22134,263.23694,323.2581364,337.2737364,305.2475714,319.2631714
plasmanyl-TG(O-18:0_17:2_18:3)+NH4,870.79105,587.53975,575.53975,249.22134,261.22134,323.2581364,335.2581364,305.2475714,317.2475714
plasmanyl-TG(O-18:0_17:2_18:4)+NH4,868.77535,585.52405,575.53975,249.22134,259.20564,323.2581364,333.2424364,305.2475714,315.2318714
plasmanyl-TG(O-18:0_17:2_19:0)+NH4,890.85365,607.60235,575.53975,249.22134,281.28394,323.2581364,355.3207364,305.2475714,337.3101714
plasmanyl-TG(O-18:0_17:2_20:0)+NH4,904.86925,621.61795,575.53975,249.22134,295.29954,323.2581364,369.3363364,305.2475714,351.3257714
plasmanyl-TG(O-18:0_17:2_20:1)+NH4,902.85365,619.60235,575.53975,249.22134,293.28394,323.2581364,367.3207364,305.2475714,349.3101714
plasmanyl-TG(O-18:0_17:2_20:2)+NH4,900.83795,617.58665,575.53975,249.22134,291.26824,323.2581364,365.3050364,305.2475714,347.2944714
plasmanyl-TG(O-18:0_17:2_20:3)+NH4,898.82235,615.57105,575.53975,249.22134,289.25264,323.2581364,363.2894364,305.2475714,345.2788714
plasmanyl-TG(O-18:0_17:2_20:4)+NH4,896.80665,613.55535,575.53975,249.22134,287.23694,323.2581364,361.2737364,305.2475714,343.2631714
plasmanyl-TG(O-18:0_17:2_20:5)+NH4,894.79105,611.53975,575.53975,249.22134,285.22134,323.2581364,359.2581364,305.2475714,341.2475714
plasmanyl-TG(O-18:0_17:2_21:0)+NH4,918.88495,635.63365,575.53975,249.22134,309.31524,323.2581364,383.3520364,305.2475714,365.3414714
plasmanyl-TG(O-18:0_17:2_22:0)+NH4,932.90055,649.64925,575.53975,249.22134,323.33084,323.2581364,397.3676364,305.2475714,379.3570714
plasmanyl-TG(O-18:0_17:2_22:1)+NH4,930.88495,647.63365,575.53975,249.22134,321.31524,323.2581364,395.3520364,305.2475714,377.3414714
plasmanyl-TG(O-18:0_17:2_22:2)+NH4,928.86925,645.61795,575.53975,249.22134,319.29954,323.2581364,393.3363364,305.2475714,375.3257714
plasmanyl-TG(O-18:0_17:2_22:3)+NH4,926.85365,643.60235,575.53975,249.22134,317.28394,323.2581364,391.3207364,305.2475714,373.3101714
plasmanyl-TG(O-18:0_17:2_22:4)+NH4,924.83795,641.58665,575.53975,249.22134,315.26824,323.2581364,389.3050364,305.2475714,371.2944714
plasmanyl-TG(O-18:0_17:2_22:5)+NH4,922.82235,639.57105,575.53975,249.22134,313.25264,323.2581364,387.2894364,305.2475714,369.2788714
plasmanyl-TG(O-18:0_17:2_22:6)+NH4,920.80665,637.55535,575.53975,249.22134,311.23694,323.2581364,385.2737364,305.2475714,367.2631714
plasmanyl-TG(O-18:0_17:2_23:0)+NH4,946.91625,663.66495,575.53975,249.22134,337.34654,323.2581364,411.3833364,305.2475714,393.3727714
plasmanyl-TG(O-18:0_17:2_24:0)+NH4,960.93185,677.68055,575.53975,249.22134,351.36214,323.2581364,425.3989364,305.2475714,407.3883714
