SQDG,[M+NH4]+,[M-SN1+H]+,[M-SN2+H]+,[M-C6H10O7S+H]+,[M-C6H10O7S-H2O+H]+,[M-C6H10O7S-SN1+H]+,[M-C6H10O7S-SN2+H]+,SN2,SN1
SQDG(21:0_26:4)+NH4,1014.728,671.3823,609.3667,771.6861,753.6755,445.3676,383.352,371.3308,309.3152
SQDG(21:0_27:0)+NH4,1036.806,693.4606,609.3667,793.7643,775.7538,467.4459,383.352,393.4091,309.3152
SQDG(21:1_21:1)+NH4,948.681,607.351,607.351,705.6392,687.6286,381.3363,381.3363,307.2996,307.2996
SQDG(21:1_21:2)+NH4,946.6653,605.3354,607.351,703.6235,685.6129,379.3206,381.3363,305.2839,307.2996
SQDG(22:0_21:1)+NH4,964.7123,607.351,623.3823,721.6705,703.6599,381.3363,397.3676,307.2996,323.3308
SQDG(21:1_22:1)+NH4,962.6966,621.3667,607.351,719.6548,701.6442,395.352,381.3363,321.3152,307.2996
SQDG(21:1_22:2)+NH4,960.681,619.351,607.351,717.6392,699.6286,393.3363,381.3363,319.2996,307.2996
SQDG(21:1_22:3)+NH4,958.6653,617.3354,607.351,715.6235,697.6129,391.3206,381.3363,317.2839,307.2996
SQDG(21:1_22:4)+NH4,956.6497,615.3198,607.351,713.6078,695.5973,389.305,381.3363,315.2682,307.2996
SQDG(21:1_22:5)+NH4,954.634,613.3041,607.351,711.5922,693.5816,387.2894,381.3363,313.2526,307.2996
SQDG(21:1_22:6)+NH4,952.6183,611.2885,607.351,709.5765,691.566,385.2737,381.3363,311.2369,307.2996
SQDG(23:0_21:1)+NH4,978.7279,607.351,637.398,735.6861,717.6755,381.3363,411.3833,307.2996,337.3465
SQDG(24:0_21:1)+NH4,992.7436,607.351,651.4136,749.7017,731.6912,381.3363,425.3989,307.2996,351.3622
SQDG(21:1_24:1)+NH4,990.7279,649.398,607.351,747.6861,729.6755,423.3833,381.3363,349.3465,307.2996
SQDG(21:1_24:2)+NH4,988.7123,647.3823,607.351,745.6705,727.6599,421.3676,381.3363,347.3308,307.2996
SQDG(21:1_24:4)+NH4,984.681,643.351,607.351,741.6392,723.6286,417.3363,381.3363,343.2996,307.2996
SQDG(25:0_21:1)+NH4,1006.759,607.351,665.4293,763.7174,745.7068,381.3363,439.4146,307.2996,365.3778
SQDG(26:0_21:1)+NH4,1020.775,607.351,679.4449,777.733,759.7225,381.3363,453.4302,307.2996,379.3935
SQDG(21:1_26:1)+NH4,1018.759,677.4293,607.351,775.7174,757.7068,451.4146,381.3363,377.3778,307.2996
SQDG(21:1_26:2)+NH4,1016.744,675.4136,607.351,773.7017,755.6912,449.3989,381.3363,375.3622,307.2996
SQDG(21:1_26:4)+NH4,1012.712,671.3823,607.351,769.6705,751.6599,445.3676,381.3363,371.3308,307.2996
SQDG(27:0_21:1)+NH4,1034.791,607.351,693.4606,791.7487,773.7382,381.3363,467.4459,307.2996,393.4091
SQDG(21:2_21:2)+NH4,944.6497,605.3354,605.3354,701.6078,683.5973,379.3206,379.3206,305.2839,305.2839
SQDG(22:0_21:2)+NH4,962.6966,605.3354,623.3823,719.6548,701.6442,379.3206,397.3676,305.2839,323.3308
SQDG(22:1_21:2)+NH4,960.681,605.3354,621.3667,717.6392,699.6286,379.3206,395.352,305.2839,321.3152
SQDG(21:2_22:2)+NH4,958.6653,619.351,605.3354,715.6235,697.6129,393.3363,379.3206,319.2996,305.2839
SQDG(21:2_22:3)+NH4,956.6497,617.3354,605.3354,713.6078,695.5973,391.3206,379.3206,317.2839,305.2839
SQDG(21:2_22:4)+NH4,954.634,615.3198,605.3354,711.5922,693.5816,389.305,379.3206,315.2682,305.2839
SQDG(21:2_22:5)+NH4,952.6183,613.3041,605.3354,709.5765,691.566,387.2894,379.3206,313.2526,305.2839
SQDG(21:2_22:6)+NH4,950.6027,611.2885,605.3354,707.5609,689.5504,385.2737,379.3206,311.2369,305.2839
SQDG(23:0_21:2)+NH4,976.7123,605.3354,637.398,733.6705,715.6599,379.3206,411.3833,305.2839,337.3465
SQDG(24:0_21:2)+NH4,990.7279,605.3354,651.4136,747.6861,729.6755,379.3206,425.3989,305.2839,351.3622
SQDG(24:1_21:2)+NH4,988.7123,605.3354,649.398,745.6705,727.6599,379.3206,423.3833,305.2839,349.3465
SQDG(21:2_24:2)+NH4,986.6966,647.3823,605.3354,743.6548,725.6442,421.3676,379.3206,347.3308,305.2839
SQDG(21:2_24:4)+NH4,982.6653,643.351,605.3354,739.6235,721.6129,417.3363,379.3206,343.2996,305.2839
SQDG(25:0_21:2)+NH4,1004.744,605.3354,665.4293,761.7017,743.6912,379.3206,439.4146,305.2839,365.3778
SQDG(26:0_21:2)+NH4,1018.759,605.3354,679.4449,775.7174,757.7068,379.3206,453.4302,305.2839,379.3935
SQDG(26:1_21:2)+NH4,1016.744,605.3354,677.4293,773.7017,755.6912,379.3206,451.4146,305.2839,377.3778
SQDG(21:2_26:2)+NH4,1014.728,675.4136,605.3354,771.6861,753.6755,449.3989,379.3206,375.3622,305.2839
SQDG(21:2_26:4)+NH4,1010.697,671.3823,605.3354,767.6548,749.6442,445.3676,379.3206,371.3308,305.2839
SQDG(27:0_21:2)+NH4,1032.775,605.3354,693.4606,789.733,771.7225,379.3206,467.4459,305.2839,393.4091
SQDG(22:0_22:0)+NH4,980.7436,623.3823,623.3823,737.7017,719.6912,397.3676,397.3676,323.3308,323.3308
SQDG(22:0_22:1)+NH4,978.7279,621.3667,623.3823,735.6861,717.6755,395.352,397.3676,321.3152,323.3308
SQDG(22:0_22:2)+NH4,976.7123,619.351,623.3823,733.6705,715.6599,393.3363,397.3676,319.2996,323.3308
SQDG(22:0_22:3)+NH4,974.6966,617.3354,623.3823,731.6548,713.6442,391.3206,397.3676,317.2839,323.3308
SQDG(22:0_22:4)+NH4,972.681,615.3198,623.3823,729.6392,711.6286,389.305,397.3676,315.2682,323.3308
SQDG(22:0_22:5)+NH4,970.6653,613.3041,623.3823,727.6235,709.6129,387.2894,397.3676,313.2526,323.3308
SQDG(22:0_22:6)+NH4,968.6497,611.2885,623.3823,725.6078,707.5973,385.2737,397.3676,311.2369,323.3308
SQDG(22:0_23:0)+NH4,994.7592,637.398,623.3823,751.7174,733.7068,411.3833,397.3676,337.3465,323.3308
SQDG(22:0_24:0)+NH4,1008.775,651.4136,623.3823,765.733,747.7225,425.3989,397.3676,351.3622,323.3308
SQDG(22:0_24:1)+NH4,1006.759,649.398,623.3823,763.7174,745.7068,423.3833,397.3676,349.3465,323.3308
SQDG(22:0_24:2)+NH4,1004.744,647.3823,623.3823,761.7017,743.6912,421.3676,397.3676,347.3308,323.3308
SQDG(22:0_24:4)+NH4,1000.712,643.351,623.3823,757.6705,739.6599,417.3363,397.3676,343.2996,323.3308
SQDG(22:0_25:0)+NH4,1022.791,665.4293,623.3823,779.7487,761.7382,439.4146,397.3676,365.3778,323.3308
SQDG(22:0_26:0)+NH4,1036.806,679.4449,623.3823,793.7643,775.7538,453.4302,397.3676,379.3935,323.3308
SQDG(22:0_26:1)+NH4,1034.791,677.4293,623.3823,791.7487,773.7382,451.4146,397.3676,377.3778,323.3308
SQDG(22:0_26:2)+NH4,1032.775,675.4136,623.3823,789.733,771.7225,449.3989,397.3676,375.3622,323.3308
SQDG(22:0_26:4)+NH4,1028.744,671.3823,623.3823,785.7017,767.6912,445.3676,397.3676,371.3308,323.3308
SQDG(22:0_27:0)+NH4,1050.822,693.4606,623.3823,807.78,789.7694,467.4459,397.3676,393.4091,323.3308
SQDG(22:1_22:1)+NH4,976.7123,621.3667,621.3667,733.6705,715.6599,395.352,395.352,321.3152,321.3152
SQDG(22:1_22:2)+NH4,974.6966,619.351,621.3667,731.6548,713.6442,393.3363,395.352,319.2996,321.3152
SQDG(22:1_22:3)+NH4,972.681,617.3354,621.3667,729.6392,711.6286,391.3206,395.352,317.2839,321.3152
SQDG(22:1_22:4)+NH4,970.6653,615.3198,621.3667,727.6235,709.6129,389.305,395.352,315.2682,321.3152
SQDG(22:1_22:5)+NH4,968.6497,613.3041,621.3667,725.6078,707.5973,387.2894,395.352,313.2526,321.3152
SQDG(22:1_22:6)+NH4,966.634,611.2885,621.3667,723.5922,705.5816,385.2737,395.352,311.2369,321.3152
SQDG(23:0_22:1)+NH4,992.7436,621.3667,637.398,749.7017,731.6912,395.352,411.3833,321.3152,337.3465
SQDG(24:0_22:1)+NH4,1006.759,621.3667,651.4136,763.7174,745.7068,395.352,425.3989,321.3152,351.3622
SQDG(22:1_24:1)+NH4,1004.744,649.398,621.3667,761.7017,743.6912,423.3833,395.352,349.3465,321.3152
SQDG(22:1_24:2)+NH4,1002.728,647.3823,621.3667,759.6861,741.6755,421.3676,395.352,347.3308,321.3152
SQDG(22:1_24:4)+NH4,998.6966,643.351,621.3667,755.6548,737.6442,417.3363,395.352,343.2996,321.3152
SQDG(25:0_22:1)+NH4,1020.775,621.3667,665.4293,777.733,759.7225,395.352,439.4146,321.3152,365.3778
SQDG(26:0_22:1)+NH4,1034.791,621.3667,679.4449,791.7487,773.7382,395.352,453.4302,321.3152,379.3935
SQDG(22:1_26:1)+NH4,1032.775,677.4293,621.3667,789.733,771.7225,451.4146,395.352,377.3778,321.3152
SQDG(22:1_26:2)+NH4,1030.759,675.4136,621.3667,787.7174,769.7068,449.3989,395.352,375.3622,321.3152
SQDG(22:1_26:4)+NH4,1026.728,671.3823,621.3667,783.6861,765.6755,445.3676,395.352,371.3308,321.3152
SQDG(27:0_22:1)+NH4,1048.806,621.3667,693.4606,805.7643,787.7538,395.352,467.4459,321.3152,393.4091
SQDG(22:2_22:2)+NH4,972.681,619.351,619.351,729.6392,711.6286,393.3363,393.3363,319.2996,319.2996
SQDG(22:2_22:3)+NH4,970.6653,617.3354,619.351,727.6235,709.6129,391.3206,393.3363,317.2839,319.2996
SQDG(22:2_22:4)+NH4,968.6497,615.3198,619.351,725.6078,707.5973,389.305,393.3363,315.2682,319.2996
SQDG(22:2_22:5)+NH4,966.634,613.3041,619.351,723.5922,705.5816,387.2894,393.3363,313.2526,319.2996
SQDG(22:2_22:6)+NH4,964.6183,611.2885,619.351,721.5765,703.566,385.2737,393.3363,311.2369,319.2996
SQDG(23:0_22:2)+NH4,990.7279,619.351,637.398,747.6861,729.6755,393.3363,411.3833,319.2996,337.3465
SQDG(24:0_22:2)+NH4,1004.744,619.351,651.4136,761.7017,743.6912,393.3363,425.3989,319.2996,351.3622
SQDG(24:1_22:2)+NH4,1002.728,619.351,649.398,759.6861,741.6755,393.3363,423.3833,319.2996,349.3465
SQDG(22:2_24:2)+NH4,1000.712,647.3823,619.351,757.6705,739.6599,421.3676,393.3363,347.3308,319.2996
SQDG(22:2_24:4)+NH4,996.681,643.351,619.351,753.6392,735.6286,417.3363,393.3363,343.2996,319.2996
SQDG(25:0_22:2)+NH4,1018.759,619.351,665.4293,775.7174,757.7068,393.3363,439.4146,319.2996,365.3778
SQDG(26:0_22:2)+NH4,1032.775,619.351,679.4449,789.733,771.7225,393.3363,453.4302,319.2996,379.3935
SQDG(26:1_22:2)+NH4,1030.759,619.351,677.4293,787.7174,769.7068,393.3363,451.4146,319.2996,377.3778
SQDG(22:2_26:2)+NH4,1028.744,675.4136,619.351,785.7017,767.6912,449.3989,393.3363,375.3622,319.2996
SQDG(22:2_26:4)+NH4,1024.712,671.3823,619.351,781.6705,763.6599,445.3676,393.3363,371.3308,319.2996
SQDG(27:0_22:2)+NH4,1046.791,619.351,693.4606,803.7487,785.7382,393.3363,467.4459,319.2996,393.4091
SQDG(22:3_22:3)+NH4,968.6497,617.3354,617.3354,725.6078,707.5973,391.3206,391.3206,317.2839,317.2839
SQDG(22:3_22:4)+NH4,966.634,615.3198,617.3354,723.5922,705.5816,389.305,391.3206,315.2682,317.2839
SQDG(22:3_22:5)+NH4,964.6183,613.3041,617.3354,721.5765,703.566,387.2894,391.3206,313.2526,317.2839
SQDG(22:3_22:6)+NH4,962.6027,611.2885,617.3354,719.5609,701.5504,385.2737,391.3206,311.2369,317.2839
SQDG(23:0_22:3)+NH4,988.7123,617.3354,637.398,745.6705,727.6599,391.3206,411.3833,317.2839,337.3465
SQDG(24:0_22:3)+NH4,1002.728,617.3354,651.4136,759.6861,741.6755,391.3206,425.3989,317.2839,351.3622
SQDG(24:1_22:3)+NH4,1000.712,617.3354,649.398,757.6705,739.6599,391.3206,423.3833,317.2839,349.3465
SQDG(24:2_22:3)+NH4,998.6966,617.3354,647.3823,755.6548,737.6442,391.3206,421.3676,317.2839,347.3308
SQDG(22:3_24:4)+NH4,994.6653,643.351,617.3354,751.6235,733.6129,417.3363,391.3206,343.2996,317.2839
SQDG(25:0_22:3)+NH4,1016.744,617.3354,665.4293,773.7017,755.6912,391.3206,439.4146,317.2839,365.3778
SQDG(26:0_22:3)+NH4,1030.759,617.3354,679.4449,787.7174,769.7068,391.3206,453.4302,317.2839,379.3935
SQDG(26:1_22:3)+NH4,1028.744,617.3354,677.4293,785.7017,767.6912,391.3206,451.4146,317.2839,377.3778
SQDG(26:2_22:3)+NH4,1026.728,617.3354,675.4136,783.6861,765.6755,391.3206,449.3989,317.2839,375.3622
SQDG(22:3_26:4)+NH4,1022.697,671.3823,617.3354,779.6548,761.6442,445.3676,391.3206,371.3308,317.2839
SQDG(27:0_22:3)+NH4,1044.775,617.3354,693.4606,801.733,783.7225,391.3206,467.4459,317.2839,393.4091
SQDG(22:4_22:4)+NH4,964.6183,615.3198,615.3198,721.5765,703.566,389.305,389.305,315.2682,315.2682
SQDG(22:4_22:5)+NH4,962.6027,613.3041,615.3198,719.5609,701.5504,387.2894,389.305,313.2526,315.2682
SQDG(22:4_22:6)+NH4,960.5871,611.2885,615.3198,717.5452,699.5347,385.2737,389.305,311.2369,315.2682
SQDG(23:0_22:4)+NH4,986.6966,615.3198,637.398,743.6548,725.6442,389.305,411.3833,315.2682,337.3465
SQDG(24:0_22:4)+NH4,1000.712,615.3198,651.4136,757.6705,739.6599,389.305,425.3989,315.2682,351.3622
SQDG(24:1_22:4)+NH4,998.6966,615.3198,649.398,755.6548,737.6442,389.305,423.3833,315.2682,349.3465
SQDG(24:2_22:4)+NH4,996.681,615.3198,647.3823,753.6392,735.6286,389.305,421.3676,315.2682,347.3308
SQDG(22:4_24:4)+NH4,992.6497,643.351,615.3198,749.6078,731.5973,417.3363,389.305,343.2996,315.2682
SQDG(25:0_22:4)+NH4,1014.728,615.3198,665.4293,771.6861,753.6755,389.305,439.4146,315.2682,365.3778
SQDG(26:0_22:4)+NH4,1028.744,615.3198,679.4449,785.7017,767.6912,389.305,453.4302,315.2682,379.3935
SQDG(26:1_22:4)+NH4,1026.728,615.3198,677.4293,783.6861,765.6755,389.305,451.4146,315.2682,377.3778
SQDG(26:2_22:4)+NH4,1024.712,615.3198,675.4136,781.6705,763.6599,389.305,449.3989,315.2682,375.3622
SQDG(22:4_26:4)+NH4,1020.681,671.3823,615.3198,777.6392,759.6286,445.3676,389.305,371.3308,315.2682
SQDG(27:0_22:4)+NH4,1042.759,615.3198,693.4606,799.7174,781.7068,389.305,467.4459,315.2682,393.4091
SQDG(22:5_22:5)+NH4,960.5871,613.3041,613.3041,717.5452,699.5347,387.2894,387.2894,313.2526,313.2526
SQDG(22:5_22:6)+NH4,958.5714,611.2885,613.3041,715.5296,697.519,385.2737,387.2894,311.2369,313.2526
SQDG(23:0_22:5)+NH4,984.681,613.3041,637.398,741.6392,723.6286,387.2894,411.3833,313.2526,337.3465
SQDG(24:0_22:5)+NH4,998.6966,613.3041,651.4136,755.6548,737.6442,387.2894,425.3989,313.2526,351.3622
SQDG(24:1_22:5)+NH4,996.681,613.3041,649.398,753.6392,735.6286,387.2894,423.3833,313.2526,349.3465
SQDG(24:2_22:5)+NH4,994.6653,613.3041,647.3823,751.6235,733.6129,387.2894,421.3676,313.2526,347.3308
SQDG(24:4_22:5)+NH4,990.634,613.3041,643.351,747.5922,729.5816,387.2894,417.3363,313.2526,343.2996
SQDG(25:0_22:5)+NH4,1012.712,613.3041,665.4293,769.6705,751.6599,387.2894,439.4146,313.2526,365.3778
SQDG(26:0_22:5)+NH4,1026.728,613.3041,679.4449,783.6861,765.6755,387.2894,453.4302,313.2526,379.3935
SQDG(26:1_22:5)+NH4,1024.712,613.3041,677.4293,781.6705,763.6599,387.2894,451.4146,313.2526,377.3778
SQDG(26:2_22:5)+NH4,1022.697,613.3041,675.4136,779.6548,761.6442,387.2894,449.3989,313.2526,375.3622
SQDG(26:4_22:5)+NH4,1018.665,613.3041,671.3823,775.6235,757.6129,387.2894,445.3676,313.2526,371.3308
SQDG(27:0_22:5)+NH4,1040.744,613.3041,693.4606,797.7017,779.6912,387.2894,467.4459,313.2526,393.4091
SQDG(22:6_22:6)+NH4,956.5558,611.2885,611.2885,713.514,695.5034,385.2737,385.2737,311.2369,311.2369
SQDG(23:0_22:6)+NH4,982.6653,611.2885,637.398,739.6235,721.6129,385.2737,411.3833,311.2369,337.3465
SQDG(24:0_22:6)+NH4,996.681,611.2885,651.4136,753.6392,735.6286,385.2737,425.3989,311.2369,351.3622
SQDG(24:1_22:6)+NH4,994.6653,611.2885,649.398,751.6235,733.6129,385.2737,423.3833,311.2369,349.3465
SQDG(24:2_22:6)+NH4,992.6497,611.2885,647.3823,749.6078,731.5973,385.2737,421.3676,311.2369,347.3308
SQDG(24:4_22:6)+NH4,988.6183,611.2885,643.351,745.5765,727.566,385.2737,417.3363,311.2369,343.2996
SQDG(25:0_22:6)+NH4,1010.697,611.2885,665.4293,767.6548,749.6442,385.2737,439.4146,311.2369,365.3778
SQDG(26:0_22:6)+NH4,1024.712,611.2885,679.4449,781.6705,763.6599,385.2737,453.4302,311.2369,379.3935
SQDG(26:1_22:6)+NH4,1022.697,611.2885,677.4293,779.6548,761.6442,385.2737,451.4146,311.2369,377.3778
SQDG(26:2_22:6)+NH4,1020.681,611.2885,675.4136,777.6392,759.6286,385.2737,449.3989,311.2369,375.3622
SQDG(26:4_22:6)+NH4,1016.65,611.2885,671.3823,773.6078,755.5973,385.2737,445.3676,311.2369,371.3308
SQDG(27:0_22:6)+NH4,1038.728,611.2885,693.4606,795.6861,777.6755,385.2737,467.4459,311.2369,393.4091
SQDG(23:0_23:0)+NH4,1008.775,637.398,637.398,765.733,747.7225,411.3833,411.3833,337.3465,337.3465
SQDG(23:0_24:0)+NH4,1022.791,651.4136,637.398,779.7487,761.7382,425.3989,411.3833,351.3622,337.3465
SQDG(23:0_24:1)+NH4,1020.775,649.398,637.398,777.733,759.7225,423.3833,411.3833,349.3465,337.3465
SQDG(23:0_24:2)+NH4,1018.759,647.3823,637.398,775.7174,757.7068,421.3676,411.3833,347.3308,337.3465
SQDG(23:0_24:4)+NH4,1014.728,643.351,637.398,771.6861,753.6755,417.3363,411.3833,343.2996,337.3465
SQDG(23:0_25:0)+NH4,1036.806,665.4293,637.398,793.7643,775.7538,439.4146,411.3833,365.3778,337.3465
SQDG(23:0_26:0)+NH4,1050.822,679.4449,637.398,807.78,789.7694,453.4302,411.3833,379.3935,337.3465
SQDG(23:0_26:1)+NH4,1048.806,677.4293,637.398,805.7643,787.7538,451.4146,411.3833,377.3778,337.3465
SQDG(23:0_26:2)+NH4,1046.791,675.4136,637.398,803.7487,785.7382,449.3989,411.3833,375.3622,337.3465
SQDG(23:0_26:4)+NH4,1042.759,671.3823,637.398,799.7174,781.7068,445.3676,411.3833,371.3308,337.3465
SQDG(23:0_27:0)+NH4,1064.838,693.4606,637.398,821.7957,803.7851,467.4459,411.3833,393.4091,337.3465
SQDG(24:0_24:0)+NH4,1036.806,651.4136,651.4136,793.7643,775.7538,425.3989,425.3989,351.3622,351.3622
SQDG(24:0_24:1)+NH4,1034.791,649.398,651.4136,791.7487,773.7382,423.3833,425.3989,349.3465,351.3622
SQDG(24:0_24:2)+NH4,1032.775,647.3823,651.4136,789.733,771.7225,421.3676,425.3989,347.3308,351.3622
SQDG(24:0_24:4)+NH4,1028.744,643.351,651.4136,785.7017,767.6912,417.3363,425.3989,343.2996,351.3622
SQDG(24:0_25:0)+NH4,1050.822,665.4293,651.4136,807.78,789.7694,439.4146,425.3989,365.3778,351.3622
SQDG(24:0_26:0)+NH4,1064.838,679.4449,651.4136,821.7957,803.7851,453.4302,425.3989,379.3935,351.3622
SQDG(24:0_26:1)+NH4,1062.822,677.4293,651.4136,819.78,801.7694,451.4146,425.3989,377.3778,351.3622
SQDG(24:0_26:2)+NH4,1060.806,675.4136,651.4136,817.7643,799.7538,449.3989,425.3989,375.3622,351.3622
SQDG(24:0_26:4)+NH4,1056.775,671.3823,651.4136,813.733,795.7225,445.3676,425.3989,371.3308,351.3622
SQDG(24:0_27:0)+NH4,1078.853,693.4606,651.4136,835.8113,817.8007,467.4459,425.3989,393.4091,351.3622
SQDG(24:1_24:1)+NH4,1032.775,649.398,649.398,789.733,771.7225,423.3833,423.3833,349.3465,349.3465
SQDG(24:1_24:2)+NH4,1030.759,647.3823,649.398,787.7174,769.7068,421.3676,423.3833,347.3308,349.3465
SQDG(24:1_24:4)+NH4,1026.728,643.351,649.398,783.6861,765.6755,417.3363,423.3833,343.2996,349.3465
SQDG(25:0_24:1)+NH4,1048.806,649.398,665.4293,805.7643,787.7538,423.3833,439.4146,349.3465,365.3778
SQDG(26:0_24:1)+NH4,1062.822,649.398,679.4449,819.78,801.7694,423.3833,453.4302,349.3465,379.3935
SQDG(24:1_26:1)+NH4,1060.806,677.4293,649.398,817.7643,799.7538,451.4146,423.3833,377.3778,349.3465
SQDG(24:1_26:2)+NH4,1058.791,675.4136,649.398,815.7487,797.7382,449.3989,423.3833,375.3622,349.3465
SQDG(24:1_26:4)+NH4,1054.759,671.3823,649.398,811.7174,793.7068,445.3676,423.3833,371.3308,349.3465
SQDG(27:0_24:1)+NH4,1076.838,649.398,693.4606,833.7957,815.7851,423.3833,467.4459,349.3465,393.4091
SQDG(24:2_24:2)+NH4,1028.744,647.3823,647.3823,785.7017,767.6912,421.3676,421.3676,347.3308,347.3308
SQDG(24:2_24:4)+NH4,1024.712,643.351,647.3823,781.6705,763.6599,417.3363,421.3676,343.2996,347.3308
SQDG(25:0_24:2)+NH4,1046.791,647.3823,665.4293,803.7487,785.7382,421.3676,439.4146,347.3308,365.3778
SQDG(26:0_24:2)+NH4,1060.806,647.3823,679.4449,817.7643,799.7538,421.3676,453.4302,347.3308,379.3935
SQDG(26:1_24:2)+NH4,1058.791,647.3823,677.4293,815.7487,797.7382,421.3676,451.4146,347.3308,377.3778
SQDG(24:2_26:2)+NH4,1056.775,675.4136,647.3823,813.733,795.7225,449.3989,421.3676,375.3622,347.3308
SQDG(24:2_26:4)+NH4,1052.744,671.3823,647.3823,809.7017,791.6912,445.3676,421.3676,371.3308,347.3308
SQDG(27:0_24:2)+NH4,1074.822,647.3823,693.4606,831.78,813.7694,421.3676,467.4459,347.3308,393.4091
SQDG(24:4_24:4)+NH4,1020.681,643.351,643.351,777.6392,759.6286,417.3363,417.3363,343.2996,343.2996
SQDG(25:0_24:4)+NH4,1042.759,643.351,665.4293,799.7174,781.7068,417.3363,439.4146,343.2996,365.3778
SQDG(26:0_24:4)+NH4,1056.775,643.351,679.4449,813.733,795.7225,417.3363,453.4302,343.2996,379.3935
SQDG(26:1_24:4)+NH4,1054.759,643.351,677.4293,811.7174,793.7068,417.3363,451.4146,343.2996,377.3778
SQDG(26:2_24:4)+NH4,1052.744,643.351,675.4136,809.7017,791.6912,417.3363,449.3989,343.2996,375.3622
SQDG(24:4_26:4)+NH4,1048.712,671.3823,643.351,805.6705,787.6599,445.3676,417.3363,371.3308,343.2996
SQDG(27:0_24:4)+NH4,1070.791,643.351,693.4606,827.7487,809.7382,417.3363,467.4459,343.2996,393.4091
SQDG(25:0_25:0)+NH4,1064.838,665.4293,665.4293,821.7957,803.7851,439.4146,439.4146,365.3778,365.3778
SQDG(25:0_26:0)+NH4,1078.853,679.4449,665.4293,835.8113,817.8007,453.4302,439.4146,379.3935,365.3778
SQDG(25:0_26:1)+NH4,1076.838,677.4293,665.4293,833.7957,815.7851,451.4146,439.4146,377.3778,365.3778
SQDG(25:0_26:2)+NH4,1074.822,675.4136,665.4293,831.78,813.7694,449.3989,439.4146,375.3622,365.3778
SQDG(25:0_26:4)+NH4,1070.791,671.3823,665.4293,827.7487,809.7382,445.3676,439.4146,371.3308,365.3778
SQDG(25:0_27:0)+NH4,1092.869,693.4606,665.4293,849.827,831.8164,467.4459,439.4146,393.4091,365.3778
SQDG(26:0_26:0)+NH4,1092.869,679.4449,679.4449,849.827,831.8164,453.4302,453.4302,379.3935,379.3935
SQDG(26:0_26:1)+NH4,1090.853,677.4293,679.4449,847.8113,829.8007,451.4146,453.4302,377.3778,379.3935
SQDG(26:0_26:2)+NH4,1088.838,675.4136,679.4449,845.7957,827.7851,449.3989,453.4302,375.3622,379.3935
SQDG(26:0_26:4)+NH4,1084.806,671.3823,679.4449,841.7643,823.7538,445.3676,453.4302,371.3308,379.3935
SQDG(26:0_27:0)+NH4,1106.884,693.4606,679.4449,863.8426,845.832,467.4459,453.4302,393.4091,379.3935
SQDG(26:1_26:1)+NH4,1088.838,677.4293,677.4293,845.7957,827.7851,451.4146,451.4146,377.3778,377.3778
SQDG(26:1_26:2)+NH4,1086.822,675.4136,677.4293,843.78,825.7694,449.3989,451.4146,375.3622,377.3778
SQDG(26:1_26:4)+NH4,1082.791,671.3823,677.4293,839.7487,821.7382,445.3676,451.4146,371.3308,377.3778
SQDG(27:0_26:1)+NH4,1104.869,677.4293,693.4606,861.827,843.8164,451.4146,467.4459,377.3778,393.4091
SQDG(26:2_26:2)+NH4,1084.806,675.4136,675.4136,841.7643,823.7538,449.3989,449.3989,375.3622,375.3622
SQDG(26:2_26:4)+NH4,1080.775,671.3823,675.4136,837.733,819.7225,445.3676,449.3989,371.3308,375.3622
SQDG(27:0_26:2)+NH4,1102.853,675.4136,693.4606,859.8113,841.8007,449.3989,467.4459,375.3622,393.4091
SQDG(26:4_26:4)+NH4,1076.744,671.3823,671.3823,833.7017,815.6912,445.3676,445.3676,371.3308,371.3308
SQDG(27:0_26:4)+NH4,1098.822,671.3823,693.4606,855.78,837.7694,445.3676,467.4459,371.3308,393.4091
SQDG(27:0_27:0)+NH4,1120.9,693.4606,693.4606,877.8583,859.8477,467.4459,467.4459,393.4091,393.4091
