Cer_EOS,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[FAA-H]-,[EFA-H]-,[Sph-C2H8NO]-
Cer_EOS(d16:2/18:1/O-25:2)-H,908.80765,644.56235,418.36955,392.35395,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-25:3)-H,906.79195,642.54665,416.35395,390.33835,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-25:4)-H,904.77635,640.53105,414.33835,388.32265,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-26:0)-H,926.85465,662.60935,436.41655,410.40095,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-26:1)-H,924.83895,660.59365,434.40095,408.38525,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-26:2)-H,922.82335,658.57805,432.38525,406.36955,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-26:3)-H,920.80765,656.56235,430.36955,404.35395,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-26:4)-H,918.79195,654.54665,428.35395,402.33835,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-27:0)-H,940.87025,676.62495,450.43225,424.41655,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-27:1)-H,938.85465,674.60935,448.41655,422.40095,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-27:2)-H,936.83895,672.59365,446.40095,420.38525,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-27:3)-H,934.82335,670.57805,444.38525,418.36955,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-27:4)-H,932.80765,668.56235,442.36955,416.35395,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-28:0)-H,954.88595,690.64055,464.44785,438.43225,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-28:1)-H,952.87025,688.62495,462.43225,436.41655,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-28:2)-H,950.85465,686.60935,460.41655,434.40095,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-28:3)-H,948.83895,684.59365,458.40095,432.38525,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-28:4)-H,946.82335,682.57805,456.38525,430.36955,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-29:0)-H,968.90155,704.65625,478.46355,452.44785,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-29:1)-H,966.88595,702.64055,476.44785,450.43225,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-29:2)-H,964.87025,700.62495,474.43225,448.41655,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-29:3)-H,962.85465,698.60935,472.41655,446.40095,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-29:4)-H,960.83895,696.59365,470.40095,444.38525,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-30:0)-H,982.91725,718.67185,492.47915,466.46355,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-30:1)-H,980.90155,716.65625,490.46355,464.44785,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-30:2)-H,978.88595,714.64055,488.44785,462.43225,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-30:3)-H,976.87025,712.62495,486.43225,460.41655,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-30:4)-H,974.85465,710.60935,484.41655,458.40095,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-31:0)-H,996.93285,732.68755,506.49485,480.47915,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-31:1)-H,994.91725,730.67185,504.47915,478.46355,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-31:2)-H,992.90155,728.65625,502.46355,476.44785,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-31:3)-H,990.88595,726.64055,500.44785,474.43225,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-31:4)-H,988.87025,724.62495,498.43225,472.41655,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-32:0)-H,1010.94855,746.70315,520.51045,494.49485,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-32:1)-H,1008.93255,744.68755,518.49485,492.47915,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-32:2)-H,1006.91755,742.67185,516.47915,490.46355,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-32:3)-H,1004.90155,740.65625,514.46355,488.44785,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-32:4)-H,1002.88555,738.64055,512.44785,486.43225,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-33:0)-H,1024.96455,760.71885,534.52615,508.51045,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-33:1)-H,1022.94855,758.70315,532.51045,506.49485,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-33:2)-H,1020.93255,756.68755,530.49485,504.47915,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-33:3)-H,1018.91755,754.67185,528.47915,502.46355,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-33:4)-H,1016.90155,752.65625,526.46355,500.44785,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-34:0)-H,1038.97955,774.73445,548.54175,522.52615,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-34:1)-H,1036.96455,772.71885,546.52615,520.51045,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-34:2)-H,1034.94855,770.70315,544.51045,518.49485,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-34:3)-H,1032.93255,768.68755,542.49485,516.47915,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-34:4)-H,1030.91755,766.67185,540.47915,514.46355,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-35:0)-H,1052.99555,788.75015,562.55745,536.54175,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-35:1)-H,1050.97955,786.73445,560.54175,534.52615,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-35:2)-H,1048.96455,784.71885,558.52615,532.51045,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-35:3)-H,1046.94855,782.70315,556.51045,530.49485,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-35:4)-H,1044.93255,780.68755,554.49485,528.47915,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-36:0)-H,1067.01155,802.76585,576.57305,550.55745,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-36:1)-H,1064.99555,800.75015,574.55745,548.54175,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-36:2)-H,1062.97955,798.73445,572.54175,546.52615,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-36:3)-H,1060.96455,796.71885,570.52615,544.51045,281.24915,207.17595
Cer_EOS(d16:2/18:1/O-36:4)-H,1058.94855,794.70315,568.51045,542.49485,281.24915,207.17595
Cer_EOS(d16:2/18:2/O-16:0)-H,784.68245,522.45285,296.26005,270.24445,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-16:1)-H,782.66685,520.43715,294.24445,268.22875,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-16:2)-H,780.65115,518.42155,292.22875,266.21315,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-16:3)-H,778.63545,516.40585,290.21315,264.19745,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-16:4)-H,776.61985,514.39015,288.19745,262.18185,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-17:0)-H,798.69815,536.46845,310.27565,284.26005,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-17:1)-H,796.68245,534.45285,308.26005,282.24445,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-17:2)-H,794.66685,532.43715,306.24445,280.22875,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-17:3)-H,792.65115,530.42155,304.22875,278.21315,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-18:0)-H,812.71375,550.48405,324.29135,298.27565,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-18:1)-H,810.69815,548.46845,322.27565,296.26005,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-18:2)-H,808.68245,546.45285,320.26005,294.24445,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-18:3)-H,806.66685,544.43715,318.24445,292.22875,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-18:4)-H,804.65115,542.42155,316.22875,290.21315,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-19:0)-H,826.72945,564.49975,338.30705,312.29135,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-19:1)-H,824.71375,562.48405,336.29135,310.27565,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-19:2)-H,822.69815,560.46845,334.27565,308.26005,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-19:3)-H,820.68245,558.45285,332.26005,306.24445,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-19:4)-H,818.66685,556.43715,330.24445,304.22875,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-20:0)-H,840.74505,578.51535,352.32265,326.30705,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-20:1)-H,838.72945,576.49975,350.30705,324.29135,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-20:2)-H,836.71375,574.48405,348.29135,322.27565,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-20:3)-H,834.69815,572.46845,346.27565,320.26005,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-20:4)-H,832.68245,570.45285,344.26005,318.24445,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-21:0)-H,854.76065,592.53105,366.33835,340.32265,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-21:1)-H,852.74505,590.51535,364.32265,338.30705,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-21:2)-H,850.72945,588.49975,362.30705,336.29135,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-21:3)-H,848.71375,586.48405,360.29135,334.27565,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-21:4)-H,846.69815,584.46845,358.27565,332.26005,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-22:0)-H,868.77635,606.54665,380.35395,354.33835,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-22:1)-H,866.76065,604.53105,378.33835,352.32265,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-22:2)-H,864.74505,602.51535,376.32265,350.30705,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-22:3)-H,862.72945,600.49975,374.30705,348.29135,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-22:4)-H,860.71375,598.48405,372.29135,346.27565,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-23:0)-H,882.79195,620.56235,394.36955,368.35395,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-23:1)-H,880.77635,618.54665,392.35395,366.33835,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-23:2)-H,878.76065,616.53105,390.33835,364.32265,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-23:3)-H,876.74505,614.51535,388.32265,362.30705,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-23:4)-H,874.72945,612.49975,386.30705,360.29135,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-24:0)-H,896.80765,634.57805,408.38525,382.36955,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-24:1)-H,894.79195,632.56235,406.36955,380.35395,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-24:2)-H,892.77635,630.54665,404.35395,378.33835,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-24:3)-H,890.76065,628.53105,402.33835,376.32265,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-24:4)-H,888.74505,626.51535,400.32265,374.30705,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-25:0)-H,910.82335,648.59365,422.40095,396.38525,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-25:1)-H,908.80765,646.57805,420.38525,394.36955,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-25:2)-H,906.79195,644.56235,418.36955,392.35395,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-25:3)-H,904.77635,642.54665,416.35395,390.33835,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-25:4)-H,902.76065,640.53105,414.33835,388.32265,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-26:0)-H,924.83895,662.60935,436.41655,410.40095,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-26:1)-H,922.82335,660.59365,434.40095,408.38525,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-26:2)-H,920.80765,658.57805,432.38525,406.36955,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-26:3)-H,918.79195,656.56235,430.36955,404.35395,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-26:4)-H,916.77635,654.54665,428.35395,402.33835,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-27:0)-H,938.85465,676.62495,450.43225,424.41655,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-27:1)-H,936.83895,674.60935,448.41655,422.40095,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-27:2)-H,934.82335,672.59365,446.40095,420.38525,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-27:3)-H,932.80765,670.57805,444.38525,418.36955,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-27:4)-H,930.79195,668.56235,442.36955,416.35395,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-28:0)-H,952.87025,690.64055,464.44785,438.43225,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-28:1)-H,950.85465,688.62495,462.43225,436.41655,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-28:2)-H,948.83895,686.60935,460.41655,434.40095,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-28:3)-H,946.82335,684.59365,458.40095,432.38525,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-28:4)-H,944.80765,682.57805,456.38525,430.36955,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-29:0)-H,966.88595,704.65625,478.46355,452.44785,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-29:1)-H,964.87025,702.64055,476.44785,450.43225,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-29:2)-H,962.85465,700.62495,474.43225,448.41655,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-29:3)-H,960.83895,698.60935,472.41655,446.40095,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-29:4)-H,958.82335,696.59365,470.40095,444.38525,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-30:0)-H,980.90155,718.67185,492.47915,466.46355,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-30:1)-H,978.88595,716.65625,490.46355,464.44785,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-30:2)-H,976.87025,714.64055,488.44785,462.43225,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-30:3)-H,974.85465,712.62495,486.43225,460.41655,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-30:4)-H,972.83895,710.60935,484.41655,458.40095,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-31:0)-H,994.91725,732.68755,506.49485,480.47915,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-31:1)-H,992.90155,730.67185,504.47915,478.46355,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-31:2)-H,990.88595,728.65625,502.46355,476.44785,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-31:3)-H,988.87025,726.64055,500.44785,474.43225,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-31:4)-H,986.85465,724.62495,498.43225,472.41655,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-32:0)-H,1008.93255,746.70315,520.51045,494.49485,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-32:1)-H,1006.91755,744.68755,518.49485,492.47915,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-32:2)-H,1004.90155,742.67185,516.47915,490.46355,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-32:3)-H,1002.88555,740.65625,514.46355,488.44785,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-32:4)-H,1000.87055,738.64055,512.44785,486.43225,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-33:0)-H,1022.94855,760.71885,534.52615,508.51045,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-33:1)-H,1020.93255,758.70315,532.51045,506.49485,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-33:2)-H,1018.91755,756.68755,530.49485,504.47915,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-33:3)-H,1016.90155,754.67185,528.47915,502.46355,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-33:4)-H,1014.88555,752.65625,526.46355,500.44785,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-34:0)-H,1036.96455,774.73445,548.54175,522.52615,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-34:1)-H,1034.94855,772.71885,546.52615,520.51045,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-34:2)-H,1032.93255,770.70315,544.51045,518.49485,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-34:3)-H,1030.91755,768.68755,542.49485,516.47915,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-34:4)-H,1028.90155,766.67185,540.47915,514.46355,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-35:0)-H,1050.97955,788.75015,562.55745,536.54175,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-35:1)-H,1048.96455,786.73445,560.54175,534.52615,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-35:2)-H,1046.94855,784.71885,558.52615,532.51045,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-35:3)-H,1044.93255,782.70315,556.51045,530.49485,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-35:4)-H,1042.91755,780.68755,554.49485,528.47915,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-36:0)-H,1064.99555,802.76585,576.57305,550.55745,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-36:1)-H,1062.97955,800.75015,574.55745,548.54175,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-36:2)-H,1060.96455,798.73445,572.54175,546.52615,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-36:3)-H,1058.94855,796.71885,570.52615,544.51045,279.23355,207.17595
Cer_EOS(d16:2/18:2/O-36:4)-H,1056.93255,794.70315,568.51045,542.49485,279.23355,207.17595
Cer_EOS(d17:2/16:0/O-16:0)-H,774.69815,536.46845,296.26005,270.24445,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-16:1)-H,772.68245,534.45285,294.24445,268.22875,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-16:2)-H,770.66685,532.43715,292.22875,266.21315,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-16:3)-H,768.65115,530.42155,290.21315,264.19745,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-16:4)-H,766.63545,528.40585,288.19745,262.18185,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-17:0)-H,788.71375,550.48405,310.27565,284.26005,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-17:1)-H,786.69815,548.46845,308.26005,282.24445,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-17:2)-H,784.68245,546.45285,306.24445,280.22875,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-17:3)-H,782.66685,544.43715,304.22875,278.21315,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-18:0)-H,802.72945,564.49975,324.29135,298.27565,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-18:1)-H,800.71375,562.48405,322.27565,296.26005,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-18:2)-H,798.69815,560.46845,320.26005,294.24445,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-18:3)-H,796.68245,558.45285,318.24445,292.22875,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-18:4)-H,794.66685,556.43715,316.22875,290.21315,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-19:0)-H,816.74505,578.51535,338.30705,312.29135,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-19:1)-H,814.72945,576.49975,336.29135,310.27565,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-19:2)-H,812.71375,574.48405,334.27565,308.26005,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-19:3)-H,810.69815,572.46845,332.26005,306.24445,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-19:4)-H,808.68245,570.45285,330.24445,304.22875,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-20:0)-H,830.76065,592.53105,352.32265,326.30705,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-20:1)-H,828.74505,590.51535,350.30705,324.29135,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-20:2)-H,826.72945,588.49975,348.29135,322.27565,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-20:3)-H,824.71375,586.48405,346.27565,320.26005,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-20:4)-H,822.69815,584.46845,344.26005,318.24445,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-21:0)-H,844.77635,606.54665,366.33835,340.32265,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-21:1)-H,842.76065,604.53105,364.32265,338.30705,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-21:2)-H,840.74505,602.51535,362.30705,336.29135,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-21:3)-H,838.72945,600.49975,360.29135,334.27565,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-21:4)-H,836.71375,598.48405,358.27565,332.26005,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-22:0)-H,858.79195,620.56235,380.35395,354.33835,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-22:1)-H,856.77635,618.54665,378.33835,352.32265,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-22:2)-H,854.76065,616.53105,376.32265,350.30705,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-22:3)-H,852.74505,614.51535,374.30705,348.29135,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-22:4)-H,850.72945,612.49975,372.29135,346.27565,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-23:0)-H,872.80765,634.57805,394.36955,368.35395,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-23:1)-H,870.79195,632.56235,392.35395,366.33835,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-23:2)-H,868.77635,630.54665,390.33835,364.32265,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-23:3)-H,866.76065,628.53105,388.32265,362.30705,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-23:4)-H,864.74505,626.51535,386.30705,360.29135,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-24:0)-H,886.82335,648.59365,408.38525,382.36955,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-24:1)-H,884.80765,646.57805,406.36955,380.35395,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-24:2)-H,882.79195,644.56235,404.35395,378.33835,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-24:3)-H,880.77635,642.54665,402.33835,376.32265,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-24:4)-H,878.76065,640.53105,400.32265,374.30705,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-25:0)-H,900.83895,662.60935,422.40095,396.38525,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-25:1)-H,898.82335,660.59365,420.38525,394.36955,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-25:2)-H,896.80765,658.57805,418.36955,392.35395,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-25:3)-H,894.79195,656.56235,416.35395,390.33835,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-25:4)-H,892.77635,654.54665,414.33835,388.32265,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-26:0)-H,914.85465,676.62495,436.41655,410.40095,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-26:1)-H,912.83895,674.60935,434.40095,408.38525,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-26:2)-H,910.82335,672.59365,432.38525,406.36955,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-26:3)-H,908.80765,670.57805,430.36955,404.35395,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-26:4)-H,906.79195,668.56235,428.35395,402.33835,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-27:0)-H,928.87025,690.64055,450.43225,424.41655,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-27:1)-H,926.85465,688.62495,448.41655,422.40095,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-27:2)-H,924.83895,686.60935,446.40095,420.38525,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-27:3)-H,922.82335,684.59365,444.38525,418.36955,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-27:4)-H,920.80765,682.57805,442.36955,416.35395,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-28:0)-H,942.88595,704.65625,464.44785,438.43225,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-28:1)-H,940.87025,702.64055,462.43225,436.41655,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-28:2)-H,938.85465,700.62495,460.41655,434.40095,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-28:3)-H,936.83895,698.60935,458.40095,432.38525,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-28:4)-H,934.82335,696.59365,456.38525,430.36955,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-29:0)-H,956.90155,718.67185,478.46355,452.44785,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-29:1)-H,954.88595,716.65625,476.44785,450.43225,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-29:2)-H,952.87025,714.64055,474.43225,448.41655,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-29:3)-H,950.85465,712.62495,472.41655,446.40095,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-29:4)-H,948.83895,710.60935,470.40095,444.38525,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-30:0)-H,970.91725,732.68755,492.47915,466.46355,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-30:1)-H,968.90155,730.67185,490.46355,464.44785,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-30:2)-H,966.88595,728.65625,488.44785,462.43225,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-30:3)-H,964.87025,726.64055,486.43225,460.41655,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-30:4)-H,962.85465,724.62495,484.41655,458.40095,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-31:0)-H,984.93285,746.70315,506.49485,480.47915,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-31:1)-H,982.91725,744.68755,504.47915,478.46355,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-31:2)-H,980.90155,742.67185,502.46355,476.44785,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-31:3)-H,978.88595,740.65625,500.44785,474.43225,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-31:4)-H,976.87025,738.64055,498.43225,472.41655,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-32:0)-H,998.94845,760.71885,520.51045,494.49485,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-32:1)-H,996.93285,758.70315,518.49485,492.47915,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-32:2)-H,994.91725,756.68755,516.47915,490.46355,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-32:3)-H,992.90155,754.67185,514.46355,488.44785,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-32:4)-H,990.88595,752.65625,512.44785,486.43225,255.23355,221.19165
Cer_EOS(d17:2/16:0/O-33:0)-H,1012.96455,774.73445,534.52615,508.51045,255.23355,221.19165
