GlcCer_AS,[M+HCO2]-,[M-H]-,[M-C6H10O5-H]-,[M-Hex-H2O-H]-,[M-Hex-CH4O-H]-,[M-Hex-CH4O2-H]-,[M-Hex-CH6O3-H]-,[FAA+C2H5O-H]-,[FAA+C2H3O-H]-,[Sph-H]-,[FAA+C2H5O-H2O-H]-,[Sph-H2O-H]-,[FAA+C2H5O-2H2O-H]-,[FAA+O-H]-,[FAA-H]-,[Sph-CH2O-H]-,[Sph-H5NO-H]-,[FA-2H-H]-,[Sph-CH4O2-H]-,[Sph-C2H5NO-H]-,[Sph-C2H7NO-H]-,[FA+CH2O-H]-
GlcCer_AS(d19:1/19:2)+HCO2,812.58935,766.58385,604.53105,586.52045,572.50485,556.50985,538.49935,352.28625,350.27065,312.29135,334.27515,294.28075,316.26455,309.24405,308.23625,282.28075,277.25425,291.23355,264.27025,253.25425,251.23855,263.23855
GlcCer_AS(d19:1/19:3)+HCO2,810.57365,764.56825,602.51535,584.50485,570.48915,554.49425,536.48365,350.27065,348.25495,312.29135,332.25955,294.28075,314.24895,307.22845,306.22065,282.28075,277.25425,289.21785,264.27025,253.25425,251.23855,261.22295
GlcCer_AS(d19:1/19:4)+HCO2,808.55805,762.55255,600.49975,582.48915,568.47355,552.47855,534.46805,348.25495,346.23935,312.29135,330.24385,294.28075,312.23335,305.21275,304.20495,282.28075,277.25425,287.20225,264.27025,253.25425,251.23855,259.20725
GlcCer_AS(d19:1/20:0)+HCO2,830.63625,784.63075,622.57805,604.56735,590.55175,574.55685,556.54625,370.33325,368.31755,312.29135,352.32215,294.28075,334.31155,327.29105,326.28325,282.28075,277.25425,309.28045,264.27025,253.25425,251.23855,281.28555
GlcCer_AS(d19:1/20:1)+HCO2,828.62065,782.61515,620.56235,602.55175,588.53615,572.54115,554.53065,368.31755,366.30195,312.29135,350.30645,294.28075,332.29585,325.27535,324.26755,282.28075,277.25425,307.26485,264.27025,253.25425,251.23855,279.26985
GlcCer_AS(d19:1/20:2)+HCO2,826.60495,780.59945,618.54665,600.53615,586.52045,570.52555,552.51495,366.30195,364.28625,312.29135,348.29085,294.28075,330.28025,323.25975,322.25195,282.28075,277.25425,305.24915,264.27025,253.25425,251.23855,277.25425
GlcCer_AS(d19:1/20:3)+HCO2,824.58935,778.58385,616.53105,598.52045,584.50485,568.50985,550.49935,364.28625,362.27065,312.29135,346.27515,294.28075,328.26455,321.24405,320.23625,282.28075,277.25425,303.23355,264.27025,253.25425,251.23855,275.23855
GlcCer_AS(d19:1/20:4)+HCO2,822.57365,776.56825,614.51535,596.50485,582.48915,566.49425,548.48365,362.27065,360.25495,312.29135,344.25955,294.28075,326.24895,319.22845,318.22065,282.28075,277.25425,301.21785,264.27025,253.25425,251.23855,273.22295
GlcCer_AS(d19:1/21:0)+HCO2,844.65195,798.64645,636.59365,618.58305,604.56735,588.57255,570.56185,384.34885,382.33325,312.29135,366.33775,294.28075,348.32725,341.30665,340.29885,282.28075,277.25425,323.29615,264.27025,253.25425,251.23855,295.30115
GlcCer_AS(d19:1/21:1)+HCO2,842.63625,796.63075,634.57805,616.56735,602.55175,586.55685,568.54625,382.33325,380.31755,312.29135,364.32215,294.28075,346.31155,339.29105,338.28325,282.28075,277.25425,321.28045,264.27025,253.25425,251.23855,293.28555
GlcCer_AS(d19:1/21:2)+HCO2,840.62065,794.61515,632.56235,614.55175,600.53615,584.54115,566.53065,380.31755,378.30195,312.29135,362.30645,294.28075,344.29585,337.27535,336.26755,282.28075,277.25425,319.26485,264.27025,253.25425,251.23855,291.26985
GlcCer_AS(d19:1/21:3)+HCO2,838.60495,792.59945,630.54665,612.53615,598.52045,582.52555,564.51495,378.30195,376.28625,312.29135,360.29085,294.28075,342.28025,335.25975,334.25195,282.28075,277.25425,317.24915,264.27025,253.25425,251.23855,289.25425
GlcCer_AS(d19:1/21:4)+HCO2,836.58935,790.58385,628.53105,610.52045,596.50485,580.50985,562.49935,376.28625,374.27065,312.29135,358.27515,294.28075,340.26455,333.24405,332.23625,282.28075,277.25425,315.23355,264.27025,253.25425,251.23855,287.23855
GlcCer_AS(d19:1/22:0)+HCO2,858.66765,812.66215,650.60925,632.59865,618.58305,602.58815,584.57755,398.36455,396.34885,312.29135,380.35345,294.28075,362.34285,355.32235,354.31455,282.28075,277.25425,337.31175,264.27025,253.25425,251.23855,309.31685
GlcCer_AS(d19:1/22:1)+HCO2,856.65195,810.64645,648.59365,630.58305,616.56735,600.57255,582.56185,396.34885,394.33325,312.29135,378.33775,294.28075,360.32725,353.30665,352.29885,282.28075,277.25425,335.29615,264.27025,253.25425,251.23855,307.30115
GlcCer_AS(d19:1/22:2)+HCO2,854.63625,808.63075,646.57805,628.56735,614.55175,598.55685,580.54625,394.33325,392.31755,312.29135,376.32215,294.28075,358.31155,351.29105,350.28325,282.28075,277.25425,333.28045,264.27025,253.25425,251.23855,305.28555
GlcCer_AS(d19:1/22:3)+HCO2,852.62065,806.61515,644.56235,626.55175,612.53615,596.54115,578.53065,392.31755,390.30195,312.29135,374.30645,294.28075,356.29585,349.27535,348.26755,282.28075,277.25425,331.26485,264.27025,253.25425,251.23855,303.26985
GlcCer_AS(d19:1/22:4)+HCO2,850.60495,804.59945,642.54665,624.53615,610.52045,594.52555,576.51495,390.30195,388.28625,312.29135,372.29085,294.28075,354.28025,347.25975,346.25195,282.28075,277.25425,329.24915,264.27025,253.25425,251.23855,301.25425
GlcCer_AS(d19:1/23:0)+HCO2,872.68325,826.67775,664.62495,646.61435,632.59865,616.60375,598.59325,412.38015,410.36455,312.29135,394.36905,294.28075,376.35845,369.33795,368.33015,282.28075,277.25425,351.32745,264.27025,253.25425,251.23855,323.33245
GlcCer_AS(d19:1/23:1)+HCO2,870.66765,824.66215,662.60925,644.59865,630.58305,614.58815,596.57755,410.36455,408.34885,312.29135,392.35345,294.28075,374.34285,367.32235,366.31455,282.28075,277.25425,349.31175,264.27025,253.25425,251.23855,321.31685
GlcCer_AS(d19:1/23:2)+HCO2,868.65195,822.64645,660.59365,642.58305,628.56735,612.57255,594.56185,408.34885,406.33325,312.29135,390.33775,294.28075,372.32725,365.30665,364.29885,282.28075,277.25425,347.29615,264.27025,253.25425,251.23855,319.30115
GlcCer_AS(d19:1/23:3)+HCO2,866.63625,820.63075,658.57805,640.56735,626.55175,610.55685,592.54625,406.33325,404.31755,312.29135,388.32215,294.28075,370.31155,363.29105,362.28325,282.28075,277.25425,345.28045,264.27025,253.25425,251.23855,317.28555
GlcCer_AS(d19:1/23:4)+HCO2,864.62065,818.61515,656.56235,638.55175,624.53615,608.54115,590.53065,404.31755,402.30195,312.29135,386.30645,294.28075,368.29585,361.27535,360.26755,282.28075,277.25425,343.26485,264.27025,253.25425,251.23855,315.26985
GlcCer_AS(d19:1/24:0)+HCO2,886.69895,840.69345,678.64055,660.63005,646.61435,630.61945,612.60885,426.39585,424.38015,312.29135,408.38475,294.28075,390.37415,383.35365,382.34575,282.28075,277.25425,365.34305,264.27025,253.25425,251.23855,337.34815
GlcCer_AS(d19:1/24:1)+HCO2,884.68325,838.67775,676.62495,658.61435,644.59865,628.60375,610.59325,424.38015,422.36455,312.29135,406.36905,294.28075,388.35845,381.33795,380.33015,282.28075,277.25425,363.32745,264.27025,253.25425,251.23855,335.33245
GlcCer_AS(d19:1/24:2)+HCO2,882.66765,836.66215,674.60925,656.59865,642.58305,626.58815,608.57755,422.36455,420.34885,312.29135,404.35345,294.28075,386.34285,379.32235,378.31455,282.28075,277.25425,361.31175,264.27025,253.25425,251.23855,333.31685
GlcCer_AS(d19:1/24:3)+HCO2,880.65195,834.64645,672.59365,654.58305,640.56735,624.57255,606.56185,420.34885,418.33325,312.29135,402.33775,294.28075,384.32725,377.30665,376.29885,282.28075,277.25425,359.29615,264.27025,253.25425,251.23855,331.30115
GlcCer_AS(d19:1/24:4)+HCO2,878.63625,832.63075,670.57805,652.56735,638.55175,622.55685,604.54625,418.33325,416.31755,312.29135,400.32215,294.28075,382.31155,375.29105,374.28325,282.28075,277.25425,357.28045,264.27025,253.25425,251.23855,329.28555
GlcCer_AS(d19:1/25:0)+HCO2,900.71455,854.70905,692.65625,674.64565,660.63005,644.63505,626.62455,440.41145,438.39585,312.29135,422.40035,294.28075,404.38985,397.36925,396.36145,282.28075,277.25425,379.35875,264.27025,253.25425,251.23855,351.36385
GlcCer_AS(d19:1/25:1)+HCO2,898.69895,852.69345,690.64055,672.63005,658.61435,642.61945,624.60885,438.39585,436.38015,312.29135,420.38475,294.28075,402.37415,395.35365,394.34575,282.28075,277.25425,377.34305,264.27025,253.25425,251.23855,349.34815
GlcCer_AS(d19:1/25:2)+HCO2,896.68325,850.67775,688.62495,670.61435,656.59865,640.60375,622.59325,436.38015,434.36455,312.29135,418.36905,294.28075,400.35845,393.33795,392.33015,282.28075,277.25425,375.32745,264.27025,253.25425,251.23855,347.33245
GlcCer_AS(d19:1/25:3)+HCO2,894.66765,848.66215,686.60925,668.59865,654.58305,638.58815,620.57755,434.36455,432.34885,312.29135,416.35345,294.28075,398.34285,391.32235,390.31455,282.28075,277.25425,373.31175,264.27025,253.25425,251.23855,345.31685
GlcCer_AS(d19:1/25:4)+HCO2,892.65195,846.64645,684.59365,666.58305,652.56735,636.57255,618.56185,432.34885,430.33325,312.29135,414.33775,294.28075,396.32725,389.30665,388.29885,282.28075,277.25425,371.29615,264.27025,253.25425,251.23855,343.30115
GlcCer_AS(d19:1/26:0)+HCO2,914.73015,868.72475,706.67185,688.66135,674.64565,658.65075,640.64015,454.42715,452.41145,312.29135,436.41605,294.28075,418.40545,411.38495,410.37715,282.28075,277.25425,393.37435,264.27025,253.25425,251.23855,365.37945
GlcCer_AS(d19:1/26:1)+HCO2,912.71455,866.70905,704.65625,686.64565,672.63005,656.63505,638.62455,452.41145,450.39585,312.29135,434.40035,294.28075,416.38985,409.36925,408.36145,282.28075,277.25425,391.35875,264.27025,253.25425,251.23855,363.36385
GlcCer_AS(d19:1/26:2)+HCO2,910.69895,864.69345,702.64055,684.63005,670.61435,654.61945,636.60885,450.39585,448.38015,312.29135,432.38475,294.28075,414.37415,407.35365,406.34575,282.28075,277.25425,389.34305,264.27025,253.25425,251.23855,361.34815
GlcCer_AS(d19:1/26:3)+HCO2,908.68325,862.67775,700.62495,682.61435,668.59865,652.60375,634.59325,448.38015,446.36455,312.29135,430.36905,294.28075,412.35845,405.33795,404.33015,282.28075,277.25425,387.32745,264.27025,253.25425,251.23855,359.33245
GlcCer_AS(d19:1/26:4)+HCO2,906.66765,860.66215,698.60925,680.59865,666.58305,650.58815,632.57755,446.36455,444.34885,312.29135,428.35345,294.28075,410.34285,403.32235,402.31455,282.28075,277.25425,385.31175,264.27025,253.25425,251.23855,357.31685
GlcCer_AS(d19:1/27:0)+HCO2,928.74585,882.74035,720.68755,702.67695,688.66135,672.66635,654.65585,468.44275,466.42715,312.29135,450.43165,294.28075,432.42115,425.40055,424.39275,282.28075,277.25425,407.39005,264.27025,253.25425,251.23855,379.39505
GlcCer_AS(d19:1/27:1)+HCO2,926.73015,880.72475,718.67185,700.66135,686.64565,670.65075,652.64015,466.42715,464.41145,312.29135,448.41605,294.28075,430.40545,423.38495,422.37715,282.28075,277.25425,405.37435,264.27025,253.25425,251.23855,377.37945
GlcCer_AS(d19:1/27:2)+HCO2,924.71455,878.70905,716.65625,698.64565,684.63005,668.63505,650.62455,464.41145,462.39585,312.29135,446.40035,294.28075,428.38985,421.36925,420.36145,282.28075,277.25425,403.35875,264.27025,253.25425,251.23855,375.36385
GlcCer_AS(d19:1/27:3)+HCO2,922.69895,876.69345,714.64055,696.63005,682.61435,666.61945,648.60885,462.39585,460.38015,312.29135,444.38475,294.28075,426.37415,419.35365,418.34575,282.28075,277.25425,401.34305,264.27025,253.25425,251.23855,373.34815
GlcCer_AS(d19:1/27:4)+HCO2,920.68325,874.67775,712.62495,694.61435,680.59865,664.60375,646.59325,460.38015,458.36455,312.29135,442.36905,294.28075,424.35845,417.33795,416.33015,282.28075,277.25425,399.32745,264.27025,253.25425,251.23855,371.33245
GlcCer_AS(d19:1/28:0)+HCO2,942.76145,896.75595,734.70315,716.69265,702.67695,686.68205,668.67145,482.45845,480.44275,312.29135,464.44735,294.28075,446.43675,439.41625,438.40845,282.28075,277.25425,421.40565,264.27025,253.25425,251.23855,393.41075
GlcCer_AS(d19:1/28:1)+HCO2,940.74585,894.74035,732.68755,714.67695,700.66135,684.66635,666.65585,480.44275,478.42715,312.29135,462.43165,294.28075,444.42115,437.40055,436.39275,282.28075,277.25425,419.39005,264.27025,253.25425,251.23855,391.39505
GlcCer_AS(d19:1/28:2)+HCO2,938.73015,892.72475,730.67185,712.66135,698.64565,682.65075,664.64015,478.42715,476.41145,312.29135,460.41605,294.28075,442.40545,435.38495,434.37715,282.28075,277.25425,417.37435,264.27025,253.25425,251.23855,389.37945
GlcCer_AS(d19:1/28:3)+HCO2,936.71455,890.70905,728.65625,710.64565,696.63005,680.63505,662.62455,476.41145,474.39585,312.29135,458.40035,294.28075,440.38985,433.36925,432.36145,282.28075,277.25425,415.35875,264.27025,253.25425,251.23855,387.36385
GlcCer_AS(d19:1/28:4)+HCO2,934.69895,888.69345,726.64055,708.63005,694.61435,678.61945,660.60885,474.39585,472.38015,312.29135,456.38475,294.28075,438.37415,431.35365,430.34575,282.28075,277.25425,413.34305,264.27025,253.25425,251.23855,385.34815
GlcCer_AS(d19:1/29:0)+HCO2,956.77715,910.77165,748.71885,730.70825,716.69265,700.69765,682.68715,496.47405,494.45845,312.29135,478.46295,294.28075,460.45235,453.43185,452.42405,282.28075,277.25425,435.42125,264.27025,253.25425,251.23855,407.42635
GlcCer_AS(d19:1/29:1)+HCO2,954.76145,908.75595,746.70315,728.69265,714.67695,698.68205,680.67145,494.45845,492.44275,312.29135,476.44735,294.28075,458.43675,451.41625,450.40845,282.28075,277.25425,433.40565,264.27025,253.25425,251.23855,405.41075
GlcCer_AS(d19:1/29:2)+HCO2,952.74585,906.74035,744.68755,726.67695,712.66135,696.66635,678.65585,492.44275,490.42715,312.29135,474.43165,294.28075,456.42115,449.40055,448.39275,282.28075,277.25425,431.39005,264.27025,253.25425,251.23855,403.39505
GlcCer_AS(d19:1/29:3)+HCO2,950.73015,904.72475,742.67185,724.66135,710.64565,694.65075,676.64015,490.42715,488.41145,312.29135,472.41605,294.28075,454.40545,447.38495,446.37715,282.28075,277.25425,429.37435,264.27025,253.25425,251.23855,401.37945
GlcCer_AS(d19:1/29:4)+HCO2,948.71455,902.70905,740.65625,722.64565,708.63005,692.63505,674.62455,488.41145,486.39585,312.29135,470.40035,294.28075,452.38985,445.36925,444.36145,282.28075,277.25425,427.35875,264.27025,253.25425,251.23855,399.36385
GlcCer_AS(d19:1/30:0)+HCO2,970.79275,924.78725,762.73445,744.72395,730.70825,714.71335,696.70275,510.48975,508.47405,312.29135,492.47865,294.28075,474.46805,467.44755,466.43965,282.28075,277.25425,449.43695,264.27025,253.25425,251.23855,421.44205
GlcCer_AS(d19:1/30:1)+HCO2,968.77715,922.77165,760.71885,742.70825,728.69265,712.69765,694.68715,508.47405,506.45845,312.29135,490.46295,294.28075,472.45235,465.43185,464.42405,282.28075,277.25425,447.42125,264.27025,253.25425,251.23855,419.42635
GlcCer_AS(d19:1/30:2)+HCO2,966.76145,920.75595,758.70315,740.69265,726.67695,710.68205,692.67145,506.45845,504.44275,312.29135,488.44735,294.28075,470.43675,463.41625,462.40845,282.28075,277.25425,445.40565,264.27025,253.25425,251.23855,417.41075
GlcCer_AS(d19:1/30:3)+HCO2,964.74585,918.74035,756.68755,738.67695,724.66135,708.66635,690.65585,504.44275,502.42715,312.29135,486.43165,294.28075,468.42115,461.40055,460.39275,282.28075,277.25425,443.39005,264.27025,253.25425,251.23855,415.39505
GlcCer_AS(d19:1/30:4)+HCO2,962.73015,916.72475,754.67185,736.66135,722.64565,706.65075,688.64015,502.42715,500.41145,312.29135,484.41605,294.28075,466.40545,459.38495,458.37715,282.28075,277.25425,441.37435,264.27025,253.25425,251.23855,413.37945
GlcCer_AS(d19:1/31:0)+HCO2,984.80845,938.80295,776.75015,758.73955,744.72395,728.72905,710.71845,524.50535,522.48975,312.29135,506.49425,294.28075,488.48375,481.46315,480.45535,282.28075,277.25425,463.45265,264.27025,253.25425,251.23855,435.45775
GlcCer_AS(d19:1/31:1)+HCO2,982.79275,936.78725,774.73445,756.72395,742.70825,726.71335,708.70275,522.48975,520.47405,312.29135,504.47865,294.28075,486.46805,479.44755,478.43965,282.28075,277.25425,461.43695,264.27025,253.25425,251.23855,433.44205
GlcCer_AS(d19:1/31:2)+HCO2,980.77715,934.77165,772.71885,754.70825,740.69265,724.69765,706.68715,520.47405,518.45845,312.29135,502.46295,294.28075,484.45235,477.43185,476.42405,282.28075,277.25425,459.42125,264.27025,253.25425,251.23855,431.42635
GlcCer_AS(d19:1/31:3)+HCO2,978.76145,932.75595,770.70315,752.69265,738.67695,722.68205,704.67145,518.45845,516.44275,312.29135,500.44735,294.28075,482.43675,475.41625,474.40845,282.28075,277.25425,457.40565,264.27025,253.25425,251.23855,429.41075
GlcCer_AS(d19:1/31:4)+HCO2,976.74585,930.74035,768.68755,750.67695,736.66135,720.66635,702.65585,516.44275,514.42715,312.29135,498.43165,294.28075,480.42115,473.40055,472.39275,282.28075,277.25425,455.39005,264.27025,253.25425,251.23855,427.39505
GlcCer_AS(d19:1/32:0)+HCO2,998.82405,952.81865,790.76585,772.75515,758.73955,742.74465,724.73405,538.52105,536.50535,312.29135,520.50995,294.28075,502.49935,495.47885,494.47105,282.28075,277.25425,477.46825,264.27025,253.25425,251.23855,449.47335
GlcCer_AS(d19:1/32:1)+HCO2,996.80845,950.80295,788.75015,770.73955,756.72395,740.72905,722.71845,536.50535,534.48975,312.29135,518.49425,294.28075,500.48375,493.46315,492.45535,282.28075,277.25425,475.45265,264.27025,253.25425,251.23855,447.45775
GlcCer_AS(d19:1/32:2)+HCO2,994.79275,948.78725,786.73445,768.72395,754.70825,738.71335,720.70275,534.48975,532.47405,312.29135,516.47865,294.28075,498.46805,491.44755,490.43965,282.28075,277.25425,473.43695,264.27025,253.25425,251.23855,445.44205
GlcCer_AS(d19:1/32:3)+HCO2,992.77715,946.77165,784.71885,766.70825,752.69265,736.69765,718.68715,532.47405,530.45845,312.29135,514.46295,294.28075,496.45235,489.43185,488.42405,282.28075,277.25425,471.42125,264.27025,253.25425,251.23855,443.42635
GlcCer_AS(d19:1/32:4)+HCO2,990.76145,944.75595,782.70315,764.69265,750.67695,734.68205,716.67145,530.45845,528.44275,312.29135,512.44735,294.28075,494.43675,487.41625,486.40845,282.28075,277.25425,469.40565,264.27025,253.25425,251.23855,441.41075
GlcCer_AS(d19:1/33:0)+HCO2,1012.83955,966.83425,804.78145,786.77085,772.75515,756.76035,738.74965,552.53665,550.52105,312.29135,534.52555,294.28075,516.51505,509.49445,508.48665,282.28075,277.25425,491.48395,264.27025,253.25425,251.23855,463.48895
GlcCer_AS(d19:1/33:1)+HCO2,1010.82455,964.81865,802.76585,784.75515,770.73955,754.74465,736.73405,550.52105,548.50535,312.29135,532.50995,294.28075,514.49935,507.47885,506.47105,282.28075,277.25425,489.46825,264.27025,253.25425,251.23855,461.47335
GlcCer_AS(d19:1/33:2)+HCO2,1008.80855,962.80295,800.75015,782.73955,768.72395,752.72905,734.71845,548.50535,546.48975,312.29135,530.49425,294.28075,512.48375,505.46315,504.45535,282.28075,277.25425,487.45265,264.27025,253.25425,251.23855,459.45775
GlcCer_AS(d19:1/33:3)+HCO2,1006.79255,960.78725,798.73445,780.72395,766.70825,750.71335,732.70275,546.48975,544.47405,312.29135,528.47865,294.28075,510.46805,503.44755,502.43965,282.28075,277.25425,485.43695,264.27025,253.25425,251.23855,457.44205
GlcCer_AS(d19:1/33:4)+HCO2,1004.77755,958.77165,796.71885,778.70825,764.69265,748.69765,730.68715,544.47405,542.45845,312.29135,526.46295,294.28075,508.45235,501.43185,500.42405,282.28075,277.25425,483.42125,264.27025,253.25425,251.23855,455.42635
GlcCer_AS(d19:1/34:0)+HCO2,1026.85555,980.84995,818.79705,800.78645,786.77085,770.77595,752.76535,566.55235,564.53665,312.29135,548.54115,294.28075,530.53065,523.51015,522.50235,282.28075,277.25425,505.49955,264.27025,253.25425,251.23855,477.50465
GlcCer_AS(d19:1/34:1)+HCO2,1024.83955,978.83425,816.78145,798.77085,784.75515,768.76035,750.74965,564.53665,562.52105,312.29135,546.52555,294.28075,528.51505,521.49455,520.48665,282.28075,277.25425,503.48395,264.27025,253.25425,251.23855,475.48895
GlcCer_AS(d19:1/34:2)+HCO2,1022.82455,976.81865,814.76585,796.75515,782.73955,766.74465,748.73405,562.52105,560.50535,312.29135,544.50995,294.28075,526.49935,519.47885,518.47105,282.28075,277.25425,501.46825,264.27025,253.25425,251.23855,473.47335
GlcCer_AS(d19:1/34:3)+HCO2,1020.80855,974.80295,812.75015,794.73955,780.72395,764.72905,746.71845,560.50535,558.48975,312.29135,542.49425,294.28075,524.48375,517.46315,516.45535,282.28075,277.25425,499.45265,264.27025,253.25425,251.23855,471.45775
GlcCer_AS(d19:1/34:4)+HCO2,1018.79255,972.78725,810.73445,792.72395,778.70825,762.71335,744.70275,558.48975,556.47405,312.29135,540.47865,294.28075,522.46805,515.44755,514.43965,282.28075,277.25425,497.43695,264.27025,253.25425,251.23855,469.44205
GlcCer_AS(d19:1/35:0)+HCO2,1040.87055,994.86555,832.81275,814.80215,800.78645,784.79155,766.78105,580.56795,578.55235,312.29135,562.55685,294.28075,544.54635,537.52575,536.51795,282.28075,277.25425,519.51515,264.27025,253.25425,251.23855,491.52025
GlcCer_AS(d19:1/35:1)+HCO2,1038.85555,992.84995,830.79705,812.78645,798.77085,782.77595,764.76535,578.55235,576.53665,312.29135,560.54115,294.28075,542.53065,535.51015,534.50235,282.28075,277.25425,517.49955,264.27025,253.25425,251.23855,489.50465
GlcCer_AS(d19:1/35:2)+HCO2,1036.83955,990.83425,828.78145,810.77085,796.75515,780.76035,762.74965,576.53665,574.52105,312.29135,558.52555,294.28075,540.51505,533.49455,532.48665,282.28075,277.25425,515.48385,264.27025,253.25425,251.23855,487.48895
