Cer_NDS,[M+HCO2]-,[M-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[Sph-H]-,[FA+NCCO-3H]-,[FA+NCC-3H]-,[FA+N-H]-,[Sph-NCCO-3H]-,[FA-3H]-
Cer_NDS(d21:0/14:1)+HCO2,596.52595,550.52055,518.49425,502.49935,342.33835,266.21255,250.21765,224.20255,281.28555,207.19975
Cer_NDS(d21:0/14:2)+HCO2,594.51035,548.50485,516.47865,500.48375,342.33835,264.19695,248.20195,222.18685,281.28555,205.18415
Cer_NDS(d21:0/14:3)+HCO2,592.49465,546.48915,514.46295,498.46805,342.33835,262.18125,246.18635,220.17125,281.28555,203.16855
Cer_NDS(d21:0/15:0)+HCO2,612.55725,566.55175,534.52555,518.53065,342.33835,282.24385,266.24895,240.23385,281.28555,223.23105
Cer_NDS(d21:0/15:1)+HCO2,610.54165,564.53615,532.50985,516.51505,342.33835,280.22825,264.23335,238.21815,281.28555,221.21545
Cer_NDS(d21:0/15:2)+HCO2,608.52595,562.52055,530.49425,514.49935,342.33835,278.21255,262.21765,236.20255,281.28555,219.19975
Cer_NDS(d21:0/15:3)+HCO2,606.51035,560.50485,528.47865,512.48375,342.33835,276.19695,260.20195,234.18685,281.28555,217.18415
Cer_NDS(d21:0/16:0)+HCO2,626.57285,580.56745,548.54115,532.54625,342.33835,296.25955,280.26455,254.24945,281.28555,237.24675
Cer_NDS(d21:0/16:1)+HCO2,624.55725,578.55175,546.52555,530.53065,342.33835,294.24385,278.24895,252.23385,281.28555,235.23105
Cer_NDS(d21:0/16:2)+HCO2,622.54165,576.53615,544.50985,528.51505,342.33835,292.22825,276.23335,250.21815,281.28555,233.21545
Cer_NDS(d21:0/16:3)+HCO2,620.52595,574.52055,542.49425,526.49935,342.33835,290.21255,274.21765,248.20255,281.28555,231.19975
Cer_NDS(d21:0/16:4)+HCO2,618.51035,572.50485,540.47865,524.48375,342.33835,288.19695,272.20195,246.18685,281.28555,229.18415
Cer_NDS(d21:0/17:0)+HCO2,640.58855,594.58305,562.55685,546.56195,342.33835,310.27515,294.28025,268.26515,281.28555,251.26245
Cer_NDS(d21:0/17:1)+HCO2,638.57285,592.56745,560.54115,544.54625,342.33835,308.25955,292.26455,266.24945,281.28555,249.24675
Cer_NDS(d21:0/17:2)+HCO2,636.55725,590.55175,558.52555,542.53065,342.33835,306.24385,290.24895,264.23385,281.28555,247.23105
Cer_NDS(d21:0/17:3)+HCO2,634.54165,588.53615,556.50985,540.51505,342.33835,304.22825,288.23335,262.21825,281.28555,245.21545
Cer_NDS(d21:0/18:0)+HCO2,654.60415,608.59875,576.57255,560.57755,342.33835,324.29085,308.29585,282.28075,281.28555,265.27805
Cer_NDS(d21:0/18:1)+HCO2,652.58855,606.58305,574.55685,558.56195,342.33835,322.27515,306.28025,280.26515,281.28555,263.26235
Cer_NDS(d21:0/18:2)+HCO2,650.57285,604.56745,572.54115,556.54625,342.33835,320.25955,304.26455,278.24945,281.28555,261.24675
Cer_NDS(d21:0/18:3)+HCO2,648.55725,602.55175,570.52555,554.53065,342.33835,318.24385,302.24895,276.23385,281.28555,259.23115
Cer_NDS(d21:0/18:4)+HCO2,646.54165,600.53615,568.50985,552.51505,342.33835,316.22825,300.23335,274.21825,281.28555,257.21545
Cer_NDS(d21:0/19:0)+HCO2,668.61985,622.61435,590.58815,574.59325,342.33835,338.30645,322.31155,296.29645,281.28555,279.29375
Cer_NDS(d21:0/19:1)+HCO2,666.60415,620.59875,588.57255,572.57755,342.33835,336.29085,320.29585,294.28075,281.28555,277.27805
Cer_NDS(d21:0/19:2)+HCO2,664.58855,618.58305,586.55685,570.56195,342.33835,334.27515,318.28025,292.26515,281.28555,275.26235
Cer_NDS(d21:0/19:3)+HCO2,662.57285,616.56745,584.54115,568.54625,342.33835,332.25955,316.26455,290.24945,281.28555,273.24675
Cer_NDS(d21:0/19:4)+HCO2,660.55725,614.55175,582.52555,566.53065,342.33835,330.24385,314.24895,288.23385,281.28555,271.23115
Cer_NDS(d21:0/20:0)+HCO2,682.63545,636.63005,604.60385,588.60885,342.33835,352.32215,336.32725,310.31215,281.28555,293.30935
Cer_NDS(d21:0/20:1)+HCO2,680.61985,634.61435,602.58815,586.59325,342.33835,350.30645,334.31155,308.29645,281.28555,291.29375
Cer_NDS(d21:0/20:2)+HCO2,678.60415,632.59875,600.57255,584.57755,342.33835,348.29085,332.29585,306.28075,281.28555,289.27805
Cer_NDS(d21:0/20:3)+HCO2,676.58855,630.58305,598.55685,582.56195,342.33835,346.27515,330.28025,304.26515,281.28555,287.26235
Cer_NDS(d21:0/20:4)+HCO2,674.57285,628.56745,596.54115,580.54625,342.33835,344.25955,328.26455,302.24945,281.28555,285.24675
Cer_NDS(d21:0/21:0)+HCO2,696.65115,650.64565,618.61945,602.62455,342.33835,366.33775,350.34285,324.32775,281.28555,307.32505
Cer_NDS(d21:0/21:1)+HCO2,694.63545,648.63005,616.60385,600.60885,342.33835,364.32215,348.32725,322.31215,281.28555,305.30935
Cer_NDS(d21:0/21:2)+HCO2,692.61985,646.61435,614.58815,598.59325,342.33835,362.30645,346.31155,320.29645,281.28555,303.29375
Cer_NDS(d21:0/21:3)+HCO2,690.60415,644.59875,612.57255,596.57755,342.33835,360.29085,344.29585,318.28075,281.28555,301.27805
Cer_NDS(d21:0/21:4)+HCO2,688.58855,642.58305,610.55685,594.56195,342.33835,358.27515,342.28025,316.26515,281.28555,299.26235
Cer_NDS(d21:0/22:0)+HCO2,710.66685,664.66135,632.63515,616.64015,342.33835,380.35345,364.35845,338.34335,281.28555,321.34065
Cer_NDS(d21:0/22:1)+HCO2,708.65115,662.64565,630.61945,614.62455,342.33835,378.33775,362.34285,336.32775,281.28555,319.32505
Cer_NDS(d21:0/22:2)+HCO2,706.63545,660.63005,628.60385,612.60885,342.33835,376.32215,360.32725,334.31215,281.28555,317.30935
Cer_NDS(d21:0/22:3)+HCO2,704.61985,658.61435,626.58815,610.59325,342.33835,374.30645,358.31155,332.29645,281.28555,315.29375
Cer_NDS(d21:0/22:4)+HCO2,702.60415,656.59875,624.57255,608.57755,342.33835,372.29085,356.29585,330.28075,281.28555,313.27805
Cer_NDS(d21:0/23:0)+HCO2,724.68245,678.67705,646.65075,630.65585,342.33835,394.36905,378.37415,352.35905,281.28555,335.35625
Cer_NDS(d21:0/23:1)+HCO2,722.66685,676.66135,644.63515,628.64015,342.33835,392.35345,376.35845,350.34335,281.28555,333.34065
Cer_NDS(d21:0/23:2)+HCO2,720.65115,674.64565,642.61945,626.62455,342.33835,390.33775,374.34285,348.32775,281.28555,331.32505
Cer_NDS(d21:0/23:3)+HCO2,718.63545,672.63005,640.60385,624.60885,342.33835,388.32215,372.32725,346.31215,281.28555,329.30935
Cer_NDS(d21:0/23:4)+HCO2,716.61985,670.61435,638.58815,622.59325,342.33835,386.30645,370.31155,344.29645,281.28555,327.29375
Cer_NDS(d21:0/24:0)+HCO2,738.69815,692.69265,660.66635,644.67155,342.33835,408.38475,392.38985,366.37465,281.28555,349.37195
Cer_NDS(d21:0/24:1)+HCO2,736.68245,690.67705,658.65075,642.65585,342.33835,406.36905,390.37415,364.35905,281.28555,347.35625
Cer_NDS(d21:0/24:2)+HCO2,734.66685,688.66135,656.63515,640.64015,342.33835,404.35345,388.35845,362.34335,281.28555,345.34065
Cer_NDS(d21:0/24:3)+HCO2,732.65115,686.64565,654.61945,638.62455,342.33835,402.33775,386.34285,360.32775,281.28555,343.32505
Cer_NDS(d21:0/24:4)+HCO2,730.63545,684.63005,652.60385,636.60885,342.33835,400.32215,384.32725,358.31215,281.28555,341.30935
Cer_NDS(d21:0/25:0)+HCO2,752.71375,706.70825,674.68205,658.68715,342.33835,422.40035,406.40545,380.39035,281.28555,363.38765
Cer_NDS(d21:0/25:1)+HCO2,750.69815,704.69265,672.66635,656.67155,342.33835,420.38475,404.38985,378.37465,281.28555,361.37195
Cer_NDS(d21:0/25:2)+HCO2,748.68245,702.67705,670.65075,654.65585,342.33835,418.36905,402.37415,376.35905,281.28555,359.35625
Cer_NDS(d21:0/25:3)+HCO2,746.66685,700.66135,668.63515,652.64015,342.33835,416.35345,400.35845,374.34335,281.28555,357.34065
Cer_NDS(d21:0/25:4)+HCO2,744.65115,698.64565,666.61945,650.62455,342.33835,414.33775,398.34285,372.32775,281.28555,355.32505
Cer_NDS(d21:0/26:0)+HCO2,766.72935,720.72395,688.69765,672.70285,342.33835,436.41605,420.42115,394.40595,281.28555,377.40325
Cer_NDS(d21:0/26:1)+HCO2,764.71375,718.70825,686.68205,670.68715,342.33835,434.40035,418.40545,392.39035,281.28555,375.38765
Cer_NDS(d21:0/26:2)+HCO2,762.69815,716.69265,684.66635,668.67155,342.33835,432.38475,416.38985,390.37465,281.28555,373.37195
Cer_NDS(d21:0/26:3)+HCO2,760.68245,714.67705,682.65075,666.65585,342.33835,430.36905,414.37415,388.35905,281.28555,371.35625
Cer_NDS(d21:0/26:4)+HCO2,758.66685,712.66135,680.63515,664.64015,342.33835,428.35345,412.35845,386.34335,281.28555,369.34065
Cer_NDS(d21:0/27:0)+HCO2,780.74505,734.73955,702.71335,686.71845,342.33835,450.43165,434.43675,408.42165,281.28555,391.41885
Cer_NDS(d21:0/27:1)+HCO2,778.72935,732.72395,700.69765,684.70285,342.33835,448.41605,432.42115,406.40595,281.28555,389.40325
Cer_NDS(d21:0/27:2)+HCO2,776.71375,730.70825,698.68205,682.68715,342.33835,446.40035,430.40545,404.39035,281.28555,387.38765
Cer_NDS(d21:0/27:3)+HCO2,774.69815,728.69265,696.66635,680.67155,342.33835,444.38475,428.38985,402.37465,281.28555,385.37195
Cer_NDS(d21:0/27:4)+HCO2,772.68245,726.67705,694.65075,678.65585,342.33835,442.36905,426.37415,400.35905,281.28555,383.35625
Cer_NDS(d21:0/28:0)+HCO2,794.76065,748.75525,716.72905,700.73405,342.33835,464.44735,448.45235,422.43725,281.28555,405.43455
Cer_NDS(d21:0/28:1)+HCO2,792.74505,746.73955,714.71335,698.71845,342.33835,462.43165,446.43675,420.42165,281.28555,403.41885
Cer_NDS(d21:0/28:2)+HCO2,790.72935,744.72395,712.69765,696.70285,342.33835,460.41605,444.42115,418.40595,281.28555,401.40325
Cer_NDS(d21:0/28:3)+HCO2,788.71375,742.70825,710.68205,694.68715,342.33835,458.40035,442.40545,416.39035,281.28555,399.38765
Cer_NDS(d21:0/28:4)+HCO2,786.69815,740.69265,708.66635,692.67155,342.33835,456.38475,440.38985,414.37465,281.28555,397.37195
Cer_NDS(d21:0/29:0)+HCO2,808.77635,762.77085,730.74465,714.74975,342.33835,478.46295,462.46805,436.45295,281.28555,419.45015
Cer_NDS(d21:0/29:1)+HCO2,806.76065,760.75525,728.72905,712.73405,342.33835,476.44735,460.45235,434.43725,281.28555,417.43455
Cer_NDS(d21:0/29:2)+HCO2,804.74505,758.73955,726.71335,710.71845,342.33835,474.43165,458.43675,432.42165,281.28555,415.41885
Cer_NDS(d21:0/29:3)+HCO2,802.72935,756.72395,724.69765,708.70285,342.33835,472.41605,456.42115,430.40595,281.28555,413.40325
Cer_NDS(d21:0/29:4)+HCO2,800.71375,754.70825,722.68205,706.68715,342.33835,470.40035,454.40545,428.39035,281.28555,411.38765
Cer_NDS(d21:0/30:0)+HCO2,822.79195,776.78645,744.76035,728.76535,342.33835,492.47865,476.48375,450.46855,281.28555,433.46585
Cer_NDS(d21:0/30:1)+HCO2,820.77635,774.77085,742.74465,726.74975,342.33835,490.46295,474.46805,448.45295,281.28555,431.45015
Cer_NDS(d21:0/30:2)+HCO2,818.76065,772.75525,740.72905,724.73405,342.33835,488.44735,472.45235,446.43725,281.28555,429.43455
Cer_NDS(d21:0/30:3)+HCO2,816.74505,770.73955,738.71335,722.71845,342.33835,486.43165,470.43675,444.42165,281.28555,427.41885
Cer_NDS(d21:0/30:4)+HCO2,814.72935,768.72395,736.69765,720.70285,342.33835,484.41605,468.42115,442.40595,281.28555,425.40325
Cer_NDS(d21:0/31:0)+HCO2,836.80765,790.80215,758.77595,742.78105,342.33835,506.49425,490.49935,464.48425,281.28555,447.48155
Cer_NDS(d21:0/31:1)+HCO2,834.79195,788.78645,756.76035,740.76535,342.33835,504.47865,488.48375,462.46855,281.28555,445.46585
Cer_NDS(d21:0/31:2)+HCO2,832.77635,786.77085,754.74465,738.74975,342.33835,502.46295,486.46805,460.45295,281.28555,443.45015
Cer_NDS(d21:0/31:3)+HCO2,830.76065,784.75525,752.72905,736.73405,342.33835,500.44735,484.45235,458.43725,281.28555,441.43455
Cer_NDS(d21:0/31:4)+HCO2,828.74505,782.73955,750.71335,734.71845,342.33835,498.43165,482.43675,456.42165,281.28555,439.41885
Cer_NDS(d21:0/32:0)+HCO2,850.82335,804.81785,772.79165,756.79665,342.33835,520.50995,504.51495,478.49985,281.28555,461.49715
Cer_NDS(d21:0/32:1)+HCO2,848.80765,802.80215,770.77595,754.78105,342.33835,518.49425,502.49935,476.48425,281.28555,459.48155
Cer_NDS(d21:0/32:2)+HCO2,846.79195,800.78645,768.76035,752.76535,342.33835,516.47865,500.48375,474.46855,281.28555,457.46585
Cer_NDS(d21:0/32:3)+HCO2,844.77635,798.77085,766.74465,750.74975,342.33835,514.46295,498.46805,472.45295,281.28555,455.45015
Cer_NDS(d21:0/32:4)+HCO2,842.76065,796.75525,764.72905,748.73405,342.33835,512.44735,496.45235,470.43725,281.28555,453.43455
Cer_NDS(d21:0/33:0)+HCO2,864.83895,818.83345,786.80725,770.81235,342.33835,534.52555,518.53065,492.51555,281.28555,475.51275
Cer_NDS(d21:0/33:1)+HCO2,862.82335,816.81785,784.79165,768.79665,342.33835,532.50995,516.51505,490.49985,281.28555,473.49715
Cer_NDS(d21:0/33:2)+HCO2,860.80765,814.80215,782.77595,766.78105,342.33835,530.49425,514.49935,488.48425,281.28555,471.48155
Cer_NDS(d21:0/33:3)+HCO2,858.79195,812.78645,780.76035,764.76535,342.33835,528.47865,512.48375,486.46855,281.28555,469.46585
Cer_NDS(d21:0/33:4)+HCO2,856.77635,810.77085,778.74465,762.74975,342.33835,526.46295,510.46805,484.45295,281.28555,467.45015
Cer_NDS(d21:0/34:0)+HCO2,878.85465,832.84915,800.82295,784.82805,342.33835,548.54115,532.54635,506.53115,281.28555,489.52845
Cer_NDS(d21:0/34:1)+HCO2,876.83895,830.83345,798.80725,782.81235,342.33835,546.52555,530.53065,504.51555,281.28555,487.51275
Cer_NDS(d21:0/34:2)+HCO2,874.82335,828.81785,796.79165,780.79665,342.33835,544.50995,528.51505,502.49985,281.28555,485.49715
Cer_NDS(d21:0/34:3)+HCO2,872.80765,826.80215,794.77595,778.78105,342.33835,542.49425,526.49935,500.48425,281.28555,483.48155
Cer_NDS(d21:0/34:4)+HCO2,870.79195,824.78645,792.76035,776.76535,342.33835,540.47865,524.48375,498.46855,281.28555,481.46585
Cer_NDS(d21:0/35:0)+HCO2,892.87025,846.86485,814.83855,798.84365,342.33835,562.55685,546.56195,520.54685,281.28555,503.54405
Cer_NDS(d21:0/35:1)+HCO2,890.85465,844.84915,812.82295,796.82805,342.33835,560.54115,544.54635,518.53115,281.28555,501.52845
Cer_NDS(d21:0/35:2)+HCO2,888.83895,842.83345,810.80725,794.81235,342.33835,558.52555,542.53065,516.51555,281.28555,499.51275
Cer_NDS(d21:0/35:3)+HCO2,886.82335,840.81785,808.79165,792.79665,342.33835,556.50995,540.51505,514.49985,281.28555,497.49715
Cer_NDS(d21:0/35:4)+HCO2,884.80765,838.80215,806.77595,790.78105,342.33835,554.49425,538.49935,512.48425,281.28555,495.48155
Cer_NDS(d21:0/36:0)+HCO2,906.88595,860.88045,828.85415,812.85935,342.33835,576.57255,560.57755,534.56255,281.28555,517.55975
Cer_NDS(d21:0/36:1)+HCO2,904.87025,858.86485,826.83855,810.84365,342.33835,574.55685,558.56195,532.54685,281.28555,515.54415
Cer_NDS(d21:0/36:2)+HCO2,902.85465,856.84915,824.82295,808.82805,342.33835,572.54115,556.54635,530.53115,281.28555,513.52845
Cer_NDS(d21:0/36:3)+HCO2,900.83895,854.83345,822.80725,806.81235,342.33835,570.52555,554.53065,528.51555,281.28555,511.51275
Cer_NDS(d21:0/36:4)+HCO2,898.82335,852.81785,820.79165,804.79665,342.33835,568.50995,552.51505,526.49985,281.28555,509.49715
Cer_NDS(d22:0/14:0)+HCO2,612.55725,566.55175,534.52555,518.53065,356.35395,268.22825,252.23335,226.21815,295.30115,209.21545
Cer_NDS(d22:0/14:1)+HCO2,610.54165,564.53615,532.50985,516.51505,356.35395,266.21255,250.21765,224.20255,295.30115,207.19975
Cer_NDS(d22:0/14:2)+HCO2,608.52595,562.52055,530.49425,514.49935,356.35395,264.19695,248.20195,222.18685,295.30115,205.18415
Cer_NDS(d22:0/14:3)+HCO2,606.51035,560.50485,528.47865,512.48375,356.35395,262.18125,246.18635,220.17125,295.30115,203.16855
Cer_NDS(d22:0/15:0)+HCO2,626.57285,580.56745,548.54115,532.54625,356.35395,282.24385,266.24895,240.23385,295.30115,223.23105
Cer_NDS(d22:0/15:1)+HCO2,624.55725,578.55175,546.52555,530.53065,356.35395,280.22825,264.23335,238.21815,295.30115,221.21545
Cer_NDS(d22:0/15:2)+HCO2,622.54165,576.53615,544.50985,528.51505,356.35395,278.21255,262.21765,236.20255,295.30115,219.19975
Cer_NDS(d22:0/15:3)+HCO2,620.52595,574.52055,542.49425,526.49935,356.35395,276.19695,260.20195,234.18685,295.30115,217.18415
Cer_NDS(d22:0/16:0)+HCO2,640.58855,594.58305,562.55685,546.56195,356.35395,296.25955,280.26455,254.24945,295.30115,237.24675
Cer_NDS(d22:0/16:1)+HCO2,638.57285,592.56745,560.54115,544.54625,356.35395,294.24385,278.24895,252.23385,295.30115,235.23105
Cer_NDS(d22:0/16:2)+HCO2,636.55725,590.55175,558.52555,542.53065,356.35395,292.22825,276.23335,250.21815,295.30115,233.21545
Cer_NDS(d22:0/16:3)+HCO2,634.54165,588.53615,556.50985,540.51505,356.35395,290.21255,274.21765,248.20255,295.30115,231.19975
Cer_NDS(d22:0/16:4)+HCO2,632.52595,586.52055,554.49425,538.49935,356.35395,288.19695,272.20195,246.18685,295.30115,229.18415
Cer_NDS(d22:0/17:0)+HCO2,654.60415,608.59875,576.57255,560.57755,356.35395,310.27515,294.28025,268.26515,295.30115,251.26245
Cer_NDS(d22:0/17:1)+HCO2,652.58855,606.58305,574.55685,558.56195,356.35395,308.25955,292.26455,266.24945,295.30115,249.24675
Cer_NDS(d22:0/17:2)+HCO2,650.57285,604.56745,572.54115,556.54625,356.35395,306.24385,290.24895,264.23385,295.30115,247.23105
Cer_NDS(d22:0/17:3)+HCO2,648.55725,602.55175,570.52555,554.53065,356.35395,304.22825,288.23335,262.21825,295.30115,245.21545
Cer_NDS(d22:0/18:0)+HCO2,668.61985,622.61435,590.58815,574.59325,356.35395,324.29085,308.29585,282.28075,295.30115,265.27805
Cer_NDS(d22:0/18:1)+HCO2,666.60415,620.59875,588.57255,572.57755,356.35395,322.27515,306.28025,280.26515,295.30115,263.26235
Cer_NDS(d22:0/18:2)+HCO2,664.58855,618.58305,586.55685,570.56195,356.35395,320.25955,304.26455,278.24945,295.30115,261.24675
Cer_NDS(d22:0/18:3)+HCO2,662.57285,616.56745,584.54115,568.54625,356.35395,318.24385,302.24895,276.23385,295.30115,259.23115
Cer_NDS(d22:0/18:4)+HCO2,660.55725,614.55175,582.52555,566.53065,356.35395,316.22825,300.23335,274.21825,295.30115,257.21545
Cer_NDS(d22:0/19:0)+HCO2,682.63545,636.63005,604.60385,588.60885,356.35395,338.30645,322.31155,296.29645,295.30115,279.29375
Cer_NDS(d22:0/19:1)+HCO2,680.61985,634.61435,602.58815,586.59325,356.35395,336.29085,320.29585,294.28075,295.30115,277.27805
Cer_NDS(d22:0/19:2)+HCO2,678.60415,632.59875,600.57255,584.57755,356.35395,334.27515,318.28025,292.26515,295.30115,275.26235
Cer_NDS(d22:0/19:3)+HCO2,676.58855,630.58305,598.55685,582.56195,356.35395,332.25955,316.26455,290.24945,295.30115,273.24675
Cer_NDS(d22:0/19:4)+HCO2,674.57285,628.56745,596.54115,580.54625,356.35395,330.24385,314.24895,288.23385,295.30115,271.23115
Cer_NDS(d22:0/20:0)+HCO2,696.65115,650.64565,618.61945,602.62455,356.35395,352.32215,336.32725,310.31215,295.30115,293.30935
Cer_NDS(d22:0/20:1)+HCO2,694.63545,648.63005,616.60385,600.60885,356.35395,350.30645,334.31155,308.29645,295.30115,291.29375
Cer_NDS(d22:0/20:2)+HCO2,692.61985,646.61435,614.58815,598.59325,356.35395,348.29085,332.29585,306.28075,295.30115,289.27805
Cer_NDS(d22:0/20:3)+HCO2,690.60415,644.59875,612.57255,596.57755,356.35395,346.27515,330.28025,304.26515,295.30115,287.26235
Cer_NDS(d22:0/20:4)+HCO2,688.58855,642.58305,610.55685,594.56195,356.35395,344.25955,328.26455,302.24945,295.30115,285.24675
Cer_NDS(d22:0/21:0)+HCO2,710.66685,664.66135,632.63515,616.64015,356.35395,366.33775,350.34285,324.32775,295.30115,307.32505
Cer_NDS(d22:0/21:1)+HCO2,708.65115,662.64565,630.61945,614.62455,356.35395,364.32215,348.32725,322.31215,295.30115,305.30935
Cer_NDS(d22:0/21:2)+HCO2,706.63545,660.63005,628.60385,612.60885,356.35395,362.30645,346.31155,320.29645,295.30115,303.29375
Cer_NDS(d22:0/21:3)+HCO2,704.61985,658.61435,626.58815,610.59325,356.35395,360.29085,344.29585,318.28075,295.30115,301.27805
Cer_NDS(d22:0/21:4)+HCO2,702.60415,656.59875,624.57255,608.57755,356.35395,358.27515,342.28025,316.26515,295.30115,299.26235
Cer_NDS(d22:0/22:0)+HCO2,724.68245,678.67705,646.65075,630.65585,356.35395,380.35345,364.35845,338.34335,295.30115,321.34065
Cer_NDS(d22:0/22:1)+HCO2,722.66685,676.66135,644.63515,628.64015,356.35395,378.33775,362.34285,336.32775,295.30115,319.32505
Cer_NDS(d22:0/22:2)+HCO2,720.65115,674.64565,642.61945,626.62455,356.35395,376.32215,360.32725,334.31215,295.30115,317.30935
Cer_NDS(d22:0/22:3)+HCO2,718.63545,672.63005,640.60385,624.60885,356.35395,374.30645,358.31155,332.29645,295.30115,315.29375
Cer_NDS(d22:0/22:4)+HCO2,716.61985,670.61435,638.58815,622.59325,356.35395,372.29085,356.29585,330.28075,295.30115,313.27805
Cer_NDS(d22:0/23:0)+HCO2,738.69815,692.69265,660.66635,644.67155,356.35395,394.36905,378.37415,352.35905,295.30115,335.35625
Cer_NDS(d22:0/23:1)+HCO2,736.68245,690.67705,658.65075,642.65585,356.35395,392.35345,376.35845,350.34335,295.30115,333.34065
Cer_NDS(d22:0/23:2)+HCO2,734.66685,688.66135,656.63515,640.64015,356.35395,390.33775,374.34285,348.32775,295.30115,331.32505
Cer_NDS(d22:0/23:3)+HCO2,732.65115,686.64565,654.61945,638.62455,356.35395,388.32215,372.32725,346.31215,295.30115,329.30935
Cer_NDS(d22:0/23:4)+HCO2,730.63545,684.63005,652.60385,636.60885,356.35395,386.30645,370.31155,344.29645,295.30115,327.29375
Cer_NDS(d22:0/24:0)+HCO2,752.71375,706.70825,674.68205,658.68715,356.35395,408.38475,392.38985,366.37465,295.30115,349.37195
Cer_NDS(d22:0/24:1)+HCO2,750.69815,704.69265,672.66635,656.67155,356.35395,406.36905,390.37415,364.35905,295.30115,347.35625
Cer_NDS(d22:0/24:2)+HCO2,748.68245,702.67705,670.65075,654.65585,356.35395,404.35345,388.35845,362.34335,295.30115,345.34065
Cer_NDS(d22:0/24:3)+HCO2,746.66685,700.66135,668.63515,652.64015,356.35395,402.33775,386.34285,360.32775,295.30115,343.32505
Cer_NDS(d22:0/24:4)+HCO2,744.65115,698.64565,666.61945,650.62455,356.35395,400.32215,384.32725,358.31215,295.30115,341.30935
Cer_NDS(d22:0/25:0)+HCO2,766.72935,720.72395,688.69765,672.70285,356.35395,422.40035,406.40545,380.39035,295.30115,363.38765
Cer_NDS(d22:0/25:1)+HCO2,764.71375,718.70825,686.68205,670.68715,356.35395,420.38475,404.38985,378.37465,295.30115,361.37195
Cer_NDS(d22:0/25:2)+HCO2,762.69815,716.69265,684.66635,668.67155,356.35395,418.36905,402.37415,376.35905,295.30115,359.35625
Cer_NDS(d22:0/25:3)+HCO2,760.68245,714.67705,682.65075,666.65585,356.35395,416.35345,400.35845,374.34335,295.30115,357.34065
Cer_NDS(d22:0/25:4)+HCO2,758.66685,712.66135,680.63515,664.64015,356.35395,414.33775,398.34285,372.32775,295.30115,355.32505
Cer_NDS(d22:0/26:0)+HCO2,780.74505,734.73955,702.71335,686.71845,356.35395,436.41605,420.42115,394.40595,295.30115,377.40325
Cer_NDS(d22:0/26:1)+HCO2,778.72935,732.72395,700.69765,684.70285,356.35395,434.40035,418.40545,392.39035,295.30115,375.38765
Cer_NDS(d22:0/26:2)+HCO2,776.71375,730.70825,698.68205,682.68715,356.35395,432.38475,416.38985,390.37465,295.30115,373.37195
Cer_NDS(d22:0/26:3)+HCO2,774.69815,728.69265,696.66635,680.67155,356.35395,430.36905,414.37415,388.35905,295.30115,371.35625
Cer_NDS(d22:0/26:4)+HCO2,772.68245,726.67705,694.65075,678.65585,356.35395,428.35345,412.35845,386.34335,295.30115,369.34065
Cer_NDS(d22:0/27:0)+HCO2,794.76065,748.75525,716.72905,700.73405,356.35395,450.43165,434.43675,408.42165,295.30115,391.41885
Cer_NDS(d22:0/27:1)+HCO2,792.74505,746.73955,714.71335,698.71845,356.35395,448.41605,432.42115,406.40595,295.30115,389.40325
Cer_NDS(d22:0/27:2)+HCO2,790.72935,744.72395,712.69765,696.70285,356.35395,446.40035,430.40545,404.39035,295.30115,387.38765
Cer_NDS(d22:0/27:3)+HCO2,788.71375,742.70825,710.68205,694.68715,356.35395,444.38475,428.38985,402.37465,295.30115,385.37195
Cer_NDS(d22:0/27:4)+HCO2,786.69815,740.69265,708.66635,692.67155,356.35395,442.36905,426.37415,400.35905,295.30115,383.35625
Cer_NDS(d22:0/28:0)+HCO2,808.77635,762.77085,730.74465,714.74975,356.35395,464.44735,448.45235,422.43725,295.30115,405.43455
Cer_NDS(d22:0/28:1)+HCO2,806.76065,760.75525,728.72905,712.73405,356.35395,462.43165,446.43675,420.42165,295.30115,403.41885
Cer_NDS(d22:0/28:2)+HCO2,804.74505,758.73955,726.71335,710.71845,356.35395,460.41605,444.42115,418.40595,295.30115,401.40325
Cer_NDS(d22:0/28:3)+HCO2,802.72935,756.72395,724.69765,708.70285,356.35395,458.40035,442.40545,416.39035,295.30115,399.38765
Cer_NDS(d22:0/28:4)+HCO2,800.71375,754.70825,722.68205,706.68715,356.35395,456.38475,440.38985,414.37465,295.30115,397.37195
Cer_NDS(d22:0/29:0)+HCO2,822.79195,776.78645,744.76035,728.76535,356.35395,478.46295,462.46805,436.45295,295.30115,419.45015
Cer_NDS(d22:0/29:1)+HCO2,820.77635,774.77085,742.74465,726.74975,356.35395,476.44735,460.45235,434.43725,295.30115,417.43455
Cer_NDS(d22:0/29:2)+HCO2,818.76065,772.75525,740.72905,724.73405,356.35395,474.43165,458.43675,432.42165,295.30115,415.41885
Cer_NDS(d22:0/29:3)+HCO2,816.74505,770.73955,738.71335,722.71845,356.35395,472.41605,456.42115,430.40595,295.30115,413.40325
Cer_NDS(d22:0/29:4)+HCO2,814.72935,768.72395,736.69765,720.70285,356.35395,470.40035,454.40545,428.39035,295.30115,411.38765
Cer_NDS(d22:0/30:0)+HCO2,836.80765,790.80215,758.77595,742.78105,356.35395,492.47865,476.48375,450.46855,295.30115,433.46585
Cer_NDS(d22:0/30:1)+HCO2,834.79195,788.78645,756.76035,740.76535,356.35395,490.46295,474.46805,448.45295,295.30115,431.45015
