Cer_NDS,[M+HCO2]-,[M-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[Sph-H]-,[FA+NCCO-3H]-,[FA+NCC-3H]-,[FA+N-H]-,[Sph-NCCO-3H]-,[FA-3H]-
Cer_NDS(d17:0/28:2)+HCO2,734.66685,688.66135,656.63515,640.64015,286.27565,460.41605,444.42115,418.40595,225.22295,401.40325
Cer_NDS(d17:0/28:3)+HCO2,732.65115,686.64565,654.61945,638.62455,286.27565,458.40035,442.40545,416.39035,225.22295,399.38765
Cer_NDS(d17:0/28:4)+HCO2,730.63545,684.63005,652.60385,636.60885,286.27565,456.38475,440.38985,414.37465,225.22295,397.37195
Cer_NDS(d17:0/29:0)+HCO2,752.71375,706.70825,674.68205,658.68715,286.27565,478.46295,462.46805,436.45295,225.22295,419.45015
Cer_NDS(d17:0/29:1)+HCO2,750.69815,704.69265,672.66635,656.67155,286.27565,476.44735,460.45235,434.43725,225.22295,417.43455
Cer_NDS(d17:0/29:2)+HCO2,748.68245,702.67705,670.65075,654.65585,286.27565,474.43165,458.43675,432.42165,225.22295,415.41885
Cer_NDS(d17:0/29:3)+HCO2,746.66685,700.66135,668.63515,652.64015,286.27565,472.41605,456.42115,430.40595,225.22295,413.40325
Cer_NDS(d17:0/29:4)+HCO2,744.65115,698.64565,666.61945,650.62455,286.27565,470.40035,454.40545,428.39035,225.22295,411.38765
Cer_NDS(d17:0/30:0)+HCO2,766.72935,720.72395,688.69765,672.70285,286.27565,492.47865,476.48375,450.46855,225.22295,433.46585
Cer_NDS(d17:0/30:1)+HCO2,764.71375,718.70825,686.68205,670.68715,286.27565,490.46295,474.46805,448.45295,225.22295,431.45015
Cer_NDS(d17:0/30:2)+HCO2,762.69815,716.69265,684.66635,668.67155,286.27565,488.44735,472.45235,446.43725,225.22295,429.43455
Cer_NDS(d17:0/30:3)+HCO2,760.68245,714.67705,682.65075,666.65585,286.27565,486.43165,470.43675,444.42165,225.22295,427.41885
Cer_NDS(d17:0/30:4)+HCO2,758.66685,712.66135,680.63515,664.64015,286.27565,484.41605,468.42115,442.40595,225.22295,425.40325
Cer_NDS(d17:0/31:0)+HCO2,780.74505,734.73955,702.71335,686.71845,286.27565,506.49425,490.49935,464.48425,225.22295,447.48155
Cer_NDS(d17:0/31:1)+HCO2,778.72935,732.72395,700.69765,684.70285,286.27565,504.47865,488.48375,462.46855,225.22295,445.46585
Cer_NDS(d17:0/31:2)+HCO2,776.71375,730.70825,698.68205,682.68715,286.27565,502.46295,486.46805,460.45295,225.22295,443.45015
Cer_NDS(d17:0/31:3)+HCO2,774.69815,728.69265,696.66635,680.67155,286.27565,500.44735,484.45235,458.43725,225.22295,441.43455
Cer_NDS(d17:0/31:4)+HCO2,772.68245,726.67705,694.65075,678.65585,286.27565,498.43165,482.43675,456.42165,225.22295,439.41885
Cer_NDS(d17:0/32:0)+HCO2,794.76065,748.75525,716.72905,700.73405,286.27565,520.50995,504.51495,478.49985,225.22295,461.49715
Cer_NDS(d17:0/32:1)+HCO2,792.74505,746.73955,714.71335,698.71845,286.27565,518.49425,502.49935,476.48425,225.22295,459.48155
Cer_NDS(d17:0/32:2)+HCO2,790.72935,744.72395,712.69765,696.70285,286.27565,516.47865,500.48375,474.46855,225.22295,457.46585
Cer_NDS(d17:0/32:3)+HCO2,788.71375,742.70825,710.68205,694.68715,286.27565,514.46295,498.46805,472.45295,225.22295,455.45015
Cer_NDS(d17:0/32:4)+HCO2,786.69815,740.69265,708.66635,692.67155,286.27565,512.44735,496.45235,470.43725,225.22295,453.43455
Cer_NDS(d17:0/33:0)+HCO2,808.77635,762.77085,730.74465,714.74975,286.27565,534.52555,518.53065,492.51555,225.22295,475.51275
Cer_NDS(d17:0/33:1)+HCO2,806.76065,760.75525,728.72905,712.73405,286.27565,532.50995,516.51505,490.49985,225.22295,473.49715
Cer_NDS(d17:0/33:2)+HCO2,804.74505,758.73955,726.71335,710.71845,286.27565,530.49425,514.49935,488.48425,225.22295,471.48155
Cer_NDS(d17:0/33:3)+HCO2,802.72935,756.72395,724.69765,708.70285,286.27565,528.47865,512.48375,486.46855,225.22295,469.46585
Cer_NDS(d17:0/33:4)+HCO2,800.71375,754.70825,722.68205,706.68715,286.27565,526.46295,510.46805,484.45295,225.22295,467.45015
Cer_NDS(d17:0/34:0)+HCO2,822.79195,776.78645,744.76035,728.76535,286.27565,548.54115,532.54635,506.53115,225.22295,489.52845
Cer_NDS(d17:0/34:1)+HCO2,820.77635,774.77085,742.74465,726.74975,286.27565,546.52555,530.53065,504.51555,225.22295,487.51275
Cer_NDS(d17:0/34:2)+HCO2,818.76065,772.75525,740.72905,724.73405,286.27565,544.50995,528.51505,502.49985,225.22295,485.49715
Cer_NDS(d17:0/34:3)+HCO2,816.74505,770.73955,738.71335,722.71845,286.27565,542.49425,526.49935,500.48425,225.22295,483.48155
Cer_NDS(d17:0/34:4)+HCO2,814.72935,768.72395,736.69765,720.70285,286.27565,540.47865,524.48375,498.46855,225.22295,481.46585
Cer_NDS(d17:0/35:0)+HCO2,836.80765,790.80215,758.77595,742.78105,286.27565,562.55685,546.56195,520.54685,225.22295,503.54405
Cer_NDS(d17:0/35:1)+HCO2,834.79195,788.78645,756.76035,740.76535,286.27565,560.54115,544.54635,518.53115,225.22295,501.52845
Cer_NDS(d17:0/35:2)+HCO2,832.77635,786.77085,754.74465,738.74975,286.27565,558.52555,542.53065,516.51555,225.22295,499.51275
Cer_NDS(d17:0/35:3)+HCO2,830.76065,784.75525,752.72905,736.73405,286.27565,556.50995,540.51505,514.49985,225.22295,497.49715
Cer_NDS(d17:0/35:4)+HCO2,828.74505,782.73955,750.71335,734.71845,286.27565,554.49425,538.49935,512.48425,225.22295,495.48155
Cer_NDS(d17:0/36:0)+HCO2,850.82335,804.81785,772.79165,756.79665,286.27565,576.57255,560.57755,534.56255,225.22295,517.55975
Cer_NDS(d17:0/36:1)+HCO2,848.80765,802.80215,770.77595,754.78105,286.27565,574.55685,558.56195,532.54685,225.22295,515.54415
Cer_NDS(d17:0/36:2)+HCO2,846.79195,800.78645,768.76035,752.76535,286.27565,572.54115,556.54635,530.53115,225.22295,513.52845
Cer_NDS(d17:0/36:3)+HCO2,844.77635,798.77085,766.74465,750.74975,286.27565,570.52555,554.53065,528.51555,225.22295,511.51275
Cer_NDS(d17:0/36:4)+HCO2,842.76065,796.75525,764.72905,748.73405,286.27565,568.50995,552.51505,526.49985,225.22295,509.49715
Cer_NDS(d18:0/14:0)+HCO2,556.49465,510.48915,478.46295,462.46805,300.29135,268.22825,252.23335,226.21815,239.23855,209.21545
Cer_NDS(d18:0/14:1)+HCO2,554.47905,508.47355,476.44725,460.45235,300.29135,266.21255,250.21765,224.20255,239.23855,207.19975
Cer_NDS(d18:0/14:2)+HCO2,552.46335,506.45785,474.43165,458.43675,300.29135,264.19695,248.20195,222.18685,239.23855,205.18415
Cer_NDS(d18:0/14:3)+HCO2,550.44765,504.44225,472.41595,456.42105,300.29135,262.18125,246.18635,220.17125,239.23855,203.16855
Cer_NDS(d18:0/15:0)+HCO2,570.51035,524.50485,492.47865,476.48375,300.29135,282.24385,266.24895,240.23385,239.23855,223.23105
Cer_NDS(d18:0/15:1)+HCO2,568.49465,522.48915,490.46295,474.46805,300.29135,280.22825,264.23335,238.21815,239.23855,221.21545
Cer_NDS(d18:0/15:2)+HCO2,566.47905,520.47355,488.44725,472.45235,300.29135,278.21255,262.21765,236.20255,239.23855,219.19975
Cer_NDS(d18:0/15:3)+HCO2,564.46335,518.45785,486.43165,470.43675,300.29135,276.19695,260.20195,234.18685,239.23855,217.18415
Cer_NDS(d18:0/16:0)+HCO2,584.52595,538.52055,506.49425,490.49935,300.29135,296.25955,280.26455,254.24945,239.23855,237.24675
Cer_NDS(d18:0/16:1)+HCO2,582.51035,536.50485,504.47865,488.48375,300.29135,294.24385,278.24895,252.23385,239.23855,235.23105
Cer_NDS(d18:0/16:2)+HCO2,580.49465,534.48915,502.46295,486.46805,300.29135,292.22825,276.23335,250.21815,239.23855,233.21545
Cer_NDS(d18:0/16:3)+HCO2,578.47905,532.47355,500.44725,484.45235,300.29135,290.21255,274.21765,248.20255,239.23855,231.19975
Cer_NDS(d18:0/16:4)+HCO2,576.46335,530.45785,498.43165,482.43675,300.29135,288.19695,272.20195,246.18685,239.23855,229.18415
Cer_NDS(d18:0/17:0)+HCO2,598.54165,552.53615,520.50985,504.51495,300.29135,310.27515,294.28025,268.26515,239.23855,251.26245
Cer_NDS(d18:0/17:1)+HCO2,596.52595,550.52055,518.49425,502.49935,300.29135,308.25955,292.26455,266.24945,239.23855,249.24675
Cer_NDS(d18:0/17:2)+HCO2,594.51035,548.50485,516.47865,500.48375,300.29135,306.24385,290.24895,264.23385,239.23855,247.23105
Cer_NDS(d18:0/17:3)+HCO2,592.49465,546.48915,514.46295,498.46805,300.29135,304.22825,288.23335,262.21825,239.23855,245.21545
Cer_NDS(d18:0/18:0)+HCO2,612.55725,566.55175,534.52555,518.53065,300.29135,324.29085,308.29585,282.28075,239.23855,265.27805
Cer_NDS(d18:0/18:1)+HCO2,610.54165,564.53615,532.50985,516.51505,300.29135,322.27515,306.28025,280.26515,239.23855,263.26235
Cer_NDS(d18:0/18:2)+HCO2,608.52595,562.52055,530.49425,514.49935,300.29135,320.25955,304.26455,278.24945,239.23855,261.24675
Cer_NDS(d18:0/18:3)+HCO2,606.51035,560.50485,528.47865,512.48375,300.29135,318.24385,302.24895,276.23385,239.23855,259.23115
Cer_NDS(d18:0/18:4)+HCO2,604.49465,558.48915,526.46295,510.46805,300.29135,316.22825,300.23335,274.21825,239.23855,257.21545
Cer_NDS(d18:0/19:0)+HCO2,626.57285,580.56745,548.54115,532.54625,300.29135,338.30645,322.31155,296.29645,239.23855,279.29375
Cer_NDS(d18:0/19:1)+HCO2,624.55725,578.55175,546.52555,530.53065,300.29135,336.29085,320.29585,294.28075,239.23855,277.27805
Cer_NDS(d18:0/19:2)+HCO2,622.54165,576.53615,544.50985,528.51505,300.29135,334.27515,318.28025,292.26515,239.23855,275.26235
Cer_NDS(d18:0/19:3)+HCO2,620.52595,574.52055,542.49425,526.49935,300.29135,332.25955,316.26455,290.24945,239.23855,273.24675
Cer_NDS(d18:0/19:4)+HCO2,618.51035,572.50485,540.47865,524.48375,300.29135,330.24385,314.24895,288.23385,239.23855,271.23115
Cer_NDS(d18:0/20:0)+HCO2,640.58855,594.58305,562.55685,546.56195,300.29135,352.32215,336.32725,310.31215,239.23855,293.30935
Cer_NDS(d18:0/20:1)+HCO2,638.57285,592.56745,560.54115,544.54625,300.29135,350.30645,334.31155,308.29645,239.23855,291.29375
Cer_NDS(d18:0/20:2)+HCO2,636.55725,590.55175,558.52555,542.53065,300.29135,348.29085,332.29585,306.28075,239.23855,289.27805
Cer_NDS(d18:0/20:3)+HCO2,634.54165,588.53615,556.50985,540.51505,300.29135,346.27515,330.28025,304.26515,239.23855,287.26235
Cer_NDS(d18:0/20:4)+HCO2,632.52595,586.52055,554.49425,538.49935,300.29135,344.25955,328.26455,302.24945,239.23855,285.24675
Cer_NDS(d18:0/21:0)+HCO2,654.60415,608.59875,576.57255,560.57755,300.29135,366.33775,350.34285,324.32775,239.23855,307.32505
Cer_NDS(d18:0/21:1)+HCO2,652.58855,606.58305,574.55685,558.56195,300.29135,364.32215,348.32725,322.31215,239.23855,305.30935
Cer_NDS(d18:0/21:2)+HCO2,650.57285,604.56745,572.54115,556.54625,300.29135,362.30645,346.31155,320.29645,239.23855,303.29375
Cer_NDS(d18:0/21:3)+HCO2,648.55725,602.55175,570.52555,554.53065,300.29135,360.29085,344.29585,318.28075,239.23855,301.27805
Cer_NDS(d18:0/21:4)+HCO2,646.54165,600.53615,568.50985,552.51505,300.29135,358.27515,342.28025,316.26515,239.23855,299.26235
Cer_NDS(d18:0/22:0)+HCO2,668.61985,622.61435,590.58815,574.59325,300.29135,380.35345,364.35845,338.34335,239.23855,321.34065
Cer_NDS(d18:0/22:1)+HCO2,666.60415,620.59875,588.57255,572.57755,300.29135,378.33775,362.34285,336.32775,239.23855,319.32505
Cer_NDS(d18:0/22:2)+HCO2,664.58855,618.58305,586.55685,570.56195,300.29135,376.32215,360.32725,334.31215,239.23855,317.30935
Cer_NDS(d18:0/22:3)+HCO2,662.57285,616.56745,584.54115,568.54625,300.29135,374.30645,358.31155,332.29645,239.23855,315.29375
Cer_NDS(d18:0/22:4)+HCO2,660.55725,614.55175,582.52555,566.53065,300.29135,372.29085,356.29585,330.28075,239.23855,313.27805
Cer_NDS(d18:0/23:0)+HCO2,682.63545,636.63005,604.60385,588.60885,300.29135,394.36905,378.37415,352.35905,239.23855,335.35625
Cer_NDS(d18:0/23:1)+HCO2,680.61985,634.61435,602.58815,586.59325,300.29135,392.35345,376.35845,350.34335,239.23855,333.34065
Cer_NDS(d18:0/23:2)+HCO2,678.60415,632.59875,600.57255,584.57755,300.29135,390.33775,374.34285,348.32775,239.23855,331.32505
Cer_NDS(d18:0/23:3)+HCO2,676.58855,630.58305,598.55685,582.56195,300.29135,388.32215,372.32725,346.31215,239.23855,329.30935
Cer_NDS(d18:0/23:4)+HCO2,674.57285,628.56745,596.54115,580.54625,300.29135,386.30645,370.31155,344.29645,239.23855,327.29375
Cer_NDS(d18:0/24:0)+HCO2,696.65115,650.64565,618.61945,602.62455,300.29135,408.38475,392.38985,366.37465,239.23855,349.37195
Cer_NDS(d18:0/24:1)+HCO2,694.63545,648.63005,616.60385,600.60885,300.29135,406.36905,390.37415,364.35905,239.23855,347.35625
Cer_NDS(d18:0/24:2)+HCO2,692.61985,646.61435,614.58815,598.59325,300.29135,404.35345,388.35845,362.34335,239.23855,345.34065
Cer_NDS(d18:0/24:3)+HCO2,690.60415,644.59875,612.57255,596.57755,300.29135,402.33775,386.34285,360.32775,239.23855,343.32505
Cer_NDS(d18:0/24:4)+HCO2,688.58855,642.58305,610.55685,594.56195,300.29135,400.32215,384.32725,358.31215,239.23855,341.30935
Cer_NDS(d18:0/25:0)+HCO2,710.66685,664.66135,632.63515,616.64015,300.29135,422.40035,406.40545,380.39035,239.23855,363.38765
Cer_NDS(d18:0/25:1)+HCO2,708.65115,662.64565,630.61945,614.62455,300.29135,420.38475,404.38985,378.37465,239.23855,361.37195
Cer_NDS(d18:0/25:2)+HCO2,706.63545,660.63005,628.60385,612.60885,300.29135,418.36905,402.37415,376.35905,239.23855,359.35625
Cer_NDS(d18:0/25:3)+HCO2,704.61985,658.61435,626.58815,610.59325,300.29135,416.35345,400.35845,374.34335,239.23855,357.34065
Cer_NDS(d18:0/25:4)+HCO2,702.60415,656.59875,624.57255,608.57755,300.29135,414.33775,398.34285,372.32775,239.23855,355.32505
Cer_NDS(d18:0/26:0)+HCO2,724.68245,678.67705,646.65075,630.65585,300.29135,436.41605,420.42115,394.40595,239.23855,377.40325
Cer_NDS(d18:0/26:1)+HCO2,722.66685,676.66135,644.63515,628.64015,300.29135,434.40035,418.40545,392.39035,239.23855,375.38765
Cer_NDS(d18:0/26:2)+HCO2,720.65115,674.64565,642.61945,626.62455,300.29135,432.38475,416.38985,390.37465,239.23855,373.37195
Cer_NDS(d18:0/26:3)+HCO2,718.63545,672.63005,640.60385,624.60885,300.29135,430.36905,414.37415,388.35905,239.23855,371.35625
Cer_NDS(d18:0/26:4)+HCO2,716.61985,670.61435,638.58815,622.59325,300.29135,428.35345,412.35845,386.34335,239.23855,369.34065
Cer_NDS(d18:0/27:0)+HCO2,738.69815,692.69265,660.66635,644.67155,300.29135,450.43165,434.43675,408.42165,239.23855,391.41885
Cer_NDS(d18:0/27:1)+HCO2,736.68245,690.67705,658.65075,642.65585,300.29135,448.41605,432.42115,406.40595,239.23855,389.40325
Cer_NDS(d18:0/27:2)+HCO2,734.66685,688.66135,656.63515,640.64015,300.29135,446.40035,430.40545,404.39035,239.23855,387.38765
Cer_NDS(d18:0/27:3)+HCO2,732.65115,686.64565,654.61945,638.62455,300.29135,444.38475,428.38985,402.37465,239.23855,385.37195
Cer_NDS(d18:0/27:4)+HCO2,730.63545,684.63005,652.60385,636.60885,300.29135,442.36905,426.37415,400.35905,239.23855,383.35625
Cer_NDS(d18:0/28:0)+HCO2,752.71375,706.70825,674.68205,658.68715,300.29135,464.44735,448.45235,422.43725,239.23855,405.43455
Cer_NDS(d18:0/28:1)+HCO2,750.69815,704.69265,672.66635,656.67155,300.29135,462.43165,446.43675,420.42165,239.23855,403.41885
Cer_NDS(d18:0/28:2)+HCO2,748.68245,702.67705,670.65075,654.65585,300.29135,460.41605,444.42115,418.40595,239.23855,401.40325
Cer_NDS(d18:0/28:3)+HCO2,746.66685,700.66135,668.63515,652.64015,300.29135,458.40035,442.40545,416.39035,239.23855,399.38765
Cer_NDS(d18:0/28:4)+HCO2,744.65115,698.64565,666.61945,650.62455,300.29135,456.38475,440.38985,414.37465,239.23855,397.37195
Cer_NDS(d18:0/29:0)+HCO2,766.72935,720.72395,688.69765,672.70285,300.29135,478.46295,462.46805,436.45295,239.23855,419.45015
Cer_NDS(d18:0/29:1)+HCO2,764.71375,718.70825,686.68205,670.68715,300.29135,476.44735,460.45235,434.43725,239.23855,417.43455
Cer_NDS(d18:0/29:2)+HCO2,762.69815,716.69265,684.66635,668.67155,300.29135,474.43165,458.43675,432.42165,239.23855,415.41885
Cer_NDS(d18:0/29:3)+HCO2,760.68245,714.67705,682.65075,666.65585,300.29135,472.41605,456.42115,430.40595,239.23855,413.40325
Cer_NDS(d18:0/29:4)+HCO2,758.66685,712.66135,680.63515,664.64015,300.29135,470.40035,454.40545,428.39035,239.23855,411.38765
Cer_NDS(d18:0/30:0)+HCO2,780.74505,734.73955,702.71335,686.71845,300.29135,492.47865,476.48375,450.46855,239.23855,433.46585
Cer_NDS(d18:0/30:1)+HCO2,778.72935,732.72395,700.69765,684.70285,300.29135,490.46295,474.46805,448.45295,239.23855,431.45015
Cer_NDS(d18:0/30:2)+HCO2,776.71375,730.70825,698.68205,682.68715,300.29135,488.44735,472.45235,446.43725,239.23855,429.43455
Cer_NDS(d18:0/30:3)+HCO2,774.69815,728.69265,696.66635,680.67155,300.29135,486.43165,470.43675,444.42165,239.23855,427.41885
Cer_NDS(d18:0/30:4)+HCO2,772.68245,726.67705,694.65075,678.65585,300.29135,484.41605,468.42115,442.40595,239.23855,425.40325
Cer_NDS(d18:0/31:0)+HCO2,794.76065,748.75525,716.72905,700.73405,300.29135,506.49425,490.49935,464.48425,239.23855,447.48155
Cer_NDS(d18:0/31:1)+HCO2,792.74505,746.73955,714.71335,698.71845,300.29135,504.47865,488.48375,462.46855,239.23855,445.46585
Cer_NDS(d18:0/31:2)+HCO2,790.72935,744.72395,712.69765,696.70285,300.29135,502.46295,486.46805,460.45295,239.23855,443.45015
Cer_NDS(d18:0/31:3)+HCO2,788.71375,742.70825,710.68205,694.68715,300.29135,500.44735,484.45235,458.43725,239.23855,441.43455
Cer_NDS(d18:0/31:4)+HCO2,786.69815,740.69265,708.66635,692.67155,300.29135,498.43165,482.43675,456.42165,239.23855,439.41885
Cer_NDS(d18:0/32:0)+HCO2,808.77635,762.77085,730.74465,714.74975,300.29135,520.50995,504.51495,478.49985,239.23855,461.49715
Cer_NDS(d18:0/32:1)+HCO2,806.76065,760.75525,728.72905,712.73405,300.29135,518.49425,502.49935,476.48425,239.23855,459.48155
Cer_NDS(d18:0/32:2)+HCO2,804.74505,758.73955,726.71335,710.71845,300.29135,516.47865,500.48375,474.46855,239.23855,457.46585
Cer_NDS(d18:0/32:3)+HCO2,802.72935,756.72395,724.69765,708.70285,300.29135,514.46295,498.46805,472.45295,239.23855,455.45015
Cer_NDS(d18:0/32:4)+HCO2,800.71375,754.70825,722.68205,706.68715,300.29135,512.44735,496.45235,470.43725,239.23855,453.43455
Cer_NDS(d18:0/33:0)+HCO2,822.79195,776.78645,744.76035,728.76535,300.29135,534.52555,518.53065,492.51555,239.23855,475.51275
Cer_NDS(d18:0/33:1)+HCO2,820.77635,774.77085,742.74465,726.74975,300.29135,532.50995,516.51505,490.49985,239.23855,473.49715
Cer_NDS(d18:0/33:2)+HCO2,818.76065,772.75525,740.72905,724.73405,300.29135,530.49425,514.49935,488.48425,239.23855,471.48155
Cer_NDS(d18:0/33:3)+HCO2,816.74505,770.73955,738.71335,722.71845,300.29135,528.47865,512.48375,486.46855,239.23855,469.46585
Cer_NDS(d18:0/33:4)+HCO2,814.72935,768.72395,736.69765,720.70285,300.29135,526.46295,510.46805,484.45295,239.23855,467.45015
Cer_NDS(d18:0/34:0)+HCO2,836.80765,790.80215,758.77595,742.78105,300.29135,548.54115,532.54635,506.53115,239.23855,489.52845
Cer_NDS(d18:0/34:1)+HCO2,834.79195,788.78645,756.76035,740.76535,300.29135,546.52555,530.53065,504.51555,239.23855,487.51275
Cer_NDS(d18:0/34:2)+HCO2,832.77635,786.77085,754.74465,738.74975,300.29135,544.50995,528.51505,502.49985,239.23855,485.49715
Cer_NDS(d18:0/34:3)+HCO2,830.76065,784.75525,752.72905,736.73405,300.29135,542.49425,526.49935,500.48425,239.23855,483.48155
Cer_NDS(d18:0/34:4)+HCO2,828.74505,782.73955,750.71335,734.71845,300.29135,540.47865,524.48375,498.46855,239.23855,481.46585
Cer_NDS(d18:0/35:0)+HCO2,850.82335,804.81785,772.79165,756.79665,300.29135,562.55685,546.56195,520.54685,239.23855,503.54405
Cer_NDS(d18:0/35:1)+HCO2,848.80765,802.80215,770.77595,754.78105,300.29135,560.54115,544.54635,518.53115,239.23855,501.52845
Cer_NDS(d18:0/35:2)+HCO2,846.79195,800.78645,768.76035,752.76535,300.29135,558.52555,542.53065,516.51555,239.23855,499.51275
Cer_NDS(d18:0/35:3)+HCO2,844.77635,798.77085,766.74465,750.74975,300.29135,556.50995,540.51505,514.49985,239.23855,497.49715
Cer_NDS(d18:0/35:4)+HCO2,842.76065,796.75525,764.72905,748.73405,300.29135,554.49425,538.49935,512.48425,239.23855,495.48155
Cer_NDS(d18:0/36:0)+HCO2,864.83895,818.83345,786.80725,770.81235,300.29135,576.57255,560.57755,534.56255,239.23855,517.55975
Cer_NDS(d18:0/36:1)+HCO2,862.82335,816.81785,784.79165,768.79665,300.29135,574.55685,558.56195,532.54685,239.23855,515.54415
Cer_NDS(d18:0/36:2)+HCO2,860.80765,814.80215,782.77595,766.78105,300.29135,572.54115,556.54635,530.53115,239.23855,513.52845
Cer_NDS(d18:0/36:3)+HCO2,858.79195,812.78645,780.76035,764.76535,300.29135,570.52555,554.53065,528.51555,239.23855,511.51275
Cer_NDS(d18:0/36:4)+HCO2,856.77635,810.77085,778.74465,762.74975,300.29135,568.50995,552.51505,526.49985,239.23855,509.49715
Cer_NDS(d19:0/14:0)+HCO2,570.51035,524.50485,492.47865,476.48375,314.30705,268.22825,252.23335,226.21815,253.25425,209.21545
Cer_NDS(d19:0/14:1)+HCO2,568.49465,522.48915,490.46295,474.46805,314.30705,266.21255,250.21765,224.20255,253.25425,207.19975
Cer_NDS(d19:0/14:2)+HCO2,566.47905,520.47355,488.44725,472.45235,314.30705,264.19695,248.20195,222.18685,253.25425,205.18415
Cer_NDS(d19:0/14:3)+HCO2,564.46335,518.45785,486.43165,470.43675,314.30705,262.18125,246.18635,220.17125,253.25425,203.16855
Cer_NDS(d19:0/15:0)+HCO2,584.52595,538.52055,506.49425,490.49935,314.30705,282.24385,266.24895,240.23385,253.25425,223.23105
Cer_NDS(d19:0/15:1)+HCO2,582.51035,536.50485,504.47865,488.48375,314.30705,280.22825,264.23335,238.21815,253.25425,221.21545
Cer_NDS(d19:0/15:2)+HCO2,580.49465,534.48915,502.46295,486.46805,314.30705,278.21255,262.21765,236.20255,253.25425,219.19975
Cer_NDS(d19:0/15:3)+HCO2,578.47905,532.47355,500.44725,484.45235,314.30705,276.19695,260.20195,234.18685,253.25425,217.18415
Cer_NDS(d19:0/16:0)+HCO2,598.54165,552.53615,520.50985,504.51495,314.30705,296.25955,280.26455,254.24945,253.25425,237.24675
Cer_NDS(d19:0/16:1)+HCO2,596.52595,550.52055,518.49425,502.49935,314.30705,294.24385,278.24895,252.23385,253.25425,235.23105
Cer_NDS(d19:0/16:2)+HCO2,594.51035,548.50485,516.47865,500.48375,314.30705,292.22825,276.23335,250.21815,253.25425,233.21545
Cer_NDS(d19:0/16:3)+HCO2,592.49465,546.48915,514.46295,498.46805,314.30705,290.21255,274.21765,248.20255,253.25425,231.19975
Cer_NDS(d19:0/16:4)+HCO2,590.47905,544.47355,512.44735,496.45235,314.30705,288.19695,272.20195,246.18685,253.25425,229.18415
Cer_NDS(d19:0/17:0)+HCO2,612.55725,566.55175,534.52555,518.53065,314.30705,310.27515,294.28025,268.26515,253.25425,251.26245
Cer_NDS(d19:0/17:1)+HCO2,610.54165,564.53615,532.50985,516.51505,314.30705,308.25955,292.26455,266.24945,253.25425,249.24675
Cer_NDS(d19:0/17:2)+HCO2,608.52595,562.52055,530.49425,514.49935,314.30705,306.24385,290.24895,264.23385,253.25425,247.23105
Cer_NDS(d19:0/17:3)+HCO2,606.51035,560.50485,528.47865,512.48375,314.30705,304.22825,288.23335,262.21825,253.25425,245.21545
Cer_NDS(d19:0/18:0)+HCO2,626.57285,580.56745,548.54115,532.54625,314.30705,324.29085,308.29585,282.28075,253.25425,265.27805
Cer_NDS(d19:0/18:1)+HCO2,624.55725,578.55175,546.52555,530.53065,314.30705,322.27515,306.28025,280.26515,253.25425,263.26235
Cer_NDS(d19:0/18:2)+HCO2,622.54165,576.53615,544.50985,528.51505,314.30705,320.25955,304.26455,278.24945,253.25425,261.24675
Cer_NDS(d19:0/18:3)+HCO2,620.52595,574.52055,542.49425,526.49935,314.30705,318.24385,302.24895,276.23385,253.25425,259.23115
Cer_NDS(d19:0/18:4)+HCO2,618.51035,572.50485,540.47865,524.48375,314.30705,316.22825,300.23335,274.21825,253.25425,257.21545
Cer_NDS(d19:0/19:0)+HCO2,640.58855,594.58305,562.55685,546.56195,314.30705,338.30645,322.31155,296.29645,253.25425,279.29375
Cer_NDS(d19:0/19:1)+HCO2,638.57285,592.56745,560.54115,544.54625,314.30705,336.29085,320.29585,294.28075,253.25425,277.27805
Cer_NDS(d19:0/19:2)+HCO2,636.55725,590.55175,558.52555,542.53065,314.30705,334.27515,318.28025,292.26515,253.25425,275.26235
Cer_NDS(d19:0/19:3)+HCO2,634.54165,588.53615,556.50985,540.51505,314.30705,332.25955,316.26455,290.24945,253.25425,273.24675
Cer_NDS(d19:0/19:4)+HCO2,632.52595,586.52055,554.49425,538.49935,314.30705,330.24385,314.24895,288.23385,253.25425,271.23115
Cer_NDS(d19:0/20:0)+HCO2,654.60415,608.59875,576.57255,560.57755,314.30705,352.32215,336.32725,310.31215,253.25425,293.30935
Cer_NDS(d19:0/20:1)+HCO2,652.58855,606.58305,574.55685,558.56195,314.30705,350.30645,334.31155,308.29645,253.25425,291.29375
Cer_NDS(d19:0/20:2)+HCO2,650.57285,604.56745,572.54115,556.54625,314.30705,348.29085,332.29585,306.28075,253.25425,289.27805
Cer_NDS(d19:0/20:3)+HCO2,648.55725,602.55175,570.52555,554.53065,314.30705,346.27515,330.28025,304.26515,253.25425,287.26235
Cer_NDS(d19:0/20:4)+HCO2,646.54165,600.53615,568.50985,552.51505,314.30705,344.25955,328.26455,302.24945,253.25425,285.24675
Cer_NDS(d19:0/21:0)+HCO2,668.61985,622.61435,590.58815,574.59325,314.30705,366.33775,350.34285,324.32775,253.25425,307.32505
Cer_NDS(d19:0/21:1)+HCO2,666.60415,620.59875,588.57255,572.57755,314.30705,364.32215,348.32725,322.31215,253.25425,305.30935
Cer_NDS(d19:0/21:2)+HCO2,664.58855,618.58305,586.55685,570.56195,314.30705,362.30645,346.31155,320.29645,253.25425,303.29375
