Sulfatide,[M+H]+,[M-SO3+H]+,[M-H2SO4+H]+,[M-C6H12O9S+H]+,[M-C6H10O8S+H]+,[M-C6H10O8S-H2O+H]+,[M-FA-H2SO4+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
SHexCer(d16:1/26:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,416.3006,254.2478,236.2373,396.42,224.2373
SHexCer(d17:0/25:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,432.3319,270.2791,252.2686,380.3887,240.2686
SHexCer(d17:1/25:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,430.3163,268.2635,250.2529,382.4044,238.2529
SHexCer(d18:0/24:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,446.3476,284.2948,266.2842,366.373,254.2842
SHexCer(d18:1/24:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,444.3319,282.2791,264.2686,368.3887,252.2686
SHexCer(d19:0/23:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,460.3632,298.3105,280.2999,352.3574,268.2999
SHexCer(d19:1/23:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,458.3476,296.2948,278.2842,354.373,266.2842
SHexCer(d20:0/22:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,474.3789,312.3261,294.3155,338.3417,282.3155
SHexCer(d20:1/22:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,472.3632,310.3105,292.2999,340.3574,280.2999
SHexCer(d21:0/21:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,488.3945,326.3417,308.3312,324.3261,296.3312
SHexCer(d21:1/21:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,486.3789,324.3261,306.3155,326.3417,294.3155
SHexCer(d22:0/20:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,502.4102,340.3574,322.3468,310.3105,310.3468
SHexCer(d22:1/20:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,500.3945,338.3417,320.3312,312.3261,308.3312
SHexCer(d23:0/19:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,516.4258,354.373,336.3625,296.2948,324.3625
SHexCer(d23:1/19:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,514.4102,352.3574,334.3468,298.3105,322.3468
SHexCer(d24:0/18:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,530.4415,368.3887,350.3781,282.2791,338.3781
SHexCer(d24:1/18:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,528.4258,366.373,348.3625,284.2948,336.3625
SHexCer(d25:1/17:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,542.4415,380.3887,362.3781,270.2791,350.3781
SHexCer(d26:0/16:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,558.4728,396.42,378.4094,254.2478,366.4094
SHexCer(d26:1/16:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,556.4572,394.4044,376.3938,256.2635,364.3938
SHexCer(d27:0/15:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,572.4884,410.4356,392.4251,240.2322,380.4251
SHexCer(d27:1/15:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,570.4728,408.42,390.4094,242.2478,378.4094
SHexCer(d28:0/14:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,586.5041,424.4513,406.4407,226.2166,394.4407
SHexCer(d28:1/14:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,584.4884,422.4356,404.4251,228.2322,392.4251
SHexCer(d29:0/13:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,600.5197,438.4669,420.4564,212.2009,408.4564
SHexCer(d29:1/13:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,598.5041,436.4513,418.4407,214.2166,406.4407
SHexCer(d30:0/12:1)+H,,812.6968,794.6862,650.644,632.6334,614.6229,614.5354,452.4826,434.472,198.1853,422.472
SHexCer(d30:1/12:0)+H,,812.6968,794.6862,650.644,632.6334,614.6229,612.5197,450.4669,432.4564,200.2009,420.4564
SHexCer(d14:0/28:2)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,390.285,228.2322,210.2216,420.42,198.2216
SHexCer(d14:1/28:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,388.2694,226.2166,208.206,422.4356,196.206
SHexCer(d15:1/27:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,402.285,240.2322,222.2216,408.42,210.2216
SHexCer(d16:0/26:2)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,418.3163,256.2635,238.2529,392.3887,226.2529
SHexCer(d16:1/26:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,416.3007,254.2478,236.2373,394.4044,224.2373
SHexCer(d17:1/25:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,430.3163,268.2635,250.2529,380.3887,238.2529
SHexCer(d18:0/24:2)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,446.3476,284.2948,266.2842,364.3574,254.2842
SHexCer(d18:1/24:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,444.332,282.2791,264.2686,366.373,252.2686
SHexCer(d19:1/23:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,458.3476,296.2948,278.2842,352.3574,266.2842
SHexCer(d20:0/22:2)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,474.3789,312.3261,294.3155,336.3261,282.3155
SHexCer(d20:1/22:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,472.3633,310.3105,292.2999,338.3417,280.2999
SHexCer(d21:1/21:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,486.3789,324.3261,306.3155,324.3261,294.3155
SHexCer(d22:0/20:2)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,502.4102,340.3574,322.3468,308.2948,310.3468
SHexCer(d22:1/20:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,500.3946,338.3417,320.3312,310.3105,308.3312
SHexCer(d23:1/19:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,514.4102,352.3574,334.3468,296.2948,322.3468
SHexCer(d24:0/18:2)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,530.4415,368.3887,350.3781,280.2635,338.3781
SHexCer(d24:1/18:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,528.4259,366.373,348.3625,282.2791,336.3625
SHexCer(d26:0/16:2)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,558.4728,396.42,378.4094,252.2322,366.4094
SHexCer(d26:1/16:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,556.4572,394.4044,376.3938,254.2478,364.3938
SHexCer(d27:1/15:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,570.4728,408.42,390.4094,240.2322,378.4094
SHexCer(d28:1/14:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,584.4885,422.4356,404.4251,226.2166,392.4251
SHexCer(d29:1/13:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,598.5042,436.4513,418.4407,212.2009,406.4407
SHexCer(d30:1/12:1)+H,,810.6812,792.6707,648.6284,630.6178,612.6072,612.5198,450.4669,432.4564,198.1853,420.4564
SHexCer(d14:1/28:2)+H,,808.6656,790.655,646.6128,628.6022,610.5917,388.2694,226.2166,208.206,420.42,196.206
SHexCer(d16:1/26:2)+H,,808.6656,790.655,646.6128,628.6022,610.5917,416.3007,254.2478,236.2373,392.3887,224.2373
SHexCer(d18:1/24:2)+H,,808.6656,790.655,646.6128,628.6022,610.5917,444.332,282.2791,264.2686,364.3574,252.2686
SHexCer(d20:1/22:2)+H,,808.6656,790.655,646.6128,628.6022,610.5917,472.3633,310.3105,292.2999,336.3261,280.2999
SHexCer(d22:1/20:2)+H,,808.6656,790.655,646.6128,628.6022,610.5917,500.3946,338.3417,320.3312,308.2948,308.3312
SHexCer(d24:1/18:2)+H,,808.6656,790.655,646.6128,628.6022,610.5917,528.4259,366.373,348.3625,280.2635,336.3625
SHexCer(d26:1/16:2)+H,,808.6656,790.655,646.6128,628.6022,610.5917,556.4572,394.4044,376.3938,252.2322,364.3938
SHexCer(d14:0/29:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,390.285,228.2322,210.2216,438.4669,198.2216
SHexCer(d15:0/28:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,404.3006,242.2478,224.2373,424.4513,212.2373
SHexCer(d16:0/27:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,418.3163,256.2635,238.2529,410.4356,226.2529
SHexCer(d17:0/26:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,432.3319,270.2791,252.2686,396.42,240.2686
SHexCer(d18:0/25:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,446.3476,284.2948,266.2842,382.4044,254.2842
SHexCer(d19:0/24:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,460.3632,298.3105,280.2999,368.3887,268.2999
SHexCer(d20:0/23:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,474.3789,312.3261,294.3155,354.373,282.3155
SHexCer(d21:0/22:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,488.3945,326.3417,308.3312,340.3574,296.3312
SHexCer(d22:0/21:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,502.4102,340.3574,322.3468,326.3417,310.3468
SHexCer(d23:0/20:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,516.4258,354.373,336.3625,312.3261,324.3625
SHexCer(d24:0/19:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,530.4415,368.3887,350.3781,298.3105,338.3781
SHexCer(d25:0/18:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,544.4572,382.4044,364.3938,284.2948,352.3938
SHexCer(d26:0/17:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,558.4728,396.42,378.4094,270.2791,366.4094
SHexCer(d27:0/16:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,572.4884,410.4356,392.4251,256.2635,380.4251
SHexCer(d28:0/15:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,586.5041,424.4513,406.4407,242.2478,394.4407
SHexCer(d29:0/14:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,600.5197,438.4669,420.4564,228.2322,408.4564
SHexCer(d30:0/13:0)+H,,828.7281,810.7175,666.6753,648.6647,630.6542,614.5354,452.4826,434.472,214.2166,422.472
SHexCer(d14:0/29:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,390.285,228.2322,210.2216,436.4513,198.2216
SHexCer(d14:1/29:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,388.2694,226.2166,208.206,438.4669,196.206
SHexCer(d15:0/28:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,404.3007,242.2478,224.2373,422.4356,212.2373
SHexCer(d15:1/28:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,402.285,240.2322,222.2216,424.4513,210.2216
SHexCer(d16:0/27:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,418.3163,256.2635,238.2529,408.42,226.2529
SHexCer(d16:1/27:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,416.3007,254.2478,236.2373,410.4356,224.2373
SHexCer(d17:0/26:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,432.332,270.2791,252.2686,394.4044,240.2686
SHexCer(d17:1/26:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,430.3163,268.2635,250.2529,396.42,238.2529
SHexCer(d18:0/25:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,446.3476,284.2948,266.2842,380.3887,254.2842
SHexCer(d18:1/25:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,444.332,282.2791,264.2686,382.4044,252.2686
SHexCer(d19:0/24:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,460.3633,298.3105,280.2999,366.373,268.2999
SHexCer(d19:1/24:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,458.3476,296.2948,278.2842,368.3887,266.2842
SHexCer(d20:0/23:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,474.3789,312.3261,294.3155,352.3574,282.3155
SHexCer(d20:1/23:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,472.3633,310.3105,292.2999,354.373,280.2999
SHexCer(d21:0/22:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,488.3946,326.3417,308.3312,338.3417,296.3312
SHexCer(d21:1/22:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,486.3789,324.3261,306.3155,340.3574,294.3155
SHexCer(d22:0/21:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,502.4102,340.3574,322.3468,324.3261,310.3468
SHexCer(d22:1/21:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,500.3946,338.3417,320.3312,326.3417,308.3312
SHexCer(d23:0/20:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,516.4259,354.373,336.3625,310.3105,324.3625
SHexCer(d23:1/20:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,514.4102,352.3574,334.3468,312.3261,322.3468
SHexCer(d24:0/19:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,530.4415,368.3887,350.3781,296.2948,338.3781
SHexCer(d24:1/19:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,528.4259,366.373,348.3625,298.3105,336.3625
SHexCer(d25:0/18:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,544.4572,382.4044,364.3938,282.2791,352.3938
SHexCer(d25:1/18:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,542.4415,380.3887,362.3781,284.2948,350.3781
SHexCer(d26:1/17:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,556.4572,394.4044,376.3938,270.2791,364.3938
SHexCer(d27:0/16:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,572.4885,410.4356,392.4251,254.2478,380.4251
SHexCer(d27:1/16:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,570.4728,408.42,390.4094,256.2635,378.4094
SHexCer(d28:0/15:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,586.5042,424.4513,406.4407,240.2322,394.4407
SHexCer(d28:1/15:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,584.4885,422.4356,404.4251,242.2478,392.4251
SHexCer(d29:0/14:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,600.5198,438.4669,420.4564,226.2166,408.4564
SHexCer(d29:1/14:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,598.5042,436.4513,418.4407,228.2322,406.4407
SHexCer(d30:0/13:1)+H,,826.7125,808.702,664.6597,646.6491,628.6385,614.5354,452.4826,434.472,212.2009,422.472
SHexCer(d30:1/13:0)+H,,826.7125,808.702,664.6597,646.6491,628.6385,612.5198,450.4669,432.4564,214.2166,420.4564
SHexCer(d14:1/29:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,388.2693,226.2166,208.206,436.4513,196.206
SHexCer(d15:0/28:2)+H,,824.6968,806.6862,662.644,644.6334,626.6229,404.3006,242.2478,224.2373,420.42,212.2373
SHexCer(d15:1/28:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,402.285,240.2322,222.2216,422.4356,210.2216
SHexCer(d16:1/27:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,416.3006,254.2478,236.2373,408.42,224.2373
SHexCer(d17:0/26:2)+H,,824.6968,806.6862,662.644,644.6334,626.6229,432.3319,270.2791,252.2686,392.3887,240.2686
SHexCer(d17:1/26:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,430.3163,268.2635,250.2529,394.4044,238.2529
SHexCer(d18:1/25:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,444.3319,282.2791,264.2686,380.3887,252.2686
SHexCer(d19:0/24:2)+H,,824.6968,806.6862,662.644,644.6334,626.6229,460.3632,298.3105,280.2999,364.3574,268.2999
SHexCer(d19:1/24:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,458.3476,296.2948,278.2842,366.373,266.2842
SHexCer(d20:1/23:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,472.3632,310.3105,292.2999,352.3574,280.2999
SHexCer(d21:0/22:2)+H,,824.6968,806.6862,662.644,644.6334,626.6229,488.3945,326.3417,308.3312,336.3261,296.3312
SHexCer(d21:1/22:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,486.3789,324.3261,306.3155,338.3417,294.3155
SHexCer(d22:1/21:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,500.3945,338.3417,320.3312,324.3261,308.3312
SHexCer(d23:0/20:2)+H,,824.6968,806.6862,662.644,644.6334,626.6229,516.4258,354.373,336.3625,308.2948,324.3625
SHexCer(d23:1/20:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,514.4102,352.3574,334.3468,310.3105,322.3468
SHexCer(d24:1/19:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,528.4258,366.373,348.3625,296.2948,336.3625
SHexCer(d25:0/18:2)+H,,824.6968,806.6862,662.644,644.6334,626.6229,544.4572,382.4044,364.3938,280.2635,352.3938
SHexCer(d25:1/18:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,542.4415,380.3887,362.3781,282.2791,350.3781
SHexCer(d27:0/16:2)+H,,824.6968,806.6862,662.644,644.6334,626.6229,572.4884,410.4356,392.4251,252.2322,380.4251
SHexCer(d27:1/16:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,570.4728,408.42,390.4094,254.2478,378.4094
SHexCer(d28:1/15:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,584.4884,422.4356,404.4251,240.2322,392.4251
SHexCer(d29:1/14:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,598.5041,436.4513,418.4407,226.2166,406.4407
SHexCer(d30:1/13:1)+H,,824.6968,806.6862,662.644,644.6334,626.6229,612.5197,450.4669,432.4564,212.2009,420.4564
SHexCer(d15:1/28:2)+H,,822.6812,804.6707,660.6284,642.6178,624.6072,402.285,240.2322,222.2216,420.42,210.2216
SHexCer(d17:1/26:2)+H,,822.6812,804.6707,660.6284,642.6178,624.6072,430.3163,268.2635,250.2529,392.3887,238.2529
SHexCer(d19:1/24:2)+H,,822.6812,804.6707,660.6284,642.6178,624.6072,458.3476,296.2948,278.2842,364.3574,266.2842
SHexCer(d21:1/22:2)+H,,822.6812,804.6707,660.6284,642.6178,624.6072,486.3789,324.3261,306.3155,336.3261,294.3155
SHexCer(d23:1/20:2)+H,,822.6812,804.6707,660.6284,642.6178,624.6072,514.4102,352.3574,334.3468,308.2948,322.3468
SHexCer(d25:1/18:2)+H,,822.6812,804.6707,660.6284,642.6178,624.6072,542.4415,380.3887,362.3781,280.2635,350.3781
SHexCer(d27:1/16:2)+H,,822.6812,804.6707,660.6284,642.6178,624.6072,570.4728,408.42,390.4094,252.2322,378.4094
SHexCer(d14:0/30:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,390.285,228.2322,210.2216,452.4826,198.2216
SHexCer(d15:0/29:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,404.3007,242.2478,224.2373,438.4669,212.2373
SHexCer(d16:0/28:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,418.3163,256.2635,238.2529,424.4513,226.2529
SHexCer(d17:0/27:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,432.332,270.2791,252.2686,410.4356,240.2686
SHexCer(d18:0/26:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,446.3476,284.2948,266.2842,396.42,254.2842
SHexCer(d19:0/25:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,460.3633,298.3105,280.2999,382.4044,268.2999
SHexCer(d20:0/24:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,474.3789,312.3261,294.3155,368.3887,282.3155
SHexCer(d21:0/23:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,488.3946,326.3417,308.3312,354.373,296.3312
SHexCer(d22:0/22:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,502.4102,340.3574,322.3468,340.3574,310.3468
SHexCer(d23:0/21:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,516.4259,354.373,336.3625,326.3417,324.3625
SHexCer(d24:0/20:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,530.4415,368.3887,350.3781,312.3261,338.3781
SHexCer(d25:0/19:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,544.4572,382.4044,364.3938,298.3105,352.3938
SHexCer(d26:0/18:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,558.4728,396.42,378.4094,284.2948,366.4094
SHexCer(d27:0/17:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,572.4885,410.4356,392.4251,270.2791,380.4251
SHexCer(d28:0/16:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,586.5042,424.4513,406.4407,256.2635,394.4407
SHexCer(d29:0/15:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,600.5198,438.4669,420.4564,242.2478,408.4564
SHexCer(d30:0/14:0)+H,,842.7438,824.7332,680.691,662.6804,644.6699,614.5354,452.4826,434.472,228.2322,422.472
SHexCer(d14:0/30:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,390.285,228.2322,210.2216,450.4669,198.2216
SHexCer(d14:1/30:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,388.2693,226.2166,208.206,452.4826,196.206
SHexCer(d15:0/29:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,404.3006,242.2478,224.2373,436.4513,212.2373
SHexCer(d15:1/29:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,402.285,240.2322,222.2216,438.4669,210.2216
SHexCer(d16:0/28:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,418.3163,256.2635,238.2529,422.4356,226.2529
SHexCer(d16:1/28:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,416.3006,254.2478,236.2373,424.4513,224.2373
SHexCer(d17:0/27:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,432.3319,270.2791,252.2686,408.42,240.2686
SHexCer(d17:1/27:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,430.3163,268.2635,250.2529,410.4356,238.2529
SHexCer(d18:0/26:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,446.3476,284.2948,266.2842,394.4044,254.2842
SHexCer(d18:1/26:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,444.3319,282.2791,264.2686,396.42,252.2686
SHexCer(d19:0/25:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,460.3632,298.3105,280.2999,380.3887,268.2999
SHexCer(d19:1/25:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,458.3476,296.2948,278.2842,382.4044,266.2842
SHexCer(d20:0/24:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,474.3789,312.3261,294.3155,366.373,282.3155
SHexCer(d20:1/24:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,472.3632,310.3105,292.2999,368.3887,280.2999
SHexCer(d21:0/23:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,488.3945,326.3417,308.3312,352.3574,296.3312
SHexCer(d21:1/23:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,486.3789,324.3261,306.3155,354.373,294.3155
SHexCer(d22:0/22:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,502.4102,340.3574,322.3468,338.3417,310.3468
SHexCer(d22:1/22:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,500.3945,338.3417,320.3312,340.3574,308.3312
SHexCer(d23:0/21:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,516.4258,354.373,336.3625,324.3261,324.3625
SHexCer(d23:1/21:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,514.4102,352.3574,334.3468,326.3417,322.3468
SHexCer(d24:0/20:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,530.4415,368.3887,350.3781,310.3105,338.3781
SHexCer(d24:1/20:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,528.4258,366.373,348.3625,312.3261,336.3625
SHexCer(d25:0/19:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,544.4572,382.4044,364.3938,296.2948,352.3938
SHexCer(d25:1/19:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,542.4415,380.3887,362.3781,298.3105,350.3781
SHexCer(d26:0/18:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,558.4728,396.42,378.4094,282.2791,366.4094
SHexCer(d26:1/18:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,556.4572,394.4044,376.3938,284.2948,364.3938
SHexCer(d27:1/17:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,570.4728,408.42,390.4094,270.2791,378.4094
SHexCer(d28:0/16:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,586.5041,424.4513,406.4407,254.2478,394.4407
SHexCer(d28:1/16:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,584.4884,422.4356,404.4251,256.2635,392.4251
SHexCer(d29:0/15:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,600.5197,438.4669,420.4564,240.2322,408.4564
SHexCer(d29:1/15:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,598.5041,436.4513,418.4407,242.2478,406.4407
SHexCer(d30:0/14:1)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,614.5354,452.4826,434.472,226.2166,422.472
SHexCer(d30:1/14:0)+H,,840.7281,822.7175,678.6753,660.6647,642.6542,612.5197,450.4669,432.4564,228.2322,420.4564
SHexCer(d14:0/30:2)+H,,838.7125,820.702,676.6597,658.6491,640.6385,390.285,228.2322,210.2216,448.4513,198.2216
SHexCer(d14:1/30:1)+H,,838.7125,820.702,676.6597,658.6491,640.6385,388.2694,226.2166,208.206,450.4669,196.206
SHexCer(d15:1/29:1)+H,,838.7125,820.702,676.6597,658.6491,640.6385,402.285,240.2322,222.2216,436.4513,210.2216
SHexCer(d16:0/28:2)+H,,838.7125,820.702,676.6597,658.6491,640.6385,418.3163,256.2635,238.2529,420.42,226.2529
SHexCer(d16:1/28:1)+H,,838.7125,820.702,676.6597,658.6491,640.6385,416.3007,254.2478,236.2373,422.4356,224.2373
SHexCer(d17:1/27:1)+H,,838.7125,820.702,676.6597,658.6491,640.6385,430.3163,268.2635,250.2529,408.42,238.2529
SHexCer(d18:0/26:2)+H,,838.7125,820.702,676.6597,658.6491,640.6385,446.3476,284.2948,266.2842,392.3887,254.2842
SHexCer(d18:1/26:1)+H,,838.7125,820.702,676.6597,658.6491,640.6385,444.332,282.2791,264.2686,394.4044,252.2686
SHexCer(d19:1/25:1)+H,,838.7125,820.702,676.6597,658.6491,640.6385,458.3476,296.2948,278.2842,380.3887,266.2842
SHexCer(d20:0/24:2)+H,,838.7125,820.702,676.6597,658.6491,640.6385,474.3789,312.3261,294.3155,364.3574,282.3155
SHexCer(d20:1/24:1)+H,,838.7125,820.702,676.6597,658.6491,640.6385,472.3633,310.3105,292.2999,366.373,280.2999
SHexCer(d21:1/23:1)+H,,838.7125,820.702,676.6597,658.6491,640.6385,486.3789,324.3261,306.3155,352.3574,294.3155
