Cer_AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer_AS(d19:2/20:1)-H,618.54665,600.53615,586.52045,570.52555,308.26005,292.26515,325.27535,324.29135,280.26515,307.26485,251.23855,249.22295,279.26985
Cer_AS(d19:2/20:2)-H,616.53105,598.52045,584.50485,568.50985,308.26005,292.26515,323.25975,322.27565,280.26515,305.24915,251.23855,249.22295,277.25425
Cer_AS(d19:2/20:3)-H,614.51535,596.50485,582.48915,566.49425,308.26005,292.26515,321.24405,320.26005,280.26515,303.23355,251.23855,249.22295,275.23855
Cer_AS(d19:2/20:4)-H,612.49975,594.48915,580.47355,564.47855,308.26005,292.26515,319.22845,318.24445,280.26515,301.21785,251.23855,249.22295,273.22295
Cer_AS(d19:2/21:0)-H,634.57805,616.56745,602.55175,586.55685,308.26005,292.26515,341.30665,340.32265,280.26515,323.29615,251.23855,249.22295,295.30115
Cer_AS(d19:2/21:1)-H,632.56235,614.55175,600.53615,584.54115,308.26005,292.26515,339.29105,338.30705,280.26515,321.28045,251.23855,249.22295,293.28555
Cer_AS(d19:2/21:2)-H,630.54665,612.53615,598.52045,582.52555,308.26005,292.26515,337.27535,336.29135,280.26515,319.26485,251.23855,249.22295,291.26985
Cer_AS(d19:2/21:3)-H,628.53105,610.52045,596.50485,580.50985,308.26005,292.26515,335.25975,334.27565,280.26515,317.24915,251.23855,249.22295,289.25425
Cer_AS(d19:2/21:4)-H,626.51535,608.50485,594.48915,578.49425,308.26005,292.26515,333.24405,332.26005,280.26515,315.23355,251.23855,249.22295,287.23855
Cer_AS(d19:2/22:0)-H,648.59365,630.58305,616.56745,600.57255,308.26005,292.26515,355.32235,354.33835,280.26515,337.31175,251.23855,249.22295,309.31685
Cer_AS(d19:2/22:1)-H,646.57805,628.56745,614.55175,598.55685,308.26005,292.26515,353.30665,352.32265,280.26515,335.29615,251.23855,249.22295,307.30115
Cer_AS(d19:2/22:2)-H,644.56235,626.55175,612.53615,596.54115,308.26005,292.26515,351.29105,350.30705,280.26515,333.28045,251.23855,249.22295,305.28555
Cer_AS(d19:2/22:3)-H,642.54665,624.53615,610.52045,594.52555,308.26005,292.26515,349.27535,348.29135,280.26515,331.26485,251.23855,249.22295,303.26985
Cer_AS(d19:2/22:4)-H,640.53105,622.52045,608.50485,592.50985,308.26005,292.26515,347.25975,346.27565,280.26515,329.24915,251.23855,249.22295,301.25425
Cer_AS(d19:2/23:0)-H,662.60935,644.59865,630.58305,614.58815,308.26005,292.26515,369.33795,368.35395,280.26515,351.32745,251.23855,249.22295,323.33245
Cer_AS(d19:2/23:1)-H,660.59365,642.58305,628.56745,612.57255,308.26005,292.26515,367.32235,366.33835,280.26515,349.31175,251.23855,249.22295,321.31685
Cer_AS(d19:2/23:2)-H,658.57805,640.56745,626.55175,610.55685,308.26005,292.26515,365.30665,364.32265,280.26515,347.29615,251.23855,249.22295,319.30115
Cer_AS(d19:2/23:3)-H,656.56235,638.55175,624.53615,608.54115,308.26005,292.26515,363.29105,362.30705,280.26515,345.28045,251.23855,249.22295,317.28555
Cer_AS(d19:2/23:4)-H,654.54665,636.53615,622.52045,606.52555,308.26005,292.26515,361.27535,360.29135,280.26515,343.26485,251.23855,249.22295,315.26985
Cer_AS(d19:2/24:0)-H,676.62495,658.61435,644.59865,628.60385,308.26005,292.26515,383.35365,382.36955,280.26515,365.34305,251.23855,249.22295,337.34815
Cer_AS(d19:2/24:1)-H,674.60935,656.59865,642.58305,626.58815,308.26005,292.26515,381.33795,380.35395,280.26515,363.32745,251.23855,249.22295,335.33245
Cer_AS(d19:2/24:2)-H,672.59365,654.58305,640.56745,624.57255,308.26005,292.26515,379.32235,378.33835,280.26515,361.31175,251.23855,249.22295,333.31685
Cer_AS(d19:2/24:3)-H,670.57805,652.56745,638.55175,622.55685,308.26005,292.26515,377.30665,376.32265,280.26515,359.29615,251.23855,249.22295,331.30115
Cer_AS(d19:2/24:4)-H,668.56235,650.55175,636.53615,620.54115,308.26005,292.26515,375.29105,374.30705,280.26515,357.28045,251.23855,249.22295,329.28555
Cer_AS(d19:2/25:0)-H,690.64055,672.63005,658.61435,642.61945,308.26005,292.26515,397.36925,396.38525,280.26515,379.35875,251.23855,249.22295,351.36385
Cer_AS(d19:2/25:1)-H,688.62495,670.61435,656.59865,640.60385,308.26005,292.26515,395.35365,394.36955,280.26515,377.34305,251.23855,249.22295,349.34815
Cer_AS(d19:2/25:2)-H,686.60935,668.59865,654.58305,638.58815,308.26005,292.26515,393.33795,392.35395,280.26515,375.32745,251.23855,249.22295,347.33245
Cer_AS(d19:2/25:3)-H,684.59365,666.58305,652.56745,636.57255,308.26005,292.26515,391.32235,390.33835,280.26515,373.31175,251.23855,249.22295,345.31685
Cer_AS(d19:2/25:4)-H,682.57805,664.56745,650.55175,634.55685,308.26005,292.26515,389.30665,388.32265,280.26515,371.29615,251.23855,249.22295,343.30115
Cer_AS(d19:2/26:0)-H,704.65625,686.64565,672.63005,656.63505,308.26005,292.26515,411.38495,410.40095,280.26515,393.37435,251.23855,249.22295,365.37945
Cer_AS(d19:2/26:1)-H,702.64055,684.63005,670.61435,654.61945,308.26005,292.26515,409.36925,408.38525,280.26515,391.35875,251.23855,249.22295,363.36385
Cer_AS(d19:2/26:2)-H,700.62495,682.61435,668.59865,652.60385,308.26005,292.26515,407.35365,406.36955,280.26515,389.34305,251.23855,249.22295,361.34815
Cer_AS(d19:2/26:3)-H,698.60935,680.59865,666.58305,650.58815,308.26005,292.26515,405.33795,404.35395,280.26515,387.32745,251.23855,249.22295,359.33245
Cer_AS(d19:2/26:4)-H,696.59365,678.58305,664.56745,648.57255,308.26005,292.26515,403.32235,402.33835,280.26515,385.31175,251.23855,249.22295,357.31685
Cer_AS(d19:2/27:0)-H,718.67185,700.66135,686.64565,670.65075,308.26005,292.26515,425.40055,424.41655,280.26515,407.39005,251.23855,249.22295,379.39505
Cer_AS(d19:2/27:1)-H,716.65625,698.64565,684.63005,668.63505,308.26005,292.26515,423.38495,422.40095,280.26515,405.37435,251.23855,249.22295,377.37945
Cer_AS(d19:2/27:2)-H,714.64055,696.63005,682.61435,666.61945,308.26005,292.26515,421.36925,420.38525,280.26515,403.35875,251.23855,249.22295,375.36385
Cer_AS(d19:2/27:3)-H,712.62495,694.61435,680.59865,664.60385,308.26005,292.26515,419.35365,418.36955,280.26515,401.34305,251.23855,249.22295,373.34815
Cer_AS(d19:2/27:4)-H,710.60935,692.59865,678.58305,662.58815,308.26005,292.26515,417.33795,416.35395,280.26515,399.32745,251.23855,249.22295,371.33245
Cer_AS(d19:2/28:0)-H,732.68755,714.67695,700.66135,684.66635,308.26005,292.26515,439.41625,438.43225,280.26515,421.40565,251.23855,249.22295,393.41075
Cer_AS(d19:2/28:1)-H,730.67185,712.66135,698.64565,682.65075,308.26005,292.26515,437.40055,436.41655,280.26515,419.39005,251.23855,249.22295,391.39505
Cer_AS(d19:2/28:2)-H,728.65625,710.64565,696.63005,680.63505,308.26005,292.26515,435.38495,434.40095,280.26515,417.37435,251.23855,249.22295,389.37945
Cer_AS(d19:2/28:3)-H,726.64055,708.63005,694.61435,678.61945,308.26005,292.26515,433.36925,432.38525,280.26515,415.35875,251.23855,249.22295,387.36385
Cer_AS(d19:2/28:4)-H,724.62495,706.61435,692.59865,676.60385,308.26005,292.26515,431.35365,430.36955,280.26515,413.34305,251.23855,249.22295,385.34815
Cer_AS(d19:2/29:0)-H,746.70315,728.69265,714.67695,698.68205,308.26005,292.26515,453.43185,452.44785,280.26515,435.42125,251.23855,249.22295,407.42635
Cer_AS(d19:2/29:1)-H,744.68755,726.67695,712.66135,696.66635,308.26005,292.26515,451.41625,450.43225,280.26515,433.40565,251.23855,249.22295,405.41075
Cer_AS(d19:2/29:2)-H,742.67185,724.66135,710.64565,694.65075,308.26005,292.26515,449.40055,448.41655,280.26515,431.39005,251.23855,249.22295,403.39505
Cer_AS(d19:2/29:3)-H,740.65625,722.64565,708.63005,692.63505,308.26005,292.26515,447.38495,446.40095,280.26515,429.37435,251.23855,249.22295,401.37945
Cer_AS(d19:2/29:4)-H,738.64055,720.63005,706.61435,690.61945,308.26005,292.26515,445.36925,444.38525,280.26515,427.35875,251.23855,249.22295,399.36385
Cer_AS(d19:2/30:0)-H,760.71885,742.70825,728.69265,712.69765,308.26005,292.26515,467.44755,466.46355,280.26515,449.43695,251.23855,249.22295,421.44205
Cer_AS(d19:2/30:1)-H,758.70315,740.69265,726.67695,710.68205,308.26005,292.26515,465.43185,464.44785,280.26515,447.42125,251.23855,249.22295,419.42635
Cer_AS(d19:2/30:2)-H,756.68755,738.67695,724.66135,708.66635,308.26005,292.26515,463.41625,462.43225,280.26515,445.40565,251.23855,249.22295,417.41075
Cer_AS(d19:2/30:3)-H,754.67185,736.66135,722.64565,706.65075,308.26005,292.26515,461.40055,460.41655,280.26515,443.39005,251.23855,249.22295,415.39505
Cer_AS(d19:2/30:4)-H,752.65625,734.64565,720.63005,704.63505,308.26005,292.26515,459.38495,458.40095,280.26515,441.37435,251.23855,249.22295,413.37945
Cer_AS(d19:2/31:0)-H,774.73445,756.72395,742.70825,726.71335,308.26005,292.26515,481.46315,480.47915,280.26515,463.45265,251.23855,249.22295,435.45775
Cer_AS(d19:2/31:1)-H,772.71885,754.70825,740.69265,724.69765,308.26005,292.26515,479.44755,478.46355,280.26515,461.43695,251.23855,249.22295,433.44205
Cer_AS(d19:2/31:2)-H,770.70315,752.69265,738.67695,722.68205,308.26005,292.26515,477.43185,476.44785,280.26515,459.42125,251.23855,249.22295,431.42635
Cer_AS(d19:2/31:3)-H,768.68755,750.67695,736.66135,720.66635,308.26005,292.26515,475.41625,474.43225,280.26515,457.40565,251.23855,249.22295,429.41075
Cer_AS(d19:2/31:4)-H,766.67185,748.66135,734.64565,718.65075,308.26005,292.26515,473.40055,472.41655,280.26515,455.39005,251.23855,249.22295,427.39505
Cer_AS(d19:2/32:0)-H,788.75015,770.73955,756.72395,740.72905,308.26005,292.26515,495.47885,494.49485,280.26515,477.46825,251.23855,249.22295,449.47335
Cer_AS(d19:2/32:1)-H,786.73445,768.72395,754.70825,738.71335,308.26005,292.26515,493.46315,492.47915,280.26515,475.45265,251.23855,249.22295,447.45775
Cer_AS(d19:2/32:2)-H,784.71885,766.70825,752.69265,736.69765,308.26005,292.26515,491.44755,490.46355,280.26515,473.43695,251.23855,249.22295,445.44205
Cer_AS(d19:2/32:3)-H,782.70315,764.69265,750.67695,734.68205,308.26005,292.26515,489.43185,488.44785,280.26515,471.42125,251.23855,249.22295,443.42635
Cer_AS(d19:2/32:4)-H,780.68755,762.67695,748.66135,732.66635,308.26005,292.26515,487.41625,486.43225,280.26515,469.40565,251.23855,249.22295,441.41075
Cer_AS(d19:2/33:0)-H,802.76585,784.75525,770.73955,754.74465,308.26005,292.26515,509.49445,508.51045,280.26515,491.48395,251.23855,249.22295,463.48895
Cer_AS(d19:2/33:1)-H,800.75015,782.73955,768.72395,752.72905,308.26005,292.26515,507.47885,506.49485,280.26515,489.46825,251.23855,249.22295,461.47335
Cer_AS(d19:2/33:2)-H,798.73445,780.72395,766.70825,750.71335,308.26005,292.26515,505.46315,504.47915,280.26515,487.45265,251.23855,249.22295,459.45775
Cer_AS(d19:2/33:3)-H,796.71885,778.70825,764.69265,748.69765,308.26005,292.26515,503.44755,502.46355,280.26515,485.43695,251.23855,249.22295,457.44205
Cer_AS(d19:2/33:4)-H,794.70315,776.69265,762.67695,746.68205,308.26005,292.26515,501.43185,500.44785,280.26515,483.42125,251.23855,249.22295,455.42635
Cer_AS(d19:2/34:0)-H,816.78145,798.77085,784.75525,768.76035,308.26005,292.26515,523.51015,522.52615,280.26515,505.49955,251.23855,249.22295,477.50465
Cer_AS(d19:2/34:1)-H,814.76585,796.75525,782.73955,766.74465,308.26005,292.26515,521.49455,520.51045,280.26515,503.48395,251.23855,249.22295,475.48895
Cer_AS(d19:2/34:2)-H,812.75015,794.73955,780.72395,764.72905,308.26005,292.26515,519.47885,518.49485,280.26515,501.46825,251.23855,249.22295,473.47335
Cer_AS(d19:2/34:3)-H,810.73445,792.72395,778.70825,762.71335,308.26005,292.26515,517.46315,516.47915,280.26515,499.45265,251.23855,249.22295,471.45775
Cer_AS(d19:2/34:4)-H,808.71885,790.70825,776.69265,760.69765,308.26005,292.26515,515.44755,514.46355,280.26515,497.43695,251.23855,249.22295,469.44205
Cer_AS(d19:2/35:0)-H,830.79715,812.78645,798.77085,782.77595,308.26005,292.26515,537.52575,536.54175,280.26515,519.51515,251.23855,249.22295,491.52025
Cer_AS(d19:2/35:1)-H,828.78145,810.77085,796.75525,780.76035,308.26005,292.26515,535.51015,534.52615,280.26515,517.49955,251.23855,249.22295,489.50465
Cer_AS(d19:2/35:2)-H,826.76585,808.75525,794.73955,778.74465,308.26005,292.26515,533.49455,532.51045,280.26515,515.48385,251.23855,249.22295,487.48895
Cer_AS(d19:2/35:3)-H,824.75015,806.73955,792.72395,776.72905,308.26005,292.26515,531.47885,530.49485,280.26515,513.46825,251.23855,249.22295,485.47335
Cer_AS(d19:2/35:4)-H,822.73445,804.72395,790.70825,774.71335,308.26005,292.26515,529.46315,528.47915,280.26515,511.45265,251.23855,249.22295,483.45775
Cer_AS(d19:2/36:0)-H,844.81275,826.80215,812.78645,796.79165,308.26005,292.26515,551.54145,550.55745,280.26515,533.53085,251.23855,249.22295,505.53595
Cer_AS(d19:2/36:1)-H,842.79715,824.78645,810.77085,794.77595,308.26005,292.26515,549.52575,548.54175,280.26515,531.51515,251.23855,249.22295,503.52025
Cer_AS(d19:2/36:2)-H,840.78145,822.77085,808.75525,792.76035,308.26005,292.26515,547.51015,546.52615,280.26515,529.49955,251.23855,249.22295,501.50465
Cer_AS(d19:2/36:3)-H,838.76585,820.75525,806.73955,790.74465,308.26005,292.26515,545.49455,544.51045,280.26515,527.48385,251.23855,249.22295,499.48895
Cer_AS(d19:2/36:4)-H,836.75015,818.73955,804.72395,788.72905,308.26005,292.26515,543.47885,542.49485,280.26515,525.46825,251.23855,249.22295,497.47335
Cer_AS(d20:2/14:0)-H,550.48405,532.47355,518.45785,502.46295,322.27565,306.28075,243.19715,242.21315,294.28075,225.18655,265.25425,263.23855,197.19165
Cer_AS(d20:2/14:1)-H,548.46845,530.45785,516.44225,500.44725,322.27565,306.28075,241.18145,240.19745,294.28075,223.17095,265.25425,263.23855,195.17595
Cer_AS(d20:2/14:2)-H,546.45285,528.44225,514.42655,498.43165,322.27565,306.28075,239.16585,238.18185,294.28075,221.15525,265.25425,263.23855,193.16035
Cer_AS(d20:2/14:3)-H,544.43715,526.42655,512.41095,496.41595,322.27565,306.28075,237.15015,236.16615,294.28075,219.13965,265.25425,263.23855,191.14465
Cer_AS(d20:2/15:0)-H,564.49975,546.48915,532.47355,516.47855,322.27565,306.28075,257.21275,256.22875,294.28075,239.20225,265.25425,263.23855,211.20725
Cer_AS(d20:2/15:1)-H,562.48405,544.47355,530.45785,514.46295,322.27565,306.28075,255.19715,254.21315,294.28075,237.18655,265.25425,263.23855,209.19165
Cer_AS(d20:2/15:2)-H,560.46845,542.45785,528.44225,512.44735,322.27565,306.28075,253.18145,252.19745,294.28075,235.17095,265.25425,263.23855,207.17595
Cer_AS(d20:2/15:3)-H,558.45285,540.44225,526.42655,510.43165,322.27565,306.28075,251.16585,250.18185,294.28075,233.15525,265.25425,263.23855,205.16035
Cer_AS(d20:2/16:0)-H,578.51535,560.50485,546.48915,530.49425,322.27565,306.28075,271.22845,270.24445,294.28075,253.21785,265.25425,263.23855,225.22295
Cer_AS(d20:2/16:1)-H,576.49975,558.48915,544.47355,528.47855,322.27565,306.28075,269.21275,268.22875,294.28075,251.20225,265.25425,263.23855,223.20725
Cer_AS(d20:2/16:2)-H,574.48405,556.47355,542.45785,526.46295,322.27565,306.28075,267.19715,266.21315,294.28075,249.18655,265.25425,263.23855,221.19165
Cer_AS(d20:2/16:3)-H,572.46845,554.45785,540.44225,524.44735,322.27565,306.28075,265.18145,264.19745,294.28075,247.17095,265.25425,263.23855,219.17595
Cer_AS(d20:2/16:4)-H,570.45285,552.44225,538.42655,522.43165,322.27565,306.28075,263.16585,262.18185,294.28075,245.15525,265.25425,263.23855,217.16035
Cer_AS(d20:2/17:0)-H,592.53105,574.52045,560.50485,544.50985,322.27565,306.28075,285.24405,284.26005,294.28075,267.23355,265.25425,263.23855,239.23855
Cer_AS(d20:2/17:1)-H,590.51535,572.50485,558.48915,542.49425,322.27565,306.28075,283.22845,282.24445,294.28075,265.21785,265.25425,263.23855,237.22295
Cer_AS(d20:2/17:2)-H,588.49975,570.48915,556.47355,540.47855,322.27565,306.28075,281.21275,280.22875,294.28075,263.20225,265.25425,263.23855,235.20725
Cer_AS(d20:2/17:3)-H,586.48405,568.47355,554.45785,538.46295,322.27565,306.28075,279.19715,278.21315,294.28075,261.18655,265.25425,263.23855,233.19165
Cer_AS(d20:2/18:0)-H,606.54665,588.53615,574.52045,558.52555,322.27565,306.28075,299.25975,298.27565,294.28075,281.24915,265.25425,263.23855,253.25425
Cer_AS(d20:2/18:1)-H,604.53105,586.52045,572.50485,556.50985,322.27565,306.28075,297.24405,296.26005,294.28075,279.23355,265.25425,263.23855,251.23855
Cer_AS(d20:2/18:2)-H,602.51535,584.50485,570.48915,554.49425,322.27565,306.28075,295.22845,294.24445,294.28075,277.21785,265.25425,263.23855,249.22295
Cer_AS(d20:2/18:3)-H,600.49975,582.48915,568.47355,552.47855,322.27565,306.28075,293.21275,292.22875,294.28075,275.20225,265.25425,263.23855,247.20725
Cer_AS(d20:2/18:4)-H,598.48405,580.47355,566.45785,550.46295,322.27565,306.28075,291.19715,290.21315,294.28075,273.18655,265.25425,263.23855,245.19165
Cer_AS(d20:2/19:0)-H,620.56235,602.55175,588.53615,572.54115,322.27565,306.28075,313.27535,312.29135,294.28075,295.26485,265.25425,263.23855,267.26985
Cer_AS(d20:2/19:1)-H,618.54665,600.53615,586.52045,570.52555,322.27565,306.28075,311.25975,310.27565,294.28075,293.24915,265.25425,263.23855,265.25425
Cer_AS(d20:2/19:2)-H,616.53105,598.52045,584.50485,568.50985,322.27565,306.28075,309.24405,308.26005,294.28075,291.23355,265.25425,263.23855,263.23855
Cer_AS(d20:2/19:3)-H,614.51535,596.50485,582.48915,566.49425,322.27565,306.28075,307.22845,306.24445,294.28075,289.21785,265.25425,263.23855,261.22295
Cer_AS(d20:2/19:4)-H,612.49975,594.48915,580.47355,564.47855,322.27565,306.28075,305.21275,304.22875,294.28075,287.20225,265.25425,263.23855,259.20725
Cer_AS(d20:2/20:0)-H,634.57805,616.56745,602.55175,586.55685,322.27565,306.28075,327.29105,326.30705,294.28075,309.28045,265.25425,263.23855,281.28555
Cer_AS(d20:2/20:1)-H,632.56235,614.55175,600.53615,584.54115,322.27565,306.28075,325.27535,324.29135,294.28075,307.26485,265.25425,263.23855,279.26985
Cer_AS(d20:2/20:2)-H,630.54665,612.53615,598.52045,582.52555,322.27565,306.28075,323.25975,322.27565,294.28075,305.24915,265.25425,263.23855,277.25425
Cer_AS(d20:2/20:3)-H,628.53105,610.52045,596.50485,580.50985,322.27565,306.28075,321.24405,320.26005,294.28075,303.23355,265.25425,263.23855,275.23855
Cer_AS(d20:2/20:4)-H,626.51535,608.50485,594.48915,578.49425,322.27565,306.28075,319.22845,318.24445,294.28075,301.21785,265.25425,263.23855,273.22295
Cer_AS(d20:2/21:0)-H,648.59365,630.58305,616.56745,600.57255,322.27565,306.28075,341.30665,340.32265,294.28075,323.29615,265.25425,263.23855,295.30115
Cer_AS(d20:2/21:1)-H,646.57805,628.56745,614.55175,598.55685,322.27565,306.28075,339.29105,338.30705,294.28075,321.28045,265.25425,263.23855,293.28555
Cer_AS(d20:2/21:2)-H,644.56235,626.55175,612.53615,596.54115,322.27565,306.28075,337.27535,336.29135,294.28075,319.26485,265.25425,263.23855,291.26985
Cer_AS(d20:2/21:3)-H,642.54665,624.53615,610.52045,594.52555,322.27565,306.28075,335.25975,334.27565,294.28075,317.24915,265.25425,263.23855,289.25425
Cer_AS(d20:2/21:4)-H,640.53105,622.52045,608.50485,592.50985,322.27565,306.28075,333.24405,332.26005,294.28075,315.23355,265.25425,263.23855,287.23855
Cer_AS(d20:2/22:0)-H,662.60935,644.59865,630.58305,614.58815,322.27565,306.28075,355.32235,354.33835,294.28075,337.31175,265.25425,263.23855,309.31685
Cer_AS(d20:2/22:1)-H,660.59365,642.58305,628.56745,612.57255,322.27565,306.28075,353.30665,352.32265,294.28075,335.29615,265.25425,263.23855,307.30115
Cer_AS(d20:2/22:2)-H,658.57805,640.56745,626.55175,610.55685,322.27565,306.28075,351.29105,350.30705,294.28075,333.28045,265.25425,263.23855,305.28555
Cer_AS(d20:2/22:3)-H,656.56235,638.55175,624.53615,608.54115,322.27565,306.28075,349.27535,348.29135,294.28075,331.26485,265.25425,263.23855,303.26985
Cer_AS(d20:2/22:4)-H,654.54665,636.53615,622.52045,606.52555,322.27565,306.28075,347.25975,346.27565,294.28075,329.24915,265.25425,263.23855,301.25425
Cer_AS(d20:2/23:0)-H,676.62495,658.61435,644.59865,628.60385,322.27565,306.28075,369.33795,368.35395,294.28075,351.32745,265.25425,263.23855,323.33245
Cer_AS(d20:2/23:1)-H,674.60935,656.59865,642.58305,626.58815,322.27565,306.28075,367.32235,366.33835,294.28075,349.31175,265.25425,263.23855,321.31685
Cer_AS(d20:2/23:2)-H,672.59365,654.58305,640.56745,624.57255,322.27565,306.28075,365.30665,364.32265,294.28075,347.29615,265.25425,263.23855,319.30115
Cer_AS(d20:2/23:3)-H,670.57805,652.56745,638.55175,622.55685,322.27565,306.28075,363.29105,362.30705,294.28075,345.28045,265.25425,263.23855,317.28555
Cer_AS(d20:2/23:4)-H,668.56235,650.55175,636.53615,620.54115,322.27565,306.28075,361.27535,360.29135,294.28075,343.26485,265.25425,263.23855,315.26985
Cer_AS(d20:2/24:0)-H,690.64055,672.63005,658.61435,642.61945,322.27565,306.28075,383.35365,382.36955,294.28075,365.34305,265.25425,263.23855,337.34815
Cer_AS(d20:2/24:1)-H,688.62495,670.61435,656.59865,640.60385,322.27565,306.28075,381.33795,380.35395,294.28075,363.32745,265.25425,263.23855,335.33245
Cer_AS(d20:2/24:2)-H,686.60935,668.59865,654.58305,638.58815,322.27565,306.28075,379.32235,378.33835,294.28075,361.31175,265.25425,263.23855,333.31685
Cer_AS(d20:2/24:3)-H,684.59365,666.58305,652.56745,636.57255,322.27565,306.28075,377.30665,376.32265,294.28075,359.29615,265.25425,263.23855,331.30115
Cer_AS(d20:2/24:4)-H,682.57805,664.56745,650.55175,634.55685,322.27565,306.28075,375.29105,374.30705,294.28075,357.28045,265.25425,263.23855,329.28555
Cer_AS(d20:2/25:0)-H,704.65625,686.64565,672.63005,656.63505,322.27565,306.28075,397.36925,396.38525,294.28075,379.35875,265.25425,263.23855,351.36385
Cer_AS(d20:2/25:1)-H,702.64055,684.63005,670.61435,654.61945,322.27565,306.28075,395.35365,394.36955,294.28075,377.34305,265.25425,263.23855,349.34815
Cer_AS(d20:2/25:2)-H,700.62495,682.61435,668.59865,652.60385,322.27565,306.28075,393.33795,392.35395,294.28075,375.32745,265.25425,263.23855,347.33245
Cer_AS(d20:2/25:3)-H,698.60935,680.59865,666.58305,650.58815,322.27565,306.28075,391.32235,390.33835,294.28075,373.31175,265.25425,263.23855,345.31685
Cer_AS(d20:2/25:4)-H,696.59365,678.58305,664.56745,648.57255,322.27565,306.28075,389.30665,388.32265,294.28075,371.29615,265.25425,263.23855,343.30115
Cer_AS(d20:2/26:0)-H,718.67185,700.66135,686.64565,670.65075,322.27565,306.28075,411.38495,410.40095,294.28075,393.37435,265.25425,263.23855,365.37945
Cer_AS(d20:2/26:1)-H,716.65625,698.64565,684.63005,668.63505,322.27565,306.28075,409.36925,408.38525,294.28075,391.35875,265.25425,263.23855,363.36385
Cer_AS(d20:2/26:2)-H,714.64055,696.63005,682.61435,666.61945,322.27565,306.28075,407.35365,406.36955,294.28075,389.34305,265.25425,263.23855,361.34815
Cer_AS(d20:2/26:3)-H,712.62495,694.61435,680.59865,664.60385,322.27565,306.28075,405.33795,404.35395,294.28075,387.32745,265.25425,263.23855,359.33245
Cer_AS(d20:2/26:4)-H,710.60935,692.59865,678.58305,662.58815,322.27565,306.28075,403.32235,402.33835,294.28075,385.31175,265.25425,263.23855,357.31685
Cer_AS(d20:2/27:0)-H,732.68755,714.67695,700.66135,684.66635,322.27565,306.28075,425.40055,424.41655,294.28075,407.39005,265.25425,263.23855,379.39505
Cer_AS(d20:2/27:1)-H,730.67185,712.66135,698.64565,682.65075,322.27565,306.28075,423.38495,422.40095,294.28075,405.37435,265.25425,263.23855,377.37945
Cer_AS(d20:2/27:2)-H,728.65625,710.64565,696.63005,680.63505,322.27565,306.28075,421.36925,420.38525,294.28075,403.35875,265.25425,263.23855,375.36385
Cer_AS(d20:2/27:3)-H,726.64055,708.63005,694.61435,678.61945,322.27565,306.28075,419.35365,418.36955,294.28075,401.34305,265.25425,263.23855,373.34815
Cer_AS(d20:2/27:4)-H,724.62495,706.61435,692.59865,676.60385,322.27565,306.28075,417.33795,416.35395,294.28075,399.32745,265.25425,263.23855,371.33245
Cer_AS(d20:2/28:0)-H,746.70315,728.69265,714.67695,698.68205,322.27565,306.28075,439.41625,438.43225,294.28075,421.40565,265.25425,263.23855,393.41075
Cer_AS(d20:2/28:1)-H,744.68755,726.67695,712.66135,696.66635,322.27565,306.28075,437.40055,436.41655,294.28075,419.39005,265.25425,263.23855,391.39505
Cer_AS(d20:2/28:2)-H,742.67185,724.66135,710.64565,694.65075,322.27565,306.28075,435.38495,434.40095,294.28075,417.37435,265.25425,263.23855,389.37945
Cer_AS(d20:2/28:3)-H,740.65625,722.64565,708.63005,692.63505,322.27565,306.28075,433.36925,432.38525,294.28075,415.35875,265.25425,263.23855,387.36385
Cer_AS(d20:2/28:4)-H,738.64055,720.63005,706.61435,690.61945,322.27565,306.28075,431.35365,430.36955,294.28075,413.34305,265.25425,263.23855,385.34815
Cer_AS(d20:2/29:0)-H,760.71885,742.70825,728.69265,712.69765,322.27565,306.28075,453.43185,452.44785,294.28075,435.42125,265.25425,263.23855,407.42635
Cer_AS(d20:2/29:1)-H,758.70315,740.69265,726.67695,710.68205,322.27565,306.28075,451.41625,450.43225,294.28075,433.40565,265.25425,263.23855,405.41075
Cer_AS(d20:2/29:2)-H,756.68755,738.67695,724.66135,708.66635,322.27565,306.28075,449.40055,448.41655,294.28075,431.39005,265.25425,263.23855,403.39505
Cer_AS(d20:2/29:3)-H,754.67185,736.66135,722.64565,706.65075,322.27565,306.28075,447.38495,446.40095,294.28075,429.37435,265.25425,263.23855,401.37945
Cer_AS(d20:2/29:4)-H,752.65625,734.64565,720.63005,704.63505,322.27565,306.28075,445.36925,444.38525,294.28075,427.35875,265.25425,263.23855,399.36385
Cer_AS(d20:2/30:0)-H,774.73445,756.72395,742.70825,726.71335,322.27565,306.28075,467.44755,466.46355,294.28075,449.43695,265.25425,263.23855,421.44205
Cer_AS(d20:2/30:1)-H,772.71885,754.70825,740.69265,724.69765,322.27565,306.28075,465.43185,464.44785,294.28075,447.42125,265.25425,263.23855,419.42635
Cer_AS(d20:2/30:2)-H,770.70315,752.69265,738.67695,722.68205,322.27565,306.28075,463.41625,462.43225,294.28075,445.40565,265.25425,263.23855,417.41075
