Cer_AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer_AS(d19:1/22:3)-H,644.56235,626.55175,612.53615,596.54115,310.27565,294.28075,349.27535,348.29135,282.28075,331.26485,253.25425,251.23855,303.26985
Cer_AS(d19:1/22:4)-H,642.54665,624.53615,610.52045,594.52555,310.27565,294.28075,347.25975,346.27565,282.28075,329.24915,253.25425,251.23855,301.25425
Cer_AS(d19:1/23:0)-H,664.62495,646.61435,632.59865,616.60385,310.27565,294.28075,369.33795,368.35395,282.28075,351.32745,253.25425,251.23855,323.33245
Cer_AS(d19:1/23:1)-H,662.60935,644.59865,630.58305,614.58815,310.27565,294.28075,367.32235,366.33835,282.28075,349.31175,253.25425,251.23855,321.31685
Cer_AS(d19:1/23:2)-H,660.59365,642.58305,628.56745,612.57255,310.27565,294.28075,365.30665,364.32265,282.28075,347.29615,253.25425,251.23855,319.30115
Cer_AS(d19:1/23:3)-H,658.57805,640.56745,626.55175,610.55685,310.27565,294.28075,363.29105,362.30705,282.28075,345.28045,253.25425,251.23855,317.28555
Cer_AS(d19:1/23:4)-H,656.56235,638.55175,624.53615,608.54115,310.27565,294.28075,361.27535,360.29135,282.28075,343.26485,253.25425,251.23855,315.26985
Cer_AS(d19:1/24:0)-H,678.64055,660.63005,646.61435,630.61945,310.27565,294.28075,383.35365,382.36955,282.28075,365.34305,253.25425,251.23855,337.34815
Cer_AS(d19:1/24:1)-H,676.62495,658.61435,644.59865,628.60385,310.27565,294.28075,381.33795,380.35395,282.28075,363.32745,253.25425,251.23855,335.33245
Cer_AS(d19:1/24:2)-H,674.60935,656.59865,642.58305,626.58815,310.27565,294.28075,379.32235,378.33835,282.28075,361.31175,253.25425,251.23855,333.31685
Cer_AS(d19:1/24:3)-H,672.59365,654.58305,640.56745,624.57255,310.27565,294.28075,377.30665,376.32265,282.28075,359.29615,253.25425,251.23855,331.30115
Cer_AS(d19:1/24:4)-H,670.57805,652.56745,638.55175,622.55685,310.27565,294.28075,375.29105,374.30705,282.28075,357.28045,253.25425,251.23855,329.28555
Cer_AS(d19:1/25:0)-H,692.65625,674.64565,660.63005,644.63505,310.27565,294.28075,397.36925,396.38525,282.28075,379.35875,253.25425,251.23855,351.36385
Cer_AS(d19:1/25:1)-H,690.64055,672.63005,658.61435,642.61945,310.27565,294.28075,395.35365,394.36955,282.28075,377.34305,253.25425,251.23855,349.34815
Cer_AS(d19:1/25:2)-H,688.62495,670.61435,656.59865,640.60385,310.27565,294.28075,393.33795,392.35395,282.28075,375.32745,253.25425,251.23855,347.33245
Cer_AS(d19:1/25:3)-H,686.60935,668.59865,654.58305,638.58815,310.27565,294.28075,391.32235,390.33835,282.28075,373.31175,253.25425,251.23855,345.31685
Cer_AS(d19:1/25:4)-H,684.59365,666.58305,652.56745,636.57255,310.27565,294.28075,389.30665,388.32265,282.28075,371.29615,253.25425,251.23855,343.30115
Cer_AS(d19:1/26:0)-H,706.67185,688.66135,674.64565,658.65075,310.27565,294.28075,411.38495,410.40095,282.28075,393.37435,253.25425,251.23855,365.37945
Cer_AS(d19:1/26:1)-H,704.65625,686.64565,672.63005,656.63505,310.27565,294.28075,409.36925,408.38525,282.28075,391.35875,253.25425,251.23855,363.36385
Cer_AS(d19:1/26:2)-H,702.64055,684.63005,670.61435,654.61945,310.27565,294.28075,407.35365,406.36955,282.28075,389.34305,253.25425,251.23855,361.34815
Cer_AS(d19:1/26:3)-H,700.62495,682.61435,668.59865,652.60385,310.27565,294.28075,405.33795,404.35395,282.28075,387.32745,253.25425,251.23855,359.33245
Cer_AS(d19:1/26:4)-H,698.60935,680.59865,666.58305,650.58815,310.27565,294.28075,403.32235,402.33835,282.28075,385.31175,253.25425,251.23855,357.31685
Cer_AS(d19:1/27:0)-H,720.68755,702.67695,688.66135,672.66635,310.27565,294.28075,425.40055,424.41655,282.28075,407.39005,253.25425,251.23855,379.39505
Cer_AS(d19:1/27:1)-H,718.67185,700.66135,686.64565,670.65075,310.27565,294.28075,423.38495,422.40095,282.28075,405.37435,253.25425,251.23855,377.37945
Cer_AS(d19:1/27:2)-H,716.65625,698.64565,684.63005,668.63505,310.27565,294.28075,421.36925,420.38525,282.28075,403.35875,253.25425,251.23855,375.36385
Cer_AS(d19:1/27:3)-H,714.64055,696.63005,682.61435,666.61945,310.27565,294.28075,419.35365,418.36955,282.28075,401.34305,253.25425,251.23855,373.34815
Cer_AS(d19:1/27:4)-H,712.62495,694.61435,680.59865,664.60385,310.27565,294.28075,417.33795,416.35395,282.28075,399.32745,253.25425,251.23855,371.33245
Cer_AS(d19:1/28:0)-H,734.70315,716.69265,702.67695,686.68205,310.27565,294.28075,439.41625,438.43225,282.28075,421.40565,253.25425,251.23855,393.41075
Cer_AS(d19:1/28:1)-H,732.68755,714.67695,700.66135,684.66635,310.27565,294.28075,437.40055,436.41655,282.28075,419.39005,253.25425,251.23855,391.39505
Cer_AS(d19:1/28:2)-H,730.67185,712.66135,698.64565,682.65075,310.27565,294.28075,435.38495,434.40095,282.28075,417.37435,253.25425,251.23855,389.37945
Cer_AS(d19:1/28:3)-H,728.65625,710.64565,696.63005,680.63505,310.27565,294.28075,433.36925,432.38525,282.28075,415.35875,253.25425,251.23855,387.36385
Cer_AS(d19:1/28:4)-H,726.64055,708.63005,694.61435,678.61945,310.27565,294.28075,431.35365,430.36955,282.28075,413.34305,253.25425,251.23855,385.34815
Cer_AS(d19:1/29:0)-H,748.71885,730.70825,716.69265,700.69765,310.27565,294.28075,453.43185,452.44785,282.28075,435.42125,253.25425,251.23855,407.42635
Cer_AS(d19:1/29:1)-H,746.70315,728.69265,714.67695,698.68205,310.27565,294.28075,451.41625,450.43225,282.28075,433.40565,253.25425,251.23855,405.41075
Cer_AS(d19:1/29:2)-H,744.68755,726.67695,712.66135,696.66635,310.27565,294.28075,449.40055,448.41655,282.28075,431.39005,253.25425,251.23855,403.39505
Cer_AS(d19:1/29:3)-H,742.67185,724.66135,710.64565,694.65075,310.27565,294.28075,447.38495,446.40095,282.28075,429.37435,253.25425,251.23855,401.37945
Cer_AS(d19:1/29:4)-H,740.65625,722.64565,708.63005,692.63505,310.27565,294.28075,445.36925,444.38525,282.28075,427.35875,253.25425,251.23855,399.36385
Cer_AS(d19:1/30:0)-H,762.73445,744.72395,730.70825,714.71335,310.27565,294.28075,467.44755,466.46355,282.28075,449.43695,253.25425,251.23855,421.44205
Cer_AS(d19:1/30:1)-H,760.71885,742.70825,728.69265,712.69765,310.27565,294.28075,465.43185,464.44785,282.28075,447.42125,253.25425,251.23855,419.42635
Cer_AS(d19:1/30:2)-H,758.70315,740.69265,726.67695,710.68205,310.27565,294.28075,463.41625,462.43225,282.28075,445.40565,253.25425,251.23855,417.41075
Cer_AS(d19:1/30:3)-H,756.68755,738.67695,724.66135,708.66635,310.27565,294.28075,461.40055,460.41655,282.28075,443.39005,253.25425,251.23855,415.39505
Cer_AS(d19:1/30:4)-H,754.67185,736.66135,722.64565,706.65075,310.27565,294.28075,459.38495,458.40095,282.28075,441.37435,253.25425,251.23855,413.37945
Cer_AS(d19:1/31:0)-H,776.75015,758.73955,744.72395,728.72905,310.27565,294.28075,481.46315,480.47915,282.28075,463.45265,253.25425,251.23855,435.45775
Cer_AS(d19:1/31:1)-H,774.73445,756.72395,742.70825,726.71335,310.27565,294.28075,479.44755,478.46355,282.28075,461.43695,253.25425,251.23855,433.44205
Cer_AS(d19:1/31:2)-H,772.71885,754.70825,740.69265,724.69765,310.27565,294.28075,477.43185,476.44785,282.28075,459.42125,253.25425,251.23855,431.42635
Cer_AS(d19:1/31:3)-H,770.70315,752.69265,738.67695,722.68205,310.27565,294.28075,475.41625,474.43225,282.28075,457.40565,253.25425,251.23855,429.41075
Cer_AS(d19:1/31:4)-H,768.68755,750.67695,736.66135,720.66635,310.27565,294.28075,473.40055,472.41655,282.28075,455.39005,253.25425,251.23855,427.39505
Cer_AS(d19:1/32:0)-H,790.76585,772.75525,758.73955,742.74465,310.27565,294.28075,495.47885,494.49485,282.28075,477.46825,253.25425,251.23855,449.47335
Cer_AS(d19:1/32:1)-H,788.75015,770.73955,756.72395,740.72905,310.27565,294.28075,493.46315,492.47915,282.28075,475.45265,253.25425,251.23855,447.45775
Cer_AS(d19:1/32:2)-H,786.73445,768.72395,754.70825,738.71335,310.27565,294.28075,491.44755,490.46355,282.28075,473.43695,253.25425,251.23855,445.44205
Cer_AS(d19:1/32:3)-H,784.71885,766.70825,752.69265,736.69765,310.27565,294.28075,489.43185,488.44785,282.28075,471.42125,253.25425,251.23855,443.42635
Cer_AS(d19:1/32:4)-H,782.70315,764.69265,750.67695,734.68205,310.27565,294.28075,487.41625,486.43225,282.28075,469.40565,253.25425,251.23855,441.41075
Cer_AS(d19:1/33:0)-H,804.78145,786.77085,772.75525,756.76035,310.27565,294.28075,509.49445,508.51045,282.28075,491.48395,253.25425,251.23855,463.48895
Cer_AS(d19:1/33:1)-H,802.76585,784.75525,770.73955,754.74465,310.27565,294.28075,507.47885,506.49485,282.28075,489.46825,253.25425,251.23855,461.47335
Cer_AS(d19:1/33:2)-H,800.75015,782.73955,768.72395,752.72905,310.27565,294.28075,505.46315,504.47915,282.28075,487.45265,253.25425,251.23855,459.45775
Cer_AS(d19:1/33:3)-H,798.73445,780.72395,766.70825,750.71335,310.27565,294.28075,503.44755,502.46355,282.28075,485.43695,253.25425,251.23855,457.44205
Cer_AS(d19:1/33:4)-H,796.71885,778.70825,764.69265,748.69765,310.27565,294.28075,501.43185,500.44785,282.28075,483.42125,253.25425,251.23855,455.42635
Cer_AS(d19:1/34:0)-H,818.79715,800.78645,786.77085,770.77595,310.27565,294.28075,523.51015,522.52615,282.28075,505.49955,253.25425,251.23855,477.50465
Cer_AS(d19:1/34:1)-H,816.78145,798.77085,784.75525,768.76035,310.27565,294.28075,521.49455,520.51045,282.28075,503.48395,253.25425,251.23855,475.48895
Cer_AS(d19:1/34:2)-H,814.76585,796.75525,782.73955,766.74465,310.27565,294.28075,519.47885,518.49485,282.28075,501.46825,253.25425,251.23855,473.47335
Cer_AS(d19:1/34:3)-H,812.75015,794.73955,780.72395,764.72905,310.27565,294.28075,517.46315,516.47915,282.28075,499.45265,253.25425,251.23855,471.45775
Cer_AS(d19:1/34:4)-H,810.73445,792.72395,778.70825,762.71335,310.27565,294.28075,515.44755,514.46355,282.28075,497.43695,253.25425,251.23855,469.44205
Cer_AS(d19:1/35:0)-H,832.81275,814.80215,800.78645,784.79165,310.27565,294.28075,537.52575,536.54175,282.28075,519.51515,253.25425,251.23855,491.52025
Cer_AS(d19:1/35:1)-H,830.79715,812.78645,798.77085,782.77595,310.27565,294.28075,535.51015,534.52615,282.28075,517.49955,253.25425,251.23855,489.50465
Cer_AS(d19:1/35:2)-H,828.78145,810.77085,796.75525,780.76035,310.27565,294.28075,533.49455,532.51045,282.28075,515.48385,253.25425,251.23855,487.48895
Cer_AS(d19:1/35:3)-H,826.76585,808.75525,794.73955,778.74465,310.27565,294.28075,531.47885,530.49485,282.28075,513.46825,253.25425,251.23855,485.47335
Cer_AS(d19:1/35:4)-H,824.75015,806.73955,792.72395,776.72905,310.27565,294.28075,529.46315,528.47915,282.28075,511.45265,253.25425,251.23855,483.45775
Cer_AS(d19:1/36:0)-H,846.82835,828.81785,814.80215,798.80725,310.27565,294.28075,551.54145,550.55745,282.28075,533.53085,253.25425,251.23855,505.53595
Cer_AS(d19:1/36:1)-H,844.81275,826.80215,812.78645,796.79165,310.27565,294.28075,549.52575,548.54175,282.28075,531.51515,253.25425,251.23855,503.52025
Cer_AS(d19:1/36:2)-H,842.79715,824.78645,810.77085,794.77595,310.27565,294.28075,547.51015,546.52615,282.28075,529.49955,253.25425,251.23855,501.50465
Cer_AS(d19:1/36:3)-H,840.78145,822.77085,808.75525,792.76035,310.27565,294.28075,545.49455,544.51045,282.28075,527.48385,253.25425,251.23855,499.48895
Cer_AS(d19:1/36:4)-H,838.76585,820.75525,806.73955,790.74465,310.27565,294.28075,543.47885,542.49485,282.28075,525.46825,253.25425,251.23855,497.47335
Cer_AS(d20:1/14:0)-H,552.49975,534.48915,520.47355,504.47865,324.29135,308.29645,243.19715,242.21315,296.29645,225.18655,267.26985,265.25425,197.19165
Cer_AS(d20:1/14:1)-H,550.48405,532.47355,518.45785,502.46295,324.29135,308.29645,241.18145,240.19745,296.29645,223.17095,267.26985,265.25425,195.17595
Cer_AS(d20:1/14:2)-H,548.46845,530.45785,516.44225,500.44725,324.29135,308.29645,239.16585,238.18185,296.29645,221.15525,267.26985,265.25425,193.16035
Cer_AS(d20:1/14:3)-H,546.45285,528.44225,514.42655,498.43165,324.29135,308.29645,237.15015,236.16615,296.29645,219.13965,267.26985,265.25425,191.14465
Cer_AS(d20:1/15:0)-H,566.51535,548.50485,534.48915,518.49425,324.29135,308.29645,257.21275,256.22875,296.29645,239.20225,267.26985,265.25425,211.20725
Cer_AS(d20:1/15:1)-H,564.49975,546.48915,532.47355,516.47855,324.29135,308.29645,255.19715,254.21315,296.29645,237.18655,267.26985,265.25425,209.19165
Cer_AS(d20:1/15:2)-H,562.48405,544.47355,530.45785,514.46295,324.29135,308.29645,253.18145,252.19745,296.29645,235.17095,267.26985,265.25425,207.17595
Cer_AS(d20:1/15:3)-H,560.46845,542.45785,528.44225,512.44735,324.29135,308.29645,251.16585,250.18185,296.29645,233.15525,267.26985,265.25425,205.16035
Cer_AS(d20:1/16:0)-H,580.53105,562.52045,548.50485,532.50985,324.29135,308.29645,271.22845,270.24445,296.29645,253.21785,267.26985,265.25425,225.22295
Cer_AS(d20:1/16:1)-H,578.51535,560.50485,546.48915,530.49425,324.29135,308.29645,269.21275,268.22875,296.29645,251.20225,267.26985,265.25425,223.20725
Cer_AS(d20:1/16:2)-H,576.49975,558.48915,544.47355,528.47855,324.29135,308.29645,267.19715,266.21315,296.29645,249.18655,267.26985,265.25425,221.19165
Cer_AS(d20:1/16:3)-H,574.48405,556.47355,542.45785,526.46295,324.29135,308.29645,265.18145,264.19745,296.29645,247.17095,267.26985,265.25425,219.17595
Cer_AS(d20:1/16:4)-H,572.46845,554.45785,540.44225,524.44735,324.29135,308.29645,263.16585,262.18185,296.29645,245.15525,267.26985,265.25425,217.16035
Cer_AS(d20:1/17:0)-H,594.54665,576.53615,562.52045,546.52555,324.29135,308.29645,285.24405,284.26005,296.29645,267.23355,267.26985,265.25425,239.23855
Cer_AS(d20:1/17:1)-H,592.53105,574.52045,560.50485,544.50985,324.29135,308.29645,283.22845,282.24445,296.29645,265.21785,267.26985,265.25425,237.22295
Cer_AS(d20:1/17:2)-H,590.51535,572.50485,558.48915,542.49425,324.29135,308.29645,281.21275,280.22875,296.29645,263.20225,267.26985,265.25425,235.20725
Cer_AS(d20:1/17:3)-H,588.49975,570.48915,556.47355,540.47855,324.29135,308.29645,279.19715,278.21315,296.29645,261.18655,267.26985,265.25425,233.19165
Cer_AS(d20:1/18:0)-H,608.56235,590.55175,576.53615,560.54115,324.29135,308.29645,299.25975,298.27565,296.29645,281.24915,267.26985,265.25425,253.25425
Cer_AS(d20:1/18:1)-H,606.54665,588.53615,574.52045,558.52555,324.29135,308.29645,297.24405,296.26005,296.29645,279.23355,267.26985,265.25425,251.23855
Cer_AS(d20:1/18:2)-H,604.53105,586.52045,572.50485,556.50985,324.29135,308.29645,295.22845,294.24445,296.29645,277.21785,267.26985,265.25425,249.22295
Cer_AS(d20:1/18:3)-H,602.51535,584.50485,570.48915,554.49425,324.29135,308.29645,293.21275,292.22875,296.29645,275.20225,267.26985,265.25425,247.20725
Cer_AS(d20:1/18:4)-H,600.49975,582.48915,568.47355,552.47855,324.29135,308.29645,291.19715,290.21315,296.29645,273.18655,267.26985,265.25425,245.19165
Cer_AS(d20:1/19:0)-H,622.57805,604.56745,590.55175,574.55685,324.29135,308.29645,313.27535,312.29135,296.29645,295.26485,267.26985,265.25425,267.26985
Cer_AS(d20:1/19:1)-H,620.56235,602.55175,588.53615,572.54115,324.29135,308.29645,311.25975,310.27565,296.29645,293.24915,267.26985,265.25425,265.25425
Cer_AS(d20:1/19:2)-H,618.54665,600.53615,586.52045,570.52555,324.29135,308.29645,309.24405,308.26005,296.29645,291.23355,267.26985,265.25425,263.23855
Cer_AS(d20:1/19:3)-H,616.53105,598.52045,584.50485,568.50985,324.29135,308.29645,307.22845,306.24445,296.29645,289.21785,267.26985,265.25425,261.22295
Cer_AS(d20:1/19:4)-H,614.51535,596.50485,582.48915,566.49425,324.29135,308.29645,305.21275,304.22875,296.29645,287.20225,267.26985,265.25425,259.20725
Cer_AS(d20:1/20:0)-H,636.59365,618.58305,604.56745,588.57255,324.29135,308.29645,327.29105,326.30705,296.29645,309.28045,267.26985,265.25425,281.28555
Cer_AS(d20:1/20:1)-H,634.57805,616.56745,602.55175,586.55685,324.29135,308.29645,325.27535,324.29135,296.29645,307.26485,267.26985,265.25425,279.26985
Cer_AS(d20:1/20:2)-H,632.56235,614.55175,600.53615,584.54115,324.29135,308.29645,323.25975,322.27565,296.29645,305.24915,267.26985,265.25425,277.25425
Cer_AS(d20:1/20:3)-H,630.54665,612.53615,598.52045,582.52555,324.29135,308.29645,321.24405,320.26005,296.29645,303.23355,267.26985,265.25425,275.23855
Cer_AS(d20:1/20:4)-H,628.53105,610.52045,596.50485,580.50985,324.29135,308.29645,319.22845,318.24445,296.29645,301.21785,267.26985,265.25425,273.22295
Cer_AS(d20:1/21:0)-H,650.60935,632.59865,618.58305,602.58815,324.29135,308.29645,341.30665,340.32265,296.29645,323.29615,267.26985,265.25425,295.30115
Cer_AS(d20:1/21:1)-H,648.59365,630.58305,616.56745,600.57255,324.29135,308.29645,339.29105,338.30705,296.29645,321.28045,267.26985,265.25425,293.28555
Cer_AS(d20:1/21:2)-H,646.57805,628.56745,614.55175,598.55685,324.29135,308.29645,337.27535,336.29135,296.29645,319.26485,267.26985,265.25425,291.26985
Cer_AS(d20:1/21:3)-H,644.56235,626.55175,612.53615,596.54115,324.29135,308.29645,335.25975,334.27565,296.29645,317.24915,267.26985,265.25425,289.25425
Cer_AS(d20:1/21:4)-H,642.54665,624.53615,610.52045,594.52555,324.29135,308.29645,333.24405,332.26005,296.29645,315.23355,267.26985,265.25425,287.23855
Cer_AS(d20:1/22:0)-H,664.62495,646.61435,632.59865,616.60385,324.29135,308.29645,355.32235,354.33835,296.29645,337.31175,267.26985,265.25425,309.31685
Cer_AS(d20:1/22:1)-H,662.60935,644.59865,630.58305,614.58815,324.29135,308.29645,353.30665,352.32265,296.29645,335.29615,267.26985,265.25425,307.30115
Cer_AS(d20:1/22:2)-H,660.59365,642.58305,628.56745,612.57255,324.29135,308.29645,351.29105,350.30705,296.29645,333.28045,267.26985,265.25425,305.28555
Cer_AS(d20:1/22:3)-H,658.57805,640.56745,626.55175,610.55685,324.29135,308.29645,349.27535,348.29135,296.29645,331.26485,267.26985,265.25425,303.26985
Cer_AS(d20:1/22:4)-H,656.56235,638.55175,624.53615,608.54115,324.29135,308.29645,347.25975,346.27565,296.29645,329.24915,267.26985,265.25425,301.25425
Cer_AS(d20:1/23:0)-H,678.64055,660.63005,646.61435,630.61945,324.29135,308.29645,369.33795,368.35395,296.29645,351.32745,267.26985,265.25425,323.33245
Cer_AS(d20:1/23:1)-H,676.62495,658.61435,644.59865,628.60385,324.29135,308.29645,367.32235,366.33835,296.29645,349.31175,267.26985,265.25425,321.31685
Cer_AS(d20:1/23:2)-H,674.60935,656.59865,642.58305,626.58815,324.29135,308.29645,365.30665,364.32265,296.29645,347.29615,267.26985,265.25425,319.30115
Cer_AS(d20:1/23:3)-H,672.59365,654.58305,640.56745,624.57255,324.29135,308.29645,363.29105,362.30705,296.29645,345.28045,267.26985,265.25425,317.28555
Cer_AS(d20:1/23:4)-H,670.57805,652.56745,638.55175,622.55685,324.29135,308.29645,361.27535,360.29135,296.29645,343.26485,267.26985,265.25425,315.26985
Cer_AS(d20:1/24:0)-H,692.65625,674.64565,660.63005,644.63505,324.29135,308.29645,383.35365,382.36955,296.29645,365.34305,267.26985,265.25425,337.34815
Cer_AS(d20:1/24:1)-H,690.64055,672.63005,658.61435,642.61945,324.29135,308.29645,381.33795,380.35395,296.29645,363.32745,267.26985,265.25425,335.33245
Cer_AS(d20:1/24:2)-H,688.62495,670.61435,656.59865,640.60385,324.29135,308.29645,379.32235,378.33835,296.29645,361.31175,267.26985,265.25425,333.31685
Cer_AS(d20:1/24:3)-H,686.60935,668.59865,654.58305,638.58815,324.29135,308.29645,377.30665,376.32265,296.29645,359.29615,267.26985,265.25425,331.30115
Cer_AS(d20:1/24:4)-H,684.59365,666.58305,652.56745,636.57255,324.29135,308.29645,375.29105,374.30705,296.29645,357.28045,267.26985,265.25425,329.28555
Cer_AS(d20:1/25:0)-H,706.67185,688.66135,674.64565,658.65075,324.29135,308.29645,397.36925,396.38525,296.29645,379.35875,267.26985,265.25425,351.36385
Cer_AS(d20:1/25:1)-H,704.65625,686.64565,672.63005,656.63505,324.29135,308.29645,395.35365,394.36955,296.29645,377.34305,267.26985,265.25425,349.34815
Cer_AS(d20:1/25:2)-H,702.64055,684.63005,670.61435,654.61945,324.29135,308.29645,393.33795,392.35395,296.29645,375.32745,267.26985,265.25425,347.33245
Cer_AS(d20:1/25:3)-H,700.62495,682.61435,668.59865,652.60385,324.29135,308.29645,391.32235,390.33835,296.29645,373.31175,267.26985,265.25425,345.31685
Cer_AS(d20:1/25:4)-H,698.60935,680.59865,666.58305,650.58815,324.29135,308.29645,389.30665,388.32265,296.29645,371.29615,267.26985,265.25425,343.30115
Cer_AS(d20:1/26:0)-H,720.68755,702.67695,688.66135,672.66635,324.29135,308.29645,411.38495,410.40095,296.29645,393.37435,267.26985,265.25425,365.37945
Cer_AS(d20:1/26:1)-H,718.67185,700.66135,686.64565,670.65075,324.29135,308.29645,409.36925,408.38525,296.29645,391.35875,267.26985,265.25425,363.36385
Cer_AS(d20:1/26:2)-H,716.65625,698.64565,684.63005,668.63505,324.29135,308.29645,407.35365,406.36955,296.29645,389.34305,267.26985,265.25425,361.34815
Cer_AS(d20:1/26:3)-H,714.64055,696.63005,682.61435,666.61945,324.29135,308.29645,405.33795,404.35395,296.29645,387.32745,267.26985,265.25425,359.33245
Cer_AS(d20:1/26:4)-H,712.62495,694.61435,680.59865,664.60385,324.29135,308.29645,403.32235,402.33835,296.29645,385.31175,267.26985,265.25425,357.31685
Cer_AS(d20:1/27:0)-H,734.70315,716.69265,702.67695,686.68205,324.29135,308.29645,425.40055,424.41655,296.29645,407.39005,267.26985,265.25425,379.39505
Cer_AS(d20:1/27:1)-H,732.68755,714.67695,700.66135,684.66635,324.29135,308.29645,423.38495,422.40095,296.29645,405.37435,267.26985,265.25425,377.37945
Cer_AS(d20:1/27:2)-H,730.67185,712.66135,698.64565,682.65075,324.29135,308.29645,421.36925,420.38525,296.29645,403.35875,267.26985,265.25425,375.36385
Cer_AS(d20:1/27:3)-H,728.65625,710.64565,696.63005,680.63505,324.29135,308.29645,419.35365,418.36955,296.29645,401.34305,267.26985,265.25425,373.34815
Cer_AS(d20:1/27:4)-H,726.64055,708.63005,694.61435,678.61945,324.29135,308.29645,417.33795,416.35395,296.29645,399.32745,267.26985,265.25425,371.33245
Cer_AS(d20:1/28:0)-H,748.71885,730.70825,716.69265,700.69765,324.29135,308.29645,439.41625,438.43225,296.29645,421.40565,267.26985,265.25425,393.41075
Cer_AS(d20:1/28:1)-H,746.70315,728.69265,714.67695,698.68205,324.29135,308.29645,437.40055,436.41655,296.29645,419.39005,267.26985,265.25425,391.39505
Cer_AS(d20:1/28:2)-H,744.68755,726.67695,712.66135,696.66635,324.29135,308.29645,435.38495,434.40095,296.29645,417.37435,267.26985,265.25425,389.37945
Cer_AS(d20:1/28:3)-H,742.67185,724.66135,710.64565,694.65075,324.29135,308.29645,433.36925,432.38525,296.29645,415.35875,267.26985,265.25425,387.36385
Cer_AS(d20:1/28:4)-H,740.65625,722.64565,708.63005,692.63505,324.29135,308.29645,431.35365,430.36955,296.29645,413.34305,267.26985,265.25425,385.34815
Cer_AS(d20:1/29:0)-H,762.73445,744.72395,730.70825,714.71335,324.29135,308.29645,453.43185,452.44785,296.29645,435.42125,267.26985,265.25425,407.42635
Cer_AS(d20:1/29:1)-H,760.71885,742.70825,728.69265,712.69765,324.29135,308.29645,451.41625,450.43225,296.29645,433.40565,267.26985,265.25425,405.41075
Cer_AS(d20:1/29:2)-H,758.70315,740.69265,726.67695,710.68205,324.29135,308.29645,449.40055,448.41655,296.29645,431.39005,267.26985,265.25425,403.39505
Cer_AS(d20:1/29:3)-H,756.68755,738.67695,724.66135,708.66635,324.29135,308.29645,447.38495,446.40095,296.29645,429.37435,267.26985,265.25425,401.37945
Cer_AS(d20:1/29:4)-H,754.67185,736.66135,722.64565,706.65075,324.29135,308.29645,445.36925,444.38525,296.29645,427.35875,267.26985,265.25425,399.36385
Cer_AS(d20:1/30:0)-H,776.75015,758.73955,744.72395,728.72905,324.29135,308.29645,467.44755,466.46355,296.29645,449.43695,267.26985,265.25425,421.44205
Cer_AS(d20:1/30:1)-H,774.73445,756.72395,742.70825,726.71335,324.29135,308.29645,465.43185,464.44785,296.29645,447.42125,267.26985,265.25425,419.42635
Cer_AS(d20:1/30:2)-H,772.71885,754.70825,740.69265,724.69765,324.29135,308.29645,463.41625,462.43225,296.29645,445.40565,267.26985,265.25425,417.41075
Cer_AS(d20:1/30:3)-H,770.70315,752.69265,738.67695,722.68205,324.29135,308.29645,461.40055,460.41655,296.29645,443.39005,267.26985,265.25425,415.39505
Cer_AS(d20:1/30:4)-H,768.68755,750.67695,736.66135,720.66635,324.29135,308.29645,459.38495,458.40095,296.29645,441.37435,267.26985,265.25425,413.37945
Cer_AS(d20:1/31:0)-H,790.76585,772.75525,758.73955,742.74465,324.29135,308.29645,481.46315,480.47915,296.29645,463.45265,267.26985,265.25425,435.45775
Cer_AS(d20:1/31:1)-H,788.75015,770.73955,756.72395,740.72905,324.29135,308.29645,479.44755,478.46355,296.29645,461.43695,267.26985,265.25425,433.44205
Cer_AS(d20:1/31:2)-H,786.73445,768.72395,754.70825,738.71335,324.29135,308.29645,477.43185,476.44785,296.29645,459.42125,267.26985,265.25425,431.42635
Cer_AS(d20:1/31:3)-H,784.71885,766.70825,752.69265,736.69765,324.29135,308.29645,475.41625,474.43225,296.29645,457.40565,267.26985,265.25425,429.41075
Cer_AS(d20:1/31:4)-H,782.70315,764.69265,750.67695,734.68205,324.29135,308.29645,473.40055,472.41655,296.29645,455.39005,267.26985,265.25425,427.39505
Cer_AS(d20:1/32:0)-H,804.78145,786.77085,772.75525,756.76035,324.29135,308.29645,495.47885,494.49485,296.29645,477.46825,267.26985,265.25425,449.47335
Cer_AS(d20:1/32:1)-H,802.76585,784.75525,770.73955,754.74465,324.29135,308.29645,493.46315,492.47915,296.29645,475.45265,267.26985,265.25425,447.45775
Cer_AS(d20:1/32:2)-H,800.75015,782.73955,768.72395,752.72905,324.29135,308.29645,491.44755,490.46355,296.29645,473.43695,267.26985,265.25425,445.44205
Cer_AS(d20:1/32:3)-H,798.73445,780.72395,766.70825,750.71335,324.29135,308.29645,489.43185,488.44785,296.29645,471.42125,267.26985,265.25425,443.42635
Cer_AS(d20:1/32:4)-H,796.71885,778.70825,764.69265,748.69765,324.29135,308.29645,487.41625,486.43225,296.29645,469.40565,267.26985,265.25425,441.41075
