Cer_BS,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer_BS(d21:2/14:3)-H,558.45285,558.45285,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/15:0)-H,578.51535,578.51535,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/15:1)-H,576.49975,576.49975,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/15:2)-H,574.48405,574.48405,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/15:3)-H,572.46845,572.46845,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/16:0)-H,592.53105,592.53105,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/16:1)-H,590.51535,590.51535,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/16:2)-H,588.49975,588.49975,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/16:3)-H,586.48405,586.48405,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/16:4)-H,584.46845,584.46845,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/17:0)-H,606.54665,606.54665,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/17:1)-H,604.53105,604.53105,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/17:2)-H,602.51535,602.51535,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/17:3)-H,600.49975,600.49975,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/18:0)-H,620.56235,620.56235,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/18:1)-H,618.54665,618.54665,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/18:2)-H,616.53105,616.53105,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/18:3)-H,614.51535,614.51535,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/18:4)-H,612.49975,612.49975,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/19:0)-H,634.57805,634.57805,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/19:1)-H,632.56235,632.56235,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/19:2)-H,630.54665,630.54665,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/19:3)-H,628.53105,628.53105,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/19:4)-H,626.51535,626.51535,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/20:0)-H,648.59365,648.59365,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/20:1)-H,646.57805,646.57805,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/20:2)-H,644.56235,644.56235,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/20:3)-H,642.54665,642.54665,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/20:4)-H,640.53105,640.53105,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/21:0)-H,662.60935,662.60935,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/21:1)-H,660.59365,660.59365,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/21:2)-H,658.57805,658.57805,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/21:3)-H,656.56235,656.56235,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/21:4)-H,654.54665,654.54665,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/22:0)-H,676.62495,676.62495,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/22:1)-H,674.60935,674.60935,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/22:2)-H,672.59365,672.59365,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/22:3)-H,670.57805,670.57805,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/22:4)-H,668.56235,668.56235,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/23:0)-H,690.64055,690.64055,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/23:1)-H,688.62495,688.62495,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/23:2)-H,686.60935,686.60935,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/23:3)-H,684.59365,684.59365,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/23:4)-H,682.57805,682.57805,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/24:0)-H,704.65625,704.65625,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/24:1)-H,702.64055,702.64055,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/24:2)-H,700.62495,700.62495,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/24:3)-H,698.60935,698.60935,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/24:4)-H,696.59365,696.59365,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/25:0)-H,718.67185,718.67185,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/25:1)-H,716.65625,716.65625,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/25:2)-H,714.64055,714.64055,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/25:3)-H,712.62495,712.62495,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/25:4)-H,710.60935,710.60935,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/26:0)-H,732.68755,732.68755,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/26:1)-H,730.67185,730.67185,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/26:2)-H,728.65625,728.65625,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/26:3)-H,726.64055,726.64055,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/26:4)-H,724.62495,724.62495,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/27:0)-H,746.70315,746.70315,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/27:1)-H,744.68755,744.68755,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/27:2)-H,742.67185,742.67185,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/27:3)-H,740.65625,740.65625,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/27:4)-H,738.64055,738.64055,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/28:0)-H,760.71885,760.71885,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/28:1)-H,758.70315,758.70315,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/28:2)-H,756.68755,756.68755,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/28:3)-H,754.67185,754.67185,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/28:4)-H,752.65625,752.65625,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/29:0)-H,774.73445,774.73445,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/29:1)-H,772.71885,772.71885,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/29:2)-H,770.70315,770.70315,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/29:3)-H,768.68755,768.68755,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/29:4)-H,766.67185,766.67185,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/30:0)-H,788.75015,788.75015,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/30:1)-H,786.73445,786.73445,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/30:2)-H,784.71885,784.71885,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/30:3)-H,782.70315,782.70315,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/30:4)-H,780.68755,780.68755,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/31:0)-H,802.76585,802.76585,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/31:1)-H,800.75015,800.75015,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/31:2)-H,798.73445,798.73445,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/31:3)-H,796.71885,796.71885,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/31:4)-H,794.70315,794.70315,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/32:0)-H,816.78145,816.78145,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/32:1)-H,814.76585,814.76585,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/32:2)-H,812.75015,812.75015,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/32:3)-H,810.73445,810.73445,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/32:4)-H,808.71885,808.71885,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/33:0)-H,830.79715,830.79715,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/33:1)-H,828.78145,828.78145,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/33:2)-H,826.76585,826.76585,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/33:3)-H,824.75015,824.75015,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/33:4)-H,822.73445,822.73445,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/34:0)-H,844.81275,844.81275,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/34:1)-H,842.79715,842.79715,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/34:2)-H,840.78145,840.78145,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/34:3)-H,838.76585,838.76585,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/34:4)-H,836.75015,836.75015,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/35:0)-H,858.82835,858.82835,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/35:1)-H,856.81275,856.81275,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/35:2)-H,854.79715,854.79715,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/35:3)-H,852.78145,852.78145,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/35:4)-H,850.76585,850.76585,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/36:0)-H,872.84405,872.84405,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/36:1)-H,870.82835,870.82835,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/36:2)-H,868.81275,868.81275,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/36:3)-H,866.79715,866.79715,380.31755,348.29135,338.30705,277.25425
Cer_BS(d21:2/36:4)-H,864.78145,864.78145,380.31755,348.29135,338.30705,277.25425
Cer_BS(d22:2/14:0)-H,578.51535,578.51535,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/14:1)-H,576.49975,576.49975,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/14:2)-H,574.48405,574.48405,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/14:3)-H,572.46845,572.46845,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/15:0)-H,592.53105,592.53105,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/15:1)-H,590.51535,590.51535,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/15:2)-H,588.49975,588.49975,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/15:3)-H,586.48405,586.48405,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/16:0)-H,606.54665,606.54665,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/16:1)-H,604.53105,604.53105,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/16:2)-H,602.51535,602.51535,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/16:3)-H,600.49975,600.49975,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/16:4)-H,598.48405,598.48405,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/17:0)-H,620.56235,620.56235,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/17:1)-H,618.54665,618.54665,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/17:2)-H,616.53105,616.53105,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/17:3)-H,614.51535,614.51535,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/18:0)-H,634.57805,634.57805,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/18:1)-H,632.56235,632.56235,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/18:2)-H,630.54665,630.54665,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/18:3)-H,628.53105,628.53105,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/18:4)-H,626.51535,626.51535,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/19:0)-H,648.59365,648.59365,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/19:1)-H,646.57805,646.57805,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/19:2)-H,644.56235,644.56235,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/19:3)-H,642.54665,642.54665,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/19:4)-H,640.53105,640.53105,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/20:0)-H,662.60935,662.60935,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/20:1)-H,660.59365,660.59365,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/20:2)-H,658.57805,658.57805,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/20:3)-H,656.56235,656.56235,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/20:4)-H,654.54665,654.54665,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/21:0)-H,676.62495,676.62495,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/21:1)-H,674.60935,674.60935,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/21:2)-H,672.59365,672.59365,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/21:3)-H,670.57805,670.57805,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/21:4)-H,668.56235,668.56235,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/22:0)-H,690.64055,690.64055,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/22:1)-H,688.62495,688.62495,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/22:2)-H,686.60935,686.60935,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/22:3)-H,684.59365,684.59365,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/22:4)-H,682.57805,682.57805,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/23:0)-H,704.65625,704.65625,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/23:1)-H,702.64055,702.64055,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/23:2)-H,700.62495,700.62495,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/23:3)-H,698.60935,698.60935,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/23:4)-H,696.59365,696.59365,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/24:0)-H,718.67185,718.67185,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/24:1)-H,716.65625,716.65625,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/24:2)-H,714.64055,714.64055,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/24:3)-H,712.62495,712.62495,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/24:4)-H,710.60935,710.60935,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/25:0)-H,732.68755,732.68755,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/25:1)-H,730.67185,730.67185,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/25:2)-H,728.65625,728.65625,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/25:3)-H,726.64055,726.64055,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/25:4)-H,724.62495,724.62495,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/26:0)-H,746.70315,746.70315,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/26:1)-H,744.68755,744.68755,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/26:2)-H,742.67185,742.67185,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/26:3)-H,740.65625,740.65625,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/26:4)-H,738.64055,738.64055,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/27:0)-H,760.71885,760.71885,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/27:1)-H,758.70315,758.70315,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/27:2)-H,756.68755,756.68755,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/27:3)-H,754.67185,754.67185,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/27:4)-H,752.65625,752.65625,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/28:0)-H,774.73445,774.73445,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/28:1)-H,772.71885,772.71885,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/28:2)-H,770.70315,770.70315,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/28:3)-H,768.68755,768.68755,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/28:4)-H,766.67185,766.67185,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/29:0)-H,788.75015,788.75015,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/29:1)-H,786.73445,786.73445,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/29:2)-H,784.71885,784.71885,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/29:3)-H,782.70315,782.70315,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/29:4)-H,780.68755,780.68755,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/30:0)-H,802.76585,802.76585,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/30:1)-H,800.75015,800.75015,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/30:2)-H,798.73445,798.73445,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/30:3)-H,796.71885,796.71885,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/30:4)-H,794.70315,794.70315,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/31:0)-H,816.78145,816.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/31:1)-H,814.76585,814.76585,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/31:2)-H,812.75015,812.75015,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/31:3)-H,810.73445,810.73445,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/31:4)-H,808.71885,808.71885,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:0)-H,830.79715,830.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:1)-H,828.78145,828.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:2)-H,826.76585,826.76585,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:3)-H,824.75015,824.75015,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:4)-H,822.73445,822.73445,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:0)-H,844.81275,844.81275,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:1)-H,842.79715,842.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:2)-H,840.78145,840.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:3)-H,838.76585,838.76585,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:4)-H,836.75015,836.75015,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:0)-H,858.82835,858.82835,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:1)-H,856.81275,856.81275,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:2)-H,854.79715,854.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:3)-H,852.78145,852.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:4)-H,850.76585,850.76585,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:0)-H,872.84405,872.84405,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:1)-H,870.82835,870.82835,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:2)-H,868.81275,868.81275,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:3)-H,866.79715,866.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:4)-H,864.78145,864.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:0)-H,886.85965,886.85965,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:1)-H,884.84405,884.84405,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:2)-H,882.82835,882.82835,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:3)-H,880.81275,880.81275,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:4)-H,878.79715,878.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d16:1/14:0)-H,496.43715,478.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/14:1)-H,494.42145,476.41095,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/14:2)-H,492.40585,474.39525,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/14:3)-H,490.39015,472.37965,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/15:0)-H,510.45275,492.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/15:1)-H,508.43715,490.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/15:2)-H,506.42145,488.41095,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/15:3)-H,504.40585,486.39525,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:0)-H,524.46845,506.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:1)-H,522.45285,504.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:2)-H,520.43715,502.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:3)-H,518.42155,500.41095,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:4)-H,516.40585,498.39525,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/17:0)-H,538.48405,520.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/17:1)-H,536.46845,518.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/17:2)-H,534.45285,516.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/17:3)-H,532.43715,514.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:0)-H,552.49975,534.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:1)-H,550.48405,532.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:2)-H,548.46845,530.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:3)-H,546.45285,528.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:4)-H,544.43715,526.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:0)-H,566.51535,548.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:1)-H,564.49975,546.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:2)-H,562.48405,544.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:3)-H,560.46845,542.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:4)-H,558.45285,540.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:0)-H,580.53105,562.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:1)-H,578.51535,560.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:2)-H,576.49975,558.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:3)-H,574.48405,556.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:4)-H,572.46845,554.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:0)-H,594.54665,576.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:1)-H,592.53105,574.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:2)-H,590.51535,572.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:3)-H,588.49975,570.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:4)-H,586.48405,568.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:0)-H,608.56235,590.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:1)-H,606.54665,588.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:2)-H,604.53105,586.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:3)-H,602.51535,584.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:4)-H,600.49975,582.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:0)-H,622.57805,604.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:1)-H,620.56235,602.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:2)-H,618.54665,600.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:3)-H,616.53105,598.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:4)-H,614.51535,596.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:0)-H,636.59365,618.58305,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:1)-H,634.57805,616.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:2)-H,632.56235,614.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:3)-H,630.54665,612.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:4)-H,628.53105,610.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:0)-H,650.60935,632.59865,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:1)-H,648.59365,630.58305,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:2)-H,646.57805,628.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:3)-H,644.56235,626.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:4)-H,642.54665,624.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:0)-H,664.62495,646.61435,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:1)-H,662.60935,644.59865,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:2)-H,660.59365,642.58305,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:3)-H,658.57805,640.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:4)-H,656.56235,638.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/27:0)-H,678.64055,660.63005,312.25495,282.24445,235.20725,209.19165
