Cer_BS,[M+HCO2]-,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer_BS(d17:2/34:4)+HCO2,826.69295,780.68755,762.67695,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/35:0)+HCO2,848.77125,802.76585,784.75525,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/35:1)+HCO2,846.75565,800.75015,782.73955,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/35:2)+HCO2,844.73995,798.73445,780.72395,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/35:3)+HCO2,842.72435,796.71885,778.70825,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/35:4)+HCO2,840.70865,794.70315,776.69265,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/36:0)+HCO2,862.78695,816.78145,798.77085,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/36:1)+HCO2,860.77125,814.76585,796.75525,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/36:2)+HCO2,858.75565,812.75015,794.73955,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/36:3)+HCO2,856.73995,810.73445,792.72395,324.25495,294.24445,247.20725,221.19165
Cer_BS(d17:2/36:4)+HCO2,854.72435,808.71885,790.70825,324.25495,294.24445,247.20725,221.19165
Cer_BS(d18:2/14:0)+HCO2,568.45825,522.45285,504.44225,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/14:1)+HCO2,566.44265,520.43715,502.42655,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/14:2)+HCO2,564.42695,518.42155,500.41095,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/14:3)+HCO2,562.41135,516.40585,498.39525,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/15:0)+HCO2,582.47395,536.46845,518.45785,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/15:1)+HCO2,580.45825,534.45285,516.44225,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/15:2)+HCO2,578.44265,532.43715,514.42655,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/15:3)+HCO2,576.42695,530.42155,512.41095,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/16:0)+HCO2,596.48955,550.48405,532.47355,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/16:1)+HCO2,594.47395,548.46845,530.45785,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/16:2)+HCO2,592.45825,546.45285,528.44225,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/16:3)+HCO2,590.44265,544.43715,526.42655,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/16:4)+HCO2,588.42695,542.42155,524.41095,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/17:0)+HCO2,610.50515,564.49975,546.48915,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/17:1)+HCO2,608.48955,562.48405,544.47355,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/17:2)+HCO2,606.47395,560.46845,542.45785,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/17:3)+HCO2,604.45825,558.45285,540.44225,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/18:0)+HCO2,624.52085,578.51535,560.50485,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/18:1)+HCO2,622.50515,576.49975,558.48915,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/18:2)+HCO2,620.48955,574.48405,556.47355,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/18:3)+HCO2,618.47395,572.46845,554.45785,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/18:4)+HCO2,616.45825,570.45285,552.44225,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/19:0)+HCO2,638.53645,592.53105,574.52045,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/19:1)+HCO2,636.52085,590.51535,572.50485,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/19:2)+HCO2,634.50515,588.49975,570.48915,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/19:3)+HCO2,632.48955,586.48405,568.47355,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/19:4)+HCO2,630.47395,584.46845,566.45785,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/20:0)+HCO2,652.55215,606.54665,588.53615,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/20:1)+HCO2,650.53645,604.53105,586.52045,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/20:2)+HCO2,648.52085,602.51535,584.50485,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/20:3)+HCO2,646.50515,600.49975,582.48915,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/20:4)+HCO2,644.48955,598.48405,580.47355,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/21:0)+HCO2,666.56785,620.56235,602.55175,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/21:1)+HCO2,664.55215,618.54665,600.53615,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/21:2)+HCO2,662.53645,616.53105,598.52045,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/21:3)+HCO2,660.52085,614.51535,596.50485,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/21:4)+HCO2,658.50515,612.49975,594.48915,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/22:0)+HCO2,680.58345,634.57805,616.56745,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/22:1)+HCO2,678.56785,632.56235,614.55175,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/22:2)+HCO2,676.55215,630.54665,612.53615,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/22:3)+HCO2,674.53645,628.53105,610.52045,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/22:4)+HCO2,672.52085,626.51535,608.50485,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/23:0)+HCO2,694.59915,648.59365,630.58305,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/23:1)+HCO2,692.58345,646.57805,628.56745,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/23:2)+HCO2,690.56785,644.56235,626.55175,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/23:3)+HCO2,688.55215,642.54665,624.53615,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/23:4)+HCO2,686.53645,640.53105,622.52045,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/24:0)+HCO2,708.61475,662.60935,644.59865,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/24:1)+HCO2,706.59915,660.59365,642.58305,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/24:2)+HCO2,704.58345,658.57805,640.56745,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/24:3)+HCO2,702.56785,656.56235,638.55175,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/24:4)+HCO2,700.55215,654.54665,636.53615,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/25:0)+HCO2,722.63045,676.62495,658.61435,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/25:1)+HCO2,720.61475,674.60935,656.59865,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/25:2)+HCO2,718.59915,672.59365,654.58305,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/25:3)+HCO2,716.58345,670.57805,652.56745,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/25:4)+HCO2,714.56785,668.56235,650.55175,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/26:0)+HCO2,736.64605,690.64055,672.63005,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/26:1)+HCO2,734.63045,688.62495,670.61435,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/26:2)+HCO2,732.61475,686.60935,668.59865,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/26:3)+HCO2,730.59915,684.59365,666.58305,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/26:4)+HCO2,728.58345,682.57805,664.56745,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/27:0)+HCO2,750.66165,704.65625,686.64565,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/27:1)+HCO2,748.64605,702.64055,684.63005,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/27:2)+HCO2,746.63045,700.62495,682.61435,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/27:3)+HCO2,744.61475,698.60935,680.59865,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/27:4)+HCO2,742.59915,696.59365,678.58305,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/28:0)+HCO2,764.67735,718.67185,700.66135,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/28:1)+HCO2,762.66165,716.65625,698.64565,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/28:2)+HCO2,760.64605,714.64055,696.63005,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/28:3)+HCO2,758.63045,712.62495,694.61435,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/28:4)+HCO2,756.61475,710.60935,692.59865,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/29:0)+HCO2,778.69295,732.68755,714.67695,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/29:1)+HCO2,776.67735,730.67185,712.66135,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/29:2)+HCO2,774.66165,728.65625,710.64565,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/29:3)+HCO2,772.64605,726.64055,708.63005,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/29:4)+HCO2,770.63045,724.62495,706.61435,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/30:0)+HCO2,792.70865,746.70315,728.69265,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/30:1)+HCO2,790.69295,744.68755,726.67695,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/30:2)+HCO2,788.67735,742.67185,724.66135,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/30:3)+HCO2,786.66165,740.65625,722.64565,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/30:4)+HCO2,784.64605,738.64055,720.63005,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/31:0)+HCO2,806.72435,760.71885,742.70825,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/31:1)+HCO2,804.70865,758.70315,740.69265,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/31:2)+HCO2,802.69295,756.68755,738.67695,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/31:3)+HCO2,800.67735,754.67185,736.66135,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/31:4)+HCO2,798.66165,752.65625,734.64565,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/32:0)+HCO2,820.73995,774.73445,756.72395,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/32:1)+HCO2,818.72435,772.71885,754.70825,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/32:2)+HCO2,816.70865,770.70315,752.69265,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/32:3)+HCO2,814.69295,768.68755,750.67695,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/32:4)+HCO2,812.67735,766.67185,748.66135,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/33:0)+HCO2,834.75565,788.75015,770.73955,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/33:1)+HCO2,832.73995,786.73445,768.72395,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/33:2)+HCO2,830.72435,784.71885,766.70825,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/33:3)+HCO2,828.70865,782.70315,764.69265,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/33:4)+HCO2,826.69295,780.68755,762.67695,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/34:0)+HCO2,848.77125,802.76585,784.75525,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/34:1)+HCO2,846.75565,800.75015,782.73955,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/34:2)+HCO2,844.73995,798.73445,780.72395,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/34:3)+HCO2,842.72435,796.71885,778.70825,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/34:4)+HCO2,840.70865,794.70315,776.69265,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/35:0)+HCO2,862.78695,816.78145,798.77085,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/35:1)+HCO2,860.77125,814.76585,796.75525,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/35:2)+HCO2,858.75565,812.75015,794.73955,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/35:3)+HCO2,856.73995,810.73445,792.72395,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/35:4)+HCO2,854.72435,808.71885,790.70825,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/36:0)+HCO2,876.80255,830.79715,812.78645,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/36:1)+HCO2,874.78695,828.78145,810.77085,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/36:2)+HCO2,872.77125,826.76585,808.75525,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/36:3)+HCO2,870.75565,824.75015,806.73955,338.27065,308.26005,261.22295,235.20725
Cer_BS(d18:2/36:4)+HCO2,868.73995,822.73445,804.72395,338.27065,308.26005,261.22295,235.20725
Cer_BS(d19:2/14:0)+HCO2,582.47395,536.46845,518.45785,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/14:1)+HCO2,580.45825,534.45285,516.44225,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/14:2)+HCO2,578.44265,532.43715,514.42655,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/14:3)+HCO2,576.42695,530.42155,512.41095,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/15:0)+HCO2,596.48955,550.48405,532.47355,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/15:1)+HCO2,594.47395,548.46845,530.45785,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/15:2)+HCO2,592.45825,546.45285,528.44225,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/15:3)+HCO2,590.44265,544.43715,526.42655,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/16:0)+HCO2,610.50515,564.49975,546.48915,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/16:1)+HCO2,608.48955,562.48405,544.47355,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/16:2)+HCO2,606.47395,560.46845,542.45785,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/16:3)+HCO2,604.45825,558.45285,540.44225,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/16:4)+HCO2,602.44265,556.43715,538.42655,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/17:0)+HCO2,624.52085,578.51535,560.50485,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/17:1)+HCO2,622.50515,576.49975,558.48915,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/17:2)+HCO2,620.48955,574.48405,556.47355,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/17:3)+HCO2,618.47395,572.46845,554.45785,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/18:0)+HCO2,638.53645,592.53105,574.52045,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/18:1)+HCO2,636.52085,590.51535,572.50485,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/18:2)+HCO2,634.50515,588.49975,570.48915,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/18:3)+HCO2,632.48955,586.48405,568.47355,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/18:4)+HCO2,630.47395,584.46845,566.45785,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/19:0)+HCO2,652.55215,606.54665,588.53615,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/19:1)+HCO2,650.53645,604.53105,586.52045,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/19:2)+HCO2,648.52085,602.51535,584.50485,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/19:3)+HCO2,646.50515,600.49975,582.48915,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/19:4)+HCO2,644.48955,598.48405,580.47355,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/20:0)+HCO2,666.56785,620.56235,602.55175,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/20:1)+HCO2,664.55215,618.54665,600.53615,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/20:2)+HCO2,662.53645,616.53105,598.52045,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/20:3)+HCO2,660.52085,614.51535,596.50485,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/20:4)+HCO2,658.50515,612.49975,594.48915,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/21:0)+HCO2,680.58345,634.57805,616.56745,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/21:1)+HCO2,678.56785,632.56235,614.55175,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/21:2)+HCO2,676.55215,630.54665,612.53615,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/21:3)+HCO2,674.53645,628.53105,610.52045,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/21:4)+HCO2,672.52085,626.51535,608.50485,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/22:0)+HCO2,694.59915,648.59365,630.58305,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/22:1)+HCO2,692.58345,646.57805,628.56745,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/22:2)+HCO2,690.56785,644.56235,626.55175,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/22:3)+HCO2,688.55215,642.54665,624.53615,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/22:4)+HCO2,686.53645,640.53105,622.52045,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/23:0)+HCO2,708.61475,662.60935,644.59865,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/23:1)+HCO2,706.59915,660.59365,642.58305,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/23:2)+HCO2,704.58345,658.57805,640.56745,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/23:3)+HCO2,702.56785,656.56235,638.55175,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/23:4)+HCO2,700.55215,654.54665,636.53615,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/24:0)+HCO2,722.63045,676.62495,658.61435,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/24:1)+HCO2,720.61475,674.60935,656.59865,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/24:2)+HCO2,718.59915,672.59365,654.58305,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/24:3)+HCO2,716.58345,670.57805,652.56745,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/24:4)+HCO2,714.56785,668.56235,650.55175,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/25:0)+HCO2,736.64605,690.64055,672.63005,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/25:1)+HCO2,734.63045,688.62495,670.61435,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/25:2)+HCO2,732.61475,686.60935,668.59865,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/25:3)+HCO2,730.59915,684.59365,666.58305,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/25:4)+HCO2,728.58345,682.57805,664.56745,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/26:0)+HCO2,750.66165,704.65625,686.64565,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/26:1)+HCO2,748.64605,702.64055,684.63005,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/26:2)+HCO2,746.63045,700.62495,682.61435,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/26:3)+HCO2,744.61475,698.60935,680.59865,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/26:4)+HCO2,742.59915,696.59365,678.58305,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/27:0)+HCO2,764.67735,718.67185,700.66135,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/27:1)+HCO2,762.66165,716.65625,698.64565,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/27:2)+HCO2,760.64605,714.64055,696.63005,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/27:3)+HCO2,758.63045,712.62495,694.61435,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/27:4)+HCO2,756.61475,710.60935,692.59865,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/28:0)+HCO2,778.69295,732.68755,714.67695,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/28:1)+HCO2,776.67735,730.67185,712.66135,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/28:2)+HCO2,774.66165,728.65625,710.64565,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/28:3)+HCO2,772.64605,726.64055,708.63005,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/28:4)+HCO2,770.63045,724.62495,706.61435,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/29:0)+HCO2,792.70865,746.70315,728.69265,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/29:1)+HCO2,790.69295,744.68755,726.67695,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/29:2)+HCO2,788.67735,742.67185,724.66135,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/29:3)+HCO2,786.66165,740.65625,722.64565,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/29:4)+HCO2,784.64605,738.64055,720.63005,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/30:0)+HCO2,806.72435,760.71885,742.70825,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/30:1)+HCO2,804.70865,758.70315,740.69265,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/30:2)+HCO2,802.69295,756.68755,738.67695,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/30:3)+HCO2,800.67735,754.67185,736.66135,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/30:4)+HCO2,798.66165,752.65625,734.64565,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/31:0)+HCO2,820.73995,774.73445,756.72395,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/31:1)+HCO2,818.72435,772.71885,754.70825,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/31:2)+HCO2,816.70865,770.70315,752.69265,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/31:3)+HCO2,814.69295,768.68755,750.67695,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/31:4)+HCO2,812.67735,766.67185,748.66135,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/32:0)+HCO2,834.75565,788.75015,770.73955,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/32:1)+HCO2,832.73995,786.73445,768.72395,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/32:2)+HCO2,830.72435,784.71885,766.70825,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/32:3)+HCO2,828.70865,782.70315,764.69265,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/32:4)+HCO2,826.69295,780.68755,762.67695,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/33:0)+HCO2,848.77125,802.76585,784.75525,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/33:1)+HCO2,846.75565,800.75015,782.73955,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/33:2)+HCO2,844.73995,798.73445,780.72395,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/33:3)+HCO2,842.72435,796.71885,778.70825,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/33:4)+HCO2,840.70865,794.70315,776.69265,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/34:0)+HCO2,862.78695,816.78145,798.77085,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/34:1)+HCO2,860.77125,814.76585,796.75525,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/34:2)+HCO2,858.75565,812.75015,794.73955,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/34:3)+HCO2,856.73995,810.73445,792.72395,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/34:4)+HCO2,854.72435,808.71885,790.70825,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/35:0)+HCO2,876.80255,830.79715,812.78645,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/35:1)+HCO2,874.78695,828.78145,810.77085,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/35:2)+HCO2,872.77125,826.76585,808.75525,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/35:3)+HCO2,870.75565,824.75015,806.73955,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/35:4)+HCO2,868.73995,822.73445,804.72395,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/36:0)+HCO2,890.81825,844.81275,826.80215,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/36:1)+HCO2,888.80255,842.79715,824.78645,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/36:2)+HCO2,886.78695,840.78145,822.77085,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/36:3)+HCO2,884.77125,838.76585,820.75525,352.28625,322.27565,275.23855,249.22295
Cer_BS(d19:2/36:4)+HCO2,882.75565,836.75015,818.73955,352.28625,322.27565,275.23855,249.22295
Cer_BS(d20:2/14:0)+HCO2,596.48955,550.48405,532.47355,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/14:1)+HCO2,594.47395,548.46845,530.45785,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/14:2)+HCO2,592.45825,546.45285,528.44225,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/14:3)+HCO2,590.44265,544.43715,526.42655,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/15:0)+HCO2,610.50515,564.49975,546.48915,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/15:1)+HCO2,608.48955,562.48405,544.47355,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/15:2)+HCO2,606.47395,560.46845,542.45785,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/15:3)+HCO2,604.45825,558.45285,540.44225,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/16:0)+HCO2,624.52085,578.51535,560.50485,366.30195,336.29135,289.25425,263.23855
