GlcCer_NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
GlcCer_NS(d21:1/36:3)+H,1016.88592,854.83312,836.82252,818.81202,324.3261,306.3156,530.52974,294.3156
GlcCer_NS(d21:1/36:4)+H,1014.87026,852.81746,834.80686,816.79636,324.3261,306.3156,528.51408,294.3156
GlcCer_NS(d22:1/14:0)+H,728.60404,566.55124,548.54064,530.53014,338.34176,320.33126,228.2322,308.33126
GlcCer_NS(d22:1/14:1)+H,726.58838,564.53558,546.52498,528.51448,338.34176,320.33126,226.21654,308.33126
GlcCer_NS(d22:1/14:2)+H,724.57272,562.51992,544.50932,526.49882,338.34176,320.33126,224.20088,308.33126
GlcCer_NS(d22:1/14:3)+H,722.55706,560.50426,542.49366,524.48316,338.34176,320.33126,222.18522,308.33126
GlcCer_NS(d22:1/15:0)+H,742.6197,580.5669,562.5563,544.5458,338.34176,320.33126,242.24786,308.33126
GlcCer_NS(d22:1/15:1)+H,740.60404,578.55124,560.54064,542.53014,338.34176,320.33126,240.2322,308.33126
GlcCer_NS(d22:1/15:2)+H,738.58838,576.53558,558.52498,540.51448,338.34176,320.33126,238.21654,308.33126
GlcCer_NS(d22:1/15:3)+H,736.57272,574.51992,556.50932,538.49882,338.34176,320.33126,236.20088,308.33126
GlcCer_NS(d22:1/16:0)+H,756.63536,594.58256,576.57196,558.56146,338.34176,320.33126,256.26352,308.33126
GlcCer_NS(d22:1/16:1)+H,754.6197,592.5669,574.5563,556.5458,338.34176,320.33126,254.24786,308.33126
GlcCer_NS(d22:1/16:2)+H,752.60404,590.55124,572.54064,554.53014,338.34176,320.33126,252.2322,308.33126
GlcCer_NS(d22:1/16:3)+H,750.58838,588.53558,570.52498,552.51448,338.34176,320.33126,250.21654,308.33126
GlcCer_NS(d22:1/16:4)+H,748.57272,586.51992,568.50932,550.49882,338.34176,320.33126,248.20088,308.33126
GlcCer_NS(d22:1/17:0)+H,770.65102,608.59822,590.58762,572.57712,338.34176,320.33126,270.27918,308.33126
GlcCer_NS(d22:1/17:1)+H,768.63536,606.58256,588.57196,570.56146,338.34176,320.33126,268.26352,308.33126
GlcCer_NS(d22:1/17:2)+H,766.6197,604.5669,586.5563,568.5458,338.34176,320.33126,266.24786,308.33126
GlcCer_NS(d22:1/17:3)+H,764.60404,602.55124,584.54064,566.53014,338.34176,320.33126,264.2322,308.33126
GlcCer_NS(d22:1/18:0)+H,784.66668,622.61388,604.60328,586.59278,338.34176,320.33126,284.29484,308.33126
GlcCer_NS(d22:1/18:1)+H,782.65102,620.59822,602.58762,584.57712,338.34176,320.33126,282.27918,308.33126
GlcCer_NS(d22:1/18:2)+H,780.63536,618.58256,600.57196,582.56146,338.34176,320.33126,280.26352,308.33126
GlcCer_NS(d22:1/18:3)+H,778.6197,616.5669,598.5563,580.5458,338.34176,320.33126,278.24786,308.33126
GlcCer_NS(d22:1/18:4)+H,776.60404,614.55124,596.54064,578.53014,338.34176,320.33126,276.2322,308.33126
GlcCer_NS(d22:1/19:0)+H,798.68234,636.62954,618.61894,600.60844,338.34176,320.33126,298.3105,308.33126
GlcCer_NS(d22:1/19:1)+H,796.66668,634.61388,616.60328,598.59278,338.34176,320.33126,296.29484,308.33126
GlcCer_NS(d22:1/19:2)+H,794.65102,632.59822,614.58762,596.57712,338.34176,320.33126,294.27918,308.33126
GlcCer_NS(d22:1/19:3)+H,792.63536,630.58256,612.57196,594.56146,338.34176,320.33126,292.26352,308.33126
GlcCer_NS(d22:1/19:4)+H,790.6197,628.5669,610.5563,592.5458,338.34176,320.33126,290.24786,308.33126
GlcCer_NS(d22:1/20:0)+H,812.698,650.6452,632.6346,614.6241,338.34176,320.33126,312.32616,308.33126
GlcCer_NS(d22:1/20:1)+H,810.68234,648.62954,630.61894,612.60844,338.34176,320.33126,310.3105,308.33126
GlcCer_NS(d22:1/20:2)+H,808.66668,646.61388,628.60328,610.59278,338.34176,320.33126,308.29484,308.33126
GlcCer_NS(d22:1/20:3)+H,806.65102,644.59822,626.58762,608.57712,338.34176,320.33126,306.27918,308.33126
GlcCer_NS(d22:1/20:4)+H,804.63536,642.58256,624.57196,606.56146,338.34176,320.33126,304.26352,308.33126
GlcCer_NS(d22:1/21:0)+H,826.71366,664.66086,646.65026,628.63976,338.34176,320.33126,326.34182,308.33126
GlcCer_NS(d22:1/21:1)+H,824.698,662.6452,644.6346,626.6241,338.34176,320.33126,324.32616,308.33126
GlcCer_NS(d22:1/21:2)+H,822.68234,660.62954,642.61894,624.60844,338.34176,320.33126,322.3105,308.33126
GlcCer_NS(d22:1/21:3)+H,820.66668,658.61388,640.60328,622.59278,338.34176,320.33126,320.29484,308.33126
GlcCer_NS(d22:1/21:4)+H,818.65102,656.59822,638.58762,620.57712,338.34176,320.33126,318.27918,308.33126
GlcCer_NS(d22:1/22:0)+H,840.72932,678.67652,660.66592,642.65542,338.34176,320.33126,340.35748,308.33126
GlcCer_NS(d22:1/22:1)+H,838.71366,676.66086,658.65026,640.63976,338.34176,320.33126,338.34182,308.33126
GlcCer_NS(d22:1/22:2)+H,836.698,674.6452,656.6346,638.6241,338.34176,320.33126,336.32616,308.33126
GlcCer_NS(d22:1/22:3)+H,834.68234,672.62954,654.61894,636.60844,338.34176,320.33126,334.3105,308.33126
GlcCer_NS(d22:1/22:4)+H,832.66668,670.61388,652.60328,634.59278,338.34176,320.33126,332.29484,308.33126
GlcCer_NS(d22:1/23:0)+H,854.74498,692.69218,674.68158,656.67108,338.34176,320.33126,354.37314,308.33126
GlcCer_NS(d22:1/23:1)+H,852.72932,690.67652,672.66592,654.65542,338.34176,320.33126,352.35748,308.33126
GlcCer_NS(d22:1/23:2)+H,850.71366,688.66086,670.65026,652.63976,338.34176,320.33126,350.34182,308.33126
GlcCer_NS(d22:1/23:3)+H,848.698,686.6452,668.6346,650.6241,338.34176,320.33126,348.32616,308.33126
GlcCer_NS(d22:1/23:4)+H,846.68234,684.62954,666.61894,648.60844,338.34176,320.33126,346.3105,308.33126
GlcCer_NS(d22:1/24:0)+H,868.76064,706.70784,688.69724,670.68674,338.34176,320.33126,368.3888,308.33126
GlcCer_NS(d22:1/24:1)+H,866.74498,704.69218,686.68158,668.67108,338.34176,320.33126,366.37314,308.33126
GlcCer_NS(d22:1/24:2)+H,864.72932,702.67652,684.66592,666.65542,338.34176,320.33126,364.35748,308.33126
GlcCer_NS(d22:1/24:3)+H,862.71366,700.66086,682.65026,664.63976,338.34176,320.33126,362.34182,308.33126
GlcCer_NS(d22:1/24:4)+H,860.698,698.6452,680.6346,662.6241,338.34176,320.33126,360.32616,308.33126
GlcCer_NS(d22:1/25:0)+H,882.7763,720.7235,702.7129,684.7024,338.34176,320.33126,382.40446,308.33126
GlcCer_NS(d22:1/25:1)+H,880.76064,718.70784,700.69724,682.68674,338.34176,320.33126,380.3888,308.33126
GlcCer_NS(d22:1/25:2)+H,878.74498,716.69218,698.68158,680.67108,338.34176,320.33126,378.37314,308.33126
GlcCer_NS(d22:1/25:3)+H,876.72932,714.67652,696.66592,678.65542,338.34176,320.33126,376.35748,308.33126
GlcCer_NS(d22:1/25:4)+H,874.71366,712.66086,694.65026,676.63976,338.34176,320.33126,374.34182,308.33126
GlcCer_NS(d22:1/26:0)+H,896.79196,734.73916,716.72856,698.71806,338.34176,320.33126,396.42012,308.33126
GlcCer_NS(d22:1/26:1)+H,894.7763,732.7235,714.7129,696.7024,338.34176,320.33126,394.40446,308.33126
GlcCer_NS(d22:1/26:2)+H,892.76064,730.70784,712.69724,694.68674,338.34176,320.33126,392.3888,308.33126
GlcCer_NS(d22:1/26:3)+H,890.74498,728.69218,710.68158,692.67108,338.34176,320.33126,390.37314,308.33126
GlcCer_NS(d22:1/26:4)+H,888.72932,726.67652,708.66592,690.65542,338.34176,320.33126,388.35748,308.33126
GlcCer_NS(d22:1/27:0)+H,910.80762,748.75482,730.74422,712.73372,338.34176,320.33126,410.43578,308.33126
GlcCer_NS(d22:1/27:1)+H,908.79196,746.73916,728.72856,710.71806,338.34176,320.33126,408.42012,308.33126
GlcCer_NS(d22:1/27:2)+H,906.7763,744.7235,726.7129,708.7024,338.34176,320.33126,406.40446,308.33126
GlcCer_NS(d22:1/27:3)+H,904.76064,742.70784,724.69724,706.68674,338.34176,320.33126,404.3888,308.33126
GlcCer_NS(d22:1/27:4)+H,902.74498,740.69218,722.68158,704.67108,338.34176,320.33126,402.37314,308.33126
GlcCer_NS(d22:1/28:0)+H,924.82328,762.77048,744.75988,726.74938,338.34176,320.33126,424.45144,308.33126
GlcCer_NS(d22:1/28:1)+H,922.80762,760.75482,742.74422,724.73372,338.34176,320.33126,422.43578,308.33126
GlcCer_NS(d22:1/28:2)+H,920.79196,758.73916,740.72856,722.71806,338.34176,320.33126,420.42012,308.33126
GlcCer_NS(d22:1/28:3)+H,918.7763,756.7235,738.7129,720.7024,338.34176,320.33126,418.40446,308.33126
GlcCer_NS(d22:1/28:4)+H,916.76064,754.70784,736.69724,718.68674,338.34176,320.33126,416.3888,308.33126
GlcCer_NS(d22:1/29:0)+H,938.83894,776.78614,758.77554,740.76504,338.34176,320.33126,438.4671,308.33126
GlcCer_NS(d22:1/29:1)+H,936.82328,774.77048,756.75988,738.74938,338.34176,320.33126,436.45144,308.33126
GlcCer_NS(d22:1/29:2)+H,934.80762,772.75482,754.74422,736.73372,338.34176,320.33126,434.43578,308.33126
GlcCer_NS(d22:1/29:3)+H,932.79196,770.73916,752.72856,734.71806,338.34176,320.33126,432.42012,308.33126
GlcCer_NS(d22:1/29:4)+H,930.7763,768.7235,750.7129,732.7024,338.34176,320.33126,430.40446,308.33126
GlcCer_NS(d22:1/30:0)+H,952.8546,790.8018,772.7912,754.7807,338.34176,320.33126,452.48276,308.33126
GlcCer_NS(d22:1/30:1)+H,950.83894,788.78614,770.77554,752.76504,338.34176,320.33126,450.4671,308.33126
GlcCer_NS(d22:1/30:2)+H,948.82328,786.77048,768.75988,750.74938,338.34176,320.33126,448.45144,308.33126
GlcCer_NS(d22:1/30:3)+H,946.80762,784.75482,766.74422,748.73372,338.34176,320.33126,446.43578,308.33126
GlcCer_NS(d22:1/30:4)+H,944.79196,782.73916,764.72856,746.71806,338.34176,320.33126,444.42012,308.33126
GlcCer_NS(d22:1/31:0)+H,966.87026,804.81746,786.80686,768.79636,338.34176,320.33126,466.49842,308.33126
GlcCer_NS(d22:1/31:1)+H,964.8546,802.8018,784.7912,766.7807,338.34176,320.33126,464.48276,308.33126
GlcCer_NS(d22:1/31:2)+H,962.83894,800.78614,782.77554,764.76504,338.34176,320.33126,462.4671,308.33126
GlcCer_NS(d22:1/31:3)+H,960.82328,798.77048,780.75988,762.74938,338.34176,320.33126,460.45144,308.33126
GlcCer_NS(d22:1/31:4)+H,958.80762,796.75482,778.74422,760.73372,338.34176,320.33126,458.43578,308.33126
GlcCer_NS(d22:1/32:0)+H,980.88592,818.83312,800.82252,782.81202,338.34176,320.33126,480.51408,308.33126
GlcCer_NS(d22:1/32:1)+H,978.87026,816.81746,798.80686,780.79636,338.34176,320.33126,478.49842,308.33126
GlcCer_NS(d22:1/32:2)+H,976.8546,814.8018,796.7912,778.7807,338.34176,320.33126,476.48276,308.33126
GlcCer_NS(d22:1/32:3)+H,974.83894,812.78614,794.77554,776.76504,338.34176,320.33126,474.4671,308.33126
GlcCer_NS(d22:1/32:4)+H,972.82328,810.77048,792.75988,774.74938,338.34176,320.33126,472.45144,308.33126
GlcCer_NS(d22:1/33:0)+H,994.90158,832.84878,814.83818,796.82768,338.34176,320.33126,494.52974,308.33126
GlcCer_NS(d22:1/33:1)+H,992.88592,830.83312,812.82252,794.81202,338.34176,320.33126,492.51408,308.33126
GlcCer_NS(d22:1/33:2)+H,990.87026,828.81746,810.80686,792.79636,338.34176,320.33126,490.49842,308.33126
GlcCer_NS(d22:1/33:3)+H,988.8546,826.8018,808.7912,790.7807,338.34176,320.33126,488.48276,308.33126
GlcCer_NS(d22:1/33:4)+H,986.83894,824.78614,806.77554,788.76504,338.34176,320.33126,486.4671,308.33126
GlcCer_NS(d22:1/34:0)+H,1008.91724,846.86444,828.85384,810.84334,338.34176,320.33126,508.5454,308.33126
GlcCer_NS(d22:1/34:1)+H,1006.90158,844.84878,826.83818,808.82768,338.34176,320.33126,506.52974,308.33126
GlcCer_NS(d22:1/34:2)+H,1004.88592,842.83312,824.82252,806.81202,338.34176,320.33126,504.51408,308.33126
GlcCer_NS(d22:1/34:3)+H,1002.87026,840.81746,822.80686,804.79636,338.34176,320.33126,502.49842,308.33126
GlcCer_NS(d22:1/34:4)+H,1000.8546,838.8018,820.7912,802.7807,338.34176,320.33126,500.48276,308.33126
GlcCer_NS(d22:1/35:0)+H,1022.9329,860.8801,842.8695,824.859,338.34176,320.33126,522.56106,308.33126
GlcCer_NS(d22:1/35:1)+H,1020.91724,858.86444,840.85384,822.84334,338.34176,320.33126,520.5454,308.33126
GlcCer_NS(d22:1/35:2)+H,1018.90158,856.84878,838.83818,820.82768,338.34176,320.33126,518.52974,308.33126
GlcCer_NS(d22:1/35:3)+H,1016.88592,854.83312,836.82252,818.81202,338.34176,320.33126,516.51408,308.33126
GlcCer_NS(d22:1/35:4)+H,1014.87026,852.81746,834.80686,816.79636,338.34176,320.33126,514.49842,308.33126
GlcCer_NS(d22:1/36:0)+H,1036.94856,874.89576,856.88516,838.87466,338.34176,320.33126,536.57672,308.33126
GlcCer_NS(d22:1/36:1)+H,1034.9329,872.8801,854.8695,836.859,338.34176,320.33126,534.56106,308.33126
GlcCer_NS(d22:1/36:2)+H,1032.91724,870.86444,852.85384,834.84334,338.34176,320.33126,532.5454,308.33126
GlcCer_NS(d22:1/36:3)+H,1030.90158,868.84878,850.83818,832.82768,338.34176,320.33126,530.52974,308.33126
GlcCer_NS(d22:1/36:4)+H,1028.88592,866.83312,848.82252,830.81202,338.34176,320.33126,528.51408,308.33126
GlcCer_NS(d16:2/14:0)+H,642.49442,480.44162,462.43102,444.42052,252.23214,234.22164,228.2322,222.22164
GlcCer_NS(d16:2/14:1)+H,640.47876,478.42596,460.41536,442.40486,252.23214,234.22164,226.21654,222.22164
GlcCer_NS(d16:2/14:2)+H,638.4631,476.4103,458.3997,440.3892,252.23214,234.22164,224.20088,222.22164
GlcCer_NS(d16:2/14:3)+H,636.44744,474.39464,456.38404,438.37354,252.23214,234.22164,222.18522,222.22164
GlcCer_NS(d16:2/15:0)+H,656.51008,494.45728,476.44668,458.43618,252.23214,234.22164,242.24786,222.22164
GlcCer_NS(d16:2/15:1)+H,654.49442,492.44162,474.43102,456.42052,252.23214,234.22164,240.2322,222.22164
GlcCer_NS(d16:2/15:2)+H,652.47876,490.42596,472.41536,454.40486,252.23214,234.22164,238.21654,222.22164
GlcCer_NS(d16:2/15:3)+H,650.4631,488.4103,470.3997,452.3892,252.23214,234.22164,236.20088,222.22164
GlcCer_NS(d16:2/16:0)+H,670.52574,508.47294,490.46234,472.45184,252.23214,234.22164,256.26352,222.22164
GlcCer_NS(d16:2/16:1)+H,668.51008,506.45728,488.44668,470.43618,252.23214,234.22164,254.24786,222.22164
GlcCer_NS(d16:2/16:2)+H,666.49442,504.44162,486.43102,468.42052,252.23214,234.22164,252.2322,222.22164
GlcCer_NS(d16:2/16:3)+H,664.47876,502.42596,484.41536,466.40486,252.23214,234.22164,250.21654,222.22164
GlcCer_NS(d16:2/16:4)+H,662.4631,500.4103,482.3997,464.3892,252.23214,234.22164,248.20088,222.22164
GlcCer_NS(d16:2/17:0)+H,684.5414,522.4886,504.478,486.4675,252.23214,234.22164,270.27918,222.22164
GlcCer_NS(d16:2/17:1)+H,682.52574,520.47294,502.46234,484.45184,252.23214,234.22164,268.26352,222.22164
GlcCer_NS(d16:2/17:2)+H,680.51008,518.45728,500.44668,482.43618,252.23214,234.22164,266.24786,222.22164
GlcCer_NS(d16:2/17:3)+H,678.49442,516.44162,498.43102,480.42052,252.23214,234.22164,264.2322,222.22164
GlcCer_NS(d16:2/18:0)+H,698.55706,536.50426,518.49366,500.48316,252.23214,234.22164,284.29484,222.22164
GlcCer_NS(d16:2/18:1)+H,696.5414,534.4886,516.478,498.4675,252.23214,234.22164,282.27918,222.22164
GlcCer_NS(d16:2/18:2)+H,694.52574,532.47294,514.46234,496.45184,252.23214,234.22164,280.26352,222.22164
GlcCer_NS(d16:2/18:3)+H,692.51008,530.45728,512.44668,494.43618,252.23214,234.22164,278.24786,222.22164
GlcCer_NS(d16:2/18:4)+H,690.49442,528.44162,510.43102,492.42052,252.23214,234.22164,276.2322,222.22164
GlcCer_NS(d16:2/19:0)+H,712.57272,550.51992,532.50932,514.49882,252.23214,234.22164,298.3105,222.22164
GlcCer_NS(d16:2/19:1)+H,710.55706,548.50426,530.49366,512.48316,252.23214,234.22164,296.29484,222.22164
GlcCer_NS(d16:2/19:2)+H,708.5414,546.4886,528.478,510.4675,252.23214,234.22164,294.27918,222.22164
GlcCer_NS(d16:2/19:3)+H,706.52574,544.47294,526.46234,508.45184,252.23214,234.22164,292.26352,222.22164
GlcCer_NS(d16:2/19:4)+H,704.51008,542.45728,524.44668,506.43618,252.23214,234.22164,290.24786,222.22164
GlcCer_NS(d16:2/20:0)+H,726.58838,564.53558,546.52498,528.51448,252.23214,234.22164,312.32616,222.22164
GlcCer_NS(d16:2/20:1)+H,724.57272,562.51992,544.50932,526.49882,252.23214,234.22164,310.3105,222.22164
GlcCer_NS(d16:2/20:2)+H,722.55706,560.50426,542.49366,524.48316,252.23214,234.22164,308.29484,222.22164
GlcCer_NS(d16:2/20:3)+H,720.5414,558.4886,540.478,522.4675,252.23214,234.22164,306.27918,222.22164
GlcCer_NS(d16:2/20:4)+H,718.52574,556.47294,538.46234,520.45184,252.23214,234.22164,304.26352,222.22164
GlcCer_NS(d16:2/21:0)+H,740.60404,578.55124,560.54064,542.53014,252.23214,234.22164,326.34182,222.22164
GlcCer_NS(d16:2/21:1)+H,738.58838,576.53558,558.52498,540.51448,252.23214,234.22164,324.32616,222.22164
GlcCer_NS(d16:2/21:2)+H,736.57272,574.51992,556.50932,538.49882,252.23214,234.22164,322.3105,222.22164
GlcCer_NS(d16:2/21:3)+H,734.55706,572.50426,554.49366,536.48316,252.23214,234.22164,320.29484,222.22164
GlcCer_NS(d16:2/21:4)+H,732.5414,570.4886,552.478,534.4675,252.23214,234.22164,318.27918,222.22164
GlcCer_NS(d16:2/22:0)+H,754.6197,592.5669,574.5563,556.5458,252.23214,234.22164,340.35748,222.22164
GlcCer_NS(d16:2/22:1)+H,752.60404,590.55124,572.54064,554.53014,252.23214,234.22164,338.34182,222.22164
GlcCer_NS(d16:2/22:2)+H,750.58838,588.53558,570.52498,552.51448,252.23214,234.22164,336.32616,222.22164
GlcCer_NS(d16:2/22:3)+H,748.57272,586.51992,568.50932,550.49882,252.23214,234.22164,334.3105,222.22164
GlcCer_NS(d16:2/22:4)+H,746.55706,584.50426,566.49366,548.48316,252.23214,234.22164,332.29484,222.22164
GlcCer_NS(d16:2/23:0)+H,768.63536,606.58256,588.57196,570.56146,252.23214,234.22164,354.37314,222.22164
GlcCer_NS(d16:2/23:1)+H,766.6197,604.5669,586.5563,568.5458,252.23214,234.22164,352.35748,222.22164
GlcCer_NS(d16:2/23:2)+H,764.60404,602.55124,584.54064,566.53014,252.23214,234.22164,350.34182,222.22164
GlcCer_NS(d16:2/23:3)+H,762.58838,600.53558,582.52498,564.51448,252.23214,234.22164,348.32616,222.22164
GlcCer_NS(d16:2/23:4)+H,760.57272,598.51992,580.50932,562.49882,252.23214,234.22164,346.3105,222.22164
GlcCer_NS(d16:2/24:0)+H,782.65102,620.59822,602.58762,584.57712,252.23214,234.22164,368.3888,222.22164
GlcCer_NS(d16:2/24:1)+H,780.63536,618.58256,600.57196,582.56146,252.23214,234.22164,366.37314,222.22164
GlcCer_NS(d16:2/24:2)+H,778.6197,616.5669,598.5563,580.5458,252.23214,234.22164,364.35748,222.22164
GlcCer_NS(d16:2/24:3)+H,776.60404,614.55124,596.54064,578.53014,252.23214,234.22164,362.34182,222.22164
GlcCer_NS(d16:2/24:4)+H,774.58838,612.53558,594.52498,576.51448,252.23214,234.22164,360.32616,222.22164
GlcCer_NS(d16:2/25:0)+H,796.66668,634.61388,616.60328,598.59278,252.23214,234.22164,382.40446,222.22164
GlcCer_NS(d16:2/25:1)+H,794.65102,632.59822,614.58762,596.57712,252.23214,234.22164,380.3888,222.22164
GlcCer_NS(d16:2/25:2)+H,792.63536,630.58256,612.57196,594.56146,252.23214,234.22164,378.37314,222.22164
GlcCer_NS(d16:2/25:3)+H,790.6197,628.5669,610.5563,592.5458,252.23214,234.22164,376.35748,222.22164
GlcCer_NS(d16:2/25:4)+H,788.60404,626.55124,608.54064,590.53014,252.23214,234.22164,374.34182,222.22164
GlcCer_NS(d16:2/26:0)+H,810.68234,648.62954,630.61894,612.60844,252.23214,234.22164,396.42012,222.22164
GlcCer_NS(d16:2/26:1)+H,808.66668,646.61388,628.60328,610.59278,252.23214,234.22164,394.40446,222.22164
GlcCer_NS(d16:2/26:2)+H,806.65102,644.59822,626.58762,608.57712,252.23214,234.22164,392.3888,222.22164
GlcCer_NS(d16:2/26:3)+H,804.63536,642.58256,624.57196,606.56146,252.23214,234.22164,390.37314,222.22164
GlcCer_NS(d16:2/26:4)+H,802.6197,640.5669,622.5563,604.5458,252.23214,234.22164,388.35748,222.22164
GlcCer_NS(d16:2/27:0)+H,824.698,662.6452,644.6346,626.6241,252.23214,234.22164,410.43578,222.22164
GlcCer_NS(d16:2/27:1)+H,822.68234,660.62954,642.61894,624.60844,252.23214,234.22164,408.42012,222.22164
GlcCer_NS(d16:2/27:2)+H,820.66668,658.61388,640.60328,622.59278,252.23214,234.22164,406.40446,222.22164
GlcCer_NS(d16:2/27:3)+H,818.65102,656.59822,638.58762,620.57712,252.23214,234.22164,404.3888,222.22164
GlcCer_NS(d16:2/27:4)+H,816.63536,654.58256,636.57196,618.56146,252.23214,234.22164,402.37314,222.22164
GlcCer_NS(d16:2/28:0)+H,838.71366,676.66086,658.65026,640.63976,252.23214,234.22164,424.45144,222.22164
GlcCer_NS(d16:2/28:1)+H,836.698,674.6452,656.6346,638.6241,252.23214,234.22164,422.43578,222.22164
GlcCer_NS(d16:2/28:2)+H,834.68234,672.62954,654.61894,636.60844,252.23214,234.22164,420.42012,222.22164
GlcCer_NS(d16:2/28:3)+H,832.66668,670.61388,652.60328,634.59278,252.23214,234.22164,418.40446,222.22164
GlcCer_NS(d16:2/28:4)+H,830.65102,668.59822,650.58762,632.57712,252.23214,234.22164,416.3888,222.22164
GlcCer_NS(d16:2/29:0)+H,852.72932,690.67652,672.66592,654.65542,252.23214,234.22164,438.4671,222.22164
GlcCer_NS(d16:2/29:1)+H,850.71366,688.66086,670.65026,652.63976,252.23214,234.22164,436.45144,222.22164
GlcCer_NS(d16:2/29:2)+H,848.698,686.6452,668.6346,650.6241,252.23214,234.22164,434.43578,222.22164
GlcCer_NS(d16:2/29:3)+H,846.68234,684.62954,666.61894,648.60844,252.23214,234.22164,432.42012,222.22164
GlcCer_NS(d16:2/29:4)+H,844.66668,682.61388,664.60328,646.59278,252.23214,234.22164,430.40446,222.22164
GlcCer_NS(d16:2/30:0)+H,866.74498,704.69218,686.68158,668.67108,252.23214,234.22164,452.48276,222.22164
GlcCer_NS(d16:2/30:1)+H,864.72932,702.67652,684.66592,666.65542,252.23214,234.22164,450.4671,222.22164
GlcCer_NS(d16:2/30:2)+H,862.71366,700.66086,682.65026,664.63976,252.23214,234.22164,448.45144,222.22164
GlcCer_NS(d16:2/30:3)+H,860.698,698.6452,680.6346,662.6241,252.23214,234.22164,446.43578,222.22164
GlcCer_NS(d16:2/30:4)+H,858.68234,696.62954,678.61894,660.60844,252.23214,234.22164,444.42012,222.22164
GlcCer_NS(d16:2/31:0)+H,880.76064,718.70784,700.69724,682.68674,252.23214,234.22164,466.49842,222.22164
GlcCer_NS(d16:2/31:1)+H,878.74498,716.69218,698.68158,680.67108,252.23214,234.22164,464.48276,222.22164
GlcCer_NS(d16:2/31:2)+H,876.72932,714.67652,696.66592,678.65542,252.23214,234.22164,462.4671,222.22164
GlcCer_NS(d16:2/31:3)+H,874.71366,712.66086,694.65026,676.63976,252.23214,234.22164,460.45144,222.22164
GlcCer_NS(d16:2/31:4)+H,872.698,710.6452,692.6346,674.6241,252.23214,234.22164,458.43578,222.22164
GlcCer_NS(d16:2/32:0)+H,894.7763,732.7235,714.7129,696.7024,252.23214,234.22164,480.51408,222.22164
GlcCer_NS(d16:2/32:1)+H,892.76064,730.70784,712.69724,694.68674,252.23214,234.22164,478.49842,222.22164
GlcCer_NS(d16:2/32:2)+H,890.74498,728.69218,710.68158,692.67108,252.23214,234.22164,476.48276,222.22164
GlcCer_NS(d16:2/32:3)+H,888.72932,726.67652,708.66592,690.65542,252.23214,234.22164,474.4671,222.22164
GlcCer_NS(d16:2/32:4)+H,886.71366,724.66086,706.65026,688.63976,252.23214,234.22164,472.45144,222.22164
GlcCer_NS(d16:2/33:0)+H,908.79196,746.73916,728.72856,710.71806,252.23214,234.22164,494.52974,222.22164
GlcCer_NS(d16:2/33:1)+H,906.7763,744.7235,726.7129,708.7024,252.23214,234.22164,492.51408,222.22164
GlcCer_NS(d16:2/33:2)+H,904.76064,742.70784,724.69724,706.68674,252.23214,234.22164,490.49842,222.22164
GlcCer_NS(d16:2/33:3)+H,902.74498,740.69218,722.68158,704.67108,252.23214,234.22164,488.48276,222.22164
GlcCer_NS(d16:2/33:4)+H,900.72932,738.67652,720.66592,702.65542,252.23214,234.22164,486.4671,222.22164
GlcCer_NS(d16:2/34:0)+H,922.80762,760.75482,742.74422,724.73372,252.23214,234.22164,508.5454,222.22164
GlcCer_NS(d16:2/34:1)+H,920.79196,758.73916,740.72856,722.71806,252.23214,234.22164,506.52974,222.22164
GlcCer_NS(d16:2/34:2)+H,918.7763,756.7235,738.7129,720.7024,252.23214,234.22164,504.51408,222.22164
GlcCer_NS(d16:2/34:3)+H,916.76064,754.70784,736.69724,718.68674,252.23214,234.22164,502.49842,222.22164
GlcCer_NS(d16:2/34:4)+H,914.74498,752.69218,734.68158,716.67108,252.23214,234.22164,500.48276,222.22164
GlcCer_NS(d16:2/35:0)+H,936.82328,774.77048,756.75988,738.74938,252.23214,234.22164,522.56106,222.22164
GlcCer_NS(d16:2/35:1)+H,934.80762,772.75482,754.74422,736.73372,252.23214,234.22164,520.5454,222.22164
GlcCer_NS(d16:2/35:2)+H,932.79196,770.73916,752.72856,734.71806,252.23214,234.22164,518.52974,222.22164
GlcCer_NS(d16:2/35:3)+H,930.7763,768.7235,750.7129,732.7024,252.23214,234.22164,516.51408,222.22164
GlcCer_NS(d16:2/35:4)+H,928.76064,766.70784,748.69724,730.68674,252.23214,234.22164,514.49842,222.22164
GlcCer_NS(d16:2/36:0)+H,950.83894,788.78614,770.77554,752.76504,252.23214,234.22164,536.57672,222.22164
GlcCer_NS(d16:2/36:1)+H,948.82328,786.77048,768.75988,750.74938,252.23214,234.22164,534.56106,222.22164
GlcCer_NS(d16:2/36:2)+H,946.80762,784.75482,766.74422,748.73372,252.23214,234.22164,532.5454,222.22164
GlcCer_NS(d16:2/36:3)+H,944.79196,782.73916,764.72856,746.71806,252.23214,234.22164,530.52974,222.22164
GlcCer_NS(d16:2/36:4)+H,942.7763,780.7235,762.7129,744.7024,252.23214,234.22164,528.51408,222.22164
GlcCer_NS(d17:2/14:0)+H,656.51008,494.45728,476.44668,458.43618,266.2478,248.2373,228.2322,236.2373
