PS,[M+H]+,NL_head,T1RCOO+58,T2RCOO+58,T1_RCO+,T2_RCO+
PS(16:1_18:0)+H,762.52806,577.51911,341.30506,311.25816,237.22135,267.26825
PS(16:1_18:1)+H,760.51246,575.50351,339.28946,311.25816,237.22135,265.25265
PS(16:1_18:2)+H,758.49676,573.48781,337.27376,311.25816,237.22135,263.23695
PS(16:1_18:3)+H,756.48116,571.47221,335.25816,311.25816,237.22135,261.22135
PS(16:1_18:4)+H,754.46546,569.45651,333.24246,311.25816,237.22135,259.20565
PS(16:1_19:0)+H,776.54376,591.53481,355.32076,311.25816,237.22135,281.28395
PS(16:1_20:0)+H,790.55936,605.55041,369.33636,311.25816,237.22135,295.29955
PS(16:1_20:1)+H,788.54376,603.53481,367.32076,311.25816,237.22135,293.28395
PS(16:1_20:2)+H,786.52806,601.51911,365.30506,311.25816,237.22135,291.26825
PS(16:1_20:3)+H,784.51246,599.50351,363.28946,311.25816,237.22135,289.25265
PS(16:1_20:4)+H,782.49676,597.48781,361.27376,311.25816,237.22135,287.23695
PS(16:1_20:5)+H,780.48116,595.47221,359.25816,311.25816,237.22135,285.22135
PS(16:1_21:0)+H,804.57506,619.56611,383.35206,311.25816,237.22135,309.31525
PS(16:1_22:0)+H,818.59066,633.58171,397.36766,311.25816,237.22135,323.33085
PS(16:1_22:1)+H,816.57506,631.56611,395.35206,311.25816,237.22135,321.31525
PS(16:1_22:2)+H,814.55936,629.55041,393.33636,311.25816,237.22135,319.29955
PS(16:1_22:3)+H,812.54376,627.53481,391.32076,311.25816,237.22135,317.28395
PS(16:1_22:4)+H,810.52806,625.51911,389.30506,311.25816,237.22135,315.26825
PS(16:1_22:5)+H,808.51246,623.50351,387.28946,311.25816,237.22135,313.25265
PS(16:1_22:6)+H,806.49676,621.48781,385.27376,311.25816,237.22135,311.23695
PS(16:1_23:0)+H,832.60636,647.59741,411.38336,311.25816,237.22135,337.34655
PS(16:1_24:0)+H,846.62196,661.61301,425.39896,311.25816,237.22135,351.36215
PS(16:1_24:1)+H,844.60636,659.59741,423.38336,311.25816,237.22135,349.34655
PS(16:1_25:0)+H,860.63766,675.62871,439.41466,311.25816,237.22135,365.37785
PS(16:1_26:0)+H,874.65326,689.64431,453.43026,311.25816,237.22135,379.39345
PS(17:0_17:0)+H,764.54376,579.53481,327.28946,327.28946,253.25265,253.25265
PS(17:0_17:1)+H,762.52806,577.51911,325.27376,327.28946,253.25265,251.23695
PS(17:0_17:2)+H,760.51246,575.50351,323.25816,327.28946,253.25265,249.22135
PS(17:0_18:0)+H,778.55936,593.55041,341.30506,327.28946,253.25265,267.26825
PS(17:0_18:1)+H,776.54376,591.53481,339.28946,327.28946,253.25265,265.25265
PS(17:0_18:2)+H,774.52806,589.51911,337.27376,327.28946,253.25265,263.23695
PS(17:0_18:3)+H,772.51246,587.50351,335.25816,327.28946,253.25265,261.22135
PS(17:0_18:4)+H,770.49676,585.48781,333.24246,327.28946,253.25265,259.20565
PS(17:0_19:0)+H,792.57506,607.56611,355.32076,327.28946,253.25265,281.28395
PS(17:0_20:0)+H,806.59066,621.58171,369.33636,327.28946,253.25265,295.29955
PS(17:0_20:1)+H,804.57506,619.56611,367.32076,327.28946,253.25265,293.28395
PS(17:0_20:2)+H,802.55936,617.55041,365.30506,327.28946,253.25265,291.26825
PS(17:0_20:3)+H,800.54376,615.53481,363.28946,327.28946,253.25265,289.25265
PS(17:0_20:4)+H,798.52806,613.51911,361.27376,327.28946,253.25265,287.23695
PS(17:0_20:5)+H,796.51246,611.50351,359.25816,327.28946,253.25265,285.22135
PS(17:0_21:0)+H,820.60636,635.59741,383.35206,327.28946,253.25265,309.31525
PS(17:0_22:0)+H,834.62196,649.61301,397.36766,327.28946,253.25265,323.33085
PS(17:0_22:1)+H,832.60636,647.59741,395.35206,327.28946,253.25265,321.31525
PS(17:0_22:2)+H,830.59066,645.58171,393.33636,327.28946,253.25265,319.29955
PS(17:0_22:3)+H,828.57506,643.56611,391.32076,327.28946,253.25265,317.28395
PS(17:0_22:4)+H,826.55936,641.55041,389.30506,327.28946,253.25265,315.26825
PS(17:0_22:5)+H,824.54376,639.53481,387.28946,327.28946,253.25265,313.25265
PS(17:0_22:6)+H,822.52806,637.51911,385.27376,327.28946,253.25265,311.23695
PS(17:0_23:0)+H,848.63766,663.62871,411.38336,327.28946,253.25265,337.34655
PS(17:0_24:0)+H,862.65326,677.64431,425.39896,327.28946,253.25265,351.36215
PS(17:0_24:1)+H,860.63766,675.62871,423.38336,327.28946,253.25265,349.34655
PS(17:0_25:0)+H,876.66896,691.66001,439.41466,327.28946,253.25265,365.37785
PS(17:0_26:0)+H,890.68456,705.67561,453.43026,327.28946,253.25265,379.39345
PS(17:1_17:1)+H,760.51236,575.50341,325.27376,325.27376,251.23695,251.23695
PS(17:1_17:2)+H,758.49676,573.48781,323.25816,325.27376,251.23695,249.22135
PS(17:1_18:0)+H,776.54366,591.53471,341.30506,325.27376,251.23695,267.26825
PS(17:1_18:1)+H,774.52806,589.51911,339.28946,325.27376,251.23695,265.25265
PS(17:1_18:2)+H,772.51236,587.50341,337.27376,325.27376,251.23695,263.23695
PS(17:1_18:3)+H,770.49676,585.48781,335.25816,325.27376,251.23695,261.22135
PS(17:1_18:4)+H,768.48106,583.47211,333.24246,325.27376,251.23695,259.20565
PS(17:1_19:0)+H,790.55936,605.55041,355.32076,325.27376,251.23695,281.28395
PS(17:1_20:0)+H,804.57496,619.56601,369.33636,325.27376,251.23695,295.29955
PS(17:1_20:1)+H,802.55936,617.55041,367.32076,325.27376,251.23695,293.28395
PS(17:1_20:2)+H,800.54366,615.53471,365.30506,325.27376,251.23695,291.26825
PS(17:1_20:3)+H,798.52806,613.51911,363.28946,325.27376,251.23695,289.25265
PS(17:1_20:4)+H,796.51236,611.50341,361.27376,325.27376,251.23695,287.23695
PS(17:1_20:5)+H,794.49676,609.48781,359.25816,325.27376,251.23695,285.22135
PS(17:1_21:0)+H,818.59066,633.58171,383.35206,325.27376,251.23695,309.31525
PS(17:1_22:0)+H,832.60626,647.59731,397.36766,325.27376,251.23695,323.33085
PS(17:1_22:1)+H,830.59066,645.58171,395.35206,325.27376,251.23695,321.31525
PS(17:1_22:2)+H,828.57496,643.56601,393.33636,325.27376,251.23695,319.29955
PS(17:1_22:3)+H,826.55936,641.55041,391.32076,325.27376,251.23695,317.28395
PS(17:1_22:4)+H,824.54366,639.53471,389.30506,325.27376,251.23695,315.26825
PS(17:1_22:5)+H,822.52806,637.51911,387.28946,325.27376,251.23695,313.25265
PS(17:1_22:6)+H,820.51236,635.50341,385.27376,325.27376,251.23695,311.23695
PS(17:1_23:0)+H,846.62196,661.61301,411.38336,325.27376,251.23695,337.34655
PS(17:1_24:0)+H,860.63756,675.62861,425.39896,325.27376,251.23695,351.36215
PS(17:1_24:1)+H,858.62196,673.61301,423.38336,325.27376,251.23695,349.34655
PS(17:1_25:0)+H,874.65326,689.64431,439.41466,325.27376,251.23695,365.37785
PS(17:1_26:0)+H,888.66886,703.65991,453.43026,325.27376,251.23695,379.39345
PS(17:2_17:2)+H,756.48116,571.47221,323.25816,323.25816,249.22135,249.22135
PS(17:2_18:0)+H,774.52806,589.51911,341.30506,323.25816,249.22135,267.26825
PS(17:2_18:1)+H,772.51246,587.50351,339.28946,323.25816,249.22135,265.25265
PS(17:2_18:2)+H,770.49676,585.48781,337.27376,323.25816,249.22135,263.23695
PS(17:2_18:3)+H,768.48116,583.47221,335.25816,323.25816,249.22135,261.22135
PS(17:2_18:4)+H,766.46546,581.45651,333.24246,323.25816,249.22135,259.20565
PS(17:2_19:0)+H,788.54376,603.53481,355.32076,323.25816,249.22135,281.28395
PS(17:2_20:0)+H,802.55936,617.55041,369.33636,323.25816,249.22135,295.29955
PS(17:2_20:1)+H,800.54376,615.53481,367.32076,323.25816,249.22135,293.28395
PS(17:2_20:2)+H,798.52806,613.51911,365.30506,323.25816,249.22135,291.26825
PS(17:2_20:3)+H,796.51246,611.50351,363.28946,323.25816,249.22135,289.25265
PS(17:2_20:4)+H,794.49676,609.48781,361.27376,323.25816,249.22135,287.23695
PS(17:2_20:5)+H,792.48116,607.47221,359.25816,323.25816,249.22135,285.22135
PS(17:2_21:0)+H,816.57506,631.56611,383.35206,323.25816,249.22135,309.31525
PS(17:2_22:0)+H,830.59066,645.58171,397.36766,323.25816,249.22135,323.33085
PS(17:2_22:1)+H,828.57506,643.56611,395.35206,323.25816,249.22135,321.31525
PS(17:2_22:2)+H,826.55936,641.55041,393.33636,323.25816,249.22135,319.29955
PS(17:2_22:3)+H,824.54376,639.53481,391.32076,323.25816,249.22135,317.28395
PS(17:2_22:4)+H,822.52806,637.51911,389.30506,323.25816,249.22135,315.26825
PS(17:2_22:5)+H,820.51246,635.50351,387.28946,323.25816,249.22135,313.25265
PS(17:2_22:6)+H,818.49676,633.48781,385.27376,323.25816,249.22135,311.23695
PS(17:2_23:0)+H,844.60636,659.59741,411.38336,323.25816,249.22135,337.34655
PS(17:2_24:0)+H,858.62196,673.61301,425.39896,323.25816,249.22135,351.36215
PS(17:2_24:1)+H,856.60636,671.59741,423.38336,323.25816,249.22135,349.34655
PS(17:2_25:0)+H,872.63766,687.62871,439.41466,323.25816,249.22135,365.37785
PS(17:2_26:0)+H,886.65326,701.64431,453.43026,323.25816,249.22135,379.39345
PS(18:0_18:0)+H,792.57496,607.56601,341.30506,341.30506,267.26825,267.26825
PS(18:0_18:1)+H,790.55936,605.55041,339.28946,341.30506,267.26825,265.25265
PS(18:0_18:2)+H,788.54366,603.53471,337.27376,341.30506,267.26825,263.23695
PS(18:0_18:3)+H,786.52806,601.51911,335.25816,341.30506,267.26825,261.22135
PS(18:0_18:4)+H,784.51236,599.50341,333.24246,341.30506,267.26825,259.20565
PS(18:0_19:0)+H,806.59066,621.58171,355.32076,341.30506,267.26825,281.28395
PS(18:0_20:0)+H,820.60626,635.59731,369.33636,341.30506,267.26825,295.29955
PS(18:0_20:1)+H,818.59066,633.58171,367.32076,341.30506,267.26825,293.28395
PS(18:0_20:2)+H,816.57496,631.56601,365.30506,341.30506,267.26825,291.26825
PS(18:0_20:3)+H,814.55936,629.55041,363.28946,341.30506,267.26825,289.25265
PS(18:0_20:4)+H,812.54366,627.53471,361.27376,341.30506,267.26825,287.23695
PS(18:0_20:5)+H,810.52806,625.51911,359.25816,341.30506,267.26825,285.22135
PS(18:0_21:0)+H,834.62196,649.61301,383.35206,341.30506,267.26825,309.31525
PS(18:0_22:0)+H,848.63756,663.62861,397.36766,341.30506,267.26825,323.33085
PS(18:0_22:1)+H,846.62196,661.61301,395.35206,341.30506,267.26825,321.31525
PS(18:0_22:2)+H,844.60626,659.59731,393.33636,341.30506,267.26825,319.29955
PS(18:0_22:3)+H,842.59066,657.58171,391.32076,341.30506,267.26825,317.28395
PS(18:0_22:4)+H,840.57496,655.56601,389.30506,341.30506,267.26825,315.26825
PS(18:0_22:5)+H,838.55936,653.55041,387.28946,341.30506,267.26825,313.25265
PS(18:0_22:6)+H,836.54366,651.53471,385.27376,341.30506,267.26825,311.23695
PS(18:0_23:0)+H,862.65326,677.64431,411.38336,341.30506,267.26825,337.34655
PS(18:0_24:0)+H,876.66886,691.65991,425.39896,341.30506,267.26825,351.36215
PS(18:0_24:1)+H,874.65326,689.64431,423.38336,341.30506,267.26825,349.34655
PS(18:0_25:0)+H,890.68456,705.67561,439.41466,341.30506,267.26825,365.37785
PS(18:0_26:0)+H,904.70016,719.69121,453.43026,341.30506,267.26825,379.39345
PS(18:1_18:1)+H,788.54376,603.53481,339.28946,339.28946,265.25265,265.25265
PS(18:1_18:2)+H,786.52806,601.51911,337.27376,339.28946,265.25265,263.23695
PS(18:1_18:3)+H,784.51246,599.50351,335.25816,339.28946,265.25265,261.22135
PS(18:1_18:4)+H,782.49676,597.48781,333.24246,339.28946,265.25265,259.20565
PS(18:1_19:0)+H,804.57506,619.56611,355.32076,339.28946,265.25265,281.28395
PS(18:1_20:0)+H,818.59066,633.58171,369.33636,339.28946,265.25265,295.29955
PS(18:1_20:1)+H,816.57506,631.56611,367.32076,339.28946,265.25265,293.28395
PS(18:1_20:2)+H,814.55936,629.55041,365.30506,339.28946,265.25265,291.26825
PS(18:1_20:3)+H,812.54376,627.53481,363.28946,339.28946,265.25265,289.25265
PS(18:1_20:4)+H,810.52806,625.51911,361.27376,339.28946,265.25265,287.23695
PS(18:1_20:5)+H,808.51246,623.50351,359.25816,339.28946,265.25265,285.22135
PS(18:1_21:0)+H,832.60636,647.59741,383.35206,339.28946,265.25265,309.31525
PS(18:1_22:0)+H,846.62196,661.61301,397.36766,339.28946,265.25265,323.33085
PS(18:1_22:1)+H,844.60636,659.59741,395.35206,339.28946,265.25265,321.31525
PS(18:1_22:2)+H,842.59066,657.58171,393.33636,339.28946,265.25265,319.29955
PS(18:1_22:3)+H,840.57506,655.56611,391.32076,339.28946,265.25265,317.28395
PS(18:1_22:4)+H,838.55936,653.55041,389.30506,339.28946,265.25265,315.26825
PS(18:1_22:5)+H,836.54376,651.53481,387.28946,339.28946,265.25265,313.25265
PS(18:1_22:6)+H,834.52806,649.51911,385.27376,339.28946,265.25265,311.23695
PS(18:1_23:0)+H,860.63766,675.62871,411.38336,339.28946,265.25265,337.34655
PS(18:1_24:0)+H,874.65326,689.64431,425.39896,339.28946,265.25265,351.36215
PS(18:1_24:1)+H,872.63766,687.62871,423.38336,339.28946,265.25265,349.34655
PS(18:1_25:0)+H,888.66896,703.66001,439.41466,339.28946,265.25265,365.37785
PS(18:1_26:0)+H,902.68456,717.67561,453.43026,339.28946,265.25265,379.39345
PS(18:2_18:2)+H,784.51236,599.50341,337.27376,337.27376,263.23695,263.23695
PS(18:2_18:3)+H,782.49676,597.48781,335.25816,337.27376,263.23695,261.22135
PS(18:2_18:4)+H,780.48106,595.47211,333.24246,337.27376,263.23695,259.20565
PS(18:2_19:0)+H,802.55936,617.55041,355.32076,337.27376,263.23695,281.28395
PS(18:2_20:0)+H,816.57496,631.56601,369.33636,337.27376,263.23695,295.29955
PS(18:2_20:1)+H,814.55936,629.55041,367.32076,337.27376,263.23695,293.28395
PS(18:2_20:2)+H,812.54366,627.53471,365.30506,337.27376,263.23695,291.26825
PS(18:2_20:3)+H,810.52806,625.51911,363.28946,337.27376,263.23695,289.25265
PS(18:2_20:4)+H,808.51236,623.50341,361.27376,337.27376,263.23695,287.23695
PS(18:2_20:5)+H,806.49676,621.48781,359.25816,337.27376,263.23695,285.22135
PS(18:2_21:0)+H,830.59066,645.58171,383.35206,337.27376,263.23695,309.31525
PS(18:2_22:0)+H,844.60626,659.59731,397.36766,337.27376,263.23695,323.33085
PS(18:2_22:1)+H,842.59066,657.58171,395.35206,337.27376,263.23695,321.31525
PS(18:2_22:2)+H,840.57496,655.56601,393.33636,337.27376,263.23695,319.29955
PS(18:2_22:3)+H,838.55936,653.55041,391.32076,337.27376,263.23695,317.28395
PS(18:2_22:4)+H,836.54366,651.53471,389.30506,337.27376,263.23695,315.26825
PS(18:2_22:5)+H,834.52806,649.51911,387.28946,337.27376,263.23695,313.25265
PS(18:2_22:6)+H,832.51236,647.50341,385.27376,337.27376,263.23695,311.23695
PS(18:2_23:0)+H,858.62196,673.61301,411.38336,337.27376,263.23695,337.34655
PS(18:2_24:0)+H,872.63756,687.62861,425.39896,337.27376,263.23695,351.36215
PS(18:2_24:1)+H,870.62196,685.61301,423.38336,337.27376,263.23695,349.34655
PS(18:2_25:0)+H,886.65326,701.64431,439.41466,337.27376,263.23695,365.37785
PS(18:2_26:0)+H,900.66886,715.65991,453.43026,337.27376,263.23695,379.39345
PS(18:3_18:3)+H,780.48116,595.47221,335.25816,335.25816,261.22135,261.22135
PS(18:3_18:4)+H,778.46546,593.45651,333.24246,335.25816,261.22135,259.20565
PS(18:3_19:0)+H,800.54376,615.53481,355.32076,335.25816,261.22135,281.28395
PS(18:3_20:0)+H,814.55936,629.55041,369.33636,335.25816,261.22135,295.29955
PS(18:3_20:1)+H,812.54376,627.53481,367.32076,335.25816,261.22135,293.28395
PS(18:3_20:2)+H,810.52806,625.51911,365.30506,335.25816,261.22135,291.26825
PS(18:3_20:3)+H,808.51246,623.50351,363.28946,335.25816,261.22135,289.25265
PS(18:3_20:4)+H,806.49676,621.48781,361.27376,335.25816,261.22135,287.23695
PS(18:3_20:5)+H,804.48116,619.47221,359.25816,335.25816,261.22135,285.22135
PS(18:3_21:0)+H,828.57506,643.56611,383.35206,335.25816,261.22135,309.31525
PS(18:3_22:0)+H,842.59066,657.58171,397.36766,335.25816,261.22135,323.33085
PS(18:3_22:1)+H,840.57506,655.56611,395.35206,335.25816,261.22135,321.31525
PS(18:3_22:2)+H,838.55936,653.55041,393.33636,335.25816,261.22135,319.29955
PS(18:3_22:3)+H,836.54376,651.53481,391.32076,335.25816,261.22135,317.28395
PS(18:3_22:4)+H,834.52806,649.51911,389.30506,335.25816,261.22135,315.26825
PS(18:3_22:5)+H,832.51246,647.50351,387.28946,335.25816,261.22135,313.25265
PS(18:3_22:6)+H,830.49676,645.48781,385.27376,335.25816,261.22135,311.23695
PS(18:3_23:0)+H,856.60636,671.59741,411.38336,335.25816,261.22135,337.34655
PS(18:3_24:0)+H,870.62196,685.61301,425.39896,335.25816,261.22135,351.36215
PS(18:3_24:1)+H,868.60636,683.59741,423.38336,335.25816,261.22135,349.34655
PS(18:3_25:0)+H,884.63766,699.62871,439.41466,335.25816,261.22135,365.37785
PS(18:3_26:0)+H,898.65326,713.64431,453.43026,335.25816,261.22135,379.39345
PS(18:4_18:4)+H,776.44976,591.44081,333.24246,333.24246,259.20565,259.20565
PS(18:4_19:0)+H,798.52806,613.51911,355.32076,333.24246,259.20565,281.28395
PS(18:4_20:0)+H,812.54366,627.53471,369.33636,333.24246,259.20565,295.29955
PS(18:4_20:1)+H,810.52806,625.51911,367.32076,333.24246,259.20565,293.28395
PS(18:4_20:2)+H,808.51236,623.50341,365.30506,333.24246,259.20565,291.26825
PS(18:4_20:3)+H,806.49676,621.48781,363.28946,333.24246,259.20565,289.25265
PS(18:4_20:4)+H,804.48106,619.47211,361.27376,333.24246,259.20565,287.23695
PS(18:4_20:5)+H,802.46546,617.45651,359.25816,333.24246,259.20565,285.22135
PS(18:4_21:0)+H,826.55936,641.55041,383.35206,333.24246,259.20565,309.31525
PS(18:4_22:0)+H,840.57496,655.56601,397.36766,333.24246,259.20565,323.33085
PS(18:4_22:1)+H,838.55936,653.55041,395.35206,333.24246,259.20565,321.31525
PS(18:4_22:2)+H,836.54366,651.53471,393.33636,333.24246,259.20565,319.29955
PS(18:4_22:3)+H,834.52806,649.51911,391.32076,333.24246,259.20565,317.28395
PS(18:4_22:4)+H,832.51236,647.50341,389.30506,333.24246,259.20565,315.26825
PS(18:4_22:5)+H,830.49676,645.48781,387.28946,333.24246,259.20565,313.25265
PS(18:4_22:6)+H,828.48106,643.47211,385.27376,333.24246,259.20565,311.23695
PS(18:4_23:0)+H,854.59066,669.58171,411.38336,333.24246,259.20565,337.34655
PS(18:4_24:0)+H,868.60626,683.59731,425.39896,333.24246,259.20565,351.36215
PS(18:4_24:1)+H,866.59066,681.58171,423.38336,333.24246,259.20565,349.34655
PS(18:4_25:0)+H,882.62196,697.61301,439.41466,333.24246,259.20565,365.37785
PS(18:4_26:0)+H,896.63756,711.62861,453.43026,333.24246,259.20565,379.39345
PS(19:0_19:0)+H,820.60636,635.59741,355.32076,355.32076,281.28395,281.28395
PS(19:0_20:0)+H,834.62196,649.61301,369.33636,355.32076,281.28395,295.29955
PS(19:0_20:1)+H,832.60636,647.59741,367.32076,355.32076,281.28395,293.28395
PS(19:0_20:2)+H,830.59066,645.58171,365.30506,355.32076,281.28395,291.26825
PS(19:0_20:3)+H,828.57506,643.56611,363.28946,355.32076,281.28395,289.25265
PS(19:0_20:4)+H,826.55936,641.55041,361.27376,355.32076,281.28395,287.23695
PS(19:0_20:5)+H,824.54376,639.53481,359.25816,355.32076,281.28395,285.22135
PS(19:0_21:0)+H,848.63766,663.62871,383.35206,355.32076,281.28395,309.31525
PS(19:0_22:0)+H,862.65326,677.64431,397.36766,355.32076,281.28395,323.33085
PS(19:0_22:1)+H,860.63766,675.62871,395.35206,355.32076,281.28395,321.31525
PS(19:0_22:2)+H,858.62196,673.61301,393.33636,355.32076,281.28395,319.29955
PS(19:0_22:3)+H,856.60636,671.59741,391.32076,355.32076,281.28395,317.28395
PS(19:0_22:4)+H,854.59066,669.58171,389.30506,355.32076,281.28395,315.26825
PS(19:0_22:5)+H,852.57506,667.56611,387.28946,355.32076,281.28395,313.25265
PS(19:0_22:6)+H,850.55936,665.55041,385.27376,355.32076,281.28395,311.23695
PS(19:0_23:0)+H,876.66896,691.66001,411.38336,355.32076,281.28395,337.34655
PS(19:0_24:0)+H,890.68456,705.67561,425.39896,355.32076,281.28395,351.36215
PS(19:0_24:1)+H,888.66896,703.66001,423.38336,355.32076,281.28395,349.34655
PS(19:0_25:0)+H,904.70026,719.69131,439.41466,355.32076,281.28395,365.37785
PS(19:0_26:0)+H,918.71586,733.70691,453.43026,355.32076,281.28395,379.39345
PS(20:0_20:0)+H,848.63756,663.62861,369.33636,369.33636,295.29955,295.29955
PS(20:0_20:1)+H,846.62196,661.61301,367.32076,369.33636,295.29955,293.28395
PS(20:0_20:2)+H,844.60626,659.59731,365.30506,369.33636,295.29955,291.26825
PS(20:0_20:3)+H,842.59066,657.58171,363.28946,369.33636,295.29955,289.25265
PS(20:0_20:4)+H,840.57496,655.56601,361.27376,369.33636,295.29955,287.23695
PS(20:0_20:5)+H,838.55936,653.55041,359.25816,369.33636,295.29955,285.22135
PS(20:0_21:0)+H,862.65326,677.64431,383.35206,369.33636,295.29955,309.31525
PS(20:0_22:0)+H,876.66886,691.65991,397.36766,369.33636,295.29955,323.33085
PS(20:0_22:1)+H,874.65326,689.64431,395.35206,369.33636,295.29955,321.31525
PS(20:0_22:2)+H,872.63756,687.62861,393.33636,369.33636,295.29955,319.29955
PS(20:0_22:3)+H,870.62196,685.61301,391.32076,369.33636,295.29955,317.28395
PS(20:0_22:4)+H,868.60626,683.59731,389.30506,369.33636,295.29955,315.26825
PS(20:0_22:5)+H,866.59066,681.58171,387.28946,369.33636,295.29955,313.25265
PS(20:0_22:6)+H,864.57496,679.56601,385.27376,369.33636,295.29955,311.23695
PS(20:0_23:0)+H,890.68456,705.67561,411.38336,369.33636,295.29955,337.34655
PS(20:0_24:0)+H,904.70016,719.69121,425.39896,369.33636,295.29955,351.36215
PS(20:0_24:1)+H,902.68456,717.67561,423.38336,369.33636,295.29955,349.34655
PS(20:0_25:0)+H,918.71586,733.70691,439.41466,369.33636,295.29955,365.37785
PS(20:0_26:0)+H,932.73146,747.72251,453.43026,369.33636,295.29955,379.39345
PS(20:1_20:1)+H,844.60636,659.59741,367.32076,367.32076,293.28395,293.28395
PS(20:1_20:2)+H,842.59066,657.58171,365.30506,367.32076,293.28395,291.26825
PS(20:1_20:3)+H,840.57506,655.56611,363.28946,367.32076,293.28395,289.25265
PS(20:1_20:4)+H,838.55936,653.55041,361.27376,367.32076,293.28395,287.23695
PS(20:1_20:5)+H,836.54376,651.53481,359.25816,367.32076,293.28395,285.22135
PS(20:1_21:0)+H,860.63766,675.62871,383.35206,367.32076,293.28395,309.31525
PS(20:1_22:0)+H,874.65326,689.64431,397.36766,367.32076,293.28395,323.33085
PS(20:1_22:1)+H,872.63766,687.62871,395.35206,367.32076,293.28395,321.31525
PS(20:1_22:2)+H,870.62196,685.61301,393.33636,367.32076,293.28395,319.29955
PS(20:1_22:3)+H,868.60636,683.59741,391.32076,367.32076,293.28395,317.28395
PS(20:1_22:4)+H,866.59066,681.58171,389.30506,367.32076,293.28395,315.26825
PS(20:1_22:5)+H,864.57506,679.56611,387.28946,367.32076,293.28395,313.25265
PS(20:1_22:6)+H,862.55936,677.55041,385.27376,367.32076,293.28395,311.23695
PS(20:1_23:0)+H,888.66896,703.66001,411.38336,367.32076,293.28395,337.34655
PS(20:1_24:0)+H,902.68456,717.67561,425.39896,367.32076,293.28395,351.36215
PS(20:1_24:1)+H,900.66896,715.66001,423.38336,367.32076,293.28395,349.34655
PS(20:1_25:0)+H,916.70026,731.69131,439.41466,367.32076,293.28395,365.37785
PS(20:1_26:0)+H,930.71586,745.70691,453.43026,367.32076,293.28395,379.39345
PS(20:2_20:2)+H,840.57496,655.56601,365.30506,365.30506,291.26825,291.26825
PS(20:2_20:3)+H,838.55936,653.55041,363.28946,365.30506,291.26825,289.25265
PS(20:2_20:4)+H,836.54366,651.53471,361.27376,365.30506,291.26825,287.23695
PS(20:2_20:5)+H,834.52806,649.51911,359.25816,365.30506,291.26825,285.22135
PS(20:2_21:0)+H,858.62196,673.61301,383.35206,365.30506,291.26825,309.31525
PS(20:2_22:0)+H,872.63756,687.62861,397.36766,365.30506,291.26825,323.33085
PS(20:2_22:1)+H,870.62196,685.61301,395.35206,365.30506,291.26825,321.31525
PS(20:2_22:2)+H,868.60626,683.59731,393.33636,365.30506,291.26825,319.29955
PS(20:2_22:3)+H,866.59066,681.58171,391.32076,365.30506,291.26825,317.28395
PS(20:2_22:4)+H,864.57496,679.56601,389.30506,365.30506,291.26825,315.26825
PS(20:2_22:5)+H,862.55936,677.55041,387.28946,365.30506,291.26825,313.25265
PS(20:2_22:6)+H,860.54366,675.53471,385.27376,365.30506,291.26825,311.23695
PS(20:2_23:0)+H,886.65326,701.64431,411.38336,365.30506,291.26825,337.34655
PS(20:2_24:0)+H,900.66886,715.65991,425.39896,365.30506,291.26825,351.36215
PS(20:2_24:1)+H,898.65326,713.64431,423.38336,365.30506,291.26825,349.34655
PS(20:2_25:0)+H,914.68456,729.67561,439.41466,365.30506,291.26825,365.37785
PS(20:2_26:0)+H,928.70016,743.69121,453.43026,365.30506,291.26825,379.39345
PS(20:3_20:3)+H,836.54376,651.53481,363.28946,363.28946,289.25265,289.25265
PS(20:3_20:4)+H,834.52806,649.51911,361.27376,363.28946,289.25265,287.23695
PS(20:3_20:5)+H,832.51246,647.50351,359.25816,363.28946,289.25265,285.22135
PS(20:3_21:0)+H,856.60636,671.59741,383.35206,363.28946,289.25265,309.31525
PS(20:3_22:0)+H,870.62196,685.61301,397.36766,363.28946,289.25265,323.33085
PS(20:3_22:1)+H,868.60636,683.59741,395.35206,363.28946,289.25265,321.31525
PS(20:3_22:2)+H,866.59066,681.58171,393.33636,363.28946,289.25265,319.29955
PS(20:3_22:3)+H,864.57506,679.56611,391.32076,363.28946,289.25265,317.28395
PS(20:3_22:4)+H,862.55936,677.55041,389.30506,363.28946,289.25265,315.26825
PS(20:3_22:5)+H,860.54376,675.53481,387.28946,363.28946,289.25265,313.25265
PS(20:3_22:6)+H,858.52806,673.51911,385.27376,363.28946,289.25265,311.23695
PS(20:3_23:0)+H,884.63766,699.62871,411.38336,363.28946,289.25265,337.34655
PS(20:3_24:0)+H,898.65326,713.64431,425.39896,363.28946,289.25265,351.36215
PS(20:3_24:1)+H,896.63766,711.62871,423.38336,363.28946,289.25265,349.34655
PS(20:3_25:0)+H,912.66896,727.66001,439.41466,363.28946,289.25265,365.37785
PS(20:3_26:0)+H,926.68456,741.67561,453.43026,363.28946,289.25265,379.39345
PS(20:4_20:4)+H,832.51236,647.50341,361.27376,361.27376,287.23695,287.23695
PS(20:4_20:5)+H,830.49676,645.48781,359.25816,361.27376,287.23695,285.22135
PS(20:4_21:0)+H,854.59066,669.58171,383.35206,361.27376,287.23695,309.31525
PS(20:4_22:0)+H,868.60626,683.59731,397.36766,361.27376,287.23695,323.33085
PS(20:4_22:1)+H,866.59066,681.58171,395.35206,361.27376,287.23695,321.31525
PS(20:4_22:2)+H,864.57496,679.56601,393.33636,361.27376,287.23695,319.29955
