MGDG,[M+HCO2]-,T1_RCOO-,T2_RCOO-,M-FA1-FA2+H2O-H,M-FA1-FA2+2H2O-H
MGDG(20:2_22:1)+HCO2,909.66766,307.26425,337.31125,235.0824,253.0929
MGDG(20:2_22:2)+HCO2,907.65196,307.26425,335.29555,235.0824,253.0929
MGDG(20:2_22:3)+HCO2,905.63636,307.26425,333.27995,235.0824,253.0929
MGDG(20:2_22:4)+HCO2,903.62066,307.26425,331.26425,235.0824,253.0929
MGDG(20:2_22:5)+HCO2,901.60506,307.26425,329.24865,235.0824,253.0929
MGDG(20:2_22:6)+HCO2,899.58936,307.26425,327.23295,235.0824,253.0929
MGDG(20:2_23:0)+HCO2,925.69896,307.26425,353.34255,235.0824,253.0929
MGDG(20:2_24:0)+HCO2,939.71456,307.26425,367.35815,235.0824,253.0929
MGDG(20:2_24:1)+HCO2,937.69896,307.26425,365.34255,235.0824,253.0929
MGDG(20:2_25:0)+HCO2,953.73026,307.26425,381.37385,235.0824,253.0929
MGDG(20:2_26:0)+HCO2,967.74586,307.26425,395.38945,235.0824,253.0929
MGDG(20:3_20:3)+HCO2,875.58946,305.24865,305.24865,235.0824,253.0929
MGDG(20:3_20:4)+HCO2,873.57376,305.24865,303.23295,235.0824,253.0929
MGDG(20:3_20:5)+HCO2,871.55816,305.24865,301.21735,235.0824,253.0929
MGDG(20:3_21:0)+HCO2,895.65206,305.24865,325.31125,235.0824,253.0929
MGDG(20:3_22:0)+HCO2,909.66766,305.24865,339.32685,235.0824,253.0929
MGDG(20:3_22:1)+HCO2,907.65206,305.24865,337.31125,235.0824,253.0929
MGDG(20:3_22:2)+HCO2,905.63636,305.24865,335.29555,235.0824,253.0929
MGDG(20:3_22:3)+HCO2,903.62076,305.24865,333.27995,235.0824,253.0929
MGDG(20:3_22:4)+HCO2,901.60506,305.24865,331.26425,235.0824,253.0929
MGDG(20:3_22:5)+HCO2,899.58946,305.24865,329.24865,235.0824,253.0929
MGDG(20:3_22:6)+HCO2,897.57376,305.24865,327.23295,235.0824,253.0929
MGDG(20:3_23:0)+HCO2,923.68336,305.24865,353.34255,235.0824,253.0929
MGDG(20:3_24:0)+HCO2,937.69896,305.24865,367.35815,235.0824,253.0929
MGDG(20:3_24:1)+HCO2,935.68336,305.24865,365.34255,235.0824,253.0929
MGDG(20:3_25:0)+HCO2,951.71466,305.24865,381.37385,235.0824,253.0929
MGDG(20:3_26:0)+HCO2,965.73026,305.24865,395.38945,235.0824,253.0929
MGDG(20:4_20:4)+HCO2,871.55806,303.23295,303.23295,235.0824,253.0929
MGDG(20:4_20:5)+HCO2,869.54246,303.23295,301.21735,235.0824,253.0929
MGDG(20:4_21:0)+HCO2,893.63636,303.23295,325.31125,235.0824,253.0929
MGDG(20:4_22:0)+HCO2,907.65196,303.23295,339.32685,235.0824,253.0929
MGDG(20:4_22:1)+HCO2,905.63636,303.23295,337.31125,235.0824,253.0929
MGDG(20:4_22:2)+HCO2,903.62066,303.23295,335.29555,235.0824,253.0929
MGDG(20:4_22:3)+HCO2,901.60506,303.23295,333.27995,235.0824,253.0929
MGDG(20:4_22:4)+HCO2,899.58936,303.23295,331.26425,235.0824,253.0929
MGDG(20:4_22:5)+HCO2,897.57376,303.23295,329.24865,235.0824,253.0929
MGDG(20:4_22:6)+HCO2,895.55806,303.23295,327.23295,235.0824,253.0929
MGDG(20:4_23:0)+HCO2,921.66766,303.23295,353.34255,235.0824,253.0929
MGDG(20:4_24:0)+HCO2,935.68326,303.23295,367.35815,235.0824,253.0929
MGDG(20:4_24:1)+HCO2,933.66766,303.23295,365.34255,235.0824,253.0929
MGDG(20:4_25:0)+HCO2,949.69896,303.23295,381.37385,235.0824,253.0929
MGDG(20:4_26:0)+HCO2,963.71456,303.23295,395.38945,235.0824,253.0929
MGDG(20:5_20:5)+HCO2,867.52686,301.21735,301.21735,235.0824,253.0929
MGDG(20:5_21:0)+HCO2,891.62076,301.21735,325.31125,235.0824,253.0929
MGDG(20:5_22:0)+HCO2,905.63636,301.21735,339.32685,235.0824,253.0929
MGDG(20:5_22:1)+HCO2,903.62076,301.21735,337.31125,235.0824,253.0929
MGDG(20:5_22:2)+HCO2,901.60506,301.21735,335.29555,235.0824,253.0929
MGDG(20:5_22:3)+HCO2,899.58946,301.21735,333.27995,235.0824,253.0929
MGDG(20:5_22:4)+HCO2,897.57376,301.21735,331.26425,235.0824,253.0929
MGDG(20:5_22:5)+HCO2,895.55816,301.21735,329.24865,235.0824,253.0929
MGDG(20:5_22:6)+HCO2,893.54246,301.21735,327.23295,235.0824,253.0929
MGDG(20:5_23:0)+HCO2,919.65206,301.21735,353.34255,235.0824,253.0929
MGDG(20:5_24:0)+HCO2,933.66766,301.21735,367.35815,235.0824,253.0929
MGDG(20:5_24:1)+HCO2,931.65206,301.21735,365.34255,235.0824,253.0929
MGDG(20:5_25:0)+HCO2,947.68336,301.21735,381.37385,235.0824,253.0929
MGDG(20:5_26:0)+HCO2,961.69896,301.21735,395.38945,235.0824,253.0929
MGDG(21:0_21:0)+HCO2,915.71466,325.31125,325.31125,235.0824,253.0929
MGDG(21:0_22:0)+HCO2,929.73026,325.31125,339.32685,235.0824,253.0929
MGDG(21:0_22:1)+HCO2,927.71466,325.31125,337.31125,235.0824,253.0929
MGDG(21:0_22:2)+HCO2,925.69896,325.31125,335.29555,235.0824,253.0929
MGDG(21:0_22:3)+HCO2,923.68336,325.31125,333.27995,235.0824,253.0929
MGDG(21:0_22:4)+HCO2,921.66766,325.31125,331.26425,235.0824,253.0929
MGDG(21:0_22:5)+HCO2,919.65206,325.31125,329.24865,235.0824,253.0929
MGDG(21:0_22:6)+HCO2,917.63636,325.31125,327.23295,235.0824,253.0929
MGDG(21:0_23:0)+HCO2,943.74596,325.31125,353.34255,235.0824,253.0929
MGDG(21:0_24:0)+HCO2,957.76156,325.31125,367.35815,235.0824,253.0929
MGDG(21:0_24:1)+HCO2,955.74596,325.31125,365.34255,235.0824,253.0929
MGDG(21:0_25:0)+HCO2,971.77726,325.31125,381.37385,235.0824,253.0929
MGDG(21:0_26:0)+HCO2,985.79286,325.31125,395.38945,235.0824,253.0929
MGDG(22:0_22:0)+HCO2,943.74586,339.32685,339.32685,235.0824,253.0929
MGDG(22:0_22:1)+HCO2,941.73026,339.32685,337.31125,235.0824,253.0929
MGDG(22:0_22:2)+HCO2,939.71456,339.32685,335.29555,235.0824,253.0929
MGDG(22:0_22:3)+HCO2,937.69896,339.32685,333.27995,235.0824,253.0929
MGDG(22:0_22:4)+HCO2,935.68326,339.32685,331.26425,235.0824,253.0929
MGDG(22:0_22:5)+HCO2,933.66766,339.32685,329.24865,235.0824,253.0929
MGDG(22:0_22:6)+HCO2,931.65196,339.32685,327.23295,235.0824,253.0929
MGDG(22:0_23:0)+HCO2,957.76156,339.32685,353.34255,235.0824,253.0929
MGDG(22:0_24:0)+HCO2,971.77716,339.32685,367.35815,235.0824,253.0929
MGDG(22:0_24:1)+HCO2,969.76156,339.32685,365.34255,235.0824,253.0929
MGDG(22:0_25:0)+HCO2,985.79286,339.32685,381.37385,235.0824,253.0929
MGDG(22:0_26:0)+HCO2,999.80846,339.32685,395.38945,235.0824,253.0929
MGDG(22:1_22:1)+HCO2,939.71466,337.31125,337.31125,235.0824,253.0929
MGDG(22:1_22:2)+HCO2,937.69896,337.31125,335.29555,235.0824,253.0929
MGDG(22:1_22:3)+HCO2,935.68336,337.31125,333.27995,235.0824,253.0929
MGDG(22:1_22:4)+HCO2,933.66766,337.31125,331.26425,235.0824,253.0929
MGDG(22:1_22:5)+HCO2,931.65206,337.31125,329.24865,235.0824,253.0929
MGDG(22:1_22:6)+HCO2,929.63636,337.31125,327.23295,235.0824,253.0929
MGDG(22:1_23:0)+HCO2,955.74596,337.31125,353.34255,235.0824,253.0929
MGDG(22:1_24:0)+HCO2,969.76156,337.31125,367.35815,235.0824,253.0929
MGDG(22:1_24:1)+HCO2,967.74596,337.31125,365.34255,235.0824,253.0929
MGDG(22:1_25:0)+HCO2,983.77726,337.31125,381.37385,235.0824,253.0929
MGDG(22:1_26:0)+HCO2,997.79286,337.31125,395.38945,235.0824,253.0929
MGDG(22:2_22:2)+HCO2,935.68326,335.29555,335.29555,235.0824,253.0929
MGDG(22:2_22:3)+HCO2,933.66766,335.29555,333.27995,235.0824,253.0929
MGDG(22:2_22:4)+HCO2,931.65196,335.29555,331.26425,235.0824,253.0929
MGDG(22:2_22:5)+HCO2,929.63636,335.29555,329.24865,235.0824,253.0929
MGDG(22:2_22:6)+HCO2,927.62066,335.29555,327.23295,235.0824,253.0929
MGDG(22:2_23:0)+HCO2,953.73026,335.29555,353.34255,235.0824,253.0929
MGDG(22:2_24:0)+HCO2,967.74586,335.29555,367.35815,235.0824,253.0929
MGDG(22:2_24:1)+HCO2,965.73026,335.29555,365.34255,235.0824,253.0929
MGDG(22:2_25:0)+HCO2,981.76156,335.29555,381.37385,235.0824,253.0929
MGDG(22:2_26:0)+HCO2,995.77716,335.29555,395.38945,235.0824,253.0929
MGDG(22:3_22:3)+HCO2,931.65206,333.27995,333.27995,235.0824,253.0929
MGDG(22:3_22:4)+HCO2,929.63636,333.27995,331.26425,235.0824,253.0929
MGDG(22:3_22:5)+HCO2,927.62076,333.27995,329.24865,235.0824,253.0929
MGDG(22:3_22:6)+HCO2,925.60506,333.27995,327.23295,235.0824,253.0929
MGDG(22:3_23:0)+HCO2,951.71466,333.27995,353.34255,235.0824,253.0929
MGDG(22:3_24:0)+HCO2,965.73026,333.27995,367.35815,235.0824,253.0929
MGDG(22:3_24:1)+HCO2,963.71466,333.27995,365.34255,235.0824,253.0929
MGDG(22:3_25:0)+HCO2,979.74596,333.27995,381.37385,235.0824,253.0929
MGDG(22:3_26:0)+HCO2,993.76156,333.27995,395.38945,235.0824,253.0929
MGDG(22:4_22:4)+HCO2,927.62066,331.26425,331.26425,235.0824,253.0929
MGDG(22:4_22:5)+HCO2,925.60506,331.26425,329.24865,235.0824,253.0929
MGDG(22:4_22:6)+HCO2,923.58936,331.26425,327.23295,235.0824,253.0929
MGDG(22:4_23:0)+HCO2,949.69896,331.26425,353.34255,235.0824,253.0929
MGDG(22:4_24:0)+HCO2,963.71456,331.26425,367.35815,235.0824,253.0929
MGDG(22:4_24:1)+HCO2,961.69896,331.26425,365.34255,235.0824,253.0929
MGDG(22:4_25:0)+HCO2,977.73026,331.26425,381.37385,235.0824,253.0929
MGDG(22:4_26:0)+HCO2,991.74586,331.26425,395.38945,235.0824,253.0929
MGDG(22:5_22:5)+HCO2,923.58946,329.24865,329.24865,235.0824,253.0929
MGDG(22:5_22:6)+HCO2,921.57376,329.24865,327.23295,235.0824,253.0929
MGDG(22:5_23:0)+HCO2,947.68336,329.24865,353.34255,235.0824,253.0929
MGDG(22:5_24:0)+HCO2,961.69896,329.24865,367.35815,235.0824,253.0929
MGDG(22:5_24:1)+HCO2,959.68336,329.24865,365.34255,235.0824,253.0929
MGDG(22:5_25:0)+HCO2,975.71466,329.24865,381.37385,235.0824,253.0929
MGDG(22:5_26:0)+HCO2,989.73026,329.24865,395.38945,235.0824,253.0929
MGDG(22:6_22:6)+HCO2,919.55806,327.23295,327.23295,235.0824,253.0929
MGDG(22:6_23:0)+HCO2,945.66766,327.23295,353.34255,235.0824,253.0929
MGDG(22:6_24:0)+HCO2,959.68326,327.23295,367.35815,235.0824,253.0929
MGDG(22:6_24:1)+HCO2,957.66766,327.23295,365.34255,235.0824,253.0929
MGDG(22:6_25:0)+HCO2,973.69896,327.23295,381.37385,235.0824,253.0929
MGDG(22:6_26:0)+HCO2,987.71456,327.23295,395.38945,235.0824,253.0929
MGDG(23:0_23:0)+HCO2,971.77726,353.34255,353.34255,235.0824,253.0929
MGDG(23:0_24:0)+HCO2,985.79286,353.34255,367.35815,235.0824,253.0929
MGDG(23:0_24:1)+HCO2,983.77726,353.34255,365.34255,235.0824,253.0929
MGDG(23:0_25:0)+HCO2,999.80856,353.34255,381.37385,235.0824,253.0929
MGDG(23:0_26:0)+HCO2,1013.82416,353.34255,395.38945,235.0824,253.0929
MGDG(24:0_24:0)+HCO2,999.80846,367.35815,367.35815,235.0824,253.0929
MGDG(24:0_24:1)+HCO2,997.79286,367.35815,365.34255,235.0824,253.0929
MGDG(24:0_25:0)+HCO2,1013.82416,367.35815,381.37385,235.0824,253.0929
MGDG(24:0_26:0)+HCO2,1027.83976,367.35815,395.38945,235.0824,253.0929
MGDG(24:1_24:1)+HCO2,995.77726,365.34255,365.34255,235.0824,253.0929
MGDG(24:1_25:0)+HCO2,1011.80856,365.34255,381.37385,235.0824,253.0929
MGDG(24:1_26:0)+HCO2,1025.82416,365.34255,395.38945,235.0824,253.0929
MGDG(25:0_25:0)+HCO2,1027.83986,381.37385,381.37385,235.0824,253.0929
MGDG(25:0_26:0)+HCO2,1041.85546,381.37385,395.38945,235.0824,253.0929
MGDG(26:0_26:0)+HCO2,1055.87106,395.38945,395.38945,235.0824,253.0929
MGDG(10:0_18:5)+HCO2,709.4168,171.13905,273.18559,235.0824,253.0929
MGDG(12:0_18:5)+HCO2,737.4481,199.17035,273.18559,235.0824,253.0929
MGDG(13:0_18:5)+HCO2,751.4638,213.18605,273.18559,235.0824,253.0929
MGDG(14:0_18:5)+HCO2,765.4794,227.20165,273.18559,235.0824,253.0929
MGDG(14:1_18:5)+HCO2,763.4638,225.18605,273.18559,235.0824,253.0929
MGDG(15:0_18:5)+HCO2,779.4951,241.21735,273.18559,235.0824,253.0929
MGDG(15:1_18:5)+HCO2,777.4794,239.20165,273.18559,235.0824,253.0929
MGDG(16:0_18:5)+HCO2,793.5107,255.23295,273.18559,235.0824,253.0929
MGDG(16:1_18:5)+HCO2,791.4951,253.21735,273.18559,235.0824,253.0929
MGDG(17:0_18:5)+HCO2,807.5264,269.24865,273.18559,235.0824,253.0929
MGDG(17:1_18:5)+HCO2,805.5107,267.23295,273.18559,235.0824,253.0929
MGDG(17:2_18:5)+HCO2,803.4951,265.21735,273.18559,235.0824,253.0929
MGDG(18:0_18:5)+HCO2,821.542,283.26425,273.18559,235.0824,253.0929
MGDG(18:1_18:5)+HCO2,819.5264,281.24865,273.18559,235.0824,253.0929
MGDG(18:2_18:5)+HCO2,817.5107,279.23295,273.18559,235.0824,253.0929
MGDG(18:3_18:5)+HCO2,815.4951,277.21735,273.18559,235.0824,253.0929
MGDG(18:4_18:5)+HCO2,813.4794,275.20165,273.18559,235.0824,253.0929
MGDG(19:0_18:5)+HCO2,835.5577,297.27995,273.18559,235.0824,253.0929
MGDG(20:0_18:5)+HCO2,849.5733,311.29555,273.18559,235.0824,253.0929
MGDG(20:1_18:5)+HCO2,847.5577,309.27995,273.18559,235.0824,253.0929
MGDG(20:2_18:5)+HCO2,845.542,307.26425,273.18559,235.0824,253.0929
MGDG(20:3_18:5)+HCO2,843.5264,305.24865,273.18559,235.0824,253.0929
MGDG(20:4_18:5)+HCO2,841.5107,303.23295,273.18559,235.0824,253.0929
MGDG(20:5_18:5)+HCO2,839.4951,301.21735,273.18559,235.0824,253.0929
MGDG(21:0_18:5)+HCO2,863.589,325.31125,273.18559,235.0824,253.0929
MGDG(22:0_18:5)+HCO2,877.6046,339.32685,273.18559,235.0824,253.0929
MGDG(22:1_18:5)+HCO2,875.589,337.31125,273.18559,235.0824,253.0929
MGDG(22:2_18:5)+HCO2,873.5733,335.29555,273.18559,235.0824,253.0929
MGDG(22:3_18:5)+HCO2,871.5577,333.27995,273.18559,235.0824,253.0929
MGDG(22:4_18:5)+HCO2,869.542,331.26425,273.18559,235.0824,253.0929
MGDG(22:5_18:5)+HCO2,867.5264,329.24865,273.18559,235.0824,253.0929
MGDG(22:6_18:5)+HCO2,865.5107,327.23295,273.18559,235.0824,253.0929
MGDG(23:0_18:5)+HCO2,891.6203,353.34255,273.18559,235.0824,253.0929
MGDG(24:0_18:5)+HCO2,905.6359,367.35815,273.18559,235.0824,253.0929
MGDG(24:1_18:5)+HCO2,903.6203,365.34255,273.18559,235.0824,253.0929
MGDG(25:0_18:5)+HCO2,919.6516,381.37385,273.18559,235.0824,253.0929
MGDG(26:0_18:5)+HCO2,933.6672,395.38945,273.18559,235.0824,253.0929
MGDG(8:0_18:5)+HCO2,681.3855,143.10775,273.18559,235.0824,253.0929
MGDG(18:5_18:5)+HCO2,811.46334,273.18559,273.18559,235.0824,253.0929
