"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-LPE","[M-H]-","NL(RCH=CH2)","NL(RCH=CHOH)","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-LPE","[M-H]-","NL(RCH=CH2)","NL(RCH=CHOH)","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-LPE","[M-H]-","NL(RCH=CH2)","NL(RCH=CHOH)","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-LPE","[M-H]-","NL(RCH=CH2)","NL(RCH=CHOH)","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Average m/z","Plasmenyl-LPE","[M-H]-","NL(RCH=CH2)","NL(RCH=CHOH)","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-LPE","[M-H]-","NL(RCH=CH2)","NL(RCH=CHOH)","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment"
"","Plasmenyl-LPE(P-16:0)-H","1","0","1","0","0","0","0","0","0.98743666666667","1.28743666666667","716","","Plasmenyl-LPE(P-16:0)-H","1.163783","0","1.163783","0","0","0","0","0","0.98743666666667","1.28743666666667","716","","Plasmenyl-LPE(P-16:0)-H","1","0","1","0","0","0","0","0","0.98743666666667","1.28743666666667","716","","Plasmenyl-LPE(P-16:0)-H","28100.19","0","1491.338","0","0","0","0","0","0.98743666666667","1.28743666666667","716","","Plasmenyl-LPE(P-16:0)-H","436.2835","0","196.0381","0","0","0","0","0","0.98743666666667","1.28743666666667","716","","Plasmenyl-LPE(P-16:0)-H","436.2834","214.0486","196.038","152.99586","96.96964","78.95852","140.01128","122.0007","0.98743666666667","1.28743666666667","716"
"","Plasmenyl-LPE(P-18:0)-H","1","0","1","0","0","0","0","0","1.51876833333333","1.81876833333333","560","","Plasmenyl-LPE(P-18:0)-H","1.694054","0","1.694054","0","0","0","0","0","1.51876833333333","1.81876833333333","560","","Plasmenyl-LPE(P-18:0)-H","1","0","1","0","0","0","0","0","1.51876833333333","1.81876833333333","560","","Plasmenyl-LPE(P-18:0)-H","39517.70","0","2564.807","0","0","0","0","0","1.51876833333333","1.81876833333333","560","","Plasmenyl-LPE(P-18:0)-H","464.3148","0","196.0381","0","0","0","0","0","1.51876833333333","1.81876833333333","560","","Plasmenyl-LPE(P-18:0)-H","464.3147","214.0486","196.038","152.99586","96.96964","78.95852","140.01128","122.0007","1.51876833333333","1.81876833333333","560"
