"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","PS(14:0_14:0)-H","1","1","1","1","1","1","0","1","1","1","1","0","3.71595909090909","4.01595909090909","111","","PS(14:0_14:0)-H","3.867781","3.867781","3.867781","3.867781","3.867781","3.867781","0.000000","3.867781","3.867781","3.867781","3.867781","0","3.71595909090909","4.01595909090909","111","","PS(14:0_14:0)-H","2","2","2","2","2","2","0","2","2","2","1","0","3.71595909090909","4.01595909090909","111","","PS(14:0_14:0)-H","258464.7000","388725.9","89057.87","89057.870","307572.5","307572.5000","    0.0000","228484.6000","228484.6000","65533.3900","5935.135","0","3.71595909090909","4.01595909090909","111","","PS(14:0_14:0)-H","678.4357","591.4034","381.2049","381.2049","363.1944","363.1944","  0.0000","227.2017","227.2017","152.9959","96.96986","0","3.71595909090909","4.01595909090909","111","","PS(14:0_14:0)-H","678.4352","591.40318","381.20481","381.20481","363.19425","363.19425","224.06881","227.20165","227.20165","152.99586","96.96964","78.95852","3.71595909090909","4.01595909090909","111"
