"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","PC(16:0_16:1)+HCO2","1","1","0","0","1","0","0","1","1","1","1","0","0","0","6.10964166666667","6.40964166666667","2194","","PC(16:0_16:1)+HCO2"," 6.165564"," 6.165564"," 0.000000"," 0.000000"," 6.165564"," 0.000000"," 6.165564"," 6.165564"," 6.165564"," 6.165564"," 6.165564","0.000000","0.000000","0","6.10964166666667","6.40964166666667","2194","","PC(16:0_16:1)+HCO2","1","1","0","0","1","0","1","1","1","1","1","0","0","0","6.10964166666667","6.40964166666667","2194","","PC(16:0_16:1)+HCO2","  7300.4460"," 142560.10","    0.000","    0.0000","  7243.0390","    0.0000","  811.3437"," 2118.2970","  45574.6300"," 117888.4000"," 1848.3980","    0.0000","   0.000","0","6.10964166666667","6.40964166666667","2194","","PC(16:0_16:1)+HCO2","776.5465","716.5245","  0.0000","  0.0000","480.3097","  0.0000","462.2986","224.0696","255.2331","253.2174","168.0433","  0.0000"," 0.00000","0","6.10964166666667","6.40964166666667","2194","","PC(16:0_16:1)+HCO2","776.54478","716.52364","645.45014","478.29397","480.30957","460.28341","462.29901","224.06881","255.23295","253.21735","168.04314","152.99586","96.96964","78.95852","6.10964166666667","6.40964166666667","2194"
"","PC(16:0_17:2)+HCO2","1","1","0","0","0","0","0","0","1","1","1","0","0","0","5.63370151515152","5.93370151515152","220","","PC(16:0_17:2)+HCO2"," 5.804299"," 5.804299"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 5.804299"," 5.804299"," 5.804299"," 5.804299","0.000000","0.000000","0","5.63370151515152","5.93370151515152","220","","PC(16:0_17:2)+HCO2","1","1","0","0","0","0","0","1","1","1","1","0","0","0","5.63370151515152","5.93370151515152","220","","PC(16:0_17:2)+HCO2","  7131.9710"," 123788.00","    0.000","    0.0000","     0.0000","    0.0000","    0.0000","  801.5891","   1216.2430","   1074.3970"," 1163.7580","    0.0000","   0.000","0","5.63370151515152","5.93370151515152","220","","PC(16:0_17:2)+HCO2","788.5464","728.5249","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","224.0695","255.2332","265.2176","168.0431","  0.0000"," 0.00000","0","5.63370151515152","5.93370151515152","220","","PC(16:0_17:2)+HCO2","788.54478","728.52364","657.45014","490.29397","480.30957","472.28341","462.29901","224.06881","255.23295","265.21735","168.04314","152.99586","96.96964","78.95852","5.63370151515152","5.93370151515152","220"
"","PC(16:0_18:0)+HCO2","1","1","0","1","1","0","0","1","1","1","1","0","0","0","8.19296060606061","8.49296060606061","231","","PC(16:0_18:0)+HCO2"," 8.354185"," 8.354185"," 0.000000"," 8.354185"," 8.354185"," 0.000000"," 8.354185"," 8.354185"," 8.354185"," 8.354185"," 8.354185","0.000000","0.000000","0","8.19296060606061","8.49296060606061","231","","PC(16:0_18:0)+HCO2","1","1","0","1","1","0","1","1","1","1","1","0","0","0","8.19296060606061","8.49296060606061","231","","PC(16:0_18:0)+HCO2"," 20790.7200"," 405654.60","    0.000"," 2402.3290","  1037.5170","    0.0000","  712.1452"," 3615.1870","  53684.0200","  33334.1800"," 7912.9470","    0.0000","   0.000","0","8.19296060606061","8.49296060606061","231","","PC(16:0_18:0)+HCO2","806.5926","746.5714","  0.0000","508.3410","480.3096","  0.0000","462.2997","224.0694","255.2331","283.2643","168.0431","  0.0000"," 0.00000","0","8.19296060606061","8.49296060606061","231","","PC(16:0_18:0)+HCO2","806.59168","746.57054","675.49704","508.34087","480.30957","490.33031","462.29901","224.06881","255.23295","283.26425","168.04314","152.99586","96.96964","78.95852","8.19296060606061","8.49296060606061","231"
"","PC(16:0_18:1)+HCO2","1","1","1","1","1","1","1","1","1","1","1","0","0","0","7.16090151515151","7.46090151515151","155","","PC(16:0_18:1)+HCO2"," 7.344148"," 7.344148"," 7.344148"," 7.344148"," 7.344148"," 7.344148"," 7.344148"," 7.344148"," 7.344148"," 7.344148"," 7.344148","0.000000","0.000000","0","7.16090151515151","7.46090151515151","155","","PC(16:0_18:1)+HCO2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","7.16090151515151","7.46090151515151","155","","PC(16:0_18:1)+HCO2"," 50404.5000","1030113.00"," 3237.910"," 8363.5630"," 70033.9800"," 8396.0960","15080.7100","10147.1400"," 421126.8000","1201316.0000","20008.0700","    0.0000","   0.000","0","7.16090151515151","7.46090151515151","155","","PC(16:0_18:1)+HCO2","804.5769","744.5556","673.4816","506.3251","480.3097","488.3148","462.2994","224.0693","255.2330","281.2486","168.0432","  0.0000"," 0.00000","0","7.16090151515151","7.46090151515151","155","","PC(16:0_18:1)+HCO2","804.57608","744.55494","673.48144","506.32527","480.30957","488.31471","462.29901","224.06881","255.23295","281.24865","168.04314","152.99586","96.96964","78.95852","7.16090151515151","7.46090151515151","155"
"","PC(16:0_18:2)+HCO2","1","1","1","1","1","1","1","1","1","1","1","1","0","0","6.24482727272727","6.54482727272727","70","","PC(16:0_18:2)+HCO2"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817","6.367817","0.000000","0","6.24482727272727","6.54482727272727","70","","PC(16:0_18:2)+HCO2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","6.24482727272727","6.54482727272727","70","","PC(16:0_18:2)+HCO2","124890.0000","2809615.00","10346.540","29888.2200","214027.9000","27000.7000","43901.7900","42620.0800","1259254.0000","3683519.0000","74273.1900"," 1353.8200","   0.000","0","6.24482727272727","6.54482727272727","70","","PC(16:0_18:2)+HCO2","802.5611","742.5399","671.4672","504.3100","480.3097","486.2994","462.2993","224.0693","255.2330","279.2329","168.0432","152.9958"," 0.00000","0","6.24482727272727","6.54482727272727","70","","PC(16:0_18:2)+HCO2","802.56038","742.53924","671.46574","504.30957","480.30957","486.29901","462.29901","224.06881","255.23295","279.23295","168.04314","152.99586","96.96964","78.95852","6.24482727272727","6.54482727272727","70"
"","PC(16:0_18:2)+HCO2","1","1","1","1","1","1","1","1","1","1","1","1","0","0","6.0695696969697","6.3695696969697","500","","PC(16:0_18:2)+HCO2"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817"," 6.367817","6.367817","0.000000","0","6.0695696969697","6.3695696969697","500","","PC(16:0_18:2)+HCO2","2","2","1","1","2","1","1","2","2","2","2","1","0","0","6.0695696969697","6.3695696969697","500","","PC(16:0_18:2)+HCO2","124890.0000","2809615.00","10346.540","29888.2200","214027.9000","27000.7000","43901.7900","42620.0800","1259254.0000","3683519.0000","74273.1900"," 1353.8200","   0.000","0","6.0695696969697","6.3695696969697","500","","PC(16:0_18:2)+HCO2","802.5617","742.5402","671.4670","504.3097","480.3102","486.2994","462.2994","224.0693","255.2331","279.2329","168.0430","152.9958"," 0.00000","0","6.0695696969697","6.3695696969697","500","","PC(16:0_18:2)+HCO2","802.56038","742.53924","671.46574","504.30957","480.30957","486.29901","462.29901","224.06881","255.23295","279.23295","168.04314","152.99586","96.96964","78.95852","6.0695696969697","6.3695696969697","500"
"","PC(16:0_18:3)+HCO2","1","1","0","0","1","0","0","1","1","1","1","0","0","0","5.38637727272727","5.68637727272727","185","","PC(16:0_18:3)+HCO2"," 5.500496"," 5.500496"," 0.000000"," 0.000000"," 5.500496"," 0.000000"," 0.000000"," 5.500496"," 5.500496"," 5.500496"," 5.500496","0.000000","0.000000","0","5.38637727272727","5.68637727272727","185","","PC(16:0_18:3)+HCO2","2","2","0","0","2","0","0","1","2","2","1","0","0","0","5.38637727272727","5.68637727272727","185","","PC(16:0_18:3)+HCO2","  9038.3610"," 161578.90","    0.000","    0.0000","  4977.3690","    0.0000","    0.0000"," 1166.3110","  31690.2200","  84901.7300"," 1125.9140","    0.0000","   0.000","0","5.38637727272727","5.68637727272727","185","","PC(16:0_18:3)+HCO2","800.5455","740.5244","  0.0000","  0.0000","480.3098","  0.0000","  0.0000","224.0695","255.2330","277.2173","168.0431","  0.0000"," 0.00000","0","5.38637727272727","5.68637727272727","185","","PC(16:0_18:3)+HCO2","800.54478","740.52364","669.45014","502.29397","480.30957","484.28341","462.29901","224.06881","255.23295","277.21735","168.04314","152.99586","96.96964","78.95852","5.38637727272727","5.68637727272727","185"
"","PC(16:0_18:3)+HCO2","1","1","0","0","1","0","0","0","1","1","1","0","0","0","5.5910696969697","5.8910696969697","244","","PC(16:0_18:3)+HCO2"," 5.762820"," 5.762820"," 0.000000"," 5.762820"," 5.762820"," 0.000000"," 5.762820"," 5.762820"," 5.762820"," 5.762820"," 5.762820","0.000000","0.000000","0","5.5910696969697","5.8910696969697","244","","PC(16:0_18:3)+HCO2","2","2","0","1","2","0","1","1","2","2","1","0","0","0","5.5910696969697","5.8910696969697","244","","PC(16:0_18:3)+HCO2","  7286.9300"," 119882.00","    0.000","  795.7883","  9105.6820","    0.0000","  945.5849","  565.5018","  35800.4700"," 112774.1000"," 1209.1210","    0.0000","   0.000","0","5.5910696969697","5.8910696969697","244","","PC(16:0_18:3)+HCO2","800.5457","740.5245","  0.0000","502.2945","480.3099","  0.0000","462.3002","224.0692","255.2330","277.2173","168.0430","  0.0000"," 0.00000","0","5.5910696969697","5.8910696969697","244","","PC(16:0_18:3)+HCO2","800.54478","740.52364","669.45014","502.29397","480.30957","484.28341","462.29901","224.06881","255.23295","277.21735","168.04314","152.99586","96.96964","78.95852","5.5910696969697","5.8910696969697","244"
"","PC(16:0_20:1)+HCO2","1","1","0","0","0","0","0","1","1","1","1","0","0","0","8.2811803030303","8.5811803030303","271","","PC(16:0_20:1)+HCO2"," 8.490902"," 8.490902"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 8.364598"," 8.364598"," 8.364598"," 8.364598","0.000000","0.000000","0","8.2811803030303","8.5811803030303","271","","PC(16:0_20:1)+HCO2","2","2","0","0","0","0","0","2","1","2","2","0","0","0","8.2811803030303","8.5811803030303","271","","PC(16:0_20:1)+HCO2"," 13619.7300"," 211040.50","    0.000","    0.0000","     0.0000","    0.0000","    0.0000"," 4407.3110","   6344.7560","  18208.2600"," 6497.3270","    0.0000","   0.000","0","8.2811803030303","8.5811803030303","271","","PC(16:0_20:1)+HCO2","832.6087","772.5873","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","224.0693","255.2330","309.2801","168.0432","  0.0000"," 0.00000","0","8.2811803030303","8.5811803030303","271","","PC(16:0_20:1)+HCO2","832.60738","772.58624","701.51274","534.35657","480.30957","516.34601","462.29901","224.06881","255.23295","309.27995","168.04314","152.99586","96.96964","78.95852","8.2811803030303","8.5811803030303","271"
"","PC(16:0_20:2)+HCO2","1","1","1","0","1","0","0","1","1","1","1","0","0","0","7.41247424242424","7.71247424242424","162","","PC(16:0_20:2)+HCO2"," 7.607316"," 7.607316"," 7.607316"," 0.000000"," 7.485737"," 0.000000"," 0.000000"," 7.607316"," 7.485737"," 7.485737"," 7.607316","7.607316","0.000000","0","7.41247424242424","7.71247424242424","162","","PC(16:0_20:2)+HCO2","2","2","2","0","1","0","0","2","2","2","2","1","0","0","7.41247424242424","7.71247424242424","162","","PC(16:0_20:2)+HCO2"," 52563.8600","1089333.00"," 2932.957","    0.0000","  3169.9480","    0.0000","    0.0000","13527.8300","  18709.0100","  53571.2900","25065.5600","  812.0924","   0.000","0","7.41247424242424","7.71247424242424","162","","PC(16:0_20:2)+HCO2","830.5927","770.5715","699.4990","  0.0000","480.3101","  0.0000","  0.0000","224.0693","255.2332","307.2643","168.0432","152.9957"," 0.00000","0","7.41247424242424","7.71247424242424","162","","PC(16:0_20:2)+HCO2","830.59168","770.57054","699.49704","532.34087","480.30957","514.33031","462.29901","224.06881","255.23295","307.26425","168.04314","152.99586","96.96964","78.95852","7.41247424242424","7.71247424242424","162"
"","PC(16:0_20:3)+HCO2","1","1","0","1","1","1","1","1","1","1","1","0","0","0","6.54269393939394","6.84269393939394","187","","PC(16:0_20:3)+HCO2"," 6.640950"," 6.640950"," 0.000000"," 6.776376"," 6.640950"," 6.776376"," 6.640950"," 6.640950"," 6.640950"," 6.640950"," 6.640950","0.000000","0.000000","0","6.54269393939394","6.84269393939394","187","","PC(16:0_20:3)+HCO2","2","2","0","2","2","2","2","2","2","2","2","0","0","0","6.54269393939394","6.84269393939394","187","","PC(16:0_20:3)+HCO2"," 20734.8500"," 512728.20","    0.000"," 2166.0610"," 24643.9500"," 2158.9730"," 3747.0170"," 5768.0360"," 121167.1000"," 361193.3000","11874.6400","    0.0000","   0.000","0","6.54269393939394","6.84269393939394","187","","PC(16:0_20:3)+HCO2","828.5770","768.5557","  0.0000","530.3259","480.3097","512.3148","462.2992","224.0693","255.2330","305.2487","168.0432","  0.0000"," 0.00000","0","6.54269393939394","6.84269393939394","187","","PC(16:0_20:3)+HCO2","828.57608","768.55494","697.48144","530.32527","480.30957","512.31471","462.29901","224.06881","255.23295","305.24865","168.04314","152.99586","96.96964","78.95852","6.54269393939394","6.84269393939394","187"
"","PC(16:0_20:4)+HCO2","1","1","1","1","1","1","1","1","1","1","1","0","0","0","6.04034545454545","6.34034545454545","46","","PC(16:0_20:4)+HCO2"," 6.155149"," 6.155149"," 6.155149"," 6.155149"," 6.155149"," 6.155149"," 6.155149"," 6.155149"," 6.155149"," 6.155149"," 6.155149","6.155149","0.000000","0","6.04034545454545","6.34034545454545","46","","PC(16:0_20:4)+HCO2","3","3","2","2","3","2","2","2","3","3","3","1","0","0","6.04034545454545","6.34034545454545","46","","PC(16:0_20:4)+HCO2"," 62905.6600","1628196.00"," 4489.441","14052.6400","194622.2000","12360.5200","26598.0900","29245.7100"," 757560.0000","2190988.0000","47033.2900","  905.1500","   0.000","0","6.04034545454545","6.34034545454545","46","","PC(16:0_20:4)+HCO2","826.5615","766.5402","695.4669","528.3098","480.3095","510.2994","462.2994","224.0695","255.2331","303.2331","168.0432","152.9958"," 0.00000","0","6.04034545454545","6.34034545454545","46","","PC(16:0_20:4)+HCO2","826.56038","766.53924","695.46574","528.30957","480.30957","510.29901","462.29901","224.06881","255.23295","303.23295","168.04314","152.99586","96.96964","78.95852","6.04034545454545","6.34034545454545","46"
"","PC(16:0_20:4)+HCO2","1","1","0","0","1","0","0","0","1","1","0","0","0","0","5.71959545454545","6.01959545454545","3405","","PC(16:0_20:4)+HCO2"," 5.896158"," 5.896158"," 0.000000"," 0.000000"," 5.896158"," 0.000000"," 0.000000"," 0.000000"," 5.896158"," 5.896158"," 5.778402","0.000000","0.000000","0","5.71959545454545","6.01959545454545","3405","","PC(16:0_20:4)+HCO2","2","2","0","0","1","0","0","0","1","2","2","0","0","0","5.71959545454545","6.01959545454545","3405","","PC(16:0_20:4)+HCO2","  4861.3120","  63650.44","    0.000","    0.0000","  5376.6670","    0.0000","    0.0000","    0.0000","  20224.7200","  62164.9800","  616.7454","    0.0000","   0.000","0","5.71959545454545","6.01959545454545","3405","","PC(16:0_20:4)+HCO2","826.5630","766.5401","  0.0000","  0.0000","480.3095","  0.0000","  0.0000","  0.0000","255.2331","303.2332","168.0430","  0.0000"," 0.00000","0","5.71959545454545","6.01959545454545","3405","","PC(16:0_20:4)+HCO2","826.56038","766.53924","695.46574","528.30957","480.30957","510.29901","462.29901","224.06881","255.23295","303.23295","168.04314","152.99586","96.96964","78.95852","5.71959545454545","6.01959545454545","3405"
"","PC(16:0_20:5)+HCO2","1","1","0","1","1","1","1","1","1","1","1","0","0","0","5.23841363636364","5.53841363636364","104","","PC(16:0_20:5)+HCO2"," 5.362202"," 5.362202"," 0.000000"," 5.362202"," 5.362202"," 5.362202"," 5.362202"," 5.362202"," 5.362202"," 5.362202"," 5.362202","5.362202","0.000000","0","5.23841363636364","5.53841363636364","104","","PC(16:0_20:5)+HCO2","2","3","0","1","2","2","1","2","3","3","2","1","0","0","5.23841363636364","5.53841363636364","104","","PC(16:0_20:5)+HCO2"," 22206.3300"," 553018.60","    0.000"," 3877.2640"," 62533.1000"," 2136.9440"," 8970.8990"," 9653.0270"," 210880.3000"," 557974.6000","16480.3000","  615.2763","   0.000","0","5.23841363636364","5.53841363636364","104","","PC(16:0_20:5)+HCO2","824.5454","764.5245","  0.0000","526.2940","480.3096","508.2831","462.2994","224.0693","255.2332","301.2175","168.0431","152.9960"," 0.00000","0","5.23841363636364","5.53841363636364","104","","PC(16:0_20:5)+HCO2","824.54478","764.52364","693.45014","526.29397","480.30957","508.28341","462.29901","224.06881","255.23295","301.21735","168.04314","152.99586","96.96964","78.95852","5.23841363636364","5.53841363636364","104"
"","PC(16:0_22:5)+HCO2","1","1","0","0","1","0","1","1","1","1","1","0","0","0","6.09909090909091","6.39909090909091","174","","PC(16:0_22:5)+HCO2"," 6.198611"," 6.198611"," 0.000000"," 0.000000"," 6.198611"," 0.000000"," 6.198611"," 6.329809"," 6.198611"," 6.198611"," 6.198611","0.000000","0.000000","0","6.09909090909091","6.39909090909091","174","","PC(16:0_22:5)+HCO2","2","2","0","0","2","0","2","2","2","2","2","0","0","0","6.09909090909091","6.39909090909091","174","","PC(16:0_22:5)+HCO2","  8505.6530"," 149517.90","    0.000","    0.0000"," 12322.2400","    0.0000"," 1287.6550"," 2177.2400","  51229.1400"," 122066.2000"," 3663.0860","    0.0000","   0.000","0","6.09909090909091","6.39909090909091","174","","PC(16:0_22:5)+HCO2","852.5768","792.5560","  0.0000","  0.0000","480.3098","  0.0000","462.2998","224.0693","255.2330","329.2488","168.0432","  0.0000"," 0.00000","0","6.09909090909091","6.39909090909091","174","","PC(16:0_22:5)+HCO2","852.57608","792.55494","721.48144","554.32527","480.30957","536.31471","462.29901","224.06881","255.23295","329.24865","168.04314","152.99586","96.96964","78.95852","6.09909090909091","6.39909090909091","174"
"","PC(16:0_22:5)+HCO2","1","1","0","0","1","0","0","1","1","1","1","0","0","0","6.45892424242424","6.75892424242424","486","","PC(16:0_22:5)+HCO2"," 6.587777"," 6.587777"," 0.000000"," 0.000000"," 6.719601"," 0.000000"," 0.000000"," 6.587777"," 6.719601"," 6.719601"," 6.587777","0.000000","0.000000","0","6.45892424242424","6.75892424242424","486","","PC(16:0_22:5)+HCO2","2","2","0","0","1","0","0","2","2","2","1","0","0","0","6.45892424242424","6.75892424242424","486","","PC(16:0_22:5)+HCO2","  4801.4020"," 157708.50","    0.000","    0.0000","  5523.1950","    0.0000","    0.0000"," 1261.0450","  15285.0300","  45041.2500"," 3713.0270","    0.0000","   0.000","0","6.45892424242424","6.75892424242424","486","","PC(16:0_22:5)+HCO2","852.5779","792.5558","  0.0000","  0.0000","480.3090","  0.0000","  0.0000","224.0693","255.2330","329.2489","168.0432","  0.0000"," 0.00000","0","6.45892424242424","6.75892424242424","486","","PC(16:0_22:5)+HCO2","852.57608","792.55494","721.48144","554.32527","480.30957","536.31471","462.29901","224.06881","255.23295","329.24865","168.04314","152.99586","96.96964","78.95852","6.45892424242424","6.75892424242424","486"
"","PC(16:0_22:5)+HCO2","1","1","0","0","1","0","0","1","1","1","1","0","0","0","6.28235606060606","6.58235606060606","2898","","PC(16:0_22:5)+HCO2"," 6.329809"," 6.329809"," 0.000000"," 0.000000"," 6.329809"," 0.000000"," 6.329809"," 6.329809"," 6.329809"," 6.329809"," 6.329809","0.000000","0.000000","0","6.28235606060606","6.58235606060606","2898","","PC(16:0_22:5)+HCO2","2","2","0","0","1","0","1","1","2","2","2","0","0","0","6.28235606060606","6.58235606060606","2898","","PC(16:0_22:5)+HCO2","  6228.9140"," 132193.90","    0.000","    0.0000","  2947.7180","    0.0000","  740.3584"," 2177.2400","  13928.4100","  37962.7500"," 1049.4930","    0.0000","   0.000","0","6.28235606060606","6.58235606060606","2898","","PC(16:0_22:5)+HCO2","852.5761","792.5560","  0.0000","  0.0000","480.3095","  0.0000","462.3002","224.0694","255.2329","329.2489","168.0432","  0.0000"," 0.00000","0","6.28235606060606","6.58235606060606","2898","","PC(16:0_22:5)+HCO2","852.57608","792.55494","721.48144","554.32527","480.30957","536.31471","462.29901","224.06881","255.23295","329.24865","168.04314","152.99586","96.96964","78.95852","6.28235606060606","6.58235606060606","2898"
"","PC(16:0_22:6)+HCO2","1","1","1","1","1","1","1","1","1","1","1","0","0","0","5.72840454545454","6.02840454545454","60","","PC(16:0_22:6)+HCO2"," 5.923332"," 5.923332"," 5.923332"," 5.923332"," 5.923332"," 5.923332"," 5.809507"," 5.923332"," 5.923332"," 5.923332"," 5.809507","5.809507","0.000000","0","5.72840454545454","6.02840454545454","60","","PC(16:0_22:6)+HCO2","2","2","1","2","2","2","2","2","2","2","2","1","0","0","5.72840454545454","6.02840454545454","60","","PC(16:0_22:6)+HCO2"," 21058.9600"," 546541.80"," 1167.744"," 4251.2490"," 59607.7300"," 4033.6240"," 9881.4860"," 8242.1530"," 202758.7000"," 449534.9000","12008.2800","  732.8118","   0.000","0","5.72840454545454","6.02840454545454","60","","PC(16:0_22:6)+HCO2","850.5615","790.5402","719.4659","552.3110","480.3098","534.2993","462.2994","224.0694","255.2330","327.2331","168.0432","152.9959"," 0.00000","0","5.72840454545454","6.02840454545454","60","","PC(16:0_22:6)+HCO2","850.56038","790.53924","719.46574","552.30957","480.30957","534.29901","462.29901","224.06881","255.23295","327.23295","168.04314","152.99586","96.96964","78.95852","5.72840454545454","6.02840454545454","60"
"","PC(16:1_16:1)+HCO2","1","1","0","0","0","0","0","0","1","1","1","0","0","0","4.99847121212121","5.29847121212121","226","","PC(16:1_16:1)+HCO2"," 5.170068"," 5.170068"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 5.170068"," 5.170068"," 5.170068"," 5.170068","0.000000","0.000000","0","4.99847121212121","5.29847121212121","226","","PC(16:1_16:1)+HCO2","1","1","0","0","0","0","0","1","1","1","1","0","0","0","4.99847121212121","5.29847121212121","226","","PC(16:1_16:1)+HCO2","  6730.8920"," 100768.30","    0.000","    0.0000","     0.0000","    0.0000","    0.0000","  544.9714","   1854.5850","   1854.5850"," 1052.6320","    0.0000","   0.000","0","4.99847121212121","5.29847121212121","226","","PC(16:1_16:1)+HCO2","774.5306","714.5089","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","224.0692","253.2175","253.2175","168.0431","  0.0000"," 0.00000","0","4.99847121212121","5.29847121212121","226","","PC(16:1_16:1)+HCO2","774.52918","714.50804","643.43454","478.29397","478.29397","460.28341","460.28341","224.06881","253.21735","253.21735","168.04314","152.99586","96.96964","78.95852","4.99847121212121","5.29847121212121","226"
"","PC(16:1_18:0)+HCO2","1","1","1","0","0","0","0","1","1","1","1","0","0","0","7.16090151515151","7.46090151515151","155","","PC(16:1_18:0)+HCO2"," 7.344148"," 7.344148"," 7.344148"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 7.344148"," 7.344148"," 7.344148"," 7.344148","0.000000","0.000000","0","7.16090151515151","7.46090151515151","155","","PC(16:1_18:0)+HCO2","2","2","2","0","0","0","0","2","1","1","2","0","0","0","7.16090151515151","7.46090151515151","155","","PC(16:1_18:0)+HCO2"," 50404.5000","1030113.00"," 3237.910","    0.0000","     0.0000","    0.0000","    0.0000","10147.1400","   9635.4140","   3292.4650","20008.0700","    0.0000","   0.000","0","7.16090151515151","7.46090151515151","155","","PC(16:1_18:0)+HCO2","804.5769","744.5556","673.4816","  0.0000","  0.0000","  0.0000","  0.0000","224.0693","253.2174","283.2644","168.0432","  0.0000"," 0.00000","0","7.16090151515151","7.46090151515151","155","","PC(16:1_18:0)+HCO2","804.57608","744.55494","673.48144","508.34087","478.29397","490.33031","460.28341","224.06881","253.21735","283.26425","168.04314","152.99586","96.96964","78.95852","7.16090151515151","7.46090151515151","155"
"","PC(16:1_18:1)+HCO2","1","1","1","0","0","0","0","1","1","1","1","1","0","0","6.24482727272727","6.54482727272727","70","","PC(16:1_18:1)+HCO2"," 6.367817"," 6.367817"," 6.367817"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 6.367817"," 6.367817"," 6.367817"," 6.367817","6.367817","0.000000","0","6.24482727272727","6.54482727272727","70","","PC(16:1_18:1)+HCO2","2","2","2","0","0","0","0","2","2","2","2","1","0","0","6.24482727272727","6.54482727272727","70","","PC(16:1_18:1)+HCO2","124890.0000","2809615.00","10346.540","    0.0000","     0.0000","    0.0000","    0.0000","42620.0800","   3970.0980","   8270.9800","74273.1900"," 1353.8200","   0.000","0","6.24482727272727","6.54482727272727","70","","PC(16:1_18:1)+HCO2","802.5611","742.5399","671.4672","  0.0000","  0.0000","  0.0000","  0.0000","224.0693","253.2174","281.2486","168.0432","152.9958"," 0.00000","0","6.24482727272727","6.54482727272727","70","","PC(16:1_18:1)+HCO2","802.56048","742.53934","671.46584","506.32527","478.29397","488.31471","460.28341","224.06881","253.21735","281.24865","168.04314","152.99586","96.96964","78.95852","6.24482727272727","6.54482727272727","70"
